Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
-0.8577,-0.1333,1.1807,1.5579,2.0293,1.923,1.4995,0.5066,0.3941,3.449,1.4085,1.8618,3.0114,3.6641,1.5593,3.1079,1.1725,2.9041,3.3327,1.9518,0 
-1.1275,-1.1354,1.4691,3.2164,1.4529,0.5505,1.625,3.3391,2.1969,1.4212,0.5625,-0.0844,1.8483,1.6652,1.6356,2.2228,1.4722,2.6846,2.5685,1.9704,0 
1.0401,-1.8122,2.4635,2.7916,1.7319,1.9789,1.734,3.9388,1.8856,2.7168,2.3578,1.7501,3.393,2.0702,2.6609,3.1563,2.9171,0.9378,1.8436,2.1757,0 
-0.5323,1.4417,4.0011,3.1827,2.0036,2.4161,2.1945,2.8223,1.2316,0.831,1.4158,0.9571,2.7491,0.7797,2.3773,2.042,1.5006,2.2478,1.5726,2.2473,0 
0.6158,1.5188,1.2323,1.1624,1.848,1.0766,2.5657,2.1184,3.7062,2.1394,1.14,2.8064,1.3683,3.3054,2.8562,0.5484,3.2071,2.1425,1.6588,2.0892,0 
-0.0319,0.3745,1.0407,3.1295,1.7225,3.6286,2.1634,1.8765,1.1729,1.0246,2.4959,1.0271,2.4988,3.2218,3.1793,0.9694,0.6481,2.0251,1.6269,1.5969,0 
0.7331,0.8522,0.1145,3.1412,2.0871,2.4836,3.4799,2.4848,1.7251,2.0554,2.4078,-0.7361,2.3109,1.0971,2.2756,2.2892,1.9457,1.7453,1.8198,1.8104,0 
1.3731,0.1156,1.7849,2.8321,0.6987,-0.0134,1.6758,1.1558,3.0848,2.5527,1.9258,1.9616,2.7233,1.2231,2.3543,1.8171,4.1188,2.6951,2.069,2.2831,0 
0.649,-0.195,2.7843,3.4066,1.9818,2.3271,2.198,1.0071,2.4435,2.6659,2.703,2.9158,2.3247,3.0642,1.4963,2.6186,1.4993,3.0464,2.1465,2.6183,0 
1.5322,-3.0796,1.7164,1.4111,1.9562,1.4076,2.1107,0.4273,2.3866,-0.0645,2.784,-1.0241,2.8412,1.3747,2.8454,1.093,1.5188,2.9202,1.6127,1.7685,0 
1.7826,-0.1816,2.9307,3.1183,1.7201,2.4924,3.5092,2.5822,1.5056,-0.1205,2.3903,2.112,2.3448,2.853,0.5567,2.1218,1.1183,4.4209,2.8572,2.8849,0 
-0.3697,0.3296,2.3005,2.2287,2.2516,2.039,3.1735,2.072,2.482,2.8081,1.1175,3.0211,2.8339,1.7544,1.4434,0.7494,1.3888,2.4254,2.6003,1.9589,0 
-0.4553,-0.2113,1.9551,2.0207,2.9448,1.6163,1.5166,1.3612,1.6334,2.744,3.1067,1.1016,2.5803,2.2103,0.1766,0.1603,1.3241,1.3124,2.6222,1.6861,0 
-0.2084,-0.6122,2.6466,4.0013,2.0734,0.5084,1.9368,1.3892,1.9556,2.7896,4.4615,0.0377,-0.2564,1.2007,0.5767,1.4369,2.1862,3.2362,2.0356,3.2556,0 
0.2957,-0.1804,1.7723,2.4931,2.6856,1.2652,2.3745,1.5943,3.1709,1.7386,3.1212,1.7041,0.5355,1.8782,2.1188,3.0073,1.786,3.6945,1.7208,3.1238,0 
0.5244,1.7613,0.3279,1.4802,2.3839,-0.3627,0.4797,3.503,2.7628,1.4486,3.4059,2.1402,2.7449,1.4414,2.4326,2.5693,2.7824,2.0803,3.0496,1.8161,0 
0.3288,0.9976,2.1621,1.7851,1.2888,3.693,1.8614,4.8263,0.9853,1.8351,-0.3689,3.3632,3.2187,2.8451,1.7619,-0.7408,3.0263,1.5951,1.1488,0.9799,0 
0.7514,-1.7239,2.3785,0.7863,2.0312,1.384,3.3479,2.8383,1.9922,2.5665,0.6305,2.4614,2.8152,2.5771,3.1379,0.4871,2.5164,0.943,3.2211,0.9795,0 
0.1463,-1.503,2.7239,4.264,1.7921,3.4333,0.388,0.533,2.8601,1.9363,2.3498,1.0009,3.1512,1.1122,1.2228,2.0352,1.2562,1.6493,3.8624,1.4257,0 
-0.7596,-0.7773,1.9839,0.5132,1.6353,3.0025,0.4341,3.3914,4.0005,2.0369,2.0458,0.7559,3.9057,2.6999,2.735,1.5002,2.3574,1.1536,2.6779,1.4317,0 
0.322,0.1072,1.9601,2.054,2.2778,0.4413,1.9707,2.3034,1.4958,2.3602,1.4618,4.4349,1.8133,2.3442,2.891,2.5122,3.8667,1.235,1.3412,2.1235,0 
0.7397,0.0652,1.5869,1.9147,1.0233,2.3459,1.8429,3.5603,1.4927,3.344,2.4893,1.8318,1.4442,3.4294,1.3519,1.3367,0.2518,2.3216,0.4153,2.1574,0 
0.4995,-0.3602,2.7595,2.08,2.1819,1.7169,1.5647,0.7473,2.9487,3.5596,1.8514,2.292,0.8623,1.3209,3.4691,1.7122,2.8834,2.0124,3.124,1.3172,0 
0.9528,1.3719,3.4265,1.3406,2.762,1.2995,1.8267,2.8973,3.5306,1.3333,2.2647,1.7181,1.7069,0.3653,2.6872,2.0687,3.0439,1.3818,1.8675,2.5588,0 
0.6517,-0.8599,0.5777,1.3528,3.1674,1.5617,0.8844,1.3296,2.1991,3.8893,2.773,1.4783,3.4034,1.8705,2.6916,1.3949,1.5805,1.2,1.8679,2.5258,0 
0.3177,-1.0093,2.8331,0.7689,0.632,2.7184,2.2989,1.7311,1.5582,0.7688,2.1687,0.3561,2.1584,3.2614,0.4558,1.1209,1.825,1.247,2.7245,4.6051,0 
2.0076,-0.9202,1.7678,1.7296,2.8661,1.4424,2.9738,1.8811,4.2408,0.9594,1.283,1.279,2.4839,0.8189,3.5292,-0.0789,0.4064,1.7723,1.3968,4.0391,0 
1.1079,-1.883,1.7875,0.5095,0.5875,2.638,1.4368,2.4619,0.9952,0.9835,3.1473,2.3352,1.9238,1.0512,1.4252,0.4065,2.5491,0.4396,1.7693,2.7846,0 
0.1249,-0.4009,2.4634,1.2038,1.1857,2.3374,1.763,1.7543,3.3989,0.4952,2.9326,1.5082,1.7463,2.9799,2.4678,2.3955,3.3759,3.1297,1.4328,1.4826,0 
-0.3532,-0.216,1.3204,3.0556,1.792,2.2692,0.7328,1.2782,2.9303,1.0367,0.4864,1.7351,0.2501,1.032,-0.2651,0.9895,1.0272,2.6173,0.6647,3.7086,0 
-1.0119,1.2221,3.3311,1.5145,1.0683,2.6845,2.559,0.3081,0.4473,4.4541,3.5202,2.4327,1.066,2.0882,1.165,1.7986,3.9181,3.1064,1.2303,1.442,0 
1.5782,-1.6515,2.271,2.3608,1.2958,2.2823,2.463,2.4989,1.4514,1.3685,0.4408,2.1671,2.5468,-0.2738,0.8876,0.859,2.5267,1.8908,4.1271,1.3996,0 
0.8513,0.4948,1.9766,1.316,0.7478,2.7231,1.4416,3.1867,-0.0347,2.1428,2.1452,1.5853,2.4192,0.9434,1.4273,2.8634,-1.4215,1.3515,1.2063,2.7452,0 
-0.201,-0.0409,1.2782,1.0539,1.4018,0.8451,0.8883,1.9385,3.5166,1.1646,2.7035,3.5171,2.9191,1.0472,2.0864,4.1628,2.5326,0.3813,-0.0138,1.0789,0 
1.1109,0.6354,1.4644,2.7318,1.6811,4.1622,1.2007,-1.3043,1.0611,2.3684,1.8112,1.4285,2.1443,1.2798,2.3755,2.7552,2.4705,2.1112,1.9046,4.2469,0 
-1.5172,-1.1335,2.0383,3.8064,1.3659,3.0754,1.6501,3.477,0.7339,2.1207,1.8046,2.4219,3.4466,1.3822,2.1217,3.0414,1.2056,2.8181,1.7335,1.9762,0 
0.2751,0.856,0.4504,2.0933,1.5134,0.2181,1.782,2.5533,0.4764,3.4561,0.537,2.138,2.5409,2.1268,1.9302,1.5078,2.9863,2.6641,1.2874,4.3195,0 
-0.8517,-1.2707,1.3682,2.6194,-0.282,2.412,2.1238,0.6732,2.8785,2.6712,1.977,0.458,1.7383,0.9715,2.2657,1.4534,2.4791,2.1179,1.1367,2.5206,0 
0.4358,-0.7935,1.9647,1.8043,1.368,1.1639,2.9474,2.0097,2.4373,2.4858,3.2911,1.9651,2.1191,3.2454,3.6799,0.8164,2.8242,0.4923,1.7782,2.8992,0 
-0.8447,0.36,2.8832,4.5263,2.8287,1.3057,2.9911,2.8655,1.4798,2.7666,2.423,1.5249,0.4754,3.3658,2.6068,3.4377,1.612,0.5214,1.9828,2.0949,0 
-1.1303,0.5284,2.7192,2.2534,2.3329,1.3743,3.3168,3.493,2.7844,2.1916,3.0054,2.1866,2.3034,3.5435,0.7525,1.5529,-0.0802,1.3899,3.2458,1.139,0 
0.4225,-0.8259,2.8815,2.8079,3.5561,2.9486,2.565,1.4995,0.8399,1.7133,1.4348,-0.1626,4.467,0.86,1.4469,0.7608,-0.3315,3.1972,2.7105,2.8263,0 
1.1968,-0.5824,4.0317,4.0097,2.1229,0.7917,1.5144,1.0217,0.8434,2.5772,3.2842,2.1475,1.9962,3.4401,1.3562,1.3604,0.3209,1.4167,2.4547,2.0284,0 
1.5365,-0.3378,2.0821,1.7788,2.9721,2.3306,0.6104,1.6324,3.3681,2.5789,1.6588,1.4441,1.7094,1.3321,2.6524,1.0386,2.9667,3.9524,2.6485,1.4653,0 
-0.3827,1.4728,2.6322,0.6805,0.6386,1.4794,0.3925,2.9166,3.2834,2.2081,2.4534,2.0706,-0.4728,1.5526,3.7792,2.5027,2.7639,1.142,1.3066,0.4231,0 
-0.7057,-0.5363,2.4757,2.4423,2.1167,3.5517,2.0653,2.3676,-1.5355,2.5319,2.2347,3.0378,2.9819,0.2622,1.9054,1.7768,3.5866,1.7618,1.7399,2.6727,0 
1.3218,-1.3843,1.7444,3.462,2.8318,2.8239,2.7031,0.6217,2.7518,0.3661,3.6383,1.1437,0.8175,3.8839,2.9012,1.1048,3.1162,3.0502,2.127,2.6597,0 
-1.7742,-0.998,2.9617,1.4456,2.4052,2.5139,2.0487,2.3459,2.0927,1.5982,2.1862,2.4807,1.4372,2.716,2.1321,1.5554,1.5691,3.5585,2.883,2.8389,0 
-0.1126,-0.0761,2.0366,1.6491,2.7238,0.5526,3.4655,2.2202,3.6636,3.2626,3.104,0.994,2.2089,2.9333,3.4575,1.9733,0.3375,2.8496,1.2958,3.1575,0 
-0.0686,1.151,3.4005,1.1483,3.3363,1.1227,1.6364,1.3269,3.7821,2.7658,2.4605,1.3832,2.2208,1.8241,1.4137,-0.6433,1.0104,1.4598,2.6272,0.2986,0 
1.1483,-0.4116,1.4768,-0.2468,1.791,2.6034,0.3482,3.1201,3.4762,2.1187,1.5081,1.0097,3.0808,2.2748,1.2117,2.1185,0.2265,2.4065,1.3818,1.0385,0 
-0.2232,0.6031,2.688,1.7565,1.8294,0.6326,0.2407,4.047,1.8176,2.7515,2.1983,1.6316,1.6061,0.8961,1.3241,2.6466,3.1938,2.122,2.3014,2.5162,0 
0.2352,-1.401,0.8416,1.4728,2.7493,1.6091,2.8934,2.0903,2.2065,-0.5282,1.1537,1.0992,0.2109,1.4327,1.5892,1.8135,2.7882,1.1423,2.5426,3.5624,0 
-0.963,0.1288,3.7823,1.9622,1.0184,1.2988,3.125,0.4812,2.3806,1.6943,2.1147,2.6247,1.8923,2.7655,0.9947,4.292,2.1034,1.8662,1.948,2.4508,0 
1.0626,0.7026,2.0646,1.0664,2.1025,1.9732,3.2959,1.3861,0.8818,3.0013,2.9911,1.7839,2.5485,2.4538,2.0149,0.6547,2.1953,0.9987,1.8673,1.787,0 
0.587,-0.2716,2.9957,1.3619,1.1479,3.9284,2.1442,2.1563,2.6057,0.879,2.8557,2.272,1.3563,2.6538,0.1979,1.7794,2.4565,1.6066,2.1509,2.6412,0 
0.3202,1.7306,1.7593,2.3362,1.9752,2.5802,2.6773,0.6129,1.028,2.1148,2.4894,2.7031,2.3912,1.8483,2.1946,2.822,0.2407,2.4978,0.5311,1.412,0 
1.4763,-0.4163,2.5086,0.9969,0.8027,2.41,1.7429,1.0458,2.3684,1.1219,1.1213,2.3979,1.92,2.7969,2.7457,2.9442,1.0185,3.0973,-0.4014,0.6945,0 
-0.6164,-1.5268,1.1635,3.0805,1.0855,2.2698,0.8734,2.0068,0.5464,0.4401,2.6415,1.486,0.3491,2.4531,1.4813,3.3004,2.1637,0.6599,1.2152,2.5153,0 
2.2045,-0.5461,2.4702,3.9603,1.9484,2.7473,1.5493,1.5912,1.549,1.1946,2.6778,0.6202,2.7183,1.0274,2.6651,-0.2223,0.681,1.8875,2.3081,3.1028,0 
2.7277,0.7577,3.6056,0.3738,1.7379,2.1065,2.5598,1.5991,0.5529,0.7994,2.6526,1.8918,2.8679,3.0397,1.275,2.9638,3.4901,1.987,3.1102,1.7985,0 
-0.4853,0.6037,4.3363,3.5769,2.8908,-0.1582,2.777,1.6779,2.8265,1.232,1.3104,3.8314,3.1723,3.6531,0.2224,2.312,0.7565,1.4453,1.6037,0.672,0 
-0.5645,-0.0879,3.7893,2.7984,2.2847,1.171,0.6454,0.3803,1.1002,1.6716,2.8023,2.7017,1.6947,1.8554,0.3881,2.6336,1.8135,2.7999,1.7145,1.9024,0 
-0.4275,-0.8158,1.736,-0.0165,1.604,1.715,2.738,0.7256,1.7239,4.6141,2.069,1.4525,0.6425,0.47,2.5002,1.39,2.675,3.832,3.0568,2.9585,0 
-0.7046,-0.9366,0.7247,3.4124,1.4506,1.9235,1.1027,1.7004,2.5737,1.9077,1.7758,0.6046,3.3686,2.9521,-0.9107,1.2646,4.5724,2.2785,0.8429,3.827,0 
1.203,1.7501,2.9953,2.1798,1.1425,1.7581,2.0923,3.2955,1.2914,1.929,2.7121,2.3519,2.2126,2.6702,3.4439,2.6786,2.253,1.5116,0.7886,3.273,0 
0.3029,0.1288,0.7066,1.909,2.3049,1.9811,1.9863,0.9295,2.3453,1.495,2.925,2.8274,2.7792,2.9974,0.2298,2.9945,2.5237,0.0905,2.1331,3.5647,0 
1.3347,1.4277,1.2036,0.4653,1.9537,1.5667,3.2037,2.1927,2.7007,1.7741,2.8764,2.0141,2.6064,2.8349,1.5076,1.5411,0.9763,1.5999,2.4457,4.1606,0 
-0.2663,-0.6923,0.2202,1.7888,3.249,2.4413,1.0377,2.9545,1.9176,1.931,-0.276,0.9938,1.514,1.803,1.1693,2.0435,0.0753,0.8068,2.4114,2.9857,0 
0.4926,0.2159,4.1948,1.2295,1.8325,1.2056,3.1588,2.6373,1.0202,2.8481,2.138,2.2552,1.6778,1.7312,1.113,1.1361,1.2536,0.7879,1.7393,2.3379,0 
-0.1348,-0.3506,3.2417,2.9935,3.0457,1.8961,1.6528,3.0782,1.7177,1.2718,1.3031,1.1786,2.2112,2.4566,1.6987,1.286,2.5302,1.884,2.6483,1.1686,0 
-0.2431,0.6993,2.52,0.6132,0.8032,1.6701,2.4703,2.2015,3.1758,2.3715,2.396,1.0778,2.888,3.2149,2.7809,2.5142,2.2903,3.3208,2.3417,2.7112,0 
-0.2336,-0.1379,0.9367,2.5495,1.7211,3.1476,2.6406,0.9612,-0.3213,2.411,1.9623,3.7846,3.6298,0.9585,0.7764,1.8411,4.2631,4.3648,1.2649,1.8303,0 
1.0472,-0.1127,1.3863,1.9433,2.445,4.2744,2.1871,1.3252,2.649,2.3323,1.9964,2.0669,0.7385,4.1973,2.3875,1.4311,2.1982,-0.0784,3.2293,1.8288,0 
2.1416,0.0692,3.5429,1.961,-0.0888,1.3327,1.6268,2.6907,1.5149,2.2365,1.6932,1.8777,-0.5223,3.5375,2.5798,2.6224,1.4228,0.0806,2.5747,2.6924,0 
1.5743,0.7411,1.2641,0.2769,4.2305,3.3298,0.8589,1.3201,3.9396,1.6248,4.8074,2.346,1.619,2.7492,2.6226,0.6847,2.3056,1.3591,2.3012,2.034,0 
-1.1391,-0.8971,1.6543,2.587,3.3872,1.5656,4.352,2.6727,1.7182,3.7271,0.5274,2.1221,2.3466,2.7783,2.7139,1.9132,3.1849,2.9273,1.9775,1.5192,0 
-0.2381,-0.9516,2.5107,0.2674,0.8081,1.6181,2.5991,1.719,3.2349,2.3589,2.0639,1.6377,1.6383,1.8289,1.744,2.867,0.7825,2.0188,2.6377,1.7053,0 
-2.3353,0.9984,3.1003,1.3642,2.6065,1.6394,1.9697,2.1592,2.875,1.6143,2.2819,2.6072,1.3376,2.7426,1.4144,0.2165,2.4973,-0.2315,3.0411,1.8034,0 
-0.7435,-1.2035,2.2191,3.2235,1.9407,0.4428,2.2408,0.7028,2.0498,2.343,2.0989,1.9662,1.6962,1.5596,1.5074,2.9927,1.9062,0.9145,1.9742,3.8244,0 
-0.2404,-0.1322,3.5603,3.3797,0.9014,1.0041,2.3866,2.4061,1.5419,3.0843,1.3757,1.623,2.9119,-0.6463,2.0653,2.4061,2.1374,1.5215,2.6445,2.2823,0 
-1.714,0.457,3.5681,1.6557,1.92,4.0948,3.134,1.4313,1.8061,0.8672,1.2846,2.26,2.9397,1.6035,-0.1046,3.3786,1.6949,2.6235,2.5205,2.5688,0 
0.3283,-0.7037,1.3317,2.7415,2.495,3.0208,1.3971,2.9157,1.853,2.1196,1.9791,1.9843,1.203,1.739,3.2303,1.8079,1.7332,2.7876,1.5969,1.7492,0 
-0.4101,-1.0567,2.5081,1.7901,1.5694,1.3104,2.5032,2.0328,3.1389,1.9588,0.9358,0.854,1.8692,2.4808,0.4495,2.6073,1.2919,2.527,0.9704,1.2816,0 
0.6102,-0.6404,2.766,0.089,4.2759,2.0839,3.5924,3.34,2.9879,1.2966,2.3616,3.55,2.5409,0.8349,1.6971,1.5207,0.894,3.1282,1.1594,2.3675,0 
-0.5373,1.5149,2.1593,0.4838,3.05,1.9997,1.0368,2.3136,-0.3117,2.344,0.5649,2.9069,2.576,1.1944,1.6886,3.1755,1.3009,2.2352,0.7771,1.6864,0 
-0.2132,-0.8816,2.9159,3.2694,1.6124,1.6226,2.8961,0.4476,2.0737,2.4107,1.1022,1.1793,1.4262,0.9377,0.3926,1.456,1.7525,3.8015,2.8827,3.0529,0 
0.3065,-0.0234,1.7256,0.8805,2.556,2.4729,2.5388,1.2096,3.3037,3.7245,1.8639,1.3872,2.2834,-0.0119,0.0869,-0.2242,2.084,3.4805,1.9394,2.485,0 
0.5275,-0.0344,1.6267,2.0894,2.7413,3.2173,1.2774,1.3212,1.5989,0.7806,0.8526,0.3331,1.2286,0.5087,0.81,2.9063,0.7449,2.9299,2.1432,2.3314,0 
0.3985,0.49,3.2594,2.3308,3.1058,2.837,2.1652,0.7562,1.4736,1.7983,1.3983,0.1123,1.9082,2.5088,1.3099,3.0948,1.8532,1.2868,2.0883,2.496,0 
0.0934,0.0293,1.8482,3.474,0.8722,1.7292,1.8571,1.5876,2.5677,1.6034,3.8159,3.6085,1.3873,2.086,1.5411,1.0432,1.7872,1.5463,1.7597,2.0375,0 
-0.4489,0.0545,1.475,1.0552,2.0806,-0.0667,3.0363,3.095,2.363,0.7341,0.625,0.6796,0.0853,2.1126,2.356,1.9048,1.5152,3.7705,2.7978,1.8029,0 
-0.9311,1.1012,0.9889,1.2803,2.4843,1.9426,2.7239,1.8644,1.3675,1.2698,1.1695,3.9887,3.1684,2.8721,1.6857,0.7257,1.6706,2.1,2.23,2.7348,0 
-1.5338,-1.6354,0.6469,3.8735,3.019,1.0323,1.0008,2.5504,3.1135,2.2342,0.9242,1.5661,3.0469,2.3085,1.4006,1.311,4.3202,2.9756,3.2475,3.4284,0 
-0.5585,0.2871,1.177,2.0945,2.5568,1.062,2.7039,2.5503,1.3955,0.9377,3.2503,3.038,2.2759,3.8546,2.699,2.0076,2.0233,2.1895,1.245,1.6984,0 
1.5743,-0.3031,3.3423,3.3424,1.0709,1.6514,3.1168,0.7267,2.6956,1.3201,1.7122,1.3875,2.4209,1.6312,4.7716,1.482,1.6284,0.8583,3.0311,2.6007,0 
0.5402,-0.2736,1.6256,2.0167,1.5458,3.7417,3.2075,3.6635,1.3092,-0.5129,2.9075,0.4032,1.3564,1.4901,0.7154,1.1356,1.6291,1.868,0.028,0.9622,0 
0.6958,0.617,5.6429,3.3381,1.9666,2.4565,0.4592,3.6039,2.3245,0.7247,2.1477,3.554,3.124,2.4468,2.4129,3.0284,0.7504,3.8469,2.1963,2.8863,0 
-0.235,-1.3862,1.119,-0.1899,1.8188,3.7353,1.911,3.0664,2.6223,2.6585,3.6421,0.6926,2.2931,2.207,2.8402,2.7389,0.7308,3.194,3.4296,2.3133,0 
