Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
-0.2708,0.3753,2.0527,2.4032,3.1182,1.193,0.445,2.0089,2.9243,2.0417,2.1668,0.8961,2.8816,0.6534,1.6111,1.5391,3.7465,2.8184,2.5257,2.4675,1 
0.6567,-1.1374,0.8021,1.7813,1.5243,1.7863,1.6831,1.4404,3.9789,1.7676,0.7599,1.4188,2.1374,1.8094,3.7522,1.5146,2.3771,3.6103,1.4964,2.5987,1 
-0.9742,0.046,1.7028,3.3307,1.612,2.6341,1.352,4.687,1.1832,1.0129,1.9262,1.7064,2.8206,2.1301,1.2177,2.0146,1.1997,1.9189,1.644,1.1477,1 
-2.241,0.4813,2.4192,2.0356,0.8322,1.9483,1.0311,2.5116,1.6278,0.7709,2.1304,3.2116,0.9026,0.7404,1.3624,0.5529,2.9696,0.9828,1.4074,2.6119,1 
-1.0131,-2.2708,1.0415,2.2466,2.83,2.7015,0.5441,1.1139,2.6415,1.8186,1.5994,1.0958,1.0401,1.2983,2.0334,3.9428,2.4614,4.0834,1.7026,2.1736,1 
0.4624,1.4054,2.8064,1.3319,3.057,1.0734,2.6577,1.9091,1.695,2.3474,2.2489,2.6111,2.441,3.5758,2.4123,0.3849,0.0134,0.0744,3.887,2.3428,1 
0.5004,0.6334,2.2305,2.0285,1.528,2.3415,-0.352,1.5821,1.5861,1.7359,2.6748,0.5742,1.5537,1.9424,2.6717,1.4367,1.898,1.604,3.5653,3.523,1 
-1.3269,0.0445,-0.3826,1.4557,3.4741,1.6097,0.4611,1.4789,2.0237,2.1692,2.5361,1.0152,2.4863,2.0902,-0.2822,2.0731,2.1167,2.3594,2.9054,1.5823,1 
0.6966,1.1303,1.3236,0.5055,3.6228,1.4435,3.226,2.8412,3.6253,-0.231,3.0565,0.8385,3.7629,1.8119,0.9371,0.5168,3.0067,2.6146,2.9137,2.2626,1 
0.18,-0.223,2.0305,1.7439,1.5564,0.9205,0.9464,2.7591,1.275,0.8293,3.0826,1.45,2.8645,3.7757,2.4243,1.0944,2.6643,3.6289,2.005,2.657,1 
0.2807,-1.6147,2.193,0.254,2.3125,-0.0542,0.5812,1.3162,3.0326,1.6821,1.787,2.825,1.4098,2.4155,1.2797,0.9345,0.4559,1.892,1.4765,2.2988,1 
-0.6848,0.0497,1.3043,2.8398,2.5091,3.3245,0.4716,4.3381,3.7699,0.0489,1.6266,1.6708,2.4468,0.845,2.1083,1.2132,2.4421,2.0307,3.6017,0.6506,1 
-0.452,0.4274,1.1813,1.434,1.1622,1.7623,2.6199,1.786,2.0761,1.4793,2.2163,1.5345,1.0082,0.5878,2.2509,1.319,0.952,1.8953,2.5333,2.3799,1 
0.2895,-1.3622,1.5033,1.3062,0.2878,3.069,0.4996,2.8814,1.2898,0.9703,2.0929,2.3001,1.6058,1.0261,1.4946,3.3498,4.9443,2.2793,3.8646,1.4077,1 
0.4004,0.4967,2.0955,3.9856,1.3235,1.7775,2.6063,2.3898,2.5416,0.6145,2.089,3.3819,3.2571,0.5181,1.5068,3.4777,1.7498,2.4011,3.4039,3.2551,1 
-0.6929,0.955,0.1747,1.2911,1.6058,3.3998,1.5842,1.2272,1.8,2.0009,1.4595,2.3761,2.599,4.3205,2.3751,2.8845,1.2645,1.0686,2.8039,2.3447,1 
-0.0577,2.0039,0.0933,1.9614,2.5717,2.9758,2.38,0.2771,4.0844,2.9747,0.677,0.4368,1.8506,2.561,4.2252,3.3931,1.6835,1.6037,2.5577,3.6216,1 
0.8182,-0.4831,1.4084,1.9701,0.7926,2.5255,0.4289,-0.2656,1.7311,2.3905,1.8402,2.1313,0.8941,1.8105,0.5688,2.3665,3.507,0.8357,0.6025,1.01,1 
0.5829,0.6206,2.7852,1.9278,1.6789,1.9436,0.4983,1.4259,3.195,-0.3349,2.1856,3.499,3.0725,0.8576,-0.0599,2.1369,1.725,0.6233,1.7621,0.3407,1 
-1.8647,0.6112,1.4142,0.5436,2.1794,2.8859,0.0567,2.6583,1.2354,1.2641,2.7298,1.3478,1.7266,1.7317,2.8747,2.1577,0.2196,3.2585,2.4566,2.2498,1 
0.3559,-1.3305,4.2768,1.1039,1.4742,3.2087,1.7103,1.1848,1.8695,1.184,1.9065,1.8045,2.5665,2.0344,1.4912,0.6703,2.0877,1.5674,-0.8454,3.4495,1 
0.6823,0.8451,2.5631,2.3909,4.5827,2.248,2.986,1.3892,1.3394,2.5402,1.7534,2.0932,2.3423,2.2657,2.628,2.3452,2.558,3.6087,2.2634,1.1859,1 
0.0623,0.37,1.1807,1.6714,2.3497,2.2688,2.4187,1.4162,1.9723,2.0742,2.481,1.6812,0.1631,1.3286,2.767,0.2279,1.4198,0.071,1.8915,0.8799,1 
-0.4762,0.2126,1.6452,0.6755,0.7781,0.2433,1.8389,1.5734,2.2899,1.7394,0.7816,1.2673,1.3554,2.5236,1.5515,3.7233,2.1727,1.5067,0.5322,1.9189,1 
1.6524,-1.0475,3.2419,-1.1199,3.454,0.6535,1.6191,1.6792,2.2739,1.251,2.5075,0.6145,3.9185,1.1078,2.3162,1.6769,-0.3083,0.6323,0.996,1.7137,1 
0.7987,0.2195,2.983,0.7783,2.844,2.5369,1.5633,0.9707,2.7825,1.1428,2.2945,0.3334,2.8388,3.7479,1.7914,2.4005,0.7038,1.9629,2.6069,2.1066,1 
-1.2388,-0.3825,0.6445,1.3615,1.0844,2.1025,0.4244,0.7261,-0.2372,2.8634,3.2324,2.7729,1.494,3.3681,1.5753,0.8767,2.2912,0.9642,-0.2752,1.8941,1 
1.0796,0.6296,2.0311,1.6623,2.1563,3.3792,1.1348,3.3248,1.572,2.8105,1.7683,-0.3438,0.9626,2.8251,1.467,2.9744,3.0205,1.7462,-0.5735,-0.2445,1 
1.0708,-0.1425,1.9327,1.3839,0.5926,0.6947,3.0296,2.5872,2.7551,1.6398,2.0948,2.0582,1.4943,2.6724,2.5044,1.1067,2.1192,1.3627,1.3537,2.8306,1 
0.1857,-1.1924,2.1246,3.4934,2.9565,0.8815,1.18,2.5285,1.7894,2.8185,1.7833,2.0575,2.3735,2.6241,1.6057,3.3614,1.118,3.6576,2.5393,1.8891,1 
-0.2495,-0.4085,1.0229,1.7991,3.6326,1.0755,0.9954,2.8786,0.5454,2.7306,2.9818,0.6995,2.0404,1.7403,3.2713,3.1615,2.4469,1.7062,2.7639,2.7541,1 
-1.1381,-0.439,1.8899,3.0635,0.9506,2.1985,3.2447,2.0802,3.8828,1.9166,2.2634,1.1106,1.2194,1.557,3.1485,3.419,2.1982,1.1434,1.2502,2.1896,1 
-0.2017,0.058,1.623,1.726,1.2089,1.5434,3.0186,1.7061,2.9683,1.1174,1.963,1.7303,1.2483,1.009,0.5198,1.938,-0.378,1.0763,1.2267,2.3449,1 
-0.7036,-0.7749,2.4741,1.6819,1.4564,1.1031,1.22,3.221,0.9512,2.2748,3.7318,2.1043,2.4112,3.302,0.5082,2.9979,2.8845,1.7761,2.0243,2.6477,1 
0.0302,0.3754,1.3641,1.9544,3.1872,3.6352,0.3477,0.9715,2.3208,3.2956,3.0422,3.581,2.4396,1.5578,1.1625,2.5586,0.0214,1.8951,2.1038,2.0219,1 
1.1498,-0.3849,2.5881,2.386,0.6666,1.0326,1.2515,0.4086,1.7454,1.9003,1.6673,3.4595,3.1727,0.7338,1.1162,0.5957,2.208,2.2177,0.9616,2.3262,1 
-1.7198,1.0796,4.5545,1.515,0.732,2.0152,2.3762,2.068,1.7114,4.1358,2.5219,2.249,0.9685,2.5779,1.0948,3.27,3.4418,4.1,1.9664,1.7929,1 
-1.4351,0.4862,2.6725,2.7949,2.3464,2.2436,4.9334,-0.1888,4.1612,0.4806,3.0995,0.914,0.1886,4.0279,1.1292,0.4445,3.1892,2.7246,0.5261,1.0213,1 
0.1268,0.1252,1.2235,3.7567,1.0678,1.0991,1.4239,2.214,2.8538,1.9492,2.7905,2.4022,2.2564,-0.3564,2.311,1.5979,2.7565,2.9589,3.6567,2.1154,1 
0.2696,-0.1693,2.4186,2.4142,1.9817,1.9007,2.834,1.2581,2.4012,1.5482,2.1146,2.0391,2.7415,2.1077,3.5051,0.6213,1.0619,1.9184,1.309,1.7074,1 
-0.6625,-0.1179,1.9829,2.8352,1.6909,2.5711,2.1671,2.3476,1.0919,1.5686,1.8818,2.142,0.8768,0.7694,-0.001,2.1911,2.3294,1.9526,2.2784,3.7768,1 
0.2754,0.6397,1.4844,2.5719,1.8475,3.3299,0.761,2.7841,1.0906,2.1476,1.4896,2.0536,1.6736,3.2811,3.4708,0.2386,1.5503,2.7351,2.362,0.5831,1 
0.7258,-0.3248,3.3686,2.7339,3.2454,2.7059,2.0847,0.7742,2.7677,2.457,0.9469,1.0589,1.488,2.4337,2.4309,0.1593,2.4811,0.0239,2.2099,2.7626,1 
0.8383,-0.5649,1.5507,0.8734,3.3196,0.7853,2.7365,2.4792,2.446,3.5105,2.958,2.0876,2.6495,0.382,1.397,2.2655,0.7768,1.0819,2.7105,1.8494,1 
-0.5447,-0.4868,1.5637,3.4306,3.5522,3.0539,0.9502,1.6401,1.953,1.5487,1.7111,2.0242,0.0894,1.5322,1.2977,0.8573,0.9293,0.8322,1.8784,4.4234,1 
-0.671,0.6718,3.1396,1.5118,0.4858,1.9568,1.2468,2.1208,0.8037,1.4232,3.2986,2.7778,1.9254,3.4861,0.603,1.7072,2.0325,0.8068,2.1269,3.8059,1 
-0.4155,-0.6991,2.3323,1.9509,2.8892,1.4257,3.3741,2.886,2.1647,1.4262,2.9563,3.6473,2.2639,2.3321,2.534,2.1655,0.6225,1.3344,1.5606,2.1003,1 
-0.8128,-1.2495,2.3489,3.2786,0.7056,1.9137,1.5212,0.3801,0.7297,0.6318,3.0937,2.9586,1.3825,2.7225,3.0106,2.4135,2.0201,0.0626,3.2449,0.7209,1 
-0.9061,0.7775,1.0002,0.6201,3.267,0.9383,2.9537,3.4403,1.1203,2.4876,2.3059,2.0515,1.6361,1.4036,1.5431,2.8993,2.9785,2.3315,1.6647,1.1342,1 
0.9552,0.5402,4.3397,2.8066,2.0645,0.9356,1.1026,3.2772,0.8209,2.3558,3.8554,2.0596,1.531,2.4295,0.0654,0.7953,2.8211,2.7107,2.8276,1.9275,1 
0.8131,0.7433,0.5485,0.8808,3.8254,1.0505,1.3848,1.096,4.2096,2.6935,0.8233,1.8413,1.2785,2.4761,1.6509,2.7617,2.6603,3.0013,1.7101,3.1296,1 
-0.1679,-1.1294,1.3505,2.3432,3.0646,0.9387,2.5165,2.2955,1.873,0.9927,2.7174,1.5435,1.3849,2.02,-1.0039,2.6461,2.0165,3.2032,1.7954,1.7939,1 
0.5805,0.7171,0.857,1.6542,1.6579,2.4498,1.9793,2.6232,0.0262,1.0713,0.8664,1.2784,2.9068,-0.3043,2.4976,2.8169,2.0395,1.1058,1.5761,2.0504,1 
0.0996,-0.1632,1.3841,0.8813,1.1147,-0.0224,1.5298,1.4843,1.3862,0.5754,2.5062,0.6723,2.0893,-0.3913,1.074,1.8209,2.6117,1.1479,2.0395,2.2982,1 
0.468,0.5005,3.791,1.8095,1.3656,0.6578,1.6686,1.9201,2.8473,1.6579,2.3142,2.656,3.4068,2.1507,2.0173,3.4969,0.8048,3.2325,1.5977,2.7883,1 
-1.3894,0.321,3.4451,2.2116,2.8121,2.6388,0.9608,2.658,2.7005,-0.4188,1.0283,2.8952,2.0577,2.1386,0.9773,3.6486,1.7246,0.3793,2.562,2.6651,1 
0.2564,1.2155,2.7729,0.0559,2.199,0.4171,3.8541,2.7221,2.9111,-0.3039,2.558,0.5567,1.1892,3.6163,1.0706,3.0685,2.1083,1.4018,2.908,0.8991,1 
-0.2152,-1.7901,2.6864,2.1689,1.1267,1.652,3.2585,3.2716,1.6397,1.1189,-0.5396,2.4366,1.9535,2.3106,3.1808,1.3813,1.7452,2.21,2.8908,1.9629,1 
0.8341,0.6262,2.7621,2.1339,0.8755,1.9487,0.5754,2.2255,3.7294,2.9024,1.0981,2.1393,2.7065,2.7386,1.9562,2.2983,2.4455,2.1821,2.8323,2.2386,1 
0.0699,1.3879,1.9298,0.6825,1.1576,1.1731,0.8426,3.1353,1.934,1.8897,2.3939,1.6484,1.6253,3.0448,1.7433,1.7238,0.8437,2.441,3.016,0.44,1 
0.9095,-0.7894,1.4573,1.5604,0.7225,3.5753,2.8653,3.5189,2.8433,3.3768,2.1575,3.2959,3.1532,2.1314,2.7051,1.1537,2.2818,1.5269,2.6175,2.8404,1 
0.0799,0.3326,1.1929,1.9584,1.2565,2.166,2.36,1.6355,2.2611,2.9787,1.4514,2.0046,2.6663,3.4243,1.6221,2.2857,2.228,2.343,1.4372,2.4929,1 
1.321,-1.219,2.1845,0.9086,2.435,0.8836,1.8177,1.97,3.0352,1.229,1.2994,1.1907,-0.0608,1.9947,2.1209,0.6295,0.2211,2.9773,0.3091,1.2106,1 
1.1669,1.755,3.2466,0.7879,1.7887,2.7612,1.4409,2.397,1.9232,2.4038,2.5882,0.8339,3.0584,2.4873,3.6202,2.4855,0.8837,1.8753,1.0729,2.1163,1 
0.3133,1.1327,3.439,3.4463,2.1215,1.5091,0.6194,0.4129,2.7932,2.9501,2.5056,0.6944,2.1509,0.6208,2.8104,2.4656,1.5581,2.1665,1.9695,-0.1144,1 
0.5308,0.7851,1.7262,0.7988,3.3069,2.6887,2.9875,3.6504,3.3901,2.7972,1.5018,0.8567,1.9319,0.6659,2.328,1.5699,1.9885,1.7068,2.3351,1.4162,1 
-1.2906,-0.1535,2.4345,1.3198,2.98,1.5825,1.5652,1.4306,2.774,1.8538,1.0755,1.3743,3.5907,0.9892,3.3651,2.3441,1.4599,1.7659,2.6457,3.1539,1 
1.204,0.3089,2.8145,0.6198,1.593,1.0947,1.8077,0.4779,2.8122,2.4679,2.3344,1.6984,0.7955,2.0289,1.9425,2.6239,3.0438,2.4841,0.7813,3.4905,1 
-1.6025,-1.1109,0.5199,2.7523,2.8971,3.5844,1.3723,2.4673,1.9342,1.6177,2.1695,1.9416,4.0791,1.5618,2.1534,0.9632,2.6757,2.6842,3.619,0.9064,1 
1.5674,-0.2843,1.9254,2.1818,-0.43,1.7119,0.6065,1.1488,2.5182,1.9251,1.6343,3.0782,3.7235,2.3035,0.658,0.1227,2.2751,2.588,1.4953,3.7584,1 
-0.6621,0.1015,0.5369,3.8067,2.373,0.5668,2.8658,0.2988,1.7087,-0.4301,2.1063,2.7569,3.5024,2.0987,1.7621,0.8175,2.3044,1.4315,2.3692,3.4166,1 
-0.8953,-0.7249,1.6881,1.463,2.1169,3.6228,2.0645,3.8292,1.5843,1.4299,1.3485,2.0182,1.8717,1.3735,0.7574,1.8106,1.0527,3.2947,0.3922,2.7214,1 
0.2996,-1.0861,4.0997,0.3939,0.9714,1.5126,1.3444,1.776,1.3633,4.0453,2.052,3.7109,0.27,3.3335,2.2222,3.8456,1.7018,4.197,2.8296,0.7578,1 
0.6469,-0.0209,1.657,1.7267,3.0375,3.1325,3.3454,3.1705,2.8212,0.3066,3.4294,1.6414,1.4111,5.3333,1.1052,4.0853,3.8594,0.6673,3.1306,2.4394,1 
1.566,1.9963,0.942,2.9416,3.1547,2.3344,2.3765,3.1648,0.3875,2.356,1.8973,0.3771,-0.9252,1.0215,2.1142,1.6672,2.7939,2.6451,2.2219,1.5101,1 
0.0125,0.8943,1.4687,0.8341,3.483,-1.4276,3.4869,3.3155,3.2618,2.2641,1.1903,1.027,2.9013,2.7876,1.6567,-0.33,2.7487,1.3968,2.5721,-0.2889,1 
1.994,-1.0984,0.1169,1.0667,2.0246,0.5034,1.2068,1.6069,2.1897,3.6426,1.798,2.2977,2.9622,1.3117,0.1781,3.8308,0.3842,0.6968,1.5159,3.5215,1 
0.0022,1.8476,-0.1254,1.7162,3.0493,2.6205,3.7356,3.0418,1.3003,1.7998,0.1778,1.0487,2.3575,1.0836,1.6602,2.5627,2.6583,2.3112,2.3415,2.5805,1 
1.8441,0.427,0.519,2.5604,1.1914,0.1439,4.2428,2.3525,2.4097,2.9818,2.3383,1.6209,2.6364,2.044,1.5512,2.5245,2.1483,4.2406,2.4855,1.9428,1 
-0.1271,0.1263,1.5867,2.3496,1.0943,2.287,2.564,3.1604,3.0382,1.743,1.6466,1.6534,2.2771,2.4591,2.911,1.2963,1.4722,2.823,3.0326,1.4256,1 
1.4596,-0.1254,1.4182,1.3091,2.1761,2.0583,2.4328,3.6471,3.2255,1.542,1.7826,1.9374,1.9606,2.1891,1.1493,0.0409,1.9916,2.4098,-0.215,3.9455,1 
-0.1717,-0.3261,2.5707,1.1958,2.6688,1.6802,2.2521,3.7256,1.7851,2.6715,0.0123,0.4618,2.8032,3.2308,3.5331,3.9618,0.685,0.9518,2.4957,2.7463,1 
0.6953,0.8731,0.1141,1.5666,1.3876,3.2068,1.9539,4.2946,1.3786,1.391,0.5993,0.2303,2.2467,-0.1133,0.5358,2.7248,1.133,2.9654,4.1884,1.0878,1 
-0.3189,-0.5044,1.4913,2.2337,1.4393,2.2415,3.872,0.9175,2.9832,1.9002,1.7278,2.282,2.3519,1.6615,2.1844,2.2892,2.3661,1.3612,2.2359,1.3247,1 
1.3764,-0.3189,0.3251,1.9177,1.4926,1.695,1.9429,2.3631,2.3613,2.5592,-0.3551,3.7569,1.5682,1.9638,2.3027,1.6404,1.8735,2.0132,1.3926,2.1921,1 
-0.3982,0.4495,1.8015,0.1666,1.9053,2.2806,2.1283,4.368,2.3492,2.5328,2.1422,3.818,1.5908,2.3991,1.9627,3.6082,0.1105,0.8462,1.6959,0.7902,1 
-0.5492,-2.5695,2.0303,2.5383,3.7239,2.2028,0.8929,1.2457,3.1889,0.8348,3.7264,0.605,2.1312,3.6147,0.5942,2.6176,3.3517,0.9253,1.7348,2.0145,1 
0.4444,-0.7873,2.6489,0.8452,1.867,2.5183,1.0183,2.455,2.4464,0.4294,2.2004,0.8031,2.8019,2.0461,2.5975,1.235,2.5217,3.4919,2.9012,1.4529,1 
-1.6778,-1.8405,1.8613,2.4842,0.3509,1.2764,3.5833,3.5696,2.9587,2.995,-0.5313,2.9304,4.353,2.7785,4.4214,3.5312,-0.6821,1.1182,3.1859,2.2875,1 
-0.6086,0.2257,0.0496,1.415,1.4507,1.5271,1.3519,2.149,2.3606,2.3357,2.3456,2.6036,2.8408,3.9946,2.2117,0.8961,2.583,2.7544,2.1145,4.4428,1 
0.4085,0.591,3.3517,1.6621,2.5469,0.6038,2.2473,3.4444,2.5444,3.4435,1.4009,1.2101,2.5822,2.8438,2.6985,3.5266,1.8104,0.3024,4.3091,2.6077,1 
1.8076,-1.3908,1.3843,2.4644,1.9596,0.8699,2.3116,1.5581,1.8002,1.8371,2.1614,2.2832,2.5831,1.3664,1.2931,2.0572,1.0641,1.4217,0.5576,3.8939,1 
-0.3465,-2.0457,3.6924,1.0504,1.9966,2.347,2.7521,1.7767,3.7886,1.6774,2.54,2.5874,2.3921,1.7768,2.7944,1.9655,2.9156,2.6733,1.025,0.7801,1 
0.6376,0.6545,2.3563,2.4776,1.0455,2.3605,2.5453,1.3337,0.8887,4.1298,1.1843,1.5301,2.6414,0.7128,1.4881,2.3983,1.0824,0.2882,1.3841,2.1805,1 
2.28,1.9417,3.6499,2.524,2.6077,0.8909,-0.3773,2.5621,2.1474,3.5814,1.647,2.0708,0.7472,2.1729,0.6128,1.8585,1.5512,0.525,2.1874,1.7345,1 
-0.4625,-1.4062,1.5052,3.2614,2.9094,1.4678,1.6731,1.7559,2.902,2.1234,1.627,2.1746,3.3711,0.0534,1.3797,3.1932,1.8375,2.4384,1.572,0.4491,1 
-2.5465,0.3705,1.8236,2.281,1.8658,1.5963,1.3151,1.7516,2.2027,2.3852,1.0734,2.1407,2.672,2.0477,3.5239,1.4604,1.9859,2.6353,0.5403,2.9263,1 
-1.1746,0.5463,0.3406,4.1962,3.5802,1.3789,2.9729,1.6469,2.6439,1.4164,2.4548,2.2678,2.3957,2.0513,2.3198,3.1367,3.3877,2.5126,2.2627,3.7694,1 
0.3897,1.9185,1.193,0.7323,1.9603,3.1353,1.2211,3.966,2.714,2.0769,3.3746,2.5076,1.4206,2.7375,1.5681,0.27,1.2387,3.2776,1.8688,3.1741,1 
