Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
-0.6099,0.2013,2.9853,3.7423,2.1959,0.906,0.5453,1.1093,1.1922,3.059,2.8511,2.4436,2.0624,1.4039,0.8689,1.1908,1.0964,1.4067,3.095,1.0714,1 
0.8891,1.524,2.3694,1.7767,0.353,1.8362,2.4063,0.861,2.0263,2.2821,0.2307,1.7434,0.7156,0.9189,1.3335,0.9487,1.5799,1.6344,2.999,1.5577,1 
0.3184,2.0718,3.2531,3.0771,3.6504,2.0005,2.2012,1.2351,2.2456,0.9118,0.5831,2.359,3.5682,1.7713,1.757,1.5946,2.337,1.6748,1.1797,3.1125,1 
-0.4114,-1.4343,2.4967,1.6106,1.5135,3.1125,1.3113,1.6836,2.8595,2.6109,0.276,1.5917,3.4898,1.8385,3.6624,2.4344,2.8638,3.414,1.4634,1.6792,1 
-0.4722,0.7374,0.6793,1.1181,4.5544,4.173,2.5533,1.4833,1.766,1.3335,1.5421,1.2812,1.3598,1.4276,1.9248,2.5682,1.9884,3.188,1.5675,3.6737,1 
1.1445,-0.9015,2.3014,2.3743,2.5077,0.1819,2.9102,1.6606,2.032,0.5964,1.1868,4.6681,2.8228,2.2193,1.578,1.624,0.5776,2.1427,2.3468,3.3928,1 
-0.0568,0.9284,3.5774,2.2014,3.9595,2.9381,3.0096,3.2768,0.5083,2.0425,0.3384,1.633,3.5143,2.0543,1.75,0.8094,3.0218,3.2663,1.5664,1.7263,1 
-0.6924,0.0759,1.1278,2.9872,2.7731,3.3429,2.8169,1.3487,3.6755,1.0142,1.2225,1.9834,2.8251,0.6847,1.9104,1.8403,2.7486,3.1778,0.7429,2.4355,1 
0.0521,-1.1234,0.6029,2.795,1.6533,1.9784,1.605,3.3769,-0.9178,2.081,3.1808,1.2626,1.9858,1.2178,3.7947,0.3307,0.396,2.2088,0.9826,2.3829,1 
0.4546,1.7214,1.565,0.2436,0.2813,1.7679,4.0283,1.7885,1.427,2.6644,3.8051,3.3745,1.1658,2.7756,-0.8508,2.0153,2.8881,0.999,1.9977,0.3896,1 
-1.3108,0.0243,3.8466,2.431,1.1752,-0.3169,1.1253,1.2097,2.5812,2.856,2.5859,3.2262,3.2777,0.995,1.5396,0.4956,0.704,0.6733,1.1489,0.8346,1 
0.6762,-1.1213,2.9132,3.1406,1.836,0.2075,3.8403,3.2199,3.0652,3.1002,2.9094,1.4164,3.4579,2.7182,1.8886,3.3287,2.1649,1.8454,1.7139,0.7913,1 
1.4087,-1.2278,2.3451,-0.2628,3.3564,3.4201,1.8248,1.9421,1.595,2.9993,3.0221,2.9108,1.5038,1.5143,2.0783,2.2126,2.3355,1.6381,3.7607,3.4683,1 
-1.7119,-0.5698,2.1726,3.2936,2.5934,1.0432,2.5336,1.1154,1.5913,2.79,0.9409,0.5473,1.1206,2.8239,1.1652,2.2411,2.9905,1.8241,2.4658,1.382,1 
-0.987,0.1301,1.9522,3.063,2.3416,2.8068,3.4433,2.123,1.555,3.9215,2.5029,1.0322,1.3354,1.6125,1.8677,1.9596,-0.0931,1.3981,2.2807,2.0727,1 
1.3248,-0.9879,1.9781,3.2184,3.4392,0.7931,1.8331,3.1876,2.3387,1.1914,4.1829,2.2079,3.4536,0.9311,0.3119,0.9456,0.9821,3.5148,3.1743,1.977,1 
1.0475,0.0518,2.6303,2.7484,3.4561,1.9219,3.4673,3.221,3.2087,2.8503,3.1071,3.3528,0.5054,1.756,1.1375,2.2295,2.6661,2.5069,3.6988,1.4273,1 
-0.437,0.7069,2.2032,3.1085,2.2301,1.7273,2.1702,3.256,0.211,2.7521,2.2626,1.7803,0.5787,2.0758,0.9916,0.9159,2.8072,1.1201,2.4161,0.5905,1 
-0.892,-1.1008,2.5845,0.769,2.8761,2.8228,0.7576,2.9332,1.7271,1.0845,1.0376,1.4127,1.9732,1.4752,1.3937,2.6494,1.4317,1.881,2.2927,1.1497,1 
0.8165,0.9742,1.1794,1.9507,2.4918,1.9481,1.7981,0.7528,1.6986,0.9177,2.4161,2.7919,0.1592,-1.5913,1.7262,2.4897,2.6938,1.8102,2.6401,1.5899,1 
0.406,-0.5918,2.336,1.8865,2.8201,3.5956,1.9388,1.7857,1.2048,2.0891,1.436,2.5788,2.9608,2.7674,3.5606,0.6653,0.9563,2.8257,2.7335,1.1802,1 
0.7514,-0.2565,1.7697,0.1292,2.086,4.1482,3.4307,2.9868,2.6176,2.6629,1.6963,1.9352,2.7663,1.8765,2.1835,1.1193,0.2197,2.6359,3.9139,3.7284,1 
1.6793,-0.057,1.9505,2.0762,1.5151,3.1014,1.7446,1.7016,3.1236,0.7929,2.4893,2.6199,3.231,3.3103,2.711,2.5534,2.2676,1.7388,1.1911,1.6522,1 
0.0762,0.7787,3.0828,1.6541,2.4094,2.9205,0.6014,2.8359,0.4006,0.7579,2.2335,2.03,2.988,3.3556,-0.0052,1.2087,2.9298,0.5038,1.7859,3.777,1 
-0.3961,0.4224,2.5649,2.149,2.2042,2.5175,1.4357,1.6924,2.8725,1.789,2.7461,1.7103,1.4334,0.6727,3.9276,3.1537,1.4547,3.1679,3.3134,2.2525,1 
1.4616,-1.3384,0.8964,1.5458,1.8,1.8063,2.022,1.9233,0.6775,2.053,1.7868,0.8261,0.6349,0.8083,2.5869,3.0721,2.7012,3.0552,2.5989,3.2161,1 
-2.671,-0.6366,1.2197,1.5558,3.1689,3.2972,2.3909,2.7513,3.1832,1.6626,1.3535,2.6382,2.0498,1.3701,0.6089,1.1153,1.8372,2.5331,3.8648,1.9169,1 
-0.3485,0.6628,3.0745,2.3177,3.6984,2.5542,3.3455,2.1246,2.3592,1.8882,2.734,0.3436,1.5663,4.005,3.6873,3.0885,1.7592,1.8241,2.8548,2.0075,1 
0.4738,-1.073,3.7316,1.8453,3.3678,2.0391,1.828,2.3674,0.9539,2.5828,1.4082,1.2524,0.784,3.7191,1.653,2.0476,2.7091,2.2942,2.36,-0.415,1 
-0.8376,1.0797,0.617,0.4576,2.4485,3.4227,3.798,1.5937,2.0027,2.3702,1.8154,2.5615,1.3198,2.033,0.9051,3.204,2.7942,1.0692,0.1474,1.1267,1 
-3.41,-0.673,2.1396,2.3103,1.0089,1.9426,2.1752,0.052,1.1944,1.776,2.5616,0.4004,2.7718,3.9676,0.7646,-0.3202,1.603,1.5676,2.0436,1.3081,1 
0.3331,0.1506,3.9279,2.5576,4.2725,0.9279,1.4665,3.3906,1.6435,2.655,1.4663,1.2241,3.5465,2.5656,2.2527,3.9315,0.5225,2.6396,1.2746,1.3476,1 
1.0309,-0.4619,2.771,3.0894,4.1933,3.4355,1.2542,1.7949,3.2577,2.8392,1.4491,1.755,2.8304,2.6823,3.2645,1.2509,1.4833,1.2106,1.7747,0.8953,1 
-0.6013,1.5035,1.204,0.9198,3.3532,0.7171,3.5586,3.8286,0.6578,2.0453,1.9962,4.4038,2.4284,3.7107,3.2271,-0.1844,1.9028,3.8346,1.2701,4.3668,1 
-0.2611,-0.1437,1.9031,1.9598,1.3985,2.1871,3.8741,1.3203,1.2008,1.4842,3.5731,3.1789,1.6613,2.6657,2.5755,2.4192,2.7581,3.3343,2.4129,3.0127,1 
-0.5771,2.1356,2.2037,4.025,2.1277,2.5857,0.3233,4.8648,2.371,1.5061,2.9107,4.5739,2.2172,1.9273,3.0418,0.5312,2.2782,1.7343,1.3334,2.5839,1 
-0.6224,-2.044,2.3984,3.3228,1.5337,1.3034,4.1013,0.6554,2.8543,2.8011,3.0288,2.2208,2.1137,1.8618,1.768,2.7831,2.409,1.1034,1.5844,3.7165,1 
-0.8671,0.7317,1.4854,1.1057,1.7233,1.835,3.1395,0.9064,1.4836,1.8096,1.5253,0.5935,1.6442,0.9998,0.3842,0.1223,1.7671,2.1563,3.2029,1.303,1 
-1.1734,-1.4139,2.7547,1.7262,1.5359,1.0848,4.059,1.9313,3.1817,2.4259,3.092,2.3517,1.6947,1.9762,2.0581,2.3689,2.9178,0.3582,3.2446,2.16,1 
-0.2767,-0.3484,2.4172,1.7608,1.9186,2.5444,1.992,2.5571,3.5836,1.5019,2.57,1.5661,1.9668,3.3378,2.5054,3.0222,1.9236,2.9656,3.9056,2.0947,1 
-1.898,1.9894,1.7735,0.3208,3.2208,2.6522,1.3735,1.3198,2.0379,1.0974,3.1812,2.4857,1.0604,3.1768,2.509,2.4032,3.3672,1.9152,-0.6839,1.6271,1 
-1.0081,-0.1182,1.0488,0.3611,1.63,1.5678,1.0622,2.3324,2.187,1.3022,1.1719,2.1544,2.0399,1.8717,3.1746,3.2775,0.4162,1.4451,0.7783,1.5141,1 
-0.2547,-1.6262,2.235,1.0097,2.6018,2.3475,3.0356,0.6227,2.4562,2.3986,0.9298,3.1755,2.3461,1.7502,0.9939,3.1809,2.6768,2.2017,0.4949,3.4182,1 
-1.3972,0.6085,-0.2137,2.7376,4.0757,2.1793,1.6161,0.9412,2.911,0.7965,1.1531,2.2644,0.4292,4.7246,0.3243,1.3256,3.0023,0.924,1.7957,2.5887,1 
1.7415,0.5096,2.9437,0.4781,1.5358,2.2891,1.5154,1.8152,3.4148,1.9548,2.716,1.5509,3.9739,2.3842,0.9804,0.1138,2.192,1.7948,2.6357,3.5972,1 
-0.2827,0.2223,2.0746,2.5224,1.8433,2.4889,2.02,1.9821,2.6214,1.1098,1.1766,4.3763,2.1473,1.8168,0.9752,2.8947,1.4177,2.9732,2.0806,3.0443,1 
-1.5738,0.6003,1.0542,0.6538,2.0755,0.9513,1.7896,2.5858,2.5583,2.7826,3.3088,1.5244,2.2375,2.5621,0.6523,2.7101,1.8081,1.1919,2.0291,0.914,1 
-0.38,-1.4936,0.4597,1.6433,0.7898,1.7765,2.0467,2.16,2.0983,3.1048,3.599,1.5765,3.3014,0.9932,1.5827,1.213,1.8211,-0.8473,1.367,2.3818,1 
-0.9197,-1.5034,2.3468,1.4871,2.8127,3.2396,3.3496,2.15,2.1447,2.2116,1.2197,2.9283,2.8046,3.2562,1.7932,2.2209,1.8551,2.6582,2.555,1.8535,1 
-1.2492,-0.1416,2.2188,0.8177,0.81,2.0966,2.2213,3.1436,2.0375,0.5565,0.7194,2.601,0.5876,2.0462,1.8402,2.2249,1.4667,2.8668,2.6409,0.3501,1 
1.0516,1.1755,3.1539,1.1429,2.9964,1.3636,0.5882,1.705,1.7079,1.5289,1.4024,1.1456,1.5048,1.6567,1.0728,3.4613,1.3041,1.3631,1.6472,1.9047,1 
1.1061,0.714,3.1128,1.3211,0.9979,0.6198,3.3694,1.1195,2.9834,2.0799,1.3353,2.6722,-1.0657,1.9798,3.0561,-0.8688,0.8392,4.075,1.904,3.2434,1 
-0.509,-0.3834,2.7236,1.5574,0.6927,3.7512,1.0076,1.8295,1.7562,0.5685,1.6473,2.943,2.1599,1.9565,3.0399,1.5486,2.8812,1.5437,3.1722,2.3909,1 
1.6716,-0.8418,0.1049,3.9506,0.5633,2.2055,3.2872,2.3286,1.1669,1.5888,0.9315,1.8596,3.1905,1.8273,1.0748,1.3666,2.5213,0.5154,2.3484,3.1652,1 
0.292,-0.1909,0.9662,2.2729,2.4515,1.3819,1.047,1.6631,2.7622,2.7932,0.2547,1.7766,0.5862,2.415,0.6217,2.3905,0.4503,2.4028,3.1377,2.0788,1 
1.0791,-0.1608,2.5623,2.2515,0.4674,3.6046,-0.3777,4.1547,1.9622,0.6212,1.451,1.3873,0.3505,2.7855,0.5914,1.4706,2.1128,1.502,1.9483,1.4197,1 
0.9272,1.0708,1.2486,1.1559,1.1832,1.2226,1.4947,2.5906,1.3781,1.5301,-1.9875,1.8928,4.0946,2.6072,0.7468,0.5981,3.2517,2.6234,1.2683,2.3286,1 
0.7487,0.5553,4.5203,3.429,1.8862,2.4642,-0.6534,-0.2788,1.7548,-0.0935,1.4414,3.9272,-0.579,2.2396,1.4732,1.9037,2.8293,2.5873,0.5013,3.2524,1 
0.2694,0.2878,1.8897,4.1189,0.749,2.1378,1.5902,2.3023,2.5823,2.5627,2.4367,0.7128,2.1037,1.5868,1.0776,0.4808,1.1011,1.9533,1.3155,1.1676,1 
-0.1282,0.8756,1.2902,4.3077,0.4042,2.1192,2.5706,3.1433,1.2529,1.4985,2.3104,2.949,4.4012,1.805,0.3564,2.7779,0.8438,1.9944,3.0026,2.5573,1 
1.466,1.8502,1.8749,2.4144,2.1247,4.3638,0.912,1.7959,1.5135,1.8056,4.459,2.0625,3.5515,2.4369,1.996,1.8687,1.6413,2.6905,1.1767,2.2411,1 
-0.932,-0.2769,3.0955,0.684,1.9525,2.3654,2.8839,1.5839,2.7259,2.6949,3.9806,1.3044,0.8543,2.8204,2.7602,1.5156,-0.1421,0.3936,1.3462,1.5001,1 
2.0924,0.4853,3.4808,2.43,2.3759,2.3946,2.0259,3.7369,1.8965,2.249,2.4738,1.2436,2.9618,1.655,1.1063,2.6228,1.4783,2.8168,1.2863,1.685,1 
0.638,0.9881,0.5662,1.1555,2.6314,3.5026,3.3188,0.8399,2.1106,0.9954,1.322,0.8902,2.8648,1.9376,2.7719,3.2281,2.7011,0.8266,4.3512,4.2783,1 
-0.0361,0.1271,3.0797,1.5659,3.2161,1.8563,1.5243,1.4175,3.9522,0.5985,3.7739,2.3448,2.9832,1.424,2.5774,1.939,2.4543,1.5132,2.8839,1.724,1 
0.9541,-1.4268,4.086,2.3755,2.1599,0.7999,2.7384,1.0988,1.4239,1.165,2.7847,2.4148,4.2544,0.5937,2.1933,0.9763,1.4111,1.5125,-0.0016,2.789,1 
2.0099,-0.5236,1.114,-0.002,1.0037,0.9405,1.6951,0.6667,1.7045,1.8911,1.2879,0.4794,1.8182,1.4242,1.4503,2.056,-0.1496,2.9991,2.3254,2.4442,1 
1.0278,-1.1412,3.2206,3.3935,1.2745,0.6639,0.9606,2.7054,1.8987,0.8977,0.8554,2.4358,4.145,4.2829,2.4286,3.7152,2.845,1.9543,3.4845,1.1747,1 
-0.1674,1.4885,2.248,2.9337,1.5621,1.977,2.9885,2.7299,1.478,3.812,0.681,1.0714,2.5165,0.8987,2.6187,2.0782,0.7175,1.2732,3.1562,1.9195,1 
1.089,-1.4313,2.7191,3.2401,2.3551,0.3743,3.0889,1.8863,2.4998,1.371,2.1419,1.4139,2.3347,2.5947,2.5439,-0.3454,-0.3102,0.9515,1.2713,-0.0104,1 
-1.7106,0.2566,0.701,2.6877,3.1705,3.598,0.4667,2.9815,1.8762,1.0777,2.8129,0.4584,1.8419,2.8996,2.1526,2.4448,2.1821,3.9723,2.9527,0.9787,1 
-1.5896,0.6334,1.8458,1.3365,2.0726,1.9999,2.897,0.0849,0.1099,2.298,1.6005,3.1166,3.0578,2.1151,0.4135,2.0771,1.4529,3.3269,2.4491,3.1373,1 
-0.6629,-1.8852,3.1247,1.4259,0.1744,1.9901,3.7276,1.429,1.5892,3.3433,4.6695,0.5797,2.5003,3.5918,1.9,2.6515,0.4696,1.3658,0.9593,0.8106,1 
-0.7397,1.3046,3.4263,1.851,3.2086,0.2052,2.8503,3.674,3.8939,1.9198,1.3298,2.6679,1.6525,2.182,0.4354,1.8993,2.5441,1.9201,1.1113,3.6138,1 
-1.0934,0.2235,3.3739,1.8161,2.4265,0.0186,0.3405,2.4085,0.5394,1.9491,2.4498,1.0179,0.8889,1.3332,2.7356,2.7066,2.326,0.763,0.5041,2.6235,1 
* 
-0.4368,8.4716,2.4983,2.2932,3.0381,2.0056,1.4543,1.935,0.0212,1.8622,2.3639,2.7531,1.1785,2.4761,3.9281,2.315,1.3237,2.5982,2.1325,3.0912,1 
1.1672,8.0185,1.5162,2.6059,4.8427,1.1464,4.0101,2.9688,0.7886,2.8606,2.131,2.3028,2.272,0.581,2.6614,3.5165,2.3743,1.4653,2.216,2.8333,1 
0.2492,10.2629,0.5707,0.8787,2.1368,0.3477,2.2135,3.3386,2.7759,2.8638,2.7041,3.0987,0.9335,1.9916,0.4961,1.9974,2.354,2.0764,1.8676,2.0572,1 
1.3108,10.7496,2.2017,1.0397,1.8123,1.7959,2.7888,1.5059,0.9013,2.0368,1.9839,2.6787,2.2854,1.9756,1.0575,0.1905,3.0218,1.0832,2.1754,1.5956,1 
-1.0085,9.8642,0.1422,3.0822,3.2591,2.3009,1.2797,1.7877,0.5382,2.1843,1.5394,1.3503,2.664,0.4073,1.7972,1.65,1.1784,1.0153,3.4468,2.0839,1 
-0.5732,9.3464,1.4337,3.2267,1.5519,2.6356,1.4332,3.9717,1.164,2.4924,1.115,3.0864,2.5842,1.2694,1.5891,3.404,2.683,0.9542,2.3861,3.2792,1 
1.0409,11.2935,3.0452,0.4922,2.7579,0.854,2.2759,2.8667,2.0107,4.6804,1.0281,1.6192,3.4019,3.1616,3.2841,1.3172,2.381,1.9953,2.013,1.8183,1 
-1.0006,10.3162,3.1988,1.965,1.6536,5.4197,1.5308,1.4355,2.0169,1.3947,3.3205,2.0198,0.9994,2.0778,1.844,2.3985,2.7044,3.8683,1.4172,2.5507,1 
0.3668,9.9735,1.4133,-0.1271,1.1607,0.6358,0.7879,1.8275,2.5157,3.0302,0.9403,1.5557,0.6924,1.4178,1.4222,3.503,0.9691,1.3512,3.4727,1.6752,1 
-2.4289,9.4577,2.6193,0.9869,2.5057,2.7439,1.9236,1.3213,1.198,1.5928,1.9221,0.4117,2.5722,1.6264,2.2637,1.773,2.3956,2.6426,3.6562,0.4866,1 
-1.0194,9.1469,0.764,0.96,2.3576,0.6896,2.9749,2.5655,1.1365,2.0433,2.6023,2.0728,2.3389,3.4058,2.4265,4.004,-1.1123,2.9782,2.9126,3.4841,1 
-1.3488,9.6503,3.3401,3.1916,1.7968,1.9624,1.882,4.0304,1.2742,2.1322,1.5348,1.9909,1.7451,1.1364,3.5026,1.138,2.6555,2.8098,2.7206,1.4921,1 
1.1247,10.3341,2.4298,1.7994,-0.2171,3.9369,2.0923,1.6417,4.342,1.9194,3.0222,1.1378,1.5147,3.559,0.914,4.0917,0.9643,-0.702,1.9808,3.3348,1 
-0.4764,9.9926,1.2245,3.0192,2.6487,1.8761,1.0805,1.6734,2.0419,2.0422,1.2641,1.1108,1.373,1.3255,2.4448,2.2443,2.1907,2.5468,0.7861,1.4638,1 
-0.8979,11.3075,2.0358,1.1872,0.4668,2.0765,1.5486,0.6899,1.9079,1.9916,3.9622,1.7691,1.9286,1.7484,0.8081,3.1857,2.7435,4.0188,2.56,1.0056,1 
-0.8667,8.9447,3.272,1.8893,3.5225,2.1091,1.8982,3.3891,3.0069,2.668,2.4472,0.0363,2.6642,1.1962,0.3393,0.8852,1.0709,2.5897,4.1766,0.9604,1 
-0.4888,8.9758,2.518,2.3701,1.7377,1.9436,-0.1422,-0.5445,1.6546,3.562,1.4799,5.1425,3.5939,2.9759,2.3137,2.0075,2.8883,0.1191,2.4767,1.4176,1 
1.2168,10.7083,1.7012,1.5316,3.339,1.1222,1.803,3.8048,1.4748,1.0966,2.3811,1.4205,2.6738,1.1268,3.3876,2.3455,2.7311,2.2786,0.9408,1.4777,1 
-0.2029,9.0537,0.7062,0.4179,1.3621,1.5411,0.713,1.4552,2.5155,1.3086,1.1192,3.6423,1.4602,3.301,3.8099,2.0092,2.4728,-0.0006,2.9079,1.6405,1 
-0.7216,8.8138,0.8472,3.2419,0.5063,1.3103,2.3868,2.6548,4.3926,3.1032,2.0009,3.0525,2.7049,2.026,1.0565,2.8258,2.8569,3.1467,2.3205,2.1494,1 
0.4083,9.8466,0.0536,2.8056,2.1738,1.5822,0.7281,2.0926,1.3793,2.3914,1.9699,2.8294,2.8165,0.4851,2.4621,3.2942,5.2187,0.5832,-0.2509,1.5713,1 
2.6671,10.222,3.5667,2.6385,1.4889,3.9274,2.0727,0.5713,2.6015,3.4918,1.556,1.119,2.1083,4.8667,-0.132,3.0461,2.2135,1.1339,2.2511,1.7174,1 
-0.1767,7.8921,4.0023,2.7006,1.8818,1.3707,1.2058,1.7569,1.4033,1.6186,3.071,1.6462,3.2992,1.6427,2.5105,0.5338,1.4508,2.6796,1.2728,3.6979,1 
0.6762,10.9793,3.1531,2.806,0.8573,0.1961,1.2544,2.7108,3.0845,0.5609,3.9769,2.3594,1.8048,2.8578,0.2613,2.6611,4.0142,0.9076,0.8449,2.246,1 
-0.0428,9.9502,3.7898,2.1963,1.9342,3.0403,1.5254,3.4904,2.4993,1.9523,1.6844,3.0952,2.7898,2.8218,3.676,0.7727,3.9738,2.7938,1.4866,3.0191,1 
-1.5821,8.5697,3.7185,1.0065,1.2754,1.8476,0.2938,2.7746,1.1195,3.2751,2.8356,3.4167,2.0657,2.9058,1.644,2.5291,3.026,2.5017,1.2065,1.3065,1 
1.6308,10.0813,0.3501,-0.3182,1.6018,1.9397,2.4968,3.2089,3.5463,3.5677,1.8415,0.7589,0.2391,2.2319,1.5501,1.4876,3.604,0.8386,1.2056,3.7018,1 
0.6174,9.9757,2.5236,1.3391,2.5092,2.7869,1.1348,1.692,1.736,0.529,2.7967,2.0308,2.0319,2.9992,3.0408,1.4242,1.8437,2.0274,1.4594,1.555,1 
-0.0933,9.7328,2.9288,2.1637,1.9089,1.1028,2.7709,2.4705,2.5782,1.3281,1.2194,3.6151,-0.0137,1.2319,1.9125,1.3413,2.5488,2.3865,2.4638,2.3925,1 
-0.2388,10.2716,1.7957,0.7748,1.3286,1.1137,3.121,4.5191,1.6511,2.4471,3.2062,1.9168,4.2097,1.8282,2.5727,1.8364,0.6781,3.9647,2.7166,3.0147,1 
-1.7688,8.1392,2.3242,0.894,2.5599,2.6972,1.6189,0.3298,2.609,2.6345,2.2146,1.7282,2.3376,1.0297,2.3059,1.9522,1.1079,1.4669,2.2625,2.767,1 
-0.6596,8.6195,1.6511,2.4602,2.0657,3.6767,2.7307,2.1376,0.5624,2.7538,2.6171,1.8182,0.5733,2.7899,2.3115,3.3081,4.1993,3.122,1.1503,3.019,1 
-0.6295,12.2148,1.3646,2.6188,1.624,2.4466,1.1193,1.1222,0.1297,1.7083,3.5315,3.2522,0.5852,-1.0987,3.3882,1.3264,1.254,3.6589,1.9301,4.7404,1 
-0.0569,9.9146,1.4579,4.1762,1.8217,1.1297,2.2162,3.0397,3.2056,2.6601,1.4403,0.7584,2.1281,3.7415,2.3004,2.6345,2.1977,2.4652,2.3009,1.4818,1 
0.2933,10.4984,1.7431,1.5055,0.4198,1.194,2.0975,1.2852,2.7079,3.1099,1.5623,2.9862,-0.2748,1.8623,0.9111,2.0275,0.2304,2.0243,4.4737,2.9702,1 
