Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
3.5305,10.7229,3.6449,0.402,1.4987,2.0559,0.7418,1.6059,4.0804,0.7156,1.7064,1.4464,2.0928,2.6824,4.2958,2.8569,4.3692,1.5409,2.4039,1.4984,1 
2.8281,8.3416,0.9385,3.2372,3.2264,2.6735,2.333,0.5677,2.0022,4.8325,1.8275,2.5741,0.3969,2.3424,2.5198,1.9803,3.6908,2.8567,0.7377,2.8865,1 
1.9462,10.381,0.9958,1.2018,1.5808,1.5605,2.7141,2.0883,0.701,1.945,1.0047,0.7206,2.2152,1.4623,1.9828,3.5531,2.6612,-0.1728,-0.2204,0.9136,1 
2.6471,9.8886,2.6453,2.0496,1.592,2.6049,2.6012,3.8208,3.3719,1.2237,3.4579,3.3569,1.6778,0.1209,1.2623,2.6352,2.3278,1.3193,2.3736,2.1566,1 
0.1068,9.2124,3.2624,2.7527,1.9051,1.165,1.9388,3.3224,2.4114,0.2941,2.5778,3.8274,1.2134,0.4527,2.366,2.879,1.0054,3.028,2.6699,2.5557,1 
0.9969,9.8106,0.7716,2.5747,2.362,1.2358,0.3211,-0.0458,2.3832,1.5949,1.08,0.8622,2.5038,3.8145,1.4853,2.093,3.7297,1.7198,3.4401,1.9515,1 
3.3994,9.945,1.5117,2.422,1.9035,2.5727,4.0244,2.5904,3.2629,3.6084,0.971,1.5251,-0.0962,2.2298,2.3925,3.9186,1.867,2.6027,1.8819,1.8016,1 
2.322,9.9583,0.3085,2.0286,2.8866,1.8993,1.9295,1.0772,1.1419,3.2442,1.1346,2.9056,2.4428,2.4397,2.3936,0.9911,4.028,3.1575,2.5798,2.5564,1 
2.8,9.128,2.8846,1.1457,1.7248,1.4537,0.7209,1.5756,1.7392,2.2695,3.7106,1.2163,2.5978,1.6825,1.4659,1.0064,2.3687,3.1415,1.6978,2.052,1 
1.5264,10.1717,1.244,0.4357,0.5783,0.7388,2.8165,2.041,2.2399,0.4722,1.3635,1.6561,3.1638,1.3378,2.5678,0.6422,3.7435,0.4346,2.1389,1.2412,1 
1.3965,11.227,1.2738,2.4341,2.3996,2.8017,1.5227,1.33,1.8216,2.8275,-1.5698,2.1795,1.3675,1.6613,1.9092,2.7761,0.8558,1.448,1.7954,2.2769,1 
2.4502,9.8989,2.1014,1.9864,2.1284,1.5941,2.0894,1.0549,0.6323,2.0446,3.0523,2.7381,2.9208,1.4047,2.8279,3.0567,2.2316,3.2195,2.4576,2.1192,1 
0.3053,8.7252,2.3837,2.3176,2.3006,1.3693,1.4931,1.3147,1.5537,-0.3602,1.359,2.8992,1.4259,1.2439,0.7502,1.8864,0.7221,0.4876,2.4774,2.3522,1 
2.1952,10.6914,3.4814,2.7852,0.4766,3.4503,1.9841,1.5866,2.2979,1.8206,1.889,2.066,1.202,3.1346,2.417,1.5818,2.4894,1.3344,2.6747,0.5546,1 
2.4504,12.3875,1.1693,2.841,2.348,2.4742,1.4713,1.9422,2.3712,1.7996,2.4022,2.3446,1.7601,1.2041,1.0709,1.6992,1.6993,2.3111,2.8562,2.3526,1 
1.7643,11.271,2.4345,1.8696,0.9511,1.3968,2.4033,1.6027,1.2503,2.8154,-0.4178,1.2838,1.5599,2.3153,3.1178,1.2978,3.0466,0.4122,0.3427,2.6519,1 
3.2904,9.6444,3.4034,3.1955,1.1147,4.0637,3.2715,3.8022,3.1243,2.0756,2.5226,2.0723,2.9313,1.5491,1.0673,2.8436,2.4508,2.3281,2.4161,1.8228,1 
1.2376,10.153,0.4293,-0.8661,2.1845,1.7365,1.4424,2.0921,2.9572,1.1161,2.1275,2.3791,1.9828,0.9244,2.6889,2.7527,2.7822,0.8821,1.5832,2.0584,1 
2.1148,9.9338,2.8804,0.858,1.238,0.6993,2.2119,1.1363,2.9382,1.756,2.4617,2.4371,2.2015,1.4374,1.5149,1.4309,1.7288,2.574,2.5452,1.7051,1 
1.2195,9.6539,0.9872,1.5103,0.2387,2.8671,1.6102,2.5782,3.6762,1.5038,3.5787,1.5998,2.9487,1.3083,3.2456,2.8562,4.0257,2.1988,1.3232,2.4495,1 
1.929,8.842,2.6269,2.9545,2.4983,1.8441,3.0738,0.7368,1.3713,2.4165,2.1924,2.7869,3.333,0.5756,0.9726,3.3727,2.7907,-0.0017,2.6121,1.4637,1 
0.9623,10.8361,2.8371,2.2311,2.337,3.1249,2.9112,2.9843,2.2877,1.7726,2.1349,1.477,2.4399,0.6943,2.6542,2.9465,2.4244,1.1636,2.8698,3.7792,1 
2.1332,9.1496,2.2685,3.2806,3.0949,1.9936,2.1898,0.9542,2.0938,1.193,2.2922,0.8984,2.5845,2.4599,1.6472,2.0757,1.8376,2.9762,1.3584,1.312,1 
3.574,11.0799,2.2599,0.7863,2.8569,2.1589,1.5472,2.3417,2.8991,4.1328,0.8557,2.2939,2.6043,1.832,2.4711,2.1578,2.9112,3.0694,1.9978,2.228,1 
0.1783,10.7103,3.3068,0.8857,3.1831,2.5506,2.2586,2.9592,2.1731,3.5996,3.4683,3.2611,1.985,0.1323,1.3564,2.4315,2.3474,3.1697,3.3617,1.6273,1 
3.9648,9.9446,2.4111,-0.049,1.8057,2.1955,1.4543,1.5421,1.414,1.3544,3.2988,1.5684,0.8153,0.49,1.406,1.5396,0.6163,2.7166,-0.1725,2.3178,1 
2.4919,10.1625,1.2746,1.4088,1.6468,0.7518,2.6718,1.6682,2.5233,3.0173,2.9539,3.5137,1.9425,1.0767,1.6865,1.9643,3.7122,3.3941,2.052,1.5576,1 
2.0568,10.1185,3.9899,3.3586,2.8501,3.3069,3.0515,3.3553,0.7731,2.6338,0.9987,2.2614,0.3706,1.4596,3.5747,1.9777,3.7393,3.2768,1.9896,2.243,1 
1.9844,9.7083,1.995,0.938,1.3667,3.1751,2.736,1.9829,1.0899,2.9618,0.4592,2.087,2.7972,2.6935,2.1081,2.1036,1.7251,1.1991,2.5908,2.0683,1 
2.1937,8.5178,3.6448,-0.0012,3.0184,3.4973,1.7572,1.8491,3.6592,1.7449,2.068,1.4833,4.4466,2.8061,1.8635,0.8999,0.9628,3.3078,3.3717,3.6395,1 
3.1402,9.8299,1.5477,1.9908,2.424,3.0529,1.7831,2.8814,3.8005,1.7428,3.221,1.7891,1.4813,1.0317,1.6753,1.2132,0.971,2.1904,1.5442,0.4808,1 
2.5038,9.5435,3.4023,1.5417,0.958,0.9416,1.3287,0.9617,1.8157,1.5639,4.4445,1.8413,3.6855,4.0268,1.0645,2.4945,0.7679,0.2273,1.6735,3.9389,1 
1.1079,10.7591,3.0015,2.1353,0.936,1.3899,0.8369,2.101,2.6415,1.2808,2.3409,1.2712,1.4241,2.26,0.4117,3.4592,3.4121,1.7871,2.1942,1.699,1 
3.0742,8.6469,0.4902,1.6714,1.1738,2.0487,3.7446,0.9921,2.5203,0.3654,2.7602,0.7947,2.1606,2.2958,1.9753,2.3531,1.2504,3.1041,3.7792,2.2901,1 
1.7319,10.9418,1.8718,2.0673,2.7468,2.1062,1.8362,1.8464,2.8303,3.0255,2.0847,2.3825,3.6702,0.8567,1.4312,2.435,1.7611,2.8873,2.3157,2.2173,1 
-0.2254,9.2937,4.4127,1.2765,-0.6517,1.7283,0.3674,1.4111,3.1106,1.6621,-0.0613,2.5438,1.8446,1.7473,0.0409,1.713,1.7206,1.4625,2.9762,3.5421,1 
1.8948,9.4834,1.3186,1.8149,2.8556,2.1829,1.9584,1.5111,2.2923,2.6266,1.7965,2.7724,2.0116,2.6278,2.6126,2.9304,1.5379,1.6972,3.0279,4.4986,1 
3.5692,10.6878,2.5497,2.159,2.9891,2.1665,2.4467,2.1438,0.2745,1.4393,1.818,2.0569,1.5522,2.4839,2.0325,2.9705,2.0111,1.9265,1.2578,3.9127,1 
2.1576,11.4003,1.3017,3.1068,2.0008,2.359,1.7293,3.0911,2.3939,0.7687,1.0761,3.2257,-0.2368,2.7656,3.1422,2.3163,1.5259,-0.0415,0.801,1.6811,1 
1.7383,10.4928,1.2774,1.296,2.7919,2.3369,3.4606,3.0846,3.0194,2.3653,1.5676,1.0962,0.4814,1.7043,1.7982,0.7539,2.8492,2.1671,1.8997,4.459,1 
1.394,11.01,2.6184,1.569,2.9737,1.7445,0.6966,1.3004,2.3946,3.0914,3.0647,0.8089,0.9463,2.0437,4.1275,1.686,0.2662,2.7014,3.1283,2.6645,1 
1.1852,9.9196,2.6181,1.5719,1.2067,3.8089,-0.2442,1.2054,2.6575,2.5039,1.9921,3.1768,2.4865,4.0567,1.5851,1.2175,2.1495,2.1659,0.5359,2.7964,1 
1.3641,10.2993,2.398,3.2036,0.3504,-0.3816,3.3031,0.4978,4.2154,2.5829,1.9302,2.5978,2.8966,0.917,3.0719,1.2314,1.8297,2.4189,1.6422,0.586,1 
2.7972,9.9489,2.3824,2.6603,-0.2544,1.9047,3.8231,1.5107,4.5561,0.8696,1.4957,1.2298,1.5803,2.6074,1.202,1.0684,1.0411,3.1855,3.7374,1.1511,1 
0.8001,10.0655,2.191,2.0583,3.4547,1.5461,1.1161,1.6627,1.8593,2.5252,2.9342,1.9369,3.6251,1.7127,2.0591,0.691,-0.5055,0.6336,-0.5892,2.1277,1 
3.0773,9.7338,2.7992,2.7622,2.0593,1.0672,2.3773,1.5851,1.9699,1.9449,3.0741,3.2611,1.5011,2.4179,1.641,1.5972,1.6935,1.4482,3.6659,1.2219,1 
0.9685,9.2732,1.4162,1.2421,3.17,3.7066,1.901,2.812,1.6366,1.4024,3.6685,1.5999,1.8626,2.0275,2.105,1.3917,2.9633,1.3085,3.1087,2.565,1 
2.147,10.5223,2.3432,3.182,2.0401,2.3537,2.5539,2.6289,1.8048,1.4644,2.6874,1.8367,2.498,1.9739,1.2832,2.4634,4.5521,4.1851,2.5892,1.1119,1 
2.8881,9.8127,1.0025,1.7055,3.7644,2.7598,2.4481,0.6596,2.2538,3.6098,1.5323,0.6129,1.9774,2.3454,3.7638,3.2793,1.8409,2.0573,3.4613,1.1742,1 
1.2464,10.9846,3.4797,1.4732,2.8076,2.4539,1.3997,3.0062,1.255,1.0981,1.6137,1.3272,3.209,1.453,2.811,1.7609,2.8516,2.6897,2.397,1.1104,1 
0.7731,10.2017,2.9095,1.7455,0.4668,2.0984,2.5641,3.1507,1.3611,2.7842,0.8307,1.3113,2.976,3.9541,3.2165,-0.3426,4.1432,3.996,1.653,2.8946,1 
2.5954,8.1593,1.7269,2.5251,2.9147,1.8758,2.4479,2.2525,2.346,2.8418,2.7129,1.0111,0.7246,1.0547,1.7019,1.5724,2.958,1.8175,2.5669,3.4219,1 
2.4605,9.5492,3.4304,1.788,1.0446,3.0756,3.3058,2.1367,2.0291,1.6064,0.9084,0.583,2.9896,2.3847,2.937,0.5694,4.2355,2.2438,0.3975,1.9273,1 
1.0161,10.3354,2.1978,1.6871,1.4639,2.3785,1.3981,0.1917,1.4475,2.3148,2.8026,1.0235,0.6015,2.949,0.9932,1.7452,2.748,4.3265,1.7954,2.5485,1 
2.2858,11.0799,2.0642,1.5482,2.3978,0.3297,3.0615,2.6261,3.3205,0.0451,2.3657,2.2622,2.1777,3.0625,1.2218,-0.3545,2.513,0.7162,1.7936,2.5051,1 
2.4401,10.3942,0.5414,3.0036,2.0328,2.649,3.0384,3.5555,3.0293,1.1198,3.617,0.7181,2.3584,2.0821,2.4967,2.6401,2.7067,1.2624,-0.1227,1.4574,1 
1.0863,10.1036,2.4368,2.8377,2.2587,2.7092,2.377,2.641,1.5412,3.8348,2.5832,1.3306,3.2255,3.0454,3.1138,2.1447,1.7754,0.7288,3.0158,0.7713,1 
2.1389,10.2422,1.7365,0.7842,1.4413,2.1749,1.857,4.3691,3.1405,3.1097,2.4765,0.523,1.139,1.2338,2.0663,1.9582,1.7268,2.8045,4.1301,2.1706,1 
3.6591,10.9941,1.2042,2.3847,1.4786,2.1933,1.0769,3.6565,0.78,1.521,1.5524,2.5321,2.038,1.6152,1.8126,1.809,0.7739,0.7813,3.5092,3.5348,1 
1.8105,9.5271,2.9295,2.7655,1.9104,1.3056,2.5104,1.9086,2.8197,1.0323,1.1572,2.7087,1.4146,2.6637,2.3107,1.9206,0.3069,1.2099,1.2893,2.4485,1 
1.5364,9.6062,-0.1993,3.7772,0.6063,4.2776,2.8185,2.3603,3.077,2.9655,2.2547,1.5686,1.7228,3.5554,1.5944,2.7373,2.3696,1.3738,3.6535,3.2977,1 
2.4812,8.8567,2.3258,2.8193,0.8028,2.0893,2.2305,3.0019,1.6619,0.9272,2.6074,1.4097,0.6459,2.7506,1.6156,1.4817,1.9843,2.9718,1.0368,2.2132,1 
1.1508,12.7044,2.9429,2.1448,3.4073,3.5514,4.4319,1.0817,2.35,2.5558,1.6808,2.2271,2.6771,2.7224,2.9312,2.5529,3.3296,1.5371,0.8194,1.4128,1 
2.4792,9.6142,2.0973,2.1125,1.455,2.9727,0.6712,3.3273,1.8295,0.8876,2.2783,1.758,3.513,2.0566,2.3166,2.095,3.1259,1.1114,3.2799,2.8215,1 
2.6697,11.2838,1.4804,4.0602,3.0216,3.1095,3.2995,1.8261,3.1827,3.9942,1.8172,2.4512,2.091,1.8478,3.0805,2.2048,0.7978,2.3349,3.9009,2.1872,1 
1.8497,8.7022,1.2562,3.0259,0.4949,1.3537,2.618,3.2877,2.0638,1.9835,3.6203,1.7944,3.6567,0.2992,0.321,1.1601,1.899,1.9836,2.2741,3.2624,1 
2.0961,9.966,2.2297,2.0496,2.6475,1.8059,3.8419,1.3328,3.5091,0.4093,2.0908,3.2295,1.0505,1.5319,2.793,0.9337,0.7315,1.2192,1.4326,2.8167,1 
1.2146,12.0503,1.4087,3.225,1.5276,2.5668,4.7771,-0.0154,3.9104,3.5828,2.0565,1.8467,3.1745,2.0967,1.9413,1.257,1.6132,1.0973,1.3086,2.962,1 
4.9243,10.1528,2.5297,4.6419,2.9404,2.4144,2.4873,2.0626,2.3723,2.0463,2.4608,1.5389,2.5053,-0.1564,1.6029,2.9901,0.9897,2.1388,2.7097,0.7958,1 
3.4088,9.2773,1.2898,2.6946,2.0729,1.1203,2.192,3.5475,2.078,1.31,3.1373,1.2001,0.6147,2.6498,2.4372,1.6484,1.7862,0.3881,2.2161,2.3879,1 
0.5566,10.6414,2.1319,0.7379,2.2333,2.7499,3.6363,2.2485,2.8489,0.115,3.8693,2.6864,0.6753,3.1026,2.5095,2.2638,1.1484,-0.1126,0.6231,1.4321,1 
0.7271,10.2298,2.9808,2.4425,-0.2147,3.1603,2.9309,2.0065,1.6068,0.0978,1.7919,2.28,0.7725,2.8902,1.1985,1.3851,3.3638,0.7608,1.9888,2.7503,1 
1.645,8.0904,2.6887,2.582,1.7419,2.6639,2.0699,3.825,3.2389,2.7775,1.0893,0.8613,2.1415,2.8578,2.3798,0.531,1.7119,1.1374,2.0139,2.8031,1 
0.0604,10.3162,0.8725,2.0809,3.2287,2.0324,1.4471,1.7785,1.8556,2.066,1.8007,0.6273,2.2914,1.7792,2.7342,2.032,1.7349,1.308,1.9376,1.4478,1 
2.3872,9.5291,0.9145,1.8557,0.8203,1.7972,1.0336,3.5873,0.6388,3.0067,2.7282,1.5406,2.6727,3.1704,2.5916,2.8902,1.005,0.1828,2.7657,3.8265,1 
1.6809,9.8165,1.9805,2.9389,2.3354,2.0086,0.1103,2.8298,2.4821,1.7544,-0.3319,2.5623,1.8756,3.0516,1.7283,2.4459,2.4857,1.8827,2.7317,2.086,1 
1.7457,9.9596,0.9467,1.4691,2.2292,1.4455,1.7767,1.2388,2.3347,0.913,0.0549,3.9679,1.0816,-0.9225,3.0129,3.3787,1.068,0.3001,-0.4132,2.742,1 
2.2993,8.946,3.1251,1.1974,1.21,1.532,2.3343,2.983,2.2801,3.4491,2.2624,0.3812,1.6522,2.138,1.7917,2.1558,1.0092,3.3765,2.1135,0.1925,1 
2.4837,12.6239,0.765,3.5962,2.1939,0.9621,1.6262,3.0526,2.3538,2.7633,2.9981,1.6263,0.6315,0.7705,0.8682,2.7648,1.9495,2.8313,0.623,1.1538,1 
2.7726,11.3419,2.4024,1.1401,2.4854,2.7976,2.1201,-0.2635,2.2559,3.8689,2.5962,1.8265,1.5999,0.587,0.881,2.3788,2.2349,0.8164,2.95,3.7351,1 
2.4121,10.8563,2.6407,2.5562,3.2356,3.3551,1.9462,1.8211,1.582,1.2542,1.0706,1.9654,4.4827,2.6604,2.6263,2.6766,0.8691,-0.1704,2.8552,3.3191,1 
1.8517,9.5941,0.7488,3.8334,2.3002,4.1178,2.9613,2.9395,1.3653,3.9992,4.1133,3.9188,0.8209,1.1987,2.0385,1.1055,1.991,1.6124,0.7265,1.8272,1 
3.3427,10.2819,0.0785,3.1733,2.5044,1.0273,2.1094,1.7558,2.2422,1.579,2.878,1.9465,2.1668,1.0706,2.8617,2.605,1.767,1.8797,1.068,2.1661,1 
1.1263,9.6198,0.8174,1.9124,3.6605,1.7301,2.7921,3.6037,2.3365,3.4817,2.138,2.8595,-0.217,1.8999,2.3545,2.1189,2.1636,2.4553,1.5607,1.219,1 
0.2072,10.9421,1.7248,2.1807,3.1232,1.4915,-0.6682,2.1704,2.2133,2.1394,0.8075,-0.0769,2.0589,1.9082,2.0078,1.9837,1.5947,2.8411,0.5779,1.7642,1 
1.1071,10.3406,2.7661,2.4329,2.5026,0.7878,3.5551,3.6129,1.0224,-0.1536,1.5984,2.5154,-0.1774,1.5883,1.493,1.335,1.0692,4.3308,1.3142,1.8794,1 
0.6509,10.084,2.7794,0.9537,2.6473,2.5694,1.9666,1.4065,5.2924,2.6099,1.241,3.1264,1.5807,2.6887,1.9269,3.034,2.024,2.2557,0.6287,1.8736,1 
3.6031,10.81,1.7683,1.9162,1.7965,2.3999,1.7905,1.8746,3.1274,0.2739,0.5841,2.9442,0.4417,2.3401,1.4086,2.6682,2.774,2.906,2.5195,2.9964,1 
