Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
1.3679,-0.8699,0.1278,1.722,1.5354,3.1316,2.2918,2.1064,0.732,3.1499,1.1564,2.6689,1.8867,2.3425,2.3478,1.0721,2.4947,1.6339,2.3104,2.1853,1 
0.1718,0.8532,0.493,2.8143,3.6926,3.8407,1.9663,2.1091,3.0199,3.0101,1.403,-0.3184,2.0137,1.0437,1.2637,1.3156,1.6845,2.477,2.0916,2.218,1 
3.5095,-0.7442,0.6854,2.4586,-0.8901,0.9263,2.89,2.7482,0.5068,0.4939,3.2652,4.4923,2.4371,1.2199,2.0364,2.2351,2.3187,2.4158,2.6653,1.3539,1 
-1.3802,-1.9994,1.2916,0.7989,1.1566,-0.1177,1.768,2.5146,2.5335,1.6536,2.5677,1.827,0.6792,0.9007,2.1652,2.1603,2.7822,0.8302,1.3508,1.2713,1 
1.2834,1.1523,2.7121,1.6655,0.9558,2.1525,0.7345,1.3549,0.7213,2.3736,2.3232,2.299,1.3591,1.313,2.0244,1.6798,1.0146,2.6562,2.0407,0.4632,1 
0.3444,0.133,2.3015,1.9993,-0.0292,1.8828,0.7866,2.9584,1.0065,2.3806,1.5819,1.4539,2.5286,1.9887,0.786,2.2913,2.7963,3.0365,1.3367,2.5212,1 
-0.4792,0.5824,3.0207,2.0165,3.2611,1.5895,0.8266,1.2507,3.5267,0.8254,3.3038,2.25,1.9521,1.6405,1.2389,2.1854,1.4363,1.5055,-0.0513,1.4891,1 
1.5802,0.4121,1.7516,1.9379,0.8406,3.6327,1.8222,2.0159,1.3816,1.5821,2.132,1.8473,2.5157,0.8709,2.4592,0.4303,2.5847,1.8679,1.1183,1.5172,1 
-0.9157,-0.5188,2.7918,1.2811,0.824,0.9203,2.7865,1.1487,1.0042,2.0429,1.0575,0.0395,1.4556,1.7889,2.4624,3.4957,1.5491,3.4683,1.0274,2.1477,1 
1.2154,-0.0877,2.6446,0.1285,1.0636,0.7749,2.2238,2.9279,0.9095,2.6569,2.4229,1.7782,1.0119,0.955,2.6019,2.9122,2.4289,0.6401,1.8167,1.959,1 
-0.1605,-0.1182,2.829,2.1784,2.0179,1.4542,3.0447,1.5295,1.746,3.9454,1.6252,1.9535,3.0307,2.5183,2.0637,3.4481,3.2084,0.8082,2.2018,1.5939,1 
1.0153,-2.1208,0.9869,0.2023,3.6799,0.0203,2.8873,1.8195,2.05,2.3203,2.5897,0.9137,2.4493,2.2982,2.8335,1.0817,1.9551,2.0329,2.9465,1.3287,1 
0.7358,0.8381,1.3648,2.0739,1.9502,3.0989,0.7455,2.1197,3.695,1.9089,3.0302,2.3546,2.7333,3.3315,4.4946,1.1169,3.0746,0.3525,2.9525,2.3912,1 
-1.2506,0.7016,1.9234,1.5927,2.9476,2.1738,0.1669,1.4553,1.5639,1.6407,0.4398,2.1701,3.3223,3.3469,2.503,1.3633,3.5984,0.3846,2.7037,1.3929,1 
-0.661,-1.6808,1.7243,1.4868,2.6172,2.3779,1.7935,1.9689,0.7067,1.5364,0.9768,2.5093,0.5568,4.4429,2.4556,2.0436,0.6602,1.1978,1.8834,1.1143,1 
-0.334,-0.5359,1.478,0.7785,3.0791,0.2245,0.9698,1.3234,1.5263,0.1301,0.9032,1.7407,2.3802,2.1119,2.7076,0.4193,2.801,2.5716,0.1155,0.6748,1 
-0.5085,-0.2667,3.4869,2.7144,0.9105,0.9737,1.8644,0.7357,1.0379,1.5578,3.1569,1.8784,1.4766,1.5259,1.6456,2.9996,0.2675,1.9065,1.1893,2.0243,1 
1.8009,-0.5427,0.8463,2.4132,0.9843,2.9659,3.7365,1.3202,2.1503,-0.5286,0.3662,3.6135,3.0556,0.8446,1.0598,1.0555,1.4094,1.6398,3.6,0.6622,1 
-0.5747,0.4325,2.0359,1.6066,1.3051,2.5604,3.1147,1.4351,3.7531,2.1065,1.1914,1.3081,2.8253,1.6831,2.5246,1.3261,2.5308,1.4651,0.6152,4.0524,1 
-0.4903,0.7733,3.069,3.5965,1.8865,3.88,3.1582,2.273,3.3788,1.1287,0.4903,3.3619,2.3483,-0.3884,2.6788,1.3889,1.006,1.811,1.7549,1.5412,1 
-0.6623,-0.5731,1.472,2.5812,2.5781,1.1556,3.2782,2.4356,1.9462,1.4424,1.3416,2.2376,1.391,0.8286,1.3943,2.6501,2.303,0.5965,2.5641,2.5063,1 
1.0664,-1.1704,0.8686,2.4127,1.5124,2.1022,3.3125,1.5932,1.6002,0.622,3.184,1.8711,1.4585,0.3373,0.7575,2.1703,1.4467,1.1592,-0.3384,2.3621,1 
0.84,-0.2802,2.5143,2.4877,0.477,2.5288,0.8163,2.3035,1.7044,0.3782,2.181,0.4816,2.8109,3.8477,3.9396,2.3626,1.9207,3.9827,3.0592,3.7732,1 
0.2183,-0.5811,1.4367,0.8111,2.5119,1.9713,3.5414,2.7656,1.7144,0.5924,1.7263,2.667,1.9186,3.3116,3.314,2.4698,2.1317,1.2329,1.4015,1.7909,1 
0.2385,-1.6791,2.2652,1.131,2.773,3.0274,1.1569,1.6169,1.3383,2.6666,3.3155,1.6031,2.0567,-0.551,1.3885,2.711,1.333,2.5744,1.7962,2.8558,1 
0.2052,-2.0852,1.2501,2.5755,1.303,2.251,1.0058,0.7947,1.911,2.0529,1.9473,1.7176,0.1501,-0.3667,2.6257,0.7754,2.251,0.1545,1.2741,0.6625,1 
0.1556,1.0374,3.404,1.9871,3.0847,2.6593,1.2772,2.6914,0.3249,1.5754,2.7728,2.4562,2.8707,0.983,2.3585,1.3221,1.3809,1.9539,1.0097,2.0323,1 
0.4836,1.5395,1.7455,2.4363,1.8302,0.8587,3.006,1.5132,1.12,2.2358,1.8258,1.7649,3.05,2.0183,-0.0477,2.3737,1.1298,1.4345,2.5658,1.1559,1 
2.3165,0.5803,2.9287,2.3766,0.7387,2.2765,1.4446,1.691,2.1696,3.7736,2.2049,2.0165,0.6926,1.4778,1.1767,1.3349,0.2505,1.1576,3.8499,2.6868,1 
-0.01,1.5798,2.6257,2.42,2.8005,1.1326,2.997,1.2603,2.1122,2.867,2.8345,1.8487,1.9674,2.9637,1.4219,2.5326,-0.135,0.2189,1.5989,1.4444,1 
-0.9057,0.6432,0.9425,2.7921,2.3692,1.3807,2.2422,3.0291,1.6964,2.8607,2.7152,1.4138,2.5725,2.009,2.8457,0.5086,0.2263,3.1074,2.0982,1.7539,1 
1.3058,-0.2193,1.6854,1.6767,0.8785,3.3226,3.2179,3.2603,1.6929,2.5208,2.0835,2.4103,3.0213,0.3732,0.2439,4.4653,1.7293,0.55,2.3831,3.5605,1 
1.0993,-0.7486,3.1944,2.6313,1.7247,0.146,1.3801,0.9362,3.078,0.8913,2.8238,0.6728,1.9824,0.9239,1.3773,1.1442,1.366,1.4925,3.0761,1.656,1 
1.9517,0.3471,2.1024,1.9824,-0.1747,2.9809,4.1248,0.7067,2.471,3.4345,2.0065,2.7029,0.0805,2.7684,0.2627,2.8441,0.4551,2.8637,1.6961,3.3994,1 
-1.1642,-1.1475,2.4044,3.1551,1.6967,0.5043,1.1353,2.3394,1.9007,1.5863,2.0819,1.383,2.5904,3.6466,2.986,1.0882,1.8174,1.1184,-0.056,2.4276,1 
-2.2901,-0.8115,0.4663,1.9064,0.8487,0.8524,2.3777,1.5984,2.1551,3.8696,1.882,0.946,2.2592,4.1357,1.3791,1.6915,0.0322,1.6918,3.4072,2.5301,1 
0.7303,-2.1469,1.7171,0.8287,2.5166,1.652,1.6972,3.6215,-0.4984,2.8087,1.3567,2.4462,1.6475,1.0615,2.2041,2.6327,1.308,3.2813,2.7647,1.9156,1 
1.0775,-0.4257,1.2808,1.4008,1.8338,0.7742,2.2242,2.1686,0.8165,2.1014,1.804,1.794,1.4364,3.2024,1.602,1.8489,2.9397,3.2605,1.0326,1.83,1 
-1.1006,-1.1635,1.8849,2.706,2.9207,3.2026,-0.3949,1.4569,1.18,2.2622,2.9301,2.9654,0.0894,2.2342,1.9484,2.1329,0.7697,1.6064,1.2989,1.5422,1 
0.6555,-0.1852,2.725,1.2154,3.2421,1.4157,1.119,2.3059,2.0489,1.7319,2.369,0.9452,3.3543,2.8958,2.9097,2.2516,1.6527,2.0112,1.1853,3.1221,1 
-0.3956,0.4272,0.9067,1.4516,1.4839,1.6704,1.395,2.54,2.1955,2.8001,2.959,2.1296,1.4105,2.5468,1.153,1.2559,2.3772,2.3061,1.1429,2.3702,1 
0.2619,-0.0099,2.2759,2.2279,1.7536,0.7187,1.8119,2.5964,-0.6785,0.54,1.8847,2.2799,0.0413,1.3669,0.8885,0.9319,4.45,2.7861,1.3872,0.75,1 
-0.5593,0.8569,1.6981,2.2936,3.2154,1.7085,0.9383,2.6217,1.6832,1.6722,1.6968,1.0707,2.6135,1.1896,2.5198,3.1907,1.5384,1.7567,2.6629,1.6495,1 
0.6595,-0.1542,1.7961,2.2768,2.8786,1.2267,1.0246,2.0364,2.1339,1.1361,0.6179,2.4278,0.7396,0.6016,2.562,0.4905,2.0957,1.8299,2.5609,2.4698,1 
0.3697,-0.3585,-0.0609,0.9336,0.9874,3.5915,2.4565,3.301,2.079,2.1,2.3095,1.7731,1.2037,3.5455,1.0399,2.6548,2.2693,1.3985,0.8844,0.2285,1 
0.1388,-0.6604,1.7207,3.1988,1.3759,1.8683,4.2367,1.2184,0.7153,2.9174,2.5452,5.2403,1.0362,2.6427,3.3599,1.8003,2.9126,0.9849,2.2046,1.7278,1 
-0.7474,0.0675,2.8164,1.4363,0.8575,1.2794,2.2986,2.5813,0.4593,0.9368,2.058,3.3898,2.298,3.8183,0.3095,2.1962,1.7306,1.1929,3.5291,2.2165,1 
0.7143,-0.2087,2.5126,0.9732,1.5094,1.847,0.762,0.5284,2.762,2.3233,2.1449,2.5071,-1.4044,1.4697,2.3092,2.295,1.8472,1.8014,2.9415,1.4828,1 
-2.3011,0.2607,2.6389,1.1001,1.1985,2.8442,-0.1095,1.3967,2.0439,0.7259,0.7057,2.301,2.352,2.0842,1.2849,0.6985,1.5575,0.277,1.8776,1.4849,1 
0.2673,-2.5016,2.4907,1.199,1.726,1.5892,2.509,2.0557,1.6903,2.0011,1.2704,1.6176,3.1414,1.9947,1.1936,1.2068,2.1855,2.9833,2.7126,2.218,1 
-0.9938,0.9411,3.2203,3.3595,2.6472,1.8633,2.6043,2.7512,1.5739,0.8707,1.5881,0.8658,3.0835,1.9944,3.1073,1.6283,0.9382,3.3143,1.2961,2.0776,1 
0.4911,1.5689,3.0302,1.2651,1.8488,2.0452,3.5844,0.7354,2.4656,1.8274,2.3807,1.4429,3.7719,0.7488,1.7667,1.0832,1.8346,3.0135,4.097,3.1105,1 
0.1918,-0.634,1.9303,1.6178,1.0877,2.7443,3.2194,3.937,1.8818,3.3887,0.4988,2.1299,0.7422,1.2418,2.3608,1.8883,1.4705,1.3481,0.7928,1.7094,1 
-1.5458,-1.6915,1.2762,2.0312,0.8229,2.9126,3.0979,2.0052,2.3072,1.9266,2.745,1.0872,2.9526,2.392,1.4387,3.1734,0.9328,2.3544,0.2509,2.3244,1 
-1.3009,-0.2743,0.9761,2.1745,2.2898,0.7378,2.1295,2.029,2.1242,1.7004,2.0357,1.2871,0.2675,3.1274,2.297,2.7648,0.6591,1.2079,2.913,2.9453,1 
1.5303,-1.7472,3.5136,2.272,2.414,2.064,1.8569,1.1891,3.2285,0.2762,1.5153,0.3568,0.3119,2.057,2.67,1.3007,0.2153,1.8381,2.0689,1.1121,1 
-0.177,0.0557,1.4235,2.3816,-0.2864,2.0717,3.9693,0.7336,1.8032,1.3943,2.9547,1.4663,2.5618,0.9657,2.6546,1.3853,1.5206,1.6371,1.4856,3.5717,1 
-0.5928,2.0471,2.0713,1.5051,1.3961,2.4315,1.9365,0.3237,1.861,1.9814,3.2589,2.0332,2.1946,2.5549,2.239,0.8417,2.0016,1.8776,3.1636,2.781,1 
-0.3057,-0.4159,0.7007,3.0621,-0.1237,3.3167,2.0079,1.5809,1.1638,2.5346,-0.6461,3.7207,2.6127,0.8447,0.8069,1.3761,2.0717,1.198,1.1336,1.4478,1 
0.2208,-1.0723,1.5957,3.1159,2.1556,2.609,-0.2229,1.2136,1.7806,2.9922,2.6063,0.9479,2.4269,1.3317,3.2818,2.7081,-0.1088,2.2192,0.4952,1.4996,1 
-0.597,-0.094,2.3896,0.1048,-0.8423,1.0657,1.4236,2.8041,0.8964,1.5614,3.8033,1.9735,1.0198,1.0341,1.5965,1.0589,1.695,1.1098,2.141,0.2935,1 
-1.8414,-0.6376,0.763,1.3387,1.6922,0.8812,4.2194,-0.5646,2.0481,1.4392,1.8959,2.1482,2.7241,1.3151,1.8475,1.6377,2.338,1.1723,1.2715,2.3505,1 
-0.9585,0.5813,2.9001,0.8936,1.4713,2.8589,1.1672,2.8073,0.4904,2.9444,2.9275,1.9367,1.9786,2.512,1.7631,0.797,3.5201,0.251,2.2837,3.0441,1 
1.8367,-0.3905,0.3896,1.8482,1.0177,3.1954,1.9751,2.2439,2.5973,2.0744,1.9681,2.4032,0.2204,1.6037,3.5442,2.4564,3.5242,2.532,1.9321,1.9372,1 
-0.4107,0.2884,2.1773,2.1452,4.9255,0.9121,2.0248,1.6358,-0.2548,3.3895,4.6871,1.9797,1.7871,1.0565,3.2518,0.4264,1.7743,4.7041,2.8791,1.237,1 
0.1811,-0.9621,1.123,1.4767,2.4276,0.9235,2.716,3.1303,2.9524,1.6221,1.3525,2.7499,-0.2635,0.9619,2.4934,3.0798,2.7003,2.0761,1.6501,1.4259,1 
0.4241,-0.9982,1.0615,1.7469,1.4485,1.9496,1.2382,2.6537,2.2242,0.4327,3.7058,4.1752,3.8126,3.0695,3.0654,2.3755,2.2612,1.5809,2.0436,2.151,1 
-0.6171,0.8691,1.6935,1.5716,1.9622,2.2826,2.7583,1.7266,2.5837,0.7949,2.6632,3.3387,1.6382,2.2329,0.9982,3.8675,1.9906,1.2261,2.0103,3.2026,1 
-0.3868,0.0453,2.5091,3.4916,2.3547,1.8103,2.1963,2.0685,1.2785,2.0884,1.0797,2.988,1.1393,0.603,3.3696,2.5694,1.5533,2.1692,0.9661,0.6999,1 
0.4252,-0.6408,1.7991,1.0426,2.1099,0.939,2.329,1.8107,0.2054,0.1525,0.5058,-0.3008,2.0544,1.6176,1.0169,0.8518,1.2676,4.0439,2.2095,0.8896,1 
-0.0727,0.1368,1.3039,2.1275,2.5475,1.0477,0.9595,-1.168,1.5595,3.0924,3.2444,2.8898,1.495,1.5552,3.9051,2.9336,2.8204,3.2023,0.7601,0.0792,1 
-0.936,-0.6675,0.7437,1.6963,2.688,1.0338,0.9541,1.1085,0.7238,0.7955,2.291,2.0287,-0.3181,1.8902,0.8906,2.6561,2.2722,2.8677,0.8059,2.9192,1 
1.0552,-0.9265,1.6339,2.0699,1.1134,3.7483,1.4685,1.8039,1.822,3.4672,1.675,2.6858,3.5583,2.3879,1.3722,2.7561,2.7812,0.6759,1.7134,1.4246,1 
-0.2342,-0.013,2.2356,3.1928,2.4975,1.6816,1.9691,1.8625,0.1135,2.1833,1.7185,1.1508,1.5076,3.8749,1.5546,3.036,1.0356,2.8335,2.9429,2.2352,1 
-0.091,1.9199,2.4967,2.3991,0.5642,1.2465,2.315,1.7744,2.4348,0.9592,1.2745,3.4403,1.3042,1.8531,2.2114,-0.0549,3.4558,0.2102,3.0206,2.4162,1 
-1.5324,-0.3791,2.9123,1.6844,1.479,1.5964,0.5462,1.7785,3.1901,2.2803,2.9512,1.5429,2.3143,0.526,1.4326,1.7815,1.3736,3.086,2.7575,2.5797,1 
0.1161,1.1037,3.2242,1.596,1.8545,3.2599,0.9972,1.4102,3.1263,2.4359,3.3841,2.7728,1.9029,1.351,2.721,1.8781,2.1674,2.8214,4.6082,2.9229,1 
0.185,1.3087,1.9378,1.4116,3.6455,3.1563,2.5402,0.5057,3.2878,2.3853,3.0422,3.4271,2.8264,3.6335,3.1954,1.8488,1.0561,2.2545,1.7761,1.5334,1 
0.1525,-0.1836,2.7927,2.4616,2.8576,1.8001,2.3731,2.2619,2.048,1.9164,0.3965,1.5939,2.3329,2.2262,1.2098,1.2466,2.0395,2.9749,3.2585,1.794,1 
2.3613,1.4933,1.8719,4.5169,0.7665,1.4586,1.775,3.192,3.0038,1.2087,3.6346,1.9121,2.3309,3.0664,3.4665,2.8505,1.2304,1.6218,3.8786,2.1277,1 
-0.6274,-1.2752,2.5502,2.2842,1.327,2.485,3.2188,1.859,2.725,1.3558,1.4359,0.2574,-0.8546,2.9334,1.6227,1.9884,1.7946,2.1035,1.4537,2.8954,1 
-0.7585,-0.9377,1.1604,1.7101,2.0439,0.6,3.2685,3.4673,1.9243,2.3807,1.7626,1.5285,1.6078,2.8489,0.3225,1.7202,3.721,2.8554,1.5168,1.7631,1 
0.4249,0.9825,1.7321,1.2223,1.7427,-0.7241,1.026,0.6638,-0.1582,3.0908,2.862,2.9335,1.8572,1.9447,3.8239,2.159,1.1365,2.6724,1.9049,1.5696,1 
-0.9082,1.6633,1.2735,3.1933,2.631,0.8655,0.6733,2.0122,0.3014,2.7243,1.9625,1.3884,1.3667,0.902,1.9843,4.3689,0.9312,0.9863,0.2991,0.303,1 
-1.9903,0.4305,1.9677,3.1989,1.8022,2.6256,1.4428,2.3655,0.8466,1.6484,1.8497,3.1383,1.3896,2.8718,2.0757,2.5029,2.64,3.292,0.981,3.5418,1 
0.088,1.5389,2.3094,1.4988,2.6138,-1.0173,1.0411,3.1209,0.5757,1.4591,2.8383,0.4206,1.2999,3.6978,1.5709,-0.4906,1.9394,2.505,0.8685,2.8967,1 
0.0338,0.7422,0.1113,1.6828,1.3827,2.4359,1.0691,2.1073,3.0581,0.2688,2.3821,0.5891,0.9381,1.8203,2.1767,-0.3047,2.1879,2.3718,0.9852,1.4474,1 
-0.5033,0.06,2.2569,2.7404,2.5269,2.748,3.4535,2.485,2.7421,2.8659,0.5418,2.4693,0.5624,3.0316,2.0298,3.6766,2.8619,2.2379,2.2766,1.7592,1 
-0.8249,-2.142,1.1897,0.8944,1.8579,1.98,1.2949,2.1263,2.4576,1.3588,2.1896,2.6734,1.702,0.9081,3.1263,-0.0813,2.0037,1.8435,2.1896,2.0638,1 
-2.2738,-1.4515,3.7515,-1.2081,0.7685,2.4574,1.5119,1.5663,0.9888,1.4567,3.9866,2.2167,3.4392,2.2812,2.0208,3.4051,1.4689,3.356,1.7852,3.0547,1 
-0.8683,-1.1512,1.1337,2.9314,2.6152,1.0466,2.0995,2.1328,2.4585,3.8058,2.0811,1.1187,1.68,2.3209,1.9558,1.4954,0.8501,1.8938,2.427,2.4224,1 
-2.046,0.7065,3.8335,1.0184,2.9004,1.7151,2.5599,0.6158,2.3412,2.9735,1.2214,0.7337,1.1672,-0.3352,2.0485,2.7478,1.5519,1.6447,-1.3955,0.8271,1 
0.2456,0.5074,1.5615,2.8916,0.541,2.2692,2.1195,0.2936,2.1794,2.1598,2.8661,-0.3405,1.763,1.4982,1.9429,1.5717,2.3098,1.7318,1.128,1.8653,1 
-0.5222,-0.7808,1.6712,3.3965,2.2743,4.4792,1.4117,1.6728,0.7511,2.4481,1.2234,2.4115,1.2632,0.6053,0.7807,1.2668,3.6585,1.1756,0.8777,3.2359,1 
0.8283,0.1065,3.0665,1.4545,2.3686,2.0702,0.4176,3.8693,1.6802,2.5469,3.4186,2.8562,2.6782,1.7504,0.9118,2.1114,1.2771,1.1767,1.851,0.7926,1 
-0.9701,-1.5163,2.5909,3.1891,2.0617,0.8344,2.2846,2.5263,2.4468,3.2579,0.9358,1.3811,2.3025,2.6107,2.1772,1.1738,2.9072,1.5128,-1.2479,2.0674,1 
0.5204,0.6293,1.9899,1.8461,2.3396,3.1689,1.2,2.0228,1.6931,3.7727,2.1445,1.0907,0.8545,1.7758,2.104,2.1215,0.7631,2.4767,2.576,1.8146,1 
1.5172,-1.3654,1.806,3.4764,1.3615,0.4669,2.2236,3.11,2.6004,2.3576,2.881,2.9887,-1.0191,1.4103,2.0896,1.6744,0.1892,2.4552,2.7156,1.9915,1 
-1.5104,-1.4501,1.9731,1.6785,2.8298,0.8852,2.1207,2.0071,2.6585,0.9387,1.1502,2.0868,2.6052,2.2576,1.6375,3.0318,0.5859,1.7431,3.4343,2.514,1 
0.8722,-0.3478,2.4708,2.3397,3.6579,3.7875,2.3769,1.2427,1.2968,2.7503,1.2165,2.6306,0.9019,1.4206,1.3198,2.8993,3.2007,3.6112,1.9337,1.3219,1 
0.7286,-0.6841,3.0294,1.732,1.3888,0.6724,2.1128,2.0588,1.9855,2.4442,2.0836,2.1346,1.2598,1.2667,3.0334,0.4894,0.7362,1.5582,0.8922,1.0507,1 
0.9983,-1.4279,3.3433,2.0806,2.0238,3.1523,2.103,2.6575,0.0686,3.6172,2.1916,2.1319,2.5627,1.3207,2.0316,1.89,2.0896,1.5473,2.4203,3.7973,1 
-0.4131,-1.5392,2.8669,2.5656,2.0965,0.4627,2.0711,2.9709,3.5188,1.4099,3.5366,2.2798,2.1429,0.7232,1.5934,0.933,0.3682,2.0499,1.7032,3.0794,1 
-0.3192,-0.3266,2.8057,2.4334,0.5329,0.662,2.1631,2.091,2.1946,1.608,3.157,2.5257,0.0371,-0.9815,2.3209,0.7206,1.1567,3.7843,3.0098,2.5096,1 
-1.1598,-0.029,3.4583,1.2366,2.433,3.4173,2.2491,0.7837,0.0335,2.1322,1.5747,0.0315,1.4072,2.1145,1.2627,2.7951,1.7486,2.3289,1.934,1.9724,1 
1.3995,0.4776,2.7962,1.4535,0.2039,1.6555,2.1259,2.0208,2.3821,2.6985,1.031,1.7111,0.9656,1.1447,2.409,-0.5248,1.9908,-1.013,2.9235,2.6632,1 
-1.6011,0.6377,2.4961,1.6308,3.1395,1.645,3.0887,3.2302,3.6284,3.0533,1.8478,0.7383,1.703,1.0154,2.7056,1.2142,2.8548,1.043,1.5041,2.7231,1 
-1.0996,0.3138,2.6901,2.3229,1.5624,1.868,3.2169,2.3712,1.4594,2.7207,2.261,2.8139,2.6879,0.4464,3.8389,0.9771,1.0765,2.7111,0.6509,2.0585,1 
0.8882,2.0298,1.7091,2.5226,1.5508,2.0968,1.9983,2.6304,2.4065,1.478,2.6748,2.2027,1.9528,1.8862,1.34,1.1802,2.7892,0.3903,2.2751,3.088,1 
-1.2257,0.7104,1.3894,2.2309,2.7616,1.8435,0.2823,3.0891,1.0312,1.0976,2.2604,1.9436,2.1398,2.2977,2.7096,1.4318,2.3727,1.3136,-1.0076,2.1265,1 
0.386,0.5095,2.179,2.1237,2.171,2.9017,-0.656,1.4943,2.4213,1.9228,2.7754,1.0965,1.5715,0.9088,2.7278,1.675,3.0349,3.3076,2.7109,2.2906,1 
-0.7988,-0.5545,0.5293,3.1058,3.7924,1.6504,3.0152,0.2682,3.2606,-0.3586,1.6404,0.0605,1.2909,1.5027,0.1777,1.3988,3.4696,3.6697,0.798,0.3604,1 
-1.595,0.536,2.3021,1.5192,1.5598,1.656,0.651,1.0359,1.559,2.2665,3.146,3.2411,1.9529,3.8426,2.2775,0.4865,1.3379,4.8681,2.1146,2.9172,1 
0.8478,-0.5201,3.2663,2.4462,1.0399,2.987,2.906,0.7756,1.565,3.0854,0.0963,2.026,1.4707,0.8716,1.3013,1.2069,1.0084,2.1203,1.0215,3.4151,1 
-1.3613,-1.8101,-0.4598,0.1012,1.2466,1.0766,2.4191,2.8564,2.2944,2.0788,2.8641,2.6023,1.3471,1.8372,1.4737,2.6712,3.0708,3.3366,1.5248,2.0509,1 
