Feature1,Feature2,Feature3,Feature4,Feature5,Class
0.9659,0.6603,2.469,0.2651,2.1272,1 
2.2688,0.2094,3.5173,1.5404,2.5061,1 
0.0557,-1.1694,2.3113,0.9469,1.0275,1 
-0.9952,0.6855,1.7535,3.0102,1.9304,1 
-0.4815,0.7645,4.0884,3.1879,2.0211,1 
-0.1021,-0.0929,4.1897,4.1885,1.2799,1 
-1.0516,-0.5952,0.8333,1.9959,2.0178,1 
0.5261,-1.3847,1.1304,1.6082,1.0281,1 
0.2911,-0.8512,1.2862,2.0171,1.5628,1 
-2.0656,-0.1035,0.0838,2.109,1.6718,1 
-0.4933,-1.1455,3.2363,1.0457,2.2914,1 
0.8277,-0.7076,1.2148,2.8667,2.3408,1 
0.6645,0.7615,2.5204,2.6339,1.2814,1 
0.8003,-1.1951,3.1419,0.854,2.73,1 
-0.0124,2.1109,-0.3854,2.595,0.9075,1 
0.9512,0.2286,2.8297,1.5437,1.5183,1 
-1.0691,0.5211,4.2799,4.2434,1.5259,1 
-0.4561,-0.0071,1.8813,1.7561,2.523,1 
0.5409,0.8171,1.4248,2.4017,3.3573,1 
-1.79,-1.234,3.5121,4.0269,2.5772,1 
-1.1613,2.0755,0.9938,2.9727,3.4327,1 
-0.3804,0.2247,3.135,3.1555,2.9367,1 
-1.2149,0.4626,3.163,1.5382,1.8641,1 
-1.1127,0.5083,1.7088,1.8094,3.7773,1 
-0.8275,-0.7154,1.7991,2.1681,1.9186,1 
0.2228,-0.7253,3.3635,2.7721,2.6893,1 
1.2999,-0.0506,2.2757,0.9596,2.6897,1 
0.4063,-0.4146,0.9744,2.2204,2.0286,1 
0.4732,0.4428,0.4708,1.6829,2.1082,1 
0.3058,0.8713,1.0409,1.5663,1.2556,1 
-1.197,-0.9574,3.6454,3.4792,3.5226,1 
0.338,-1.993,2.9894,2.957,3.5308,1 
0.5911,0.7304,1.4864,0.9014,1.7575,1 
0.175,-0.5104,2.9492,4.0793,2.2318,1 
-0.1526,1.235,2.764,3.1164,2.3425,1 
-0.4036,-0.8045,1.8616,1.5642,3.6514,1 
0.4052,-0.9095,0.185,1.5438,0.8397,1 
0.4425,-1.2373,2.594,2.8831,1.1358,1 
0.7142,-0.8224,1.9326,1.7705,1.5766,1 
-0.0183,0.296,0.4216,2.1648,1.4785,1 
0.9632,0.7683,3.1884,1.8123,2.7023,1 
0.1835,-0.6367,1.8446,2.1131,0.6734,1 
1.8114,1.1727,2.8555,1.9859,1.7278,1 
0.7689,0.2895,3.2003,2.6019,2.161,1 
-1.2113,-0.5453,0.7537,2.3138,2.4587,1 
-1.7002,0.86,3.4737,2.8427,1.8726,1 
0.7881,1.3639,0.8769,1.2566,2.6204,1 
-0.1454,-1.5803,0.2016,1.761,0.5888,1 
-0.0305,-1.1586,2.3673,2.2871,1.8623,1 
0.254,0.2819,2.8203,1.4682,2.0238,1 
-0.5306,0.7707,2.6186,2.3569,1.6648,1 
1.5181,0.63,2.0393,3.5638,1.6869,1 
1.3846,-1.0179,1.4186,1.4385,3.1,1 
0.8115,1.1596,2.6632,1.9228,1.5567,1 
-2.4611,-1.0785,2.8034,1.9976,1.898,1 
0.1288,-0.9013,1.5698,1.1059,1.5167,1 
1.1043,-2.0705,0.949,1.3042,2.3934,1 
-1.3768,-0.9181,1.4508,-0.4597,4.4161,1 
2.1844,0.0684,3.5637,5.2072,0.8942,1 
0.0694,-0.1299,2.657,2.8869,3.2729,1 
-1.6463,-0.3022,1.698,2.3896,2.2732,1 
0.0667,1.3557,-0.4734,2.4794,3.0768,1 
-0.0158,-1.4478,2.3789,2.9848,0.9947,1 
-0.5716,0.4371,3.0321,1.8678,1.1804,1 
1.3133,1.2131,4.2114,1.1587,0.7039,1 
1.3268,-0.7811,2.8253,0.3604,0.2311,1 
-0.5277,-0.0669,1.8476,1.8034,2.7925,1 
2.1941,-1.2239,0.9305,1.5579,3.9186,1 
0.306,0.7338,2.6356,1.386,1.296,1 
1.1203,2.1366,2.1117,1.6896,0.6878,1 
-0.8397,-0.3755,2.1316,2.8881,1.8475,1 
0.4421,-0.8129,2.5744,2.5993,1.7131,1 
1.5365,-1.8645,1.2161,3.9265,0.7887,1 
-0.8545,-0.0935,3.4792,1.6617,1.8625,1 
-0.6908,-0.7961,2.5478,1.3927,2.2143,1 
-0.5374,-0.7992,2.4201,1.277,4.0473,1 
0.5405,1.0635,0.4796,1.7784,0.9176,1 
-1.66,-0.5376,2.4002,2.5305,1.4076,1 
0.0024,-1.0673,1.2233,2.1067,0.0733,1 
0.2185,-0.3794,3.2417,1.2467,3.9806,1 
0.8693,-1.4533,2.4509,-0.8598,0.2016,1 
0.4944,-2.1798,2.2731,-0.2274,1.5723,1 
-0.0771,-1.0898,2.017,3.4284,1.342,1 
-0.5099,-0.0258,0.3654,1.9925,3.6087,1 
0.8772,-0.9492,2.3435,3.1336,2.8561,1 
-1.8331,-1.9751,2.503,2.3627,1.2438,1 
-0.5516,0.0627,-0.7975,2.2395,1.7575,1 
-0.5302,0.8686,1.0845,2.429,0.3677,1 
-0.6985,0.1626,0.8615,2.53,1.4132,1 
0.8411,0.174,3.9284,1.5008,1.3383,1 
-1.0525,2.2837,2.2491,0.8977,3.7311,1 
-0.7677,1.4525,2.6355,2.6467,1.8942,1 
-0.234,-1.188,3.1518,3.0701,1.9947,1 
-1.0213,-0.4449,2.3128,3.4515,1.4128,1 
0.6734,1.0668,2.4349,1.2151,3.3006,1 
-0.0476,-0.6709,2.2346,1.6229,3.517,1 
-2.0439,0.9421,1.1978,0.812,2.7154,1 
1.5993,-0.6834,2.7744,0.3598,1.5381,1 
1.0835,-1.3159,1.7586,2.4716,3.1352,1 
0.3695,0.5332,0.6183,0.4447,2.9651,1 
-0.8249,0.0263,1.8841,-0.1852,1.3621,1 
0.0851,-0.937,4.0108,2.9598,2.3549,1 
0.457,0.1671,0.994,1.7882,1.201,1 
-1.1823,0.3669,1.9461,1.2639,0.3961,1 
0.2889,0.4788,2.3294,2.8494,-0.044,1 
0.1968,-0.0598,1.9768,0.5536,1.1644,1 
0.964,0.2264,2.6415,3.2651,3.077,1 
0.2149,-0.021,1.0499,2.9235,0.9815,1 
-0.7587,0.2123,3.5259,1.3194,1.535,1 
1.2971,-0.3175,1.5547,0.9361,2.1307,1 
0.388,-0.4978,1.5217,0.7256,1.3883,1 
0.2324,1.2156,1.3947,2.8108,0.1123,1 
0.0931,-1.0224,1.8538,1.5143,2.7976,1 
1.3412,-0.031,0.9809,0.5217,1.1373,1 
-1.8173,-1.0712,1.7364,0.6717,0.3134,1 
0.0128,0.3208,2.2448,-0.1085,4.1608,1 
1.3859,1.1051,0.8144,2.6269,3.8799,1 
-0.7151,0.1875,2.5746,2.6309,2.7856,1 
-1.0186,0.9925,2.7876,2.6137,1.7411,1 
-0.133,-0.2701,0.7109,2.5444,3.5897,1 
-0.4088,1.0469,-0.3149,2.6572,2.1378,1 
0.2287,0.4131,1.9291,0.4362,0.2252,1 
0.7983,0.0398,3.0094,2.6732,1.3944,1 
-0.5266,-0.852,0.1573,0.4766,1.9938,1 
-1.0518,0.6129,1.4775,0.1123,2.3753,1 
-0.0742,-1.0075,3.715,0.5639,2.41,1 
0.8749,0.7132,1.7516,2.9928,1.6076,1 
-1.0057,-0.1148,1.1011,1.3057,0.6293,1 
0.8209,-0.1631,0.7301,2.4647,1.1941,1 
-0.6449,-0.2276,0.9452,2.3388,1.1226,1 
1.2001,0.8216,2.1967,2.2952,3.0278,1 
-0.9983,-1.2882,-0.6131,0.1106,2.3735,1 
0.4802,0.7474,1.5343,1.9347,2.313,1 
-0.3341,1.7489,1.985,-0.2528,0.6482,1 
0.5105,-2.8334,0.9201,2.6432,1.2966,1 
0.3356,-0.3454,1.021,2.6853,1.7427,1 
0.2544,-0.0143,4.5201,2.652,3.0778,1 
1.0222,-1.612,2.4282,2.1051,2.3093,1 
-0.9666,-1.698,2.2337,1.1477,3.3788,1 
-0.1786,0.6223,2.1073,2.4407,4.7296,1 
0.0421,0.1916,2.4236,1.9576,2.2851,1 
0.19,0.477,1.6012,1.8299,1.7673,1 
-0.6276,1.2308,3.3075,3.0839,4.2817,1 
-1.0481,-0.0522,1.324,1.4667,3.0631,1 
-0.9197,-0.5475,4.3191,2.7821,1.675,1 
-0.1594,1.0968,0.4781,1.4729,2.3345,1 
1.5072,0.1117,0.6865,2.1093,2.8408,1 
-1.8304,-1.6691,3.0483,2.1211,1.3606,1 
0.3858,-0.6492,1.1575,1.3613,0.9193,1 
0.6872,0.1569,2.736,2.8108,1.7582,1 
-1.2274,0.3374,3.6831,1.7237,0.1267,1 
0.3057,0.3505,2.0359,1.1205,0.3637,1 
-1.9001,-0.6027,2.913,1.8777,1.3905,1 
0.8002,0.6358,2.4247,1.6706,2.8569,1 
0.5076,-0.2051,0.8212,2.7041,2.3996,1 
-1.3084,0.2491,2.2016,2.3887,0.0482,1 
0.0191,0.1921,3.2499,1.2044,2.8663,1 
0.2298,0.7066,3.7535,2.885,3.6735,1 
-0.7477,-0.1889,3.8993,1.2336,0.9946,1 
-2.1835,-0.6983,2.1452,2.1904,2.8838,1 
1.1661,-0.1578,2.0798,1.0419,2.8996,1 
1.005,-0.2238,0.089,2.4448,1.8779,1 
-1.9087,1.7913,2.5274,1.171,1.7949,1 
1.8224,1.4275,3.3028,1.649,1.2597,1 
0.4786,0.3757,0.7053,2.5631,1.9842,1 
-0.041,-1.0728,2.7361,0.8017,1.1701,1 
1.1178,-0.8668,1.8222,2.7282,1.4677,1 
0.1701,-0.8157,0.0001,1.1588,2.4137,1 
0.1028,0.5442,0.8084,2.2349,0.9984,1 
0.7286,-1.2459,1.1263,1.1439,0.484,1 
-0.5093,0.0564,2.2977,2.3873,2.2206,1 
1.1523,0.5999,3.1795,-0.3781,0.5575,1 
-0.1654,1.0355,1.8854,2.6951,2.7466,1 
-0.4883,0.8248,1.3023,2.4243,2.5313,1 
-0.8553,-1.0595,1.2965,3.5893,1.6305,1 
-1.6243,-0.499,2.5562,1.4399,2.7803,1 
0.2412,0.8334,1.7328,3.7032,3.3347,1 
-0.407,-0.6645,0.583,1.5851,0.8077,1 
-0.1158,-0.7824,2.7993,1.7136,3.3384,1 
0.0907,0.0861,1.3917,1.7856,0.9752,1 
0.1978,1.0538,2.5782,2.5334,0.8503,1 
1.3034,-2.1372,2.336,1.4866,3.1331,1 
0.1979,0.3481,-0.5986,0.5646,2.9696,1 
1.6377,0.35,1.4166,3.2384,3.5432,1 
1.0439,-1.4964,3.7529,1.4882,1.4914,1 
-0.0974,-2.2215,3.3343,3.4424,1.9089,1 
1.5033,-1.0445,0.9011,1.8084,1.445,1 
0.0998,-1.2395,2.6028,1.2993,1.7007,1 
0.3308,-0.4458,1.2763,3.5681,4.3005,1 
1.1829,0.0598,2.8089,-0.8384,3.0574,1 
-0.9108,-0.02,3.2226,2.364,4.5507,1 
0.8951,0.8402,1.1452,2.8603,2.7483,1 
-0.4962,0.6118,2.504,2.2687,2.2951,1 
-0.8564,1.5177,2.1082,2.602,1.5823,1 
-1.5853,1.0645,3.3293,2.0213,1.0608,1 
-1.398,-0.9946,3.1421,2.5423,0.7997,1 
0.6062,-0.5721,1.8244,3.9521,4.1306,1 
-0.4127,-0.5847,2.192,0.5536,1.5609,1 
-0.1489,-0.8631,1.6928,1.9223,-0.0659,1 
1.3541,0.6296,1.644,2.1687,3.5174,1 
-0.9976,-0.4643,2.0733,1.0511,1.465,1 
-0.6134,0.8051,1.5666,2.8706,1.1161,1 
-1.1616,0.8346,2.4092,1.8796,3.9827,1 
-1.4457,-0.4196,0.3021,1.3981,2.3155,1 
0.9746,-0.4073,2.5352,2.3372,2.3302,1 
0.1664,0.4098,1.3541,1.7086,3.2654,1 
-0.0811,0.6014,1.3371,1.3331,3.6182,1 
0.5317,-0.7897,-0.0104,0.7239,-0.1178,1 
0.5102,-1.2253,2.8542,2.8481,2.8863,1 
1.222,-0.2309,1.8999,3.2461,2.8693,1 
0.4232,-0.023,3.3524,0.721,2.2028,1 
0.9958,0.6296,5.1863,2.9327,3.4425,1 
-0.3552,0.1919,1.5674,0.2569,2.3413,1 
1.1007,-1.3377,1.858,2.6027,2.3167,1 
-0.1248,1.7857,1.7684,3.6127,1.2053,1 
-0.4732,-0.5678,1.7038,2.58,3.1907,1 
0.7517,-1.207,2.0596,0.7433,1.6264,1 
1.0692,-1.0174,1.5126,1.9386,2.0772,1 
0.0678,1.0789,2.3419,0.5758,3.1715,1 
1.2413,1.0743,1.296,3.2331,3.1153,1 
0.9561,1.0255,3.4586,-0.0508,2.386,1 
1.323,2.6202,1.0724,3.1405,1.6797,1 
-0.1892,1.2168,1.1595,1.9283,2.0153,1 
0.1229,-0.8231,3.843,0.441,2.3146,1 
0.9231,-0.4444,1.5567,2.1845,1.7204,1 
0.6671,1.299,1.7691,2.8693,1.7317,1 
-0.2787,0.5352,1.036,1.5484,1.906,1 
1.1895,2.2602,1.9745,2.1264,0.8633,1 
-0.4347,-0.653,3.0256,2.9061,2.9008,1 
-0.4742,0.382,2.735,3.5125,3.5446,1 
0.7827,-1.079,0.9834,1.2559,1.9026,1 
0.9298,-1.2461,2.1026,0.9804,1.8859,1 
-0.2168,-0.3674,2.6473,2.6301,2.6792,1 
-0.9447,-0.2913,3.4133,2.7159,3.5731,1 
-0.2412,1.7551,1.9765,1.7732,2.3211,1 
0.6877,0.7317,1.0884,0.8533,1.5395,1 
-1.2228,1.6173,3.5603,0.0133,2.3,1 
-1.2738,-0.6008,3.7463,3.062,1.5481,1 
-0.0656,-0.9295,2.0864,2.8494,2.5521,1 
-0.9037,1.4384,1.6446,1.8448,0.2929,1 
0.4558,0.6375,3.353,1.5578,3.0814,1 
-0.2772,-0.6632,3.2138,3.8072,2.7795,1 
0.4082,-0.5751,2.4548,1.5546,1.7882,1 
1.8185,-0.8599,2.2541,2.154,0.8965,1 
-1.4017,-1.3192,1.9698,3.4119,2.3089,1 
0.5823,-0.8905,3.24,2.7865,1.765,1 
1.8349,-0.23,2.5958,0.7782,2.5569,1 
-2.0597,0.0652,2.5437,0.5807,1.0411,1 
1.253,0.1648,2.9206,1.9458,0.8533,1 
-0.3025,0.7745,2.847,2.6086,0.8148,1 
-0.368,-1.4805,-1.2602,2.7643,2.3874,1 
0.4941,-0.4668,2.8286,1.7239,2.0692,1 
0.7565,0.5008,1.3527,1.2445,2.329,1 
-0.1215,0.0649,3.1069,1.6875,1.5375,1 
0.8986,-0.793,2.8204,0.9517,3.4699,1 
-0.4274,1.4312,1.0547,2.1866,1.7951,1 
0.0223,2.4847,2.2537,2.9338,4.2041,1 
-1.0351,-0.6519,2.633,0.5625,2.3752,1 
0.2082,-0.664,0.7797,2.3445,1.6277,1 
1.373,0.2807,1.276,2.3013,1.6547,1 
1.4226,-0.497,0.6617,1.3357,1.8476,1 
-0.4598,0.7191,1.3497,-0.1342,0.8388,1 
-2.366,-0.6691,1.4385,3.3213,1.4027,1 
0.6631,-0.1422,2.5389,2.4585,1.095,1 
0.5775,0.3943,2.767,3.3236,2.3133,1 
0.7917,0.4911,3.2631,1.8507,2.3309,1 
0.3954,-1.5531,2.6891,2.1495,3.162,1 
-0.9585,0.8643,2.6498,1.5595,2.303,1 
0.0014,-0.1984,3.2303,0.9964,3.4032,1 
0.7119,-0.0005,2.7503,1.8465,1.9827,1 
-2.0972,-0.1054,0.931,3.9266,2.1895,1 
-0.377,0.342,1.9779,2.0972,0.8135,1 
-1.8887,0.7866,2.0774,2.1343,1.5792,1 
-2.0821,-0.3365,1.691,1.4442,1.411,1 
-1.2433,-0.4519,1.7744,3.4683,2.0546,1 
-2.1359,0.0546,4.1785,3.5685,2.419,1 
-0.994,-0.635,1.9923,3.7776,0.5111,1 
-0.7015,-1.0307,2.0344,1.4148,2.3808,1 
1.3987,0.1422,2.734,3.2525,2.6721,1 
-1.8195,-2.7056,-0.7165,2.0656,2.1979,1 
0.1373,0.2708,0.8729,1.8239,2.2252,1 
0.9007,-0.1655,2.3065,2.5333,1.2867,1 
-0.03,0.6991,1.8649,2.4524,-0.0488,1 
-1.2059,0.4625,-0.0983,2.7966,2.0424,1 
0.0251,0.2178,2.2577,1.8342,1.7656,1 
1.0212,1.965,2.2886,2.0446,3.7342,1 
-1.6083,0.4312,2.0969,2.7165,1.7144,1 
2.6231,-1.3375,2.3148,2.0835,2.7666,1 
1.6866,1.3329,1.4649,2.5826,1.7296,1 
-0.1033,1.8009,2.9125,3.0215,2.204,1 
-0.119,1.3479,1.0691,0.9138,1.5599,1 
0.2976,1.2526,2.9051,3.6587,-0.154,1 
-0.6987,-0.6734,0.6274,1.9797,4.1327,1 
-0.154,0.6569,2.5711,3.2188,2.3988,1 
1.634,-0.2493,2.3854,3.0635,1.3075,1 
1.1328,0.5097,1.46,2.4149,1.8901,1 
1.793,-0.3265,0.7111,2.3607,0.3298,1 
-0.6467,-0.1088,1.6827,3.054,2.7948,1 
0.5201,-1.8569,1.5302,2.36,0.7632,1 
-0.5229,-0.7542,1.9485,1.7832,1.549,1 
-0.8409,-1.106,1.2467,2.7806,2.8136,1 
-0.3417,-1.3637,1.5299,2.4813,1.2651,1 
-0.7904,1.7819,2.5641,2.5471,3.0554,1 
0.4403,0.8691,2.6647,2.8467,0.3606,1 
0.3573,1.3672,2.9834,2.307,1.2673,1 
0.0976,-0.3427,2.0196,2.0212,1.7625,1 
1.0927,-1.1753,2.4427,2.6093,0.2981,1 
1.3721,-0.5101,1.2812,1.9617,2.2243,1 
1.1141,0.7414,0.1131,0.4305,0.6109,1 
0.0985,-0.0329,1.8163,0.2792,3.2393,1 
0.4675,0.0613,2.0866,2.2322,2.0991,1 
0.7021,0.497,0.8374,0.2251,1.8922,1 
-0.0682,-1.1441,1.2525,0.7213,2.2685,1 
-1.4227,0.1861,1.2658,2.0181,0.9353,1 
-0.5906,0.6459,1.2618,1.5711,1.3399,1 
0.0425,0.2893,1.7903,-0.4345,2.1616,1 
-1.3857,-1.0554,2.3229,2.8775,1.1786,1 
-0.3785,0.4021,1.9305,1.0133,1.6672,1 
0.7868,-0.8774,1.7423,2.7647,1.0487,1 
0.3356,-0.6211,1.9423,2.0589,2.4219,1 
-2.4338,-1.0086,2.7121,3.7486,-0.6918,1 
-0.0609,-0.3905,0.8962,1.1069,-0.2847,1 
-1.1601,-0.7881,2.9137,2.9859,1.9182,1 
0.0387,-1.8828,1.2897,2.3598,0.6199,1 
0.8457,-0.0646,3.1787,1.8683,1.5324,1 
0.316,-1.1322,3.0729,2.7102,2.2012,1 
0.9166,1.011,3.0589,0.8156,0.6266,1 
0.6077,-0.3134,0.1222,2.9558,1.0728,1 
0.9768,-0.0222,2.0411,2.2583,3.1657,1 
-1.0654,0.3733,2.1095,3.632,2.6513,1 
0.2557,0.3523,0.6902,1.5021,1.2678,1 
1.3529,0.8746,3.1109,2.89,1.9015,1 
0.7583,0.3854,2.6157,1.094,1.211,1 
0.0669,-0.4558,1.4961,1.6838,3.7113,1 
0.7334,-0.2369,0.3672,2.9801,1.3271,1 
-0.6037,-1.4481,3.399,1.7503,2.93,1 
-0.5521,0.6117,0.4941,1.6681,0.9226,1 
0.4399,0.2002,2.2812,1.9161,3.5349,1 
0.9917,-1.0982,2.2551,2.1004,2.2921,1 
-0.6353,0.4542,2.9598,4.358,3.6746,1 
-1.3626,0.2489,3.0075,2.0851,2.2016,1 
-0.8626,0.5232,1.5275,2.1713,2.99,1 
-1.8801,0.9367,0.8009,1.1622,3.2002,1 
-0.4651,0.0793,2.6118,2.7957,0.6629,1 
-0.5948,-1.3223,3.2605,2.2963,0.8838,1 
-0.2265,0.257,1.9075,0.4643,1.8827,1 
-0.172,-0.4627,1.8606,0.8624,2.8026,1 
0.4181,-1.3474,0.8181,1.28,1.1835,1 
-2.1022,0.0277,2.4232,0.4332,1.353,1 
-0.0581,-1.3363,2.9286,0.8524,2.4072,1 
0.3316,0.0022,3.3348,2.6365,2.3753,1 
0.5339,-1.9939,1.6885,1.4813,0.9263,1 
-0.9028,-1.4821,3.5651,2.186,2.3736,1 
-0.0092,-0.0989,1.6791,1.577,2.7748,1 
-2.2927,-0.7576,2.7727,1.1903,2.2568,1 
-0.1181,0.0998,0.6727,1.3438,2.1747,1 
1.5032,0.3929,3.8004,3.0763,2.0391,1 
-0.6711,-1.5355,2.4759,2.2181,1.9371,1 
-0.8685,0.5317,3.1108,0.9605,1.857,1 
0.6783,0.321,2.1899,2.5505,1.9468,1 
2.1191,1.2836,0.7234,2.4837,2.3758,1 
1.6675,-0.4083,2.3927,0.7662,1.7783,1 
-0.0178,0.8229,2.8828,1.2027,1.1545,1 
-0.5101,0.2424,2.8123,2.3155,0.3098,1 
0.7921,-0.9373,1.8252,1.6387,0.173,1 
-1.4821,1.7133,-0.31,2.3285,1.6128,1 
-0.7361,0.2495,3.4562,0.6244,2.981,1 
-1.247,-0.1242,2.3867,3.2164,2.8004,1 
0.1608,-1.7362,0.6765,0.9215,2.2119,1 
2.5346,0.7458,1.436,2.8471,1.4723,1 
0.1248,0.1033,1.976,2.236,2.3699,1 
-0.8091,-0.8288,1.9449,2.7405,2.9058,1 
-0.3568,0.3782,2.1586,2.9209,2.8175,1 
0.3249,-1.6288,0.9602,2.729,2.7361,1 
