Feature1,Feature2,Feature3,Feature4,Feature5,Class
1.428,1.5483,1.2036,1.4197,0.5947,0 
-1.1481,-0.3399,2.0934,1.7693,1.926,0 
0.4798,-1.5373,2.231,1.8252,2.8886,0 
0.5951,1.8898,1.9472,1.2477,1.5394,0 
1.0089,-0.1749,1.6162,2.1558,3.189,0 
0.0409,0.3201,2.1119,0.4085,2.2481,0 
0.638,-0.5472,0.7227,1.4831,3.4817,0 
0.0156,0.4456,0.363,3.4877,2.348,0 
-1.4254,1.3473,2.3863,2.9553,2.6349,0 
-0.3879,-0.9933,2.8213,1.7485,3.684,0 
-1.5242,0.1122,1.8626,0.7972,1.031,0 
0.7895,-1.9512,3.2203,1.4579,-0.1968,0 
0.3173,-0.5353,1.3155,2.6134,0.7446,0 
0.7934,-0.0036,3.1625,0.3786,0.3574,0 
-1.2053,-1.8312,1.8581,0.9848,1.2149,0 
-1.3515,0.3955,2.1143,3.2427,2.0017,0 
-1.5235,-0.8242,1.6744,1.8156,3.3396,0 
-0.258,-0.3785,1.8032,1.616,1.8785,0 
2.385,-1.0537,3.7639,3.3698,2.6567,0 
0.0935,1.4453,1.57,3.5757,1.6118,0 
1.4164,0.1097,1.9048,1.2908,2.9032,0 
-0.9305,1.4457,2.3789,2.4224,2.367,0 
0.0787,0.344,2.0055,3.3036,1.2531,0 
-0.9533,-0.0481,1.0089,2.1315,0.57,0 
0.4065,-0.4644,1.4205,3.3932,2.313,0 
1.3816,0.9937,2.3788,2.3607,2.5115,0 
0.0457,0.1359,0.8671,1.3802,0.4039,0 
0.0031,-1.2339,1.3422,1.9399,0.808,0 
-0.5054,0.0482,0.7467,1.8029,1.733,0 
-1.7357,-0.1953,3.4011,-0.3305,1.9256,0 
-1.358,-0.1517,-0.2245,0.887,1.8348,0 
0.696,0.0608,0.6381,2.24,2.0159,0 
0.4537,1.0702,3.2296,3.039,1.7326,0 
1.4926,0.6271,0.7207,1.4751,2.5421,0 
-1.3373,-1.452,1.0238,0.2644,3.4108,0 
-2.1489,-0.3255,1.8454,2.6511,1.4346,0 
-0.1389,0.3646,1.3277,0.9148,3.3251,0 
-0.668,-0.7958,2.7317,1.9353,3.0428,0 
-1.6506,-1.5944,2.0568,1.9829,1.7436,0 
0.6822,1.3498,2.2973,1.125,3.8984,0 
-0.082,0.173,2.078,2.4998,0.8474,0 
0.4794,-0.648,1.9827,1.9448,4.1208,0 
-1.708,-0.8239,2.7177,0.3331,3.8031,0 
-0.1083,-0.9823,2.4214,2.6065,1.4907,0 
-1.7318,0.4001,3.5564,3.8377,1.02,0 
0.3006,-1.4084,0.8785,-0.0637,2.0784,0 
-0.1587,-0.3215,1.9342,3.5752,1.6011,0 
0.2251,0.1787,0.4991,1.7662,2.4412,0 
0.0283,0.0496,3.3557,1.4019,1.7593,0 
0.1699,-0.6937,2.4838,1.3418,3.7047,0 
-2.2993,1.753,2.686,2.1117,0.9599,0 
-0.4319,-0.5236,1.6242,3.2924,1.6099,0 
-1.0683,1.1769,2.5199,1.4317,2.908,0 
-0.0837,0.4099,2.7393,3.5386,1.3031,0 
-0.6103,-0.6555,1.2442,-0.354,1.0154,0 
-0.4952,-1.3106,2.254,3.0867,1.6404,0 
1.3591,-3.0265,3.5516,2.7368,1.6666,0 
0.1401,-0.7778,0.3285,1.477,0.89,0 
-1.5046,-0.6936,3.1854,1.9103,2.1072,0 
-0.5568,0.4808,2.5627,1.6322,2.9867,0 
0.2513,-0.2454,1.4119,1.6168,2.9535,0 
-0.6201,-0.801,-0.1247,2.7204,0.3882,0 
-0.9852,0.0679,3.0679,3.7292,0.5869,0 
0.1956,0.4672,2.7803,2.4358,2.1233,0 
-0.1439,0.2799,1.6853,0.9552,2.0984,0 
-0.0369,-1.0618,2.4971,1.0436,2.2944,0 
1.4903,-1.1021,3.1097,1.4184,2.0718,0 
-0.229,-0.1257,2.4441,0.8674,1.0584,0 
-0.1063,0.1007,1.6307,1.9712,3.9246,0 
-0.5756,-1.1545,2.5276,0.8531,1.1406,0 
-0.4271,0.7445,0.9017,-0.2412,1.0769,0 
1.4913,-0.1184,3.0006,0.7516,2.9869,0 
1.0487,-0.1213,1.9559,1.9543,3.236,0 
1.3823,0.7225,2.3579,3.7236,1.5834,0 
1.0304,1.7469,3.2118,2.6459,3.4925,0 
0.2596,-0.6836,1.7749,2.3825,3.1692,0 
-0.2124,1.6694,1.6397,2.493,1.7588,0 
0.0836,1.2894,2.9891,2.0874,1.231,0 
1.5852,-0.9352,3.7249,1.3791,2.1904,0 
-0.2809,0.523,3.6347,3.0697,3.6785,0 
-0.8919,-0.6438,3.736,1.2334,1.7812,0 
0.761,-1.9626,0.0638,1.3553,2.6737,0 
-0.8545,2.0526,2.3394,1.9272,1.5901,0 
0.6134,0.3697,1.5257,3.9235,2.9262,0 
-0.4193,-0.934,2.7666,1.8645,0.7687,0 
-0.3984,0.1671,-1.1422,0.4538,2.2322,0 
0.7394,-0.8517,2.1011,3.0296,0.6227,0 
0.4823,-0.1436,0.854,1.0934,0.9979,0 
0.8223,-0.3411,0.4357,3.8625,4.1044,0 
0.5223,1.0083,1.9595,2.0166,1.9998,0 
-1.3124,-0.7817,1.56,1.4194,1.1472,0 
-1.2392,-0.3148,1.3795,0.7799,2.2005,0 
1.0977,0.289,0.6158,2.3395,3.0503,0 
0.8435,0.1841,2.8153,-0.0249,3.8912,0 
1.6489,-1.4993,1.9266,1.381,1.1392,0 
0.6788,-0.9354,2.7796,2.1652,2.8937,0 
-0.5442,-2.5462,1.12,0.8603,1.3689,0 
1.3406,0.7056,1.2025,0.7035,0.6344,0 
-2.8031,0.8192,2.1386,3.9913,1.8269,0 
-0.2234,0.8864,0.4319,1.1413,3.8471,0 
-0.0657,1.1407,1.7817,0.7604,0.471,0 
-0.4577,-0.3001,-0.5157,2.3598,2.2559,0 
-0.6825,-0.587,3.8255,2.5912,2.4305,0 
-0.428,-1.0238,3.6766,2.3092,0.4371,0 
0.5126,2.5056,2.3847,1.6592,2.3286,0 
1.1353,0.2201,0.4157,0.9527,2.5927,0 
-1.2485,0.6845,1.1502,3.4653,1.6292,0 
-1.0137,0.7159,1.6745,3.7653,0.5744,0 
-1.085,0.0172,1.2797,-0.3449,1.9071,0 
-0.0402,-1.3587,2.8845,2.0877,1.4484,0 
-1.4603,-3.088,2.5334,1.7273,2.7705,0 
-0.2644,1.3106,3.8447,1.214,1.2665,0 
0.7226,-0.0409,1.55,1.0757,1.8278,0 
-0.5599,-0.8704,2.5282,2.4027,3.4031,0 
0.4344,0.7557,2.0413,4.1725,2.4067,0 
0.7362,-0.0378,1.8018,2.2138,2.5717,0 
1.6172,0.1563,2.6839,0.9884,0.7516,0 
0.0987,0.3198,4.0539,3.8746,1.2237,0 
-1.406,-1.0213,3.4724,3.3706,1.2459,0 
0.065,-0.3188,1.0227,1.9858,2.3681,0 
-0.1494,-0.0545,2.3138,2.263,1.8735,0 
-0.2077,1.4788,1.5332,3.0973,-1.4096,0 
0.8694,-1.7658,1.5243,3.2027,1.4331,0 
-0.0213,-0.1925,2.1181,1.1375,1.8955,0 
-0.7891,0.2616,1.9507,3.3619,1.8751,0 
1.232,-1.0018,2.9257,1.2573,1.2782,0 
-0.8983,2.8176,1.106,1.5637,2.8713,0 
-0.1584,-0.8198,3.8474,0.9771,2.0115,0 
0.1543,0.0091,4.2357,2.6294,2.6743,0 
0.2251,-0.8263,1.0349,1.7287,1.333,0 
1.4198,-1.5574,1.1603,2.0136,1.4238,0 
0.858,-1.2576,3.6335,1.8889,1.1685,0 
-1.5608,-1.0339,1.7495,1.6662,3.059,0 
0.8847,-0.3982,2.5021,2.2634,3.6867,0 
-1.7418,-1.0352,2.468,1.8914,1.2911,0 
-1.2925,-0.1638,1.8105,2.334,2.4104,0 
0.3862,0.3486,3.5675,1.5387,0.0765,0 
-0.1335,-0.4438,2.907,2.5612,0.8199,0 
-0.7071,1.4465,1.9143,2.029,2.0098,0 
-1.2464,0.0691,0.7688,2.8583,0.8688,0 
1.0461,-0.9463,1.2161,2.7572,1.7346,0 
-0.4799,0.3208,3.1206,4.2546,2.7497,0 
0.6463,-0.0159,0.0282,2.6276,1.3736,0 
-0.5537,-0.4825,0.1306,1.9992,2.6523,0 
0.9947,0.0474,2.4312,2.2103,1.382,0 
-0.4623,-0.6192,3.4057,1.906,0.0686,0 
-1.021,-0.7284,3.4319,3.1489,1.5929,0 
1.0828,-0.6282,1.219,3.006,3.0823,0 
1.14,-1.8098,2.4335,0.6743,1.2714,0 
-0.8485,0.1558,2.8596,2.5445,3.5992,0 
1.6146,0.8945,1.938,0.5265,2.3392,0 
-0.4245,1.1103,3.2637,1.2256,-0.1168,0 
1.5654,0.3285,2.6288,3.1079,3.1189,0 
0.02,-0.2966,1.974,1.2402,3.198,0 
1.7166,-0.019,1.1064,1.1454,2.2246,0 
2.2908,2.2384,0.87,1.3125,3.1771,0 
-0.0323,0.0734,3.2032,2.7704,1.1988,0 
-0.3428,0.5835,1.5515,1.3863,1.9765,0 
1.1138,1.0312,-0.0325,2.8643,2.2267,0 
0.5056,0.5391,2.7438,1.2985,3.1472,0 
-0.4384,1.982,2.6318,0.9251,3.5225,0 
1.6765,0.3434,1.4508,1.3412,2.8708,0 
-1.0066,-0.4368,1.655,2.2169,0.4935,0 
1.5656,-1.1619,1.8338,2.7495,3.2163,0 
0.1105,-0.0754,4.1652,2.4813,1.7297,0 
1.1348,-0.2081,0.3107,0.6248,1.3815,0 
0.8698,0.3478,1.9826,2.4604,1.2092,0 
-0.0349,-1.3451,2.0428,1.3103,3.6069,0 
-0.3997,1.1459,3.46,4.3645,1.6121,0 
0.7835,-0.2071,1.1946,1.7013,2.2663,0 
1.1573,-0.1041,3.0081,0.5274,3.3652,0 
1.26,2.5887,0.6898,1.2005,1.0541,0 
-0.2998,-0.4544,2.759,2.2042,2.8342,0 
-0.0189,0.0308,0.7799,3.0109,1.4191,0 
0.0711,-2.6471,1.2476,1.8687,0.9031,0 
-1.1739,0.4682,1.1052,2.4857,1.9719,0 
-0.2713,-0.2786,0.5706,2.1447,-0.2682,0 
0.1053,0.3233,1.319,1.7837,3.831,0 
-0.0853,0.6596,0.7118,1.0348,3.0492,0 
-0.4799,-1.4779,1.6387,4.1351,4.8621,0 
1.1728,1.5037,3.5306,2.2507,1.7077,0 
0.8903,-0.3664,0.6708,2.8223,1.9984,0 
0.2174,0.3325,0.7776,2.5999,3.1811,0 
0.1338,-0.2132,2.2794,3.594,2.4323,0 
-0.3815,-1.0899,2.6702,2.8299,1.7657,0 
-0.121,-0.8157,3.4872,3.1544,0.954,0 
0.4361,2.4039,1.3492,0.2225,1.7477,0 
1.3919,-1.0513,2.6887,2.0405,1.8889,0 
-0.2604,0.9169,1.3368,1.3579,2.134,0 
-0.408,1.2467,1.332,2.9169,1.8146,0 
-0.2755,-1.2992,2.3664,1.5943,1.1564,0 
-0.0852,0.1121,1.4974,2.3364,2.3394,0 
-0.5119,1.5503,0.9425,1.642,1.0401,0 
0.175,1.1472,3.362,3.4396,1.9369,0 
-1.7226,-0.342,2.3839,2.3336,3.844,0 
1.2711,1.1796,3.8959,0.7404,1.7616,0 
0.2303,-0.2172,1.0669,1.0763,1.8489,0 
0.2341,-0.3749,2.4082,2.0222,-0.1484,0 
-0.1469,-1.4348,2.7171,3.593,1.9496,0 
1.0678,0.0476,2.6502,1.7967,2.3121,0 
-1.5764,2.5729,1.8864,2.1755,0.8662,0 
-0.9488,1.2306,2.6124,1.5901,1.6171,0 
-0.3191,0.2473,1.3622,1.015,1.3126,0 
1.1493,-1.3737,2.0581,2.654,-0.0743,0 
-0.5625,0.565,1.4839,2.8206,3.4293,0 
-0.5088,0.5331,1.6144,0.5091,2.452,0 
0.1095,-0.7833,2.3326,2.6298,1.1105,0 
1.1068,0.2829,1.9812,1.033,3.0013,0 
-1.1545,0.8666,0.725,0.3591,0.6748,0 
-1.5456,1.2319,3.2914,-0.2524,2.1312,0 
0.7404,2.6958,1.9063,1.306,0.406,0 
0.4367,0.0927,1.1133,2.5743,2.1536,0 
-0.3907,-0.4166,3.3241,1.8954,2.1123,0 
0.6529,-0.2205,3.2712,1.2493,3.5595,0 
0.8589,-0.2366,1.4527,0.6785,2.2729,0 
0.9754,-1.6535,1.4058,2.2019,2.6433,0 
0.0739,0.7376,2.1888,2.8296,2.3475,0 
0.7222,0.2084,2.3582,2.7995,2.1873,0 
-0.5476,0.3014,1.8837,1.129,2.3542,0 
-0.4104,-1.8662,1.673,4.1391,2.0027,0 
-0.9248,0.6491,2.7599,2.7781,1.8655,0 
0.6478,-0.4221,1.4539,1.5672,2.3412,0 
-0.4359,0.3011,1.0785,1.9218,1.6297,0 
1.1124,0.1766,3.4535,1.2605,2.3663,0 
-1.717,-0.5967,1.2073,1.6693,1.6857,0 
0.3137,-0.134,2.8948,2.6876,2.7284,0 
-1.0754,0.4958,0.9398,1.4756,0.3312,0 
-0.2919,-0.4291,1.6226,4.0943,1.413,0 
-0.4476,-0.4732,2.8432,1.9869,1.623,0 
-1.1637,0.301,2.03,3.4529,1.4356,0 
0.3586,0.4483,1.367,3.1128,2.2132,0 
1.1253,-1.0871,2.8523,2.5817,1.7012,0 
0.2526,0.89,2.1911,-0.1012,0.5161,0 
1.0971,-0.9778,0.728,2.2635,3.2366,0 
0.9063,-0.3545,1.4379,2.9739,2.6481,0 
2.0333,0.1802,2.0106,2.2863,2.0513,0 
1.2325,0.0276,1.2261,3.9134,3.9727,0 
-0.1685,-1.8005,1.0158,3.706,0.3245,0 
0.0048,-1.5694,1.7125,2.4296,2.4225,0 
2.9773,0.1394,2.2511,1.2493,0.336,0 
1.3472,-0.0867,0.9069,2.4598,1.9862,0 
0.4441,-0.1643,1.6123,-0.372,3.04,0 
-2.6001,0.9841,2.3053,2.6617,1.4263,0 
0.896,-1.3051,1.8302,0.9998,3.0958,0 
0.3293,-1.28,-0.0251,2.5955,-0.1617,0 
-0.5537,-0.9556,1.2027,0.7571,2.7956,0 
-1.3494,0.3481,2.905,1.0457,1.2962,0 
0.9621,-0.1417,2.6625,1.2436,1.636,0 
0.3222,1.3934,2.2379,0.9639,2.707,0 
1.8656,-0.1306,0.7249,1.0651,0.3589,0 
0.5326,-1.1336,4.0423,3.7412,2.9727,0 
0.229,-0.8317,1.9649,4.225,2.4004,0 
0.967,0.6879,-0.1745,1.2823,1.4599,0 
-1.0457,1.0777,1.0974,-0.6316,1.7318,0 
-0.5106,-0.3313,4.1153,1.9693,1.9345,0 
1.1271,0.4046,3.4667,2.2049,2.2558,0 
0.459,-0.3002,-1.0006,2.0357,1.7475,0 
0.016,-0.9255,3.1467,2.4818,0.2409,0 
0.566,-0.7079,1.6508,2.3816,2.3536,0 
0.57,0.1179,1.6375,1.3142,1.9593,0 
-0.4506,-1.0117,2.9406,2.1945,-0.7226,0 
-0.0286,0.8694,4.2069,0.9836,2.4403,0 
0.0304,1.0367,3.9795,2.22,2.2396,0 
-0.097,1.0789,1.3968,0.9113,2.5747,0 
-0.2712,0.1192,0.2372,3.3635,2.361,0 
-2.1169,0.11,3.5451,1.6195,1.1369,0 
0.1442,0.7742,1.2321,2.9293,2.8342,0 
-0.1115,0.4663,2.0124,-0.5098,2.5606,0 
-0.3833,-0.883,3.1011,1.0767,2.1502,0 
0.3189,0.3935,1.4231,1.9867,2.7685,0 
0.7931,0.0746,2.4908,3.1543,2.8943,0 
2.7661,0.7629,0.3982,2.5996,1.292,0 
-0.0029,-0.6722,2.4941,0.7587,2.4377,0 
2.0385,-0.0465,0.6305,1.7208,1.1667,0 
-0.2811,-0.5882,2.7878,2.1787,1.0746,0 
0.727,-1.3608,2.0673,1.6169,3.0327,0 
-0.4314,0.0328,2.2979,2.7921,2.3734,0 
0.449,0.7497,0.754,1.8333,4.0321,0 
-0.2683,-0.9014,1.174,1.8051,2.2446,0 
1.8882,1.4481,1.9076,1.5022,2.98,0 
-0.5389,-0.2844,1.2741,2.417,2.7588,0 
-0.7275,0.5044,1.3246,2.3837,1.7377,0 
1.5731,-0.2271,2.5398,1.8306,0.8237,0 
1.4396,1.4096,2.2613,1.7147,2.3139,0 
0.8006,0.427,1.9427,1.6769,2.403,0 
-1.2553,1.4209,1.7003,2.0117,1.7153,0 
0.9509,-0.334,1.5613,-0.0262,2.1973,0 
-1.7399,-1.046,2.1829,4.6281,0.7578,0 
1.0317,0.2108,3.405,1.223,2.2531,0 
0.4288,-0.0887,2.0725,2.8653,3.7541,0 
1.126,-0.0309,2.356,1.5681,3.392,0 
-1.6729,-0.4065,1.1069,2.2948,4.1636,0 
-1.0389,0.4686,-0.0081,2.2055,1.163,0 
0.0259,0.7401,1.9397,2.6513,1.925,0 
0.3483,-0.8592,2.9652,2.4211,1.9791,0 
1.0913,-1.6555,1.2277,1.3992,1.428,0 
-1.4364,1.0233,2.1341,2.6386,1.9752,0 
0.3706,0.5361,2.7828,1.6796,2.8512,0 
0.358,1.5352,2.1522,2.2599,1.9319,0 
-0.3911,-1.4498,1.4791,1.0764,2.0384,0 
-1.4718,-0.9466,1.773,1.6213,2.1725,0 
0.1117,1.0572,0.7703,1.3159,3.0805,0 
-1.5456,-0.1299,3.4106,2.1195,3.387,0 
1.9464,1.1519,2.8608,0.2798,2.1082,0 
0.8811,-1.2152,2.2204,0.7171,2.4312,0 
-0.2556,-0.385,1.318,0.3341,3.0954,0 
0.6281,-0.3041,3.5784,1.4016,2.8956,0 
0.0481,-0.537,2.3099,2.4959,2.2391,0 
1.0025,-0.5212,-0.0134,2.1266,1.0051,0 
-0.9043,0.4935,2.1195,2.3987,2.0487,0 
2.1224,-1.3323,2.3244,1.6079,0.845,0 
0.3614,0.7717,3.0081,2.6272,2.5332,0 
0.7681,1.6056,1.6136,3.0839,-0.0716,0 
-2.1742,0.3431,1.8175,1.3272,1.5126,0 
-1.1501,-0.6159,2.7138,3.6802,2.6375,0 
-0.0544,-0.4755,2.041,2.0132,1.6512,0 
-1.4509,0.2764,1.2869,1.9186,1.1562,0 
1.2916,-0.6854,0.6476,1.9522,2.938,0 
-0.8094,2.0452,1.3269,2.971,1.2908,0 
-0.8793,-0.546,0.3728,1.6088,2.7331,0 
-2.9995,-0.0708,1.8286,2.2872,0.97,0 
0.1672,0.1454,1.8881,1.944,2.6466,0 
-1.0182,1.6776,2.4872,2.2691,1.4637,0 
1.1573,0.1827,0.1824,2.4005,2.3157,0 
2.0566,1.7689,2.4322,0.2775,2.704,0 
0.4632,0.7027,0.9757,1.4797,1.3254,0 
-1.4792,-0.5222,1.6773,3.5805,1.5038,0 
0.5557,0.106,3.6873,1.1506,2.6089,0 
1.7936,-2.9934,1.3935,1.7736,1.4078,0 
2.1847,-0.9605,0.8867,1.3835,2.4899,0 
0.0624,-0.1609,3.0806,0.902,2.0218,0 
0.5859,0.8007,1.9968,3.1356,2.8775,0 
-0.0381,-0.7805,2.7354,1.9103,0.8352,0 
0.3262,0.0025,2.7609,1.9884,3.6537,0 
-0.2713,-0.4182,2.5795,1.817,1.1445,0 
-1.4783,0.2061,0.054,1.0627,3.0237,0 
-0.4759,-0.2277,2.2899,2.8426,1.9595,0 
0.2167,0.6793,1.2643,2.3927,2.5415,0 
-2.7981,0.5032,1.4061,2.5157,2.4944,0 
-1.6575,-1.1316,1.6078,3.1648,2.0539,0 
0.3696,-0.6141,2.5798,2.2978,0.2826,0 
0.9294,1.8054,0.3531,3.6088,0.9774,0 
-1.4451,-1.0649,3.3567,1.331,3.3298,0 
-1.0239,-0.3366,0.3836,2.2122,3.3943,0 
-0.4845,0.2375,3.558,1.5828,0.5206,0 
0.4313,-0.155,2.3456,2.1344,1.9022,0 
-0.2594,0.3499,3.2366,1.5087,1.5027,0 
1.0268,0.6456,1.8605,2.3892,3.1048,0 
0.3384,-0.4038,2.4566,2.1427,1.4779,0 
-0.0719,1.7969,3.6501,1.9,3.0011,0 
-0.4196,0.5762,3.3902,3.0009,1.2269,0 
0.7995,0.4587,-0.1742,3.101,1.5207,0 
0.4795,-1.5101,4.8551,2.7958,3.2719,0 
-3.0786,-1.3396,1.8653,2.8851,0.3077,0 
0.2876,-1.1294,1.8066,2.8266,2.3893,0 
0.4671,1.7139,2.0763,1.8321,1.5828,0 
-0.1371,-0.5509,2.6403,1.6161,1.3706,0 
0.5984,-0.3302,1.6882,0.8476,2.7971,0 
-2.1264,-0.1241,1.1533,3.0288,3.2258,0 
0.001,1.267,3.5296,2.8823,1.1046,0 
-0.3122,-0.9774,1.9076,2.4405,3.4712,0 
-0.8555,1.3025,2.2355,0.4174,3.8911,0 
1.2931,-0.0819,3.3516,0.0617,-0.2829,0 
0.2046,-0.394,2.4963,2.2818,2.7398,0 
-2.6457,-1.2237,0.736,1.474,1.9374,0 
-0.9073,0.5592,0.8429,4.5172,0.4681,0 
-1.4048,-0.3008,1.288,0.4417,2.0673,0 
0.966,-0.4861,2.1896,2.7186,4.3572,0 
-0.3047,0.6979,1.3855,2.5969,3.2599,0 
-1.268,-0.3784,0.6206,3.2482,1.1764,0 
1.0093,1.2837,1.6593,2.4074,1.0384,0 
-1.0151,-0.422,1.1912,3.0931,2.5621,0 
0.4634,-0.2462,1.1799,2.584,1.0784,0 
-0.7245,-2.4356,-0.2728,3.0577,3.2443,0 
0.1854,-0.1673,1.3241,4.0154,2.6647,0 
0.3332,-0.7879,1.5702,1.5669,2.1655,0 
0.9491,0.7272,1.976,0.4752,1.0568,0 
0.5145,1.6919,2.2514,1.9325,0.6717,0 
1.3651,-2.0471,2.2751,2.8247,2.1204,0 
-0.4776,-1.2862,0.9602,0.8678,2.9005,0 
1.4282,-2.2394,3.5269,2.1629,3.8643,0 
-0.1943,-0.8997,3.126,2.0705,2.8469,0 
0.3841,0.1718,1.0249,1.9637,2.7109,0 
0.612,-0.1114,1.5184,2.3948,1.6302,0 
-1.7781,-2.5188,-0.2174,3.9478,3.1558,0 
-0.5471,0.3304,2.6522,0.8145,1.4782,0 
-1.2911,-0.8376,1.9986,2.8608,2.8885,0 
