Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Class
2.9598,9.7297,1.9853,3.3154,1.7862,2.4684,0.5812,1.1988,0.8762,1.9963,-1.3057,2.2652,1.9269,1.7523,1.1154,1.7639,2.3108,1 
1.6014,10.7459,3.3217,1.2175,0.9576,2.1358,2.2522,1.3491,0.4594,3.7147,1.8585,0.3053,-1.1492,2.828,1.5856,1.5697,1.7831,1 
1.7366,9.4052,0.144,2.2485,2.7962,2.7413,2.2244,2.3037,2.6533,3.6728,2.2943,1.6891,0.6642,1.632,1.1755,0.5348,2.3266,1 
2.6219,10.8963,2.4858,0.6014,2.103,4.8215,2.6601,1.9003,0.3958,2.7767,5.1828,3.6874,3.0197,4.1066,3.1307,2.1546,1.2734,1 
2.8028,10.5005,1.4523,2.3845,1.9705,2.9142,1.3424,2.302,3.9573,2.0931,3.2273,1.4973,1.0225,2.0855,2.557,4.4435,2.425,1 
1.442,10.4842,1.3012,2.9292,3.2384,0.9402,1.7428,3.1222,0.799,1.4532,1.6122,0.1034,1.3056,0.719,2.3619,1.7944,3.1886,1 
1.1742,10.2038,2.2005,2.5004,2.4289,2.4475,1.8818,2.2927,2.8346,2.7188,2.4454,1.7418,2.821,3.6078,2.4477,2.9853,2.7169,1 
3.0065,11.3591,1.7461,2.1839,0.9613,0.7523,2.1729,0.9656,2.0835,2.3851,0.5862,2.7464,2.367,2.1523,1.2039,2.7643,3.5743,1 
3.8176,11.0371,2.8039,4.6783,1.4926,2.8705,1.8117,1.3877,1.9724,1.4303,3.2596,0.3299,2.8123,2.3029,2.6689,1.4228,3.0136,1 
1.5845,8.9767,2.3801,2.029,2.1228,1.3335,2.836,0.8364,2.6957,4.4224,-0.5666,3.3425,3.0942,1.8891,1.3447,2.5107,2.2622,1 
0.9011,8.2548,1.9953,3.123,0.5854,1.8855,0.688,1.8573,3.3394,3.7227,1.3266,0.3006,0.0268,1.2691,1.7737,2.1812,1.5941,1 
0.6209,11.1887,1.4723,1.1138,1.7764,3.2241,3.1473,-0.0108,0.8012,1.3027,2.6398,2.2826,2.0071,2.9842,2.5537,2.5784,1.5983,1 
1.5538,9.3315,2.7595,2.2706,2.7284,-0.22,0.7547,2.586,2.157,1.5749,1.4407,2.5122,1.7332,-0.3307,1.8347,1.4304,1.1569,1 
1.5336,10.5279,0.4472,1.8857,2.5781,3.7144,2.3484,2.1255,1.9918,1.2573,2.3458,1.9254,1.4923,2.0823,3.3899,0.3392,1.4513,1 
1.3584,10.7431,1.6798,2.1396,2.7587,0.9924,1.6125,1.9032,1.724,1.7218,2.8363,3.3608,0.629,1.7238,2.1326,1.5551,2.4895,1 
2.0871,9.2996,3.0011,2.3963,1.97,2.0056,1.9621,3.9991,3.5718,2.0303,2.0872,1.0569,2.6815,1.8265,2.0487,2.374,2.372,1 
2.5643,9.1411,1.3123,2.5665,0.9701,3.2899,2.6261,1.2632,2.4594,4.4947,1.198,1.6997,2.5526,1.9374,2.3055,0.8481,3.0328,1 
3.2326,10.7885,1.9602,2.705,1.9107,1.0271,0.8816,1.8486,0.6867,1.3538,3.241,1.2699,1.3098,1.5551,2.202,1.6086,2.8952,1 
1.8726,10.0122,1.4716,2.7912,1.8558,1.2774,3.1712,3.6225,2.8456,0.785,3.2565,1.0529,3.161,0.1196,1.4357,-0.0672,0.6585,1 
1.3756,9.1756,3.1143,0.8194,3.8372,3.8555,4.9068,1.9574,3.4631,2.2803,2.2478,2.9877,1.7593,0.4039,3.0525,2.0606,2.4438,1 
0.3627,10.7012,2.3408,1.763,2.5931,3.3175,3.1311,4.0426,2.2775,1.3864,3.057,0.9141,2.9422,0.8761,2.8602,1.584,0.5078,1 
2.8376,7.7635,1.4331,2.3834,-0.6642,0.8294,2.1906,2.055,2.199,2.2695,3.0256,3.7874,2.1762,1.8101,2.3909,3.3289,1.5486,1 
2.0013,10.3436,2.7132,3.6379,2.3898,1.771,1.2546,-0.2912,0.8989,3.085,2.2299,1.1049,1.0361,3.1306,0.3879,1.0582,1.2956,1 
1.9954,10.7847,3.6499,1.2874,1.0384,2.4709,2.589,0.4792,1.0614,1.2007,1.3469,2.5702,1.8675,2.568,1.2936,2.8094,1.7961,1 
0.6505,10.1672,0.8798,0.2908,0.1725,0.9036,3.0909,3.23,2.9759,2.4782,1.5289,2.4341,0.6556,2.2661,0.3221,1.9728,0.541,1 
1.8818,11.0124,2.7993,2.5209,1.569,2.7331,3.0461,0.4028,2.2035,2.6843,1.1683,0.8439,1.3136,2.0696,2.6427,3.3063,3.5063,1 
1.4027,10.7019,2.1398,3.2687,1.6597,1.2722,1.4777,2.991,1.2873,2.4782,3.2098,2.1958,2.1042,2.514,3.456,1.8535,2.9082,1 
2.7342,8.4145,0.9186,2.2047,-1.8209,2.5676,1.4395,1.5978,1.6932,0.9187,3.6899,0.3351,1.9741,2.7325,3.1734,0.9445,3.6994,1 
3.3732,10.4193,1.3729,3.5122,0.9834,2.6631,2.3013,1.5004,2.0339,0.955,1.6456,3.2356,1.8711,1.9933,1.9722,0.1718,1.4183,1 
1.5195,9.7816,2.6306,3.4047,0.9333,2.1676,1.8355,2.4787,2.2375,3.0624,2.1844,1.6183,3.8391,2.6148,2.8007,1.196,2.3272,1 
2.2255,9.0852,3.0136,2.7511,2.4805,0.1547,1.0875,1.267,3.8069,2.8608,1.8629,2.2899,1.9334,1.6025,1.8824,1.656,1.3509,1 
1.6228,10.3453,2.6493,1.5048,1.5237,1.9728,1.7862,1.3956,1.716,0.9622,1.6398,3.3944,2.3151,2.4192,4.1077,1.4341,3.0404,1 
0.4541,10.7297,3.1244,1.6225,3.7646,2.0028,3.1987,2.1606,-0.1756,0.3261,1.325,2.2818,2.6664,1.2857,3.3106,0.6307,5.0603,1 
1.3683,8.4515,3.0411,1.2014,1.7511,2.5436,2.6565,0.3475,4.0988,3.6226,3.1536,1.785,2.4608,3.259,2.0369,2.8141,2.177,1 
1.2658,13.0626,0.4957,3.1812,2.0508,1.1544,1.1738,3.0071,1.6256,2.8299,0.536,1.5064,1.0062,2.2291,1.2485,1.6975,1.9228,1 
2.0443,9.7499,1.4892,0.8681,1.5313,3.8847,3.1731,-0.1464,0.6643,2.8808,1.2438,1.1918,0.444,1.5961,1.9723,2.2477,1.0847,1 
2.1284,10.3057,1.0731,2.6108,3.1699,2.1749,2.3121,1.8361,3.5758,3.7194,2.5233,1.9496,2.7182,2.6,2.1247,2.7608,2.8152,1 
2.7424,9.4744,2.1859,-0.022,2.4993,1.6178,2.8149,2.2381,2.8986,1.6801,3.1037,1.2109,1.3717,2.0242,1.2916,1.8785,0.1241,1 
1.2435,10.4673,1.5832,2.5595,1.4994,2.3461,2.136,2.3238,1.9767,0.86,2.1955,2.0654,1.8343,3.762,2.1295,4.2002,0.6226,1 
2.6808,10.0443,1.0927,1.7525,0.8777,3.0421,0.7187,0.2483,2.7865,3.3406,4.8413,1.1011,2.1964,1.9616,2.6024,2.5062,1.395,1 
1.0483,10.7866,2.4895,2.7637,1.2115,1.9645,1.8369,1.5525,0.5686,0.2493,1.7457,2.687,1.6291,3.3443,2.3736,1.8637,2.5039,1 
2.0912,8.9921,2.6325,1.1224,0.8394,2.2328,1.1696,2.1757,3.388,1.848,1.309,2.8254,3.9525,2.6414,2.8384,0.4147,2.326,1 
2.3355,9.2475,2.1625,1.7267,1.7709,2.9384,3.0453,1.0139,0.6367,1.4541,1.0659,3.1399,1.6794,3.0623,-0.2111,1.8188,0.9527,1 
1.9184,9.4734,2.7875,2.0643,1.0227,4.2594,2.2974,2.693,2.5499,3.662,1.4646,3.2062,3.3234,2.1748,1.4763,2.2438,2.5866,1 
2.2545,9.1677,-0.1343,1.3373,2.047,3.1374,1.941,2.7128,1.0605,2.1224,3.3253,1.992,1.4258,1.1467,1.5429,1.8389,3.3254,1 
1.0712,9.0948,1.5295,0.6897,2.1781,2.0614,2.0538,2.488,0.84,0.9668,1.9227,1.5088,0.9879,1.6889,2.7911,1.5105,0.5569,1 
0.7128,11.1045,0.1357,1.9188,3.0227,2.7569,1.111,1.1609,2.2101,1.3796,2.7713,2.4215,1.1025,1.5312,0.8351,3.4418,2.9761,1 
3.0603,9.2911,2.5293,2.086,1.5229,3.0429,1.3855,3.5339,2.5152,2.0779,2.9071,2.2689,2.8462,1.2567,-1.688,1.478,2.7196,1 
3.1399,10.6965,1.119,2.1302,2.3786,3.0547,1.7779,1.7274,1.7262,2.8994,1.6892,3.8063,2.0796,0.3829,1.8435,0.3493,2.5733,1 
0.1822,9.4031,3.1022,2.6295,1.9788,3.284,3.2674,2.8548,2.4093,2.1675,2.1044,2.8301,1.5444,0.8537,1.2109,2.0963,0.3348,1 
1.4188,9.3023,2.4298,2.5063,0.8925,2.7074,1.7766,3.674,2.3767,0.8079,1.4069,1.7914,1.6261,0.9087,3.8037,1.3636,0.8096,1 
3.1554,10.0225,1.4782,2.3241,3.0108,1.9804,2.185,1.9479,1.7326,2.5493,2.4077,3.1883,0.1851,2.8627,-0.108,1.4715,2.7579,1 
2.6146,9.9508,2.022,2.0945,2.6938,1.2224,3.0451,1.6954,1.7635,1.6902,2.6774,3.3096,2.3608,2.0719,1.5109,2.689,0.9815,1 
0.8515,9.7342,0.0475,3.3155,1.7639,1.4787,1.8227,3.053,1.6827,3.1759,1.0135,1.9993,1.6447,1.3477,1.9534,2.4803,2.58,1 
3.3844,10.1112,2.7846,1.1819,0.3828,2.3658,1.6607,2.2461,2.6189,-0.1854,1.973,1.8519,0.9407,1.7107,2.9521,1.667,0.4824,1 
2.9675,10.5598,0.9725,3.9039,0.5568,1.6611,2.8847,2.6252,1.0533,1.725,1.5878,2.3767,1.9315,1.4761,2.7441,2.4225,1.3248,1 
0.5661,10.738,2.5037,1.3652,3.2083,4.3918,3.1305,0.7033,1.7828,3.8893,1.4421,2.4686,0.9989,1.8685,1.6433,1.4958,2.3349,1 
1.1007,10.3173,2.0438,3.033,1.3305,2.7218,1.3483,1.7565,3.1858,1.2904,2.0296,1.9282,2.6923,0.6728,3.035,2.1315,1.1013,1 
1.409,10.0155,1.4746,1.0886,1.0296,1.9811,2.6106,0.5976,2.8465,1.7867,-0.6303,1.8434,1.8332,0.9992,2.7791,1.992,3.306,1 
3.9024,9.5159,3.0416,2.7685,3.2275,0.2695,2.9133,1.261,2.9869,1.513,2.5274,1.5022,3.228,0.6827,2.7916,1.3605,1.5669,1 
2.6611,10.2226,1.3567,2.4838,1.1625,-0.9169,2.3174,0.9151,1.992,0.7883,2.1499,1.1827,0.9536,2.5668,3.1873,0.0785,1.7335,1 
1.7306,8.6762,2.0657,1.9671,1.1045,2.3103,0.543,3.345,1.9689,3.2373,1.8785,2.5721,1.7413,3.2453,1.6895,2.302,1.8766,1 
3.6002,10.1524,1.7771,3.1398,2.0135,0.7818,2.2257,1.1978,0.2463,2.3215,1.3745,0.8752,4.7776,3.4668,1.8504,1.6232,1.9051,1 
2.2973,12.0417,2.2043,1.5057,2.9593,2.0005,2.0033,2.4526,0.8833,2.133,2.751,3.0916,2.0331,-0.0891,2.7304,1.0261,1.982,1 
1.2342,10.7846,0.9248,2.1962,1.9322,1.4929,1.3657,1.2268,1.5253,1.7219,2.1347,0.8126,1.7883,1.6781,1.5898,1.0937,2.5992,1 
1.5276,8.5425,1.2132,1.5316,0.8633,2.7802,0.4379,0.3856,2.2845,1.9119,2.0423,1.9466,2.7742,3.3779,1.7525,2.9435,2.7814,1 
3.5266,9.6247,2.6823,0.8836,0.3326,2.266,0.8831,2.6877,1.9067,2.9201,-0.2248,3.0497,2.4605,2.0951,1.4824,2.2168,3.2891,1 
1.8053,9.8952,3.5465,1.184,0.9542,2.4275,1.1082,1.3696,2.1086,1.2029,1.9875,1.7224,2.2433,1.7538,2.7419,1.9642,2.8616,1 
3.9864,10.205,1.9044,0.961,2.7631,2.0831,1.3622,1.858,2.7964,3.049,1.6623,1.7813,2.909,0.4391,0.419,4.9824,3.4992,1 
0.5801,10.7397,2.6451,1.9054,1.3458,1.4774,2.423,2.023,3.2306,2.3765,2.7687,3.0239,0.8985,2.0991,3.2073,2.2447,1.0573,1 
3.6265,9.303,1.1633,3.138,2.0184,2.2373,0.9992,2.1598,3.527,2.5996,1.4029,2.0888,3.2125,1.1912,0.0833,1.8079,2.4797,1 
2.0547,10.1842,0.8868,2.1857,2.765,3.8253,0.9487,3.1965,-0.0649,1.6068,2.8089,3.2664,3.5377,2.0836,1.7265,-0.5625,1.6581,1 
1.5898,9.4268,4.1031,1.7268,2.9547,0.8855,0.9251,1.9166,1.4575,5.1277,0.4914,3.8036,3.96,1.7294,1.9005,0.9027,2.8047,1 
1.2969,11.5287,0.3573,3.607,1.787,2.5823,1.8748,3.0654,1.9673,1.4081,1.3168,1.588,2.2038,1.1075,0.9222,2.2179,1.0403,1 
0.7378,9.5035,1.5651,0.0359,3.4183,1.9518,0.7971,2.0254,3.0561,2.2747,2.8044,1.3841,1.5651,0.4829,1.9171,3.2872,0.6827,1 
2.8508,8.2866,2.0342,2.815,3.0075,1.7596,0.1349,1.0273,3.4896,2.0969,3.1453,1.7993,1.5764,1.7336,3.3919,2.3155,3.529,1 
2.8082,9.7553,1.4553,1.3339,2.0931,0.6824,1.8599,0.6213,2.1572,1.1436,2.1351,2.6673,2.3609,0.1791,0.7362,3.5614,2.63,1 
-0.4878,11.3753,0.7369,2.3898,0.7436,0.3892,0.7956,3.2112,0.5802,4.4975,3.0072,1.4721,1.8391,1.5922,2.184,0.7805,1.0731,1 
0.938,10.7269,1.7624,2.1107,2.2728,3.24,3.2045,1.7738,1.3665,2.5507,1.8318,2.2563,1.8582,3.121,0.6132,0.97,2.6214,1 
0.8948,11.2697,1.0723,1.1732,1.9282,2.5011,2.6162,2.3145,1.2286,2.2386,1.4001,1.8034,2.5247,3.5176,2.1859,2.7721,2.8789,1 
3.4049,9.806,1.5331,2.4454,-0.8069,2.2355,1.2683,3.3377,3.6541,1.2985,3.103,1.7356,0.6933,2.1054,0.6287,0.7981,1.6835,1 
1.0403,10.5737,1.352,1.1514,1.0849,1.4091,2.0735,0.7731,1.7595,2.3394,2.2251,3.2157,1.2983,0.5418,2.293,2.584,1.6034,1 
2.7428,9.2224,3.4622,2.6732,3.3207,2.5596,1.5486,-0.4514,3.2947,2.5631,2.9416,2.7418,2.588,2.6081,1.7481,1.7969,0.693,1 
0.3988,9.9747,2.5583,1.5234,2.4427,1.6275,2.3143,3.3392,2.3352,2.0216,1.6929,1.6137,2.0935,3.7093,2.6352,4.1879,2.9219,1 
2.0363,8.1788,1.5339,2.3462,2.8613,2.5898,1.5053,1.3931,2.7005,2.669,1.396,0.2965,0.883,2.9148,2.5228,2.3459,2.9364,1 
2.0293,8.9014,2.0622,2.715,1.9058,1.0062,3.5979,2.5458,2.6234,1.3917,2.1079,2.116,2.7785,0.9882,2.8842,1.6792,0.3118,1 
3.4171,10.5009,1.6265,1.8321,0.318,-0.0981,3.858,1.7712,1.4815,1.5286,1.8296,2.4826,2.5701,1.6783,3.3438,1.6337,3.2712,1 
2.3795,9.6758,2.2193,2.6288,3.2763,3.8492,2.5253,3.8752,1.3769,1.6117,2.013,3.4084,-0.2154,1.4494,2.3823,4.2704,0.1939,1 
1.7751,9.2678,1.9242,1.1183,2.3281,2.7256,1.1995,2.1069,1.5783,1.8368,1.903,1.3402,2.4198,2.0655,1.0705,2.7865,1.8091,1 
3.3023,8.8226,2.2481,3.0364,1.6255,2.9813,1.344,2.3385,2.8788,2.6822,3.2301,3.3967,0.3687,1.6125,2.8233,1.4705,0.8381,1 
2.6972,9.2483,0.9569,0.3735,2.4982,2.3277,1.6848,2.2313,0.233,-0.0107,2.3195,1.2586,1.3662,2.6973,2.3368,4.015,0.7062,1 
0.4641,10.2364,2.114,0.9229,2.383,2.2736,3.1766,1.3225,3.265,3.7459,1.6112,1.3105,1.1828,1.7051,3.0554,3.7227,1.2028,1 
1.66,11.8591,2.2043,0.2316,3.0731,1.8831,2.1058,0.9095,2.1413,2.3931,2.8376,1.0055,1.2134,1.9854,0.6977,1.746,2.438,1 
1.4817,10.1026,2.3149,1.4514,1.9148,1.6659,3.7394,1.4884,2.1519,2.0958,1.4216,1.01,0.9766,3.1663,1.3368,2.4212,1.2068,1 
3.066,10.6737,1.3789,3.0328,3.0412,-0.3924,-0.37,0.4559,0.2548,2.1585,1.453,0.2899,1.3435,0.9669,1.5522,2.6268,1.2583,1 
2.3931,9.3169,1.1118,1.0702,1.6162,2.3271,2.8021,1.9759,1.7099,1.7084,1.8734,2.2924,1.5077,2.5811,2.2355,0.6814,0.7718,1 
2.4088,10.0132,0.8218,1.3994,0.83,2.4418,1.1799,2.6541,3.2278,2.0019,0.4481,1.2129,2.2171,1.255,1.68,1.003,3.0413,1 
2.3661,10.9975,2.7488,3.0386,2.7761,4.1867,0.6982,3.1225,2.2992,2.0298,2.1963,-0.177,1.4804,2.0892,2.3494,3.0679,1.7779,1 
1.4604,11.4873,2.6245,1.8351,1.0585,1.92,0.6584,2.9945,1.5422,1.3471,0.3776,1.1864,0.7983,0.4984,1.6561,3.1515,1.8272,1 
2.8783,10.9393,2.2506,0.6985,2.0485,2.1469,2.439,2.7519,1.8882,2.4145,3.2718,2.231,1.969,3.2177,0.5956,1.4607,3.2444,1 
1.5733,9.2997,2.4302,0.9348,0.6676,2.6702,1.1382,1.3299,2.35,3.1101,2.0963,1.6834,1.8245,2.263,3.9732,1.6695,1.4489,1 
1.0499,9.046,2.7854,3.2898,2.8064,3.5693,1.9205,1.6059,2.5998,-0.0338,3.4114,0.4787,1.1864,2.9708,1.6591,1.9937,0.7522,1 
-0.0268,10.0195,2.8959,2.6703,3.5847,2.8526,3.3703,0.8449,2.3964,2.6216,2.253,2.7239,2.758,0.5597,3.4761,2.655,3.2393,1 
3.532,10.7167,0.2807,0.6599,4.0135,3.2318,3.4993,1.9469,2.9531,0.1793,0.4856,2.7954,2.8392,1.9964,2.0873,1.0297,1.3298,1 
2.0262,10.745,1.6484,0.9273,2.347,2.793,2.3411,2.8097,3.3565,1.2833,2.7383,1.8724,3.2014,1.9083,3.0634,2.2687,2.3366,1 
2.5631,8.294,1.5897,1.906,1.3743,1.3973,2.0172,1.3257,1.5533,1.6492,1.4815,2.3664,2.5434,2.0713,1.392,1.8616,1.5732,1 
1.5058,9.4966,2.4411,1.6439,2.6647,-0.2577,-0.5915,0.157,2.34,3.6482,1.5473,1.3936,1.5642,2.731,2.5296,1.7606,0.4459,1 
1.0668,10.2005,3.6578,2.2982,3.6362,2.9371,1.5566,1.8634,1.2959,2.9706,1.9365,0.6048,1.7665,2.4647,3.0119,1.8364,0.7426,1 
2.6703,9.9219,3.5893,2.3899,4.3382,3.022,4.3749,2.5606,0.8951,2.0796,0.7464,1.4846,3.0625,2.8582,2.0704,4.02,2.6056,1 
2.6256,11.9877,0.5287,1.3555,1.6913,1.7176,2.5114,2.535,2.2323,2.5287,3.0335,2.128,2.1673,2.9953,1.4976,1.2846,1.207,1 
3.079,9.9135,1.665,1.6717,0.5441,3.0408,2.8625,0.5217,1.0013,4.579,1.2879,1.5259,2.5486,2.6788,2.2069,1.1456,1.0539,1 
2.5454,8.251,2.5551,0.5447,2.8856,0.2512,1.6606,2.5486,0.7904,1.8647,4.3911,1.186,2.1412,0.4961,1.9278,0.8312,3.1496,1 
2.8648,9.1031,0.9636,1.5621,1.1907,1.4401,2.8522,2.7767,0.624,1.2696,1.7768,1.9293,3.3468,2.3351,1.3252,1.516,0.8301,1 
2.8359,9.1254,3.8747,2.2719,3.5525,2.0864,-0.842,1.5102,2.3803,1.2732,1.3099,2.0303,2.0785,1.923,2.9702,0.5863,1.5542,1 
1.3148,10.437,2.0633,2.8427,2.5649,3.1155,2.7437,1.8456,1.9474,2.358,1.2067,1.3478,3.446,2.2091,2.8539,2.098,3.0015,1 
2.9858,8.5745,2.5897,1.1112,0.7166,2.594,2.0624,1.5525,1.2698,1.9631,2.1039,0.7898,2.3064,2.9669,2.4658,1.1828,2.3137,1 
3.0054,10.5553,2.1451,3.4416,-0.8433,0.8965,0.9918,2.0283,2.2827,3.1066,3.2794,3.6007,4.1517,3.2533,1.888,1.5983,2.345,1 
0.7483,9.3157,1.5872,2.1025,1.2524,1.3066,2.9811,2.4813,2.3458,1.1311,1.3889,0.777,1.9073,1.5986,0.6532,1.3578,1.389,1 
0.6758,9.1017,1.9113,1.2317,1.4983,0.1566,1.4257,1.9421,4.0545,-2.3995,0.8386,1.6332,2.7036,3.3227,3.3737,3.5078,2.3613,1 
2.4703,10.8347,0.8527,1.8977,3.3345,3.2783,1.8748,2.6344,0.3175,2.1942,1.2952,3.202,1.5803,1.5285,1.7617,0.9269,2.2131,1 
1.5076,9.8099,2.5709,2.8152,2.767,1.797,2.5237,2.8098,2.8654,1.5945,1.7045,2.0952,1.5506,3.0827,3.8181,0.9592,1.0741,1 
2.0079,9.7825,1.8009,2.4145,3.0466,0.2219,2.352,1.7549,-0.6807,0.9908,1.2795,3.0232,0.5853,3.506,3.1736,2.0931,3.106,1 
1.6589,10.2941,4.4059,1.4386,1.7935,1.5788,2.1299,4.2951,1.9259,3.4604,2.3186,1.2382,4.1949,1.1961,2.6359,-0.1636,3.6889,1 
2.4048,10.6897,2.8858,2.2062,2.4038,1.627,2.4302,1.4602,2.6829,1.8318,1.605,0.0567,1.6641,3.8479,2.7878,3.0849,2.9541,1 
1.9351,9.8503,2.8901,1.0153,-0.2366,1.2622,1.8294,2.1367,3.0886,0.239,1.4313,2.792,2.7648,2.1262,3.0049,2.8604,2.0273,1 
2.6746,10.5519,1.9295,2.4039,2.045,2.5137,3.5693,-0.4432,3.1242,0.6999,0.4597,0.8619,1.0988,2.8296,1.5612,4.2699,1.8944,1 
0.9116,10.3424,0.2266,3.085,1.5496,1.3638,1.4458,3.6126,0.1848,3.6574,2.4054,0.6669,1.5362,3.0921,1.7852,4.3514,2.219,1 
2.1425,10.0073,2.1621,1.0534,2.6221,3.3842,2.0101,2.1501,0.9795,2.0399,2.3836,1.8165,0.6178,2.7493,2.7953,4.0943,1.7761,1 
2.5631,9.8966,1.0645,2.8001,2.3043,2.7979,1.4187,0.5354,1.9517,1.7575,1.5971,1.9248,1.7662,3.0256,3.7595,2.5903,2.1931,1 
2.1874,9.4228,2.9969,3.4983,2.3017,2.0732,1.272,3.5124,2.3666,0.1911,1.2688,2.129,1.2305,3.2138,1.5978,2.0005,3.2823,1 
2.0184,9.0989,1.2327,2.2206,2.252,1.6053,2.1438,0.3937,1.7162,2.4177,2.9738,1.3745,3.4943,2.7297,2.5056,1.467,1.8334,1 
2.6311,10.0871,2.5922,1.9931,2.4586,2.9788,2.2935,2.7013,2.1666,2.4073,2.4242,2.1692,1.1265,2.3425,2.3104,1.3559,1.5776,1 
3.4317,10.1087,2.3971,3.029,2.6684,1.7287,0.3543,2.2603,2.5119,2.2925,1.8384,2.2252,1.2228,0.5821,0.0186,0.5342,2.8948,1 
2.7756,10.0232,1.3164,1.3571,3.0134,1.9548,1.6782,0.8369,2.9274,2.4735,0.1083,1.3405,1.3889,2.5137,0.6667,3.0961,2.306,1 
1.6946,11.6542,2.4477,2.6289,0.838,0.8451,2.9525,1.7539,4.2138,2.0456,2.3787,2.8456,1.5045,3.714,2.8657,3.0222,1.4435,1 
3.0504,10.6128,2.7134,2.0174,2.4958,3.915,1.4433,2.1897,1.6464,3.0135,1.6867,3.2769,0.9373,0.5378,1.3928,1.7127,3.1835,1 
0.3989,10.5019,1.7396,1.8827,1.5549,0.2982,1.4811,0.8972,1.2132,3.6886,2.0025,1.9371,0.0152,2.8742,1.6353,1.1469,1.8083,1 
1.8119,9.5221,0.3594,0.9917,3.5337,0.7591,3.684,2.4038,2.7182,3.1669,0.904,1.9165,1.6743,0.416,0.623,-0.1349,0.3769,1 
2.5974,10.0371,1.7283,0.9624,1.6499,2.2109,2.0695,1.7874,2.2495,1.9101,3.1221,2.0786,1.9319,2.6765,2.1637,1.4513,2.1389,1 
2.1317,9.9252,1.8598,1.4686,1.8297,2.1204,2.0823,2.8964,2.771,1.0945,3.14,1.1698,4.0152,3.1296,1.3148,3.585,3.0136,1 
1.3408,12.7573,0.7711,1.5952,1.7982,1.0089,0.9208,3.8681,2.4842,3.2823,3.604,1.0904,2.2657,0.4312,2.4519,0.829,1.1188,1 
3.0297,8.9039,1.5506,1.9478,1.9401,3.8317,-1.0028,0.8281,2.7378,4.0756,2.1043,0.5475,2.799,1.2054,2.1057,2.3268,1.3147,1 
0.3581,11.3265,1.3044,1.3719,1.7144,1.7156,-0.6085,3.5873,0.8622,2.657,1.7483,3.1061,1.7179,0.1226,1.3808,2.1045,1.8635,1 
2.3082,11.168,0.8335,2.3542,2.5615,2.3836,4.9395,1.8017,1.0686,1.7709,2.6913,1.3448,3.0196,1.6313,0.3906,3.7497,1.7378,1 
1.0587,9.0196,1.8275,1.9771,1.6109,0.9473,1.3128,2.2311,2.0284,0.4842,1.74,2.2883,3.4463,2.418,1.9566,3.2663,2.3721,1 
1.9469,9.2025,2.0183,1.2519,2.615,2.0412,2.6729,3.1003,1.6718,2.0312,2.3975,3.9659,1.7044,1.9051,2.7549,0.4798,2.2304,1 
