Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Class
0.6116,-0.4066,3.2724,2.8024,0.4223,2.0791,1.0465,3.4201,1.5757,0.9983,2.1342,4.8637,1.9298,0.4002,2.2334,1.6682,2.7624,0 
-1.1878,-1.2485,1.7992,0.9807,1.5444,2.486,4.0174,0.8774,1.4301,2.3851,1.0099,1.5402,2.5501,1.2135,1.5608,4.3266,3.086,0 
-1.877,3.2278,2.0303,1.0569,2.3986,1.1189,1.6408,2.553,2.4001,0.182,0.9668,1.9559,2.1517,3.6194,0.3937,1.1968,1.7466,0 
-0.4725,0.8954,3.5378,2.4279,2.1919,0.8092,2.8347,1.6875,1.6271,1.9286,2.3296,1.7427,3.5784,2.3469,0.9332,3.41,2.6616,0 
-0.1749,0.0848,1.0927,1.5979,2.9321,2.258,1.9495,2.4933,0.0202,2.5463,1.8805,1.6813,3.4505,3.5527,2.7749,1.6103,2.2893,0 
0.6526,-0.3041,1.2065,2.2454,2.6375,1.9873,3.8554,1.4614,2.8781,1.3895,3.4289,3.1982,2.3221,1.2645,1.5766,2.7935,2.4552,0 
1.6823,-1.0101,2.0043,2.0243,1.2604,3.5629,1.8744,1.4241,2.4854,1.6022,1.6146,2.3838,2.6896,2.0487,0.3444,0.9257,1.7957,0 
0.6298,1.1326,3.3749,2.1085,2.619,1.9262,2.0401,2.5538,3.215,1.3054,0.926,1.7921,1.9591,2.892,3.4698,2.1635,3.3324,0 
0.0146,-0.9923,2.2024,2.775,2.0527,2.3165,0.7736,2.8273,1.5515,0.7974,3.0852,3.9946,2.5363,2.6509,2.0627,0.7346,2.0088,0 
0.9573,-1.6535,4.0715,2.7883,3.4182,0.5874,1.2746,1.4084,2.2948,1.6129,4.1843,2.003,1.4018,2.7499,1.4126,2.9698,1.4382,0 
-1.1171,0.3856,1.3283,1.9223,2.1415,1.3917,1.3409,1.2181,0.3825,2.131,2.2124,1.9595,2.0773,3.199,1.465,2.9234,1.7673,0 
-0.013,1.1906,1.0129,0.8145,1.0645,2.6447,0.4908,1.1796,2.855,1.8194,1.0284,-0.5634,3.1722,2.2112,0.8655,1.0149,1.3518,0 
0.8308,0.4335,2.4019,1.0515,4.0655,2.463,1.6606,0.9869,1.5116,1.0361,3.0586,4.6675,2.6607,1.8765,2.8324,3.2717,2.1539,0 
-1.9437,1.2993,1.088,2.4889,1.7309,2.908,1.4523,3.7045,1.6593,2.4468,0.2145,2.6205,1.5682,0.7555,2.4469,1.8512,2.4948,0 
0.893,-1.083,3.5736,3.4106,2.4511,4.5294,2.6989,3.6165,2.5745,2.808,1.4217,0.9989,2.8733,1.5181,0.9695,2.8905,1.1631,0 
0.4725,-0.69,2.8518,2.5417,0.5983,2.1085,2.4952,2.1668,1.8356,1.901,3.3064,1.4803,2.3756,1.4737,2.223,2.7005,1.8278,0 
-1.4144,-0.6196,1.7116,2.5804,1.4859,2.4429,1.2685,0.6703,2.361,2.3824,0.268,2.7984,2.5582,2.5341,3.2514,0.1801,1.88,0 
0.5079,-0.5836,0.9991,0.3746,1.0527,2.4913,2.6289,2.0614,2.2673,1.7278,2.2519,2.2568,0.099,2.7036,3.5375,2.4651,1.3215,0 
0.1531,0.2923,2.7123,3.3988,4.8187,1.767,2.1844,2.0929,1.9107,1.8313,1.2157,1.7793,0.8794,0.82,2.2881,3.1963,0.2281,0 
-0.2749,1.1861,2.6733,2.962,1.7012,2.0033,2.0114,3.1693,3.4017,1.9225,1.335,0.4462,2.6224,3.4705,1.9174,3.2262,0.5178,0 
0.0279,-0.0093,3.1163,1.3668,3.0038,3.8449,2.241,1.3668,2.2217,1.8206,1.8566,2.6713,1.1788,0.5215,2.0496,1.0442,1.9142,0 
0.6431,1.5277,1.778,1.8772,3.0315,1.8884,0.464,2.5915,1.134,1.822,1.3454,-0.7862,1.4174,1.7194,-0.4161,0.4228,3.4857,0 
0.5803,-0.1666,2.0915,1.9604,1.9555,1.946,2.5346,3.7026,1.5995,2.9017,1.6299,2.4213,1.4177,2.5509,1.4877,0.8281,2.4415,0 
-0.4245,1.1471,3.17,2.6596,1.9568,2.9849,4.2412,2.6475,3.0253,0.6762,3.1065,1.3284,2.1751,2.4316,2.6505,3.1037,1.0968,0 
0.7078,0.4345,3.0811,2.045,3.7297,2.3812,2.081,2.6115,2.0727,0.9798,0.1052,3.2198,1.6411,4.0498,2.5816,3.8757,3.2674,0 
0.4789,0.2961,1.6138,2.5976,2.6492,3.2474,4.0581,-0.145,1.7114,0.9664,0.6672,2.8955,3.7985,2.6242,0.4848,2.3303,1.1501,0 
-0.4025,1.2565,3.3619,1.2208,0.1863,3.1105,1.1634,1.5588,1.7717,1.6271,1.5787,1.6854,1.3025,2.5681,2.2778,2.2606,1.0145,0 
0.0936,0.8826,2.3269,1.8836,3.6123,2.1116,3.6279,0.9313,1.2933,2.6595,1.1801,1.3704,2.2482,2.5654,1.9841,-0.1805,2.0378,0 
-1.108,-1.126,2.7343,2.539,2.7167,-0.3095,3.3907,2.6332,3.9066,2.3801,4.6599,2.7098,3.0755,0.0869,2.2871,2.0573,0.5749,0 
0.0261,-0.9277,2.0528,4.7109,3.4209,3.7743,2.4027,2.137,1.2161,0.8544,2.2093,2.1729,1.6199,3.558,2.4281,1.1974,1.5145,0 
-0.29,0.6011,2.86,1.0172,2.401,1.0711,0.0001,-0.0556,3.6208,1.1598,-0.1637,3.1193,3.1183,0.2907,0.0305,1.4367,1.4218,0 
1.6605,0.138,1.0915,2.8844,3.6381,1.5416,2.3965,2.5269,0.9311,3.4498,3.722,1.1209,3.4045,2.0386,2.8443,1.4093,2.2726,0 
1.4718,-1.1635,2.963,1.2293,4.5726,2.1027,0.9693,1.5405,3.6379,1.0011,1.0096,2.458,2.5586,4.3583,4.1666,2.0738,2.2826,0 
-0.4552,-0.0872,2.1153,1.9867,3.7157,1.0615,1.3413,3.2002,4.6675,2.1664,2.5081,1.1465,-0.2458,1.9984,0.6656,2.9669,-0.0088,0 
-0.3597,-2.1814,1.7794,1.4052,2.4239,2.8637,4.2332,1.1326,1.8099,2.6166,2.0144,0.676,1.6911,1.7365,2.0916,2.5217,-0.2545,0 
0.0873,-1.4587,0.9577,1.4648,2.3808,1.3303,3.0373,1.3045,2.7372,2.152,0.6163,2.6601,3.0228,1.693,1.9106,3.4484,0.6934,0 
-0.3539,-1.472,2.6499,2.2815,2.7136,1.0303,4.1771,2.3177,2.6286,0.3082,3.0717,1.5686,1.4949,1.6011,1.9548,2.7195,2.8263,0 
1.1147,0.7502,2.2676,3.164,2.285,1.6865,3.7653,1.1376,2.2752,2.3995,1.4492,2.7409,2.132,0.8362,1.8329,0.9639,0.0034,0 
0.615,1.0412,0.1804,1.795,0.7979,1.6666,2.1617,0.7507,1.4958,1.0939,1.4244,0.2201,2.2505,2.5815,3.3356,2.0022,3.8533,0 
0.8319,2.2729,2.7104,2.1327,2.5186,3.8352,3.7837,3.6436,1.2271,1.9306,2.7941,0.5944,3.5208,2.688,2.5597,3.6332,0.498,0 
1.3713,-0.0951,3.2621,2.168,2.5057,2.7709,3.6179,1.6673,2.6837,0.0277,2.5844,2.6899,1.3086,0.9626,3.0285,1.9803,2.4312,0 
0.7017,0.0838,0.6916,0.494,1.8889,2.5331,0.5562,2.3781,2.4209,3.7628,3.2542,0.8572,1.892,1.1012,1.1937,1.7037,2.6806,0 
0.933,-0.1159,2.8669,3.4939,1.3673,2.3907,0.7544,2.4655,2.3654,3.5846,3.1523,1.9748,-1.7038,0.9341,1.2448,2.4555,2.3391,0 
-0.5882,1.2317,1.9161,1.0639,0.9333,1.8201,0.7145,1.1142,2.1648,2.8709,3.5012,3.3685,4.2646,2.8511,2.138,2.3422,1.9442,0 
0.3099,-0.7024,2.2215,2.5461,2.6609,1.7497,1.2953,1.3819,2.5431,2.8261,0.601,-0.0791,0.5771,3.793,0.7476,2.7046,2.4049,0 
0.6223,-0.1714,1.723,2.5313,1.106,2.9671,2.0163,2.6834,2.1118,0.4619,1.6523,2.7381,1.8191,4.0308,2.9381,3.2459,-0.1115,0 
-1.1054,-0.551,1.1341,1.8929,2.2728,1.3475,2.1671,3.7709,2.0437,1.9956,0.7113,1.8623,0.4097,1.8612,2.7941,1.9635,1.8581,0 
-0.3382,0.803,2.0874,1.9777,2.8698,0.6414,2.0249,1.4553,3.5722,1.4367,1.8683,3.3276,1.3202,1.4424,1.7327,2.5151,3.4335,0 
-1.7186,-1.2665,1.2224,3.6593,2.7695,1.4374,2.896,3.8935,0.7283,2.7008,1.3508,0.4618,-0.2841,0.9842,1.2052,2.3779,4.4277,0 
0.2726,-1.366,3.1374,2.8428,3.0953,2.0125,1.3013,1.7794,1.275,0.9647,2.8999,3.0141,2.1603,1.9551,2.3418,1.5886,1.1141,0 
0.3946,0.148,3.2072,1.6993,1.7791,0.7639,3.0161,0.9412,-0.0387,1.9125,2.9574,1.6816,1.9971,1.021,0.4508,1.739,2.2575,0 
0.0379,-0.7648,1.248,2.37,1.2796,1.1398,2.9891,1.0664,1.2412,2.6365,3.0957,2.4533,2.1783,1.5761,1.6805,0.9556,3.1668,0 
0.56,-0.3748,2.6994,1.4308,0.4957,2.9738,1.6518,1.3274,1.1495,0.4666,2.1819,3.8561,4.0475,2.9616,3.115,0.9261,1.1597,0 
-0.962,1.6202,3.2289,1.6382,1.6662,3.3943,2.0741,0.8675,1.281,0.9513,3.9677,2.7841,2.7629,3.4161,2.1172,1.4518,1.533,0 
0.1004,-0.8472,-0.0015,2.4376,2.1521,2.9418,1.5707,2.1898,0.6758,1.7306,2.4489,2.5941,1.2697,2.0108,0.7343,3.1258,2.568,0 
-0.6934,-0.1502,3.8551,2.6528,3.3507,0.8615,-0.1673,2.125,1.7309,1.3909,1.958,2.2982,2.8496,1.5769,1.6826,0.0871,3.2748,0 
-0.9927,0.6335,1.4335,1.7749,0.2211,3.2872,1.3863,0.916,1.3164,1.3843,2.9634,1.2041,1.9453,2.5462,1.5189,2.6066,1.8539,0 
-0.3649,0.7122,0.3429,2.3146,1.9504,2.8946,2.6294,1.9337,3.9832,1.591,2.5884,2.079,1.3257,2.7762,2.9797,3.1869,3.6156,0 
-0.492,1.761,3.3824,3.3074,-0.5903,1.4656,1.825,1.9902,1.1347,1.7295,4.0804,0.472,1.8114,1.7455,1.2949,2.592,2.3236,0 
0.1287,-1.5442,0.6507,2.0655,0.487,2.0661,1.2066,1.5879,1.73,2.0949,-0.0998,0.4688,2.8422,3.6471,2.127,1.6046,2.2895,0 
0.9539,0.2396,2.0934,2.5086,1.7301,1.3234,2.3135,3.5101,2.6043,2.4965,0.6939,1.6247,2.0415,2.0501,3.4561,1.1498,3.3217,0 
-0.0593,-0.3054,2.619,1.6976,3.0978,1.8132,1.0657,1.6225,3.2546,1.2368,2.2123,1.7722,1.0803,2.1979,0.6171,0.7037,0.2485,0 
-1.3703,-0.3083,3.0173,1.1017,2.4282,2.8469,0.7043,3.0365,2.1491,4.5486,2.6763,2.2329,1.9444,2.3825,2.6722,-0.409,1.8797,0 
1.2039,-0.5861,1.0315,3.3936,2.6569,2.7328,1.0113,2.5762,2.4087,3.7683,1.095,1.7437,2.7008,0.043,2.1012,2.5427,1.2335,0 
1.612,-0.2058,1.6845,1.1853,-0.3351,3.2337,1.5476,3.269,2.2078,4.388,2.5419,1.9636,4.338,3.9671,0.2512,2.2941,-0.2225,0 
-1.7659,-0.501,1.6697,2.3936,2.3763,3.4764,2.9186,0.4618,1.368,2.0782,0.7673,2.3858,1.6682,1.0247,2.4001,2.694,1.2016,0 
1.4793,0.5544,0.0398,2.9437,1.9751,0.6578,0.7993,0.0245,0.1852,2.9242,1.5734,2.9234,2.8294,2.3355,1.0481,2.0406,3.6437,0 
-0.0538,0.0008,2.5183,2.373,0.3711,0.657,-0.4935,1.6545,1.9104,1.7142,2.1224,1.8181,1.2279,0.681,2.5553,4.189,3.0419,0 
0.4719,-1.4149,1.5542,1.5073,1.8533,2.7939,2.3391,1.6388,1.4093,2.17,3.2314,0.9693,2.2356,2.036,1.7601,3.5781,2.5391,0 
0.5334,0.7142,1.0141,2.5897,3.2004,0.8799,1.1066,3.5812,2.6909,1.2229,2.6636,3.5436,0.9071,2.9004,1.089,2.8273,0.9778,0 
-0.3281,0.3178,2.2544,4.0334,3.9502,1.4316,1.1155,1.3353,1.8591,1.8772,1.1772,3.5136,1.9694,0.4884,1.944,2.9649,2.8196,0 
0.7777,0.3574,3.4324,1.967,1.5448,1.8303,1.8246,1.2034,1.8164,2.9171,2.4148,2.4476,2.093,1.1438,1.6223,1.2059,4.7646,0 
-0.0461,-0.8028,1.4092,0.4269,2.9735,1.7775,2.5945,2.9911,2.043,0.7896,1.4314,2.3818,1.6994,1.7839,4.7793,3.3348,1.6002,0 
0.7303,0.858,3.4205,1.498,4.0041,1.7544,2.9428,2.5961,2.3083,2.1734,3.0397,-0.3227,2.591,2.9252,2.8274,0.9338,2.7383,0 
0.3607,-1.3438,0.9186,1.5014,0.789,2.7767,-0.4323,1.4185,1.1463,0.9649,1.1644,2.7425,2.7342,0.6611,2.1599,2.1805,0.291,0 
0.5949,1.9996,2.3985,1.7548,0.9476,2.1964,2.0322,3.3104,-0.0293,2.9877,2.1049,1.8169,1.6876,2.1085,2.203,3.5958,2.0896,0 
-0.7925,-0.0264,0.8863,1.7404,1.0844,2.1489,2.1379,2.7418,2.2666,3.7053,4.3112,1.7015,1.2254,1.3456,0.8585,1.9241,1.9406,0 
-1.6273,2.1113,3.9243,2.0031,1.7302,4.5495,3.0619,1.3792,1.3408,1.0877,1.2953,3.5267,1.4844,1.2823,2.8196,2.1937,1.6104,0 
1.5489,-0.0213,1.6155,2.2331,3.6387,3.0616,0.9121,2.7027,1.4731,2.0242,1.3123,1.3867,2.6496,2.0882,3.8835,2.978,-0.2712,0 
0.4075,0.2826,2.4853,4.2085,1.0287,1.3152,2.2006,3.1898,2.4221,1.8288,1.6495,2.545,3.5058,2.8437,1.3187,2.0113,0.8832,0 
-0.3108,-0.9608,2.5921,1.036,3.1175,3.0401,1.6128,2.2332,0.7583,1.3384,1.8935,3.255,3.3004,1.8471,1.3338,5.0082,2.4984,0 
-1.5034,-1.2015,3.9717,1.9479,0.5548,2.9514,2.3522,3.6193,1.7777,3.9599,2.14,1.6326,1.3655,2.021,1.8643,1.7466,2.727,0 
-0.3059,0.6871,0.5593,2.6721,0.9816,2.7542,2.1749,0.3618,2.9347,2.7597,3.4585,2.3776,2.109,3.3845,1.6354,1.7082,0.8608,0 
-0.8726,-1.0268,3.1637,2.431,2.1201,1.1972,1.9595,1.919,1.4389,2.4469,2.3407,2.8927,3.2787,2.6368,2.9789,2.1726,3.6458,0 
-2.03,1.396,2.246,1.2641,1.0554,3.0359,3.2405,3.7586,2.2719,2.2248,1.2722,-0.3135,1.0386,1.1625,1.0443,2.8018,1.7666,0 
0.3246,-0.5317,2.1169,0.9224,2.3645,2.0923,0.6203,2.0673,1.8846,0.8125,2.1714,2.2057,1.2396,1.2351,2.698,3.0007,2.4774,0 
0.9428,-2.0142,2.6238,3.4031,3.9198,3.6757,1.5851,1.9469,3.1634,1.9338,2.9922,1.3841,1.8543,1.8125,1.0765,0.8484,2.7698,0 
1.1226,-0.1408,3.104,1.3151,1.7583,2.3693,2.5161,2.4825,1.5279,4.5668,0.7177,1.3767,1.9511,2.1413,2.5789,2.361,1.4371,0 
-0.1031,0.3754,2.1799,1.8444,1.5589,3.9359,2.3497,1.0126,3.1921,2.7056,1.9799,2.5857,1.548,3.0523,2.3772,2.302,0.3028,0 
-0.2456,-1.0744,2.3948,1.3572,1.5545,1.8662,1.5266,-0.1003,2.5993,1.4984,1.8999,1.8456,4.0229,2.6799,0.8769,2.7021,3.7814,0 
-0.5914,-0.3145,1.8655,2.9039,1.5366,4.0131,2.0369,2.0625,2.1303,2.4045,0.5773,2.3151,1.9077,1.5448,1.5189,1.1676,3.1488,0 
0.2693,-0.8324,2.9535,4.6562,2.3093,0.2686,2.0393,2.9047,-0.0744,0.8988,1.756,2.9676,2.1063,1.2153,2.2314,3.3937,0.5888,0 
0.2332,-0.5252,2.537,0.971,3.3945,0.8481,3.0999,3.7175,2.4562,1.6686,3.43,2.659,2.7335,3.4817,2.1545,2.9533,1.754,0 
1.4312,0.5482,2.2718,1.9356,2.2577,3.4845,2.3444,1.8843,1.7321,1.488,3.3778,0.8254,1.1894,0.3574,0.9994,2.1038,2.1767,0 
1.5719,0.097,2.8711,0.4884,0.4237,2.5079,3.3104,2.3889,3.0477,1.2314,2.9671,0.5285,1.4658,2.1176,2.8675,4.1543,1.4652,0 
-0.7368,-0.6669,2.0178,1.6396,2.8482,1.3847,-0.2824,2.3813,0.8131,3.2165,1.9645,1.9169,2.0041,1.6088,2.9119,2.3842,0.7959,0 
0.1192,1.1153,1.394,1.2873,2.6552,1.9288,3.6071,3.4248,3.7216,2.6918,2.3099,0.9528,3.0147,2.41,4.3873,0.765,4.1496,0 
-0.1839,1.5171,2.1735,1.2398,1.9727,2.1336,2.3496,-0.502,2.8652,4.808,0.5729,2.1866,2.4115,2.0085,2.6587,1.948,2.4651,0 
0.6856,-0.4098,2.3614,1.2832,2.4124,1.1138,1.8942,1.365,2.2314,3.0324,3.4472,0.7469,1.5988,1.648,-0.3775,1.2627,3.6046,0 
0.1282,1.2955,0.2464,2.3976,1.7962,1.7965,0.8184,1.8515,2.7481,3.7317,1.8612,2.5719,2.3105,1.8402,1.9008,1.9823,1.2891,0 
-0.3452,0.6723,2.1099,3.2527,2.4306,2.6934,3.0743,0.2051,2.1075,0.7371,1.7082,1.651,2.0463,0.9484,2.4199,3.1835,2.1664,0 
1.0212,-2.1283,2.0016,3.1472,1.7956,2.8129,1.3283,1.9578,1.8715,2.5462,1.1131,2.3487,3.4833,0.7944,4.0225,1.5347,1.7171,0 
1.0052,1.2854,1.1137,1.0154,2.5605,2.5991,0.8652,1.5569,2.9167,1.6072,2.4797,2.9243,2.7761,2.083,1.6491,4.011,1.5523,0 
0.2162,0.1706,1.9448,1.0876,2.0307,2.3882,3.005,1.9406,0.8901,3.6645,0.1323,0.8647,3.5772,1.2257,0.5443,2.7763,0.0324,0 
-0.484,-0.0952,2.5785,1.8547,1.7336,2.9077,2.2819,0.51,1.6896,1.0018,1.3988,1.9053,3.7511,1.6057,2.5615,2.0979,4.424,0 
-2.4202,-1.0347,2.2133,1.0129,1.8171,1.4519,2.6563,1.1073,3.3314,1.8526,1.6659,0.5901,2.6666,1.3373,2.1539,1.6703,4.1762,0 
0.6695,0.0668,2.2878,1.9469,0.9261,2.9477,1.4045,0.7816,2.8488,2.6032,-0.0585,1.2503,3.7099,2.5931,2.9949,1.7744,2.9045,0 
0.2252,-0.9067,3.1585,1.634,3.1511,2.1847,1.9512,1.0514,2.8898,2.8398,1.6896,3.6181,2.4959,2.2402,1.9099,2.2862,2.3398,0 
0.3958,-2.0817,3.1888,1.8619,2.3979,0.9591,4.0486,1.1894,0.0433,3.7226,4.0302,0.7322,2.1815,2.362,2.2044,2.8889,1.026,0 
0.8552,-1.721,3.2812,2.4824,2.7327,3.4541,3.1805,0.0534,0.0617,3.7323,1.7359,2.3785,3.1487,1.4361,0.9421,3.5062,2.5555,0 
0.3452,-0.107,1.2016,0.3209,3.2517,1.6447,1.3579,2.1484,1.8847,1.1227,3.3769,2.4858,2.0654,1.1941,2.0698,1.1373,1.5431,0 
0.8116,-1.0951,2.0366,1.0474,0.0619,4.0949,3.1683,3.4243,2.6347,1.7156,2.3153,2.3986,4.3376,3.7681,0.9958,2.805,2.6624,0 
0.7283,2.3867,2.0869,2.0366,2.2855,2.2561,2.1745,2.4945,1.1093,-0.4008,1.9992,3.0965,1.7096,1.6464,3.48,3.2269,2.1822,0 
0.0744,1.2281,1.6809,0.5699,2.7257,1.4673,3.8497,2.3398,2.2955,1.5411,2.7919,2.3101,1.4602,0.8467,2.0816,3.6207,4.3427,0 
3.1825,-1.676,2.6057,1.2569,-0.112,1.7496,1.0774,1.5612,2.4079,2.5376,3.5744,2.6513,1.7586,0.5646,2.5466,0.9986,2.2813,0 
-0.2044,0.4929,0.1974,3.9036,1.0219,2.642,2.0234,2.7369,3.0246,-0.1373,2.8757,2.5061,1.4904,1.5743,3.4129,1.8518,1.7359,0 
0.8949,-0.7575,1.8901,1.7749,1.9458,0.8117,1.8416,2.656,0.7904,0.7185,2.2036,2.7204,1.6445,2.3826,1.3329,2.485,4.3745,0 
1.8423,-2.2862,1.1721,2.4625,1.8634,1.262,3.049,2.8412,2.4665,2.8095,2.9778,3.6281,1.6567,2.0328,1.9749,1.8691,2.3587,0 
1.5042,1.4157,2.4053,2.671,2.3763,2.1921,1.2824,2.443,1.3426,2.4772,1.9557,2.1779,2.4158,1.7514,0.971,1.8953,1.9697,0 
-0.5675,-1.6759,3.7154,2.3349,1.9167,2.1961,1.2633,1.5985,2.1667,2.361,0.9479,-0.1732,0.7935,2.792,2.7453,2.193,1.9166,0 
0.0753,-0.3842,3.3569,3.024,1.8416,2.7432,3.7609,1.4733,1.801,0.6261,3.2488,0.2537,2.0375,1.669,3.4777,2.2388,0.4502,0 
0.6481,-0.9625,0.2169,3.3541,2.319,1.0137,2.0007,3.3838,3.1114,1.9558,2.9953,0.0711,2.5476,2.4336,3.0517,2.0361,2.2961,0 
0.8773,-0.1935,2.1182,1.9777,1.7073,1.2698,2.5666,3.1935,3.2921,3.9782,1.541,3.071,1.4449,0.6212,1.8625,0.1968,1.9922,0 
-0.1199,-0.4924,-0.8362,0.9245,0.2001,0.5941,1.9484,0.8508,1.5194,3.2549,4.6119,2.1427,1.9737,1.9671,1.3459,1.6874,3.4364,0 
0.5245,1.2173,1.3487,2.1136,-0.2668,2.8869,1.8252,3.194,2.3405,3.1735,2.9676,3.273,2.976,1.8127,2.2707,5.7891,2.9157,0 
2.3081,1.0748,1.6554,0.5648,1.3013,1.5177,0.8727,2.9014,0.8764,1.2833,4.8869,2.0579,3.0012,4.1217,1.2833,1.3753,2.7137,0 
