Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Class
3.9317,1.1769,2.5199,1.4317,2.908,1.9163,2.4099,2.7393,3.5386,1.3031,1.3897,1.3445,1.2442,-0.354,1.0154,1.5048,0.6894,1 
5.254,1.0867,1.6404,3.3591,-1.0265,3.5516,2.7368,1.6666,2.1401,1.2222,0.3285,1.477,0.89,0.4954,1.3064,3.1854,1.9103,1 
5.1072,-0.5568,2.4808,2.5627,1.6322,2.9867,2.2513,1.7546,1.4119,1.6168,2.9535,1.3799,1.199,-0.1247,2.7204,0.3882,1.0148,1 
5.0679,1.0679,3.7292,0.5869,2.1956,2.4672,2.7803,2.4358,2.1233,1.8561,2.2799,1.6853,0.9552,2.0984,1.9631,0.9382,2.4971,1 
4.0436,0.2944,3.4903,0.8979,3.1097,1.4184,2.0718,1.771,1.8743,2.4441,0.8674,1.0584,1.8937,2.1007,1.6307,1.9712,3.9246,1 
4.4244,-1.1545,2.5276,0.8531,1.1406,1.5729,2.7445,0.9017,-0.2412,1.0769,3.4913,1.8816,3.0006,0.7516,2.9869,3.0487,1.8787,1 
4.9559,-0.0457,3.236,3.3823,2.7225,2.3579,3.7236,1.5834,3.0304,3.7469,3.2118,2.6459,3.4925,2.2596,1.3164,1.7749,2.3825,1 
6.1692,-0.2124,3.6694,1.6397,2.493,1.7588,2.0836,3.2894,2.9891,2.0874,1.231,3.5852,1.0648,3.7249,1.3791,2.1904,1.7191,1 
5.523,1.6347,3.0697,3.6785,1.1081,1.3562,3.736,1.2334,1.7812,2.761,0.0374,0.0638,1.3553,2.6737,1.1455,4.0526,2.3394,1 
4.9272,-0.4099,2.6134,2.3697,1.5257,3.9235,2.9262,1.5807,1.066,2.7666,1.8645,0.7687,1.6016,2.1671,-1.1422,0.4538,2.2322,1 
5.7394,-0.8517,2.1011,3.0296,0.6227,2.4823,1.8564,0.854,1.0934,0.9979,2.8223,1.6589,0.4357,3.8625,4.1044,2.5223,3.0083,1 
4.9595,0.0166,1.9998,0.6876,1.2183,1.56,1.4194,1.1472,0.7608,1.6852,1.3795,0.7799,2.2005,3.0977,2.289,0.6158,2.3395,1 
6.0503,0.8435,2.1841,2.8153,-0.0249,3.8912,3.6489,0.5007,1.9266,1.381,1.1392,2.6788,1.0646,2.7796,2.1652,2.8937,1.4558,1 
2.4538,-0.88,0.8603,1.3689,3.3406,2.7056,1.2025,0.7035,0.6344,-0.8031,2.8192,2.1386,3.9913,1.8269,1.7766,2.8864,0.4319,1 
4.1413,1.8471,1.9343,3.1407,1.7817,0.7604,0.471,1.5423,1.6999,-0.5157,2.3598,2.2559,1.3175,1.413,3.8255,2.5912,2.4305,1 
4.572,-1.0238,3.6766,2.3092,0.4371,2.5126,4.5056,2.3847,1.6592,2.3286,3.1353,2.2201,0.4157,0.9527,2.5927,0.7515,2.6845,1 
4.1502,1.4653,1.6292,0.9863,2.7159,1.6745,3.7653,0.5744,0.915,2.0172,1.2797,-0.3449,1.9071,1.9598,0.6413,2.8845,2.0877,1 
4.4484,-1.4603,-1.088,2.5334,1.7273,2.7705,1.7356,3.3106,3.8447,1.214,1.2665,2.7226,1.9591,1.55,1.0757,1.8278,1.4401,1 
4.1296,0.5282,2.4027,3.4031,2.4344,2.7557,2.0413,4.1725,2.4067,2.7362,1.9622,1.8018,2.2138,2.5717,3.6172,2.1563,2.6839,1 
3.9884,-1.2484,2.0987,2.3198,4.0539,3.8746,1.2237,0.594,0.9787,3.4724,3.3706,1.2459,2.065,1.6812,1.0227,1.9858,2.3681,1 
4.8506,-0.0545,2.3138,2.263,1.8735,1.7923,3.4788,1.5332,3.0973,-1.4096,2.8694,0.2342,1.5243,3.2027,1.4331,1.9787,1.8075,1 
5.1181,-0.8625,1.8955,1.2109,2.2616,1.9507,3.3619,1.8751,3.232,0.9982,2.9257,1.2573,1.2782,1.1017,4.8176,1.106,1.5637,1 
5.8713,-0.1584,1.1802,3.8474,0.9771,2.0115,2.1543,2.0091,4.2357,2.6294,2.6743,2.2251,1.1737,1.0349,1.7287,1.333,3.4198,1 
3.4426,-0.8397,2.0136,1.4238,2.858,0.7424,3.6335,1.8889,1.1685,0.4392,0.9661,1.7495,1.6662,3.059,2.8847,1.6018,2.5021,1 
5.2634,1.6867,0.2582,0.9648,2.468,1.8914,1.2911,0.7075,1.8362,1.8105,2.334,2.4104,2.3862,2.3486,3.5675,1.5387,0.0765,1 
4.8665,-0.4438,2.907,2.5612,0.8199,1.2929,3.4465,1.9143,2.029,2.0098,0.7536,2.0691,0.7688,2.8583,0.8688,3.0461,1.0537,1 
4.2161,0.7572,1.7346,1.5201,2.3208,3.1206,4.2546,2.7497,2.6463,1.9841,0.0282,2.6276,1.3736,1.4463,1.5175,0.1306,1.9992,1 
5.6523,0.9947,2.0474,2.4312,2.2103,1.382,1.5377,1.3808,3.4057,1.906,0.0686,0.979,1.2716,3.4319,3.1489,1.5929,3.0828,1 
4.3718,-0.781,3.006,3.0823,3.14,0.1902,2.4335,0.6743,1.2714,1.1515,2.1558,2.8596,2.5445,3.5992,3.6146,2.8945,1.938,1 
3.5265,0.3392,1.5755,3.1103,3.2637,1.2256,-0.1168,3.5654,2.3285,2.6288,3.1079,3.1189,2.02,1.7034,1.974,1.2402,3.198,1 
6.7166,-0.019,1.1064,1.1454,2.2246,4.2908,4.2384,0.87,1.3125,3.1771,1.9677,2.0734,3.2032,2.7704,1.1988,1.6572,2.5835,1 
4.5515,-0.6137,1.9765,3.1138,3.0312,-0.0325,2.8643,2.2267,2.5056,2.5391,2.7438,1.2985,3.1472,1.5616,3.982,2.6318,0.9251,1 
6.5225,1.6765,2.3434,1.4508,1.3412,2.8708,0.9934,1.5632,1.655,2.2169,0.4935,3.5656,0.8381,1.8338,2.7495,3.2163,2.1105,1 
4.9246,2.1652,2.4813,1.7297,3.1348,1.7919,0.3107,0.6248,1.3815,2.8698,2.3478,1.9826,2.4604,1.2092,1.9651,0.6549,2.0428,1 
4.3103,1.6069,1.6003,3.1459,3.46,4.3645,1.6121,2.7835,1.7929,1.1946,1.7013,2.2663,3.1573,1.8959,3.0081,0.5274,3.3652,1 
6.26,2.5887,0.6898,1.2005,1.0541,1.7002,1.5456,2.759,2.2042,2.8342,1.9811,2.0308,0.7799,3.0109,1.4191,2.0711,-0.6471,1 
4.2476,-0.1313,0.9031,0.8261,2.4682,1.1052,2.4857,1.9719,1.7287,1.7214,0.5706,2.1447,-0.2682,2.1053,2.3233,1.319,1.7837,1 
6.831,-0.0853,2.6596,0.7118,1.0348,3.0492,1.5201,0.5221,1.6387,4.1351,4.8621,3.1728,3.5037,3.5306,2.2507,1.7077,2.8903,1 
4.6336,-1.3292,2.8223,1.9984,2.2174,2.3325,0.7776,2.5999,3.1811,2.1338,1.7868,2.2794,3.594,2.4323,1.6185,0.9101,2.6702,1 
5.8299,-0.2343,1.879,1.1843,3.4872,3.1544,0.954,2.4361,4.4039,1.3492,0.2225,1.7477,3.3919,0.9487,2.6887,2.0405,1.8889,1 
4.7396,0.9169,1.3368,1.3579,2.134,1.592,3.2467,1.332,2.9169,1.8146,1.7245,0.7008,2.3664,1.5943,1.1564,1.9148,2.1121,1 
4.4974,0.3364,2.3394,1.4881,3.5503,0.9425,1.642,1.0401,2.175,3.1472,3.362,3.4396,1.9369,0.2774,1.658,2.3839,2.3336,1 
6.844,1.2711,3.1796,3.8959,0.7404,1.7616,2.2303,1.7828,1.0669,1.0763,1.8489,2.2341,1.6251,2.4082,2.0222,-0.1484,1.8531,1 
3.5652,0.7171,3.593,1.9496,3.0678,2.0476,2.6502,1.7967,2.3121,0.4236,4.5729,1.8864,2.1755,0.8662,1.0512,3.2306,2.6124,1 
4.5901,-0.3829,1.6809,2.2473,1.3622,1.015,1.3126,3.1493,0.6263,2.0581,2.654,-0.0743,1.4375,2.565,1.4839,2.8206,3.4293,1 
4.4912,0.5331,1.6144,0.5091,2.452,2.1095,1.2167,2.3326,2.6298,1.1105,3.1068,2.2829,1.9812,1.033,3.0013,0.8455,2.8666,1 
3.725,-1.6409,0.6748,0.4544,3.2319,3.2914,-0.2524,2.1312,2.7404,4.6958,1.9063,1.306,0.406,2.4367,2.0927,1.1133,2.5743,1 
5.1536,-0.3907,1.5834,3.3241,1.8954,2.1123,2.6529,1.7795,3.2712,1.2493,3.5595,2.8589,1.7634,1.4527,0.6785,2.2729,2.9754,1 
3.3465,-0.5942,2.2019,2.6433,2.0739,2.7376,2.1888,2.8296,2.3475,2.7222,2.2084,2.3582,2.7995,2.1873,1.4524,2.3014,1.8837,1 
4.129,0.3542,1.5896,0.1338,1.673,4.1391,2.0027,1.0752,2.6491,2.7599,2.7781,1.8655,2.6478,1.5779,1.4539,1.5672,2.3412,1 
4.5641,0.3011,1.0785,1.9218,1.6297,3.1124,2.1766,3.4535,1.2605,2.3663,0.283,1.4033,1.2073,1.6693,1.6857,2.3137,1.866,1 
5.8948,0.6876,2.7284,0.9246,2.4958,0.9398,1.4756,0.3312,1.7081,1.5709,1.6226,4.0943,1.413,1.5524,1.5268,2.8432,1.9869,1 
4.623,-1.1637,2.301,2.03,3.4529,1.4356,2.3586,2.4483,1.367,3.1128,2.2132,3.1253,0.9129,2.8523,2.5817,1.7012,2.2526,1 
5.89,0.1911,-0.1012,0.5161,3.0971,1.0222,0.728,2.2635,3.2366,2.9063,1.6455,1.4379,2.9739,2.6481,4.0333,2.1802,2.0106,1 
5.2863,0.0513,3.2325,2.0276,1.2261,3.9134,3.9727,1.8315,0.1995,1.0158,3.706,0.3245,2.0048,0.4306,1.7125,2.4296,2.4225,1 
* 
0.8412,0.8733,1.3882,0.8737,4.1447,1.11,1.4688,0.9736,2.4051,2.0215,0.5849,1.5614,1.8429,1.3195,1.4066,0.1978,1.044,1 
2.8836,-0.0158,2.5604,2.797,2.194,1.883,1.2795,0.5473,2.6998,0.7683,1.1245,3.2445,3.1916,1.1571,2.1023,1.0859,1.9079,1 
0.8176,2.9357,2.786,2.352,1.3894,3.8115,0.128,2.4959,1.8754,2.0532,2.5305,0.6732,2.2536,3.375,1.4721,2.9654,1.5497,1 
1.6501,2.7463,3.5414,2.9456,0.8986,0.6407,-0.8459,2.8087,1.503,1.3123,1.2183,2.8611,2.5112,-0.03,1.9002,1.1026,3.4949,1 
1.9132,0.6167,0.7388,0.7298,1.1224,2.0504,1.6426,2.5465,1.8865,1.9747,1.6172,-0.0526,0.0266,2.365,1.9259,2.6582,2.4881,1 
1.4831,2.7482,1.9529,2.8694,2.0774,2.9429,3.8538,2.3326,2.5122,1.7871,1.8199,4.1876,3.0573,2.3841,2.9045,2.041,2.357,1 
3.1455,2.4935,2.3946,1.9684,1.9532,2.495,1.4864,1.6656,3.3662,1.4048,1.2591,2.2507,1.0684,1.4592,2.2077,0.8696,2.3534,1 
2.0234,1.3129,2.0725,2.5533,2.2796,3.3697,3.547,3.7418,2.8622,2.5235,2.4225,1.6323,0.3967,2.4209,2.2704,3.0146,1.0786,1 
0.6983,2.6077,2.1815,2.8549,2.5832,1.9049,0.7865,2.356,2.0527,1.9074,1.6533,2.0409,1.4575,1.0573,1.0985,2.1973,2.8517,1 
3.6265,0.3163,1.5924,2.9736,1.5536,1.8303,1.9744,3.2389,2.601,2.2559,2.9772,2.9321,1.2296,1.8319,1.7844,1.1587,2.9484,1 
1.9066,0.9648,2.4186,1.1049,3.066,1.0807,1.5068,3.0636,2.9956,2.917,4.0087,2.0587,1.8862,1.6438,1.5794,1.6719,3.1199,1 
1.2344,2.1948,1.3855,1.3941,1.1694,4.0247,2.4635,-1.2913,1.1302,4.383,0.8239,2.8786,1.7807,1.7409,1.0688,3.093,1.7389,1 
1.0497,1.7008,1.7863,2.4623,0.4713,2.0606,3.5076,1.4512,2.5335,2.0988,1.2641,1.0107,3.6986,1.6408,0.6963,1.8758,2.8059,1 
2.4313,2.5246,2.4394,1.0601,1.5447,0.6604,1.8213,1.7412,2.2031,2.4695,1.8222,2.1578,1.9389,1.3765,2.7279,2.1119,1.6978,1 
2.2592,2.968,1.6074,3.3982,2.5604,1.1911,2.4186,0.2696,2.2913,3.6114,0.2624,2.4985,2.6814,1.6003,1.9355,2.7178,1.639,1 
2.4146,2.1853,2.3961,1.9237,1.6838,2.1281,2.6594,2.3907,2.8586,1.9068,2.0284,2.0675,1.3569,2.2645,1.8008,3.2784,0.4678,1 
0.7041,0.572,2.968,4.5551,4.2045,1.7531,3.0409,2.2767,1.0426,2.7906,3.9553,2.1685,2.0899,1.8781,2.6396,-0.4689,1.5018,1 
2.3931,2.3279,1.9948,2.5559,3.0587,2.1782,2.4761,0.2507,1.8858,1.3726,2.1333,2.9555,2.4592,2.3046,4.8229,0.9319,1.1651,1 
2.3425,2.4013,2.3302,1.4964,2.6129,-0.0982,1.8392,-0.2058,1.1426,3.4455,0.0262,0.5575,-0.3071,3.0781,1.6755,1.4698,2.5072,1 
1.5546,1.841,-0.0012,-0.0417,3.0829,2.7528,1.7263,2.2796,2.3886,0.9017,1.8016,2.2308,4.8249,2.1352,0.6893,3.1661,1.3575,1 
1.5549,0.7303,3.6996,2.7939,2.2397,3.8227,1.6578,-0.411,1.8515,2.2543,2.878,1.9628,2.1725,1.7292,-0.0078,1.3167,1.7367,1 
1.4138,0.4921,1.7017,1.4369,2.02,3.0256,1.3865,1.087,2.0477,3.2414,1.3406,2.1156,2.5767,1.2659,3.2675,2.3661,2.5961,1 
1.3069,1.2755,2.2996,1.6899,2.2193,1.0023,0.9129,1.2646,1.4166,2.4972,2.4477,1.3656,1.8898,2.0009,2.9309,2.3282,2.3632,1 
2.4971,0.585,3.4492,0.0422,1.4905,0.5877,2.4279,1.9068,3.1364,1.7302,1.3737,2.5828,2.236,2.1157,0.9937,1.9171,2.3442,1 
2.3921,2.0741,2.1563,3.3878,1.1975,0.9726,2.1113,1.4403,1.0757,2.3237,1.4293,3.031,2.8923,3.4962,3.2114,1.854,1.9762,1 
2.4807,2.5065,2.3522,2.9715,1.7946,2.7022,0.4965,2.3512,2.2186,0.3876,2.7039,2.8143,1.9603,1.5033,2.3229,0.6914,3.8784,1 
1.5646,0.9614,0.9509,0.4596,2.2148,1.8077,1.5756,2.9986,2.3087,2.3733,2.9606,0.7776,3.119,2.946,2.3104,2.4222,2.1798,1 
3.5065,-0.0162,1.5124,2.1702,2.9154,-0.0778,0.7222,2.8103,1.3687,4.7404,2.0505,0.1618,1.6557,1.8801,1.3282,0.6701,1.8747,1 
1.7064,1.2392,1.8763,2.2185,0.6815,2.4379,2.685,2.7001,2.3737,0.9754,3.088,1.0737,0.7619,1.4749,2.5628,1.3534,1.2573,1 
1.4876,1.9763,1.8667,1.2871,1.3702,1.7545,2.3197,2.1026,1.9369,1.7528,4.0139,1.2539,1.9753,2.6408,0.5942,1.9868,3.4807,1 
3.6539,3.5636,2.8386,0.4721,3.8284,1.6448,1.5166,2.3586,2.2785,2.5288,0.4228,0.3222,2.4337,1.8276,0.4043,1.3259,1.9105,1 
2.6726,2.551,1.8468,2.709,1.7931,2.4088,1.2827,1.6064,1.8088,4.9127,4.451,0.6404,2.202,1.0392,1.6151,1.4839,2.0743,1 
2.4835,2.1528,-0.0626,2.1668,3.494,3.7989,1.7449,2.8913,3.5763,2.5807,2.3783,1.7287,1.3555,3.11,4.0214,3.5851,1.9704,1 
3.809,2.4846,3.4049,2.7539,2.3102,1.54,1.9134,2.3205,4.3704,1.1411,0.863,3.4209,1.2323,2.2266,2.1222,1.4593,2.1407,1 
2.9706,0.5138,2.5805,0.5159,2.4049,1.6458,1.5993,1.0607,1.7601,4.152,3.63,3.1675,2.1134,4.1025,2.1085,1.1151,1.8638,1 
2.6648,1.5749,1.8994,1.998,1.6704,3.2188,1.1197,0.424,2.6192,1.5922,2.3689,0.4811,3.7007,3.109,2.4278,1.188,3.0319,1 
0.5763,2.3357,1.3725,2.1284,0.9574,2.4155,1.5678,2.5103,1.5392,1.0596,1.6842,2.1562,2.0919,0.3035,1.3302,2.0735,2.7289,1 
1.4215,3.5434,2.0857,3.2589,2.127,2.8134,2.1575,3.3247,3.004,1.7941,1.4194,1.0912,3.1221,3.3423,2.0977,1.3351,2.2472,1 
1.4019,3.3197,1.2726,3.2793,0.8259,1.5633,1.6568,-0.6477,3.1447,3.2599,3.4013,3.196,1.8569,1.1732,3.8739,1.003,1.8886,1 
1.5707,1.5469,3.5068,3.29,4.3465,-0.7136,3.1034,3.0408,2.1245,2.2579,1.64,2.6576,2.1821,3.8874,1.2941,1.9624,1.7604,1 
3.8802,0.7037,1.4035,2.9301,1.125,2.9262,2.4773,2.677,1.0306,3.2678,0.7823,1.4699,2.795,2.4561,2.2665,1.9485,1.8838,1 
2.4506,2.209,3.1841,2.8311,1.6934,0.4602,0.6268,1.2385,0.4561,1.9616,0.7628,3.3592,1.8326,3.175,1.3848,1.7792,4.0444,1 
0.2826,3.1723,0.9989,0.4865,3.807,2.9782,2.4071,1.7953,3.7019,2.9164,1.6386,0.7625,0.9468,2.732,0.7063,2.0715,2.2597,1 
3.2205,1.5701,3.305,2.8932,-0.082,2.0225,0.9532,-0.2106,1.4905,1.9511,2.1886,4.1859,3.7535,1.0479,2.9069,0.5203,0.9503,1 
1.7728,2.1827,2.647,2.1896,2.1984,1.962,2.6191,0.5206,0.8868,2.9857,3.108,2.475,3.0782,2.5462,2.6966,0.2791,1.886,1 
1.1014,1.2298,3.5829,1.1819,2.4742,1.5722,3.4444,1.8762,3.7097,2.6144,4.7419,2.6728,1.3591,2.8502,-0.1834,2.1444,1.2642,1 
1.8747,3.5444,2.4778,0.4636,1.0063,1.9765,1.1527,2.2028,1.5358,3.3115,1.3767,3.1695,2.7356,1.4813,1.4236,1.8261,2.3472,1 
2.8698,1.0216,1.1405,2.9827,1.498,1.502,3.321,2.6773,2.5817,1.49,2.3478,1.6243,-0.1519,2.2404,3.7162,2.0771,0.195,1 
1.9615,0.7047,1.7515,1.3868,0.9971,1.7182,2.0682,2.7342,1.6627,2.7986,1.7906,-0.7837,0.7781,2.3775,3.9093,0.2509,3.215,1 
1.8949,2.6514,0.9275,2.3647,-0.1077,2.7152,1.0426,1.332,2.2772,1.5885,0.4134,2.0387,1.8779,1.3332,2.5822,1.596,1.6619,1 
2.4473,1.5596,2.7734,2.5837,1.3796,2.4094,1.8805,2.2378,0.8344,2.314,1.8992,3.3819,1.1002,1.6821,2.7121,2.7568,2.1782,1 
0.9889,2.411,1.9995,2.5931,2.3395,1.8215,1.36,3.2727,0.8286,0.2189,1.8348,2.1705,1.7634,1.8369,4.7206,2.9226,2.0588,1 
1.0248,1.3453,1.4174,2.6233,3.701,2.8878,2.6174,3.1977,0.6175,2.7236,2.7477,2.6506,3.0059,2.2457,1.9988,2.5822,2.4042,1 
1.8612,1.1656,1.8865,0.9881,1.9319,3.0527,2.6562,1.2641,2.7679,2.1212,2.1174,2.002,1.8871,1.7803,2.7635,0.4177,2.7566,1 
-0.2632,2.2758,0.7169,0.8938,0.6008,2.5715,3.4827,1.287,0.151,1.4194,1.9592,1.6926,3.6135,0.6882,1.9044,1.582,1.7793,1 
0.9171,2.8414,3.5484,2.1132,2.9145,2.7966,2.695,3.3971,2.2823,1.9139,3.1813,1.4905,0.7901,0.4453,1.0474,1.8466,1.4803,1 
1.8147,1.5557,1.1265,2.7335,0.2892,2.7181,1.4521,2.7135,1.7312,2.4102,3.0173,3.1907,0.91,1.7301,2.4665,2.0091,1.3608,1 
2.1944,2.1127,1.9915,2.6798,2.9917,2.3259,1.8012,2.2845,3.3348,1.1076,1.9108,3.0037,1.8686,1.7463,1.5033,3.831,2.5145,1 
