Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Class
2.2042,11.0312,0.9548,0.8106,2.355,1.0702,2.2862,3.2464,1.3497,2.6306,0.2502,2.2067,1.4916,2.3863,4.5655,2.9292,1.6694,1 
1.9673,10.9203,1.2195,1.9814,2.1462,1.6709,1.8786,1.4747,2.5607,2.6753,1.015,1.2944,0.9067,1.0678,1.925,2.136,3.2834,1 
1.8313,9.4784,2.1085,0.5394,3.0643,4.0906,2.4022,2.9752,3.9241,2.255,1.7445,1.3576,0.6369,3.0509,1.2207,1.4448,2.321,1 
1.3196,9.546,3.0925,2.8522,1.3745,1.8199,0.518,0.9282,1.3374,1.7237,1.3406,1.6849,1.3108,2.3201,-0.1082,1.337,1.0985,1 
1.5259,8.8474,2.4476,2.3191,2.0326,1.5027,2.2471,2.6856,1.1168,-0.4722,3.0687,2.8582,2.2944,1.8708,0.2976,1.6955,2.9497,1 
2.0044,9.9825,4.1471,1.1831,2.4704,2.5462,0.861,0.8192,1.2729,1.0518,2.4616,0.8641,1.4161,-0.0017,4.1542,1.6593,3.4955,1 
0.6917,10.077,2.1254,4.0968,2.4745,0.1478,2.5437,3.8886,1.0633,2.8642,1.782,3.2612,2.3861,2.785,1.2746,1.9494,3.4155,1 
0.1349,8.8369,3.3054,2.4741,0.2128,2.8626,1.4759,0.0291,1.2227,1.1865,1.0128,3.2711,-0.2392,1.7528,1.8208,2.0576,1.196,1 
3.5511,9.6901,2.1529,1.5884,1.9322,3.4418,1.7076,1.4202,2.1565,2.1937,3.6287,2.3678,2.8999,2.4119,4.0395,2.4948,0.4872,1 
1.1288,8.8705,0.6967,1.6945,2.2713,0.8782,1.6142,1.9325,-0.8462,0.4507,2.6321,1.5857,3.8761,3.1663,1.4734,-1.2085,0.6698,1 
2.3391,9.295,1.8779,1.6588,3.5905,1.3847,2.806,2.2119,0.5668,2.9436,2.8159,1.1113,1.0789,1.9919,2.3601,1.2786,2.421,1 
1.3934,10.7758,3.084,1.3963,3.2688,1.9041,1.176,1.9255,1.5443,1.3533,2.3107,1.5726,2.3061,1.8581,1.4814,0.4829,2.9916,1 
3.4379,12.7301,0.9897,2.429,3.3637,2.0479,0.956,3.3868,2.5105,3.2261,2.1691,-0.6948,3.1952,1.4176,2.491,1.0279,3.009,1 
1.5473,10.5324,3.2259,2.3224,3.7151,2.1693,3.3811,2.0115,2.3682,1.1103,3.2432,3.9528,0.5826,1.4507,2.8301,1.3739,1.5534,1 
2.4604,11.4619,1.9671,1.9241,1.5568,2.5124,1.695,2.3153,2.2257,0.9572,3.2278,0.2166,2.0627,1.1875,0.3422,0.75,1.152,1 
3.5935,9.5738,2.8287,2.0479,2.926,3.0105,2.1536,1.3283,0.7354,0.7291,1.7872,3.3817,1.9367,3.1255,1.8267,2.8737,1.2565,1 
2.1158,9.0491,1.8933,3.0452,4.1678,2.5179,-0.5794,2.3601,0.8044,1.3034,2.212,1.9469,0.9546,3.1607,1.0266,2.0642,1.9742,1 
2.2787,10.9382,0.418,3.1524,3.2654,1.1519,3.788,1.9714,0.9976,2.5099,2.5802,1.2652,3.3071,2.7168,1.2499,4.0539,2.8458,1 
1.636,10.4335,1.9613,2.3644,1.2412,1.9498,0.1598,4.039,2.9469,3.494,3.2697,2.8037,1.8932,2.2006,2.4351,2.2396,1.6295,1 
2.0637,10.4117,0.2967,2.6362,-0.4997,1.3801,4.368,3.6683,0.6399,1.5323,3.147,1.87,4.353,3.3995,1.953,1.9615,2.2748,1 
2.5806,12.0877,2.0712,0.6203,0.767,3.7072,0.0245,1.4063,1.4281,3.2529,2.2666,2.2038,4.4374,1.4047,1.7906,2.3775,3.7657,1 
1.9976,8.5845,0.4513,2.7596,2.4138,1.8129,2.6622,1.3476,1.6,2.2561,2.6963,1.0173,3.0317,2.758,1.9519,1.9162,1.913,1 
2.3856,8.6248,2.0775,2.1659,2.9385,1.3568,1.2083,2.1296,2.6438,0.6796,1.0175,1.5574,2.0789,2.4282,3.7293,2.6018,2.4895,1 
1.1863,10.4202,2.9184,0.3354,5.0251,2.9394,2.6447,3.9379,2.8213,3.0415,1.5094,4.3602,1.6482,2.0669,2.2734,1.442,1.7826,1 
1.517,11.611,-0.3866,1.7057,0.8614,2.4918,1.4161,1.3596,2.4917,1.7416,0.3874,2.3145,1.4984,0.3189,1.9509,-0.2455,0.7876,1 
3.7071,10.9424,2.7573,0.6797,3.627,2.0729,1.7992,2.2601,2.7949,2.1791,1.5458,3.9212,2.3758,0.9168,0.9684,1.7642,2.9107,1 
2.5344,11.0094,-0.0927,2.2142,2.3642,2.0611,1.3855,0.9701,2.3747,2.3494,2.7679,1.7035,2.7944,2.3297,1.5121,4.0419,2.5536,1 
1.8,9.4316,2.5736,1.2126,2.4427,1.9854,1.0483,3.0512,0.7412,2.8303,1.6842,3.2686,3.7952,0.8758,1.5573,2.2102,3.6213,1 
2.9348,9.2974,2.4769,2.2553,2.4231,1.6259,2.2844,1.5775,2.7077,2.2818,1.4701,0.6876,0.8728,2.5542,3.786,0.466,2.4004,1 
0.587,11.4668,1.1797,3.5934,0.0277,0.7961,1.7698,1.9018,-0.6119,2.5953,2.6252,-1.1175,1.8763,1.1675,2.7055,0.632,3.0056,1 
0.8999,8.6276,2.0788,1.4414,1.5957,2.6979,1.522,1.1229,1.2014,2.003,3.4,0.3669,0.9947,1.1136,2.2083,2.0085,0.7955,1 
2.3432,8.8519,1.6099,1.8676,0.4244,1.2596,1.346,2.3301,2.866,0.7974,2.219,1.8195,1.0576,0.7806,1.5486,0.3477,1.8373,1 
0.7681,9.3312,3.1013,-0.082,1.9063,2.8951,0.2008,0.7754,0.7527,1.5794,2.7024,2.1293,0.8348,3.6664,1.733,1.5284,0.1578,1 
1.9269,9.7547,1.7253,-1.6639,0.7245,1.838,2.363,2.2865,2.1054,2.7505,3.1376,1.5619,2.3324,0.9575,2.431,1.8891,1.3259,1 
1.6835,10.4218,-0.1409,5.2976,0.3204,2.5372,-0.2419,0.1889,1.7743,2.561,1.1014,3.2773,2.142,1.0619,1.1746,1.9783,2.0543,1 
1.7247,9.6696,0.7461,1.8224,2.0776,1.4607,2.2947,2.6754,2.4014,2.7536,1.8327,1.895,3.4823,1.9663,-0.493,2.0213,2.718,1 
0.6139,7.3322,2.0284,1.0295,1.7256,0.7723,2.6339,1.0138,3.2945,1.6701,2.3699,2.1601,1.8417,1.1789,2.9663,3.0393,2.9629,1 
1.1627,9.5792,2.5781,3.3222,3.1236,2.9332,0.9061,2.0013,2.156,1.2313,3.6844,3.7074,1.3587,1.7893,1.1119,2.051,1.4891,1 
1.4937,9.2448,2.3173,1.3686,1.5984,2.3579,1.9395,1.1866,2.7681,1.0988,2.6057,2.3462,2.5463,2.0925,2.1532,1.2569,1.1572,1 
1.2943,12.3949,2.4066,1.9641,1.7431,0.6179,4.8706,1.6612,2.5616,2.5161,2.7002,2.8464,2.3639,2.9981,1.7652,3.3892,2.9322,1 
1.2734,11.2589,1.5102,1.8075,0.6832,1.2493,2.0839,2.911,1.4149,1.4047,1.1353,1.6596,2.7076,3.7233,3.4983,2.082,2.1117,1 
1.1392,12.1076,3.1158,2.7685,2.0835,1.3908,0.6776,1.9478,1.4454,2.2146,1.4036,1.9007,4.7098,2.8033,2.0041,2.71,2.5771,1 
2.7664,9.3907,1.1551,1.3365,2.847,2.3054,0.2131,2.229,2.3922,1.7075,1.9805,3.4723,1.3411,1.4721,3.5435,1.4112,1.444,1 
2.6551,9.5503,2.8824,0.7769,3.4694,3.2452,1.2398,1.2618,1.2572,2.7575,2.6351,0.6407,1.888,2.3044,2.0388,3.5467,0.9454,1 
1.9341,9.0367,1.7507,3.461,2.6087,1.5249,4.1914,2.953,0.262,3.8937,2.4824,0.9705,1.6503,3.0509,2.2219,2.0938,2.6627,1 
2.5045,8.9988,1.5841,0.6617,2.3417,2.7413,2.0425,0.7898,1.6403,0.8764,3.4732,2.496,1.7723,0.854,3.4997,0.4777,2.5235,1 
1.9403,9.9746,1.9872,2.0118,1.0572,4.0452,3.7573,1.7635,1.755,2.6048,1.6111,1.5504,1.8811,2.7746,1.2087,2.2279,2.0656,1 
1.1488,10.4437,2.8786,3.2977,2.0942,3.8309,2.3922,3.4394,3.2845,2.4704,2.1076,2.0773,3.6198,1.7217,0.6796,2.1318,1.2799,1 
0.7863,8.3787,0.2029,3.2995,1.9747,3.0514,2.1579,2.7397,0.8971,2.4197,1.6104,2.3117,1.4899,0.9306,0.1175,1.0118,1.4433,1 
1.8702,10.19,2.613,0.9574,2.5707,2.6519,1.9985,1.0262,2.1378,1.9604,2.8407,1.8823,2.1015,-0.3069,3.1113,1.9441,1.9904,1 
1.8725,9.4191,2.4045,2.9973,2.0133,2.4164,2.0636,1.7844,2.5436,1.2188,3.0538,2.248,2.2979,1.8101,1.6142,1.9142,1.6731,1 
2.2334,10.0409,2.2966,3.3843,1.0981,2.1204,0.9816,2.6261,2.4381,3.2286,2.6987,3.3516,3.1241,1.6896,4.4937,1.156,0.9478,1 
2.6843,10.146,2.1282,3.0721,0.5697,3.6881,3.0973,1.3155,2.868,2.3096,2.5904,1.8152,0.9846,1.3482,1.4163,0.8354,3.2417,1 
3.2636,9.7788,1.0026,2.7828,0.7893,2.942,1.7111,1.2347,0.6257,2.8936,2.6884,2.3188,1.5212,3.6889,1.3047,-0.6968,2.9012,1 
0.1335,10.4871,3.1232,1.1657,2.645,1.8943,0.5981,2.3246,3.5528,1.7521,2.3002,1.1174,2.3252,1.567,1.7077,3.4811,2.3202,1 
1.1358,9.7642,0.6738,2.6399,1.6135,3.6478,2.4212,1.5784,1.0073,2.6115,0.9534,1.7375,1.0329,2.0417,1.3973,2.004,-1.0814,1 
1.3106,10.6949,2.1802,3.2168,2.7555,0.5654,1.7381,0.9965,2.7001,2.0501,0.6916,1.3027,1.7666,0.8405,1.2442,2.1724,0.9638,1 
2.6075,8.8545,0.9793,1.494,0.7972,2.7162,2.8435,-0.4388,0.5836,3.2515,3.0033,0.5213,2.5806,4.7283,2.6877,2.8787,2.374,1 
0.5209,9.9054,1.1039,1.5054,2.6679,2.1136,2.2621,2.3462,2.2244,3.1804,2.0797,0.2992,3.6059,2.3011,0.9452,1.8032,2.964,1 
2.2999,10.6108,2.8384,0.7872,3.4182,1.7545,3.4309,2.9885,1.6285,1.0701,-0.3897,0.8199,0.5844,2.1509,2.1107,0.4877,1.9645,1 
2.4137,8.8006,2.4113,1.429,1.3489,1.2245,1.6759,1.1248,0.7532,0.4813,-0.0283,1.5225,2.4397,2.1168,2.5685,3.1512,1.6628,1 
3.5727,10.7816,1.8324,2.1208,1.6827,4.0908,2.4611,1.5493,1.0532,1.6377,3.4692,1.5036,1.4299,2.4212,2.2445,1.7815,1.9273,1 
0.842,10.1495,1.8202,2.5469,1.5075,3.4106,1.7864,3.1668,3.4183,1.6281,1.871,2.0517,3.8259,2.0861,2.2773,1.9584,2.313,1 
3.1416,10.9876,1.6321,2.6169,3.3404,2.0758,1.8133,1.1467,2.4367,3.0506,-0.9803,2.0508,1.8203,3.4547,2.1691,1.0785,1.64,1 
2.8826,9.8333,0.5453,1.3041,2.0723,0.9547,2.026,2.2462,3.5737,3.0127,-0.0654,1.1542,2.6896,2.7028,1.9465,2.2312,3.6285,1 
2.7317,9.7825,2.6874,1.3252,2.9691,-0.2935,2.566,2.7131,4.3715,2.6727,0.3984,2.3136,0.4203,2.4221,1.4141,1.4107,2.5814,1 
2.4874,9.9843,1.237,2.43,4.0472,1.8103,2.3204,1.0259,1.7974,2.4399,1.2484,0.6177,3.4955,0.7652,1.8905,2.7755,3.9995,1 
1.3087,9.1497,2.0008,3.4716,2.8559,2.3406,1.5389,3.2301,1.6717,-0.0934,3.2524,2.5254,1.1569,1.7481,1.4911,3.6207,2.381,1 
2.7131,10.5077,2.5221,1.8747,2.3649,1.1695,2.0375,1.5919,0.4956,3.1799,1.6765,1.2227,1.5328,1.3849,3.0342,0.8501,2.4713,1 
0.4654,9.3156,3.0651,2.1951,1.7853,1.3671,2.0712,0.6364,2.0766,-0.6942,3.1715,1.8839,2.8552,2.4909,1.9659,1.711,1.8198,1 
2.9561,8.4922,3.5005,3.4315,3.0519,2.2888,3.34,1.9303,1.6572,2.3573,2.2999,2.7294,1.3089,2.9165,0.0103,3.0177,3.0744,1 
2.015,9.5171,3.1693,1.9381,2.0321,1.5204,2.1998,3.0516,1.6423,2.8326,0.0277,1.0489,2.6319,2.12,4.2137,-0.41,0.952,1 
2.2363,10.0002,0.6274,2.1767,1.309,2.9107,1.7959,0.9465,1.3482,1.2963,0.6729,1.8861,1.8634,1.8901,2.9725,2.4495,1.3676,1 
-0.1107,9.9994,1.4888,3.9601,-0.0193,1.2747,1.815,3.6593,1.962,1.4927,1.4106,2.8347,1.4571,2.5471,-0.1338,2.1106,2.693,1 
2.0676,9.9997,0.328,3.7584,1.719,1.5988,1.5477,2.5409,2.3655,2.0375,2.122,1.7439,3.0686,2.9843,2.5607,2.1688,0.7986,1 
3.3646,11.1064,2.974,1.8633,2.0148,1.855,1.6156,2.6996,2.1144,0.8911,3.4518,1.033,2.6699,2.5134,1.7544,1.8813,2.5865,1 
0.9685,10.8363,0.0188,0.2717,0.653,0.939,0.6819,2.7622,1.7058,2.8905,1.3526,1.1213,0.2627,0.1228,1.0465,3.2533,2.8924,1 
2.6557,9.2372,2.1299,1.4681,1.4464,2.0548,2.8319,2.7527,1.6817,1.7266,0.2395,1.3356,2.314,3.8116,1.19,1.653,2.1483,1 
2.6107,10.0376,2.2458,2.4639,1.9057,2.4154,1.7889,1.5769,2.3532,1.9616,2.2531,0.3895,3.464,1.4983,2.0027,3.1225,2.9348,1 
2.0832,8.3184,2.4789,2.2981,2.8214,3.4686,1.5708,-0.1825,1.6771,1.6689,0.9698,2.5974,2.4267,3.0298,4.3838,3.508,1.5987,1 
1.0343,9.2795,-0.5818,0.8388,1.1798,2.5653,3.2908,2.1404,1.9298,1.5063,0.2567,1.8758,3.5998,3.0783,2.4015,2.9596,2.5558,1 
2.6873,10.5973,1.0565,2.1119,1.6667,0.5913,1.5768,2.4903,0.682,2.6663,1.7696,3.4696,2.1955,2.8085,3.1518,2.8786,2.937,1 
2.6805,10.6095,0.9712,1.3518,2.4072,1.2667,2.7841,0.8917,1.1231,1.6205,0.824,1.8676,2.2406,1.085,2.4575,1.9475,0.3934,1 
2.0007,8.2373,3.6103,2.8597,1.3737,2.8988,1.7051,0.2889,3.7686,2.4303,4.2011,2.275,1.5215,1.8804,2.7025,2.6564,0.1373,1 
1.3297,10.4282,1.8041,2.7725,3.3509,2.0948,2.8089,2.3697,1.2197,1.3134,0.1788,0.5611,1.7984,2.5676,2.6746,0.5743,2.5041,1 
0.4999,9.5621,2.3142,1.1847,2.777,2.7475,2.0429,2.2047,3.2517,1.8094,2.63,1.7331,1.1924,2.4012,4.2336,2.3085,1.8183,1 
2.2861,10.9824,1.2383,2.6069,1.5419,0.9766,2.0958,2.8395,2.2358,-0.71,1.5601,2.674,2.2447,1.4683,-0.4967,3.2079,3.1639,1 
2.1984,10.8,2.9983,2.1674,0.1739,1.8283,0.2676,0.5254,3.0282,2.1787,2.0903,2.1646,1.3679,1.1089,3.018,2.9933,1.1218,1 
3.4648,9.7131,2.2364,4.163,2.9326,2.6582,0.8331,1.7644,0.8322,1.2176,2.7757,0.7645,1.7741,-0.0881,1.4888,1.437,2.3746,1 
2.0435,6.9947,2.8441,2.6773,4.0161,2.9087,2.9154,1.9797,2.6509,1.1926,1.9263,1.9858,2.0961,3.7588,1.6711,2.0228,1.9758,1 
0.3391,10.2427,1.1134,2.4349,2.1659,3.4741,2.5127,2.3097,1.7596,1.7552,2.851,2.2259,0.812,2.395,0.3191,2.9667,1.7361,1 
1.0124,10.306,-0.0768,2.1598,1.0772,2.9189,1.7631,-2.1777,3.6738,2.6918,2.1886,1.0531,2.5231,2.2846,1.5467,2.2698,0.1999,1 
1.5481,9.8144,1.4231,3.6574,1.9748,0.8673,-0.1907,2.9454,0.3967,2.9354,2.7171,2.1315,1.5027,1.9437,0.7187,1.616,3.1755,1 
1.7507,11.051,1.1759,3.2758,1.2949,2.8599,0.7529,0.6964,-0.5519,1.4369,1.9472,0.3426,2.9143,2.1454,1.7726,2.0795,2.5977,1 
2.3188,10.3279,1.8403,2.3296,0.6778,2.1345,1.468,2.4034,1.8983,1.3275,0.4623,0.6537,1.5827,2.5408,1.9082,1.5336,3.0249,1 
-1.4179,10.4934,2.4976,2.4213,4.0924,3.5572,1.505,2.8944,2.8073,1.8496,3.7081,3.1724,-0.0166,0.4122,1.9876,3.3366,-0.2859,1 
2.6313,9.4544,1.8083,0.1904,2.2634,1.5331,3.5055,3.824,0.3918,2.0651,0.3598,3.2541,0.8174,2.5105,1.8626,1.6837,0.8815,1 
2.7977,9.261,1.4593,1.8702,4.4114,2.146,2.8283,2.4126,2.0778,1.3118,1.2876,3.2586,1.2587,0.7111,0.739,1.1761,1.5504,1 
2.8557,11.4234,0.2656,1.3235,3.8349,3.2285,0.3853,2.4808,2.7945,4.2169,0.9977,0.1196,2.1936,2.2632,0.1853,2.088,2.4961,1 
1.3965,9.6134,1.7436,1.6277,2.3073,2.0635,0.7698,3.0711,2.742,2.4372,3.2943,1.5379,2.085,3.0987,4.1158,2.8675,0.8733,1 
3.1329,11.0193,1.8042,1.1493,3.1052,3.01,2.5504,1.7111,0.2139,2.413,2.5146,2.5355,2.8537,1.6862,1.7042,3.5038,2.1016,1 
1.8673,8.9905,3.1689,1.4117,0.7967,1.4807,0.9097,2.1955,2.506,2.6784,3.6975,1.9549,3.3818,2.6496,2.9935,3.0551,2.3099,1 
3.7194,10.0488,2.0991,1.637,1.1496,2.8917,1.2693,-0.2644,1.7157,1.2419,3.7928,2.339,1.8753,3.511,1.8352,2.9007,2.0211,1 
1.7386,9.8252,1.9908,2.713,2.4312,1.6459,1.3834,1.3652,0.5867,1.1629,0.5567,1.5204,3.1454,1.6588,2.3159,3.9808,0.2565,1 
2.6852,10.917,3.1979,1.2664,2.4831,1.5349,2.0656,-0.1608,2.5843,2.2955,1.7186,1.3762,2.0684,1.1664,2.0682,2.232,-0.1931,1 
1.8496,9.735,2.7653,1.2756,0.3024,0.4051,1.9147,2.3764,1.7721,2.9163,1.4646,-0.273,1.7689,1.3981,1.4579,0.065,3.152,1 
3.1921,10.6722,1.0105,2.0344,2.4074,2.2639,2.4925,2.4756,2.5102,0.1517,1.5439,4.41,1.7946,1.5982,4.3587,2.2764,2.8972,1 
3.1541,10.8541,3.7933,2.4331,2.2783,2.9557,1.1303,2.1654,3.5683,2.3824,1.5501,2.025,1.1349,1.0305,2.3589,0.4277,1.8747,1 
3.2169,7.4934,2.0398,0.3188,1.7738,3.8477,1.8951,3.0239,2.6588,1.9678,0.7258,2.9426,1.5771,0.9884,1.7145,4.8194,0.4301,1 
2.4372,10.6438,0.9853,2.6182,1.3941,3.1445,2.9634,0.938,1.4271,1.2611,2.4443,0.9083,2.7573,1.2215,-0.0455,2.7742,2.8031,1 
0.9197,11.8871,3.2916,2.0,0.5315,1.9962,2.7097,1.5548,1.8652,2.0875,2.8517,-0.3651,1.276,2.7513,1.9034,2.4121,1.9059,1 
1.5847,9.9373,1.4435,3.7847,0.7947,2.7933,1.5591,2.6954,1.1473,2.7946,2.0864,0.9881,1.7489,0.6481,1.7184,2.3265,1.9686,1 
2.8729,10.0255,1.2859,1.9528,1.5061,2.1403,2.3631,1.4114,1.8952,2.7226,1.2251,0.6784,1.564,1.1652,1.729,2.1728,2.3748,1 
2.5471,11.799,0.3167,2.4308,3.0985,1.3706,1.6361,2.4318,2.2891,-0.3641,1.0435,1.1741,0.9559,3.4922,2.9647,1.3806,3.3261,1 
3.952,9.2819,1.4143,4.4555,1.6017,2.6928,3.0278,1.8821,0.7176,3.082,2.6135,-1.0331,3.7875,3.0035,2.614,2.8735,3.2519,1 
2.1441,9.3735,4.1505,3.1651,2.1327,2.2387,2.9221,2.637,2.4572,1.7726,1.2297,2.3385,1.9568,1.5699,1.1276,1.8373,1.2114,1 
1.981,9.6662,2.9039,1.6607,1.7022,2.6615,3.2047,-1.8017,1.2766,3.3818,3.0808,2.7474,1.1696,3.3282,1.9033,3.8427,2.4912,1 
2.0004,10.4189,3.2465,1.2391,1.0658,2.5665,2.2386,1.7336,2.7608,4.3121,-0.0976,2.9429,0.8629,-0.2481,-0.3087,0.1059,1.7845,1 
1.3236,9.0745,4.0145,0.0985,2.2532,-0.0511,1.7741,1.6664,3.0123,2.0387,2.6097,0.0465,2.0376,1.5806,3.5475,2.3847,1.9896,1 
3.1866,10.4162,1.2321,0.0502,0.2435,1.8437,3.8761,2.542,3.8662,2.64,0.5393,1.2558,0.304,0.5346,1.9131,3.6339,1.5545,1 
1.7765,11.2789,1.1181,1.9932,2.4506,2.2964,1.9728,1.5133,1.3174,1.7257,1.7606,2.2757,4.3499,2.1275,1.2231,2.0984,2.3338,1 
0.8872,10.5041,3.1159,0.6586,3.2898,1.3984,2.8731,1.1721,0.2895,2.0712,1.5118,2.1267,2.6981,1.5047,3.5664,0.2174,2.8582,1 
0.4208,9.8572,1.2903,4.5146,4.3211,3.4226,0.0547,2.4799,3.407,2.907,3.2662,1.6821,0.8743,1.7842,2.5288,0.7245,1.7336,1 
3.021,10.4278,1.7083,2.799,0.7247,1.117,0.9301,2.1293,1.9898,2.9248,1.1115,0.4538,2.0742,2.667,3.0114,2.3207,1.8439,1 
2.4025,8.7078,1.1021,2.8279,2.6484,3.5082,2.4989,2.3178,2.2356,2.5902,3.4435,0.8478,3.5022,2.0784,1.4931,2.2329,1.8662,1 
1.3728,8.6489,1.4662,2.7268,0.823,1.168,3.0741,2.0145,1.0779,0.1434,4.6825,0.6107,3.108,1.9331,0.4143,0.991,2.3502,1 
1.707,10.6137,1.207,1.807,4.0067,0.7188,0.7315,1.3473,4.5352,1.8379,0.4552,2.0433,2.1527,2.6914,2.5621,1.6719,2.0112,1 
2.06,9.8485,3.1326,1.7495,3.1125,1.5683,2.4243,1.1589,1.4238,2.7686,2.0491,0.9475,1.5548,2.9153,2.2295,3.1294,2.1866,1 
1.5291,9.6388,3.0136,2.8269,1.2406,2.0269,3.5946,1.3966,1.1356,2.9078,0.1559,4.2572,1.8886,1.1727,2.3756,1.453,2.7468,1 
2.8761,9.7725,2.5676,1.4705,1.397,1.4916,2.0803,1.2245,0.0992,2.0479,1.1158,2.1461,3.3903,2.0341,2.8668,3.0593,1.9627,1 
3.5489,9.4989,2.8254,2.5558,3.7105,2.6198,2.2732,2.9678,0.1428,1.1938,1.8248,2.3591,4.3474,0.7279,2.2129,2.6615,2.0653,1 
-0.0872,10.6226,3.2155,2.8586,1.8893,1.0512,1.2465,3.0868,1.9939,2.8479,2.2774,2.0382,2.8,1.5716,1.3306,1.4152,3.3078,1 
