Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Class
-2.402,-0.2974,3.5174,1.1115,2.5262,1.1046,3.5692,1.8028,0.8993,2.3542,3.9735,1.5785,0.7715,1.8224,1.8549,1.6317,1.596,1 
-1.9401,-0.0249,2.4353,1.4618,3.7372,3.3721,1.7481,2.7793,3.3955,2.2008,2.2356,1.748,1.6642,2.8733,1.7124,-0.372,1.2805,1 
-1.5892,-0.8912,2.6398,0.2611,0.6543,3.3283,2.4376,1.5735,0.2926,2.6326,3.0033,1.877,3.5431,0.6621,1.3387,3.0275,1.7648,1 
-0.1618,-1.1838,1.9322,1.9969,1.8279,3.3519,1.4993,1.1914,2.8264,1.3396,1.5347,1.9601,4.6317,2.458,3.0141,1.4718,2.908,1 
1.9243,-1.949,1.2345,1.7482,1.4058,2.3605,2.1501,2.2475,0.7973,0.9103,2.8506,3.1965,1.5207,1.8494,1.3255,2.4,1.607,1 
1.2043,1.8163,1.6681,1.7514,1.6841,4.1399,2.6121,3.1724,1.1524,2.2939,2.8172,0.4207,2.1275,1.3913,1.8942,0.5255,3.6572,1 
1.0696,-0.5062,4.5221,2.9698,1.7563,3.2576,2.098,2.7017,2.2681,3.4718,2.7015,2.2242,2.0307,2.7705,3.0632,2.1165,3.3876,1 
0.9058,-0.506,1.7895,2.3564,4.8074,1.4652,2.5163,1.2938,1.9709,1.7163,3.3971,2.7637,3.8195,1.3118,1.5036,1.3834,0.3675,1 
-0.2624,1.2681,1.0891,2.593,3.3859,0.941,1.3251,-0.0802,2.4518,1.6819,2.0559,1.2264,2.1579,2.1466,2.8022,0.3075,3.7866,1 
1.3559,-0.1617,4.4047,2.3191,3.1356,1.9813,2.8134,2.4897,0.7427,2.3639,2.0353,0.9835,2.7872,2.4728,3.3057,1.6392,2.1121,1 
-0.9077,1.322,1.9185,1.7626,1.6051,1.9744,1.5816,3.5443,0.5519,1.6019,1.4652,1.5318,3.0314,1.5939,0.1098,3.2461,0.6695,1 
0.9903,0.7342,1.6587,1.3702,0.8529,1.1021,1.0285,1.2835,3.1291,3.0296,1.365,1.9283,1.7834,1.8688,2.1721,0.6651,1.2745,1 
-0.3705,0.7671,1.9077,1.6876,0.5869,2.3802,3.2584,2.2507,2.5714,1.7659,2.303,2.1262,2.3755,1.9078,0.7308,1.9376,0.4837,1 
1.0614,-0.5946,2.574,1.2641,0.7922,3.8772,1.7331,0.2491,2.3589,0.9363,2.4489,1.4841,1.3972,2.992,1.224,2.5229,1.8603,1 
0.3175,1.0187,4.4376,2.908,2.6154,2.1959,1.3665,2.3974,1.0645,2.7915,2.3587,3.137,1.77,0.5636,3.3102,1.1665,2.9282,1 
-1.2331,0.2762,0.9347,0.549,4.4876,0.9448,1.3241,2.1059,-0.2398,2.0354,2.6137,2.3767,1.7233,1.7554,3.0002,2.6617,2.0535,1 
0.6339,-0.433,3.0596,3.5315,1.912,2.1061,2.083,0.8336,1.1593,2.8878,2.5368,3.1993,2.2218,2.0693,1.1521,1.4693,1.9205,1 
0.1264,-1.2462,2.4086,1.1472,2.6895,2.9309,-0.2707,2.2772,0.7029,2.3688,1.0232,3.2867,4.0881,0.8783,0.6888,0.3084,1.5204,1 
1.2355,0.9441,-0.0334,1.3427,4.2533,2.5467,1.3517,0.1886,3.4773,2.0734,1.6607,4.579,1.4932,2.0124,1.513,1.4129,3.3872,1 
-1.6481,1.4955,2.4522,2.1002,2.8151,1.0255,3.4458,-0.4402,1.1172,0.3037,1.5613,2.1688,2.4102,2.1318,2.6432,2.5739,2.4844,1 
2.544,0.6109,1.623,3.2678,2.4419,1.3157,2.9305,1.3501,1.7931,1.831,0.7467,2.5112,3.3495,4.335,1.6219,1.2688,1.2459,1 
-0.8469,-1.4139,5.2445,1.4479,1.6826,2.6591,0.9585,1.0294,2.6465,2.7025,3.0028,1.7298,0.9827,3.0874,1.6657,1.9792,2.1372,1 
-1.4098,-0.6663,1.0055,2.1832,2.0263,4.7266,2.1973,1.8931,3.1504,1.1309,2.7465,1.6707,2.057,2.8397,2.5541,2.2018,0.1541,1 
-0.272,0.0906,1.405,2.1962,0.8096,2.2011,0.9477,1.7221,2.4502,0.2404,1.5757,3.7459,2.7642,2.1522,1.5561,3.0422,1.8329,1 
-1.0511,0.908,1.3314,1.5989,1.3302,3.911,1.6729,1.53,1.668,2.1415,-0.3807,3.1096,2.9466,3.0198,2.1305,0.2657,1.9412,1 
0.1917,-0.1701,0.8655,1.9446,3.3812,2.8968,2.6835,3.2694,2.1052,2.9948,1.8108,3.1859,1.3526,0.0551,3.8036,2.2293,2.5084,1 
-0.8895,-0.1385,2.2475,2.2545,2.2307,1.8526,2.6553,0.7492,1.7417,1.6772,2.5419,1.2044,2.1474,-0.1009,2.0239,2.7099,1.723,1 
-0.4851,0.9324,4.0218,2.4196,1.8367,1.9872,1.9916,2.8371,3.057,1.4394,4.0087,-0.2827,3.2046,2.9173,4.6262,1.6721,1.6397,1 
-0.751,-1.7297,0.5668,1.5074,2.4034,1.4228,4.1675,3.0392,1.6418,3.5494,1.6379,4.1887,0.8831,2.0202,1.9788,2.423,0.5377,1 
0.1628,0.6319,1.8932,1.2378,1.9737,3.4517,2.9285,1.305,2.97,0.8771,3.4767,3.8411,3.3484,0.9735,3.8764,2.4198,1.0595,1 
1.6142,-1.8179,1.033,0.6624,1.72,0.341,-0.113,1.3024,0.6022,2.2527,1.1399,2.4904,1.3893,2.3528,2.9925,2.7238,3.4384,1 
1.1486,0.31,2.2826,3.1865,1.0158,2.5607,2.6572,3.0872,0.195,4.4984,2.3422,0.6037,0.8965,2.0972,4.0615,1.9388,2.6073,1 
-0.1502,0.5156,2.9416,2.7035,4.2448,3.0224,0.5206,0.9721,1.8865,1.7686,2.3975,2.2794,2.8392,1.7925,1.9169,2.0934,2.7604,1 
-1.0449,0.4441,1.1397,2.1069,2.2516,1.7129,2.8437,0.3667,0.5272,1.7562,2.3335,2.1939,1.999,2.7753,1.9316,1.036,0.847,1 
-0.6054,-1.3882,1.7474,2.8516,2.5411,0.6995,0.4234,1.9999,3.2124,1.3933,1.8835,2.0229,1.3914,3.7265,1.2462,2.2947,2.364,1 
-0.1813,0.2186,2.1423,1.6607,3.3776,0.6665,2.015,2.2277,1.6989,0.3311,1.6264,2.036,2.6275,-0.8505,2.2321,1.0769,0.0764,1 
0.098,-0.8758,1.389,0.6174,0.3405,2.6371,1.6017,1.3932,1.1537,3.1175,2.1058,2.8092,2.6289,1.7914,1.7723,1.8997,1.5795,1 
-0.7494,-1.7256,3.1764,0.6953,2.7518,0.1563,3.5663,1.5892,1.7415,2.3492,3.6918,1.0363,2.1331,2.4647,1.8024,2.1533,1.1436,1 
-2.0128,2.0486,2.4073,0.2008,2.2398,1.2627,2.5063,0.1305,3.3942,3.6086,0.2766,1.7996,2.386,1.6257,2.1154,1.158,2.0375,1 
-0.8404,-0.868,2.3209,3.5329,0.9307,1.9344,1.4931,3.4756,3.3156,2.2435,2.7613,1.7181,1.766,1.5562,1.5244,3.2057,1.9309,1 
0.695,-1.4178,2.2938,1.6005,3.4093,2.263,2.8083,1.2934,1.6204,1.1959,2.7579,3.1115,1.6725,0.9118,2.5647,2.7901,1.0279,1 
-1.1795,0.1349,1.9082,0.9157,2.036,2.6094,4.2181,0.8902,1.3382,3.1941,2.3886,3.0593,2.6774,3.7113,3.5941,0.4835,0.7237,1 
-0.1487,-0.5052,2.2057,2.6137,2.8492,3.2175,1.6695,2.3542,2.5609,2.7497,1.6477,3.1588,1.3252,1.4132,3.0527,3.6604,0.5175,1 
0.4749,0.3652,2.8936,2.363,0.5484,3.4965,1.1426,2.7611,1.9578,3.0128,3.5813,3.5071,3.0411,2.1118,3.0243,1.332,1.5496,1 
0.558,-0.3498,1.9436,1.7088,1.9811,1.8708,0.493,2.8559,1.1453,3.1244,2.3688,1.6112,1.8662,0.9295,1.3577,0.2064,3.0018,1 
0.2451,0.4709,3.525,1.3349,2.1278,1.233,0.7988,2.5022,1.0001,0.3295,2.4966,0.9078,2.3164,1.861,0.2593,3.9327,1.7428,1 
0.065,-0.1165,1.4316,2.2151,2.5751,2.1135,1.7978,2.3277,3.3296,3.7107,2.5528,2.5473,2.4109,-0.904,4.3288,4.9934,1.9364,1 
0.1693,1.6204,3.5061,1.9048,2.2363,1.7073,4.8883,2.2342,0.8636,1.7018,1.1596,1.0182,0.5322,3.1626,0.8827,1.4226,1.4398,1 
1.0149,-1.0499,1.424,3.6713,1.8646,0.9361,1.6218,1.2678,1.4719,2.9657,2.2314,2.3628,1.315,2.0369,1.7176,-0.9321,1.5541,1 
-0.9505,0.7826,1.8607,1.3996,1.4914,2.8964,2.0999,3.5239,1.5639,1.974,1.1178,1.2643,1.0368,1.4859,2.9199,2.5749,3.949,1 
-0.8003,-0.7833,2.6427,2.7772,2.015,1.5552,0.5805,1.7146,2.0304,2.8848,3.6652,3.3875,3.0992,2.2043,4.2152,1.45,2.3166,1 
0.9345,0.157,0.7745,1.8315,1.5187,0.8158,4.1286,3.7977,2.1586,1.9718,3.1514,-0.4947,1.2748,2.8307,2.0351,2.6732,2.9839,1 
-0.3015,-0.6561,2.6033,1.5634,0.234,1.109,1.68,0.6154,1.6321,3.8484,2.3065,2.2256,1.2315,3.1495,2.0082,1.68,1.5024,1 
-0.2881,-0.2265,0.6736,1.9848,2.5874,2.6085,0.6463,3.8694,3.8491,2.7511,2.3011,1.705,1.8755,2.784,0.0276,2.2342,1.4234,1 
-1.7747,-0.8471,2.2276,1.6459,2.3224,2.6435,1.3631,0.1231,2.1838,0.5978,2.9349,0.6323,1.5151,1.7096,2.6101,1.475,2.5024,1 
-0.2724,1.6159,2.0822,1.2156,2.1539,0.7297,0.7819,2.6401,1.9837,1.767,2.5397,-1.2138,-0.3135,2.1119,1.6777,0.6773,2.2279,1 
0.3757,-0.2079,3.5959,-0.0617,1.8019,3.3314,2.3542,4.0108,2.8305,2.3423,1.7189,1.1365,0.7161,1.2729,3.3284,2.5833,3.2149,1 
-0.4631,-1.9342,2.0883,3.1332,3.272,2.2231,2.8807,1.6072,0.9986,2.0017,1.4397,1.858,1.7874,3.8083,1.8645,2.811,1.9594,1 
0.2756,-0.3492,3.3885,0.9436,3.5365,1.0885,1.3018,1.3991,2.8775,1.8542,3.0005,3.0013,1.6531,0.8649,3.0953,2.3127,2.6215,1 
0.4068,0.4991,2.0755,3.7623,2.7104,1.2933,2.9635,1.6697,2.0894,0.1529,1.3117,0.8789,2.9468,2.7075,1.1316,1.3938,2.3074,1 
-0.5888,-0.5552,2.1348,2.9821,1.8233,2.1617,2.1414,0.6618,2.9455,1.2818,3.0495,1.6493,1.5719,0.9233,2.4405,2.6181,2.7151,1 
-0.7125,-0.2493,0.991,0.5462,4.2712,1.8001,1.8623,1.6467,2.0714,3.6858,1.7172,2.2616,2.9633,3.9968,3.5189,1.5772,1.1422,1 
0.6288,2.4529,1.2683,1.0233,0.5848,2.8958,2.4979,2.3601,1.0601,1.5396,1.5569,2.028,2.1829,2.0721,1.3692,2.7422,3.1551,1 
-0.7689,0.3403,0.9267,1.4371,3.3944,0.657,1.0856,2.9389,1.9366,2.2696,1.0777,1.0817,2.4781,2.3979,2.4964,2.2251,2.1775,1 
0.5982,1.0561,3.0506,1.6158,1.6667,2.7646,2.8711,2.491,1.6515,2.4958,2.8594,2.0076,2.0102,1.2661,0.17,1.6945,3.4229,1 
2.0283,-0.3964,2.7978,1.0941,2.4801,2.882,3.5886,1.3394,2.6171,0.5857,1.3286,3.9386,1.6017,1.242,4.4368,1.7851,2.0265,1 
0.139,-1.0328,0.3899,0.6479,2.5283,-0.5582,0.5811,2.7486,0.8174,1.0048,1.8866,2.6654,2.0881,1.6762,2.6513,0.8008,3.1991,1 
-0.0251,-0.5242,0.8138,2.7182,3.1465,0.8958,2.3955,2.3907,2.7435,2.6588,0.2604,0.6981,0.0221,2.4812,2.0906,0.4984,2.4737,1 
0.0079,-1.3532,3.0735,2.2618,2.7921,2.1911,2.4822,3.6837,2.1183,2.5114,2.693,3.2499,1.7539,2.1428,1.4427,2.5895,3.2032,1 
0.3909,-0.6144,3.2188,1.152,1.2113,1.6109,2.4896,2.578,2.6184,2.326,2.6387,3.0945,2.5973,1.2952,2.8541,1.2728,2.1808,1 
-0.5611,-0.9176,3.7544,1.6644,2.2162,1.0237,2.2854,2.0912,1.7269,1.6778,1.1502,2.1041,2.0835,3.3778,1.0293,2.4474,1.8136,1 
0.0896,1.2277,3.2403,1.9299,1.7102,2.2163,4.2929,1.2464,2.74,1.5435,1.6022,2.0125,2.9421,3.1155,1.9422,2.2599,2.6774,1 
0.067,-0.2814,0.8318,3.3113,2.7639,2.6761,1.3946,0.8066,3.6417,3.3412,1.8885,4.411,2.0377,2.8577,1.298,2.6838,2.3724,1 
0.4245,-0.2656,2.3316,1.1842,1.8594,3.2425,3.9101,0.9991,1.2759,0.7697,2.6526,2.6519,2.6485,2.9631,0.8264,3.1291,1.4294,1 
-0.5087,-0.3893,1.3978,1.4217,2.0122,0.6552,3.6886,3.2898,2.2785,1.4696,4.4099,2.0621,0.6628,2.959,1.4206,1.1447,1.564,1 
0.1471,-0.2151,2.5003,2.1911,1.1676,1.4174,1.6797,2.5556,2.039,1.8582,0.5809,2.7433,2.1865,1.5102,4.7858,1.9665,3.9355,1 
0.2597,1.6697,2.5012,0.8663,2.2384,2.4771,3.2284,2.2121,3.3194,-0.3222,1.5732,1.313,1.9717,3.0503,1.4455,2.4293,1.8632,1 
0.9001,-0.5049,3.8712,2.3797,2.7431,1.6118,2.5291,2.7658,0.7355,1.6117,0.723,2.5268,2.9204,0.1037,0.9061,0.9562,3.5087,1 
-0.1772,0.9709,3.004,2.1982,0.7878,0.1592,2.6922,0.9425,3.3042,2.0721,2.5397,3.3324,1.905,2.6423,-0.0342,2.2283,1.9106,1 
0.9959,-0.0417,2.033,1.1046,2.2997,2.68,3.6264,2.0002,1.7103,2.1094,1.0804,3.0096,0.8261,2.816,1.7009,3.0415,2.2306,1 
0.9916,-0.1134,1.5132,1.5732,2.2024,1.7267,1.6763,2.364,1.8103,1.5894,1.5223,0.7055,0.8226,2.2535,1.9001,-0.0554,0.6535,1 
0.8217,0.0569,2.9071,0.5956,2.152,1.4838,1.8799,3.6146,2.1474,1.2592,1.6529,3.1681,1.9936,2.749,1.6533,1.1246,2.8582,1 
0.655,-0.8576,2.1842,2.3088,2.9598,0.8476,2.1073,3.6665,1.6706,1.7892,2.9539,0.9826,2.8285,3.4258,4.6633,1.3381,-0.1831,1 
-0.0799,-1.5903,1.315,0.9435,2.6435,0.8988,1.3963,3.1918,0.9851,1.8601,1.874,1.9001,2.6576,2.8097,1.6137,3.0273,2.2051,1 
-0.2082,0.8604,3.5684,2.5469,2.6172,2.6038,1.9679,1.0308,3.9683,1.8115,0.7736,2.0809,1.6675,2.6571,2.5555,3.7041,2.3786,1 
-0.0908,-0.4161,1.9954,1.1623,2.5738,3.1213,1.257,2.5941,5.1288,2.3032,0.8557,1.5198,1.1915,2.717,2.7104,0.0598,1.3557,1 
0.2817,-1.3588,1.2494,1.9763,1.8927,1.2388,1.8352,0.2158,3.1273,2.6434,4.1596,2.0882,2.9035,1.4731,1.6634,1.1465,2.8879,1 
1.0316,0.7925,1.9422,2.8244,0.3652,2.423,0.3638,4.0035,0.835,1.6322,2.2594,2.4761,1.7535,2.9257,0.8017,1.2069,2.1542,1 
-1.5192,0.443,2.6548,0.7226,1.8683,1.072,1.3977,1.1872,2.5375,3.4135,1.6225,2.366,2.4379,-0.5522,1.3247,3.0365,2.0552,1 
-0.8946,0.7158,1.8976,1.2374,3.5617,-0.2301,0.8381,1.4514,1.8675,3.6202,3.6692,1.2974,3.4165,2.8039,4.3395,1.8317,2.1141,1 
1.4793,-1.709,2.0149,-0.434,2.6384,3.8555,0.8632,1.2755,2.6767,1.5165,1.7997,1.1932,2.1475,2.7173,3.0748,0.6807,2.3696,1 
0.46,0.2149,2.7021,-0.5141,1.8219,2.5697,0.0559,2.9418,1.9317,1.0311,4.6683,3.22,2.7133,0.7539,1.9344,3.0551,1.7914,1 
-0.2427,-0.1445,2.3318,2.9491,3.451,1.4153,2.5509,2.0207,0.7935,1.1095,3.3442,-0.1592,3.7761,2.9997,1.3648,1.5955,2.732,1 
-2.238,1.514,1.443,1.2525,0.6554,3.0454,1.6914,2.2334,1.2945,3.4101,1.4254,0.7684,1.6505,2.8218,1.9003,3.0827,2.3928,1 
-0.06,0.5662,1.9338,1.8008,2.7546,3.7521,1.4163,1.5143,2.7143,1.6121,0.5004,2.6276,0.1624,2.0884,1.2146,2.4138,2.2743,1 
0.095,-0.5857,-0.114,3.1715,-0.3007,1.9175,2.0542,1.3554,0.801,1.9333,2.314,-0.1902,1.7621,1.938,0.801,2.5602,1.5687,1 
1.164,-0.2404,2.0506,1.4458,1.4507,2.1518,2.909,1.9733,2.1013,1.7926,1.6052,1.5113,1.8829,3.3127,1.9359,1.2404,3.0093,1 
-0.1011,-0.0327,3.77,0.8797,2.1679,2.1253,3.9509,1.8054,1.1657,2.9717,1.4805,1.7795,0.9413,2.4432,1.3918,2.953,1.7039,1 
-0.8823,0.8306,1.9201,1.5201,2.3587,2.8117,3.5627,1.8036,2.0834,3.352,1.1955,1.0317,1.6063,1.4367,3.3114,2.0912,1.8922,1 
-0.3581,0.2672,1.7093,2.8588,2.1174,1.9599,2.3013,3.8463,2.5666,2.5306,0.6794,2.7206,2.6074,2.4742,1.8156,3.8061,3.2076,1 
1.0043,1.6834,2.595,0.9847,2.7805,2.9699,3.0665,1.0046,0.9813,3.2527,2.2773,1.7682,2.2597,1.8237,2.4667,1.5685,3.2217,1 
-0.5461,0.6376,2.9382,1.3471,1.8077,1.2845,2.2076,2.1667,1.8755,3.4828,1.8521,1.4992,3.0053,1.5223,0.0192,1.674,1.0765,1 
-1.0491,0.5719,1.3708,2.0287,2.8023,1.2787,2.8331,2.2085,1.8449,1.2697,1.4356,2.5795,1.491,2.3712,3.01,1.7683,1.9918,1 
-0.3427,-0.3074,2.357,2.8799,2.6838,0.6351,1.3312,0.9932,1.3326,1.7381,2.1389,1.9482,2.7701,1.2416,3.8807,1.4639,1.9714,1 
0.5527,0.4036,1.4297,3.3965,-0.4478,3.0471,2.9718,2.3329,-0.0164,1.5604,1.4991,2.8689,4.6426,0.6312,1.9886,1.1409,2.4013,1 
-0.1828,0.7883,0.756,4.0354,2.0594,1.3374,1.7834,1.3879,2.2697,2.008,-0.0154,-0.3373,3.036,1.7789,0.9229,1.9087,3.0096,1 
-1.9842,-0.2438,1.1176,1.6665,1.328,1.2773,0.8411,1.5043,3.3391,1.4614,1.8232,0.506,2.7526,3.2217,3.3751,1.9078,1.6864,1 
0.1192,-0.8337,3.0327,0.122,2.0939,1.5333,3.0488,1.8107,0.6256,1.8644,0.9384,3.5085,1.4927,1.5798,1.5675,2.3752,2.8786,1 
-1.5431,-0.1471,-0.3546,0.8985,0.7498,1.7419,1.3921,2.2024,2.8098,3.4823,1.5334,2.0655,1.648,2.8192,4.325,1.633,2.5685,1 
1.6559,-0.4407,1.964,1.7553,2.0805,3.8408,2.0113,1.8595,2.171,1.6727,0.4965,1.8052,0.7778,4.3001,2.0182,3.115,2.9329,1 
-0.5059,-1.1426,2.8856,2.2283,1.6237,3.974,1.3904,2.3266,3.0176,1.4398,2.1445,1.5508,2.9669,1.9407,2.3388,2.056,1.4616,1 
-0.2525,0.0179,2.9171,0.2648,1.6492,0.9177,1.68,3.6988,0.9198,1.3692,3.4224,3.7949,1.7217,3.8196,1.9152,-0.2469,2.4917,1 
0.7415,-0.4403,2.3184,1.1027,1.8233,2.0725,1.2339,-0.1912,-0.6877,1.4317,2.6554,2.7128,2.7814,0.0561,3.0163,3.9711,2.7994,1 
-1.1542,1.1207,0.6153,2.9777,-0.0914,0.6554,0.5514,1.7137,1.6456,2.0656,1.1632,1.5055,2.0247,1.0224,3.1081,2.7429,3.2306,1 
0.5347,-0.6751,1.6657,2.9895,-0.3182,2.1938,2.5433,0.6225,2.685,1.5512,3.2403,0.8117,2.7543,4.2974,1.2068,0.2886,4.2749,1 
-0.7672,1.786,0.5506,0.952,3.269,1.91,0.7249,1.6406,2.1816,3.5386,0.1776,2.5872,1.5957,2.8225,1.9404,2.743,2.5606,1 
-2.3115,-0.364,1.7188,4.0752,2.6737,1.1934,3.4447,3.0845,2.3623,2.8421,1.3421,1.1521,0.867,1.2415,3.7829,0.6169,-0.0977,1 
-0.5846,0.6901,1.7893,0.9968,2.9694,1.1554,2.8397,2.2805,-0.2006,3.2659,1.6983,0.3805,2.3729,1.7449,1.5372,3.3106,0.1964,1 
