Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Class
1.5825,0.2112,2.8564,2.1857,0.8114,1.9873,1.774,1.4622,1 
-0.1851,0.2889,2.7906,1.6861,2.1085,2.7932,1.7431,1.5097,1 
-0.0882,-2.1593,2.0523,2.2728,1.1677,0.1701,1.6656,3.3271,1 
1.7919,0.0892,2.4296,4.2085,-0.2843,1.3251,-0.0015,2.4167,1 
-0.7917,0.3976,1.3079,3.6677,-0.6116,1.0969,0.167,2.1338,1 
2.24,1.4462,0.2386,1.7324,0.7236,2.5195,0.2632,1.1932,1 
-0.3208,-1.5966,1.0406,3.5426,0.9918,1.8739,2.562,2.5526,1 
1.1192,-1.5475,3.9292,3.3204,2.764,1.3553,3.0535,3.3697,1 
-0.7958,2.2553,1.0937,1.3387,1.6235,2.9719,2.7198,3.467,1 
-0.0231,-0.3254,2.5856,1.4411,3.6289,0.9596,0.4767,1.8402,1 
0.5829,0.4032,1.9709,2.6273,2.9426,1.8449,2.0977,2.0199,1 
0.3713,-0.4198,4.0166,2.1644,2.841,0.8474,1.6088,2.2008,1 
0.6965,1.353,2.6779,1.0957,1.6325,3.7704,2.6648,2.0086,1 
-0.819,0.8066,-0.1006,3.4076,2.7671,2.8427,2.768,0.6118,1 
2.6376,-1.5744,1.8495,2.5074,0.4721,0.9639,1.3202,2.7582,1 
-0.8979,-0.6691,2.2369,3.3551,0.4231,2.5318,3.2537,2.0026,1 
-0.1582,-0.3552,1.1607,0.9109,1.7611,2.1273,5.122,3.1942,1 
-0.6542,1.7611,2.5468,3.7278,2.9929,1.4855,0.8918,4.2398,1 
0.3845,-0.9308,3.1632,2.3041,0.845,2.3853,0.2744,1.6972,1 
0.7523,1.136,1.9658,1.4165,1.1825,0.3972,1.3209,1.8767,1 
1.8469,-1.9993,-0.035,2.0497,0.5262,0.5655,1.219,1.0174,1 
0.4634,-0.2139,2.5675,0.7942,1.3248,1.512,4.8631,2.3422,1 
0.2983,-0.7831,2.865,2.1807,3.2515,1.6384,1.4618,3.3196,1 
0.0572,0.142,3.0827,1.5353,0.9912,3.6343,3.2761,1.9246,1 
0.1782,-1.3203,3.4332,2.3569,3.8112,2.2662,0.8967,0.8871,1 
0.4585,-1.0237,0.57,2.4573,3.2021,0.5758,1.5366,2.1827,1 
1.1294,0.1593,2.3884,0.1652,1.5238,1.1086,3.1358,2.1824,1 
0.9921,0.068,3.5514,2.6122,2.4059,0.5541,1.1445,2.1767,1 
1.3417,1.2321,3.0237,2.9079,0.2416,3.5625,4.1304,2.8365,1 
-2.7012,-0.2087,1.9735,2.4929,1.4546,1.6664,2.151,0.2185,1 
1.0267,-0.3383,0.6246,2.5251,0.9382,2.9493,2.3846,2.177,1 
-0.3892,1.7873,1.7407,1.4117,2.6648,2.5095,0.8993,2.5135,1 
-1.2712,0.5953,3.3961,2.1346,1.6709,2.9901,2.367,3.3975,1 
0.3669,0.4017,2.2317,2.9258,1.8281,1.7455,0.5503,2.6599,1 
-0.9182,-0.2037,-0.6752,2.3073,0.1457,3.0248,2.9634,1.7019,1 
-0.0972,0.2777,3.5127,0.2308,3.0091,2.4676,-0.1592,2.4555,1 
-0.6186,1.5709,2.2071,2.694,1.8278,3.5009,2.1174,1.7549,1 
-1.0072,0.3932,2.1734,2.4296,0.372,2.1766,1.5493,1.5958,1 
-0.6129,-1.5007,1.7546,2.2564,1.4142,0.48,1.3343,3.703,1 
-1.9163,-0.5143,2.2734,1.0049,1.7942,2.5949,3.7272,1.2566,1 
-1.2864,-0.5838,1.0723,1.7,2.9929,2.189,2.9454,1.649,1 
-0.5567,-0.3253,2.4136,2.195,3.937,1.7025,1.8353,2.8941,1 
-0.6114,-0.6032,2.8782,2.0621,2.8164,2.6627,3.8955,2.9976,1 
0.1228,0.4966,0.9227,1.361,2.8642,1.5693,1.6474,1.9197,1 
0.3831,0.148,1.5307,1.7361,2.2691,3.6722,0.8011,2.5474,1 
-1.7014,-0.9187,1.7275,1.8806,-0.4037,1.4651,2.9628,1.5426,1 
-1.5159,0.3174,3.9433,0.6215,1.3399,3.9848,0.1,1.4486,1 
-0.8185,0.0145,1.0951,2.2071,1.6848,1.188,2.0222,1.3199,1 
-0.3729,0.6962,2.4561,2.9883,1.9349,1.322,1.0152,1.8205,1 
0.5489,0.4217,2.951,1.4664,2.2051,2.2193,2.2516,1.8587,1 
-0.4973,-0.5166,2.2663,1.6622,0.9257,3.3662,1.9192,0.8279,1 
-0.4989,-1.1949,1.4352,2.2439,1.653,2.4182,2.9176,0.7437,1 
0.5353,-1.2829,3.8094,2.5133,2.5528,4.0473,2.0042,1.8802,1 
-0.9578,0.4156,2.4817,3.3905,1.0052,3.1684,2.2467,3.0782,1 
0.1926,-0.0418,2.9646,2.5268,2.2562,2.5674,2.1286,1.7944,1 
-2.2419,0.3876,0.7015,2.2368,0.668,3.0489,2.8232,2.9475,1 
0.77,0.4266,3.5872,0.8843,1.3834,2.3956,0.7057,2.1834,1 
-1.3561,-1.2014,2.0344,2.4036,1.1409,3.6508,1.0501,1.546,1 
-0.558,0.9515,2.1796,2.1431,3.2489,2.3489,4.1081,1.7104,1 
1.0655,-0.678,2.1107,3.5513,2.4969,2.8859,2.5634,2.146,1 
0.0242,-0.0506,0.9672,2.5151,3.1446,1.7479,1.7083,2.1654,1 
-0.5582,-1.4646,0.5014,3.7508,1.4123,1.444,2.4183,2.2941,1 
0.6839,1.2039,2.4804,2.6395,2.1209,4.0732,3.5554,3.2026,1 
0.8663,-0.9591,-0.5629,0.6589,0.6356,1.8966,1.6447,1.9623,1 
-0.6967,1.2,2.939,1.6419,0.6984,2.1607,2.0713,3.4932,1 
0.4608,-0.179,0.5371,0.5791,1.109,3.1221,1.7538,1.7329,1 
0.3768,-0.1886,2.9894,-0.6074,2.3698,1.3389,1.5452,3.9561,1 
-0.6628,-0.3024,1.8352,0.5289,3.9122,2.2608,1.4986,2.4405,1 
-1.2832,-0.8699,2.9552,1.0823,1.6532,1.7276,1.1084,1.2308,1 
1.2009,-0.0722,1.4617,0.9269,2.7097,2.164,3.1507,3.0539,1 
-1.4383,0.9985,2.0881,3.0006,3.1162,2.3347,1.3998,3.2897,1 
-1.0244,-0.2626,2.893,1.9518,1.9981,0.7778,0.9914,2.9857,1 
0.4703,0.4631,3.1416,1.5225,2.3393,1.9501,1.7625,0.3346,1 
0.146,0.1928,3.3056,0.0548,2.4119,3.2394,2.9379,2.281,1 
-0.1881,0.3774,2.3791,1.1545,1.2109,3.1937,0.182,2.7831,1 
-0.0081,1.7548,2.4971,1.3726,1.2893,2.5893,2.7382,1.0766,1 
-0.7815,-1.9333,2.4058,3.105,2.0155,2.0502,2.1718,2.6738,1 
-1.5838,0.8122,2.7975,3.4393,3.211,1.4664,2.8618,2.5785,1 
-0.0784,0.3964,1.1839,0.2106,2.7454,3.3804,0.0457,1.6956,1 
-0.811,-0.6238,2.7177,2.4912,3.2808,3.4819,3.711,2.6941,1 
-1.1314,-0.6491,3.3687,0.7497,1.3094,0.9984,2.1706,1.5702,1 
0.7834,0.0695,3.2624,2.8518,1.9846,3.463,0.3152,0.5441,1 
1.536,0.8887,0.6255,2.0938,3.939,3.0023,3.3715,3.1237,1 
1.7971,0.0246,2.9543,3.0382,1.6826,2.9691,1.3011,-1.1318,1 
-0.4729,2.0093,2.4893,2.2644,2.9953,1.6909,2.9004,1.7085,1 
2.2895,-0.7898,1.7718,1.7226,2.6108,1.9871,4.4001,-0.0478,1 
-0.4667,-0.1133,0.0642,2.7579,2.1664,1.9293,-0.8085,1.4728,1 
0.0578,1.9255,2.224,1.6441,0.9076,3.5799,2.7294,1.9456,1 
-0.7483,-1.8249,1.366,1.4684,1.78,3.1442,2.2749,3.7724,1 
1.2937,0.0884,2.5025,1.4141,3.5061,1.3588,3.6503,2.6203,1 
-0.348,0.0384,1.0367,2.1558,1.1597,1.4243,3.0246,5.1286,1 
-1.7222,-0.9922,1.4857,1.8785,3.4912,2.3189,0.4824,1.6142,1 
1.5193,1.4424,0.4476,2.3546,1.4414,5.1777,2.4649,2.2813,1 
0.2809,2.1008,0.7342,2.304,2.4709,2.0355,2.936,2.5509,1 
-0.8452,0.5941,1.2125,1.0933,3.8815,2.7005,1.8454,0.2537,1 
-0.2674,0.4644,3.352,3.0514,2.0965,0.4249,0.5175,1.5985,1 
-1.2589,-0.2503,1.1225,1.8546,2.1238,0.2439,1.7368,2.7431,1 
-0.7911,0.4338,2.1243,3.5811,3.5264,4.0562,1.6228,2.3085,1 
-1.2464,0.4495,2.7185,1.248,2.9438,1.0119,2.7113,2.1715,1 
1.5174,-0.1516,1.246,1.7518,1.1603,1.1287,1.4845,1.8195,1 
-0.3633,0.0635,3.3143,0.3335,1.6593,4.2472,3.6815,2.7312,1 
-0.4216,0.1366,1.4795,2.2327,1.2291,1.1214,0.937,0.7198,1 
0.0171,-1.9563,1.533,0.3056,0.1497,3.3313,3.5658,2.0569,1 
-1.3576,-0.1125,2.6339,1.0482,3.3681,1.4639,1.3647,0.9549,1 
2.8357,-0.2232,4.4591,1.0417,1.3581,2.3533,1.0147,2.3773,1 
-0.5567,0.6877,2.234,1.9196,3.0309,0.8469,2.6545,3.6023,1 
1.7478,-0.3445,1.9116,0.4003,1.8159,1.7492,2.9393,1.3169,1 
2.4167,-0.5347,3.2689,2.9749,2.3083,1.5543,3.138,1.8671,1 
1.8243,-0.7997,1.3529,2.3053,2.5739,0.7497,1.1077,3.752,1 
-0.0581,0.0153,1.7097,2.5865,1.6068,1.9593,2.9122,1.0981,1 
-0.3329,-1.2348,0.8552,4.5288,0.4042,4.2801,5.2916,1.4272,1 
0.5168,0.3477,2.2119,2.7634,1.9953,1.2838,2.3329,1.6272,1 
-1.0331,0.1067,1.2747,2.3273,0.6356,4.5169,1.8812,2.5345,1 
0.027,2.5331,2.4502,2.6468,2.8972,3.7083,1.8124,1.2579,1 
0.1213,1.1671,3.911,1.5058,2.8775,2.3622,2.7687,4.351,1 
-0.1534,1.3934,2.9312,3.1457,2.071,0.2073,2.5713,1.8004,1 
0.302,-0.1033,1.0243,1.6522,1.592,1.9072,2.0644,0.8625,1 
-0.4224,0.1109,2.0273,2.5017,2.3049,2.252,2.4937,3.0908,1 
0.3037,0.4434,1.8814,4.2694,2.0878,2.2697,-0.5463,2.4334,1 
-0.8318,0.069,1.9591,3.303,2.451,1.4255,2.3444,3.3121,1 
0.4923,0.1755,0.9766,2.2451,-0.3762,3.1935,1.8388,1.6329,1 
0.323,-0.4793,1.15,5.196,1.0296,0.5414,1.2121,3.9529,1 
0.3086,-0.7372,0.5531,3.0778,2.9774,1.3919,3.5231,2.7215,1 
-1.4354,0.4668,5.3963,2.0594,1.4797,2.7917,1.4915,3.5405,1 
0.087,0.7681,2.5489,1.5634,3.1969,1.8794,1.5062,0.6752,1 
-0.7453,1.5471,-0.1854,1.3043,1.9832,0.736,2.1477,2.3488,1 
-0.3844,1.1445,1.5805,1.5515,0.9912,1.2047,2.809,2.0727,1 
1.4002,1.7802,3.2723,2.0628,1.6082,2.9745,-0.6245,2.7876,1 
-0.4285,-0.2579,3.7014,4.2403,1.5292,2.4399,0.9809,2.5288,1 
-0.0005,1.5595,2.2779,2.706,0.7854,0.3012,0.8867,2.456,1 
0.6856,-0.1482,0.9609,3.5327,1.4,3.7463,0.6328,4.5913,1 
0.227,-0.9353,2.55,3.6389,1.2161,1.5497,1.0811,4.3175,1 
-0.457,0.7903,1.6962,1.7657,1.9679,2.2824,1.6386,1.0466,1 
-0.1321,-0.7148,2.7659,3.2286,1.9119,1.4657,3.0506,0.5967,1 
-0.4142,-1.0806,1.0835,2.125,2.0463,1.6602,2.3257,2.0197,1 
