Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Class
0.6256,0.3062,2.2576,2.2539,2.6029,1.9125,1.8907,2.2226,1 
-0.6635,2.2079,1.8224,2.3213,0.5888,2.8114,0.0786,1.5863,1 
0.7728,-0.4994,2.4526,1.3938,1.7922,2.4977,1.791,3.5734,1 
-0.5644,-1.7373,2.0829,2.0034,2.3001,-0.6587,1.9539,2.0184,1 
-1.8403,-1.0895,1.8637,2.2217,0.9994,2.7721,1.4461,2.4055,1 
-0.5511,-1.9236,0.4777,1.7609,2.3927,3.404,2.2866,3.4043,1 
-1.5307,-1.2884,2.2276,2.2711,3.0426,1.7801,1.322,3.9708,1 
0.2261,1.24,0.4267,2.1125,2.3497,2.5301,4.0135,1.5868,1 
0.0021,1.7682,2.2136,1.133,1.0295,1.858,2.4849,1.3568,1 
-0.6422,-0.6247,2.164,3.48,2.5434,2.4912,0.8285,2.8992,1 
0.6836,-1.2879,1.1854,2.9584,3.2657,3.215,2.9923,0.9744,1 
1.6412,0.7847,3.1314,2.4554,-0.7231,2.0279,1.2134,1.3478,1 
-1.7048,-0.5644,1.9125,-0.5284,3.9614,1.8079,1.6105,3.3901,1 
0.9549,-1.356,1.9808,2.1366,2.3235,1.4422,1.6651,1.2604,1 
-1.2369,0.5682,2.0575,2.8872,2.631,3.3949,1.6419,0.9165,1 
0.5094,0.6288,2.9579,2.7768,4.4235,1.365,3.0651,0.5214,1 
-1.0963,-0.6944,0.3741,1.7787,2.3414,0.3602,1.6491,-0.3037,1 
1.1554,0.4991,2.7404,2.2285,3.2268,1.4056,-0.0049,1.1726,1 
-0.6283,-0.6122,1.1342,2.2787,3.515,2.8938,3.4041,4.4511,1 
0.3588,0.7752,1.7243,2.1908,2.9518,0.8216,2.5599,3.1778,1 
0.8707,-1.2796,2.6718,0.3202,1.558,3.0941,2.8126,2.6877,1 
-0.1427,2.4943,1.8694,1.3744,3.3415,2.5589,2.3225,2.672,1 
0.2331,0.1614,3.5958,2.7366,2.8119,1.7385,1.7683,2.3618,1 
1.2111,-0.7491,3.7322,2.041,0.6985,2.861,2.3946,2.7842,1 
-1.198,1.0826,2.5153,2.454,1.8925,1.5402,0.6397,2.3856,1 
-0.4914,-0.9255,2.5782,1.9064,0.1295,1.8953,2.7672,1.4831,1 
0.0251,0.2331,2.2153,0.1627,1.8558,1.6176,3.7723,2.0092,1 
0.11,0.1844,2.4674,1.2856,1.318,2.1709,0.2237,-0.0445,1 
-2.5802,0.9128,1.0259,2.2877,1.9477,2.8972,2.3202,0.6159,1 
1.3094,-1.4827,1.2065,3.0041,1.783,2.4356,0.9299,1.4224,1 
-0.589,0.6624,3.3189,3.4305,1.3373,2.327,2.4634,2.157,1 
1.4024,-1.6955,1.7614,0.256,2.2302,0.3589,2.1433,1.5776,1 
0.9823,0.4519,1.9077,3.4384,1.108,1.5733,0.9174,3.2197,1 
-0.2016,1.0656,2.7983,1.5505,1.4537,-0.8871,3.9783,1.1741,1 
-0.1807,0.3653,2.4043,2.0485,3.4951,1.638,1.2559,2.375,1 
0.6536,0.4324,-0.4649,1.4845,2.789,3.1477,2.139,3.3655,1 
-0.1794,0.59,1.9057,1.3779,2.3011,0.8154,2.6558,2.7928,1 
-0.0527,0.8042,3.733,2.0677,2.939,0.3191,1.0256,1.0176,1 
-0.0368,1.6325,1.7666,1.1229,4.1214,3.8007,3.2611,2.5269,1 
-0.5276,2.4312,3.8622,2.7976,0.3056,1.6883,2.5887,0.567,1 
-0.5316,-1.7458,2.123,2.4307,1.8935,2.0001,1.305,2.4014,1 
0.8617,1.0121,2.9751,2.0492,1.3163,3.0562,1.9175,2.7088,1 
-0.2751,0.3974,1.0945,2.0728,2.2273,1.6118,3.223,0.6428,1 
-0.5118,1.7161,3.0441,2.731,1.2606,1.9845,3.1638,2.2013,1 
0.0277,0.5399,2.2757,2.1328,2.2642,2.8771,2.1021,3.5151,1 
0.8704,-1.44,2.7013,2.04,3.188,2.4093,2.9097,0.5261,1 
-1.4588,1.0802,1.1021,2.9255,1.4544,0.5441,3.5146,1.1837,1 
-0.5441,-0.1679,1.8286,0.4084,1.6841,2.1372,0.8847,0.3588,1 
-0.0044,-1.6182,3.5429,4.1349,1.5508,0.2777,3.9944,2.9504,1 
-0.0073,-0.622,3.9082,2.4241,1.3518,-0.192,3.1955,4.0617,1 
0.1204,-1.9325,3.0187,0.6819,2.8748,2.8217,1.5357,0.5214,1 
0.9784,-0.1443,2.3913,2.0116,1.2226,2.9615,1.3583,2.4351,1 
0.437,-1.5918,0.9652,1.6561,1.7293,0.4596,0.8378,3.1314,1 
-0.9271,1.9804,2.5758,2.1328,2.0775,1.4816,1.828,3.6699,1 
-0.301,0.0531,2.8145,0.7643,1.5997,3.9775,1.5192,3.1594,1 
0.158,0.5277,1.8674,3.0808,2.6037,3.0497,2.83,1.3826,1 
2.2902,1.8953,2.3932,3.2887,2.5421,1.6041,1.4074,1.9626,1 
1.0866,-0.0688,3.8985,2.568,1.545,0.377,1.9977,1.7175,1 
1.2025,-0.3707,0.6965,0.7863,0.5376,1.036,0.2906,2.4418,1 
0.5707,0.0886,1.9782,4.609,2.3589,2.1995,3.9845,3.5022,1 
1.6817,0.5955,1.3673,1.76,2.9202,1.2341,2.3409,1.3893,1 
0.4924,0.0787,0.4677,2.6789,2.3185,1.5685,2.2067,2.9006,1 
-0.2395,0.6526,0.7259,4.159,1.574,1.128,2.618,2.454,1 
-0.0734,1.2627,2.7674,1.7912,3.0957,1.9111,1.1981,3.4371,1 
1.0458,0.5021,1.7937,3.4418,1.4759,2.7852,1.352,2.9185,1 
-1.0532,-1.1392,2.4369,1.6686,0.0733,0.6092,3.0143,1.444,1 
2.0495,-0.4566,1.8028,3.6044,1.8942,4.9794,1.3231,-0.4926,1 
0.5111,-1.2273,-1.1805,1.4027,0.499,2.6637,1.2686,0.7435,1 
1.332,-1.1883,1.9112,2.3017,1.8749,1.9593,1.5899,3.5221,1 
1.0076,1.9013,1.8999,3.4397,2.7493,2.2254,2.3461,4.9068,1 
0.3146,-1.1184,1.9025,-0.1769,1.6666,0.4457,1.5853,2.4093,1 
1.7336,0.569,1.7164,2.3651,1.8474,1.0049,2.864,3.8681,1 
1.103,0.437,0.1537,3.3769,0.4838,2.3569,2.4063,2.7766,1 
-0.265,-0.6773,2.6138,1.2285,3.4339,1.7982,3.187,1.8051,1 
-1.3003,1.1399,4.3511,2.3943,0.3214,1.5459,0.5124,-0.2441,1 
0.3387,-1.5939,1.8059,2.8503,3.0179,2.7114,0.1664,2.8395,1 
0.2181,-1.1699,1.2409,1.3211,1.0397,2.4952,1.4997,0.9571,1 
-0.131,-0.1053,1.9667,1.7625,1.8829,1.9838,3.3343,4.8483,1 
-0.3092,0.6538,2.6882,2.0888,1.2774,4.2029,1.1012,1.7653,1 
-0.3636,0.5555,1.9996,1.4317,2.1706,-0.4018,1.7539,2.0672,1 
0.772,-0.7053,3.1761,3.6095,0.5979,2.5166,2.5965,1.5377,1 
0.8501,-0.5963,1.7628,1.0984,1.5577,0.9222,2.6987,1.9889,1 
-0.6171,-0.9364,3.6362,1.9007,1.7822,1.4571,1.0837,3.7599,1 
-0.1765,-1.7529,2.6455,3.6154,0.2046,2.3637,1.699,1.974,1 
-0.733,-0.8,2.0948,2.399,2.9881,4.6081,1.5703,2.5452,1 
