Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
-0.7633,0.3764,0.5736,2.111,0.5789,2.6354,3.1654,2.314,2.1587,2.1826,4.0314,0.1776,1 
-0.7197,0.5907,1.2029,2.0632,3.1128,1.1212,2.5099,1.4626,3.4023,3.6734,1.926,0.8757,1 
-0.9895,1.9865,0.3112,2.2708,3.3885,2.1246,2.6573,2.3759,1.2038,3.4689,3.2738,3.1911,1 
-1.0239,0.7396,2.7028,2.0722,3.7801,0.9962,0.1833,3.2574,0.9014,1.9162,0.6634,1.9126,1 
0.5462,-0.0245,5.0075,2.2186,1.9528,1.8192,1.8561,1.9977,1.9345,1.9238,0.3892,2.6151,1 
-1.8026,-0.8765,2.3596,0.8147,0.9156,0.2972,1.2994,2.4179,1.9661,1.2144,3.4779,1.9891,1 
0.0088,-0.0026,4.1157,1.8011,2.6805,1.936,1.3914,3.2859,1.0134,1.6922,1.0324,1.3539,1 
1.7278,2.1347,0.9274,1.8135,0.4066,1.6392,1.1556,0.393,2.4469,0.9308,1.2473,1.864,1 
0.4697,-1.7476,2.8272,1.0156,2.3464,2.5813,2.4115,2.5828,2.2529,2.3297,1.5763,2.2776,1 
-1.0361,-1.6988,2.2211,1.6621,1.0347,1.269,3.0412,3.9771,1.2514,0.7444,0.5993,2.3351,1 
-0.3094,-1.3127,3.6475,1.4594,1.6514,3.9344,0.5659,-0.6954,2.4133,3.7718,0.0947,3.0289,1 
1.7549,1.2703,1.5096,3.4057,1.8178,3.3147,3.1747,3.5888,4.1144,3.4213,1.8904,1.0439,1 
-1.7609,0.7002,1.3342,3.8528,0.0191,4.4826,1.6702,1.6943,2.1508,0.4843,1.91,1.8656,1 
0.3428,0.631,0.4844,2.9466,1.0625,2.5126,1.4093,1.9661,2.3912,3.009,3.2608,1.7725,1 
1.419,-0.845,3.1829,2.0906,1.0325,1.5599,2.285,1.4189,2.7237,3.9141,1.3899,2.8516,1 
0.5616,0.1046,2.3675,3.4851,2.2986,1.5375,0.423,2.9115,1.9667,1.5394,1.5167,2.6018,1 
1.1496,-0.3141,0.5384,0.8198,1.5054,3.2128,2.4891,0.6438,2.0292,1.1579,3.719,3.0718,1 
-0.8467,1.4747,1.4779,2.0645,2.0808,1.1228,2.5336,1.7753,2.0426,2.7451,2.1573,1.6095,1 
0.5895,-1.2635,1.047,1.4568,0.9107,3.9464,2.6594,2.9113,1.1747,1.4605,2.5962,2.1908,1 
-0.4091,-0.2348,1.8968,1.8775,1.1445,2.4634,2.7033,1.8212,3.083,1.6487,0.404,3.4813,1 
-0.6263,0.231,1.8827,3.2123,3.0302,3.2314,1.3176,1.0582,1.8746,1.5528,2.451,2.3659,1 
0.7983,1.0961,1.6109,3.0922,2.1866,0.3522,2.4575,1.3554,1.1394,0.9577,1.1372,2.6585,1 
1.2209,1.0504,0.3595,1.2775,0.5519,0.8501,1.2722,1.2197,0.6251,1.583,2.2181,2.5761,1 
-0.8254,1.8615,3.1092,1.9857,2.8524,2.57,0.894,1.8631,3.1985,1.0174,3.0047,3.6069,1 
1.2136,-0.4147,2.5571,-0.2561,3.0556,2.3246,0.6627,2.4819,1.164,1.3471,0.5377,2.2274,1 
1.725,-0.2266,3.1827,1.8269,2.782,2.0598,2.5367,1.4939,2.0334,2.2698,3.2195,1.9619,1 
-1.0941,-0.7371,2.7308,2.52,1.8788,1.2526,3.0881,1.4831,1.7062,0.9051,3.4427,2.961,1 
0.3141,0.1199,1.97,1.0378,0.151,1.5984,1.4831,0.7466,2.3153,2.282,2.4145,3.8407,1 
-1.5186,2.2042,2.0855,0.91,1.2419,2.9092,1.4901,3.8178,2.5054,2.8971,0.9679,3.3736,1 
-0.1042,-0.2428,2.8263,1.2859,1.359,1.6732,0.5601,2.0557,3.137,3.3731,1.1187,3.2056,1 
1.0067,0.8255,1.7811,0.7041,1.626,1.7424,1.2981,1.5555,1.5447,4.082,2.7513,0.8407,1 
0.3522,1.255,2.4403,3.6189,1.8802,1.2696,0.7434,0.348,1.9455,1.9848,3.3014,2.7839,1 
-0.5351,-1.818,2.8988,1.8702,1.4039,3.1456,3.2446,1.4296,2.4203,3.587,1.9856,2.1608,1 
-0.9634,0.033,2.1718,2.646,1.4762,1.7897,1.2311,0.7495,0.5328,1.3497,2.7861,2.3133,1 
1.5338,-1.5255,2.4141,4.2685,0.9124,1.5339,2.7875,2.6351,1.63,1.9246,2.3319,3.0624,1 
-1.1328,-1.4463,3.4729,2.2919,1.5917,1.4654,3.5954,2.0461,1.5929,1.4772,1.8884,1.3384,1 
-0.5683,0.9919,0.602,3.192,2.3391,3.2463,4.3916,0.6329,0.8649,2.0737,1.9192,3.3165,1 
-2.7205,0.1824,1.5677,3.1254,1.1029,2.812,0.0869,1.9356,1.454,2.1751,1.1047,1.8897,1 
2.9323,0.1902,3.0486,-0.3809,3.5609,1.9433,1.019,0.142,2.0713,1.0421,0.3667,0.6436,1 
0.6416,0.784,1.9368,1.9467,1.8199,1.8338,2.0406,1.4956,2.3105,4.0296,0.8371,2.3699,1 
-0.4161,-0.5942,1.8629,1.9789,1.9234,2.0132,1.9052,1.3079,3.9242,1.7573,1.2692,0.5252,1 
-0.5582,-0.4159,1.1137,3.6637,2.3559,0.2891,2.851,2.805,1.7084,2.4404,4.1581,2.6455,1 
-1.2367,0.6539,1.4913,3.2684,1.1181,1.8455,3.0073,1.9884,1.4166,3.3225,0.5283,2.15,1 
1.7264,0.6685,3.0099,3.2787,1.6693,0.3286,3.4871,2.6398,1.9884,1.3888,3.5391,2.0471,1 
-0.5212,0.572,3.1959,1.4016,2.2774,4.4663,2.0376,2.4721,2.1129,1.5006,3.3995,0.9399,1 
0.5349,-0.0696,2.7133,2.7642,2.1503,-0.0413,2.9762,-0.8543,2.9646,1.0806,2.6122,1.8088,1 
-0.0175,1.4755,1.6709,2.6223,0.6671,0.2652,1.3652,1.4294,1.5092,1.702,1.1465,0.9694,1 
-0.3746,0.396,3.1578,0.9633,3.3862,1.9267,1.7778,2.1704,2.3742,1.8422,2.7315,1.2514,1 
0.8098,0.8487,3.6506,2.4853,3.7223,2.0209,2.3341,3.4401,1.9041,3.7545,1.0544,3.1614,1 
1.8151,0.3312,1.9133,1.0716,2.9978,1.9158,0.8834,1.2384,2.7922,0.5417,1.9734,3.0451,1 
0.6845,1.2453,3.2061,1.8723,1.4711,1.12,0.8029,1.8889,2.696,0.518,2.3438,1.4193,1 
1.8181,-0.0584,1.6723,1.2282,2.2769,3.4198,1.8565,0.8634,2.2708,1.0206,1.3335,3.5356,1 
-0.7492,-0.4977,1.775,3.673,0.971,1.6256,1.2126,1.0036,1.1821,1.4188,1.4331,2.3709,1 
1.6111,-1.3319,2.086,3.7669,1.7869,3.9863,0.6511,4.0774,-0.2228,4.0982,2.4148,2.9575,1 
0.1691,0.2561,2.036,1.5498,2.8083,2.5824,1.9139,2.0296,-0.461,2.4718,2.0178,-0.5065,1 
-0.8401,0.2975,2.0322,2.3645,2.3412,2.781,4.428,2.9875,2.1592,0.2705,1.4002,4.667,1 
-0.6188,0.4635,2.3912,0.4269,1.8008,2.8597,-0.2167,0.934,2.8413,2.2486,0.7257,1.2527,1 
0.4442,-0.0698,0.7954,1.7913,1.3171,3.354,1.9697,1.1383,3.449,0.8921,3.1221,3.8875,1 
-0.7716,-1.3679,2.7513,2.2139,1.8792,3.5264,3.3022,1.7829,1.5544,1.9372,1.4036,-0.1665,1 
-0.6089,-0.6039,1.7191,2.0499,1.4178,1.2916,0.7459,1.4594,2.9328,2.0902,2.349,1.5708,1 
-0.3414,0.3699,2.785,2.4344,4.3639,3.9317,2.6433,3.0329,-0.3007,2.3805,3.3626,3.487,1 
-0.4464,0.3316,1.9019,2.0248,1.2244,1.8033,2.6838,2.6671,3.5421,3.1703,0.8592,3.0159,1 
-2.233,-1.7784,1.2675,3.4496,3.0518,1.9862,1.3666,-0.4792,3.0291,0.5967,0.902,1.8434,1 
-0.1395,0.4043,1.1187,2.3486,2.1578,2.8325,0.5004,2.0751,2.3459,1.6481,2.3119,1.2959,1 
-0.8034,-0.2348,3.9031,2.8637,2.1624,3.023,1.9857,3.3946,1.7794,1.9469,2.2632,4.1154,1 
0.329,-0.7188,0.2317,1.9006,0.0229,1.1877,2.3749,3.2406,1.2265,-0.1047,1.4865,2.131,1 
0.3017,1.1848,3.0272,2.7677,2.3783,4.0324,2.5738,2.59,2.5384,1.2202,1.1314,1.3416,1 
0.3283,-1.0018,2.0516,1.3064,2.9059,3.5407,1.3341,0.4771,2.0225,1.4493,1.4776,1.8629,1 
-1.2158,0.1289,2.3701,0.5097,3.6035,1.6913,0.7491,1.5706,2.3853,1.9336,1.7052,1.4415,1 
0.4357,-1.1781,1.8168,2.5459,2.0047,3.3482,2.3666,2.4918,1.7656,2.476,1.7133,0.2118,1 
-1.2972,-0.2529,2.4945,2.9105,1.2866,3.7849,1.7708,2.4051,3.0546,2.7998,0.9346,0.9719,1 
0.6869,0.6157,1.1289,1.4085,2.6025,0.8801,0.8731,-0.1835,1.5506,2.341,3.1618,3.8119,1 
1.6669,0.8732,2.9869,2.1397,1.6766,1.677,2.9306,2.6862,1.0946,2.9965,1.0247,3.1301,1 
-0.6589,-1.2795,2.318,2.641,0.4912,3.5895,1.2268,2.4622,1.6414,2.2282,2.1438,2.8786,1 
0.7159,0.1025,1.7791,1.4185,1.7525,-0.1656,1.7247,2.0023,1.0272,2.1725,4.7294,1.0883,1 
-0.5932,-1.2856,3.1192,1.0563,0.5187,2.9433,2.2549,2.6939,1.622,0.8522,1.7187,2.1132,1 
0.6324,-0.231,2.5072,0.8505,2.5833,2.7795,2.5729,1.5275,1.8969,2.1757,2.0077,1.2667,1 
1.224,1.3788,2.7966,0.2616,2.27,4.0424,1.6875,1.3604,1.5921,3.0416,3.5557,1.5718,1 
1.102,-0.5863,1.6564,1.0034,3.2444,2.3458,2.4152,1.0333,2.4887,1.4289,3.8233,3.0169,1 
-0.9403,-0.1231,3.1131,2.7095,2.2074,3.0594,1.5466,2.2942,2.0431,1.1865,2.2213,2.6644,1 
-1.3194,-0.5969,0.51,2.0745,2.6335,0.2467,2.7913,1.8059,2.7565,2.0813,2.7734,2.8017,1 
0.0251,-0.0333,1.9129,1.9823,2.3549,1.0168,1.3908,2.6592,2.7712,2.6889,2.9563,1.5747,1 
0.7279,0.7987,2.586,1.1026,3.0821,0.8733,-0.2498,2.2817,3.4789,2.3042,1.824,1.8726,1 
-1.0625,0.8752,2.1471,2.3473,2.1235,2.7304,2.7699,1.3194,3.0657,3.9019,3.1919,2.8907,1 
-0.1358,-1.1459,2.5329,1.4952,0.958,2.7419,-0.2151,1.508,3.3776,4.0915,1.567,2.4477,1 
-0.2638,0.4565,2.1526,1.0091,1.1472,1.7248,3.0092,1.6439,0.7334,2.4157,3.0806,4.1136,1 
1.5373,0.7452,1.4526,0.9653,2.8732,1.3924,0.7075,1.1986,2.7695,0.6691,1.0403,1.4996,1 
0.4857,-0.049,2.7096,1.9074,1.8209,1.6534,1.3505,3.7469,1.9915,2.7601,1.5061,2.639,1 
0.6831,2.1136,1.8434,3.3814,1.7926,1.0288,2.8309,1.7025,2.1215,1.5857,2.8441,0.952,1 
-0.0221,0.2612,0.9075,2.3985,3.5032,0.4821,2.1924,1.4416,0.5561,1.4047,2.6738,1.7709,1 
1.3915,-0.231,1.725,0.8524,1.5698,1.6567,1.8141,1.9401,2.1724,1.7512,2.4496,2.0937,1 
0.23,0.6256,0.7136,3.6939,2.6325,2.6627,1.4072,1.204,2.3828,3.6424,1.8545,2.1451,1 
-0.6992,0.9608,3.1214,1.0988,0.8024,1.6245,-0.8834,2.6639,2.4873,2.1899,2.1265,1.8494,1 
-1.0337,-0.3133,1.8209,2.5258,2.5892,2.996,2.3439,1.5864,2.078,2.5582,2.6473,0.2066,1 
-1.9378,0.6323,1.3834,1.691,0.5992,3.3189,2.1072,2.95,1.4643,2.4155,1.2858,1.8973,1 
-0.5353,-1.2632,1.5824,2.0707,2.5118,1.987,1.967,2.7613,1.638,1.0114,2.3883,1.2611,1 
-0.0834,0.0123,2.5308,3.2068,1.7449,1.6595,1.3867,3.0098,1.0125,1.7396,1.895,0.7755,1 
0.868,-0.6233,0.5978,0.0264,2.606,2.1476,1.9372,2.2751,4.0055,1.8481,1.031,1.2867,1 
-0.9674,-1.7319,-0.2227,1.155,1.7942,4.0745,2.2615,3.092,1.5536,1.7385,2.1858,1.7805,1 
-1.2459,-0.5824,1.819,2.9802,1.7398,0.542,1.1605,1.595,1.9731,1.7763,3.3189,2.8904,1 
0.1848,-0.0136,2.5908,1.242,1.6871,3.5062,2.5061,1.5844,2.4556,2.0141,5.0736,2.7015,1 
0.412,0.0033,1.617,3.3454,1.6334,2.8796,2.4639,2.3755,1.7465,2.4361,1.093,0.7033,1 
-0.809,-0.9886,1.9255,3.2582,1.108,0.6959,2.1594,1.4999,1.5711,1.5095,2.4014,0.716,1 
0.1385,-0.1071,1.2897,1.2314,2.0642,1.9077,3.1723,0.8167,3.0402,1.3351,0.5666,2.7308,1 
0.1306,-0.3225,1.5135,1.2673,0.9484,1.522,2.3632,2.4468,2.5374,2.342,0.0512,2.1648,1 
-0.9711,0.5338,2.2689,3.6486,1.089,1.9241,2.5708,1.7211,1.8345,1.1763,3.8153,1.4725,1 
0.1693,1.1703,1.9979,0.9785,3.7968,2.3001,-0.1683,2.0317,1.9365,2.7995,2.0348,2.2757,1 
3.1824,1.267,2.3341,3.346,2.8901,3.2733,1.8713,2.9059,1.1631,2.9752,3.3451,4.0091,1 
-1.4843,0.3728,0.8903,0.683,2.2736,1.2641,1.8461,2.6725,0.9853,3.7273,3.4788,2.4366,1 
1.5206,0.8117,1.9724,0.812,2.7858,3.342,1.9686,2.4572,1.8788,2.0736,1.5373,1.2473,1 
1.1243,0.9589,2.459,2.5427,2.3123,1.3264,2.7923,1.8499,1.3686,2.1247,2.3948,1.6691,1 
1.9187,1.837,0.303,1.9842,1.232,-0.4568,1.0566,2.5539,4.2465,3.5222,0.6876,3.0655,1 
2.0639,-0.3262,2.1127,1.6467,2.3333,2.0436,2.1566,2.4543,1.5421,2.1125,2.1415,1.3393,1 
0.6098,-0.5846,1.4668,2.733,1.0138,1.5018,3.0086,1.3763,2.9381,2.4029,0.9158,1.7391,1 
-0.371,-0.311,2.1226,1.2188,2.1071,2.6901,1.9291,1.7769,0.3942,1.1709,1.8848,2.6523,1 
-0.158,0.7874,3.0167,1.3457,2.2966,2.1516,1.2731,1.0234,1.4385,1.9103,2.9752,3.0273,1 
1.128,0.0394,1.4389,1.5118,1.9566,3.1566,1.2446,2.7947,3.0056,1.3713,1.9548,0.8867,1 
-1.247,1.3208,2.3264,1.4704,1.8755,1.155,2.9251,2.5897,2.1355,1.3779,1.6031,-0.303,1 
1.3731,-0.85,2.1754,1.5585,1.9407,2.2,0.2417,1.443,1.0154,1.1548,1.787,4.7616,1 
0.1693,0.9479,3.3262,2.5447,2.3068,2.969,0.1566,2.5181,1.9578,2.3729,1.9155,3.4815,1 
1.1073,0.8327,2.2628,1.7838,2.6198,0.0089,1.8322,2.1481,2.2621,3.1005,2.8705,3.2489,1 
-0.8587,-0.4437,3.8511,2.1315,2.8317,2.2418,2.6145,1.4282,2.7569,2.3747,2.5383,1.2197,1 
0.3562,0.6626,1.7851,3.2669,3.3204,3.1173,0.2675,0.9547,3.964,2.4205,4.1552,0.7454,1 
1.5063,-1.2668,2.1529,1.9376,3.1188,1.9904,2.4015,2.2348,2.1744,1.6931,4.6049,2.1527,1 
0.1845,-0.7177,3.0354,0.9134,2.5351,2.8163,2.2806,1.3452,3.5149,0.981,3.3407,1.636,1 
1.082,-0.987,1.1718,1.0297,2.5994,2.7464,1.5516,2.4202,0.2886,1.5654,0.0771,2.1186,1 
2.0383,0.4679,3.0565,2.2239,1.6207,1.4027,1.2001,1.891,2.1301,2.8147,0.7108,1.2571,1 
1.7804,-0.1651,3.9727,1.7195,2.0481,2.0502,3.7821,0.65,1.3669,1.2579,1.8555,1.1172,1 
-0.903,-0.1564,0.5482,3.2672,1.5986,1.4002,2.2058,3.8775,1.9837,1.5301,2.7352,3.7533,1 
0.1926,-0.8833,1.8584,1.6205,2.0357,2.4559,0.8353,3.1088,2.6608,1.0423,2.1694,0.4742,1 
0.3789,-1.6597,1.8819,3.8652,4.6528,0.388,1.5922,1.079,2.255,2.7628,2.1683,2.3198,1 
-1.3038,-0.6185,1.1101,1.717,3.8128,1.7281,1.4033,3.4833,1.348,3.1346,1.1545,2.7608,1 
-0.2667,-0.7222,2.796,0.7992,2.3569,1.8355,2.8098,1.5617,2.4647,2.9864,3.8934,1.0466,1 
0.2004,-0.9647,1.6942,2.0513,2.342,1.3359,1.8591,2.4922,1.8201,1.635,2.651,2.9991,1 
1.4725,-1.15,2.2777,2.7535,1.901,2.1407,0.5767,2.4312,1.4566,1.2186,0.9488,3.2027,1 
-0.4146,-1.1058,3.0611,2.2503,2.8687,1.3165,1.8193,1.7327,2.1307,1.1635,2.1045,3.2297,1 
-0.6187,0.0657,2.5878,2.6983,2.0289,4.4128,1.3384,1.49,1.3047,2.5449,1.972,1.8268,1 
0.1094,0.2066,0.8566,1.9897,2.3023,1.1149,1.0527,0.4638,1.9594,1.1047,0.2389,0.4631,1 
-0.3551,1.383,0.6396,2.6246,1.5191,2.0689,3.9542,2.5376,2.2904,2.8256,2.7726,1.3123,1 
1.6422,-0.9564,0.9709,2.9259,3.1108,1.8397,1.8457,1.6701,3.4732,3.1975,3.4332,1.963,1 
-0.5191,-1.2896,1.457,1.5422,1.8507,2.221,0.8739,2.6358,2.1496,2.4915,0.89,3.4198,1 
-1.9086,0.1921,2.8303,4.0432,1.2146,4.024,2.7502,4.288,1.4355,1.3545,1.0563,2.1553,1 
-1.6355,-0.5652,3.9395,2.2539,3.166,3.0043,0.2948,2.78,3.075,2.7418,1.0177,3.5838,1 
0.7999,-0.2449,1.6659,2.4279,4.0541,3.8334,0.4104,1.3531,2.8434,3.0098,2.0808,2.2918,1 
-1.1091,-0.2496,3.0655,2.5787,2.9339,1.4638,1.4103,2.6608,1.706,2.1182,2.9851,2.6704,1 
2.89,-0.1986,1.8135,1.0435,1.9471,3.6354,1.7027,3.023,2.3046,0.8116,1.9976,0.3805,1 
0.1174,-0.5393,2.4975,2.669,2.9504,2.2609,2.847,2.1232,1.0982,2.6535,2.9936,1.6585,1 
-1.24,0.7172,3.2192,1.5974,1.4418,2.7594,2.3476,1.2156,2.517,1.5051,0.8015,2.2912,1 
-0.963,-0.6093,1.6744,1.5968,1.3262,2.0769,2.2365,1.9054,0.9643,2.2669,1.8394,0.9125,1 
-0.22,1.2524,1.7481,3.2962,3.1107,1.2332,2.3249,3.0007,2.0337,3.503,1.3552,2.0932,1 
-0.1646,-0.2354,0.2649,0.9886,2.2841,2.4576,0.7205,3.4742,2.5539,1.4289,1.631,2.4166,1 
0.1431,-1.9639,1.7258,0.3349,1.9073,2.314,1.9189,2.0574,2.4739,3.3577,3.5037,1.5828,1 
-0.622,1.39,2.584,1.3906,2.7799,2.6686,0.868,2.4853,2.8254,3.6881,0.4018,3.172,1 
-2.5697,-0.571,2.8468,0.7255,1.2706,1.0428,1.4263,0.3624,0.6345,2.6841,2.6776,1.3491,1 
-1.775,0.4101,1.9927,2.1635,2.8436,2.2025,4.0136,2.5422,0.1616,3.569,-0.0637,-0.1382,1 
-0.1371,-0.1262,2.4019,1.0019,1.5825,1.2317,3.6232,1.9767,2.3445,2.8597,2.6316,3.8764,1 
0.4458,0.4761,2.3474,2.8837,1.088,0.7902,1.7939,2.6175,1.9192,1.5078,3.3771,2.0063,1 
-0.0601,0.2853,1.6003,0.9409,2.4125,4.544,1.0845,2.0753,1.7363,1.3987,1.7858,2.776,1 
-1.0998,1.1327,2.0273,1.6513,2.1214,1.7176,2.1978,3.5355,1.4367,1.5456,1.207,1.3427,1 
2.2275,0.3222,1.3649,0.2073,4.352,4.1025,1.5582,2.6867,1.3609,1.6454,0.7639,1.6678,1 
-0.6125,-1.2452,4.018,2.7567,2.4845,2.6862,1.1244,0.3725,3.3941,3.2609,2.6517,2.176,1 
-2.4385,0.5223,3.2148,1.0784,2.9877,2.1971,1.7902,1.9326,3.2126,2.531,2.1556,2.4399,1 
2.3426,0.5007,3.8893,2.0404,0.8704,1.5941,2.1547,2.806,3.2926,2.6287,2.6425,2.8617,1 
0.4075,0.7224,1.379,2.9197,1.3676,2.7852,1.8341,1.6791,1.3879,1.8512,0.7131,2.5903,1 
1.163,1.9314,2.6101,2.095,1.5964,1.449,1.7451,0.2126,3.2117,3.3036,3.0011,1.8813,1 
-1.0517,2.4556,2.2172,2.5871,1.328,1.629,0.8876,2.4303,3.8007,3.2379,-0.1706,1.697,1 
-0.155,-2.449,2.986,3.7613,3.6363,2.155,1.8479,1.557,0.3777,2.2256,1.1853,2.6662,1 
1.0587,1.8626,2.3516,1.6285,1.7247,1.5796,1.7015,3.1766,1.3095,2.1353,2.1752,2.2845,1 
1.0089,-1.2579,2.1206,2.5568,1.5089,2.4319,1.4937,1.3843,2.3214,1.0747,0.876,-0.2726,1 
-1.3398,-1.3048,1.0212,0.151,2.0393,1.3334,2.2089,2.1305,1.7749,2.3794,2.3068,1.7182,1 
-1.0553,-0.9328,0.8112,1.4506,1.8017,2.2653,3.2307,3.0566,3.1106,2.5896,1.4052,1.1989,1 
