Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
1.8985,-0.4124,1.4573,2.049,1.6286,2.2418,3.0221,0.8765,2.3726,2.3746,3.3914,3.7448,1 
1.8503,1.7585,2.5865,4.5191,0.1327,1.7787,1.8041,1.7132,0.2698,3.5043,1.6911,3.1751,1 
-0.8906,-0.6923,1.9547,2.9851,1.2394,1.4663,3.6632,2.3403,2.463,0.9812,1.9352,1.6571,1 
0.8326,0.9419,2.9061,3.3038,-0.0715,2.5599,2.8242,1.9934,0.9351,1.6577,0.5057,1.7839,1 
-1.1411,0.251,1.7697,2.0157,3.0322,2.1418,3.6888,2.1013,1.1947,2.5995,0.6615,3.8047,1 
1.0181,0.7793,0.8527,-0.1343,2.7235,0.6773,2.647,1.7393,1.4374,1.1318,1.3903,1.6226,1 
-0.8209,-1.9286,0.0707,2.6038,3.9124,1.9581,2.4215,1.6105,1.0456,1.6417,1.6001,1.9521,1 
-0.8861,0.3882,3.4926,0.9373,3.4428,3.0776,2.1452,0.6904,2.44,2.4614,1.1491,1.5282,1 
-0.664,-1.6261,1.7131,2.1672,1.1349,3.3562,1.1937,3.307,0.9888,1.7942,0.7058,3.126,1 
-1.3713,-0.8793,2.1619,2.0965,3.0856,1.7362,1.4222,1.6399,1.4938,1.3955,-0.1602,2.5995,1 
1.2052,1.2058,3.6182,2.4742,1.9434,3.5504,-0.0157,2.1547,-0.2541,3.2944,2.3725,2.144,1 
0.3359,1.0903,3.8114,1.3445,3.0461,2.0524,1.1673,2.6413,3.0135,3.2348,1.1174,3.0588,1 
-0.9102,1.4496,3.9939,1.0473,2.0083,2.0247,2.1173,2.9714,2.0376,1.434,1.4058,2.973,1 
-0.4789,0.5369,2.2925,2.5545,2.3593,2.7959,0.8663,3.0072,0.5104,1.8398,2.1308,4.3474,1 
-0.7791,-1.4262,2.7985,1.6926,0.4042,1.2133,2.7826,2.4251,1.0377,0.211,2.2162,2.0126,1 
-0.0345,0.5802,1.272,3.6937,2.4789,1.5022,1.7818,3.6612,1.6117,3.0242,2.36,2.2175,1 
0.9967,-0.2129,0.1158,1.7491,1.0156,3.8286,1.9763,0.5044,2.9049,1.172,0.3804,1.1661,1 
1.9634,2.0198,2.7506,1.561,3.6609,2.3082,2.3792,1.5968,3.4763,0.3242,3.8242,2.913,1 
1.2284,0.2484,1.8561,0.1245,0.8459,1.6649,2.3297,1.0049,1.4291,0.8871,1.9381,0.703,1 
0.4542,-1.4808,0.8103,0.608,1.1323,2.4259,2.8148,1.3116,2.5829,2.3011,1.5107,1.5402,1 
0.8823,0.968,2.6383,1.5088,2.3398,1.4722,1.7858,1.6384,0.5827,2.6871,2.0021,2.8824,1 
0.8254,-1.9482,0.4718,1.3283,0.7522,1.0845,1.6612,1.1022,2.2218,2.0224,2.713,1.8518,1 
-2.0692,-0.2287,2.4553,3.7912,2.1126,2.3229,2.6737,2.4401,1.7843,2.2309,3.0157,1.059,1 
1.0056,-1.0806,1.8602,1.9753,2.115,1.1222,0.5779,2.0643,5.0229,1.6847,1.3824,2.4774,1 
0.5242,-0.7036,1.31,2.5506,1.8765,0.4252,3.5112,2.2636,1.3817,1.1566,2.8145,2.909,1 
-0.0908,-0.0495,1.9372,1.926,2.4809,2.6923,4.7894,-0.228,1.2491,1.0967,3.9106,3.4002,1 
0.6738,1.3608,3.223,1.9001,4.4398,1.5026,1.2864,3.3916,2.5208,2.0825,1.0009,2.0748,1 
0.3505,-0.4689,1.9746,1.0328,2.0046,1.1879,3.692,2.4832,4.0388,1.9243,1.6321,0.7526,1 
1.1643,-0.3552,2.2138,1.8913,1.5185,1.8816,2.9006,0.5905,3.0613,3.7588,1.8804,1.8436,1 
-2.4441,-1.1607,2.2259,2.5642,2.2903,1.0858,1.9234,1.6075,1.2985,2.7263,1.645,2.4118,1 
0.9889,-0.0517,1.8367,2.5383,3.2778,2.2736,2.3111,-0.1281,2.9409,1.1912,2.108,1.2093,1 
0.3984,-1.2079,0.7572,3.1994,2.8453,2.5064,1.5146,1.9185,4.1683,2.765,2.3007,0.8164,1 
0.0053,-0.1626,0.9153,-0.0806,-0.3198,2.0641,2.0498,3.6956,2.5657,1.8017,2.7391,1.1796,1 
-1.1361,-0.133,0.7301,0.3283,3.2475,2.1446,0.8866,2.4219,1.4548,2.4217,1.1873,1.5704,1 
0.364,0.7895,2.5334,2.352,4.0872,2.108,1.7391,0.2191,1.4946,1.4599,0.9643,2.1286,1 
-1.4624,-0.5741,3.1478,2.1306,3.1445,0.8192,3.327,3.9249,2.5578,2.6885,2.8432,2.269,1 
-1.1804,0.3118,2.4215,2.1464,2.9256,2.6148,1.6618,2.5731,0.9815,2.8147,-1.3822,1.5882,1 
0.6174,-1.43,3.0232,2.0962,1.9622,1.99,0.7922,1.7075,2.0287,1.0754,1.8463,2.8946,1 
-1.2872,-0.4559,0.7391,2.8598,2.5115,3.4977,3.6714,2.1245,1.6559,0.7457,2.5551,1.2897,1 
-2.3412,-0.2029,0.4536,3.7952,0.499,3.1912,2.2324,2.1701,2.8963,1.0334,2.9214,1.3306,1 
-0.3277,0.0486,2.057,2.0952,0.3215,2.0904,1.0199,0.5406,2.552,1.9392,2.591,0.7515,1 
-0.1998,1.0077,2.5146,3.6886,2.3674,1.2818,1.3994,2.1823,2.0688,3.753,1.868,2.3293,1 
1.0198,0.7592,3.5308,1.1804,1.6193,2.8966,1.4493,1.8268,1.6777,2.2782,1.7048,1.092,1 
-0.7832,-0.4844,2.1179,1.8185,3.1521,1.9563,2.3057,4.1153,1.6203,1.1554,2.767,1.2194,1 
0.0696,0.6762,0.7676,1.6256,3.1053,1.5151,3.094,2.3059,0.6342,0.9021,1.8943,2.0293,1 
0.2577,1.1683,1.0945,2.4405,2.9672,2.8918,2.1497,2.1996,1.1203,2.2801,1.4907,0.1902,1 
1.0728,-0.7912,0.8435,2.1476,0.8247,1.1647,3.1562,1.9523,2.3316,0.1365,1.0596,3.9781,1 
1.1292,1.2061,3.8353,0.6343,1.8111,0.4577,3.4233,3.0603,2.1949,0.6652,1.1468,1.3939,1 
-0.4738,0.4056,1.4663,1.5711,5.7856,2.7733,1.3624,2.4827,1.8502,2.8417,1.2661,1.3958,1 
-0.9945,-0.2781,3.9548,1.813,3.0303,2.0117,2.2067,2.2848,2.5137,3.8964,1.9302,0.9562,1 
1.1151,-0.1153,2.5407,1.6608,2.529,1.9206,2.7166,1.7159,1.3014,1.3237,3.4491,2.2012,1 
0.724,-0.9783,0.6449,1.6976,3.1395,2.9601,3.8606,0.9838,1.6877,1.2302,2.5479,1.4693,1 
1.3731,-0.6261,2.1863,1.2505,3.048,1.0879,0.6104,2.5368,3.5449,2.6284,2.3403,2.8533,1 
-0.636,-0.089,1.327,2.7787,2.155,1.905,0.1387,2.9139,0.6096,2.0398,3.467,1.4172,1 
-1.9634,1.7526,-0.3209,1.685,1.3163,1.6258,2.4741,3.2374,2.3444,1.1091,0.1324,1.4846,1 
-0.0717,0.1135,3.6673,0.9205,1.3583,1.1202,1.6636,1.3271,1.9466,1.4906,0.4897,1.2396,1 
0.3779,0.1396,2.0819,1.6683,3.0692,2.2332,0.3296,2.6845,2.298,1.4066,2.046,1.1756,1 
0.3486,0.9078,2.1334,2.4373,1.4397,2.9293,2.1077,1.1723,2.3596,0.2233,2.7649,0.317,1 
0.177,0.3275,1.043,1.5947,1.6621,2.0729,1.7401,-0.457,1.2966,1.0876,0.9918,3.349,1 
-0.8631,1.6007,1.6465,2.6798,2.9317,3.8329,2.649,2.5679,4.0367,2.5445,1.193,1.3368,1 
-0.4421,0.8244,1.471,0.034,1.482,3.1886,1.0063,0.8737,2.0518,1.5081,4.2097,1.8777,1 
0.3425,-0.4771,3.736,1.0727,2.0807,2.4233,2.0349,1.9172,1.4599,1.6989,2.3005,2.3785,1 
-0.356,-1.4995,1.8577,1.279,0.6814,1.9856,3.3734,2.4251,0.728,2.1504,1.7376,0.0254,1 
-0.9891,1.9612,3.5075,0.8294,3.6821,3.4799,1.2877,2.7915,1.3738,2.3964,1.9893,0.9746,1 
0.9991,0.2566,2.9368,1.9271,2.9933,1.232,0.4346,2.6749,2.5987,1.2479,0.0151,1.511,1 
0.7786,-0.6379,2.3468,1.7411,3.2174,2.2697,3.4424,2.5711,1.8426,0.3432,0.5944,1.5408,1 
-0.5302,1.2646,2.0571,1.2,2.2738,3.6156,1.823,1.7387,2.5912,1.7974,1.4421,2.1955,1 
-1.7558,-0.9424,0.8683,1.9926,0.8511,3.3584,1.924,3.0301,1.2582,2.617,1.1218,3.3834,1 
0.6319,0.5415,1.9799,2.583,2.6292,2.373,0.0647,1.671,1.6354,1.2358,1.553,0.7209,1 
-1.5691,0.7612,0.3153,2.1304,1.5547,2.6537,2.0,0.9242,1.559,0.7484,3.0413,0.76,1 
0.465,-0.1578,2.6458,2.4767,1.3927,3.8609,1.077,1.1344,2.5253,2.3408,1.9412,1.846,1 
-0.6191,-1.2556,2.653,-1.6434,-0.3156,1.8298,1.9454,2.9682,-0.2873,2.6706,0.8128,1.3587,1 
0.0769,1.8445,2.011,2.029,1.9944,2.4842,2.7452,2.0447,3.3694,1.5653,2.3157,1.0586,1 
0.8697,-0.0118,4.5023,0.3322,2.7693,1.4699,2.2708,3.3401,-0.0699,3.8471,2.5835,2.1377,1 
-1.8257,-0.7217,1.5779,0.79,2.5419,2.5262,2.2645,1.6839,1.1084,2.1726,3.0384,3.684,1 
0.3995,0.9176,2.3961,2.9006,4.0475,2.4886,2.0378,2.3636,0.8196,1.671,1.044,2.124,1 
0.5342,-0.9286,1.8941,1.3634,1.0552,2.8271,2.2638,3.0648,2.1237,2.371,2.4311,1.6023,1 
1.3297,-1.2401,2.2401,1.4749,0.7248,1.5491,2.6405,0.3896,4.0151,2.5409,0.2542,2.8037,1 
* 
0.3314,9.3346,1.7642,2.9855,3.3874,3.7029,2.1794,-0.6136,1.1085,2.905,2.3098,3.0551,1 
0.1275,10.7201,0.7446,1.3235,2.2033,2.5091,3.8303,1.1025,1.4859,3.3143,1.9147,3.0681,1 
0.0576,9.7589,1.7959,0.7474,0.2916,0.4991,1.6959,1.7721,0.3977,3.568,3.655,1.6255,1 
-1.0562,8.3239,-0.3343,0.5224,2.3501,1.4624,2.6699,2.8532,3.4587,0.1616,1.3992,3.1277,1 
-1.5115,9.0828,2.9235,2.3673,0.5153,1.2202,1.4292,3.7751,2.9879,2.9983,2.4287,1.8217,1 
-1.5793,10.7358,1.8355,3.7234,2.9684,2.652,1.6436,1.7571,1.2412,1.9732,1.4711,1.3196,1 
0.0042,8.3201,1.2344,1.1264,2.167,1.4439,1.5736,2.3281,4.0492,2.4875,2.173,2.2431,1 
-0.406,12.372,2.074,1.632,3.4148,1.8935,1.9379,1.0643,1.8965,3.8193,1.7788,1.9318,1 
0.7034,10.4911,1.6346,1.5408,3.8764,0.1549,1.8605,1.227,3.3322,1.9858,2.1595,3.0938,1 
0.2012,8.7817,2.5935,1.401,1.3715,2.2799,0.7474,0.8846,1.4833,2.3654,3.0247,2.822,1 
0.4692,11.9995,2.0983,1.1953,1.0315,0.7983,2.5697,1.0019,3.0961,2.8512,0.662,1.3785,1 
0.1011,9.8907,1.5014,2.9869,-0.2532,2.7506,2.677,1.844,3.715,0.4256,1.5027,1.4865,1 
-1.3172,9.4912,2.8971,1.4131,2.494,0.7447,1.0559,1.8782,2.6064,-0.8899,1.9163,0.7447,1 
0.9468,9.9511,2.3982,1.3107,2.0377,3.4748,1.4429,2.7527,1.8996,0.944,2.6124,-0.1787,1 
-1.9464,10.1247,3.1362,1.4985,0.8778,2.6833,2.9224,2.5584,1.1559,1.0349,3.2631,1.3354,1 
0.0957,8.4318,-0.64,2.2987,0.9324,1.6059,1.9415,2.1765,1.7684,2.2287,0.134,4.243,1 
0.7437,8.0029,1.9324,1.749,3.4025,1.2281,0.8487,1.8534,1.3059,3.0135,1.9952,2.7249,1 
-1.638,8.8951,1.9788,1.5428,-0.0268,1.6713,1.8842,0.7495,1.0948,0.9847,3.1216,1.8742,1 
-1.1336,10.6913,2.5582,2.1685,2.2772,1.8854,1.7154,2.2461,1.3337,1.9967,-0.1328,3.2359,1 
0.3602,11.1399,2.8149,1.4192,2.4198,1.2671,4.1675,2.6087,2.1047,4.0009,1.5218,1.8792,1 
0.6367,11.0141,-0.0201,2.626,1.8469,2.3148,3.2701,1.0358,1.3699,1.5185,2.3219,2.0148,1 
0.7807,10.3208,0.8503,2.0671,1.1558,3.2532,1.3853,1.5066,1.1801,2.6134,1.166,2.7996,1 
0.0645,11.2514,2.3591,0.952,1.4522,2.6156,1.6293,1.8667,2.1056,0.527,1.1769,1.577,1 
0.1496,10.6336,1.8149,2.8804,1.1557,1.3617,3.932,0.7442,3.4282,0.7645,1.4687,0.8221,1 
-2.5289,9.5097,1.8373,1.6816,0.301,2.3395,2.2292,0.9671,1.9916,3.2472,3.407,2.0789,1 
-0.8809,11.0963,2.3804,4.754,0.2707,-0.046,3.1039,1.366,1.3028,3.3103,3.0447,0.3318,1 
0.7001,11.0349,0.9328,1.247,2.381,0.9257,1.7979,2.8229,3.9753,2.8544,2.4276,1.1872,1 
0.7042,9.3327,2.6103,3.0971,1.5998,4.6892,2.2438,1.8682,1.3939,2.307,0.7476,3.0945,1 
-0.3341,11.2215,3.417,1.7808,2.2917,2.9369,-0.1721,1.9929,1.9651,2.0522,2.1978,1.8287,1 
-0.85,10.5844,2.78,2.7477,1.2752,0.6252,3.2413,3.0143,2.1754,2.8229,3.5006,2.0692,1 
0.0106,8.8218,0.9685,0.7057,2.5762,2.0127,2.2204,2.6015,1.2436,3.0706,2.4713,1.5495,1 
-0.8081,8.8169,2.9673,1.3887,0.4139,1.9094,0.662,1.766,1.6667,0.8206,1.2757,2.626,1 
2.8869,9.3304,3.9645,0.64,1.4077,2.217,0.4753,1.7306,0.4,2.0339,1.0161,1.0819,1 
0.8819,9.3652,1.1139,0.4515,0.6884,3.1668,1.9487,2.3904,2.5424,3.4301,1.5795,2.983,1 
-0.5526,9.2483,3.1598,1.1855,0.6006,2.2799,1.3387,3.0551,2.6836,2.6404,2.6542,1.8309,1 
2.7225,10.2352,1.8641,4.357,2.1331,0.0313,0.1983,1.3558,1.0817,1.1594,2.4283,1.9032,1 
1.753,9.6537,3.3763,2.6686,1.6221,2.0415,2.4318,3.7267,3.0131,1.7483,2.7031,3.0741,1 
0.0923,10.2189,0.9061,1.1729,1.8737,3.3758,2.459,0.6127,4.0743,1.4492,1.4775,4.8155,1 
-0.6818,9.9338,1.8982,1.1261,1.4034,0.0205,2.5978,2.1923,3.3184,3.8597,1.3805,2.377,1 
0.3896,10.2957,1.5902,2.0106,1.9026,2.0354,2.508,2.0723,1.2031,2.1077,2.0466,1.2967,1 
0.6368,8.5589,1.3747,2.138,1.3916,2.0761,2.7457,1.4826,0.6287,1.7137,0.7865,2.2621,1 
0.5212,10.6742,1.3102,4.5612,1.6137,2.1423,1.0523,3.6361,1.8544,1.4788,3.144,2.6889,1 
0.9015,7.1938,1.8309,2.6976,2.5347,0.2434,2.1937,2.2984,0.6725,4.5358,2.2009,0.6184,1 
0.2856,9.0416,1.9359,1.8976,2.1676,2.5226,0.3187,1.6745,-0.1232,2.3165,3.7866,2.9775,1 
-0.2109,9.7945,2.6994,1.6163,0.1869,3.8578,0.6941,2.0828,1.3579,0.0868,1.8089,2.861,1 
0.6346,10.3523,2.0128,1.8085,1.1096,1.0398,1.7144,1.9494,3.0146,0.065,1.1748,0.4555,1 
-0.692,10.7081,2.8008,1.0358,0.7915,2.5684,2.2508,2.7814,1.4945,2.9113,2.2826,3.328,1 
-0.9801,10.571,3.0329,2.3199,2.4,4.4856,2.5826,2.9545,0.8609,2.4808,2.8615,2.9533,1 
-0.354,10.8552,2.2005,3.0267,1.8956,2.0731,3.4338,2.0926,0.5375,1.5642,1.1177,1.5839,1 
0.3784,8.5678,3.2766,3.592,-0.1202,2.2697,2.4894,2.0288,1.8024,2.4872,2.3121,0.3154,1 
0.3574,9.8768,0.8548,1.3235,1.2903,3.0597,2.4342,3.7296,1.6106,2.6975,1.5261,2.5354,1 
-0.0761,9.5946,3.433,2.9698,1.694,-0.3681,2.3243,4.2148,2.1038,1.3988,3.7061,1.4012,1 
-0.3712,10.3121,2.4196,2.6527,-0.0828,0.5328,2.6362,1.3851,3.3453,1.8267,2.6625,3.1314,1 
-0.8918,8.6119,0.9692,2.3152,0.2185,1.4139,2.3505,3.5565,3.0572,1.6733,1.9357,0.2134,1 
-0.2581,11.718,4.5437,2.2032,2.3133,3.4127,2.3576,1.5564,1.9781,2.7758,3.8337,3.5101,1 
-0.0401,11.1155,2.2047,2.6709,-0.7165,2.6742,1.0339,0.7804,1.8911,1.5205,1.5623,2.3501,1 
2.2549,9.3224,1.9142,2.1066,1.4079,0.5512,2.0353,2.2382,0.0491,2.068,1.273,1.2949,1 
0.1574,9.0138,3.3049,1.9052,2.3619,1.8434,1.3534,3.1329,1.4856,3.1734,1.3331,0.3511,1 
1.0238,9.3934,1.1277,3.1023,0.6573,2.2928,1.7979,1.6942,3.5187,1.6645,3.6676,0.7075,1 
-0.0083,10.829,1.3353,2.2713,0.9695,1.5179,0.8857,2.4826,0.553,2.6592,1.7638,1.839,1 
0.6637,9.2953,2.7633,0.83,-0.2194,1.2946,1.6204,2.4392,3.5294,1.5124,2.7083,1.4122,1 
0.5231,11.089,3.0469,3.1225,1.5774,1.5116,1.6708,1.9106,3.4781,2.5246,0.0397,2.0857,1 
-0.4356,10.2074,3.7777,1.9086,2.0925,3.8284,0.9186,2.7718,1.4896,3.2523,0.8077,1.5649,1 
0.6418,9.8502,2.1988,1.9734,1.8688,2.7627,0.568,1.1989,2.9259,2.0655,1.7736,1.6211,1 
-0.8389,9.7333,2.5289,1.7929,1.901,1.2326,1.7005,2.2985,0.8968,1.215,1.7343,3.0612,1 
1.0306,10.5034,1.9093,1.7595,2.4137,3.3505,1.6424,0.6911,1.2307,3.079,1.6145,2.5681,1 
-1.0657,12.2699,0.2335,1.1677,2.9276,2.3967,2.5589,0.6513,1.3587,0.4967,0.9787,2.2997,1 
-0.5408,10.8248,3.45,3.5136,1.8767,0.9522,1.5996,1.657,1.7082,2.8022,1.4301,4.7433,1 
-0.2129,9.3724,2.993,2.399,0.6858,2.16,0.1772,3.2837,4.1096,2.1996,2.1176,1.8874,1 
-0.5687,8.7658,2.1857,2.7192,2.5768,1.9763,1.1515,1.3588,1.7153,2.7588,3.3489,2.2414,1 
0.6058,11.1858,3.2298,1.4125,2.9573,2.0184,1.5209,1.8536,2.2886,2.1702,2.5425,3.8229,1 
0.6848,11.3281,3.5167,3.3417,2.1659,2.6235,0.9579,2.3811,3.4711,1.9526,1.2208,1.3527,1 
-0.5744,12.2171,1.617,0.1379,-0.7292,2.0411,2.9548,3.5949,3.1082,2.8286,1.776,2.5998,1 
-0.1512,11.2198,3.0388,1.1662,3.5528,0.0872,1.9656,2.1829,-0.3117,1.5745,1.6865,3.3469,1 
0.6068,9.4781,1.7674,0.5718,1.6839,1.0798,2.3746,2.0043,0.424,0.6597,3.7811,2.2644,1 
-0.5632,9.6811,2.4477,1.2339,0.3668,2.9576,0.6596,0.6909,2.8335,1.5324,1.4446,2.404,1 
-1.1024,10.2843,3.2537,2.4857,2.32,1.6737,1.0331,0.992,2.339,-0.1811,3.2558,1.7341,1 
0.6381,9.3313,2.8597,-0.9637,3.133,0.8293,-0.3193,0.7161,1.7152,2.4146,1.9476,2.2028,1 
-0.0319,11.0687,3.9322,2.8592,2.086,1.8522,2.4098,1.2757,1.9644,1.4899,2.5916,3.1053,1 
0.8201,10.9206,1.9603,2.6374,0.8059,2.5538,1.3329,1.6004,1.3975,-0.2322,2.0943,2.4101,1 
0.8948,8.7863,3.2109,0.2481,2.5111,1.2967,2.7696,1.7637,1.558,2.7586,2.6392,3.111,1 
-1.6058,9.4988,2.6481,3.5671,3.1211,2.2527,4.4077,2.6378,3.176,2.9472,0.7873,2.0788,1 
-2.4253,10.5426,0.7553,2.4051,4.1151,2.1754,2.2293,1.3251,2.799,2.2112,3.1864,3.6535,1 
0.3386,11.0414,2.6994,2.1107,1.5413,2.0802,2.9261,4.3598,2.467,-0.0008,2.5843,2.7957,1 
0.7177,9.4521,0.5546,0.7771,2.9269,2.5979,1.0205,0.6819,0.0653,2.5736,3.4136,1.5645,1 
-0.602,10.4344,0.5547,1.5041,2.198,1.5706,2.0164,1.1663,-0.9707,4.0296,0.8254,1.9837,1 
0.5379,8.9923,1.296,1.9745,1.7723,1.6141,3.6546,0.7309,2.6886,3.7113,2.3176,0.7753,1 
-0.1461,11.9732,1.1658,1.9977,2.4824,0.5437,2.0434,1.4482,1.1059,3.0113,3.2356,1.992,1 
0.3119,9.4298,3.5483,1.9138,2.9461,3.6185,1.0377,2.5749,2.0075,2.2156,3.1206,2.1275,1 
0.4675,10.0296,1.3914,1.6467,2.2723,1.0743,2.3998,1.3406,1.5134,0.9833,2.0167,1.905,1 
0.6899,11.2872,2.487,2.9316,0.3376,3.771,2.6325,1.6978,2.6331,1.0873,0.6206,0.9248,1 
0.4959,9.3371,3.1346,0.8309,1.5419,2.4574,2.4886,1.9656,1.3912,1.3417,2.8083,1.9297,1 
1.1624,9.4523,1.8048,3.4877,1.9508,2.0666,0.8995,1.8666,2.6151,2.2203,1.8687,2.6298,1 
-0.4528,10.4641,1.7043,3.3324,3.6107,2.7129,2.4834,2.5826,1.6613,2.9245,2.2997,0.3369,1 
-0.4283,11.1462,3.5772,4.5007,2.8188,2.2921,1.2638,-0.0125,1.9822,2.2633,2.2121,0.8177,1 
0.1769,8.994,1.2522,1.1767,2.3052,1.1427,0.6228,0.686,2.6868,3.1329,2.4361,2.5034,1 
0.0419,12.917,2.5141,2.2261,2.7099,1.7879,1.1802,0.6886,1.9113,0.9592,-0.0462,3.2559,1 
-0.2894,11.6779,1.2253,2.6573,2.3452,2.9685,1.6629,1.6526,1.0735,1.2499,1.2244,3.2382,1 
0.4808,12.2201,2.9963,2.4855,2.6618,1.7533,2.3542,2.8927,3.9008,2.1851,1.3895,1.2114,1 
0.7635,9.4001,3.2173,3.2229,1.6815,2.1024,1.176,0.3864,0.6003,1.3098,2.2369,2.7501,1 
* 
3.5148,4.7398,0.5754,1.1086,2.7612,1.3012,1.6034,3.2438,2.0745,1.6771,3.4615,3.2418,0 
5.2594,6.0717,1.8698,3.8858,1.2946,2.3356,2.5688,1.0833,0.9402,0.081,3.6797,0.8684,0 
3.8312,4.6989,5.2443,3.6095,0.6765,0.984,1.1406,3.0914,1.9522,2.1677,3.6583,1.9482,0 
3.93,5.0125,1.5334,3.1374,2.7187,1.4029,1.235,1.1647,3.2296,1.7639,3.354,2.89,0 
5.9763,5.7377,3.3202,0.8224,3.5811,2.8173,4.3516,1.8856,2.2058,-0.4145,1.5625,2.6057,0 
5.0723,3.8998,1.0886,3.1637,1.7411,5.0694,1.5296,3.6102,2.4714,2.606,1.6028,1.7882,0 
3.8752,5.5468,3.2741,2.4714,1.7128,1.6797,2.1142,3.1288,1.7106,4.3579,3.8838,0.4414,0 
5.9612,4.2208,1.8937,1.229,0.7733,0.1475,0.6912,1.4779,3.0822,1.0285,0.8893,1.9464,0 
5.8718,4.5681,2.2711,2.8755,1.9649,1.2181,1.8995,1.8196,3.454,0.9843,0.4768,2.0986,0 
3.9522,5.4988,1.2088,2.7816,1.7845,3.5685,1.2782,1.3526,2.3767,1.3941,1.8725,1.4216,0 
7.492,4.165,2.4309,2.8978,1.0526,2.6728,2.7808,1.1691,1.5456,2.3748,1.173,1.7509,0 
5.7056,3.2988,2.5001,1.3953,2.0669,3.4417,1.0161,0.7627,4.6809,3.0639,1.9174,1.0215,0 
6.0938,5.5981,1.9857,2.3179,1.5471,2.1323,4.0352,2.559,1.9771,1.9966,1.984,0.7443,0 
4.4927,6.931,1.008,1.7494,0.831,1.1066,1.756,0.8192,2.8826,1.1598,0.6051,2.9055,0 
6.4929,3.8268,1.8826,3.1858,2.0339,2.5811,1.8781,1.3589,2.0019,0.5642,3.2296,0.9742,0 
6.5815,4.6673,2.9873,2.7737,1.6556,2.2739,1.8151,1.2865,1.9006,3.3623,1.1727,0.4414,0 
4.2406,4.5166,1.5516,5.9991,3.2112,1.7114,1.516,1.0267,2.4451,1.274,2.1464,3.3137,0 
4.3393,7.5934,3.7447,1.4746,2.9256,2.0887,1.373,3.4998,1.5125,4.5103,2.7364,2.7738,0 
3.5423,3.8154,1.2186,2.677,1.6083,3.9038,3.6511,1.8248,0.8278,1.5384,1.5191,2.4361,0 
5.5972,5.0869,1.9677,3.8477,1.3692,2.151,2.7772,2.7447,2.6559,3.415,1.7901,-0.0283,0 
5.1659,4.1245,1.611,1.2942,2.8746,2.0404,2.8125,0.3887,1.3667,1.4928,1.0033,1.5172,0 
