Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
2.0475,10.7487,1.5064,-1.009,0.5712,2.6891,1.462,1.7985,1.7227,2.7574,3.0166,0.9316,1 
2.1281,10.9769,2.3956,2.2946,2.2452,2.808,1.3211,2.5661,1.6845,1.0744,4.4888,3.2563,1 
1.3429,9.5254,2.9597,1.6744,1.5667,0.0282,2.391,1.3672,1.3672,2.2376,0.7957,0.9829,1 
2.3624,9.8607,1.8021,1.8218,2.6477,1.8619,1.423,3.9662,2.2114,1.8459,2.7287,0.6931,1 
1.6086,9.993,2.5936,1.0856,2.3381,1.9107,2.5352,0.8917,3.7368,2.1362,2.1452,1.355,1 
1.1796,9.1207,1.4745,1.9932,3.0612,1.8476,0.3947,2.5234,2.8272,1.1649,1.3133,1.3582,1 
4.359,9.8714,3.3145,3.1952,2.7783,3.0147,2.3891,2.0284,2.3589,2.8114,2.6404,2.1381,1 
1.5302,11.2042,1.5827,2.7144,1.7028,1.9777,2.8033,2.7532,2.3854,0.8833,1.6613,2.343,1 
2.8267,8.2421,2.1601,3.2184,2.558,1.9784,3.6095,1.615,3.6733,2.1881,0.8868,4.3848,1 
1.4993,11.2629,2.0123,1.1073,2.6575,1.1251,2.4177,2.9964,2.1752,4.5904,3.6654,3.3535,1 
2.6309,8.5485,1.3497,2.4799,0.5459,2.7976,3.0258,2.838,0.0329,3.0896,2.9539,1.4903,1 
3.0544,8.9389,0.8592,3.8126,2.7433,0.8749,2.1301,3.7709,1.3049,2.008,-0.4026,2.1506,1 
1.5494,8.8446,1.7373,1.8215,2.5793,-0.3947,2.3081,2.1301,1.4472,3.1904,0.514,1.5728,1 
-0.493,9.0982,1.9403,2.6873,3.3343,2.1538,2.2848,1.3882,2.006,2.7829,3.1177,1.5221,1 
0.6913,12.0593,3.6298,2.7936,0.8826,1.1068,2.1073,3.0273,0.5221,1.6941,1.1889,4.2442,1 
2.7204,9.6189,1.9709,2.4093,0.9821,2.5495,2.8559,2.2176,2.0495,1.9879,2.3154,4.5095,1 
0.3308,10.7631,3.1472,0.9276,0.7314,1.5335,1.1875,1.1399,1.9239,2.3413,1.5277,1.8411,1 
3.2509,7.6682,1.0792,1.8052,1.3505,3.2158,0.628,1.3809,0.1687,4.7213,2.3348,3.6006,1 
2.3452,11.1382,4.6517,2.2522,1.1421,1.0722,2.8706,2.7045,1.4587,0.8998,4.1894,2.4607,1 
3.2828,8.7749,0.7924,1.7917,0.7081,1.7901,1.8886,0.5952,1.9798,1.7905,0.7986,2.6311,1 
1.9205,9.0759,1.6866,1.0259,2.7301,2.0138,1.1504,1.9042,1.9876,1.3385,2.4331,2.9878,1 
0.9245,10.6715,1.6267,2.1478,2.0087,2.8398,2.499,2.3222,0.7319,0.7439,2.5265,3.0506,1 
3.0341,9.7661,1.4591,2.5137,0.4378,2.4608,2.9672,5.0002,1.3785,1.6829,4.2034,2.2603,1 
2.7433,12.6081,0.4939,2.1291,1.8599,1.8681,2.0884,2.2787,0.9846,0.9348,2.2629,2.1124,1 
2.5307,8.3288,2.7634,3.7081,2.3349,1.8392,1.4034,2.821,2.1024,1.7245,1.1041,3.6256,1 
3.3754,11.709,0.9322,2.2878,0.8283,3.0932,1.8142,0.2406,1.7958,2.2204,3.4059,1.9247,1 
3.0577,11.1852,1.275,0.8362,1.9953,2.036,1.7061,2.9967,1.697,3.1436,1.7435,3.6801,1 
2.2157,10.8243,2.7723,3.8594,1.4774,3.0726,0.836,2.5461,1.927,0.6806,0.5532,3.1525,1 
-0.0483,9.1906,2.697,0.8762,1.9267,0.525,2.5446,3.6908,1.5954,2.9008,1.16,2.2035,1 
0.5299,11.1141,3.5947,0.7159,1.3698,1.8325,0.6763,1.0961,2.8834,-0.6748,0.5183,1.3964,1 
4.0606,11.6815,3.2747,2.3722,1.0871,1.049,2.629,3.29,1.3102,1.9579,1.088,2.1641,1 
3.2404,8.4679,3.0335,2.4552,1.2708,0.8561,1.5042,4.7127,2.8788,1.3181,1.8251,2.0411,1 
1.4387,8.9159,4.096,2.4214,1.2112,0.8509,0.1547,1.8658,2.6346,1.602,3.2655,1.9872,1 
2.8493,9.0341,1.4856,3.4197,2.0593,2.013,2.9645,1.4601,1.5782,1.4814,0.8912,1.9932,1 
2.1334,10.7332,0.2531,2.9282,1.8356,1.7266,0.2328,0.9863,1.3939,2.8934,-0.2003,1.6299,1 
1.7779,10.2581,1.256,2.5702,4.8187,1.5842,2.0564,1.0343,1.5701,2.0175,1.1567,1.5403,1 
0.4046,11.3853,2.4547,2.1654,-2.3061,2.2902,1.8783,1.9382,2.058,1.4636,3.0038,0.9329,1 
3.5745,9.1892,1.6088,2.0085,1.9313,3.0627,2.3767,2.6821,0.5043,-0.8176,1.6097,1.2715,1 
2.5064,11.1787,1.3198,0.4376,3.5568,1.2324,2.6154,3.2596,2.5284,0.9579,1.7816,0.6012,1 
3.3279,8.8391,1.635,1.2524,1.4623,1.4905,3.0509,1.1222,1.7329,1.841,3.887,0.9126,1 
2.1959,10.0824,2.2683,1.5602,1.8676,2.0389,2.0179,1.3852,3.5262,1.226,1.9322,2.2934,1 
-0.2076,9.242,2.0266,2.058,1.1952,1.7952,0.4682,2.3277,1.7443,1.8139,1.8709,3.7028,1 
2.6751,9.1944,2.5638,4.0871,1.0627,1.2484,0.762,1.1166,2.5806,1.57,2.386,2.245,1 
0.9968,9.8765,1.9573,0.6968,3.2135,2.9442,1.3001,2.5083,2.1122,1.7754,1.2162,2.5471,1 
-0.794,10.4479,2.7213,2.1313,1.1768,2.933,2.8635,0.9985,0.796,3.4971,0.7919,2.4831,1 
3.4961,9.5005,1.4686,2.6363,2.9354,1.3241,3.0308,1.2265,1.1411,1.9283,1.6595,3.4362,1 
3.1548,12.0199,1.5492,1.6632,3.5743,4.6779,2.4454,1.796,1.5041,2.7571,0.6331,1.1024,1 
0.267,9.894,2.1644,1.0811,1.8851,3.383,-0.1984,1.8204,-0.0788,0.1406,1.3986,2.9572,1 
0.8465,10.027,1.3096,2.6342,2.8662,3.2005,2.648,1.1089,1.2657,2.9594,1.5997,1.2791,1 
1.5362,10.3387,0.9253,1.8412,2.6335,3.3025,2.2709,1.1969,3.315,3.3551,0.0103,2.4339,1 
1.8406,10.83,1.6964,0.5365,2.2409,2.7177,2.1636,1.0595,1.604,4.2604,3.1162,-0.2672,1 
0.4706,9.0767,2.1119,4.779,2.4445,1.223,0.1821,1.3682,3.1949,2.0012,4.1251,2.6118,1 
2.4994,10.7138,2.5363,2.8516,1.9192,0.8086,0.5928,3.5201,1.9762,1.8718,1.6316,3.6271,1 
1.4701,9.7135,1.263,1.3717,1.0428,1.445,2.7097,2.0409,3.1197,3.2543,2.262,0.5283,1 
1.6272,7.8601,1.4143,2.2424,2.8588,1.7776,1.7753,3.3878,3.5391,2.5816,2.9454,2.9914,1 
2.7933,9.7724,3.0513,1.0087,1.1847,2.9746,1.9403,0.5134,4.4474,2.3888,1.3653,1.9576,1 
2.2077,12.6833,1.6037,1.7422,1.9503,1.5452,3.8239,3.3374,0.4737,1.77,0.8646,1.6253,1 
2.0955,9.7293,1.2714,0.7435,1.8019,1.359,3.0532,3.7671,1.5695,2.5556,3.5139,1.3748,1 
1.6279,12.2628,2.2614,2.4565,2.2475,4.6652,3.4812,1.6335,2.1226,1.079,1.1734,1.119,1 
1.7145,9.7182,3.7066,2.3918,2.4644,1.5126,1.2618,1.4508,2.5364,0.8819,0.0856,1.0266,1 
1.0061,9.6313,2.5413,2.4338,1.6819,3.2465,2.1407,1.956,0.8616,-1.2657,3.8411,3.9005,1 
1.2892,9.4957,2.1321,3.5402,3.1697,2.2134,2.4905,2.0844,2.8327,2.2521,1.1696,2.328,1 
1.55,11.3215,0.0125,3.1336,1.9238,2.4233,1.6487,2.8839,1.0216,1.3749,2.6996,1.6137,1 
2.8925,9.2363,1.0251,0.6948,2.0192,1.1144,1.4106,2.6505,2.6905,1.5908,1.4819,3.0038,1 
1.4678,8.9768,2.3132,2.5133,1.8522,1.4848,2.1432,1.659,1.1531,2.5538,1.2295,1.9738,1 
2.2504,7.8844,2.0869,2.335,1.356,1.9797,2.4345,2.3572,2.6104,2.6467,3.0576,1.2301,1 
2.3975,9.3285,2.1661,2.2966,1.8246,3.0477,2.3702,2.6471,1.4196,1.9076,1.1892,1.8387,1 
0.7308,9.0699,-0.0274,1.6337,1.8412,3.2519,1.9491,1.6947,3.0991,2.9886,0.8044,2.9719,1 
2.7917,10.9439,0.5192,1.8521,1.486,2.1244,3.1855,2.8791,1.9235,1.6608,3.1485,3.4852,1 
2.1749,9.3123,3.3812,1.4296,2.6578,1.1539,3.4179,1.893,1.4336,0.883,2.7008,0.9349,1 
1.6151,9.2599,3.3478,1.8658,1.5292,2.7143,2.7278,1.7002,0.5709,3.0328,1.4964,3.0297,1 
1.918,10.928,3.2075,3.3959,2.1992,1.7837,0.7232,3.4454,-0.7127,2.1727,2.7479,0.4146,1 
2.84,7.4722,2.6912,2.2095,2.8481,0.8093,2.4086,0.9795,1.9014,1.9702,1.6534,1.0939,1 
2.989,9.8835,1.3641,1.6729,2.1301,2.0871,0.8619,0.9745,1.1184,0.5783,2.244,1.0903,1 
2.0604,10.3084,3.7084,1.2255,1.5508,2.7328,2.2782,1.1908,2.8074,1.5318,-0.7316,0.6856,1 
3.1323,8.8498,2.3042,1.3114,0.9245,2.9003,3.5982,1.0109,0.4834,1.3567,1.379,2.0961,1 
2.4559,9.494,1.5457,3.3777,1.9882,2.6615,2.1723,2.687,3.0361,3.0865,1.9324,1.4528,1 
2.3037,11.2867,2.9744,2.067,2.6663,2.3381,1.4334,2.6622,1.7724,2.3021,2.2589,0.6697,1 
1.4568,10.2623,3.9508,1.8039,0.9915,2.9982,0.3705,1.7842,0.7154,0.6247,2.4184,1.6819,1 
0.1553,10.686,1.1137,2.2973,2.2984,2.4041,1.7745,2.0622,2.2618,4.2464,2.4734,2.143,1 
2.3445,9.6064,3.2633,3.2747,0.724,2.3308,2.706,3.5454,1.2855,1.4791,-0.4277,2.7618,1 
0.6233,9.9236,1.9473,1.6613,0.9829,3.0348,2.7142,0.1701,2.4042,2.2509,1.5605,2.0894,1 
1.2858,10.9361,3.5111,3.1267,1.1746,3.0782,2.6188,2.5979,1.4099,3.1887,2.0313,0.4657,1 
0.9449,10.7199,2.1098,1.5504,3.5425,1.055,2.2868,1.6894,1.6443,1.3541,1.5038,1.1088,1 
-0.0158,9.8192,1.5131,1.7375,2.0609,0.7873,2.7814,0.9795,-0.0855,2.4823,3.1729,3.8757,1 
0.9146,9.1236,2.8646,2.0059,1.9175,2.746,3.1313,2.5978,1.3739,2.2918,3.4316,2.4759,1 
1.2038,10.385,1.4086,2.4845,0.8855,2.9391,1.8042,1.8853,0.2501,1.451,0.5166,1.9782,1 
1.9744,9.015,3.7788,0.9589,0.5445,1.0671,2.0697,3.4897,1.5628,3.0963,3.186,2.2979,1 
2.8664,9.2375,0.996,0.457,1.7826,2.3998,3.7098,2.4502,1.512,2.8855,1.876,1.945,1 
1.9127,8.7305,0.7876,0.2238,2.0052,2.0713,0.8058,1.9174,2.6755,0.9024,2.9494,2.0147,1 
0.7705,8.1776,2.437,1.8869,1.085,1.916,2.5814,4.7867,1.6888,1.442,2.3609,1.1762,1 
2.6246,10.1321,3.2305,3.3546,2.0199,3.2767,2.0445,2.2354,2.5864,2.4166,1.7542,0.7133,1 
1.0172,9.339,1.4076,0.1704,3.9577,2.74,2.5463,2.9019,2.3024,1.6157,3.4598,2.5792,1 
1.6124,11.3421,2.0283,1.8305,0.6407,3.4696,3.1073,2.8987,1.6098,2.0936,3.5566,-0.233,1 
0.6738,9.6537,1.8797,3.8841,0.6337,3.7399,2.347,2.66,-0.1604,2.9273,1.6236,2.5498,1 
3.0746,8.5819,1.5385,1.5871,3.2294,2.7359,2.5932,1.0479,1.7616,3.6446,1.7006,1.1963,1 
0.6456,8.4567,1.9635,1.2652,-0.4228,0.9547,1.1625,1.6985,3.252,1.319,0.4952,3.0438,1 
1.5723,10.3695,1.9998,2.9186,2.723,2.3738,2.8138,2.2782,1.7519,1.586,3.5031,1.6225,1 
3.3412,9.3486,1.7292,2.2288,1.5454,1.2376,3.7535,2.9624,2.209,0.5655,2.1849,2.4158,1 
2.5302,10.0185,2.3277,2.0621,1.2542,2.0291,1.7784,2.2522,0.1805,-0.171,2.6691,1.8147,1 
1.5188,9.6239,2.4721,1.9523,0.9778,1.0906,0.1392,2.2023,1.9786,2.0175,1.1613,1.3373,1 
2.0867,8.4598,2.0862,2.5641,1.7276,3.548,2.0285,2.7268,1.7833,1.7297,2.6841,3.3012,1 
1.1379,10.8255,1.2145,2.5169,1.71,2.7311,2.8075,1.8883,3.0249,1.4208,0.651,2.1133,1 
1.7255,9.2833,0.5759,3.5371,2.3225,0.9026,0.8901,0.981,1.3904,1.6729,2.1312,2.1765,1 
2.7501,10.2404,2.0716,2.1738,2.6431,3.7447,1.6442,2.5026,3.7256,2.1235,1.3473,-0.187,1 
1.6726,10.9821,3.6984,2.926,2.4172,0.5352,1.9438,2.3433,2.6897,2.1916,3.217,1.4034,1 
1.9139,9.4949,2.6239,2.4102,2.1939,3.439,1.6309,3.0691,2.8867,2.1616,1.6344,0.3895,1 
2.213,9.4616,2.8541,2.0493,1.6642,2.1679,2.3271,0.604,0.857,1.3813,4.1603,1.4304,1 
0.8858,9.6379,3.917,2.3947,3.3351,1.8276,0.8031,1.7703,1.4868,2.6839,2.7526,0.5003,1 
0.9849,9.1423,0.6947,0.5182,1.4638,3.7235,2.2471,2.1646,1.3728,2.4114,3.1095,2.4414,1 
0.6352,10.3205,2.4815,2.2471,2.0719,2.2232,2.7756,3.1599,3.3909,3.7779,3.1714,0.4111,1 
3.706,9.7422,3.7049,1.0647,2.8033,3.5088,2.4344,2.2102,2.6049,3.2909,2.0388,2.792,1 
2.9366,10.3191,0.7577,1.7912,3.6313,2.3909,1.3846,2.5465,2.6434,1.3337,2.0307,2.0464,1 
0.8332,9.1549,2.8615,1.1145,1.517,2.4458,1.4016,2.3132,0.6149,1.4885,3.7643,1.8153,1 
1.6696,10.16,1.2999,1.3672,1.6462,2.0145,1.9443,1.9787,-0.3058,1.1235,1.6184,2.9249,1 
2.9383,10.6925,2.7149,1.914,1.6942,4.3762,1.1595,2.2376,1.6455,3.9902,0.5792,1.3632,1 
1.2357,9.4959,2.0522,2.5066,3.5428,1.9777,2.0779,0.9861,1.5633,2.8611,2.0381,2.0353,1 
3.5213,10.596,1.095,1.9121,3.6848,1.0552,0.0153,1.5009,0.2154,2.1133,3.9979,2.5879,1 
1.1844,11.0054,-0.119,1.5682,4.1862,1.9144,1.6587,1.1181,1.0863,1.6882,0.5036,1.4203,1 
1.4269,10.5408,1.0008,3.0731,1.4565,1.4978,1.2932,1.9139,2.3783,1.9185,3.0791,3.2519,1 
1.0947,11.3274,0.4044,2.7223,1.89,0.4571,0.5601,0.4445,2.6267,2.08,2.4385,-0.7932,1 
4.4771,10.5423,0.9476,3.6365,1.3502,1.8739,2.7028,2.0115,2.5942,1.681,1.3189,2.3654,1 
2.1996,11.2365,3.4664,3.2167,4.6302,1.4376,0.3381,1.9257,3.2891,1.3681,3.0117,3.3739,1 
2.5203,11.9405,2.494,1.8625,1.6614,2.1282,1.7315,1.3564,2.1361,1.8519,0.931,3.0891,1 
1.4412,11.0594,1.7807,1.9023,3.0369,1.2089,2.105,1.4612,1.9312,2.2948,4.1731,1.8999,1 
1.893,10.9002,2.1699,3.6386,1.5246,2.0921,3.0058,1.3815,-0.0282,1.7644,0.2214,1.4438,1 
0.7624,11.0828,1.9548,0.3266,3.0149,0.3116,2.6458,1.4872,0.9064,2.8059,1.5054,1.2335,1 
3.3441,9.2226,2.96,0.1015,1.0789,2.0095,2.1327,-0.1495,2.1274,1.2018,2.4937,3.0584,1 
2.4453,6.9382,2.8655,0.508,5.857,1.9988,1.2316,1.7657,0.831,3.1575,3.7022,2.3719,1 
1.4686,9.5083,1.6252,2.4437,1.2982,1.8581,1.043,2.5481,2.1911,2.1291,3.4956,1.1994,1 
2.5753,10.0713,1.8317,2.2091,2.7022,2.2412,3.7716,2.6278,1.3285,2.3347,2.4658,1.8786,1 
3.5862,10.6179,2.2642,1.4525,1.9815,0.4553,3.1674,2.3942,1.5414,3.7464,1.8519,1.5281,1 
1.8854,10.8028,1.6534,1.4882,0.8204,2.1754,3.6566,2.2528,3.5467,1.4642,2.741,3.4524,1 
2.9128,11.0525,0.9226,1.8617,1.0032,1.5255,1.7144,1.9548,1.0282,4.5954,3.4794,1.768,1 
4.1859,10.33,-0.2244,3.4096,0.659,2.9744,2.3016,1.1219,2.0046,0.7059,2.2387,1.0066,1 
4.9587,11.69,0.9268,1.3792,1.5747,2.5774,4.1829,1.5276,2.6813,1.719,2.9495,2.1393,1 
2.8187,9.7586,-0.424,1.4256,0.6984,3.1162,1.7147,3.0737,2.5247,2.7025,2.7841,1.6453,1 
3.6862,8.5006,1.2922,3.4605,2.6853,2.3458,3.1817,2.1803,3.8714,3.3631,1.3833,3.5965,1 
0.5106,9.1919,1.0267,4.14,1.633,2.9394,2.6796,1.3776,3.8752,3.394,1.7949,2.5725,1 
2.3575,9.36,1.2829,3.8852,1.1571,1.4209,2.359,2.0951,2.606,1.2131,2.8996,1.3977,1 
3.1747,10.7614,3.0992,1.5969,0.5276,0.6233,2.2589,0.8767,1.7411,2.9061,2.1843,3.3367,1 
0.7832,11.0507,0.4292,3.5244,1.4296,1.1742,2.2331,0.2321,1.5535,2.7538,1.5783,4.6175,1 
3.5039,8.3378,2.8023,1.1312,2.129,3.178,4.2412,2.4826,2.2418,2.7659,1.341,1.5663,1 
3.2779,9.5335,3.0104,1.6486,1.7245,3.2333,2.0729,3.0726,2.5798,0.8272,4.2557,3.3622,1 
0.4353,11.1678,2.7844,0.4463,1.2115,3.225,2.6364,2.0394,1.6202,2.3642,2.8075,3.3228,1 
2.8959,11.8533,4.285,0.7224,2.517,-0.1039,1.98,2.1175,0.2769,1.807,1.8712,2.9471,1 
2.2747,9.24,1.5662,1.6008,1.6373,0.7219,2.128,2.6664,0.6294,2.7193,2.5821,3.2048,1 
2.5147,10.0425,1.9959,1.269,1.9876,1.7927,2.6835,2.1853,3.2374,1.7984,2.8584,2.2738,1 
1.6207,8.4424,2.5599,1.1396,1.6114,-0.3697,3.1552,3.7138,2.1835,0.0322,2.8501,1.825,1 
1.3656,9.0191,2.0202,1.4132,0.521,2.2537,2.5224,2.9434,0.4137,1.9753,1.6962,3.6886,1 
1.0432,10.1504,2.1675,2.6882,3.1267,2.8677,0.8804,1.2018,3.9061,3.2104,-0.0363,1.2297,1 
1.937,10.586,0.6687,2.0619,3.0722,0.4598,1.5032,0.4204,1.8207,2.1038,1.6275,2.7362,1 
3.5288,8.9833,2.3263,2.6766,1.4019,2.5096,0.6116,1.0022,2.7489,3.4383,2.8407,2.0075,1 
3.3822,9.6351,2.7386,2.6682,1.5535,0.6508,3.1179,2.6137,2.0583,0.4578,3.8958,3.2128,1 
2.221,8.7888,0.5568,1.8748,1.6202,2.3024,0.5123,3.0542,2.6915,0.3573,2.4252,4.1384,1 
2.428,9.8093,3.3014,2.2718,1.9754,3.6519,3.0254,2.4079,2.5816,1.4506,2.4043,1.6759,1 
1.6231,9.1252,2.0559,3.2796,0.5353,0.7363,-0.0981,0.5749,3.0863,2.6171,3.7443,2.1891,1 
3.7044,8.0749,1.6388,2.2862,1.5499,3.5907,1.7475,0.3949,2.3172,2.1802,3.5742,0.8783,1 
1.6026,10.7726,2.3047,2.2911,1.8701,2.6324,1.4205,2.3619,1.6125,4.0223,1.4749,2.3051,1 
2.6484,10.7126,1.794,0.5118,0.4991,2.1403,2.7618,3.4842,4.2043,2.9074,2.5449,1.2409,1 
2.0653,10.2485,1.9715,1.734,2.7315,4.9142,1.4894,2.118,0.294,1.798,1.2124,1.9155,1 
3.3328,11.5222,2.7828,2.85,2.6418,1.1122,2.2226,2.0338,3.3656,1.8122,2.9221,2.1014,1 
3.1958,7.8738,0.7934,1.6103,2.0958,2.1454,2.0472,1.26,2.8302,1.1334,2.0181,1.9616,1 
1.4151,9.2424,3.3574,3.9345,1.6943,1.7713,2.3364,1.5287,1.6807,2.0492,1.8919,1.2176,1 
-0.1548,8.9677,1.8299,1.2009,2.109,2.527,1.7484,1.7191,2.1743,0.7797,1.1076,1.5509,1 
1.5888,9.732,3.7618,2.446,3.3287,2.7629,1.2091,1.495,2.2853,1.5873,0.0054,1.0797,1 
1.2815,10.149,1.3598,-0.626,1.1278,2.0997,1.6013,2.6315,1.3458,1.8608,1.4426,2.7202,1 
2.1089,11.4006,3.4818,1.7718,1.276,-0.0948,2.0364,3.2194,1.818,1.2859,1.0687,1.7749,1 
3.7872,10.2517,1.0421,3.5163,1.6244,1.4316,1.8673,1.3828,1.0781,1.3088,2.2855,2.1297,1 
2.6415,9.823,4.4795,2.215,1.6993,-0.1628,1.3086,0.7223,1.0429,3.932,3.8065,2.0673,1 
3.2297,9.6667,1.8919,1.2523,0.9204,1.8608,2.0282,2.0638,2.5417,3.171,1.4078,0.388,1 
1.9655,8.7844,1.7149,1.8371,1.9002,2.8045,2.5101,2.3665,1.7229,2.1201,3.0368,0.551,1 
3.4532,9.2447,1.7901,2.186,2.8779,0.9312,3.3974,1.7051,1.5344,1.1281,0.1027,3.2735,1 
1.2762,10.3345,2.1769,2.2637,2.1346,0.8583,2.5166,0.8421,0.0433,0.5058,2.6942,0.4527,1 
2.6395,9.2901,1.0931,2.0822,0.7185,2.4706,1.7638,0.5912,2.9236,3.7944,3.5137,2.4632,1 
2.9797,9.1507,3.0384,2.923,1.315,3.0452,0.7454,3.4418,2.5701,1.5141,3.5215,2.7898,1 
3.256,9.905,2.6332,1.7447,2.5199,2.1101,1.2037,1.9681,1.9596,1.5525,2.6436,2.6102,1 
3.0277,8.585,1.3155,2.5005,4.0625,3.2624,2.5897,3.3314,2.5963,0.9316,2.2351,2.4942,1 
3.7518,10.2702,0.954,1.7336,1.6061,1.0209,1.2389,1.3141,1.2916,1.5596,3.0855,1.484,1 
2.6169,10.6755,0.7417,2.6131,1.7794,2.8675,1.3366,-0.0276,2.0052,2.6677,1.0646,1.2426,1 
2.6301,11.3844,1.4186,2.726,2.6766,1.4436,3.7224,3.1513,2.4137,2.4001,1.0119,0.568,1 
-1.0347,10.4687,-0.8281,2.1156,2.7449,1.3928,1.7727,1.8904,0.6129,2.2636,1.9747,-0.028,1 
0.4386,11.2885,1.278,1.2047,2.692,2.6336,2.7683,0.8798,3.4885,2.7687,1.8634,2.5538,1 
1.552,11.1285,0.8762,2.1312,2.7552,1.5296,1.4423,0.8354,0.9717,3.9334,0.8685,2.6208,1 
