Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
4.3483,-1.3638,2.3618,3.3839,2.3111,2.5299,2.3052,0.4703,2.9592,1.3929,1.6122,3.37,1 
3.7981,0.8088,0.9974,0.2149,1.6107,1.2246,3.1495,-0.4852,1.558,0.8688,3.5718,2.4781,1 
5.8465,1.0107,2.8409,1.9815,1.5158,1.3172,0.1635,2.1671,3.3137,1.595,3.6308,1.0622,1 
5.1016,0.1296,4.845,2.4312,3.8278,1.2687,1.3886,3.5883,2.9301,2.4268,1.5513,2.6947,1 
5.9852,-0.7325,2.6092,3.7743,2.0057,2.8011,0.8894,3.3552,2.1801,2.0972,2.5398,0.5446,1 
5.7049,1.1188,0.4384,1.2581,2.6065,1.3411,2.4703,0.074,2.6224,-0.5338,1.8432,2.1068,1 
5.153,0.4193,0.1079,1.0156,1.1245,4.1197,1.6484,1.8559,2.4965,1.4304,2.0743,3.4984,1 
4.1958,-0.0844,1.5268,1.9043,-0.3202,1.5701,3.7037,1.1267,1.9179,0.1756,3.8177,0.3604,1 
6.6685,-1.9976,2.8045,1.1346,2.2378,2.495,1.7729,1.472,3.1448,1.1944,2.663,1.8254,1 
3.8432,0.3025,1.2277,2.7149,1.3722,1.6321,1.6497,2.5456,0.9743,0.7092,3.2922,1.3507,1 
4.8611,-0.7687,1.6999,2.8361,2.5563,0.6594,3.155,1.3803,2.4653,2.0616,2.191,1.4691,1 
5.1517,0.2406,2.3585,1.6771,1.0911,0.8165,0.2177,1.4216,2.4758,2.5414,2.3433,-0.8474,1 
4.0517,2.5123,1.9644,1.9499,2.0371,1.2641,2.4609,2.6796,2.2375,0.3535,0.4403,1.3805,1 
5.4723,-0.7416,-0.1668,1.883,0.4596,2.4075,0.239,1.7368,0.7773,0.7951,1.2736,1.5498,1 
5.8714,0.1358,2.8549,-0.2097,0.1387,3.8901,2.3636,1.9724,2.7542,2.6017,0.6229,2.1916,1 
4.48,0.5184,2.4553,0.3921,2.7634,1.6248,1.3307,2.9655,3.1046,2.6268,2.3462,1.8823,1 
4.6033,0.8522,3.9778,2.8616,2.8404,3.1513,2.2134,2.1931,2.7056,1.3978,-0.0884,1.709,1 
5.806,0.4665,1.9163,2.0705,2.6668,1.3704,1.9281,1.8447,0.2682,0.2075,2.1801,3.6016,1 
3.6038,-1.2786,2.3468,1.851,1.8212,4.3136,3.3612,1.2137,4.0306,0.4669,2.5877,1.0781,1 
5.1531,-0.4857,0.8747,1.5977,0.8859,1.55,0.7128,1.4043,0.413,2.2071,2.2487,0.6765,1 
3.2914,-0.1541,1.2067,0.2302,1.9888,2.3592,1.5563,0.3686,1.5296,1.2503,0.8704,2.3606,1 
3.615,-0.245,2.4087,1.615,2.2338,0.9635,2.552,2.3634,2.6976,0.7308,1.5211,3.5361,1 
3.7782,1.3406,2.5714,1.9601,1.6592,1.7529,2.3413,0.7728,0.3946,3.8681,1.6275,2.1038,1 
* 
0.9886,-0.0019,2.3188,-1.072,1.811,1.5796,3.0978,1.9883,0.6854,1.6628,0.809,2.7101,1 
1.4392,1.5663,3.0938,2.2979,3.3914,3.117,1.0447,1.2258,2.6877,1.7879,1.9548,-0.1183,1 
1.996,0.8778,1.724,2.6118,3.651,0.9949,0.8932,1.9765,3.3547,1.9615,1.0449,0.5151,1 
1.1412,2.9505,0.6612,3.1078,3.6771,4.0098,2.3016,1.7836,0.8156,0.0864,1.2345,1.0416,1 
0.6014,1.4766,3.3777,1.9225,1.6713,2.0265,3.8634,4.7671,1.1227,2.8761,2.7857,2.4921,1 
2.7717,2.8651,2.3392,0.3993,0.489,3.1195,1.3584,0.5263,3.7609,1.8842,1.9332,2.635,1 
0.4249,0.1398,1.3933,2.3997,2.9798,3.0479,1.9022,1.7798,2.3196,4.7037,1.7727,3.9442,1 
2.4903,1.3706,1.4845,1.0768,1.2517,1.1633,1.587,3.6884,1.8183,0.9618,1.2609,3.5882,1 
1.3992,0.9425,1.1257,1.9117,1.7508,3.1903,2.3483,1.6966,2.1162,1.7188,-0.3396,3.0009,1 
1.6853,0.8403,1.4891,1.5151,0.7452,1.7214,2.3716,1.3775,2.4512,1.0719,1.1665,3.2348,1 
3.0653,2.6216,0.3804,1.6179,3.2361,1.2396,2.8272,3.4243,1.3564,2.7629,3.503,0.8676,1 
3.303,2.8329,1.8424,1.1071,2.47,1.8384,2.5665,2.5528,3.1336,2.2879,3.6282,0.9388,1 
1.9835,2.0581,3.4143,0.6764,3.3166,2.8298,2.109,2.5746,2.2635,2.7999,3.5372,1.6093,1 
3.7817,2.2046,2.5328,1.8341,1.1025,1.5288,1.838,1.6745,-0.6184,3.0074,1.4208,1.8864,1 
2.881,3.256,3.7321,0.592,0.1037,2.0591,2.3311,2.9998,0.5475,1.7822,2.1002,3.2097,1 
1.9899,1.3463,2.2075,1.8716,3.0553,2.301,0.9385,1.4309,2.9621,3.1958,1.8256,1.0077,1 
2.0077,1.9734,2.8863,0.084,1.5014,2.5958,1.2922,4.9909,3.4996,1.2881,3.0532,0.3868,1 
3.4368,2.8406,1.1785,2.3201,3.2908,0.8873,2.9667,1.5122,1.3868,3.116,2.4093,1.4911,1 
2.2197,2.1503,2.9706,0.3272,1.7051,2.3363,2.0075,2.7553,2.9144,2.752,2.5885,1.6606,1 
2.5001,1.7795,2.4805,2.1634,1.0213,1.5524,3.2563,1.6127,0.1914,2.4549,3.4634,0.1807,1 
2.8915,3.1926,2.3708,1.5198,1.1948,2.0841,3.392,1.2647,2.2091,1.5494,2.5676,-0.1383,1 
2.7711,2.2787,2.2594,1.5055,1.5408,1.3832,3.7492,1.1356,2.535,2.3616,2.8903,2.0904,1 
1.6401,0.9063,2.6328,2.4968,2.3661,1.8184,0.2527,3.8005,0.629,1.4976,1.2908,1.4148,1 
0.8603,3.3438,2.058,2.5814,1.7365,2.8699,3.1827,2.7696,1.0786,1.103,1.0358,1.9466,1 
3.2741,1.6614,3.3394,-0.0106,1.2118,2.2911,2.598,1.4107,1.6499,2.2616,1.5817,-0.1319,1 
3.3884,1.1569,3.2561,1.0104,1.8583,0.7758,1.9551,3.5672,4.4708,1.6784,1.9116,0.4874,1 
1.6182,3.0776,1.813,2.6788,1.7206,2.7829,0.4239,3.0827,1.3642,3.3487,2.3034,2.2937,1 
3.453,1.8233,4.2,2.5995,1.0604,2.2281,2.4772,3.2552,2.8528,4.4404,2.6639,2.6041,1 
1.8171,1.4348,1.5827,1.6975,2.5212,1.3554,3.4639,2.2905,1.6583,2.5788,1.1006,2.0929,1 
1.8611,1.7001,1.8549,2.2364,3.186,1.8064,1.8338,1.5966,2.9695,2.3804,2.5513,0.9731,1 
1.7178,2.5482,3.3206,0.9022,2.8562,1.2543,2.1983,2.1601,3.5095,0.2674,1.5641,2.6982,1 
3.0162,1.5082,1.4193,0.908,1.793,1.125,3.3459,3.7993,2.3841,0.0595,1.6702,1.8335,1 
1.3881,1.8552,1.4838,1.7749,2.3282,4.5889,2.548,0.5318,1.8718,1.6272,2.3527,1.9705,1 
2.1895,1.1051,-0.0829,2.6396,-0.0485,1.2326,-0.3808,0.8405,2.974,4.5771,2.0613,3.8063,1 
2.3032,0.1365,0.9831,0.2277,2.8478,3.8741,1.1725,2.4085,1.5505,1.8185,0.4133,2.983,1 
1.1201,2.2674,-0.2257,2.864,3.9107,1.7619,2.9909,1.1162,2.4383,2.4896,3.9944,2.5879,1 
2.4967,3.8517,1.2688,0.8623,2.1849,2.2174,1.86,3.6539,2.3478,2.4623,1.9162,2.0739,1 
2.1102,2.6418,-0.15,1.6296,1.9737,2.8508,1.6675,1.4233,1.1461,2.8012,2.3271,-0.1585,1 
0.587,1.4578,1.1004,1.5907,3.1401,0.7487,2.2049,1.3543,2.6721,1.1269,2.3523,0.2297,1 
0.517,1.9206,2.1855,0.4474,-0.4249,0.1426,1.5889,0.0172,3.0146,2.603,1.9917,1.8507,1 
1.0279,0.851,1.9334,2.4991,2.3866,2.1955,1.4933,2.7337,2.4497,3.3347,1.9716,2.0942,1 
1.8849,1.5804,2.339,1.5634,1.8326,1.2539,3.8914,1.2628,1.0665,2.8694,1.7664,1.6879,1 
1.3091,1.376,2.4125,2.0846,3.6603,2.3231,1.7711,2.0522,3.2673,1.377,1.6557,1.5523,1 
2.7667,1.3139,1.5794,3.9485,1.8568,2.1097,0.7922,1.7462,1.393,1.3004,3.109,-1.4489,1 
2.0827,1.7708,1.5905,2.215,3.2717,2.1263,2.0632,2.6356,3.5753,2.624,3.1505,3.6659,1 
1.3614,2.5498,1.7292,1.0491,2.7039,2.5675,1.2293,3.4392,0.7751,1.6274,2.8527,3.1753,1 
1.8366,2.15,3.1397,2.0103,0.9059,1.204,-0.3223,2.8832,0.5695,0.9089,2.2367,3.3049,1 
1.0567,1.6618,1.9378,2.0519,0.3748,1.5683,0.5666,0.7186,2.7102,3.3774,2.3328,0.493,1 
3.0799,2.5368,0.4657,0.6516,2.3608,3.0166,2.4571,3.5735,1.0918,0.4417,0.713,3.3225,1 
3.5997,3.1383,2.5257,1.0642,0.7727,3.4695,2.8401,2.2366,1.1252,1.3435,2.4642,1.6996,1 
1.7798,0.3572,1.7223,1.2079,1.01,2.5007,2.2931,3.3571,2.8996,2.859,3.157,2.7064,1 
0.7302,1.9469,1.6411,0.8869,2.2018,3.7524,1.0555,2.2307,2.4282,2.5245,3.1367,2.3571,1 
2.1951,2.0326,1.2518,2.8097,2.4366,3.1458,-1.1816,3.4399,1.9088,1.2831,5.1328,2.5536,1 
2.4456,2.1445,3.3795,1.056,0.3289,2.7672,-0.6567,1.912,1.998,2.2294,1.2893,1.5121,1 
0.6654,2.9048,1.8321,1.6203,2.6153,1.521,2.1109,2.1421,2.0323,2.4182,1.4716,3.072,1 
1.4592,0.697,-0.144,2.6027,2.1159,0.5446,2.3518,0.9781,1.1885,1.4181,1.5438,1.7049,1 
1.7205,2.155,2.0022,2.3087,3.1773,2.0253,2.3546,0.3344,3.4307,0.476,4.0014,1.748,1 
1.7734,2.0025,0.803,1.489,1.4872,1.6826,0.7883,2.837,2.9991,1.2624,1.5824,1.2801,1 
2.2291,3.0021,3.0016,1.4569,1.4412,0.9054,4.3431,1.7855,3.9882,1.4154,3.1017,0.5939,1 
2.685,2.0668,-0.0441,1.6722,2.3772,0.8028,0.6159,0.891,2.1141,1.9335,2.3607,2.0371,1 
1.5388,2.3043,1.6523,1.7583,1.8818,1.3282,2.3605,1.7085,1.7643,2.1576,1.6407,2.9048,1 
2.7471,1.9071,2.7481,2.101,1.6891,1.9129,0.9568,2.3081,0.3351,1.8985,1.9116,2.1502,1 
-0.8168,1.3737,2.8509,3.2756,2.2374,2.4837,2.2742,0.562,1.0762,0.8598,1.5153,2.1554,1 
3.5658,2.9223,2.1504,1.2046,2.1039,1.24,1.7006,2.6579,1.9598,2.2499,0.8892,1.559,1 
1.7278,1.75,0.8978,1.8539,0.117,1.2895,3.0745,2.1228,3.0646,3.4688,0.2308,0.9434,1 
1.7983,1.6589,0.4184,1.8369,2.507,1.7334,4.2174,0.9843,1.3226,1.8547,1.3962,0.0315,1 
0.7603,1.4897,2.0296,2.4926,3.5773,2.8207,1.7536,3.8971,2.6601,0.4881,1.8608,2.352,1 
0.9837,3.8823,2.5375,1.3866,0.8729,1.1921,1.6441,1.1285,1.8914,2.246,3.9194,3.7335,1 
2.9674,1.5795,2.8021,0.8861,1.2266,2.0941,2.0701,2.2356,1.6045,2.1745,2.959,3.1847,1 
0.7631,0.5319,2.6905,2.0027,2.262,2.5136,3.665,1.6538,3.4553,2.5921,3.5286,1.9498,1 
1.6846,0.6083,3.9708,3.2858,1.4095,1.8974,1.3774,2.8034,2.9915,2.766,1.7382,2.4163,1 
2.5444,1.7161,2.3811,3.7451,2.1642,2.4965,3.5475,1.3214,3.6971,2.4373,2.1999,2.9563,1 
1.0562,1.986,1.7564,-0.047,1.855,0.1066,2.8824,2.0605,0.2722,0.1221,2.0206,4.3942,1 
2.5785,1.3672,1.95,3.5792,2.1558,0.5225,2.0006,2.0606,2.7285,3.6891,3.1425,1.0257,1 
2.6913,0.8081,3.5529,0.5477,1.5685,1.2348,2.2161,1.438,1.2864,1.9449,1.6869,0.9569,1 
3.4445,3.1385,2.7424,1.9797,2.3595,2.7127,2.302,1.9984,2.6908,1.0837,1.9868,1.3789,1 
2.4725,3.0344,1.8721,2.2361,3.816,0.55,1.0733,0.9201,0.8746,0.7269,1.869,1.5799,1 
3.5764,4.4029,2.7239,3.342,2.8629,1.8211,0.793,2.5255,1.5591,2.6418,2.2811,1.0672,1 
0.9918,2.343,0.8893,0.1053,1.1053,1.9753,1.6153,2.5164,2.175,0.9592,2.037,2.2996,1 
1.1996,3.431,3.5594,2.5567,2.2856,1.5993,0.7966,2.0075,2.1525,2.4306,0.4127,2.7725,1 
3.7034,3.8835,0.9946,0.9655,2.0879,1.8088,2.1317,3.1288,2.6444,3.8943,2.1989,0.8475,1 
2.7752,0.0019,2.5901,1.9738,1.6362,1.2509,1.0532,3.2122,0.9122,3.2118,3.8755,2.0554,1 
1.9872,1.9843,-0.2948,1.6298,2.109,1.7441,2.1807,2.6762,1.7029,2.0079,2.0144,1.703,1 
1.9294,0.8441,1.4385,2.4469,3.4818,1.7688,2.0045,3.1036,0.6595,0.8015,2.3027,0.9835,1 
3.2602,0.8469,3.0175,1.0225,2.2322,1.1089,2.8641,-0.9423,1.8661,2.6784,1.7417,2.1816,1 
2.6766,0.4977,2.6111,3.0095,1.6244,2.9726,1.8782,1.6873,2.4644,1.1084,1.3402,2.4755,1 
1.7289,2.2852,2.4363,0.039,0.445,3.7281,2.2869,0.5204,2.6999,3.5128,1.0429,4.0844,1 
2.4531,2.563,1.2874,2.5885,0.6007,-0.1301,0.7432,3.4638,1.8874,2.9823,1.8773,1.7725,1 
1.8749,0.59,0.8747,1.6035,1.7204,1.9053,3.3752,2.9352,3.2503,2.2176,3.1314,2.288,1 
1.8297,1.3484,2.9096,1.5041,1.4088,0.9623,1.3269,2.4608,2.2627,3.6091,2.2541,1.2279,1 
1.1909,3.1717,1.8808,1.4938,2.1618,0.9607,1.5026,1.9592,0.6595,0.4476,2.6095,0.8888,1 
2.1552,1.3366,1.4592,1.513,1.5222,1.9569,2.5209,0.3775,2.0906,0.1792,2.1927,0.7914,1 
3.2635,2.99,2.0314,2.8666,1.3304,2.0622,2.6015,1.1673,3.0525,2.1837,2.3772,1.5358,1 
2.9813,1.6718,3.2842,3.7193,1.8398,1.3516,2.8051,2.7511,2.5781,2.281,2.6058,1.3919,1 
1.8778,3.8095,1.1492,1.6352,2.4329,1.7688,2.9566,1.8937,2.2195,3.5903,1.6206,3.0647,1 
2.2728,0.9442,2.9038,1.916,2.6729,2.3263,2.6266,1.1433,2.1913,2.6967,2.1203,4.6933,1 
1.7434,1.7841,1.3233,2.8843,2.8548,1.7288,1.7567,1.2249,1.4307,2.3461,1.7538,2.3393,1 
1.5157,3.0428,2.1066,1.7998,3.5076,0.8238,2.0887,2.8588,3.2282,1.2869,1.9318,3.0038,1 
1.2393,1.276,2.2508,1.1333,2.2202,2.4329,3.1561,1.9287,1.9897,1.9443,2.4406,1.3017,1 
2.8291,2.6251,2.0906,2.1371,3.1655,2.4609,1.9101,0.9634,1.4549,1.8926,0.8903,2.4197,1 
* 
7.5913,3.6979,2.9336,3.664,1.6186,3.1664,1.2523,0.4335,2.4343,3.1608,1.3988,2.3359,1 
7.6731,2.17,3.003,0.5254,3.1063,2.3331,-0.8199,0.715,0.9516,1.7963,2.674,0.3376,1 
7.7382,2.4864,1.858,1.0213,3.4288,2.253,5.0465,3.1006,2.3569,2.0857,2.3996,1.9807,1 
6.8905,1.3339,3.1138,1.5709,1.5306,0.9335,1.697,1.2381,1.7641,2.265,1.9667,1.6555,1 
9.7106,2.3407,2.1935,1.2895,0.7596,1.8899,2.2219,2.2838,3.3263,1.6552,1.4498,3.0465,1 
7.6675,1.5154,2.5336,1.5956,2.7904,1.1241,2.5936,3.1565,1.9762,1.956,2.6957,2.751,1 
8.3395,3.8132,3.0495,3.6412,2.2049,0.3332,4.7732,2.6444,2.4668,1.6183,0.9711,1.4301,1 
8.7496,1.3901,1.8568,1.8811,1.6606,3.7831,0.6807,2.5544,1.9228,2.6529,1.1666,1.6736,1 
8.5519,1.2829,3.0897,1.3532,4.2068,3.3701,0.4744,1.7822,2.3471,2.4152,2.313,3.2116,1 
7.075,1.8952,1.9766,2.2094,-0.1045,2.3095,3.4807,2.8891,1.9938,1.8723,3.739,0.7695,1 
6.3834,2.2135,2.4639,3.0475,2.5107,2.6935,3.3222,2.2998,2.8418,1.6235,0.2521,1.9905,1 
8.5685,2.9804,3.4283,3.7452,1.5568,2.6331,2.9889,2.3647,2.5789,2.7139,2.0101,1.662,1 
7.7602,2.5603,1.0218,1.9683,1.0914,1.6452,0.0001,2.5001,1.4246,1.7789,2.2175,2.5735,1 
7.3949,3.1338,1.2065,0.6255,2.2084,1.8085,2.7,3.2118,2.3086,2.8749,3.0147,0.3687,1 
8.4528,1.3736,1.6493,1.7358,1.1398,2.6211,2.3152,2.1132,2.1851,0.8285,2.5441,2.8879,1 
7.7085,2.1562,2.1884,2.2292,1.6425,3.5232,1.6214,1.3549,1.6644,0.7774,2.9271,2.5694,1 
7.5609,0.4014,2.3448,2.8416,1.4292,3.8317,0.9212,2.7872,3.3553,1.7788,2.5305,1.4631,1 
7.2619,1.9341,1.0257,1.7602,1.6802,2.6199,2.1147,2.0637,2.4422,2.5777,0.5526,3.5298,1 
9.4271,0.1985,2.5125,4.0356,0.4733,1.483,2.057,1.7553,3.9616,0.8445,1.37,3.4155,1 
8.0771,0.6593,3.7104,3.7357,0.8317,4.1887,2.8528,2.6392,2.347,2.1026,2.9371,0.9166,1 
9.142,1.3375,1.2703,0.8949,1.5231,2.5371,3.8847,0.7557,3.9769,2.4217,2.6627,2.7242,1 
8.6272,1.09,1.4171,0.7783,4.1832,1.3599,1.9492,1.3841,1.3221,1.414,2.7301,3.0957,1 
