Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
1.6342,-0.2684,1.5756,0.9123,1.459,1.5259,1.5979,1.8381,2.8894,3.2002,1.8337,1.3015,1 
-0.9953,0.3812,4.2952,2.875,1.9659,3.3621,2.6479,2.7162,1.5673,0.9506,2.4775,3.3202,1 
-1.6548,1.1886,1.6131,3.0885,1.6971,2.3058,2.9131,2.678,2.903,2.2528,2.8515,1.9126,1 
0.0297,0.6083,1.1878,2.6047,2.1246,1.633,2.1456,2.8256,0.7244,1.3173,1.4163,2.2509,1 
0.0251,-0.0558,2.214,2.4344,-0.1392,1.4138,3.877,2.6526,3.3314,2.715,3.0279,0.6868,1 
0.4427,-0.7945,3.0888,2.797,1.9575,3.6069,1.548,3.531,2.3274,1.604,2.1777,3.2846,1 
0.4402,0.4712,3.7889,2.5112,0.9525,2.5233,1.4015,2.8964,1.8664,2.3979,0.4218,-0.3431,1 
-0.367,0.2988,1.777,3.1973,0.7481,1.9743,0.5763,3.3039,1.2589,2.2229,3.0025,0.9936,1 
2.8558,0.1659,3.3808,1.9685,2.1606,2.052,1.4299,2.0913,0.8017,2.1457,3.3975,2.1413,1 
1.3871,0.8295,1.3716,3.1052,1.4442,1.2784,1.3905,2.2388,3.7693,3.228,2.0955,-0.5574,1 
-0.4333,0.4097,1.5477,1.8961,2.6845,0.7155,2.4752,1.0562,0.8075,2.2622,3.1057,1.3193,1 
-0.0895,0.3077,2.2612,2.9699,1.3841,0.1598,3.2386,0.8145,1.8945,1.9289,1.4608,1.1244,1 
0.457,-1.1873,2.6032,2.4533,1.6903,1.6162,2.3206,1.653,1.5694,3.319,1.9113,4.4959,1 
1.172,1.9088,0.4847,4.6506,2.5913,0.6353,1.7561,0.58,1.3476,1.7864,1.1857,1.933,1 
-0.073,0.9366,2.6325,-0.7867,0.8309,1.6055,-0.3887,1.702,2.048,1.1157,2.4281,1.6548,1 
-1.5976,-1.6974,2.2406,2.1897,0.5786,-0.1818,2.1512,0.8923,1.8403,2.3114,2.3837,0.8648,1 
-0.0392,0.0192,1.174,2.4063,1.9305,1.6936,3.7758,1.6249,1.3538,2.8797,-0.4889,1.2934,1 
-0.9556,-0.8999,1.8346,1.945,-0.4275,1.2115,0.0515,2.2412,1.5811,1.8436,3.5171,3.1533,1 
0.7237,0.2088,1.5928,3.0809,1.3519,2.4741,2.4044,1.6308,-0.5496,2.6705,2.1679,2.7658,1 
0.3996,0.0609,2.828,1.4854,0.7945,1.2054,1.0997,3.5478,1.8195,3.3762,2.5391,2.4793,1 
-0.3415,-1.4278,1.3753,1.4292,1.7087,1.3848,1.9832,2.2711,3.4468,1.6739,0.284,3.4249,1 
1.757,-0.5799,3.4664,0.9978,1.116,0.7215,1.1241,1.2957,2.0762,1.5974,3.6267,2.1548,1 
-1.1008,-0.0052,2.0503,1.0348,3.6098,2.7094,2.6531,2.0777,1.6687,0.4557,2.6838,0.9041,1 
-0.7843,0.8628,3.237,3.3981,3.2584,1.4277,1.2033,1.2211,5.8005,1.2954,2.2173,2.9507,1 
-0.8124,1.0149,2.4223,1.578,3.2167,0.7084,3.1855,3.2261,1.6015,1.8899,3.5003,0.3298,1 
0.0812,-1.147,2.3957,1.1671,0.1617,3.3621,4.2825,0.9317,3.3774,1.9664,3.0421,2.7462,1 
1.3516,0.6726,3.1865,0.9566,2.606,1.1833,0.5439,2.1236,2.9786,3.648,3.5947,1.223,1 
-0.1343,0.2386,0.9303,1.7569,1.0694,2.0615,2.1524,2.9024,1.4221,1.3128,3.2418,1.2201,1 
0.2821,-1.6962,2.0697,1.8275,1.5972,2.085,1.6807,1.5555,1.9273,2.4315,1.8589,2.0905,1 
1.7961,0.0435,0.9289,1.2842,3.9792,0.5143,3.1902,1.7341,0.6705,0.5078,2.0798,0.7621,1 
0.3836,-1.0416,1.6236,0.0228,2.2257,2.3003,1.8355,0.4687,0.9735,1.724,3.4206,2.0761,1 
0.2767,0.3577,3.8445,0.8995,2.1851,1.3777,0.1509,0.3554,1.0701,1.5117,2.4902,1.856,1 
-0.867,0.3613,2.5927,3.2337,2.5811,1.5841,1.8371,2.3857,2.0507,1.4208,1.4534,3.0202,1 
-0.9818,-1.5413,1.7603,2.591,3.261,2.2713,1.9291,2.1543,1.4821,2.7141,1.8246,0.6202,1 
-0.2754,1.7707,1.9405,1.0781,2.4193,1.1516,2.2687,1.1073,2.343,1.2542,1.1017,2.3093,1 
0.0549,0.3853,1.1945,2.5196,0.6555,-0.5181,2.3338,2.6415,1.7601,1.3422,2.3598,2.887,1 
0.1871,2.1067,0.8462,2.6538,2.4803,2.1748,3.4453,-0.0309,3.3799,1.0459,1.454,1.854,1 
-0.1082,-0.1754,3.4768,1.9289,3.2051,1.4633,3.0514,2.4825,2.7451,3.576,2.1097,2.5393,1 
0.8342,-0.0355,1.6721,-0.9367,2.5076,2.4455,-0.4635,2.375,2.1157,0.0906,1.4408,0.9236,1 
-0.17,-0.5001,2.6301,2.3572,2.3916,2.033,2.5554,3.6871,1.9467,3.0141,1.6561,2.4293,1 
-0.3165,-0.2637,2.5446,1.9751,1.3272,2.63,0.9159,0.6931,2.133,3.7895,2.2627,0.3569,1 
-1.271,-0.4251,2.6472,1.0113,1.0866,4.9504,0.847,3.463,1.3585,0.2098,2.9213,1.2106,1 
1.4722,0.6583,1.9226,0.6845,1.9945,1.9222,1.2919,1.298,2.078,2.8216,1.389,-0.3888,1 
-0.0319,0.2095,2.3544,2.873,2.862,1.1156,0.0686,2.2241,0.3938,2.2006,2.1129,1.052,1 
1.0338,-1.5922,3.6313,1.1959,3.5562,3.2887,0.9751,3.0027,3.5486,3.4131,2.1175,1.9111,1 
0.7113,0.3746,3.0869,2.1675,3.2498,3.051,1.2163,1.8498,1.1527,1.7652,1.7059,1.5364,1 
-0.2823,-0.5178,0.8437,1.0764,0.1908,1.8241,3.1458,0.8257,0.7132,4.1889,3.4647,1.9293,1 
0.3242,1.4528,0.6155,0.8852,2.2625,0.5744,2.8355,1.3777,0.7576,1.9698,1.9198,2.1719,1 
0.3966,-0.6966,1.1588,2.651,1.8466,-0.617,1.2587,2.4358,2.8442,3.7997,1.6448,2.3853,1 
-1.5563,-1.5896,1.4554,0.4351,2.3648,0.8994,1.8795,1.835,1.4112,2.3339,0.6043,1.2769,1 
-1.5326,1.8553,2.5388,0.7124,1.0575,2.7376,1.6002,1.1433,0.7228,2.2499,1.3148,0.4568,1 
0.3728,0.6366,1.5426,1.3219,1.2526,2.544,1.6826,1.3649,1.3736,1.5416,2.5185,0.8725,1 
-0.1768,-0.6954,0.5784,2.9772,2.6498,1.1065,2.4468,1.0665,2.0637,2.018,2.0184,2.5082,1 
-1.4037,-1.2723,4.6307,1.9449,2.1283,2.6257,1.5677,1.3762,1.1203,1.8571,1.6517,0.0875,1 
-0.6004,-0.3673,2.804,1.4349,2.6063,2.2333,-0.0185,2.0836,1.5656,1.464,2.0218,0.3463,1 
1.7973,-2.0283,3.7271,2.7814,3.5359,0.8606,1.6498,1.6817,1.1104,1.2608,2.1114,-0.7153,1 
-0.1055,-0.0357,2.3917,0.9356,1.4402,2.8163,2.2622,1.2057,3.1298,1.7883,2.7806,2.0803,1 
1.2192,-1.935,1.295,2.1866,-0.596,-0.5898,2.9707,2.9504,1.8961,0.7032,1.7476,1.4271,1 
-0.1531,0.1792,2.5691,2.6553,1.2936,3.413,2.5517,2.6821,2.0441,1.1836,1.4364,-1.3433,1 
1.2726,-1.677,2.6762,1.9206,2.5537,3.3054,1.6602,3.2471,1.8734,0.9081,0.8341,1.5976,1 
-0.8181,0.2836,2.4856,1.4068,4.1503,1.8025,1.6331,0.9148,2.9443,0.5496,0.43,0.4308,1 
-0.1235,0.1554,2.8102,1.8087,1.1929,2.9521,1.9428,0.6658,1.914,1.8087,2.3255,0.8532,1 
-1.7578,-1.0607,1.5859,1.4371,2.493,0.6223,2.2206,1.5122,1.393,2.1497,2.2802,2.2634,1 
0.5804,0.2569,1.5909,3.9659,1.2029,1.5579,2.3678,2.1271,2.1504,0.7991,1.8402,2.736,1 
-1.3139,1.0025,2.6093,1.9777,2.2224,0.9646,0.7243,0.529,0.5579,2.2118,1.8758,-0.069,1 
2.1933,-0.7661,1.3237,2.3251,2.4116,0.8663,2.2833,-0.0324,1.4116,1.4165,1.6868,2.2019,1 
0.327,-0.5322,0.6157,1.3893,1.6621,1.1036,0.4567,2.6292,1.6799,0.4348,1.1414,3.8369,1 
-1.4818,-1.1448,1.8423,2.3754,1.3031,1.397,0.661,1.4511,1.2239,3.0562,0.9293,0.9876,1 
-0.226,-0.9434,1.2238,1.9847,2.0062,2.7104,0.9958,2.848,1.5156,2.6986,2.4782,3.6416,1 
0.067,-0.6096,2.7099,1.603,2.3099,2.8613,1.7043,1.2322,1.5715,2.6813,0.8311,4.1373,1 
1.1542,0.6124,2.4878,2.2928,2.9477,1.9445,0.4238,2.3765,0.7834,1.9977,0.6941,2.0108,1 
1.3022,0.321,1.6255,1.3633,1.6674,3.6662,1.7326,2.291,1.2734,1.8989,2.8971,1.3329,1 
1.0793,-0.5351,1.4445,0.6945,0.9755,2.3609,2.8146,0.811,0.8836,3.5757,1.5087,-0.0909,1 
0.5864,0.2183,1.661,1.8259,4.0277,0.4439,2.1897,0.7562,3.5847,2.1227,1.0923,2.6536,1 
-0.4716,0.1348,2.5083,2.4961,1.835,1.1885,2.4391,2.4942,-0.7122,1.1795,2.3757,0.8885,1 
-2.1169,-0.5232,2.6507,2.154,2.106,2.5063,3.7543,0.995,1.0706,0.1992,1.8994,1.9257,1 
-2.1227,1.9546,0.3785,1.0461,2.2651,1.04,0.4173,-0.1234,2.5414,3.5634,1.1703,2.7851,1 
0.0193,-0.6341,3.5612,1.0474,1.7521,3.6749,2.6618,4.2763,2.533,0.0931,1.7527,1.9803,1 
-1.0701,-0.409,3.0791,2.6241,1.6196,1.112,1.4408,0.7713,2.4692,3.4932,2.437,1.2554,1 
0.2325,0.4013,2.0067,1.39,0.4071,2.1732,1.3106,2.5839,2.4323,0.7982,0.7986,3.4664,1 
1.1975,-1.3959,0.8849,2.8223,2.796,1.7304,1.9702,1.9914,3.5246,3.8499,2.3158,4.1412,1 
1.7325,1.1134,2.3541,2.985,2.797,1.8492,2.6304,0.2863,1.6841,0.7534,-0.4566,2.634,1 
1.2002,-0.2066,1.2421,1.1959,3.1625,2.2481,2.344,0.6145,3.1536,2.8899,2.2673,0.1302,1 
-1.2167,-0.3345,3.0802,1.0323,2.9301,2.3294,2.355,0.4397,0.6614,1.3425,3.7169,2.3751,1 
-0.3659,-1.258,2.9191,2.5135,2.3658,2.0648,1.2623,3.8108,1.7061,1.1997,2.5952,1.0984,1 
-0.5093,0.5915,1.2598,1.8769,3.5872,1.9906,0.7276,1.6078,1.9067,2.6215,0.0013,1.2771,1 
1.2525,-1.4001,2.7046,3.599,1.0304,1.0765,1.5806,0.8474,0.3686,1.7582,2.0468,2.1006,1 
-3.0659,1.8941,2.3978,3.3774,2.6117,2.3511,3.9616,0.7414,2.11,1.9755,2.2855,2.0376,1 
-0.2877,-1.289,0.95,1.7998,1.3995,3.7739,1.941,1.8452,1.3113,2.2309,1.3683,1.7072,1 
0.2374,-0.0256,1.5656,1.8911,2.3421,2.9033,0.5163,2.5343,0.5748,1.9352,2.3733,2.2951,1 
1.6652,-0.8656,2.6802,2.0689,0.9661,3.5281,2.1967,0.9732,1.6812,1.3229,1.4077,2.3708,1 
-0.8908,0.8233,2.0343,4.444,2.0249,1.2547,0.0075,4.1339,3.8233,1.6427,4.3994,2.5336,1 
-0.5159,-0.174,1.7667,2.5035,-0.2644,2.4523,2.183,0.6995,2.7917,1.3607,2.1971,1.6106,1 
1.054,0.5312,1.2305,3.1924,1.7871,2.1333,2.7695,0.7426,2.0855,2.6908,2.1977,1.527,1 
2.221,0.0896,1.0455,1.6283,3.8203,2.1642,2.3528,2.7547,1.8174,-0.1764,3.7074,1.9105,1 
1.0399,-0.5028,1.6998,1.8463,2.2156,2.8038,-1.001,2.2932,1.6768,2.6247,0.6131,0.3537,1 
0.7599,-0.6287,1.4921,2.2353,1.3272,1.868,2.7122,2.007,1.1098,1.5345,2.0187,0.7814,1 
1.3856,-0.9079,1.6875,0.9109,0.5808,0.8188,0.7366,1.4547,2.6626,2.2601,1.8042,2.7279,1 
0.5437,-0.0043,2.7504,1.6636,2.4226,1.601,3.025,2.6414,2.1384,2.0333,2.396,-0.0395,1 
-0.7627,0.4327,2.4223,3.2382,1.6769,2.076,2.7001,2.0538,2.8818,2.0212,1.8757,0.9477,1 
0.5814,1.2408,2.9627,1.4845,-0.3,1.9548,3.5146,1.8534,1.5806,3.1392,0.705,2.1576,1 
-0.086,-2.0839,1.643,2.7938,1.4777,1.4148,0.6905,2.4192,2.7715,1.2215,2.4543,2.1055,1 
-1.0343,-1.4786,1.2293,0.3447,-0.1725,-0.003,2.6816,2.0961,1.1024,1.5336,2.8153,2.404,1 
1.6498,-0.5361,2.1323,1.1852,1.8521,3.2288,2.5457,1.3229,1.7306,2.0155,3.8197,2.1828,1 
1.4646,-0.2413,2.8054,2.4173,1.5066,2.7167,1.9549,-0.2641,1.1314,0.7735,2.1636,2.2643,1 
-0.2137,-1.2717,2.5823,2.37,1.8199,1.7723,4.6059,0.5588,2.0631,2.7437,4.0824,3.7883,1 
-1.3703,-0.9375,2.1749,3.4571,1.7966,3.5764,2.0947,1.1577,1.8523,3.3534,3.4327,1.7379,1 
-0.0955,0.8673,1.7563,2.9491,2.2411,1.9545,1.9827,2.5958,1.2697,3.0124,2.7191,2.2008,1 
0.0105,-2.0825,3.6533,1.5555,2.488,0.7214,1.038,3.4899,1.8784,1.9225,2.7254,1.3947,1 
-0.9936,-0.6356,1.9062,0.0295,3.5081,2.2125,2.0946,1.3064,2.1043,1.3938,-0.7934,2.2391,1 
-2.1352,-0.3985,0.3025,3.4051,1.9094,1.2651,1.9074,1.8068,1.6736,3.0861,1.4828,3.5426,1 
0.0608,-0.6969,2.8446,3.1464,2.2746,2.0123,-0.2846,2.0842,1.9262,2.8959,2.0673,1.9151,1 
-1.974,0.1365,2.3608,1.2786,2.6476,2.4093,2.4709,2.0818,1.7197,3.2011,1.2954,-0.0327,1 
1.3373,0.6207,2.7317,2.54,0.188,1.4177,2.8956,2.4221,1.3877,2.2516,-0.0079,3.7714,1 
0.8718,1.2461,2.7076,0.9814,1.9236,2.8377,3.6219,2.2272,1.7794,2.3324,3.3953,2.7298,1 
1.02,-2.3755,1.9934,1.0738,1.7187,1.3712,0.9106,2.8178,3.6135,0.8794,1.4268,2.5795,1 
-0.5703,0.9959,1.1909,1.7568,1.619,-0.0555,2.1962,2.4656,2.5916,1.6743,1.2556,3.2104,1 
-2.6638,-2.136,2.9707,-0.2619,3.4468,3.7961,1.2431,1.513,3.0039,2.1815,1.8572,2.4208,1 
0.2009,-0.285,1.734,1.1733,2.822,2.665,3.6179,2.0586,2.2397,1.1873,4.1314,2.8937,1 
1.1846,-0.1147,1.8256,2.6168,3.7382,3.2346,1.9207,4.6611,2.4269,1.5104,2.3627,1.3715,1 
1.9104,-0.0609,1.7722,2.3396,2.1852,2.8011,0.6991,2.4637,2.0108,3.391,3.2336,1.9457,1 
-0.1511,-0.7709,2.1242,1.5946,0.7835,0.8908,3.2638,2.96,1.7792,1.6517,1.0497,1.2506,1 
0.3587,0.6576,2.4772,1.1516,2.0336,3.6608,1.9847,-0.4536,3.463,1.3014,3.1206,1.4904,1 
0.093,0.7949,1.5798,0.1509,2.3633,2.6736,4.6256,1.3875,1.6742,3.9525,2.1961,2.6717,1 
0.3416,-0.7518,1.2928,2.8367,2.383,1.785,2.9485,0.3731,2.9454,3.098,2.613,2.6529,1 
1.5996,-0.3087,1.5558,1.8762,0.3794,2.6991,2.1047,3.4285,1.4561,1.3751,3.2148,1.753,1 
0.3194,-2.2851,-0.266,2.2335,1.2851,3.1825,0.6509,1.0684,0.718,1.6852,1.935,0.4656,1 
0.7216,0.1588,1.8228,1.4274,1.1749,-0.1819,0.493,-0.3358,2.7363,1.3572,1.1147,1.693,1 
-0.8901,0.0613,1.7304,2.188,3.5069,2.4583,2.8363,1.6669,2.2589,1.2045,2.3938,1.7733,1 
-0.6337,0.1085,1.1332,2.7876,0.7125,0.2644,3.2034,0.528,0.3248,2.9998,1.0813,1.6822,1 
0.3969,-2.2925,1.1455,3.1394,2.7223,3.9622,1.6168,0.7246,-0.2,2.5548,3.5811,2.1288,1 
0.5135,-0.7095,0.4566,2.664,3.0608,1.3273,1.5915,-0.1349,1.2903,3.3099,1.1283,1.906,1 
0.2846,0.2339,1.3311,2.4934,1.6861,2.2163,1.1373,2.9762,2.9841,2.8976,1.367,2.8848,1 
-0.1099,-0.5772,0.83,3.3606,0.3501,2.0393,2.4997,3.1204,1.3174,2.0032,2.6109,2.1316,1 
0.2519,1.2833,2.2803,2.1581,1.4567,3.1039,3.0646,1.7684,1.0896,1.8616,0.96,2.7154,1 
0.1914,-0.3999,2.8332,2.1278,2.6963,2.0868,4.199,1.8295,1.0932,1.6764,1.7843,0.2012,1 
0.1348,1.0132,2.5423,2.6974,1.4887,1.9164,2.4422,2.6876,1.1777,2.9881,2.7139,1.408,1 
0.5709,0.8426,4.6997,1.9533,2.6681,2.567,1.0874,1.1244,2.5009,2.8142,3.9991,1.8572,1 
0.7495,0.9504,0.8401,1.8052,2.7012,2.6052,2.4834,2.0709,2.1766,2.0169,2.1979,1.8334,1 
-0.0099,-0.9511,1.2606,2.4885,4.2596,0.5964,1.5995,0.6558,1.5856,1.6156,3.229,2.4847,1 
0.0284,-0.3666,2.6455,2.1169,1.44,1.7656,2.3336,2.0076,2.26,2.6054,2.3618,2.5969,1 
0.0665,-1.2733,1.747,3.1651,1.562,3.2858,1.0745,2.8938,1.3492,3.8986,2.7493,2.6396,1 
-0.7178,-0.7791,3.2336,2.2176,2.3747,1.628,2.1296,2.3901,1.2028,0.2101,0.9936,2.0011,1 
0.6839,0.2944,1.284,3.332,3.4944,1.8027,2.1637,1.4941,2.3645,2.2583,0.6824,1.4322,1 
0.1877,-0.7184,2.5744,0.8723,1.342,1.879,1.7121,1.1052,0.1743,1.9414,0.6202,0.6602,1 
-0.1715,-0.3032,3.3146,1.9612,2.6149,2.8386,2.4489,1.3554,3.1978,3.1301,1.6546,5.098,1 
0.3055,0.606,1.4376,3.5147,1.7701,1.0583,2.8812,2.5726,1.2891,1.222,2.6349,2.2209,1 
-0.2555,1.1131,1.4291,2.9963,2.8991,3.0276,1.915,1.4334,1.2357,2.2063,1.002,0.7006,1 
-0.8388,2.2012,1.3085,1.8371,2.6445,3.286,2.7431,0.6413,3.3013,3.6883,2.6543,3.8396,1 
-0.2595,0.2812,3.4311,1.6975,1.8546,2.5281,0.7193,-0.5071,4.4416,0.8895,1.6601,0.715,1 
-1.4217,0.5261,1.2406,1.4036,0.9398,0.7923,1.9926,1.9758,1.8101,1.2061,3.1983,3.511,1 
1.0061,0.1356,2.5247,3.0912,0.2704,0.0609,0.951,2.1876,2.3125,0.6647,1.8708,2.3801,1 
1.0463,-0.9108,1.467,2.7043,1.4574,2.4014,2.4687,3.8789,2.4859,2.6459,3.2154,1.8774,1 
-2.2665,1.1427,0.5903,3.2111,0.3771,1.3391,1.5312,1.1966,1.0662,2.003,1.1724,1.8086,1 
1.6362,-1.0041,3.2683,1.0782,3.1367,1.7828,1.7857,1.1987,2.7553,1.9994,3.0076,1.5951,1 
0.3201,-1.1367,1.6692,2.538,1.7032,1.3179,1.6233,3.181,3.6112,3.2553,2.9682,3.0692,1 
-0.0386,-0.1327,2.7889,2.3239,1.9154,3.0238,1.4405,3.1077,1.5337,2.8016,1.8017,1.3216,1 
-0.9625,-0.1298,0.3337,3.0946,2.1171,2.0639,2.2724,3.3024,2.0256,2.617,1.8549,1.0844,1 
-0.0892,0.5662,0.8447,1.9147,1.9123,2.4205,2.1444,2.1233,0.5891,1.6028,1.5657,2.001,1 
0.1566,-0.6794,1.3331,1.6051,4.3715,2.1422,3.9578,3.4688,3.3048,1.5275,2.6011,1.6363,1 
0.265,-1.7244,0.6004,2.4308,1.3811,1.9965,1.2906,2.5572,1.3337,2.1462,0.7477,2.0896,1 
2.4206,0.2351,1.9878,1.9604,3.5955,2.4363,2.3913,1.6789,0.1679,1.895,1.3076,2.3924,1 
1.0848,1.2024,0.7628,2.5063,4.052,3.3244,1.3871,2.8441,1.8593,1.5286,2.3683,3.5294,1 
-0.4566,0.0528,1.3926,4.4079,0.9551,3.1446,1.8069,2.1184,2.6216,3.1148,3.2629,3.0505,1 
0.0944,-0.404,0.7402,2.1465,2.2516,2.0196,2.2475,3.0873,3.1159,1.6153,2.9372,2.8791,1 
0.7297,-2.6461,2.8579,1.0717,1.9728,0.8984,4.424,2.5779,1.7912,1.6669,2.0329,2.212,1 
