Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Class
0.6307,-0.261,3.8982,0.747,1.119,2.5982,1.6677,2.4123,2.4658,3.0639,3.6707,1.9065,1 
-0.6384,1.7768,2.079,1.0688,0.8872,1.2499,3.2011,3.3056,0.7067,2.9905,4.6573,1.9342,1 
-2.7895,-0.1785,2.728,4.1957,1.5787,2.8832,1.7821,2.0178,1.0191,2.5363,2.5376,2.7511,1 
1.7314,0.5942,2.9195,1.4146,2.402,1.3189,2.2696,2.5086,1.3484,2.364,2.7842,2.1511,1 
0.4193,-1.4155,4.7127,3.217,2.7316,2.4905,1.5366,4.3386,2.0593,2.2022,2.5411,2.4321,1 
1.52,1.0243,3.486,2.5343,1.7987,2.0845,2.79,1.8692,0.3585,1.9686,3.0523,2.7762,1 
0.8674,-0.2617,1.3484,2.611,3.4271,2.5508,3.6113,2.6121,3.1695,4.2805,0.8753,2.3289,1 
0.0024,0.5471,0.9001,2.519,1.5152,0.6329,2.9449,3.2164,1.4044,1.9728,2.5138,1.4974,1 
-1.125,-0.1047,1.8305,1.0179,3.5272,2.224,1.6493,1.5409,0.9087,1.6572,3.6221,1.6526,1 
-0.5539,-1.3524,1.5942,3.3683,2.8259,1.8405,4.5186,0.7406,1.9155,1.7429,2.3932,1.8096,1 
-0.838,-0.1619,2.1582,2.3136,2.7866,1.4913,3.9395,2.6045,2.2002,2.5413,0.6879,0.5462,1 
0.9488,-2.0087,2.0633,2.7281,1.3873,2.6703,2.2777,0.6355,1.5208,2.2109,1.9553,2.7774,1 
0.377,-0.1001,-0.3234,1.3166,1.9473,2.7415,2.3093,1.3779,2.8305,1.4606,2.4708,0.2315,1 
-1.332,-2.0197,-0.7213,2.5436,1.0152,1.5724,1.8847,1.2817,2.7001,1.2255,3.4934,1.9953,1 
1.371,-0.2578,1.4061,3.3899,2.709,1.3977,4.3492,2.4345,1.6808,2.1582,1.5559,1.8456,1 
-0.9753,0.8547,0.9696,2.8657,1.0739,1.2995,3.4178,1.6323,1.6337,2.2417,1.0606,1.1391,1 
-0.9215,-0.4009,1.8209,1.5885,3.0432,0.6247,4.1352,1.6142,1.7055,1.6656,3.6082,1.8545,1 
-0.1458,-0.0439,2.6834,1.1974,4.0411,2.4507,2.9741,1.2163,2.3543,1.4433,2.2454,2.6102,1 
2.1437,-0.5256,2.8245,1.506,3.4447,2.1076,1.1241,0.426,2.2329,1.8647,2.8991,2.604,1 
0.7218,0.4944,1.6663,1.6579,0.0974,0.7218,2.5026,1.8324,2.9406,3.6497,2.292,1.9912,1 
0.2565,0.8098,1.187,2.1485,0.9381,0.4753,2.2498,1.3648,3.0462,2.0833,0.71,2.5974,1 
0.4318,-0.5144,2.5763,1.9224,1.4035,3.0497,-0.6145,1.7587,1.4231,0.2859,1.6082,2.7591,1 
0.4923,-0.0834,1.884,1.5914,0.9899,1.6867,4.0638,1.476,2.7265,3.8463,1.4798,1.8083,1 
0.6022,-0.3229,0.7362,0.8749,0.6829,3.6548,2.9389,1.6264,2.9412,2.7194,1.7183,2.5763,1 
0.5736,0.531,1.74,1.954,3.7168,2.0017,2.9499,1.7273,3.5076,1.6979,1.6502,0.4245,1 
-1.5165,-0.9126,2.5442,1.0591,1.1819,1.5526,2.0917,2.7126,2.9888,2.7886,0.4325,0.9151,1 
-0.4172,0.0738,2.4279,2.4681,1.2688,1.5882,3.1416,1.846,1.7172,2.7195,1.7981,2.352,1 
0.5002,-0.294,2.0024,2.2899,1.4849,2.1117,1.4047,1.9334,1.699,3.0768,1.8158,1.9294,1 
0.7593,-1.1926,2.088,1.6016,2.101,2.4117,1.6454,1.6267,0.9143,2.013,1.6576,2.3703,1 
-0.0393,-0.2418,1.6164,0.6583,1.2423,1.9154,1.0093,1.8807,1.0898,2.4551,2.0942,2.01,1 
-0.2851,2.173,2.6234,1.2797,2.2029,2.226,2.5202,1.8748,3.0084,1.1893,1.1608,2.1377,1 
0.9394,0.8224,0.5983,3.4759,1.2056,0.2737,2.334,1.0041,0.6976,3.3479,3.1309,1.6882,1 
0.4472,-0.6814,3.1238,2.0313,1.7551,0.7236,0.4888,1.1896,1.1062,0.8747,3.2008,1.4358,1 
0.9948,0.7016,0.8796,1.2488,2.0109,2.0475,3.3882,0.8915,1.7144,-0.0173,1.4917,0.8159,1 
0.4887,0.5903,1.6312,2.1192,1.0076,2.9209,1.7801,2.0885,1.7429,3.7632,1.53,0.5329,1 
-0.3035,0.4063,2.1827,1.0118,3.1589,1.8183,2.2423,1.2068,1.3052,1.1488,1.1202,0.2465,1 
-0.221,1.9287,0.9425,2.3522,3.15,2.0897,4.7215,2.4972,0.8011,0.8667,1.7986,2.2538,1 
0.8694,1.1139,2.6679,2.0963,1.7653,2.1693,2.8261,2.4708,3.0658,1.995,3.7357,1.4076,1 
0.1595,0.4586,2.6143,3.124,2.92,1.8717,2.0347,1.4182,0.1318,3.1797,0.8348,2.0474,1 
1.4658,-0.5949,1.4467,3.5461,1.7281,-0.1211,3.4612,3.8652,1.1698,2.2585,2.7068,2.0048,1 
0.8299,0.7226,2.9969,3.0969,3.2121,2.7652,3.093,1.3529,1.2052,2.6628,0.1011,2.3718,1 
1.2329,-1.7893,0.2822,3.2263,1.1569,0.0085,0.8436,0.9899,1.6754,2.6054,3.349,4.1211,1 
0.5961,-1.4174,2.0477,1.3371,1.0903,2.2097,1.9611,0.8869,1.7404,1.6109,1.459,1.5822,1 
-0.1146,1.4687,1.3029,3.1428,1.9663,1.2539,1.567,3.6629,1.8565,1.71,2.2965,2.288,1 
-0.2806,0.4491,2.3145,2.9945,2.1757,1.7144,2.4164,2.2481,2.1055,2.1402,1.6682,1.4731,1 
-0.6655,0.1886,2.1732,2.2226,0.4118,1.705,0.8938,2.2168,1.9678,1.3373,1.7745,2.935,1 
0.2433,-0.8783,1.4379,0.6625,0.8651,-1.1814,2.3485,2.2086,2.2052,1.073,1.562,1.1682,1 
-0.9913,-0.5734,4.0862,0.7963,2.2841,-0.0694,1.7175,0.4831,3.8333,3.4219,1.7958,2.5234,1 
-1.0645,0.9368,2.713,3.2342,0.9874,1.0772,2.036,2.7512,2.0118,0.822,1.2273,1.691,1 
-0.3292,-1.6262,3.9279,3.4997,2.3042,3.832,2.1922,2.8431,0.8916,2.3075,2.4228,1.2851,1 
-3.1832,-0.6009,3.5144,2.6879,2.3413,2.4651,1.3328,2.7523,2.2556,0.9431,1.7537,3.0989,1 
0.1139,-0.5265,1.7421,1.0083,3.5838,0.6299,3.1212,2.928,2.1487,0.9612,2.8682,2.6988,1 
0.437,0.3118,0.0859,2.3022,2.5869,3.8665,1.792,1.2203,0.8901,1.7521,1.8583,3.4233,1 
-1.363,1.095,1.7591,1.16,3.7385,2.9905,1.9473,1.57,0.5695,2.9474,2.2647,1.6315,1 
-0.1205,-0.058,2.7359,0.995,4.0345,2.5305,0.0717,2.0761,1.6587,2.1578,3.1621,1.0269,1 
0.4936,-2.0957,2.8508,1.7925,1.7158,2.4096,1.0414,2.3069,1.7636,2.9844,1.3809,-0.5162,1 
0.3544,0.1956,1.9891,1.8554,1.035,2.3474,0.8009,2.752,1.9848,3.5148,1.0669,2.1385,1 
-0.4776,-0.0831,1.4317,2.4831,0.7119,2.6291,1.7757,3.407,3.4346,1.2553,2.6328,2.3365,1 
-0.7163,-0.6274,2.2804,1.2847,1.9077,2.1513,2.8572,2.0663,2.4819,3.2279,1.4991,0.5025,1 
0.3326,0.7789,2.9962,1.5176,2.1464,2.4876,2.6363,0.7961,0.3595,1.2533,1.1886,1.263,1 
-0.1797,-1.1789,2.0505,1.2535,3.0038,2.3141,2.0665,2.7356,1.1945,0.1545,2.702,1.6195,1 
0.5416,1.3754,1.4195,2.7839,2.4324,1.6373,2.4291,1.7143,1.6075,2.2204,2.3843,1.8522,1 
-1.007,0.147,1.8592,0.4626,3.167,2.1405,0.3841,1.9194,1.9676,1.9463,3.4953,2.2025,1 
-1.6991,0.1375,0.3266,1.8376,1.6651,1.3767,2.2462,1.3199,2.5324,1.7607,1.0551,2.6062,1 
0.4926,1.1551,2.382,2.1196,2.2854,-0.3078,2.0484,0.9544,2.2708,2.5885,2.0242,0.2183,1 
0.3706,0.0849,0.8455,3.2778,0.7392,1.5704,1.4877,1.2275,3.744,2.4018,2.0241,2.094,1 
1.3233,-0.854,1.2931,2.2254,1.7117,0.9042,2.45,1.0877,0.9745,1.4022,0.3615,-0.0165,1 
-1.8883,0.473,2.1096,2.7644,1.5783,1.8799,1.3104,3.1483,2.4813,3.7234,2.5604,1.0404,1 
0.8694,-1.8991,1.8971,2.8665,1.9831,2.1117,2.5767,2.9038,2.6126,2.3308,1.2982,3.1514,1 
2.0903,0.2806,2.0332,1.3875,1.8022,0.9924,1.3951,1.5615,1.2623,4.4993,-0.394,2.743,1 
-0.3,-0.4851,1.2472,3.725,1.5943,1.6466,0.306,2.9213,2.6536,1.4076,2.0863,1.8175,1 
0.6581,-0.0266,1.973,-0.3238,2.7595,1.0407,0.9966,3.7283,1.0031,2.5099,1.7332,1.0297,1 
0.3017,-0.4384,2.416,1.8888,0.0482,2.1471,0.8411,3.5211,1.7965,1.6715,2.3219,1.7523,1 
-0.3357,0.1883,0.7996,3.1796,1.1384,4.7455,1.8677,2.6882,1.0058,3.5998,3.4611,1.9009,1 
0.0519,1.2847,3.91,2.504,1.8834,3.1301,0.6814,1.3015,2.9509,1.4121,0.6811,2.2212,1 
0.8544,1.6982,1.6924,2.1485,1.258,2.6212,2.8334,2.8091,0.5863,3.183,0.924,1.9379,1 
0.9059,-0.4227,2.1989,1.5625,2.1514,2.3981,3.2827,0.2617,2.2232,2.7415,3.5164,3.6765,1 
-2.5192,-0.0849,1.3625,3.3575,1.3849,1.0708,2.2389,-0.7515,2.4071,0.9652,2.1413,-0.0934,1 
2.8093,2.2789,1.7997,2.2323,0.7029,1.6199,2.2459,2.6211,1.372,2.7973,1.4324,1.2038,1 
0.8338,0.4674,3.0446,2.5107,1.6327,2.8988,3.4788,3.0501,-0.4375,1.4666,4.8841,2.2172,1 
1.5002,-0.9938,0.4828,3.2042,0.2172,2.2565,1.7068,1.4284,2.1002,2.5884,2.2271,1.6547,1 
0.83,-0.4838,2.5252,2.2204,1.2273,3.5448,2.3976,2.5576,2.5714,1.2643,2.3628,1.4479,1 
-1.6062,-0.3956,0.0009,1.2886,0.9242,2.1253,1.6842,0.634,1.7955,2.4641,1.3339,1.4695,1 
1.1072,-1.3076,2.8952,2.8391,0.6074,2.4979,2.3139,1.7005,3.1026,2.4362,0.5021,3.2452,1 
-0.2991,0.4525,3.4303,3.4199,2.987,3.0476,0.7941,1.9247,2.8874,1.6625,1.9299,1.6388,1 
0.9171,0.2794,2.878,2.1678,2.5173,2.108,2.9094,0.5043,2.7154,4.5537,1.8936,1.9605,1 
1.1827,0.4481,2.2244,2.8562,2.1651,1.0317,1.9217,0.8843,0.5461,3.667,3.019,2.3519,1 
-1.6421,-1.9139,2.0529,1.8758,1.3914,3.0569,3.0865,0.2553,1.5476,2.5358,2.8332,2.1612,1 
2.9311,-1.213,2.1312,1.4517,1.708,1.5605,0.9758,1.5357,3.1648,1.8305,1.1234,1.2876,1 
0.8115,-0.2809,2.6205,2.6895,2.3841,2.6788,2.6479,1.9461,2.6637,1.3198,1.1674,2.6116,1 
0.5131,0.4761,2.3351,3.8879,2.946,2.227,2.1903,4.1055,2.9207,3.7692,1.8988,2.8618,1 
0.9325,0.4586,2.7381,2.8902,1.4809,1.7619,2.5845,0.5136,2.3245,2.9209,2.9508,3.3808,1 
-1.0387,0.1174,1.3963,2.9494,2.5599,2.315,1.5332,1.5262,0.498,1.6488,2.2246,0.6758,1 
1.9244,0.2371,3.0059,3.5283,2.1426,2.2954,3.2925,2.3853,1.8839,2.6186,1.8385,0.5571,1 
1.005,-1.1772,1.5133,0.4845,3.3659,2.5108,1.3678,2.5041,1.4487,-0.6241,0.8402,1.6244,1 
-0.5283,0.0422,1.7694,3.0477,1.5881,1.9367,1.9974,2.7745,1.5946,1.7247,2.4088,1.6483,1 
0.4219,3.1268,2.1837,0.4194,1.482,2.3447,1.5058,0.7606,1.1173,2.7729,1.3677,2.5446,1 
-0.912,0.5537,1.6047,0.4137,2.1574,2.4598,3.2977,1.6503,3.6345,1.4423,2.9098,2.5724,1 
2.3855,-0.6571,2.8955,2.5224,1.8598,1.6639,2.7461,1.9474,0.8421,1.1075,0.1781,2.2872,1 
0.3026,0.2777,2.3896,1.9419,1.9186,0.728,0.746,1.5765,1.1632,1.2737,2.395,3.524,1 
0.5771,-0.5635,1.824,2.8605,0.6769,2.9318,2.3792,2.6063,3.0926,1.4592,0.8822,2.0129,1 
-0.4573,-0.8689,0.8502,1.7008,3.4287,2.6928,2.3308,2.5878,1.1582,3.5444,1.9298,3.9092,1 
-0.3805,0.1482,1.7017,0.4902,0.0101,1.8635,0.6541,2.9448,3.0111,2.6181,2.8699,1.7055,1 
-0.7359,-1.5867,0.2346,1.7282,2.5104,1.0858,1.6639,2.0605,2.408,0.5993,1.3083,2.3934,1 
0.1711,-0.0722,2.7826,0.6857,3.4372,0.4576,3.1282,2.7223,1.2531,2.521,4.8924,2.4398,1 
1.4366,-0.0528,2.5893,3.8991,0.4703,0.9137,0.8535,1.6573,1.8625,2.2095,0.9129,3.0933,1 
-1.1466,-1.7112,1.8916,2.8362,1.6768,4.478,2.9389,2.4983,0.6974,1.2889,1.4562,0.0138,1 
-0.306,2.6796,2.2207,-0.6004,3.0755,1.1679,1.7446,0.7405,2.5833,0.9595,1.9888,1.2275,1 
1.3665,0.1422,1.9055,2.9447,2.8691,1.3625,1.5187,2.726,2.7831,2.1025,2.001,0.7985,1 
-1.29,0.5824,1.7357,1.1551,3.1608,1.2105,1.3531,0.0932,1.0726,2.0278,2.6021,2.2612,1 
1.4786,-0.8508,1.3734,1.93,3.2396,1.855,1.6897,2.1662,2.3677,2.3561,3.1421,0.1197,1 
2.1087,-1.6688,0.9912,1.0598,2.0856,3.396,3.7326,2.8186,4.2954,0.9104,2.3528,3.7822,1 
0.0445,-0.9442,1.461,2.6435,2.2226,1.8458,0.5496,3.3759,3.8397,-1.0064,2.4907,2.2204,1 
0.5279,2.2818,2.367,0.653,1.9322,2.3177,1.0031,1.1294,1.781,1.2346,1.891,2.5514,1 
0.0901,-0.6313,1.5011,3.0611,1.8882,1.4465,2.0388,3.2889,1.3811,3.9241,3.4846,2.9469,1 
-0.7928,-1.4352,0.7517,2.1707,1.3519,2.0334,2.186,2.1236,1.0112,2.4187,1.3443,1.9401,1 
-1.3905,0.6062,2.9433,3.7173,1.7164,1.301,0.8714,0.46,2.2905,0.7351,1.1783,1.9745,1 
0.0782,-0.0299,2.955,4.0913,0.0729,2.601,2.5411,2.266,2.4789,2.9119,2.4237,2.6445,1 
-0.6858,0.612,4.4299,2.3119,2.4459,1.9365,1.0594,3.6397,1.2713,2.9228,3.1777,1.873,1 
1.9979,0.529,2.8544,2.8429,0.6104,2.4234,1.9096,2.6169,2.595,2.2643,2.6004,1.0047,1 
-0.9564,-0.923,1.6735,0.878,3.601,0.847,2.3115,2.854,3.1064,3.0663,1.4721,2.2944,1 
-0.5415,0.0986,1.7817,3.6245,1.9165,0.2369,2.8633,2.8425,-0.0955,3.0118,2.9623,0.9964,1 
0.0576,0.2316,0.8686,1.7321,1.0276,1.4299,1.9463,3.089,3.2312,1.9697,1.4462,1.5824,1 
1.1963,-0.7098,2.3545,2.0258,-0.448,3.3307,0.4756,1.939,2.0577,2.9029,2.2061,2.5067,1 
-0.3404,-1.2853,3.6494,1.9845,1.108,3.6354,3.0688,1.4459,0.7623,0.9131,1.9142,2.3825,1 
1.0403,-0.0973,2.9307,0.5144,2.163,2.9576,3.519,3.0873,1.6823,3.8192,3.0145,2.231,1 
-0.9204,-1.316,1.9645,1.4269,2.3698,2.5038,2.0831,3.3495,2.0554,3.0788,3.6245,0.8671,1 
-0.462,-0.4155,2.3849,0.9193,2.6554,3.4581,2.6297,1.7998,0.7377,1.0791,2.2863,3.0235,1 
-1.291,1.233,0.4347,1.8815,1.7565,0.2776,2.5596,1.6693,1.9596,2.7816,2.3442,2.9478,1 
2.3353,-0.3235,2.95,1.5386,0.0778,1.1409,2.9104,3.0912,2.4626,2.7158,1.9963,0.2966,1 
1.7183,0.11,2.7293,1.7562,3.1734,2.0172,0.4639,2.7364,2.3033,2.2489,1.9956,2.289,1 
-1.2966,-0.1101,2.54,3.2613,2.2435,3.2994,-0.1141,2.2256,1.4799,3.0836,3.7077,2.6407,1 
0.6676,-0.7904,3.4966,2.561,-0.2482,2.1017,3.3944,1.7988,0.7946,0.6548,2.1334,2.6765,1 
0.4049,-0.5108,1.3181,3.5328,3.0137,0.4324,2.0857,0.8765,0.1319,2.1568,1.029,1.2398,1 
-0.9879,0.1295,2.1009,0.9879,2.0192,2.6721,3.2607,4.1919,2.01,2.4546,2.7106,1.3755,1 
-2.0781,-1.1718,1.2613,1.411,2.2705,2.5906,2.1691,2.2234,1.6531,1.316,3.0068,0.5805,1 
-2.3159,0.0192,1.3754,5.1094,2.4104,2.8423,2.2232,2.7675,1.2161,1.0494,1.6234,1.8846,1 
-1.4591,0.9959,2.1815,0.8453,1.0094,0.9901,1.8095,2.1927,2.0035,1.3351,2.6562,2.0707,1 
0.1859,-0.1185,3.3894,2.5865,3.927,4.0565,2.7302,0.5645,1.2796,0.7788,1.774,2.9027,1 
-0.0732,0.5402,3.9911,2.6231,2.2898,3.9149,1.48,1.6423,4.196,2.5544,0.7472,2.1196,1 
-0.4768,-2.7405,3.8043,2.4865,1.3921,0.8485,0.2968,0.0764,3.0245,0.1876,2.7558,0.5977,1 
0.1706,-0.3487,1.7749,2.4262,0.9695,3.3039,3.2233,2.3144,1.7187,3.0345,2.0281,0.7076,1 
1.7216,-1.041,1.6368,2.0795,1.1109,1.89,1.9172,3.066,3.5741,-0.2349,3.8284,0.8411,1 
0.7125,0.6761,1.1009,1.3252,2.5752,0.0823,1.8094,2.0457,2.6376,2.0613,2.598,1.8412,1 
2.0373,-0.9049,0.5922,3.127,1.65,1.8625,1.7581,3.3227,1.7481,2.6675,1.3711,0.7218,1 
-1.0716,-0.8708,1.1341,2.3256,0.4803,2.1411,2.2931,3.4715,-0.1618,0.544,1.6959,0.2808,1 
0.3123,2.0271,2.2026,1.568,1.6359,1.5096,1.4374,0.9312,1.9993,0.2907,2.5014,1.876,1 
0.2331,0.2305,1.0978,1.8091,1.6773,1.3874,2.6717,2.5209,1.0353,2.0773,2.6973,0.6278,1 
0.8717,1.5324,3.8033,3.168,2.5341,0.6492,1.6439,2.8271,3.4077,1.3786,3.2523,1.8434,1 
0.5839,0.8949,1.4898,2.0577,1.2231,2.3445,1.9164,2.5677,1.1611,0.2226,2.7873,3.3964,1 
-0.1013,-0.4156,3.9676,0.3475,0.9725,1.7814,2.4209,1.3225,1.0023,1.6518,1.3516,1.7362,1 
0.1185,0.6106,1.9194,4.0789,1.7663,0.7506,2.4107,2.0781,-0.1466,1.7006,2.4999,2.6748,1 
-0.9684,1.4687,0.6595,2.8574,3.3813,2.277,1.3693,1.9338,1.0663,2.4848,1.8694,0.9574,1 
0.3458,0.5249,2.3393,1.0889,2.3758,3.2852,1.5382,1.0086,4.7319,2.2146,1.5741,0.2826,1 
0.8693,0.5977,2.5715,1.5841,2.1984,2.3904,1.816,2.7454,1.9232,4.5022,1.4742,3.0999,1 
-0.1127,-1.085,1.923,3.3597,0.5742,1.1879,4.3556,2.5707,3.0795,3.0574,1.5383,3.0475,1 
0.24,2.5446,2.8472,3.2119,1.7626,0.3694,1.8733,3.9092,1.9798,1.1965,1.8356,1.7721,1 
-1.2447,-0.0986,1.204,2.4039,1.6227,1.9932,2.0379,2.1418,2.7289,0.627,1.8931,2.0532,1 
-0.1601,0.6037,1.3267,3.0738,-0.2075,2.5075,1.1654,0.849,3.7091,0.4509,3.0883,2.313,1 
0.4628,0.9505,1.557,0.6284,2.7557,2.0672,1.664,2.0864,2.5539,2.0138,1.1581,1.7594,1 
-1.8405,0.2144,2.8204,1.8534,2.5354,2.2726,0.587,3.0125,2.5197,1.4243,2.2276,1.7083,1 
-0.2866,1.5746,1.2372,1.9562,1.7867,1.9009,1.3324,2.6696,-0.4625,1.2904,2.6669,2.1604,1 
0.3512,-0.2319,1.1092,2.8213,1.1171,1.5766,2.3733,2.7765,3.2155,3.2916,1.0901,2.2673,1 
-0.5178,1.251,3.6127,3.1754,-0.6026,2.1401,3.5092,1.6708,1.6965,1.0497,1.4416,1.5774,1 
-0.9396,-1.06,2.6877,1.7903,1.2956,2.3443,2.2314,1.7536,2.1311,2.7609,1.1887,1.6089,1 
-0.4818,0.9503,1.0216,-0.2632,0.8419,0.8022,2.5024,2.8937,0.3929,1.1784,5.612,2.1566,1 
