Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Class
1.1601,11.959,1.5377,0.9069,2.5314,1.1863,1.769,1.6643,1.5298,3.1087,0.076,0.1354,1.3894,4.0807,2.2592,2.7848,0.6016,0.6651,1.5802,1.5014,1 
1.6079,11.2347,0.9342,2.5091,1.6377,2.1718,0.7684,2.3979,1.1912,2.0114,0.46,1.856,2.2926,2.9586,0.9251,2.4073,1.4677,2.9918,2.4049,2.325,1 
2.7351,10.1802,1.4679,2.2347,1.2848,3.1959,3.1734,1.3218,2.7996,1.3572,1.9525,2.8582,-0.4664,2.302,2.2606,2.303,3.8625,2.5164,1.1822,1.0636,1 
3.843,8.8156,2.8241,0.4208,3.4721,2.6661,2.4524,2.8902,0.4525,2.3578,0.142,4.082,2.3822,2.7953,1.1299,0.5533,1.9119,3.0384,2.1191,2.4223,1 
1.2876,11.4384,2.1051,0.915,2.0754,1.7789,2.3839,0.0877,3.1307,0.9147,2.4485,-0.0218,0.588,3.8678,0.6907,4.1414,0.4447,2.6026,0.9706,2.8959,1 
-0.126,11.0869,0.508,2.1773,4.4168,4.0847,0.0629,2.6877,1.3127,1.675,2.8218,0.5913,1.7658,2.6475,2.4852,3.7169,1.9842,1.7489,2.5201,2.7459,1 
4.0715,11.1474,1.7297,2.3826,1.7736,2.8494,1.6065,3.7854,1.1419,2.0806,1.0307,2.4592,1.3151,3.8047,2.4384,0.9575,1.3946,2.1594,3.3341,0.3763,1 
3.099,9.6523,2.3383,2.0025,2.105,3.7279,0.8791,2.5881,1.7559,2.4352,1.077,0.2841,-0.3052,1.6628,1.1326,2.253,0.8915,1.5512,1.256,3.4007,1 
0.4953,10.4832,1.9539,2.8113,2.455,2.2669,2.6593,1.3563,0.3113,1.8495,2.1389,2.2484,3.7616,2.6677,1.3996,3.155,1.9836,0.6682,2.3721,3.5537,1 
0.376,8.5518,1.2401,1.6674,2.6843,1.4435,-0.1684,1.9407,1.2046,0.9546,0.9102,1.2197,0.1,1.6063,1.2542,1.7838,2.5927,0.5068,2.5368,1.4022,1 
2.0235,10.3975,0.4971,3.1323,1.3629,4.2204,0.7855,1.8702,1.4851,1.6229,2.3952,2.0226,0.4436,3.5332,0.5456,0.9174,3.1038,3.5785,0.7763,1.7013,1 
2.6398,11.2809,1.7789,1.5948,0.8025,0.2159,4.3763,0.3263,2.435,1.7302,1.2372,2.2906,0.4608,1.6441,2.8515,1.6677,1.7642,0.9348,1.7205,1.3886,1 
2.5495,8.5109,1.2707,3.1746,1.1933,1.6365,0.5485,3.97,1.9384,3.3793,1.138,2.4713,3.8617,2.5197,1.9553,1.4018,1.5527,2.648,-0.1103,1.2728,1 
-0.3455,11.6963,2.2935,2.4866,3.243,2.0877,3.2122,1.1274,2.5209,1.213,2.9584,2.9638,1.8206,2.6654,2.0925,1.2571,1.9666,1.7819,1.4797,4.0112,1 
2.8674,11.1458,2.0452,2.3813,1.1976,3.0728,1.133,1.9199,2.1607,0.9571,0.4928,2.5603,1.9225,0.5903,3.9036,1.8612,2.6882,0.9441,0.8003,1.1155,1 
1.3811,9.6064,1.3354,1.1908,3.4002,1.1736,3.5957,2.4682,1.8789,0.896,3.0965,2.2942,2.5082,2.9873,1.6945,2.5988,3.6579,2.0686,3.7145,2.5973,1 
1.4291,9.2138,0.9875,2.4237,2.3187,2.7538,0.9345,0.7415,3.4616,1.3747,2.9073,0.9052,3.1183,2.6467,2.3662,2.1676,2.0873,1.5497,2.5739,0.863,1 
2.3032,8.8028,2.603,1.8661,3.1092,2.3116,3.3708,1.844,3.1005,2.8254,0.2451,2.5741,3.2875,2.7373,1.3527,1.6247,1.9827,2.2609,3.8367,1.2721,1 
4.2164,9.0153,2.1672,1.8735,0.9449,0.4444,0.6947,3.5048,3.0526,2.5738,2.2755,3.9211,2.32,1.3797,2.099,0.1511,1.8406,0.282,2.201,2.5727,1 
1.8706,9.6404,1.1862,2.1894,1.7664,2.4817,2.389,2.6059,3.1006,2.9759,1.3687,1.6597,0.3681,2.4488,1.0673,3.4485,2.7631,-0.6283,1.0366,2.5167,1 
2.0697,11.0573,1.7455,-0.2242,1.6134,0.7371,1.6918,-0.1097,1.4328,1.464,1.8254,2.136,1.1925,1.4267,0.3227,1.6729,1.9412,2.785,3.5609,3.3638,1 
1.298,10.4556,1.054,3.7432,1.4681,3.4503,1.5162,1.8934,1.9284,1.3615,1.9235,2.779,2.5381,2.8533,1.2091,1.0791,1.9431,1.0517,0.2455,1.0201,1 
1.2186,11.5033,3.2772,2.4688,1.6981,0.0616,1.9691,1.9927,1.0242,1.6544,1.6836,-0.2218,1.2436,2.8944,4.1963,1.8446,0.746,2.8055,1.9281,1.8584,1 
1.7018,8.4124,0.8416,2.7609,0.1825,1.7253,2.5589,2.5825,1.7012,3.4804,3.7721,3.7383,3.2407,1.429,3.4237,0.2307,1.9796,2.0138,2.9712,2.4611,1 
2.4909,9.4044,1.4404,2.0665,2.5965,0.7929,1.5553,0.2134,1.0175,1.156,0.7282,1.2273,1.4524,2.3699,2.8059,2.4721,4.3269,1.0384,2.0509,0.1109,1 
1.63,9.5403,0.561,1.6979,1.9687,2.8772,2.9935,2.7439,3.9878,1.5679,1.4658,2.9217,2.2346,3.7117,2.8316,2.7775,2.7796,1.594,0.5054,1.7546,1 
2.7197,10.6023,3.2217,1.254,3.2506,1.8507,3.5668,0.9993,0.8927,2.0157,2.1573,0.5163,1.3239,2.8373,0.7446,3.4489,-0.1412,0.9957,1.8325,2.3011,1 
2.0414,9.9176,1.2697,2.9587,3.0005,1.6933,2.411,1.8599,1.19,1.9813,3.579,4.0337,1.6546,1.0155,0.7939,1.0227,3.4539,2.1857,1.0876,2.5165,1 
2.6269,10.8912,3.271,4.641,0.8179,4.5414,0.1409,2.4096,1.0107,1.6076,2.104,1.5124,1.7627,1.3578,1.384,1.4844,0.0845,3.7225,2.0148,2.1136,1 
1.6936,9.8191,-0.611,2.2096,0.9035,1.6595,2.4034,1.543,0.3447,-0.1073,1.4225,0.8372,0.9466,2.3374,1.8122,0.4359,3.7166,3.5232,2.4145,1.1568,1 
1.3654,10.5455,2.8352,3.3763,2.3907,2.9434,0.4795,1.592,2.796,2.0509,1.6232,2.4059,3.7289,-0.2719,1.6458,1.4657,0.7501,0.2915,1.5481,3.7366,1 
2.2307,9.7634,3.1209,1.9531,2.809,1.6118,3.7261,2.2338,2.4971,3.1929,2.8117,4.1604,3.0442,4.1026,0.6638,1.6217,3.5839,-0.1148,3.5027,3.8565,1 
1.93,9.9639,2.8794,2.1524,2.0087,2.4437,3.1456,2.6313,3.5554,3.3236,1.6188,2.0365,2.2415,1.4934,1.6327,1.784,1.0281,2.345,1.9788,3.8208,1 
1.3653,11.2033,2.7318,0.5727,0.9203,-1.1315,1.7754,0.8331,1.7954,3.0121,1.1046,1.5454,4.3921,1.2091,2.2796,1.7574,1.7465,3.0092,2.0039,1.2217,1 
2.8601,8.4336,3.0248,1.2206,2.1378,2.1689,1.8589,0.1462,1.9978,-0.3342,2.7745,2.2188,3.8884,4.946,1.8645,2.2756,1.0772,3.4337,0.9262,3.697,1 
0.8051,11.6472,2.8406,2.3263,3.0541,2.6231,1.2169,3.234,3.9288,1.9441,2.7041,1.8534,1.8209,3.0548,1.9725,1.4654,3.1166,1.028,2.8134,1.3349,1 
4.2971,8.934,0.5044,1.1018,2.1698,1.2097,3.9763,1.4782,1.6732,1.6818,2.3621,1.6843,2.1324,1.1334,2.5832,2.485,3.1848,0.7305,2.2079,1.2785,1 
2.7478,10.0674,0.1753,2.1173,1.7821,1.8077,0.276,1.5932,-0.0757,1.3814,1.3408,1.8924,0.0806,2.2506,2.3902,1.5114,1.4262,2.3837,0.7395,1.8525,1 
2.9088,10.1054,3.5332,-0.3686,2.8939,1.1029,0.6197,0.3128,1.7626,1.0781,2.0538,1.4581,3.3598,2.1455,0.941,2.6086,1.7123,2.1189,3.5816,3.0736,1 
0.6494,11.5276,3.2425,1.6892,1.8139,0.9177,1.8386,1.3346,1.8039,4.0453,3.0862,1.7605,0.3757,3.1396,3.3799,1.3327,0.2746,-0.3442,1.0939,3.943,1 
3.8225,11.0804,1.1972,2.6016,0.8291,2.3765,1.5193,1.0623,2.9636,2.3135,2.9949,0.4994,2.3854,2.0454,-0.3871,1.5613,2.1964,4.6423,2.0684,2.6057,1 
1.2677,9.5088,1.4357,2.7847,1.4475,1.6474,4.1085,1.968,2.1683,2.3135,2.6105,2.1126,0.0695,0.6626,2.1936,1.6738,0.6038,1.9337,2.6562,2.555,1 
0.306,9.2892,3.1703,2.3733,2.6924,1.4079,0.8776,4.1526,1.2695,3.421,1.2555,0.3002,2.0126,4.0233,2.6131,0.7825,2.0547,0.1012,1.3787,2.3586,1 
1.4867,8.7,3.0523,2.5438,2.5462,2.4791,2.1461,1.8169,1.1416,3.7946,2.3176,1.0078,2.1675,3.9925,1.8815,1.3936,2.3045,1.487,0.6521,2.3083,1 
4.1954,8.9532,3.8112,1.2052,3.171,0.8004,2.0673,3.4309,2.9632,1.8111,0.962,2.6199,2.6397,1.2097,2.0903,0.3705,0.0364,1.6858,2.7328,1.7948,1 
0.7059,9.3232,1.2356,1.7525,2.0131,1.0397,2.9909,2.8485,3.2366,0.7083,1.367,3.8126,1.3412,1.4441,3.0129,1.1806,1.485,1.6021,2.5051,2.6329,1 
1.802,8.2005,2.6388,0.3632,0.5225,2.3441,3.0037,3.5603,3.7185,2.3288,1.9768,2.7089,0.5329,2.7672,1.9098,0.5111,2.3771,2.668,1.2041,1.5065,1 
2.3427,9.596,2.2236,3.3715,0.8894,2.8317,2.6939,0.2936,1.873,2.5703,2.0846,2.7212,2.6433,2.082,2.3561,3.0954,2.9909,0.1773,1.8698,1.9122,1 
2.363,10.9609,0.988,2.584,3.4146,2.3769,0.727,1.3862,2.5215,1.9779,0.0571,3.0615,1.9626,2.8126,2.8393,2.3086,0.804,2.6818,2.6724,3.8779,1 
1.8205,9.2556,2.0495,1.4912,2.2971,3.0412,0.8949,1.7154,2.4053,1.2872,1.9824,1.8021,2.0425,1.2836,3.575,1.924,1.0854,1.5182,2.2963,3.0076,1 
1.0926,9.9646,3.061,0.9263,1.9292,0.6819,1.8369,1.0936,3.3536,0.7095,2.3521,0.6965,1.7942,1.7147,2.3299,1.2412,2.0349,1.6066,2.1425,0.0036,1 
2.7019,9.5267,1.3882,1.0269,1.1728,1.6937,3.6973,3.618,2.4065,1.4242,1.9026,1.3869,-1.546,1.2793,2.2538,2.4273,1.4844,3.5545,0.5811,0.7817,1 
3.1205,10.6245,1.1205,0.6116,2.9975,1.3271,0.8303,1.4301,1.9681,0.312,0.9581,1.0507,2.8846,1.2983,0.7045,2.2704,2.9204,3.6248,1.0273,2.382,1 
3.4033,9.0901,2.4237,-0.049,0.093,2.9672,1.6816,2.6742,1.6673,2.7761,2.5601,1.8024,3.4364,1.2787,2.3034,1.2073,1.1245,2.8783,2.0713,5.0843,1 
2.2708,9.2508,2.8177,3.3958,1.396,2.7568,2.9352,1.3854,2.1362,0.7665,1.9044,1.3385,2.6522,2.3251,4.8468,3.1536,1.8442,0.7062,2.0034,1.6991,1 
0.7175,8.8732,1.052,1.2933,1.6718,1.9398,2.1662,1.2604,4.3424,2.064,2.0121,2.1106,1.3841,1.2692,1.1195,3.4533,0.604,1.8592,0.7322,0.7248,1 
0.9149,10.0161,2.0915,0.4394,2.5216,1.9989,1.1982,1.2145,1.316,0.5052,4.0826,2.1183,2.4572,3.3686,3.1216,3.0421,1.796,2.3153,0.8392,2.4365,1 
2.6346,9.703,3.5744,-0.3432,0.2084,3.0829,0.5673,2.0468,3.2618,0.6832,4.0861,2.8038,3.122,2.1201,0.8594,0.5734,2.9688,1.6782,2.4144,0.9003,1 
3.4728,10.4735,2.3933,1.3083,3.3204,0.612,4.1554,2.9333,2.8364,3.1585,2.2586,1.1166,2.2838,-0.5421,2.336,1.9007,2.9545,1.8921,0.9925,2.8906,1 
1.2524,8.1649,3.1061,1.7009,0.2836,2.3974,1.2183,1.839,0.95,1.9527,2.2573,0.8225,3.0155,0.7021,3.4445,3.953,1.4791,2.2448,1.8787,1.5462,1 
2.5413,11.1922,2.3154,0.6712,-0.1318,0.5941,1.3185,1.9115,1.3361,1.5846,2.5486,2.6606,1.2689,0.6545,1.5739,2.9692,3.1307,3.8499,2.8627,0.6162,1 
2.7036,10.3192,2.2826,1.7904,1.234,1.1679,2.173,1.7333,2.8877,2.726,1.1321,1.0475,2.2787,0.5336,0.834,2.359,1.1664,0.7289,1.7387,2.4141,1 
3.3293,10.2792,0.5086,0.9052,3.4106,3.3192,2.2216,0.8132,1.9711,2.8015,1.0806,1.1982,3.4263,1.5664,2.4036,0.5645,2.1948,2.9818,2.0562,3.6015,1 
2.649,10.9734,1.8805,3.7715,2.7029,3.2375,3.6238,1.1891,2.6734,1.5001,2.0068,3.8994,1.8834,2.1339,1.3303,1.8465,1.8385,2.9578,2.126,2.5504,1 
1.8419,10.3443,1.3724,2.2848,1.5899,1.3224,1.7118,2.527,1.6251,3.589,1.5071,0.882,1.6019,0.3476,1.7333,2.8954,2.0751,1.0474,1.4932,0.7841,1 
1.5925,9.885,4.3903,2.4795,3.252,2.4511,2.6441,3.2853,2.3067,1.0835,3.1179,2.9309,1.2419,2.6943,-1.1274,1.1593,0.9729,2.1779,3.5283,1.7756,1 
3.5971,9.1485,2.3002,0.8372,1.1506,0.3511,2.4559,3.8115,1.9389,3.5883,0.9821,1.9682,2.2697,-0.7102,1.4842,1.0292,2.0626,2.3266,3.3694,4.197,1 
3.0284,9.6123,4.1988,0.1022,1.0857,3.1282,-0.0203,-0.8546,3.6807,1.4352,1.8101,3.0329,2.0817,2.1944,2.6698,4.6795,4.6054,3.1554,2.8077,2.6773,1 
2.6277,9.0413,3.7916,1.98,1.0363,1.8078,1.8472,2.4251,0.9433,2.0797,2.7862,2.7137,2.0718,1.9737,1.7016,1.2504,0.6728,1.2171,2.3807,2.4681,1 
0.5445,10.899,0.7455,2.1333,1.0299,1.5368,0.9815,2.3458,2.8609,2.5048,1.444,-0.4904,-0.3268,3.0708,3.186,2.1869,0.7234,4.3149,0.7483,1.1361,1 
2.3552,9.9024,1.2464,2.5033,1.6932,1.1305,-0.1375,1.566,2.5557,1.7582,1.697,0.8556,2.833,1.6134,1.557,2.6801,3.8177,1.6909,2.3381,3.1697,1 
1.5066,10.1266,2.173,0.9051,3.6259,1.3266,3.611,2.8367,3.0242,0.9572,0.9166,2.1356,0.6448,0.8203,2.6667,1.5396,1.1004,1.3102,1.4143,1.8282,1 
1.6026,9.2037,1.2985,3.1739,1.7271,3.8012,2.3972,2.7836,2.4467,2.1989,2.644,2.8527,1.2641,1.3061,0.6765,3.2484,2.1297,2.034,1.221,1.7219,1 
2.7532,9.4363,2.0891,1.7933,2.3715,3.6047,3.6359,2.2331,1.7375,1.263,0.9517,2.0876,1.8118,2.0652,1.3217,3.1714,1.6198,2.1453,0.3989,1.0598,1 
0.941,8.9033,1.8654,1.4893,1.0379,3.2189,2.1085,2.065,4.1439,1.7257,2.1877,0.8288,2.361,1.4755,2.6981,0.9726,0.7586,1.1545,2.2763,2.3026,1 
2.0534,10.8771,3.3061,1.2952,1.971,2.7944,1.7036,1.6954,3.6331,3.0342,1.9471,1.6478,2.1107,1.0482,1.5361,3.114,1.0113,1.0789,2.2476,1.9109,1 
0.823,10.0569,1.5842,1.8543,3.2178,0.9082,1.6905,2.5214,2.8635,0.7848,1.9339,2.0388,3.0828,2.3615,1.7416,2.1476,2.852,0.749,3.0316,2.502,1 
2.3804,9.623,1.8598,2.7961,1.3723,2.771,0.5556,3.2292,1.0698,0.8499,2.4486,1.4227,2.1973,2.5751,2.549,2.7431,3.3207,1.9221,3.0832,1.2903,1 
1.9567,9.6,0.0147,2.9029,1.886,2.9698,1.6215,3.6658,0.6266,1.4818,1.8671,2.3817,0.443,2.5846,2.8588,2.4175,2.3148,1.3754,1.2501,2.5419,1 
2.9253,10.121,2.1341,1.5076,1.1544,1.8364,1.9139,1.7368,1.1211,3.8881,2.493,1.1789,-0.3719,1.8488,2.1389,0.2513,1.3032,4.475,2.272,1.6115,1 
3.4313,10.1699,2.0307,0.4963,2.7852,2.843,2.7919,1.8745,0.9376,1.1955,0.9734,3.8276,2.1244,2.768,2.2297,1.5466,2.6213,1.8341,4.0833,3.2629,1 
1.7105,9.0441,1.0242,1.2953,1.6716,4.0518,2.4486,2.3113,1.907,3.2089,2.4043,4.2815,2.8089,2.6162,1.0097,4.0318,3.399,3.945,1.4689,0.5888,1 
2.7608,10.3423,-0.1195,3.6789,2.9155,1.5034,0.6873,1.0643,2.0657,0.7472,0.8121,1.4619,1.8332,3.1056,0.8921,2.6654,2.7615,1.0493,2.1944,0.5309,1 
3.6992,9.589,1.5351,3.2915,4.427,2.3131,1.1176,1.047,3.8882,2.1419,1.3075,4.7458,1.7286,2.5587,2.9333,0.7946,-0.4225,2.1753,1.8899,1.8215,1 
1.2644,10.0528,1.8107,1.2419,1.1847,1.5207,2.4148,1.8124,0.9878,0.855,1.0163,2.9336,2.9985,1.991,1.1589,2.2249,1.8667,1.8056,1.1861,2.038,1 
1.3341,9.602,3.3404,2.3321,1.7458,3.5159,2.1618,1.7873,3.2936,2.3676,2.8902,2.9523,1.1449,1.3445,2.2483,1.8503,1.5305,1.7305,2.3461,1.5023,1 
2.5802,10.3318,1.4841,3.1101,1.2134,2.2596,2.2066,1.689,2.0544,0.5294,1.2008,1.559,4.9233,2.3338,3.7585,2.3077,1.7997,1.3089,1.7805,1.707,1 
2.5259,9.8761,3.0883,2.5571,3.1988,1.6526,1.7852,1.6299,2.6025,1.8899,2.0298,2.6884,1.9475,1.8945,1.8665,2.6513,2.5444,1.7135,2.5152,1.8314,1 
0.5779,9.13,3.4704,2.7684,1.7969,1.9051,0.9665,2.8955,2.4241,1.8832,1.0345,-0.1414,1.3471,2.5976,1.9604,0.8541,2.3649,0.8618,1.4482,1.8378,1 
2.0919,10.17,2.4098,2.353,2.9313,1.9673,1.81,1.2374,2.1581,1.0783,2.3063,3.3572,1.4953,3.3343,-0.6006,3.107,0.8688,1.9865,2.8528,2.3464,1 
1.8159,9.7477,2.4308,0.6346,2.2236,2.1549,3.153,0.3413,2.3856,1.2277,1.2493,3.0157,2.0206,0.8331,2.4255,1.501,2.2913,2.236,3.4758,4.3812,1 
1.4477,8.875,3.4737,4.8699,0.0926,1.5601,2.181,2.6847,1.9551,0.7694,1.9417,2.6513,1.9508,2.9612,2.7136,2.2428,3.1131,1.7616,3.0208,0.8601,1 
2.2556,8.5013,1.2667,-0.1402,2.1813,1.1346,2.2049,3.2919,3.2467,1.8231,2.3225,1.1222,1.8941,3.355,0.7199,0.5169,1.7904,3.3895,2.312,1.4021,1 
1.5046,8.5955,0.153,3.1517,1.9669,2.5049,1.5373,2.8687,3.2057,2.6523,2.5248,2.8146,2.2318,2.6563,0.501,-0.5078,2.4764,1.7355,0.9919,1.9722,1 
3.6751,9.8636,0.5741,1.955,1.4792,1.1015,2.4723,1.877,0.9633,1.4654,1.036,2.269,1.3079,2.5067,1.6618,4.6552,3.1212,1.3191,1.2143,2.5827,1 
3.2269,9.6649,1.3189,2.932,2.8525,2.4904,1.8557,1.0702,2.0275,2.0983,1.043,1.3679,3.7474,1.2943,2.3314,0.8144,2.5842,3.6618,1.9285,0.353,1 
0.8597,10.7343,2.1277,1.4954,1.2764,-0.9781,2.9029,1.0691,3.4252,2.5104,2.7637,3.0374,3.0278,1.8544,1.2942,1.7388,3.6859,2.0353,1.3749,2.9768,1 
2.3918,9.2951,2.2676,1.0805,1.1337,2.4671,2.2018,2.1385,1.319,3.1052,0.6552,0.4313,4.0604,2.4841,2.7969,2.8466,0.8993,2.4466,1.588,1.5006,1 
0.5628,11.2629,1.226,2.8461,2.5705,2.6173,0.2795,2.3924,2.8843,1.6384,0.959,3.6829,2.6435,2.301,1.5054,2.9631,0.5779,3.4917,1.5447,2.8882,1 
1.8797,9.5195,0.5121,1.9268,4.0199,3.1099,2.5335,1.6054,0.1806,2.8733,2.5844,3.4195,2.804,3.0228,0.8533,1.7335,2.5242,3.4726,0.3864,2.3028,1 
3.5887,9.5761,2.0559,3.2429,2.5208,2.7644,1.7486,1.0358,1.8212,0.5975,3.2011,1.9824,0.9634,2.7124,1.748,1.9288,1.2983,1.2945,1.185,3.0857,1 
2.3781,11.7211,2.1996,0.2588,2.0089,2.2581,0.4027,3.4242,1.5676,3.1094,3.49,2.3511,3.063,1.7837,1.9222,2.6005,2.4777,1.4519,3.1918,2.0089,1 
2.6762,10.0436,1.1833,1.6939,1.0216,2.9833,1.8385,1.589,2.2896,0.4447,1.9508,1.4766,3.7481,3.8214,3.1489,0.7319,3.6045,0.8865,1.0607,2.5803,1 
3.0729,9.9076,4.5328,2.4993,1.5841,2.1532,3.2279,2.8644,1.0997,1.9212,1.203,2.0629,1.3744,2.8786,0.8181,1.3921,1.5129,1.0613,2.1642,3.8536,1 
1.7953,6.8479,2.4692,2.1248,3.7108,1.9084,2.5992,2.9492,1.194,3.9758,3.3187,2.7277,1.6082,4.1193,4.9314,3.5951,1.3629,1.5007,2.5171,-1.127,1 
2.5342,10.1551,2.3184,1.3729,2.6255,1.6384,2.7806,1.41,3.2565,2.5724,1.2917,2.866,1.8215,2.2865,1.952,2.2729,3.0027,3.3729,-0.6658,2.0398,1 
2.0081,10.4002,2.3376,2.0832,2.8097,2.405,3.5515,0.7865,2.9552,0.8337,3.0719,3.0071,2.0177,1.5179,2.921,2.3146,0.8481,1.6961,2.7145,2.6501,1 
1.9824,10.421,2.629,2.4678,1.2059,2.5576,2.2949,1.9176,2.3074,2.1864,1.9558,1.8008,1.0394,1.8351,1.774,0.3768,1.6636,1.9244,2.8476,1.696,1 
2.8233,10.9811,3.8356,1.9719,2.3049,3.0119,2.7086,4.1857,1.2816,0.0858,2.7733,2.7984,2.3887,1.2387,2.4298,1.3292,4.4091,3.3865,0.987,1.3265,1 
0.6396,8.3227,1.0631,2.1058,2.74,3.1213,0.6228,1.8103,0.8171,1.8875,2.6993,1.9714,2.911,2.2215,1.702,2.1411,2.9044,0.9938,1.0879,2.0285,1 
2.5598,10.1597,3.2268,2.362,1.5047,3.4709,0.6292,0.6439,-0.1515,1.8334,2.569,1.7731,0.8016,0.4645,1.2422,3.3371,0.4086,2.0,-0.8925,1.1568,1 
0.4869,10.2508,1.2303,2.5116,2.5138,2.7549,2.3288,0.3689,1.5739,1.7165,1.0535,2.9442,1.1243,1.8038,1.9872,3.3461,3.1045,1.5591,1.2925,1.3286,1 
