Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Class
0.5396,-0.1398,0.1175,1.6218,1.7607,1.7809,1 
-2.876,-0.8823,0.3932,-0.1694,1.3965,2.7432,1 
-1.2335,-1.386,2.6284,2.6853,2.1405,0.8582,1 
-2.0052,0.0865,4.7604,3.2976,3.0419,1.4448,1 
-3.0299,-0.1427,0.9315,1.5967,2.0581,3.3645,1 
-0.1364,0.4591,1.7396,3.0714,2.4544,2.1803,1 
0.2478,0.5105,1.2399,2.2734,2.7864,1.7405,1 
1.4409,-1.6534,3.2495,0.2999,2.312,1.8566,1 
0.6825,0.8986,1.6838,1.2467,0.9893,1.6595,1 
-0.5976,-0.173,1.2834,1.306,1.6597,1.3865,1 
-1.1398,-0.1453,1.7022,1.5748,1.7765,1.6022,1 
-0.7748,-0.017,1.4537,1.9027,1.9985,0.9568,1 
-0.3267,-0.5053,1.3556,1.2727,3.2336,1.8305,1 
0.5522,0.3994,3.1455,1.8099,2.0894,3.6041,1 
-1.1638,1.5504,2.8682,3.4336,1.7475,0.6491,1 
0.674,-0.5576,1.9099,3.7559,0.6024,4.2268,1 
-0.8751,-1.3464,2.7983,0.6372,0.5234,2.0505,1 
0.7599,0.8364,3.0283,-0.1691,2.413,0.4529,1 
-0.6908,1.838,2.0245,2.4678,2.2203,2.2874,1 
-0.0245,-0.3318,1.5796,1.01,1.2418,-0.6669,1 
-0.8464,2.1566,2.391,2.9948,1.9336,0.9005,1 
-1.4378,0.3259,3.0425,0.5068,2.8612,1.6175,1 
-0.5487,0.7761,3.1001,2.0026,2.8377,1.9486,1 
-0.1922,-1.3807,0.7984,1.5513,1.0999,0.5044,1 
1.5212,-2.1072,1.6355,3.6192,1.2291,2.3607,1 
1.1142,0.8219,2.3146,2.8375,2.4797,1.6478,1 
0.4706,2.5922,0.0313,3.5014,1.8529,1.3291,1 
0.1009,0.4226,1.76,2.4929,0.8572,0.1363,1 
0.2345,0.126,1.879,-0.0544,1.5506,1.9712,1 
-0.4493,0.5409,1.5147,3.0596,1.9436,2.6389,1 
0.5415,1.0276,2.2017,1.5418,0.8937,2.5747,1 
0.4892,-1.0788,1.1452,1.93,-0.9577,1.7386,1 
-1.1841,0.9946,1.5654,3.5783,2.8665,3.4536,1 
0.6551,0.0906,1.5276,3.494,0.4666,1.078,1 
-1.3079,0.6159,1.9911,-0.598,0.7797,0.5844,1 
0.1853,-0.4806,1.1914,1.8622,1.0789,3.2175,1 
-0.6463,0.4658,1.9496,1.8322,1.5727,0.9987,1 
-0.5623,-0.9425,3.3175,0.5134,3.0356,0.7565,1 
0.1132,-0.7196,2.9338,1.2562,3.4003,2.441,1 
0.1439,0.0782,2.0281,1.4377,0.5273,3.8137,1 
0.8356,1.5393,2.6302,1.8516,0.4063,4.2467,1 
0.0937,1.9787,1.6236,2.7428,2.3109,1.6974,1 
0.2696,-1.6515,1.7991,3.4409,1.1164,0.8963,1 
-1.1036,1.3369,2.4713,0.8813,0.7793,0.8396,1 
0.9853,-0.5956,3.502,0.7239,1.9755,0.9921,1 
-0.4847,0.8914,2.6251,3.0771,0.6117,1.2232,1 
-0.0498,0.467,1.2812,2.79,1.9044,2.2806,1 
0.2335,-1.2743,2.6061,0.2533,1.5662,1.9085,1 
-1.4047,1.8335,1.0405,2.6756,4.0468,0.5544,1 
0.0187,-0.4553,1.4559,1.6845,3.2712,2.1542,1 
1.2009,-0.4558,3.2908,1.0862,2.5917,2.8897,1 
1.2812,-0.214,1.3579,1.8871,2.334,2.3472,1 
0.1224,0.1961,2.1872,2.1132,2.7701,2.9585,1 
0.6743,1.2529,1.5727,2.9088,2.4361,2.3427,1 
1.135,-0.4939,1.8152,0.6902,3.0496,1.3959,1 
-0.3889,-1.5261,3.7246,1.9165,1.2215,3.7481,1 
0.213,0.296,3.7161,0.5847,2.1928,0.8736,1 
0.8702,-1.5019,3.0333,2.8067,1.0568,4.1486,1 
0.0196,-1.8604,3.7974,1.7632,2.0451,3.3309,1 
-1.744,0.0675,2.4027,3.6207,1.1799,2.1398,1 
-0.4811,0.7299,2.4913,2.4402,0.7351,2.01,1 
-1.5861,-0.25,-1.4603,4.781,2.698,1.7873,1 
-0.9051,-0.6234,0.6799,0.6901,2.1833,2.8186,1 
1.6892,-1.0638,2.3653,1.5588,2.6239,3.6671,1 
-0.7992,-1.2646,1.5043,2.4024,1.7105,3.4578,1 
-0.3523,-0.6453,1.2336,1.8488,1.1507,0.3598,1 
-1.2895,-2.2722,2.2364,1.1521,2.1879,3.7877,1 
-0.3939,0.5094,1.5185,1.4218,1.7749,2.4662,1 
0.598,0.0333,0.3583,-0.0004,1.4257,2.2035,1 
-1.2358,-1.2095,2.2684,3.938,3.0693,1.3435,1 
0.0393,-2.206,1.2786,2.287,2.359,2.2244,1 
-1.3498,-0.1702,2.751,1.8194,1.4116,-0.4752,1 
-0.5294,0.0152,1.4131,2.3796,1.5632,3.1659,1 
1.4923,0.8305,1.6539,3.6876,1.5242,2.6793,1 
0.3479,0.4621,0.599,1.5828,1.7692,1.3464,1 
-0.3439,-0.5261,1.9909,1.2693,1.3532,1.841,1 
-0.2522,-0.2846,3.3943,1.6478,2.6924,1.8355,1 
1.2504,0.4757,2.9626,1.6633,1.562,1.1748,1 
0.7279,-0.1205,3.402,3.3152,4.276,0.0018,1 
0.2518,-0.9785,0.7138,2.2647,2.1407,2.9459,1 
-0.2427,-0.9082,1.6684,2.0022,1.1919,2.1051,1 
0.7692,-0.2973,2.8088,2.8594,2.1104,2.5765,1 
-1.1075,2.4799,3.3404,2.5077,1.9898,1.5403,1 
-0.5886,-1.2165,2.9647,3.2123,1.881,2.3071,1 
-1.1389,1.8568,1.246,3.3974,3.2787,0.8794,1 
-1.5773,0.2649,2.062,2.3066,3.4867,3.1769,1 
-1.8291,-0.4448,1.1584,1.5832,2.3061,1.4607,1 
0.8833,0.4823,1.2423,1.7186,4.1745,1.3858,1 
-0.0193,0.2464,2.4272,3.0005,1.9704,2.6421,1 
-0.8049,-1.7881,3.0874,1.811,3.7725,3.1026,1 
0.7356,-1.3691,3.7616,3.3118,2.4362,1.6989,1 
0.6338,1.3566,2.9349,1.5309,2.0008,2.3689,1 
0.3887,-0.9781,1.8717,3.5456,0.9772,0.0928,1 
-2.1727,-1.5905,1.2268,3.0118,2.0652,3.4583,1 
-0.5533,0.9181,1.4258,2.0654,1.889,1.4845,1 
-1.2871,0.4388,1.9697,2.3065,2.2175,1.8482,1 
0.8375,-1.8083,1.54,2.51,2.7598,-0.2428,1 
-1.4361,-1.1495,1.1508,1.12,2.2991,3.2715,1 
-0.409,0.2797,2.9842,1.8301,0.7539,2.2136,1 
-2.282,-0.8929,2.8613,2.6762,2.164,2.2033,1 
0.2369,1.4871,3.2968,1.0988,1.9375,0.9179,1 
0.4279,-0.2784,1.4688,2.2414,2.8045,0.6905,1 
-0.9577,-0.2181,0.7149,2.4455,2.0583,2.2289,1 
-0.4573,1.4438,2.9305,0.2254,1.4842,2.7214,1 
-0.2345,0.5068,3.5444,2.498,2.8246,2.0748,1 
-0.4198,0.2558,1.7661,2.5289,3.0304,3.6747,1 
0.985,-0.6671,1.3965,3.3951,1.9905,1.7048,1 
-0.15,0.2458,1.3677,2.0529,1.3814,1.3613,1 
-0.4334,-0.1913,-0.5263,2.5709,3.3707,2.7425,1 
0.0954,-0.1906,2.3538,0.5294,3.0134,2.0115,1 
0.32,1.4142,0.8163,3.1135,2.5729,2.8332,1 
0.0981,-1.5463,1.6781,1.7836,1.1132,0.3036,1 
0.3326,0.4726,0.61,0.7633,0.3829,0.94,1 
-1.3394,-1.7332,0.1503,2.4903,2.7222,2.4657,1 
0.0567,-0.6002,3.3941,2.7222,3.5052,2.3508,1 
0.7693,-0.0991,1.865,2.4696,0.9918,4.3084,1 
-0.4498,0.0728,0.8252,2.133,2.8922,0.6888,1 
0.4852,-0.7789,1.7545,3.974,1.8395,1.6354,1 
0.3447,0.2036,1.9302,0.8485,1.2911,1.9671,1 
-0.9597,0.1895,2.1773,1.6556,2.3884,0.8108,1 
2.1765,0.0214,2.971,1.3983,-0.3128,1.019,1 
-0.8142,-0.7776,2.7312,0.18,3.3504,0.6893,1 
1.4062,-0.0487,1.5822,0.026,2.9384,1.3935,1 
-2.1148,-1.6825,2.4425,4.8772,0.0324,1.8562,1 
0.2393,-0.3387,2.2016,5.2034,0.5711,1.5001,1 
-0.0382,-0.3806,2.8199,0.9182,1.6758,1.7322,1 
0.4258,-0.5749,1.7569,0.6083,2.6797,1.8622,1 
-0.8699,2.3487,1.9533,1.7662,-0.1442,2.6256,1 
-1.0357,-0.1986,2.2376,2.2784,1.4408,2.0312,1 
1.9874,0.9654,1.2801,3.1298,1.5601,0.0382,1 
-0.666,-1.1042,0.528,0.4651,2.2952,2.9304,1 
0.0009,1.0895,2.2684,1.4207,2.4391,3.29,1 
0.6755,-0.4828,1.9839,0.9969,2.1147,2.3411,1 
1.1473,-1.5443,2.2037,-0.3228,0.4085,2.3454,1 
0.1159,-0.9406,3.1492,1.4665,0.8375,2.4296,1 
-0.6022,1.509,1.3985,1.1468,2.9872,1.7542,1 
-0.0165,0.0272,2.4922,1.2928,1.4499,3.515,1 
-1.2745,-0.8251,2.6702,1.3839,2.7983,3.0311,1 
0.0348,-1.2413,3.0565,2.4584,0.9774,3.2233,1 
-1.6803,0.1585,4.0221,3.134,3.1371,1.8377,1 
0.9403,-1.0176,1.7103,1.1502,3.2782,2.8954,1 
1.7568,-0.9628,1.249,0.7796,2.1624,1.372,1 
-1.1832,-1.0176,2.6963,0.5305,3.5756,2.6529,1 
0.5378,-1.5781,1.666,2.1988,1.5496,2.1264,1 
-0.0946,0.2757,0.4628,2.4927,1.1316,1.0501,1 
-1.6328,0.3633,2.6779,0.6138,2.7528,1.9292,1 
-1.8921,-1.9252,1.3536,0.7045,1.1116,2.5913,1 
-1.109,-0.8972,2.3742,2.2854,0.5027,2.4563,1 
2.2085,0.1538,2.3056,3.657,4.5062,1.0304,1 
2.3245,2.1895,2.0298,0.5038,0.3204,1.5406,1 
0.8003,-0.0164,1.1958,1.4231,0.8141,3.1747,1 
-0.1533,0.2235,4.2275,3.0411,1.5588,2.7687,1 
-0.4462,-0.1514,2.8158,1.0024,2.8701,1.3787,1 
-0.0147,-0.8642,2.5801,2.4659,1.4612,1.0763,1 
-1.1026,-0.4026,1.3977,3.3467,0.3523,3.5446,1 
-1.1644,0.0719,1.902,1.4992,2.8503,2.6807,1 
-1.2369,-0.3971,3.3037,2.1993,0.9257,2.4347,1 
-1.6044,1.1296,3.2277,2.5818,2.7343,3.3916,1 
0.8126,-0.6554,4.0763,3.331,1.9958,0.8291,1 
1.4892,-0.3447,3.2867,2.307,2.3503,1.6326,1 
1.8137,0.6818,1.9643,2.306,2.4847,0.8127,1 
-0.4168,-0.9732,1.3363,4.3588,1.4798,1.7593,1 
0.0108,0.6229,-1.0726,0.9926,2.2921,2.4207,1 
1.0733,1.5446,3.3362,2.9567,2.956,1.1965,1 
-0.5339,0.1375,2.3096,2.5026,1.3713,2.4411,1 
1.7618,-1.0462,1.9469,0.1725,2.4369,2.0205,1 
0.4344,0.7005,2.0623,2.7528,-1.4389,1.9418,1 
-0.6999,0.0741,3.5188,2.3879,1.7394,1.4458,1 
-0.2386,0.9198,2.8433,3.7203,1.9578,3.3206,1 
-0.8756,-1.6715,2.6933,1.0237,1.149,3.5837,1 
0.1185,-0.4872,0.7165,3.4132,-0.7964,2.3855,1 
-1.0289,1.3369,1.8848,2.292,2.6678,2.5983,1 
-1.2616,0.9016,2.1871,2.1444,1.883,2.7335,1 
-0.0599,1.1351,1.2356,0.0567,3.4006,0.5202,1 
-0.3344,0.7234,2.2074,1.9332,2.3269,1.8989,1 
-0.3829,-1.091,2.0625,2.1416,1.6005,2.1508,1 
-1.1665,0.085,2.3998,3.5396,1.6169,1.4222,1 
1.7565,-0.8886,1.3359,2.3129,2.7296,0.5807,1 
-1.4106,-0.8644,1.4832,0.4032,2.4559,1.099,1 
0.3829,2.2161,1.0552,2.3533,1.6646,2.0377,1 
0.6517,-0.3853,2.6968,1.3897,2.8986,-0.1406,1 
-0.5985,0.2996,2.0591,0.0888,2.1986,1.508,1 
0.7116,-1.34,1.1447,2.0135,2.0257,1.7191,1 
0.9384,0.1979,2.6675,0.9868,2.5832,0.9419,1 
-1.6747,-1.325,0.9286,0.7958,2.9309,1.8163,1 
-1.068,-0.4742,1.0116,3.0079,1.2302,3.1389,1 
-0.7326,-0.0069,2.7851,1.3943,1.7266,2.8847,1 
0.3957,-0.0192,0.5674,2.0536,2.1651,1.5003,1 
0.6347,0.1611,2.0583,2.083,1.7923,1.7565,1 
-0.7599,-0.6215,3.5419,1.4743,2.8357,2.156,1 
1.8385,1.1958,2.7093,2.3035,1.4141,3.426,1 
-1.3531,-1.613,2.1305,2.6989,3.3811,2.7189,1 
0.1835,0.289,2.4641,0.6545,3.5609,1.4371,1 
-0.6727,0.6281,3.8088,1.9004,1.8999,3.2941,1 
-0.3565,-1.1188,2.7457,1.0413,3.1693,1.6945,1 
-0.3536,-0.1626,1.1768,3.5982,2.2438,1.9108,1 
1.2405,0.9194,-0.0033,1.7516,0.1619,1.1452,1 
-1.5514,0.1203,0.9249,2.1346,2.8931,3.2068,1 
-1.5706,-0.2015,2.7326,0.5263,1.1907,-0.5074,1 
1.0878,-0.4679,1.0993,2.1168,2.2895,2.905,1 
-0.4267,-0.7404,0.2644,2.5334,1.2078,1.1207,1 
0.492,0.0962,2.0726,2.5914,1.3743,0.5885,1 
1.1122,-0.0725,4.2409,0.7222,2.4337,3.2093,1 
-2.8325,-0.8232,2.5154,1.7336,1.5853,2.8045,1 
-0.2676,0.1027,2.0428,2.1292,1.9041,1.3727,1 
0.089,1.7864,1.8483,2.1374,1.5987,4.0615,1 
-2.1512,-1.4708,2.6598,1.5738,2.7229,1.3201,1 
1.4357,1.383,3.6782,0.0955,1.49,1.331,1 
1.8775,-0.5182,2.2187,1.1333,2.5548,2.7125,1 
0.9891,-0.1144,1.7225,1.726,0.7175,0.8979,1 
-1.4491,-0.9112,1.3585,2.9016,1.5947,1.2348,1 
0.6806,-0.4137,2.7575,3.0275,1.3442,1.9887,1 
1.4822,-0.2689,2.3428,1.0255,-0.0004,3.0333,1 
-0.2317,0.6109,-0.325,2.2495,3.6538,3.2398,1 
0.4937,1.1678,2.5383,0.8713,2.9542,3.2241,1 
-0.9899,-0.9359,3.0845,1.8173,2.0895,2.3007,1 
-2.7503,-0.0058,0.0677,1.9965,4.0631,0.6573,1 
0.9179,-0.1868,2.5169,1.8804,2.6644,2.9018,1 
0.5274,1.5951,1.6198,2.9465,2.0945,3.0159,1 
-0.3814,0.7996,2.3861,3.5255,3.2905,2.3998,1 
0.38,-0.2106,1.5409,1.8522,0.6245,2.376,1 
0.7992,0.2588,1.8444,1.4815,1.5341,1.6882,1 
-1.8357,1.0432,2.7749,2.9564,2.4516,1.7989,1 
0.4544,-0.5305,1.9859,1.4435,3.0471,2.4645,1 
-0.2061,-0.1453,2.1027,2.4326,2.4813,0.4787,1 
1.1094,-0.597,3.3722,1.2937,2.9844,0.0057,1 
-0.7479,-0.3415,3.209,3.0505,0.4735,1.4499,1 
-0.7366,0.2636,2.029,2.4513,1.3571,0.9534,1 
1.3406,0.4752,2.6766,1.3836,1.4506,1.6287,1 
1.671,-0.903,2.7867,2.2662,1.8457,3.269,1 
-0.3347,1.2617,1.1489,3.0606,0.5993,1.1149,1 
0.3106,-0.7617,1.9733,2.56,3.1019,2.8292,1 
0.6154,1.1913,1.5453,2.575,2.7685,1.2204,1 
0.6968,-2.9815,2.0444,2.5604,3.0798,2.3535,1 
0.8618,0.2582,3.3163,2.0054,0.8168,2.3711,1 
-0.4049,-0.3119,3.2419,2.6658,2.0026,1.0052,1 
0.0957,1.0099,1.954,2.9399,2.3313,3.0695,1 
-0.9131,-0.8349,0.5076,2.4646,3.1567,3.0234,1 
-0.7279,0.2266,1.4449,3.9066,2.2101,2.6416,1 
0.3925,-0.5264,3.4368,2.7159,2.5703,2.3783,1 
-0.323,-0.7003,1.3375,1.2186,2.4477,1.5248,1 
-0.3874,1.3893,2.766,2.7905,0.7333,0.631,1 
-1.4421,0.262,1.5974,3.0765,1.0727,1.2204,1 
-0.0167,1.236,2.8208,1.6559,1.7489,1.2103,1 
0.2684,-0.2466,1.8627,1.3922,1.408,1.573,1 
0.1936,-0.8443,1.3858,1.0761,1.7517,3.3825,1 
0.5455,0.1009,2.2593,2.1882,2.4854,0.6433,1 
-0.1596,-1.25,0.8168,0.4464,1.6025,0.4467,1 
-0.7129,0.1937,1.5882,1.1752,2.4665,2.3082,1 
-0.2033,0.5301,1.4292,1.9169,2.6615,1.86,1 
-0.3979,-0.3211,1.1522,0.8531,3.5191,1.6519,1 
-1.5645,-0.0552,1.2046,3.1358,1.5172,1.6364,1 
-1.3464,-1.1129,1.1812,3.3444,1.4957,0.7882,1 
1.3328,0.5363,2.4159,1.7771,3.0623,1.7357,1 
-0.0217,0.5407,2.7239,3.2334,2.4686,3.9793,1 
0.2711,-1.4948,1.929,1.1883,2.9546,2.2594,1 
1.39,0.2153,1.0877,2.0999,2.8077,0.7746,1 
-0.0252,-0.8246,0.4855,1.4585,0.6535,3.349,1 
1.0567,-0.6348,2.0244,1.7006,3.8497,2.09,1 
0.3048,-1.8029,2.0136,3.2185,0.7913,2.6656,1 
0.6821,-1.2417,2.5027,0.6736,2.1191,1.5373,1 
-0.9442,0.2086,1.3774,2.4904,2.5918,-1.3632,1 
1.1837,0.2496,1.9124,2.4044,3.4687,3.1174,1 
2.2799,-1.6822,0.994,4.2863,1.1797,2.6963,1 
-1.8831,0.8552,2.7252,1.7057,2.3592,1.1525,1 
0.582,0.2925,0.2016,0.0514,0.4943,2.1502,1 
0.6567,-1.2348,4.0452,3.7879,3.9095,0.9127,1 
0.7994,-1.1621,2.3023,1.8643,2.9432,1.9742,1 
1.3709,-1.3233,2.0218,0.8329,1.4247,0.328,1 
-0.149,0.6559,2.3184,1.7886,2.4468,2.3322,1 
-1.4207,0.2345,1.4685,1.736,2.4789,2.9212,1 
-0.4313,0.0406,1.7693,2.7851,2.4371,3.474,1 
-0.039,0.2676,0.2528,3.6923,2.8405,2.4228,1 
0.0577,1.081,3.1137,3.7067,2.433,3.3829,1 
-0.8154,-1.1857,1.4541,2.6101,1.2696,0.2355,1 
-1.3455,-1.6039,2.6836,3.759,3.6325,1.5072,1 
-0.8263,0.734,0.1596,1.214,1.8333,1.1744,1 
-1.5368,1.7262,2.7908,2.7732,4.1884,2.1351,1 
0.4811,-0.6798,1.269,-0.1201,2.2568,2.1303,1 
-1.3453,-0.7208,1.047,1.1961,2.5374,2.4346,1 
-1.5845,-0.9251,1.5472,2.5243,2.1985,1.9393,1 
-1.5899,-2.0749,-0.277,1.0482,4.726,0.9618,1 
-0.1887,-0.135,1.4725,1.4426,3.234,4.372,1 
0.8051,1.3217,0.7572,1.1348,1.6624,2.1764,1 
-0.7866,0.1489,1.0529,2.8107,2.1992,0.7333,1 
0.2365,0.4955,1.1057,1.6661,2.973,1.7535,1 
1.2627,-1.5735,2.6952,1.2854,1.9175,3.0296,1 
-1.037,1.1785,3.8597,4.2711,1.8803,0.6638,1 
0.1645,0.5856,1.2141,-0.0508,2.9422,1.8548,1 
0.8684,0.9866,3.6082,2.2558,-0.3249,2.6687,1 
-0.2116,-0.3403,1.3119,2.2742,1.8299,1.7274,1 
-1.0658,0.2598,2.8328,0.2069,2.5471,1.5675,1 
-1.1439,-0.334,1.2488,2.2941,1.8724,0.0995,1 
-0.1782,-0.6095,1.4699,3.0514,1.7691,0.7976,1 
-0.8188,1.2976,2.747,2.9288,2.5644,0.2073,1 
-0.5311,0.453,2.5742,0.168,1.782,2.069,1 
-1.0403,-1.0318,1.7331,1.7867,0.672,2.4483,1 
0.7677,-1.3219,1.8897,1.7945,1.119,1.4134,1 
-1.2944,-1.1261,2.9399,2.0372,1.8144,2.9778,1 
-0.452,-0.1158,1.4566,3.0894,3.4182,1.5124,1 
0.6815,-0.4161,1.6152,2.1162,0.89,0.9471,1 
-0.041,0.0558,1.1091,1.2481,0.4598,2.098,1 
1.0791,-0.4601,2.1256,3.476,2.0966,-0.0626,1 
-0.3732,0.5451,0.6659,2.0888,2.7384,3.285,1 
-1.5525,-0.6617,2.1101,2.9629,2.8323,1.0702,1 
-0.725,-0.2535,2.9508,1.7484,0.1993,1.6031,1 
0.3925,-0.5327,1.8562,2.0534,3.7777,2.4574,1 
0.0298,-2.4786,2.486,1.2457,2.484,2.2943,1 
-1.5524,-1.3715,1.7751,3.2678,2.5369,1.1637,1 
-0.8962,-1.7282,0.8625,2.4209,3.0258,2.3795,1 
1.0118,-1.3366,2.9939,2.4749,2.2759,0.996,1 
0.5644,-0.4676,2.6005,3.3353,1.174,2.5242,1 
0.6887,1.4705,2.9585,2.0531,2.9003,2.428,1 
0.8397,-0.0566,1.219,2.3213,2.9013,1.7311,1 
0.5074,1.0203,0.5164,2.991,2.3938,1.3942,1 
-0.0266,-1.9412,1.9392,2.5965,1.1999,1.4276,1 
0.2026,-1.4242,1.2473,2.2726,2.8169,0.5891,1 
-0.5444,-0.579,2.9668,0.4518,2.5858,0.6943,1 
0.5972,0.3632,1.9225,2.0601,1.303,3.0918,1 
1.831,0.0256,-0.0513,1.5166,1.6362,1.3717,1 
-0.259,-0.5852,1.0703,2.241,3.0904,4.2935,1 
0.0061,0.5921,1.08,2.1118,3.5035,0.7736,1 
-0.4117,0.1604,1.0515,2.0595,2.2093,0.0475,1 
