Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Class
1.5014,12.2722,2.0956,2.358,2.3668,1.1912,1 
2.2402,10.2544,1.1124,3.2522,0.7559,2.9968,1 
2.5508,9.3824,2.1185,2.4221,2.6347,1.0944,1 
1.4878,9.1654,1.2112,0.5038,1.5562,4.2157,1 
3.3869,11.0314,3.8095,2.3675,1.5223,1.9137,1 
2.5618,11.6921,2.4972,2.6075,2.9493,2.719,1 
1.5039,9.2009,1.9011,3.0806,3.0549,2.7287,1 
0.9899,10.9956,3.1657,2.5175,1.2651,2.832,1 
2.5652,9.464,2.6243,2.136,2.0059,1.6543,1 
3.3544,8.2725,1.7072,-0.1834,2.336,2.8657,1 
2.2456,11.0293,1.4989,0.7414,1.1311,3.2232,1 
5.0372,8.9615,0.7985,0.9529,2.9161,3.5961,1 
1.3402,8.7604,0.715,1.7642,1.4287,1.1649,1 
2.4902,11.4261,2.2137,2.4627,3.5976,2.453,1 
0.5199,10.1936,0.9478,2.838,2.2184,1.9564,1 
1.8199,10.9203,1.335,0.0278,1.558,2.379,1 
2.0323,10.3957,2.7451,4.0379,0.0244,2.4577,1 
1.6133,10.3501,2.1396,2.3309,1.3804,1.8195,1 
2.6427,10.2607,0.5885,3.2342,2.6549,2.2834,1 
2.2096,9.2612,4.8117,3.7583,2.5098,3.1705,1 
1.447,11.4146,2.6226,0.8258,0.944,2.483,1 
2.8945,8.3476,4.1521,1.327,1.8601,2.6061,1 
2.4625,10.6735,3.2863,2.2047,2.3051,2.1025,1 
1.6266,9.1437,3.6362,-0.303,0.7838,2.2392,1 
1.6716,9.5496,4.2361,2.7879,1.9268,3.623,1 
0.373,9.148,0.6542,0.8693,3.6842,2.9095,1 
0.9987,9.0816,2.5535,1.2927,2.7176,2.0748,1 
2.6849,10.5786,2.3801,1.0005,1.6088,0.0333,1 
1.9031,11.163,3.6064,0.5002,1.6907,1.6561,1 
1.0014,11.1286,1.7856,2.1513,1.5199,1.0812,1 
1.3109,8.3091,0.9349,2.2158,1.7793,2.5471,1 
0.6932,11.7159,2.7587,2.3173,1.2932,1.3917,1 
1.1924,9.5264,2.3102,2.6643,2.6119,3.6545,1 
2.2281,10.2856,1.671,2.0074,-0.2023,1.7859,1 
2.8915,10.922,2.2703,2.2682,0.9614,1.5475,1 
3.5888,10.6102,1.9897,0.8915,1.6012,1.6454,1 
1.0511,11.6296,3.1311,1.357,3.7589,2.5462,1 
1.4452,11.8148,1.286,1.3493,1.7652,3.3412,1 
2.9812,10.4097,2.183,2.5193,4.1574,1.5177,1 
3.3051,8.8806,1.2782,2.415,1.219,3.876,1 
2.0098,8.618,3.0829,0.3029,1.7918,3.183,1 
3.3179,11.21,1.9736,2.9078,1.5729,2.5213,1 
3.8369,10.1938,2.4043,3.3625,3.4133,0.7732,1 
4.0841,10.2786,1.9587,1.6032,0.5667,3.068,1 
2.2303,9.3784,1.2121,1.7742,-0.1835,1.5131,1 
2.7496,9.273,2.5912,2.2566,2.0418,2.6352,1 
0.5254,10.1954,3.3076,2.6015,2.7238,1.2599,1 
1.8665,8.8441,3.049,2.8691,2.4554,1.4911,1 
2.8857,9.9459,3.9076,2.8295,2.693,2.114,1 
1.7896,9.9877,1.6793,2.5599,2.3832,1.9116,1 
0.5243,10.5759,2.0511,2.9282,0.9634,3.1873,1 
1.6502,9.3873,0.7444,-0.0673,0.9006,1.3824,1 
4.4415,9.9815,0.7861,2.7071,2.8953,1.2417,1 
1.5571,8.759,2.8561,3.305,0.8955,2.9148,1 
1.7506,11.1512,3.075,1.0528,2.1769,1.2029,1 
-0.2756,11.1618,1.582,2.0139,1.9338,2.1107,1 
3.0524,9.6092,2.1144,1.9508,1.2489,3.6304,1 
2.3948,8.4433,2.1167,2.4697,2.669,4.2529,1 
2.5275,9.8182,2.699,0.7343,1.0037,2.9314,1 
2.7169,9.0717,1.3083,2.0511,1.9154,2.6805,1 
2.1677,9.2817,1.4085,2.6852,2.0714,1.0626,1 
0.213,10.5848,1.029,3.4969,2.1649,2.2535,1 
0.1212,9.4982,1.9588,1.9282,1.0337,2.4379,1 
1.5701,9.0469,1.8407,0.9954,0.7777,2.7822,1 
2.8122,10.1282,2.832,-0.1381,0.9684,3.873,1 
1.3542,9.4666,1.4913,2.3584,2.4635,2.1547,1 
4.0058,10.1231,0.4689,3.0061,2.6863,0.4584,1 
1.5093,9.4158,3.3266,1.6566,2.5473,3.9588,1 
2.3769,10.4233,3.3783,0.6438,2.9914,2.8059,1 
-0.3411,10.4078,0.5881,2.3371,2.2746,2.8546,1 
0.8039,9.6861,4.255,2.2124,2.1745,1.8851,1 
0.0819,11.5947,0.4032,2.9711,2.2487,0.1307,1 
1.7233,11.0687,1.4411,5.1763,0.8924,1.7598,1 
2.8586,10.1325,0.8646,0.8477,1.3158,2.5193,1 
1.7838,7.8318,1.2595,1.5822,2.3188,0.0507,1 
0.7421,9.3615,1.4193,1.9891,2.5428,1.6039,1 
1.2026,10.2176,1.2383,0.6925,2.0414,2.2939,1 
1.7779,9.1141,1.8425,2.6383,2.5713,2.4775,1 
-0.3746,9.0092,1.3227,3.9644,2.9852,2.0172,1 
-0.3484,10.8178,2.616,3.9226,0.3883,2.9571,1 
2.9543,10.7648,2.9023,1.8728,1.9269,1.5591,1 
1.1134,10.264,3.585,1.5393,3.0974,1.8719,1 
1.6135,9.6172,2.6799,1.7045,1.4938,0.7775,1 
2.4411,11.3696,2.042,2.3541,2.5572,3.5973,1 
2.2227,9.4445,-0.4997,1.3829,1.2843,0.195,1 
2.3975,9.741,2.2636,1.8787,2.0272,2.216,1 
2.2087,12.0006,2.2656,3.563,3.2288,4.1263,1 
1.0853,7.9786,3.0868,1.6626,3.7815,1.6883,1 
3.8905,9.1655,3.77,2.0872,2.7429,2.2971,1 
0.6062,11.5432,3.7248,2.162,-0.256,1.5021,1 
2.8006,8.823,0.9334,2.9135,1.8791,4.2542,1 
1.7724,8.4446,0.2493,0.7242,1.4764,2.2954,1 
0.551,8.6964,0.4846,1.2179,2.3021,2.409,1 
3.3731,8.3019,0.1373,2.3606,2.7538,0.9412,1 
2.5695,8.9225,2.1226,0.9027,1.264,2.5148,1 
1.1714,9.6771,1.8673,1.7584,2.0308,0.839,1 
4.8045,10.6171,2.2914,1.653,2.7106,1.0584,1 
3.3201,9.8928,2.3364,2.276,0.7923,3.1572,1 
0.6866,9.4208,3.3892,-0.1797,0.952,2.2817,1 
0.8854,11.1252,3.1995,3.7969,3.0185,3.7337,1 
3.135,9.5112,1.9457,1.3436,2.7547,3.6525,1 
1.2609,10.8234,2.0706,1.2918,1.8847,2.5278,1 
1.7403,11.3255,2.6694,1.452,2.6397,1.6229,1 
1.5827,11.4331,1.0189,2.3722,3.2838,2.8328,1 
1.8556,9.7367,2.2869,3.5823,0.7134,1.3946,1 
2.154,9.6879,1.7145,0.3309,3.6563,0.5879,1 
1.9548,9.5043,2.4642,1.2706,1.2313,1.8933,1 
1.9307,10.4524,1.426,1.9094,4.2145,1.261,1 
4.5393,10.714,1.9728,1.768,2.2435,0.4549,1 
1.7688,9.8035,2.4109,2.7596,-0.5638,2.4803,1 
2.5909,10.8306,0.4777,0.8961,0.8138,1.122,1 
2.3746,8.6483,2.2956,0.0536,2.0148,2.5369,1 
1.6641,10.7711,1.8721,0.7546,0.5714,2.3001,1 
1.1914,10.3184,2.2152,0.4209,0.484,2.6836,1 
2.8202,10.2682,1.3357,2.1505,2.6598,1.8708,1 
2.947,10.1708,2.5809,0.1736,-0.8733,1.5786,1 
2.6945,9.2314,2.006,2.3842,0.0168,1.832,1 
4.105,8.6624,2.0483,1.6957,1.0807,1.4542,1 
2.492,9.9763,2.6277,0.8088,3.2458,3.3236,1 
0.9035,7.9737,3.3331,4.4714,1.2326,2.4636,1 
0.7488,9.7773,4.0212,0.4938,0.7932,1.7057,1 
3.2213,10.1654,2.4566,1.2509,2.0927,1.6608,1 
3.2571,9.8621,0.8989,3.2085,1.1585,0.9958,1 
2.6087,10.0212,1.4355,1.6286,2.8977,3.2422,1 
2.2469,10.9586,2.2198,1.612,2.6233,1.1727,1 
2.0831,11.2175,1.5306,1.8421,0.7093,1.797,1 
3.0017,9.3954,3.8932,2.6949,3.7411,2.39,1 
2.1325,8.7784,3.005,1.2998,2.0254,1.6384,1 
1.9078,9.6309,-0.3762,0.3226,1.1529,2.4542,1 
4.1785,8.0006,1.7231,1.9792,1.6868,2.7366,1 
1.2815,10.1056,-0.0452,1.8885,0.3512,3.4263,1 
2.94,10.8414,1.9234,0.4011,3.0874,1.2582,1 
2.3946,10.2312,1.6074,2.1923,1.9975,2.8497,1 
1.4076,11.3896,1.5479,0.8391,1.0269,2.6081,1 
2.6535,9.6121,2.5892,0.8079,0.8487,1.2251,1 
2.1664,8.3173,1.5473,2.1615,3.1404,1.3802,1 
0.5963,10.2449,1.627,1.4104,3.3278,3.0729,1 
2.0402,10.3195,0.9768,1.231,2.1868,0.6227,1 
1.0631,9.7876,2.9258,1.2266,2.56,0.7087,1 
2.6146,11.4863,1.3987,3.0348,3.5578,1.6654,1 
1.4962,9.9017,1.871,3.3116,3.1432,2.4341,1 
2.5779,11.7364,0.9924,3.7284,2.0362,2.2868,1 
2.3849,11.2045,1.3507,2.9372,1.7172,2.633,1 
1.5503,9.2772,2.3036,3.539,1.2596,1.2409,1 
3.4391,8.4897,1.0955,2.3873,1.7293,1.9285,1 
2.4742,8.5434,2.4807,2.1007,2.0964,2.4684,1 
1.0594,10.937,1.6073,1.659,1.5055,3.2196,1 
2.3781,9.407,0.9447,1.0135,2.8861,1.5046,1 
1.8409,10.8163,2.4365,2.9887,1.3891,4.1655,1 
1.7942,9.4308,1.2396,2.2648,1.3974,1.6468,1 
2.0829,8.2439,0.6828,0.4353,2.62,2.368,1 
1.4496,11.0786,0.7511,2.1484,2.2359,2.9318,1 
3.3393,11.2413,1.9095,2.6957,0.717,4.4929,1 
1.1621,8.8168,2.4828,1.9879,0.9082,1.7945,1 
2.355,10.5239,1.693,2.1179,1.4909,1.3527,1 
3.0559,8.4657,3.4626,1.4507,-0.1497,0.485,1 
2.73,10.3489,3.5138,1.8243,1.9216,1.7204,1 
1.3141,8.3418,2.1156,0.8444,1.7415,1.1193,1 
-0.2086,9.844,1.8793,1.3868,2.7251,1.929,1 
2.3255,10.546,2.63,3.5127,2.634,1.6334,1 
1.5792,10.4811,0.9412,1.2338,0.9085,4.1233,1 
1.0657,10.4846,1.4875,2.49,1.385,1.436,1 
1.7174,12.3374,0.6968,1.795,1.9759,2.2799,1 
3.028,10.9431,2.1157,1.7374,2.013,0.9014,1 
3.5927,9.7602,1.1764,2.3847,3.5577,0.9807,1 
2.1993,10.5739,3.3062,3.2783,1.8182,2.3223,1 
1.7862,11.3573,2.8688,3.1825,1.5447,0.8455,1 
2.5805,9.1809,3.0978,2.0852,1.9571,1.0253,1 
2.256,9.6836,0.9692,0.7908,2.3089,1.3575,1 
3.1738,11.4935,1.3552,-0.0381,2.2575,1.5008,1 
0.8796,10.0466,1.7946,3.124,2.2453,2.3221,1 
1.5748,9.0846,1.9776,2.6776,1.1543,2.8687,1 
1.1633,9.4309,1.8511,2.0493,4.559,0.8512,1 
-0.1598,9.7625,3.2131,1.7881,0.2772,1.8232,1 
1.3249,12.5103,1.6212,2.9713,0.9944,1.8373,1 
1.4509,9.9205,2.7884,1.3893,1.1565,3.2361,1 
1.901,8.6153,1.5028,2.0373,0.7352,2.0842,1 
2.816,8.4068,0.8852,1.5843,1.2563,2.1523,1 
2.7763,9.0561,2.7453,2.9277,0.9164,3.6665,1 
2.5921,8.9893,-0.4735,2.5677,1.1778,2.0563,1 
2.178,10.5995,2.4478,2.4756,2.7916,3.2127,1 
1.0168,9.9499,2.5764,2.35,1.7038,3.0523,1 
1.3203,12.5793,1.7599,2.1481,1.178,2.5991,1 
1.6581,9.7364,2.113,0.9436,4.1816,1.5184,1 
2.8454,10.4843,1.5455,2.6965,1.0993,1.5629,1 
1.4238,10.2573,1.8796,3.862,2.6317,-0.0214,1 
0.6704,10.1728,1.5568,2.307,2.3114,3.046,1 
1.7379,10.0301,2.5804,1.066,1.9633,4.6458,1 
2.371,11.4054,2.218,1.2708,2.7276,2.895,1 
2.4307,10.3393,2.6959,2.1386,2.7808,2.4286,1 
2.4821,9.1027,2.9693,0.6227,2.083,1.5042,1 
2.7873,10.4096,0.5749,2.546,1.6451,1.4151,1 
2.9244,10.6085,3.6535,2.4779,0.6941,2.4892,1 
1.5921,8.2151,1.8665,0.5457,0.9342,0.6217,1 
-0.2579,9.295,0.0022,0.9539,0.5631,2.1755,1 
3.0278,9.8604,1.5351,2.3698,2.4573,4.8808,1 
2.7267,10.0309,0.1651,2.8939,1.2325,1.6566,1 
3.1463,10.8779,2.3422,1.5672,1.9691,2.8022,1 
1.7374,8.7744,0.9944,-0.6067,1.1604,2.1751,1 
2.3977,11.4996,2.4081,2.7035,1.9025,2.3518,1 
2.5109,10.2545,2.4894,2.4257,3.4775,2.657,1 
2.8863,10.2812,1.8131,3.0436,-0.0728,3.5735,1 
2.0419,10.388,2.3798,0.7713,3.0913,1.7463,1 
3.2816,7.7868,3.594,2.1953,2.9282,0.3533,1 
3.064,9.8536,3.5707,1.3204,1.2894,1.7977,1 
1.4569,8.496,1.6536,3.2894,2.0682,2.3619,1 
0.841,11.1527,1.143,1.5727,2.2081,2.9967,1 
0.6161,10.7411,3.3258,2.1398,1.3449,2.4673,1 
1.1413,9.9368,1.6751,1.2959,0.5453,-0.2424,1 
0.7653,10.652,0.4155,3.1211,3.1205,2.0467,1 
0.6653,10.3667,3.4319,2.7165,4.0468,1.8667,1 
1.7011,8.6669,2.7276,2.4896,3.8529,2.4968,1 
2.5532,9.0384,1.3305,0.4181,1.862,3.0787,1 
2.6636,9.0414,0.6912,3.5882,2.0641,2.3208,1 
-0.4023,8.1778,2.4339,4.2913,0.2146,2.8563,1 
2.5356,9.5482,1.1009,2.5807,2.0522,4.1572,1 
-0.4648,9.3307,1.9399,1.2699,2.7697,1.162,1 
2.9635,9.9546,2.5735,2.6238,2.7134,1.1806,1 
3.6849,11.9084,2.6312,3.17,2.1144,1.5731,1 
3.1193,11.831,2.332,1.1602,2.715,1.642,1 
2.392,11.3048,2.895,1.5474,0.8866,2.0344,1 
2.7601,8.8899,1.9407,2.0953,1.1202,3.2503,1 
1.4032,8.0526,-0.0733,2.0799,1.3202,0.7198,1 
3.489,8.9806,2.4567,0.7992,0.1801,2.1042,1 
2.2455,9.0993,2.1992,1.55,3.5444,2.4254,1 
1.7301,10.0655,2.772,2.0233,1.7123,0.6983,1 
3.4092,9.3713,0.526,1.1939,3.1359,2.6688,1 
3.0145,9.8663,3.3932,1.332,2.6434,1.3076,1 
-0.829,10.2031,3.784,1.4318,0.8139,1.3435,1 
1.423,10.1015,0.8455,3.3421,1.0288,2.8073,1 
3.4605,9.5067,3.3723,0.2461,4.336,1.549,1 
1.893,10.2618,2.382,0.7981,1.7116,2.9676,1 
1.9189,10.0929,3.0999,1.9909,1.088,2.8083,1 
4.4802,10.0202,0.7853,2.8519,-0.0227,2.6523,1 
1.0769,9.8828,2.9798,2.2804,-0.2529,2.7355,1 
1.852,11.3571,2.5403,2.6019,0.6007,1.4135,1 
2.4623,9.4631,1.3163,2.0477,0.5013,0.7407,1 
2.298,11.2306,1.5029,1.3414,-0.0294,2.6964,1 
2.38,10.201,2.2044,3.8085,0.5891,0.9181,1 
2.1519,9.9872,1.4482,1.9675,4.4252,2.3772,1 
2.4816,10.5584,3.3954,0.9177,2.9952,1.0359,1 
2.6583,11.2952,1.7448,0.8136,0.4411,2.0139,1 
1.32,11.0659,2.4181,1.4352,1.1724,1.9534,1 
2.0561,9.0961,2.5193,1.3737,2.7917,1.0925,1 
