Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Class
0.4946,-0.3602,0.8805,3.2056,1.9041,4.743,2.6121,4.2437,1.9065,2.106,0.261,1.6152,1.2117,1 
-1.4118,0.6032,2.688,3.1283,1.2278,1.73,1.7128,2.8363,1.3693,2.5839,3.9356,1.4844,1.6558,1 
-0.3867,0.305,2.5975,1.0382,1.9975,-0.3644,3.317,1.9056,2.308,1.6682,1.9229,3.3483,1.8836,1 
-0.9064,-0.3652,-0.1819,1.7173,2.3995,2.0406,1.2651,1.9635,2.4462,1.5157,1.5099,2.0274,4.0434,1 
-1.3363,1.4326,1.3104,1.2961,1.7067,0.9635,2.6235,2.9001,1.6424,1.9222,1.1524,3.4495,1.7493,1 
1.0568,0.3752,1.9362,2.6442,0.5158,2.255,4.0421,2.1148,2.5684,2.6303,2.9385,1.6971,2.2398,1 
-0.6749,0.3016,2.2623,0.5717,1.7691,1.4412,1.128,2.2556,1.8488,2.1544,1.3532,1.9405,1.868,1 
1.1513,1.3523,0.7623,2.9392,1.9674,1.9978,0.7265,1.775,0.124,0.5864,0.7535,2.978,2.6583,1 
0.292,0.8808,2.7298,1.5709,2.3057,3.2989,1.194,1.8651,2.4771,1.823,3.2715,2.9969,2.0546,1 
0.3815,1.4657,-0.9743,1.7236,2.0267,3.4494,2.535,1.0591,3.088,3.4982,1.7044,1.7704,1.3368,1 
0.6637,-1.3657,4.1288,1.1204,2.5208,2.1156,1.9943,1.1695,2.3608,2.2029,3.5081,1.6061,2.6671,1 
-1.3829,1.1866,2.8362,1.5627,1.9523,2.8525,2.1662,1.3777,1.9885,3.624,2.8452,0.8532,1.4866,1 
0.8024,0.967,1.5184,2.2617,2.1577,3.5095,2.15,2.9058,1.5309,2.7075,2.2697,2.1185,1.5545,1 
-0.5005,-0.6071,2.127,2.6967,3.7928,1.0136,2.0452,2.293,0.9953,2.8276,2.155,3.1009,1.9521,1 
0.898,-0.1419,1.385,1.8845,3.5834,3.4161,1.9068,1.262,2.2137,2.2905,2.4933,2.782,2.3388,1 
-0.8224,-1.556,1.6486,1.7225,3.2988,1.4629,1.6169,1.3232,1.0848,2.6495,3.4913,2.3444,3.3111,1 
0.0858,-1.0434,2.3439,2.5877,3.4132,2.5338,0.9491,2.7402,1.1996,2.153,1.3029,2.4482,1.8236,1 
0.4237,0.6865,1.8693,0.9996,0.0836,0.6501,2.4049,1.5083,1.3886,4.7052,0.6807,1.2814,1.7017,1 
0.7282,-0.9609,1.7765,1.9717,2.7569,2.5788,0.2342,1.0056,1.111,2.0945,2.6771,1.1663,0.262,1 
1.0116,0.8125,1.7227,1.4882,0.2826,2.821,1.6751,1.9696,1.3534,1.9277,2.0088,1.3402,1.6754,1 
1.4549,-0.7841,2.7005,3.2361,2.6315,1.2347,-0.1148,1.6335,2.8328,2.8915,2.5121,2.7275,1.0101,1 
-1.3106,-0.4216,2.5817,4.0161,2.0437,1.6922,3.0722,2.147,2.294,2.4335,2.0791,2.1705,3.8259,1 
0.0584,1.0474,2.9887,2.8652,0.5378,1.6902,1.9979,1.0073,0.6439,2.0565,3.8567,2.1551,1.5638,1 
-0.2706,-0.4117,2.675,1.5386,2.7544,0.8411,1.5341,1.2255,1.0204,1.4033,0.0207,0.869,2.5652,1 
-0.6102,0.3144,2.4242,0.9685,2.1065,2.1848,1.183,1.8039,2.1185,2.5464,0.4803,1.0002,0.7114,1 
-1.6212,2.7137,0.9718,-0.6256,2.0583,3.1171,1.8449,1.6274,1.9568,1.8416,1.1908,2.3224,4.1522,1 
-0.1928,-0.1744,1.7995,1.6835,2.5828,2.4232,0.6958,3.6614,2.363,1.4739,1.8808,2.3326,2.8208,1 
-1.7269,-0.698,1.0237,3.8137,2.4459,3.5395,2.7477,2.5054,1.9562,2.6166,0.9823,2.6667,2.9278,1 
-0.0789,-1.2937,2.7927,1.4691,1.6991,0.6813,2.3891,2.1968,2.1788,1.0742,3.4354,2.0385,2.5238,1 
2.2286,-0.649,2.0032,1.6049,2.6713,2.8048,1.6085,2.8399,3.7807,2.4739,3.5773,4.0407,0.0695,1 
-1.0931,-0.7681,2.5844,1.7912,2.1669,2.0926,2.8634,3.1275,3.6713,1.6071,2.0006,1.6506,-0.2451,1 
0.1912,-0.6174,3.0426,2.0172,3.2979,2.7333,1.7621,2.3741,2.4955,2.4329,2.0064,4.0324,2.3458,1 
0.288,0.2687,1.889,1.4862,0.4592,1.8525,2.0406,2.7477,1.1793,2.0207,2.4872,3.4028,2.2168,1 
1.7368,-0.618,2.7299,1.8339,0.2557,2.2758,2.6148,1.5562,3.8792,1.6931,2.7351,3.1697,2.3957,1 
0.4476,-0.8558,1.1939,3.3794,2.1302,1.5307,0.6093,3.2787,2.8765,1.5386,1.6345,0.8188,0.8828,1 
1.895,0.3899,1.8512,3.8308,2.1333,1.6763,2.2211,1.0223,1.8683,2.9484,1.4386,3.6642,1.7901,1 
-1.4133,-0.382,1.5322,1.7269,2.0839,1.1129,0.6887,-0.3164,1.2765,2.8506,0.4536,2.1559,2.2862,1 
0.0978,0.9463,3.5147,2.0746,2.3721,1.5564,1.5361,2.4824,-0.1776,3.1886,1.8478,3.4207,1.27,1 
1.8289,-0.3583,2.3347,0.9333,1.6875,2.6417,4.6301,1.0568,0.9661,2.9517,0.9282,2.9934,1.911,1 
-0.456,0.3772,2.8871,1.2158,2.5185,0.9036,2.7177,2.722,1.6776,1.7955,3.4956,3.5154,1.2846,1 
1.2527,-0.9951,3.1992,2.8202,1.5163,2.053,2.6163,2.1638,0.7396,2.3853,1.8789,4.1797,3.8723,1 
-0.2231,-0.9553,2.0386,3.0227,2.4559,1.0711,1.6721,1.8929,1.1869,1.6615,1.6535,0.8731,1.2211,1 
0.5694,1.4011,3.8839,1.7795,1.7014,1.2353,2.9801,1.5049,1.0382,1.943,0.8335,1.74,3.4263,1 
0.5348,1.9228,1.773,1.9683,3.4587,0.4943,2.2656,3.0526,0.0489,2.447,0.993,3.8853,3.1076,1 
0.0697,0.059,2.3659,1.8053,2.2628,2.1307,1.9236,2.468,4.7243,3.1021,0.1131,0.8152,1.0895,1 
1.0358,0.4899,1.4457,2.0089,2.0912,5.3917,2.505,1.6703,1.1029,1.3579,2.2782,1.0641,3.994,1 
0.39,-0.6012,1.85,2.9428,2.7181,3.532,2.217,2.0605,-0.6202,2.9145,3.0321,2.6053,0.3888,1 
-0.8738,0.1356,1.8619,2.6607,1.3503,1.9795,2.4924,3.0257,2.1019,2.4972,2.791,2.7998,2.5457,1 
0.1611,-0.415,3.0244,0.9301,0.6127,3.4858,3.0104,0.4354,2.9674,1.0796,1.513,0.2866,1.8009,1 
0.975,-0.7422,2.7196,2.1546,1.0713,2.7021,1.7891,2.3583,2.2484,1.7099,1.5525,-0.7166,2.5311,1 
0.5552,-0.1768,2.7235,0.9344,2.8062,2.3262,1.3552,4.2591,2.2344,0.9771,2.1343,1.8956,0.7133,1 
-0.9097,1.3541,1.8522,1.514,3.0841,2.8572,-0.3143,1.2838,0.8836,1.8269,3.0522,3.3857,3.1949,1 
1.8316,-0.5674,2.5511,2.5806,0.7548,3.3934,3.1441,2.1741,3.0418,0.7457,1.4223,0.4311,3.0023,1 
1.369,0.3958,-0.5056,1.7931,2.7838,0.8362,0.1358,2.9067,0.8364,2.6751,1.8516,3.0613,2.5339,1 
1.689,0.347,1.6778,1.3572,0.7268,2.1694,0.8053,2.7639,2.0394,3.017,1.6337,0.9013,2.508,1 
1.2296,-0.9973,3.0736,1.4851,0.888,3.1017,2.4916,1.1852,2.4924,1.4257,0.9037,3.2301,-0.3687,1 
-2.6489,1.0789,3.1941,2.1961,2.5592,1.1145,1.8469,1.0636,0.8726,2.9305,2.3095,1.5465,2.4052,1 
1.3105,0.4172,2.2229,4.1085,-1.0762,1.2576,2.7684,0.7474,1.6812,2.7339,0.9738,0.5582,2.5793,1 
0.4442,-0.9942,3.2184,2.7125,2.1145,2.9581,2.1191,3.2571,2.3626,2.1931,1.8958,1.463,0.4338,1 
-0.2041,-0.0445,4.32,1.0468,2.1636,1.3486,3.1992,0.9909,3.2046,0.4166,3.1642,1.221,1.6384,1 
0.1302,0.6151,3.221,2.467,1.5226,1.8647,2.4766,0.2927,0.0457,3.4759,3.1784,2.8302,3.7664,1 
-0.5971,-1.0549,1.3018,2.0764,3.1959,0.833,2.587,0.1672,2.576,-0.0043,1.0883,2.867,1.303,1 
0.4142,-1.0025,1.8862,1.5229,3.7367,1.8773,1.3706,2.829,1.353,2.7478,1.9662,3.2162,3.598,1 
-1.2503,1.3242,3.073,1.5139,1.9969,1.1372,2.1776,0.7482,2.2839,1.653,2.2439,2.6739,1.8815,1 
1.2364,0.5204,2.062,1.1495,2.4647,2.7105,1.3276,1.0409,2.5267,0.9632,3.4343,1.528,0.2404,1 
0.6655,-0.0421,3.5856,0.2952,2.5103,1.6175,1.4663,-0.8904,0.9116,0.8063,2.9001,0.4516,2.3658,1 
-0.0225,0.3676,2.9739,3.4669,4.9116,2.9945,1.0489,2.386,2.3375,0.7376,1.3552,1.9501,1.7566,1 
-0.1088,-1.3969,0.832,4.0432,1.429,1.4446,2.1723,1.4694,1.4678,0.5932,3.2936,2.1474,2.5845,1 
0.4784,-2.0628,2.6547,1.6917,2.9712,4.8261,2.9525,0.9045,4.0317,1.3145,3.2334,1.6215,2.3451,1 
0.3845,0.5972,0.4262,-0.2811,3.3689,1.47,0.9984,0.7963,1.1714,1.3741,1.0908,2.7587,0.1115,1 
-0.1211,1.9124,1.918,1.876,2.3306,3.8918,0.7626,3.9402,2.4481,1.7764,2.7146,1.964,2.8793,1 
-1.3661,-1.5538,2.5308,2.3675,2.9838,0.8792,1.4012,0.0291,1.3258,2.433,2.4893,1.7791,1.9776,1 
0.8616,-0.8008,1.6312,2.3384,2.3114,1.2768,3.6069,2.0282,2.2364,1.6696,1.0154,3.6528,-0.2333,1 
-0.7894,-1.9434,1.6274,3.6759,1.2549,1.3571,1.7338,2.173,1.8256,2.7589,-0.1879,2.9148,3.5048,1 
-0.7958,0.4357,4.8853,4.0354,1.6749,2.856,0.8269,1.6943,1.8916,2.9483,0.3331,2.473,1.9515,1 
-0.6392,-0.5591,1.2465,2.3058,2.5135,1.3348,0.5491,1.7513,2.8532,0.7395,2.5263,2.3256,2.4691,1 
1.3783,2.212,1.7268,1.7165,2.3267,1.2413,3.0242,2.0931,2.9886,3.5253,1.3859,1.3511,0.2287,1 
-0.5778,-0.6328,0.6338,2.2519,2.7203,4.5729,1.1984,2.5925,3.294,2.8963,1.9376,2.2128,1.6436,1 
0.3853,-0.1415,3.9612,1.1265,2.8032,1.0307,1.8882,-0.033,0.0163,1.2179,2.3712,1.1948,2.3038,1 
-1.4569,-0.8916,1.1201,0.5536,0.0981,2.8842,3.4839,2.9219,2.2243,1.2334,2.7781,3.8933,0.7018,1 
-1.7175,-1.1124,1.7003,1.9256,1.7901,2.9789,2.5699,1.1203,1.6449,2.4557,-0.0332,2.5288,2.4591,1 
-0.3476,0.2188,0.6235,1.9347,3.2369,2.4655,1.9376,1.7625,1.7871,1.5336,2.1272,1.4169,3.3668,1 
0.9799,-1.4904,2.6763,2.0101,2.8281,2.8904,2.2675,1.2536,1.1403,0.3139,2.429,0.3564,3.4555,1 
-0.3949,3.083,3.0556,4.3722,4.026,3.4745,0.7322,2.2282,1.5561,2.9521,1.3009,1.6758,1.638,1 
-1.8614,0.6817,2.0457,0.7562,1.9861,2.7121,3.2473,0.5791,0.5376,0.4478,2.0606,4.1778,2.3738,1 
0.8639,0.0483,1.8595,0.09,1.5263,1.6439,1.5856,1.2188,1.8147,2.1441,2.9825,3.8995,3.8683,1 
-1.6526,-1.7114,0.2592,2.6925,2.5049,1.2041,2.6987,2.3772,2.0385,2.7684,0.4441,2.7352,3.1465,1 
0.2373,-0.1501,3.2185,3.7264,3.1131,-0.1551,2.6652,-0.3123,2.8096,1.7964,0.1967,2.4285,3.664,1 
-0.293,-0.3629,2.068,1.4551,3.0174,2.4303,2.8831,-0.3438,2.3041,0.7155,0.2166,2.2162,3.2308,1 
-1.6314,-0.1833,2.0123,1.6023,3.0841,2.7711,0.6918,2.8251,0.8794,3.1432,2.9687,2.4221,1.6547,1 
0.3162,0.5771,3.5111,3.9336,3.8975,-0.0875,1.5047,2.1899,2.6803,3.2179,3.6418,2.8033,2.0972,1 
-1.1875,-0.7077,1.4456,2.4396,3.2865,0.6424,1.5572,1.1604,1.0161,4.7159,2.3857,2.5085,2.0905,1 
-0.7276,0.4564,2.6309,1.026,3.3409,2.4201,2.2995,2.2483,2.308,3.8217,0.985,1.5212,1.9962,1 
-1.5596,-1.0233,3.7184,2.9257,2.0402,1.7203,1.2931,0.3236,2.2446,1.6634,2.3004,1.2891,2.5974,1 
1.5794,-1.5011,2.2858,1.5318,3.6578,1.8204,1.6338,2.1775,1.8973,4.1315,1.9976,2.8246,2.6456,1 
-0.7014,-1.1172,2.3138,0.9039,1.8675,0.7624,1.8594,1.6921,2.3349,2.0962,1.1691,0.6915,3.004,1 
1.0546,0.0885,0.4903,0.9423,2.2499,3.1561,3.0413,2.0251,1.7964,1.5499,2.2282,1.1216,2.7559,1 
0.8758,-0.1185,1.6607,2.8599,0.0597,0.951,1.7633,3.1989,2.8018,2.2098,2.4418,2.0339,1.399,1 
0.3353,-1.2881,2.5917,1.9517,2.4301,2.4694,1.9372,1.9579,1.9397,0.7189,2.1989,2.0717,1.3278,1 
1.7827,0.7962,2.07,1.5896,1.5263,1.1342,0.6771,2.763,4.1523,0.0723,1.1164,1.7365,3.3179,1 
0.0879,0.0985,2.1382,-0.4256,1.903,-0.6674,2.7726,2.7087,1.1971,2.3895,0.777,2.495,0.4738,1 
0.5528,1.1454,3.0039,1.4974,1.7948,1.8608,2.7552,2.535,3.7934,-0.1468,1.0499,2.6813,3.3282,1 
0.446,-1.844,3.7134,3.5707,0.3599,1.3481,1.2261,3.269,0.9883,3.0843,0.4329,1.7343,1.7947,1 
0.134,-0.1631,2.1326,1.3847,0.9844,3.5596,1.8876,3.4385,3.6965,1.3646,1.2982,1.0699,1.03,1 
-0.1547,-0.3155,1.4394,2.8666,1.8286,1.419,1.6701,-0.1243,0.2911,2.0914,0.8292,2.0007,3.4396,1 
-1.1725,1.2262,2.2194,1.41,1.3036,3.3874,2.6163,0.4214,1.4925,3.0133,4.0671,2.2486,1.4338,1 
0.8529,0.3156,1.8673,1.795,2.7749,3.0944,1.094,1.6501,0.6522,0.7116,2.7972,3.267,1.6864,1 
-0.9906,-0.612,1.9396,2.4448,2.4777,2.2115,2.2484,2.1873,3.2365,3.8528,1.7974,2.5881,3.343,1 
-0.8643,-0.254,2.109,0.8052,1.5228,1.2597,3.7068,3.0175,2.729,2.2676,1.9913,1.543,1.2503,1 
0.4089,0.8058,3.3104,1.259,1.7886,2.8008,3.3106,1.9259,3.1182,2.4131,2.6907,1.9929,1.1112,1 
-1.5919,-0.2476,0.6163,4.2354,1.2628,2.6625,1.3564,1.8556,4.132,3.2314,1.0256,1.9891,3.84,1 
-0.6651,1.1922,0.8706,2.7172,1.9601,2.0638,3.1847,3.0092,3.9765,0.3955,2.9857,1.1662,3.0226,1 
0.1992,-0.4906,1.9826,1.7161,2.6331,2.0016,3.1275,2.3787,2.8588,1.8054,1.4905,0.7771,0.5497,1 
-1.0567,-1.4613,1.7309,1.0957,1.3637,1.6609,3.7404,2.8944,2.0913,3.0431,3.478,3.9505,0.3228,1 
-1.7094,0.8661,3.4505,3.3023,2.3224,0.7531,2.7478,2.8689,1.6137,-0.8536,2.3711,3.0124,1.2062,1 
1.4844,-0.438,1.9776,2.4397,1.9421,3.0991,0.2424,0.3562,2.4592,3.0945,2.1363,2.1593,1.0242,1 
-0.2096,-0.8473,3.0325,0.4331,0.831,1.7913,1.3988,1.469,1.8826,1.8668,2.3504,1.1841,1.6159,1 
-0.8545,0.2322,2.2789,0.9954,3.9342,0.4636,2.8992,1.6615,0.4745,3.7786,2.1419,4.0102,1.1075,1 
-1.1738,-0.3627,2.0712,2.0577,-0.6773,3.1699,1.1427,2.5399,2.163,2.7078,1.2035,1.8359,1.8176,1 
-0.1006,0.2667,-0.065,2.5296,2.1477,1.7309,1.8335,2.8258,2.1756,3.0154,0.2464,2.3373,2.3791,1 
0.7205,-0.9305,2.669,0.6679,1.9459,1.8963,0.4922,2.1415,3.5427,2.6472,1.4539,1.2951,2.1195,1 
-0.8895,-1.7639,2.9588,1.0231,1.0156,1.8649,2.1934,1.8614,1.2865,2.2965,2.3428,-0.0534,2.326,1 
-0.0944,-0.771,2.5586,3.1523,1.2864,2.5781,0.5195,2.5986,2.393,1.9124,2.9212,1.8393,2.169,1 
-1.3205,-0.782,4.3399,2.3998,1.7815,1.7263,4.1291,0.5817,1.0559,2.5861,2.9531,1.7912,4.086,1 
0.1765,1.6548,0.9078,3.0817,0.924,3.6703,2.4215,3.1897,1.3403,2.194,0.9526,2.9617,3.4731,1 
0.5091,-0.1454,2.2791,3.0409,1.8941,1.4276,3.4014,3.02,0.3666,1.2544,2.0474,3.1399,1.6609,1 
1.1436,1.4161,2.5604,0.9292,0.2531,1.7674,1.8309,1.5116,1.1182,2.9515,3.2112,2.3841,0.5576,1 
1.7108,-0.014,1.6223,1.3891,2.2253,2.4496,1.6841,2.4117,2.4438,0.4815,3.6366,0.7216,2.6832,1 
-0.5191,0.856,2.7087,3.8335,1.0821,0.6109,1.5281,1.1238,0.714,-0.2071,2.5807,4.1767,2.7899,1 
0.71,-0.9975,2.8344,0.0047,2.3042,3.2085,2.6345,0.9594,2.3476,2.3908,1.2061,0.7653,1.7858,1 
0.2336,0.8479,1.8473,2.419,0.7058,1.5184,3.1004,1.9593,3.1653,3.2601,1.5492,2.8053,0.9616,1 
-0.0707,-1.3192,1.7963,1.7191,1.9252,3.6496,1.2301,0.832,1.4575,0.6934,2.8413,1.3739,2.5064,1 
0.0957,0.2622,2.1474,2.6609,1.0297,2.5793,2.6571,1.3829,1.1842,2.6822,3.0194,2.9323,3.0438,1 
1.0074,0.2652,1.4235,0.1291,4.4139,1.2948,2.8281,3.4526,1.2125,1.9417,3.2619,2.2191,0.5971,1 
1.3527,-0.4765,2.3218,0.1427,3.0664,1.7821,1.7888,1.6064,0.6207,1.5799,1.6979,2.3404,1.3563,1 
-0.9137,-0.2402,1.0775,4.5038,1.807,1.775,1.568,3.2386,1.2024,1.2963,2.0223,1.9711,2.0672,1 
-0.439,-0.0228,0.9943,1.7903,2.3749,3.2507,0.854,2.0036,2.5987,0.7496,2.862,3.2202,2.118,1 
-0.4397,1.005,1.8146,0.0222,2.7986,2.8236,1.7779,2.0838,1.7768,0.8912,2.4215,2.9559,0.8688,1 
1.812,0.6715,0.4225,0.2276,2.6925,1.9304,0.5274,1.7374,2.0204,2.8503,2.0122,2.6524,3.4084,1 
0.8566,-0.9051,2.6041,1.1587,4.0905,2.9649,1.9514,2.2668,3.1563,0.6582,3.6391,2.5431,0.8644,1 
0.7309,-0.1531,2.6664,3.4447,1.0566,2.0134,0.3298,0.6921,2.6605,1.6934,-0.8179,2.6882,1.3007,1 
-0.6569,0.9597,1.6571,0.6479,1.2955,2.0907,0.6769,1.6275,1.2814,2.6195,2.011,2.4814,3.3151,1 
-0.5291,-0.1162,2.4089,2.4769,1.4412,0.7564,1.7049,2.6187,2.7242,1.0785,0.1467,1.6531,1.6137,1 
0.794,0.3243,0.9694,2.2079,2.3967,3.2929,3.3792,1.5977,1.3404,1.5784,1.0264,2.6559,2.6098,1 
-0.343,-0.3527,2.0256,1.0255,3.4117,2.9365,1.129,2.1282,3.9731,0.9317,2.1948,2.6384,1.666,1 
0.4448,0.262,1.2478,0.4958,0.875,2.4377,2.3385,2.1861,2.6711,1.145,1.554,1.3136,2.7928,1 
0.4085,-0.3228,1.8824,2.0735,1.4434,2.1392,2.5678,3.7032,2.9162,0.7801,1.4318,0.9707,0.7695,1 
2.0352,0.1397,2.5796,2.6658,0.3689,1.6357,2.3938,0.4234,1.9927,2.2582,1.7067,0.3114,1.8887,1 
0.4042,-0.8169,1.3986,1.2051,1.8004,2.3813,2.3462,2.7184,1.0837,2.5558,3.4502,3.1155,2.4425,1 
-0.4018,-0.7017,2.1044,3.5366,0.9781,2.6418,2.5505,1.3608,0.2248,1.0232,4.0755,2.7285,3.6175,1 
0.0646,1.027,3.3637,2.8103,3.3424,2.2682,0.48,3.0983,3.1901,3.2898,2.4255,0.9633,2.5605,1 
-0.0651,0.4137,0.5596,0.7375,-0.0515,2.5575,3.6871,2.8546,1.3522,3.1343,2.1735,3.9967,2.0045,1 
2.39,0.6079,3.9061,2.011,3.2652,2.744,1.7273,1.4141,0.4572,1.8843,2.1703,0.6627,1.1664,1 
0.8691,1.5073,1.6407,2.7078,1.6496,2.7782,1.3697,2.1544,2.2514,2.5096,2.7449,0.999,2.0785,1 
0.7311,-0.3656,3.9089,4.0893,0.7522,2.8817,1.9663,1.6554,0.2374,1.2714,2.2344,2.9547,2.6362,1 
-0.2655,0.5989,1.7443,4.0914,2.9869,2.5364,2.7837,3.0291,2.8523,2.9987,1.6942,3.705,2.3158,1 
2.1227,-0.676,2.4197,1.6317,1.7511,2.0915,2.1111,2.2996,1.111,2.7683,1.5379,1.4241,0.8852,1 
0.4305,-0.6846,3.0055,3.262,1.8897,1.644,1.0181,1.763,2.1712,0.4211,4.0047,2.1305,3.9548,1 
0.4718,1.5941,0.9581,1.513,1.5577,0.9231,0.9251,2.2236,1.3798,2.3645,2.4614,2.1006,0.9037,1 
-0.6024,0.4655,0.8891,0.7092,1.2934,0.4692,2.7796,1.9971,3.4911,0.7419,2.4667,3.2116,0.6085,1 
-0.3226,1.4555,1.0951,3.6917,0.8012,1.8619,1.544,1.9834,3.8431,2.2109,1.9626,1.0457,2.6117,1 
1.1946,0.4157,0.3494,2.928,1.2056,2.5671,1.8087,4.5026,2.4813,1.3378,2.0394,0.5893,2.5632,1 
1.55,0.9393,0.3248,1.6663,2.6974,3.1411,0.6327,1.5228,1.035,2.8097,2.0111,1.6213,2.2537,1 
