Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Class
2.6138,10.941,1.3782,1.4149,3.6465,2.0049,1.6046,0.2783,2.5839,3.9711,2.2191,2.4787,2.6673,1 
2.2947,8.3997,2.0435,1.0946,0.3031,0.0888,3.7555,1.3916,1.6201,0.4676,2.7954,1.5575,1.6138,1 
2.6867,10.5788,1.3567,2.5518,1.4947,2.0662,1.578,3.8894,1.0274,3.1813,2.6635,3.2214,2.7729,1 
1.4019,10.9409,2.1344,4.7273,1.1298,1.5357,3.2742,0.4219,3.0435,1.2004,0.7155,2.6192,2.0224,1 
2.526,9.74,1.5347,1.3134,0.9096,0.1919,1.4133,1.4853,1.9865,2.1068,3.0827,0.2247,1.3031,1 
3.9154,9.3776,1.8651,2.1578,0.7801,1.2502,1.111,0.9852,1.3113,1.0908,3.222,1.1099,0.8575,1 
3.4447,9.2101,2.209,0.929,4.3978,2.1948,2.5586,2.7251,1.7126,2.8808,1.1815,2.5001,2.2912,1 
2.7109,11.0398,2.6554,1.7874,1.1799,3.0339,3.134,1.9974,0.9768,1.78,2.9893,0.6826,1.4136,1 
3.3939,9.3614,3.4776,3.6413,3.9633,0.8754,2.3795,1.7658,3.4126,1.6915,2.2008,1.9929,2.0078,1 
1.9938,9.4464,2.7933,0.8969,2.6609,3.5687,2.6182,2.116,2.1711,2.5891,2.4112,3.1587,1.3331,1 
2.5564,10.2772,-0.0519,1.8174,3.8473,1.4412,1.6274,2.7923,3.2392,2.4064,2.1204,1.6414,1.9481,1 
0.7028,8.3591,1.7047,1.987,3.5505,0.6687,2.0093,2.7106,2.1067,3.9725,2.5718,3.7692,1.3064,1 
2.4337,9.1841,1.4299,0.2602,1.0509,2.5691,2.7419,2.8671,-0.2941,1.4389,1.4736,2.1185,0.5809,1 
2.2629,10.0654,2.2114,2.7848,1.6399,2.6083,1.2999,2.3811,1.5356,2.9869,3.2331,2.5645,0.4004,1 
1.5616,10.6344,1.3404,2.9257,1.9982,1.1375,1.8349,1.331,1.7747,0.8865,1.0036,1.221,2.3575,1 
3.2026,11.3807,1.6938,2.7276,3.3077,3.7084,1.7522,2.856,0.1369,2.4822,0.2409,1.5357,3.0612,1 
2.0901,11.512,0.9599,2.9221,1.6331,0.6884,1.2585,0.1638,2.0777,1.4228,2.3647,-0.4868,1.8868,1 
0.9802,9.9467,0.0807,1.6848,2.5639,2.1031,1.5856,1.7378,0.9984,2.5514,0.2688,2.361,3.909,1 
2.4987,10.3743,1.0433,-0.2172,1.3259,2.0793,1.8171,1.4009,0.4621,3.5062,4.1853,2.7998,3.0438,1 
1.7383,10.2925,2.4558,1.3008,1.2076,1.4928,2.401,0.6828,3.3208,0.8292,0.965,2.3906,0.7776,1 
0.6241,10.0968,1.3737,2.2108,1.3129,3.0564,2.0434,1.6782,0.9188,1.0637,1.301,3.3414,3.5149,1 
3.0303,11.6086,1.9405,2.5149,2.3003,2.2655,1.2331,4.0825,0.9253,0.6575,4.1161,1.5488,2.669,1 
0.7048,10.5075,1.0653,0.362,1.4737,3.2903,2.2939,2.0434,2.2381,2.7876,1.6229,0.4692,3.6766,1 
1.783,11.8289,1.6915,2.2686,3.1331,3.7307,3.3632,0.2721,2.9606,2.6966,0.6844,2.344,1.4399,1 
2.0205,10.4337,1.4014,0.6641,2.7499,1.6777,2.3164,2.2689,2.9962,1.6994,1.1457,1.7049,2.1575,1 
1.9758,10.1272,2.0076,2.4886,3.362,0.9934,2.2266,0.7352,0.2006,4.601,3.0924,2.8966,3.1262,1 
2.2338,9.1752,2.6414,2.4355,-0.1425,0.6945,2.3097,1.6982,1.8688,1.8928,1.2524,0.7294,2.2719,1 
2.0138,10.0152,2.4116,1.9406,1.633,1.9447,2.0522,1.9795,2.6163,0.6334,0.3652,3.2442,2.0891,1 
0.2646,11.7565,1.8738,2.3656,1.303,2.7495,0.8818,2.2723,4.3393,-0.2016,2.2935,0.0493,1.0688,1 
1.038,10.0349,2.1409,2.8333,2.0141,1.5849,2.5888,2.0216,1.9148,2.4647,-0.9806,2.1275,-0.2176,1 
2.4849,10.2861,1.6844,2.5059,2.0799,3.5165,4.7162,1.9736,0.6338,3.0177,1.0067,3.2887,1.4038,1 
1.61,8.8328,3.5411,0.7656,-0.2741,0.9506,2.84,-0.4191,1.5694,1.1509,2.9692,2.2057,2.4841,1 
1.2948,9.666,1.3626,0.1768,1.1626,1.5072,1.2947,1.2591,1.9861,2.507,1.3073,2.9231,2.7003,1 
2.2109,9.852,3.224,0.8931,2.7169,0.9708,3.3147,2.7724,2.2369,1.9654,3.4992,3.1079,1.8855,1 
1.7491,10.5664,1.7027,0.9024,3.2086,2.1379,0.7006,2.6709,2.846,1.9346,1.9881,1.1032,3.7307,1 
0.8708,9.0665,2.391,5.0649,2.0023,0.9304,2.4485,0.9627,0.1046,1.5636,1.1073,3.7012,1.7772,1 
1.2183,9.5935,1.6327,2.2079,3.8731,0.3399,2.2895,0.932,2.5215,2.2908,0.9182,2.478,2.3205,1 
3.5642,9.9146,3.2525,1.4165,4.3764,0.5678,1.7956,3.02,1.3955,1.3344,3.9446,2.796,0.6253,1 
0.8413,9.8291,2.7057,3.2499,1.0586,1.4184,3.0386,1.8532,0.2381,0.108,3.1173,4.0939,1.3568,1 
2.9268,10.8222,1.2964,2.254,1.998,0.939,-0.144,-0.5192,0.5925,2.6029,1.4957,3.8326,0.6466,1 
0.4841,10.1007,1.8907,2.2207,0.4846,3.7442,2.2838,2.2157,1.4925,3.8073,2.9373,0.8584,2.1644,1 
2.7209,8.6668,2.2534,-0.9182,1.2547,1.1627,1.3253,1.9908,0.8035,3.7775,2.4325,0.6882,3.1728,1 
2.3928,8.7081,1.0988,-0.3251,3.0557,1.1547,2.349,2.865,2.0234,1.0985,2.1458,1.5905,2.1498,1 
3.0529,11.403,1.0398,0.8291,0.9347,1.3064,3.4707,2.2312,2.7845,2.595,1.7586,2.8177,2.0936,1 
0.4849,11.0391,2.6664,2.5536,2.3285,1.1833,2.2006,2.2053,2.7452,2.2554,3.5188,2.9509,1.7576,1 
2.691,11.0412,0.4335,0.0253,2.2036,2.2644,1.4495,2.1741,1.8532,1.8128,1.5859,2.8308,4.7378,1 
0.986,8.8553,2.2936,2.8867,2.3212,1.9098,2.188,1.3465,3.4807,-0.06,0.7703,2.7046,1.6706,1 
0.5572,12.1101,0.9486,3.5187,0.8567,0.5997,3.8477,1.8591,1.9509,1.3225,-0.3541,3.002,1.3479,1 
0.0749,9.4999,3.1779,0.5886,0.9849,2.7725,1.423,1.2957,0.8523,-0.4216,1.4933,1.4139,2.0275,1 
1.5009,8.5364,1.3541,-0.6988,1.6671,3.945,1.9203,3.5439,2.8676,1.8511,1.7336,1.4418,0.8556,1 
2.2484,9.8168,4.0359,2.3053,1.458,3.8046,1.9967,2.6173,2.1802,1.6832,1.6693,3.1166,1.7927,1 
2.4579,8.8683,1.4465,2.9132,2.5535,0.7736,0.5138,3.6378,2.0655,1.7827,3.8502,-0.4863,1.226,1 
1.878,9.8982,0.7613,2.1398,3.5281,4.2435,3.2406,2.9846,2.6667,2.9187,0.0239,2.1515,2.202,1 
2.2094,9.1896,2.1306,2.8017,2.1135,1.8767,4.1739,1.1766,2.8953,2.3642,2.4177,1.9249,2.5724,1 
0.9434,10.335,1.0599,2.423,2.0469,1.2229,0.8305,-0.0748,1.7076,3.2731,2.1505,1.8826,1.3509,1 
4.1839,9.9523,3.1952,2.7911,-0.3329,0.3873,4.0824,2.9404,1.4869,1.4102,0.2547,2.151,0.2195,1 
1.4852,9.5743,2.7761,4.9553,1.8599,1.5366,1.0338,2.3296,2.6024,0.9332,3.8835,0.3272,2.8227,1 
2.3579,8.9132,3.4012,3.008,3.1114,2.3104,1.8932,4.1108,0.3553,2.3817,0.9756,-0.1525,1.9688,1 
1.1878,9.6901,2.7324,3.2307,2.684,1.8218,2.2868,1.65,1.5192,3.2981,2.4856,2.1374,1.6204,1 
4.3906,10.629,1.0023,4.2447,1.9793,0.9915,0.2645,2.8005,2.1987,1.677,3.0252,1.2196,0.7464,1 
3.3092,9.3468,3.1059,0.5166,1.3038,1.8105,2.2163,1.3503,2.7543,3.5796,2.0854,3.0843,3.1305,1 
2.557,12.1926,2.8997,1.6173,2.6119,4.1539,3.0596,3.2455,0.9952,0.7119,3.1391,1.6214,2.222,1 
0.2956,9.4473,1.1864,4.9364,3.2918,3.5226,3.3665,3.1938,3.0529,1.717,3.5854,2.2091,2.9693,1 
0.6622,11.2617,1.5672,2.5846,2.126,2.6758,2.4306,1.6094,3.0707,0.2959,2.3746,2.2711,1.0412,1 
2.5004,10.485,3.2526,1.0474,1.8217,3.5342,-0.4532,1.2063,2.3376,1.7684,1.6984,2.5351,0.7378,1 
3.8562,8.8984,1.022,1.3025,1.7067,2.3551,0.7651,2.944,2.8973,2.1125,1.5687,2.2657,1.9896,1 
0.5533,9.1189,2.5526,0.3811,1.5659,-0.6883,3.1761,1.8745,2.6334,3.2951,1.919,2.5036,2.1895,1 
2.1787,8.8692,2.5215,1.8123,2.4975,1.744,3.3634,3.0976,2.1099,2.4271,1.9798,0.7364,1.8412,1 
1.4157,9.2574,0.5745,1.456,2.8038,1.2657,2.0996,0.6006,1.9042,2.0133,1.3219,0.3526,2.9658,1 
2.9895,9.3641,1.0916,0.7759,3.3102,3.4468,2.645,1.7863,2.5526,1.821,0.2186,1.5029,1.058,1 
2.2922,10.8874,2.2084,1.9281,0.1416,2.1509,3.4022,1.6936,0.6157,3.0636,3.17,0.8011,1.9389,1 
0.8372,10.3143,1.9746,2.6966,2.7169,2.1842,2.1076,0.9665,3.1966,0.0916,3.6272,2.133,0.175,1 
1.8147,7.7791,0.8309,2.1921,1.4738,3.4265,3.0737,2.3767,2.5312,-0.1316,1.4129,2.5998,2.2969,1 
1.8952,7.886,2.1671,3.6448,2.2506,1.0704,1.3752,1.5186,0.9663,2.0264,2.0918,4.1572,-0.1449,1 
1.4466,10.2171,2.1517,3.7706,1.9523,3.4911,0.7411,0.862,1.0819,1.6472,3.4782,2.1469,2.0048,1 
4.2772,8.1917,3.3945,0.5205,3.7261,1.2188,1.9334,1.9856,2.9485,3.2865,1.3397,1.455,1.6767,1 
1.172,10.6845,1.2094,2.5697,2.9135,1.0326,2.509,0.3586,1.5508,2.068,1.5942,2.3384,0.5803,1 
0.4861,10.8072,2.6567,0.8716,2.4336,1.6119,3.338,1.2553,0.8194,0.6556,1.2159,2.3795,3.9554,1 
1.9798,11.2889,0.9719,2.0885,1.7718,1.9139,1.3108,1.3831,1.2586,1.4315,0.6238,2.2374,2.0497,1 
3.2439,8.7679,1.8903,2.3743,1.0992,4.1284,2.0131,3.9937,2.075,2.0271,1.9897,2.9881,2.5267,1 
3.3077,9.7028,0.8085,1.6433,0.51,3.7411,3.1098,3.9951,2.7215,2.7503,1.1975,2.825,1.4105,1 
2.5927,10.2829,1.9526,1.0302,2.4442,1.4353,1.4516,0.6224,3.5661,1.8683,2.1217,1.5542,0.6762,1 
0.8941,10.2359,2.2577,2.3506,0.084,-0.4576,2.1508,2.575,1.8207,2.9565,2.0325,1.4866,4.4219,1 
2.5751,10.8443,0.6979,1.2996,1.0536,-0.1218,2.2474,1.2535,2.1572,1.2655,5.1409,-0.5725,2.302,1 
3.5355,10.1635,2.9442,4.1892,2.8964,3.2645,1.5925,1.7695,2.0692,0.8012,1.5822,0.3214,1.5563,1 
1.3921,10.2719,1.4852,2.0156,1.6895,2.2906,3.19,0.6363,0.9782,3.872,1.4401,2.5886,0.8396,1 
2.4109,11.0801,1.756,1.9651,0.8439,3.1964,1.9372,2.4782,0.6965,1.8835,1.1889,2.7543,3.0019,1 
2.6591,8.6229,0.977,1.6268,1.9889,1.1629,4.8734,2.2423,0.9664,1.4248,2.3012,0.9134,3.5155,1 
2.0372,9.1026,1.9759,1.4424,1.3811,2.0752,2.1807,1.2519,1.2852,2.2967,1.4714,2.29,1.8212,1 
0.445,8.674,1.7845,0.6639,1.1231,2.8,2.6917,0.008,1.3453,1.5573,2.0103,0.2771,3.0322,1 
1.6092,9.2149,3.1094,1.9018,2.7812,2.1749,3.1378,2.8878,0.5058,2.1539,3.5891,1.368,1.4349,1 
1.6047,9.9419,1.8515,1.9971,2.3669,2.4349,2.0046,2.4429,1.8182,0.8647,-0.2554,1.7722,1.3918,1 
1.4927,11.5075,1.557,2.7627,2.7677,3.5596,2.2624,2.3778,1.4425,1.6756,2.421,0.818,2.7933,1 
3.8709,10.0967,0.7937,1.5252,2.3538,2.8147,2.2086,3.2382,1.2414,0.5901,3.5222,2.6143,3.7288,1 
3.4827,11.268,0.548,3.0867,2.8391,2.6296,1.1733,2.8828,1.6682,3.3518,1.3668,0.5694,2.5611,1 
2.3756,8.7915,1.483,2.6738,1.2636,2.277,2.0409,2.3204,0.8696,2.974,1.4249,1.9436,1.6164,1 
1.8307,10.3577,1.1032,3.2898,3.1582,2.3514,1.4083,0.8055,0.9303,1.5371,0.7567,4.061,0.9077,1 
1.2022,8.6752,2.2098,1.0951,2.8058,1.4417,2.6023,0.8538,2.2833,1.6142,1.746,1.2845,1.8983,1 
1.4019,11.0884,0.9971,1.9752,2.4289,2.8091,1.4763,1.454,1.6063,1.9831,1.0276,2.7629,3.5944,1 
0.1268,11.4158,3.0732,2.2186,2.0207,2.1406,1.0341,1.1906,1.9546,1.457,3.0108,3.8572,3.0805,1 
1.8143,10.7156,0.9694,2.6501,1.8549,2.4967,2.4305,2.3315,2.0782,3.2728,3.2505,3.1455,4.4333,1 
0.0745,8.5839,1.1726,2.754,2.9316,1.5092,2.3556,0.0301,3.4497,2.6774,1.6336,1.3857,0.183,1 
1.7302,10.7972,0.9651,2.4197,1.803,1.0554,2.43,2.4553,0.7787,3.5668,1.5913,2.7173,2.0375,1 
1.6577,9.3368,2.0748,1.5291,1.9308,1.9663,1.0957,2.5631,1.646,3.3419,0.7651,1.9848,1.5703,1 
3.6828,11.6491,1.5649,1.6981,2.0377,2.1988,1.1051,2.2377,1.7377,2.1701,1.6355,2.0633,2.4068,1 
1.4154,8.825,2.2181,1.2848,1.9366,0.7837,2.7605,1.5651,3.6825,2.9483,1.3521,1.3186,2.8451,1 
2.4833,9.8484,2.51,1.0972,1.7622,1.2463,2.0114,1.9099,2.266,1.1322,1.8607,2.9732,2.9372,1 
2.6301,10.1417,-0.1033,0.9381,1.0242,1.9331,1.1795,2.6117,3.5175,1.2696,1.3565,0.993,3.1772,1 
1.789,10.7234,2.5015,1.6398,2.2866,2.3574,1.5186,0.6197,0.9001,0.5152,1.8489,0.9463,1.3068,1 
2.3011,9.3041,2.4901,3.254,3.7099,2.8326,2.9467,0.3469,3.1067,1.4264,0.5738,-0.4953,2.3729,1 
0.0886,9.0553,1.8482,2.4855,1.6292,3.4095,2.472,2.2788,0.8426,1.9412,2.4109,0.7845,2.0962,1 
2.7292,7.9807,3.4001,2.6241,2.6178,3.2153,1.4349,2.6282,1.4378,2.1916,1.6467,3.2847,0.6234,1 
2.1025,8.9961,2.7955,2.0157,2.537,2.6635,2.9875,1.5566,1.3456,2.9239,0.2388,1.3346,3.2047,1 
2.0685,8.7168,2.9648,2.585,0.4424,2.5117,2.9594,1.3564,0.803,0.3904,1.5016,2.8122,2.8477,1 
1.6546,10.9674,0.8527,0.565,2.1211,2.2483,2.6538,3.0564,0.5294,1.6866,3.1242,1.7178,2.5647,1 
2.0471,10.3518,0.7151,-0.0708,1.4411,1.5762,2.3825,3.0198,2.1257,1.9977,2.9814,0.3937,0.5085,1 
3.5195,9.9485,2.8224,3.1261,3.0363,1.6937,1.7666,1.5138,4.3211,4.0098,3.4254,0.7304,1.128,1 
2.9293,10.762,2.7967,1.7937,2.7639,1.4656,3.5097,1.3115,1.0778,1.08,1.7777,2.4802,2.1039,1 
2.8118,8.2191,1.8795,2.2316,1.1887,1.59,1.6088,1.8987,2.6637,1.1755,-0.5722,1.4223,2.2752,1 
0.8364,11.6195,1.7616,1.5921,1.881,2.5399,2.5792,1.8236,1.966,1.9339,1.8729,2.6295,2.1756,1 
2.5271,10.187,2.5143,1.7187,2.3559,2.8837,1.8005,2.6029,3.1459,2.9689,2.5613,1.4955,2.3067,1 
3.6008,9.6591,2.647,2.763,2.7215,4.0102,4.3911,2.336,0.4732,1.6621,2.081,2.1677,2.7541,1 
1.3218,11.6662,2.6473,2.3786,3.8287,1.9271,1.5638,1.4553,1.5534,2.6047,2.4306,1.2243,1.1096,1 
3.1298,10.1574,1.3997,2.1253,2.962,1.924,2.9935,1.4789,2.8716,2.2391,1.3684,2.3098,1.3612,1 
2.0906,9.1995,0.6361,1.7262,2.0616,0.6763,1.4819,1.8284,-0.2824,0.8961,0.8477,2.1754,1.8762,1 
0.3684,9.0959,3.0381,1.3853,0.4261,2.5419,1.7891,2.1106,1.0605,0.7984,1.9304,1.2253,1.5542,1 
2.1076,10.1973,3.4322,1.4898,2.5203,2.0222,0.4228,1.6166,3.1012,3.3168,1.0249,1.0542,1.0695,1 
1.946,9.4844,1.1234,1.2366,1.9949,2.9553,2.2446,2.8623,2.2631,0.9669,1.3152,2.5641,1.2339,1 
1.1335,10.7652,1.5177,2.4668,1.7263,1.8428,3.1489,0.6039,2.6671,1.8382,-0.5891,0.2468,0.7397,1 
1.7718,10.6929,1.8572,1.7201,3.4976,3.1419,2.6724,1.609,0.3899,2.1374,2.3123,3.0492,0.6513,1 
3.5754,11.0424,2.7324,1.4362,1.4379,0.0394,1.5646,2.4259,1.5323,2.4988,3.2116,3.266,3.2765,1 
2.5203,8.9801,2.7291,4.2482,2.8277,2.9138,2.2114,-0.314,2.487,1.9721,2.0316,1.0502,1.4271,1 
0.5466,9.4969,1.4869,2.2384,2.505,1.8608,3.1959,2.7724,-0.393,2.715,1.9702,2.6296,3.322,1 
3.6667,9.5557,2.2219,4.2324,2.4039,1.3163,2.1593,2.8413,1.3852,0.9876,2.1142,3.0475,2.0343,1 
0.1266,8.2773,1.7293,3.0613,0.7234,2.3357,3.9112,2.5602,1.8913,1.1297,2.6984,2.933,3.3314,1 
4.3134,9.0689,1.6107,1.2253,1.2166,3.2214,3.3159,4.1021,1.2696,2.0195,1.8629,1.553,1.698,1 
0.0457,12.485,-1.4004,2.5677,2.156,1.8622,1.6505,3.375,2.8962,2.8906,1.2301,0.7084,1.8507,1 
3.1313,9.0981,1.1184,3.1458,1.5328,2.1659,3.5856,2.4554,3.1932,3.9367,0.7405,1.6001,3.3951,1 
2.4899,9.9901,1.1141,1.7474,1.0754,-0.0443,0.761,1.8895,3.5139,1.9465,3.6166,1.5776,-1.2136,1 
-0.0334,8.8507,1.8512,3.329,1.6994,1.9135,2.1931,2.7955,2.4872,1.3282,0.2295,2.8379,1.8062,1 
1.5266,9.9227,1.2752,0.7931,0.6891,0.2298,3.2821,0.1608,0.9107,0.9151,2.0506,2.3737,2.4129,1 
1.3296,10.5873,2.5681,2.9921,2.3832,2.1153,1.4109,-0.0003,0.9266,0.6632,3.0957,4.3513,2.1563,1 
2.1883,10.8663,2.6029,2.7701,2.2234,1.1114,1.156,1.6952,0.1292,1.7489,2.2748,0.525,1.2875,1 
4.5422,9.6067,2.4252,2.7424,2.8079,3.3653,0.2537,3.3941,2.7348,2.639,1.9934,2.1875,2.6298,1 
4.1794,10.9538,2.6922,3.987,2.3919,2.4482,1.9517,1.7961,0.4481,1.5213,2.9152,1.4768,2.5983,1 
2.79,10.3625,-0.2662,1.4474,0.8239,1.2093,1.8159,3.0288,2.3943,2.8762,0.0128,1.3513,0.8992,1 
2.4707,9.9389,1.1714,1.8567,2.1132,2.0791,2.1448,0.1715,0.992,1.781,1.2828,2.4637,1.2504,1 
1.6906,11.5292,1.6043,1.2453,2.0521,2.0963,2.2389,1.9164,1.0457,2.3599,1.8725,3.6229,3.7043,1 
3.8219,8.9429,2.3238,1.5696,1.2192,1.8782,1.6237,2.5783,0.9562,0.6158,2.7948,1.8641,0.6753,1 
0.6281,12.0184,2.3729,0.7755,3.1249,2.4917,4.152,2.1044,2.7171,3.0791,0.5779,2.1567,0.9941,1 
2.1856,8.3999,2.955,1.7157,3.15,0.4809,4.1392,2.1701,2.866,2.3735,2.7564,3.8445,3.1124,1 
1.9706,9.9681,2.1486,2.8461,1.983,1.258,1.383,3.2502,1.9103,1.088,1.5214,0.5273,0.9098,1 
1.494,9.4809,2.5447,1.6458,3.2552,1.618,1.968,0.8979,1.5003,1.9596,-0.659,3.0056,3.0088,1 
0.2105,9.2263,1.291,0.164,1.8293,1.6158,3.3407,2.3323,0.7925,-0.2359,1.5387,3.2786,0.2948,1 
2.0015,10.7631,2.8831,0.8269,1.9048,2.4345,2.9008,2.7178,2.0343,3.0492,3.819,2.0853,1.891,1 
0.0091,11.7597,2.6415,1.5488,3.2365,2.7009,3.3559,1.0928,2.1108,1.017,1.9204,2.7953,0.8951,1 
0.7357,10.2954,1.2657,3.77,1.4389,0.6578,3.8505,2.0196,1.3428,0.8811,1.7778,2.2038,3.3072,1 
3.4696,10.2147,1.7484,2.6881,1.6199,3.4355,2.6353,0.9979,2.666,1.26,1.3142,1.5717,3.0581,1 
1.9293,9.614,2.2041,3.1178,2.6647,3.2187,0.7615,1.6329,1.0462,2.0827,1.0564,2.0358,3.2476,1 
2.5713,11.8394,0.5435,1.926,1.5529,2.6552,1.4911,3.8579,1.0314,1.0242,2.7431,1.2853,1.9586,1 
0.545,9.9826,1.6862,1.5953,2.436,0.7994,2.0747,2.3999,3.9242,2.6313,2.0827,2.6974,1.3201,1 
