Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Class
-2.2163,-0.4053,0.4169,2.2879,2.5788,1.4594,1.374,0.4644,1.6868,0.8545,-0.3293,2.3603,2.5017,1 
-0.122,-1.2442,0.8337,1.0367,1.5357,2.6862,0.1658,2.0525,2.701,-0.6695,1.3343,1.5176,2.8735,1 
0.814,2.7778,0.9015,1.6146,2.8851,1.3007,1.1909,0.2178,0.8802,2.2144,3.2634,3.8503,1.5377,1 
0.9931,-0.9925,0.3452,2.1988,2.2097,1.6912,2.4035,3.3914,2.3484,1.8566,3.6663,1.3569,2.5949,1 
0.6266,-0.8135,3.1436,2.9931,0.2054,2.7218,2.0799,0.6087,0.9267,2.1627,3.0569,2.032,1.6224,1 
1.6764,-1.3049,2.5495,1.2949,1.4041,3.0932,3.1636,-0.1109,0.1763,1.8144,-0.788,2.2978,0.8619,1 
2.2407,-0.363,2.3944,2.3941,2.482,2.7022,2.7946,1.2992,1.015,2.4596,0.6653,2.5876,1.9328,1 
0.4688,-1.2485,1.9224,2.4272,2.2558,1.6542,2.2195,2.167,3.0837,1.6981,1.3199,1.0403,1.7089,1 
-1.4457,1.0767,3.2284,2.3814,3.2408,1.4496,1.4906,1.6753,3.2373,1.0331,2.0598,1.526,1.9694,1 
2.2674,-1.5035,2.8798,2.1102,2.2028,1.8887,2.7149,2.3881,1.6133,1.2816,0.4517,2.6448,1.8504,1 
1.349,-2.5551,2.3606,3.7182,0.8145,1.1184,1.533,3.004,0.7831,0.5237,2.1352,0.0471,0.6754,1 
2.5305,-2.054,2.1705,2.1089,1.816,1.8728,3.0841,3.2611,2.6643,1.0145,1.8085,1.6083,0.5947,1 
0.4813,-0.4598,2.0352,1.2219,1.5454,2.866,1.8551,2.0176,2.7694,3.8552,-0.2334,2.7749,2.1498,1 
-2.3555,1.4434,1.144,2.3556,3.38,0.8033,1.2614,4.7838,2.9585,1.6009,2.2271,0.5269,2.0825,1 
-0.5013,-0.1154,1.1669,1.6694,2.3812,2.4428,2.5832,4.4962,1.0977,2.3277,1.4313,0.6686,0.5266,1 
-0.0811,-0.5039,1.7443,1.3851,0.7375,2.5853,2.6359,0.4306,1.5533,2.3775,1.8052,1.0138,0.8891,1 
-1.1528,-1.3157,0.9282,1.6091,1.2522,2.5492,0.5456,2.5085,2.3901,3.0497,2.9169,0.8445,2.1861,1 
-1.2213,-2.3287,3.0606,1.6412,3.5934,2.2549,1.5375,2.8996,1.3001,0.4264,0.9562,2.1858,0.9675,1 
0.2882,1.3051,0.3682,2.0601,0.6022,1.5569,2.5141,2.532,3.985,1.2614,-0.3262,1.7311,0.7035,1 
1.1608,1.1206,1.5081,2.1005,0.2004,-0.3312,0.7833,2.2995,1.8378,2.3455,0.4955,2.8236,1.5979,1 
0.1544,-0.6776,1.4655,1.6289,-0.2637,1.7049,1.5199,2.8063,1.7106,2.2675,2.23,2.6279,2.2897,1 
0.5116,-0.1321,3.2837,0.6829,2.2229,2.6301,2.9048,4.3636,1.1832,0.7991,2.1353,2.3078,0.929,1 
1.4439,1.7189,4.4552,2.084,2.4002,3.4246,1.5047,4.1702,3.9298,0.6946,0.2728,1.9077,0.7342,1 
1.0845,-0.6271,0.6571,4.2437,2.4417,0.2116,2.6302,1.9349,1.8991,1.5017,3.2987,2.2217,2.5684,1 
0.9639,-0.215,4.8706,0.0034,1.3874,1.7189,1.5917,1.1948,1.8832,2.5419,0.9976,0.7046,0.9388,1 
0.3893,1.4253,3.5656,1.9577,1.3685,2.2411,3.2726,1.768,1.3361,1.5621,2.1506,3.5817,0.2419,1 
-0.0912,-0.0668,2.1068,0.0657,1.1837,1.5835,1.4914,0.2342,0.791,0.4252,0.4887,0.9163,1.0531,1 
-0.6582,0.269,2.3307,1.1652,1.5091,3.1434,1.7083,1.0434,1.0376,3.0209,1.3066,0.0754,1.9444,1 
0.3907,1.2975,0.5498,3.486,2.2107,-0.0058,1.1057,2.471,1.0588,0.875,0.9637,0.2666,1.2498,1 
1.0629,0.2636,1.8865,2.4221,2.062,1.1058,3.0979,0.5308,2.8773,1.5326,3.2121,2.102,2.4761,1 
-0.7251,-1.9087,1.6844,2.9455,2.1547,1.3548,1.1419,0.1302,2.1533,2.187,2.8781,1.0724,2.1019,1 
0.3877,-0.8343,2.7422,1.21,1.9433,3.4663,1.5731,2.8485,1.773,1.7815,3.1987,1.3596,1.3969,1 
0.3321,0.1725,2.7905,1.1752,-0.7172,1.6675,1.5628,2.305,3.0844,0.1751,1.6638,1.9182,0.8222,1 
0.9636,0.3044,1.3106,2.4173,4.331,2.5616,1.9077,0.7792,1.8042,2.3487,-0.5813,1.2792,2.1889,1 
-0.9053,-0.228,2.6018,2.6214,0.122,0.9004,1.9065,1.4303,3.241,0.6922,2.5812,1.748,1.3013,1 
-0.9586,0.9736,1.4566,0.2233,2.1136,2.5761,1.8292,2.3072,1.8125,1.0846,2.9348,-0.0623,3.6295,1 
-0.6943,0.892,2.3302,0.9072,3.1094,1.9163,2.332,3.7638,2.1402,2.7733,2.6612,2.8764,2.5685,1 
0.0345,2.5299,3.999,1.1898,1.7158,1.4955,1.1473,1.1434,1.3093,0.776,2.9308,2.462,2.7419,1 
-0.0012,-0.7504,3.0661,2.2473,2.5412,2.9064,2.579,1.5692,1.0589,0.9435,1.1919,2.2313,2.6467,1 
0.4805,0.2397,2.1378,3.1638,2.4969,1.9347,1.3045,3.4632,1.6377,3.133,3.1762,1.8639,1.2676,1 
-1.924,-0.9776,1.3593,2.8139,1.332,1.8369,1.9247,1.2076,3.6127,2.599,-0.5619,-0.5825,2.2762,1 
0.7289,0.8954,2.6474,2.2306,2.7169,1.8216,3.8434,0.4512,4.2343,1.284,1.465,1.605,3.7562,1 
0.2372,-1.0249,2.5143,1.9457,2.8145,2.1113,2.167,0.7587,0.909,0.5636,2.7979,1.4558,1.5901,1 
-0.6402,0.2151,2.1105,1.5789,1.3813,4.784,2.5548,1.2927,1.5962,1.1613,3.3779,2.746,0.3861,1 
-0.119,0.0859,2.0301,3.6881,1.9147,3.129,1.307,2.6133,2.4358,2.3201,2.2792,1.6639,0.4287,1 
0.9428,2.1619,0.4735,2.6037,3.2324,1.4203,3.4092,2.8499,1.1642,1.3104,1.2256,2.3098,2.2197,1 
1.8309,0.3285,2.5616,0.2961,2.9279,2.2975,4.127,1.5473,2.1024,2.0381,2.0634,1.5982,2.1007,1 
0.8235,0.1316,2.9026,2.5998,1.6326,4.2994,0.3207,2.9413,1.5737,3.0037,2.796,1.6794,4.5346,1 
-0.0219,1.0491,1.3816,3.8099,1.1721,1.0535,2.1463,2.2179,1.7926,1.4733,2.4973,1.2613,4.0238,1 
1.1094,1.5971,2.3555,2.0574,1.8823,0.0504,2.0901,0.0513,0.6327,1.0339,-0.1229,2.8515,2.0325,1 
-0.1501,0.6335,2.4089,1.5871,1.8966,2.5984,1.0212,2.0262,0.1978,2.098,2.9581,2.2844,0.868,1 
-1.1352,-0.5102,1.7052,2.4508,0.8913,-0.786,2.5546,3.1725,2.0287,0.8426,1.6248,2.6841,0.6914,1 
-0.6108,1.1089,1.5297,0.9847,0.9363,1.0874,0.9232,2.1768,1.9562,2.0389,0.475,3.657,3.1617,1 
-0.6136,0.0248,3.5499,3.9706,3.2276,2.3645,1.4601,3.785,1.3172,1.08,1.7293,2.0874,2.5735,1 
-0.6241,-1.2017,1.5315,2.4029,3.3407,2.2679,1.4824,1.4067,3.4758,1.5382,0.6856,0.7777,3.3217,1 
-0.535,1.1422,1.6424,3.5027,1.5658,2.2977,0.9954,3.3055,2.8583,2.7366,0.6062,2.8268,1.4092,1 
-0.7899,0.1548,2.7296,1.2561,2.2171,3.6962,3.8529,1.6153,2.2811,2.7893,1.388,2.0103,2.2766,1 
-0.7132,-2.0054,2.2617,-0.2613,1.9321,-0.1187,1.7496,0.7369,-0.5922,0.9425,1.8769,2.3436,0.9858,1 
0.2365,0.2232,3.1002,2.3787,1.6379,0.8966,2.4356,2.3609,2.8204,2.3196,3.0426,1.0586,0.3808,1 
-0.7378,0.3895,1.9216,1.7757,1.3193,1.5458,2.1827,2.5201,2.9473,2.6123,2.3627,2.0171,1.693,1 
-0.3513,0.3399,1.7449,2.0394,3.9713,2.9966,1.8058,1.7084,0.7315,2.4446,3.1652,1.4242,0.7977,1 
0.102,0.5658,2.4481,0.1101,1.7658,1.3984,1.7879,4.3311,2.7711,0.9789,1.2701,2.127,2.1962,1 
0.9859,-1.4814,2.3534,1.1121,1.8731,2.1511,1.0734,1.5294,3.2078,2.7997,2.6611,1.0345,-0.2953,1 
-0.6111,-0.5604,2.1882,3.2156,-0.6386,1.7362,2.9272,1.25,1.6569,1.9119,2.5179,0.6716,0.574,1 
0.7683,0.851,1.6646,1.7613,1.44,2.8969,3.1578,2.1671,1.5545,1.0745,2.1403,2.1278,0.6384,1 
-0.028,0.3738,1.6337,4.3939,0.8897,2.6586,2.6039,2.2676,2.1938,0.7639,2.6549,2.4825,2.9295,1 
0.6701,-1.2837,3.0351,3.0762,2.0663,-0.1205,1.8906,3.1834,1.2301,2.4872,0.9679,2.3041,3.8147,1 
0.258,-0.2184,0.431,2.0109,2.4425,1.8999,2.9954,0.6419,2.5329,0.8541,1.8561,0.3475,1.1145,1 
2.3049,-2.0866,4.2799,2.2853,0.8984,1.0447,2.7981,0.3751,4.1058,2.5244,1.6502,3.2971,2.0215,1 
-0.1576,-0.2503,1.36,0.7122,3.734,2.3839,3.4495,0.6675,1.0519,1.0895,2.6261,2.1127,2.4942,1 
1.324,1.3669,1.0708,1.8033,1.7828,2.2115,2.8888,1.6893,2.3692,3.0633,2.3396,1.4788,2.9877,1 
2.1973,-0.472,1.4126,2.6603,1.3637,2.9313,2.2272,1.3753,0.3968,1.908,1.4459,0.93,1.5632,1 
0.3276,-0.013,2.7823,1.1463,-0.2055,2.0515,1.6462,0.5723,2.4099,2.4878,1.412,2.2746,3.0744,1 
-1.166,0.8009,2.5563,3.2829,1.1966,0.9377,2.2127,1.3307,1.3974,1.2331,1.2945,0.9348,1.2445,1 
-0.6533,0.7115,0.6935,0.7785,0.4383,3.0444,2.2734,2.5603,1.2538,2.8873,1.0153,2.2482,3.1081,1 
-0.2029,0.4053,0.401,3.5961,0.9297,2.5528,0.776,0.8825,1.4932,3.5426,0.6785,1.1111,1.3564,1 
-0.1201,0.7532,0.8907,1.5564,2.4763,2.506,2.5369,1.7497,1.6894,2.8466,1.8814,1.3635,2.6782,1 
-1.4763,0.1696,1.5152,1.2251,2.7167,5.0554,3.271,0.3111,1.4966,3.013,2.5083,0.3966,1.8142,1 
-0.6357,0.6517,1.4756,4.4114,-0.3932,2.5241,2.334,3.4751,0.8308,1.6239,0.3494,1.083,0.645,1 
1.2907,-0.0944,1.5978,1.0601,1.3374,0.5903,1.2161,1.1916,3.1585,0.8391,1.6461,1.438,0.9046,1 
-0.2839,-0.1358,2.4319,1.9463,2.8511,1.5928,3.648,2.4745,2.343,1.3511,0.4343,2.0294,3.0973,1 
0.5929,-0.3963,2.0783,2.341,2.9619,0.9204,1.5986,0.9312,2.4018,3.4941,0.8703,1.5314,1.4643,1 
0.3261,-0.6272,1.3731,3.3724,2.4583,3.2159,2.9604,3.1874,2.8218,2.2299,2.0966,3.1954,1.9611,1 
-0.7305,-0.9309,1.3737,1.4068,3.2472,0.9863,0.8839,3.447,2.0798,-1.7511,1.913,1.2898,2.8975,1 
0.1828,-0.4202,3.6811,2.267,2.5903,1.3858,0.0114,3.6221,3.3163,1.7894,1.509,2.6969,2.8561,1 
-1.6458,-0.607,1.6782,1.2018,2.1225,1.9943,2.9873,0.1964,3.1816,2.848,3.1991,1.1249,3.0554,1 
-0.0652,-0.0931,1.8537,0.7031,3.3051,3.5162,1.8221,2.2037,2.6382,2.1349,2.4122,1.1997,1.7613,1 
-0.345,0.7718,2.6801,1.3563,2.8377,3.0194,3.1602,1.3523,3.4793,1.3869,2.8156,2.4146,3.1772,1 
0.229,0.9718,1.9907,1.8117,1.2544,1.1985,2.905,1.8042,2.9065,1.0031,2.4228,1.4318,1.4145,1 
1.0641,-0.8007,0.967,1.9144,1.9784,2.3115,0.2932,3.9387,0.4608,3.3613,1.4936,1.1588,0.8431,1 
-0.5164,0.3447,2.6937,1.1218,2.385,0.3706,3.2276,1.2667,1.2115,1.0313,1.1646,3.2255,3.1448,1 
-0.8286,-0.2057,3.5252,2.9399,2.6095,0.5183,2.208,1.3575,2.2417,1.4961,1.9779,1.5895,2.7932,1 
0.8389,0.3706,2.7595,0.2607,1.3379,1.1622,2.8372,1.7571,2.7239,0.4645,2.2691,1.5621,2.651,1 
-1.105,1.3881,1.9834,1.8624,1.16,2.9419,1.8707,0.6424,0.9414,1.7775,4.7165,-0.3224,2.5396,1 
-0.6082,-1.3707,1.1604,2.7932,1.7802,2.4342,2.181,3.1749,3.4122,1.8522,1.011,1.1497,2.659,1 
-0.3693,0.0062,2.7728,1.7599,0.1813,2.7934,2.3361,2.9655,-0.1162,2.4653,0.8897,0.7514,0.6043,1 
-0.5477,0.7319,1.0522,1.251,1.0199,1.1699,1.2548,3.5203,2.6244,1.4621,1.1586,1.8882,1.9057,1 
1.3414,0.044,1.955,2.144,2.3377,1.9838,1.4505,3.6514,-0.2581,1.2617,2.2194,2.9388,2.8053,1 
2.3732,-1.28,1.3261,3.9552,1.379,2.8954,0.5077,3.2862,0.2023,1.5536,1.7336,1.7686,2.1923,1 
1.527,-0.3589,2.3917,1.1341,1.9891,2.7416,2.0019,1.7012,1.4457,-0.1283,-0.1669,3.1793,2.279,1 
-0.6402,1.4618,0.4554,2.9779,3.8058,2.8873,3.0436,2.4539,2.1033,1.765,2.7064,1.7964,0.3822,1 
0.7603,2.0919,1.3547,0.7434,1.9522,0.9306,0.2518,3.8943,1.6455,3.1023,2.7786,2.6402,-0.129,1 
1.6057,1.1932,1.9481,1.7306,2.0962,3.6828,1.3224,4.285,1.7373,2.6179,2.7946,3.8899,4.2341,1 
0.5941,-1.1032,2.7354,0.129,2.4625,2.282,2.4222,2.6226,3.3667,2.0364,0.2579,2.1069,3.282,1 
-0.727,-0.6334,1.6233,1.4627,1.2707,3.3535,2.0227,2.9954,0.3195,0.7878,1.2423,2.9399,2.949,1 
0.4905,-0.5102,3.2356,2.3173,0.311,2.8198,2.6097,1.607,1.1224,1.8583,2.8498,4.6276,2.1254,1 
0.5628,0.4563,1.8784,0.3416,0.4922,2.2352,2.6559,1.6998,0.986,0.857,1.4062,2.2645,3.219,1 
-0.8308,0.5813,2.5741,1.4818,2.9622,1.417,0.3875,1.7456,0.8606,2.6572,1.1759,-0.1353,2.9908,1 
0.2696,-1.3184,1.6981,1.1414,0.0273,2.2063,2.1094,1.598,2.9639,2.7566,2.2369,2.8003,2.6411,1 
-0.4878,-0.9378,0.9781,0.3438,2.0341,1.854,1.3358,1.8696,2.5651,0.3513,2.1319,1.5579,1.9597,1 
-0.089,0.0735,1.995,3.851,2.2604,1.5949,2.6796,1.4863,1.2019,1.9469,4.4115,2.818,4.1676,1 
1.1554,-0.6385,3.9109,1.5289,3.6305,0.2804,2.5025,1.1703,0.8656,2.2538,1.5712,0.8487,1.217,1 
-0.6166,-0.2684,1.063,2.324,1.1411,1.8241,3.244,2.5676,3.3635,2.914,1.9281,3.0192,2.2182,1 
0.5677,0.7208,2.2709,1.9501,2.3528,0.3689,1.2243,1.828,2.9094,1.5713,0.441,2.0935,0.9102,1 
-0.7531,-0.0936,1.334,0.9444,2.9813,2.3383,1.6914,1.9761,1.6144,2.1645,-0.8376,3.4367,0.9242,1 
-1.3489,0.0108,2.8616,1.5326,2.417,1.4183,1.1881,1.2555,2.8435,1.4972,1.2049,1.4734,1.5796,1 
1.0852,0.0488,2.6046,2.3455,0.7502,1.9418,1.2812,1.9174,0.7029,2.5002,1.0127,2.4332,1.8114,1 
-0.5746,-0.4435,3.47,2.0491,1.2646,3.1541,3.5738,2.904,2.5739,1.6324,1.5342,1.2795,2.8853,1 
0.3187,0.0898,1.8582,3.1414,2.3869,0.734,2.1543,2.2609,0.5611,3.3127,2.4897,0.6511,3.076,1 
-0.6518,0.9661,0.4658,0.742,2.8367,2.851,2.9049,0.9636,1.7247,1.77,0.4445,1.5208,0.8634,1 
0.3139,3.1329,1.8046,2.3226,1.8231,1.6852,1.1533,2.0648,4.1888,1.5801,2.4968,2.4551,3.9409,1 
1.0707,-0.4746,2.5286,1.2453,2.7741,1.9237,0.4756,2.6308,1.8053,2.2207,2.6728,1.1677,3.3147,1 
-1.8249,-1.8136,3.7242,2.972,4.5394,3.9593,3.8713,2.5637,2.0193,1.1444,2.6769,2.771,1.4342,1 
0.1772,0.2397,1.6566,2.4898,2.3562,3.0924,2.5897,0.2075,1.0737,2.3428,1.365,2.0671,0.4292,1 
0.2349,0.8402,1.9547,3.0198,0.6373,2.1486,3.0034,1.7333,1.9374,2.545,3.0199,3.68,2.6051,1 
-1.2766,-0.5869,2.6922,2.3878,1.1046,0.5854,0.8797,2.0793,2.6323,1.0893,2.6611,1.0744,2.0421,1 
0.454,-0.4626,3.1119,2.9943,0.6937,0.2845,3.439,2.3238,0.4308,3.1996,2.2166,1.3152,1.9495,1 
-0.3079,0.9944,3.2334,2.2416,2.9991,0.8927,2.9228,2.467,1.4168,2.5038,3.0039,1.569,1.9704,1 
1.9141,0.0477,3.6603,0.9651,2.0084,2.9249,3.9128,1.9141,1.9704,1.1698,1.2649,2.6474,1.5623,1 
0.3498,-0.3664,1.6696,2.1087,2.8236,2.7806,2.2546,2.4925,2.0708,3.0022,0.6377,2.2671,0.9781,1 
-0.8562,1.1751,0.9014,1.4856,1.3544,3.6697,1.6843,3.4698,1.381,1.1811,2.9751,3.1078,3.9866,1 
-0.8411,-0.2184,1.5587,0.8097,1.8668,3.0974,2.0255,1.7008,2.7575,1.6867,1.6601,2.3837,3.1118,1 
0.6181,-1.082,1.5657,3.3813,3.9315,2.03,1.682,1.0862,1.4816,1.907,2.802,1.1211,2.5327,1 
-0.449,-0.9537,3.2712,3.2732,3.261,1.3246,1.4402,2.7357,1.012,2.0031,3.1042,2.5313,3.3265,1 
-0.0751,-0.1843,1.2916,2.3499,1.0823,1.0809,2.7771,3.1541,2.4672,2.4513,3.5383,2.0279,2.9102,1 
0.3787,-0.5922,1.9417,2.1983,0.4259,2.2304,1.557,3.4961,2.0222,2.4537,1.821,3.8585,2.0732,1 
1.1922,1.8685,1.6641,1.6281,0.47,1.8373,2.1357,1.9612,1.1334,3.1081,0.9293,2.7525,2.8276,1 
0.7915,-0.8674,1.1741,2.7262,1.8458,0.6344,1.0864,1.1985,2.9927,1.9789,2.8012,-0.2487,3.1864,1 
0.9671,0.2708,1.1236,0.6946,1.0517,3.5414,1.7408,1.6767,2.0054,2.6577,1.9346,1.7873,1.5897,1 
0.0301,-0.3728,2.1618,1.9161,2.3041,4.3369,0.255,2.1873,2.045,0.9227,2.3573,2.853,0.1755,1 
-2.5036,2.3169,1.0643,1.4727,0.3599,1.9071,-1.0497,1.3265,1.4182,2.8273,2.8839,1.7713,1.2632,1 
-0.5947,-0.0791,1.9134,2.0546,2.0015,1.7646,1.9977,1.882,4.1503,0.4828,1.2569,2.3204,1.3676,1 
-0.2885,-0.2921,2.1893,1.9401,2.8106,2.5796,-0.1317,0.1783,2.1518,1.0089,2.0536,1.5693,1.4424,1 
-0.3464,0.5752,1.1666,1.0704,0.7474,1.7422,3.9719,2.9528,1.0764,0.8001,1.0367,1.0689,1.1321,1 
-0.2151,-2.2242,1.1759,1.7403,2.8252,3.3609,-0.4565,0.9806,1.8496,3.7747,2.6491,2.0892,2.7239,1 
-0.9689,-1.0652,2.8006,0.672,1.7621,0.6639,2.4917,1.4081,2.3579,3.6113,2.5844,2.1115,2.0721,1 
-0.4562,0.3065,1.8914,1.9396,1.1366,3.0471,3.3982,1.8879,1.4254,3.5118,3.1176,2.0928,1.3282,1 
-1.2725,0.1054,1.2537,3.1296,1.2201,2.1204,3.2359,-0.2219,1.498,1.8929,3.5367,0.6855,1.9056,1 
0.0098,1.1649,3.3898,3.0236,1.4172,2.0082,1.57,1.5926,2.4091,2.8146,2.1816,1.1705,2.1286,1 
1.4237,-0.6918,3.624,1.5049,2.5251,2.6827,0.6471,2.1964,0.3705,1.6955,2.4224,3.1129,3.9551,1 
0.0139,0.2377,0.8375,0.8882,1.4458,0.1517,1.0929,3.5215,1.6572,3.386,1.9257,0.0464,0.9214,1 
0.1612,-1.1391,3.0974,2.7574,0.4571,2.1789,2.0087,1.16,2.8446,0.5942,1.481,2.9227,1.9415,1 
0.5759,0.9601,1.7493,0.4685,2.1104,1.2886,1.4402,0.8343,2.5424,1.6265,0.771,2.9007,0.0983,1 
-0.6298,-0.0096,2.2567,1.763,1.5403,3.3658,2.7679,1.1501,1.446,1.9353,3.0779,1.913,1.8505,1 
-1.1282,-1.4447,1.8789,1.8643,2.5331,0.1447,1.9496,1.3463,2.7339,1.1542,2.8595,1.7566,2.9763,1 
0.2981,0.4952,1.1493,4.155,2.0058,1.8897,2.3335,1.7227,3.8208,1.1685,1.3977,0.4438,0.7055,1 
-1.1575,0.2157,2.3971,0.8897,2.727,2.0855,1.0752,3.4323,2.8534,1.5076,2.4099,3.8764,1.4234,1 
-0.0075,-0.1621,0.5123,4.5092,4.0387,-0.6379,2.2221,2.4922,1.579,4.044,2.5919,3.2142,4.1301,1 
0.9032,-0.4311,1.0012,4.0585,1.9287,3.1231,2.0929,0.8019,3.0214,0.8621,1.0603,1.8779,0.2738,1 
0.7358,0.3284,1.8209,0.7654,3.1859,2.7457,2.0499,-0.0464,0.0922,1.1292,3.0203,3.8088,2.404,1 
-0.6053,1.1563,1.6498,1.7884,2.3505,2.5325,2.5222,2.0667,1.1404,3.2462,2.3579,4.6832,1.7741,1 
-0.0239,0.0764,2.8699,1.7845,1.4076,1.4996,2.351,0.6417,2.7867,1.4543,1.9555,1.6725,1.6869,1 
0.8012,-0.1538,0.4684,1.2534,2.0496,1.6556,1.1229,2.6876,2.4997,1.4288,1.5848,1.9178,0.5799,1 
-1.074,-1.0441,1.9699,1.1321,2.1973,1.8747,2.6322,2.4688,3.2752,1.8161,1.9775,2.7007,2.1724,1 
-0.902,0.1304,1.4201,1.9735,2.7462,1.996,1.5737,2.9117,-0.4948,1.8218,0.0878,3.1064,2.4481,1 
-0.7183,0.6971,3.0474,1.4537,0.8384,1.6691,4.2908,2.3894,1.4921,1.2763,1.6605,2.5125,1.8592,1 
-1.0211,0.268,3.0584,0.5496,2.8752,2.1303,1.2459,1.7477,0.8273,-0.3638,1.5199,3.1136,2.6224,1 
-1.0334,0.0305,2.3345,3.6331,3.1416,1.0457,2.2827,4.0921,0.2255,1.4771,1.634,1.8273,1.8026,1 
-0.5771,-1.6437,1.8767,0.0173,0.6163,3.2995,1.7965,2.4497,1.4247,2.7953,2.3365,1.2984,4.0667,1 
-0.557,1.0022,2.0373,0.6933,1.5446,-0.6168,0.8008,3.4774,0.4002,2.9778,2.5758,3.2164,2.4131,1 
0.0409,0.5524,3.7226,2.0327,3.4645,1.7472,2.0304,1.9244,1.159,3.0881,1.4209,1.7117,3.0658,1 
-1.3546,-1.4228,2.794,2.309,1.6228,1.5409,2.8489,2.3379,2.8923,1.5293,4.8691,3.1709,1.6705,1 
-0.9508,1.6596,3.2341,3.1437,2.8142,0.9119,3.3117,1.8097,1.2812,2.165,2.7484,0.6474,2.9739,1 
1.3689,-0.6065,2.3873,1.3204,1.7756,3.4843,0.6397,0.6859,1.981,0.6793,1.1285,0.9106,0.9601,1 
-0.5587,0.6445,1.5972,1.5138,2.4828,2.2014,4.1004,3.0283,1.9681,0.5824,2.2241,3.0927,0.1058,1 
0.4155,0.5495,1.6285,2.3687,2.7888,2.0765,4.3278,2.1686,2.5685,2.1831,0.7947,2.6005,1.7295,1 
-0.4524,-0.0396,2.4319,2.0944,1.5974,2.7519,3.3215,-0.1627,3.2782,2.7685,1.9114,2.5677,2.289,1 
0.1681,-0.0107,0.4077,3.8603,1.9543,0.9312,1.1252,2.8107,1.5739,1.4435,2.063,2.5491,2.6155,1 
-1.4726,1.3623,3.5508,0.5345,3.1724,1.9082,3.7367,1.1101,3.7114,2.0942,0.2308,1.7921,2.4065,1 
-2.8399,-0.1128,2.1532,1.0607,1.4433,2.9928,1.3185,1.5052,2.3337,1.7663,2.5482,1.6023,-0.1856,1 
-1.1541,-0.8713,1.3546,1.687,2.1911,2.4676,3.8256,3.7439,2.1926,2.6655,0.4433,0.5084,0.8467,1 
0.256,0.7508,2.0105,1.5173,0.9741,2.4148,1.2008,0.7619,0.324,2.2822,2.0948,2.4763,1.2377,1 
2.5503,-1.8966,1.3963,1.8314,2.164,2.0964,1.3152,1.3677,1.1468,2.8706,0.9039,2.7848,1.158,1 
0.2158,-0.5859,2.075,0.9889,0.1075,2.2521,3.79,2.2956,1.1887,3.0647,3.9207,0.971,0.8496,1 
1.4001,-0.5554,2.0667,1.7545,-0.7858,3.2793,2.9587,1.1789,2.5157,1.0859,1.299,0.9228,2.8637,1 
-1.6509,0.8832,3.1448,2.086,1.1877,2.7283,3.0399,0.6639,1.6042,3.6283,3.2808,3.5113,-0.9881,1 
-0.3622,1.3503,2.6907,0.6282,3.4258,2.5962,1.5108,1.7044,0.3571,0.9042,3.1903,0.4239,2.5691,1 
