Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Class
5.4703,-1.6032,0.3736,0.6557,2.5853,0.8068,1.773,1.2047,2.6521,2.5445,0.1074,1.9224,1.8408,1 
2.8263,-0.2558,1.6885,1.9078,2.4102,4.7411,0.42,1.5478,3.6767,1.4766,1.6896,2.0707,2.9485,1 
4.6801,1.1191,1.5635,1.0019,2.8041,1.5948,2.3149,1.8934,1.8013,0.2303,5.3236,2.4415,1.8191,1 
4.1759,-0.8184,2.9373,0.9481,2.4437,2.0851,3.1059,2.7794,1.9498,0.3532,1.6971,2.3482,1.2576,1 
3.028,0.8133,1.8657,2.2509,0.7708,1.9877,2.0125,3.3566,1.0933,2.7454,0.9214,2.2495,2.0491,1 
3.3285,-0.0224,2.9859,1.5942,2.6826,2.1306,2.2815,1.3292,1.2848,2.3945,2.1731,3.104,4.5194,1 
3.2859,0.2782,1.7258,1.3265,1.9707,-0.2829,2.3956,-0.3435,2.2238,0.9862,1.6354,1.8268,1.1067,1 
2.2682,0.9492,0.5014,1.8242,3.2581,2.268,1.9776,3.2689,4.0824,1.6194,0.6846,2.3836,2.0023,1 
2.9406,0.8931,0.8054,1.0024,0.5498,2.8686,1.7078,2.6342,1.6254,3.372,1.5378,1.6761,3.2542,1 
4.4658,0.6258,2.4708,1.818,1.8449,2.4659,3.183,1.387,1.769,0.1374,2.3335,2.0866,1.7631,1 
4.9914,0.3331,1.7844,2.6777,2.0767,-0.1993,2.8985,2.6388,-1.143,3.042,2.3343,2.6304,1.5316,1 
5.485,-0.7785,2.6237,1.6932,0.9605,0.7742,1.082,1.3859,1.8367,1.8373,2.2812,2.885,2.4546,1 
6.0076,-1.4949,2.0022,0.8807,1.522,3.7313,2.0624,1.504,3.2998,2.8437,1.2121,1.6963,2.0055,1 
5.0709,-0.2533,2.9027,0.0804,0.2463,4.0631,5.2721,2.7126,1.298,3.0015,0.5387,5.508,4.15,1 
4.9392,-0.1764,1.9305,-0.2984,3.5526,1.4025,1.9934,1.4968,1.7416,3.1009,3.6481,0.5486,2.0645,1 
3.6312,0.849,1.8637,1.9618,0.6411,4.2059,2.193,1.8877,0.7795,4.1089,3.3499,0.648,1.1018,1 
4.0481,-0.9248,1.5912,1.8067,3.1165,1.905,2.1505,1.726,1.3906,0.5832,0.8198,2.3869,1.4607,1 
6.1643,0.2769,2.6329,0.0268,2.9434,1.2894,2.9535,2.6754,1.8439,2.1121,1.6688,3.483,2.3117,1 
5.3549,1.7824,1.8973,2.7378,0.0981,2.7185,1.1333,2.1746,3.0173,2.6586,1.3975,3.2389,1.7065,1 
5.0783,-0.2645,2.4218,2.4848,1.6118,3.1855,3.239,1.4048,3.1761,1.2152,2.9663,2.7167,2.1327,1 
6.1639,0.8606,1.2557,2.2951,0.9208,2.1778,0.3897,2.1174,1.3311,0.6988,2.452,3.5178,3.501,1 
3.9814,0.5375,2.5367,0.1409,1.3939,3.0715,3.1921,1.2112,4.6789,1.1564,1.4913,1.1349,2.2288,1 
6.8595,0.5962,1.3788,0.9854,1.1842,0.2125,2.7948,1.7658,2.284,1.9435,1.4543,2.6756,2.7629,1 
4.3441,-1.6545,3.5556,1.3534,1.0142,1.1183,0.5539,3.0172,3.0067,3.8742,1.1512,1.3503,2.4286,1 
5.5324,-0.8775,0.2157,0.3103,1.5949,2.7713,1.6473,4.4028,0.0082,1.2559,1.2978,4.0005,1.8155,1 
3.6336,-1.5368,1.3383,2.5928,4.0465,2.8927,3.7569,2.2148,2.2167,4.4043,2.9192,2.9698,1.9912,1 
7.0528,0.1542,1.4365,1.663,0.1294,1.3612,-0.493,1.9843,2.4214,-0.5602,1.8828,2.8774,1.9607,1 
1.9814,1.2038,2.6849,3.3457,1.9969,1.9458,2.1296,1.5433,1.0861,1.6581,2.2591,0.9986,1.9592,1 
6.1114,0.2895,1.0387,4.1075,2.3936,0.2105,1.8408,2.4661,1.8136,1.8144,2.0888,2.8309,1.2492,1 
5.8383,-0.6826,-0.0016,0.0268,0.5959,1.7206,4.3373,3.4587,2.4431,2.0104,3.7347,2.63,-0.1157,1 
2.4635,0.7513,3.238,2.0728,1.7746,1.8606,1.3147,-0.4789,3.0825,1.2179,3.0304,3.8793,0.5342,1 
5.758,-0.7553,0.5841,0.8066,3.5046,0.6901,2.7404,4.2618,0.4943,2.2097,0.7689,3.5172,0.1894,1 
5.7802,0.9227,0.649,2.0251,1.6665,0.579,1.4995,2.1346,2.0846,1.8646,1.9155,0.975,2.8522,1 
3.3429,0.2691,0.5371,0.9794,0.255,2.529,2.1276,2.1376,0.4495,2.3218,3.0328,2.7474,1.6448,1 
4.1569,-1.4396,2.5422,2.1491,3.1639,-0.8321,1.3743,2.1183,3.4082,3.0186,1.7657,0.7476,1.5236,1 
5.547,-0.1965,2.3545,4.6337,1.2463,3.4541,2.6544,0.6553,3.4084,1.6094,0.0557,3.1885,0.9468,1 
5.9223,0.0122,0.4299,0.4829,2.0511,3.1226,0.8533,2.8083,2.8055,1.6778,2.2993,2.6863,0.3052,1 
5.756,-0.3474,1.8835,2.2107,2.1342,3.0284,1.8616,2.1224,1.7563,2.6837,1.397,1.7801,1.1911,1 
5.8588,-1.3739,2.748,0.1634,2.7081,1.7932,2.3218,2.7849,1.5388,2.0143,1.1896,1.6681,1.311,1 
4.9732,0.0513,0.5432,1.7333,1.8249,3.1454,2.3648,2.184,2.5423,1.258,3.0053,0.6529,2.7443,1 
5.7358,1.0253,0.8559,3.107,0.7063,1.4458,3.877,2.1562,2.1747,3.8897,3.6804,2.5742,3.3943,1 
7.2148,-0.0311,2.0707,2.2739,3.629,3.7,3.6159,1.557,2.004,2.0879,4.4779,3.3818,0.748,1 
6.5979,-0.9065,2.0238,1.5083,3.1347,2.7992,1.0958,1.5926,1.8389,2.8822,1.0589,1.0822,2.2297,1 
3.2077,0.3078,2.4082,3.2232,2.3978,1.0734,1.6084,2.3357,1.603,3.116,1.6886,0.3839,2.5899,1 
5.3498,-0.2846,2.2093,1.7394,3.2349,3.1088,2.2827,1.8402,3.5154,1.8194,1.4867,0.307,1.9984,1 
5.3912,-0.3733,2.6869,1.8373,1.6878,3.3859,1.9504,2.1759,2.1586,2.4258,2.0523,4.1045,1.5003,1 
* 
3.3316,2.7153,0.4546,1.9916,2.6213,1.2799,2.2655,2.1085,2.0043,1.8254,2.433,3.203,1.0349,1 
3.0283,2.2286,2.4451,0.8634,2.1351,3.4845,0.9202,0.0223,0.2566,2.2661,4.385,3.1237,3.6726,1 
2.0991,3.398,1.7288,2.6132,1.7327,1.4507,2.1327,1.5239,3.3085,2.195,2.4002,1.6624,3.2565,1 
1.268,2.6602,1.6491,1.0606,1.5107,1.1954,1.7873,1.6609,2.3122,2.5652,1.8526,1.9741,2.2891,1 
1.4601,2.7082,2.8422,2.2036,4.3947,2.9175,1.8877,1.6378,1.7678,1.4983,3.1288,1.3022,1.9189,1 
1.4707,3.0462,0.5814,1.6375,1.8781,2.3194,2.4609,1.7842,2.9891,2.3148,4.4677,0.4917,2.6206,1 
0.9549,1.202,3.9851,3.7448,0.1438,1.7772,1.9342,-0.1317,1.9512,2.3933,2.2173,0.0056,3.1077,1 
2.2445,1.9381,1.2461,2.712,2.9183,1.5179,2.0896,2.827,0.0455,2.1175,0.0925,1.0771,2.4698,1 
1.8556,1.5999,1.704,2.8482,2.7068,1.2127,2.2929,1.5292,4.4043,1.2606,1.6872,1.6511,1.561,1 
2.1411,2.273,0.3814,1.4269,0.6796,3.2362,4.4653,3.3832,2.3462,3.0225,2.1668,3.6567,2.6679,1 
1.7701,0.8704,1.36,2.3138,0.7742,1.7782,3.3399,2.0293,3.9854,3.4472,1.7124,0.6407,1.952,1 
1.5192,2.3778,3.6144,0.8769,1.6113,2.3323,3.135,2.5107,2.4143,3.3445,2.4935,1.763,2.0573,1 
1.2929,2.5467,2.9425,-0.9796,3.2181,1.9435,2.4609,2.6624,-0.2951,0.8041,1.6669,1.2086,2.2742,1 
1.4851,0.2889,2.6123,3.1001,2.5644,1.2872,1.7391,2.5484,2.6032,3.0069,1.7056,0.5791,1.3211,1 
2.5339,2.744,4.225,2.1172,2.2446,1.8227,1.5943,2.7818,2.3535,1.7927,0.9203,1.8769,1.609,1 
3.2552,2.9471,0.9777,3.1672,1.428,2.1331,3.2027,0.9752,2.1604,0.8695,0.0587,2.9866,2.0282,1 
1.1776,0.4134,1.5985,3.3422,2.4025,1.6272,1.328,2.1058,0.4527,3.3448,2.5032,3.1944,1.4365,1 
2.8548,2.6879,0.4669,2.149,2.3151,1.4251,1.6398,2.4362,1.9621,0.9953,2.5915,2.2278,2.2492,1 
2.0958,2.449,1.714,1.1372,1.2582,3.1056,-0.0177,2.5405,0.5577,0.3911,0.9934,1.7425,2.7305,1 
0.3016,3.6741,3.1637,1.8674,1.7098,1.0465,2.588,2.0688,3.4121,1.3138,2.5479,1.9636,1.153,1 
3.9023,2.2796,2.6203,0.9314,1.2774,2.0841,1.4155,2.602,2.4384,1.2177,2.1929,2.004,1.8359,1 
0.8512,1.1645,2.2105,3.014,1.0298,3.2172,2.1826,0.7302,2.3234,2.8858,2.2644,4.3191,2.3087,1 
2.8926,2.011,2.9801,-0.3956,1.1425,1.6357,2.5039,2.1883,3.0852,2.3569,2.2073,1.8549,2.1639,1 
2.8295,2.7553,2.8795,1.76,1.3049,1.5286,2.3495,3.6115,2.2393,2.485,0.3414,4.6799,0.8965,1 
3.8178,1.444,2.9577,2.8152,2.0643,1.8336,1.0593,1.9464,3.1011,2.3721,1.1165,3.1581,0.7963,1 
2.2098,1.1088,1.2173,3.0797,1.5372,0.4849,1.4613,2.7566,1.2706,3.2148,3.0083,2.0733,3.1737,1 
3.863,0.0164,3.1567,2.6093,1.6768,2.6641,2.3967,1.4239,3.4882,2.1402,3.1883,1.7543,0.3644,1 
2.2448,1.7649,0.7392,0.308,2.6165,3.2697,3.3973,2.5342,2.0041,2.1894,2.0448,2.7947,1.5069,1 
0.7384,1.7807,2.1973,1.7447,2.0258,4.201,2.8844,0.6132,2.6537,-0.1766,2.6189,2.4772,2.0261,1 
1.0303,1.0163,2.4125,1.3857,2.8371,1.3764,1.6368,2.7595,1.9661,1.8336,2.2696,2.3753,1.9161,1 
2.2261,1.8841,2.4116,2.2878,2.5043,2.8043,0.9694,0.6423,1.7335,1.8287,2.4624,0.7801,2.1926,1 
2.4355,0.3651,2.4349,3.3978,2.1247,1.1085,1.4231,1.9251,1.4782,-1.2044,3.4627,1.5331,1.821,1 
2.9247,2.2352,1.5114,1.907,2.5354,2.5508,1.8085,2.7947,2.7851,1.5123,0.9941,2.3276,2.579,1 
1.5401,1.5642,2.5363,2.157,3.3588,2.5153,4.3841,2.5292,1.1039,1.8022,1.9045,0.3196,2.6767,1 
2.0607,1.977,1.4467,0.8939,1.7829,1.1246,2.0108,1.0938,0.5842,2.0947,2.1938,2.5432,2.0563,1 
3.4657,1.364,3.1095,1.0074,1.3177,1.5907,1.7525,3.5279,1.3506,0.731,2.7549,1.9761,0.4425,1 
2.3464,2.9424,1.6145,3.5602,3.5452,1.3083,2.8645,-0.0978,2.1703,1.2422,2.9678,1.1255,3.0278,1 
1.1971,1.5717,1.2446,2.2205,0.6269,2.6468,1.3265,4.2419,1.7535,1.2364,2.4808,1.1682,2.5932,1 
1.5512,2.4877,2.0563,2.5458,1.3169,1.341,3.4393,3.3821,2.9213,1.4271,3.275,1.6712,1.8537,1 
3.0584,1.8889,1.9611,1.6776,1.3342,1.2954,1.6462,2.1519,1.6958,0.8211,1.8509,1.7749,2.0702,1 
2.4521,2.2941,1.1725,1.1715,1.5075,1.2484,0.4116,1.5313,0.5689,0.7365,0.7598,0.9469,0.8678,1 
1.0891,1.7398,2.8147,0.6527,3.0595,2.5245,2.5335,1.7464,2.1921,2.5629,2.6275,1.6601,2.7372,1 
3.2029,2.9706,2.7039,1.395,2.0047,2.147,1.5375,2.2186,2.1688,1.95,1.8501,1.9647,2.0336,1 
1.6334,1.5758,1.9492,0.8762,0.1426,1.7835,0.8208,3.6448,2.7234,3.2481,2.7327,1.679,2.5009,1 
2.5199,0.6221,2.7847,1.1037,0.8217,2.7412,1.4272,1.039,3.1879,0.2338,1.2296,3.1242,4.6717,1 
2.0644,2.9135,1.003,4.075,1.4098,-0.816,2.1095,2.1427,1.216,2.2576,3.3129,0.651,2.5001,1 
1.0154,3.486,2.5707,1.4871,2.2758,1.6107,2.6485,1.9756,3.3085,4.6626,2.3427,2.8726,2.3774,1 
1.4933,2.483,2.9769,2.8468,2.1567,1.8455,3.8301,2.9291,3.3825,1.3477,3.4229,0.5412,2.4776,1 
2.0294,2.1618,1.5891,2.9308,2.5383,2.1952,4.0656,3.0421,2.1833,1.9885,0.0129,1.3592,1.5186,1 
1.1891,1.8911,3.8208,2.5141,1.7653,0.9144,2.9517,1.7696,3.87,2.1577,3.4336,2.4726,2.0757,1 
2.1261,2.6256,1.9731,0.4326,0.1151,1.2825,1.1821,2.2094,1.8694,2.493,1.7772,2.5619,2.3381,1 
3.1039,1.0997,0.099,1.3791,2.7285,1.3416,1.521,0.7109,1.0258,1.8059,0.2533,1.849,2.0179,1 
1.8017,2.1246,1.3362,3.2816,2.7922,1.2089,1.9234,1.3358,3.2718,1.8804,0.799,2.8462,2.6112,1 
1.7964,1.4758,1.5814,1.9381,0.9412,3.8052,1.926,4.2049,1.5479,1.7906,1.7053,2.9065,2.9993,1 
2.3154,3.1378,3.1581,2.9998,1.5836,0.8562,0.3736,0.5412,1.6842,0.7111,1.8916,3.4932,1.8439,1 
0.1084,2.8404,1.7748,1.5006,1.729,0.6746,2.0185,2.7546,0.9752,2.5699,2.6092,1.4317,3.0092,1 
0.8413,2.4397,1.8565,1.9175,2.3886,2.2138,0.0375,0.7031,0.9194,1.764,2.78,3.0588,2.6717,1 
2.1751,1.0297,3.1814,2.1059,0.762,1.3801,3.2181,3.4339,1.0641,4.108,2.9117,2.5682,0.8305,1 
4.152,1.9468,1.2482,1.5662,1.8951,1.0096,2.614,1.8828,0.2677,1.1262,0.8653,1.1922,1.4504,1 
2.1875,1.7053,1.8131,1.2508,2.6868,1.7229,3.99,1.1064,1.959,3.3003,0.8539,1.0491,0.8843,1 
1.8701,1.7069,2.2135,3.118,0.8435,1.6145,2.3993,-0.5115,1.4734,1.5442,1.3949,2.2839,3.0971,1 
1.4614,4.1956,1.2974,1.9394,2.2172,0.475,2.4579,2.021,2.1564,3.0377,2.0457,3.1073,0.6622,1 
1.7463,3.2549,1.9195,0.7792,0.8441,1.2427,0.6876,2.4953,-0.8151,1.1786,0.6093,0.6268,1.4304,1 
0.7651,2.4776,1.2105,1.4478,2.8376,2.2727,2.1263,1.9741,0.8757,2.3016,4.1186,1.737,0.9966,1 
0.4822,0.078,1.6567,1.4596,3.0452,1.9201,2.6614,2.6234,3.1986,1.6912,2.9702,2.451,0.9373,1 
0.9749,2.4196,1.6847,-0.2108,2.2568,2.2605,2.1982,3.5259,1.6017,0.4636,2.6341,2.1549,2.6007,1 
2.6473,2.1496,1.4487,1.9345,1.8419,1.5437,2.1569,1.8802,2.0487,0.9098,1.7144,0.8535,0.9415,1 
3.3768,0.9832,2.4856,0.3159,1.8964,3.0429,2.7849,1.2585,2.7937,1.6276,1.0327,0.7923,-0.008,1 
2.4695,2.7757,3.6711,1.6488,1.6723,1.4411,2.3123,2.1567,0.495,2.4771,2.571,2.2541,1.7588,1 
0.0831,2.1012,1.8932,1.534,2.0678,1.7755,2.0717,1.8832,1.5301,0.8908,0.7615,2.3414,1.963,1 
2.407,2.4365,1.8711,3.9157,1.4977,2.0677,1.4925,1.641,0.9662,2.68,1.47,2.6556,3.0641,1 
1.9787,1.4686,2.3098,2.5654,2.6494,0.6724,3.505,1.1212,0.6198,2.6153,1.6555,2.1094,2.2153,1 
3.7204,2.1494,2.4697,1.6607,1.2951,2.862,2.5878,3.5753,1.2291,2.3713,2.7715,0.3314,0.7258,1 
2.4922,2.2318,1.3613,2.9109,1.1045,0.5594,2.085,2.1322,2.9463,2.2242,2.8335,1.031,2.8642,1 
0.9556,3.0278,1.8032,1.9918,1.5859,1.8712,1.6809,0.5386,1.1716,1.3747,2.2668,2.526,1.6919,1 
2.384,2.4507,1.6906,-0.4342,2.0349,3.454,1.4597,2.7402,1.2917,1.3423,4.1111,1.927,1.0576,1 
3.145,2.3109,2.3921,0.1054,1.6585,2.0698,1.8396,0.9857,1.6682,3.4407,1.6098,2.6425,3.5133,1 
1.8577,1.8606,3.1755,3.1838,2.6834,0.7849,2.5316,2.2454,2.252,3.7445,1.0419,3.8247,0.3201,1 
0.8856,2.0592,1.6843,2.4704,2.7764,0.9354,1.8174,2.2114,0.6673,1.7924,1.9922,2.3653,1.6,1 
3.1325,1.9014,1.789,0.4198,1.0703,1.4021,0.567,1.533,1.1059,-1.3177,2.8953,3.1996,2.3816,1 
2.0902,1.9626,-0.3332,1.9331,0.5469,1.0285,0.6024,2.0859,4.6507,1.5151,3.3701,2.4547,3.5786,1 
3.1962,0.1608,3.1094,2.5482,0.8483,2.4097,0.572,2.1959,3.1582,2.2394,0.7929,1.7025,2.3481,1 
2.8183,2.2005,1.6345,1.4458,2.4817,3.6345,2.7021,1.3567,3.2411,1.9026,3.4945,1.9254,3.0935,1 
1.6895,1.855,3.4415,0.7263,2.2402,1.4285,2.2904,2.1219,4.3176,2.3526,0.7869,1.5947,2.7168,1 
1.6911,2.7176,3.3734,2.9749,0.8941,1.4288,2.0869,0.2202,2.7156,1.7371,1.8259,2.3539,1.4127,1 
3.512,2.7549,0.687,2.0548,1.4652,2.8064,2.7495,3.3793,1.5284,1.7247,2.2388,2.3505,1.3533,1 
2.7148,1.9269,-0.4622,-0.4112,1.0041,3.5279,2.912,2.3353,1.5944,1.8891,2.5602,1.6227,3.2947,1 
3.5094,3.1033,1.408,1.8662,1.9402,2.2931,0.5892,3.2543,1.1097,2.171,2.0588,1.7923,3.1636,1 
2.3692,2.9048,2.7623,1.3184,3.3778,3.1846,1.0179,1.7495,1.6803,2.3224,2.4679,4.324,1.176,1 
1.6979,3.2359,3.1907,1.2501,2.8152,1.6371,2.6432,2.6561,3.7381,0.4772,1.2216,2.5796,0.9397,1 
1.4512,2.9419,1.1557,1.4184,1.996,0.5196,4.1653,0.8761,0.0545,1.877,1.5244,2.7922,3.0492,1 
0.5008,0.9238,0.9797,4.2183,1.8939,3.5699,2.0785,2.0389,0.5684,1.9761,3.0344,2.1329,2.4202,1 
2.3504,4.448,1.2162,2.7652,2.706,2.723,3.7585,1.4469,1.394,2.1905,2.6407,0.7428,1.9403,1 
1.5071,3.4655,3.593,2.0498,3.021,0.0638,1.5716,0.6292,1.7923,2.875,1.423,2.0042,3.969,1 
2.5119,4.7932,1.9224,0.1547,2.4985,1.7678,0.5723,1.1197,0.224,4.0585,0.4207,3.9141,1.6509,1 
2.1061,2.3311,3.0119,0.2832,2.1684,-0.0496,2.4097,1.3859,1.7053,3.2417,0.1795,1.9365,2.4806,1 
2.2048,3.9832,2.527,0.9174,1.5751,1.8236,3.0068,2.8286,2.3316,2.4661,2.3454,2.4089,2.3415,1 
3.9605,3.0485,2.9361,2.7033,2.7962,0.5733,2.5128,1.1595,3.8276,2.2328,2.2992,3.6211,1.1637,1 
0.6257,2.4238,2.5024,2.6114,1.721,2.337,1.4669,0.5984,2.7225,2.1169,0.6573,0.5322,0.8609,1 
2.3694,1.0733,2.2935,0.6242,1.7434,2.4119,1.1358,1.3058,0.6591,3.04,1.5094,2.0304,0.2212,1 
* 
8.0264,2.2603,1.6049,1.7957,0.7284,-0.5969,2.2897,1.1267,2.3941,2.9351,1.9843,2.2596,0.5267,1 
8.8019,0.2492,1.5049,0.9914,2.0252,1.8785,0.4531,1.3931,0.6062,1.3723,2.3326,0.4586,3.6703,1 
7.5005,2.6731,4.2481,0.3457,1.5256,1.6981,1.069,3.111,1.8103,3.2784,1.4459,2.3543,1.5597,1 
7.5756,2.2281,2.579,1.1458,1.1587,1.3443,1.8531,0.588,1.7294,3.1293,0.6597,1.7507,3.7635,1 
7.408,1.0922,2.2718,1.9954,2.8541,0.41,2.056,2.1059,1.9092,1.2861,2.2037,3.203,2.0843,1 
8.1639,2.3738,1.7731,1.3287,2.3141,3.4844,2.6522,1.7674,3.1847,2.9209,3.2165,0.1167,2.2213,1 
