Feature1,Feature2,Feature3,Class
0.5602,0.9434,1.6773,1 
-1.5644,1.4855,2.4922,1 
0.1148,-0.629,3.0639,1 
-0.3466,1.8602,1.2977,1 
0.4585,-0.2986,2.6455,1 
0.1833,-0.9075,1.9208,1 
1.2726,0.6105,1.0935,1 
-0.4022,-0.0134,3.9244,1 
0.1425,-0.0673,0.6781,1 
-0.9385,0.2636,2.756,1 
1.8614,0.9134,3.002,1 
1.0715,-0.8359,-0.3619,1 
-1.4987,0.6014,2.7498,1 
-0.1369,2.1582,3.2057,1 
-0.3682,-0.5412,2.1827,1 
-0.6071,-0.7264,1.4647,1 
-0.4354,0.1415,2.8365,1 
-1.121,0.1321,1.7722,1 
0.1755,0.9614,1.4535,1 
-1.3537,2.0528,1.0831,1 
0.0043,1.6567,1.0458,1 
1.1529,-0.2634,3.8901,1 
0.3778,0.6778,1.0637,1 
1.5154,0.7043,0.2723,1 
-0.1118,-0.4554,2.4828,1 
-0.1269,-1.0037,3.6675,1 
0.689,-2.171,2.457,1 
-1.3192,-0.7369,1.6895,1 
-0.0281,-0.8619,1.7291,1 
0.4134,-1.0673,0.6802,1 
0.522,0.9945,0.1474,1 
-0.5955,0.061,0.4305,1 
-0.8003,-1.391,1.7667,1 
-0.5228,1.1255,1.8745,1 
-0.0038,1.4011,3.7564,1 
-0.9557,0.7575,2.5464,1 
-0.2244,1.0227,1.3857,1 
-0.8095,0.1479,2.2184,1 
-0.4809,0.3515,2.4189,1 
-0.5029,-0.604,4.0714,1 
0.635,1.0698,3.0965,1 
-0.5353,0.5269,1.3797,1 
0.1786,0.9554,0.7898,1 
0.4367,0.0245,1.0279,1 
0.2492,-0.4928,2.1074,1 
-2.8863,-0.2943,1.7835,1 
0.3638,-0.5544,0.5025,1 
-1.0997,-0.5347,1.5111,1 
-2.0717,-0.6104,2.9695,1 
-1.3221,-0.1346,1.778,1 
1.2374,-0.1476,2.5183,1 
0.5921,1.4532,3.1879,1 
-1.2235,-0.0365,3.0069,1 
-0.6505,-0.0207,1.414,1 
0.073,-0.8245,3.3049,1 
1.1622,-0.3144,1.6099,1 
-1.0684,-0.5451,2.9747,1 
-0.6174,0.1737,2.4265,1 
-0.8843,0.1395,0.1673,1 
2.7027,0.9044,0.9143,1 
-0.8031,1.3496,1.5286,1 
-1.6165,0.193,2.7538,1 
1.1132,-1.0402,4.5924,1 
-0.488,-0.2895,2.3018,1 
-0.6285,-0.9363,3.5831,1 
-0.6144,0.2186,1.703,1 
-0.9739,-1.2675,2.1998,1 
-0.2417,-0.5076,0.7808,1 
-0.3712,-0.309,2.8523,1 
-0.8295,-1.4268,1.2838,1 
0.4882,1.1208,1.5599,1 
-0.3416,1.103,2.5152,1 
-1.4635,0.1517,2.1532,1 
-0.556,0.5447,2.3343,1 
2.2775,1.0931,0.8605,1 
1.4946,1.1387,1.2858,1 
-2.4982,0.115,1.7354,1 
0.429,0.7122,0.2382,1 
-2.1305,0.6964,1.6779,1 
0.6699,0.4578,3.8157,1 
1.0231,0.557,3.4115,1 
-1.292,0.24,1.9364,1 
0.3602,0.654,1.8424,1 
1.0205,1.7469,1.9681,1 
-0.1588,0.8344,0.9069,1 
-0.4623,-0.1187,2.9356,1 
0.8468,-0.4212,3.437,1 
1.5227,-1.1433,2.2014,1 
-0.4006,-1.5831,3.8666,1 
0.4909,-0.4595,1.7671,1 
0.851,0.3646,3.4965,1 
-1.8626,-0.9572,0.6056,1 
-0.9159,-0.8042,3.569,1 
-0.5074,0.8339,1.2462,1 
-0.0761,1.0772,1.7568,1 
-0.4111,-0.494,1.9464,1 
0.3653,-2.77,0.6273,1 
0.0872,0.6251,4.0298,1 
-0.1101,-0.0968,2.6645,1 
0.0069,-0.7201,0.3046,1 
-1.0128,-0.1954,1.8746,1 
-0.6869,-0.2129,2.2854,1 
0.0015,0.3725,0.6729,1 
0.3784,0.5465,2.1414,1 
0.7135,-1.3164,2.9935,1 
-1.446,-1.2059,1.815,1 
0.5157,0.4013,2.1358,1 
-0.081,1.5237,2.3221,1 
-0.0981,-0.777,1.4524,1 
0.4284,-0.6968,4.1847,1 
-2.0549,0.5491,2.5817,1 
-0.3424,0.6017,1.382,1 
0.6301,0.7363,1.3362,1 
0.4031,-0.6736,3.6983,1 
-0.4908,-0.8435,1.2327,1 
1.2781,-0.8873,0.8093,1 
-2.0255,0.0635,-0.5895,1 
0.1376,0.9432,2.6115,1 
-0.7743,0.2355,3.0859,1 
0.8845,-0.4353,-0.0682,1 
0.7328,0.5223,1.6724,1 
-1.1713,3.1441,3.6054,1 
-0.9583,-0.3846,2.6228,1 
-0.5585,0.445,2.3229,1 
0.9901,1.1433,0.8713,1 
-0.2529,1.381,0.4903,1 
-0.8384,0.3243,1.0209,1 
-0.4401,0.2385,1.0909,1 
-0.3188,-0.0334,1.3829,1 
0.3967,0.317,2.7363,1 
-0.3599,-0.322,2.7993,1 
0.2681,-0.0667,1.7256,1 
-1.5488,1.4574,2.4264,1 
0.5223,0.694,-0.2373,1 
1.2362,-0.6678,2.9104,1 
-0.0759,0.3337,1.0595,1 
0.6983,-0.2309,0.4573,1 
-0.0261,-0.2005,1.3977,1 
1.6513,0.0385,1.021,1 
0.3995,-0.9105,1.9392,1 
0.4755,0.7266,3.3977,1 
-1.3204,-0.2879,2.7464,1 
0.3899,0.238,2.84,1 
-0.6333,-0.495,4.0168,1 
-0.6959,-0.3777,1.2704,1 
0.6075,-0.269,2.7028,1 
-1.2805,1.6454,2.7381,1 
0.3706,-1.2835,1.7566,1 
1.4868,-0.4589,1.4205,1 
0.466,0.2706,3.8293,1 
0.3139,-1.7136,1.3673,1 
2.4117,1.1063,1.9079,1 
-0.0734,0.2841,2.8518,1 
0.3038,-0.0128,1.7974,1 
2.0124,-0.647,1.4436,1 
-0.4395,0.7206,2.9659,1 
1.3971,-0.1436,2.4534,1 
0.2283,-0.1313,3.878,1 
1.2671,-0.1429,3.2836,1 
0.4251,0.3223,2.5789,1 
1.8785,0.744,0.3633,1 
2.8566,0.8261,2.8031,1 
-1.3362,1.6112,1.2069,1 
-0.2997,-0.598,1.5292,1 
-0.0008,0.0973,2.5049,1 
-1.1981,-0.3614,2.4904,1 
-0.5341,-0.513,3.83,1 
-1.7839,0.7658,3.1969,1 
-0.9838,-0.3293,1.0675,1 
0.8149,0.0252,1.4959,1 
-0.3956,-0.6644,2.5462,1 
-0.672,1.4803,3.8844,1 
-1.0887,1.0601,0.6491,1 
-1.5464,-1.1644,2.7802,1 
-0.27,0.766,2.3059,1 
-3.0185,-1.608,1.568,1 
-0.2093,-1.5879,1.7203,1 
-0.4804,0.263,1.7563,1 
-0.2205,0.9602,0.6641,1 
-0.2996,1.0637,2.603,1 
-0.1301,0.6021,2.5351,1 
-0.4672,-0.4367,2.1797,1 
-0.6652,-0.471,2.717,1 
-0.6422,-0.2687,4.104,1 
0.0602,0.8206,0.11,1 
-1.1595,0.1012,2.4975,1 
-1.3407,-0.553,-0.1176,1 
0.6907,0.675,1.3045,1 
-0.2926,-0.1129,1.3943,1 
0.355,-1.8087,3.7086,1 
-0.5015,-0.8863,3.3599,1 
0.744,0.7712,1.8569,1 
-0.2595,-0.2035,2.1361,1 
-0.3266,0.818,1.1772,1 
1.3,0.9576,1.9376,1 
-1.1225,-0.1028,-0.2781,1 
0.0237,-0.2238,1.2054,1 
0.9187,0.1739,1.6713,1 
1.5322,1.0571,3.4062,1 
-0.8029,-0.0763,1.7354,1 
0.8306,-1.8007,3.8117,1 
1.7364,-0.1481,1.8536,1 
-0.6828,1.8171,2.8589,1 
-0.0012,0.1473,2.4278,1 
-0.0965,1.3118,1.4712,1 
-0.4368,1.0399,1.718,1 
-0.6709,-1.2328,-1.2413,1 
1.2758,-0.0854,0.7519,1 
0.3164,-1.2343,0.193,1 
0.3223,-2.2196,2.1119,1 
-0.1258,0.6204,2.3259,1 
-0.3393,-1.1686,-0.0141,1 
-0.0613,-1.291,1.4729,1 
-0.5561,-0.5082,0.8594,1 
1.3882,0.9871,1.9783,1 
-1.3468,-2.347,2.7555,1 
-0.1077,1.6179,1.4112,1 
-0.4299,0.2316,1.3433,1 
-1.4022,-1.3031,2.7216,1 
-0.1786,-0.0731,3.5575,1 
0.1268,-0.7027,1.3012,1 
-0.673,-1.0772,3.353,1 
-0.2948,-0.7082,2.5666,1 
-0.4194,1.3327,3.594,1 
-0.5478,-0.0924,1.604,1 
-0.2962,-1.7187,1.5503,1 
-2.4126,0.3261,2.7961,1 
-1.1358,0.1312,1.4433,1 
1.1571,0.3025,2.785,1 
1.4219,-0.3287,1.2797,1 
-0.7433,-0.1132,1.3931,1 
-1.4391,1.5519,1.1957,1 
0.2323,-0.7414,2.9802,1 
-0.8188,-0.8806,1.9026,1 
0.1126,3.733,3.0257,1 
-0.5454,-0.8498,0.4422,1 
0.3326,1.3792,1.1679,1 
-1.9019,0.494,2.3586,1 
-0.5098,0.7437,1.2146,1 
0.4331,-0.8916,1.1089,1 
0.0317,1.5104,2.0969,1 
1.8,0.9366,1.6028,1 
-1.4042,0.6158,2.0282,1 
-0.367,1.4198,0.7268,1 
-0.7253,0.0882,1.747,1 
-0.239,0.1854,0.4895,1 
0.3532,-0.2385,0.3602,1 
1.2741,1.3348,1.2446,1 
0.9538,1.7424,0.4992,1 
0.4875,-0.4424,0.978,1 
0.8609,1.2502,1.3493,1 
0.8617,0.4494,3.0812,1 
-0.6422,-1.5962,1.5236,1 
1.0521,-0.952,2.4292,1 
0.8492,-0.9029,0.9772,1 
0.2909,1.2196,0.2325,1 
1.5207,0.2919,1.4086,1 
0.8338,-0.1655,3.0875,1 
-0.9965,-0.2157,-0.434,1 
-0.6725,0.6046,2.7784,1 
0.1759,-0.5676,1.6401,1 
0.712,1.2199,1.0803,1 
1.0846,0.8707,1.6986,1 
-0.3051,0.0501,1.2938,1 
0.0385,-1.4754,2.1552,1 
-0.7367,0.235,2.5885,1 
-0.8378,-1.3953,2.2641,1 
-0.063,1.4782,2.914,1 
-2.2882,0.4637,3.7853,1 
0.1845,-0.8777,0.7456,1 
0.8324,0.4136,0.9744,1 
0.3017,0.1454,3.5448,1 
-0.4382,1.775,1.8979,1 
-0.0761,-0.9002,2.9387,1 
0.1485,1.2174,0.0888,1 
0.2944,-1.1348,2.6811,1 
-0.3018,0.3269,2.4514,1 
-0.08,1.4448,2.6584,1 
-0.4308,-0.4995,1.8674,1 
1.7233,0.4346,1.4095,1 
-1.5523,-0.5927,1.9591,1 
-0.8324,1.2127,1.0215,1 
-0.8548,-0.3506,1.8498,1 
0.3352,1.1774,3.038,1 
-0.1625,-1.4496,1.0832,1 
-1.3491,0.8193,3.0482,1 
-2.0013,-1.1066,1.1331,1 
0.8648,0.7335,3.7157,1 
-0.601,1.2043,1.5851,1 
0.6604,1.1376,2.5903,1 
-0.1912,1.7155,2.259,1 
0.6713,-1.4198,2.6951,1 
-1.2265,-1.4612,1.1552,1 
-0.5384,-1.3117,1.4121,1 
0.3176,-1.6979,3.1067,1 
0.139,0.3897,3.9026,1 
-0.3966,-0.6531,1.0644,1 
-0.4972,0.4897,0.9553,1 
0.0341,-1.2213,2.6437,1 
-0.698,-1.1627,1.3776,1 
0.8276,0.668,2.9131,1 
-0.4808,1.5901,2.3843,1 
-0.2347,-1.032,2.0024,1 
1.8493,-1.2625,3.2398,1 
-1.2269,-0.2703,1.5359,1 
-0.9791,-1.1474,1.8509,1 
0.4513,0.58,0.4259,1 
-0.0578,0.7671,0.3971,1 
-0.6842,0.3544,2.6223,1 
-2.09,-0.1328,2.0784,1 
2.1592,1.3707,1.3582,1 
-0.4601,-0.3021,2.286,1 
0.5157,-1.5514,1.4622,1 
0.2353,-0.1186,2.0662,1 
0.5187,-0.6112,2.5223,1 
0.4105,0.1266,1.5673,1 
0.3878,-0.1283,-0.2816,1 
0.2883,-1.5009,2.1302,1 
-0.9309,-0.2436,1.1705,1 
1.2549,0.0381,2.5111,1 
1.5977,-0.702,0.3514,1 
0.2358,-0.6745,0.9384,1 
-1.6485,-0.5776,1.9614,1 
0.3468,-0.249,3.9941,1 
0.0579,1.227,1.9342,1 
0.9854,0.949,4.0638,1 
-0.1298,0.0831,2.396,1 
-0.6312,-1.983,2.4041,1 
-0.5332,1.3508,0.6451,1 
-0.353,-0.0714,1.9276,1 
-0.6046,-0.9533,2.9067,1 
-0.3179,0.2148,3.6693,1 
-1.3062,1.7772,1.783,1 
0.4729,1.7304,1.1468,1 
0.4361,1.4134,1.4273,1 
0.4433,0.4297,1.3298,1 
-0.9139,-0.6544,0.8009,1 
-0.3737,1.1215,0.9274,1 
0.846,-0.1803,0.7026,1 
-0.2765,-1.121,2.7333,1 
1.0157,0.1042,2.049,1 
2.0917,0.3031,2.9387,1 
0.6997,1.3602,2.4566,1 
0.3314,0.7051,3.3988,1 
-0.69,-0.2381,2.7201,1 
-0.3566,-0.4424,3.0244,1 
-0.4998,0.7468,1.0104,1 
0.5937,0.2703,2.482,1 
-0.9732,-0.7685,1.3834,1 
0.0687,-0.3946,2.9819,1 
0.1563,-1.3038,2.7412,1 
0.6622,-1.6974,3.3951,1 
0.2384,-0.5841,0.0839,1 
0.8098,-0.4998,0.1304,1 
-0.0697,-0.0224,1.4357,1 
2.1806,0.3319,0.8343,1 
0.6486,-0.07,2.927,1 
0.0857,1.9969,2.916,1 
0.0078,0.3125,2.9829,1 
0.6034,0.6203,3.3342,1 
-0.1701,1.6394,1.0011,1 
0.1518,1.2288,1.3737,1 
-0.5045,1.4495,1.7877,1 
0.7836,-1.8739,2.571,1 
-0.4555,-0.3822,1.6372,1 
-0.4447,-1.2326,3.0377,1 
-0.824,0.7256,1.3458,1 
-0.5183,-0.3658,1.7558,1 
-0.0022,-0.6869,1.998,1 
0.8989,-2.0368,3.3286,1 
2.2,-1.0341,2.7712,1 
1.0493,-0.5678,1.0945,1 
0.4591,0.8416,2.6319,1 
-2.2262,1.6149,1.7286,1 
2.0742,-0.0798,1.3971,1 
-0.2563,-0.8883,3.7769,1 
-0.836,-0.6416,3.37,1 
0.3073,-0.1328,3.2966,1 
-0.6526,1.7641,1.8881,1 
-0.6118,0.9861,1.9759,1 
-0.988,0.4313,0.7569,1 
-0.9651,0.9712,1.6629,1 
-1.9539,1.0412,1.4631,1 
-0.822,-0.2958,0.7574,1 
-0.4609,-1.1632,1.3649,1 
-0.2338,0.6109,2.7935,1 
-1.4113,-0.621,3.2843,1 
-0.5003,-1.6529,2.1234,1 
0.5199,-0.66,2.6314,1 
2.3114,-0.8758,1.5007,1 
0.9124,-0.8282,-0.082,1 
0.1949,-0.4279,0.2273,1 
-0.0089,0.3298,2.3153,1 
-0.678,0.2487,1.1173,1 
0.3615,-0.8332,1.3781,1 
-1.0638,-1.089,1.3163,1 
-0.5685,0.4908,2.4075,1 
-3.1422,-0.5193,2.0219,1 
1.5076,-1.2106,3.1419,1 
-0.5087,-0.929,0.8097,1 
-0.5952,-0.5409,1.4801,1 
1.2652,-0.2814,1.8916,1 
-0.3751,-0.7023,2.149,1 
0.1417,1.772,3.2066,1 
1.2773,-1.219,2.2625,1 
0.9458,1.329,0.7999,1 
1.9971,-0.4605,2.6787,1 
-0.8556,0.4023,3.4187,1 
-0.2062,1.3294,2.8423,1 
* 
10.2442,0.1932,1.9228,0 
6.7635,1.754,1.1961,0 
7.2432,0.6608,2.6771,0 
7.5293,-0.5591,2.8966,0 
8.2085,-1.5592,3.307,0 
9.0971,0.8294,1.9095,0 
11.1279,-0.0771,2.8777,0 
6.9592,-0.5552,1.9495,0 
9.0198,-0.4411,3.3263,0 
8.1598,-0.6019,1.8745,0 
7.6391,0.9993,2.1848,0 
7.512,-0.6636,1.2451,0 
8.0427,1.0667,0.9351,0 
9.3439,-1.8495,1.8367,0 
9.5805,-0.8177,1.2703,0 
7.1425,1.5016,2.3161,0 
7.3039,-0.4582,2.3711,0 
7.2979,0.1784,0.5896,0 
8.1743,-0.2749,2.9489,0 
6.8054,1.5016,2.058,0 
9.3705,0.1477,2.8355,0 
7.2787,-0.3305,2.9521,0 
9.7026,0.6252,1.4262,0 
5.9809,0.5705,2.4719,0 
8.5114,-0.5477,0.2151,0 
7.9802,-0.7214,1.4517,0 
6.4657,1.1145,0.8039,0 
7.7811,0.5682,2.0641,0 
9.5089,-0.8057,1.7928,0 
9.1232,0.6686,1.2509,0 
7.6389,1.0057,2.0279,0 
6.9155,-0.79,2.2503,0 
7.7904,0.7994,1.1703,0 
8.8254,-1.5556,2.7785,0 
8.1451,0.0751,2.5969,0 
7.2512,-0.8498,3.9495,0 
10.1412,0.6623,3.3215,0 
8.8634,0.4741,1.9358,0 
8.9478,-0.2776,1.3032,0 
8.0138,-2.0285,0.9283,0 
8.7941,-1.2799,3.1011,0 
7.5977,1.3553,3.5579,0 
8.3166,1.8719,1.0411,0 
7.9205,-0.4064,3.9727,0 
8.174,1.2697,4.7742,0 
6.6412,-0.9033,1.8379,0 
8.01,0.5868,2.767,0 
6.0252,0.0908,2.938,0 
9.2781,0.9172,3.1737,0 
6.8331,-0.5062,0.2451,0 
8.9865,-0.5728,0.4535,0 
8.0562,-0.1307,0.6717,0 
7.0082,-0.9173,1.9898,0 
9.9107,0.3198,2.7407,0 
6.6177,-1.5275,0.573,0 
7.7308,0.5118,2.8625,0 
8.5893,-0.6494,2.0078,0 
7.444,0.829,4.0912,0 
7.7159,-2.1094,2.395,0 
7.8326,0.053,0.7944,0 
8.7878,0.4166,2.4216,0 
7.8798,0.4043,2.118,0 
8.5892,-0.9246,1.8943,0 
8.9842,-0.0978,3.5784,0 
6.9795,-1.2643,2.7851,0 
7.917,-0.3954,2.7819,0 
7.5604,0.8149,3.6116,0 
6.5649,-0.5459,1.9152,0 
7.4729,-0.1089,1.352,0 
7.0123,-0.7439,1.0667,0 
9.4626,0.1726,1.252,0 
7.8543,-0.8585,1.8204,0 
7.3086,0.7269,2.5289,0 
7.8637,-0.5981,1.7787,0 
6.3821,-0.8359,3.6047,0 
7.6144,0.3283,1.7004,0 
8.3363,-0.3007,1.6312,0 
9.2131,-0.4192,1.4679,0 
7.8614,-0.0088,2.8063,0 
7.7217,0.7944,2.801,0 
9.0225,1.0996,2.3515,0 
8.4548,0.8909,2.9396,0 
7.861,0.0074,2.3362,0 
6.6142,1.5473,2.4535,0 
8.2477,-1.6547,0.4833,0 
8.0618,0.8215,2.2926,0 
8.0411,-0.0645,1.4297,0 
6.0379,0.0029,2.6556,0 
7.618,-1.3575,4.3489,0 
8.5573,-0.9504,2.0086,0 
8.079,-0.3077,0.9924,0 
8.9742,1.1001,0.8075,0 
8.2648,0.8336,1.0339,0 
7.8256,1.0587,1.1485,0 
7.1729,-0.6447,2.0452,0 
7.1577,-0.4657,-0.0489,0 
7.6583,0.6031,3.4067,0 
8.0942,0.1006,1.7195,0 
6.5999,1.0429,2.438,0 
7.9942,0.6276,2.4046,0 
8.2427,0.3168,3.1627,0 
8.2774,1.6061,3.2675,0 
8.8254,0.6254,2.0725,0 
9.9099,0.7725,1.1084,0 
8.4052,-0.9752,3.3196,0 
9.4817,-0.9887,1.4937,0 
8.5075,-1.4458,5.3012,0 
10.8425,-0.2892,2.2887,0 
8.3673,-0.374,3.4186,0 
5.8009,1.2514,1.5039,0 
7.9564,-0.1233,3.4023,0 
9.3809,-0.3819,2.0087,0 
7.0692,-0.0331,0.0115,0 
7.608,1.3125,2.4435,0 
8.9968,0.0088,2.4822,0 
7.848,0.9876,2.4902,0 
6.6176,0.0784,2.0012,0 
7.9854,1.2505,2.5296,0 
8.5174,-1.0379,0.8339,0 
9.9689,-0.9396,2.2038,0 
7.5999,1.0208,1.7099,0 
7.4287,1.469,0.2903,0 
7.707,-1.0732,3.2988,0 
7.6188,1.4644,1.7624,0 
8.1713,0.295,3.1002,0 
8.1962,2.0373,1.5779,0 
8.1181,-0.2463,3.0518,0 
6.2801,-2.9635,3.5806,0 
8.6782,0.437,3.4814,0 
9.7227,-1.1499,1.074,0 
8.2308,0.8325,2.5093,0 
6.3971,-0.3221,0.5248,0 
8.3297,-1.3779,3.2123,0 
6.9115,-0.5873,1.8919,0 
8.0532,0.9865,3.3796,0 
6.8823,-0.3337,1.9129,0 
8.1642,0.6142,3.5037,0 
7.5184,-0.1449,0.1894,0 
9.8185,-1.9807,2.993,0 
8.784,1.5443,1.7005,0 
5.9094,1.4594,2.9672,0 
5.8907,-0.5056,2.7699,0 
8.0646,-0.4893,2.5788,0 
8.9684,-0.2945,3.9775,0 
7.134,1.0586,1.241,0 
8.0611,0.9839,0.3889,0 
8.5648,-1.1574,1.6391,0 
9.4095,-0.6895,1.0768,0 
7.0464,0.392,2.8948,0 
9.415,1.6841,-0.3193,0 
9.5953,1.7378,1.0435,0 
8.168,-0.6613,2.4699,0 
7.3446,-1.7903,0.7955,0 
9.8119,0.7295,1.5169,0 
7.8904,0.0116,2.7176,0 
8.1301,0.302,2.8926,0 
7.2497,-1.3672,4.05,0 
6.6473,-1.0543,4.1653,0 
7.9635,-0.9619,2.5891,0 
7.5113,-1.4973,0.1912,0 
8.8608,0.2565,3.5804,0 
6.4128,0.589,0.419,0 
9.8161,-1.1243,2.6176,0 
8.2527,-1.2609,1.9513,0 
10.2617,1.2836,2.1344,0 
8.7775,0.3635,1.1183,0 
7.0758,-1.7911,3.1984,0 
8.377,1.3763,1.9772,0 
9.0128,-1.3602,1.3782,0 
9.8325,-0.6483,3.6839,0 
7.9013,-3.1109,3.3036,0 
7.7853,-0.5173,3.0796,0 
8.483,1.7994,1.2189,0 
7.0372,-1.2286,2.0327,0 
6.909,0.6697,2.0447,0 
8.1498,0.5907,1.24,0 
8.8574,0.7115,1.1537,0 
7.9052,0.144,1.6562,0 
8.7038,-1.7023,3.837,0 
8.2897,-0.6253,3.0915,0 
7.1408,0.6119,2.969,0 
8.9378,-1.0206,3.9842,0 
8.3779,0.0576,3.097,0 
6.877,-1.0248,1.8733,0 
8.5746,0.4723,3.2084,0 
8.9934,-0.9761,2.5816,0 
7.6926,-0.2457,2.1804,0 
6.9774,-1.8738,0.2851,0 
8.0829,1.1388,3.1902,0 
6.7107,0.4611,2.7058,0 
9.2233,1.2058,3.3187,0 
8.3553,0.842,0.8495,0 
6.8073,-0.1638,1.2201,0 
8.4797,1.2376,1.1997,0 
6.7097,-0.7328,2.0875,0 
9.4378,-0.0233,2.7197,0 
9.6882,0.833,1.2706,0 
8.5014,-0.0744,3.004,0 
6.3768,-0.7569,0.8725,0 
7.9464,0.4672,0.5515,0 
8.0648,-0.3355,4.0998,0 
5.7773,0.0604,1.0618,0 
8.1182,0.5382,-0.817,0 
7.3229,-1.2298,1.0422,0 
9.7671,0.1037,1.9761,0 
7.3158,0.6859,2.4341,0 
7.2427,0.09,3.4523,0 
7.8336,0.1791,2.8845,0 
6.8732,-1.0501,1.9795,0 
7.6551,-1.828,1.1336,0 
6.7216,-1.4303,2.8295,0 
6.6595,-0.6036,1.9593,0 
8.4142,0.6836,1.5777,0 
9.5967,-1.3609,2.7871,0 
7.8539,0.4083,2.2525,0 
7.2517,0.0271,2.6407,0 
7.8638,-0.6612,5.2291,0 
8.525,-1.1134,2.9751,0 
8.736,-0.4216,2.9193,0 
7.4208,-0.8472,0.0848,0 
7.3266,-0.4542,2.6401,0 
7.3601,0.9502,1.7072,0 
8.8632,0.2625,2.9221,0 
7.7252,1.8126,2.9638,0 
8.9971,0.296,1.3823,0 
9.0072,-1.2634,2.4432,0 
9.0214,-0.6599,2.2259,0 
7.0957,-0.0484,0.3099,0 
8.3474,-1.0364,3.2333,0 
5.7658,-1.0314,0.9963,0 
8.0405,-1.0798,3.4163,0 
6.225,-0.3408,0.5851,0 
6.7008,-1.782,1.8433,0 
10.0923,-2.2012,1.5755,0 
6.6764,-0.8637,1.6349,0 
8.3356,1.1792,1.7187,0 
7.5393,-0.3584,1.0994,0 
6.1813,0.798,1.6896,0 
8.9344,-0.4667,2.7129,0 
7.0134,0.2299,1.935,0 
8.1129,-0.1243,0.8181,0 
8.0262,0.4071,2.4389,0 
9.8881,-0.2097,1.6731,0 
7.2394,-0.0656,2.5716,0 
7.1598,-0.7704,2.2316,0 
8.6595,0.5831,1.2928,0 
8.078,0.5939,1.7769,0 
9.0957,0.771,0.8281,0 
9.496,-2.3051,2.2772,0 
6.8132,1.3508,2.027,0 
5.9257,0.652,2.4122,0 
