Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Class
-1.6444,-1.9989,2.3444,1.4356,0.841,1.0549,1.2379,1.5215,1.3611,2.0491,4.9597,1.6693,2.9774,2.6414,3.3244,1 
-0.2406,0.5455,1.5588,0.9044,2.376,3.1059,3.8176,2.9501,2.1157,1.9118,3.2713,0.5458,2.7431,1.3956,1.7002,1 
-0.348,-0.8443,2.3447,2.2677,0.1219,3.5155,1.5927,1.277,1.5815,2.1104,1.0851,1.8396,2.0714,-0.9345,1.5398,1 
0.2293,-1.9407,3.1375,1.7785,1.3397,1.8407,1.9777,4.0146,1.4186,1.4453,0.2398,2.4168,2.0848,3.0431,2.419,1 
-0.1415,0.1028,2.5712,2.2166,3.5748,2.0624,1.3109,1.5003,2.7003,4.1433,1.8611,2.7502,1.3034,3.3334,2.7348,1 
1.4034,3.1291,2.6709,1.7234,3.0849,0.1716,3.1625,2.0831,1.3521,0.8953,2.5461,3.9967,-0.0826,2.7193,1.2347,1 
-0.7074,0.3668,0.9107,1.6479,2.6924,3.4662,2.0102,0.8358,1.2952,0.8888,0.9302,1.58,4.2895,2.0597,1.0502,1 
0.0243,0.5088,2.6942,3.1656,1.4863,2.3167,1.7642,2.7805,2.0927,1.8111,0.7257,0.0948,0.6623,3.1,0.5651,1 
1.593,-1.7062,1.5607,2.0803,0.9352,3.4863,1.7368,2.7023,0.7018,1.3079,1.4692,1.4832,1.2069,0.7955,2.1664,1 
1.5683,0.6128,1.7936,1.1641,2.8165,2.2727,2.606,3.0173,0.1629,3.2023,2.1623,0.9776,2.3012,0.3512,2.5482,1 
1.4782,-1.0301,1.7284,1.5089,0.6851,0.944,2.307,1.9855,2.3611,1.7035,1.1716,2.5545,0.8971,0.9803,3.1578,1 
1.1565,-1.7845,2.0555,0.833,3.2102,1.4009,1.3821,2.6392,1.963,1.533,1.7015,1.8382,1.9557,1.28,2.0785,1 
0.1518,0.5843,3.1511,3.161,1.4814,0.8937,2.0267,1.8213,2.8349,0.7667,2.1975,1.9562,0.6999,1.4623,0.6455,1 
0.5277,1.2558,2.7194,3.1111,3.3545,2.3033,3.7305,1.7904,0.7799,1.0496,0.3961,1.4981,3.1384,1.7578,1.7476,1 
0.3492,-0.0412,2.2737,0.8904,0.5429,2.1614,0.7466,1.69,0.1771,-0.1438,0.6127,1.1797,1.1509,2.4165,1.3686,1 
1.1019,1.3888,2.6392,0.5325,2.5274,3.5308,1.7982,3.4543,2.4824,2.7767,2.8087,3.3894,0.3093,1.9056,3.5592,1 
-0.3666,0.195,1.8835,1.9275,1.5633,0.7239,1.2793,3.1736,1.3368,1.325,0.9743,2.946,1.7692,0.5879,1.2379,1 
-0.0345,1.0276,2.3403,2.0266,1.7966,2.0785,1.8047,2.8487,2.6859,2.2402,5.4603,2.225,2.3803,1.0702,1.3619,1 
0.778,0.9437,3.5579,2.8229,2.1897,0.9905,2.1451,1.7165,0.5566,1.1446,3.2095,1.9462,3.8119,3.0008,2.4983,1 
-0.6149,-0.1108,0.4135,1.9196,0.4684,3.4261,1.2453,3.3008,0.4878,2.0352,2.2956,2.2071,2.995,2.8847,2.6464,1 
0.2492,-1.1255,1.9268,1.1422,3.4882,0.5174,2.2552,2.3707,2.2129,0.9957,3.1541,2.4505,0.9941,0.8538,1.2284,1 
0.7836,0.0256,0.9774,2.4084,1.1939,1.2898,0.5887,2.1512,1.2775,1.1015,2.5661,3.2579,2.222,2.7033,2.1441,1 
-0.8759,0.6633,4.6549,3.025,1.6013,2.8835,1.8939,3.773,0.4161,1.6284,2.027,3.6586,1.3359,1.5582,2.9034,1 
-0.2238,1.511,2.3238,2.2956,3.2345,2.0147,4.2585,3.1908,0.6078,2.7273,3.3364,3.5581,3.0241,2.3084,2.9813,1 
1.8763,-2.0241,1.2911,1.7017,2.376,-0.651,1.3974,1.353,2.507,0.6771,1.5156,2.9888,2.0165,2.1637,2.9621,1 
-0.3077,1.2082,2.5967,0.4774,0.9871,1.5697,2.2298,1.8084,2.0925,1.3184,0.5541,1.7936,2.5498,0.8213,0.9666,1 
-0.5692,0.3405,1.6934,3.4274,0.5941,2.1567,2.2793,2.8825,0.3969,1.4537,2.0088,2.1558,1.6109,2.3673,2.4794,1 
0.2811,-1.6197,2.8669,2.4676,4.0611,2.43,2.2291,3.3677,-0.2511,1.2759,2.0743,4.7537,2.4201,0.9244,2.5538,1 
-1.1934,1.2098,1.0637,1.8372,2.5942,1.8038,1.4602,1.9577,1.6952,1.9648,0.5752,1.0133,2.6608,1.7893,2.5345,1 
0.2345,0.4325,1.7551,1.6301,2.8564,0.8502,2.9223,0.6229,3.055,1.8173,2.6074,-0.473,3.4395,1.6679,3.1235,1 
0.4847,1.2659,1.6093,2.8533,2.371,1.8257,1.868,2.7354,1.2768,1.2134,3.4388,2.2231,1.7916,3.1805,0.9067,1 
-0.8452,-0.4476,0.7751,1.5329,1.4221,2.8092,1.8139,2.6532,2.9675,1.2718,1.2988,2.4384,3.221,1.8317,2.978,1 
-1.2662,-0.5659,2.8627,3.3251,2.4901,3.2984,2.9441,2.4939,1.051,1.2474,3.0015,1.8279,1.3801,1.6517,3.2095,1 
1.4896,0.7241,3.0367,1.725,1.1594,3.7319,2.3069,2.1575,2.4048,2.4237,1.8035,2.0929,2.4517,3.4638,2.1149,1 
0.3265,0.6287,2.4185,2.2387,0.9365,2.3653,0.8006,2.1142,2.0946,2.6266,2.2436,1.1638,1.8492,2.5089,1.3945,1 
-0.3938,-1.2352,0.5731,1.3735,2.3783,2.4782,2.7338,2.4445,0.4078,1.3101,3.4664,3.6431,2.6782,1.5207,2.2718,1 
-0.5009,0.6534,1.1695,2.4549,1.7575,3.3638,0.837,2.57,1.8892,1.3491,3.963,4.4266,2.6041,1.6359,1.7305,1 
-1.5534,-0.553,2.9375,1.2555,0.8979,1.9758,1.6806,2.8826,1.3728,2.3073,3.536,1.0525,0.7218,1.9533,3.746,1 
1.8404,-2.1959,1.4192,-0.3917,2.167,1.7196,0.662,2.8244,2.2688,0.5461,4.0888,3.0568,1.8345,-0.3961,0.768,1 
-0.9942,2.2804,1.8351,3.6562,2.3718,0.515,1.4596,2.5159,0.9945,2.8582,3.1619,2.8327,1.8513,2.4778,2.0378,1 
0.438,-0.1497,2.112,1.6592,2.1596,1.7696,2.1732,1.5431,-0.0942,2.743,1.911,1.3417,3.3151,1.9565,2.3571,1 
1.1133,0.3627,2.1435,1.8761,2.244,2.6412,0.8813,3.6186,2.5231,1.8039,1.2458,0.7984,1.2036,0.1382,0.7098,1 
-0.4383,0.0031,2.903,2.1444,1.6345,3.0268,3.1692,0.4758,2.4938,1.6672,1.8158,2.3145,3.0793,0.6106,2.9675,1 
0.4371,-0.8304,1.0791,1.1161,1.4176,3.2434,3.8121,1.4086,2.96,2.5382,2.0881,1.3557,0.5316,3.6223,1.9857,1 
0.7323,1.3464,0.7229,2.4377,1.7518,1.9137,0.2583,2.6468,2.0665,3.4585,4.8522,1.8069,1.8817,3.772,1.9406,1 
-1.2979,0.2176,1.391,1.494,2.6237,1.1208,1.7384,1.5957,0.9026,1.0192,2.4902,3.2035,1.0507,2.8554,1.1989,1 
-1.3179,1.7504,1.1704,3.4344,2.392,4.5527,1.4943,1.5443,1.1427,2.4794,2.8325,3.3022,0.3617,2.4414,2.1661,1 
-1.3103,-0.212,1.2401,4.4741,1.9928,1.2333,0.2678,1.4743,1.9326,2.3328,2.2129,2.182,2.2711,1.2243,3.5303,1 
0.2434,-0.2797,2.6934,5.0697,2.9555,0.614,1.3416,1.0096,3.3633,0.8821,1.4653,2.7267,1.4773,3.1743,1.7488,1 
-0.9606,-0.4359,3.3576,1.5089,1.7174,0.8902,4.4455,2.0915,2.8696,2.236,1.4191,0.8125,2.5013,3.7195,3.2262,1 
-1.1736,-0.3796,2.5725,1.28,3.5711,0.7449,3.0157,1.2838,0.8372,2.6167,0.0306,2.6683,3.7938,2.6415,2.7377,1 
-0.9058,1.065,1.664,2.6907,1.9118,1.5421,0.7981,3.0413,2.021,3.2221,0.3588,1.3405,2.8531,2.0532,3.7934,1 
-0.3123,0.9601,2.2919,1.4424,3.9807,0.7964,0.7869,2.9505,2.6816,2.2022,0.5323,2.6409,1.0878,0.4918,1.6619,1 
-0.4195,-0.1349,2.9926,0.948,2.1908,1.8389,1.728,1.8499,5.0763,0.7037,1.5548,1.944,3.9139,2.9585,2.681,1 
0.74,2.1129,1.932,2.6679,2.0481,0.6612,2.5322,1.3852,0.8865,-0.5863,1.7909,1.5635,3.0082,2.569,3.4847,1 
0.2317,-0.1983,0.6044,2.0957,2.2919,1.9007,3.1361,2.7891,2.0079,3.4618,0.6628,0.4137,2.4943,1.8425,2.9483,1 
-2.7287,-0.853,2.106,1.045,1.3433,3.1688,1.727,1.9676,3.4621,1.5329,2.1371,1.6379,1.5394,3.589,2.1589,1 
0.8925,-1.5819,-0.8484,1.8092,0.7558,1.6819,3.1662,1.8113,1.3226,1.9519,3.4836,2.1396,1.276,0.3278,0.5905,1 
1.2423,-0.7181,0.303,2.56,3.3371,2.6915,2.3373,3.0157,1.9864,3.5495,2.5727,2.7757,1.1926,4.8334,3.237,1 
-0.9679,1.1456,1.4433,1.2088,1.9113,2.0648,2.06,1.4342,0.7015,1.236,1.0948,1.3429,2.1691,3.2445,3.0218,1 
-0.3466,-0.2529,3.7259,1.936,1.0544,3.3307,1.9943,2.4624,-0.4428,3.7979,2.6511,2.9344,2.8953,0.3314,5.0674,1 
-1.1244,-0.2843,2.0327,3.559,1.5544,1.9146,0.9459,1.0215,1.8158,2.0484,1.7561,2.1228,1.9953,2.0864,0.1666,1 
0.7797,1.6662,2.9028,1.7796,2.2939,1.9355,2.6165,1.718,3.5715,1.1018,3.8761,2.8735,1.8887,1.2392,3.2101,1 
-0.4263,1.1724,3.9155,2.2607,1.2828,2.7557,3.1495,1.4132,1.838,2.9275,1.869,2.0743,0.8547,0.6858,2.8097,1 
1.2446,-0.6348,2.6386,2.3734,2.9828,-0.484,2.4577,2.2132,3.0454,1.3632,1.2931,1.6176,2.9335,0.2946,3.427,1 
0.1408,0.0314,2.6673,1.6594,1.549,2.8338,3.6664,1.6032,0.8213,2.5948,3.3848,1.147,1.0279,1.3754,2.7566,1 
-0.704,-1.6381,2.8261,0.4075,2.1432,2.0727,2.1162,3.4552,1.0988,2.9262,2.7668,2.1636,0.0544,1.5877,0.9874,1 
1.9906,-1.3094,1.9731,1.6936,1.3391,2.6061,0.9399,2.1328,1.7761,-1.071,2.3871,1.2186,-0.2832,2.6467,4.0611,1 
0.096,0.9141,1.0259,0.3849,2.2579,2.6719,2.2447,1.3436,2.3205,0.2533,3.0028,0.4493,1.8022,3.8611,1.9743,1 
1.6209,-0.6718,3.1277,1.9031,0.436,1.1813,1.791,1.2408,1.8021,2.6265,3.4899,2.0909,1.7699,2.7731,2.2267,1 
-0.1037,-0.2178,1.5606,1.5632,2.8843,2.808,1.157,0.4345,1.7361,0.6582,2.6043,1.6597,2.0389,4.5007,0.4816,1 
-2.861,-0.364,2.1915,2.4671,2.988,0.9992,1.7367,2.5773,1.5839,2.3613,4.0227,1.4328,1.6655,2.1561,2.4221,1 
1.0377,-1.1567,1.884,0.6573,3.468,2.5337,1.7747,2.4997,1.089,2.7808,1.8971,3.9786,2.1512,3.5015,2.9256,1 
-0.0592,-0.222,1.8954,-0.1676,2.7991,3.3198,1.8041,3.4389,4.11,2.661,2.5114,2.2188,2.1492,1.2314,1.6038,1 
-0.7332,2.9101,1.4307,1.6659,1.5186,3.2981,1.0842,3.5717,1.5085,3.1933,0.6866,0.2114,1.6215,1.9198,3.2585,1 
0.6992,-1.6677,3.5977,3.4182,4.182,2.68,1.7918,2.9244,1.7951,1.637,1.9178,1.9557,3.4275,0.4739,2.8537,1 
1.4552,-1.1971,2.3022,3.3044,2.9816,2.3808,2.5754,2.2195,1.112,1.7856,2.1771,2.9095,0.6673,1.5712,2.0305,1 
-0.1471,0.0665,2.3314,2.5133,-0.1138,3.9011,3.0313,1.4267,2.7065,1.9283,2.3608,2.6384,2.5247,2.0983,2.3603,1 
0.3304,-0.5407,0.7746,1.5653,1.3978,1.0008,1.2652,3.0924,1.5524,0.6285,0.7605,0.5525,0.5651,1.8806,1.6038,1 
0.0763,0.0169,1.982,3.5457,0.4799,1.071,2.656,1.2669,0.6476,1.6003,1.7118,1.2545,3.5618,0.8343,2.3098,1 
-0.4353,0.3076,3.427,2.9418,1.7118,1.9685,1.5242,1.1782,0.6384,1.4954,2.0837,0.7144,2.4603,1.3039,1.5092,1 
-2.1989,0.5066,3.2362,1.726,2.0263,1.3119,2.3368,2.6491,0.4274,0.9911,1.757,2.8525,2.1736,0.196,2.6875,1 
-0.0527,-0.697,0.7724,2.9061,2.0527,2.3948,1.2039,0.7985,3.1195,0.7313,4.0117,2.6132,0.921,3.0692,1.1344,1 
0.4202,1.4885,2.1402,2.1951,2.4071,0.3636,1.9265,1.3103,2.3104,1.1646,2.1633,0.5507,3.4836,4.0155,1.8586,1 
-0.179,-0.1909,2.8153,1.4653,0.9848,1.8151,1.3336,1.0119,0.6059,1.4881,2.0502,1.1272,1.7192,0.5079,0.9677,1 
0.0491,-1.3078,1.9016,0.525,0.1239,1.8718,2.3571,1.5431,2.322,1.3536,-0.0044,1.3649,2.5253,1.3961,2.8606,1 
-0.2551,0.5764,3.0956,3.0433,2.7769,3.1626,0.365,2.304,2.1293,-0.0657,1.1204,1.271,1.8415,1.1895,0.926,1 
-0.6801,0.4448,4.4139,0.4478,2.3163,2.0907,1.9517,1.7063,2.546,1.6267,0.9049,4.2748,0.5974,1.0524,4.1652,1 
-0.3819,1.0198,2.4953,2.2648,3.1865,3.3412,1.7258,1.7906,3.4827,2.1838,3.4234,2.5268,2.5328,1.4729,0.9152,1 
1.3382,0.3508,1.9157,2.3983,0.992,1.4096,2.2911,0.5529,-0.5952,1.1521,1.3788,3.0667,1.7229,0.1884,3.4678,1 
-0.2941,-0.3931,2.429,3.0955,1.1216,1.5172,3.1014,1.0085,0.8496,1.8994,2.445,1.8041,0.8932,2.5097,1.1879,1 
-0.9989,-1.133,1.7709,5.4698,3.2607,3.538,0.3799,0.0302,1.5718,2.65,1.6822,1.5443,1.8667,2.3887,0.1,1 
0.4445,-1.344,2.4508,1.8754,4.013,2.4636,4.2415,1.3771,-0.2535,3.1286,2.0179,3.1415,2.4983,-0.3928,3.0767,1 
0.2989,-1.6442,4.0291,1.5054,0.0391,2.7958,1.0646,1.788,2.0772,2.4791,2.5478,1.4316,1.2892,1.9735,1.2905,1 
-1.1063,-0.1644,2.7356,2.0385,0.6965,1.3188,1.1016,1.8832,1.0199,1.716,2.5602,3.1919,0.0824,1.6415,2.0801,1 
0.7113,-0.6167,1.3885,0.5829,2.9959,2.3092,1.8045,3.1215,1.8757,1.8627,0.7382,0.5899,0.3356,2.2712,0.9232,1 
0.045,1.5243,1.7501,1.6318,2.0842,1.5114,0.9899,2.9014,2.835,1.8633,3.2507,3.7767,1.7614,1.652,0.4238,1 
0.7131,0.3969,1.4164,0.76,2.9196,3.4594,1.2486,1.9633,0.4155,1.2175,0.801,1.7939,1.6,3.2264,1.5473,1 
0.5308,-0.453,1.9592,1.5432,1.7478,3.7484,1.3278,3.3095,2.9477,2.0908,0.7667,1.5051,1.6581,2.2647,3.358,1 
-1.239,-1.7905,1.5723,1.0434,2.1499,3.3634,2.7343,2.6278,0.6488,1.6559,2.9729,1.3589,3.7672,1.105,2.5675,1 
-0.6214,-0.0764,2.9545,3.4692,1.847,1.3373,0.456,0.3972,1.9235,3.1109,1.1533,1.7715,2.0268,3.3383,3.4994,1 
0.4634,2.6161,1.8739,1.943,2.6926,0.6053,2.0387,1.9524,1.7543,1.5298,1.0718,-0.5356,2.2501,0.1726,2.0608,1 
-0.544,-1.4298,2.0329,2.4489,3.278,2.2198,2.2181,0.3407,1.3701,1.3673,1.8043,2.7767,3.2606,0.7676,2.0198,1 
-0.0157,1.4766,1.4059,3.4194,0.0566,3.8988,0.8509,1.9916,2.7281,0.4973,2.2718,3.2857,3.4627,2.5963,2.5571,1 
-0.8729,0.0381,1.8351,1.7727,0.6081,1.8267,2.1719,2.4948,2.3489,2.8194,2.405,1.0637,1.961,1.7888,1.606,1 
0.4577,0.6925,3.5107,1.5675,1.7818,2.794,2.2987,1.373,2.8991,1.2823,2.0214,2.5083,2.449,2.5682,3.2761,1 
1.1524,-1.3429,0.9738,1.8319,1.0595,1.342,3.424,1.8956,1.5639,2.4765,3.9782,1.1074,0.6992,1.8246,3.0174,1 
0.558,-0.0015,2.6104,3.1603,1.7261,3.9439,2.7759,2.9955,0.8217,3.9689,1.6354,0.2712,1.3234,0.936,2.1509,1 
-0.2352,-0.5841,4.0835,1.8355,2.4421,4.6418,3.1541,2.6191,0.8982,1.3926,2.93,1.3372,3.0488,2.1592,0.7574,1 
-0.1681,1.8622,1.6807,2.3118,2.77,3.0193,0.9739,-0.0241,1.8397,3.4276,1.6664,2.358,0.787,3.8767,2.7585,1 
0.2155,3.3459,1.1147,0.9396,1.8621,3.0996,2.2969,0.7839,2.2034,1.5794,2.3927,1.8283,1.5108,1.4272,2.7343,1 
-0.3626,-1.7447,3.6391,1.7594,1.1224,0.7123,1.5469,2.4809,2.1739,2.5105,2.2286,1.9173,0.8641,1.3294,1.9946,1 
1.7681,1.9393,1.0939,0.9438,2.0983,2.3311,0.8899,2.3975,2.0598,0.619,1.1623,1.4633,3.62,1.4414,2.0242,1 
0.7686,-0.1768,1.9711,1.147,1.2816,1.296,0.0044,2.8593,0.0306,2.4643,2.4293,2.0829,3.2029,2.7758,1.7174,1 
2.1041,0.5703,0.965,2.1086,0.36,2.8951,2.0875,2.4458,3.9683,2.0328,1.6899,1.7175,2.0435,1.4872,2.6578,1 
1.7409,-0.155,1.2783,1.421,0.2527,1.1255,2.7044,1.9418,1.5361,0.8591,2.4229,2.5332,0.7764,3.2898,2.4675,1 
0.638,-0.2454,1.8327,2.7682,2.5936,3.066,2.8286,1.645,1.3255,2.3229,2.1591,1.6284,3.3782,0.7477,1.744,1 
-0.7198,1.5502,1.7036,-0.1537,3.8314,0.6782,1.0946,1.707,2.3697,-1.3801,2.0871,2.5985,1.5955,1.4299,0.3054,1 
0.3512,0.4592,1.6439,0.7539,3.859,1.1826,0.0103,2.3441,3.3613,2.3928,2.3472,1.5463,0.5103,2.5705,2.1368,1 
-0.3079,-1.4848,2.0776,3.7253,2.2507,2.4309,2.512,2.5392,0.4252,2.8183,1.8263,1.4316,3.235,2.0965,2.3805,1 
0.3805,0.0513,1.9773,1.8418,2.5377,3.2437,1.2004,0.8798,1.8883,0.337,2.9263,1.5689,3.7204,2.02,2.7806,1 
-0.3569,-0.6288,1.4107,3.1689,1.4734,3.2108,2.0242,-0.0169,2.5865,2.0644,3.1501,-0.1103,3.1974,3.4736,2.7353,1 
-0.6973,0.5978,2.3807,1.6162,3.3893,2.602,0.2013,2.1976,2.8992,2.3651,2.31,2.0101,2.6484,0.9732,4.423,1 
-0.0386,-0.7667,1.6795,1.7169,4.8976,2.6269,1.3857,1.917,2.6347,2.1473,0.8878,2.7602,0.7686,1.6279,0.7665,1 
-0.2951,0.2851,3.4915,1.3079,2.7173,1.1258,0.9541,2.6413,3.4618,1.3875,1.8152,2.3302,1.1807,3.2043,1.8007,1 
1.7863,-0.5321,1.3014,3.348,0.9229,2.1136,2.3392,4.392,2.1613,2.2364,2.2299,1.8666,2.7288,1.5855,4.1694,1 
-1.3794,-1.0526,1.7605,3.178,3.9651,2.5286,2.5957,2.2339,3.427,3.4003,2.1862,4.6425,2.6368,1.8491,2.9997,1 
0.0473,-0.3897,1.8166,4.6895,-0.3049,2.5292,2.5476,2.0518,0.87,2.2616,2.4618,2.3959,1.1523,2.5458,1.2433,1 
0.5739,-1.9201,2.5783,3.2425,1.9841,1.247,2.9742,1.0887,1.3952,3.5563,2.3817,2.9394,2.7622,0.9324,2.8993,1 
0.3742,-3.3293,0.813,2.8059,0.3393,3.5202,-0.0512,0.8629,3.5437,2.2798,2.5836,3.6641,3.0387,3.4079,3.3325,1 
0.5107,0.1954,2.8978,3.4186,1.6826,1.5949,1.6397,2.3706,2.1346,2.5915,3.1435,3.8152,0.8783,1.3692,3.8877,1 
-0.9016,-0.0938,1.9895,0.4414,1.5245,0.6652,0.6711,1.8158,3.1761,1.1396,1.21,3.3402,0.2923,0.2326,2.8891,1 
0.3608,0.303,0.7101,3.2583,1.4083,3.3406,0.8134,1.8055,4.1063,3.6565,2.3566,1.5077,1.7241,5.145,0.4856,1 
-0.6894,0.7444,1.667,1.1389,1.3263,3.0457,3.4404,1.6957,2.0652,1.6724,2.4704,1.9121,0.9831,1.2679,1.6019,1 
-1.2265,0.8662,1.0821,2.0802,4.3115,3.0975,1.1859,2.0923,3.7629,1.7823,2.777,2.7198,0.8139,2.5499,1.4455,1 
1.7062,0.2475,2.1771,2.1227,4.0757,2.2654,1.6156,2.4808,1.9577,0.808,1.4827,0.6836,3.0457,0.3546,1.4875,1 
0.8738,0.021,1.2476,2.5769,4.0173,2.9175,2.0071,2.3681,2.1914,0.2389,3.3601,4.3698,1.9,2.2952,1.8375,1 
-0.6671,0.3474,1.5576,2.0654,1.6588,1.9409,2.4814,2.7485,1.582,2.2599,2.6457,1.4243,1.995,4.8984,2.4244,1 
0.0808,-1.9215,4.0869,3.0424,2.0578,2.2149,1.0406,1.9762,2.0445,3.5028,2.5758,1.5945,2.7711,1.1965,1.7,1 
0.5777,-0.7819,0.5641,3.5558,4.2965,1.7816,0.9042,4.7817,1.1594,1.2148,3.2318,2.0533,1.5489,2.2453,2.1016,1 
-0.4419,-0.2845,1.267,3.4906,2.4008,1.9453,2.1683,2.1928,1.2848,2.041,2.4286,3.4149,1.6377,1.8811,1.1511,1 
-0.4164,-0.9287,2.6208,2.8079,1.8561,2.0356,1.9135,2.0992,2.1193,3.0188,2.2173,1.5357,3.4262,4.3808,2.7474,1 
0.0956,-0.7351,2.5337,3.1572,2.6395,-0.1038,1.6826,0.5285,0.9802,1.6195,2.6887,1.1561,2.2249,2.8773,1.7386,1 
0.5267,-0.2419,3.2301,2.1145,0.7509,2.3027,3.3961,2.1761,4.1734,2.4861,1.8045,2.8313,2.657,1.6569,2.7482,1 
0.5101,-0.323,4.037,1.3553,2.8338,1.5089,0.3204,2.3583,2.6526,1.5685,2.116,3.9988,2.7976,2.3241,2.2856,1 
0.1281,0.9601,1.0218,2.7184,1.1422,1.9349,2.446,1.67,3.2887,1.4279,1.6294,1.9544,1.7916,2.6737,0.9668,1 
-0.6442,0.7687,1.4309,2.0444,1.6334,2.4121,1.8731,2.2454,0.8883,1.2301,2.6379,1.5567,3.7386,3.0422,2.8103,1 
-0.8893,0.227,1.8099,2.1885,1.7045,2.6996,3.2171,1.0392,1.8419,0.6433,2.471,1.2732,0.9636,3.2827,2.0081,1 
-1.0129,1.2884,1.7747,0.1029,0.62,3.427,3.0919,0.7894,2.4147,2.1297,0.5919,2.0301,0.8422,0.6943,2.6582,1 
-0.7382,0.1656,3.099,2.0454,4.1583,3.0649,2.0195,2.4195,2.456,1.7516,2.1311,3.9665,4.4644,3.1287,2.8973,1 
0.616,1.0926,0.9874,2.508,3.6474,3.167,0.6488,3.1529,1.8082,2.9118,2.8854,1.573,1.9618,3.6245,3.3676,1 
-0.6406,0.6767,1.5946,3.5251,2.0662,2.1734,1.1017,2.2994,-0.994,2.2117,1.456,-0.6007,3.3015,2.0893,2.5062,1 
-0.3834,0.9471,1.9338,3.9625,-0.046,2.8537,-0.6376,0.7369,1.5865,2.0569,1.4602,2.2073,1.3247,1.1817,-0.637,1 
1.5599,0.2786,2.9305,3.8736,2.6261,2.7129,1.7845,3.0522,1.8281,0.9852,1.1671,2.7903,1.5117,1.6416,1.0246,1 
0.6498,0.3226,3.7085,1.152,2.24,2.0257,2.0579,2.2157,1.3528,2.2765,3.2798,3.1613,2.5323,2.2518,3.217,1 
0.0967,-0.7731,2.3486,1.0295,1.1493,2.9167,2.899,0.5909,1.6235,1.3551,1.9915,-1.0163,2.5868,2.7345,2.1449,1 
0.7673,-1.2527,0.2784,0.9567,0.5004,1.8812,3.1052,3.7068,1.3124,1.5811,3.3142,1.443,3.2771,3.4528,1.1349,1 
0.0453,-0.4271,1.6022,3.7087,1.2283,1.6701,3.1019,1.4669,1.4457,2.5735,2.1751,2.4834,1.1236,3.0288,1.7947,1 
-1.0212,2.633,2.5296,2.5345,0.6585,0.2842,1.6611,2.5884,3.1045,1.1178,1.9975,1.5367,2.4597,1.9625,2.1428,1 
-0.6573,-1.8649,2.476,-0.1079,2.223,3.7044,0.0925,1.5074,1.3064,2.0433,1.0892,1.5833,2.0012,0.7246,0.9253,1 
-0.9219,-1.2337,1.7936,1.076,1.1415,2.7576,3.7562,1.5958,3.0768,2.6342,0.4698,1.593,2.3457,1.1039,2.6974,1 
0.07,-1.1537,2.7473,1.6797,0.6363,1.5831,0.1212,2.9029,2.9712,2.6373,-0.0023,1.9094,1.8693,0.8399,2.3819,1 
1.3016,0.6229,0.8753,0.8594,-0.1192,3.4178,1.7656,2.158,2.8001,1.0024,2.8095,0.8238,0.6528,3.2128,3.201,1 
-2.4128,0.658,1.5029,1.0703,1.1401,1.592,2.3773,2.102,1.6235,2.8673,1.7862,1.0268,2.1526,2.379,1.9133,1 
-0.9853,-1.6498,0.9112,3.7709,1.7267,0.6917,1.3818,2.1436,2.4762,2.6291,1.5192,1.601,3.1353,2.6723,2.8143,1 
