Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Class
0.4843,-0.9417,0.7497,2.8895,1.8675,3.0387,3.4248,3.8884,3.3456,0.4369,2.418,2.7992,1.2436,1.9921,2.5373,0 
-0.0816,-0.2858,1.4545,2.4696,2.7043,1.2386,3.7372,1.3736,2.2295,2.5136,3.0336,1.8212,1.1655,2.0041,1.717,0 
0.2815,0.5843,3.3592,2.8451,1.5966,1.6584,0.4368,1.5989,2.0097,1.954,3.538,2.1386,0.3147,4.0741,3.2989,0 
-0.2008,-0.4535,2.1434,1.7741,2.9517,2.102,2.2467,1.143,2.2823,1.2611,1.7542,3.2219,3.1562,2.7721,2.0777,0 
1.5104,-1.1251,1.7473,2.4407,3.402,2.3928,1.9277,0.8785,0.5572,2.0877,1.3398,3.0994,0.4184,2.5612,1.987,0 
0.0879,0.1949,2.0965,1.3293,3.1126,0.6344,1.087,1.3808,1.0401,2.3882,1.0355,2.5081,2.2523,2.4302,2.475,0 
-0.2735,0.2457,0.5159,0.1318,2.0694,1.209,2.4277,2.7613,2.1634,3.0021,1.0541,2.6276,3.7764,2.0102,3.1932,0 
-0.178,-0.4144,1.2519,1.9505,2.0333,0.1576,1.8477,1.9497,1.7853,2.2396,3.4987,2.3839,1.2928,0.8401,0.1292,0 
-1.4328,-1.0528,3.6928,2.3364,2.8866,2.7872,1.1073,2.5664,3.0858,1.4687,1.3704,2.9669,-0.3043,1.7198,0.9123,0 
1.5344,0.3599,2.824,2.4964,1.7054,0.1555,1.78,0.7529,2.1968,1.4036,2.7046,0.7597,2.6171,0.8096,1.101,0 
0.9811,-0.8346,1.0046,2.8068,2.005,0.5706,2.3727,3.0095,3.9252,1.625,3.5112,2.1884,2.4892,3.2682,3.3659,0 
1.5891,1.4914,1.4582,2.6891,2.9887,0.9042,3.415,2.2034,4.9424,3.702,1.3303,1.3084,2.9135,3.094,1.6272,0 
0.2077,-0.4591,1.1448,1.3542,1.2362,0.6772,2.7066,2.839,3.0811,4.2375,2.2108,2.2408,2.5643,2.8721,1.8918,0 
-1.0996,-0.7678,1.4869,2.2203,2.0732,2.5132,4.5512,2.268,3.0887,-1.5384,2.1379,1.8966,1.4379,1.0802,1.2307,0 
1.115,-0.039,3.7177,2.4447,0.9553,2.9486,1.9122,0.6505,3.0537,1.8032,2.277,2.5576,2.7748,1.4801,0.8732,0 
-1.0993,-0.8898,2.0449,2.7273,3.143,3.1818,1.2413,3.9585,2.5086,0.0285,2.7821,2.1094,1.997,0.8673,1.7542,0 
1.1688,-1.1303,1.874,2.017,1.987,2.957,0.1804,1.4981,3.5153,0.4846,0.3029,0.7196,0.0384,1.5171,1.4456,0 
-0.8412,0.9518,2.467,1.3117,1.2694,2.4175,1.9725,2.2058,2.8718,2.1344,1.1493,2.8189,2.4457,3.8441,2.7791,0 
0.4948,-0.4946,3.0556,0.1815,2.5807,1.9026,2.3623,2.8728,1.4864,3.3099,1.7832,0.9425,2.9278,2.9751,1.9255,0 
-1.462,0.9822,2.9983,-0.0945,2.9155,3.6592,3.6941,1.3188,3.4184,1.5142,1.8248,2.5138,1.9894,1.1706,2.1737,0 
0.192,0.7676,2.0179,-0.1232,2.4574,2.3657,1.2313,1.5174,1.6002,1.6804,-0.3614,1.1087,2.8792,2.0687,1.7317,0 
