Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Class
2.2943,1.6103,2.7789,2.5234,2.739,0.9367,1.1278,0.0561,1.7601,2.2529,0.3,3.1259,1.9172,2.9284,3.1026,1 
0.4867,-0.9376,3.3292,1.2236,1.5079,2.1879,2.2558,1.8072,3.2209,0.7259,2.6986,2.3315,2.5224,1.8883,1.5246,1 
0.7996,0.5121,1.7314,1.3098,3.2416,3.1812,3.0068,0.8766,1.8974,2.9223,2.3827,1.1646,2.8662,3.287,3.6891,1 
-1.8404,0.0638,2.2677,2.0089,0.5389,0.2941,1.2715,2.3315,1.649,2.569,-0.1135,1.9558,3.0004,0.1435,3.0373,1 
-1.0615,1.4075,1.6812,1.9324,1.9063,2.5191,2.2206,2.369,1.5765,2.0813,2.772,3.0575,3.696,1.9655,1.8461,1 
-0.5031,0.1966,1.7684,1.8502,2.8535,1.4647,1.7434,2.2081,2.3166,2.2866,1.8227,2.1042,1.4362,2.6985,1.6118,1 
-0.7247,-0.7752,1.4732,3.4711,0.7864,1.3594,-0.2183,2.216,2.2327,1.5726,2.1398,1.9535,0.9739,0.5276,1.5682,1 
-2.1526,-0.3797,1.3386,1.383,1.1695,1.3903,1.3611,2.5837,2.4847,1.107,3.7322,0.3316,1.2878,1.2572,1.1523,1 
-1.5289,-0.7298,1.7741,1.2403,1.9156,1.8745,2.9393,0.6358,1.3588,1.5134,1.7679,2.0592,1.9618,3.0027,1.556,1 
-0.6596,-0.3205,1.749,3.6681,-0.0735,3.7004,1.0456,2.4175,2.1758,2.1283,0.9518,2.2973,2.3459,2.2509,0.8095,1 
-0.7463,0.8126,2.951,2.6584,2.2735,2.424,3.3298,2.7467,3.4493,3.3284,2.4778,4.5005,0.2705,2.6342,2.3321,1 
-0.209,-2.0867,1.0391,3.4804,1.3603,2.79,1.2444,3.2255,1.3707,1.7056,1.7981,1.6902,2.5728,1.3027,0.2095,1 
-0.0234,-0.0006,1.3285,2.2842,2.8027,1.4681,1.0038,0.9195,2.0321,3.5166,1.7132,1.6451,1.3934,-0.2817,1.1569,1 
-2.2748,0.0297,3.0851,2.1742,2.103,3.0303,1.7602,0.938,1.8542,4.1982,2.2957,1.7845,2.5898,2.9517,1.2988,1 
0.073,2.1134,3.1363,4.7158,3.567,2.2311,1.5088,1.8989,2.9322,3.9848,2.0238,3.474,1.2974,2.1284,1.9859,1 
0.7725,-1.4583,4.1544,2.2235,0.799,1.9698,1.9126,0.9359,1.5503,2.8944,3.4193,3.0384,1.1784,2.1703,3.3965,1 
0.5996,0.9874,2.773,0.9117,2.4696,1.4644,2.0661,2.5904,1.7516,1.0821,3.1862,3.4159,3.2036,2.1437,3.4197,1 
-0.1402,-0.6932,1.1955,2.2934,2.0982,2.4299,2.982,1.6462,0.9133,1.1382,0.5539,2.6164,1.8677,2.6448,0.9026,1 
0.7965,-0.3424,2.8918,2.0045,2.2947,2.3554,2.6043,1.8201,4.0176,3.0364,1.2594,1.3794,2.4647,2.8096,1.8889,1 
-1.1428,1.4926,1.9163,3.8391,1.9601,2.7917,3.5424,2.7543,2.0263,2.1802,0.9426,3.2811,1.717,1.9517,2.0193,1 
-1.097,1.4312,1.9817,2.0516,2.004,2.3093,2.9625,1.0657,1.321,0.1105,2.1894,2.9157,1.9406,0.7829,3.4406,1 
0.491,-0.5083,1.7356,2.0046,2.031,0.4763,3.5755,2.7419,1.5617,2.2286,2.1582,0.6444,1.9773,3.9811,2.9764,1 
0.0349,0.6127,3.0403,1.9658,3.0665,1.3114,0.9819,3.01,1.5056,1.2164,1.2224,1.6097,1.1179,2.2619,2.7936,1 
1.7814,-0.9019,4.506,1.5891,2.5901,1.396,1.2528,2.5765,2.5505,1.9669,0.8182,2.0467,1.6687,2.0432,3.6874,1 
-0.8189,1.5467,4.7304,0.8536,2.5886,1.3071,1.2271,1.6701,1.9812,2.2856,1.6909,1.037,2.2015,2.7419,3.815,1 
0.5468,0.5788,1.1902,1.2711,1.985,2.3975,2.4383,0.2291,3.3612,1.5274,1.6317,1.1207,2.8924,3.7878,2.622,1 
-0.2217,-0.571,1.4445,2.636,0.0028,0.865,2.1767,0.888,3.2114,0.3486,1.6074,1.0804,1.221,1.2429,2.845,1 
-0.0048,-0.4392,2.3999,2.5738,0.7931,-0.3503,2.7001,1.1923,1.8201,2.2564,2.3525,3.8451,2.1149,2.1992,2.812,1 
1.7106,-0.4331,1.0762,2.0053,0.5377,2.923,2.2999,1.0092,0.9811,1.0823,1.6022,1.6749,1.9104,2.8864,2.5007,1 
-1.6767,0.5342,0.5952,2.209,1.5904,1.6227,1.2373,2.1709,1.4272,0.8331,3.9145,2.9085,2.7491,1.1636,1.6588,1 
0.4934,0.3163,3.021,1.7731,3.4599,2.3268,2.4421,1.3676,3.2828,2.3546,0.2681,1.7854,1.0725,3.2601,3.9021,1 
0.7338,0.9028,2.4037,2.8951,1.1823,1.5901,3.0639,1.1501,1.5043,2.6377,1.6071,1.5739,2.0786,3.1419,2.5525,1 
-0.3531,-1.689,2.3726,2.5597,-0.0725,3.3147,0.275,2.0895,1.3301,1.2742,1.2911,1.5125,3.3874,1.7893,2.7523,1 
-0.6271,0.9102,2.9946,0.6213,0.9025,0.2212,0.8371,2.2355,1.7734,1.3232,0.9437,3.398,0.8058,1.5526,2.198,1 
0.2618,-0.9572,1.5332,1.4117,2.5159,1.0448,5.2385,1.5746,4.2652,3.0848,2.0311,2.0751,3.4925,2.5009,1.6351,1 
0.4666,-0.9497,2.651,2.8587,3.8644,2.1038,1.8565,1.566,0.9843,1.1871,2.9837,0.7356,1.0625,1.5992,3.9454,1 
-0.4468,-0.3029,3.6839,2.7951,1.3251,2.4792,2.5719,2.3545,2.3868,2.2282,1.8892,1.6888,2.4377,0.689,0.7387,1 
-0.5383,-0.0763,1.8324,3.6662,1.7509,1.3861,1.217,3.8223,2.4799,1.8734,2.2399,2.2147,1.2715,2.856,2.6426,1 
1.0396,1.2109,2.2016,1.2731,3.562,2.974,1.6741,1.5169,1.5037,2.0354,0.8479,2.7256,2.8688,2.6674,1.6827,1 
0.2072,-0.9326,0.8749,1.3191,2.5644,0.9541,1.5427,2.1492,2.2317,4.1281,1.856,2.3902,3.0295,3.7854,2.5049,1 
-0.2024,-1.4017,2.5223,2.2236,1.8568,0.9019,1.529,1.7397,1.1739,2.207,4.4502,1.4028,3.074,0.5258,2.0973,1 
-0.9075,1.4095,0.7608,2.3377,0.5461,0.4784,4.3801,2.4905,1.0786,1.3329,0.573,2.6371,1.4551,2.3708,1.8473,1 
0.7332,0.4344,2.3858,2.5562,0.3403,1.3979,4.1731,1.9987,1.886,2.9536,1.9151,2.623,1.2704,1.8943,2.1857,1 
0.5514,0.6444,1.4171,0.7325,2.1066,2.0629,0.9264,1.25,2.9961,0.992,1.9214,1.6001,1.9911,3.3622,1.873,1 
1.1245,-0.0005,3.2335,3.3594,2.9459,2.1883,3.5377,2.4809,3.2541,1.5618,2.1543,2.2082,2.5147,3.2704,1.7662,1 
-0.8676,0.3274,2.8514,3.1965,3.2806,1.3847,-0.1718,2.086,2.6194,2.6878,2.1601,2.7009,3.1576,1.7173,-0.2409,1 
-1.1854,-0.5748,3.9976,1.2829,2.4275,4.2887,1.6191,1.0499,0.8997,2.4808,2.9861,1.9419,3.4427,2.4868,1.794,1 
-0.6914,-0.8617,3.3153,2.379,1.7669,1.4163,2.2575,3.2928,2.4231,1.6632,3.502,3.7112,1.952,3.1913,3.7412,1 
-0.1472,-1.4918,1.1027,1.6855,0.4753,1.6901,1.162,1.3513,0.2905,0.814,1.4717,2.2403,0.9835,1.9969,3.4091,1 
0.4656,-1.2061,1.9173,2.1747,1.9484,3.2724,3.7066,2.3507,2.0894,3.8716,1.4892,3.1859,2.0038,0.4618,1.2,1 
-1.0946,-1.023,3.4425,0.3948,1.7133,3.1993,2.2715,2.0377,3.1388,1.9807,1.1794,1.4976,1.0948,2.1474,0.1407,1 
0.7961,1.4488,1.5222,2.2918,1.3784,2.6525,2.3204,2.0306,3.2551,1.9024,1.488,1.7254,2.4582,1.3651,2.685,1 
0.0688,-0.4796,1.9899,1.0959,1.6815,0.9546,1.4794,2.0653,0.7836,2.7954,1.087,1.6261,0.6079,3.799,2.302,1 
-1.7928,-1.1353,1.1408,2.813,1.5154,2.8771,2.0686,0.6151,1.3953,3.0765,2.6062,1.4509,2.8461,2.4052,1.1704,1 
-0.5174,-0.1966,2.6737,2.6591,1.1675,2.545,3.0523,1.724,1.9452,1.8232,0.5813,1.5401,1.9539,3.7058,0.2983,1 
-0.4528,-0.5101,1.533,3.8211,2.8913,2.6907,2.3388,2.9038,1.9012,1.2327,2.3416,2.1375,1.7988,1.2707,2.0438,1 
-0.3183,-1.2597,2.8677,1.4367,2.1626,0.4875,1.6488,1.9597,2.0865,2.357,2.4639,1.9707,4.304,2.4763,2.2481,1 
-1.9235,-0.0568,2.8261,3.121,3.3285,2.9668,1.696,2.5901,1.8267,2.9971,-0.4944,1.5188,2.0578,1.2819,3.5425,1 
0.4469,-0.6704,0.5794,0.7811,2.7123,1.3076,2.7778,1.8862,2.3071,2.8016,2.307,3.2445,3.0283,2.108,1.4655,1 
-0.7439,1.2567,1.7541,2.5642,3.7382,1.2985,1.7402,2.2629,0.4747,2.1661,2.2023,0.3166,0.1534,2.656,2.5231,1 
-0.3151,1.0148,1.8185,0.7506,1.7857,1.8691,2.8178,2.6448,1.4767,0.3939,0.4222,1.5974,1.5237,1.1167,2.0914,1 
-1.1105,-0.4075,2.27,1.688,3.276,3.3393,1.9999,-0.3023,1.2943,0.4386,0.0318,1.3238,4.3383,2.5277,0.6379,1 
-0.6374,-0.0362,0.3961,2.1369,2.1796,2.328,3.7431,1.6934,1.5482,1.0635,1.7293,2.646,1.9973,1.4991,2.2227,1 
-0.6606,1.3258,1.8409,1.8554,3.4546,3.7479,1.9459,2.3176,3.408,2.4199,1.648,1.8514,2.7983,2.7384,4.0547,1 
-1.3224,-1.3754,1.6236,2.7532,1.4194,0.9452,2.3131,0.9018,3.9252,0.94,4.1585,1.6289,2.9359,2.265,1.2099,1 
-1.4035,1.1763,3.0123,1.2045,3.2761,3.0784,4.5296,0.4564,1.4117,2.7053,1.7221,3.725,3.2041,2.4659,0.7326,1 
-1.1148,0.0376,2.4961,2.2085,1.4643,0.4962,3.1313,3.7705,0.9452,1.0355,0.8715,1.7884,2.5237,2.314,1.2489,1 
0.8326,-1.2241,0.6852,1.4282,1.2895,2.2273,2.0448,1.1135,3.0068,2.328,3.2369,0.9327,1.7004,3.2688,2.7021,1 
* 
0.8839,10.1959,2.3575,-0.3433,0.9152,2.5597,2.9395,1.0215,2.5031,2.4064,2.3235,1.5066,1.208,1.1576,0.7205,1 
0.2457,9.9558,3.5676,3.0511,2.4064,1.8314,-1.1897,3.1201,3.3328,1.7567,1.87,1.891,3.5562,2.1288,-0.0669,1 
-0.8855,8.8954,2.9329,4.0598,1.0651,0.387,2.5271,0.4489,2.3296,0.8635,1.6615,2.321,1.3977,3.5447,2.647,1 
0.5932,10.438,3.3578,3.2045,3.3518,2.4934,-0.7044,1.4448,2.0015,2.8571,3.4811,1.7803,3.5034,0.5176,1.1438,1 
-0.8287,10.114,2.5277,2.1558,3.3014,1.0052,4.0947,2.3594,2.691,0.5143,2.0988,1.7717,1.1452,1.4869,1.0378,1 
-0.4825,9.7605,2.4597,2.6464,2.4874,2.0382,2.9895,2.1436,2.7503,1.5904,3.4474,1.5955,3.1489,1.0611,0.0985,1 
1.0954,9.6665,0.5582,0.5833,0.3705,0.1847,0.9438,2.5543,1.05,2.858,1.4679,3.1258,2.2187,1.6071,1.7713,1 
-1.5763,10.1658,2.7888,0.0381,0.148,3.0919,2.9346,1.2882,3.4431,2.7523,0.6651,2.6766,2.8311,1.6349,2.4968,1 
0.2896,9.5298,3.606,1.8463,0.2138,1.8883,3.5376,0.9684,1.8942,4.0099,2.0112,0.9106,0.4855,1.4402,2.8416,1 
0.2516,10.8252,3.8222,2.3381,2.1091,2.3485,2.4491,0.8853,1.0768,2.0214,2.5944,3.8271,0.9135,3.0584,2.7472,1 
0.6099,9.9228,0.0587,2.3414,3.8629,1.7048,2.4783,1.2848,3.2373,2.8404,2.7241,1.8198,2.1526,3.2299,2.2721,1 
0.0751,10.0868,-0.5154,3.85,1.8242,2.9035,0.4548,3.4415,2.2688,2.4291,2.4364,1.5617,3.4205,3.9554,1.6084,1 
0.1207,10.414,3.3665,0.6368,2.0157,2.9047,1.1931,1.2937,3.0529,1.9065,0.561,1.6887,2.8057,1.9874,1.7392,1 
-0.8895,8.3841,1.148,1.9588,1.7297,0.496,3.314,1.9699,2.635,2.5024,3.162,1.6943,3.7123,3.1694,1.7242,1 
-2.5118,9.5827,2.5416,1.8549,0.9784,2.4723,1.2919,3.4141,1.5095,3.1812,1.9531,0.5399,1.4918,1.5048,2.7618,1 
-1.6468,10.8539,1.992,1.1105,2.3535,1.4606,2.5911,1.8817,1.6395,0.9314,2.8907,2.2353,1.9074,1.4889,2.5938,1 
-0.7741,8.9291,1.3731,0.9226,3.277,2.3465,1.8777,2.2192,2.1435,3.4348,3.0554,3.1153,3.801,1.8056,1.1578,1 
-1.1482,9.1685,1.3273,2.6701,0.8511,1.7321,1.0484,0.4299,2.986,2.924,0.3986,1.7032,3.1894,1.6667,2.9284,1 
-0.7222,12.1217,1.3084,2.3955,1.6281,0.9606,2.4918,3.0037,1.7344,0.9594,1.8357,2.3941,1.7683,1.7524,1.6134,1 
0.0229,9.2875,2.3235,1.0413,1.6663,0.8369,2.7598,2.9098,3.4465,1.6231,1.8715,1.5225,1.8778,2.2077,1.8507,1 
1.0209,11.9719,3.1408,2.1298,4.0401,2.416,2.4309,3.475,3.4568,0.9529,0.4573,3.0041,1.1017,2.7352,3.5248,1 
1.2068,11.0956,2.5794,2.3714,2.4396,3.0908,2.0369,3.1188,1.6915,2.8043,3.4014,1.6532,2.9234,1.8847,1.6534,1 
-0.7435,9.076,1.3424,1.773,1.2465,2.0895,1.3453,2.1708,3.4145,0.3902,3.2515,1.6085,2.0968,3.0875,3.1465,1 
0.5271,8.0528,1.8921,2.5666,1.2236,2.2654,3.9149,1.8066,2.3563,0.9512,0.9405,3.3308,0.9805,2.3524,1.0982,1 
-0.6327,9.6405,2.6374,0.3906,3.3877,3.5376,1.0174,0.6264,-0.0685,3.3335,2.1931,1.1552,3.3048,2.6492,2.9424,1 
0.8798,10.1192,1.0554,1.0225,2.9217,1.1245,0.6575,0.6594,1.6887,1.9852,3.1264,0.5828,3.0005,1.8152,4.1923,1 
0.1558,10.5556,2.0154,1.9994,1.9332,1.066,2.4709,3.6475,1.5931,0.7688,1.766,1.7446,2.2956,1.5877,1.5299,1 
1.9447,10.649,3.1694,2.1456,3.3385,1.1799,1.4758,0.2823,1.865,3.2303,0.7063,0.491,2.5457,0.0893,2.4454,1 
-0.757,9.1449,1.8959,2.1258,1.7992,1.4655,1.2317,3.8448,0.823,1.5365,2.0248,2.4667,2.3536,2.7887,1.3399,1 
0.009,8.3741,2.2116,1.3507,3.1991,2.4372,1.3113,2.5335,2.293,1.9273,1.9865,0.5423,1.1244,2.3677,1.5059,1 
-0.1087,11.9206,2.3637,0.9846,2.2013,3.2575,1.3286,1.1022,2.3372,2.2376,0.9546,1.0478,1.195,1.7174,2.0314,1 
-1.1541,10.088,1.8934,1.7375,2.1399,0.4613,3.2971,2.7381,3.4432,2.047,1.5543,2.6319,0.574,1.7846,1.4097,1 
1.9051,10.9527,1.567,1.2694,0.9063,2.4376,1.2381,0.9703,1.146,3.6341,2.1153,3.1108,1.6623,3.2887,1.997,1 
-0.1013,8.237,3.0073,3.1693,1.9391,3.1565,2.74,0.2526,0.4553,0.9282,3.4917,1.588,3.1255,2.2986,2.3804,1 
-0.3608,9.6091,2.1172,1.9526,0.829,3.084,2.3312,1.0402,2.257,2.7614,2.2625,2.782,2.2587,1.7988,1.4094,1 
-0.1575,10.5882,1.0156,2.509,1.0965,2.5094,1.0772,2.1959,2.1032,0.9503,3.3621,1.7197,3.0263,3.283,1.1455,1 
0.2252,8.9076,0.6762,-0.2864,1.149,2.3827,-0.1043,2.6113,2.3343,3.8814,1.0756,1.5426,0.6794,1.4407,3.8664,1 
-1.9787,9.7024,2.1536,1.703,2.9657,2.6534,2.0248,2.5879,3.5593,2.843,1.4616,1.5956,2.9541,2.8206,2.3052,1 
-1.2359,10.8322,2.3822,1.267,2.5061,1.7397,2.7043,1.179,1.8244,3.1097,2.0918,1.8051,1.635,1.698,4.1485,1 
0.407,10.9653,0.3425,2.138,0.9471,3.2398,2.4914,1.5584,2.4397,2.1905,3.4328,1.9219,1.268,1.4181,2.712,1 
2.3442,10.4587,-0.7663,2.2059,3.1714,0.8243,1.8717,1.9757,2.2876,3.6357,2.1149,2.1767,1.7287,1.2517,1.188,1 
0.7598,11.0261,1.6693,0.3896,0.6209,2.9148,1.5377,1.6704,0.6732,1.5953,1.2371,2.3592,0.4071,2.6183,2.6847,1 
0.2134,12.3022,2.1492,1.9637,2.1975,2.5268,0.1304,2.4699,1.6131,3.5745,2.4063,1.631,0.6024,2.8876,0.7574,1 
1.2673,9.9524,2.1181,0.9751,0.5559,0.4438,2.8522,1.5352,0.3446,3.1142,1.5792,4.1315,1.4556,3.2668,3.0751,1 
0.6136,10.2616,1.4979,3.3767,2.1632,0.3722,2.4993,2.6409,3.5236,1.8045,1.6529,1.5184,1.957,1.8396,0.847,1 
-0.4642,9.468,2.1198,2.3398,0.2465,1.8774,1.2006,1.4194,1.9599,2.1132,3.1385,1.1123,1.3872,3.8567,2.1715,1 
-1.9875,10.6528,1.7878,1.6215,0.8452,1.8465,1.5608,2.4631,2.9763,2.2312,2.655,2.9243,2.3802,2.7014,1.9149,1 
-0.7001,7.6817,1.0618,2.1691,1.4894,1.7939,2.7723,1.9096,1.35,0.7444,2.4318,-0.0637,2.6855,1.1288,3.0225,1 
1.3917,9.9978,-0.6598,3.4786,0.3008,4.0695,3.3545,3.1125,1.1338,2.5606,1.1151,0.8235,1.7422,2.1553,2.1296,1 
-0.5293,10.5255,3.0647,1.2963,2.9005,2.6064,1.9821,1.4226,1.4542,1.6935,1.4534,0.683,2.4306,1.2597,2.0946,1 
-0.9351,10.2208,0.8296,1.7615,2.5433,1.7559,1.697,1.6313,0.5633,4.8878,1.0551,1.3047,0.5476,3.0853,2.4228,1 
0.5175,9.191,3.0314,2.5298,3.4761,1.7764,1.0995,2.5158,0.3744,2.7474,0.9789,2.6082,3.7438,0.0435,1.392,1 
-1.8083,9.1193,0.4466,1.1341,1.3276,1.7694,2.891,2.5788,1.293,0.5716,1.8539,2.9224,2.1925,2.187,0.8598,1 
0.1108,9.2457,1.615,1.5299,2.0475,2.5636,1.7964,3.8501,3.0212,0.1714,2.5431,2.2918,2.4338,2.7514,0.7353,1 
0.0237,8.9365,2.5348,1.3293,0.3134,1.9567,0.9982,1.2374,1.8003,3.1958,1.3782,2.2318,2.5705,3.6572,0.4556,1 
0.4797,10.4961,1.0558,2.5609,1.195,2.7133,2.7753,0.3096,2.5572,2.2344,1.1043,1.1586,2.3834,1.9062,1.5906,1 
-0.5228,8.6139,2.1494,0.5711,1.5336,1.8392,-0.2362,1.5906,2.6988,4.2413,1.5851,3.5296,1.9356,2.0068,1.0106,1 
-0.0398,10.4983,3.5078,0.375,1.569,3.037,2.1391,1.6934,1.9387,3.0129,2.7432,2.9066,2.2529,0.9204,3.4975,1 
-0.8609,9.9172,1.0255,1.9789,2.1688,3.6205,2.4221,4.6157,1.4345,0.3455,2.6841,2.7878,3.2872,1.3526,2.8438,1 
-0.1362,10.4953,2.7527,1.4205,1.985,3.5349,1.7616,2.126,1.3158,0.2243,0.5224,1.5861,2.743,1.8637,2.4842,1 
-0.7269,9.7516,2.9045,2.776,2.35,2.3011,1.3941,1.8576,0.7947,1.4818,1.798,2.3747,0.851,2.0373,3.3948,1 
-1.7005,12.0296,3.6324,2.5238,1.3758,2.5655,1.8116,1.5939,0.8756,3.3429,0.8657,1.9456,0.831,2.7432,2.9105,1 
-0.9146,11.0638,2.6771,0.6866,3.6552,2.0835,2.2643,1.7901,3.4366,2.7943,0.9314,1.488,3.4889,2.6013,1.3023,1 
1.376,10.3836,1.2742,2.5899,1.5865,1.0827,1.5258,2.009,0.4851,2.4173,0.8269,2.9061,2.3985,0.9059,1.7122,1 
0.1348,7.7257,1.4058,2.4968,4.1621,1.0366,1.479,3.4857,2.9361,1.1316,2.6604,2.2043,1.2083,3.1868,4.6728,1 
-0.9944,10.545,1.8904,4.6984,-0.2946,1.5593,2.1839,1.7547,3.4229,2.9022,2.0209,3.557,3.1194,3.3146,2.4035,1 
0.5439,9.1598,-0.2281,1.1064,3.1782,1.2283,1.1615,1.9859,4.0774,2.4566,2.1416,1.4501,3.1343,2.7915,1.9646,1 
-0.195,8.9618,2.4439,2.9607,1.5696,3.6968,2.5751,1.475,0.2681,1.6189,1.4283,1.2174,2.4387,2.1542,1.6655,1 
0.1309,10.3275,2.3234,2.4031,2.9426,1.7831,1.987,1.7954,2.5922,0.5072,1.321,2.4714,1.7747,2.4683,2.2569,1 
-1.7524,9.997,1.2785,0.6575,4.7238,0.788,1.1112,1.8168,1.8098,1.8203,1.9784,1.3257,0.5504,2.1231,2.9951,1 
-0.3889,10.4323,3.5234,1.2873,0.5399,0.9973,2.2755,1.8297,2.5835,0.4726,2.7593,2.1816,2.4538,2.0269,1.8891,1 
0.9817,10.5874,2.5609,4.6774,3.5728,2.2047,0.3531,1.4555,1.2113,3.1565,3.3531,1.5888,3.1206,0.6078,1.7188,1 
0.2573,10.1968,1.463,0.0766,2.5227,-0.175,2.781,3.1616,0.9708,3.1409,1.2983,1.9455,1.6586,0.4946,1.2963,1 
1.385,8.4726,2.1096,1.6216,0.1737,2.7067,1.3444,2.0535,1.5121,1.8698,2.1264,2.1096,1.7563,3.4048,1.9737,1 
-1.0678,10.5526,-0.0672,3.3759,0.976,0.3708,1.0325,2.1136,2.2186,1.517,3.0549,-0.6918,2.4537,2.1407,1.5685,1 
1.5372,8.1684,1.3033,2.3867,1.6894,1.5148,3.9592,1.5682,-0.0896,1.1339,3.0378,2.9246,1.8858,1.7324,2.2051,1 
1.053,10.0503,0.8309,1.9714,3.8569,3.3572,3.7182,1.7419,1.587,2.16,2.363,3.4202,0.4268,1.7586,0.9532,1 
2.4005,10.9217,0.2538,0.8012,3.417,1.7407,1.1955,2.2481,3.9112,1.5597,2.7816,2.0165,2.4103,1.7999,1.3246,1 
