Feature1,Feature2,Feature3,Class
-1.2048,1.5133,0.5006,1 
0.4603,-1.4184,0.5919,1 
1.9832,1.1,1.0789,1 
-3.2136,1.2815,-1.6752,1 
-0.8647,-1.0436,0.6165,1 
-0.4263,1.6908,-2.1241,1 
0.6974,0.1139,0.9146,1 
0.5616,-0.9936,0.1317,1 
-0.2586,-1.6109,0.379,1 
-0.6999,0.7843,0.0711,1 
0.5832,-0.7172,-1.1973,1 
0.9589,-0.3869,1.2491,1 
0.7039,0.3818,0.2793,1 
0.7789,-0.8985,-0.7776,1 
-0.5456,0.2385,0.3317,1 
0.4184,-0.8349,-2.0971,1 
1.2448,1.0669,-0.0401,1 
0.3058,-1.0484,-0.0544,1 
0.1297,-0.3684,0.6691,1 
-0.9982,-0.6816,0.9639,1 
1.2124,-0.0766,-0.1092,1 
-2.885,-1.1959,-0.6483,1 
-1.6507,2.534,-0.5252,1 
0.2036,-0.6666,-0.3893,1 
2.025,-0.0972,0.1302,1 
-0.523,1.0042,0.9801,1 
-0.7708,0.0079,0.6878,1 
-0.5037,-1.5587,1.6782,1 
-0.1195,0.5042,-0.7935,1 
0.1671,-0.553,0.4095,1 
1.8102,1.2516,0.5062,1 
-0.6301,0.9217,0.8705,1 
-0.3797,1.2458,-0.5595,1 
-1.3614,0.5825,-0.6446,1 
-0.669,-1.4415,-0.5852,1 
2.0354,0.4659,0.7165,1 
1.0811,2.2039,-0.1475,1 
-1.3552,-0.5511,0.5948,1 
-0.0523,0.5274,-1.8718,1 
-0.113,-0.6672,-1.5198,1 
0.029,-0.678,0.746,1 
-1.2096,-0.7135,-1.5637,1 
1.3677,-0.3682,-1.3501,1 
0.5911,3.1306,1.5259,1 
0.8406,0.0531,0.4074,1 
-0.0778,0.4592,1.1173,1 
-0.7884,-0.499,1.4652,1 
0.3572,0.9326,-0.3306,1 
0.6559,0.0767,2.5527,1 
0.1911,2.2542,0.3482,1 
-1.9052,0.0935,-0.9375,1 
0.377,-2.1232,-1.2272,1 
0.4005,2.5794,0.8702,1 
-0.8865,-1.7385,-2.6036,1 
-0.94,0.186,-1.7613,1 
0.1099,1.5705,0.1425,1 
-0.0945,0.5565,0.9907,1 
-1.4158,-0.0289,0.6434,1 
0.1869,-1.1984,0.4554,1 
0.545,0.4273,2.2711,1 
0.7582,0.5882,0.1647,1 
-1.4293,-1.2071,-0.902,1 
-0.5948,1.1048,0.8154,1 
-0.3302,-0.0612,2.0189,1 
-0.662,-1.241,-0.0113,1 
1.2549,-1.3354,0.5291,1 
-0.4548,2.1363,-0.7086,1 
0.9783,-1.988,0.8415,1 
-0.888,-0.4325,-0.7472,1 
0.7266,1.605,-0.7209,1 
1.262,0.5023,0.0371,1 
-0.94,-0.1386,-0.2466,1 
0.1695,-0.2212,-1.3257,1 
0.2265,-0.2176,1.3016,1 
-0.0268,0.0933,-2.0757,1 
-0.3082,-0.7302,0.6263,1 
0.1431,0.0831,1.536,1 
0.2466,1.2361,-1.1797,1 
-0.0929,-0.8787,-0.2598,1 
-0.0744,1.0105,0.1717,1 
1.315,-0.826,-0.0437,1 
0.6615,0.2076,0.2914,1 
-0.1194,-1.7428,-1.8507,1 
0.7672,-1.7983,0.9264,1 
-2.3159,1.1778,1.7722,1 
1.0893,-0.6285,0.8618,1 
-0.2244,-0.1108,-1.4838,1 
-0.0358,-0.3327,-1.0697,1 
-0.113,0.2338,-0.2315,1 
-2.9012,-1.0769,-1.0571,1 
-0.5225,-0.7155,-2.6496,1 
0.1177,1.7751,-1.5526,1 
-0.0553,-0.8201,0.8684,1 
-0.5517,-1.2206,-1.1719,1 
0.0047,-1.1636,0.4754,1 
-0.3435,0.3068,-1.8086,1 
-1.5065,0.1068,-1.4112,1 
0.9618,0.6995,0.6139,1 
-0.4549,-1.3682,0.4118,1 
1.982,-1.1406,1.8145,1 
1.7268,1.6797,0.0806,1 
1.9094,-0.5264,1.0162,1 
1.0019,0.2356,-1.6361,1 
-0.1739,-0.4679,-0.448,1 
-0.8554,0.5981,1.8162,1 
1.9232,0.1124,1.5928,1 
-1.0692,1.0703,-0.4867,1 
0.5286,0.7999,0.6133,1 
0.288,0.2526,-0.7177,1 
1.6003,-1.834,0.2025,1 
-0.5119,0.0967,-0.9338,1 
0.7185,-2.2979,-0.0378,1 
0.6197,1.1688,-0.0997,1 
-0.8571,1.1092,-0.0911,1 
-1.5652,0.3491,0.3896,1 
-0.1011,-2.1183,-0.9697,1 
0.1802,-1.733,1.3864,1 
-0.8748,-0.7448,1.5914,1 
-1.3863,-0.7255,0.4876,1 
0.3956,-0.0759,1.2852,1 
1.0958,0.31,-0.0391,1 
-0.1455,1.1039,0.4613,1 
1.2163,0.4023,0.3635,1 
-1.1655,0.4221,0.6823,1 
0.3757,0.5416,1.2128,1 
-0.2408,-0.2532,0.4419,1 
-1.0717,0.4894,0.311,1 
-0.7692,0.7059,0.4015,1 
-1.3513,0.1077,1.6186,1 
-0.0154,0.4751,2.026,1 
0.9206,2.4326,-1.0233,1 
-1.0962,-0.3016,0.2879,1 
-0.1236,-0.2263,0.0046,1 
-0.3656,-0.0118,1.3782,1 
-0.4436,-0.0657,-0.1947,1 
0.2684,0.3411,-0.4735,1 
0.1439,-0.7156,-0.2529,1 
-1.0286,-0.9699,0.1296,1 
0.2806,0.76,-0.9676,1 
-0.681,1.3646,0.1397,1 
-0.7444,0.2497,-0.3901,1 
0.7426,-0.695,-0.3182,1 
1.2026,-2.0177,0.1812,1 
1.326,-0.2786,-0.0533,1 
-0.386,-0.216,1.0397,1 
-0.9294,0.2813,0.7046,1 
-1.548,-1.0707,-1.5535,1 
1.2035,-0.7228,0.5873,1 
-0.3692,-0.5096,1.3701,1 
-0.0639,0.0883,0.203,1 
0.375,1.7484,-0.2581,1 
-0.8552,0.5,0.0657,1 
-0.8546,0.2115,1.2136,1 
0.5593,0.4434,-2.2647,1 
-0.0183,-1.0412,1.1609,1 
0.4795,1.1677,0.4675,1 
-0.4754,-0.1987,-1.443,1 
-0.8057,-0.0542,0.3885,1 
1.385,0.1394,-0.2483,1 
1.2812,0.8451,-0.7406,1 
-1.5259,1.2915,1.2722,1 
0.8341,-0.2741,-1.7095,1 
2.1452,-1.0287,1.182,1 
-0.8337,2.7272,-0.9937,1 
-1.4771,0.9718,0.3617,1 
-1.1819,1.8287,-1.3056,1 
-0.4317,0.2754,-0.9522,1 
-0.2093,0.1758,0.007,1 
0.2594,-1.5197,0.528,1 
-0.0648,0.9768,0.1432,1 
-0.4124,0.0866,1.2565,1 
0.424,-1.8743,1.1825,1 
0.0456,0.2352,-0.1582,1 
0.1193,-2.6476,0.4283,1 
0.1335,-0.7175,-2.1719,1 
-1.9435,-0.6235,-0.7203,1 
1.049,-1.5075,0.8746,1 
-0.9926,-0.5813,-1.735,1 
-0.4146,0.4421,1.2871,1 
-1.3529,0.3098,0.3921,1 
-0.9786,0.2406,-1.0323,1 
-0.5906,1.7553,1.0057,1 
2.2664,-1.056,1.8815,1 
1.657,-0.8029,-1.0744,1 
-0.0127,-1.0339,0.9843,1 
0.0477,-0.1451,1.8796,1 
0.4849,-0.3347,-1.3844,1 
0.2844,0.6843,-0.813,1 
0.1201,0.1004,-3.1957,1 
-0.1117,-0.5063,0.2046,1 
-1.4813,-2.264,-0.3449,1 
0.325,-0.1083,0.1494,1 
-1.2422,-0.9383,0.5187,1 
0.0439,0.5136,0.8992,1 
-0.0929,-2.0582,0.0206,1 
-0.9108,-1.6157,-0.6578,1 
-0.416,-0.283,-0.0209,1 
0.0395,1.3216,2.4672,1 
0.0174,0.3568,-0.0657,1 
-0.0634,-1.3821,-0.1472,1 
0.8148,0.3614,-0.497,1 
0.7655,0.2371,-0.4319,1 
0.5439,-0.0253,-0.5879,1 
-0.9467,-0.3555,0.6489,1 
-2.2333,-0.018,-1.1505,1 
-0.4297,0.1215,0.597,1 
-0.4816,-0.1361,0.5213,1 
-0.0443,0.4331,0.3988,1 
-0.3606,-2.6041,0.4689,1 
0.6792,1.4455,0.8291,1 
-0.5082,0.213,0.3319,1 
0.3249,1.0994,1.9852,1 
-2.4751,0.5976,-0.9826,1 
-1.7404,-0.6058,-0.3284,1 
0.7934,0.5163,-1.641,1 
0.1025,-0.4083,0.7612,1 
-0.6362,0.4773,0.3757,1 
0.1816,-2.3687,1.8499,1 
-0.3593,-0.6054,0.0275,1 
-0.509,1.0238,-0.4946,1 
0.0735,0.1582,-1.2267,1 
1.9988,2.3034,0.3644,1 
0.5885,0.2238,-1.0015,1 
-0.6476,0.7813,0.8055,1 
0.345,-0.4549,0.4889,1 
1.0796,0.4902,-0.064,1 
0.5692,-0.2387,-0.378,1 
0.7263,0.6521,-0.4885,1 
0.3508,-0.3444,-0.9334,1 
-1.4387,0.4051,0.4911,1 
-0.3706,0.9859,0.1373,1 
1.5559,0.2578,0.3648,1 
-0.7774,0.4433,-1.5465,1 
-1.4795,0.5362,0.471,1 
-0.0997,0.2641,0.2612,1 
-1.6956,-0.3124,2.4974,1 
0.196,0.2827,-0.4125,1 
0.5769,0.6641,0.5309,1 
-1.9724,0.0696,0.9536,1 
-1.2665,0.4822,2.7611,1 
-0.9547,-0.6458,0.8299,1 
-0.1898,-0.1163,-0.156,1 
0.0206,-0.9007,0.4227,1 
-1.5578,-0.2172,0.1656,1 
1.5106,0.194,-0.3214,1 
0.6125,-1.9188,-0.1379,1 
-1.0943,-0.1308,1.545,1 
-0.0597,-0.8292,-0.6747,1 
-0.2361,-0.5891,0.9348,1 
-0.1646,0.4744,-0.8404,1 
-1.7878,-0.8548,-0.9041,1 
-0.9892,0.5031,-0.6306,1 
1.1628,-0.7431,0.9691,1 
-0.5706,-0.3442,-0.7893,1 
-0.62,0.0448,1.0707,1 
-0.0696,-0.3706,-0.5456,1 
-2.971,-0.5834,1.8228,1 
-0.449,-0.3027,0.7968,1 
-0.3515,-0.5552,0.4715,1 
0.7957,1.4502,-1.1876,1 
0.6119,-0.3649,0.6877,1 
0.1452,-1.4737,-0.3228,1 
-0.2891,-1.2851,-0.4263,1 
0.3829,1.712,-0.5153,1 
0.0817,0.1323,1.101,1 
-0.5535,-1.6676,-0.3561,1 
0.7518,2.1067,-0.4267,1 
1.8951,2.1142,-0.866,1 
-1.9076,0.3333,1.9878,1 
-1.3531,-1.3969,-0.2035,1 
-2.2483,0.5348,-0.3507,1 
-0.9655,0.2212,-0.4405,1 
-0.2172,-1.3229,-0.3645,1 
1.7273,-0.0843,0.4936,1 
1.0385,1.0465,1.0117,1 
-0.2082,-0.7316,-0.0125,1 
0.0116,0.1689,0.0752,1 
-0.5965,1.0789,-1.9637,1 
0.6085,-0.5554,0.2655,1 
0.7379,-2.1739,-0.8,1 
-1.1072,0.05,-0.1187,1 
0.083,-1.044,0.6032,1 
1.5357,0.0055,-0.9982,1 
-0.1989,-1.2269,-0.1554,1 
-0.5605,0.4738,-0.5759,1 
0.3251,-0.116,-0.5573,1 
0.4228,1.2833,-0.2311,1 
1.2899,0.6722,0.1701,1 
-0.5894,0.639,-1.732,1 
-0.4609,0.219,-0.3102,1 
1.474,-0.3775,0.078,1 
-0.4362,-0.1261,-0.5866,1 
0.3467,0.0629,1.7861,1 
0.0717,-0.6927,0.7527,1 
1.6061,-0.7625,-0.2892,1 
-1.107,1.5472,-1.7634,1 
-1.0891,-1.8206,2.1712,1 
-1.6751,-0.1135,-0.1324,1 
-1.065,1.1426,1.1166,1 
-0.605,-1.0762,-0.8059,1 
0.003,0.2035,-0.2889,1 
0.8932,0.7342,0.3053,1 
0.9948,0.51,-0.4935,1 
-0.0365,-1.0514,0.7378,1 
-0.1183,1.6449,1.6236,1 
-0.271,-0.072,-0.0533,1 
-0.4611,0.4672,-0.7803,1 
-0.1534,0.5498,-0.2575,1 
0.5111,-1.4355,0.0365,1 
0.0332,0.2768,-0.0597,1 
-0.1891,-0.1779,1.1401,1 
1.5739,-2.2642,0.7957,1 
0.0161,1.889,0.3349,1 
1.1289,1.381,-0.356,1 
-0.2199,-2.2747,1.0329,1 
-0.8458,0.0926,-0.4744,1 
-2.2224,0.2843,1.4828,1 
1.0278,-0.2464,0.5721,1 
0.1061,-4.0981,-1.1904,1 
-0.6263,-0.2814,0.1615,1 
-0.8687,-0.6359,2.1306,1 
0.3363,-0.6728,1.7179,1 
1.1389,0.5588,-0.7064,1 
1.6745,-0.1175,-0.3649,1 
0.4719,0.6904,-0.3317,1 
0.3126,-0.4212,-0.4867,1 
0.2618,0.1192,-0.9285,1 
-1.6721,-0.3423,0.2835,1 
0.4103,-0.5904,0.9705,1 
1.0076,0.6616,0.5183,1 
-0.9595,-0.0643,-2.1504,1 
0.6868,1.694,0.6713,1 
-0.1594,-0.3946,-0.4367,1 
-0.3073,0.3961,0.6925,1 
-0.0045,-0.4796,0.9562,1 
-0.5491,1.4641,0.0109,1 
0.518,0.4747,-1.3688,1 
-1.0343,-1.0301,0.2285,1 
0.89,0.108,-0.2707,1 
0.2813,0.7343,-1.1799,1 
-1.732,1.2291,0.7147,1 
-1.2749,0.5669,0.691,1 
-0.2666,-2.2163,1.2719,1 
0.2919,-0.122,0.2937,1 
-0.5166,-1.3774,0.3138,1 
0.725,-1.0218,-0.0724,1 
1.826,-1.881,0.7328,1 
-1.2578,1.2162,0.218,1 
-0.3562,0.9942,1.1331,1 
-0.162,0.6499,-1.6069,1 
0.1781,0.8777,-0.0742,1 
1.5631,1.2828,0.3862,1 
0.1868,-0.5463,-0.408,1 
0.4984,0.3198,1.453,1 
1.683,0.5749,-0.6436,1 
1.5979,-0.6211,-0.3594,1 
0.1064,0.8942,-1.0769,1 
0.5571,-1.0717,1.8226,1 
-0.3896,-0.2881,-0.4217,1 
1.6033,-0.3495,-1.2507,1 
-0.0756,-0.8964,0.0989,1 
-0.8617,1.0252,0.9864,1 
0.3906,0.6721,-0.0241,1 
1.1849,0.0156,-0.6087,1 
-0.4134,0.873,0.206,1 
-0.5974,-0.43,-1.0057,1 
1.1365,0.471,1.4664,1 
0.7956,-0.1301,1.1932,1 
-0.7234,0.8197,-0.3435,1 
-0.0872,-0.1736,-0.8853,1 
0.7108,-0.4884,-0.0339,1 
0.5979,0.8381,-2.4934,1 
-1.9289,0.3692,0.5435,1 
-0.2848,-0.7351,2.5911,1 
0.6406,0.966,0.6977,1 
-0.8709,0.5599,0.4372,1 
-0.1472,-1.8276,-0.5124,1 
-0.1809,0.688,-0.4667,1 
0.6091,-1.1198,0.864,1 
-0.4674,0.4269,0.15,1 
0.2931,1.1756,0.9339,1 
-1.1496,-0.3978,-0.9777,1 
-0.514,-0.3947,-0.7185,1 
0.5639,0.7695,0.3577,1 
1.4991,-1.204,-0.4221,1 
1.0387,-0.0452,1.9004,1 
-1.3073,-0.0098,1.4932,1 
-1.7482,-0.5198,-0.5705,1 
0.0431,-1.7301,0.4026,1 
0.1601,-0.4362,-1.79,1 
-0.9252,-0.9832,-0.3896,1 
0.696,2.4743,0.7338,1 
-0.0494,1.5953,-0.4612,1 
-0.6594,-1.0253,-0.4528,1 
1.5127,2.964,0.6448,1 
0.1075,0.5299,0.4508,1 
-0.3802,0.566,0.3424,1 
0.3911,-0.519,-0.4559,1 
2.4305,-0.1722,-1.56,1 
0.8954,-2.2719,2.1543,1 
0.168,1.4879,-0.2498,1 
-0.4265,-1.7323,2.2291,1 
0.0571,-1.3083,0.3786,1 
0.3399,-0.2326,1.983,1 
0.1344,-0.1819,-0.7364,1 
-1.0916,1.0617,0.1665,1 
0.5897,-1.0855,-0.4889,1 
0.2892,3.0987,-0.4139,1 
-1.1492,-1.2895,-0.2266,1 
0.771,-1.6365,-2.7005,1 
0.2838,2.7782,-0.0886,1 
-1.2579,-0.716,-0.2369,1 
1.5026,-0.6706,0.4864,1 
0.3213,0.4778,0.7529,1 
0.9439,-0.5657,1.8225,1 
-0.0399,0.2692,0.6373,1 
-0.0722,1.2333,1.6103,1 
0.0837,-0.5326,0.5306,1 
-1.308,-1.1045,0.843,1 
-1.1734,-0.1687,-0.9335,1 
-2.4072,0.171,-0.1392,1 
0.3068,1.6335,-1.1581,1 
1.1101,0.3146,-1.3514,1 
1.7952,-0.9265,0.9977,1 
-0.5705,-0.8407,0.7454,1 
-0.2817,1.6056,3.0772,1 
0.7111,-0.7933,-1.3516,1 
0.652,-0.8806,0.884,1 
-0.4557,-0.1005,-0.0483,1 
-1.4478,-1.0218,-1.6695,1 
0.8229,-0.6936,0.0532,1 
-0.9796,0.2317,1.5217,1 
1.4958,1.5036,-1.051,1 
0.1906,-0.5856,-1.2828,1 
3.5093,0.5657,0.0591,1 
-0.2089,-1.3694,0.1673,1 
-0.4118,-1.3442,-1.6649,1 
-0.3149,-1.1175,2.3996,1 
-0.5068,0.7513,1.7606,1 
0.8035,-1.1031,-0.9465,1 
4.2788,2.9755,2.9914,0 
3.3219,1.457,2.3698,0 
2.9833,2.7709,2.2655,0 
3.5345,2.0245,5.1996,0 
3.9319,1.4124,2.5012,0 
1.8899,4.6632,2.4234,0 
1.5805,3.5668,2.7139,0 
4.0619,2.264,3.4556,0 
3.7836,3.922,4.6457,0 
3.7432,2.8929,1.2101,0 
1.9956,2.8043,4.2384,0 
2.828,1.6031,2.436,0 
2.2775,2.4771,2.3737,0 
1.4646,4.661,4.1276,0 
2.8679,2.5243,1.7414,0 
3.195,1.9057,1.1266,0 
1.0024,1.8115,3.9677,0 
3.6274,3.8791,3.6854,0 
4.5553,2.8166,3.3442,0 
3.4273,2.7607,3.7183,0 
2.3988,2.4215,3.5201,0 
3.5275,3.0599,3.661,0 
2.7982,1.2118,0.7588,0 
2.4617,3.5835,1.7311,0 
1.7488,2.7473,3.2108,0 
3.9539,4.2031,2.4837,0 
3.9936,3.7403,3.8777,0 
1.058,2.8786,4.176,0 
3.7321,2.4382,2.1917,0 
4.5827,2.143,2.4833,0 
2.8927,3.4154,3.5288,0 
2.7533,2.672,2.6703,0 
2.2929,3.2871,2.0714,0 
1.0984,3.791,2.3225,0 
2.3254,3.1557,1.5264,0 
3.1536,3.0851,4.8432,0 
3.8668,3.6247,2.4828,0 
2.1444,1.7195,1.0839,0 
4.2739,3.5381,1.7603,0 
0.7398,3.2059,2.3549,0 
3.1609,2.4483,2.692,0 
3.0107,0.9712,2.5551,0 
1.3059,1.5264,2.7692,0 
3.7532,2.9386,3.6909,0 
2.1326,3.2572,3.5266,0 
1.6678,3.4189,2.8814,0 
1.3717,3.2484,3.6024,0 
2.882,3.687,2.5067,0 
2.7541,2.9825,3.6133,0 
3.5493,3.4893,4.2217,0 
3.2341,4.0766,1.4138,0 
3.2657,3.4331,5.1095,0 
1.8306,2.5858,1.8164,0 
3.4344,3.5036,2.9735,0 
2.9114,4.0772,3.5114,0 
3.507,2.4507,3.021,0 
3.6087,3.3533,4.3289,0 
2.9012,2.2978,3.065,0 
2.8974,1.6842,4.3012,0 
3.4115,2.0487,3.9479,0 
1.8622,2.4606,1.7633,0 
5.5587,3.0331,3.3688,0 
2.7369,2.4986,3.5676,0 
3.2609,3.0721,3.8942,0 
2.6084,1.3115,3.5971,0 
4.8255,1.1822,3.9488,0 
3.7274,3.5632,3.5899,0 
1.9872,2.5504,1.2482,0 
3.5734,4.2603,3.3192,0 
4.0539,2.9773,1.6443,0 
0.6762,3.5288,2.8823,0 
3.1697,4.9318,4.0724,0 
2.7916,4.2029,3.5839,0 
2.1275,2.679,2.22,0 
1.9674,-0.2203,3.2688,0 
3.7804,2.9496,2.768,0 
3.2597,3.1346,1.6712,0 
3.8777,2.3432,2.5911,0 
2.608,3.8449,4.4271,0 
3.4967,2.3809,2.7139,0 
2.6959,2.9643,5.104,0 
1.9305,3.2153,3.1401,0 
2.1559,3.603,3.1405,0 
5.5209,3.2631,2.8124,0 
3.9492,2.6659,4.5004,0 
3.2242,-0.3816,4.3109,0 
5.1923,3.4156,3.921,0 
2.6073,3.2896,3.6504,0 
2.2714,3.5634,2.4382,0 
3.5675,3.8388,2.7729,0 
3.9191,2.9999,2.3231,0 
2.6898,3.0254,3.018,0 
3.0022,3.6858,2.6945,0 
1.7923,2.8993,3.6358,0 
2.7689,2.4814,1.0254,0 
2.6743,2.8448,3.8375,0 
3.5486,3.333,1.9778,0 
3.2549,4.3828,3.8697,0 
3.2604,3.6381,2.2244,0 
2.5456,3.7293,2.0913,0 
2.8236,2.2333,3.1156,0 
1.8362,3.2548,2.2453,0 
1.4917,3.4903,2.6204,0 
4.3249,2.6749,2.2139,0 
2.8144,3.1098,2.0376,0 
2.3761,2.9403,2.7615,0 
4.1689,4.8431,3.176,0 
3.3091,1.3607,2.9975,0 
3.9026,3.5562,2.5136,0 
2.5892,3.8606,5.0055,0 
3.2893,1.4168,3.3497,0 
3.7224,2.4948,4.3529,0 
3.7303,3.5545,3.6933,0 
2.6737,3.4632,4.5277,0 
3.7126,3.3021,4.0983,0 
3.3811,3.9287,2.3695,0 
1.5149,1.5121,1.5476,0 
2.5877,3.4775,4.3574,0 
4.9551,3.4133,2.9236,0 
2.8263,4.3451,1.4194,0 
2.2065,1.7151,1.8076,0 
1.5978,3.2337,4.398,0 
3.8031,2.3259,2.4073,0 
3.2766,1.8601,3.1434,0 
3.7183,2.5242,4.3542,0 
4.0431,0.9203,2.2723,0 
3.3365,4.1959,3.2321,0 
2.6421,3.4057,3.7573,0 
2.415,2.6595,3.0981,0 
2.4615,2.7813,2.4515,0 
3.1914,4.1955,0.1993,0 
3.3238,2.1793,2.8036,0 
1.5159,4.2429,3.0343,0 
3.6537,0.8295,3.0358,0 
2.5545,2.5948,3.8126,0 
2.1972,2.3708,3.0665,0 
1.9728,3.9385,3.0145,0 
3.0469,1.9942,3.8628,0 
2.8876,1.3303,3.1592,0 
3.4569,3.4618,3.623,0 
4.3873,2.1925,2.9493,0 
2.0125,3.0498,4.3564,0 
2.3601,1.7596,4.2151,0 
2.0851,2.5757,3.413,0 
3.167,3.2811,3.664,0 
3.1902,2.7846,2.7703,0 
0.7902,2.6613,4.0124,0 
1.9069,3.41,2.5872,0 
1.7719,2.0706,4.4378,0 
1.9692,3.295,4.2282,0 
3.5203,2.5273,1.8133,0 
2.9386,1.9946,1.5345,0 
4.0545,2.5866,4.2741,0 
5.1242,3.7031,3.417,0 
3.5629,3.4729,2.6753,0 
3.5291,3.763,3.6671,0 
2.3921,1.2521,4.8885,0 
4.1777,3.8408,3.4816,0 
4.1038,3.7108,3.4819,0 
3.3157,2.2109,3.369,0 
2.1993,3.282,2.1234,0 
3.1638,3.6166,2.9572,0 
3.9669,3.0081,1.9187,0 
3.3328,3.5145,2.4603,0 
2.0766,1.5903,2.6333,0 
3.0086,2.1443,3.7942,0 
3.056,3.6779,2.5836,0 
2.8654,2.7161,2.7934,0 
3.353,4.0102,3.7709,0 
2.7687,3.6007,2.7617,0 
5.275,3.6612,3.6382,0 
2.7921,4.1742,2.2054,0 
2.607,2.6893,4.5356,0 
2.1902,2.7861,3.9221,0 
3.7774,3.2316,1.1738,0 
4.4934,2.9182,2.1999,0 
4.5623,3.6445,3.7538,0 
2.4702,3.601,4.1532,0 
1.4371,3.5585,3.7611,0 
1.6014,3.1602,2.7886,0 
3.2828,2.3885,4.0157,0 
3.9849,3.2979,3.5202,0 
1.5899,2.0248,6.0815,0 
1.6571,1.228,2.6072,0 
3.6031,4.031,2.8543,0 
3.1661,2.7976,3.6421,0 
3.6672,1.9777,2.1302,0 
3.6769,2.7872,3.0203,0 
4.6561,4.709,2.2592,0 
3.1624,2.9157,3.7511,0 
2.2,2.8042,1.4054,0 
2.7656,2.2866,3.7635,0 
2.844,3.8197,2.8674,0 
1.7162,1.9384,4.0144,0 
3.5871,3.8699,2.3274,0 
1.4764,2.5881,4.1926,0 
2.2286,2.4427,2.7681,0 
4.2992,1.7759,3.2447,0 
3.2675,3.5617,3.7906,0 
2.8085,4.6231,4.1653,0 
3.3318,2.1922,3.2537,0 
3.4094,3.0831,3.307,0 
1.1037,4.1307,3.0248,0 
2.1348,3.4641,2.2803,0 
3.7801,4.2134,2.7947,0 
3.0134,1.6138,3.6094,0 
2.4267,1.3393,3.0165,0 
0.5989,3.0777,1.3114,0 
0.4366,1.7265,3.1497,0 
3.0984,4.6079,2.1856,0 
3.3011,2.6678,3.3812,0 
2.8438,4.3794,1.0069,0 
4.4729,5.0592,3.5186,0 
3.1668,3.3181,1.5329,0 
3.0199,2.8998,1.1184,0 
3.1558,2.9421,3.4218,0 
2.2882,3.024,1.9818,0 
3.5028,3.3453,5.3954,0 
2.2217,3.5353,1.9619,0 
3.5663,3.4673,3.1307,0 
4.2922,2.4123,4.2876,0 
3.9224,1.1452,2.8811,0 
5.3491,4.6926,3.2333,0 
3.3923,1.5099,2.2212,0 
2.7295,3.6298,5.0066,0 
3.9357,3.4908,4.6725,0 
2.9141,4.0114,-0.6278,0 
2.1121,2.937,1.6098,0 
3.8871,5.2364,0.7427,0 
2.9324,3.5623,4.7599,0 
1.6669,2.2469,3.1183,0 
2.7113,2.9968,3.2643,0 
4.4258,3.9961,3.9793,0 
2.3825,1.5417,3.3799,0 
3.2682,1.2026,2.6726,0 
2.7971,2.5701,2.9564,0 
2.5858,2.6574,2.0553,0 
3.0711,2.612,5.0086,0 
3.3955,2.3267,1.1572,0 
3.6003,4.2726,2.3501,0 
3.6741,3.4557,3.4458,0 
0.6866,3.7973,2.4785,0 
3.6034,4.1189,2.7858,0 
2.1331,3.7966,3.1604,0 
3.7415,3.2873,2.0457,0 
2.0098,2.7697,3.0253,0 
