Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Class
-0.6244,-0.5944,0.7668,1.0244,3.1183,1.2868,1.6481,1 
0.9261,0.2966,3.364,1.399,2.0049,0.7831,2.4725,1 
-0.5811,-1.2176,2.6752,1.332,0.6887,4.3753,1.3009,1 
0.5296,-1.3956,3.2404,0.2624,1.789,4.3735,3.4597,1 
-0.8316,0.0053,2.2112,1.4951,3.8567,3.7741,1.7677,1 
-0.9908,-0.4443,1.9699,1.291,0.7932,3.957,2.0397,1 
0.1935,0.3537,3.2835,1.4147,2.1689,1.9135,2.0613,1 
-1.1803,-0.637,2.3723,2.363,1.7026,1.9961,3.8396,1 
-0.3917,2.6019,1.6086,3.2337,1.5642,2.2439,1.268,1 
-1.4602,-0.7568,2.6079,2.154,3.0626,2.2873,1.8707,1 
-0.8386,-0.2021,2.713,3.853,1.8972,2.5215,1.4895,1 
0.3929,1.0281,3.0438,0.8222,2.5163,1.0943,2.3662,1 
-0.1077,0.3107,1.2598,0.7489,3.857,3.1727,3.5851,1 
0.5624,-0.2963,2.9336,2.7745,1.7757,2.0626,2.3751,1 
-1.8431,1.0849,1.0293,1.4879,1.6978,2.1244,1.6233,1 
-0.3882,0.417,1.0011,0.9553,2.8829,2.9435,1.9853,1 
0.0289,0.3025,1.7206,1.2946,1.9247,0.0443,1.5027,1 
-0.9525,-1.2564,2.6842,0.1895,4.2821,1.6097,0.801,1 
-0.4068,-1.0613,0.856,0.7191,2.3391,3.5971,0.9506,1 
1.662,-0.0418,1.1129,1.8017,0.647,2.4791,1.6873,1 
-0.5962,0.5761,2.3333,3.5904,0.4919,3.6037,-0.1077,1 
1.743,1.2442,1.5204,3.4306,5.4292,0.9139,1.0599,1 
0.0731,1.1938,1.0826,0.6389,1.9325,2.6857,0.9033,1 
-1.1939,-1.9618,3.6511,1.4055,0.9894,2.3018,1.3669,1 
-0.1525,-0.1792,4.1792,0.8845,1.7421,2.5063,3.0298,1 
1.0672,-0.7459,3.0927,1.8283,2.08,1.9307,3.3572,1 
0.767,-0.7561,1.47,3.4912,0.9835,0.6364,1.9785,1 
0.4843,1.288,1.7373,3.3462,2.0962,3.7046,0.8404,1 
-1.5934,0.4175,1.3381,0.6335,0.6685,1.7928,1.2737,1 
-0.4649,0.3583,0.5466,1.5908,2.7939,1.1818,2.8904,1 
0.9815,-1.6201,0.7674,1.0646,3.2666,1.224,1.6433,1 
-0.6581,-0.6074,1.148,3.6187,-0.4749,1.6652,2.863,1 
-0.6515,-1.0865,1.5956,2.2959,1.2353,1.3759,0.3995,1 
0.3466,-0.9752,2.4199,-0.173,2.3171,4.4966,3.134,1 
-1.2986,0.6224,2.4672,1.2214,2.7541,2.3658,2.0243,1 
0.5757,-1.4138,2.3467,2.7023,2.2134,3.1185,0.5486,1 
-0.569,0.9456,1.2573,1.0823,1.6947,3.9636,3.9769,1 
1.1441,-0.4996,0.9933,3.9143,0.1145,0.1638,3.8315,1 
1.5134,-1.1093,2.2352,2.4577,1.3424,3.5132,2.7571,1 
-0.3838,-2.0403,2.7941,0.7306,1.5545,1.6279,1.6471,1 
-0.3504,1.4309,2.7708,0.8702,1.2276,1.3933,3.6693,1 
0.4925,-1.0196,3.5824,1.0701,0.9081,2.2074,3.5991,1 
0.6803,-0.8974,3.074,3.7328,0.5066,2.4727,1.5988,1 
-0.9823,0.4064,2.509,0.7227,1.8951,1.7451,2.2183,1 
-1.7918,0.9766,1.6098,1.3731,1.6917,2.1503,2.4699,1 
-0.2286,0.1675,1.4732,1.8621,1.8805,3.561,3.95,1 
2.167,-0.6922,1.3907,2.211,0.2774,2.6239,3.1906,1 
-1.0903,0.0943,0.2787,0.9399,3.9909,1.0729,2.489,1 
0.0214,1.8309,1.0704,2.8738,1.5388,1.7164,1.718,1 
1.7437,-1.795,2.0361,1.4912,2.3101,0.9382,0.8909,1 
0.2627,-0.858,2.02,1.2584,1.3081,0.3973,2.6473,1 
1.9111,2.0403,2.7665,1.6123,0.858,0.4702,2.6185,1 
0.3733,-0.4737,0.5988,1.6947,2.7154,0.8169,2.3714,1 
-0.1673,-0.3897,1.4888,2.2052,1.8336,1.456,0.9908,1 
-0.184,-1.1807,2.8365,0.2682,1.388,0.5668,1.5812,1 
0.2678,0.3767,2.066,3.7777,2.6975,1.4167,1.9886,1 
0.8039,0.3548,2.2856,2.8402,1.8589,1.6995,2.5643,1 
1.3672,0.6379,0.7542,2.4501,3.1516,3.1653,2.8968,1 
0.0817,0.132,0.9985,1.629,2.7021,1.2101,2.4909,1 
0.2168,-1.6679,2.1552,1.3163,2.7849,3.3614,1.6361,1 
-0.4049,0.1348,0.6833,1.7591,2.693,3.1032,1.5516,1 
-0.9003,-0.4428,1.4873,2.2333,1.5729,0.6339,2.5524,1 
-0.5029,-0.9119,0.8758,1.3504,1.4394,1.7242,2.5053,1 
0.2104,-0.5748,2.8364,1.7411,2.0906,2.6598,2.7984,1 
0.8642,-0.0033,1.2759,2.4842,0.7733,3.3547,2.4221,1 
-1.7466,0.5016,2.581,1.9198,2.1583,1.3106,1.8291,1 
1.8343,-0.5063,3.2394,1.6676,4.1204,2.6904,2.5257,1 
0.658,-0.6269,3.9056,3.2928,1.6688,3.7531,2.1243,1 
0.3236,-1.1113,0.8645,0.8106,1.2109,2.3898,2.1036,1 
-1.2459,0.5642,1.0321,1.7114,1.0256,2.8313,2.6889,1 
-2.0332,-0.1779,2.8411,1.7232,2.2157,0.9089,0.6781,1 
-0.9324,-1.5928,3.5041,0.8843,1.6379,2.3436,-0.0597,1 
-0.7459,-0.4318,0.9725,3.6887,1.2209,3.2625,1.5349,1 
-0.6716,-0.3795,2.1182,2.1604,2.5607,4.0028,1.4046,1 
2.6286,0.0685,1.5783,2.9501,1.3714,1.407,1.3674,1 
-0.5857,0.0257,2.5604,2.4984,1.6126,1.8295,2.2153,1 
0.696,-0.8332,3.1198,2.668,3.2589,1.7328,2.5812,1 
0.9119,0.7521,0.7327,1.8906,1.1782,2.1373,2.8242,1 
2.7406,-0.2557,1.2361,1.7881,2.6916,1.5748,1.7042,1 
1.553,0.9048,3.3639,1.8524,0.1517,2.0319,0.3433,1 
1.6361,-0.5699,1.4158,1.4101,0.4691,1.9119,-0.01,1 
1.0083,0.7713,4.7075,1.3484,0.7511,1.518,2.6228,1 
-0.1943,0.1989,1.8055,3.3892,3.8136,4.1256,1.7194,1 
0.7381,-0.6673,1.9762,3.2805,1.9783,3.6028,2.3912,1 
0.6145,0.3983,0.8279,3.2584,0.6985,2.1238,1.0828,1 
-0.6803,-1.356,2.7711,3.1537,1.5671,1.7103,1.8379,1 
0.1388,0.5541,4.2174,3.6828,2.8804,2.7446,1.7401,1 
-0.7977,-0.6458,1.6521,2.7836,2.4439,0.7991,2.6143,1 
-0.0664,0.6106,3.0626,3.1213,2.4633,4.4123,1.3206,1 
0.0131,1.9646,1.7594,2.438,0.208,2.1934,3.9046,1 
0.319,-1.4001,1.5035,1.8912,1.463,0.8377,1.1007,1 
-0.926,0.3271,3.9848,0.3727,2.4532,1.181,1.9473,1 
1.0224,2.3844,2.6631,1.8604,2.2086,3.0791,1.3311,1 
-0.1623,-0.7765,3.3827,2.2417,1.4133,2.6532,2.7863,1 
-0.8018,1.4646,3.6038,3.1231,2.9937,1.6854,2.9906,1 
2.2358,-0.3921,4.2167,2.4815,2.4953,2.9672,1.9628,1 
-0.2435,-0.9338,1.8667,3.0102,3.2355,1.6362,-0.1291,1 
-0.5318,0.4612,1.9276,2.5511,1.6795,-0.703,3.2216,1 
-0.306,0.0301,1.3321,0.2674,2.5232,2.3555,2.955,1 
0.3894,-0.3197,2.8905,1.9607,2.3644,1.2172,1.3331,1 
-0.443,-1.3688,1.2564,2.5795,2.0177,1.9444,-0.4459,1 
0.3884,-0.2122,2.553,1.7588,1.1659,0.8055,2.3809,1 
0.5228,-1.125,2.6688,2.289,2.4152,2.2995,1.967,1 
-0.3213,-0.6005,0.9833,2.393,2.4188,2.4562,3.1655,1 
-2.0285,-0.4318,1.4246,3.1807,1.2412,3.0379,1.6529,1 
1.6632,-0.5945,3.4478,2.5404,-0.0424,2.4289,1.2564,1 
2.0165,-1.0104,0.8339,2.7505,0.497,1.6496,3.8748,1 
-0.2416,-1.3951,1.8234,3.1611,1.9502,3.731,1.6895,1 
-1.1877,-0.0202,1.3485,3.451,3.245,2.8432,1.3585,1 
0.6192,0.6767,3.9872,2.4913,2.3125,1.5917,1.6892,1 
-0.129,-1.3932,0.4688,1.0583,2.4224,0.1338,1.1306,1 
-1.0438,-0.2722,0.6551,0.8724,2.186,1.6482,1.6952,1 
-1.2888,-0.5652,2.1295,1.1865,1.4843,2.5841,2.8213,1 
1.0805,-2.0123,2.3154,0.5924,1.9429,3.4733,1.4906,1 
1.0106,1.7499,1.9418,0.9782,2.451,3.0963,3.4657,1 
1.1864,-0.2669,0.9571,2.5572,3.5803,2.2772,2.7312,1 
-1.6572,-0.3606,3.9548,2.5066,2.8664,1.8655,2.353,1 
-0.2313,0.9982,2.4941,3.0493,2.5885,1.9507,0.887,1 
0.3507,-0.2712,2.4085,2.6693,2.2382,1.9021,0.9708,1 
0.2993,-1.3227,2.3959,3.0616,1.0505,0.8506,1.7573,1 
0.7547,-0.0721,2.1803,2.0122,3.1845,2.3032,2.2504,1 
0.3996,0.009,1.605,1.2898,3.0448,2.233,1.4995,1 
0.4895,1.1112,1.3178,2.979,1.026,0.3267,3.6518,1 
-0.214,1.1971,2.4852,1.623,2.0443,1.8761,1.0799,1 
1.2624,-0.3231,2.0613,2.3571,1.1314,-0.4004,2.9538,1 
-0.8306,-1.5582,2.6917,3.8437,1.4545,2.8951,1.5272,1 
-1.6241,2.0323,2.5524,1.1751,3.5082,2.638,0.4546,1 
0.4458,-0.009,2.6708,1.453,1.732,3.5671,0.9887,1 
-0.3306,0.593,1.2553,1.4689,0.8852,2.7502,2.2857,1 
0.185,1.156,1.3258,3.5659,2.1476,2.3587,0.4085,1 
0.7857,-0.891,3.2436,1.1083,2.9057,2.8191,1.7917,1 
-0.8486,-1.4784,2.3125,4.6075,0.9809,2.4975,1.2795,1 
-0.7116,-1.8701,3.4526,3.2678,2.3356,2.9847,2.804,1 
-1.6476,0.3612,1.6077,2.5784,1.4741,2.8064,2.4374,1 
0.2799,-1.0889,1.4654,2.3221,2.082,1.8386,2.8625,1 
-1.5588,-2.2129,2.5046,1.2832,1.8671,2.4712,1.5454,1 
-1.1576,-0.4079,1.4425,2.4257,1.4743,0.7034,1.7646,1 
-0.8481,-1.6554,1.4435,1.9916,3.9402,-0.0485,1.1498,1 
-0.2159,0.0793,0.9469,2.8392,1.4213,1.656,2.5839,1 
-0.1947,-2.044,1.0311,3.0556,3.6477,2.7042,2.8095,1 
1.2058,0.6026,3.1384,2.9612,1.7896,2.0852,3.6828,1 
0.5681,-0.7725,3.0321,3.2288,3.4877,2.4081,1.9521,1 
0.5228,-0.0983,2.3724,1.6275,1.598,0.6656,1.5034,1 
0.7988,1.7935,1.9547,1.0405,0.1807,2.6073,1.0764,1 
0.5635,1.1937,1.3535,1.8145,2.1494,3.0114,1.7588,1 
0.3902,-0.4246,1.4497,3.0382,2.1073,1.4347,3.3404,1 
-0.2621,0.4523,3.8422,2.4279,2.9748,2.2507,1.8053,1 
-0.1638,0.4866,1.9523,1.5115,2.9229,2.089,3.0014,1 
0.6591,0.0587,2.0001,2.4148,1.9847,1.8116,2.8593,1 
-0.9167,0.3803,1.6921,4.4624,2.909,2.1408,3.2552,1 
-0.2851,0.7532,2.7667,3.7084,2.4501,1.7753,4.3944,1 
0.4667,1.213,1.9625,1.9001,1.8412,0.6819,1.0298,1 
0.8212,-1.4388,2.3207,1.1258,2.0425,1.5676,2.2432,1 
-1.2428,-1.2485,2.1524,1.1779,2.3238,2.5385,0.1197,1 
1.7688,0.1359,1.5917,2.6596,1.9736,1.401,0.8246,1 
0.2847,-1.6378,1.1078,3.9438,2.7701,0.9145,1.1782,1 
0.3333,-1.5669,2.8288,0.1657,0.8793,0.5205,1.5136,1 
0.9113,1.2343,1.4116,1.2074,1.751,1.437,1.9131,1 
-0.8451,-0.1993,1.6561,1.7821,3.0456,2.4758,0.7966,1 
-1.5373,-0.4555,2.2613,3.0245,2.6882,-0.739,-0.2807,1 
-0.3464,1.0389,1.276,0.9097,4.3494,2.6286,1.5382,1 
-0.4773,-1.8034,1.0654,0.2347,1.2232,1.3819,1.8143,1 
-0.5038,-1.6367,2.4881,0.3248,1.5706,2.5068,2.904,1 
-0.3885,-0.07,1.3521,1.466,2.09,2.383,2.5266,1 
-1.6559,0.5668,2.9196,1.9236,1.041,1.6292,3.0538,1 
-0.1107,-0.0893,3.1177,1.7538,0.7171,2.0888,1.0321,1 
0.6414,0.6698,3.2473,2.967,2.173,2.344,0.7871,1 
-0.3608,0.2475,1.5271,2.465,3.459,1.4567,1.0649,1 
0.2875,-0.4762,2.6986,1.7885,1.0671,3.8313,2.7128,1 
0.4837,-0.3783,1.5897,0.7045,1.3131,3.4752,2.0993,1 
0.5172,-0.3145,2.9814,0.5403,2.791,0.5186,2.6537,1 
-0.7013,0.4555,0.9342,2.3873,1.8934,1.8713,3.0302,1 
-1.4894,-2.047,2.8455,1.2303,2.3547,0.6225,2.3003,1 
0.8313,-0.3926,2.0115,0.9244,1.524,-0.2612,1.0046,1 
-2.2434,0.5556,2.5863,1.3882,3.6519,1.5113,2.0684,1 
1.2137,0.0902,1.6097,0.6683,0.3918,2.1779,0.4545,1 
-0.5647,-1.0096,2.4205,1.1841,2.0618,1.2597,2.5785,1 
0.1452,-1.3897,1.0045,0.9881,3.4424,1.202,0.7429,1 
0.7603,-1.3248,1.3919,1.1479,1.5141,1.5263,3.0555,1 
1.0996,2.029,0.0903,1.7884,1.4489,2.3872,3.0751,1 
1.9482,0.1501,2.5393,2.0633,2.1723,2.7397,-0.3478,1 
-1.2219,-1.4516,2.2104,2.7931,1.6193,0.8967,2.6873,1 
0.8222,-1.0267,0.9406,2.4209,0.8172,0.9008,1.6362,1 
1.7883,1.0168,2.4671,2.5298,3.1601,1.9037,2.1969,1 
0.4686,-0.9022,3.0344,1.9614,2.3754,0.9975,2.0563,1 
0.9324,-0.9561,1.7449,2.4342,2.1367,3.7762,1.2213,1 
0.6796,-1.2818,0.234,0.7153,1.9848,1.1079,0.8939,1 
0.0075,-0.7925,1.9689,3.0049,2.2123,2.0432,1.9877,1 
2.3886,-0.2948,1.3765,-0.5471,2.3752,2.7165,2.4017,1 
-0.7483,1.4742,2.0686,1.7444,0.6159,2.2645,2.0147,1 
-0.2093,1.0637,1.535,1.7012,1.3043,4.3197,1.6248,1 
0.1149,0.629,3.7026,4.2676,2.3062,1.4452,2.1477,1 
-0.3765,0.1184,1.155,3.456,1.4864,2.6927,3.1262,1 
-0.3563,0.0228,3.4381,0.8788,3.169,2.4548,2.4876,1 
-0.5053,1.218,-1.2216,2.1635,2.5311,1.4258,0.8832,1 
-0.8967,-0.6851,1.112,3.1086,2.8249,1.9766,2.307,1 
-0.3442,-0.6671,2.515,1.8956,2.3398,1.6112,0.2585,1 
-0.6872,0.2069,2.6967,2.3444,2.5013,2.1418,1.5365,1 
1.0876,-0.6817,0.9286,2.3281,1.8742,0.6109,1.1213,1 
0.7384,0.0718,2.3014,2.0103,2.9281,0.9858,1.5126,1 
2.2114,-0.1066,2.3721,1.3927,1.6241,1.1041,1.7835,1 
-1.5022,-1.063,1.7456,1.6343,1.0441,2.7951,1.7942,1 
0.9416,-0.5959,1.8463,1.5888,1.9447,1.6735,2.6726,1 
-1.0943,0.6436,1.7081,0.5201,1.547,2.0364,2.793,1 
0.409,0.4642,1.019,0.9836,0.5384,1.7655,4.6367,1 
0.1944,-0.1255,2.8468,1.3645,3.5069,1.9854,1.8818,1 
-0.4241,0.13,1.4176,2.6433,1.0356,3.8364,2.7603,1 
0.8411,-0.8729,4.1313,2.1973,3.7019,3.771,1.4137,1 
0.1329,0.1103,1.948,1.0335,3.3348,1.567,0.5746,1 
0.5315,0.1057,3.0479,1.5209,2.9163,1.5666,2.0453,1 
0.3235,-0.728,2.3429,0.1745,4.0628,0.5649,0.8202,1 
0.7045,-1.8213,2.9382,2.5756,1.3944,2.7092,4.6482,1 
0.6418,-1.3608,2.3673,2.4573,0.4938,1.6906,3.6067,1 
1.9742,0.0246,2.2171,4.015,2.7365,2.9428,2.7018,1 
-0.2033,-0.0033,2.1463,-0.3252,3.3195,3.4658,4.1314,1 
-1.4294,0.0296,1.7233,3.1832,2.4671,2.0751,4.1916,1 
-0.888,-0.0812,3.1139,2.8342,0.0708,1.4706,2.175,1 
0.2565,0.689,2.9257,1.173,2.2359,1.7302,0.4186,1 
2.4904,0.6064,2.5813,0.1909,3.8182,3.2751,2.5375,1 
0.5203,-2.4555,2.3355,1.3312,1.5436,2.7494,3.721,1 
-1.6897,0.1234,1.9249,2.4557,1.2268,2.5797,2.9246,1 
-0.4021,0.1465,1.1554,2.4646,2.6378,1.9924,2.289,1 
-0.4842,-0.4303,3.814,0.9127,3.1579,1.297,1.1774,1 
0.4824,1.3582,1.4638,1.5633,1.0436,0.0246,2.6895,1 
1.3012,1.4219,3.3818,1.279,2.4438,3.266,3.031,1 
1.4386,-0.1252,3.7195,0.9528,2.2149,3.2155,2.1886,1 
1.3916,-0.534,3.1525,2.3082,0.9207,2.1365,2.292,1 
-0.5671,0.7387,2.7661,2.4747,1.6221,1.8368,2.1366,1 
-1.9169,-1.0586,1.613,3.5927,0.2036,2.8987,2.0655,1 
-0.1101,-1.3954,1.9073,3.0185,2.79,1.4826,1.4098,1 
0.6732,-0.319,3.3351,1.4991,1.563,2.8069,1.1693,1 
-1.1554,1.5887,1.3133,1.0975,1.0796,1.3704,2.1511,1 
-0.1645,-0.6291,2.3063,2.7466,2.0781,1.7786,2.9592,1 
-0.5959,-0.0779,1.5106,1.8635,1.3776,0.3175,1.4566,1 
0.7998,0.5343,2.7564,1.5114,1.2189,3.5327,0.4128,1 
-1.3023,0.4655,0.5298,1.7691,3.6374,2.4467,1.8615,1 
0.7035,0.9394,1.9723,1.1215,0.9049,2.611,2.8849,1 
0.5124,0.5196,2.221,1.5641,2.025,3.6552,0.6765,1 
-2.1327,1.5237,2.8288,2.4467,1.5903,1.3565,2.2049,1 
0.6032,0.3614,1.6107,2.6538,1.6909,3.003,2.2353,1 
0.9328,0.0993,0.9182,1.4198,1.2944,2.4891,1.5691,1 
-1.4477,0.094,4.0172,1.1039,2.4122,2.8129,0.7354,1 
-1.4182,0.9179,1.2333,3.5158,2.2644,2.6994,1.9584,1 
0.7371,-1.0713,1.9396,-0.8717,3.9957,2.5428,2.4461,1 
-0.3804,0.8504,1.5906,1.4322,2.5206,1.7335,2.1131,1 
-0.9678,-2.8157,1.9117,0.7854,1.5584,2.0824,1.6319,1 
0.4781,-1.244,3.1892,1.1549,1.3761,2.5416,1.3649,1 
-0.8679,-0.3626,4.1598,0.8108,1.563,0.614,0.1725,1 
0.8988,0.3306,1.7698,1.0338,3.3233,2.5273,0.2257,1 
0.2575,-1.0318,2.7603,1.0868,0.7853,1.3801,3.6849,1 
-1.3099,-1.6867,1.6798,2.6042,2.943,2.0644,1.5901,1 
-0.9093,-2.3952,3.225,1.2704,2.0355,2.3774,3.0429,1 
0.9348,0.7229,2.8598,2.0019,3.8844,3.4338,2.7299,1 
-1.5267,-2.3248,1.1021,3.3784,2.4079,2.1207,1.9477,1 
-0.2896,0.0649,2.9142,1.5199,2.5693,-0.3359,-0.6709,1 
-0.5274,0.6634,0.4709,1.7722,1.1812,0.4637,2.9732,1 
0.5227,0.177,-0.2974,2.7442,1.6829,3.3464,0.0606,1 
-1.3319,-0.3382,1.589,3.6871,2.0867,1.1269,1.886,1 
1.3875,0.6202,2.7278,2.1544,1.4301,1.3272,0.7331,1 
0.0507,-0.0948,4.5029,1.4642,0.9579,2.2602,1.5231,1 
-0.3161,0.2378,1.779,1.7572,0.9615,2.0809,1.6758,1 
-2.3484,0.2655,0.9117,1.2952,2.1823,1.9493,0.5639,1 
0.1154,-0.8603,3.9296,-0.1639,2.737,2.5994,1.8433,1 
0.1483,-0.0651,2.9473,2.9872,3.0393,5.1996,0.5781,1 
1.323,-0.2479,2.9691,2.1404,2.6253,2.7549,3.4381,1 
0.1767,0.8874,1.3734,3.3477,2.2481,0.9111,1.9259,1 
-0.9549,0.6907,1.1076,1.6728,4.1381,0.9474,1.5177,1 
-0.9355,1.8797,2.0619,2.0796,3.1457,0.6215,2.0399,1 
0.4933,1.4359,2.2795,1.8869,5.5762,2.784,2.8474,1 
0.193,0.4156,2.8897,1.1661,1.8434,1.8769,2.5203,1 
-0.2986,0.6471,1.5921,0.5501,2.1171,2.0643,3.1084,1 
0.0923,0.0286,1.7899,2.1577,0.8039,2.5072,-0.0996,1 
0.9136,-0.4411,2.6641,1.5025,-0.4159,2.2621,4.2472,1 
1.0584,0.246,2.9433,1.7831,3.0699,2.5478,0.8826,1 
-0.4385,1.8884,3.5808,1.091,2.5406,4.1203,2.7288,1 
0.0235,0.5979,0.7329,3.3344,0.3799,2.6344,3.1342,1 
-0.863,0.5744,1.9134,1.5203,3.3766,0.7768,0.6014,1 
-0.2564,-1.3591,0.6803,0.7358,2.5587,1.4992,1.5764,1 
-0.7582,-0.009,3.2421,2.475,1.6449,2.8776,1.6335,1 
0.2275,-1.2092,2.3798,1.7045,2.1499,1.9271,1.6425,1 
0.9727,-0.6637,3.0474,0.7941,2.4836,0.593,0.7245,1 
-0.9443,-0.5165,1.081,2.439,1.2918,0.1667,1.5363,1 
0.2259,0.3862,2.9096,2.6652,2.5369,2.039,2.9125,1 
-0.0884,-0.4086,1.7198,2.5208,3.4202,3.6969,3.1258,1 
0.9647,-1.5116,3.777,0.4764,2.0089,1.404,1.7513,1 
-1.2234,0.085,2.19,2.2577,2.3423,2.0236,2.0434,1 
1.1383,0.8115,0.1224,1.6717,1.5673,2.4121,1.442,1 
0.4818,-1.6905,2.8127,3.6104,0.9941,3.3055,2.6511,1 
0.6034,1.5243,2.2766,1.8447,2.7483,3.2776,1.599,1 
0.2447,-0.4775,2.255,3.503,4.3785,1.0218,1.2741,1 
1.0561,0.1293,1.8018,2.771,2.8271,0.9514,2.0521,1 
0.985,0.8103,1.2447,2.661,3.0393,1.8136,2.6404,1 
-1.0006,0.6783,1.3144,1.9417,0.1441,0.5832,1.2897,1 
0.2724,-1.3733,2.1364,0.4227,0.1314,2.2308,2.9454,1 
0.5814,-1.7555,0.8848,2.1168,1.8083,-0.6548,0.7747,1 
-0.2636,-0.1388,0.1499,4.2845,1.279,2.5455,-0.2142,1 
-0.043,1.2853,1.9866,2.5701,0.9316,1.8989,2.918,1 
-0.5932,0.7839,2.2182,2.9053,3.3167,2.3027,2.026,1 
-0.6001,-0.0412,1.1475,1.5978,2.0136,0.7093,2.567,1 
-0.0148,1.1462,2.125,1.8069,1.0111,1.5366,2.2676,1 
-0.2284,-0.2651,2.725,2.8597,3.0591,1.7438,2.0029,1 
0.6559,-1.4296,0.4994,3.0165,2.8293,2.9253,1.799,1 
0.4337,0.021,1.62,3.0268,1.9825,1.2726,2.4659,1 
-1.2533,-0.3655,3.6152,2.7214,0.4886,1.5699,2.0721,1 
1.302,1.8613,3.2346,1.7977,2.4131,1.5339,0.9269,1 
0.9561,1.3724,1.1524,3.3898,0.1377,0.5159,3.166,1 
1.0615,1.2215,2.2669,2.1976,1.7176,1.949,3.4387,1 
-0.6667,2.7225,3.5553,0.8677,2.2503,2.0301,1.2739,1 
0.0033,0.4418,2.4276,2.3438,1.2986,1.8949,2.4607,1 
-0.2633,-1.065,1.8255,1.4696,2.1389,1.0041,3.4397,1 
0.5792,-0.6172,0.7127,2.8383,2.743,-0.1451,0.9691,1 
-0.3854,-0.6887,2.6315,1.9107,0.8683,1.0457,2.3373,1 
0.2173,-0.7474,2.3089,1.4967,1.1163,1.6053,1.8285,1 
0.0995,0.165,2.8712,2.8733,3.488,1.7329,2.7875,1 
0.3805,0.8926,1.4217,1.7125,1.6134,1.0654,3.2185,1 
-0.061,-0.5023,0.102,1.9479,2.0006,2.1817,0.0725,1 
1.1877,-1.7563,2.6716,2.3582,2.004,2.0546,1.6086,1 
-1.0054,0.3346,1.6117,1.7564,4.525,1.4776,2.99,1 
2.4388,1.8962,3.2921,2.2519,2.712,2.6256,2.4991,1 
