Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Class
5.1798,-0.1957,2.1003,1.5773,0.5908,0.8864,1.3301,1 
7.1372,0.0067,0.6917,1.3023,0.0236,0.271,4.6161,1 
5.0093,-0.3643,2.9141,1.7337,2.6549,2.1721,2.4129,1 
5.298,1.325,3.8694,2.729,1.9521,2.4651,1.784,1 
5.5703,-1.4345,3.619,2.0606,1.511,2.7886,2.565,1 
4.0905,-0.7352,2.2623,1.9583,1.9323,2.5791,0.8724,1 
5.2401,-1.0589,3.3242,1.4847,2.4853,1.9034,3.2239,1 
4.0475,0.3103,1.1575,1.5439,2.1342,-0.3156,0.9812,1 
5.4598,2.2711,2.069,4.4967,2.3576,1.2597,0.5797,1 
4.9778,0.3612,3.1871,3.1405,2.7552,1.2046,2.4801,1 
3.9991,-2.1744,0.8798,1.5601,1.9476,1.4057,2.4595,1 
4.7913,-0.8674,2.8538,3.5976,3.2461,0.1801,2.5109,1 
4.7353,-0.3256,1.1287,1.0023,2.777,1.9542,2.8058,1 
5.0846,-0.0653,3.4369,1.1067,2.8898,0.5996,3.9911,1 
5.1377,-1.9913,2.5525,2.8936,3.3529,2.7967,2.1055,1 
6.8722,0.5761,2.1875,1.2712,3.3966,3.3544,3.2488,1 
5.8537,-2.0407,2.1452,0.9597,3.6451,1.3483,3.2985,1 
5.0709,-1.3646,1.5405,2.0959,3.5924,2.7661,2.9924,1 
4.154,0.8678,2.169,2.1252,1.5756,2.357,3.023,1 
6.0388,-0.3229,1.3382,2.627,2.702,1.8009,2.5447,1 
6.1964,-0.2538,1.3048,1.3812,1.6585,1.4094,2.0024,1 
6.3154,0.2736,1.0751,1.6565,3.247,1.3079,2.3199,1 
4.7046,-0.8453,1.8719,1.952,0.9918,1.2096,1.3604,1 
4.4638,-0.3988,3.4318,0.5567,0.3899,0.2847,3.1121,1 
5.3835,0.7828,2.9772,3.2693,0.6465,1.1301,1.7352,1 
4.1594,-0.5872,1.7744,3.5405,0.6664,0.3421,1.7165,1 
4.347,-0.605,0.1224,2.2036,3.3024,1.6839,3.5656,1 
3.7315,0.5181,1.9312,2.4331,3.6131,2.0162,-0.2673,1 
4.6085,1.3217,3.0157,2.612,1.3155,2.9538,1.7043,1 
6.4993,1.1599,1.6648,0.1754,2.8944,2.4084,1.5791,1 
4.3963,0.7977,1.0227,2.5162,2.6212,4.5037,2.8688,1 
3.9153,-0.7244,2.5361,2.6171,2.4862,2.5768,0.0554,1 
5.7769,1.277,3.2322,1.194,2.68,0.9704,1.5431,1 
6.8295,0.532,2.2488,-0.4327,1.1529,2.6562,0.6679,1 
4.9418,-0.2273,2.2666,1.1414,1.2448,0.8632,1.3968,1 
5.0598,0.8317,1.4027,2.9472,1.4824,2.9199,0.9305,1 
4.5074,-2.1048,1.9678,2.9452,1.3889,2.2957,2.3054,1 
4.4591,-0.1118,2.3081,2.9217,2.1299,2.409,1.2838,1 
5.871,-0.1592,1.4007,3.2358,1.6557,2.3329,0.4468,1 
4.1839,-0.8204,2.9511,2.7422,2.8288,1.5104,2.5429,1 
3.2676,0.5935,2.4062,2.612,2.2906,1.7516,1.8516,1 
6.9967,0.531,1.9275,1.1236,2.8546,3.3197,2.2744,1 
4.4664,0.6076,4.0786,1.8351,0.7268,2.3516,0.0076,1 
3.3423,0.0335,1.3194,2.6665,0.8321,2.042,3.4891,1 
4.8153,1.7705,1.9482,1.5384,1.7127,2.3455,4.0383,1 
5.3431,0.0602,1.2221,3.3621,1.6552,2.3949,1.3935,1 
5.0372,1.5859,2.1674,3.6471,2.9872,3.2112,0.1069,1 
4.4991,0.7547,2.7976,1.5346,1.8683,2.3779,2.4407,1 
6.3337,-0.3118,1.6965,1.8027,2.8597,3.0738,1.8841,1 
5.3315,0.2298,4.5286,1.6743,2.2095,1.7552,2.4248,1 
4.3514,0.7497,3.4006,1.688,2.2715,3.3294,3.5144,1 
3.9238,-0.3833,-0.3112,0.5133,1.0231,2.2691,1.2405,1 
7.0154,0.3993,4.3225,1.0806,1.7058,1.6192,1.1802,1 
6.4201,-1.6515,2.8767,0.7859,1.2898,1.5174,1.5808,1 
3.5162,-0.1428,3.3435,1.8294,1.5443,2.7281,1.6395,1 
5.7015,0.4333,1.9017,1.7723,1.9029,3.4265,3.3538,1 
6.0375,-0.1113,2.1619,2.2514,2.7547,2.8845,2.4475,1 
4.7438,0.687,2.2575,1.93,2.581,3.6522,1.6826,1 
5.7725,1.4371,2.2531,1.6963,1.8529,3.7098,1.6167,1 
6.0069,1.1797,1.9814,3.6742,1.362,1.6533,1.8075,1 
4.8575,0.7863,1.5858,2.1806,0.7849,1.0961,3.0406,1 
4.6298,-0.5336,1.9388,1.4089,1.0012,4.581,4.413,1 
4.5988,-0.1741,1.9017,1.6985,1.1914,2.2834,3.9146,1 
4.6288,-0.8886,-0.3081,0.0329,1.5591,2.3154,1.7802,1 
6.0193,-0.7352,0.3284,4.6927,1.2543,0.4188,1.7301,1 
3.556,-0.2646,3.0597,2.1503,2.4061,2.4167,1.32,1 
6.2116,0.2609,0.7515,2.4476,2.2368,1.575,3.0497,1 
4.8425,-1.2447,2.5167,2.5736,2.3461,0.7532,2.5293,1 
4.8442,-0.7822,2.4325,1.9265,1.8953,4.0319,0.6855,1 
5.3819,0.0671,0.4929,2.0452,1.0648,0.7753,4.1398,1 
1.8322,1.1163,2.2697,1.1183,2.161,3.0255,1.7658,1 
0.8522,1.7716,2.3394,2.0468,2.8945,2.4427,-0.1148,1 
0.5218,0.0932,3.308,0.1744,2.3528,1.3527,1.129,1 
2.3301,2.191,0.9444,3.5615,1.5961,0.5467,0.422,1 
1.6606,1.8236,2.233,2.3266,1.5593,3.2379,0.7367,1 
1.7206,1.8866,1.393,0.2611,1.2544,2.0502,0.7595,1 
1.1858,3.606,1.0386,3.3594,1.6854,1.4558,1.8262,1 
1.3497,2.5664,2.4174,1.7438,-0.9631,2.1246,1.2175,1 
1.4269,1.0296,1.2956,1.9097,1.3503,2.5768,1.0056,1 
2.4379,1.9739,1.4459,2.4408,2.3457,1.4465,0.6799,1 
2.2479,-0.0574,2.0044,2.0497,2.7625,0.2853,2.1888,1 
0.3482,4.2187,2.451,2.866,4.1337,1.808,3.8266,1 
1.586,1.928,3.3239,1.3237,1.7093,3.0969,1.9958,1 
2.43,1.592,1.1125,0.8203,4.652,1.9189,3.4442,1 
2.9141,1.2806,1.7616,3.479,1.6178,2.1243,1.117,1 
1.8023,2.157,2.8884,1.294,0.6827,1.2289,4.0181,1 
3.7718,2.0143,0.6575,0.9836,1.3674,1.9545,2.7162,1 
1.0144,1.8232,1.7482,1.8414,1.4408,0.3271,2.4911,1 
1.3222,1.7956,2.511,0.6968,1.897,2.7604,1.9923,1 
0.5748,1.6254,0.9495,2.4579,1.5496,3.4291,3.4871,1 
1.1765,3.0699,2.0328,3.1094,3.8399,3.1829,3.9119,1 
1.5567,1.8628,2.4828,1.4524,2.4936,1.7585,2.9832,1 
1.9137,2.7679,2.1788,2.8535,0.5737,1.0751,0.7078,1 
-0.2518,2.2903,2.5965,0.6279,1.0665,0.1569,0.1086,1 
0.2671,2.4127,2.4072,1.8893,0.758,0.8152,3.215,1 
2.2934,3.6846,2.1742,2.3691,2.4715,2.1318,1.9069,1 
1.1282,0.9353,2.3152,1.953,5.0188,-1.3411,2.5203,1 
1.3821,1.4808,1.3608,3.6717,1.3056,0.1724,3.0044,1 
2.134,0.1049,2.1933,0.817,2.2797,1.6427,1.4146,1 
1.4283,1.7914,2.2429,2.0109,2.6452,2.4284,1.8839,1 
2.4185,1.6223,1.6493,2.3191,2.8351,3.6141,2.7365,1 
2.4723,1.0315,2.9047,1.6096,2.7993,2.2732,1.7932,1 
0.7595,1.2539,1.7187,0.4716,2.4123,2.2056,1.0642,1 
1.4304,4.2042,2.1431,1.6311,0.7849,2.001,1.2283,1 
2.2529,1.9533,2.3894,0.0917,1.8844,2.8113,1.5203,1 
1.0691,1.1916,3.5105,2.1217,3.7927,1.3816,1.0212,1 
3.2963,2.7574,1.5821,1.5988,1.4875,2.2612,3.1694,1 
2.3556,3.4859,2.5065,1.5637,3.1409,1.3005,2.9494,1 
0.3951,3.0304,1.1755,2.2992,2.0865,0.8449,2.9493,1 
1.7289,0.9979,1.6274,1.7192,1.3818,3.1272,0.8736,1 
1.6421,1.8472,2.8395,2.3221,1.5461,4.4216,2.1493,1 
1.1748,3.7061,3.0838,1.4941,2.6294,2.4769,1.8707,1 
2.536,2.0265,0.0176,2.7983,2.3775,0.6618,1.4929,1 
2.8132,1.0287,0.8982,2.0877,1.9533,2.1296,1.4382,1 
3.461,2.6705,2.1132,2.8039,2.1638,3.0794,2.5476,1 
1.8209,3.4135,2.1435,1.2226,2.286,3.1051,1.1321,1 
2.5138,1.999,2.3252,2.0043,0.9066,2.6766,1.7739,1 
0.4686,2.5623,2.115,1.4028,1.692,1.9543,1.5099,1 
1.34,3.9809,2.2129,0.5096,2.3838,2.4322,1.8209,1 
2.4734,1.9921,0.0002,2.8765,1.9211,4.0672,2.4772,1 
0.1137,3.0186,2.9389,2.1048,1.1172,2.6866,2.4668,1 
0.537,2.0149,3.0438,2.68,1.7876,3.7342,1.256,1 
3.081,1.1668,0.8442,2.6763,2.212,2.1396,2.5239,1 
1.1661,2.752,1.3482,2.1833,1.0621,2.7049,2.8392,1 
2.4038,0.9411,2.7023,1.4554,1.0155,1.9587,1.5823,1 
3.8946,1.1156,2.1214,0.9837,2.0871,2.7641,0.5451,1 
2.1929,3.082,1.3261,1.355,2.8841,1.5436,2.1173,1 
3.3233,0.7924,1.8578,1.7505,1.902,0.5518,1.914,1 
2.1774,3.1979,2.8935,0.6334,2.1494,0.7106,2.9028,1 
2.8772,2.4494,4.5929,3.2477,1.1824,1.2699,1.9705,1 
3.1392,3.4253,2.446,0.1892,1.1301,0.8893,2.4136,1 
0.675,1.7208,1.5316,1.1958,1.1797,2.9636,0.5882,1 
2.2087,1.5793,0.8402,2.2185,2.1904,4.0974,0.7746,1 
2.3886,3.5054,0.7409,1.617,1.9426,-0.5809,1.9427,1 
0.8024,2.38,3.6489,1.0884,2.9776,4.1707,1.8116,1 
1.1276,2.0837,1.3246,2.7566,4.1664,0.7223,0.9292,1 
1.5605,0.7988,3.669,2.3425,1.8307,1.4598,1.2477,1 
3.5927,2.0912,1.6311,1.9709,0.747,1.5456,-0.3291,1 
0.5833,2.3407,1.0659,0.7702,0.3924,2.5173,1.2058,1 
2.2013,2.3971,3.4796,3.9143,2.5468,1.5621,1.2602,1 
3.0863,2.3447,1.5062,2.7934,3.6019,2.0557,0.6561,1 
0.536,2.626,2.109,1.8208,2.2821,3.139,1.2327,1 
2.3861,2.5064,3.0833,2.4456,0.4747,1.474,2.886,1 
3.3741,2.4901,1.8159,1.5878,1.8747,3.8425,2.7112,1 
2.5368,2.2115,2.6335,2.8018,1.0208,2.0375,1.8559,1 
2.3521,1.1075,0.2489,2.2521,1.4129,2.2766,2.8918,1 
0.8021,2.1668,3.0427,0.5837,0.6251,0.8755,1.1441,1 
2.4675,1.756,0.295,1.997,2.6635,1.9982,2.4344,1 
0.0048,1.4071,3.5564,0.7708,2.3946,0.9287,2.3868,1 
2.0002,-0.082,2.8692,2.3916,1.5022,2.1967,3.5007,1 
2.4616,1.3536,2.5243,2.3883,2.9618,1.6405,1.1645,1 
2.187,3.097,3.4209,0.6748,1.7,4.0091,2.4743,1 
0.8209,2.7106,2.0305,2.0151,1.151,-0.2456,1.4941,1 
3.125,1.8096,2.1396,1.2199,3.5364,2.2582,2.1862,1 
1.6579,2.0862,1.3681,2.614,2.4824,2.301,2.0589,1 
2.148,3.0544,0.4972,2.5081,0.3403,2.118,1.5283,1 
3.9466,1.1228,1.8171,2.0173,1.5617,3.0024,1.5431,1 
2.4616,2.1262,3.5066,1.4269,0.6564,2.719,1.1678,1 
4.3821,3.5728,0.0314,3.7175,4.521,2.4214,2.0865,1 
2.1136,1.8475,2.0588,1.0965,3.7377,0.9406,2.6278,1 
1.7816,1.4845,2.7429,0.7414,0.9291,2.3562,1.6954,1 
2.4752,1.8696,2.0916,1.8413,1.0891,1.9815,2.8916,1 
1.7166,2.5265,3.0489,3.618,1.9512,2.2227,3.0687,1 
2.4923,1.3552,0.3528,2.0066,2.4825,2.2724,0.4586,1 
0.9933,1.3326,0.258,0.949,3.5934,3.7209,2.1373,1 
2.5734,2.6764,1.5467,3.2705,1.6825,3.4094,2.248,1 
2.2996,1.0667,2.2574,0.5673,2.3924,1.6973,2.2691,1 
1.8597,3.3008,2.5759,1.491,3.173,1.2234,1.0481,1 
0.9382,-0.3315,3.4318,1.4899,1.6014,0.1082,1.5903,1 
2.0582,2.3874,3.547,0.6545,1.7925,1.4518,3.6566,1 
7.1633,1.6773,1.4563,0.9934,2.6911,1.1306,3.8602,1 
6.8488,0.1615,2.2776,2.0622,1.8212,2.7285,-0.1996,1 
7.4888,3.0795,0.4363,1.92,1.842,0.516,1.5093,1 
7.6084,0.2288,1.0274,2.5018,1.5006,0.6774,1.6274,1 
8.6283,1.5556,3.2604,1.3462,3.1291,2.0913,1.9057,1 
7.2665,1.0599,0.1996,2.3972,0.4816,2.8201,2.6825,1 
8.637,2.2501,1.597,1.0265,2.6971,2.1358,2.0097,1 
7.4279,1.0393,1.6316,2.8183,3.011,1.5136,1.9728,1 
8.1239,2.2556,2.7774,0.8252,1.4943,0.7222,0.4393,1 
8.3675,1.9905,1.0516,2.149,2.0748,0.3924,1.992,1 
6.948,4.1348,1.385,0.4531,2.912,0.7519,2.1743,1 
8.5208,1.8798,1.9856,1.4408,2.2672,-0.0476,0.6984,1 
9.8482,1.5368,1.2291,0.752,-0.439,1.1835,2.9068,1 
8.0234,3.6271,4.0305,0.8722,1.9406,0.7531,1.977,1 
7.6533,1.6737,2.5298,2.7231,1.4606,3.1685,3.4179,1 
8.3602,1.5441,2.5318,1.3322,1.8891,3.0189,2.7334,1 
9.3986,2.4573,4.022,1.8744,0.9553,2.8412,1.777,1 
7.9795,1.1572,3.2508,1.5973,1.6633,2.7104,3.5312,1 
7.9492,1.6808,0.25,0.3307,2.4643,1.192,1.7967,1 
9.0216,1.7472,2.3608,2.238,0.8758,2.5844,0.5423,1 
8.2071,1.6066,2.3295,4.0866,2.837,3.5742,2.1793,1 
8.5913,4.4435,0.7977,3.4646,1.4308,-0.0227,2.0637,1 
7.8825,0.4927,2.009,1.5874,3.0559,3.7885,0.3994,1 
8.4241,3.0643,1.8015,0.6758,0.608,2.4386,1.0587,1 
9.9172,0.0053,2.2212,1.6961,2.2129,2.7227,4.371,1 
9.8806,3.9043,1.9296,2.6652,2.4669,2.1398,2.4025,1 
7.6097,1.2212,4.2785,2.0835,2.4617,3.2104,1.3726,1 
7.3269,0.1423,3.024,0.1254,0.5397,4.5047,1.8532,1 
10.3462,2.7549,2.1896,0.8379,-0.3923,1.9426,1.1081,1 
5.7972,2.0516,2.7124,3.0725,-0.2429,2.5735,0.9526,1 
9.5157,0.8941,1.469,1.8759,3.8356,2.0115,2.6643,1 
7.8339,3.6169,3.1026,1.4897,3.0893,2.099,1.0809,1 
8.8729,3.1711,1.687,4.1232,2.6562,1.1251,1.6641,1 
8.5841,1.543,3.2895,2.3547,2.3266,2.3946,1.4119,1 
8.7518,0.1145,3.6273,2.3599,1.1863,1.7291,3.2625,1 
8.6122,1.4713,2.0555,-0.5158,0.6779,2.1071,3.3699,1 
8.362,1.7469,3.2018,1.2854,1.4761,2.4983,0.6292,1 
8.4281,1.1985,2.9095,2.0302,1.9333,1.7769,1.1784,1 
7.2073,2.1752,1.9611,2.2085,1.8488,3.4895,2.1257,1 
6.9501,2.5514,1.2371,2.9476,1.3477,3.0055,1.8578,1 
7.5328,0.0397,0.8287,-0.221,1.3451,1.5575,1.7853,1 
8.8839,2.0149,2.3011,0.8942,2.5759,1.0997,3.497,1 
8.1796,2.9677,3.4145,2.6508,2.0234,4.0959,2.2739,1 
7.6668,3.4899,-0.1306,1.4378,0.3038,1.7086,0.6107,1 
9.4424,1.316,0.7967,2.0832,1.4701,2.9861,0.9395,1 
7.9853,1.4747,4.3418,2.6995,1.6598,0.1169,3.0813,1 
7.5778,1.1041,2.1553,2.2601,0.8102,2.8671,2.8459,1 
9.1648,1.7182,2.616,0.3604,2.329,3.8457,2.3791,1 
8.8103,1.8385,2.2636,1.7414,3.1404,1.1306,1.9488,1 
6.3651,3.1426,1.3936,2.6611,3.057,2.3115,2.0848,1 
8.2133,3.0897,3.1127,-0.4496,2.778,0.3384,1.5955,1 
9.6657,2.3118,2.6577,1.7615,1.883,1.7966,2.1533,1 
8.1938,1.8416,3.2615,1.1668,3.3455,2.1965,1.6083,1 
7.9002,2.6218,2.6222,1.3017,3.0238,1.9834,2.7147,1 
7.9937,2.9743,2.2947,0.6223,3.594,3.339,0.7002,1 
7.5341,1.8496,2.7959,1.6617,2.8514,1.4815,2.7268,1 
7.6224,1.8188,1.5917,0.9777,0.3742,2.695,1.5544,1 
9.8468,-0.982,3.2518,1.6357,2.2308,3.0005,2.303,1 
8.8236,1.2792,1.2815,2.6969,2.9069,1.0419,2.4618,1 
7.0336,1.8706,2.5023,2.2125,2.1237,1.8077,1.443,1 
7.9989,0.3947,1.267,2.536,1.9504,0.2465,0.5945,1 
8.4713,0.3792,2.4818,2.67,1.6618,2.1227,1.4934,1 
7.6206,1.9972,0.9411,2.486,0.8337,0.5547,1.8181,1 
6.0815,2.3904,2.3168,0.5214,2.1019,1.9472,2.6589,1 
9.2147,2.4695,1.9654,1.4048,0.0311,-0.0887,2.1265,1 
6.5582,2.3224,1.2362,1.6479,1.7941,2.3634,0.3247,1 
9.4307,2.3987,2.5043,0.8632,1.5006,2.1078,2.5541,1 
6.5193,2.9179,2.546,3.248,3.1581,0.9072,1.7233,1 
8.296,2.6503,2.6853,3.1361,1.0577,2.4197,1.72,1 
9.0349,0.9365,2.4038,3.381,1.624,2.4446,1.7244,1 
7.0221,0.5403,3.8926,1.0333,0.9675,2.1904,1.9797,1 
8.3699,3.1655,1.9065,2.1641,3.1315,2.4723,-0.191,1 
7.9579,1.8754,2.3339,1.8045,0.7384,1.0508,1.3587,1 
7.7634,4.0779,1.0427,2.5236,0.5102,3.5809,3.0451,1 
7.7766,0.5115,1.3092,2.7881,3.1441,1.2381,2.1146,1 
7.2066,2.3167,1.4788,3.489,2.0401,3.0434,2.261,1 
8.4853,1.5151,1.8387,1.9674,1.9907,2.1638,4.0605,1 
8.934,2.71,3.3278,2.3872,3.1567,2.2985,2.5601,1 
8.5145,3.0212,1.0672,2.109,2.2154,1.2056,2.1945,1 
6.9765,2.7997,1.2702,0.1099,1.4164,1.8226,2.9016,1 
8.0289,3.4024,1.1361,1.2692,2.6381,2.4562,2.3026,1 
7.4773,2.0222,1.8483,1.4769,2.1547,1.3449,2.0719,1 
8.0726,0.0251,1.3408,1.9447,1.0417,1.209,4.146,1 
7.0948,-0.3302,2.1665,3.0654,4.089,1.9473,2.2783,1 
5.6228,2.6767,1.3451,2.1693,1.8549,1.3088,4.6742,1 
8.421,2.9242,1.903,1.147,2.1899,2.7326,0.6615,1 
9.7934,1.4448,1.6373,2.0201,-0.6649,1.2454,2.0076,1 
7.721,-0.0612,1.2747,2.5011,0.6899,3.1158,3.6275,1 
6.7557,2.4117,1.6256,3.0986,1.7872,2.5664,2.3557,1 
8.178,2.9141,0.7912,2.9004,4.1329,3.3046,0.9268,1 
7.2385,4.0525,1.4765,3.0008,2.6638,0.7967,2.5358,1 
7.6523,4.3242,2.2698,2.062,0.4287,1.3526,0.9115,1 
8.9425,2.2137,3.3173,2.605,1.3461,2.1395,1.6527,1 
9.6263,3.5376,3.9566,1.9738,3.137,1.6514,2.0244,1 
8.3018,2.7592,2.6276,2.357,1.9794,0.8772,3.4359,1 
8.1709,2.5494,1.3475,-0.3636,1.3703,3.5914,1.5791,1 
6.8911,1.4131,1.6926,1.2418,1.7716,2.7082,2.9333,1 
8.9402,1.3288,1.8575,2.7147,1.351,0.1466,2.2055,1 
8.5189,2.2028,3.5428,2.9536,3.1106,1.8707,2.572,1 
7.4983,3.4608,1.1022,0.4462,2.4463,1.2494,2.6977,1 
4.0782,3.4137,3.164,0.7583,0.0148,3.3067,2.7378,0 
5.3791,4.001,0.895,1.0567,1.2796,4.2813,2.035,0 
4.3254,4.2181,3.1669,2.2801,2.5609,2.0576,2.265,0 
2.789,3.9713,1.7365,3.3121,2.9434,2.8398,1.2205,0 
5.0383,4.514,1.9958,-0.8132,1.2612,3.1194,2.3861,0 
3.9029,5.208,2.5912,2.0604,2.5288,3.9749,1.6956,0 
6.1189,4.9321,2.8282,2.0263,1.0028,-0.1314,0.3382,0 
4.6335,4.0292,2.7814,2.9813,2.4847,0.2237,1.9069,0 
5.8612,3.3673,0.0942,1.3827,3.3963,3.622,3.8539,0 
4.945,3.3572,4.491,3.4889,1.5043,1.925,1.6561,0 
6.7024,4.0443,3.2318,1.9738,3.6681,3.1555,2.5727,0 
7.0227,3.5722,1.609,1.8337,0.5364,2.7435,1.7713,0 
4.4658,3.5792,2.9858,2.4779,1.8929,0.3987,0.8677,0 
5.4743,4.0616,2.3842,0.7234,0.9859,2.4159,3.6334,0 
6.0643,3.4974,0.3825,4.1681,2.6298,3.5144,0.4967,0 
4.7516,5.2021,1.7752,2.1661,0.9104,1.5894,2.5242,0 
3.9399,4.7503,0.6622,1.609,1.8171,0.9273,2.6384,0 
3.9821,2.7945,2.5654,2.4511,3.8074,0.877,1.4701,0 
7.6353,3.1136,3.3566,1.8547,1.0163,1.9715,1.7151,0 
3.3535,2.7316,0.7529,3.4054,0.8903,2.2383,3.439,0 
4.8519,5.4836,1.3672,1.2984,0.8868,1.1659,0.6289,0 
5.2844,3.1359,2.7304,2.8784,2.3642,1.756,1.6739,0 
4.4741,4.0203,0.8173,1.5445,1.5583,2.5211,3.7997,0 
6.4025,1.776,3.9354,2.1566,0.9238,1.9697,1.3047,0 
4.4732,4.3748,3.7273,2.1814,2.5358,2.1451,2.7565,0 
4.4636,2.8072,1.9591,1.7232,0.8554,0.9066,1.2365,0 
5.8986,3.9245,1.823,1.595,3.2965,0.6707,0.8945,0 
6.1052,3.6303,1.9813,0.7264,1.1849,3.064,2.0377,0 
4.8662,4.7145,1.2901,2.4683,2.5141,1.409,2.732,0 
6.0427,2.4124,0.6561,2.7367,2.6577,1.2323,0.8217,0 
3.4771,3.107,0.832,1.9669,2.8755,2.4419,1.9579,0 
4.6542,4.0516,0.9264,0.5392,2.0264,3.3165,1.505,0 
5.521,2.4418,0.8763,3.1106,2.7923,1.1714,1.8132,0 
5.2291,4.2213,2.1868,1.0853,3.1817,3.0491,2.886,0 
5.3845,4.3672,1.7775,2.8089,3.1609,0.9039,1.5731,0 
4.7199,4.0157,1.4774,3.9925,1.2389,2.1354,1.957,0 
3.9816,5.431,1.4745,3.6936,1.7597,1.7196,2.7341,0 
4.995,5.4944,2.3858,1.7412,1.3021,2.3577,1.4467,0 
2.3058,4.4069,2.1839,4.1203,1.9643,1.6419,1.3211,0 
5.9973,4.5679,0.0387,-0.0846,0.6506,3.5689,3.5693,0 
3.7248,4.2809,2.227,1.9891,0.9222,2.5932,2.3937,0 
4.0035,3.0439,2.2949,1.6798,3.121,1.4974,1.545,0 
4.8009,3.2856,1.0902,2.9395,1.0599,2.3127,0.4805,0 
4.4529,4.8345,2.3669,1.3753,2.9618,2.7892,2.0586,0 
4.7512,4.4691,1.695,2.1507,-0.0189,2.8998,2.2039,0 
5.5528,2.7777,0.1557,1.9871,1.7518,3.0062,1.9223,0 
4.2952,5.4472,1.2727,3.3638,4.2473,1.1706,1.4995,0 
4.7592,5.2764,2.0392,2.505,2.2798,1.7775,1.8613,0 
6.1476,2.6998,1.9758,4.4322,2.4365,1.4604,1.1298,0 
4.9846,1.4091,5.6815,1.6046,2.7653,1.9143,2.3379,0 
4.8991,3.6081,1.8227,0.1224,2.1039,2.121,1.6284,0 
5.5217,3.8788,2.2853,2.6934,0.7103,3.2988,3.4099,0 
4.852,4.7777,5.2949,2.9047,1.5383,2.7261,1.5663,0 
4.1576,4.0818,4.7042,3.8909,1.8719,2.4743,2.3574,0 
7.0041,2.1998,4.9738,1.1772,3.992,1.6137,2.0848,0 
5.4603,5.3158,2.4906,2.0662,1.9364,3.4362,1.757,0 
4.2426,3.0644,2.146,0.5911,1.6245,2.1105,1.6165,0 
4.8004,4.2714,3.2958,2.5027,2.9367,1.9073,1.3353,0 
4.1616,3.8293,3.2222,3.1763,0.8784,2.0355,1.7568,0 
5.249,3.2236,1.757,1.143,1.7411,2.5386,1.9674,0 
6.6748,3.3956,0.1703,2.781,0.5611,2.4602,1.7718,0 
4.3051,3.0637,2.1181,1.7255,0.4939,0.2787,3.062,0 
5.8991,3.0188,2.2227,0.8993,2.1889,0.7601,0.2312,0 
6.8054,2.5053,0.6832,1.1623,2.2022,2.9926,1.4065,0 
5.8403,4.3829,1.4256,2.1924,2.5932,2.2952,2.33,0 
5.0967,5.4035,1.2095,1.1604,0.7982,0.5693,4.3241,0 
4.839,5.4406,2.5672,-0.4996,2.5837,2.4267,1.0341,0 
5.979,6.4654,2.2101,0.2981,2.2297,3.2723,1.6313,0 
4.4481,4.0874,1.0753,1.3795,1.5586,2.3198,3.1456,0 
4.1695,5.8705,0.6706,3.8164,2.7829,0.9258,1.8799,0 
5.3027,4.8329,3.1649,2.1438,2.2333,-0.8425,3.6838,0 
