Feature1,Feature2,Feature3,Feature4,Class
0.8609,-2.4961,1.7597,1.391,0 
-0.2852,0.9282,1.1294,2.374,0 
-0.1517,0.0219,2.7789,1.6713,0 
1.2034,0.1747,1.4561,2.2575,0 
-1.2981,-1.0259,3.2415,2.1623,0 
0.4407,0.1931,0.8844,0.6434,0 
0.4426,0.3244,2.682,1.9326,0 
0.5719,-0.2897,3.6784,3.2284,0 
-0.5108,-2.0071,2.9353,2.8039,0 
0.877,1.8522,1.9161,3.6983,0 
-0.1194,0.5216,0.4879,2.7782,0 
0.6933,0.4974,1.45,1.9553,0 
-0.3896,-0.0631,1.2791,2.5581,0 
0.6383,-0.4744,0.273,0.4217,0 
-1.0526,-1.0765,3.8373,1.5367,0 
1.6001,-1.5272,1.6394,1.5506,0 
-0.2792,-0.0875,1.9664,3.1478,0 
-1.0943,-0.6844,0.7344,2.0685,0 
2.4065,0.8992,1.0691,1.6782,0 
1.74,-1.3653,2.5754,1.9742,0 
0.2791,-1.5389,1.4239,1.6585,0 
0.2465,0.582,2.9101,2.4509,0 
0.3814,1.5355,1.8454,1.8369,0 
1.0697,1.6977,1.7905,0.8651,0 
0.1008,0.6051,1.1416,0.651,0 
0.2555,-0.2858,3.0244,2.4873,0 
-1.1333,1.1537,1.3904,3.698,0 
1.0932,-0.3306,1.3787,0.6819,0 
0.3528,1.3266,2.141,0.6725,0 
-2.1323,-0.415,0.8432,2.6779,0 
1.4527,0.5149,1.4927,1.6464,0 
0.2494,-0.4696,1.8749,1.6851,0 
0.3877,-0.4257,1.4876,1.3067,0 
1.0709,0.0002,2.7619,2.1427,0 
-0.7669,0.0791,1.9936,1.7778,0 
-1.1559,0.3832,2.3798,1.829,0 
1.4441,0.2441,-0.5872,2.7368,0 
2.5925,-0.176,2.4838,2.8279,0 
-0.4581,-0.2281,1.6275,1.0666,0 
-0.4565,-1.5082,2.0648,2.4872,0 
1.2268,0.2206,2.7873,1.8368,0 
0.7326,-0.7517,3.007,0.6554,0 
1.0906,0.1165,2.3497,2.001,0 
-3.0845,-0.1818,3.7409,1.9225,0 
-1.2037,-1.2056,3.4942,0.3166,0 
1.0734,1.1424,0.7272,1.1621,0 
0.9209,-0.3629,0.5795,1.301,0 
0.3339,-2.6862,1.4591,2.0975,0 
-1.3287,-0.1366,1.611,3.754,0 
-0.0969,-1.0984,1.5606,1.7952,0 
-1.2602,0.8911,2.6672,0.5968,0 
-1.2461,-0.3939,2.5619,1.3782,0 
0.0329,-0.3116,1.8571,2.6347,0 
-0.5495,-0.5567,0.6252,3.1895,0 
-0.5031,0.9158,0.6286,2.3419,0 
0.6287,1.7689,0.2203,0.4364,0 
-0.044,-0.8717,1.104,0.1547,0 
-0.0962,-0.795,3.1726,1.7245,0 
0.4594,2.5583,0.941,2.1088,0 
0.0058,0.4117,2.4606,0.3064,0 
0.356,-1.2402,0.5012,2.211,0 
0.8253,0.8305,0.9358,1.8681,0 
-1.2182,0.2752,3.1856,0.9548,0 
-0.7845,-0.8229,3.8178,4.0574,0 
0.6682,0.4982,0.8737,2.1362,0 
-1.0857,-0.745,1.4963,1.2234,0 
-0.5488,-0.3328,3.847,3.3569,0 
-0.2176,0.1024,0.5752,1.6158,0 
-1.4682,0.5116,1.3603,1.5412,0 
-0.3593,-1.9436,2.1162,1.5877,0 
-0.6834,2.7813,1.9055,1.4569,0 
0.5387,2.1725,3.5664,2.457,0 
-1.9899,-0.4086,1.4859,1.9572,0 
0.6812,0.8161,3.0763,1.9675,0 
0.3349,1.6135,1.9762,2.6445,0 
0.6064,-0.2506,0.994,1.7441,0 
-1.1543,-0.8329,1.7527,2.2658,0 
-0.9385,-1.7978,3.9071,2.4888,0 
0.2473,-0.0559,2.4101,2.963,0 
-1.2079,-0.6504,1.5696,2.4749,0 
0.1075,-0.6459,2.133,1.4698,0 
2.0001,0.6829,2.1847,2.3337,0 
2.2341,0.5777,2.2941,2.8466,0 
-0.5885,0.2041,0.8071,2.0876,0 
1.1086,0.9634,2.2422,3.5853,0 
-1.034,0.4356,2.1351,0.6798,0 
0.0488,1.0071,1.2624,2.6536,0 
-1.475,0.4188,1.2846,2.4721,0 
-0.5289,-1.1587,1.3834,2.8638,0 
-0.5555,-0.8982,3.9403,2.2912,0 
-0.3714,-0.6948,4.2068,2.0281,0 
-0.6454,-1.2003,0.0209,1.3877,0 
0.3631,-1.0541,4.1505,2.7219,0 
-1.4211,0.8401,3.8891,0.323,0 
0.6248,-0.768,1.1411,1.4937,0 
1.8124,-1.4146,2.4524,2.4307,0 
2.7295,-0.031,2.8519,2.2416,0 
0.8122,-0.1486,1.1381,1.3089,0 
-0.5466,-1.4003,1.5812,2.5541,0 
0.0667,-1.4405,1.2519,1.1518,0 
1.3153,-0.1844,2.4232,2.3535,0 
0.4944,0.0582,1.5463,1.321,0 
-0.3694,-0.4727,1.5595,0.2756,0 
-0.0255,-0.7948,0.9805,1.9385,0 
-0.2166,1.6712,3.1568,0.7641,0 
0.085,-0.9828,1.999,2.9932,0 
0.2571,-1.0913,1.57,2.0811,0 
-0.186,-0.4378,1.339,1.8219,0 
-1.0899,-0.1787,2.1214,2.6143,0 
-1.7349,0.5345,1.101,1.0895,0 
-0.8243,-1.193,3.9651,-1.2957,0 
0.1678,-1.1865,2.3486,4.009,0 
-1.954,1.0955,2.7515,2.2574,0 
-1.2715,0.2482,1.7452,0.3263,0 
0.1172,-1.8894,1.2139,1.2825,0 
0.4043,0.0599,0.6242,2.2193,0 
2.0991,0.1809,0.6953,1.4966,0 
-0.0677,1.5923,3.0051,0.3118,0 
0.1749,-0.4893,3.009,1.7601,0 
0.7925,-1.0038,2.4875,0.1163,0 
0.3958,-0.3401,0.1024,2.2133,0 
0.1667,0.2049,3.1489,1.3148,0 
0.2062,-0.1963,2.1047,1.5215,0 
0.7016,-0.035,2.0911,1.3198,0 
-1.2153,1.0395,1.741,2.2774,0 
-0.5327,1.3354,0.6357,1.7615,0 
0.3417,0.9337,2.7339,1.9475,0 
1.1555,0.3076,0.1399,1.4457,0 
0.52,1.5087,2.4298,3.5481,0 
1.8519,-0.902,2.0649,4.0337,0 
-0.5324,1.0478,1.5575,1.6015,0 
-0.0167,-0.1663,2.5741,2.1282,0 
-1.2393,-0.3756,1.6679,4.1087,0 
-1.3748,0.0943,2.0168,0.8472,0 
-1.4949,0.0007,2.4036,2.2676,0 
-1.1615,-0.0559,3.1406,2.5753,0 
-0.322,-0.71,1.013,2.4619,0 
-0.116,-0.47,2.8028,2.6271,0 
0.8807,0.5912,0.6712,3.6084,0 
-0.5011,0.7442,3.0076,2.7055,0 
0.3468,-0.4351,1.5382,1.2952,0 
0.8704,0.3545,1.326,2.4091,0 
-0.9291,0.2087,3.1654,2.5076,0 
-0.7654,0.7377,3.0395,2.6468,0 
-0.6394,-0.2558,4.0942,1.9666,0 
1.0032,-0.6406,2.6802,2.4166,0 
2.1448,0.4791,1.4382,2.8124,0 
0.4439,-0.5071,1.9168,3.0504,0 
-0.2013,0.074,1.3969,2.8071,0 
0.614,-0.3657,4.3771,1.3968,0 
0.9167,-0.2991,2.7762,2.0703,0 
0.1626,0.7386,-0.327,0.8646,0 
0.1213,-0.3797,2.4903,2.0325,0 
1.0604,-0.6342,3.1162,0.9881,0 
-1.1079,1.2359,2.4051,2.3474,0 
0.3816,1.0829,0.6101,0.8671,0 
0.2866,-0.5384,2.9734,0.1043,0 
-1.5511,-0.8297,2.3617,1.2894,0 
1.0154,-1.2191,2.87,1.1406,0 
2.2659,-0.898,2.4463,0.5813,0 
-0.5453,-0.6647,1.5478,3.4567,0 
-1.7693,0.8299,1.3834,1.4067,0 
-0.071,0.6231,2.3948,2.6584,0 
-0.4176,-1.2098,3.0185,1.6385,0 
0.2911,0.3409,1.9371,1.2091,0 
-0.5857,1.0519,2.3115,1.2838,0 
-1.0515,-0.7455,1.1954,3.5659,0 
1.0819,0.5597,3.3767,2.4181,0 
-1.1676,-0.0782,-0.5485,3.0608,0 
-0.7485,-1.9723,4.1,0.7665,0 
0.6848,1.3631,1.2929,1.5075,0 
-0.8779,-0.2422,0.7307,2.37,0 
-1.1232,0.559,2.0584,2.4955,0 
0.1382,0.6279,0.3572,0.7638,0 
0.8513,-0.7529,2.9924,2.5103,0 
0.0184,-1.2253,2.2977,3.5346,0 
-1.1077,0.5703,1.2109,1.3946,0 
-1.2085,1.1798,3.8754,0.8174,0 
-1.1084,0.7295,1.0236,3.0821,0 
0.0677,-2.2042,2.8897,1.3248,0 
1.6495,-1.3451,1.4934,1.8998,0 
0.1441,-1.5781,1.2896,3.5466,0 
0.3012,0.5861,3.3872,1.3139,0 
-0.0061,-0.8836,2.1752,3.9357,0 
0.8115,-1.47,3.2013,2.0422,0 
1.2019,0.633,0.5712,1.8661,0 
-0.5069,-0.9435,1.8996,2.4889,0 
-0.3608,1.4286,2.1342,1.9408,0 
-0.2646,1.0432,2.06,2.8374,0 
0.5779,-1.496,0.5755,3.4342,0 
-2.3608,-1.0834,1.2087,3.0429,0 
-0.5822,0.0964,2.0083,1.5416,0 
0.5938,0.7726,3.9024,2.0172,0 
-0.0112,1.8552,2.3395,1.4641,0 
-0.3691,0.7875,2.4227,1.7349,0 
-0.4574,1.4344,0.4255,2.0672,0 
-0.0335,-1.3438,1.5726,1.2932,0 
0.4762,-0.2207,1.3739,2.9647,0 
-0.4948,-1.9609,1.3502,2.6064,0 
-0.6362,1.163,1.8869,2.3104,0 
2.2249,1.0414,2.0986,3.0487,0 
2.2922,-0.0685,0.5899,1.3976,0 
-1.1617,0.7926,2.7428,3.9081,0 
-0.9433,-1.8984,1.9165,1.7778,0 
-0.4804,-0.6345,2.6963,0.2914,0 
0.2137,-0.7262,2.8319,1.663,0 
0.439,0.925,2.6182,1.8269,0 
-0.8548,0.7037,1.8434,2.1058,0 
0.0168,0.2005,0.8028,2.2035,0 
-0.2606,0.0148,1.8566,-1.1034,0 
-1.502,-0.1906,1.3783,-0.1224,0 
1.0357,0.3707,2.6427,2.3471,0 
-0.0083,-1.1594,1.8415,2.6945,0 
0.0945,-0.1957,3.405,1.4747,0 
0.377,-0.0334,2.0174,1.5374,0 
-0.2619,1.3309,2.5676,1.4036,0 
-0.6853,1.5539,1.1455,3.7534,0 
-0.6247,-1.3479,0.8624,-0.2719,0 
-0.2219,-0.1319,2.0214,1.093,0 
0.648,0.4652,2.2835,2.4303,0 
0.5565,2.6185,3.9893,0.6242,0 
-1.5063,-1.3466,1.9997,0.1595,0 
0.2335,2.438,2.7021,1.928,0 
-0.1067,0.8046,1.0627,3.2662,0 
-0.4735,-0.1361,2.1045,3.038,0 
0.7119,-1.5209,2.7736,1.7155,0 
-0.2901,-1.2918,1.4445,1.7945,0 
0.4201,-0.7548,2.9897,2.145,0 
0.2279,0.9114,1.5631,0.6423,0 
-0.7519,-1.6418,2.3959,2.1168,0 
-0.2751,0.0471,3.1234,2.595,0 
1.4645,-1.2249,1.6092,3.5701,0 
1.5279,0.2668,1.3981,1.0727,0 
0.3415,0.0914,1.2133,2.6808,0 
1.621,-1.8751,1.1249,3.7417,0 
0.3086,0.092,2.2187,3.0879,0 
0.6554,1.2908,1.266,2.3159,0 
0.9355,-2.8324,1.2806,-0.0781,0 
-0.8629,-1.7183,3.0187,3.1242,0 
-0.3776,0.0094,2.2602,2.2267,0 
-0.7408,-0.5451,0.5094,1.1303,0 
0.0785,0.3111,1.5745,2.1786,0 
-0.7371,0.0512,1.865,1.7113,0 
0.9261,0.7689,1.802,2.2262,0 
0.2461,-1.7377,1.9376,2.8252,0 
0.2503,2.3265,1.1845,2.3934,0 
0.6135,-0.5565,2.4438,2.294,0 
1.3508,0.9932,1.5617,2.3908,0 
-0.7438,-0.5832,1.9274,2.9192,0 
0.2384,0.0134,2.4274,2.7969,0 
-1.2912,-0.8048,0.5068,1.4669,0 
-0.7518,0.5783,2.3254,0.6266,0 
-1.5409,-0.4555,3.1773,2.0495,0 
0.4032,1.4153,2.1006,2.4384,0 
0.5164,0.9393,1.4901,2.0254,0 
0.394,-0.1372,1.5275,2.7404,0 
-0.2967,1.0271,0.1289,2.8396,0 
-0.5631,-0.1223,3.2687,1.6312,0 
-0.8943,0.6812,3.0557,1.6523,0 
-0.0135,0.6073,2.4968,0.4305,0 
0.3613,-1.0056,3.7645,1.1353,0 
2.5914,-2.0268,1.0924,1.4188,0 
-0.568,-0.0347,1.7914,2.5688,0 
0.7108,1.7318,1.7786,2.0816,0 
1.1242,0.8891,1.1177,1.5863,0 
0.3347,1.6642,2.4756,0.2547,0 
1.2404,0.0612,3.6169,2.5758,0 
1.598,-0.2683,2.8055,2.0322,0 
1.0827,0.9816,1.2767,2.7861,0 
1.308,0.7585,2.7134,1.1707,0 
0.804,0.036,0.8899,1.9859,0 
0.198,0.3863,2.5062,0.9505,0 
0.1668,-1.2747,1.3679,-0.5497,0 
-2.415,-0.4498,2.6532,1.3751,0 
-0.0158,0.6728,1.1369,1.4732,0 
-0.645,1.2144,0.5944,2.4291,0 
-0.8848,-1.1581,1.2962,3.1282,0 
-0.6864,0.4933,1.8657,1.3402,0 
1.7467,0.8077,1.0223,0.5814,0 
0.0263,0.6064,3.4802,2.8562,0 
-0.4957,-0.6725,1.8791,2.6485,0 
-0.2228,-0.6254,1.2032,2.7254,0 
1.2344,1.9866,0.7237,1.1409,0 
-1.3141,-0.1075,3.4693,3.6928,0 
0.822,1.3541,2.5467,1.1196,0 
-0.4494,-0.3329,3.5557,0.3275,0 
-0.904,1.0586,3.6009,1.9126,0 
0.0903,0.8472,0.6326,3.3672,0 
-1.4339,0.0647,1.968,2.2415,0 
-0.7415,-0.7084,1.9595,3.4219,0 
-0.2203,-0.8386,2.2235,1.7496,0 
-0.2118,-0.2556,2.8878,2.0468,0 
-1.2206,0.6673,2.5427,2.9629,0 
0.6322,-1.7271,2.3795,2.6933,0 
-0.8733,-0.5192,2.0254,1.762,0 
-1.0775,-0.5081,3.7934,3.5002,0 
1.2734,1.2905,1.6117,1.6356,0 
2.4176,-0.0703,2.1178,2.8302,0 
-1.6816,0.7218,1.9649,2.1702,0 
0.3056,1.6173,2.6596,1.7961,0 
-1.2875,-0.3756,2.1395,2.0497,0 
-0.5944,-0.3196,1.9681,2.7769,0 
-0.2565,-0.1192,2.3504,2.3591,0 
0.388,-1.734,1.307,2.8094,0 
-0.1203,0.8895,3.4108,3.6726,0 
0.2459,-0.49,1.6638,1.1142,0 
-1.7879,-1.0296,-0.0497,1.7701,0 
2.0639,-0.6817,2.7536,2.5338,0 
0.6496,-0.588,2.0537,2.4869,0 
-1.0156,0.7701,2.5842,2.968,0 
0.9551,-1.9212,2.2533,1.5659,0 
-0.2652,-0.4259,3.431,1.9674,0 
0.4926,-0.3163,1.7199,3.1995,0 
-0.3871,1.6358,2.2715,3.08,0 
0.8945,-0.7975,1.3253,1.8537,0 
0.5375,-0.326,2.1116,1.2245,0 
-0.8135,-0.1518,2.3326,1.049,0 
0.588,0.5832,0.8544,3.3323,0 
-1.3008,-0.9205,1.9503,0.8804,0 
-1.1034,-0.2385,2.7492,2.7145,0 
-0.2144,-0.9815,0.3414,0.6761,0 
-0.0571,0.2164,2.8119,0.3089,0 
0.7513,-1.6722,3.5597,2.6349,0 
0.1046,0.2764,1.435,2.2466,0 
-0.455,-1.1914,2.6661,1.3043,0 
-1.2819,-0.4797,2.7372,1.9415,0 
1.5909,0.7541,-0.307,1.2055,0 
1.8621,-0.4236,0.1013,3.0841,0 
-0.1954,0.9667,2.174,1.3049,0 
1.5049,-0.1,3.2211,3.6635,0 
-0.0386,-0.5333,1.2862,1.6021,0 
1.8135,-0.1707,2.3955,2.9254,0 
-0.9515,0.4356,0.4142,2.7156,0 
0.6188,-0.0373,1.4405,1.9674,0 
-0.2431,1.5364,1.5835,2.9094,0 
0.4559,0.7135,2.1784,3.005,0 
-0.8071,1.4466,1.7701,1.8719,0 
-0.4249,0.6582,1.3335,2.1208,0 
0.511,0.78,2.6492,3.3889,0 
-1.499,0.3133,2.4013,1.5144,0 
0.5535,-1.1178,2.3408,1.2924,0 
0.6183,0.8229,2.7463,1.7316,0 
0.0153,-0.1577,1.7727,1.4722,0 
1.3732,-2.2546,1.1286,2.034,0 
0.8773,1.1522,2.9128,1.1636,0 
-0.9996,0.5957,3.1332,1.6012,0 
0.6789,-0.4991,3.4875,1.3478,0 
0.0903,0.3041,1.9275,1.9637,0 
0.2591,-1.4932,1.1218,1.6424,0 
-0.2256,-0.6675,2.2774,1.8046,0 
1.0727,-0.8852,2.4406,2.4482,0 
1.8961,-0.5789,2.0287,1.1557,0 
-0.4432,-0.452,2.2162,1.7731,0 
-1.6105,-0.5041,2.0715,1.2577,0 
-0.9987,0.8066,0.4518,1.4039,0 
0.207,0.2815,1.8583,2.3512,0 
-0.1362,0.3249,2.3212,2.3365,0 
0.6803,0.6532,2.2832,0.7204,0 
-0.6361,1.2317,2.9604,3.7569,0 
-1.5584,2.2208,0.2568,2.1637,0 
0.2246,0.2938,1.3655,1.4879,0 
-0.1143,-0.1901,1.3039,3.6241,0 
-0.6926,0.9275,0.8399,1.9777,0 
1.1467,-0.2143,2.1898,2.4478,0 
0.7441,-1.6336,0.5709,1.824,0 
1.163,-0.4399,2.9437,2.7395,0 
-1.8673,0.7744,2.9817,4.0654,0 
0.688,0.109,0.1275,1.5898,0 
-0.3264,-0.5847,3.1578,2.857,0 
-0.0221,-0.5478,0.8095,1.7963,0 
-0.3731,0.3789,-0.1223,1.9939,0 
0.3293,-0.3458,2.5011,2.3825,0 
-1.2442,0.5484,2.977,1.0261,0 
-0.1315,0.3228,2.7028,1.5951,0 
0.4694,0.2648,2.7821,3.4749,0 
1.0912,-1.4343,1.1748,3.2927,0 
0.9004,-0.7849,1.2023,3.5024,0 
-1.3733,1.0339,2.2436,2.7074,0 
0.7947,-1.0556,2.2288,2.9075,0 
-0.4314,-0.8344,2.3841,1.2446,0 
-0.7745,0.5804,2.3889,2.8258,0 
-0.3026,1.1821,1.7855,2.6527,0 
0.6202,-1.6597,1.9667,2.0213,0 
-0.2434,1.0937,1.7108,2.5569,0 
1.4208,0.6071,2.3645,2.6441,0 
1.3783,-0.1555,0.5534,1.7003,0 
-1.4873,-0.9106,0.864,1.9014,0 
-0.1439,-0.4408,1.4414,1.8776,0 
0.5945,0.606,1.9141,2.9838,0 
1.1873,0.4125,1.6744,1.5164,0 
-1.2024,-0.2301,5.146,1.1118,0 
-0.6806,-1.046,3.8455,1.9466,0 
-0.287,-1.309,1.4079,2.8136,0 
-1.8193,-0.6403,-0.1063,2.893,0 
0.819,1.6005,1.475,1.2012,0 
-0.0633,-0.6181,0.5456,2.6974,0 
-0.3369,1.4168,1.3028,0.1051,0 
-0.254,1.1497,0.6531,1.9654,0 
-1.4437,0.1583,1.0641,3.3884,0 
-0.6245,-0.3353,0.2298,1.8111,0 
1.624,2.2467,2.4765,1.6063,0 
-0.3073,-0.0653,0.9483,2.0208,0 
-0.3696,0.8849,2.8518,2.2996,0 
-0.4344,-0.4965,2.1941,2.313,0 
0.3615,0.854,1.3865,3.7017,0 
0.2377,0.1897,2.057,2.2879,0 
0.6143,1.63,0.8108,1.8224,0 
0.7761,-1.7376,3.7576,3.1356,0 
0.9252,-1.2215,0.7361,3.7127,0 
-1.3909,0.7021,3.1908,2.2606,0 
-0.7306,1.0484,2.3274,1.2775,0 
0.4323,-0.7695,3.4606,2.4102,0 
0.079,-1.6368,1.8988,1.3309,0 
0.0542,0.3557,1.9951,1.6182,0 
0.1385,-2.0935,4.0888,1.7059,0 
0.1682,-1.83,0.9536,1.7806,0 
-0.0885,1.8948,1.6904,2.9104,0 
-0.7521,1.5163,2.8338,1.3564,0 
1.4709,1.5289,2.5881,1.6703,0 
-1.2231,-1.7463,1.6155,3.3397,0 
0.0566,-0.7641,4.0216,1.152,0 
-0.2189,-1.6616,1.9307,1.8045,0 
-0.0289,0.455,1.4127,-0.0716,0 
2.0377,1.5682,1.584,3.6106,0 
-1.3006,2.6949,2.3519,1.3533,0 
-0.6389,2.2825,-0.2132,2.884,0 
-0.0833,0.2126,2.3794,2.1774,0 
-1.4673,0.5739,3.0167,1.5394,0 
-1.3137,-2.0384,3.4513,1.9751,0 
-1.2726,-0.551,2.594,2.1005,0 
-0.3508,0.0647,1.9705,2.2176,0 
-1.4209,-0.589,1.3359,1.2532,0 
-2.1081,0.2459,1.5373,2.3827,0 
-0.737,0.9403,1.4839,1.709,0 
-0.3477,0.2811,1.6925,1.553,0 
0.5604,-0.4747,3.6463,2.2386,0 
-0.0284,-0.6248,-0.3275,2.342,0 
-0.0615,1.3638,1.2004,3.8059,0 
1.3887,-0.4068,2.3377,1.6626,0 
0.848,0.0815,2.3996,1.9012,0 
-0.5113,1.6738,0.2176,3.0426,0 
-2.393,0.9337,-0.5246,1.353,0 
-0.7208,0.0078,1.033,2.4817,0 
-1.1121,-0.3864,1.9673,0.2086,0 
-0.8363,0.4301,0.0645,0.1145,0 
-0.1358,0.6816,4.952,0.3706,0 
0.4537,0.4135,1.2086,1.5937,0 
-0.927,1.8041,1.5118,0.9351,0 
3.0431,-1.0133,3.9963,1.9159,0 
0.7856,0.8325,0.9437,0.4925,0 
0.1618,0.5889,2.1388,2.6257,0 
0.7535,-0.075,1.9065,-0.3474,0 
0.5749,-1.6872,2.1839,1.9286,0 
-0.0999,1.0991,0.4843,2.8385,0 
-0.7551,1.2454,3.049,2.7393,0 
-0.7954,0.3772,3.1036,1.2308,0 
1.2122,-0.9066,3.3481,3.8064,0 
1.0451,-0.0227,1.5281,0.8693,0 
6.6764,-0.9704,2.7457,3.6039,1 
6.7213,0.6054,1.8918,2.987,1 
5.6036,1.2753,3.6043,2.283,1 
5.8496,1.3971,1.2092,1.4152,1 
5.9708,1.5281,3.4427,2.251,1 
5.3902,0.9066,2.8477,1.3063,1 
6.8107,0.0344,2.0096,3.4475,1 
6.4289,0.0945,1.2119,1.5015,1 
5.3727,0.4063,0.0592,2.3938,1 
6.7494,-0.717,4.6106,2.6865,1 
5.9551,-0.0335,-0.0863,2.3722,1 
7.4949,-0.7494,1.6065,0.5426,1 
5.7545,0.7222,1.0405,2.3809,1 
6.2932,0.0498,3.5467,0.8977,1 
5.4877,-0.0024,2.5132,2.3682,1 
6.9189,0.9932,2.8254,2.3254,1 
5.91,-0.5417,2.3852,2.569,1 
5.4958,1.8561,1.9218,0.7691,1 
5.5686,-0.496,2.7174,2.2208,1 
6.44,-0.0649,2.6889,0.6691,1 
3.6797,-0.6466,2.4059,1.1593,1 
5.79,-1.0055,3.3033,2.0868,1 
6.5292,-0.8627,2.7346,0.3896,1 
5.5166,-0.6385,1.4851,2.1751,1 
6.7317,-2.3643,1.6528,1.8478,1 
8.2049,1.3676,2.9089,3.09,1 
5.6261,-0.6787,1.9748,1.7176,1 
5.3916,-0.8684,1.4154,1.4605,1 
5.4748,-1.4751,3.2076,2.0459,1 
6.02,1.3348,1.0859,1.9156,1 
6.2724,-0.452,3.1558,2.3779,1 
6.5635,0.1732,2.0228,2.0318,1 
5.1664,-1.6393,2.069,2.5872,1 
6.6203,0.7689,0.7464,3.0023,1 
6.4183,-1.3877,1.5054,1.663,1 
6.0074,2.3492,0.948,1.0813,1 
7.0156,-0.8716,0.352,3.9251,1 
4.9669,0.8624,0.9313,2.2857,1 
7.9995,-0.8867,0.6904,1.5212,1 
6.9319,-0.0925,2.3098,2.0661,1 
4.7058,-0.0604,2.9438,2.7337,1 
6.4602,-0.2886,1.613,1.356,1 
6.7979,2.2587,0.0578,2.5431,1 
6.3081,-0.4279,2.3685,1.9032,1 
6.8081,-0.2563,3.0224,1.894,1 
5.0852,1.7831,4.1318,1.8257,1 
6.2878,0.7697,1.778,1.7492,1 
5.1505,1.118,0.8343,1.1918,1 
5.8536,-0.0425,-0.0066,3.6335,1 
5.7841,-1.1753,1.2112,1.9866,1 
5.8172,-0.2379,3.7203,2.8792,1 
8.3813,1.0582,3.3423,1.5524,1 
5.9199,-1.5626,2.2404,2.5354,1 
6.5387,-2.2136,2.699,2.1758,1 
5.0259,0.1514,3.1706,3.0786,1 
4.7856,0.4646,2.5056,1.8251,1 
6.8711,0.9043,2.9841,1.7078,1 
7.3965,-0.5405,4.1007,3.571,1 
8.2538,-0.5927,2.5124,3.6701,1 
6.6997,-0.855,1.9784,2.2798,1 
4.2574,0.7024,2.9624,3.3553,1 
4.3207,-0.9103,2.902,2.6898,1 
7.223,0.3308,2.5515,3.8623,1 
7.0517,-1.0473,2.202,2.6246,1 
4.8761,2.4483,2.2514,1.95,1 
6.7227,1.5876,3.2744,2.4178,1 
6.3732,1.5547,1.663,3.3251,1 
6.5189,-0.036,1.0512,3.0128,1 
6.0981,0.8699,2.8879,3.0084,1 
7.238,-0.992,1.7288,0.8944,1 
6.0364,-0.3786,2.732,1.5914,1 
7.7986,-0.0803,0.8901,1.9599,1 
6.0345,-1.2444,2.3135,2.1212,1 
5.2723,0.1906,2.712,2.7972,1 
7.333,-1.9541,2.7123,1.8261,1 
4.842,0.4819,3.4944,0.896,1 
7.1237,0.9014,0.9046,2.0013,1 
5.3144,0.9227,2.1234,3.3131,1 
5.1811,-0.8762,0.1234,1.2492,1 
6.8967,2.2098,1.7932,0.5528,1 
5.8973,-2.6128,3.3411,0.7497,1 
5.7392,-0.416,0.7099,3.6674,1 
5.7332,0.6792,1.9481,2.5161,1 
5.5779,-0.3211,2.5205,0.4125,1 
3.2144,1.0045,0.2536,1.8352,1 
7.1403,0.0043,0.6475,1.5389,1 
4.5492,-0.4937,1.4406,3.7225,1 
5.9499,-0.2106,1.2064,2.7189,1 
6.5177,0.4733,2.4187,2.9375,1 
6.3739,0.5427,1.6402,0.7861,1 
5.2933,0.0703,2.8719,2.0427,1 
