Feature1,Feature2,Feature3,Feature4,Class
1.059,-0.3061,0.9897,1.8833,1 
-1.4554,-1.5102,2.6988,1.7221,1 
-1.0122,-0.4258,3.1927,1.1652,1 
0.3589,-1.0885,3.5294,2.936,1 
-2.0988,0.2603,1.5578,3.0151,1 
-1.4373,1.3518,3.1649,1.8248,1 
-0.3209,-0.1137,0.2783,2.0539,1 
0.4607,-0.7258,2.8214,2.2278,1 
0.1047,1.3246,1.9673,0.8783,1 
0.0131,-0.7368,-0.425,1.3676,1 
-0.916,-0.6568,1.8762,1.3136,1 
-0.0246,-0.804,1.9832,1.5854,1 
-0.5555,-1.7062,2.6092,1.3168,1 
-2.2941,-0.3239,3.1537,1.4417,1 
0.5163,0.1554,1.539,2.137,1 
0.5897,0.1849,3.8908,1.367,1 
-2.2442,0.9257,2.666,2.944,1 
-1.6559,0.4973,1.5184,2.8944,1 
-0.778,0.5938,1.0528,2.8498,1 
0.7097,1.8836,1.3458,0.7795,1 
0.2205,-0.4659,0.9601,2.2295,1 
1.9577,0.0537,1.039,1.5474,1 
-0.4626,0.7183,1.7539,0.7906,1 
0.4733,-2.2341,2.4317,1.4369,1 
-0.9242,0.6405,0.5385,2.4099,1 
-1.8914,1.3415,3.5267,2.6321,1 
1.0232,0.7477,0.2709,2.5475,1 
1.585,-1.1686,2.5808,2.2322,1 
-0.3818,-0.0739,0.5472,2.8389,1 
1.6222,-0.267,0.895,3.6828,1 
0.0515,0.7626,0.6767,2.901,1 
0.7744,-0.4792,1.4258,2.5297,1 
-1.5903,-0.7104,2.8098,2.205,1 
-0.7564,1.186,1.5322,0.9909,1 
0.9809,-0.0239,0.0018,2.6208,1 
-0.5077,-1.779,3.0339,1.3535,1 
-1.5237,-1.3272,1.3173,-0.3965,1 
-2.1566,0.6026,0.0002,3.452,1 
0.9883,0.5405,1.5506,3.7022,1 
-0.8438,1.688,1.9309,0.5532,1 
-0.6073,-1.2387,1.5057,2.0315,1 
0.1452,-0.0063,1.9554,0.9895,1 
0.9019,-1.3258,2.632,1.1921,1 
-1.4298,2.4658,1.345,2.4268,1 
0.4172,0.7362,3.3718,-0.2841,1 
-3.0601,-0.1626,3.0312,1.262,1 
1.0829,-0.3116,4.303,1.4672,1 
-0.1103,-1.8578,3.2208,2.111,1 
1.3931,1.8635,0.8308,1.6054,1 
-0.0379,-0.1328,1.8855,1.2115,1 
1.2645,0.7753,0.7958,1.6551,1 
-0.2861,0.0498,2.2993,1.6922,1 
-0.3857,-2.9637,1.9245,2.9618,1 
0.643,-0.7323,1.9368,0.5514,1 
-0.1976,-0.8551,2.9603,2.4764,1 
1.6366,-0.8144,2.1474,1.5077,1 
0.4344,-0.1951,1.9389,2.092,1 
-0.1423,0.7753,2.0463,1.6825,1 
-0.6035,0.4048,-0.1175,-0.609,1 
-1.0636,-0.1975,1.7137,1.1566,1 
0.6273,-0.5971,1.546,0.8602,1 
2.8036,0.4827,2.2628,1.7648,1 
0.0985,0.4112,4.1519,2.8763,1 
-0.3481,0.2864,3.8826,0.6301,1 
0.3444,0.9888,2.3013,2.7493,1 
-1.2776,-1.0119,2.2935,1.4256,1 
0.0397,1.5307,2.7208,2.708,1 
0.301,-1.7398,2.4133,2.4183,1 
0.5248,-0.8034,4.5548,0.52,1 
0.6969,1.2798,1.1851,2.2766,1 
-0.2148,0.3889,1.6227,1.0594,1 
-0.5038,-1.7041,2.1001,3.1154,1 
1.2957,0.3963,1.7687,2.1262,1 
0.8973,-0.0269,1.2787,0.2591,1 
0.6431,-1.8279,2.0611,2.2999,1 
0.429,1.415,3.5136,1.6229,1 
-0.532,-0.2017,0.2886,1.3722,1 
-0.5154,-0.4887,2.9368,1.1037,1 
-0.5535,0.7925,2.3325,0.9199,1 
-0.2367,0.6637,2.0426,1.3167,1 
0.1106,-0.2656,3.2076,2.4795,1 
0.3013,0.7556,1.82,1.7639,1 
1.0848,0.7933,2.3415,2.8806,1 
-0.6667,-0.3303,-0.0208,2.4397,1 
0.8915,-0.6627,1.4078,0.8675,1 
-0.0692,0.8132,2.0109,2.2725,1 
1.2651,0.0194,2.0294,2.7283,1 
-0.1147,-0.3728,0.8123,3.2033,1 
-0.6941,0.4299,1.4432,4.2325,1 
0.1724,-0.1437,2.3346,0.6673,1 
0.5504,-0.2334,1.7504,1.2025,1 
-0.3568,2.1781,2.6148,0.619,1 
0.4153,-0.2838,0.2041,1.8953,1 
-0.3212,-0.1944,3.1557,0.8301,1 
-0.7495,0.3461,1.6349,1.6118,1 
-0.2148,-0.2577,1.7417,3.489,1 
-1.4412,0.9573,2.3216,1.9225,1 
0.2353,-0.3445,2.0174,2.7221,1 
0.2761,-0.4475,0.9235,3.0113,1 
0.7151,-1.2139,1.2577,3.2228,1 
1.9429,-0.7619,2.2066,1.8835,1 
-0.1167,0.3352,2.9275,3.6247,1 
-0.3386,0.5638,1.0222,2.6916,1 
-0.5698,0.7116,3.9295,0.8594,1 
-1.6419,0.5638,0.5415,0.9412,1 
-0.4844,0.2636,2.3031,1.0547,1 
-0.069,0.5046,2.7767,1.0553,1 
2.2804,-0.4798,2.3372,3.703,1 
0.8833,0.1565,0.9265,3.282,1 
0.5574,1.2033,3.2404,1.2091,1 
0.704,1.2945,1.2591,2.6808,1 
0.2386,0.2627,3.0809,3.0218,1 
0.1149,-0.0175,2.3702,1.2498,1 
-0.322,0.7989,1.7668,0.7473,1 
-0.7761,-1.1729,3.5418,2.7193,1 
-0.6925,-1.9327,2.0154,1.4426,1 
0.9097,-0.9378,2.42,1.8791,1 
1.659,0.0196,2.0046,2.5277,1 
0.0047,-0.7503,1.134,0.9065,1 
-0.3047,-0.87,1.5095,2.3993,1 
-0.3815,-0.195,0.3795,0.6075,1 
0.7448,-0.1697,0.8624,1.3955,1 
-1.2477,-0.3377,1.5711,1.3448,1 
1.4965,0.4628,1.4462,1.9108,1 
-0.0822,0.2911,2.2012,3.2337,1 
2.8877,0.5629,1.3973,2.52,1 
-0.0599,3.3656,3.7679,0.7607,1 
-1.1732,0.5618,-0.1995,1.7267,1 
-0.9737,-1.5241,3.0294,0.2875,1 
0.2671,-0.2677,4.057,1.9509,1 
-0.2828,1.2688,2.0194,2.2143,1 
-0.178,1.0837,0.9394,1.9168,1 
-0.2051,0.7708,2.9391,2.5006,1 
-0.3328,1.6734,0.8102,2.0994,1 
-0.732,-0.8322,1.7597,0.9256,1 
-0.5176,-0.6664,3.8232,1.9004,1 
-0.206,0.8155,2.454,1.7653,1 
0.6063,1.8747,0.4947,2.0266,1 
0.1022,0.1417,0.9339,0.2585,1 
-2.37,-0.3837,3.1834,2.3548,1 
-0.7557,0.4884,2.6094,0.8659,1 
0.6667,-0.5103,1.413,1.7203,1 
0.6689,0.7672,1.4365,1.1209,1 
-0.3569,1.424,-0.4815,3.6237,1 
0.7935,0.8808,2.0292,1.5247,1 
0.146,0.1831,-0.6005,3.0252,1 
-0.005,-0.6091,2.7221,1.4536,1 
2.2042,0.4904,1.0591,0.8379,1 
0.0772,0.5931,2.3792,1.9189,1 
-0.278,-0.5701,1.7174,3.3425,1 
0.3653,0.5065,2.5438,2.3395,1 
0.1846,0.8282,3.2521,3.8161,1 
-0.6249,1.0605,2.8007,2.8051,1 
-1.239,0.158,0.1556,3.8259,1 
-2.413,1.6352,2.2768,3.0832,1 
0.1526,2.748,2.5452,2.9462,1 
0.5384,0.5697,0.9294,2.274,1 
0.252,-0.175,0.8698,2.2288,1 
0.4916,1.9353,0.9519,1.7693,1 
0.6361,-0.4195,3.2425,0.9126,1 
-0.3083,0.5672,2.5404,1.4715,1 
-0.4591,0.0776,3.1212,2.0756,1 
-0.4805,-0.0331,1.0773,3.0835,1 
1.3981,-2.6187,3.3205,1.7628,1 
0.6858,1.4325,2.9246,2.1316,1 
0.3925,0.349,2.8703,1.9609,1 
0.0068,0.6205,0.6713,0.7956,1 
-1.479,0.237,2.6432,2.1186,1 
0.4973,2.1402,1.1124,0.7228,1 
0.8738,0.9777,1.158,2.6501,1 
1.2783,-1.3581,0.8952,2.1482,1 
1.6711,0.9569,0.682,2.0097,1 
-0.3995,-1.0065,1.8584,2.1371,1 
3.364,0.4678,1.9283,1.0881,1 
-0.1938,2.2363,1.2645,0.771,1 
-2.2916,-0.7509,1.7846,3.2933,1 
0.6706,-1.325,1.8641,1.256,1 
-0.2162,-0.3763,2.113,1.5494,1 
1.9523,0.0726,3.0328,2.7296,1 
0.6515,0.3457,2.9349,0.9193,1 
0.6684,-0.753,1.9174,2.1717,1 
0.9222,0.0076,1.558,3.0435,1 
0.8765,-2.1274,2.567,4.2765,1 
0.3204,0.5993,1.2263,3.263,1 
0.1512,-0.1452,3.5712,1.5478,1 
-0.2769,-0.3388,1.6434,2.8154,1 
-0.8839,0.7456,2.9209,1.974,1 
-0.4108,0.3934,3.8556,0.7699,1 
1.2867,0.1161,2.5953,0.2246,1 
-0.0386,-0.0025,1.8851,1.7717,1 
-0.2142,-0.3788,2.1379,3.2245,1 
-1.0362,-1.6266,0.5687,2.0401,1 
-0.187,1.3045,4.8061,2.4017,1 
1.5643,0.999,0.4985,3.7594,1 
-0.8529,0.5452,-0.4496,2.5908,1 
2.314,-0.0462,0.764,3.469,1 
0.642,0.4171,0.9361,3.2803,1 
-1.0087,0.9047,1.9147,1.354,1 
0.6157,-0.9677,1.8649,1.9899,1 
-0.7846,0.1172,2.5316,0.7591,1 
-0.746,0.0233,1.1953,3.6588,1 
-1.3044,0.1697,1.4547,1.2481,1 
0.0319,-0.0001,2.457,3.1515,1 
0.1885,-0.5504,2.1154,2.4137,1 
-1.4712,-0.2382,4.279,3.3948,1 
-0.1235,-0.3432,0.7774,1.9078,1 
1.2381,0.903,2.6239,1.8952,1 
1.2676,0.5128,2.6758,0.5324,1 
-1.2562,-1.3342,2.0137,4.2382,1 
-2.013,0.77,1.7015,-0.2246,1 
0.189,0.8145,1.6315,2.8413,1 
-1.1649,0.8868,0.8885,1.3238,1 
-0.2457,-0.1466,3.0295,1.9971,1 
-0.3592,-0.661,2.3885,0.608,1 
-0.0748,-0.0092,0.5748,1.628,1 
-1.2396,-1.0755,3.4122,1.577,1 
-0.2937,1.1715,1.0613,1.6846,1 
-0.3211,-0.7785,0.7527,3.6189,1 
0.5678,0.485,2.1992,1.3587,1 
-0.8302,-0.9912,0.7884,2.5278,1 
-0.6683,0.9922,3.6873,3.2668,1 
0.36,-1.6496,4.2416,0.3512,1 
-0.2802,0.0914,2.8926,2.9194,1 
-0.0683,2.199,3.4134,2.378,1 
0.7419,-2.1236,0.3398,2.4235,1 
-0.5975,-2.1937,2.7424,2.5705,1 
-1.2968,1.6711,1.1722,2.4839,1 
0.5377,-0.3064,1.6224,1.5401,1 
0.6475,0.284,3.2701,2.2133,1 
0.4377,1.1683,4.5424,0.4461,1 
-0.9918,1.4469,0.8345,2.2771,1 
-0.1152,0.1669,1.1869,1.4723,1 
-1.0647,-1.9319,3.3065,2.3184,1 
-0.9423,0.2118,2.8275,2.2659,1 
-1.4396,-0.6869,1.5614,1.3863,1 
-1.0256,0.5769,1.4849,1.2248,1 
-0.5758,0.7312,2.8067,1.0831,1 
-0.1361,1.5787,0.9485,2.4654,1 
-0.2217,-1.2468,2.6299,2.1579,1 
-0.6203,-0.379,2.7857,2.4226,1 
0.2897,-0.7254,2.8584,3.6869,1 
-0.9472,-0.9673,2.8091,2.6341,1 
-0.3719,-0.751,0.6661,2.9677,1 
-1.4712,-0.3508,3.753,3.2478,1 
0.54,0.2983,1.5649,2.7651,1 
-0.7305,-0.1258,3.2187,-1.2534,1 
-0.8511,0.5763,1.5296,2.9361,1 
-0.6366,1.2469,1.816,-0.9719,1 
-0.6871,0.0879,1.5406,1.1669,1 
1.2815,1.4971,0.8457,1.9033,1 
0.6947,1.0995,3.1325,2.2791,1 
1.2723,0.8601,1.9049,3.4885,1 
-1.1848,-0.6017,1.5262,3.4294,1 
-0.9537,1.8566,0.991,3.2128,1 
-1.4101,0.9481,1.902,3.2911,1 
-0.1038,-0.806,1.2099,2.6597,1 
-0.8994,-1.6688,1.8297,1.8911,1 
0.2093,-0.8069,-0.0123,1.6104,1 
0.3671,1.162,2.8137,2.9876,1 
-0.1623,-1.1674,4.3287,1.4607,1 
-0.3787,-1.4029,3.0544,0.4915,1 
0.7624,-0.0492,2.5547,3.5134,1 
0.4141,-0.3932,1.6913,1.2701,1 
0.7189,-0.2306,1.8261,2.5818,1 
-0.7131,-0.7217,2.0097,3.5398,1 
-1.1185,-0.2109,3.0804,0.7247,1 
-0.5419,-0.7224,1.9161,2.5262,1 
-0.2233,0.2132,3.6796,1.8302,1 
-0.343,-0.0329,1.9979,1.0015,1 
0.4082,1.1388,3.7222,0.8934,1 
0.131,-1.8737,1.0275,1.7806,1 
-0.6095,-0.7773,0.8299,-0.7527,1 
-2.1763,-0.8857,1.508,1.9631,1 
-0.4608,-0.7282,0.8536,1.5225,1 
-0.3586,-0.9185,-0.2976,2.5238,1 
-0.3741,-0.7623,0.554,3.644,1 
-1.4035,0.5506,1.5909,0.6276,1 
-1.4217,0.228,2.7432,2.394,1 
1.3234,-0.9781,1.7796,1.2375,1 
-1.5662,0.4658,1.8558,4.2382,1 
0.5016,0.7742,1.2779,1.9362,1 
0.9136,0.7221,2.399,2.411,1 
-0.7056,-0.4155,1.1543,1.1041,1 
0.0645,-0.6769,3.7898,2.1755,1 
0.8941,0.3904,1.9747,1.4512,1 
0.854,-0.6115,1.9441,1.3753,1 
1.6322,0.3085,2.3417,0.3206,1 
-1.801,-0.219,1.756,1.6144,1 
-2.0854,0.2709,1.2931,2.8134,1 
-2.0972,-0.1146,3.7679,2.4826,1 
0.9699,-1.3078,0.8619,2.1279,1 
0.0702,-0.5193,0.5846,3.2133,1 
-0.3157,0.2954,1.6666,1.8211,1 
-0.144,-0.2727,2.4497,1.5116,1 
0.0628,-1.2043,1.4708,1.041,1 
1.0597,0.1049,2.2634,3.1178,1 
1.4222,0.3505,1.7156,1.115,1 
0.719,-0.0216,2.009,1.584,1 
-0.02,-1.0827,3.5997,2.2771,1 
-0.0395,-0.2246,2.992,1.4305,1 
1.3755,-0.2901,2.4742,2.8547,1 
1.9159,1.1544,2.5831,2.184,1 
-0.2399,0.6653,2.5958,1.0142,1 
-0.1686,-1.4413,1.998,1.5897,1 
0.0521,-0.4765,1.4665,1.5531,1 
1.1986,1.4232,1.789,0.5672,1 
-1.7414,-0.7623,2.1725,2.0737,1 
-2.1225,-0.0593,2.2497,1.5468,1 
-1.4273,-0.074,2.8184,2.1297,1 
-2.0389,-0.4192,2.5543,2.0354,1 
-1.1927,-2.1104,2.1742,0.9077,1 
-0.192,-1.5618,2.3749,2.4997,1 
0.987,0.9481,1.3921,0.0053,1 
1.4792,0.4247,2.7376,2.6506,1 
-0.8037,-0.2635,1.7905,2.477,1 
0.1901,-1.2158,2.9214,1.4132,1 
-0.1699,-0.2953,1.6546,2.4711,1 
-2.4142,0.0215,2.1563,2.5707,1 
-2.2381,2.2999,1.6242,2.9611,1 
-0.1394,0.5489,-0.5925,1.3476,1 
0.2892,-0.0067,0.5152,-0.5184,1 
0.4756,-0.0327,-0.2566,2.4786,1 
0.6354,0.106,1.496,2.2841,1 
-0.5268,0.8282,1.286,1.3504,1 
0.3585,0.9036,2.7043,1.3526,1 
0.0646,-0.8567,1.8008,3.9061,1 
0.9417,-0.6713,1.8502,2.4811,1 
0.5278,-1.3003,1.8087,1.3617,1 
0.2796,-0.182,-0.2684,1.2468,1 
0.8229,-0.6453,2.2973,2.8773,1 
3.7644,1.0123,0.0123,3.71,0 
5.1858,1.0979,1.048,1.2544,0 
3.7055,0.2866,1.8775,2.7465,0 
2.4085,0.0623,0.9982,1.5525,0 
4.3457,-0.2278,2.8038,3.0233,0 
4.9078,-1.2062,1.1651,1.3988,0 
2.7608,-2.8721,2.7202,2.2556,0 
2.1444,-1.8929,2.003,1.3664,0 
3.9767,0.0375,1.2476,1.9517,0 
2.8318,-0.1014,2.5461,2.3037,0 
4.1499,0.466,2.3013,2.1891,0 
3.3556,0.5168,2.5135,1.6428,0 
1.2416,-0.7936,2.5642,0.7962,0 
5.2438,-1.9394,0.7764,1.2185,0 
3.3722,0.5737,2.7176,3.7332,0 
4.2857,0.2631,3.1851,2.6385,0 
5.2669,0.8507,0.8031,1.3128,0 
3.1419,-2.4248,1.3308,-0.2283,0 
3.8826,0.2062,0.6291,1.603,0 
4.9231,-0.8518,2.6901,4.2845,0 
4.1391,-0.8499,2.0657,2.1741,0 
5.5486,-0.1782,3.0364,1.5397,0 
4.2356,1.5985,2.7295,0.773,0 
4.3862,0.0781,1.1366,1.3952,0 
3.8982,1.0571,1.0614,3.4651,0 
3.4996,-0.2566,3.1397,1.9565,0 
5.5808,-0.4588,-0.2722,0.8212,0 
2.6437,0.0886,3.5619,2.1322,0 
2.7635,1.6114,2.5321,3.5918,0 
5.5148,0.8849,2.5962,2.2115,0 
5.5851,-0.8619,1.371,1.6511,0 
3.3048,-0.0819,2.7407,3.8037,0 
4.0578,1.6603,1.0897,1.8966,0 
5.2277,-0.0413,0.4645,0.6093,0 
2.4283,0.6274,2.8201,2.138,0 
4.327,0.5466,-0.7406,2.726,0 
3.4139,-0.3438,2.1701,1.5942,0 
4.3739,-0.826,3.6935,2.1465,0 
2.9213,-0.5649,3.1269,1.8702,0 
5.7637,-0.2538,3.2515,3.1578,0 
4.2575,-0.0597,1.0166,0.9641,0 
3.1769,0.8287,1.3116,2.2562,0 
5.059,2.6463,2.7338,1.0757,0 
4.145,0.4893,2.2335,1.2857,0 
3.8438,0.5665,2.9497,3.2726,0 
4.832,0.6802,3.052,0.4546,0 
3.7643,1.1089,1.766,0.8808,0 
3.5446,1.3981,3.1293,2.2961,0 
6.1334,0.9015,1.4647,1.4494,0 
3.6842,-1.484,1.2962,1.9584,0 
4.1617,-1.6644,2.0608,1.9486,0 
3.8853,-0.4908,2.5866,1.0374,0 
2.5855,-0.0911,1.1871,1.2886,0 
4.7907,-0.5637,2.2896,2.6592,0 
3.7804,0.579,2.6574,-0.2789,0 
5.2853,-1.4993,1.5406,2.1781,0 
4.3498,0.8323,2.8255,1.469,0 
3.4637,1.2554,1.5824,2.0244,0 
2.6352,-0.9772,3.908,1.2873,0 
3.6473,0.1707,2.4223,3.1118,0 
2.7639,-1.4318,3.4857,1.6558,0 
2.5798,1.1873,2.3337,2.0791,0 
4.0728,0.6679,2.9143,1.0298,0 
3.6165,-0.8423,1.6056,1.794,0 
5.853,1.2247,1.5713,1.8035,0 
5.3463,1.2852,1.0773,2.2563,0 
6.0207,0.6931,3.3857,2.4321,0 
3.6996,1.5949,1.8888,-0.2962,0 
2.9215,-0.7029,2.0914,0.4576,0 
4.5415,0.0246,0.417,2.0435,0 
4.5935,0.0539,2.5886,1.5921,0 
3.7245,1.2169,3.3828,3.2116,0 
5.2655,-1.1707,0.3558,2.8968,0 
4.8867,1.6019,3.2006,2.3325,0 
3.2086,-0.369,0.532,3.0458,0 
5.7109,0.0959,1.4836,1.8988,0 
2.5792,0.6124,3.0178,1.1388,0 
4.1855,-1.0952,1.4779,1.6861,0 
3.9371,-0.4139,2.7022,3.9197,0 
4.5744,0.5565,2.4803,1.2526,0 
5.3056,-0.0786,0.8507,2.8299,0 
2.9233,0.3036,3.8998,1.915,0 
5.2299,0.2461,1.5193,2.3146,0 
3.0279,-0.2592,2.5071,0.5334,0 
1.5417,-1.8283,1.8894,1.2638,0 
3.9658,0.1796,2.6124,1.0532,0 
4.2594,0.4439,2.0686,2.3287,0 
2.7978,-0.3791,2.7786,0.6583,0 
5.0987,-1.5405,1.0193,0.9432,0 
4.1319,1.2113,0.857,1.4441,0 
3.4383,0.025,1.6369,0.9951,0 
