Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Class
-1.0779,-0.0238,2.3617,3.0877,0.9612,0.9535,2.2324,0.9762,3.2173,1 
-0.7968,-0.0801,3.0994,1.8797,1.0479,3.2767,1.9166,2.8836,1.7726,1 
0.8347,1.0555,1.8405,1.372,3.6624,1.8228,1.353,0.5226,3.8056,1 
0.6965,-0.4226,1.3036,1.3598,3.0614,1.8231,3.9152,2.1838,0.4353,1 
-0.8161,1.4241,2.5978,2.7297,3.0973,1.0223,2.0548,1.3412,2.083,1 
0.1414,-0.7179,3.7285,2.0609,2.3969,2.4242,1.6557,1.6619,1.7276,1 
-0.917,0.1984,1.5023,3.5962,1.8528,0.4207,1.6948,2.2373,1.3082,1 
-2.3876,0.6893,1.4429,1.5269,1.6041,0.8653,2.7047,1.9185,2.6866,1 
-0.2654,0.7913,1.7545,2.1191,0.9788,1.734,1.9664,0.9593,2.5873,1 
-1.4545,-1.288,2.1754,2.4404,1.117,1.4239,3.3168,1.7557,1.9355,1 
0.6892,2.0198,3.1509,1.3229,-1.5242,0.7056,3.1883,-0.9044,2.4864,1 
-0.3148,-2.2344,0.8935,0.724,2.1194,1.7816,2.6854,2.7087,2.7213,1 
-0.4301,0.6762,2.8217,2.6596,1.9946,1.7802,2.9008,2.154,1.459,1 
-0.0199,1.2451,1.5277,1.4518,3.0842,2.9463,1.3002,0.07,-0.0554,1 
0.041,1.8152,1.357,1.0801,1.7186,0.5721,3.6911,2.6498,-1.0121,1 
0.5275,-0.4279,2.0328,2.8757,2.7631,3.0949,1.788,3.1162,3.9475,1 
-2.1228,0.522,2.8072,0.7952,2.0752,1.9203,2.2201,4.2899,2.5614,1 
-1.936,-0.4338,4.3892,2.3519,2.7909,2.1949,3.1736,3.6968,2.2092,1 
1.8264,0.2538,2.9444,3.5733,1.9553,1.7889,3.3747,2.7214,2.4719,1 
0.8456,0.6876,2.1018,1.4557,1.4507,3.3296,0.551,2.681,2.7082,1 
0.3271,-0.0245,1.608,-0.1103,3.9215,0.7234,1.9377,2.0591,1.6972,1 
0.5489,-0.0287,3.3076,0.2574,2.7861,1.7933,4.084,2.2884,1.6672,1 
0.4555,0.3365,1.6896,1.8297,2.5806,1.5001,4.0747,2.0599,3.5344,1 
0.3435,1.2096,1.8981,3.2881,2.1515,2.5079,0.2607,1.4314,1.6739,1 
-0.4829,-0.1639,1.3101,0.5956,0.9077,2.3957,2.1275,3.426,1.8622,1 
1.2737,-0.1817,2.3221,3.2993,3.99,0.8939,0.85,3.4763,0.4741,1 
-0.7889,0.9934,0.2615,2.5581,1.6838,1.5169,3.6847,-1.2869,1.918,1 
-0.612,-0.0739,3.5453,2.9881,2.7628,1.3644,0.5946,1.3107,1.2442,1 
0.0692,-0.4607,0.245,1.9177,1.2599,1.8788,1.8991,2.0234,2.2619,1 
-0.236,-0.8974,3.7193,0.282,0.7921,1.7479,1.9207,2.2572,3.0271,1 
-1.7634,0.805,2.2276,2.9303,-0.4618,0.9857,0.7043,2.4941,1.9737,1 
-0.9582,-1.7336,2.1739,4.2925,1.1422,2.5319,2.6695,1.1026,2.2528,1 
-1.2588,1.0803,0.9503,1.2491,3.4025,3.0193,4.0913,2.5196,1.6723,1 
0.7627,1.2139,2.4508,0.9252,4.0781,0.8142,1.3383,1.5288,0.0857,1 
-0.5261,-2.0999,2.3361,0.1857,2.3489,3.4071,1.0689,1.9665,1.9102,1 
1.3725,0.7678,1.5021,1.0956,1.6883,2.3451,0.6997,1.7455,1.3717,1 
0.5076,-0.4558,-0.437,2.5124,0.6775,3.6843,0.8431,1.8525,0.163,1 
-1.7616,0.2404,0.7813,2.0791,1.8792,1.7005,1.9041,1.618,0.8251,1 
-0.1045,0.7175,1.1573,2.2434,2.6607,2.3547,3.363,0.9731,1.8468,1 
0.8991,-0.7955,0.3272,1.3255,2.3066,3.8735,1.8832,-1.1105,2.359,1 
1.1175,-0.6201,2.7463,2.9362,1.7466,2.2374,2.2171,1.9862,0.5255,1 
-0.4659,-0.2186,0.2206,2.2803,1.2782,1.5113,2.1278,1.8364,2.2472,1 
-0.7461,0.3053,2.8896,1.3287,1.8628,4.5051,0.3502,2.4319,3.8926,1 
2.0371,-0.822,1.6042,3.283,2.0392,2.4133,1.8984,0.34,2.2509,1 
-0.3029,-0.4564,1.5548,0.1229,2.6791,1.3066,0.9247,1.0312,2.8489,1 
-0.6572,0.6007,1.5731,1.8268,2.2691,2.8898,4.3052,2.0288,3.1863,1 
-0.4504,0.6527,2.6986,1.6359,0.5194,1.4431,1.2322,-0.0211,3.0815,1 
0.1946,-0.651,1.8358,0.5035,0.2807,2.486,2.2067,1.1829,1.0581,1 
-0.113,0.2652,1.1758,0.9152,2.5445,3.0063,1.0496,2.4533,2.3865,1 
0.4797,0.6517,0.7155,0.9886,1.435,1.0448,1.3139,1.253,1.2399,1 
-0.2862,-1.8587,1.8104,1.9187,2.5133,0.8895,1.8952,0.3892,-0.3336,1 
-0.4523,0.0511,3.1426,3.2721,3.278,1.2784,2.616,0.7706,2.4447,1 
1.1465,1.1382,3.2772,2.3678,3.7321,1.9337,1.7489,2.2885,2.0915,1 
-0.8113,-0.0466,1.7042,1.825,0.5245,1.5986,1.7357,3.357,0.3678,1 
0.9112,0.1874,2.993,0.3921,3.1775,1.2817,1.7237,2.4061,2.0408,1 
0.075,0.7998,1.1151,3.0511,2.2562,1.2295,2.7945,2.0959,1.0889,1 
-0.8876,-0.0436,1.8998,1.9227,0.7031,1.6728,3.1935,1.651,2.1289,1 
-0.5914,-0.1119,0.6166,1.87,3.0872,1.2541,1.1252,1.6037,2.0054,1 
-2.5798,-0.7106,1.9951,1.7548,1.2552,2.3066,1.8458,2.6912,2.8031,1 
-0.5647,0.8204,1.6601,3.9834,1.7343,3.1,2.7712,2.7054,3.2406,1 
0.4887,-1.1069,1.8374,0.1366,2.3607,2.3195,2.6411,2.1497,1.9909,1 
-1.5478,1.8021,3.7588,1.7758,1.5342,3.2706,2.5373,1.5459,1.4075,1 
-0.0401,-0.0225,0.95,3.0911,3.5049,4.1115,0.7613,1.8039,2.287,1 
0.877,0.0396,1.5658,-0.3702,2.4449,2.2246,3.2909,1.2969,2.3169,1 
-0.0684,0.2421,0.6087,2.2415,3.0759,1.0677,2.8817,1.761,2.0196,1 
2.2023,-0.3652,2.0946,1.5206,1.9162,4.2032,1.0354,0.3899,3.3036,1 
-2.0632,-0.9526,0.6292,1.3356,-0.0393,3.1898,0.5445,3.0538,1.3987,1 
-0.3968,0.8959,2.5868,1.7767,2.1337,1.1838,2.6677,1.4646,2.7246,1 
0.1465,-0.0371,3.6762,2.3809,1.7418,1.5553,1.9594,3.0886,1.9161,1 
1.5798,-0.4394,2.3263,1.4984,0.6053,0.5623,5.1567,0.9656,1.3315,1 
-1.6682,0.1197,3.2404,1.7328,2.985,3.6139,2.3591,1.6482,0.7074,1 
-0.8802,0.2343,1.4378,2.0137,2.5023,3.1743,2.6393,4.3156,2.3118,1 
-0.443,-1.8627,1.0825,1.2239,1.2669,0.3466,1.6043,2.6419,2.7273,1 
-0.3211,1.3283,1.8282,2.0973,1.2771,1.8224,3.4975,1.6432,2.3547,1 
0.3048,-0.0604,0.6328,1.0125,3.1723,0.9736,1.5588,3.6734,2.3947,1 
0.5652,0.0136,3.9162,0.6839,2.0481,0.3687,1.6489,0.6782,1.7331,1 
-0.4162,-0.0292,2.8637,0.0655,1.2156,1.1829,1.515,3.3446,1.4817,1 
-0.1933,0.8448,-0.2539,-1.477,2.3826,1.0859,4.3228,1.728,3.7641,1 
1.8821,-0.6634,4.6679,2.9926,0.6218,3.7603,2.6019,1.1922,0.9111,1 
-0.0747,-0.4102,2.2766,2.8797,3.8124,3.6382,1.7461,1.9293,2.2344,1 
1.3662,-0.8445,2.3017,2.7509,2.3424,1.7616,1.7482,2.629,3.9804,1 
0.9643,0.3938,2.0798,2.1484,1.8765,0.5902,0.5621,2.8068,2.5723,1 
-0.8123,0.8252,3.2455,1.2508,1.5906,3.8184,1.3432,1.9891,3.2703,1 
-1.3652,0.1871,1.1268,0.7975,1.1314,2.718,2.5037,2.0838,1.9975,1 
-1.0484,0.8774,2.2975,1.3861,2.3699,0.9587,-0.098,1.8764,2.0356,1 
0.8698,-0.9516,1.2134,3.3138,0.3209,1.8117,1.0545,2.4199,2.4428,1 
0.6943,0.1538,1.6681,1.4488,1.317,2.9567,1.9614,3.064,1.9153,1 
1.1143,-0.5215,1.5124,4.8813,2.7921,0.9899,1.522,2.489,1.5636,1 
-1.5582,1.0047,4.6957,1.4489,3.197,1.8318,2.5221,2.5504,0.9884,1 
-1.061,0.7879,2.7017,1.1493,1.1606,1.3494,1.3056,1.6879,4.0981,1 
-1.2385,-0.0084,0.5763,0.1447,1.0036,2.3252,1.7748,1.9726,0.7721,1 
0.7026,-0.103,1.4637,2.6672,0.3389,1.8919,1.098,1.5235,0.9622,1 
-1.3277,0.3857,2.7455,1.0691,2.9363,1.4532,0.4776,2.7659,0.7622,1 
-1.0158,0.3197,0.9554,1.808,2.2212,2.5493,2.575,3.0428,3.7903,1 
-0.9936,-0.8675,1.9644,4.7136,3.8573,1.6647,1.97,3.169,0.6617,1 
-0.1846,0.36,3.2779,1.2748,2.0796,1.7026,1.3335,2.9309,1.7403,1 
-0.8037,1.1773,1.3082,2.9034,2.6724,1.918,2.9987,1.8052,2.3568,1 
-1.6925,-0.0718,1.3803,3.3012,2.7714,3.8115,0.3011,2.8842,4.3421,1 
-1.8226,-0.4195,3.0662,2.2693,1.0536,3.1609,2.5021,2.3688,0.1406,1 
0.6023,1.3733,2.9765,2.6663,1.8893,0.6688,0.3375,1.9739,0.2974,1 
2.0275,0.64,1.4861,3.6038,0.6508,1.8051,2.8016,1.6684,1.5136,1 
-1.6715,0.0874,2.1347,2.4521,1.9446,1.0213,1.7032,3.2005,3.518,1 
0.5394,-1.5164,2.282,4.0074,0.5527,3.6901,0.56,0.4968,1.0909,1 
0.3385,0.9336,1.9535,2.1424,-0.5448,1.4272,1.5529,3.7078,3.1818,1 
0.1464,0.0752,2.0068,2.6409,0.9266,3.2472,-0.0953,2.6951,0.7685,1 
-1.239,0.1367,2.6415,3.7855,1.2691,0.9205,1.9425,1.5864,-0.085,1 
0.6965,-0.7758,1.8985,3.56,1.5738,1.6638,2.3623,3.4563,1.363,1 
-0.729,-0.7921,1.4932,1.7928,1.5725,2.0745,3.0188,1.892,1.529,1 
-0.4486,-1.3454,1.4161,1.2189,0.6371,0.752,1.2566,3.4543,3.3712,1 
-0.4571,1.9575,2.9697,2.9623,1.4814,1.8503,0.3696,3.6924,2.4967,1 
-0.1802,-1.1361,1.7037,1.794,2.8607,1.4565,3.3428,2.9041,2.8391,1 
-1.1258,-0.5351,-0.2242,1.5536,4.1657,1.4186,2.2105,1.7698,1.6239,1 
0.6769,0.5346,1.3599,0.6011,1.9599,2.1544,0.8859,2.0962,1.971,1 
-0.1233,-1.1342,0.7784,1.9203,1.4845,1.5687,0.8994,2.7153,1.8985,1 
0.7923,-0.2515,3.8778,0.8576,1.1063,2.2521,3.1561,2.1013,2.9595,1 
1.1982,-0.4171,1.8953,2.4815,1.6784,2.1098,3.4726,1.4004,2.7184,1 
-0.5735,-0.6019,0.8276,2.0057,2.7726,2.817,2.7216,1.2251,2.0456,1 
0.6295,0.1467,1.664,2.5224,2.1809,1.3343,0.5238,1.4062,2.6274,1 
-0.8079,0.065,3.7473,0.8131,2.2163,2.1864,1.4289,2.8398,1.5164,1 
2.3513,-0.3312,1.293,2.2275,0.8001,1.485,3.149,-0.8576,2.6568,1 
1.342,0.7207,1.532,1.6811,2.1266,2.2499,1.3402,3.4603,0.7111,1 
-1.0058,-0.7484,2.053,0.4787,3.7306,2.8323,3.2017,2.1287,0.4096,1 
1.1971,-0.9941,0.5689,1.1422,4.1438,1.6718,3.1826,0.9117,2.4244,1 
-0.4034,-1.9667,0.334,2.2521,2.5626,0.4959,3.4797,1.7729,2.0019,1 
0.2443,-0.6594,1.4869,1.2467,2.085,2.6548,2.3606,1.2258,1.4559,1 
-0.1238,-1.4395,2.1557,2.575,0.7347,3.9025,2.1148,-0.418,4.4403,1 
-3.3893,1.5269,2.7494,0.6172,3.1296,3.0546,2.0443,3.8068,1.9524,1 
-1.0879,-0.0171,2.2015,0.6369,2.8004,2.0343,0.5211,1.8601,2.0069,1 
-0.3511,-0.3032,3.5134,0.0353,0.0845,3.2392,1.7243,1.9669,1.35,1 
0.133,0.0527,2.1381,0.8632,1.5992,1.6862,2.3385,2.4526,1.6141,1 
0.5,0.139,1.3885,1.5162,4.3011,2.3882,2.3822,2.9083,2.4552,1 
0.643,-0.032,3.7867,3.2274,0.3994,3.7087,2.1972,1.6676,2.3781,1 
0.3738,1.1998,1.9839,2.1498,1.3152,1.1944,1.743,2.2509,1.7536,1 
0.6327,0.6376,1.6107,3.9906,3.8874,-0.4612,0.9252,2.625,1.1491,1 
-1.1496,-1.8015,3.1202,3.8154,2.417,1.9968,1.0312,2.6382,2.571,1 
-0.14,0.958,1.8547,0.5382,1.9933,2.3515,2.6695,1.185,2.7845,1 
-0.4327,0.4164,1.6689,1.587,2.7683,1.5772,3.3557,2.2671,4.537,1 
-0.452,-1.1996,2.215,2.8593,2.093,2.5052,3.7328,2.8572,0.1863,1 
0.4316,1.2698,2.0886,0.062,3.0443,-0.1447,1.9672,3.3678,2.5238,1 
-1.1595,0.8712,0.9496,2.3787,2.4494,1.9118,1.7254,1.3544,2.6669,1 
1.4673,-0.123,2.3574,-0.2202,2.7619,3.6895,2.6783,0.6666,1.937,1 
0.3248,-0.9911,2.7625,1.747,2.0211,3.3508,-0.4899,2.3846,2.6502,1 
-0.7859,0.3676,2.3643,2.0734,2.3389,1.9204,2.1526,3.9419,3.1492,1 
0.6099,0.6092,2.1179,1.3815,2.4101,3.3712,1.4736,3.4004,0.6917,1 
-0.6351,1.9088,3.0573,2.3108,0.1525,3.1683,0.7867,1.496,1.7552,1 
1.049,-1.4981,1.7855,1.9556,1.567,1.3061,2.9511,3.6927,2.1189,1 
0.5122,-0.6327,1.2309,2.9264,3.2535,3.228,2.61,1.4791,2.4239,1 
1.1228,-0.2306,1.7827,2.6847,2.6048,1.7667,1.5402,2.3023,1.3688,1 
0.1608,0.3286,0.5412,2.7126,0.6397,2.9299,1.6739,0.791,1.6945,1 
-1.8898,-1.9637,-0.187,2.6019,2.1721,1.0407,0.3829,3.2761,3.0377,1 
-0.9956,1.416,4.4254,2.0009,3.8268,1.6269,2.2485,2.1722,0.4644,1 
-1.1121,-0.1414,1.8952,2.947,2.1754,0.0631,3.1589,-0.0511,4.531,1 
0.2578,-1.5466,2.175,0.386,2.2339,3.9618,1.1355,3.9258,2.293,1 
-0.9571,0.5189,2.449,1.4529,2.1424,0.4276,5.4582,1.5313,2.6488,1 
1.062,0.9544,2.824,1.3739,2.2374,4.2235,1.2596,3.1572,2.8961,1 
2.1615,-0.1069,0.8637,1.8252,1.8134,2.5061,0.7671,2.5247,0.1967,1 
-0.5785,0.6403,1.9485,1.2686,3.245,1.9439,1.2213,0.8829,2.8635,1 
0.3895,-0.2265,0.0584,-0.6617,2.2126,1.8577,2.7598,2.3235,2.7218,1 
-0.9125,-0.8394,2.9906,1.9871,2.347,1.2032,2.24,1.365,2.2087,1 
-0.9484,-0.0608,3.0328,0.2939,2.9721,1.9676,2.1515,1.7498,2.5116,1 
0.0841,1.7488,2.0168,1.7867,2.5194,3.0728,3.6073,1.5592,1.4049,1 
-0.0758,0.1524,2.2576,2.8609,0.3771,2.1138,1.7275,3.834,2.8924,1 
-0.339,0.3873,1.6257,2.2302,1.8178,1.5354,2.4574,1.7894,1.9834,1 
-0.9355,0.0417,1.6156,2.6598,2.0359,2.9197,1.9614,0.3627,1.5725,1 
-1.2657,-0.6234,-0.2011,3.374,1.217,2.9458,2.9036,1.4129,2.3445,1 
1.2579,0.6133,1.0721,1.5979,2.8306,1.2862,2.9619,3.5994,0.7741,1 
-0.3729,0.4036,1.1376,2.1763,0.7862,1.7495,1.4996,1.2961,1.0186,1 
-0.8713,-0.1591,0.139,0.9372,2.5618,1.431,1.9121,0.8625,0.4983,1 
-0.4776,-0.5859,1.1074,2.0991,3.0013,2.2772,2.507,1.0844,0.9598,1 
-0.5579,-0.0435,2.5121,2.6572,1.6557,2.5266,0.7741,2.0026,1.8998,1 
0.3457,1.7419,4.0078,1.653,1.971,1.4306,2.2315,1.0468,2.4871,1 
-0.0178,1.3716,-0.0778,2.5652,1.8316,3.3129,2.1597,2.0689,2.6106,1 
0.4954,-0.7326,2.4869,1.7996,4.0148,1.2682,2.1934,0.6204,2.5398,1 
0.6241,-0.4668,1.4092,2.1259,3.7249,2.3576,1.2642,2.4589,2.7288,1 
-0.4083,-0.2154,2.3675,1.4791,2.6973,1.5485,2.5217,0.8201,0.7702,1 
1.7089,-0.7746,3.5465,2.009,1.872,1.6223,0.9376,1.8515,2.8792,1 
-1.6491,-0.8397,2.1887,0.4134,1.303,1.9778,2.0327,1.211,1.9081,1 
-0.0649,-1.4219,1.4592,2.9039,1.5231,3.7529,1.5989,2.8384,1.3071,1 
2.8392,-1.6688,4.368,-0.3517,0.761,1.2866,0.8382,1.2283,1.5392,1 
-0.1936,-0.7777,0.4829,0.5527,2.0606,2.2497,3.0331,1.8274,2.6107,1 
0.0023,-1.0266,2.0948,1.5451,1.5692,3.9985,3.3054,1.9011,2.9573,1 
-0.5581,-0.5261,2.5562,2.4179,1.2766,1.8115,-0.271,3.5653,2.2179,1 
0.8045,-0.3828,2.6664,4.2964,1.5825,2.3015,0.8809,2.614,2.19,1 
0.8927,-0.8185,2.6503,1.9368,1.2805,1.4207,1.3171,2.0581,0.0834,1 
-0.1223,1.8224,2.2754,0.9993,1.1885,1.3799,2.367,2.4816,3.5809,1 
0.3189,0.0018,-0.1839,2.9354,2.3105,2.1005,1.0454,1.3509,2.175,1 
-1.1381,0.945,3.2524,0.7138,1.2994,1.3271,-1.2947,1.983,3.6367,1 
-0.1336,0.8885,3.9265,1.3049,1.3072,0.6059,2.6365,2.1805,1.5817,1 
-0.9093,-2.4661,3.3688,2.4909,1.8454,0.7542,1.388,2.1281,2.5298,1 
-2.6075,0.9589,2.2336,2.3787,2.86,1.04,1.0256,2.759,2.799,1 
-0.6806,0.7719,2.5598,1.1633,3.0063,1.8173,2.1163,2.4556,3.0079,1 
0.7168,0.0112,2.3381,1.5544,0.9294,3.9563,3.4557,2.5539,3.5269,1 
0.2977,-1.2142,3.0778,1.5213,2.0144,0.7543,0.8201,1.4988,0.6529,1 
0.9951,0.8503,3.5041,2.1814,-0.3891,1.5799,1.8095,1.5975,2.1728,1 
0.302,-0.5921,1.0675,0.6554,1.7157,0.435,2.4268,0.5619,1.3579,1 
-0.0514,1.3391,0.6276,2.3442,1.5445,1.1094,1.7899,1.9152,2.9188,1 
-1.7537,0.6113,0.7757,1.1339,2.5247,3.1994,2.7087,1.3271,3.2275,1 
2.3934,-0.9508,-0.3654,3.7899,1.7066,3.6198,1.0743,2.0567,1.2869,1 
0.9441,-0.5614,2.9166,2.2799,0.9698,0.5738,2.5802,0.9092,0.0101,1 
-0.0431,-0.9853,1.2657,4.0541,1.9412,0.7393,2.3206,3.1098,1.9383,1 
-1.7386,0.8918,1.9003,2.0787,2.5907,1.8266,0.9035,2.0794,1.3133,1 
0.7094,-1.1192,2.2731,2.1974,1.5935,2.0305,2.4523,0.3041,1.5391,1 
0.011,-1.3985,0.9681,0.8672,1.6053,2.7134,1.9773,1.2594,0.106,1 
0.8929,1.9898,1.2927,2.7206,0.4704,2.0879,2.1041,2.7257,3.423,1 
-0.0845,1.8963,2.9357,2.7127,2.7803,1.5232,2.3918,0.8481,1.8174,1 
0.3401,-0.8105,-0.0882,1.2292,1.2217,1.7459,-0.4065,2.396,3.304,1 
0.2463,0.5614,3.3066,2.972,2.6903,3.5032,1.0682,3.3289,1.6603,1 
-0.2487,1.3874,0.772,1.2162,2.3473,1.7143,0.8012,3.6455,3.0099,1 
-1.17,-1.384,1.6919,3.1533,3.7484,2.9863,1.4131,-0.2565,1.4928,1 
0.9875,-0.0425,2.2907,2.3433,0.4162,2.3648,1.547,1.5293,1.5087,1 
-0.1068,-0.8244,3.8436,3.0579,2.7729,0.6111,-0.1625,1.0465,3.7309,1 
0.4829,2.1533,2.0695,2.7163,2.9005,1.4024,2.0791,3.1253,0.7052,1 
1.8266,-0.3912,3.1609,1.4789,1.2923,3.2967,0.7931,3.3953,2.1418,1 
-0.1449,-0.1515,-0.0618,3.5846,3.0512,0.9472,0.6911,1.9349,0.7805,1 
0.9878,-0.4709,2.3377,2.718,2.0624,1.8753,2.9232,2.685,1.5302,1 
1.2714,-1.0763,1.3461,3.8232,3.0309,2.0173,2.7692,1.1088,2.1835,1 
0.5954,-0.7341,2.2685,2.2748,2.4749,0.6505,1.6111,1.7497,1.0425,1 
-0.7037,0.7553,1.8053,1.5107,3.4547,0.6322,1.5006,2.5559,2.9035,1 
0.2151,1.6138,2.1285,3.4406,3.4098,3.0491,1.2326,1.4966,1.3854,1 
-0.6921,0.9323,1.6277,4.1609,0.3791,2.1329,4.2075,2.14,2.4997,1 
-0.9009,0.1592,2.7086,2.3288,0.2951,2.2953,2.4981,2.2644,2.1473,1 
-0.016,-0.676,1.9349,1.0969,1.281,3.2478,1.4599,1.7257,2.0696,1 
0.7634,0.9436,2.4172,0.8176,2.6905,0.4561,3.1285,1.8639,1.1641,1 
0.7609,-1.7654,1.0661,1.7289,1.0779,2.9018,2.8426,2.5624,1.1389,1 
-0.7248,0.7864,2.0891,1.9057,1.2024,2.3419,1.1775,2.4019,2.5923,1 
-1.6927,1.188,0.2433,3.1151,1.6995,1.2068,3.3279,-0.57,1.407,1 
1.0208,-0.6773,1.5231,1.675,2.5147,0.5724,3.3796,3.2124,-0.1096,1 
-1.0914,0.5456,0.7078,2.118,1.1471,-0.4665,0.1986,2.3882,3.1853,1 
0.1356,2.0945,1.3393,2.0638,2.011,0.7095,2.0595,1.9149,1.4488,1 
-0.5691,-0.2997,1.3937,3.1933,1.73,2.1096,0.8152,3.2602,2.0371,1 
0.1293,1.0974,1.5248,2.0167,2.0154,2.4348,0.5584,1.3303,0.4091,1 
-0.1821,0.5674,0.7267,2.0428,2.3049,0.3442,2.6936,1.739,1.7292,1 
-0.4143,0.7042,1.5857,1.8652,3.3932,2.2297,0.0287,2.7849,2.7834,1 
0.393,-0.5147,2.3776,0.687,3.3562,2.0894,0.4767,1.5595,2.1805,1 
0.4738,-1.1951,1.0298,2.8432,3.7656,2.5967,3.019,2.058,1.9813,1 
-0.3094,2.739,3.7552,2.2682,2.0598,1.4239,0.2792,3.3051,2.4382,1 
-0.0868,1.547,1.8303,0.3011,0.7614,2.7072,1.7103,2.1423,2.2467,1 
0.0101,1.6623,2.7217,1.4825,0.696,2.3114,3.6274,2.1668,3.3841,1 
0.295,-0.2137,1.8766,0.2492,1.2085,-0.1151,3.129,1.1571,1.5692,1 
0.1472,-2.1569,2.0282,0.779,1.9579,2.5154,0.1476,2.7037,0.7161,1 
0.2816,-0.7949,2.8752,0.7018,1.5102,1.4577,1.2265,2.326,1.4467,1 
-0.3561,-0.1113,1.9088,2.9799,1.7216,2.1082,2.9142,2.6888,2.1423,1 
1.7193,0.9075,1.8296,0.4263,2.0356,0.9141,1.9382,1.9734,1.6524,1 
-0.7967,1.506,2.4898,1.0005,1.9981,1.6965,0.0087,1.0768,2.7057,1 
0.9652,0.0536,0.7438,0.2575,1.929,2.6049,2.9974,2.9576,1.9535,1 
