Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
5.8118,-0.115,2.7577,1.765,2.7116,-0.2837,1.6572,3.1953,1.8928,1.281,2.9991,2.4689,2.532,1.837,1.4871,0.3321,1 
4.3566,-0.9999,4.1668,1.6962,2.4699,1.9116,2.247,2.945,3.2743,1.7471,1.2459,2.8697,4.3898,0.0806,0.9254,3.3682,1 
4.8641,-0.1054,2.6355,2.7471,3.2147,4.166,0.7173,1.8114,4.1733,1.564,2.0712,1.0334,3.0047,2.7113,2.7025,1.76,1 
6.4725,-0.8869,1.5452,2.7709,0.3171,3.1931,1.7955,1.9344,1.1466,2.537,1.8356,3.3889,0.841,1.6946,2.417,-0.3468,1 
2.8924,-0.0492,3.5141,1.3887,1.8637,2.3217,3.2421,3.6306,2.8833,0.434,3.0178,3.0506,2.145,1.5117,1.9387,1.8895,1 
4.5852,0.2432,1.0709,3.7155,2.9433,2.6868,1.5244,3.242,2.1619,2.7362,3.2559,2.219,3.6944,1.6047,1.6003,1.0327,1 
5.2962,-0.9498,3.1537,2.7118,1.9825,2.3416,0.563,2.6352,3.2858,-0.3669,1.1832,2.4282,1.8338,3.6176,1.5292,-0.1814,1 
4.2374,0.9141,0.6025,4.4063,1.9272,1.0166,2.9346,3.6182,1.4884,1.7093,0.5624,0.0176,2.0509,1.8533,0.4011,1.0107,1 
5.8654,-0.5856,2.4462,1.9075,3.2058,2.9529,3.1379,3.9941,1.7698,2.1813,2.0814,2.9692,2.2612,2.0068,2.9605,1.2477,1 
5.3903,-0.8716,2.1821,3.1608,0.3443,0.4739,2.0822,0.934,1.3629,2.1685,2.757,2.0956,2.4247,4.3285,1.6412,1.1315,1 
5.4335,-0.4274,1.4661,0.6111,0.6891,2.8704,2.843,1.5451,0.7537,1.4433,1.9573,2.5723,2.4564,2.2099,1.2307,1.3155,1 
6.6734,0.6297,1.8746,2.0648,2.4461,1.6916,1.6173,1.5432,3.5132,1.1762,1.5154,0.2359,1.5074,2.6371,1.7623,3.5314,1 
4.5146,-1.1435,0.7767,1.4394,3.7901,1.1264,2.5701,1.5252,3.0731,2.999,2.3213,2.6367,3.0165,0.1165,2.87,3.5006,1 
4.3604,0.7023,1.2378,3.0906,2.0825,0.987,1.8894,3.363,1.4555,1.5919,2.6158,1.6971,2.1283,1.7157,0.9906,2.4645,1 
3.4977,-0.1427,1.9586,0.321,1.5576,1.8208,0.346,1.8093,1.6873,0.4156,1.6682,2.6277,1.2298,3.9369,0.9434,2.1314,1 
3.8273,0.7112,1.913,0.5018,1.3949,2.6681,1.7368,0.4205,2.8042,2.1338,2.721,0.4797,2.3588,1.9731,1.5174,3.4824,1 
5.8456,-0.5959,2.4978,2.1247,1.4233,0.373,2.3411,1.7422,3.5257,2.2169,0.2478,2.1145,2.4916,0.6599,1.6894,2.9284,1 
4.3216,-0.4266,2.7392,1.5373,2.2848,1.0019,1.6026,1.2018,1.5546,-0.1204,1.7422,4.0768,3.1587,2.6097,1.9811,-0.5403,1 
6.0045,0.1866,2.0598,2.5042,2.6241,0.8856,2.5219,2.0712,0.343,2.7247,0.992,1.5546,1.8896,1.5597,1.37,0.9746,1 
5.0441,-0.0907,2.7678,1.9208,3.6819,2.1767,4.0121,2.1971,2.0068,2.8499,2.0374,2.4676,1.4484,2.7678,2.4023,0.9278,1 
5.3901,0.1563,1.4742,3.683,2.6174,2.2452,4.3184,3.3083,3.1071,2.696,-0.236,2.8707,2.091,2.4807,2.7911,0.7983,1 
5.1677,-0.9396,2.8376,2.3556,2.2144,0.4258,2.16,1.2011,0.4605,2.0414,1.1503,3.2888,2.4248,1.418,2.4953,2.1862,1 
3.6341,-0.5403,3.5096,3.0327,1.969,1.7546,4.8418,2.3343,2.786,2.2546,1.7513,2.2459,1.1922,2.512,1.4429,2.7635,1 
5.3623,0.1603,0.484,1.7713,0.6658,1.3138,4.3467,1.2167,2.3755,3.1865,0.6863,2.4285,3.1072,2.0649,2.1928,-0.2484,1 
5.5126,-0.6174,2.5069,3.1419,1.6257,4.2068,2.106,1.257,-0.1171,1.2597,1.472,0.7567,1.7528,1.9862,2.611,2.0595,1 
5.6382,-0.6137,1.7172,3.502,2.148,2.556,3.2176,1.4858,1.6146,1.61,1.76,3.0505,2.8815,1.2979,1.3393,1.8318,1 
6.212,-1.5091,2.2018,3.2524,0.7694,2.6443,2.5208,2.4557,0.1593,2.4998,1.147,2.6695,2.1432,1.9782,0.989,4.5067,1 
5.3205,-0.1864,3.2344,2.2044,2.6458,1.9558,2.9696,2.4286,3.0487,2.4132,0.4906,2.9659,1.7239,2.6344,1.4456,0.2492,1 
5.3478,0.5321,1.8362,0.7034,3.6015,2.4706,2.1671,2.8255,2.8452,2.4617,1.2278,3.6673,1.9333,2.1727,1.5713,2.02,1 
5.1089,-0.3638,2.4936,1.4217,1.7915,1.4956,3.9703,0.496,3.0049,1.5239,1.6049,2.3983,0.8887,1.2512,1.157,2.2784,1 
4.5312,-1.1796,2.2284,1.5911,1.4089,2.7438,3.3119,3.0479,2.6074,2.4588,1.6453,2.1327,2.5897,1.7188,1.1615,3.3011,1 
5.3414,0.5067,0.9475,0.2344,3.1267,3.3746,0.7277,2.1931,2.4097,1.7979,1.3768,0.3279,3.7559,0.9283,1.6781,1.1399,1 
4.0247,-0.3639,2.3018,1.4697,1.4953,2.1378,2.5969,1.6007,2.1639,2.4459,2.6665,3.342,0.0896,2.6084,-0.1315,2.602,1 
6.1843,1.3074,2.7415,1.9118,0.8634,2.6035,1.917,0.5679,1.5263,3.3117,4.2627,2.944,1.5243,1.627,2.7663,1.1908,1 
3.9485,0.9087,1.82,2.7106,3.7335,1.0565,2.5413,2.6213,1.8001,2.3505,1.0565,1.4376,1.6569,2.3414,2.899,1.7845,1 
4.7498,-1.3442,2.7147,0.9251,0.803,0.2435,2.9932,2.0435,2.2743,1.8996,1.7157,1.8473,1.4459,2.1413,3.2638,2.4552,1 
4.8064,-0.6672,1.7233,1.8154,1.5194,4.1601,2.1779,4.6059,3.6958,0.0725,0.0969,2.0021,1.0251,0.8798,2.9619,0.852,1 
5.349,-1.0135,2.9469,0.6687,0.6742,3.2666,2.5758,2.7151,1.9848,1.0915,3.0296,2.0209,3.2444,0.8618,2.4227,2.2004,1 
5.6594,0.1763,2.7766,-0.3264,1.5233,1.9615,2.8661,2.1079,1.2014,1.8556,2.1064,1.9374,2.853,0.7037,4.0095,2.7776,1 
5.7469,1.3598,2.218,1.7673,2.0974,2.6372,3.0286,1.4354,0.3554,2.0101,3.7811,1.2303,3.4867,0.0476,1.9211,0.0375,1 
4.9956,0.2081,2.1322,1.3068,-0.2135,0.6513,2.0716,0.2791,3.168,1.2946,3.2193,1.323,3.158,2.0185,1.2276,1.407,1 
5.5259,-0.0199,3.3631,2.0692,2.5751,2.8467,1.1619,1.1722,2.8602,4.2405,2.8305,1.4545,1.9832,0.9652,2.3435,3.6726,1 
4.2324,-0.4823,2.7794,2.4426,2.606,0.1611,3.085,3.0983,3.6163,1.5469,2.6135,2.6886,1.9186,0.7534,2.858,1.5885,1 
3.5414,-0.0974,0.6293,3.6012,1.8546,1.9282,1.3285,2.0334,2.2344,2.0452,1.5869,1.7133,2.3559,0.7798,1.7697,3.4017,1 
6.055,-2.0385,1.1047,1.6593,1.3281,2.4679,3.0633,2.0175,2.9229,1.0677,0.3195,1.6439,2.1997,2.373,2.3177,1.1698,1 
4.2078,0.4082,1.8687,1.8536,1.725,3.9942,3.461,2.3642,1.1593,2.7472,2.9827,1.5046,1.9828,1.8716,1.3429,1.4964,1 
5.2117,0.197,2.1962,2.3241,0.9222,2.2292,2.6013,1.277,1.2098,0.38,1.7688,2.7496,2.0617,2.733,0.7083,2.101,1 
4.8069,0.6897,1.8063,2.9678,2.2646,4.2301,2.608,3.3216,2.1259,0.9565,0.8582,1.9385,0.1479,2.0755,1.5767,1.9692,1 
5.029,-1.7414,1.3039,4.6986,0.5377,0.9314,0.5842,1.3279,3.2067,0.7493,1.1543,3.0946,2.682,1.5284,2.6696,0.729,1 
4.5009,-1.4701,1.6958,1.8923,1.1638,0.6688,1.7268,4.1812,2.9597,3.0725,1.103,2.4122,1.2808,2.7614,1.5924,4.0442,1 
4.884,-0.8097,1.9129,2.4393,2.2907,2.515,1.0003,1.8186,1.8021,1.6245,2.6058,0.7469,1.0437,1.3858,1.5216,1.262,1 
4.8992,-0.3237,2.4363,1.4937,2.7653,2.9561,1.9617,2.024,1.4123,3.3623,2.311,2.2714,1.494,0.8481,2.7972,1.8939,1 
4.6735,-2.0661,2.7316,2.6347,2.8986,0.0056,2.5179,1.866,2.276,2.8853,2.1208,1.9556,2.8654,2.6511,0.8668,-0.3162,1 
3.5034,-1.0357,1.1433,3.0718,0.8588,2.0362,1.3827,1.6701,1.3742,1.3089,2.9875,2.3598,1.7984,1.4361,3.1768,3.134,1 
4.3279,-1.0245,4.0915,0.9757,2.8763,1.834,2.7785,3.7883,2.7588,2.771,2.6179,2.3889,1.2378,2.8438,3.2035,2.4205,1 
4.8561,0.4833,0.0641,2.5479,0.8984,0.9361,2.5503,-0.4273,2.7368,2.649,1.6369,1.596,2.6814,3.4295,2.4519,2.9076,1 
4.8625,0.5405,3.2704,0.6789,-0.1038,1.9352,2.1188,1.217,2.0769,2.0924,3.0445,2.472,3.3112,2.4986,3.1098,1.0531,1 
5.5075,-0.6686,2.1683,2.1112,2.4743,0.7821,3.1679,1.7783,3.325,1.4978,3.5588,3.0313,0.4816,2.7478,1.7912,-0.628,1 
5.2871,0.0507,1.3709,1.7654,2.667,1.7285,2.4189,2.3186,2.4215,2.4616,0.9054,1.5017,2.9975,3.245,2.8378,2.9433,1 
4.2695,-0.9452,1.5065,2.8953,2.252,3.8708,2.7992,1.2702,0.6892,2.5728,2.2061,3.7595,3.4343,2.9247,2.4628,1.6779,1 
5.2535,-0.0416,3.9853,0.7681,2.0467,2.6053,0.9074,1.5033,2.7037,1.6938,1.2128,0.0818,1.3786,0.9776,2.5625,2.0465,1 
6.3156,-1.8574,1.6733,1.583,-0.3545,2.0735,0.1197,2.4324,1.2416,2.5562,2.6532,1.2005,1.6299,1.5207,1.7515,1.8362,1 
5.5074,2.227,1.9866,1.3024,1.0519,3.4143,1.7032,1.7472,2.9509,4.1847,0.5533,1.9173,2.0455,2.4993,2.9113,2.1867,1 
5.5682,-1.1357,1.9786,1.9362,3.0185,2.2024,2.5588,3.5124,2.9312,3.1648,1.9332,3.6218,1.5891,-1.3601,1.4011,0.9937,1 
4.3111,-0.719,2.0052,1.2389,2.5532,-0.0622,1.5095,1.7118,2.6172,0.8238,0.5003,2.0011,2.2229,0.8977,2.1826,2.2312,1 
5.5761,-2.0728,3.6513,2.656,1.1372,3.4412,2.7061,1.6744,0.6567,1.5222,1.9092,1.0344,1.0933,2.7753,2.1092,0.5521,1 
4.7172,-1.1608,2.0529,1.8629,3.6048,1.5234,2.9378,1.1163,2.6986,0.9898,0.7581,0.7502,1.4754,1.4557,0.4011,2.1216,1 
4.5929,-0.3978,2.2304,1.6378,1.5046,1.76,2.5258,1.6791,3.0328,1.4133,1.0362,1.1152,1.8521,1.3884,1.0171,1.0571,1 
4.9322,0.7038,1.6673,2.5945,1.0318,2.9285,1.3585,2.582,2.4624,1.9595,1.0874,0.8895,2.4896,2.395,2.4137,2.1202,1 
4.2135,-1.518,2.7796,2.6103,2.5193,1.938,1.1805,3.5962,2.3108,4.5543,3.0257,1.5792,1.2907,1.2447,1.4574,1.958,1 
5.0359,-0.3993,1.9585,0.369,2.613,1.492,0.7104,0.9797,2.312,1.6343,4.5181,1.1756,1.3144,1.3261,1.0738,1.1995,1 
6.987,-0.5741,1.9471,3.4367,1.8895,3.2845,3.1628,1.6918,1.5305,3.6296,2.044,2.6803,3.9802,3.0881,2.5168,1.1089,1 
3.8341,-0.6243,2.6349,-0.7078,2.1776,3.2896,0.7814,1.5863,1.5109,1.2878,1.7895,-0.0583,4.148,2.8064,1.0262,2.5339,1 
4.498,-0.186,1.6203,1.8595,1.307,3.0878,4.125,3.5012,1.3096,4.2655,2.3696,2.8055,1.6225,2.5893,2.5339,3.2568,1 
5.535,-0.6796,1.5175,0.8754,1.9609,2.6048,2.6978,0.9704,3.0887,4.3007,3.9192,3.0105,2.5635,1.6539,4.3624,0.2274,1 
3.4658,-0.492,1.5302,1.1695,0.8291,2.3926,2.6392,1.9019,1.0607,0.6318,1.4003,2.8306,2.556,2.7839,1.8108,2.4977,1 
5.18,-1.0546,2.1406,2.3899,1.5978,1.571,1.8694,3.972,2.7237,1.1438,3.3899,1.516,3.8786,3.1869,1.7395,2.4398,1 
5.7887,2.1396,2.6384,1.643,2.522,3.4168,2.7781,3.3838,1.6037,1.3281,2.2358,1.2027,2.7649,1.3489,1.8399,1.0792,1 
4.9036,1.1336,1.3163,3.9857,1.6469,1.812,2.0255,2.3629,1.8059,2.2645,3.6989,2.4699,1.7361,1.9693,3.4641,1.8711,1 
6.5349,0.4435,1.5392,3.0096,2.1154,1.1428,0.9916,1.2645,2.8088,1.7669,1.342,0.7094,1.9496,3.7912,1.275,2.7224,1 
* 
0.7636,1.2202,1.1422,3.2863,0.5668,3.1435,2.4071,1.7874,3.1164,2.7127,1.1841,1.9153,4.4063,1.6393,2.1976,1.6336,1 
2.2688,1.4821,2.0402,1.4079,0.9849,0.9264,1.6862,2.8923,0.4922,0.1151,3.1992,2.7009,2.4477,4.3753,2.2236,1.8877,1 
2.3327,-1.9563,3.3194,2.3438,2.2064,2.8854,2.5802,3.8171,2.674,3.2008,2.4769,2.0963,2.1685,1.8,3.5504,3.4377,1 
1.4867,0.701,0.7551,1.1847,2.3426,0.8881,3.4857,2.1637,1.9627,2.8473,3.1036,3.6173,0.9175,1.6482,2.0588,2.8967,1 
0.434,2.727,4.1359,1.3203,1.651,1.9873,3.2452,1.6678,2.0864,2.3564,1.6125,2.036,1.8135,0.2143,2.7565,1.934,1 
1.3561,2.4965,2.9902,2.1914,2.1174,0.233,2.6656,3.0191,2.8812,2.7885,2.7635,2.2694,0.4228,3.4038,1.2179,0.6501,1 
3.0031,2.4127,1.3801,1.7425,3.5133,2.1407,1.6024,1.3602,0.6224,0.7653,2.7974,2.6902,0.0048,0.0758,1.9938,0.8045,1 
2.9857,2.1699,0.4455,1.4588,1.6928,1.7368,3.4894,1.9067,2.2365,0.8087,2.852,-0.0455,1.9749,3.0108,1.2741,4.1541,1 
2.7486,1.7158,2.3603,1.8278,3.5898,2.8697,3.7179,1.2257,2.6751,2.0526,3.6047,0.8529,0.5506,1.2907,1.9794,4.1067,1 
4.2821,3.947,1.4856,0.7195,1.4837,-1.0787,1.1922,1.2278,1.1378,3.3303,1.1283,2.5993,0.2991,2.2084,2.4051,2.6704,1 
2.299,0.0725,2.5472,2.305,3.1219,1.8729,1.1808,-0.0201,0.7076,2.5365,1.2016,3.3447,2.8666,1.9903,3.9079,2.3448,1 
1.7488,0.4542,1.1966,1.1908,1.9716,1.049,2.7459,1.9431,-0.6112,1.7685,0.6997,1.7445,1.7829,0.7146,2.8808,2.1029,1 
1.5418,2.4914,0.372,3.467,2.7411,1.667,3.152,0.9411,-0.717,3.3337,2.2882,2.6444,-0.4985,2.0172,4.3345,1.4045,1 
1.4177,2.431,1.6155,3.4852,2.1707,2.2046,2.6811,2.697,2.7148,3.0927,0.8081,1.4904,2.2265,2.8276,2.2327,1.8903,1 
1.6348,2.4346,3.354,1.8613,2.6936,2.4229,1.5669,0.6138,-0.3505,3.3552,1.2103,2.8996,2.6463,2.6208,0.8418,1.9182,1 
1.9157,3.0437,3.0415,1.467,0.9443,0.9345,0.6302,1.4028,2.2583,3.5606,1.9925,2.9562,1.7866,1.9351,0.9887,2.0335,1 
4.5548,1.4747,2.5796,1.1208,0.059,1.4995,2.3352,1.6091,1.7176,0.56,2.0089,2.9308,3.1357,-0.1586,1.6734,3.3116,1 
1.285,3.2145,1.3814,3.2058,2.0809,1.455,3.2107,1.3037,0.9667,1.8198,0.2298,1.4322,1.0533,1.7368,2.5548,2.3701,1 
1.5841,1.8539,0.9749,1.4283,-0.1914,2.386,0.1695,2.0357,2.3358,3.1295,0.5206,2.4778,2.6892,1.0911,2.8443,1.9941,1 
2.7582,2.8306,4.4985,1.4434,3.0727,-0.1732,2.1654,2.4183,2.9271,-0.4237,2.3335,1.8896,4.2858,3.2603,2.3301,2.2129,1 
2.5273,3.1195,-0.4115,2.8558,0.7355,1.3384,2.2077,0.5026,2.4936,2.2453,2.4127,2.2208,2.2761,1.3478,2.3495,1.5279,1 
2.1617,3.0878,1.3683,1.7533,2.699,2.952,2.1591,1.931,3.0471,2.0457,1.4112,2.5846,4.7916,1.0374,2.8006,1.7215,1 
3.4036,2.7402,2.3952,1.8614,1.1948,1.4643,2.6537,0.0935,2.3987,1.6928,1.3519,3.8982,4.4521,-0.4499,3.7413,1.6826,1 
1.0518,2.8598,4.3344,1.6778,0.6473,3.3268,1.925,1.2964,2.9011,3.6423,1.7506,1.3663,1.3262,1.6719,2.0157,1.071,1 
2.938,3.5894,1.8367,-0.059,2.559,2.7161,1.7346,1.2683,3.3369,1.2875,1.5457,1.2759,3.0857,2.5859,3.0092,1.5351,1 
-0.3269,2.0906,2.3415,1.4305,2.6671,0.9593,3.279,2.9082,2.5671,3.0409,2.2367,0.4702,0.7394,2.7779,1.5558,2.4332,1 
-0.3754,-0.3874,1.9908,2.556,2.466,0.103,2.948,1.2344,1.416,1.2472,2.7309,3.5084,0.7843,2.8023,1.4639,2.9465,1 
1.4407,1.1292,1.8682,0.9094,1.7661,2.3779,1.7577,2.2524,1.7298,1.4574,0.6125,1.133,3.9886,1.8922,1.7793,2.4352,1 
1.6734,1.2545,1.3897,2.6855,0.7686,3.4359,0.8198,3.0176,1.4927,2.445,2.3316,1.7243,2.2342,1.8216,-0.2133,3.8935,1 
2.0244,1.1102,1.1704,1.3347,0.986,3.2225,1.5703,2.373,2.3032,2.008,1.8733,1.7852,1.6457,0.6942,2.5504,3.3594,1 
1.4185,4.0031,0.8268,2.4823,3.468,2.8284,4.2645,1.3032,1.0065,3.6083,2.7728,3.7094,1.0895,2.7306,2.9476,1.73,1 
1.8355,4.4414,3.0962,2.5759,2.5552,3.7934,3.0394,1.8625,2.1145,1.55,1.2235,1.0914,2.1192,1.6685,3.2338,3.781,1 
0.8649,3.6243,3.2167,4.2799,3.1256,3.2786,1.2853,1.8884,2.387,1.5102,2.0438,4.837,0.6263,2.0166,1.6161,2.2035,1 
2.0362,1.1666,1.9929,1.4438,2.4187,-0.6871,0.2198,1.449,1.0181,0.5419,0.6052,1.2523,1.4547,1.5987,2.6451,1.3058,1 
2.6328,2.848,1.3168,2.3405,3.2219,1.0696,1.896,1.2506,3.6099,1.9382,2.9285,4.0696,3.7792,-0.1089,1.4555,2.3855,1 
3.0056,2.3085,2.9067,3.2132,1.8631,2.8566,4.1783,0.5522,1.3928,4.0586,0.7119,1.2132,3.754,0.307,2.4603,2.5515,1 
1.8003,2.1158,1.628,1.8536,0.318,0.9935,3.2136,1.3579,2.2259,2.3019,1.7021,3.4977,1.6736,1.817,2.3508,1.5121,1 
1.8008,2.106,2.07,3.1006,2.162,2.3976,1.3476,1.2566,2.6468,-0.3889,2.0759,1.1003,3.2447,1.8864,0.8617,1.8203,1 
4.9092,1.7184,2.5877,4.2589,2.7235,2.4535,1.7782,2.9525,1.7706,2.6947,2.7068,3.5874,1.6518,1.5874,2.5463,1.6333,1 
1.6023,2.3743,2.3492,1.7884,0.8709,2.6652,1.8455,1.5021,0.1206,3.5102,2.9799,0.6196,3.8569,2.2893,1.6112,1.795,1 
1.4464,1.087,1.5418,0.2868,1.8887,0.3656,1.5138,2.1368,1.7968,1.3591,2.7958,1.8138,0.5993,1.9607,2.2968,2.7653,1 
-0.2732,3.1531,3.4803,0.6014,1.0337,1.9849,2.514,1.8502,1.4888,2.0973,2.827,1.659,2.0053,1.5593,2.2794,3.4075,1 
3.6852,1.1112,2.5938,2.1985,0.3434,0.4103,4.6855,2.4326,1.3659,1.8803,0.7249,1.3038,3.065,2.7708,3.048,2.0927,1 
-1.5199,1.9538,-0.1429,0.2006,1.7388,2.0214,2.8373,1.8918,0.2265,1.3299,2.228,1.9168,1.732,2.8724,3.6157,1.4862,1 
0.6952,3.6094,1.2313,0.9627,2.3844,3.3068,2.6205,2.0629,4.6604,2.5834,2.3364,1.3249,2.1978,1.0113,1.9807,1.738,1 
1.3464,3.0359,3.9278,0.0637,4.4539,4.1316,2.6572,1.5526,1.0731,3.3263,3.181,1.3241,1.5508,3.099,2.9671,3.4915,1 
2.9132,0.966,2.1529,2.7429,0.4559,2.8137,2.1196,1.566,2.7897,0.786,3.3513,2.041,3.2265,2.4787,2.4922,3.6839,1 
2.5046,0.7136,1.5576,0.5628,2.3433,1.0776,2.2491,1.6906,2.729,1.9099,3.1966,2.7926,3.7115,3.447,0.3884,1.6412,1 
2.8112,1.8135,0.8489,1.6469,1.8919,2.4042,2.6297,2.9349,1.1128,2.7353,2.1668,2.4881,1.7294,3.1667,3.4434,2.2844,1 
-0.252,1.8756,1.0555,1.4333,4.2708,3.2614,2.0874,1.5043,1.6638,2.5837,1.6822,4.1192,3.1843,2.5949,2.2689,1.8893,1 
2.8764,2.4978,1.939,3.1108,3.0286,2.1634,1.3347,1.3058,1.7121,2.5063,1.2849,2.8978,2.0332,3.5597,1.1954,2.8854,1 
2.4626,3.2682,2.958,3.3832,1.6916,1.3288,2.0913,3.0144,0.7803,3.3454,2.748,4.1961,0.6511,2.5573,0.4722,0.0619,1 
1.84,1.9577,2.4284,1.1909,3.24,1.0171,4.1251,2.2298,1.1493,2.7766,2.8921,2.0659,1.9954,2.3227,1.8675,1.783,1 
2.638,0.859,2.014,2.4767,2.2427,1.4999,1.8873,0.624,0.9346,2.0445,3.9549,1.2424,2.787,1.0929,1.6224,1.906,1 
1.8302,1.6261,1.5616,2.3108,2.271,2.509,1.2574,3.8315,3.2704,1.3477,3.2938,4.9078,1.5606,1.5396,3.1721,2.5388,1 
0.6645,2.163,2.8586,3.0176,2.8353,2.294,2.6888,2.183,0.4851,2.8602,1.3337,1.7711,0.963,3.135,3.3015,1.3266,1 
2.3765,0.0465,2.7177,2.218,1.791,2.286,1.5901,-0.1343,2.6971,3.6118,2.8545,3.283,3.4576,2.4075,1.6702,0.6112,1 
2.6143,2.5802,1.2861,2.0294,2.5876,2.7757,4.7613,0.2519,2.5697,2.9646,0.3786,2.0455,2.4961,2.0571,1.5316,1.5217,1 
2.6922,0.0989,1.4731,2.7064,3.1196,3.3506,1.3792,1.7164,2.8572,0.4281,0.803,0.9731,2.9499,1.4309,1.9532,1.624,1 
2.1731,1.1367,1.7405,1.5356,2.4487,1.9763,1.5948,2.8961,0.6137,1.3228,2.6695,2.6232,1.4339,1.8974,2.5807,3.791,1 
2.8687,0.563,2.2398,2.8267,0.7634,1.5821,3.1753,1.5169,2.7748,2.0887,2.9808,0.8562,3.0363,1.8392,2.1701,3.7724,1 
0.5716,4.0125,3.5234,0.5216,1.4396,0.7921,0.6549,2.4131,1.2036,0.9163,0.7913,1.2196,2.129,3.5986,3.0074,1.3755,1 
0.957,1.4257,1.7784,1.6221,2.962,3.0179,1.236,3.1522,1.33,3.3296,2.2081,1.353,1.2228,2.2653,2.8847,1.6047,1 
2.1125,2.176,0.4498,1.8198,2.7549,2.5554,3.1275,1.2288,0.8399,2.6557,3.0601,2.0642,2.1362,1.406,1.5589,1.7323,1 
-0.3734,3.3469,1.4889,-0.1937,1.6597,0.5823,2.9132,2.5651,2.4449,-0.1529,1.8391,1.7113,2.2126,0.2349,0.5789,2.2468,1 
2.2745,1.7931,1.2275,1.7508,-0.394,2.3995,2.7025,0.5707,0.6338,3.9954,2.2781,1.2418,0.4367,2.4773,2.59,4.3471,1 
0.5255,2.799,2.2573,3.3284,0.4435,1.8044,0.4288,1.7205,2.7323,2.0528,2.7768,1.4336,3.4173,1.518,3.4552,1.4579,1 
1.1565,2.0277,2.65,2.6252,4.458,1.1548,3.0261,1.503,3.4845,3.4048,0.9016,0.2034,3.0327,1.4641,1.6671,3.1479,1 
