Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
0.3606,10.323,1.1502,0.9529,0.7833,0.416,2.5328,0.4689,2.3526,2.5035,1.9116,0.4186,2.9253,1.3108,2.372,2.1226,1 
3.265,10.8779,1.9883,3.2884,2.8895,2.9388,1.414,1.1901,4.0939,1.9021,1.9267,1.4165,2.4589,1.6132,1.4999,2.1337,1 
2.6138,11.7845,3.6188,1.9508,0.6022,0.4787,0.4772,2.7087,3.0159,1.7197,0.8887,1.7231,2.3072,3.7441,3.0741,2.6511,1 
4.0622,11.0137,1.5266,1.9872,1.6625,2.7237,0.7038,2.9067,3.1773,0.8296,1.1222,1.7492,2.2872,1.2354,3.8694,2.7689,1 
1.7829,8.4391,2.2764,1.8176,2.2181,2.0065,2.9408,0.8321,3.5726,1.4754,2.9439,3.4799,0.5308,0.8922,0.6206,2.1003,1 
1.406,9.0193,5.0742,2.2402,-0.1956,2.7607,2.6306,3.4761,1.872,2.0011,-0.1926,2.9343,1.1886,0.698,2.2731,-1.4546,1 
0.5765,11.169,1.5372,1.7451,2.7579,1.6483,2.2508,1.3765,2.6845,1.7808,2.8637,1.6082,1.0642,1.2759,2.8837,1.7676,1 
2.8569,10.2432,1.3626,0.5163,3.1693,1.3537,3.6217,-0.2988,0.8263,1.2241,2.819,1.0421,0.4531,1.854,3.0816,1.786,1 
2.561,9.0653,1.5791,2.0046,0.6451,1.9212,2.4866,1.0584,1.8932,1.7963,0.9282,1.6479,1.2026,1.6373,2.8959,0.5878,1 
0.6771,9.9986,5.053,3.1399,2.6456,2.6632,1.6408,0.6812,2.6155,3.0065,1.5831,3.5473,0.4702,1.2706,1.921,3.7584,1 
2.4889,11.3781,0.3477,2.3928,3.2577,3.4304,0.1056,2.8912,3.635,1.8321,3.5111,2.0998,-0.6523,3.298,-0.1238,0.6323,1 
2.5645,11.1393,3.6142,1.3253,2.0658,2.2327,1.8011,1.1569,0.606,1.2762,2.3469,1.4632,2.5507,2.7419,1.17,1.8246,1 
1.4518,7.6825,0.678,2.4736,1.8299,2.5276,4.5384,2.7672,1.567,1.405,2.5979,3.1113,3.4375,1.2516,0.4745,1.0458,1 
1.6019,9.3331,3.1695,3.6447,0.4307,1.2905,2.4739,2.9324,1.5507,2.101,2.3023,1.4781,0.7343,1.3075,2.3311,1.0964,1 
2.2316,9.7377,2.4814,2.4833,2.7718,1.0767,4.2505,1.9845,1.1861,2.8604,0.5284,2.5612,1.6177,1.7846,1.1409,0.9551,1 
1.5817,9.387,1.1433,2.4512,2.1855,1.7301,2.9793,1.5724,0.7467,3.2161,0.0121,1.5025,0.5255,2.4469,2.4753,1.2956,1 
2.6635,10.0177,2.5469,1.821,1.9556,2.4664,2.318,3.4761,2.3773,1.655,4.3755,4.0305,0.123,2.4567,2.81,1.3589,1 
1.2636,8.8514,2.3064,1.9782,1.7164,3.4953,2.1509,2.5144,0.3226,1.5714,2.3766,1.8699,1.5728,0.859,3.4838,0.854,1 
2.6243,10.3728,2.111,1.6793,2.1047,1.7071,0.7809,3.1614,3.3039,2.401,0.4298,2.9073,2.823,2.583,1.8121,1.0815,1 
2.1144,13.0446,1.8193,3.1765,2.8677,2.7226,4.2644,0.5909,2.764,1.9201,2.2114,1.2708,-0.1246,1.9244,0.2043,1.8112,1 
3.5008,8.5153,1.7084,2.8526,3.5569,2.1608,2.9193,0.6746,1.9098,3.2599,3.1925,0.9122,1.0574,1.1455,2.633,2.1462,1 
1.3642,10.9703,0.352,1.2612,1.4504,2.394,2.0765,2.2885,2.1539,1.1911,2.3258,1.0471,2.1097,3.8813,2.5174,1.07,1 
1.1432,9.7011,1.3558,1.3022,1.879,4.5589,1.614,2.039,1.7763,1.4175,1.8106,1.8914,2.033,2.7726,0.7059,1.324,1 
-0.0894,9.8627,0.5071,2.2787,2.6608,2.546,3.268,1.0168,3.069,1.7653,3.5817,1.4277,2.179,0.855,2.7334,-0.958,1 
2.3604,10.8844,1.3801,3.2628,1.3261,2.3356,3.1028,3.1462,4.2522,1.9423,1.4826,2.5081,0.1403,1.0484,1.2998,1.9762,1 
3.8982,9.671,2.7432,2.0136,2.5832,2.6687,1.4752,3.5074,1.9072,2.1782,2.4323,2.5954,4.0998,3.557,1.4383,1.8608,1 
1.9251,10.0844,3.2816,2.3272,2.6655,0.6293,0.9428,2.7665,1.4245,2.0601,2.4346,3.1802,2.2129,0.125,1.5274,2.6779,1 
2.6798,8.2884,-0.7291,3.5762,1.2103,2.1081,0.9148,1.7173,1.6394,1.036,1.9735,1.0886,2.1719,1.5715,1.3351,1.3536,1 
2.3033,9.8173,2.3699,2.7435,3.3248,1.5019,2.0986,3.2903,2.4721,2.5636,2.458,1.9433,2.1118,1.4535,2.4726,2.9771,1 
2.4628,8.86,2.7519,1.5815,1.5211,1.5928,2.6535,3.8654,1.7703,2.5504,2.1333,1.4789,1.3599,-0.1533,2.1292,0.8081,1 
2.3401,9.6042,0.8941,2.0414,1.332,1.2468,2.1326,0.4094,2.0779,2.2161,0.835,0.6463,0.8181,2.0363,-0.3013,2.8479,1 
1.4755,10.2128,2.118,0.941,2.1627,1.1395,1.3679,2.7695,1.8751,1.6366,0.6989,1.7607,2.0535,2.8999,2.1112,3.0888,1 
1.0652,10.5972,2.666,0.494,0.5582,2.3701,3.0264,1.832,2.2075,1.6035,0.9926,2.6414,2.7722,1.551,1.865,2.1604,1 
0.7011,12.2082,1.1592,1.075,1.8508,3.0012,1.7289,2.2767,1.6199,1.979,2.0981,1.5006,3.1064,1.8523,1.3625,3.0063,1 
3.0216,10.209,1.781,3.5207,3.6882,1.7709,0.395,2.5164,3.0303,2.4841,1.3191,0.693,1.2562,3.1476,4.6052,0.2299,1 
3.9922,11.5932,2.3016,0.9826,1.7841,3.0651,1.7008,3.0358,1.1615,0.5764,2.946,2.4881,1.7838,2.4592,1.1695,1.9142,1 
2.1405,9.2321,0.8172,3.205,0.7124,1.0528,1.7345,2.3731,3.7127,1.0507,0.75,2.6005,1.7041,1.4712,3.4056,1.2506,1 
2.8404,10.1489,1.6426,1.9026,2.4711,2.9666,1.8058,2.1803,1.8202,1.3717,2.2407,1.0269,1.3634,1.8161,1.3281,2.6237,1 
2.8773,10.8005,1.9485,3.3956,3.4125,0.7744,3.4623,3.9419,3.5613,1.839,1.8971,2.0883,2.7729,0.9856,2.0411,2.5137,1 
3.7519,9.6146,2.0558,2.0158,2.3168,2.2717,2.5578,2.2512,1.066,1.4249,2.2812,2.6523,0.4223,3.154,0.9599,1.2486,1 
0.7342,9.6486,3.3037,2.9021,0.1067,0.5535,2.6321,0.7095,2.2324,2.2573,1.9047,4.0042,3.9501,1.8237,3.6836,3.9832,1 
2.3558,9.4596,4.1157,2.0977,3.7863,1.7052,2.7408,2.4576,3.1333,1.4512,1.3411,1.129,1.8927,4.1877,3.3583,0.7768,1 
0.8492,7.4179,0.1871,3.11,3.1533,2.5809,1.1366,2.6776,1.0754,0.5412,0.9143,2.891,2.7275,2.8277,3.288,1.1663,1 
3.6589,10.2224,1.9081,2.2028,-0.8022,1.9478,2.1628,1.6626,0.4687,0.7216,1.7783,0.5121,1.7629,3.0497,1.6436,2.6417,1 
2.1545,10.466,3.5023,2.1567,3.0419,3.4555,1.4596,2.3692,0.9457,-0.9561,2.0723,2.4599,1.9729,2.6747,0.6611,1.2677,1 
2.7788,7.5373,3.2792,1.7388,1.1971,2.7707,2.5184,0.9728,1.4462,0.1517,0.9795,2.7706,3.242,1.9655,2.3485,2.8551,1 
2.7787,9.8155,3.7933,3.1941,2.3283,1.356,2.0145,2.6263,3.1301,3.197,1.3568,1.4206,3.7653,1.4146,3.3144,0.2435,1 
1.3536,10.7111,2.2907,2.8137,2.2068,2.0003,2.0748,1.0384,2.429,1.5011,2.131,1.0275,3.4592,0.9737,2.43,0.4153,1 
2.099,12.7072,3.2683,1.3641,1.1835,3.4419,2.1685,2.3824,3.1338,0.5711,1.4343,1.7266,-0.3817,2.6712,0.9982,2.7461,1 
0.8896,10.2906,0.5489,1.9364,1.6098,2.5897,0.825,1.9681,2.057,2.5528,0.999,2.8449,2.0117,1.4549,2.3267,2.1833,1 
2.2849,10.1039,3.6547,2.1562,1.1786,2.9337,2.5702,1.1634,1.0786,2.1064,2.8282,2.8167,1.682,2.6185,3.7492,3.1266,1 
4.1513,9.4951,1.1252,-0.5153,3.2156,2.7161,3.352,3.4611,1.9348,2.5858,2.0094,2.2314,1.7995,2.3948,1.5387,1.5323,1 
2.6739,12.184,2.7123,0.4401,1.8076,2.6118,0.9617,1.6008,3.6026,2.6004,0.514,3.0112,4.3052,1.7994,1.0135,0.6992,1 
1.7305,8.3155,1.7139,2.3884,2.6825,2.3438,1.0807,1.1781,3.5904,3.626,1.1646,2.079,3.4771,2.0868,2.856,1.3362,1 
2.5223,8.6846,3.8582,2.7403,0.8559,2.0028,1.3002,1.2161,3.5761,2.7645,1.3726,1.8886,1.0439,1.1451,1.5344,0.7065,1 
2.1065,10.985,1.525,1.1873,0.3335,2.8337,2.4866,1.5306,2.8118,1.9263,1.8265,0.1414,2.9122,2.5572,1.8383,2.8344,1 
1.8991,10.1978,3.676,2.308,3.0726,1.0984,2.093,2.6606,2.5132,2.4411,0.5024,1.7952,1.7142,2.0936,2.4006,2.0688,1 
2.9347,10.7807,1.6922,1.3028,2.9861,-0.0313,2.3943,3.3741,4.1833,2.1384,0.0144,1.6198,3.9784,1.4529,4.0051,2.0833,1 
1.8174,11.3204,1.7422,1.8061,2.453,1.0101,2.2838,3.1003,3.4533,2.4854,2.4502,0.8714,2.8634,1.3581,1.3282,1.0811,1 
0.6109,10.3008,2.4086,2.4095,1.9738,2.1318,1.6877,1.514,2.754,1.3326,2.6287,1.8234,1.0107,1.3278,1.4731,2.6206,1 
3.1314,10.138,5.2891,2.5791,0.8236,3.8505,1.2169,2.9676,3.1253,0.9468,2.5799,2.1344,1.5961,0.5738,0.4751,2.4697,1 
1.7654,8.5849,1.2463,1.5764,0.5318,2.0826,2.6807,-0.0146,1.8501,3.5293,1.7182,0.309,2.7136,1.8064,2.7825,2.1407,1 
0.8839,9.9433,2.1561,1.0769,1.0102,0.7964,2.5297,1.9891,1.6027,1.5677,2.2768,0.3174,4.2919,2.1848,2.3427,2.1757,1 
1.0598,10.6184,4.6056,1.2136,3.2276,1.5574,2.2504,2.5796,2.8805,1.915,2.5686,2.3217,2.7026,4.2262,2.9255,0.8596,1 
2.703,11.5585,2.9154,2.6856,2.4697,1.7997,1.3685,1.3106,0.873,2.1133,1.2334,2.2022,0.7018,1.4481,2.2875,-0.434,1 
2.6375,11.5441,2.5213,1.9736,1.6236,2.393,1.3775,1.7189,1.5487,1.4832,-0.508,1.6135,3.0262,1.7409,1.4241,2.4853,1 
2.747,9.2635,1.9574,3.1925,1.1447,2.41,1.0963,3.3582,1.33,3.2361,2.4325,2.9658,0.8528,2.4092,2.6141,1.9194,1 
1.1667,8.3724,1.2013,3.0718,2.76,3.4817,1.5853,3.3222,2.6581,1.0986,2.6547,2.6982,0.9132,2.9995,0.1087,1.214,1 
1.2159,10.5885,2.3096,1.2866,2.2192,3.7936,1.7241,1.1157,0.2704,3.5307,2.5892,1.2916,1.7141,0.8212,2.4832,2.8551,1 
2.2761,10.3953,1.8014,1.1166,1.7086,0.8228,2.3615,2.7585,2.6022,4.1091,2.3036,2.8316,0.825,3.4278,3.0842,2.709,1 
1.5919,9.5282,2.4277,1.0525,3.2513,0.5188,2.1307,0.065,0.9481,3.7626,2.5868,0.9546,1.9536,2.4221,1.3773,3.4159,1 
1.5578,9.9873,2.6869,2.541,1.3035,-0.5943,3.2194,2.2474,2.7195,1.7755,3.0207,2.3747,0.0462,2.5625,2.2861,1.7045,1 
3.6338,9.8582,1.6391,0.9638,1.5571,2.6283,1.9791,1.5621,2.56,1.4965,2.1189,1.6313,3.1095,1.5086,2.6194,1.7944,1 
2.4778,8.2558,0.9386,1.4366,2.5278,1.6501,3.0978,2.924,2.6067,0.9143,1.6374,2.6753,2.1861,1.7636,1.9239,3.1101,1 
1.0831,10.3062,1.1592,4.1776,-0.2149,2.7858,1.2288,2.4594,1.4622,2.2096,1.7803,3.2126,3.4032,3.4332,2.99,0.6584,1 
0.0608,8.4162,1.6177,2.4338,1.9037,1.6134,2.0248,3.1774,0.1608,2.4077,1.8986,3.4492,2.2187,1.4985,2.4815,1.1721,1 
2.5346,9.04,2.208,2.8597,2.4613,2.8473,2.2669,1.8364,1.1576,2.4281,1.1841,1.8912,0.3546,0.224,3.0278,3.7438,1 
2.0425,10.2312,2.9091,0.8936,2.017,1.3732,3.1163,2.3673,0.2722,2.0124,1.6976,1.7616,2.3537,1.5496,2.1869,2.4071,1 
3.127,11.4759,2.3383,1.817,2.3162,1.602,0.3509,2.3391,2.0256,2.0505,0.4502,1.995,2.9104,1.477,4.9439,0.4794,1 
1.6678,10.0022,2.929,1.3001,2.7405,4.3824,0.2742,1.0686,2.662,1.8841,2.2382,3.0158,-1.4225,2.3727,1.678,1.8832,1 
3.2961,8.9884,3.7111,1.5978,0.4586,3.3785,2.7822,2.3511,1.8394,2.332,1.7427,2.4224,1.6263,2.6834,2.5345,1.9849,1 
0.8335,7.8231,1.3832,4.0709,2.5981,1.7059,0.9656,1.969,-0.3518,1.3502,1.9161,2.0443,1.9885,2.8424,2.2158,2.228,1 
2.7946,9.1527,2.394,1.8952,1.1019,3.2311,1.1459,1.8798,2.5691,3.9467,3.3881,1.0384,1.3607,1.4904,2.9996,2.1291,1 
1.9043,8.3449,2.4671,2.3306,1.6453,1.0286,4.1531,3.7717,1.4614,1.7889,0.7181,1.0356,0.5768,1.3344,1.1809,3.2702,1 
2.2492,10.8643,1.342,3.6641,2.1282,2.46,1.1471,2.0275,0.2937,1.8704,2.5257,1.212,3.218,1.5896,0.6749,2.7832,1 
1.2459,9.2953,0.9248,3.3014,-0.444,2.2818,0.869,2.3645,2.3463,1.8189,1.5635,2.4122,1.1532,2.1627,3.0196,1.3588,1 
2.7318,10.7285,2.7501,1.7774,4.6571,3.2492,2.167,1.6357,4.7323,3.0634,2.4097,2.344,1.156,1.8817,0.9698,2.3503,1 
3.1014,10.671,3.2003,2.8017,2.2378,3.0981,1.0703,4.4382,1.4818,1.7705,2.201,2.1221,1.0049,2.6965,2.4733,1.5689,1 
1.8655,11.1961,2.9765,2.0495,0.6023,3.4337,0.0065,0.2304,3.2688,0.667,3.3604,3.6757,2.0974,2.837,2.3545,1.7986,1 
2.1239,10.4541,1.5927,2.5684,3.238,2.6633,1.1946,2.3249,2.9219,2.6416,0.6097,2.1223,0.0589,3.6195,3.2966,1.7255,1 
2.8876,10.9106,1.0795,3.1376,1.369,0.8238,1.9487,2.5804,1.1929,2.0956,1.4175,1.7345,0.602,2.5417,1.2189,1.8879,1 
0.6936,9.8438,1.5833,3.157,2.1549,1.5506,2.7337,2.6454,1.6236,1.7597,0.5514,-0.1939,2.657,2.0202,1.9032,0.7547,1 
1.5596,9.5817,1.496,1.9105,2.389,2.8428,2.3289,0.0313,-0.4746,2.0606,2.198,2.527,2.8354,1.9504,0.9834,1.2655,1 
1.5098,8.5477,2.0633,3.0325,0.478,3.0219,1.4471,2.6387,1.3285,1.9833,1.6851,2.6248,1.5391,2.1837,3.3762,2.2056,1 
2.9917,12.1585,0.7344,2.2905,1.6356,2.3337,1.601,3.0501,2.6436,3.052,3.266,1.7758,0.9174,2.8675,0.5172,1.4542,1 
0.2783,10.5367,2.0481,-0.5858,0.9762,0.8717,1.1955,2.7653,1.9332,2.0395,2.4158,3.1582,2.4338,2.8926,1.636,1.3274,1 
0.7721,10.0954,4.822,1.4314,2.6876,2.5444,3.128,2.499,0.2956,1.0056,1.994,1.249,2.9498,1.1646,1.7683,3.3068,1 
0.8886,8.7771,0.475,2.3996,1.3426,3.0713,2.8697,1.4115,3.8812,-0.4141,1.312,2.9341,2.5931,2.9453,2.4696,3.3497,1 
1.3088,9.9094,4.1399,1.6136,2.1409,0.1451,1.1308,2.2017,4.0976,0.5307,1.4458,1.745,3.8535,2.0718,2.2967,2.454,1 
3.0217,10.232,1.1968,2.2172,1.12,1.4509,1.9091,4.1689,2.1058,2.657,1.537,0.5076,1.2073,2.939,-0.0939,2.3542,1 
2.862,11.1729,0.9482,2.146,2.6884,4.1297,4.3286,0.8527,1.5761,1.7889,1.076,1.1422,1.2298,0.0011,1.6835,1.7604,1 
3.552,10.1438,1.0826,2.9835,0.4399,2.3501,0.9093,2.6956,2.9434,1.6524,1.9364,1.8537,2.0352,3.3784,2.8508,3.0002,1 
2.2303,11.435,1.9409,2.0639,1.3819,2.3325,2.8242,3.022,2.1117,1.2051,3.6419,0.2464,2.2575,3.6824,2.1158,2.0441,1 
0.9181,9.0505,2.6903,0.873,0.6303,3.1061,2.978,3.1314,1.6375,1.4927,1.3377,2.5484,0.6536,2.6175,1.8349,3.0187,1 
2.229,11.1838,1.5351,2.4674,1.0571,3.0012,0.9021,1.8136,-0.4537,2.2793,1.2431,0.7895,1.8416,3.0081,0.8437,4.1407,1 
2.6588,9.9643,3.2091,1.708,2.3364,2.7519,1.6386,3.2872,1.1171,1.2695,2.9463,2.6086,2.2864,0.167,0.4337,2.619,1 
2.5702,9.6546,3.9184,2.387,1.6573,2.9619,2.2403,3.6398,2.2333,2.1667,1.9211,2.4455,2.0413,2.4814,1.2908,2.6957,1 
