Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
1.3375,10.93,1.3553,1.0402,2.1221,3.0809,1.8172,1.6425,3.1903,3.2737,1.6734,2.4668,2.2404,1.1817,3.1235,2.1391,1 
2.6734,9.7237,1.7183,2.8414,3.8082,0.4826,-0.5174,1.6199,4.2769,2.8122,0.1342,0.2289,2.3008,1.0549,2.6299,1.8133,1 
3.5059,10.4457,3.042,0.4612,2.5269,1.8395,3.1927,0.2704,3.8749,0.0436,-0.6538,0.323,2.1724,1.9268,1.5148,1.0974,1 
0.8708,11.2021,1.9836,0.8012,2.6446,1.6412,2.4796,1.9452,1.0503,3.113,2.1397,2.8277,2.2714,1.7461,1.8693,1.1677,1 
0.9449,11.8462,2.1084,1.5815,2.5251,2.023,1.2964,3.549,2.2601,-0.5198,0.6117,2.291,1.1802,1.344,1.3784,3.3632,1 
2.6601,9.4692,2.4275,2.9504,2.6307,1.6372,1.4084,1.5662,4.8654,2.9438,2.7296,2.2028,3.4649,2.0674,0.842,1.7398,1 
1.2598,9.3774,1.7438,0.8761,0.1903,3.7889,2.478,2.28,0.0659,1.5876,3.2147,3.258,2.1455,1.1593,2.8266,1.186,1 
3.3028,9.9248,1.6537,1.127,1.1589,1.8828,1.5449,2.0922,2.2351,1.6342,1.4146,2.473,-0.061,0.9865,2.3199,1.2727,1 
0.1963,8.5615,1.48,2.7489,5.0111,1.0137,1.6514,0.6147,2.8951,1.7729,2.6384,1.9468,2.1283,3.6359,1.0542,2.4803,1 
1.9654,10.5822,0.6508,0.7297,2.0431,1.6192,4.3503,3.0625,2.5228,3.1067,2.2724,1.5822,2.1484,1.8328,2.9786,2.5969,1 
3.3049,10.0719,1.4703,1.6104,1.788,2.8564,2.0065,2.5165,-0.2382,3.9678,3.6801,1.0639,1.9104,3.4555,2.277,-0.4065,1 
2.2584,9.6107,1.4751,1.5673,2.2585,3.1999,2.5932,2.0611,2.4535,1.2209,2.1659,1.6402,3.6809,1.1541,3.5235,2.8598,1 
2.4168,9.7254,2.6034,-0.0487,2.057,2.0036,3.3368,2.0668,3.1783,2.1731,1.6909,1.6085,1.6135,2.411,1.6515,0.7581,1 
2.0904,11.5319,0.7064,0.5969,3.0727,2.6378,2.6311,2.1622,2.6269,2.6072,2.0933,0.6476,1.6167,1.1083,2.4799,2.3769,1 
0.5876,10.1337,2.5303,0.9941,3.2746,0.9182,1.1876,2.2059,3.0314,2.6138,2.222,1.4035,1.0443,1.6683,0.4809,3.1325,1 
3.0144,10.6912,0.4609,3.5079,1.1079,3.8474,1.7746,2.9044,2.0885,1.7746,3.1638,2.1833,1.1042,1.8587,1.9078,3.0303,1 
1.5567,10.6634,1.5049,1.0898,1.7834,1.0981,3.2588,2.0494,1.4047,2.8378,2.7527,0.7647,2.6058,3.9584,2.5146,2.6326,1 
2.5999,8.9883,2.4255,0.1597,-0.0775,2.6427,1.3307,1.5727,2.297,0.9524,2.3108,2.5228,3.3433,2.7724,4.0036,1.7735,1 
2.769,8.4972,1.5975,0.9574,2.3102,1.8081,1.1201,2.4295,1.2252,2.2893,0.8379,1.7304,1.7556,2.3089,3.6678,2.1422,1 
1.3601,9.2142,1.9984,1.6265,3.4272,2.7607,0.8951,2.7861,1.5355,3.3767,2.1551,1.5545,2.9393,1.2817,2.2569,4.0297,1 
1.8858,7.9366,1.3573,-0.7416,3.6722,3.0127,2.9588,3.0076,1.3361,2.327,0.741,2.4547,1.9658,1.2665,3.17,2.031,1 
0.7899,12.7695,0.9141,-0.8442,1.7358,1.9582,2.1375,1.0017,1.6115,3.1673,1.227,3.1806,2.7342,2.6739,-0.1199,2.4404,1 
0.451,11.3679,2.4561,3.9083,1.3344,0.789,1.8989,2.3891,1.1165,2.3543,0.3551,1.3498,1.6504,1.6768,1.8071,1.5004,1 
4.5579,11.0649,2.3874,1.4506,1.5193,3.517,1.8576,0.9609,4.8113,0.8437,1.0219,1.433,2.9485,1.3896,4.2403,0.7373,1 
2.0181,10.2478,1.8915,0.9514,1.7949,0.7396,1.0808,1.0714,1.7983,1.9536,2.4412,3.0309,2.2657,3.0657,2.285,4.1919,1 
0.8569,10.3492,3.4692,3.3998,2.1844,0.8787,2.5524,1.9737,1.2885,1.3909,1.0549,0.3708,1.1071,3.8502,3.4321,1.9475,1 
2.6423,9.7408,3.037,3.3192,1.4596,2.7231,2.7764,3.4271,1.1211,2.1296,2.3225,1.9848,3.0613,1.371,2.2222,3.3204,1 
1.2705,11.5831,1.3391,3.1338,2.0734,1.9241,2.4178,1.519,1.5695,2.9116,1.9314,1.8431,1.9029,1.5944,2.1824,1.3672,1 
1.6193,9.279,2.6916,1.9263,2.5979,1.388,1.7271,2.3916,2.9229,3.6152,0.1251,1.6166,1.4499,0.4954,1.1083,1.5359,1 
1.3898,10.2728,1.5561,2.6765,-0.4573,0.105,1.7622,2.0453,2.169,1.6534,2.6874,0.9514,3.4287,1.8587,3.0112,3.1401,1 
2.6036,10.0652,0.7924,2.8665,2.26,1.5815,2.5555,2.9565,1.6104,3.2254,2.8887,1.6442,2.5891,1.8559,1.9099,2.5681,1 
3.0668,9.7288,1.2062,3.645,3.3468,2.681,1.709,2.0053,2.4346,1.4053,3.3939,2.4908,1.3684,1.3354,2.511,2.4471,1 
0.8197,8.9854,2.3212,1.0499,1.4132,2.804,2.9373,0.6327,0.9134,2.2637,1.7322,2.3406,2.1995,1.1261,0.6339,2.5179,1 
2.3217,10.055,1.9969,2.3689,2.0419,0.6498,0.1408,2.5044,2.6052,1.9353,0.9173,1.9121,1.6193,4.7202,2.5015,3.7524,1 
1.1111,8.0144,3.9634,1.833,4.4383,1.915,1.442,2.8966,3.4208,3.1762,2.2905,1.8063,3.7475,1.0445,0.7156,3.7859,1 
3.3203,9.2227,2.0796,1.6613,1.754,1.2314,2.4036,2.5253,2.2087,3.7715,2.1016,1.1476,2.467,0.6343,1.148,2.3119,1 
2.8099,8.0917,1.5741,1.5001,1.8805,1.0868,3.3457,3.0499,1.8949,2.4273,2.8876,1.5247,2.8031,1.2011,3.5747,1.7775,1 
3.2946,10.1373,1.8214,1.6104,3.0997,1.6491,1.7194,3.2718,0.7922,2.5672,2.1565,4.9689,1.3443,3.0627,1.194,2.8885,1 
2.7355,9.7567,1.5614,2.1117,1.1477,3.2786,1.3528,1.9842,0.3958,3.8059,0.6989,2.9887,1.9255,1.7619,1.7782,1.3887,1 
1.5094,8.9701,3.4325,2.1071,3.0885,1.8429,2.9101,3.2153,2.9818,3.472,1.8944,5.0719,0.5183,1.9376,1.2016,4.9505,1 
1.7619,10.4475,2.8173,2.0417,3.8164,-0.2314,2.1983,1.8654,0.9833,1.7892,3.4858,1.2545,2.9009,2.3409,1.8143,3.0521,1 
2.4373,9.9744,4.1895,1.8211,2.5161,2.6605,2.1221,3.3696,1.8847,2.2292,2.8815,2.3841,1.6636,3.9116,1.9445,1.139,1 
3.0462,10.1795,1.6948,2.1999,3.457,2.5648,2.8801,3.1523,2.278,2.2707,2.065,2.5961,0.8402,1.8945,4.6503,2.3709,1 
1.9869,10.9918,0.204,2.5165,2.4418,0.9208,2.6241,0.1165,2.4051,0.8069,2.062,3.0999,-0.1688,1.5694,1.9606,3.3753,1 
1.4286,9.445,2.8793,4.2593,2.4805,3.3273,2.8073,1.5224,3.6439,2.6694,0.9664,2.0399,2.0098,0.7832,3.3868,0.4217,1 
2.4946,10.9958,0.7276,1.5672,2.7338,0.3285,1.2476,0.9663,1.9077,1.102,1.9996,1.1275,3.1438,1.7558,2.0075,2.7554,1 
2.2695,10.2378,1.5784,3.8314,0.8674,2.9754,1.6215,1.1225,-0.1624,0.6262,3.4137,2.9143,2.678,2.1853,3.3401,2.6204,1 
2.0925,9.8573,1.4303,3.181,2.1022,2.1682,1.7068,2.4301,2.2647,0.881,3.649,0.6705,1.6185,2.5233,2.7609,2.7205,1 
0.5557,8.966,2.9461,3.7857,2.3962,1.8663,1.3484,1.8899,1.4076,2.8938,0.9056,1.7258,1.1329,1.2861,1.7832,2.4081,1 
1.5955,10.3224,1.6195,2.7832,2.3353,3.9095,1.2545,2.798,1.0349,1.5086,2.5807,1.683,1.3536,0.0621,2.8705,2.6175,1 
0.2368,10.5366,3.3981,1.9734,2.651,3.8409,2.9534,0.4542,1.9586,1.9219,0.6034,3.7321,1.9412,2.2839,1.7233,1.169,1 
-0.2087,9.5112,2.2943,2.1656,1.2833,0.6691,2.6508,3.101,1.3413,1.81,3.4574,1.0945,3.2966,2.5579,1.8653,2.1474,1 
1.5181,10.3663,0.3389,2.9497,2.2774,-0.563,2.1727,1.6736,2.0366,2.8809,2.3695,2.1508,2.8259,2.3553,0.0996,0.7397,1 
1.3937,9.0371,2.2032,1.7594,0.3204,3.5423,2.6437,1.6833,1.1936,1.416,1.3728,2.0416,0.1171,2.0432,1.367,1.6423,1 
1.7938,10.4173,0.782,0.8805,1.6653,3.2633,0.3069,0.7704,2.4157,1.3195,3.5217,1.3675,1.9595,2.5088,2.5251,3.0546,1 
2.028,10.0932,1.7601,3.424,0.1969,1.2624,2.5548,0.8487,3.3582,2.5901,2.6144,0.6708,2.0048,4.643,0.9157,1.857,1 
2.21,9.6628,0.5123,3.4045,3.6531,5.1922,1.9769,1.0076,1.3236,1.2792,3.5728,1.9972,3.7314,3.4143,0.2163,1.2193,1 
2.2695,8.7711,1.3746,1.866,0.944,1.8283,2.0218,1.6635,1.2786,2.8674,0.7322,1.0967,2.6746,0.8574,0.0654,2.4868,1 
0.6326,10.1288,2.5175,3.0658,1.7595,1.8942,2.4346,0.7515,1.8571,1.9378,1.8111,2.3871,1.5096,1.3915,2.5266,0.4131,1 
1.5195,10.8456,2.1774,1.3211,2.5877,3.6626,2.5325,2.232,2.9634,1.7031,0.809,2.504,-0.2402,2.5959,2.9758,0.8983,1 
2.3385,10.0125,0.9201,4.6417,3.1047,3.0717,2.8569,3.6151,2.7614,1.6167,1.2815,2.4285,1.2828,0.8438,1.7426,1.4537,1 
1.6809,10.4958,3.1547,1.2277,1.025,3.2063,0.5057,2.0955,2.4386,2.9207,1.843,0.9758,1.0562,2.7046,1.8576,1.581,1 
0.6318,9.145,0.8105,1.4654,2.645,0.408,2.6906,2.8933,3.0197,2.6936,3.8734,1.3379,0.3219,2.4816,2.9582,1.6554,1 
1.3207,10.4118,3.126,2.9293,3.3465,1.8202,2.658,2.8082,2.8405,1.4181,3.2752,1.6291,2.4215,1.7884,1.4004,0.3703,1 
1.7339,10.2788,1.8648,2.0418,1.982,1.1438,3.1544,3.6536,1.3011,1.3048,1.4268,2.5699,2.2252,2.3077,3.2896,1.2838,1 
1.6794,8.7529,1.5511,-0.0312,0.9549,0.5753,1.5735,3.7552,2.1006,1.8033,1.0708,2.8627,0.5724,1.6027,0.864,2.4112,1 
2.0944,7.915,1.8154,0.383,1.3318,-0.1008,2.6557,3.2857,1.3205,0.2309,1.8352,2.3501,2.8398,-0.0873,1.3133,2.6666,1 
1.8052,10.387,1.4615,1.097,1.1549,1.2742,2.0052,2.7761,1.8461,0.7234,3.0342,1.4843,0.9987,0.3325,3.8711,1.075,1 
2.7931,10.919,1.819,2.7105,1.402,3.7152,1.7536,3.2921,1.6859,0.4049,1.6082,1.6774,1.888,2.7767,2.3192,2.2029,1 
3.0699,11.7008,1.3059,2.0246,1.5589,3.6358,3.1933,0.491,1.3672,1.3146,3.8376,1.8374,1.5982,1.4928,2.4124,2.2138,1 
3.1552,11.3631,0.8176,1.6748,0.4387,1.5799,2.5889,1.5143,3.8398,1.471,3.2203,1.2363,1.2731,1.8238,1.8202,0.9234,1 
0.7533,10.1036,1.2204,2.7623,1.6153,0.9873,2.0675,1.5161,1.7907,1.1874,3.1591,2.5947,0.8861,2.844,0.7828,3.9442,1 
1.9605,9.4966,-0.3502,0.4339,2.3768,1.7662,2.4726,0.5904,1.1296,2.2283,-0.0423,2.5136,2.3317,3.7261,-0.4555,2.0873,1 
1.8212,10.9216,0.941,1.4947,1.9809,0.5722,1.3479,2.804,1.049,1.3884,1.8811,1.3754,0.9502,1.4914,2.1755,2.4496,1 
3.3537,10.7781,2.2988,2.0298,0.7169,2.3318,2.7631,2.2584,3.3894,1.68,1.2725,1.6617,1.7771,2.7919,3.5438,1.4059,1 
3.6167,10.2011,2.4759,-1.1283,2.3955,4.0359,1.1985,0.7338,0.9012,2.0469,1.0573,1.6555,2.0803,2.2367,1.6228,1.0494,1 
0.5467,10.2841,1.476,1.141,3.2954,2.3663,2.2194,1.721,1.3535,2.1518,2.6813,2.0435,2.3241,3.062,1.7872,4.35,1 
3.2969,10.656,1.393,1.7739,4.0608,1.3866,1.9752,1.3995,1.6795,1.7665,1.0293,4.0212,2.7164,1.5545,0.9294,3.0194,1 
1.4181,9.4538,1.338,4.1928,4.9331,1.0937,1.7129,3.3868,0.6269,2.9713,0.6687,2.1132,0.7722,1.5258,1.7844,0.7975,1 
1.6963,9.84,0.2588,1.9158,0.421,3.2429,-0.1692,2.9661,1.3565,1.8967,2.5102,-0.3493,2.0932,3.3225,1.0398,0.3413,1 
2.543,11.6952,1.0426,1.408,0.0493,1.6438,1.653,2.6914,0.4579,3.1526,0.8667,2.0996,1.3898,1.4646,-0.1888,0.8951,1 
0.2813,9.724,3.6846,2.3822,2.2091,1.2961,1.1272,1.6647,2.5549,1.9541,1.5258,1.0051,0.4494,2.9047,2.6629,2.3788,1 
2.9233,11.4101,2.0308,2.7985,3.0612,2.2937,1.85,2.6948,2.0882,4.8717,1.7114,2.3572,2.7271,1.1377,0.4857,2.2317,1 
0.9492,10.3399,1.1655,1.6526,3.3258,4.2327,1.3423,1.1417,2.7384,1.9063,0.9932,2.6408,1.0407,-0.021,3.2439,1.1035,1 
1.354,8.9598,1.2955,3.7324,1.7445,0.5331,2.0637,2.4343,2.2706,2.3071,1.6815,1.2101,1.8022,1.5318,0.754,2.3861,1 
2.5133,10.6876,3.5854,1.7438,1.9428,2.0243,0.9608,2.805,2.2774,0.5804,1.7316,1.8553,0.7519,1.5729,1.5176,3.1294,1 
1.791,9.3989,1.7067,2.8127,1.1167,2.5464,3.0141,2.8981,3.6476,2.4003,0.7862,1.1248,1.0814,2.4648,1.7289,1.6605,1 
1.8347,9.8613,2.039,0.2956,0.7963,1.5736,1.276,-1.2897,1.3889,2.8874,1.1617,1.1354,1.5191,2.1352,1.0439,0.3774,1 
-0.0606,9.6167,0.4556,3.5221,1.9574,3.2844,1.2343,-0.2039,2.824,3.0845,0.8457,1.1132,-0.0269,2.7714,1.4911,2.7691,1 
1.6361,8.7746,0.5515,2.9325,0.9985,3.4189,2.8103,2.3994,1.4025,0.4387,3.3845,1.7112,1.3416,2.5104,1.2532,2.9846,1 
1.6664,9.7271,0.3563,2.4502,1.2979,1.7778,1.3904,1.5261,2.6496,2.3157,2.9603,2.3328,1.5688,2.3188,0.9147,1.7966,1 
1.8494,11.734,1.0389,0.4009,2.0098,2.4064,1.6275,3.6563,3.2555,2.0473,1.1001,3.0546,1.5826,1.007,1.7021,2.394,1 
2.8318,10.6579,1.3942,2.0494,2.1523,1.4421,1.4267,2.4178,0.4143,1.0378,1.1037,1.1653,1.0292,-0.0516,1.4944,2.3606,1 
2.4183,10.2903,1.0513,0.6388,1.9301,3.5601,0.8518,2.5537,1.9589,1.1918,2.5312,3.0757,1.8615,3.4246,1.6583,1.7294,1 
1.6741,11.7829,1.7843,3.7671,2.8612,0.7262,2.0179,3.3617,0.6052,1.6047,1.7435,2.6026,2.8572,1.2903,1.5358,1.793,1 
1.7139,10.8231,1.8421,2.3394,1.7482,0.5952,2.8042,1.4944,1.8081,1.8823,0.9857,1.3727,-0.0053,-0.6022,1.0242,1.4386,1 
1.8466,8.7103,0.1101,2.0309,1.7957,1.4793,1.9731,2.3482,2.2526,2.6726,2.4561,2.9217,1.4226,2.6008,1.2449,1.5359,1 
3.1798,10.4844,0.845,2.7506,2.5942,2.7157,2.4134,2.2521,1.4218,1.8799,2.259,2.3253,2.4493,2.4398,1.5547,1.8353,1 
0.7441,9.9941,0.5379,1.4956,3.7001,1.7806,2.0469,3.7972,0.6883,1.4432,3.5572,1.0717,1.3431,2.9316,0.3661,2.3266,1 
0.8187,9.6432,1.5137,4.279,3.8862,1.7132,3.7888,1.7294,0.9985,0.5976,0.4374,2.5841,0.8801,0.1835,1.9899,2.1759,1 
3.4286,9.328,1.2437,2.6522,0.7825,1.4308,1.8079,2.5912,4.2811,2.4599,0.9985,2.1574,0.993,1.2287,2.8309,1.6777,1 
2.0656,10.7946,2.1682,0.5788,1.4318,3.1678,1.3401,2.3987,3.2511,2.9287,3.0715,1.3496,0.5573,0.4041,2.2917,1.9906,1 
1.2686,8.5309,3.4248,2.9598,1.5635,1.6404,1.4965,3.5077,3.4685,2.9178,1.8854,-0.0722,1.9548,1.5695,2.6642,0.3399,1 
1.7706,10.6793,-0.3807,1.8864,0.9388,0.0544,2.8588,1.8683,2.5343,4.9123,2.5233,3.9262,1.289,0.6579,1.7606,1.5297,1 
1.9499,9.4183,0.3858,3.1032,0.9403,1.398,1.4893,3.3411,2.8885,2.1263,-0.0646,2.655,1.7479,4.1487,3.111,1.8579,1 
0.1812,10.4582,2.0988,0.9109,1.2746,1.3431,2.3572,0.392,2.8332,2.8919,2.1922,0.2426,2.5497,1.8859,2.2201,1.448,1 
2.4638,8.9242,2.1421,3.4799,2.0657,1.7524,2.3109,1.3264,2.9562,0.5651,1.89,3.4582,2.2705,2.9806,2.8032,1.2718,1 
3.671,8.4674,1.931,1.2652,2.5656,1.0712,1.0946,1.6986,2.1778,0.5842,0.2011,0.7406,1.9314,2.3547,0.9697,2.7189,1 
0.9985,10.8833,2.6195,0.7749,0.9199,3.1304,1.3357,2.0586,2.5117,3.3184,0.8283,1.4803,3.2605,3.3184,2.8361,1.6267,1 
4.6387,10.6163,1.4955,3.6606,3.9216,4.0083,0.1944,2.934,3.1802,1.0971,2.9339,2.0566,2.8883,3.1073,2.5207,1.6356,1 
2.7992,10.7185,1.3956,4.9746,0.8122,0.5978,3.0334,0.6463,1.3831,1.9039,1.9744,1.6756,3.3801,0.4322,1.0658,2.1001,1 
1.5001,10.9896,2.7055,2.8895,1.6836,1.1389,1.0322,2.4982,0.1325,1.5697,3.8786,3.1051,3.8775,2.5762,1.9306,1.8176,1 
3.5451,8.7842,0.9963,4.2565,1.0436,2.2434,1.515,2.1248,-0.1857,2.2593,3.1094,2.6658,1.4049,1.5536,2.7321,2.3121,1 
0.0445,11.0308,1.5772,3.9613,3.6159,0.234,1.8531,3.1847,0.9305,2.1432,1.6066,1.1396,1.0277,2.8248,2.7082,1.074,1 
0.926,9.9973,1.3293,2.2532,0.9838,0.6923,0.091,1.4024,1.0891,1.2138,1.5731,2.1013,2.6279,2.1541,3.3804,2.2884,1 
4.2555,10.5509,0.6496,2.0382,1.8763,1.4234,0.8935,1.2039,1.9291,3.4208,1.7459,1.376,1.9959,2.9605,3.2762,1.8948,1 
1.831,10.0219,3.7835,1.9474,2.9076,2.7996,2.6626,4.4405,2.7295,2.0652,2.7346,1.9676,2.0187,2.3087,3.0125,2.0747,1 
2.1125,10.9557,2.2907,1.7769,1.5705,1.4016,2.9724,1.8377,1.9309,2.0387,2.9433,2.651,0.736,2.6315,1.3718,2.1836,1 
2.4167,11.1731,4.076,2.0892,1.5865,1.3308,1.6297,1.5473,0.7495,1.979,-0.193,2.5697,2.1307,2.7932,3.378,3.5772,1 
-0.1991,11.3805,1.7095,2.654,1.8065,1.5511,2.3635,1.2794,3.0375,0.8822,1.7022,2.7281,2.6497,1.3856,0.5605,2.4961,1 
2.4177,8.9998,2.2824,1.981,3.2766,1.0016,2.5471,2.8474,1.9227,2.0638,2.0223,2.4719,1.1794,0.8692,2.3016,1.5877,1 
4.7868,9.1788,0.1471,-0.1912,3.3364,1.5419,2.1229,2.1445,1.6593,0.484,2.5452,1.2687,2.0669,2.1632,2.2773,1.619,1 
3.3182,9.4708,2.9803,2.0393,2.6402,1.7903,0.7084,3.1076,1.9811,1.7535,0.8591,1.3781,4.2014,0.1238,3.0285,3.1135,1 
1.7671,9.4299,0.9506,0.4052,1.0509,1.7985,1.2507,0.4087,1.8973,2.8628,3.4578,1.9659,1.2308,2.1617,0.9358,0.5091,1 
0.7099,10.8627,2.0657,2.4506,1.2603,3.2245,2.5357,3.287,1.796,2.6813,1.6758,1.9151,1.245,1.686,0.6423,1.8955,1 
1.4701,9.7465,2.4355,2.6838,3.08,1.6314,2.0995,2.5014,2.6652,4.377,0.8582,1.6499,0.9571,3.2814,1.9429,3.5837,1 
1.9421,10.6317,0.8131,1.1155,2.0781,1.0643,0.771,0.3623,2.6956,3.3309,1.1008,0.3033,4.2311,1.559,3.5062,1.872,1 
1.1695,9.1312,2.7979,1.115,1.7308,0.9696,2.3146,1.012,1.8774,1.4016,2.2511,2.7724,2.5872,0.8068,1.5358,1.216,1 
2.3725,10.9595,2.5163,1.5876,2.0507,2.8635,1.8293,1.817,0.6453,1.8383,1.5807,0.6819,1.8474,0.5251,2.3739,4.6546,1 
0.2542,9.0833,3.2994,2.2129,2.209,2.7952,2.5232,2.5777,1.2737,1.3156,1.2747,2.5917,2.2957,0.3253,0.8329,3.2336,1 
1.9815,11.5178,1.569,1.7501,1.9004,1.3433,0.0664,1.971,2.2339,1.7002,2.6169,0.2831,3.0472,1.5698,1.4678,2.2163,1 
