Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
-0.4548,-0.3092,2.4621,2.4363,2.1711,1.5212,0.3484,2.293,2.5351,4.0096,3.5711,2.0518,1.66,0.5337,1.8774,3.0196,1 
0.3391,0.8904,2.0623,2.8297,0.6757,2.0021,1.7017,1.9987,2.3386,1.5273,2.8903,0.4184,1.4594,2.3509,3.4611,1.9925,1 
-1.5562,0.064,1.7939,3.5606,2.0491,1.8886,3.0606,1.6652,2.0751,0.4453,2.208,1.7626,2.2345,1.9113,1.9421,2.9658,1 
0.676,-0.5106,1.8846,2.8643,1.4932,0.2606,2.3869,1.8517,2.62,0.8565,1.0249,2.3949,0.0453,1.0963,2.7346,2.601,1 
-0.7123,-0.6599,1.5592,1.5358,2.5172,1.6144,1.9177,2.2413,2.8642,2.1639,1.422,2.2117,2.2408,2.6773,3.073,2.1966,1 
1.1751,0.9773,-0.291,0.946,1.0047,0.0318,2.4651,2.7571,1.739,1.3355,2.2423,0.8079,2.2294,0.8068,2.615,1.0031,1 
1.1564,-0.1852,2.4702,2.1302,1.5717,2.9598,3.0228,1.457,3.1809,0.4766,2.7201,4.0642,2.0869,1.7844,2.8614,1.8712,1 
2.7185,-1.4648,1.1074,0.8795,0.574,1.617,2.079,1.7377,1.8343,2.4861,3.2517,1.7913,2.202,3.4748,2.9368,2.9499,1 
-0.5615,0.0016,3.1966,0.5595,2.7035,0.7282,2.5875,2.2012,0.8959,2.5286,1.9936,2.1471,3.0986,1.4806,3.5372,1.4184,1 
1.1637,0.1823,1.1086,3.3799,0.7602,2.1292,4.1128,2.1721,0.5971,3.0175,2.3309,1.1592,0.8113,1.0613,2.8186,1.4568,1 
0.1537,0.7243,3.4154,1.7346,1.3963,0.7383,2.2126,3.0076,1.6517,0.5507,2.7024,3.2412,3.5513,2.2838,1.7586,0.3225,1 
0.4914,-0.7998,1.1386,1.4689,0.448,1.1516,2.4707,1.4512,1.5427,0.9207,1.6128,2.6728,3.3969,1.9495,1.7637,1.8807,1 
-0.801,-0.645,4.0413,3.8018,2.6023,1.1241,2.3389,2.6955,2.6092,2.4338,1.5851,2.1837,2.9885,0.4761,1.9796,2.3586,1 
-0.6528,0.0861,1.3999,1.9887,1.0312,3.0426,2.1709,2.3924,3.6919,3.0546,-0.0899,2.6831,1.2158,1.8255,1.6859,2.6454,1 
0.4824,0.4738,3.1835,0.7306,0.3326,1.5675,2.1212,0.0149,1.7025,-0.3011,2.5028,2.5679,3.6339,2.3477,1.8492,3.3102,1 
-0.8658,1.4466,1.3797,1.7366,2.2051,2.4467,0.1639,3.5084,2.9986,2.2601,2.0151,3.1095,3.0468,1.8329,2.5895,1.5252,1 
-0.9235,-0.9839,1.5057,1.7246,1.4368,1.2898,2.4066,0.902,1.2812,4.0331,0.6916,3.2096,2.0755,1.3484,3.9877,1.8715,1 
1.0865,1.3145,2.642,1.6195,2.2336,0.7201,2.7589,2.5332,1.2617,1.6262,2.9659,2.7647,1.8247,1.8626,1.7371,0.4645,1 
0.7362,0.6199,2.9865,1.9194,2.5408,2.279,2.5524,1.9572,1.6903,1.4804,-0.6164,-0.3502,1.8668,3.7432,2.6131,1.5564,1 
-0.1693,2.6458,0.5638,1.0832,1.7725,1.6453,0.8101,1.653,2.0179,2.5841,1.9573,1.5977,3.5043,0.8441,1.0609,2.4055,1 
1.7061,0.1824,2.431,1.9829,0.8732,-0.0397,3.1908,2.5348,1.749,2.3132,1.6795,1.1928,1.9296,3.3147,2.5723,2.1723,1 
2.2193,-1.4633,1.2657,1.4985,3.2414,2.5209,2.9797,1.6029,2.8889,0.9877,2.5918,0.6345,3.4801,1.7037,2.1334,0.7335,1 
0.4403,-0.4048,2.3206,0.9153,0.5514,3.08,1.7052,1.3238,1.4012,0.6412,2.0264,1.4783,1.0741,1.4067,2.6564,3.2976,1 
1.6592,1.4915,2.2777,3.6154,2.3553,1.5066,-0.0087,2.7939,3.3598,2.851,2.1129,3.3524,1.0821,0.9441,1.8923,2.8523,1 
-1.8407,0.9024,2.3017,1.3052,2.8223,1.0588,2.6633,1.9,2.9433,1.8597,1.0328,3.0461,0.9365,0.9917,0.954,1.0032,1 
-0.3866,0.3577,2.3194,1.6893,2.8307,1.5714,1.7512,1.5775,2.7111,1.8612,2.9715,2.2829,1.587,2.4874,1.1126,2.193,1 
-0.6935,-0.1708,1.8109,2.4264,2.9928,1.9205,2.0299,1.8984,2.8579,1.0063,2.5625,2.9474,2.2225,0.5327,2.1034,2.633,1 
0.0873,0.3206,1.0393,3.4922,2.5246,2.8346,2.3071,3.3784,-0.4333,3.3459,2.912,3.6495,1.0607,2.6067,2.2235,3.2874,1 
-0.4504,-0.9484,3.0601,1.7746,1.977,3.0102,0.9313,1.9081,2.8193,1.622,0.9315,1.8039,1.3563,1.5216,2.3934,1.8613,1 
-0.8054,0.0679,2.6583,1.8513,0.166,0.6932,1.6696,0.9897,1.1698,2.3464,0.6202,2.6417,0.573,0.9346,2.7185,3.6504,1 
-1.7353,-0.1406,2.0796,1.4179,3.0979,1.5037,1.5551,0.5501,1.7902,3.1512,3.4174,2.3079,1.6491,1.6679,0.6707,1.4354,1 
0.4188,1.3376,2.8814,2.4279,0.7878,2.5301,2.9428,2.4871,0.7444,0.5619,1.9845,1.5936,2.0029,3.0374,3.0701,3.1742,1 
-0.581,-0.6554,2.5776,0.8004,2.5489,3.0416,2.7723,1.0454,1.2731,3.4477,2.8582,2.3522,3.2584,2.7128,3.6973,2.554,1 
-0.4854,-0.775,2.1141,3.0692,1.7787,2.0048,2.7629,2.486,0.7719,3.0009,2.0995,0.5434,0.8398,2.3987,2.356,2.0624,1 
0.3708,-1.2387,0.9842,2.3007,0.8809,1.9591,1.1928,3.4558,2.1309,3.4057,2.3199,2.9397,1.0464,1.9973,0.4794,3.2093,1 
0.0736,1.3806,1.2974,1.4035,2.8584,3.6488,1.2007,1.2152,2.0366,1.8887,1.7166,1.737,2.9941,1.0936,1.1656,3.1955,1 
2.2223,-1.0228,3.8291,2.2244,2.3552,1.8576,1.3038,4.2549,2.3981,1.6982,0.9989,1.8666,0.8507,2.9371,1.3177,1.8053,1 
-0.2032,-0.87,2.0617,0.8284,3.4574,2.8886,0.7937,2.2431,2.3573,3.0628,3.4846,2.5674,0.5563,1.9803,1.9113,1.2612,1 
-1.603,-1.0916,1.4927,0.8183,2.7693,1.0222,1.3109,0.9367,0.9764,0.9735,1.2447,3.2569,2.2688,2.1011,2.4399,3.7895,1 
0.014,1.5097,1.1603,1.8548,1.1934,2.5244,1.3703,1.8409,0.846,2.9842,1.0527,1.7733,3.8828,0.7353,1.566,1.7887,1 
-0.9844,-1.0232,2.2916,1.8797,1.5257,1.9962,2.6472,0.7432,3.8239,3.0973,1.2183,2.8885,2.0482,4.0987,2.1777,1.4947,1 
1.5228,0.432,1.4167,2.4222,2.4512,2.8906,2.9936,0.3813,2.6006,2.9551,2.7636,2.3053,1.2627,1.0402,3.8811,3.7081,1 
-1.3892,0.9244,2.973,2.9871,1.7933,1.2967,3.413,3.663,3.5301,2.4469,3.2811,3.4846,2.5632,1.4139,2.3053,1.6508,1 
1.6085,0.3053,1.9541,2.7648,3.5302,2.2129,-0.146,1.6792,2.2223,1.0822,3.4478,0.5036,2.6763,-0.4561,2.9341,2.1715,1 
0.7713,-0.0309,1.2908,2.4227,1.7572,2.4664,1.6386,1.0225,2.3187,1.2082,2.2109,1.6896,2.0036,2.5603,2.798,1.2112,1 
0.7338,-0.063,1.9742,3.0384,0.5481,2.807,1.2072,2.742,3.6389,1.589,3.1474,-0.5446,1.6148,2.3406,2.7678,1.9991,1 
-1.3185,0.0551,1.2621,3.2721,1.3065,2.0116,1.9469,3.5526,2.4333,2.9953,2.0481,2.4717,0.7949,2.7259,2.0816,1.9034,1 
-1.0148,0.2768,2.7009,1.6134,1.0964,3.1081,3.2583,2.3824,1.8457,2.4672,1.2111,2.9404,3.2329,2.1178,1.9146,1.5789,1 
0.1845,-2.0659,-0.4161,0.5772,1.6122,2.022,2.9134,3.5139,2.7898,0.721,1.3008,3.1547,1.0119,1.8426,1.4585,3.2267,1 
0.149,1.2479,3.2563,1.8433,1.4943,3.5589,2.5366,2.9069,2.2577,3.0351,0.996,1.3128,1.14,2.9261,1.182,2.3631,1 
0.8434,-0.4169,-0.0486,0.4583,2.7169,1.4069,1.6901,2.6661,1.3032,1.6363,3.3211,1.6435,2.6996,1.9308,2.2516,1.8906,1 
-0.4138,0.6284,3.1145,2.6197,0.7491,-0.045,1.9036,2.5039,3.9936,1.8168,2.8583,1.6546,1.239,2.373,1.4684,0.7127,1 
1.1129,0.1245,1.4097,0.2521,2.1219,2.0236,2.1719,3.5006,3.6718,3.6191,1.4846,1.4344,3.3888,2.7774,1.0827,0.7978,1 
-0.2539,0.6438,1.2513,2.0768,2.5036,2.1875,0.5556,1.7063,3.1005,1.1378,1.7487,3.0241,1.8224,0.5405,3.2142,1.129,1 
0.1042,0.4808,1.9646,1.1707,3.7516,2.8224,0.5922,2.9607,1.9884,2.2757,1.9675,0.4536,2.6946,2.8381,0.6928,1.5652,1 
0.3483,0.9608,1.2858,2.4553,0.9739,2.4854,1.325,1.1013,2.8492,1.5139,3.6768,2.6583,3.0354,1.0252,0.7066,3.0701,1 
0.8094,1.1566,1.7933,1.4517,2.988,1.6333,2.74,2.0409,-0.1208,2.6144,1.9406,1.3975,2.8821,2.1552,-0.6679,2.0072,1 
-0.9064,0.663,1.7953,3.6851,2.8931,2.0096,1.9861,1.6961,2.6873,-0.1111,2.1997,1.5499,1.3538,1.6956,0.5321,2.1906,1 
0.6189,-0.914,-0.0441,2.8661,1.2242,1.4077,1.436,2.6926,3.5812,2.0108,2.3374,3.4174,1.316,2.0278,2.9148,1.0502,1 
-0.0041,-1.5648,2.6479,3.3328,2.5331,3.1267,2.9386,2.9275,-0.1254,1.8236,2.8495,2.7137,-0.1659,2.3665,1.7735,1.7208,1 
-0.685,-0.037,1.442,2.8227,3.8344,3.2353,1.6007,0.6071,3.7228,1.8709,1.014,0.9832,4.986,1.4621,2.2421,1.6126,1 
-1.4219,-0.7471,2.5115,2.3808,1.4412,3.1597,2.3925,1.2368,2.8694,0.3685,1.7113,-0.2673,1.6872,3.3619,3.4503,3.0483,1 
-0.3427,-1.0262,1.4971,3.9103,1.1379,2.1188,3.1803,2.1217,-0.0148,0.5655,2.9375,2.6749,2.6289,1.8523,3.4552,3.2281,1 
-1.5084,-1.4446,2.3265,2.8214,1.8147,2.7713,0.5284,2.1894,2.7011,2.4812,2.215,1.9521,2.4157,1.0773,1.3352,2.3974,1 
1.2697,0.3423,1.6584,1.3409,2.5607,2.6077,2.2598,3.0223,1.1108,1.7729,-0.3846,2.6374,1.7924,1.9575,1.3349,1.4001,1 
1.3012,-0.0436,2.4797,1.7712,-0.3982,2.4524,2.35,2.3791,1.987,0.5653,3.1155,2.057,3.3056,3.2082,2.7079,1.424,1 
0.0771,-0.971,0.3191,2.498,1.3941,2.4308,2.9733,1.7643,0.8765,1.0286,1.5713,1.0338,3.6832,1.5642,1.3151,5.353,1 
-0.1773,0.2027,1.2326,1.616,1.0661,0.2341,3.693,3.1327,2.3683,2.154,1.6432,1.1677,0.4465,3.2327,1.7707,1.9249,1 
-0.4601,-0.7922,0.6497,1.2634,1.3161,3.0129,0.5649,1.7033,0.9882,0.9278,1.2514,0.1594,2.586,3.9938,2.5135,1.4004,1 
0.9898,-1.4532,2.1765,1.8595,1.0222,1.4047,1.2268,2.9241,0.6335,3.4617,3.1903,1.9829,2.418,2.1734,0.1348,4.0924,1 
-0.0859,-0.7585,2.2433,1.8485,1.4601,0.18,0.8608,3.9515,2.0472,2.0851,3.0272,2.0104,1.479,1.3804,2.7294,0.7996,1 
1.2541,0.9854,1.5353,2.9145,3.5172,1.2121,2.0931,2.5106,1.6448,1.4007,2.646,1.0638,2.621,2.3313,2.018,2.1236,1 
-0.9876,-0.4145,1.0063,1.1192,1.1258,1.9787,4.2813,2.1077,1.5131,2.1474,2.5889,1.851,1.1596,2.922,2.3139,2.5298,1 
0.7189,-0.9389,2.5269,-0.0627,0.9749,1.1568,1.9085,1.5467,0.4275,2.5649,3.6117,3.6659,1.6757,1.177,2.6072,2.1627,1 
-1.4965,-1.7456,1.914,1.7407,2.4137,2.5022,1.6643,2.309,1.9396,2.1813,2.8857,1.5637,1.2441,0.7665,0.5273,1.424,1 
-1.4478,0.245,0.6713,2.7098,3.3287,1.5966,0.4696,1.3534,0.2315,1.5277,2.4715,2.9922,1.4893,1.941,4.0817,3.9928,1 
0.269,1.2129,0.9533,1.7858,0.8062,3.4011,2.2817,3.5049,1.8536,2.7963,2.1141,2.1197,1.8543,2.1629,1.1989,2.6608,1 
-0.123,0.1923,1.049,1.0453,2.8704,1.8352,1.8941,2.2171,2.6461,3.1161,0.8074,3.2273,3.2173,1.1869,1.52,2.7058,1 
* 
-0.3764,10.4723,3.8215,1.3844,2.6745,3.3662,2.1254,1.5249,1.1611,2.6038,1.755,0.7795,3.0253,2.405,2.5096,1.2518,1 
-2.3334,9.6237,3.0028,1.3536,2.6632,2.8199,2.9733,0.3576,0.2953,1.6739,2.3913,1.1937,3.0151,3.3023,2.3015,1.8952,1 
-0.0177,11.8342,2.7924,2.521,3.6391,3.1627,2.2742,2.5384,1.4814,2.7423,-0.9881,1.2358,1.1226,1.916,2.2852,1.9303,1 
-0.648,9.9124,1.4226,1.5022,0.084,0.9814,1.9724,2.6967,1.7642,1.952,1.0848,2.0963,1.9277,2.2214,2.7083,1.2493,1 
1.5966,8.6567,2.5255,1.9393,1.5797,1.8225,1.2354,3.0068,2.7385,3.7037,-0.1039,1.6123,1.5224,0.2373,2.0673,2.4441,1 
1.1943,10.1643,0.5048,3.0665,1.9838,1.16,2.9814,2.7293,2.308,2.0618,1.5207,1.6587,0.6888,2.5803,0.9861,3.2663,1 
1.7519,9.6199,1.359,1.6513,2.6013,0.5417,2.0833,1.7331,1.8854,2.9534,3.4316,0.5929,2.6294,3.0314,2.1864,2.634,1 
-0.9145,10.1773,2.0105,1.7001,1.1453,1.8261,1.0613,2.0172,-0.5985,2.0082,1.2343,2.9696,3.6325,2.7922,1.7386,1.4174,1 
1.1202,9.9177,0.9866,2.8048,3.1446,1.8848,3.5584,1.4363,3.2809,3.8116,-0.3121,2.3244,1.0446,3.9601,1.5461,3.8818,1 
-1.5213,10.352,2.2464,1.7807,1.4635,2.348,3.2503,2.7981,2.7214,-0.1465,3.1886,1.7968,2.6705,5.219,0.6342,1.3683,1 
-2.0401,10.9768,1.4104,2.5927,0.3125,3.653,1.886,0.7448,3.109,2.8632,1.2162,2.4116,3.178,3.6636,2.8451,1.6252,1 
1.9473,9.3014,2.1447,2.3684,4.9982,3.463,2.6,-1.0758,2.1311,0.2307,0.5264,2.5159,2.8373,1.1623,2.2451,2.861,1 
0.6302,9.5267,0.2873,2.7537,2.4508,2.7859,2.7611,3.1739,2.217,2.226,2.631,0.8017,2.7657,0.2437,1.4432,2.9481,1 
1.4231,11.0889,2.1696,2.7646,3.4897,1.7785,3.2984,2.6405,0.616,0.8912,2.2574,2.7769,3.7473,2.0515,0.7028,1.8953,1 
-0.2071,10.1955,0.8451,2.2255,1.3556,2.3356,0.8739,2.2687,3.3634,2.5875,3.1636,3.4919,2.417,1.4662,1.4317,1.2996,1 
0.4345,8.9775,4.2467,3.3468,2.9116,-0.422,1.1258,2.494,1.7326,1.9716,2.4253,1.1019,2.7534,1.5926,1.9305,2.1139,1 
-0.0832,10.4595,2.3725,1.7057,1.99,1.7737,0.7589,2.8096,3.2729,1.7546,1.4545,2.8155,1.4551,0.9813,4.0779,2.1698,1 
-1.2781,9.542,1.9759,1.5878,2.8624,3.6406,2.4389,1.6762,0.8825,2.2284,1.7605,-0.6187,1.9313,1.8175,2.9875,2.0909,1 
1.0251,7.6364,1.4275,1.4176,1.057,1.9658,1.2423,2.8534,2.8264,3.2042,-0.1993,3.6321,3.5262,0.7912,-0.7409,2.1326,1 
-0.1449,7.998,2.787,3.4745,2.2098,3.3056,1.3829,1.5693,2.7344,2.6154,2.6282,1.3965,3.1568,3.7957,2.3967,-0.5336,1 
-1.6869,10.1928,1.6719,2.2236,2.5742,1.5212,1.0654,1.144,1.5063,2.2736,1.446,0.054,1.0693,2.944,1.2911,4.454,1 
-1.4376,9.5445,2.0083,1.6543,1.1389,2.0883,1.661,3.1259,2.9918,0.1551,2.1001,0.0555,2.2712,1.5284,1.6025,1.7085,1 
1.3327,9.1869,2.6542,2.6655,-0.6985,1.8507,1.6518,3.4856,2.3394,1.6839,1.5699,0.5699,1.9334,2.6318,2.8011,0.073,1 
-1.1986,11.2562,2.5965,2.2525,1.5007,2.4275,1.6525,2.1971,3.1095,0.9548,3.6027,1.8289,2.8537,2.9795,4.3677,1.0208,1 
0.2612,10.8874,3.2854,0.3435,3.8654,3.1242,1.7364,-0.4001,2.4594,1.4162,3.1781,2.5909,0.9016,0.6457,0.1437,1.7832,1 
-0.0947,9.8561,2.1391,1.7403,3.4155,2.5913,3.1873,1.1405,2.7872,1.9449,0.7641,0.419,-0.8024,1.279,3.0545,2.6442,1 
1.2559,9.1915,2.3061,1.396,2.191,1.9423,0.8551,2.5876,3.033,1.1901,1.7888,0.1623,3.5259,2.5667,0.4473,1.9919,1 
1.2943,9.712,3.1803,0.3783,2.2365,0.696,2.1201,2.6444,2.427,1.8597,1.5301,2.5857,1.6183,3.2541,1.8636,2.73,1 
-1.7305,11.0954,0.9887,3.1367,2.1083,2.633,3.59,3.7286,2.2337,0.5803,1.7568,2.3036,0.1379,2.2305,1.6491,1.1448,1 
0.4881,10.7635,2.7557,1.6403,2.701,1.4214,2.6472,2.5,2.054,0.9861,3.5663,4.2281,0.4443,0.4468,2.9019,2.5678,1 
-0.5142,9.2327,0.637,-0.4011,3.663,2.4553,2.5079,3.543,2.3174,2.2339,2.8066,4.4788,3.2285,3.2048,3.2431,2.4495,1 
0.6717,11.4254,1.3116,1.3684,5.4231,1.5185,1.9209,3.081,3.0296,0.2617,2.1273,1.4974,0.8687,2.2442,2.081,2.766,1 
0.1341,8.5709,0.6556,1.5567,2.0124,1.7149,2.0801,1.7698,2.8259,3.17,1.5752,0.5135,2.4847,3.8836,2.4748,0.3708,1 
0.4062,10.3279,1.9112,0.4031,1.2048,2.0868,0.3032,2.8347,1.6961,2.2934,1.528,0.194,0.7568,2.6631,2.7046,1.868,1 
-0.2485,11.1449,0.9871,0.8936,0.8636,2.3201,2.8496,1.618,3.095,1.3568,3.4405,2.8335,0.9338,4.1421,2.2899,2.2376,1 
-0.0975,8.754,2.9711,3.7975,3.6545,1.1135,0.268,2.6191,1.1944,2.0576,0.9964,-0.1596,0.9461,0.2656,2.1544,0.2678,1 
2.0253,9.7552,1.8041,2.3708,2.1794,1.7441,2.8778,3.2204,2.641,2.1171,1.2176,1.3515,0.7143,2.3873,0.9605,2.5412,1 
0.7462,9.5519,3.242,2.1733,2.8072,2.108,2.607,2.5931,1.8396,0.4712,1.9414,2.7405,1.4541,3.7741,1.9782,0.5308,1 
0.5924,11.1634,3.5049,2.8613,2.2987,3.521,2.8284,1.0683,1.2016,2.0551,2.3798,2.0891,0.9111,1.5293,3.2355,1.3312,1 
0.4865,11.2641,0.0107,1.0983,0.44,1.7921,1.4989,1.628,2.6683,1.5088,-1.2863,0.9219,1.2127,1.8354,2.211,1.8767,1 
0.8938,9.8584,3.4805,2.5879,1.9713,1.2214,1.8945,0.8872,2.0892,1.7233,2.8504,3.1997,1.6537,3.3548,1.0006,0.6875,1 
2.7235,9.7431,2.2467,2.8314,1.5923,3.3929,2.7366,3.2406,3.6186,3.0687,1.8227,2.7262,1.82,2.7471,0.7128,1.3814,1 
-0.6866,9.3218,3.1021,2.5634,-1.0353,1.367,1.9918,3.6816,1.8195,0.9493,0.4119,2.2379,1.6245,1.803,2.5437,2.5256,1 
1.9953,9.4211,2.6825,2.2665,2.2824,1.6046,2.975,1.5027,2.0367,1.9481,0.8891,1.9206,0.4329,2.2959,4.2945,2.7278,1 
-0.4243,9.4329,2.2149,2.095,0.9019,2.2771,2.1685,3.7997,2.7883,0.9014,3.2461,1.6229,1.3498,2.5481,-0.8156,2.2926,1 
0.4602,9.652,3.166,1.8986,2.5692,2.3209,1.4778,3.0843,1.3687,2.1694,3.1647,2.7203,2.2831,2.3871,2.7123,0.9321,1 
1.3245,10.4333,0.6334,0.8907,1.5372,3.1718,3.197,-0.6358,2.2738,2.2342,1.5489,1.637,1.7434,1.8034,2.0101,1.4261,1 
-0.6752,10.3198,1.2656,2.4171,2.6995,3.3699,4.9934,2.8041,2.3855,1.1897,2.9088,1.8711,3.8344,2.2569,2.5797,4.5856,1 
1.9742,9.8837,0.7893,2.9708,2.6967,1.7783,1.1368,3.0049,0.0713,1.3354,2.0021,2.2073,3.3386,1.3293,2.4619,1.7826,1 
0.9693,10.4586,3.6833,2.4846,4.178,1.8474,1.8888,2.4238,2.8386,1.6521,2.6584,1.231,2.7763,3.2217,0.2432,1.6806,1 
0.3183,9.6263,0.8946,3.4689,0.7061,1.1501,2.5144,2.6695,1.2949,1.5339,3.0424,2.6349,2.0675,1.2497,0.8262,2.8216,1 
-0.3038,10.0319,2.4561,1.8843,1.9746,2.4091,1.5869,1.9954,1.9399,1.5789,0.9498,2.2388,3.2197,3.03,3.1294,1.7925,1 
1.484,12.7013,2.0335,2.1501,0.7198,1.2718,2.3034,1.5896,1.3288,3.5273,2.515,0.6418,1.3598,2.7046,1.1065,2.2854,1 
0.035,9.3926,1.6287,0.968,1.4283,2.1118,0.2504,1.9985,0.2034,1.9634,2.6318,1.7661,2.2593,1.5151,2.0136,0.6104,1 
-0.1315,8.2127,0.6567,1.9633,1.7758,1.6209,1.6324,0.6331,3.3372,2.6606,2.7442,0.4723,2.3215,1.6606,2.4604,-0.0932,1 
0.5095,10.6384,2.1865,1.2404,0.8735,2.3379,2.0567,2.3065,0.9802,2.4241,2.356,1.8781,4.3198,2.0112,1.3945,-0.631,1 
1.0207,10.5665,0.4516,2.2272,2.0474,2.0762,1.4759,1.8737,1.1063,3.5319,2.1035,2.8059,0.6342,1.5375,2.1133,2.7485,1 
0.5585,9.9107,2.6158,2.1798,3.2555,3.1714,2.4385,2.7118,1.5024,-0.2123,3.5877,1.309,2.4633,2.7079,2.253,1.9188,1 
-0.0638,10.0509,1.9364,0.0976,2.8466,3.5311,1.495,2.4056,2.9144,2.0555,1.7876,3.4724,2.4372,1.5221,0.5649,1.9831,1 
1.2152,10.0561,0.7545,0.9445,2.1828,3.6177,0.4532,3.3341,2.2799,3.2836,2.1816,2.8238,1.8758,2.6738,1.8304,-0.9963,1 
-1.5864,10.7449,3.3743,2.9294,1.1749,3.0608,-0.2035,1.4944,2.5831,1.8597,1.3816,1.5376,2.7593,1.7184,1.1699,1.753,1 
0.8516,9.9329,1.9281,0.5949,1.8778,2.3382,1.0467,-0.3623,2.1756,3.4094,2.2989,2.9934,1.4179,4.06,1.1711,2.2527,1 
0.097,11.3961,1.9703,1.8363,2.667,2.7903,1.7182,1.9464,2.0275,1.1656,1.2431,2.8942,3.3057,2.1221,1.1129,3.0966,1 
-1.1239,9.6798,2.8778,1.9436,1.4018,3.0571,0.5475,1.9613,3.5436,1.5414,1.2577,2.8928,3.01,2.7032,1.4941,2.3163,1 
-1.5127,9.0987,2.3298,2.5592,2.8739,2.4049,1.5871,3.0711,0.5791,3.1912,2.5053,1.3575,0.8769,2.1565,2.9901,1.644,1 
-0.4973,7.8683,1.0261,1.4872,1.9537,1.232,1.5657,0.5983,3.6975,1.7266,1.6514,3.7226,1.417,1.3104,3.6022,1.5767,1 
0.1366,10.6843,2.1443,2.5936,1.9826,3.9917,2.0677,2.3715,-0.3542,2.4105,1.1826,2.3855,0.1892,2.5614,2.208,0.6444,1 
