Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Class
-1.5212,1.877,1.2918,1.2201,-0.17,1.4517,1.235,3.6099,2.9821,1.1597,2.4779,0.7685,0.9476,1.5332,2.6599,2.2598,0 
-1.4402,0.0887,2.2058,2.2072,0.5453,5.0054,1.9764,2.5867,3.7663,1.5294,2.1237,2.6174,1.6887,1.9764,3.1455,3.1498,0 
-0.189,0.3815,3.7776,3.875,3.3547,2.64,1.7407,1.6235,2.1346,2.8427,3.4789,1.7133,2.2343,3.0353,2.0747,0.7149,0 
-0.1324,-0.7489,2.2412,2.813,2.8966,-0.2456,1.174,1.7936,2.3605,2.4873,-0.0673,0.9511,2.0011,2.3332,2.9848,0.7189,0 
-1.2501,-1.7856,1.3054,0.4352,4.3717,1.1717,2.5126,1.3046,1.9417,2.0731,0.9673,2.7417,1.2994,2.5174,3.3551,3.0039,0 
-1.0321,1.3268,0.5782,1.8396,-0.0772,1.6719,0.3869,1.5045,4.5063,3.0181,2.6495,0.732,1.2931,0.3182,3.2958,1.7746,0 
-0.9253,-0.686,3.4674,3.5528,2.5854,1.8331,2.4474,1.6808,1.9386,3.0331,4.1852,0.6658,2.0408,3.3111,0.3817,3.3187,0 
-0.2567,0.9902,1.6993,2.505,1.7255,1.2516,1.5849,1.9711,2.489,2.6643,3.5566,1.3303,1.772,0.5441,2.3679,2.1041,0 
-0.4611,-0.8558,3.4489,0.5214,1.4095,2.8514,3.3931,-0.6169,2.6254,2.115,2.6891,1.3145,3.1616,4.8673,-0.5654,3.987,0 
-0.2563,-0.1932,2.0469,2.5464,1.4641,1.7376,2.3766,2.3692,2.312,0.4391,0.311,2.4937,2.4114,1.7345,3.2904,2.6139,0 
-0.6947,-0.4768,-0.0759,2.0314,2.6765,1.5131,1.2792,2.3803,0.6698,1.1157,0.8778,1.2813,1.1094,1.5355,1.0432,2.4884,0 
-1.4965,-0.4829,0.919,2.6464,1.1992,2.1796,3.1405,1.1646,0.6252,2.0273,2.9057,3.1373,2.4163,0.9227,1.8375,2.7002,0 
-0.2132,0.0254,2.5194,2.4678,0.5974,1.655,2.7418,0.3106,3.3772,0.9721,2.4077,2.5451,0.3244,2.6121,2.7133,0.3919,0 
-0.8676,1.3392,-0.2476,1.6169,0.812,0.8233,3.1092,0.516,0.5792,1.9346,1.5005,2.2939,1.9651,2.6451,3.0591,2.5107,0 
-1.3203,0.2033,2.8596,2.4126,1.2256,3.5743,4.196,0.7265,1.8875,1.1516,1.553,3.0168,1.5867,2.9841,1.4063,3.2663,0 
-0.061,0.7824,3.2736,1.8884,2.2314,1.6316,3.2673,2.6876,2.7843,2.4373,1.3229,2.3016,2.2089,3.2459,1.6168,2.2041,0 
0.673,-1.1284,3.1034,2.2546,1.6994,0.3241,1.3053,1.2089,0.7885,1.8944,3.0077,2.2018,1.0107,1.8308,3.3475,0.2814,0 
-1.0475,-1.3551,1.6993,1.3734,1.0889,2.7923,1.0271,2.5413,2.0167,2.0176,1.9061,1.0434,1.9082,1.9851,3.3743,2.1004,0 
0.3643,0.1968,2.1334,1.5727,2.3486,4.294,4.4196,2.3196,2.1781,0.8379,0.6094,0.4275,3.0858,2.7093,1.1423,1.45,0 
0.7473,-0.2413,1.5362,2.9388,1.3082,2.5346,1.62,3.309,1.498,3.5115,4.3442,1.8249,1.2683,2.3022,0.8237,1.2153,0 
-0.7194,0.5269,1.4414,2.9557,2.8597,2.1542,2.3486,2.5537,4.7188,2.1816,1.3073,4.9026,3.8792,0.8124,0.995,1.1057,0 
0.3864,0.0502,0.975,2.3636,2.5325,3.5364,1.975,2.9534,2.3761,3.7739,0.8537,2.0013,2.6176,1.7572,1.6525,-0.9099,0 
-0.9854,1.3324,2.9413,1.4594,2.1505,0.8407,1.7169,2.0628,1.468,2.3196,2.2186,2.9884,0.233,1.0341,3.9888,2.5317,0 
0.3354,-1.257,3.1801,0.9155,0.1028,2.3123,3.7908,3.5589,1.3509,3.3595,1.892,0.8333,3.6016,1.1702,0.8118,1.358,0 
1.1305,2.3659,0.9477,2.5337,4.3286,1.5146,1.9957,2.9975,0.6269,1.3816,1.7918,1.6666,0.9694,1.3179,-0.694,2.6215,0 
0.1595,-1.6538,1.0856,-0.28,0.8345,2.7434,1.4596,0.7145,4.3492,2.4532,1.0652,2.4429,2.2332,2.1685,3.009,2.3349,0 
0.3402,0.202,3.557,1.6371,0.8449,2.2592,3.3963,2.4371,1.5533,1.0242,0.6526,0.3509,2.4634,1.3346,2.4542,3.3777,0 
1.3648,0.6516,2.9224,1.8393,3.0381,2.0866,2.0462,1.8787,0.8455,1.2636,2.2592,0.769,1.5335,0.2509,1.8688,3.0307,0 
-1.1902,-1.5929,2.8707,2.3359,1.9852,1.4174,2.3295,2.244,0.8519,2.5072,2.4277,2.1754,2.1003,0.9232,0.9343,1.467,0 
-0.1176,-0.3092,1.9193,1.7231,2.2862,1.5911,3.2007,1.3547,2.3857,3.1883,3.7247,1.3128,2.7911,1.8989,0.8718,0.9221,0 
-0.1268,-0.8116,2.0028,3.5441,0.8164,2.2793,1.3936,0.7302,0.163,2.7215,2.7224,1.3881,1.1774,1.6957,1.6657,1.8366,0 
-0.2382,2.2356,0.8972,1.9717,1.9148,2.249,2.2902,1.2198,2.8947,1.0151,2.6104,4.8569,0.7942,2.4861,2.8553,2.9359,0 
0.0579,1.6657,3.581,1.8147,0.4339,3.1209,1.1302,2.5102,1.3628,1.4172,1.7955,1.8064,1.7552,2.1697,1.047,2.8431,0 
1.6775,0.2423,2.7889,1.0528,2.2128,1.3158,1.9653,1.5352,2.044,1.8054,2.1985,2.0798,1.4087,2.6952,4.121,1.517,0 
-0.7388,0.0249,3.7103,2.4766,1.5053,2.5355,1.9243,2.8371,1.2288,1.9305,3.2658,3.4996,2.1428,4.2517,2.4713,3.0372,0 
0.1455,0.6652,0.1495,1.2833,1.8566,2.918,1.255,1.2162,3.6722,3.6843,2.1401,3.4964,2.8713,1.2891,1.7611,4.2933,0 
-0.9944,-0.9975,3.3292,2.7589,3.5408,1.106,-1.1807,3.4748,1.9228,1.6349,2.2735,1.7959,2.8134,-0.2499,0.1841,1.5758,0 
-0.2897,0.6821,0.532,1.6938,2.3242,1.3148,1.3882,1.2995,1.2079,1.3249,2.2082,2.2977,2.88,1.9707,0.293,3.5492,0 
-0.3527,1.217,2.5411,3.7531,1.8024,1.8553,1.7799,3.1363,0.4548,2.1952,3.2428,4.0071,0.6903,3.7307,2.3932,1.622,0 
0.0759,-0.2766,2.493,3.6783,3.0654,2.3381,3.0059,1.0579,2.2457,1.9097,1.1523,2.3391,3.8855,2.9473,3.5718,0.1118,0 
-0.8334,1.4203,3.6189,2.1208,1.7719,1.2626,4.3306,1.43,1.5494,1.7665,3.0974,1.6551,3.4795,1.3878,1.8356,3.3365,0 
0.6497,0.6579,2.0898,2.0663,3.009,1.5855,2.1439,0.1249,2.5109,3.3721,2.5494,0.6536,2.4455,1.2431,1.5103,2.0603,0 
0.6539,1.7652,1.9517,0.5384,0.9742,2.1028,3.1425,0.9426,3.9285,2.7235,2.1711,1.1642,1.987,3.3723,2.7209,0.4867,0 
1.0702,-1.1326,0.783,2.1904,2.0074,0.9433,1.0585,1.1851,1.7808,2.7636,0.7824,2.0543,2.3816,1.7506,2.4892,2.0834,0 
-2.1161,0.0124,2.9789,2.0167,2.2743,0.5506,0.7241,3.0927,3.6024,2.7829,3.263,1.7545,0.3293,1.961,1.8148,1.3057,0 
0.1958,-0.5188,1.1412,2.6146,2.2041,3.5436,2.53,2.4392,1.819,1.3818,3.6388,2.6327,1.1791,3.3122,1.5815,1.654,0 
1.3202,-0.4253,3.576,3.4493,1.7595,1.75,2.8961,0.308,2.893,2.4291,2.0483,0.9692,3.4328,1.7008,0.6336,1.6216,0 
0.4762,-0.7971,2.0241,2.9774,0.4253,2.4324,2.0045,2.5891,1.2868,2.604,1.0097,2.6255,1.8904,4.2762,2.4753,3.235,0 
-0.5113,0.6135,1.7807,1.3298,2.2076,1.4271,1.2534,2.0105,2.2398,0.2784,0.8739,1.7229,2.5384,1.0627,1.2716,1.1717,0 
-0.3326,0.7642,2.6983,0.8304,1.1656,2.038,2.0325,1.8592,2.3144,1.7916,3.6156,1.5635,1.4145,2.3375,0.7284,1.319,0 
-0.2154,-1.145,1.1504,3.9832,0.266,0.906,2.1738,2.3178,2.0054,2.179,3.1666,2.7259,2.0132,2.7295,3.7912,-0.1379,0 
-1.3696,-0.4764,1.0217,3.2899,1.6841,3.5135,4.2888,1.7722,3.6215,1.9432,1.3801,2.0042,1.1267,2.4185,3.3994,0.1773,0 
0.4498,0.5226,1.796,0.21,1.8821,2.811,3.1812,3.1827,2.7818,0.7156,1.733,1.9078,2.432,2.1802,2.0994,2.3809,0 
0.0837,0.2189,0.3632,1.2217,2.7375,3.6302,1.4164,2.0395,1.2926,1.7674,2.1807,0.495,1.2011,3.4232,2.0304,2.5531,0 
0.6314,-0.3091,2.8981,2.8551,0.8383,0.5208,1.3995,1.3855,0.4758,2.5239,2.6167,2.0217,1.2142,1.8686,-0.1229,3.1316,0 
1.7075,-0.702,2.5301,3.4181,2.3445,2.1053,2.2674,1.4866,2.5287,2.8129,1.9258,1.9773,1.5688,1.7683,2.9651,1.1172,0 
-0.1604,1.2769,1.7803,2.6078,1.0195,2.9453,1.6261,1.3504,2.066,2.7321,1.7181,1.4489,0.5041,1.766,4.1917,5.0093,0 
-2.0949,0.8422,2.3253,1.6005,1.1361,2.5926,-0.1301,4.0492,1.5784,2.5497,1.8596,1.8736,1.6542,2.8165,2.1846,1.8746,0 
0.2315,0.7224,2.1365,0.439,2.5071,3.2152,1.5723,2.9446,1.8651,3.3181,0.7369,1.9891,3.4257,2.2209,2.4022,2.6578,0 
1.5872,-2.1478,-0.0117,2.0837,0.0403,3.8996,0.6252,1.5939,1.0426,3.6354,3.3021,1.5355,3.3043,0.0858,2.6653,2.1498,0 
-0.5226,-0.7773,1.4232,2.4615,0.7462,1.6323,0.0958,0.9556,1.8704,2.5911,3.8572,3.0672,1.4865,1.5989,1.3688,1.1087,0 
0.465,0.1149,0.6819,1.5657,1.5532,3.8944,2.6194,1.9154,1.0753,0.8614,1.9514,1.9472,4.1223,2.9254,0.4106,1.2401,0 
0.2085,3.0631,0.6978,1.8063,2.6544,0.8548,2.552,2.4577,2.8966,-0.1482,1.1288,2.8857,1.7191,2.4468,2.8375,0.8015,0 
-0.3052,-1.4355,2.3339,0.7232,3.6702,0.8748,2.1605,1.5187,2.3862,-0.619,3.2916,0.8112,4.2608,3.4824,2.5239,3.8522,0 
-2.93,0.6275,2.4672,0.4593,1.6996,1.5416,0.3051,1.9125,1.7033,0.7919,2.4509,2.4039,2.6369,2.2019,1.1134,3.9232,0 
-0.3237,0.7904,2.8225,3.8231,2.3572,2.723,2.8189,1.718,1.3053,4.1068,2.1151,1.2563,3.4013,1.645,-0.2709,0.7067,0 
-0.0663,0.0203,2.1163,1.9968,1.347,2.1704,2.186,5.892,1.056,0.4612,0.4611,3.2306,1.4418,2.1981,2.3081,3.2904,0 
-1.5067,-0.3956,0.7774,2.7926,1.1672,3.5202,2.1578,2.3208,2.3546,2.1277,2.7141,2.0382,1.5646,1.2258,2.7013,3.861,0 
1.0258,0.3634,2.0846,4.008,1.1452,2.467,3.2257,1.3624,2.1084,1.3528,2.3442,2.6675,1.9136,1.8152,2.4707,2.6352,0 
-0.1377,-2.2231,1.5085,1.1138,3.2221,1.1383,0.5038,1.5363,0.5644,1.5865,1.3298,4.8251,1.2524,1.4181,1.6561,2.6744,0 
-1.471,-0.5828,0.5344,3.4891,0.4293,1.9059,2.9538,2.9092,1.2481,2.8129,3.9074,2.9768,3.2751,2.2781,3.3077,3.6467,0 
-0.8195,0.8652,1.2817,0.0452,4.0383,2.2225,3.4585,2.0603,2.7427,3.1334,2.2646,1.9938,1.5148,2.9604,1.1799,1.5125,0 
0.0334,-0.7387,2.3569,2.5569,1.2599,2.152,2.2495,1.7497,2.8324,-0.5133,2.2814,3.3896,3.9856,1.6393,3.1517,1.7204,0 
0.5861,0.878,2.2508,3.2911,3.3706,1.6709,2.3377,1.8976,0.5579,1.9589,1.9029,1.1799,2.4373,1.4948,1.0201,3.3549,0 
0.5484,2.6977,2.4587,0.5774,0.77,1.6888,2.0513,2.2026,2.7232,-0.3704,1.2245,0.0098,4.3697,3.4764,2.9656,1.4439,0 
-0.4784,0.093,1.9819,2.671,3.4078,0.7531,1.5876,2.1395,3.3141,1.6162,0.219,3.813,0.8078,2.0219,1.7761,1.932,0 
0.4174,-0.0555,0.2139,3.6816,1.887,1.6519,2.7794,2.7635,0.3997,3.6754,0.9757,2.2811,1.9704,2.2824,1.952,1.8901,0 
0.782,-1.4145,2.2968,1.1023,2.6761,3.3088,1.2854,0.6727,2.75,1.2994,3.1626,0.0772,1.6221,2.5863,2.187,2.1561,0 
-0.6107,-1.2967,2.0762,1.129,4.4916,1.7945,1.5261,2.4436,2.535,4.0273,1.0319,2.2115,0.5911,1.2171,0.5954,2.6129,0 
-0.9935,-0.1605,3.5632,2.0747,1.7936,3.5029,1.6012,-0.3598,2.865,2.039,1.1725,3.1521,1.8404,1.4583,-0.0862,1.8581,0 
0.2832,1.0745,3.962,2.0467,0.2071,1.587,0.9331,-0.5393,0.8854,2.0056,0.6423,2.4423,1.4258,2.4599,1.9267,1.8708,0 
-1.6626,0.6702,0.4239,-0.2829,4.0195,0.7507,4.062,3.0341,2.9016,0.0518,1.3844,2.4958,1.2217,1.9923,2.6443,1.7046,0 
-1.5017,0.0304,2.024,2.456,1.7981,0.7407,0.1986,-0.1296,2.5532,-0.2219,2.0181,2.3558,1.4543,2.1509,1.8413,2.5164,0 
-0.5801,-1.2643,1.4247,1.7872,2.7538,3.0557,-0.463,1.5057,2.4372,2.3755,0.9989,1.564,2.1022,2.6322,3.0151,1.657,0 
-1.6651,-0.3265,2.9573,2.4139,2.642,0.616,2.1911,1.205,1.9534,-0.3692,1.4502,1.1867,1.9274,2.0772,1.7636,1.1647,0 
1.1681,0.5731,1.3325,4.2298,1.5266,1.8433,3.4273,0.9532,3.6765,1.0453,3.4468,3.0746,2.2115,0.5056,0.8274,1.3841,0 
-0.0009,-0.7308,3.5,-0.6434,1.8255,2.4696,-0.1746,3.1451,0.6406,2.5234,0.7754,1.6961,2.4751,1.4337,1.0063,1.2416,0 
0.2767,-1.2531,2.146,0.264,2.5599,2.5361,1.5055,4.0051,1.0854,2.0043,0.5318,1.6039,3.0789,1.2764,1.5392,2.0716,0 
-0.6097,0.1781,3.8007,1.3767,2.7151,2.5988,3.1981,0.1887,2.9048,2.8763,0.574,2.0221,2.0139,3.6526,2.6127,1.6766,0 
-0.8418,-0.2062,1.6415,1.2823,1.5883,3.1631,1.9202,0.67,1.7169,0.5942,2.0231,0.9122,1.419,2.4427,1.8285,2.7068,0 
-0.7816,0.9238,1.9103,2.8568,2.5709,2.4214,-0.0938,2.1779,0.7789,2.5411,1.7026,1.2902,3.648,2.5538,3.8829,2.9777,0 
0.028,1.9914,3.0284,2.9681,1.6121,1.5756,0.0818,2.3347,2.8706,2.2894,2.0173,3.6829,2.7,1.5467,2.6588,3.2783,0 
-1.0078,0.744,0.907,2.2996,1.2401,1.7836,1.2959,2.6607,1.9113,1.0437,2.8315,2.6196,0.5821,1.5559,0.9832,3.1289,0 
1.2834,-0.7095,1.0839,2.8905,3.1352,1.456,2.0095,1.7571,2.9842,2.0844,1.4326,1.7632,0.3713,3.2531,2.0245,1.39,0 
-0.2534,-0.6935,1.4007,2.3759,2.4042,3.0263,1.9059,0.6707,3.1738,2.3811,1.2344,1.8462,1.517,2.1648,1.5382,2.3772,0 
-0.9614,-1.3491,1.7333,1.2542,2.4493,2.576,3.054,1.8443,2.3148,1.7579,1.7213,2.3398,1.4613,0.7166,2.4358,1.3502,0 
-0.7435,0.4468,0.9803,2.5655,1.9242,1.9652,1.0875,2.7563,3.8894,2.4797,-0.2055,0.6531,1.2296,-0.4145,5.4691,1.9109,0 
-1.258,0.5122,4.534,1.5691,1.1016,1.4617,3.3471,1.3425,3.2747,1.7389,1.4853,2.3257,2.5222,2.2039,0.8566,2.3856,0 
1.1661,-1.0475,3.215,2.7883,2.1522,1.1038,3.1439,1.1163,2.6895,3.2714,1.9806,3.169,2.1319,3.715,1.0685,0.675,0 
-2.7878,0.9703,1.4918,2.1829,1.7765,3.7474,2.5178,0.2135,2.6965,1.308,4.3887,1.8139,0.1815,2.6953,1.3996,1.4763,0 
-0.8663,-0.4161,2.6904,-0.2756,3.5152,3.2713,1.9543,1.8036,3.4057,0.3025,3.5219,-0.0698,3.0552,2.9759,1.7764,3.0053,0 
0.937,-1.0995,1.9187,3.0568,1.3692,3.2099,0.3734,2.415,2.3806,1.8198,3.0902,1.7844,1.4073,1.5892,3.3768,2.5974,0 
0.2912,-0.1085,0.2901,-0.0897,1.4928,1.5379,3.1515,3.8001,2.2914,-0.0708,1.5687,2.8628,1.7887,1.3154,2.4474,1.9156,0 
-0.0392,-0.7178,-0.1719,2.4132,0.4228,0.9683,0.7945,1.4805,1.9875,3.0223,1.1917,1.5296,2.4584,2.7649,1.7749,2.0252,0 
0.1829,-0.5096,2.1978,1.5025,1.384,3.565,0.72,2.0143,2.4221,2.6631,2.2862,1.6266,1.626,3.0843,2.4706,2.5266,0 
1.3463,1.574,0.4278,2.7401,3.1742,1.9911,1.5413,1.289,2.13,0.3939,0.8989,1.8449,3.1905,2.972,2.9982,2.9493,0 
1.2382,2.5339,2.7103,2.9154,1.4866,0.0061,2.6936,2.2796,2.6582,2.7238,3.1963,1.4821,4.2073,2.8571,1.8258,1.646,0 
0.7231,-0.0208,1.538,-0.0677,2.1733,2.2418,1.9274,2.3319,1.442,1.888,1.4574,2.8585,2.9252,3.2023,1.2948,1.6359,0 
-0.2528,-1.0199,2.3695,1.8742,1.9563,1.4438,3.0584,0.5949,1.838,-0.0635,2.4516,4.1488,2.468,3.0276,2.5877,2.4043,0 
-0.2227,-1.2173,1.7805,1.6083,1.8565,2.1685,2.8963,3.8372,0.0952,2.898,3.6279,3.0728,1.6112,3.7934,1.0159,1.8747,0 
-0.9083,0.3742,1.8205,1.9396,1.1904,3.1997,1.918,2.4715,3.5874,1.1688,1.5457,2.7834,3.4101,2.6658,2.472,3.4217,0 
-0.7458,-0.2968,2.0629,0.1772,2.4573,2.5736,1.6243,0.9642,3.4943,0.7947,1.6805,2.8084,2.3692,0.8808,3.0063,2.3456,0 
-0.483,-0.5207,1.0171,1.1333,2.0546,1.6753,2.0968,3.3775,2.4007,2.1994,1.7559,1.7732,1.074,0.5419,1.3398,1.959,0 
-1.1164,-0.4395,0.0872,2.534,2.9549,2.7426,4.0345,1.4026,1.7695,2.285,2.6208,1.569,1.9823,2.2933,1.6837,1.6422,0 
1.0579,1.9522,1.9443,2.9452,1.5172,1.6842,0.8825,0.823,2.2558,-0.0875,1.4049,2.4457,1.047,2.9237,2.3042,2.1743,0 
0.4236,-1.4721,-1.3696,2.3476,3.2264,1.7558,2.2494,1.3175,2.4439,2.6892,1.5503,1.5053,1.2927,2.977,0.8998,3.2424,0 
-0.716,0.2542,2.9223,1.3751,1.5171,0.0749,0.8062,2.3001,2.3406,2.0554,1.7937,2.5662,2.3688,1.4122,1.9515,1.4566,0 
-0.5455,1.3825,2.1487,1.4177,3.3484,-0.7811,1.1114,3.0458,0.8466,1.7401,1.8883,2.387,1.2941,3.303,1.2882,3.235,0 
1.819,-0.6953,2.8409,1.6596,3.0837,2.2119,2.9502,0.398,1.4736,1.399,1.2968,3.1434,1.6693,2.6424,1.041,2.7747,0 
-0.4797,0.7883,2.8823,1.8917,1.4606,0.9642,2.1203,1.5671,1.2249,2.5082,0.3476,2.5053,2.7053,1.0963,3.3656,2.2693,0 
-0.2376,0.6988,2.3991,1.8461,2.2202,1.9927,2.5058,1.9749,1.2401,1.633,2.6065,2.539,2.7378,1.1877,1.6504,0.6995,0 
1.1158,1.1202,1.7426,3.2446,1.3941,1.2446,0.4018,0.6325,4.6395,1.3686,2.407,1.3696,3.2373,0.4127,2.4742,3.4401,0 
0.3336,1.0693,2.0749,0.9501,1.934,2.5619,3.7315,1.2769,4.0157,1.5583,1.0348,0.736,1.6675,3.2747,2.023,2.4872,0 
-0.3763,1.3372,2.8667,2.7885,3.1084,1.9887,1.7337,1.337,1.7958,0.9779,2.946,0.3702,1.916,1.5154,2.4302,2.7571,0 
-1.7211,0.6098,1.2257,0.4859,1.6811,1.6837,3.5193,2.6962,0.6629,1.6904,3.3016,2.3597,0.6576,3.1002,1.453,1.9719,0 
-0.7901,-1.4028,1.9915,2.6589,1.932,1.3818,1.0715,1.7368,1.7503,1.1894,4.4707,0.2608,2.4043,1.7192,2.4708,0.3142,0 
-1.1342,-0.7264,1.1124,2.4035,1.5254,2.9065,3.1456,-0.2708,1.8416,4.0647,0.1301,1.5265,1.3206,2.4713,2.5403,0.444,0 
0.301,0.7404,1.478,1.3576,2.5334,1.5487,0.9931,0.6802,2.4853,0.7125,1.2123,2.1948,2.4074,2.6508,1.4143,0.9252,0 
-0.5367,-1.4573,2.3223,-0.6095,0.79,2.9218,1.0724,3.3401,1.5482,2.6583,3.1937,2.0898,1.7061,2.6187,1.7155,1.1826,0 
1.7102,-0.1624,3.1942,2.036,0.8454,1.4177,1.5589,3.0959,-0.4227,2.1115,1.7389,2.7206,1.469,1.988,2.3694,1.5001,0 
-1.3916,-1.1787,2.1043,1.0544,2.266,2.6441,1.6675,3.3517,3.2214,3.0162,2.3252,1.919,1.9617,1.3921,1.6361,0.5176,0 
-1.0912,0.4136,0.9968,3.632,2.655,2.1768,2.1541,3.8226,0.4877,1.1635,0.7079,2.195,2.6703,1.0382,2.0587,1.5082,0 
0.5217,-0.7704,2.9365,1.8794,0.7712,3.2021,0.8112,2.9114,2.7934,1.6905,1.6846,1.5194,3.6742,3.1939,2.6987,3.061,0 
0.9455,1.1189,2.283,1.7005,2.8578,2.6017,2.6263,2.3133,2.0646,1.1135,2.0414,2.4829,4.0033,2.5049,2.5657,2.9834,0 
0.356,-0.0066,3.6954,2.4756,0.7665,1.6213,2.6461,1.1216,2.0219,2.9771,3.5636,2.4579,0.5724,1.4353,1.5215,4.3419,0 
-0.7101,-0.2174,1.8321,3.9043,1.9566,2.6661,1.9369,1.9975,1.7248,1.1511,0.7544,2.0033,1.9362,0.2327,1.3171,1.8318,0 
-0.0765,-1.0574,2.2314,2.5943,4.9305,0.8215,1.2189,1.689,3.9233,2.7176,0.4073,0.9768,1.5105,2.4087,2.4749,1.3789,0 
0.0398,1.1559,3.3003,1.1286,0.7865,1.785,3.1526,1.3259,1.7895,1.428,1.9987,3.3494,1.9249,1.8048,1.747,1.8948,0 
-0.897,0.6584,1.3897,-0.8961,4.2311,2.2526,3.5071,1.4989,2.6182,0.9541,1.5061,2.6447,2.3007,1.641,1.7444,2.0695,0 
-0.8621,0.5725,2.5238,2.9135,2.3874,2.1093,2.29,1.2448,1.9089,2.882,3.9803,0.6346,3.3615,2.3101,1.4162,2.4499,0 
-0.1777,1.3965,1.419,3.1827,0.3043,0.581,1.0603,2.074,2.6206,3.3582,2.8244,1.0231,1.888,0.9484,3.747,0.7999,0 
-2.3735,-1.181,3.3647,1.3571,2.5491,0.9405,2.9333,2.0496,0.7445,1.011,0.524,2.9178,3.0052,-0.1616,1.4614,0.5045,0 
1.5704,-0.8905,0.9438,0.8309,1.0554,2.3516,1.0427,2.0377,1.7037,3.8389,-0.5735,1.2864,2.3344,1.7194,1.9625,0.5072,0 
0.4386,-0.8286,0.4809,2.37,2.3613,2.0376,2.9608,1.3942,1.6197,0.6104,2.3882,0.8016,2.3738,2.4257,1.5917,1.9326,0 
0.2985,-0.8679,2.8145,0.8,1.7674,2.6017,-0.0593,1.9597,2.8955,1.3973,1.3478,4.0762,2.2795,2.6001,-0.2955,1.5535,0 
0.8117,-1.1865,0.0179,4.7356,1.2663,1.8307,0.5598,0.2154,3.0482,0.63,2.6425,2.3308,1.4121,2.5008,2.7388,2.099,0 
-0.2085,-0.0674,0.7084,1.7549,1.5643,2.778,1.2718,2.1337,2.3699,2.7603,2.4093,1.8577,2.1421,1.4619,2.1466,2.1807,0 
-0.5525,-0.5438,1.7899,2.9372,0.4949,3.9743,1.5536,2.3826,1.3183,2.2072,1.1009,0.2305,3.2321,1.9559,1.6006,1.9714,0 
0.2205,0.2326,0.7491,0.8494,1.9654,2.5327,2.0259,3.6273,2.4455,1.2025,2.1182,1.9964,1.9535,4.2759,2.2802,1.1894,0 
0.0112,0.7193,2.8163,1.5588,2.2001,1.2695,1.2833,1.1238,2.8781,0.7515,1.9191,2.2514,1.1467,1.3068,0.6653,3.8691,0 
-1.964,-2.3383,1.5301,2.2193,3.6425,1.3572,2.1989,0.7128,2.871,1.3157,2.231,2.7513,2.0362,0.8408,1.4792,2.8241,0 
0.0177,-0.1169,0.9292,2.5903,1.6178,0.6324,2.4522,0.4418,2.5222,2.3415,2.2613,1.3534,1.7145,2.5312,2.7319,3.0656,0 
-0.6783,-0.4707,2.3071,4.5174,2.7615,0.4249,3.1014,-0.0707,0.7348,1.7871,1.1433,3.6474,1.0452,1.2499,1.0116,2.5948,0 
0.3079,0.271,3.5168,0.7221,2.6888,2.0806,1.3445,1.5025,2.6078,1.1848,2.5677,2.4696,0.6147,1.8519,2.2637,2.5733,0 
