Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Class
-1.6375,-0.9009,1.0599,1.2214,1.6417,3.7011,1.6452,2.5503,3.3568,1.4336,2.3152,2.3525,2.735,3.0191,1.7128,1.6533,3.7358,1.0669,0 
-0.4121,-0.8486,3.0615,3.8992,2.5062,4.3092,2.3998,1.8247,2.0165,0.7166,2.8889,2.6788,1.7789,1.8293,2.3518,0.5346,3.2992,1.5045,0 
-0.5166,1.6341,3.748,1.6202,0.4721,2.243,0.4987,1.2559,1.8737,2.4724,3.6397,1.4335,0.092,2.4267,3.8356,-0.1497,3.0946,0.3988,0 
-0.051,-0.481,1.7582,4.118,3.6514,1.3701,1.9542,3.5395,2.7259,2.2705,1.4701,2.648,0.5942,2.1385,1.2625,3.2266,2.4483,0.5436,0 
-0.0251,0.4244,3.0509,2.1396,3.0752,0.5497,3.4737,1.6068,3.258,3.1071,3.5337,0.7409,1.7057,2.9179,0.9484,1.9315,0.7329,1.5509,0 
-0.2765,-1.5318,2.0202,1.9679,1.8245,3.8613,0.6109,1.7675,2.1335,0.7817,2.6807,0.7388,1.1995,0.7948,1.7052,1.0629,1.9001,1.9229,0 
-0.2415,-0.6934,1.4561,1.7663,-0.3199,1.2961,1.4761,2.6409,4.7951,2.3958,2.2477,2.8054,2.4643,2.8535,2.2702,1.2356,2.6538,2.3783,0 
0.4824,0.3068,2.5376,1.4168,0.9943,0.5932,4.5878,2.0731,2.4196,0.9565,2.5851,3.1019,2.1957,1.613,1.8872,2.7685,3.3699,3.3764,0 
-0.6893,-1.7668,1.3899,1.585,1.9028,2.5622,2.4605,1.649,2.0102,2.4035,2.278,1.9954,1.8623,1.1198,0.027,2.3096,0.9279,2.0354,0 
-0.0659,0.724,0.722,1.3021,3.7094,3.4698,2.9527,3.1004,2.2926,0.8456,2.0824,2.3959,1.1649,0.4989,2.3184,0.0951,2.2649,0.1443,0 
0.5769,1.0337,1.5776,2.7387,2.5254,1.7213,-0.6854,2.9517,0.1317,3.4349,1.1467,1.4718,2.4357,1.3407,2.7813,1.7298,2.7215,3.2904,0 
0.7889,0.2019,-0.1777,1.5687,0.4743,0.981,3.3223,2.1628,0.9281,1.4725,2.1215,1.5484,1.7095,1.6006,2.2249,3.5784,1.7998,2.3432,0 
0.3002,-2.0259,1.6844,1.2274,1.9103,2.5627,2.0419,1.8066,2.185,2.2996,0.5124,4.6856,2.5647,2.8546,3.8278,1.4823,2.3205,2.2342,0 
0.1334,1.16,0.3927,1.9703,4.834,0.6213,3.0212,0.3321,1.2405,2.0624,2.7672,0.0344,3.0522,2.7229,2.5597,1.0398,1.8916,-0.1399,0 
1.8062,0.2217,2.9152,1.4935,3.9279,1.3075,2.3717,1.6015,2.8075,2.4561,0.6641,2.5888,1.4396,2.2739,1.7432,1.1028,4.914,3.7931,0 
0.2955,-1.0951,1.6717,2.9512,1.5968,3.1368,3.1172,1.9369,1.7311,3.4584,0.9705,2.3554,2.0314,-0.1529,2.9424,1.7001,1.8817,2.1483,0 
0.4159,1.1168,1.1265,2.2106,3.5151,2.1636,1.6622,0.3744,2.233,1.2827,2.3261,1.997,0.9977,0.385,2.3074,1.5016,0.4802,2.8988,0 
0.1841,-0.0629,2.9069,1.6358,3.2235,3.0532,2.5085,1.6163,2.9587,-1.0418,2.5873,2.7887,0.8427,1.8865,1.2732,1.3129,1.2256,1.6386,0 
-0.0923,0.073,2.291,3.3829,2.4368,2.331,3.9111,4.232,2.847,1.9195,2.9028,1.9486,2.6043,1.0161,2.4359,1.3371,3.1258,-0.8949,0 
-2.3726,-1.3689,2.265,1.4986,2.3516,1.432,0.6884,2.7344,3.253,0.9295,2.0377,3.6811,1.3834,1.2536,1.4875,2.7432,1.2205,0.5549,0 
0.0955,0.9412,1.1025,1.5172,3.0166,1.7773,1.7022,2.8295,1.9085,2.2422,4.2143,1.6919,2.3179,3.5124,3.3227,1.3424,3.0338,1.0242,0 
0.1481,-1.4962,1.2582,1.7385,3.4335,1.7767,1.8548,1.3808,1.4013,2.5284,0.8558,1.4125,2.3371,1.0874,-0.2834,0.8597,2.5459,2.5351,0 
0.1981,0.6297,2.6857,0.8079,3.1429,2.1698,1.677,0.3097,4.0672,2.0642,4.3107,2.7622,2.996,1.6331,1.7918,2.4093,2.9176,3.363,0 
-0.488,-0.0524,2.8084,0.7038,2.5953,1.3827,2.0464,1.2906,1.1174,4.4868,1.8402,2.8911,2.5575,1.2223,1.5331,3.0775,2.0359,2.2033,0 
1.9551,0.3548,2.6884,1.4093,2.3486,1.6078,1.0021,0.3746,3.6517,2.2919,0.9664,3.254,2.6346,1.7341,1.9226,2.7636,1.8423,0.9858,0 
-0.0114,0.9113,-0.0745,1.5968,2.347,2.7893,1.3379,1.2423,1.9931,0.9135,1.5896,1.21,2.5517,1.6649,1.9368,1.4884,1.641,2.115,0 
-0.423,0.1582,0.4968,2.3244,0.8839,0.4204,2.4989,2.8335,1.5829,0.901,0.9567,1.8234,1.5592,2.7885,0.8805,2.8734,2.8202,0.5648,0 
0.3848,-1.5642,1.126,-0.5569,2.3863,1.2838,1.4345,0.6827,1.1438,2.6777,0.5383,0.9772,1.8072,2.4808,3.4725,4.1481,1.903,3.1465,0 
-0.3391,2.0918,4.2161,1.7849,1.7178,3.7058,1.7927,1.445,3.673,3.3426,0.2844,1.6796,2.7272,0.6968,0.1438,2.6063,3.8596,3.06,0 
0.7328,0.4662,2.954,2.3106,2.096,3.3355,1.3799,1.2449,1.9192,0.1212,1.3416,2.0557,2.7805,1.9784,1.342,0.3393,4.2106,1.3527,0 
-0.9874,-0.2692,2.477,4.3714,2.1387,0.8713,3.0828,2.7202,1.1811,1.6356,4.2131,2.1919,0.1019,1.1318,1.6659,2.6703,3.3068,1.3126,0 
-0.0307,0.1312,1.891,2.1317,2.3291,1.7809,1.4859,0.9514,0.7858,1.255,1.5744,1.6223,3.4987,1.9525,2.1456,2.7991,0.4293,0.5246,0 
0.6273,0.4556,2.0674,2.9122,1.2055,1.0434,2.7025,2.1227,2.9998,1.3103,2.8835,0.8165,4.1503,0.4753,3.8165,2.8617,2.3982,1.2428,0 
-0.2658,0.4832,2.7171,1.3427,0.2987,4.0738,4.0737,2.2482,1.2378,1.5266,2.6327,2.2672,3.2995,4.0227,1.294,2.1715,1.9983,2.8223,0 
2.8565,-0.1119,0.5075,1.695,2.3432,-0.466,2.5685,2.4288,2.6963,1.8209,1.1731,1.3153,2.1839,1.0555,2.0315,1.1791,0.4668,1.0857,0 
1.0644,0.1971,2.709,2.2447,3.2883,2.3117,3.1024,3.2357,2.2421,3.3376,2.2027,1.7835,2.6669,2.3251,0.1755,3.5999,2.4814,3.4745,0 
0.8767,0.4779,1.8123,1.5704,1.9651,2.0492,1.9818,2.1232,1.9917,2.9504,2.0221,1.5716,2.741,1.7487,0.5507,4.4618,4.2318,2.4203,0 
-1.887,-0.4622,2.7607,1.8443,1.8846,2.1514,4.5005,3.2147,2.5651,1.786,1.101,1.72,2.886,1.917,1.5747,2.2701,1.0459,1.81,0 
-0.4136,1.0717,2.9235,3.5497,3.8141,3.1101,1.05,3.128,1.416,1.6738,0.8512,1.0084,1.7551,2.5346,1.209,0.9521,2.373,1.4518,0 
0.1768,2.0725,2.213,1.324,1.3926,2.8314,2.8436,0.7108,0.5046,2.8795,1.9924,-0.2474,1.8427,2.6602,0.5398,2.6196,2.2864,2.1363,0 
0.4783,-0.0662,2.5474,3.3552,1.9822,2.3953,2.3043,1.6945,2.3583,3.0495,1.8577,3.3529,3.1032,0.5358,0.4765,1.4407,2.3209,3.1139,0 
0.4361,1.0232,2.6501,2.5158,1.1528,1.619,2.1081,1.8502,1.7966,1.0333,1.9205,3.7714,2.7365,2.6017,1.4341,0.6449,2.539,0.188,0 
0.9491,1.0926,0.307,2.5466,2.5176,2.4928,2.1555,3.008,2.1686,2.8421,1.9536,4.0677,4.7717,3.1546,0.963,1.9497,2.044,1.9895,0 
-0.6846,-0.0672,4.1349,3.3205,0.6408,3.6217,1.3496,3.4133,1.7977,2.1588,2.8883,2.6147,3.0118,2.3449,1.2589,0.8008,2.4224,1.1084,0 
-1.1366,0.5251,4.4649,2.1157,1.6567,1.378,1.4845,3.2776,2.0829,0.8899,1.188,2.5295,2.2975,-0.5636,1.8866,1.4498,1.345,1.2858,0 
1.6675,-1.6908,1.4565,1.4536,1.0389,4.1835,2.9777,1.7214,2.2393,3.3232,3.5627,2.2567,2.1046,2.7698,3.6518,4.2861,1.8558,2.535,0 
1.0929,0.6282,2.8735,1.8312,1.9244,0.9762,2.5916,1.2125,3.4535,1.0093,2.8116,1.2053,1.5459,5.0523,1.3811,1.5428,1.5249,0.2842,0 
0.4067,0.4359,1.9697,0.6093,2.9811,3.0788,0.9151,3.6592,1.5457,0.004,1.4843,0.5942,3.1019,2.473,1.4189,3.4049,1.4666,2.4447,0 
-0.3447,0.0345,3.098,1.5349,0.7944,2.4987,4.4905,0.065,1.2389,1.851,1.9963,2.3405,0.1762,1.1802,1.853,3.9232,3.4309,4.6002,0 
-0.3365,-0.085,0.543,2.855,1.0572,0.9534,0.4619,1.1831,3.2412,0.3074,0.9535,2.5157,3.495,1.7619,3.4901,1.1913,1.6655,0.8645,0 
0.6584,2.6138,2.3718,-0.4216,1.2831,2.1047,1.4165,2.5075,1.5393,2.3834,1.6469,1.5306,1.17,0.4689,0.4655,2.6041,2.6131,2.7408,0 
0.3264,-0.0531,2.5215,2.7784,2.2795,2.3063,2.3294,2.8118,1.1325,2.8884,2.422,2.553,1.809,3.5773,1.9343,1.5576,2.6351,2.0226,0 
-0.205,0.1777,2.6262,1.3249,1.9924,1.0922,1.8035,2.94,2.3216,2.8385,3.2863,1.4895,3.277,2.7838,2.5397,2.7758,1.3727,1.3058,0 
-0.2729,-0.7428,2.1758,2.5705,2.2332,1.0753,1.7346,3.2858,2.5157,3.1621,1.9321,1.0573,1.5561,2.6562,1.9009,1.645,2.5676,2.4485,0 
-0.5892,0.7565,0.2297,2.3279,2.7796,1.1694,2.4415,3.5445,1.8913,2.0611,1.0992,2.4265,1.0937,2.4422,1.9378,1.7963,1.2725,1.9316,0 
-0.1594,-0.6587,2.8444,3.3778,1.9835,2.0929,2.6152,2.3324,0.7637,1.9452,0.9712,0.8775,1.9306,1.7193,-0.0843,4.0165,2.5351,1.5988,0 
1.503,0.0039,1.3878,1.745,1.6439,1.8249,2.2249,0.3434,1.631,1.4691,1.6782,2.9436,1.462,2.0789,2.4599,0.9039,2.0735,1.7207,0 
0.3557,0.8762,1.2436,1.4002,2.1943,1.7535,0.9782,2.6741,1.3005,3.1192,1.3671,2.3879,1.7806,2.9824,2.4455,1.5774,1.7266,0.4757,0 
1.4964,0.2053,2.8306,4.1573,1.4304,1.6855,1.2884,2.6293,2.5678,1.3644,2.9103,2.0813,1.7779,1.6434,2.5347,2.9316,2.5588,0.3503,0 
0.8347,-2.6099,3.2106,1.7193,1.0092,2.3841,0.1919,0.6122,2.0466,2.6536,2.4272,2.3726,4.2495,2.2596,2.0789,2.0947,2.1975,2.3959,0 
2.0634,1.9223,2.2857,3.927,0.4959,2.7803,2.6083,0.5075,2.117,3.0138,1.5488,0.8511,1.6074,2.0782,4.4483,2.684,3.0085,1.262,0 
0.8004,-0.4718,3.1329,2.1795,1.271,3.14,0.9683,3.0118,1.1617,2.2531,1.6433,2.6284,1.6042,2.6251,2.6565,2.6372,4.5964,1.6292,0 
-0.3541,0.7905,0.6189,2.2374,2.3426,0.117,4.2194,3.5673,0.2781,2.7247,1.5098,0.6561,2.7128,2.2261,1.9412,1.4652,3.4016,2.3891,0 
-0.9985,-0.175,2.2835,1.9684,1.1313,1.3381,2.6284,1.4876,3.0534,0.4858,1.9758,1.5939,2.8912,3.0771,1.5471,0.1335,1.0401,2.4641,0 
-0.7213,2.3499,1.246,1.2043,1.6997,1.9299,1.722,2.3885,3.991,0.3072,2.7835,4.2508,1.3962,1.3326,0.5277,-0.2563,1.0066,2.8936,0 
2.4006,-0.5988,2.0533,1.8245,1.0782,2.2862,1.3914,2.7984,1.9791,0.9443,1.1609,2.1591,1.4412,1.2482,2.8219,0.4542,2.3017,2.5034,0 
0.668,1.674,1.413,0.4559,1.4727,0.222,1.184,0.8921,2.4723,3.0171,3.1786,1.1722,1.8578,2.6563,0.1059,1.3877,3.7455,2.0897,0 
-0.5032,-1.0096,2.0767,2.5885,1.0232,3.1232,1.402,2.726,2.3942,1.8849,2.27,1.4986,1.7768,1.4411,1.4386,1.6329,2.1484,3.2048,0 
-0.8766,-0.7428,2.7474,2.3287,0.12,3.1464,3.3815,3.4364,2.6778,3.4351,2.6098,2.1559,0.6178,3.7563,3.5621,1.7195,1.8315,2.4508,0 
0.1191,-1.4491,2.3598,2.5498,3.0508,1.0348,2.1307,2.0263,3.7159,2.8265,1.2006,2.9272,2.3597,0.0432,0.5132,0.9284,1.7018,0.7683,0 
-1.0604,-0.1358,2.9711,-0.1467,3.1408,0.7696,0.6741,0.143,0.6157,2.4629,1.5703,2.2217,0.8361,-0.3269,2.0039,0.0663,2.2864,3.2841,0 
1.8889,-0.1437,2.4752,2.4422,2.1715,1.1113,1.5865,3.4035,2.1124,2.0327,0.6809,4.4491,2.0855,2.1062,3.7342,1.7576,1.7162,3.014,0 
-0.0338,0.7697,1.6223,0.9715,1.2545,-0.0898,0.4303,1.4466,3.2561,2.8834,1.9441,1.42,1.7647,2.076,0.4516,2.8575,1.7054,4.2696,0 
-0.7677,-0.0269,2.3649,3.3057,2.7591,2.766,1.7955,1.4762,2.2803,-0.015,2.6895,2.981,3.3248,3.5214,1.7518,3.5556,2.8096,1.7595,0 
0.9007,0.2756,0.5589,2.1702,2.4266,0.7076,2.6666,1.3998,1.5649,1.5702,1.2263,3.0035,1.3986,-0.4241,0.4427,2.6207,1.7522,2.9287,0 
-0.904,0.7948,2.1273,2.0893,1.5747,2.2225,1.1787,2.2588,1.8272,3.404,-0.0913,3.04,1.987,1.733,1.5037,2.3396,3.0292,2.9289,0 
2.7455,-0.8218,1.9428,0.7229,0.9103,0.4584,1.0273,3.6402,1.629,3.07,3.0847,2.0289,2.7502,3.2751,2.3962,1.8445,2.9904,2.2608,0 
-0.7764,-2.102,2.8367,1.5827,2.3865,1.1912,1.9453,0.9613,2.4167,4.1802,-0.7007,1.7478,1.4023,2.5394,4.5016,0.942,1.1144,1.2461,0 
-0.8767,1.0811,2.8266,0.2542,1.3876,2.2508,2.554,4.6861,1.5621,0.7917,0.9558,3.0821,1.8576,1.1662,1.8151,1.6056,2.7365,2.5941,0 
0.2386,0.216,2.1914,2.7762,1.8885,1.2145,3.2521,0.712,1.641,2.2667,2.7235,4.4945,1.882,3.4906,1.1416,1.7306,2.7276,0.9385,0 
1.8922,0.2678,2.5792,1.7266,2.8662,0.0938,3.8052,1.7016,-0.6495,2.0449,2.6909,1.3138,1.7607,1.4614,1.9792,1.5474,1.9616,2.4028,0 
-1.2904,0.2255,2.1819,1.2219,1.2022,1.5399,2.3996,0.3347,1.5279,0.4986,3.4314,1.2921,3.3219,0.632,1.2357,0.2758,2.8228,2.8561,0 
0.2496,0.3624,1.123,1.6285,3.5155,1.9905,0.9328,1.5712,1.2181,2.2583,2.4473,0.1698,0.9454,2.1504,1.3119,2.8843,0.3407,0.7982,0 
-0.8815,-0.4898,2.2761,2.2961,2.7417,1.3098,3.2798,0.9259,2.1979,3.911,1.645,2.4547,1.6197,1.1876,3.3317,3.0182,1.7185,1.5958,0 
1.4851,-0.0236,2.4768,2.0847,2.1507,1.6197,-0.4322,0.6632,4.2892,3.772,2.7366,1.0905,2.2092,1.7399,2.2858,2.4963,1.602,0.3215,0 
0.6583,-0.5236,1.4645,3.4551,2.8707,2.7448,2.751,1.9357,0.0646,3.4983,2.0692,3.9157,3.1031,1.9912,0.4337,3.2448,3.0314,0.0128,0 
-0.2214,0.6854,2.0226,3.0695,1.5922,2.8281,0.1613,0.3643,3.7828,3.1707,1.4617,3.3395,0.3104,2.1568,2.652,1.2005,3.7472,3.5237,0 
1.6899,0.743,2.8851,2.7552,2.6793,0.8765,1.816,2.9562,1.0123,2.7966,3.0078,3.2809,2.2178,2.1042,1.5733,2.5537,0.4937,0.7026,0 
0.4472,0.5371,1.7992,1.7394,1.5156,1.8237,2.5636,2.0628,3.6329,1.0765,2.6824,1.5257,0.6052,1.5219,1.2113,1.0303,2.6809,2.9338,0 
0.5695,0.5642,3.5555,1.8818,3.5865,1.7743,2.606,3.7082,0.6873,1.9275,3.2395,2.7307,3.0894,1.9011,0.701,1.1763,2.6251,1.3363,0 
-0.3903,-1.9018,2.055,-0.2502,2.1149,0.435,2.3764,3.9782,1.6526,1.8137,2.8616,3.9581,3.5122,2.6663,1.3707,4.2905,2.6365,2.9454,0 
-0.4128,-0.0614,-0.234,2.4589,0.6372,2.3349,3.6845,1.4442,1.167,1.9458,1.4092,1.124,1.9414,1.5779,3.2748,0.3654,3.2652,3.4114,0 
0.0004,-0.0114,1.5285,2.4369,0.6128,3.3131,2.2972,2.4328,2.554,5.5272,2.3129,-0.7332,3.0079,1.7426,1.6068,2.4734,0.574,1.7716,0 
1.3379,0.126,1.62,2.3013,1.988,2.4438,2.4004,0.8748,3.1349,3.4208,2.1298,2.1769,1.6309,2.4819,0.5689,1.3053,2.1702,3.3681,0 
-0.7542,-0.7929,2.083,1.1571,1.931,0.8542,1.3164,2.3099,1.8067,1.6011,2.11,1.7445,2.5873,0.7736,0.4165,2.3066,0.0176,1.3083,0 
1.5203,1.144,2.0384,2.7282,3.9822,0.5363,3.6798,1.4057,2.3111,2.9186,2.4444,0.6227,0.8112,1.116,2.2389,1.7784,0.9259,2.4873,0 
-0.1459,1.2254,2.0066,0.9817,2.6849,0.6705,2.7169,2.4872,1.2537,2.4336,1.2511,2.0333,2.6576,1.5937,3.168,1.1591,2.7718,3.302,0 
-0.9815,0.7897,3.4516,1.4978,1.2341,3.9061,3.6119,0.5815,3.8402,1.3049,1.2577,1.0495,3.1573,1.4038,0.975,0.3787,3.4462,2.6456,0 
1.8959,0.2342,3.519,2.8854,2.5305,0.5114,2.0326,2.0174,2.6738,2.5732,0.662,2.8607,2.4453,2.1605,1.4898,2.6179,2.2834,0.3903,0 
0.0912,1.1862,0.9983,2.4185,2.449,3.4007,1.5541,1.9785,1.2163,1.577,1.255,2.4695,0.8725,2.5804,1.2743,1.267,-0.6597,0.9275,0 
0.4467,1.0211,2.1947,0.3503,2.5859,1.3649,1.4443,1.6873,3.0789,3.71,1.9764,2.5097,2.0333,2.4549,2.3978,1.7885,3.3532,2.8074,0 
-0.5419,0.3612,2.4169,1.3272,3.2701,3.9653,2.8373,3.4547,1.2326,3.3806,1.6153,2.178,2.5089,3.0846,2.3648,1.4305,1.2976,1.3481,0 
-0.1867,-1.2696,1.4364,0.4464,2.9257,3.1632,1.0135,4.0055,2.1498,3.6982,3.0059,1.1634,2.4626,2.6995,-0.3418,1.3696,2.7751,1.9136,0 
0.0974,0.1763,0.7937,1.2724,1.5568,1.5549,2.7755,1.5738,0.9975,0.1297,1.5469,1.9016,3.7206,3.7105,1.3153,0.3269,2.6788,2.9439,0 
1.6882,-0.356,1.5892,0.822,1.307,2.8979,1.3967,3.4955,1.7458,1.4554,1.5784,2.004,2.1974,2.6264,1.6,-0.5731,1.6034,0.0944,0 
-1.3534,-1.8973,0.4806,2.3419,1.4584,-0.1378,2.5828,1.1123,1.1856,1.6529,4.1788,1.2028,1.7243,1.7795,3.3269,3.6573,1.5796,0.4853,0 
0.0044,-0.4479,1.4744,2.6769,2.3771,-0.119,2.2896,3.8311,3.0406,2.045,0.1346,1.9719,3.9485,1.7898,2.5547,2.3267,-0.4995,1.9766,0 
-0.2441,2.8419,1.7108,1.4089,2.5524,4.4788,0.4764,2.2642,1.4038,0.6564,3.9349,2.0269,1.7173,1.0595,2.878,2.5963,1.5473,1.9536,0 
2.6182,-0.2082,3.1558,2.0611,2.9716,1.7511,0.5654,1.0307,1.8197,1.5502,3.1779,0.9191,1.4889,0.2081,1.6616,0.5447,2.717,2.0102,0 
1.7271,-0.136,0.9905,1.3001,1.3616,2.347,1.5596,1.4831,2.628,1.5828,2.4858,1.6325,1.1882,2.6196,2.7128,2.0593,2.3693,3.0943,0 
0.3543,-1.0041,3.3996,3.4889,1.1816,3.6054,2.5789,1.5026,2.525,2.002,1.5959,1.7708,1.5619,2.6733,0.4855,1.7813,2.0044,2.5236,0 
-0.6097,1.2651,2.6811,3.963,1.2373,0.6478,1.303,3.2917,2.2654,3.5503,2.8695,2.5199,2.8557,3.4966,0.9796,2.8089,3.1646,3.1044,0 
-0.8253,0.9159,2.9089,1.6256,3.5431,0.4092,1.767,2.7391,2.9334,-0.1686,2.5698,3.0009,2.1575,1.5114,3.5821,2.7018,2.4088,1.5436,0 
0.7078,0.7078,1.5303,2.036,1.7172,1.0883,1.9107,1.8932,3.4934,1.6253,2.5079,1.7422,3.9988,2.5066,2.164,3.5718,1.0495,1.7695,0 
-0.6538,1.8405,2.5077,3.5084,2.0202,2.6218,0.7572,0.5308,1.9945,2.4506,3.4019,2.5344,2.3768,2.442,0.4903,0.1324,3.0842,1.5428,0 
0.6747,0.0864,2.8914,2.2249,0.0586,3.9029,2.4071,1.5914,1.3996,2.8669,0.9461,1.3595,1.9601,1.9975,-0.221,2.1791,2.6708,1.6517,0 
-0.443,-0.4027,1.7614,1.3965,1.6364,1.2769,1.5974,2.2214,1.7694,1.0577,1.1479,1.5633,3.2093,1.5338,2.1746,1.8911,2.7565,1.9264,0 
-0.797,-1.4986,2.2159,4.5699,1.4283,2.6714,2.8798,2.7793,0.0744,3.2712,4.97,1.3196,1.7065,4.1306,1.8294,1.2401,1.8532,2.5185,0 
0.8962,1.3146,1.2277,1.6455,2.8852,1.8573,1.733,2.0849,0.8818,2.5661,0.1488,0.4057,1.874,1.6601,1.6546,1.2605,0.721,1.4657,0 
-0.8076,-0.7462,0.9511,0.6117,1.6648,2.1897,3.512,2.3449,1.9727,1.7496,0.0821,2.4422,1.879,2.4035,2.6528,1.0487,0.7515,2.637,0 
-0.2388,-0.9029,3.6721,2.5848,1.6155,2.5968,2.4411,3.47,1.4386,3.7773,3.4802,2.6007,3.2188,2.4867,2.6452,1.5114,1.0292,1.3422,0 
0.5796,1.9029,0.617,2.6822,2.8675,3.1293,2.619,1.9906,2.8818,1.6351,2.0232,1.1352,2.0799,1.2375,1.1854,3.1617,1.5639,2.2699,0 
-1.7601,0.9269,2.4348,2.283,0.8558,3.4255,1.0432,1.6362,1.6516,1.8169,1.5969,3.3919,1.7273,3.0113,2.2416,2.4751,0.9604,0.7726,0 
1.0292,0.7205,0.3028,2.9181,1.3994,3.6773,2.8597,1.5221,2.433,1.1001,2.7429,0.094,3.1802,0.5029,2.6408,4.0423,2.8864,1.5898,0 
-2.5181,-0.0102,1.4488,3.0839,2.3548,2.9699,1.973,0.8351,1.5981,2.9471,2.1426,3.7478,2.0205,0.9869,0.3261,0.7141,0.5694,1.362,0 
-0.7743,-0.7098,1.1292,1.275,1.8339,1.3197,2.1715,2.816,1.9683,2.7715,1.9331,4.1074,3.5837,2.079,1.2459,0.7249,3.5159,1.619,0 
-0.4402,0.9909,2.6314,2.2307,3.4131,1.5632,0.3327,2.7949,1.1299,1.5536,1.7893,3.9181,1.3653,0.7636,2.016,2.7751,0.6525,2.6294,0 
0.1313,-0.8641,3.722,0.5672,2.827,1.1431,3.0542,0.5432,3.0625,0.9976,1.5869,1.4245,2.201,1.9169,1.6602,0.6055,0.3136,3.2933,0 
-0.8761,0.1702,1.9627,1.986,1.9151,1.908,2.8055,3.4723,1.8434,-0.6506,2.4862,2.0671,1.9507,2.8364,2.011,1.5048,1.7669,1.7934,0 
-1.7981,-0.0193,3.2475,2.6358,1.4469,2.476,3.58,2.5254,1.642,1.8365,3.443,0.9617,0.2872,1.6689,1.304,1.7263,2.9288,3.8017,0 
-1.2539,2.7612,1.236,1.7839,1.8305,1.7041,2.1271,0.0822,2.0378,2.9574,2.3848,3.0578,2.0281,0.8108,2.5143,3.5149,2.5357,1.3857,0 
0.2137,0.3261,1.3983,1.8186,2.6365,3.121,0.9502,0.8271,3.9727,2.4675,2.723,1.6941,1.341,0.29,0.1869,1.4389,3.1252,3.7629,0 
-0.0219,2.2703,1.3231,3.2191,0.0325,2.3796,3.8631,1.8828,3.6536,2.7645,1.1517,2.2363,2.7104,0.5155,1.8648,3.1804,1.5911,1.6914,0 
-1.2258,-0.356,2.4373,3.2377,0.2305,3.5759,2.6036,2.3457,1.7735,3.7311,2.5172,2.3578,3.2991,2.0468,1.8884,1.5514,2.6378,0.1369,0 
