Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Class
3.8969,-0.3966,1.3708,3.7325,2.6153,2.4242,-0.3122,1.9328,2.8224,1.8464,5.8723,4.3521,1.3591,3.2333,3.696,1.7645,2.7708,2.0412,1 
5.9906,0.4347,2.4421,4.0628,2.8757,1.036,2.1644,0.9498,2.9358,1.7739,3.3559,2.9999,2.471,1.7602,2.1205,2.1418,1.7455,1.3096,1 
5.9854,-0.8674,1.0184,1.9279,1.9145,2.6954,1.8103,2.1467,1.6622,2.125,1.5408,1.192,2.2163,1.5584,1.6685,1.9436,2.2372,2.1267,1 
5.7114,0.56,0.543,1.8457,1.2117,1.9205,0.5487,1.357,1.5678,2.2333,2.1338,0.7825,2.8877,2.4959,1.792,3.2026,2.1272,2.5173,1 
6.3137,1.6806,0.9057,1.7231,4.6517,1.8231,1.4549,2.5233,1.5081,0.8807,2.0666,0.8239,-0.6707,-0.1604,1.5417,1.68,0.2994,2.2731,1 
5.7333,-0.3311,1.1527,2.8533,2.3398,3.468,2.3365,2.3787,1.8203,2.4459,1.7374,1.2879,1.7478,2.1317,2.8404,1.8649,2.3962,1.6568,1 
5.7981,-1.1508,0.3884,2.8179,1.6039,4.7939,1.5095,4.039,1.0861,2.6712,1.7845,2.87,2.902,2.9731,1.8077,2.1358,1.0913,1.8436,1 
6.2829,0.163,2.0777,1.3332,0.8166,1.7642,3.5044,-0.2256,1.2206,2.6202,2.0185,2.2206,0.1361,1.2468,0.6706,1.2833,3.0387,2.1218,1 
3.4314,0.0009,3.1553,1.0426,0.5125,3.4939,0.9015,3.7756,2.4822,2.0849,1.937,2.5875,1.7253,2.2792,1.5592,1.6065,3.6238,2.1076,1 
6.7565,0.301,2.156,2.6492,1.2154,1.4726,-0.5607,2.6769,0.6597,2.5633,2.9922,1.0288,1.241,2.6128,1.4885,1.1738,3.4619,3.7194,1 
3.769,-0.274,0.5031,0.7399,3.2775,2.7835,0.8074,2.9832,0.6777,4.021,1.2846,1.4137,1.1474,1.2908,2.3479,2.3639,2.1712,1.271,1 
3.6975,0.3699,1.3116,0.9607,1.4308,3.6283,2.3433,3.0276,1.7639,1.0124,1.6115,1.41,-0.4023,1.9481,2.4331,2.3778,2.8007,1.6511,1 
4.714,-0.0236,2.0952,1.5057,0.4965,1.8146,0.5548,2.9971,2.7849,2.9908,2.4134,0.6387,0.331,0.2713,0.5408,3.6054,3.0229,3.1504,1 
6.3698,0.752,2.1853,2.8037,0.9095,3.1304,1.9782,2.5203,0.8903,2.319,2.9027,1.0567,1.4892,2.6776,0.7311,1.1843,1.7648,1.3071,1 
4.7978,-0.8031,2.5429,2.0932,2.1045,2.7082,2.1583,2.73,1.5258,2.0688,1.5562,3.0137,2.2494,2.6609,3.6344,2.1731,2.6673,1.6869,1 
5.1124,-0.5149,1.9809,1.4457,1.5694,2.7979,2.0747,4.3779,1.5679,3.9435,2.2199,1.4625,1.5127,2.0212,1.3406,2.4472,2.202,2.4409,1 
2.0807,-0.9601,3.0407,2.3087,1.3628,1.8227,2.0524,0.0743,2.3471,3.8381,2.0641,1.9105,-0.3822,2.2084,2.6892,1.6786,2.2747,3.4104,1 
5.4074,-0.012,2.9175,0.4402,0.8415,2.6118,3.7718,3.9358,2.2483,0.8527,2.0005,4.2374,2.8554,1.6229,1.3855,2.8254,0.6935,1.5352,1 
5.1521,0.3737,1.2024,1.7367,0.0398,2.3915,1.9608,2.5183,2.1916,1.7174,0.1778,2.8225,1.821,0.2118,3.0561,2.3133,2.2166,2.7942,1 
4.9119,0.4167,2.9472,3.0096,3.8827,2.1239,1.937,2.0533,2.5205,1.7885,2.4666,2.7291,0.0912,2.0926,2.8963,2.9696,2.371,3.1673,1 
4.573,-1.1181,0.9378,0.6965,2.3538,0.5533,4.6676,0.5791,3.555,1.9169,2.0774,1.2048,3.0193,2.3407,1.5143,3.2258,2.1373,2.0001,1 
4.6207,-0.229,1.4022,0.8939,0.2563,0.3365,3.1653,0.9428,2.6741,0.1534,1.3588,1.1342,2.7165,0.9805,1.7971,1.6335,2.8504,1.4868,1 
4.4549,-1.2911,2.9227,1.8807,1.9583,1.0473,1.9448,2.9591,2.4804,2.272,2.7678,2.2971,0.5686,0.1607,0.5815,1.9335,2.6968,3.0772,1 
6.5527,1.1783,1.7415,2.6937,1.9511,2.3918,0.625,0.494,2.3461,1.5937,0.5475,2.2341,3.9766,3.0214,0.6221,2.7816,1.5609,2.7773,1 
4.3824,0.6762,1.2783,2.3004,-0.1718,3.0641,3.0498,2.3259,2.2224,3.5843,0.9397,0.8226,2.7602,1.8575,1.4419,0.6097,1.7316,1.9738,1 
4.7745,0.5691,2.7498,-0.6449,3.2354,2.6999,1.4375,0.4574,0.1999,1.7078,2.467,0.1775,2.3452,2.1059,2.015,1.729,0.8741,2.8887,1 
5.5682,0.5949,1.593,4.487,1.607,3.3746,1.3752,0.7448,1.2339,2.7986,2.2418,3.2196,1.9985,-0.1942,0.5801,1.4197,2.1839,1.5287,1 
4.32,0.8149,3.118,1.3215,1.652,3.3938,2.7947,0.9096,2.1495,1.031,1.2443,2.0755,0.6051,1.6914,4.6428,2.5238,-1.5592,0.9386,1 
5.1711,-1.4457,1.861,1.8287,0.7852,0.8997,2.8921,2.7206,1.5974,2.3093,3.9295,1.5254,4.0991,2.2299,2.9853,2.879,0.067,-0.443,1 
5.954,1.1365,1.5027,1.4999,2.1057,3.2665,1.0662,1.3898,1.3696,2.4273,2.6015,2.6753,2.7439,2.1766,1.8667,3.2833,1.5523,0.7213,1 
5.847,0.9581,1.949,1.4013,2.1684,1.4871,2.6091,2.5302,1.5706,1.7787,1.3904,1.7162,2.6339,2.134,2.9666,1.2045,2.2929,1.3016,1 
5.9534,-0.6134,1.3657,2.324,1.22,0.8955,1.0232,2.9066,2.3486,1.7897,1.6077,1.4388,2.0901,1.0458,3.0121,0.7931,1.7736,1.0313,1 
6.8566,-0.6625,3.2924,-1.3909,3.5765,1.5794,2.9606,2.3837,1.3648,3.3663,2.0321,0.4669,1.705,1.8368,2.3024,0.6619,2.6048,2.2885,1 
3.9982,-2.2611,2.1404,1.1221,-1.0226,1.8334,2.2905,0.918,0.7789,2.497,0.7821,2.9088,1.708,1.3245,0.0033,2.3667,2.0707,1.8039,1 
5.1624,1.0589,0.6988,2.3928,1.4937,3.4137,2.5434,1.927,0.929,1.2333,2.0744,1.4572,3.2489,0.5807,3.0452,3.1404,1.1278,1.7276,1 
3.8828,0.0095,3.4742,2.6707,2.332,1.4218,2.8038,2.9617,1.2809,1.0164,1.8195,2.7314,1.7083,2.4065,2.3505,2.3666,0.5958,1.5813,1 
4.2751,1.1102,1.4843,1.0645,1.6912,1.4042,1.9401,2.1165,0.9464,2.2887,4.1197,1.6711,1.1393,0.6025,2.0995,2.5455,2.3558,1.9247,1 
6.3919,-0.9211,1.8699,2.5032,1.8855,2.58,1.781,1.515,2.1426,2.7259,1.5316,1.723,2.8605,2.4222,1.3499,-0.9183,1.267,1.66,1 
5.6532,-0.4811,3.5966,2.5314,3.0544,3.9048,0.628,3.2908,1.5401,1.6348,2.6453,4.4154,2.1444,2.3468,3.0581,1.8767,1.2049,2.1012,1 
6.6276,2.4678,3.0138,2.4686,0.9273,2.2557,3.2879,2.1056,2.1449,2.9774,3.1718,0.2347,2.6618,2.7458,1.3711,1.4211,1.4059,3.6626,1 
4.4955,-0.9536,1.5712,2.7302,2.5139,-0.8264,1.4877,1.4358,2.6681,0.9283,0.5484,2.8566,2.1533,1.9479,1.082,0.7776,2.0907,0.911,1 
3.5244,-0.0175,1.6751,1.1897,0.6961,1.1289,2.0402,1.0993,1.8661,1.0716,3.2861,1.3026,2.5522,3.6304,2.105,2.8451,1.5441,1.2394,1 
4.1153,-0.1045,0.9972,2.4627,1.2652,1.6908,2.3006,3.4864,2.4157,1.2467,3.0591,2.5387,2.4535,3.9542,3.2628,2.702,2.7151,1.7327,1 
5.1052,-1.1173,1.7245,3.0127,1.6472,1.2305,2.5768,2.2427,2.3364,2.7102,0.6331,2.8986,1.7274,1.2497,1.8853,2.2994,2.7685,0.7794,1 
4.5814,0.4376,1.6327,2.9278,1.5139,3.0169,1.7087,1.8432,3.025,4.5139,4.0444,1.7044,0.1362,1.8061,2.0554,1.7879,2.5584,2.5707,1 
5.8971,-1.0638,2.5751,2.2028,3.9782,2.1783,1.4682,2.8073,2.7705,1.7392,1.6284,0.2193,0.6232,2.2525,1.4159,2.6546,2.4126,1.5379,1 
4.4819,-0.7543,1.702,3.5225,2.4843,3.1211,1.2979,2.0069,3.2227,0.4157,3.9376,0.4551,1.8727,2.6063,0.9382,1.6269,1.9336,1.563,1 
4.6538,-0.7578,2.0552,2.3946,1.0772,1.5956,1.2481,2.4165,1.7483,2.5607,1.5181,1.333,2.6083,1.7233,1.984,1.576,1.2902,1.0143,1 
4.7121,1.6082,2.3052,0.6718,1.4187,0.5072,3.107,1.3319,1.4479,2.7084,2.0673,4.211,2.3547,2.6793,2.0682,1.9753,0.6531,2.9148,1 
6.0907,-0.147,0.8671,1.7359,2.1739,2.1472,1.1989,1.6365,3.1819,1.0622,1.7643,0.4145,2.121,2.7826,2.7895,1.9022,2.3974,2.0281,1 
6.1907,1.4094,0.7153,-0.4258,1.9386,2.7492,1.3411,2.3711,2.863,0.3942,1.8114,1.9466,1.0498,1.8631,3.3607,3.7304,3.4167,2.8883,1 
5.3453,-0.2618,2.9288,3.3858,1.7015,0.9582,0.1421,1.1665,1.2309,1.9293,1.9387,3.0905,2.4235,4.1398,2.1207,3.218,3.211,1.6671,1 
5.0541,0.5901,2.5653,2.5409,2.047,0.4254,2.3326,2.1684,2.2741,1.2258,2.9638,3.3812,2.4931,1.6471,0.6618,3.391,0.7653,2.1815,1 
4.7275,2.856,1.0605,0.5893,1.7924,0.5844,1.2609,1.9316,4.1298,2.0308,1.9972,2.5233,2.4952,1.36,2.7232,3.9153,2.358,1.6914,1 
4.9001,-0.0458,1.1525,3.056,0.9168,3.0069,0.4296,3.0438,1.9217,3.4932,1.199,2.7858,1.5295,2.0122,2.8137,2.2503,-1.0408,2.7426,1 
5.6302,0.5584,1.1013,0.9575,1.8098,2.7299,1.3611,1.842,3.211,3.9703,0.4742,1.6327,1.6554,3.171,2.1223,4.1387,0.5259,0.5673,1 
4.3221,0.5839,-0.3789,2.4955,2.2013,2.6198,3.204,2.174,1.7442,1.9525,2.3493,0.9894,3.1416,1.4197,0.6384,1.925,3.3006,2.4899,1 
5.2556,-1.7578,2.6135,2.6361,3.0874,2.6517,1.958,2.9179,1.8019,1.2286,0.807,3.9367,4.5129,3.0403,3.2998,3.0226,1.5934,2.1299,1 
6.6893,-0.9013,2.3054,2.7816,-0.0035,-0.8548,1.6979,2.2365,3.3635,2.5907,1.1481,4.188,-0.1213,1.5589,2.2112,3.1342,2.9038,1.9531,1 
6.2148,-0.349,0.8791,2.4078,1.9949,1.6563,1.928,2.4863,2.6688,1.1435,2.4906,2.1597,1.8069,2.6891,2.6792,1.4523,1.1227,2.3866,1 
4.2638,-2.1213,2.8068,2.3295,2.6054,3.3985,1.3732,3.8627,2.8745,2.7497,0.8425,1.8426,2.6749,2.2519,2.4406,2.8053,2.1405,1.862,1 
6.053,-1.7014,0.0152,2.6262,2.2958,2.8735,2.4191,2.9141,1.8155,1.455,1.4269,1.4034,0.6845,1.765,2.398,2.9756,0.7253,0.9779,1 
4.4306,-0.3241,2.0734,1.2498,0.6394,3.1075,1.3049,-0.3331,2.1437,2.7093,-0.1715,-0.8411,2.3036,3.3642,2.058,1.3874,2.6624,2.0191,1 
4.7018,-1.85,1.5391,2.1591,1.3429,1.6834,4.7873,2.2047,2.8717,4.2737,0.8698,1.5637,1.9058,1.6665,2.083,2.7373,1.9597,0.6807,1 
5.6869,-0.6502,1.5431,2.149,0.8195,2.0179,1.0264,2.4715,4.2558,3.1672,2.2223,2.0014,1.8531,2.147,2.2915,3.3278,0.7895,2.9171,1 
5.0137,-0.423,3.2106,2.343,3.4727,2.4146,0.339,1.8606,2.4257,1.2416,1.8891,1.2992,1.2531,3.0483,2.841,1.8806,2.9485,2.8179,1 
* 
3.446,2.6173,2.0618,2.9837,2.325,2.2983,2.5354,1.6846,0.0929,2.4692,1.6434,1.8581,2.4188,0.6592,0.1687,2.947,2.0545,0.8816,1 
1.1,3.7729,3.9942,2.2077,1.3273,0.7659,1.7234,1.8479,3.3081,2.0989,3.4797,2.1428,1.0364,1.3986,0.5953,1.0314,1.9062,0.2405,1 
1.3173,1.3338,1.5195,1.9629,2.3697,0.5329,1.9464,2.3816,1.7919,3.4675,2.0321,2.253,0.6498,1.3918,1.1581,2.6437,1.2349,1.758,1 
1.2694,2.0514,1.1772,0.8285,0.2289,2.746,2.3487,1.7049,1.7165,0.1476,1.4971,3.3986,3.8828,2.0221,2.6217,2.7976,1.1356,1.3616,1 
3.4074,1.8796,1.0323,1.467,2.1584,1.4487,2.82,2.0753,1.8055,2.5858,1.2098,-0.6121,0.7902,2.8763,0.7177,1.2904,3.0162,1.8621,1 
1.1266,0.5693,0.6165,2.5243,2.4111,0.8886,3.3099,1.8162,2.0766,3.6428,1.8565,1.9689,4.0568,2.339,1.1589,1.2255,2.7815,0.6428,1 
1.8099,2.767,1.8028,2.6264,2.7399,4.3901,2.3945,1.1683,3.3141,2.0884,1.9084,-0.0012,1.8652,0.8035,3.2405,2.3016,2.0865,1.4432,1 
2.6699,2.1759,2.1788,2.012,2.1576,2.1555,-0.1531,4.0563,0.6549,1.2595,-0.4386,2.2174,3.3311,0.6218,0.2929,2.8203,2.7537,3.3076,1 
2.8283,1.7335,1.1185,1.7777,3.2036,3.3511,2.0524,2.2475,3.5595,3.1129,1.6334,1.2472,3.8088,1.2741,2.9241,2.3793,2.3669,1.4291,1 
1.2473,2.2448,0.6621,1.1587,1.6058,1.0768,2.2606,2.5515,2.8834,2.8854,2.5075,2.9846,1.7918,1.8533,1.5134,4.1509,1.3821,1.0617,1 
3.6423,2.2333,2.1217,1.3628,1.0048,2.14,3.5555,0.4389,2.3938,2.2442,1.6085,2.2194,1.9045,1.4899,1.378,2.0468,1.193,0.3644,1 
0.4789,-0.729,3.4862,1.657,3.8866,2.5489,1.7797,0.6891,3.3252,3.0213,3.7656,2.6094,1.4074,0.2797,1.9194,0.1088,3.3939,1.2002,1 
2.1202,1.0464,0.8388,0.7816,1.2672,2.3972,0.7623,2.8786,2.3041,3.4433,2.0847,3.9118,1.804,1.2907,2.3219,0.5413,2.4523,2.4125,1 
2.8132,2.5013,0.7991,3.2597,-0.2551,2.2864,2.3101,3.5433,1.2875,1.3576,0.2027,3.5317,1.4646,-0.3717,1.8141,3.0366,1.337,2.8424,1 
3.7615,2.0511,1.6027,1.1135,-0.4867,2.5859,0.9517,2.8546,1.0069,0.3322,1.9825,-0.1985,2.4352,2.1609,2.2318,2.5585,2.7277,0.9206,1 
-0.2463,0.6946,3.2747,0.6527,1.9543,2.247,2.4079,1.8993,0.9828,2.8739,2.3185,2.7412,2.6692,2.1668,1.0574,2.633,2.772,2.1503,1 
2.3053,0.3092,2.5708,2.5018,1.4189,1.2586,1.978,1.6643,5.2913,1.9646,3.8458,2.342,2.4033,0.5803,2.1902,2.931,3.1822,2.1549,1 
0.1744,2.5128,1.5552,3.292,1.9358,3.1397,2.1208,3.1863,1.6522,1.4891,2.288,4.2949,2.8057,1.2444,2.9075,2.7983,2.621,2.7533,1 
2.281,2.954,0.889,1.6619,2.0696,3.8834,0.2107,2.0003,1.3172,1.8187,2.6064,1.3259,1.8723,1.2688,4.3517,2.139,2.6388,0.9035,1 
1.5444,0.967,1.9737,2.2011,3.2466,2.0931,1.5689,-0.0057,0.4132,0.358,3.3825,1.3745,1.6022,3.2749,0.2624,1.7224,0.8912,2.2594,1 
1.5396,1.6938,2.1993,2.4073,3.0581,2.1695,1.6512,-0.4952,1.3091,1.4814,3.094,1.2105,2.767,2.1288,2.193,1.4885,4.0878,1.4661,1 
2.857,3.9147,0.2888,1.7523,1.7267,1.6843,2.8473,0.6441,1.9099,2.0281,2.1288,2.6911,0.561,2.6847,2.8171,0.6591,2.1143,0.1465,1 
2.0076,2.6346,2.1367,1.1811,1.7159,1.7137,3.4665,1.8862,1.4737,2.5902,2.7715,1.7556,2.1828,3.0064,1.3826,1.5325,1.92,1.4916,1 
1.5402,2.9672,2.6541,1.9926,1.3884,1.841,2.6072,3.0695,1.9543,3.8182,1.1938,4.747,2.2037,0.9059,1.5674,3.4754,1.9114,2.4061,1 
2.6205,3.1344,1.5831,0.3144,1.5316,0.7748,0.4467,3.4843,2.1199,2.0347,2.0132,1.8654,1.355,-0.3518,0.6318,2.2705,2.6265,1.5275,1 
0.9325,3.3798,1.0142,2.6469,1.575,2.0966,2.6699,3.2384,3.1588,1.5745,2.1164,-0.5952,2.8045,0.2725,0.7247,1.0585,2.9429,1.0935,1 
2.4002,0.3331,0.0328,2.6367,4.394,2.1642,2.4536,-0.2676,1.9286,1.7468,1.3045,2.7213,1.4248,0.4369,0.9828,2.6329,3.2421,1.7386,1 
2.1078,1.4541,1.6677,3.6177,2.9461,2.6276,1.5609,1.6324,2.289,0.5194,2.8016,1.0288,1.1066,2.3366,0.7765,2.5324,1.6245,1.5601,1 
1.99,1.2895,3.0695,2.3948,2.8058,2.1266,1.7123,1.3538,1.7698,3.7492,1.8788,1.4042,1.3785,1.1064,1.681,2.7223,1.6913,0.1423,1 
3.289,1.5481,2.5108,2.2163,1.7044,1.8194,3.319,1.8905,2.6086,3.3011,2.5399,3.3546,1.2205,2.9129,2.1823,2.2498,1.9319,-0.0189,1 
1.3795,1.8013,2.7192,3.5161,1.7899,0.9987,0.7199,1.8155,0.7816,1.9637,2.2614,2.0752,0.7787,1.6076,2.9217,-0.5854,3.2045,2.0051,1 
4.1968,1.1922,0.2796,1.577,2.8807,1.9689,1.0125,4.007,3.7737,1.6077,3.2467,1.9609,0.7051,1.9185,2.1754,4.2728,2.4058,0.7746,1 
1.1666,-0.266,2.5543,3.2149,1.5333,2.5438,1.3131,0.839,1.3388,1.9897,3.5216,2.4264,2.872,0.4284,2.4976,3.1615,1.066,1.0425,1 
3.1375,1.1404,0.442,1.4445,1.9392,0.7348,3.8171,0.4123,1.4675,1.6395,2.1309,3.5842,2.6756,4.0058,2.4236,3.1245,1.9108,1.4273,1 
1.4751,3.9972,2.2447,0.4399,1.9982,2.8576,1.8194,2.2884,1.6689,1.1269,2.6607,1.8365,2.5547,2.8642,2.0037,0.671,2.47,2.6651,1 
0.4664,1.8709,1.0796,3.6783,0.9337,1.6712,3.6342,1.7316,1.5756,0.9123,1.459,1.5259,1.5979,1.8381,2.8894,3.2002,1.8337,1.3015,1 
1.0047,2.3812,4.2952,2.875,1.9659,3.3621,2.6479,2.7162,1.5673,0.9506,2.4775,3.3202,0.3452,3.1886,1.6131,3.0885,1.6971,2.3058,1 
2.9131,2.678,2.903,2.2528,2.8515,1.9126,2.0297,2.6083,1.1878,2.6047,2.1246,1.633,2.1456,2.8256,0.7244,1.3173,1.4163,2.2509,1 
2.0251,1.9442,2.214,2.4344,-0.1392,1.4138,3.877,2.6526,3.3314,2.715,3.0279,0.6868,2.4427,1.2055,3.0888,2.797,1.9575,3.6069,1 
1.548,3.531,2.3274,1.604,2.1777,3.2846,2.4402,2.4712,3.7889,2.5112,0.9525,2.5233,1.4015,2.8964,1.8664,2.3979,0.4218,-0.3431,1 
1.633,2.2988,1.777,3.1973,0.7481,1.9743,0.5763,3.3039,1.2589,2.2229,3.0025,0.9936,4.8558,2.1659,3.3808,1.9685,2.1606,2.052,1 
1.4299,2.0913,0.8017,2.1457,3.3975,2.1413,3.3871,2.8295,1.3716,3.1052,1.4442,1.2784,1.3905,2.2388,3.7693,3.228,2.0955,-0.5574,1 
1.5667,2.4097,1.5477,1.8961,2.6845,0.7155,2.4752,1.0562,0.8075,2.2622,3.1057,1.3193,1.9105,2.3077,2.2612,2.9699,1.3841,0.1598,1 
3.2386,0.8145,1.8945,1.9289,1.4608,1.1244,2.457,0.8127,2.6032,2.4533,1.6903,1.6162,2.3206,1.653,1.5694,3.319,1.9113,4.4959,1 
3.172,3.9088,0.4847,4.6506,2.5913,0.6353,1.7561,0.58,1.3476,1.7864,1.1857,1.933,1.927,2.9366,2.6325,-0.7867,0.8309,1.6055,1 
-0.3887,1.702,2.048,1.1157,2.4281,1.6548,0.4024,0.3026,2.2406,2.1897,0.5786,-0.1818,2.1512,0.8923,1.8403,2.3114,2.3837,0.8648,1 
1.9608,2.0192,1.174,2.4063,1.9305,1.6936,3.7758,1.6249,1.3538,2.8797,-0.4889,1.2934,1.0444,1.1001,1.8346,1.945,-0.4275,1.2115,1 
0.0515,2.2412,1.5811,1.8436,3.5171,3.1533,2.7237,2.2088,1.5928,3.0809,1.3519,2.4741,2.4044,1.6308,-0.5496,2.6705,2.1679,2.7658,1 
2.3996,2.0609,2.828,1.4854,0.7945,1.2054,1.0997,3.5478,1.8195,3.3762,2.5391,2.4793,1.6585,0.5722,1.3753,1.4292,1.7087,1.3848,1 
1.9832,2.2711,3.4468,1.6739,0.284,3.4249,3.757,1.4201,3.4664,0.9978,1.116,0.7215,1.1241,1.2957,2.0762,1.5974,3.6267,2.1548,1 
