Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Class
0.454,9.9293,0.796,2.685,2.0142,1.4215,0.8015,0.8406,2.5812,1.774,1.9434,0.9501,1.8035,2.3981,2.5648,1.1759,1.8887,0.9948,1 
0.2732,8.536,2.3466,0.5644,2.4556,1.3306,1.9241,2.2802,2.3775,2.1174,2.7281,2.0434,1.3161,3.376,0.6647,1.1649,3.5901,2.7296,1 
2.793,9.6504,1.4832,2.1638,2.2917,3.146,0.8577,4.0735,3.2758,1.6843,2.8567,1.5798,1.2935,3.4897,2.7077,2.0763,0.0678,2.7354,1 
1.2975,8.6915,3.4056,1.8947,0.9156,3.296,0.7143,2.7183,1.2688,1.0831,3.0446,3.8811,2.8777,1.5636,3.1562,0.5265,2.7964,2.2414,1 
2.1958,10.6033,3.228,1.9719,2.9926,3.1065,0.4205,1.1093,1.7819,2.3675,2.0205,2.2543,4.3875,1.6693,1.7175,1.7221,2.7616,1.2011,1 
1.3654,9.8518,1.5478,2.4645,2.9743,0.9,2.4845,4.0566,3.5253,2.402,3.0881,3.4551,2.1713,0.648,2.7819,2.0043,3.4374,2.258,1 
2.3353,7.0252,1.606,0.1519,1.3626,0.3975,1.562,2.1342,1.4268,1.111,1.4511,2.4458,2.6765,0.5733,0.5933,2.5781,2.1262,2.2774,1 
1.929,9.9993,2.3929,2.5346,1.2661,1.9925,1.2014,2.7781,1.828,2.3961,1.2353,1.0682,2.1463,2.1377,3.1429,2.005,1.1743,0.6656,1 
2.9383,8.6307,0.9525,3.8023,2.291,1.5743,2.9652,3.1086,0.8797,1.6852,0.9243,2.3792,2.7283,0.7424,1.8112,2.3546,0.6865,1.052,1 
3.213,7.9516,2.7244,2.2146,1.7714,1.6953,0.0582,1.1839,0.0755,3.3678,3.5371,2.983,2.0772,2.3954,1.6414,1.2388,0.4149,3.463,1 
2.8366,10.5255,3.3662,2.6909,1.3461,2.8835,2.184,3.9927,3.0665,1.2828,1.6526,1.0939,2.0368,1.2659,2.2736,0.7376,1.416,3.513,1 
2.3677,9.8365,2.2449,1.6172,0.9764,1.7977,0.6404,0.883,-0.0719,2.2925,0.9344,2.0601,1.6174,1.8539,0.898,1.7851,1.7477,2.2059,1 
1.9483,10.8064,2.7121,1.9485,2.1236,4.0,3.3699,2.0096,1.2792,0.7155,2.5121,2.4213,2.3635,2.1655,4.0738,3.2059,2.7891,0.3867,1 
2.6657,11.3211,0.8562,2.9567,1.4967,1.7233,3.6308,1.8213,1.5071,2.517,1.8674,0.8172,2.3596,2.4985,2.4343,3.1064,2.1532,2.4146,1 
0.5072,10.5846,1.0526,2.5035,3.5024,-0.0277,2.9936,1.8411,0.64,2.6648,2.2944,2.7733,0.3554,1.2116,1.9826,2.4682,1.5957,3.5557,1 
2.6559,9.4089,1.8569,3.3931,2.0562,1.251,2.9733,0.2918,2.054,2.0847,1.4313,2.06,1.2542,0.3511,2.127,2.0215,1.1227,1.0264,1 
2.2888,9.9063,2.3736,3.1987,1.8011,3.4832,1.2812,2.375,2.1284,0.5447,3.1541,2.6333,2.9362,0.9205,2.1695,2.4474,1.9211,2.3984,1 
2.4618,10.071,1.3574,1.6828,1.314,0.7369,0.3994,0.3953,0.8345,1.8521,0.4696,1.8348,2.4106,2.5082,2.3986,2.6011,2.5607,1.8566,1 
3.7968,10.8152,1.8583,2.0807,0.7925,3.8033,0.8838,1.5296,3.5588,3.1955,3.3219,3.0766,0.7505,0.9989,3.8014,2.6466,1.0661,3.0228,1 
1.0937,9.699,1.7668,2.5498,2.7951,2.2238,1.2975,1.2873,2.0735,2.0446,3.111,3.7045,0.8437,1.6915,2.8431,2.7897,3.0159,0.7475,1 
3.9583,8.8592,1.2121,1.2071,3.2844,1.7197,0.1393,2.1979,1.427,2.3108,1.1585,0.6354,1.6688,2.7027,4.3325,1.894,1.4576,2.195,1 
3.2721,7.1283,1.5827,3.1835,1.8472,1.0554,2.9986,2.7052,2.3238,1.5811,1.9941,-0.3948,3.1041,2.3167,2.4489,-0.1252,2.1763,2.8637,1 
2.6474,10.354,3.1566,0.2624,0.7992,2.8724,2.721,3.6639,1.5676,1.8165,1.895,1.7599,3.7708,0.5513,2.336,2.0839,1.7868,2.2566,1 
3.0627,10.0168,1.8792,3.8717,2.4841,2.2927,1.4963,-0.1249,-0.0387,3.2601,0.8496,1.9304,2.9519,2.4501,2.5008,1.4791,0.9231,2.3332,1 
2.1018,9.8079,0.6933,2.1481,2.727,2.1994,3.021,3.3326,3.0998,1.0361,4.115,2.2856,2.7669,2.9856,3.063,0.7854,2.059,1.4738,1 
2.5183,9.1794,2.4109,0.7071,3.8809,3.9249,1.8918,2.1734,2.7406,0.6405,0.9005,1.7624,1.3248,1.2935,1.9239,3.8227,2.8362,1.1234,1 
1.4798,9.9709,3.4928,3.6399,3.2953,0.0413,2.5366,3.4198,2.6496,3.419,1.6078,2.4689,1.3435,2.1885,1.9346,0.2966,2.0254,1.8342,1 
2.4005,10.2167,1.7175,3.4304,1.7912,1.7637,1.0512,2.9845,2.6114,3.0935,1.0939,3.5358,1.2892,1.1282,1.878,3.0927,3.5011,3.6299,1 
2.9877,7.8576,2.2916,3.6863,1.2725,0.7332,1.2283,1.0494,2.0778,1.3579,2.894,3.053,3.192,2.0345,1.8836,3.0552,3.9373,-0.2057,1 
2.1997,10.371,3.0806,-0.4618,2.413,2.0606,2.0629,1.3997,1.9924,0.4822,3.1341,0.9728,3.7308,3.2112,1.1249,1.6992,1.2614,2.3344,1 
2.6353,8.641,3.908,2.8548,3.7158,1.9921,2.2374,3.0351,2.2723,1.6505,2.4031,2.0531,1.7301,0.5978,2.756,1.1253,0.3812,0.8198,1 
2.4422,9.7945,1.6225,1.5726,2.7736,0.8235,1.5635,1.944,1.1592,1.9602,1.0554,1.2907,1.6898,1.984,2.3828,2.3939,2.7193,0.9239,1 
2.8163,10.1225,1.5504,2.1146,2.1059,1.9252,1.7638,1.8706,1.6604,1.6093,2.9716,3.5566,1.8792,3.0851,2.2431,1.1527,2.9901,0.3995,1 
1.3443,10.4072,2.0267,2.3539,2.1139,0.4469,1.6674,2.3819,1.3117,2.1089,1.8807,2.3345,3.1163,3.1152,1.0432,3.1653,2.0871,1.7526,1 
3.8714,10.0901,4.9884,3.0059,3.2542,3.1698,0.1006,2.4615,3.8697,1.4,1.0826,2.5793,3.7563,3.1111,2.2762,1.3368,3.3768,2.6851,1 
3.3638,9.1375,3.4713,2.2034,4.28,2.1719,1.7842,1.4899,3.2548,2.54,3.8804,1.2517,1.1182,3.0537,0.1766,-0.2131,1.9282,1.5345,1 
2.719,10.1022,1.6088,2.2034,3.4116,0.9566,2.263,-0.0508,1.569,2.1369,3.6006,-1.2931,0.7486,1.9688,3.6386,2.5551,1.3771,1.6385,1 
1.7083,10.0644,2.275,1.2805,2.2779,-0.2073,2.8751,2.1406,1.605,1.3825,4.1365,2.2169,0.7258,1.7888,1.4579,3.4942,1.7791,1.6327,1 
2.4799,10.7041,2.2825,2.0304,1.9277,2.5322,2.5411,0.1505,1.1801,2.6352,3.4844,2.0193,2.2174,3.2805,0.9419,3.2527,3.1146,0.7066,1 
0.9692,11.0219,1.7845,2.0236,0.1921,-1.0395,3.0615,1.4603,2.3249,2.0225,1.6639,-0.2856,1.7236,2.1612,1.3634,2.8163,2.2663,1.9184,1 
1.693,9.0822,1.9733,2.8614,1.1202,1.1707,1.9546,2.7982,2.7922,0.9938,0.3335,0.6721,3.7445,3.2601,1.6483,3.6581,1.2192,2.0959,1 
3.8513,9.8084,1.2382,2.0297,2.0071,3.3449,3.6105,0.5549,1.7213,2.1133,3.0309,1.9624,0.5229,3.1225,1.3659,1.5633,2.397,2.0623,1 
2.0553,12.4733,0.8581,0.3135,1.4934,1.9825,1.7812,3.0615,1.7662,1.0633,1.6657,0.8396,0.8026,2.3173,1.2593,0.3429,0.9367,1.3207,1 
1.9268,9.4151,1.7345,2.098,2.3482,2.8293,2.1511,2.1523,2.9752,1.6302,1.3968,0.8762,1.0992,3.4103,1.9417,2.0725,1.8446,3.6525,1 
1.6618,11.2871,0.7494,2.8322,2.6108,2.3221,1.3271,2.8101,1.9163,3.8484,2.7203,2.4532,3.451,1.4062,2.045,2.763,3.5018,1.5119,1 
0.8778,12.2369,1.2662,1.6836,-1.1706,2.5957,1.4606,2.4912,0.9671,2.7341,3.8916,2.1626,1.2775,3.532,2.7682,1.3752,0.4333,1.9577,1 
1.9312,8.544,2.9861,1.4868,0.8809,3.4299,0.2364,2.4128,1.9296,1.9095,1.8209,4.003,2.0795,2.7367,-0.0547,0.2449,2.1089,1.6076,1 
0.8319,8.9564,2.0291,2.7627,1.0778,1.1697,3.157,1.4113,2.2385,2.1111,3.6801,1.1098,1.845,1.0021,1.2883,0.1837,1.3238,3.7755,1 
2.4954,9.2823,4.1163,2.3809,4.6213,1.8337,1.583,0.8621,3.4725,2.1647,2.0816,0.5986,2.6501,2.3031,0.6395,3.726,1.234,0.2857,1 
1.2974,10.6806,3.3833,1.6254,1.7523,0.5123,1.7613,1.1874,2.1292,2.5835,1.8746,1.8816,0.9952,1.8731,2.4942,0.1729,2.1355,1.6324,1 
0.3055,9.6476,2.7253,2.2783,1.1821,2.3502,2.2548,1.4955,0.8865,1.9028,3.5199,3.4061,2.7909,3.0226,2.6088,0.5572,0.6875,4.1089,1 
2.6578,10.5859,2.5788,1.7718,2.732,1.4669,0.5129,3.0409,1.9522,2.0957,2.1914,4.3877,2.4348,1.0018,2.0335,-0.0577,1.3366,2.2805,1 
2.4329,10.2623,0.9469,2.0891,2.7942,2.9094,1.1673,-0.2927,4.526,2.3535,1.5661,0.2576,3.0863,2.88,2.3464,1.861,2.1093,2.9762,1 
2.757,8.4567,0.2335,2.5919,1.3161,2.077,0.2052,1.6474,2.0912,-0.7799,2.3401,1.3156,2.5641,2.3437,0.6737,2.7024,0.7219,2.638,1 
3.7627,10.4058,1.5268,0.3709,2.2675,1.9081,1.9869,3.0871,0.4847,2.297,-0.2887,2.0047,3.2383,1.6066,2.5341,1.821,4.0076,1.7546,1 
1.6262,8.2661,3.067,1.9317,0.0197,2.2373,1.0986,3.7803,0.6865,0.8588,1.684,2.3646,3.1525,3.8277,2.9478,2.0155,0.0789,0.8148,1 
2.4849,10.8558,2.1351,4.2231,1.5041,2.4031,2.2262,2.2087,3.9002,2.3473,1.7201,2.5292,3.5705,3.2548,3.3716,0.8002,3.4983,3.4267,1 
3.6291,9.9481,3.7327,3.7072,1.4831,0.6572,2.3382,2.0003,1.8272,2.0456,0.9412,0.3475,2.3721,1.6387,3.1434,-0.3662,2.379,1.8933,1 
2.1681,11.0497,1.8554,2.286,1.4778,2.6264,0.2633,2.1447,1.5221,1.6081,2.4131,1.2357,0.0142,1.5793,2.5275,1.3259,2.256,2.9317,1 
2.406,8.5846,2.8036,2.1054,0.8961,0.5312,1.2035,1.6789,1.6439,3.8085,2.642,1.5416,2.6037,3.91,1.8529,2.733,3.1943,3.0775,1 
2.4576,10.592,2.7979,2.3658,1.7256,2.0465,3.1578,1.0605,1.7539,1.7433,0.6215,2.822,-0.0784,2.2402,1.1234,2.5037,1.0615,1.7228,1 
2.1938,9.5741,1.2953,1.9855,2.7533,1.2085,1.7197,0.7092,2.7014,1.0469,1.904,1.2537,1.405,2.0208,2.2551,0.8251,1.5065,1.7072,1 
1.8797,11.1198,2.808,2.8831,0.0534,2.2777,1.3944,3.2641,1.2976,2.0559,1.9618,2.4794,1.3028,1.1798,3.5685,0.7588,1.1871,2.4709,1 
2.5805,9.0606,2.1999,2.3235,-0.1667,0.8802,1.3424,1.537,4.4095,0.9392,0.8438,2.196,2.5906,2.0011,2.6049,2.6177,2.0627,3.3179,1 
2.096,8.3084,2.7297,3.7723,2.3529,0.9635,2.4317,1.9603,3.3842,2.8233,2.4909,0.9566,0.8774,2.002,3.3903,1.3056,2.0894,2.0996,1 
3.872,8.088,2.7081,2.4511,2.7012,2.1637,2.0898,-0.6292,1.2484,0.7294,1.1681,2.3741,0.8065,3.6938,1.4688,0.8794,3.3507,1.6409,1 
3.2432,8.863,2.1578,-0.0395,1.7855,0.1727,1.373,1.792,1.6476,1.0642,1.6725,1.1285,1.1884,1.604,2.1332,2.2585,1.1248,0.9776,1 
0.5042,9.1884,2.0912,2.9072,3.2724,1.4384,2.8682,1.3715,1.489,1.604,2.2191,2.9436,1.1908,3.0075,2.4616,1.9668,3.0988,1.2055,1 
1.1923,10.7375,1.4965,3.5523,2.7881,2.4199,2.3743,3.239,-0.1702,3.0995,0.6947,1.3533,3.5493,2.9504,3.0344,0.8467,2.5366,-0.1042,1 
2.6505,10.3245,-0.363,0.9261,2.1327,2.0898,2.6001,2.6089,2.4286,2.3449,1.6337,2.2275,2.2201,-0.8002,2.579,1.4614,2.1014,2.9689,1 
3.9164,7.3129,1.9094,1.2969,2.8285,-0.2536,3.3794,3.0351,0.3872,1.7473,3.3312,1.7151,2.4314,1.0188,1.4935,2.8391,2.5218,0.7435,1 
1.9008,10.6564,2.678,1.541,2.7966,2.3201,-0.0585,0.4907,3.1943,2.717,4.0265,1.5634,3.716,2.6381,2.6456,1.5338,2.6687,2.3417,1 
0.9789,9.23,3.5649,2.8152,1.7062,1.1142,2.6001,1.2274,2.749,1.6813,4.6312,1.3763,1.3656,0.298,1.7729,3.2758,1.9446,0.3902,1 
1.2161,10.8809,1.3907,1.9979,1.3483,1.8976,0.2849,2.0396,1.8944,1.9372,0.6378,1.7724,3.6823,2.3359,1.0778,2.0416,1.5143,0.9978,1 
1.2637,10.8313,1.3145,2.6055,1.8434,2.6848,2.1556,0.3962,3.2651,1.4145,2.0578,3.4496,3.7153,0.0394,2.2679,0.4394,2.8401,1.7251,1 
2.2413,8.3477,2.6295,1.0091,3.1229,0.2241,1.2222,2.3458,0.2647,1.5435,2.0913,0.9898,1.2685,1.6163,1.7225,4.4666,0.4701,2.566,1 
1.9818,10.5445,2.8506,-0.2182,2.0461,2.3169,3.0344,1.1487,2.6522,2.8059,1.8122,3.2922,2.5584,1.525,2.1899,0.8237,1.116,2.2007,1 
1.8362,10.6894,1.0674,1.6123,3.5699,0.9371,2.5995,1.5117,1.8465,0.9964,1.5609,4.9509,1.1601,2.3729,2.9934,1.936,1.6904,1.7904,1 
1.717,9.4464,0.5595,2.2341,3.4002,1.0138,1.7844,2.6397,1.8719,3.63,3.2802,2.5678,0.616,2.7352,1.2445,2.9367,1.0242,1.7569,1 
2.6371,9.6537,3.0777,2.1428,1.3791,2.6984,1.3198,2.1541,1.4724,1.8358,2.0005,1.6496,2.0726,0.3257,0.8885,1.5882,1.5474,1.8667,1 
2.422,11.1125,2.8256,2.5686,2.5262,2.4343,2.2616,2.1283,3.14,0.4251,0.7069,2.792,2.0217,1.4914,0.7546,1.9549,1.7637,2.0429,1 
1.5224,8.6228,2.7025,1.6104,2.6406,3.0287,1.4601,4.4519,2.1767,0.9597,1.9873,2.151,3.4909,1.9451,2.3338,2.818,1.5785,1.9623,1 
2.1364,10.446,2.1588,2.8764,2.4528,2.5433,2.8174,1.4676,3.8647,2.1611,3.2587,1.6272,1.8316,0.0793,1.5356,2.2092,2.6156,0.3944,1 
1.1016,10.6378,1.9548,2.0328,1.9339,2.6176,2.9058,3.101,1.7781,2.8849,1.014,2.5304,1.9185,1.2772,1.8063,0.8893,0.7063,1.728,1 
1.4715,9.5519,1.0213,1.7892,0.3732,3.0215,0.2666,1.1703,2.0133,0.7553,3.1897,1.5451,3.8238,1.2182,2.433,3.0346,0.9279,3.3827,1 
2.5055,11.5588,1.8465,0.9951,2.5038,1.3961,2.2605,1.7033,3.1334,1.864,1.2407,1.4326,1.3679,2.5888,2.4657,0.2429,1.8001,0.7046,1 
1.2109,7.8598,2.9889,2.7978,-0.0844,2.4569,0.7328,2.263,2.2601,2.8357,2.7137,1.9409,3.4376,1.8794,2.0257,2.926,1.0857,2.6752,1 
1.9802,11.3577,1.888,4.0342,0.7177,0.8932,0.5661,1.6652,2.2945,0.4026,2.886,0.3622,-0.0925,1.1159,1.0699,2.9429,1.4608,2.0705,1 
0.3195,10.0835,1.9926,2.4623,2.2012,1.038,2.379,3.8086,2.0903,3.6358,2.0371,2.9046,0.4213,0.8185,0.5289,0.5785,1.151,2.6637,1 
0.8842,10.6528,2.1133,1.5901,2.6904,1.4172,2.9571,2.6775,1.4894,0.7576,2.2424,1.8063,1.1594,3.5016,2.9745,0.8778,2.7748,-0.3812,1 
1.11,10.5931,3.3754,1.7971,3.4389,1.7481,1.2938,-0.512,0.4785,0.9703,3.5733,2.3994,1.8653,0.708,1.7315,4.5901,2.5754,3.0761,1 
2.9399,9.5052,0.5977,2.6829,2.694,1.7415,-0.5239,0.8742,2.0488,3.3029,0.953,2.155,1.1145,4.5552,2.8198,1.3157,1.009,2.1724,1 
1.5009,9.4409,2.1445,2.1006,1.8525,2.1009,3.6517,2.0873,2.399,2.9031,1.9587,0.5857,1.4284,3.0344,2.1141,1.467,1.3157,1.64,1 
2.4609,8.972,1.5949,0.8124,0.8915,2.7289,1.7911,1.0475,4.0038,2.8793,3.4917,1.6367,2.0605,-0.7506,0.4866,0.6638,1.3873,3.1614,1 
2.1047,10.1729,2.8603,1.3087,2.2344,-0.0536,1.8159,1.5227,2.751,2.9136,2.6798,3.1731,2.3018,0.2615,2.7564,-0.7866,2.4664,3.1193,1 
1.9909,9.5332,1.6815,1.1933,2.0866,0.2766,2.1141,3.0441,2.2064,2.0741,2.7834,2.5704,0.2089,2.1727,2.4511,2.0799,2.3415,0.9099,1 
