Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Class
0.9904,8.0117,1.8774,2.1035,2.9051,1.6745,0.5053,3.7609,1.9726,0.7547,2.5787,0.9621,1.868,1.1662,1.544,3.1919,0.8369,3.1291,1 
2.1094,9.5264,2.1669,2.1745,1.3074,1.3388,2.7406,1.911,1.4153,4.2613,1.1424,3.8739,1.2131,0.8419,1.8185,3.9095,-0.4239,0.7838,1 
1.8128,10.8772,2.0579,1.7972,1.3458,2.885,0.9839,3.6727,0.8799,2.9369,2.0371,1.4372,3.4228,1.4989,1.3294,1.4617,0.5237,2.7228,1 
3.384,11.3735,2.4166,1.1592,1.4144,2.0758,0.91,3.5803,1.2707,4.0125,1.5118,2.5455,0.062,0.9918,2.4603,2.8227,3.6551,0.5043,1 
1.2803,9.6471,2.4618,3.3014,3.2781,3.3863,3.284,2.9546,1.0204,1.3379,3.2314,1.4905,2.228,2.0279,2.69,0.3315,2.7657,1.736,1 
1.8133,11.4008,1.3898,4.7951,1.8911,1.9089,1.093,1.1119,2.205,1.9502,3.2861,2.7757,2.223,2.1571,2.1996,1.7836,1.9437,2.5022,1 
1.4438,9.8136,1.9969,2.2619,1.9935,3.1455,1.2357,0.5037,1.8223,1.7118,1.4212,2.0702,3.4562,0.8312,0.4422,4.3869,1.5269,2.6712,1 
2.5411,8.8865,0.8196,1.0713,1.4309,3.5761,1.2644,1.5267,1.5855,1.208,3.398,3.056,1.2763,1.0709,3.4459,0.414,1.5492,2.6303,1 
-0.361,9.1737,3.0016,1.9526,1.3665,1.4332,2.3387,1.7449,0.4878,1.8572,2.5022,1.9276,1.2919,2.1602,2.475,1.5077,1.4787,1.5976,1 
1.5117,11.439,2.1485,2.6532,2.4482,2.2609,2.2695,2.5718,2.9373,3.6416,1.5948,2.2188,2.7231,2.8699,1.8569,2.9724,2.9626,2.8317,1 
4.1496,9.5634,1.6787,2.8938,0.8456,1.8933,3.5598,1.7736,3.0886,1.1294,2.1009,1.356,2.5264,0.9297,2.438,0.2305,2.5317,0.3886,1 
2.6105,9.8421,3.5555,4.8869,1.1146,2.5306,0.7031,1.5276,-0.6973,3.4782,0.9722,1.5435,1.7958,3.1627,1.8373,1.198,3.4683,1.7156,1 
0.9694,8.9657,2.9125,2.9091,2.2856,2.9037,0.2313,-0.1858,2.8292,0.8981,2.7892,1.1909,1.4974,1.7394,0.7466,2.4514,2.7706,2.3795,1 
1.4192,9.1952,0.5112,3.0808,2.9235,0.5725,2.4511,1.1345,4.0441,2.015,3.1485,1.7776,2.7076,2.227,0.9844,1.684,1.8273,0.2999,1 
2.0621,10.158,1.7173,1.9422,1.2731,2.4274,1.9494,3.186,2.1851,1.0317,1.5417,2.2726,2.1124,2.8992,1.9936,1.8014,4.1876,1.0806,1 
2.6131,9.2087,2.641,1.7926,3.9126,-0.0592,-0.1469,0.6262,1.8051,2.6593,2.5186,1.4813,2.3456,2.2159,2.699,1.7993,3.2256,2.3042,1 
1.723,10.1772,1.1498,3.7037,0.9769,-0.3821,3.1087,4.8859,4.193,1.8184,0.2423,1.0512,2.0188,1.9548,0.6472,0.8028,1.3288,1.3124,1 
2.4911,10.3964,1.8013,0.8086,1.577,-0.4854,0.5582,0.3192,4.0071,0.6484,1.7535,-1.0901,1.0914,2.5007,1.3693,1.9156,1.1603,1.134,1 
0.4419,9.6809,2.6374,1.352,2.5124,-0.8845,1.0363,0.4436,1.9595,1.5257,1.6236,1.1482,2.2124,1.7824,3.4748,2.3536,0.9177,3.3279,1 
1.8237,11.6295,1.5846,2.1181,1.5248,1.748,2.3924,3.4119,3.0406,-0.111,3.3235,1.809,2.0265,3.0665,1.9655,0.4644,0.6966,0.0492,1 
1.9741,10.0935,0.2643,2.7927,2.3869,0.9881,2.564,0.8355,0.2861,0.9982,1.486,1.1403,0.5632,1.5505,3.502,1.6281,2.8031,2.2332,1 
4.7528,10.4379,2.0022,1.5273,1.8332,2.7278,3.7586,1.9343,2.9866,1.1775,1.3613,-0.0724,1.3229,0.3747,1.8914,3.0315,1.9093,1.9782,1 
1.7664,10.0173,3.6406,3.625,1.0605,0.2089,2.0587,1.6996,1.9749,3.6189,1.0681,1.934,0.3129,3.2686,2.7419,2.4846,1.3532,3.1644,1 
1.9723,9.8963,2.3358,1.3695,0.5868,0.1115,4.0308,3.2395,2.6404,-0.0739,2.4283,2.0177,0.1235,2.2654,2.7218,1.0157,2.1592,1.8158,1 
3.5109,9.6585,3.3155,2.5573,1.6542,0.5801,2.9619,2.5754,4.1134,4.0134,2.6927,1.7886,2.1716,2.1472,2.6018,1.2682,2.0104,2.0034,1 
2.9334,8.2427,2.6131,1.0828,1.4464,1.8295,4.0534,0.605,4.1587,0.6711,-0.3892,0.4212,1.9687,1.8918,0.462,2.7945,2.3116,0.1621,1 
3.3339,8.2317,1.4221,2.3053,0.9443,1.6333,2.2475,1.8969,2.2532,3.483,2.0597,1.7644,1.3769,1.9143,0.4969,1.972,1.1291,1.7137,1 
1.6258,6.9413,2.7252,4.4326,2.0367,3.3568,3.0093,2.8948,0.8237,2.8405,1.1843,1.6563,1.4031,3.5321,3.2788,2.4277,2.6165,2.3159,1 
2.1926,10.64,0.8506,2.3997,3.535,1.4932,1.2119,2.3654,0.2687,2.9218,2.68,0.3107,1.6752,0.7971,2.2024,2.5197,-0.7164,2.0326,1 
2.9382,10.2159,2.0757,1.4184,2.1914,1.2364,1.393,2.9043,0.8247,2.3649,1.5468,2.1988,2.787,1.4412,3.1014,2.0695,2.9149,1.4869,1 
1.5427,11.1878,2.8427,0.7263,2.8167,1.057,0.871,2.7266,3.212,2.6895,2.2622,1.8304,3.8028,1.5864,1.124,2.4009,2.043,1.1009,1 
3.8316,9.999,1.3184,3.1907,2.704,3.4408,0.7713,0.5957,1.655,3.7942,1.9158,2.0842,2.5079,0.8569,1.8422,2.782,1.7044,2.5837,1 
2.6877,10.5028,0.9422,2.2306,2.3861,1.9301,2.264,2.1083,1.6763,3.4108,0.8421,2.0089,2.456,1.7431,3.2408,2.3147,2.6221,3.2118,1 
2.9107,10.1981,3.0724,3.0495,3.3063,3.9647,1.5858,3.2884,0.5346,1.2389,1.6283,1.1379,0.7466,3.8921,1.8147,4.0183,3.1326,2.4863,1 
2.5338,11.202,2.4101,2.68,0.6025,0.476,0.506,0.6344,2.4101,0.8157,3.03,0.7886,2.9807,-0.4604,3.2126,2.1506,1.9194,2.1321,1 
2.7598,11.1517,0.2417,0.6364,1.4476,2.2841,-0.0511,2.6487,2.4615,2.2179,2.8787,2.0642,3.4003,2.2389,3.6849,2.699,1.5508,1.2968,1 
1.9733,8.9771,2.5519,2.7541,1.2759,2.2594,3.4726,0.8705,1.6697,2.3461,0.6511,1.4896,-0.0728,1.778,3.4106,2.7538,1.8561,2.04,1 
1.5425,11.7355,1.6899,2.0432,2.1725,2.2746,1.9054,-0.5209,1.9402,2.5694,2.0015,1.6702,2.15,-0.031,3.1675,1.8851,0.7444,0.8307,1 
1.7944,10.2163,3.2017,4.1897,4.1653,1.3702,0.4282,0.42,3.2011,1.002,3.9206,0.7646,3.7599,2.4955,0.9953,4.1509,-0.4212,2.8907,1 
3.0327,9.6733,2.1993,1.1261,1.7247,0.5146,0.5601,0.8903,2.693,1.1343,1.4065,1.1935,1.9228,4.1697,1.6163,2.2224,1.8235,3.2251,1 
3.6992,8.7153,1.8103,2.3894,1.3476,1.5622,1.8837,1.7181,1.3165,2.1333,2.2939,2.7337,3.1989,1.1902,1.633,2.1097,0.9891,1.2024,1 
2.054,9.7942,2.1132,1.894,2.171,1.9164,0.2886,-0.1773,3.8436,2.3716,4.1549,1.3862,1.8739,2.3208,1.6871,1.4139,1.9039,2.0757,1 
3.4593,9.7733,-0.6401,1.5555,2.5051,2.5668,1.6189,1.0909,2.4679,0.6752,2.5991,1.3094,3.5863,2.7611,1.5211,1.5318,2.7775,2.4562,1 
1.7315,9.2217,2.8528,0.7985,2.4846,1.4871,1.7908,0.5693,2.0281,0.4226,2.5545,-0.4293,1.076,3.9156,0.0888,-0.9708,1.1866,3.7743,1 
3.5367,11.2222,2.4776,2.1188,2.8237,1.2599,2.1256,4.2981,1.5611,1.3405,1.7808,3.1639,2.4271,1.6101,2.9399,4.0534,1.9001,2.0688,1 
2.3363,9.1863,1.2436,1.9702,0.578,1.1499,1.6066,2.8465,1.8421,2.961,1.4413,2.9472,2.9706,3.1333,1.5709,0.8259,1.6565,1.5687,1 
0.6219,9.6463,2.6382,2.1172,2.4118,2.0796,2.7902,1.0401,1.1801,1.4398,1.3377,2.6043,1.2492,1.9532,0.6456,2.0871,0.6443,2.9333,1 
2.4621,10.3571,1.7704,1.9361,0.7002,3.2612,1.2448,2.3125,1.3432,2.0235,1.5024,3.027,1.7915,2.0113,0.8858,1.9948,1.6837,2.0773,1 
2.1298,9.4668,2.5038,1.0994,0.3865,2.0538,2.0166,3.9449,2.0283,2.9944,1.9743,0.8995,2.1546,3.16,1.2905,2.7095,3.0014,3.3154,1 
1.4188,10.4744,3.6378,2.4083,1.9161,1.5611,1.0278,1.5057,2.6038,1.0997,2.7886,1.3626,0.309,1.8146,2.9271,2.8469,1.2301,2.6876,1 
1.4544,12.4267,1.523,2.8476,1.3837,2.5564,3.0785,2.9428,3.462,1.5582,0.8958,-0.9028,1.7518,3.3101,1.8743,2.1644,2.1552,3.361,1 
2.7794,10.3405,3.3597,3.2426,1.5693,3.173,1.8301,2.7991,2.4253,0.8962,4.0747,2.5019,1.417,1.6473,3.485,2.1181,2.6186,1.5109,1 
2.2142,9.7503,3.415,1.4638,2.5419,1.7698,-0.1648,2.173,3.2477,1.5957,2.4066,2.7837,0.4529,0.8785,1.942,0.7708,-0.1695,1.7845,1 
0.5926,9.5127,1.905,1.9136,2.415,0.1045,3.6922,2.9746,2.9082,3.1089,1.7109,3.3853,1.5454,3.3121,3.0398,0.7844,3.3116,1.4167,1 
-0.0392,9.1109,2.1143,1.2001,3.3896,2.07,0.7089,2.6323,1.6005,3.4508,0.3613,1.3644,2.1967,2.0621,0.6564,1.45,3.0535,0.8618,1 
3.8865,10.2355,1.6264,2.4197,1.1268,3.4644,2.1684,2.8651,2.4848,3.9113,2.7899,0.3195,1.2413,2.2393,0.8237,2.8213,1.1159,0.835,1 
1.9438,11.3737,2.5643,1.8917,1.8002,1.9877,0.5263,2.3759,0.9667,2.0636,0.7139,1.8868,1.1678,3.9815,1.6486,1.9717,2.6957,3.3009,1 
-0.1749,8.6574,1.9722,2.3347,0.9682,-0.0238,1.8662,-0.4829,1.3251,2.5899,1.4569,1.8962,2.0248,1.7202,2.5697,2.4207,1.356,2.597,1 
2.6585,9.3656,2.327,2.5342,1.9799,-0.0681,2.6824,1.7997,2.8632,3.6495,3.4616,1.4329,3.8156,0.0273,-0.1089,3.393,3.7383,1.9053,1 
2.6056,10.5774,2.0,0.9049,2.7557,1.5425,2.3667,-0.0473,-0.6997,0.3713,4.5744,3.0065,0.6633,2.1102,2.4162,1.9418,2.0747,1.6935,1 
1.7999,11.8576,3.4658,1.9615,0.7886,1.3435,2.7624,2.689,2.2399,1.3034,3.3279,2.1958,2.6256,2.3946,3.19,4.0956,1.7052,3.191,1 
2.2874,10.6617,1.7317,2.5026,3.0866,0.5593,3.0845,3.4533,1.8299,2.3242,2.9563,3.0909,2.5782,1.6176,2.4413,2.0108,3.8483,1.5391,1 
1.5084,11.8785,-0.0005,1.5061,2.7593,3.0634,3.2252,1.1107,2.1207,1.0767,3.3641,1.2639,2.4777,1.7527,2.3833,1.859,2.3642,2.4906,1 
2.5354,10.5559,1.1462,2.5461,2.564,2.014,2.1268,1.8383,4.6074,0.9374,1.9318,1.5823,2.0265,2.5036,0.8231,3.8572,1.9098,3.7594,1 
2.2403,7.1307,2.4226,1.7397,0.9686,2.3291,2.0945,1.7351,-0.2354,0.9626,1.6199,2.7223,2.5391,1.7142,2.2363,1.8947,2.1585,1.6988,1 
3.2004,9.8171,2.37,1.1396,2.2782,1.4045,2.5132,1.8324,1.8385,3.5451,3.4522,2.0642,2.0241,1.8528,2.5853,3.9899,3.2368,2.8366,1 
2.18,8.8558,1.3697,1.259,0.4387,-0.0355,2.9588,3.1236,2.6358,1.8214,1.7724,1.6816,2.6247,2.8433,2.0298,1.5549,1.3087,0.3563,1 
1.7865,10.6179,0.5176,1.2296,2.358,1.1811,3.007,2.7575,1.3864,3.6819,2.3228,3.1849,1.8031,3.0696,2.076,0.8203,4.0069,1.5347,1 
1.2902,10.7235,1.917,2.8177,3.1992,1.1258,0.6798,0.7076,2.4534,2.7224,2.9261,3.1114,-0.2461,-0.0378,-0.4157,2.5844,2.4654,2.3208,1 
3.3465,8.9627,2.9545,1.7691,3.5251,2.3655,1.2893,2.8953,-0.3485,1.7799,1.8473,1.3947,2.7134,3.6739,3.0647,0.7951,2.9379,2.2735,1 
3.5364,10.5491,4.067,2.4365,0.8837,1.6251,1.1334,1.0655,2.7998,1.4174,0.9354,1.5634,1.9357,3.034,2.3965,0.4867,3.9367,2.6941,1 
3.3717,9.3494,2.4792,1.8996,1.6363,3.929,4.8387,0.6276,2.2211,3.7421,1.0749,1.8748,2.6929,1.9514,1.9485,0.3808,0.9992,-0.3657,1 
3.2514,9.1914,1.3958,3.06,1.8715,0.0558,2.0598,4.8381,0.6164,1.6311,3.08,1.5307,1.3944,3.3217,3.3046,2.3873,3.941,2.4495,1 
3.2778,9.8251,1.0439,3.5182,0.5245,1.5158,2.5261,1.3309,0.5791,2.1856,2.0231,2.6564,-0.1327,2.2046,1.2099,2.6758,1.8858,1.2899,1 
3.4614,8.8538,2.2776,2.4424,0.5174,2.1325,1.3855,1.799,1.7344,2.7146,1.3713,4.2628,2.0138,3.0565,2.1681,1.3626,1.9277,0.6536,1 
2.6484,9.6313,1.7421,1.9212,2.3884,2.4408,2.6071,3.1614,0.3995,2.6283,1.9892,-0.0492,1.3527,0.5234,0.2497,1.1797,2.2621,0.8173,1 
2.6897,7.9334,-0.2477,1.6292,1.1555,1.1843,3.9403,2.6787,1.6271,2.7911,3.4737,3.8693,1.5549,1.9763,4.5452,2.1066,1.537,1.9359,1 
0.4412,9.2652,3.0368,2.5064,1.3906,2.1815,3.2122,1.2099,0.6404,0.8747,3.9992,2.2359,2.097,1.6316,1.5964,2.2765,1.5391,1.9597,1 
1.4055,10.0246,0.8693,2.1586,1.256,2.822,2.3254,1.2063,3.6506,2.5281,2.2659,1.4074,2.4863,1.5557,2.5149,1.9393,-0.1717,2.8563,1 
3.8868,9.7595,2.5629,1.8847,1.3736,2.012,3.1406,0.4421,2.4716,1.2315,2.3759,1.6531,1.1485,0.7548,2.1847,2.2947,0.8795,2.3498,1 
2.0163,9.6934,1.1156,3.9189,2.187,3.5247,2.5938,1.3296,1.5362,1.3468,1.4613,2.5816,1.7954,2.4406,2.0422,3.3241,0.1801,2.9186,1 
2.4095,9.9178,2.3171,2.3276,0.7169,2.5898,2.5257,1.4032,1.5898,1.1875,2.6352,2.0512,2.8394,2.0498,1.745,2.3408,1.0362,1.9676,1 
1.0618,9.4807,0.2835,2.2129,2.3114,2.731,1.9387,1.0319,1.6858,2.5018,3.5275,0.772,2.4829,1.9896,1.5773,3.3941,-0.4878,2.3307,1 
1.5344,9.8176,1.1964,1.7438,1.4968,2.7624,1.0063,3.291,1.6679,1.6707,-0.0662,3.4603,1.3438,0.5536,1.7019,2.3733,2.7304,2.4283,1 
1.4637,9.3572,2.8642,2.9796,2.7617,2.5142,3.2331,1.7189,2.391,2.7703,0.1992,1.3446,2.9756,2.763,2.4005,2.56,0.892,1.9461,1 
1.3534,10.3801,3.9182,2.3532,3.5269,0.5855,1.0272,0.0078,1.3822,2.4133,1.8151,0.8714,2.0624,-0.1535,2.4885,1.6818,3.7537,2.3885,1 
2.2485,11.0282,3.0046,1.255,2.0378,2.4088,1.7058,3.6545,2.3052,0.7677,1.7613,1.1767,2.1412,1.0396,0.8732,0.2044,0.6064,1.1282,1 
1.8921,6.5918,1.8088,3.191,3.1007,1.6061,1.8327,2.2846,3.7528,1.5749,1.9693,0.9515,2.7264,2.1849,3.1451,3.1107,4.525,1.3312,1 
1.7413,10.5677,1.7382,1.7908,2.6394,0.7894,3.1729,3.2967,0.0026,3.1369,1.3001,3.216,0.9357,2.5414,1.058,2.247,1.5737,1.8398,1 
0.1503,9.126,2.1607,1.3842,1.9819,3.8744,0.4907,1.2408,-0.6079,1.8394,2.6053,1.7707,0.7637,1.4952,1.3664,4.0366,1.9342,2.5425,1 
1.2326,10.1535,2.9757,-0.4092,0.9356,1.8683,0.4462,2.5848,1.1062,1.5625,1.6676,1.7116,2.7332,-0.2096,1.5383,0.193,-0.184,-0.4743,1 
2.5646,10.2283,2.7102,1.1123,1.7306,2.966,0.8806,3.557,2.251,1.8226,3.6116,1.3931,2.8447,1.0369,2.9573,2.4368,0.5646,2.9996,1 
1.9988,10.1601,3.3955,3.237,3.5869,2.6693,1.7785,3.5898,1.5856,2.2395,2.2678,3.2977,1.481,4.17,2.1029,3.545,1.3689,2.2042,1 
1.2803,10.1468,-0.1185,1.2506,2.0979,1.8105,1.0491,2.3723,3.146,2.7699,1.6652,1.8517,4.1835,0.1746,2.6294,2.7607,1.9153,1.3453,1 
1.4681,8.6523,3.2414,2.4254,3.3813,2.1103,1.4668,3.4229,1.472,1.0487,1.3217,0.7681,1.4155,3.5688,1.225,1.1021,2.9229,1.4553,1 
3.0761,10.0201,2.519,2.1302,2.2486,2.5396,2.1499,2.3849,0.912,2.3275,1.5334,1.7113,3.5469,1.5265,0.7737,0.6574,3.4065,2.926,1 
3.2251,11.1195,2.2427,2.1242,3.2249,1.1945,0.3268,2.4008,2.1608,1.6454,1.3741,3.3432,0.1774,1.8066,0.8208,2.1669,3.4705,0.6588,1 
3.3914,9.0764,3.6657,3.306,3.2312,2.4007,1.8087,2.0428,0.3196,1.4117,2.4558,1.922,1.5199,-0.1311,0.9372,2.3802,1.6936,2.8582,1 
1.8793,8.7175,0.9925,1.4516,1.103,2.7676,1.6981,2.4235,0.6222,2.4614,2.6565,3.3664,1.0215,2.8763,1.6013,2.5851,1.6044,1.885,1 
1.6191,9.4579,3.182,0.8519,1.9339,1.1501,1.8954,2.1434,2.531,1.8277,2.0397,2.8098,3.9862,1.4169,1.1127,2.8159,2.5643,0.9121,1 
2.1499,8.9421,2.2228,0.8012,2.056,4.2937,0.803,1.4357,1.2697,1.3426,3.7742,3.2996,1.6556,2.2645,2.9539,4.1072,1.4922,-0.0987,1 
1.4534,8.3327,3.2819,3.4941,2.7579,0.03,2.5075,4.4148,3.1088,1.6818,1.1641,0.7596,2.6349,2.765,3.2778,1.9746,3.0265,1.9061,1 
1.6466,10.313,1.5701,1.4746,2.1109,2.4024,2.1045,1.5397,0.3777,1.1486,0.2435,3.7187,0.592,1.8596,0.1364,2.0441,2.0954,1.7588,1 
3.6424,9.4436,2.5731,1.655,1.4304,-0.2318,3.1705,1.0672,0.5317,2.125,0.9292,1.0141,0.3626,2.3444,1.6923,3.7874,1.3784,-0.0683,1 
0.1682,10.8517,1.4443,3.0007,3.2182,1.4762,1.7371,2.2004,0.2683,1.3046,3.6921,0.7662,0.7061,3.4404,1.4413,1.1649,3.628,1.8978,1 
1.7674,10.4568,0.6905,1.2603,1.5798,2.2585,0.228,3.7282,2.4697,2.7907,4.59,2.5138,5.041,2.0768,2.0128,1.9377,3.8264,3.5547,1 
1.6928,10.5908,0.9258,1.2989,1.411,0.4246,1.5391,0.5042,0.6412,4.8549,2.8852,1.7128,1.2264,0.4968,2.1701,2.6682,2.8558,2.207,1 
-0.3544,8.2857,3.214,1.8161,2.059,2.2654,0.9789,2.7397,1.1613,1.9817,2.6025,2.3398,1.7309,1.345,2.359,3.1668,3.5397,0.1888,1 
2.2435,8.94,1.6725,2.4382,2.8589,2.8268,1.3604,-0.0433,0.1878,3.6575,2.6228,2.195,1.9281,1.3005,1.7908,2.5714,1.8429,2.7739,1 
1.099,11.6738,2.2199,1.8676,1.9292,3.0142,2.7486,2.9905,-1.7434,1.0012,0.7824,2.2839,1.6168,0.8907,0.5033,0.5747,1.0508,4.0185,1 
3.238,9.768,1.2981,0.6361,1.3635,2.8685,3.3327,0.1658,3.2358,1.7529,1.9126,0.7039,2.1923,1.1795,3.0057,2.7032,3.5449,0.6783,1 
1.3277,8.4898,2.4191,1.9237,1.3391,2.3891,3.3166,2.7514,2.1165,1.9498,0.9222,3.7666,1.0496,2.9844,1.6598,1.5903,1.5585,1.1473,1 
1.0803,8.0585,2.2142,2.5423,2.3666,2.571,4.2743,3.1107,3.6236,2.367,2.6793,2.009,1.3804,4.0378,0.713,1.641,1.1342,1.1686,1 
1.0581,8.0908,2.42,1.6282,0.3495,3.8341,0.8055,2.6079,1.634,1.6917,1.4747,2.1698,1.1495,2.172,2.6405,2.6958,1.8704,1.8887,1 
2.9774,10.9081,1.1074,1.8492,3.1866,3.5082,2.8331,1.5181,2.6157,0.7426,3.1392,1.8176,0.3757,1.4854,1.6277,1.1145,-0.472,2.4767,1 
0.3706,10.108,3.159,3.0403,3.2869,0.8536,2.4632,0.236,1.2389,0.2091,1.1054,2.244,2.4424,1.013,2.208,2.4752,3.1715,1.3043,1 
1.8933,10.7322,1.7635,0.6659,2.5853,1.8799,1.6834,0.3333,1.8714,2.936,2.4442,2.381,1.9921,1.779,3.3931,2.272,2.5497,1.8117,1 
-0.1867,10.3207,1.8512,0.5679,3.9793,1.0916,2.4776,1.2864,2.1006,0.8002,0.8286,1.6389,1.3755,0.9077,3.8813,3.1745,1.3384,2.258,1 
3.4559,12.2292,2.3854,1.2529,1.5015,2.0225,1.681,3.1442,2.3235,0.9668,0.4387,2.8459,0.664,3.3122,0.4188,3.2441,2.1346,2.8296,1 
2.5066,12.5241,1.1338,1.3829,2.954,2.9299,1.4284,2.0111,2.0581,1.6449,2.7586,3.0589,1.2182,1.8973,2.2273,-0.6026,0.8485,1.2526,1 
1.0397,9.4827,2.1709,1.9678,2.5298,2.8976,1.8506,2.7767,1.9953,0.7005,1.9143,2.244,3.1937,0.5901,1.7768,1.5,3.1274,0.7798,1 
3.9408,10.5409,3.5872,2.2897,0.8507,2.7743,2.8406,2.7286,1.4303,2.3929,2.2256,2.5971,0.4333,2.1479,-0.0317,3.4485,1.911,2.4874,1 
