Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Class
0.5056,1.4644,2.5447,1.6182,3.162,3.1583,0.5623,1.0917,1.5601,0.8471,0.6178,1.8509,1.832,1.4882,1.8131,1.3709,3.7426,2.2334,1 
0.0684,-0.8266,1.288,2.2723,4.211,1.6113,3.3548,-0.0505,2.9296,3.7821,0.7603,3.3468,2.4473,3.0743,2.4104,4.7389,2.5671,1.894,1 
0.8168,0.0884,1.7858,4.5789,1.8498,1.251,0.9757,1.9368,1.8458,3.3204,3.1291,2.4047,2.8942,2.8858,3.8813,2.7976,1.7526,1.8647,1 
-0.1152,-0.1177,1.6287,0.9341,3.0062,1.4675,3.3728,1.6714,1.8912,2.2527,1.1374,0.3652,1.2196,4.1368,3.0825,1.2694,1.2161,1.6795,1 
1.8125,-1.308,1.937,1.2876,2.3017,2.2862,2.712,-0.4567,2.1263,3.5062,1.2128,2.3926,2.4088,1.8638,2.7248,2.327,1.0471,3.0444,1 
0.3819,0.7273,1.8023,2.3873,3.9262,2.3383,3.4147,3.3337,2.2309,-0.105,1.5561,0.3049,3.1503,1.4208,1.0861,1.3379,2.1441,0.8411,1 
1.512,0.0663,3.7987,3.1116,2.2579,0.5338,2.1532,2.9894,1.783,1.8599,1.9494,2.8059,3.7471,2.3695,2.3711,1.9456,2.6948,0.5762,1 
-1.6192,-1.5888,2.3466,2.0795,2.1683,2.0099,5.7922,3.4877,1.1885,3.0827,2.6795,0.2204,3.6185,2.7019,1.5593,1.1489,1.731,3.2056,1 
1.7969,1.3506,4.9918,2.313,1.7073,1.2106,1.625,1.6768,3.0927,4.931,0.6476,1.9554,2.15,2.1343,2.5782,2.037,3.6074,2.644,1 
0.6099,-1.1412,1.8055,0.9558,1.8718,2.6667,2.1824,1.342,1.6893,2.7048,3.2107,1.1511,2.2708,1.7123,2.0086,1.4283,3.5465,1.3111,1 
0.469,-0.1812,2.1265,3.5352,2.8844,1.9953,2.8007,2.6771,2.2613,2.4148,2.3555,1.2237,1.5592,1.0085,1.1361,0.917,2.5808,1.6968,1 
-1.0179,1.6149,1.2958,1.4908,2.0865,2.3661,3.0238,0.0546,2.9946,3.5025,2.4827,2.4965,2.184,0.4634,3.0068,0.8731,3.7598,1.5636,1 
0.4198,-0.4528,1.7138,1.2472,2.995,3.021,0.1563,-0.2992,1.4407,0.9906,2.3137,1.455,2.9743,2.5661,1.4603,2.7171,1.3658,1.5404,1 
-0.814,-0.3579,1.6395,0.9517,3.1304,2.9985,1.6773,1.9175,2.8853,3.2533,1.461,3.7226,1.3412,0.5326,1.1047,1.6433,2.1516,2.5744,1 
-1.0897,-1.1638,2.3747,2.6468,2.5353,1.5703,2.7851,2.1244,1.5783,1.0666,1.3702,1.6174,3.1147,3.4659,2.375,1.2581,2.3288,0.3301,1 
0.1557,0.5275,2.779,1.9157,1.4594,1.4792,0.964,1.7233,2.9538,0.905,2.7664,3.5067,1.5049,3.0397,0.538,2.2957,2.3199,1.9733,1 
-0.544,0.5579,2.5285,1.0266,1.9049,1.2452,0.7055,3.1687,0.2688,2.5122,2.1964,3.0395,0.8029,2.4625,0.6914,2.4513,1.0137,1.9204,1 
-0.9928,-0.6143,2.8044,2.1135,2.4938,2.2687,1.4047,1.6425,2.2642,-0.8317,2.0928,-0.0934,2.0473,0.6982,1.6004,1.5277,0.4662,2.8357,1 
0.4296,1.5993,2.8206,1.7188,2.1367,1.6016,1.152,1.8565,1.7355,1.3603,2.3954,2.0472,2.1885,1.4754,3.4888,3.4526,1.72,1.4146,1 
0.7868,-0.5616,2.7288,1.6674,2.6814,2.5385,2.7896,3.1212,3.7331,2.6437,2.0859,1.1258,2.0874,1.5121,2.1048,0.9893,1.6686,1.6817,1 
0.3597,0.8146,1.4273,2.7817,1.8388,1.976,1.5389,2.2783,0.5612,1.7568,3.3931,3.4904,1.8157,2.504,2.7616,0.2506,0.2787,2.595,1 
0.2897,-1.0273,0.6349,0.2661,1.077,1.579,2.6129,1.118,1.9256,1.1268,1.9237,1.0865,1.4211,1.3065,1.7763,1.1355,1.9905,3.205,1 
-1.0241,-0.7706,1.5776,1.6504,0.2722,2.235,2.7285,2.3296,0.9118,-0.3994,2.0887,2.0084,1.6333,1.6783,2.187,2.5619,2.1723,1.2359,1 
0.0521,-0.8618,0.8823,0.8539,1.7676,4.423,-0.0323,1.8559,2.1,0.7686,2.7935,1.2178,0.3171,1.5726,3.0821,1.3036,1.1084,2.5377,1 
0.3544,-0.7579,0.5192,3.2699,2.1719,2.3372,1.2531,3.2889,2.3785,2.9211,0.9119,1.7505,2.8139,0.9906,1.9739,3.0695,2.3428,3.0232,1 
-0.8003,-1.0758,2.2248,2.1742,2.4694,1.7356,2.5759,-0.0503,2.2883,1.6543,-0.7332,1.9818,3.1928,0.758,1.2205,2.7799,4.4883,3.7348,1 
-0.9261,-0.06,0.8008,2.1327,2.5198,1.8794,4.0063,2.062,2.3563,-0.2725,2.4693,2.1445,2.1334,2.0136,2.182,3.1018,2.0308,1.5117,1 
-0.1708,-0.519,2.113,1.7377,2.2893,1.3854,0.3439,1.1066,2.6988,1.571,1.3014,1.536,0.7057,1.7939,1.6414,1.1674,2.1741,1.7529,1 
0.2014,-0.8333,4.3005,1.8967,1.2054,1.5333,2.7196,1.8124,1.9862,2.7885,1.1322,1.4074,2.0704,1.6776,2.263,1.4793,1.0079,3.0493,1 
0.1474,0.9917,1.2921,1.2215,1.8276,1.5797,2.5298,0.5938,3.7676,3.0222,1.2346,1.2494,2.706,0.899,2.9892,1.7971,1.6663,1.7394,1 
-0.3044,-0.0067,0.4767,1.3711,2.7391,2.8205,2.3529,1.7752,2.8994,2.6145,0.7927,1.7522,2.8305,2.5271,2.9364,1.7171,0.9088,2.5899,1 
* 
0.0912,11.0913,0.053,0.6137,-0.2965,4.4098,3.7278,4.2046,2.7948,2.9764,0.8166,3.9164,0.8767,1.336,1.6216,1.2084,2.8595,1.7692,1 
-0.0657,9.7914,3.3469,1.393,1.8258,2.4241,0.354,1.5165,2.5355,3.1661,2.1617,1.3272,3.4425,1.7785,2.0313,2.1819,1.9371,1.4584,1 
0.4745,8.8354,1.4991,1.5914,1.0657,2.0845,2.1437,2.0755,1.8444,2.5509,3.702,3.0061,-1.1349,3.1395,0.1302,0.2209,2.1278,0.649,1 
1.554,10.697,1.1885,0.3567,2.3307,3.225,2.0962,3.8768,2.5338,2.7984,1.6939,2.378,1.7735,0.1143,4.4725,1.8531,2.1156,3.3304,1 
0.1096,10.2155,2.4291,0.8487,3.5248,2.3605,1.3891,2.9302,2.3565,1.0478,2.1519,2.0006,2.335,2.3748,2.7138,0.7992,2.0014,1.0785,1 
0.4962,8.6683,-0.1906,1.5639,4.5451,3.1501,2.0844,4.4862,1.8056,1.8138,2.8539,2.3074,1.9278,1.5312,1.9346,3.0526,0.6904,1.3313,1 
1.3414,12.5314,0.1595,2.405,3.6323,1.7773,1.4222,3.2422,1.4465,1.2773,1.4285,0.61,-0.3952,3.154,3.6881,2.2238,1.7984,2.4996,1 
-0.1813,8.2502,0.7896,2.4242,1.6112,0.4435,0.5608,2.9489,0.4735,3.1369,2.4845,0.9982,1.6815,2.1581,2.3609,2.2555,3.4261,2.9273,1 
-0.5106,9.8284,1.0896,1.4771,2.074,-0.3468,2.0997,1.9536,1.7524,0.6946,1.4237,1.2355,1.9393,-0.4345,1.669,2.4726,1.1148,1.056,1 
0.7346,12.6429,2.6118,2.6577,2.046,2.7703,2.5931,1.0666,2.3754,2.9198,1.2859,2.3745,3.2572,2.9761,1.9778,4.0659,3.0319,1.7507,1 
-1.9691,9.673,2.1339,1.6188,2.0248,3.6381,2.8197,3.3465,0.6252,2.0096,3.3314,1.1724,3.9349,0.7251,1.3431,3.5132,-0.1842,2.7989,1 
-1.2746,8.8271,2.0296,1.926,2.5428,1.8311,1.6797,0.8054,2.2615,-0.5082,2.6222,2.1922,3.3536,3.3915,0.5551,2.575,1.1849,1.4781,1 
0.7594,10.4425,2.4379,1.9092,2.177,0.8659,1.3473,2.5918,0.8102,1.3511,2.7356,1.9441,1.1608,2.2828,3.2904,1.0043,0.4658,2.1053,1 
-0.8846,9.6324,1.4214,1.092,1.9372,2.168,0.8782,2.9599,3.2911,1.7585,2.1285,3.4489,0.6399,0.8626,1.5518,1.8856,2.5374,2.1631,1 
-1.9429,10.9787,3.1334,0.9558,2.4555,1.2738,1.4908,1.2222,3.4744,1.0364,1.8566,2.4546,1.0366,1.6497,1.8009,3.6124,0.6321,1.9193,1 
0.1434,9.6574,3.2978,1.9327,1.4992,2.7633,3.2087,1.0927,2.8194,2.6622,1.9116,1.16,2.8448,2.613,1.0188,1.4678,3.7238,1.3135,1 
-2.0786,9.6773,2.1333,2.6982,1.5893,3.9592,1.5056,2.1882,3.0962,2.0741,-0.4145,2.7082,2.255,1.3156,3.1479,3.0659,1.4627,0.5234,1 
-1.8084,9.8103,1.4077,1.8552,-0.6861,1.9798,0.7357,1.5982,4.2063,1.9673,2.9876,2.371,2.7166,2.1426,1.8539,3.0858,0.705,1.3668,1 
0.5019,10.1703,4.0465,2.0702,1.9469,2.3539,0.5061,3.5027,1.6884,2.6482,1.1873,0.6401,1.9267,1.7739,2.5404,1.4874,4.4855,2.1469,1 
-1.1438,9.9414,3.388,2.1512,1.0247,1.4772,2.7633,3.4769,1.2387,3.4271,1.2472,4.036,1.7515,0.7434,1.7157,1.9484,2.7413,3.0545,1 
0.5658,9.0095,2.0725,1.6273,2.1028,1.5963,1.2222,4.5809,1.6336,0.1627,1.5515,3.1256,2.4634,1.1248,3.0141,4.2226,0.5597,1.9921,1 
0.7205,11.2195,2.2998,2.9462,0.8859,3.4932,1.1349,0.0141,2.1174,2.0081,1.0161,1.4587,2.361,1.527,1.33,2.7703,2.5627,1.0067,1 
-0.0448,9.3075,2.2114,2.7103,2.9692,1.5861,2.2748,1.2128,2.8327,2.2931,1.7291,2.3876,0.2062,0.9952,1.9976,3.2681,1.4073,2.3262,1 
1.1671,9.3037,2.3934,1.4257,4.0947,2.1451,2.8251,1.3181,2.2639,1.4933,3.2678,0.7521,3.9331,2.1834,2.5936,1.343,2.2697,2.1916,1 
-0.0078,10.3946,0.6273,-0.8515,2.7418,0.4813,2.5708,0.5567,1.4677,4.3064,3.6564,2.0189,1.4676,2.9509,-0.2165,3.4849,1.4075,1.1346,1 
0.0854,9.3674,1.2687,2.8879,1.9504,1.2188,2.3813,2.5897,2.7909,1.708,1.2296,3.1302,1.8628,2.8726,0.5569,0.9354,2.1978,2.3175,1 
0.6107,11.2174,3.415,1.6451,2.0453,2.8427,2.2663,2.1111,4.0924,3.2921,0.2485,1.4369,1.676,3.8838,0.3385,2.5889,2.2362,1.3866,1 
0.8132,9.653,0.3989,0.8063,3.3619,1.3848,3.3442,2.1378,0.2214,0.3457,2.415,3.5689,1.8963,1.6278,1.7313,1.8526,1.9709,1.4713,1 
-0.4181,9.368,1.7795,0.6446,1.8287,2.6229,2.2182,0.8836,3.0613,3.6466,0.3462,3.2117,2.918,1.455,0.041,2.7788,3.2032,3.0446,1 
1.1886,11.1965,2.0904,3.1701,3.4186,2.3205,0.9504,4.0805,2.0388,0.754,3.1018,3.4729,2.5843,2.5473,3.3372,1.0391,2.1448,1.4147,1 
0.9361,9.9739,4.5576,2.533,1.1282,0.6493,3.9253,3.8463,2.4231,1.9887,2.8883,1.6732,-1.5595,0.7293,1.8822,2.4668,2.4907,2.895,1 
-1.0223,9.3665,1.6284,2.7741,0.377,1.038,2.8933,1.7188,2.3597,0.3978,2.5847,3.4833,2.912,2.6269,2.3777,2.5161,2.6082,4.375,1 
1.6836,10.0736,2.2755,2.0174,1.0433,2.4426,1.7565,3.078,1.8663,2.2686,2.7608,1.3925,2.7798,0.9121,2.3157,1.06,0.6967,2.1523,1 
-0.9331,8.3361,0.6688,0.9168,2.0555,0.389,0.7891,2.1256,3.35,1.0873,2.1889,3.1731,2.3427,3.4217,2.7772,1.0156,3.5675,2.5338,1 
2.811,10.4547,3.7252,2.8971,2.1149,1.7977,2.473,2.7994,1.6439,2.0625,2.0736,1.7754,3.8311,3.2042,0.2575,2.7519,2.1031,3.0954,1 
-0.3845,9.5553,1.7797,0.7238,1.8273,3.4465,3.0078,3.2907,1.802,1.2623,0.2892,2.1964,4.0235,3.4559,2.9911,3.4484,2.7422,2.2515,1 
0.8493,8.7589,0.6689,0.9997,0.247,2.3796,2.2068,2.2173,1.6368,1.9187,0.9689,3.9077,3.195,2.6714,3.527,1.6712,2.7574,2.2695,1 
0.0899,10.3774,2.4776,0.6529,3.637,0.9301,2.2857,1.6278,1.4496,1.3388,1.415,1.7627,2.8598,2.8818,1.6242,4.9009,1.8588,2.466,1 
0.1709,10.622,0.8917,1.5806,0.7287,2.0648,1.8803,2.8472,1.8565,2.9621,1.9515,4.3262,1.864,2.7101,0.9283,2.2245,4.3465,-0.0808,1 
1.1686,10.3238,1.7247,3.1137,1.0761,1.3196,1.8341,3.225,1.0017,2.2319,1.9841,2.0416,3.0917,0.7765,1.5065,1.3747,2.9151,3.7977,1 
0.2928,10.6418,2.3916,1.8466,1.6262,0.9546,4.2139,1.9408,1.9602,2.2771,1.6757,1.5184,2.0637,2.5067,1.718,3.2525,0.4106,2.3728,1 
1.184,10.2369,0.8724,2.3302,1.2326,2.5309,3.3458,3.7723,1.3246,1.666,1.5399,2.5291,3.0399,0.4289,3.1601,3.8927,0.0121,2.4298,1 
-0.5909,9.787,1.3398,2.9516,2.6925,2.1059,2.4221,4.0935,1.1902,1.4926,-0.1616,1.3036,1.8773,0.3266,2.9312,1.886,1.5543,0.8429,1 
0.2855,9.3773,2.8674,0.8536,2.1107,1.3964,2.8712,1.5173,2.8557,1.7623,1.3769,2.3825,2.4971,2.2663,2.2642,3.1201,1.6672,0.2184,1 
-0.0981,10.7566,0.7062,1.8422,2.875,1.3672,1.8863,1.4015,2.1854,2.2377,0.4456,0.8736,3.3502,3.6569,2.0816,2.8768,1.4658,0.7546,1 
-0.0315,12.0215,2.7355,1.3311,3.345,3.0117,2.3137,1.18,1.0489,2.3301,0.9663,2.6033,0.7054,1.0467,3.9522,1.7995,0.9123,1.8245,1 
0.6617,10.524,1.6393,2.4121,3.2929,1.4564,0.3331,1.4179,1.014,1.5118,2.7872,-1.1709,2.547,3.7722,3.9876,2.8205,0.6626,2.1307,1 
0.0871,9.3881,0.1215,2.5411,2.8623,1.356,5.0605,0.5424,2.9779,0.8063,1.6007,2.1552,0.2286,2.1178,0.0859,2.5001,2.3471,3.2097,1 
-0.4342,10.3266,0.7998,1.9768,1.7365,1.8162,1.5519,0.5717,2.2589,1.6684,0.6519,2.2698,3.405,1.41,0.7215,2.6662,1.824,2.5069,1 
