Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Class
5.7456,0.8385,3.1136,2.7452,2.0725,0.2452,2.1954,2.9748,1.5636,0.9268,1.7068,3.1263,2.3361,2.1402,1 
4.7403,-0.8434,2.1062,3.0137,1.575,3.4115,1.704,1.6792,1.3466,3.1151,3.038,1.278,2.4011,1.5416,1 
4.5379,-0.8775,2.0506,2.378,1.2819,1.3301,2.2701,1.0337,3.071,3.9506,2.8968,-0.2025,1.1843,1.3958,1 
5.1874,1.483,3.2248,1.7917,1.5952,1.5801,2.1521,2.7242,2.3933,1.264,1.0013,1.4924,0.5332,1.3676,1 
6.4833,-0.4601,1.1256,2.9327,3.0028,2.7235,2.3481,1.946,2.6115,1.0832,0.8237,2.0226,0.9655,2.2148,1 
5.5241,-0.5878,3.6754,4.7278,2.4755,0.8075,2.0525,3.1504,2.7914,3.0022,0.1351,2.1593,1.7997,3.7528,1 
6.1983,0.0248,3.8297,0.2051,1.4354,1.0182,1.6476,2.2752,3.8255,2.1896,2.6124,2.3194,2.4295,1.6724,1 
6.5788,1.3962,1.2338,2.5766,2.9884,3.0076,2.6206,1.9621,2.3198,2.116,2.7859,0.436,1.0817,-0.1945,1 
4.3849,-0.1182,0.98,0.6214,3.2689,3.2307,3.0791,3.1821,3.8873,2.8202,2.8764,1.0476,1.1118,2.8539,1 
6.0547,-0.5049,0.8664,0.5206,2.4652,0.8403,2.6189,2.1419,1.92,2.0343,1.9176,0.4585,1.1787,4.9209,1 
3.3847,1.6353,0.7537,1.2908,2.5567,1.7818,2.9415,2.5929,1.2754,0.3819,-0.0927,0.328,2.3131,2.408,1 
5.462,-0.7713,1.6954,1.9871,4.1743,0.4727,2.3384,2.5303,2.7909,4.0026,0.2905,2.866,2.6417,2.3489,1 
4.8831,0.9428,3.2669,-0.2134,3.5803,4.2675,1.8145,1.5876,3.3635,1.037,1.7142,2.4908,2.5438,2.3975,1 
4.5786,0.014,0.7476,1.0105,2.6448,2.3614,0.2988,1.9648,3.3678,4.0744,1.0252,0.9891,3.0388,2.5795,1 
5.374,0.222,1.5008,3.5743,-0.062,1.8167,3.1931,2.9486,2.2234,2.0467,3.5618,1.7428,3.2253,1.8057,1 
5.7024,-2.2471,1.6096,0.0531,1.777,2.7364,2.9743,0.2273,2.7125,0.5418,2.5198,0.9413,2.1743,4.0212,1 
3.7987,0.2519,1.9685,2.7333,2.2964,1.486,1.3864,1.2889,1.8896,3.7243,2.3391,3.3462,3.225,1.0427,1 
4.1427,0.481,1.2672,1.6215,1.7164,2.3635,1.4927,1.1363,3.5419,3.8101,1.8144,3.0259,2.8385,1.0501,1 
* 
3.4156,0.9147,1.3837,1.2431,2.347,3.5565,-0.9563,3.3591,2.6483,2.286,4.9569,3.0927,3.1708,3.4352,1 
1.819,1.944,1.8149,1.3891,1.9512,1.3674,1.7109,1.9145,1.0634,1.4112,1.7697,0.9963,3.6076,2.345,1 
2.1947,1.7327,0.7791,3.4043,0.7847,2.6759,1.0166,2.9118,3.1681,2.4564,2.0974,1.5085,2.1293,-0.023,1 
0.0275,2.0356,1.7442,2.4621,2.216,3.3042,3.3458,2.9757,2.8806,1.805,2.1877,1.5026,3.1538,0.9629,1 
1.5615,3.446,1.8425,1.7572,1.81,3.5997,2.6424,1.0269,1.5249,3.3142,2.2734,3.2981,3.6049,1.1894,1 
3.2452,4.2223,0.1915,2.4861,1.6028,1.6988,1.548,4.1457,1.6746,2.9376,2.558,2.3835,1.9693,0.3812,1 
2.4398,2.4341,0.5909,2.4164,0.2775,1.7405,3.043,3.6537,1.0832,0.785,0.7617,3.7993,2.4189,0.6972,1 
2.8368,2.0544,1.9054,1.6628,0.2675,1.7861,2.1011,3.0282,1.7488,1.8828,2.8173,1.8908,1.8915,1.5756,1 
2.7994,1.3864,2.7338,2.8316,0.6604,2.6425,1.8889,1.4101,2.814,2.2587,3.787,2.6,2.2017,2.739,1 
1.5253,1.9603,1.6842,4.0802,3.1929,1.1305,3.7933,2.5126,1.9453,1.6299,2.4147,1.7582,2.8809,3.9368,1 
1.4989,0.0089,0.4623,1.6135,2.7856,1.7176,0.6676,0.8755,0.1706,1.8764,2.8891,1.5718,2.7111,2.8803,1 
2.9941,1.8355,1.6985,3.6186,1.9712,3.7447,1.7988,2.2147,2.4693,1.4519,1.6799,0.9932,2.3465,4.7686,1 
2.5335,2.3526,2.6777,1.8352,2.1156,2.2326,0.4862,0.9603,1.4898,3.5308,1.1191,2.1474,1.478,1.4228,1 
2.035,1.1546,3.743,2.1952,1.0496,2.6118,2.8584,3.7784,3.5705,2.5561,2.567,2.4395,2.2192,1.236,1 
1.3879,2.3706,2.2838,2.0823,2.5703,3.198,1.7985,2.1563,0.3979,1.8074,3.9113,1.9567,2.1934,1.7721,1 
1.1401,3.9879,0.395,2.7848,2.2414,1.9856,1.2017,1.3171,2.983,2.1082,1.9718,2.7183,2.9958,0.3145,1 
3.2443,2.064,3.4267,3.02,0.9926,2.9287,1.3061,2.8081,-0.57,1.8212,2.3659,1.3861,2.5888,0.6308,1 
1.1175,2.6833,3.4761,0.5549,1.9708,2.2993,1.5556,1.0091,1.857,2.9992,2.9677,2.5574,2.6678,-0.2289,1 
0.9974,1.5655,3.2715,1.7353,1.658,1.9603,2.2586,2.8321,1.1218,3.5626,2.2316,1.1616,1.797,1.3909,1 
4.136,0.4351,2.0776,2.1596,3.3601,0.8107,1.1275,1.2532,1.1782,2.2818,1.841,2.7473,2.4144,2.3272,1 
1.8617,2.142,1.6116,3.1082,3.0878,2.5508,1.8524,4.6501,1.1757,2.7535,2.7422,1.5049,0.7863,3.5666,1 
1.7541,1.0337,2.1572,1.0181,0.805,2.2284,1.6952,1.9219,2.1735,2.8511,0.9724,2.0103,2.6612,1.1022,1 
2.0994,2.588,4.3562,2.6033,3.5136,2.761,0.1457,1.8218,2.2498,1.2528,0.6589,3.6698,2.583,1.5956,1 
1.2563,1.0299,1.3071,2.7858,1.9364,3.2416,0.55,1.0082,0.2923,2.7048,3.6452,1.6799,-0.1021,0.2911,1 
1.9641,2.718,2.2656,3.1235,3.0889,1.6671,1.3415,1.9185,2.8301,1.264,2.6782,3.6643,1.4837,3.7794,1 
2.5767,1.7816,2.5478,2.4229,2.7945,4.0103,3.085,3.0413,3.2652,-0.0931,1.7932,2.9688,2.7762,1.2248,1 
1.0269,2.4926,2.7078,3.3389,1.4642,2.336,1.7088,1.3544,2.141,1.1492,-0.0482,1.3059,0.6408,2.1221,1 
0.8154,1.6853,4.1398,2.9049,2.3312,1.4002,3.0995,0.7724,1.3853,0.5127,2.9721,2.0759,-0.254,3.4046,1 
2.5134,1.4194,3.3563,1.2925,1.9963,0.9964,2.3914,0.0705,2.2023,0.9648,1.3569,1.4567,4.3888,2.5908,1 
2.3885,0.4191,2.8056,1.7796,1.3156,1.3769,1.7319,2.0417,1.8338,2.8196,4.9749,1.7821,1.3974,1.0317,1 
1.0273,2.5396,1.1923,2.0913,0.3986,3.1734,2.6101,1.559,0.8137,2.0674,1.3252,1.5542,0.0842,1.3822,1 
1.2398,1.0647,1.9515,2.5812,3.0071,1.4097,2.0862,2.0509,1.5753,3.0954,1.7413,2.5296,2.2193,3.0423,1 
1.2443,1.1183,2.4233,2.9765,1.7717,1.4271,3.0371,1.7726,0.3338,1.8172,3.3492,2.1596,1.4159,0.7884,1 
0.7811,3.8278,0.5774,3.3746,0.6253,1.3885,1.6429,2.6415,2.8431,1.5978,3.3136,1.0203,0.7592,3.4257,1 
2.9289,2.3063,2.029,1.3929,-0.2261,0.8989,0.9543,0.7995,4.1152,3.0209,1.6394,1.6718,2.0403,3.4429,1 
3.2798,1.3053,3.4043,3.9783,3.4213,2.0635,1.5324,3.0355,1.3601,3.5278,2.0462,1.4835,2.6063,0.6267,1 
1.0953,0.1619,3.5842,1.7003,2.3618,1.5462,1.4758,0.4323,3.8687,1.7363,1.9645,2.2978,0.2978,0.1785,1 
2.081,1.4663,2.059,1.6929,4.2655,1.2243,3.1168,0.9706,3.4749,1.5389,2.6112,2.9003,1.8057,0.7445,1 
1.4739,0.9929,1.4534,2.9381,1.8116,2.0428,1.7591,1.4361,2.3905,1.9421,0.9325,1.3992,1.5556,1.7877,1 
1.2906,0.5397,2.6753,2.6396,3.3655,2.676,1.6862,2.6245,3.314,1.6217,2.093,2.7177,0.3097,1.8005,1 
2.6308,1.8139,3.3832,3.7858,2.1537,0.5046,2.1585,2.487,2.1827,3.4077,2.6431,3.6255,1.98,2.4009,1 
1.5854,1.4265,1.4376,1.8508,2.563,0.3277,1.9893,2.2111,1.1557,2.7391,2.964,3.1882,1.0411,2.4836,1 
2.9879,0.6696,-0.1955,0.9685,3.2621,1.4392,2.7945,3.4235,1.5242,1.7663,2.4382,2.6035,2.4403,4.3726,1 
2.9407,3.1199,2.2806,1.9531,1.9965,1.0083,1.9738,1.4112,1.4938,2.0851,2.4842,2.8509,0.8873,1.7797,1 
2.4251,0.6181,3.8638,3.8322,3.3746,1.9983,-0.7219,2.1908,-0.4246,1.9266,3.522,1.9748,1.8523,1.1379,1 
0.6042,2.5815,-0.2224,2.9062,1.5534,1.6296,3.2353,1.6179,2.8239,0.5622,3.2927,0.8546,0.1071,2.1259,1 
0.4771,1.4234,2.0373,0.4386,3.3066,1.8438,1.376,1.7688,1.4917,3.5276,1.158,3.3786,1.701,1.3766,1 
2.0235,0.8946,2.0312,2.3303,3.089,0.5291,2.0197,3.0045,2.6367,3.3543,1.09,1.1624,2.7348,3.3719,1 
1.0364,0.7151,2.9411,1.1876,1.4882,2.3062,2.6067,0.7737,-0.3873,2.548,1.9947,1.6523,2.3883,1.6612,1 
2.838,3.2521,2.4414,1.198,1.9429,1.893,2.0881,1.6503,0.6551,1.8359,1.2219,2.9378,1.8868,1.7352,1 
3.8666,1.942,3.4177,2.6718,2.6621,1.398,0.6047,1.1971,2.4723,1.1722,3.6186,3.2199,1.5493,2.4588,1 
1.9192,1.9658,2.7865,1.676,1.832,0.8249,2.072,0.8048,1.3694,1.5572,2.6602,1.7256,2.2563,2.1929,1 
1.4347,1.8914,1.258,2.4725,2.3724,2.287,0.4188,3.3729,1.116,2.8232,1.5932,1.8725,1.998,2.1919,1 
2.5797,1.3616,0.2776,2.3632,1.6454,2.9729,3.8542,2.9491,0.2282,1.8102,2.4317,2.3865,1.8957,3.0899,1 
3.5267,2.2193,1.8779,1.8423,2.4511,0.8735,1.4697,2.2598,1.977,3.0051,1.4933,3.1692,2.5308,1.9289,1 
2.7373,2.3557,1.8143,3.1942,2.4822,2.0433,1.241,2.6443,2.4431,0.9309,2.0985,2.9101,1.4429,2.0001,1 
0.3054,2.6042,2.2095,2.0125,-0.5237,4.283,2.7524,1.8099,1.7487,3.2353,0.8936,1.5571,2.9166,3.527,1 
0.078,1.3745,3.6396,2.9003,2.7939,0.8561,1.9895,2.1178,4.0714,1.7767,2.7458,-0.0221,0.9549,1.7578,1 
1.4963,1.7055,2.1868,0.7946,2.7659,2.3238,1.8582,3.1368,0.5967,2.0929,4.1963,1.5179,3.1883,2.7966,1 
2.6034,0.8381,1.0428,3.1366,0.6845,2.0363,0.8855,0.8464,3.8005,2.5504,3.7567,2.7779,1.1295,1.3009,1 
2.6076,1.6531,1.6172,1.435,0.6372,1.1044,0.8278,0.475,3.111,2.652,3.1541,3.4113,1.9893,2.0874,1 
3.0718,1.3869,1.7998,0.8869,2.7603,1.4487,0.691,1.5801,2.4591,0.3816,2.8937,2.1874,4.4184,0.0522,1 
3.2596,3.4156,3.2959,4.0613,1.2231,0.5984,2.1149,1.7107,1.6512,3.0605,0.7251,0.9995,1.6944,2.3467,1 
3.157,3.0862,2.8497,3.7153,2.1814,0.8656,1.4051,3.1714,2.7587,1.3472,1.6197,1.5921,2.5112,2.8546,1 
1.7101,2.2409,2.2334,0.982,2.7928,3.3149,2.4702,2.0489,3.5862,3.4949,3.3817,0.844,3.0262,4.0176,1 
2.6536,2.673,2.6262,0.6877,0.9534,0.9407,1.3282,3.4315,2.5837,0.3294,1.7578,2.6572,0.8211,2.4416,1 
2.316,0.5538,3.875,2.7066,3.1375,3.7823,2.0886,2.3365,2.5808,1.2106,3.7205,1.654,1.349,2.0477,1 
1.4128,3.5163,1.4127,0.8692,1.7053,2.7808,1.9224,1.9564,1.64,1.9328,2.0892,1.8201,2.4003,2.3675,1 
2.8171,1.4003,1.4371,2.5741,1.9646,1.3342,1.9457,1.0519,2.7176,1.3855,-0.6985,0.4142,3.5514,2.9898,1 
2.7539,1.838,0.3762,1.4222,1.5168,2.9926,3.2978,1.6738,4.5794,2.5572,3.2586,2.6522,1.6981,1.8212,1 
2.6533,2.212,3.1031,1.3127,1.4341,1.9869,2.565,1.7622,2.4934,2.0136,1.1125,1.4617,1.7902,0.6033,1 
2.1124,2.0862,0.6546,1.0855,2.2612,2.5755,2.2579,1.5613,2.0834,2.0194,1.7622,2.1481,-0.3377,2.1772,1 
2.4236,2.7525,-0.4121,1.5019,1.0133,0.3428,2.5932,4.0272,1.9797,2.8627,1.7765,2.5866,0.1152,2.0405,1 
2.3709,2.4283,2.799,0.831,3.7591,2.0551,2.8195,1.687,1.4408,2.1501,3.6753,0.7117,1.1076,1.9221,1 
1.2792,2.523,1.8948,2.8698,1.5441,2.2376,0.1239,1.5605,2.3689,1.2054,2.018,3.2535,1.6352,1.4644,1 
1.6093,3.0268,3.0566,1.4858,2.8222,1.6259,3.7808,1.757,2.6696,2.1061,1.8526,3.224,0.1475,2.3753,1 
0.8015,0.5088,3.2218,1.209,1.4259,0.9429,1.3797,3.2232,2.5118,1.5301,1.9646,1.3862,1.4063,1.9037,1 
3.2369,1.1918,1.3829,2.2624,0.1682,1.2812,1.12,-0.2573,1.7612,2.3473,0.9499,2.9168,0.7203,1.722,1 
2.2098,1.5592,3.6568,3.4839,2.3766,1.0922,1.8253,1.9085,3.8785,3.8766,1.0666,3.583,0.57,2.6095,1 
3.0716,1.4561,1.8573,1.8839,3.756,2.9213,-0.3446,1.6555,3.4389,1.4374,-0.3036,0.9354,1.2446,1.3636,1 
2.4797,0.6512,2.5313,2.4826,2.0864,3.279,2.3538,1.088,2.9695,3.0175,2.1193,1.8592,1.7691,2.7631,1 
2.3086,1.2869,2.8258,2.2928,2.9869,1.5347,1.4464,1.7754,4.8271,-0.0823,0.1124,5.3074,-0.1646,1.8415,1 
0.5668,1.1021,0.9741,2.6534,1.8012,2.2468,3.8671,1.6847,1.2612,1.2965,2.3813,2.078,2.9563,2.7221,1 
2.0341,2.4224,2.8614,2.664,2.0153,-0.4299,0.6385,-0.2588,-0.5054,3.2453,2.3896,1.9087,3.0057,3.2757,1 
1.4394,0.525,1.9246,0.9354,2.7847,1.5063,3.1293,2.8929,0.1766,0.7699,1.2811,1.9037,1.904,0.6715,1 
0.8377,2.2409,3.3325,0.193,1.199,0.2114,1.1629,0.0186,1.0911,2.0503,3.3258,2.4072,2.2299,1.985,1 
1.1211,1.1689,1.8784,1.7955,2.3723,2.3603,2.0108,2.6471,2.5302,1.5086,1.725,1.0461,1.2103,2.8351,1 
2.8923,3.5042,3.5113,0.3903,5.0902,1.7082,1.5416,1.8892,2.1525,3.1735,2.1738,1.0983,3.2278,3.4522,1 
2.1403,2.9417,1.6169,2.1719,2.7226,1.4177,3.1043,1.0193,2.3785,1.9373,1.8323,1.7205,2.4613,1.2464,1 
1.9728,2.7609,1.0726,2.6284,2.9535,2.7143,2.6898,2.9747,2.3854,1.8224,1.8081,1.1622,2.142,2.9058,1 
1.3117,0.8382,1.8393,1.8662,3.4486,2.9588,2.7384,1.5491,-0.0854,1.1924,1.5438,3.7751,1.5641,2.1422,1 
