Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Class
0.8097,11.2596,0.7578,1.9441,2.9556,1.2197,2.7695,1.3054,0.2387,1.425,2.0641,0.6761,2.1185,3.193,1 
3.031,11.3546,2.4061,2.2725,3.2612,2.9273,2.9772,0.9799,1.0678,1.9115,4.8126,0.6056,2.8512,3.2851,1 
1.881,8.7778,2.2679,3.2408,0.52,1.256,2.1098,2.7333,1.4317,0.4201,3.096,1.7392,0.9255,1.5362,1 
1.8469,10.6376,3.2148,2.1154,2.1912,2.331,1.5205,2.2003,2.4651,2.2325,1.8401,1.6348,2.2129,2.9111,1 
1.0908,9.6285,0.9057,2.1247,1.4193,3.3423,1.4489,3.1251,2.695,2.3066,1.3748,1.6447,1.7257,2.8073,1 
2.3577,10.0547,1.5461,1.7381,0.7185,2.3112,2.5876,1.4042,2.2976,1.6002,2.7216,0.8361,3.2889,1.0316,1 
0.908,8.9566,3.0719,1.6023,1.7683,0.9626,1.1247,0.6352,2.4585,2.2104,1.6645,1.7804,0.9138,1.5647,1 
2.7889,8.9583,2.6623,1.4533,1.6838,3.3941,1.2428,1.9665,1.2991,1.6698,2.6567,1.5286,1.58,1.696,1 
0.563,10.4918,2.3938,1.9413,0.8337,-0.6966,1.8709,3.4113,2.2898,2.9835,1.3398,1.7867,2.5616,1.9382,1 
2.3744,11.0515,0.6441,0.4467,0.6329,2.0757,1.9412,-0.1286,2.4648,1.875,1.2807,2.0289,2.6038,3.5963,1 
1.6542,8.5716,2.4718,1.4338,0.3405,1.6866,2.5272,2.4834,1.5787,2.7318,1.226,1.7854,2.2626,1.5152,1 
1.2162,9.5666,3.677,2.1051,2.7138,0.5862,0.3207,1.9432,2.8383,1.7471,2.2508,2.0585,3.0063,2.5073,1 
1.706,10.1571,1.0493,1.1386,3.3572,1.4567,1.5609,3.2693,1.8543,1.6421,1.7891,0.9196,3.0648,4.5846,1 
1.6675,9.1633,1.9909,1.2059,2.5007,3.5585,0.4457,0.79,2.8941,3.2434,1.8768,1.6611,1.9379,2.7882,1 
2.532,11.3089,1.8177,1.9715,1.3916,2.5705,2.5297,1.9989,2.3871,2.5997,2.4675,1.09,2.3483,3.2845,1 
0.9511,10.4825,3.3717,2.6029,3.4296,2.473,2.7211,1.6094,2.5186,3.2749,2.8053,2.3951,0.6029,1.9857,1 
1.4381,10.0024,2.4573,2.4173,0.9012,2.7886,0.3835,1.1094,2.0435,3.008,1.7099,2.3805,1.9562,2.7762,1 
2.481,9.32,2.1101,1.2604,1.7177,3.4579,1.121,0.4023,0.4947,2.073,3.0984,2.2675,1.4852,1.7478,1 
1.4425,9.4638,1.4574,3.0451,3.6658,1.3065,2.251,2.6124,1.2331,2.2409,3.1515,1.0738,1.364,2.6195,1 
0.4733,10.828,-0.0199,1.6611,2.6629,3.1625,0.5169,3.7158,1.3698,0.869,1.0467,1.1365,2.1447,0.0951,1 
1.2608,11.1168,1.2918,1.0159,2.2635,2.23,1.501,2.5022,2.3127,3.6532,3.3461,2.0782,0.298,2.5192,1 
1.6645,10.4005,0.1923,1.0626,1.9495,1.9419,1.0253,1.1229,0.4649,1.3146,3.4526,2.7217,2.1987,2.0146,1 
1.8013,9.7986,1.8665,0.3161,0.8531,1.8417,1.6201,4.2078,0.4762,1.4464,2.09,1.9891,0.9501,1.649,1 
1.6545,8.6251,1.35,1.4298,1.6851,2.8407,1.1087,3.0514,2.4477,1.3877,3.9256,1.8902,1.7626,3.2936,1 
1.1788,9.2368,1.8702,1.9859,4.1909,-0.1034,1.5644,2.1524,2.5089,3.4959,0.1133,2.0482,0.9886,0.1078,1 
2.2396,9.4421,0.9982,2.0419,2.1258,-0.169,1.3917,2.6942,0.8029,1.6565,2.5831,2.901,2.2211,1.8503,1 
4.1925,10.6114,2.7136,1.3701,3.1052,0.9573,1.4218,1.0187,2.5617,0.8737,3.0673,3.0511,1.5235,1.902,1 
1.5076,9.0149,0.5516,2.5401,2.2434,0.502,1.0186,2.879,1.0273,2.7999,2.0965,2.2466,1.4898,3.1917,1 
1.6209,10.7619,0.5011,0.3411,2.1539,0.3483,2.2108,1.4079,2.9704,1.2544,1.8705,1.9599,1.0579,2.834,1 
2.7658,9.7837,3.2722,2.568,2.4002,2.5603,3.7003,2.5304,0.7442,0.476,0.4017,1.8315,2.7539,2.5588,1 
1.6628,12.7372,2.8678,2.7271,1.0793,2.8568,3.0017,0.8764,2.0827,1.9835,2.2681,2.7943,-0.205,2.1501,1 
1.4463,9.9849,3.084,3.5058,2.3869,2.7365,1.7031,1.9771,0.3927,0.7247,3.1547,3.7278,3.2659,3.0685,1 
2.3344,10.1916,2.6165,2.0038,2.9686,2.3438,1.5335,2.2337,3.057,1.517,1.3077,1.7684,1.8524,2.7808,1 
-0.0317,8.4017,2.1115,2.2628,2.6511,2.2808,3.1589,1.178,1.2734,1.0972,1.2966,1.589,1.7493,2.7877,1 
3.652,8.545,2.0653,1.8789,2.8168,1.2038,2.1888,0.5167,1.1351,1.7992,0.3465,3.1138,2.608,2.1641,1 
1.506,10.5172,1.5637,1.4689,0.8207,1.6634,-0.0739,1.0547,2.6021,2.1415,3.9086,2.1489,2.8939,1.5894,1 
1.6556,9.1639,2.2441,4.4249,1.9909,3.8588,0.3639,1.3952,1.4255,1.7346,3.5434,0.6124,2.1219,1.4752,1 
2.9239,9.2494,2.2315,1.9826,1.5086,2.5062,1.4872,1.2508,0.5004,2.3676,3.8576,3.0256,2.0748,2.4771,1 
2.3919,8.7269,0.2991,2.5334,2.3929,1.5859,2.7283,3.3433,3.1765,1.8726,2.5061,1.3621,2.969,1.8075,1 
1.7565,9.5136,1.5052,1.4352,1.3754,1.9785,2.3922,2.2573,0.2041,1.5561,0.849,3.416,1.3467,1.9692,1 
3.1143,12.2823,1.3807,1.2846,2.3121,0.7782,1.3415,1.5942,3.2981,3.1695,3.153,0.8039,1.4573,2.3809,1 
2.1529,9.7502,2.8682,3.33,0.7669,0.6343,3.0818,1.4691,2.8489,3.2114,1.9781,2.8435,2.9894,1.5315,1 
2.0323,11.2738,2.9146,2.221,3.604,2.8341,1.0491,1.6982,2.1076,1.2569,1.3147,1.5308,1.4586,2.322,1 
4.7614,10.0887,0.5689,1.2244,2.9943,1.1359,3.0982,1.7442,2.7837,2.0436,1.2482,3.3601,4.3581,0.0643,1 
1.4223,9.1329,1.9092,1.1318,2.1315,2.0887,0.4839,3.308,3.0721,0.4388,1.8731,1.5554,1.4101,0.3951,1 
1.4701,9.0663,0.8496,2.1422,2.5896,2.9934,2.01,2.3599,1.8478,2.3191,2.4009,2.7236,0.5756,2.0341,1 
2.5544,10.194,2.0078,2.4906,1.5712,2.059,1.0378,1.5269,0.7284,4.0638,2.7697,3.7039,4.7749,0.8539,1 
0.9667,7.8106,2.6058,0.4837,1.6746,1.9974,1.2613,2.5009,2.7374,2.3654,-0.2489,0.8703,1.895,1.3837,1 
1.37,8.2388,0.1623,4.0039,1.7102,1.8847,1.755,1.8271,2.7966,3.2414,2.108,1.8577,1.8777,2.3084,1 
2.9533,9.1122,2.266,2.9264,1.4317,1.1161,1.0326,2.1222,2.5752,1.737,4.698,2.203,1.6519,1.4485,1 
3.0206,10.9563,2.6162,1.421,1.439,2.102,1.9285,2.1837,1.7244,1.4816,4.4051,1.1862,1.5469,2.0927,1 
4.1854,9.8555,1.7112,1.6807,1.4548,1.6034,3.7053,1.555,2.0569,2.9725,2.6644,0.0919,1.9657,3.0842,1 
1.1599,9.7486,3.2164,2.066,0.9862,3.1275,1.3619,2.3835,0.0078,2.1919,2.5445,1.4137,0.5005,1.9424,1 
1.6734,9.468,2.0014,3.289,2.5453,1.3502,1.9814,1.9309,2.4801,1.7723,3.7041,3.4859,1.7048,1.6463,1 
4.5463,9.4602,2.8329,2.5501,3.2593,1.3016,2.7647,1.3941,1.3059,0.0145,1.1384,1.449,3.3592,1.7106,1 
3.372,8.5487,2.9297,2.9192,2.4816,2.555,4.2119,3.862,2.1433,1.2934,2.0908,0.6317,3.1568,3.4538,1 
3.6444,11.6632,0.9612,1.6246,2.3748,1.2029,0.0183,0.3561,1.5923,2.1093,2.5743,1.4195,1.5417,1.0967,1 
1.7359,9.3306,3.7316,1.8202,1.7217,0.8875,2.0962,1.9304,1.677,2.5583,1.743,2.7994,3.9344,2.6056,1 
0.031,10.0436,1.9817,1.4967,0.1809,2.1219,0.8712,2.2079,2.5642,2.4867,1.9793,1.7786,-0.086,2.4401,1 
3.1654,10.4137,0.5809,0.9964,3.3213,2.3525,1.251,0.7997,2.0984,2.4821,2.7876,2.1028,2.2169,2.614,1 
2.8876,9.708,1.7511,2.7599,0.9114,0.8651,3.0211,0.0386,2.2068,3.7952,2.0569,0.9352,1.0017,1.4361,1 
1.1199,11.2814,3.0622,2.6571,2.3704,2.4449,3.2838,1.992,2.081,0.8702,0.6037,0.7584,1.4646,1.4762,1 
3.9168,9.4451,3.5167,2.9615,1.9696,2.4462,2.6562,1.6239,2.3661,1.6557,1.0775,2.2127,1.3085,1.9486,1 
0.8462,9.8298,-0.6505,3.639,2.3214,2.0609,2.1098,3.6765,2.5983,0.1426,2.1801,3.3226,2.2971,1.4195,1 
0.3956,9.2077,2.3268,2.4613,4.1542,3.7321,2.676,2.6247,-0.1667,0.7983,1.3082,0.7888,2.3311,3.4994,1 
3.3857,9.9787,1.3572,0.4399,2.3174,3.2178,2.1403,1.5992,2.9702,1.3824,1.4314,2.1263,2.5578,2.6775,1 
2.2299,9.9843,1.3187,1.0913,1.0682,2.1289,1.0057,3.1843,1.9752,1.876,3.3649,2.6158,2.416,3.3041,1 
3.3258,10.9,1.8285,1.8797,1.4865,2.0365,1.3783,1.8298,3.0776,4.1406,2.2219,2.1881,2.3282,2.625,1 
2.6863,10.7832,1.7453,2.7651,3.4844,1.4607,2.1472,1.9896,2.1972,2.0363,1.9613,2.9876,0.378,2.3091,1 
2.1494,12.6576,2.8551,2.1432,2.3769,1.9819,1.9136,1.9237,0.1106,2.6047,1.4125,0.9349,3.683,2.7552,1 
2.9705,8.8213,1.9486,4.0314,1.331,2.2423,1.5343,1.7712,1.8583,2.6233,2.5875,1.8446,2.3431,4.2763,1 
2.7351,9.5933,4.5021,2.4349,2.4462,1.662,1.5204,1.9565,2.6017,2.7676,0.3068,0.8829,0.9119,3.6198,1 
1.4528,9.8228,1.0148,0.6527,3.078,2.421,2.435,2.1368,0.5042,2.6542,1.1891,0.2754,1.0009,3.1209,1 
2.2503,10.2676,1.4404,3.2061,2.9934,1.7881,0.6254,2.0313,1.0445,2.2047,2.6782,2.3704,1.3895,1.9377,1 
1.9186,9.7765,1.3308,1.9945,2.9773,1.0065,1.8035,3.3802,3.8866,2.226,3.6167,3.0149,2.5453,0.1777,1 
0.8798,9.1367,0.9242,3.1978,2.5956,2.0866,1.6206,2.2066,3.6397,1.8551,2.7526,1.7451,1.9297,1.9818,1 
0.3318,11.4956,0.6492,2.0805,1.6755,0.9697,2.8549,1.8267,4.645,3.8963,3.8647,1.1442,2.6452,2.0803,1 
2.1503,9.7211,2.015,1.5682,1.9386,1.4517,2.6811,2.5541,1.1576,1.2364,2.0845,2.7858,2.5833,0.6547,1 
3.2574,10.6034,0.2501,1.5946,1.981,3.4425,0.8319,0.8598,1.1363,3.2579,2.7368,1.9344,2.142,3.3734,1 
2.7065,9.6126,0.8375,2.069,3.2357,2.3155,2.7538,1.3891,2.7679,2.2397,3.3559,1.4112,2.3855,2.4651,1 
3.4335,9.7519,3.9583,1.7804,3.2764,2.0989,1.1449,3.4017,2.4934,1.1422,1.3968,0.4636,2.8006,0.4394,1 
0.3878,8.8146,2.1115,1.047,2.5358,2.4426,0.9346,0.4689,3.7484,0.9827,0.4727,1.1977,0.3963,2.4943,1 
1.8303,8.5016,0.9948,1.845,2.9455,1.4119,2.3944,2.4985,3.029,1.9924,2.6502,3.7149,3.2855,1.4811,1 
2.1617,10.6837,2.1797,2.3936,1.8052,1.0989,1.4097,1.6737,4.0581,1.2526,1.682,2.4459,3.1942,2.2199,1 
1.8653,9.5227,2.0032,1.649,1.3219,1.2722,2.0827,1.1056,1.2761,1.4822,1.9248,3.0249,2.4612,2.355,1 
2.5923,10.1495,1.874,5.036,1.8079,2.4635,0.8906,3.3347,2.7586,2.5461,3.4341,2.2178,1.3833,2.2381,1 
3.6747,8.7173,3.2574,1.7757,1.2402,0.6518,1.7255,2.2444,1.6494,2.9458,2.0543,0.9795,2.7583,2.1768,1 
2.3405,10.2555,3.396,2.3479,0.2794,3.8723,3.2596,2.5193,0.3981,4.2959,3.1476,2.5898,1.8171,3.1609,1 
1.53,10.577,3.2246,3.3078,3.2885,2.4303,3.3414,2.2654,0.3867,3.5568,2.5763,0.1939,0.7663,1.1623,1 
1.7247,9.8245,3.1216,3.0873,0.5783,3.7284,1.7543,0.6426,3.1209,2.6149,2.7134,2.3891,1.3553,1.9257,1 
2.5871,10.256,4.2977,2.8854,0.4889,1.9949,2.4726,1.8845,1.2287,1.9419,0.2564,2.0074,0.9977,0.7581,1 
3.5206,9.9379,0.7453,1.8308,2.7995,1.8935,4.2437,1.3954,1.6421,1.4996,0.4322,1.4618,1.3658,2.8163,1 
1.4654,8.9174,1.3167,2.3109,2.582,2.1076,3.4348,1.693,3.3338,1.73,4.1646,-0.4904,3.6945,1.1024,1 
2.2708,8.9854,3.1538,3.3233,3.1342,3.3504,-1.1538,3.0651,2.8082,3.3256,4.5688,-0.1539,2.322,1.9259,1 
1.6569,10.019,1.0951,2.6225,0.6309,4.6483,3.1907,2.7596,3.4908,1.6923,2.5909,0.0783,0.849,2.1672,1 
2.6431,9.5249,0.9016,0.9126,3.2449,0.7918,1.5218,3.1987,1.7415,2.8131,0.2787,0.7282,1.7232,1.8893,1 
3.1435,10.033,2.6342,1.7184,2.2368,1.5495,1.8316,2.2875,3.2856,1.0505,2.8285,2.1888,3.0191,0.8622,1 
2.7328,10.3101,1.9029,1.4173,1.439,1.901,2.4388,5.2987,2.279,0.3669,3.2145,1.2362,0.3709,5.2737,1 
1.7464,10.0657,2.998,0.8905,1.2417,2.9213,1.0872,1.9371,3.028,1.3459,1.8454,1.8917,1.6094,-0.6477,1 
2.829,10.5783,1.4217,3.3936,3.4233,0.9046,1.7014,2.8622,2.3811,0.2267,1.1477,1.9077,1.6768,0.3354,1 
2.451,9.0287,0.2938,0.9104,2.895,2.8677,1.1043,2.1797,1.9576,3.4446,2.5463,1.8894,2.2549,1.2066,1 
0.8892,10.7083,3.4238,1.6612,0.3266,2.9952,0.4533,2.8369,0.6571,2.2807,1.6952,3.007,2.5257,1.2184,1 
1.3092,11.3155,1.576,3.0743,2.9529,1.5703,1.6411,1.9281,1.0468,1.1761,1.9495,2.7148,2.8887,1.6869,1 
2.7538,9.6815,1.9502,1.8012,1.7831,2.1173,1.8024,3.2609,0.6132,1.2709,1.2266,3.5884,2.8371,1.8899,1 
1.588,9.7113,0.8829,2.5123,4.5975,3.0738,2.2288,2.8944,1.1157,2.2955,4.7201,2.4159,2.5805,1.9536,1 
0.4559,10.0034,2.0569,3.087,2.0764,1.956,2.9134,2.9436,3.3536,-0.3412,1.3388,0.7364,1.4674,1.4901,1 
1.4716,11.9272,1.8469,3.2529,1.2947,2.6515,1.813,1.039,0.3303,3.1149,2.1672,0.0636,1.7804,2.1061,1 
2.4274,9.5958,2.8028,0.524,1.3671,0.6038,1.8649,2.5343,3.7311,0.0281,2.3603,2.2147,0.9411,1.1449,1 
-0.0274,9.2235,3.1751,0.9244,3.196,2.543,1.7381,2.1283,0.5328,2.7176,2.6248,0.5983,2.3044,2.7379,1 
0.3608,8.3407,2.7224,3.3672,-0.1772,2.2805,2.5765,1.9687,2.0963,2.5516,1.7619,0.553,2.3234,1.9741,1 
0.6799,9.1751,3.6807,0.0396,2.2931,1.2004,1.8387,1.7058,1.4159,3.1396,2.144,2.7751,1.9597,2.7329,1 
0.9376,10.6313,2.8117,0.1874,1.081,4.2709,2.3884,2.789,2.6642,1.6978,2.5722,2.4318,4.1462,2.044,1 
0.5368,10.5691,1.7933,1.675,0.5626,1.2515,2.3041,2.4724,1.7848,1.6471,2.8958,1.44,1.4992,2.5479,1 
2.3004,9.1197,0.5395,1.7129,0.5053,3.0225,1.7916,2.7716,2.0529,3.1235,1.512,0.9143,3.0027,1.7255,1 
3.5271,10.2173,2.32,2.3674,2.1019,3.438,2.303,2.5667,-1.0774,0.5517,1.0519,2.2433,2.2718,0.4106,1 
1.4292,9.4367,4.6744,2.7509,1.3245,2.1926,0.9314,2.6092,0.9417,2.1708,3.4835,4.2761,2.1863,1.3405,1 
2.5509,8.9607,2.4462,1.792,2.5183,4.2647,2.3182,1.2765,0.4834,0.8506,3.2158,1.9996,3.1211,3.5083,1 
2.4951,9.1784,2.6816,1.7601,1.4309,2.7013,3.745,0.834,2.7098,1.8971,2.3714,1.685,3.1201,1.4577,1 
3.3903,8.851,2.6085,2.7353,2.2965,3.378,1.0606,3.3459,1.5325,2.0393,3.0517,0.2721,2.6275,2.0138,1 
2.434,10.3548,2.0187,2.1533,1.8485,2.9426,3.5132,2.0533,0.5362,1.8993,2.3328,1.4237,3.3647,2.0705,1 
1.7945,11.5536,1.1689,3.7503,1.3979,1.7097,2.7522,2.588,2.8097,0.3253,2.5369,1.4388,2.4987,2.209,1 
0.0379,10.9121,3.395,3.9801,0.9962,3.4013,5.0698,2.1084,2.6772,2.3293,0.6401,-0.0297,2.0904,0.0328,1 
1.7633,9.3346,1.0473,0.5937,1.85,2.3981,2.9482,3.065,0.9247,2.0418,2.4198,3.3463,1.8955,2.5918,1 
2.7977,9.9544,0.6915,2.0727,2.7855,1.7536,3.1516,1.9805,-0.1751,1.1773,1.0088,1.2808,2.267,3.3973,1 
1.5062,10.6553,1.1854,2.1302,2.3836,0.7491,2.3566,3.7479,1.248,2.5718,3.2056,3.1141,1.8678,1.4977,1 
3.4616,10.2245,0.7399,1.296,1.7019,2.571,3.0665,1.2939,1.3391,1.0081,-0.2823,1.4057,2.5228,3.5625,1 
0.4385,10.2011,1.3124,0.2911,2.487,2.2964,1.3176,4.7557,0.3033,1.9029,3.8812,3.6534,2.1536,1.0259,1 
-0.5492,9.4807,2.1453,0.2695,0.9812,2.166,0.96,2.5326,0.2641,3.6205,2.1847,0.2143,1.7452,2.2832,1 
3.2523,9.531,2.5255,-0.3248,0.8,2.0405,2.8174,1.9733,3.5452,2.3469,2.9932,1.0838,2.9178,1.9707,1 
1.7791,10.2943,0.5552,1.2265,2.5638,0.7485,0.4686,1.5716,3.231,1.4391,3.3914,1.2254,1.444,2.1988,1 
2.073,10.4978,1.2952,1.6267,2.5246,1.5015,0.9072,2.2113,2.2192,1.8071,1.2435,4.0187,1.8557,1.6838,1 
2.6227,9.0983,2.9775,2.2955,3.2408,2.421,2.8482,1.2307,2.3679,3.61,0.4081,2.9745,1.6878,0.3016,1 
1.0155,8.1166,4.1194,1.7487,2.9023,2.9092,1.2171,2.6008,1.1277,0.6427,1.7301,2.0684,1.7043,1.5382,1 
3.7065,10.9433,3.4868,2.136,2.0282,0.7655,1.6908,1.9653,3.0666,1.3733,2.5674,1.3736,2.2351,2.1364,1 
1.4558,9.7875,1.5921,1.5726,2.3898,1.7099,1.1918,1.5998,0.0479,1.8729,1.3364,2.4446,3.7153,2.4247,1 
2.8473,9.7815,2.7603,1.0097,-0.1949,3.4735,2.6629,0.8308,2.4187,2.1108,2.3537,3.5032,-0.4229,3.0384,1 
-0.2311,8.953,2.0707,0.3468,1.1122,1.8787,1.3462,2.1047,1.6897,1.8595,0.4001,1.8003,2.3906,2.5374,1 
1.2429,8.8778,0.0001,1.0119,2.1035,2.1589,2.3031,2.3024,1.3735,-0.0847,2.4118,1.8287,2.3049,2.2182,1 
1.432,9.9919,1.3539,1.9268,1.5926,4.0444,2.7572,1.139,2.3514,1.9923,2.2723,1.903,1.782,3.5613,1 
1.973,8.8379,2.006,1.8085,3.7454,1.107,3.003,1.2849,3.1822,3.0336,1.456,1.9371,2.3024,0.2803,1 
3.9824,10.8728,2.6731,3.2508,1.0222,1.4186,1.2635,2.389,0.3081,3.0905,1.6187,1.8176,2.4088,1.4302,1 
2.9665,8.4758,1.8674,3.4214,2.6999,2.0409,3.0337,1.6479,2.2575,1.0508,2.5904,3.1199,0.9589,2.6057,1 
-0.577,8.8711,3.0082,0.5522,0.5592,2.3825,1.6539,4.6357,-0.9937,2.3198,2.3164,3.1275,1.7987,2.2954,1 
1.8146,10.5644,0.6676,0.9263,2.2702,0.5395,3.4089,3.8725,1.2311,2.269,0.4577,2.1164,1.3693,2.6499,1 
2.5017,10.8755,3.7023,2.4213,1.0909,1.9369,1.8539,1.6784,3.2945,1.6371,1.5128,1.4244,0.6989,2.0593,1 
1.2627,9.8125,1.6485,1.8865,1.8307,2.1715,2.9517,0.702,2.621,0.2774,3.1443,1.4711,2.013,1.9111,1 
1.3431,10.9599,1.2286,2.809,2.0684,1.1657,1.7236,2.2409,4.0393,2.4679,2.841,3.3361,1.9971,1.2049,1 
0.9599,8.3852,2.6077,2.8954,0.4898,1.2917,2.0007,2.0539,0.0261,2.9282,0.4867,-0.0926,1.2078,1.9335,1 
2.3601,9.2253,1.3814,2.3119,1.5172,2.7574,1.3328,1.6517,2.1691,1.2583,2.1688,0.7569,1.1331,1.9397,1 
1.787,11.1439,3.0695,1.3649,1.3173,4.0269,2.1642,0.8454,1.0465,2.7984,1.0142,1.7424,3.2006,2.8021,1 
2.0082,11.0366,3.4852,2.969,0.9998,1.9798,1.8086,1.7651,1.7537,2.6977,3.0347,3.0216,3.0064,2.4837,1 
1.4577,11.0425,1.4681,2.4263,1.0976,1.2411,3.5716,4.1094,2.5891,0.4291,0.5218,2.4881,1.8671,2.8534,1 
3.3382,10.2267,2.0852,3.1202,2.5921,2.3035,1.727,0.341,3.216,1.4306,-0.2212,3.1224,1.2404,3.4601,1 
2.2397,9.7391,0.7421,2.1271,1.1186,0.2192,2.6834,3.6582,1.9102,0.4346,0.2222,3.3732,2.789,3.5318,1 
3.3128,10.2197,2.8981,1.2866,1.4907,1.488,4.4464,1.8059,2.3157,1.1986,3.7916,0.923,1.2118,3.0537,1 
1.5501,11.4133,2.9502,1.7956,1.2497,2.0684,2.2217,3.6708,1.3937,1.8461,3.4049,0.3385,3.8658,1.4957,1 
2.9365,10.2718,1.8959,0.3193,2.363,-0.0757,2.3461,2.0375,1.3926,2.362,1.7335,2.1589,0.2178,1.6528,1 
2.9522,8.6293,-0.0256,3.2301,2.006,2.6575,2.2516,1.7757,2.5997,1.638,3.2279,2.5267,1.7512,3.0631,1 
2.032,10.6666,1.01,1.0812,2.1665,1.7898,3.1698,2.8219,2.4025,2.0244,1.8509,2.8225,1.2025,2.9798,1 
1.6544,8.9975,2.855,2.1806,1.4099,2.3116,3.6363,1.7324,2.318,1.7356,1.2707,2.3208,2.312,1.4952,1 
1.5153,10.232,2.9704,0.7485,1.3009,1.199,1.8179,2.7498,1.0026,2.8997,2.6377,3.6517,1.7315,1.0497,1 
2.0611,10.2343,2.8183,1.7358,1.3497,1.4944,1.108,1.9315,2.5522,0.4409,-0.0802,0.447,2.3372,3.354,1 
2.2606,8.6364,2.076,1.8337,0.672,1.0743,3.6574,2.0604,1.083,0.4443,3.3215,2.5924,2.1389,3.4061,1 
1.7176,8.7962,2.4145,0.5092,1.9646,2.3917,1.0626,1.744,1.4102,1.962,2.3066,1.4685,0.7414,1.1509,1 
1.3721,8.715,1.787,2.4559,1.4917,2.6737,2.2262,3.2454,1.2902,2.9145,1.9197,1.6729,0.968,2.4026,1 
2.7253,8.7533,0.6918,1.3481,1.228,2.6346,2.5247,1.6588,3.3708,3.4334,1.1643,0.1975,2.8261,1.666,1 
2.1035,9.5363,2.1962,1.4105,2.6626,2.1776,0.913,0.7174,1.3924,3.1019,1.6347,3.4786,0.3686,1.9835,1 
