Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Class
-0.4998,0.1071,2.8636,1.0374,2.96,1.1303,-0.3492,3.7212,1.4513,2.9989,2.9713,1.125,3.4678,2.002,1 
-1.4939,-0.8368,2.0198,1.3798,1.9666,1.5361,0.4362,3.3185,2.1187,3.3329,2.4008,1.2033,2.2299,2.9892,1 
-0.6425,-0.1272,1.9644,2.2,0.8163,0.5728,2.1585,1.5809,2.5888,0.9783,2.7097,2.8317,3.4202,2.7001,1 
0.3368,-0.3205,0.9421,2.9354,2.0124,0.4838,2.7417,3.0905,0.9264,1.921,1.2919,2.9514,1.2187,3.2778,1 
0.1753,-0.2292,1.1614,2.3831,0.8979,1.9868,1.6895,2.6633,3.4507,1.2846,3.218,2.6425,2.5146,2.2164,1 
-0.0103,1.794,1.79,-1.1644,2.3366,2.3095,2.9453,1.3395,3.0774,1.7963,3.0524,3.6035,1.0259,2.0367,1 
1.3712,1.6272,1.41,1.743,2.8567,1.0737,1.4954,2.3439,1.8997,2.3501,1.2884,1.521,2.7376,1.214,1 
-0.331,-0.0594,1.4809,1.7901,1.7312,3.133,1.9298,2.8713,3.3102,4.1261,2.0418,3.1919,3.065,1.4425,1 
0.1633,-0.7585,1.5378,0.6724,3.6832,1.7455,2.4633,1.3717,2.4455,0.6372,0.4345,-0.455,1.8096,2.7961,1 
0.0635,-0.3279,1.343,2.6192,3.0716,2.1892,2.1616,2.9088,1.2927,-0.1944,1.1524,1.9576,1.533,1.8284,1 
1.707,-0.9228,1.5501,2.6513,1.0883,1.5224,-0.512,2.0438,2.5061,2.9699,3.2367,2.1257,3.1383,1.8123,1 
1.513,-0.0424,2.1854,3.8509,1.3713,1.3982,1.827,1.0217,1.7866,0.6924,2.6151,1.2317,2.5992,2.602,1 
-0.0207,0.5247,2.8043,-0.2829,1.1314,2.2264,3.5942,0.0788,4.1718,1.5451,-0.1565,0.7282,0.7885,1.1432,1 
-1.6004,0.3955,1.672,3.2719,1.6973,1.7979,1.6838,2.567,3.0202,2.721,0.3739,3.4995,1.9704,2.577,1 
-0.0214,0.9805,2.1089,2.7125,0.9593,2.3499,2.3042,2.9562,2.8398,1.9532,2.5351,2.272,2.9327,2.4081,1 
0.4454,1.4696,0.5727,0.9044,0.4634,1.8864,2.8168,2.0144,1.0976,1.7634,2.0488,2.3943,2.9419,1.1274,1 
-0.0741,1.0638,3.0688,2.3028,1.9054,3.1082,3.103,2.3859,1.5301,2.5254,0.4503,0.3492,3.1866,1.693,1 
0.6185,-0.8757,3.1562,1.6145,0.0091,2.6569,3.3184,1.7653,1.6473,1.4694,1.3324,1.2131,1.355,1.9437,1 
0.5111,-0.178,0.7994,2.0,2.8005,2.4038,2.7505,2.0326,1.7177,1.2533,1.3491,1.4994,2.6425,1.293,1 
1.8448,0.0117,3.3255,1.4802,2.6818,2.4701,2.3549,3.3262,0.878,0.6603,3.8757,1.4127,2.7709,2.012,1 
1.1421,0.2152,0.3238,1.7603,1.2986,2.6182,1.0921,1.8291,3.7372,2.6227,2.0196,2.5618,2.2484,2.3242,1 
-1.8076,-0.4895,2.5024,1.142,3.3424,4.1594,-1.2882,1.4157,1.954,0.3216,2.5991,2.3312,3.1635,1.0835,1 
-1.692,0.7786,3.6236,1.2889,2.1438,1.0245,1.7379,2.5527,1.8637,0.4516,1.5431,3.0675,1.7108,2.256,1 
-0.0179,-0.6114,3.586,0.8146,1.3677,4.464,-0.5865,1.7494,1.4242,1.6767,2.3297,2.3648,3.3263,2.8841,1 
0.4481,0.3472,1.2974,1.1754,2.1324,2.3739,3.0951,2.8388,2.2614,2.5484,1.5615,2.3223,3.3317,1.9218,1 
0.3859,0.0375,1.889,2.5104,3.3963,1.8362,1.3839,1.9769,3.4032,2.3517,1.2191,0.9695,0.9073,0.6743,1 
-0.3011,-0.5734,1.288,2.6698,1.7811,2.8065,1.0168,1.7134,1.2192,0.7102,3.2506,1.2225,0.9344,3.6415,1 
-0.7317,1.7108,2.6047,1.1925,2.0345,2.7668,2.0494,3.0693,1.6257,1.3455,1.6425,1.5704,2.0409,3.1097,1 
-0.7571,1.6662,2.0608,0.8082,1.7047,2.0353,1.5584,2.8063,2.4773,2.2171,0.5469,1.9818,3.9097,1.2207,1 
-2.158,-1.3776,3.0643,-0.1652,3.6218,1.4669,1.3835,4.1298,3.8124,2.49,0.2697,1.587,2.7775,2.1344,1 
-0.0179,-0.867,2.8222,1.8939,3.5484,2.0165,0.5079,3.8252,2.1808,1.6132,2.7589,2.5489,2.2386,2.3842,1 
-1.8036,0.4109,-1.1345,1.1862,1.3221,1.3933,2.2659,2.2715,2.5189,1.7882,0.0444,3.8678,0.4091,0.9133,1 
-1.6187,-1.495,2.0273,2.0206,2.7488,2.1932,1.8885,3.8578,1.8994,1.8852,4.2568,1.1866,1.7617,2.8229,1 
0.771,-0.4502,0.623,2.0474,2.591,2.5505,0.8561,2.6162,1.807,1.7775,-0.0875,0.9139,1.7831,3.2512,1 
2.9874,2.0216,2.5797,2.2271,3.1711,3.1953,1.5149,0.5852,2.8193,1.5354,3.3721,2.4171,3.1405,3.3667,1 
0.1901,0.2975,1.6405,0.2876,3.3208,1.5042,3.3769,4.1879,0.6776,3.4363,2.0845,2.5979,1.0831,1.1019,1 
-1.6245,0.2774,2.253,1.5202,2.158,0.6234,1.9596,2.7332,2.9786,2.5449,3.2729,3.8714,3.9328,1.4369,1 
-0.078,-1.6446,1.3465,2.68,1.2409,1.7145,2.0601,3.2637,2.5427,2.1498,3.019,1.5763,3.6313,3.0937,1 
1.0162,-0.0922,3.3386,3.2816,2.4856,2.4886,2.5992,2.5473,1.5645,1.312,3.1712,2.3894,2.4749,0.1498,1 
0.2991,-0.8364,1.7454,3.1961,1.826,1.1159,0.9927,3.641,3.3551,1.4966,1.8807,1.7395,3.6834,2.2721,1 
0.7186,0.5079,2.5878,2.7296,1.9702,1.5386,0.6051,0.4994,2.4465,2.1778,1.7983,1.5141,1.759,-0.3599,1 
1.9132,0.6355,2.13,1.9328,2.2435,1.8502,1.6083,1.9809,1.1067,2.6174,3.4019,1.4259,2.0695,0.1115,1 
-0.53,-1.1624,1.2373,3.3446,0.7614,1.6859,3.2045,1.8965,1.678,2.7953,0.6667,3.0381,3.1708,1.7552,1 
-0.0847,0.6193,3.5605,-0.0002,1.2553,2.4988,-0.0091,1.7391,0.7102,2.4964,2.6315,1.2166,2.6792,0.2855,1 
-1.8742,-0.9624,0.8038,1.8663,2.0517,2.7674,1.7179,0.704,2.2018,2.0444,0.5595,0.8289,2.0185,1.6957,1 
1.0954,-0.1012,0.0493,2.1929,1.3986,1.8545,3.5626,1.2714,1.7647,1.206,2.3609,2.6987,1.6321,1.9231,1 
-0.2163,-0.5812,3.4264,1.3615,1.4333,1.5112,2.8931,1.8685,0.58,1.0613,2.5162,2.2867,2.5379,2.5587,1 
0.541,-1.2644,2.3371,1.4735,1.2584,2.6684,1.3505,0.5408,2.1141,2.9361,3.5123,2.2372,1.2712,0.8096,1 
0.0964,-0.0442,1.6179,1.208,1.8391,3.0249,1.9593,0.9141,2.6434,3.3294,3.6926,1.1875,1.4635,4.2209,1 
-1.6829,0.8389,0.458,2.9052,2.2231,-0.0561,2.4836,2.69,1.5462,1.7103,1.5105,1.4195,1.4806,1.7361,1 
-0.9017,-1.2542,2.1073,1.9741,1.6287,3.1745,3.6742,1.7267,2.4493,1.9316,3.4071,2.9721,1.4898,1.237,1 
0.972,1.4975,2.7428,2.3325,2.2952,2.0389,3.0925,3.2061,3.3247,2.859,1.2826,1.2238,1.855,1.3779,1 
0.1791,-1.3999,1.8312,3.7935,0.7075,0.9687,2.3476,2.4825,2.0282,1.7976,3.4151,1.93,1.3349,0.9999,1 
-1.5729,0.8374,3.2349,2.159,0.6235,1.2402,1.5459,2.6915,2.1468,1.8318,1.9669,3.1193,1.4915,1.4996,1 
0.7667,-0.5925,0.7249,1.1437,2.3253,0.9392,2.0725,0.1204,3.8881,2.2218,1.4864,2.3134,1.1878,2.4413,1 
-0.7109,-0.7443,0.8389,2.5995,1.4138,1.7674,3.2173,1.9481,2.4897,2.0993,3.0759,2.4789,1.461,1.5293,1 
-0.5104,-1.0661,1.6736,2.3497,1.8495,0.1768,0.4343,3.1383,0.6368,2.798,2.6008,3.9135,2.8621,2.6413,1 
-0.5413,0.3821,3.0288,2.482,1.5149,1.5202,3.8315,3.4772,2.0361,2.4836,2.3525,1.6921,2.4796,3.5753,1 
-0.077,0.7424,3.2562,1.1601,3.3707,1.93,0.9314,3.3308,3.7866,1.3538,3.015,0.4706,1.1856,3.7614,1 
-0.2862,0.8313,2.3115,0.9334,2.3603,1.5942,0.5808,0.5747,3.3281,1.6874,2.5819,3.7356,2.7714,1.5631,1 
-0.4691,-0.804,1.0633,1.918,1.5947,2.2594,1.1406,2.3917,0.7816,1.8283,0.9826,2.9209,2.068,3.5942,1 
2.0226,-1.8072,3.2892,0.281,2.9413,2.7875,2.4642,1.29,3.1497,2.1905,1.5499,0.2071,2.4432,3.2537,1 
0.7071,1.5433,3.8871,0.8452,1.6062,2.8914,1.1321,0.9441,3.3291,2.0313,1.7,2.523,0.9564,2.5939,1 
0.3415,-0.2771,2.6245,1.8778,0.973,1.3545,2.9428,2.3464,0.0961,2.9723,3.0622,2.3425,0.4146,2.1365,1 
0.6317,1.7196,2.2649,2.801,1.4825,2.4956,2.9658,2.3723,2.2562,0.5976,1.3934,1.556,1.3355,2.4341,1 
1.5639,0.4584,-0.357,1.6375,-0.3349,3.3724,3.5027,1.3595,1.1501,3.2328,2.5723,4.0842,1.3056,1.191,1 
-1.2609,0.502,2.1934,1.2412,0.3913,1.8134,2.3705,0.9144,2.947,4.2337,3.3424,1.7007,3.1083,1.6419,1 
-0.4635,0.8837,1.1565,-0.1513,1.0058,1.6577,1.8967,2.3271,3.2998,2.2961,2.0382,2.614,3.3721,1.3306,1 
0.5189,-0.8335,-0.6867,1.0699,1.9989,3.3293,1.1947,1.6879,1.2837,2.119,1.1127,2.0506,3.1184,0.7535,1 
1.6853,-0.1974,3.349,0.6828,2.489,3.5296,0.9888,-0.4707,1.8841,1.5616,1.7844,1.1402,2.4966,2.8514,1 
-0.2942,-0.9444,1.9498,1.3633,2.1013,2.8938,3.2977,3.8824,1.9014,2.8092,1.7401,2.0489,1.4859,1.0228,1 
-0.8579,-1.1072,0.9668,1.3896,2.2429,2.3722,2.5841,2.5955,1.7309,3.3449,3.3482,2.055,2.1884,2.9121,1 
0.3772,-1.237,1.2047,2.1509,2.096,2.3441,0.285,3.4173,1.1758,2.4822,1.8298,0.3022,4.276,3.1047,1 
* 
0.0453,9.5007,0.7284,1.482,2.5101,1.7118,1.7624,1.5012,1.2659,3.2411,2.0745,2.2142,2.21,0.4294,1 
-0.8637,11.809,2.6695,1.702,1.8323,-0.0316,3.0597,-0.2588,1.0704,1.0441,3.0051,2.1647,2.9747,2.319,1 
0.8841,11.3237,1.4097,2.2758,0.4487,1.4708,2.1832,2.2744,2.3378,2.2847,3.3446,1.8005,2.4942,1.1418,1 
1.6242,8.7538,2.1705,-0.1414,2.3249,1.5245,0.6761,1.0038,0.1581,2.422,3.4215,4.4003,2.3105,1.8693,1 
0.336,9.4595,0.3001,2.3692,-0.0959,1.8802,1.9097,1.7802,0.8389,2.5946,1.716,1.3282,3.3149,1.6935,1 
0.2052,9.9102,1.664,1.0256,1.0166,2.9526,1.5879,1.6756,1.0997,2.1932,0.932,3.4704,3.2049,0.6566,1 
0.97,8.5843,1.9504,0.6877,1.0206,1.9654,2.619,0.095,3.3462,1.9934,2.7038,2.0868,1.4633,0.1169,1 
-0.1134,10.9842,2.8178,1.1286,2.1929,3.2807,0.5839,2.4359,-0.0898,1.3664,0.9807,2.8821,3.583,2.5406,1 
0.7556,9.9961,1.2886,0.6891,2.7553,3.4763,0.6278,3.2144,2.6921,3.407,1.8259,2.5505,2.1167,1.857,1 
0.1379,10.2633,2.1171,1.6378,2.3221,2.4659,2.0703,1.5867,2.3313,1.9448,2.3756,2.858,2.693,1.8073,1 
-0.351,9.2321,2.2007,2.5289,1.6563,2.442,3.0466,4.4014,0.8573,2.0446,1.7515,0.562,1.4988,1.4785,1 
-0.7542,9.2318,1.6333,2.4752,2.1388,1.0947,1.5671,2.1043,1.3528,2.7071,2.7403,1.74,1.9563,2.1628,1 
1.1793,9.5811,0.5158,1.1465,1.1094,1.1092,1.0707,1.178,1.9627,2.7402,1.3802,2.8899,2.454,3.6259,1 
-0.613,9.0102,3.3565,3.9249,1.9339,2.16,3.422,2.577,1.901,1.4393,3.4876,1.7326,1.6576,2.0295,1 
0.0002,10.6185,1.2517,1.4138,1.6627,2.5595,2.5603,3.0131,1.9018,1.524,1.7183,2.9795,-0.2163,1.5947,1 
-1.5831,10.2879,2.5788,1.4594,1.374,0.4644,1.6868,0.8545,-0.3293,2.3603,2.5017,1.878,0.7558,0.8337,1 
-0.9633,9.5357,2.6862,0.1658,2.0525,2.701,-0.6695,1.3343,1.5176,2.8735,2.814,4.7778,0.9015,1.6146,1 
0.8851,9.3007,1.1909,0.2178,0.8802,2.2144,3.2634,3.8503,1.5377,2.9931,1.0075,0.3452,2.1988,2.2097,1 
-0.3088,10.4035,3.3914,2.3484,1.8566,3.6663,1.3569,2.5949,2.6266,1.1865,3.1436,2.9931,0.2054,2.7218,1 
0.0799,8.6087,0.9267,2.1627,3.0569,2.032,1.6224,3.6764,0.6951,2.5495,1.2949,1.4041,3.0932,3.1636,1 
-2.1109,8.1763,1.8144,-0.788,2.2978,0.8619,4.2407,1.637,2.3944,2.3941,2.482,2.7022,2.7946,1.2992,1 
-0.985,10.4596,0.6653,2.5876,1.9328,2.4688,0.7515,1.9224,2.4272,2.2558,1.6542,2.2195,2.167,3.0837,1 
-0.3019,9.3199,1.0403,1.7089,0.5543,3.0767,3.2284,2.3814,3.2408,1.4496,1.4906,1.6753,3.2373,1.0331,1 
0.0598,9.526,1.9694,4.2674,0.4965,2.8798,2.1102,2.2028,1.8887,2.7149,2.3881,1.6133,1.2816,0.4517,1 
0.6448,9.8504,3.349,-0.5551,2.3606,3.7182,0.8145,1.1184,1.533,3.004,0.7831,0.5237,2.1352,0.0471,1 
-1.3246,12.5305,-0.054,2.1705,2.1089,1.816,1.8728,3.0841,3.2611,2.6643,1.0145,1.8085,1.6083,0.5947,1 
0.4813,9.5402,2.0352,1.2219,1.5454,2.866,1.8551,2.0176,2.7694,3.8552,-0.2334,2.7749,2.1498,-0.3555,1 
1.4434,9.144,2.3556,3.38,0.8033,1.2614,4.7838,2.9585,1.6009,2.2271,0.5269,2.0825,1.4987,1.8846,1 
-0.8331,9.6694,2.3812,2.4428,2.5832,4.4962,1.0977,2.3277,1.4313,0.6686,0.5266,1.9189,1.4961,1.7443,1 
-0.6149,8.7375,2.5853,2.6359,0.4306,1.5533,2.3775,1.8052,1.0138,0.8891,0.8472,0.6843,0.9282,1.6091,1 
-0.7478,10.5492,0.5456,2.5085,2.3901,3.0497,2.9169,0.8445,2.1861,0.7787,-0.3287,3.0606,1.6412,3.5934,1 
0.2549,9.5375,2.8996,1.3001,0.4264,0.9562,2.1858,0.9675,2.2882,3.3051,0.3682,2.0601,0.6022,1.5569,1 
0.5141,10.532,3.985,1.2614,-0.3262,1.7311,0.7035,3.1608,3.1206,1.5081,2.1005,0.2004,-0.3312,0.7833,1 
0.2995,9.8378,2.3455,0.4955,2.8236,1.5979,2.1544,1.3224,1.4655,1.6289,-0.2637,1.7049,1.5199,2.8063,1 
-0.2894,10.2675,2.23,2.6279,2.2897,2.5116,1.8679,3.2837,0.6829,2.2229,2.6301,2.9048,4.3636,1.1832,1 
-1.2009,10.1353,2.3078,0.929,3.4439,3.7189,4.4552,2.084,2.4002,3.4246,1.5047,4.1702,3.9298,0.6946,1 
-1.7272,9.9077,0.7342,3.0845,1.3729,0.6571,4.2437,2.4417,0.2116,2.6302,1.9349,1.8991,1.5017,3.2987,1 
0.2217,10.5684,2.9639,1.785,4.8706,0.0034,1.3874,1.7189,1.5917,1.1948,1.8832,2.5419,0.9976,0.7046,1 
-1.0612,10.3893,3.4253,3.5656,1.9577,1.3685,2.2411,3.2726,1.768,1.3361,1.5621,2.1506,3.5817,0.2419,1 
-0.0912,9.9332,2.1068,0.0657,1.1837,1.5835,1.4914,0.2342,0.791,0.4252,0.4887,0.9163,1.0531,1.3418,1 
0.269,10.3307,1.1652,1.5091,3.1434,1.7083,1.0434,1.0376,3.0209,1.3066,0.0754,1.9444,2.3907,3.2975,1 
-1.4502,11.486,2.2107,-0.0058,1.1057,2.471,1.0588,0.875,0.9637,0.2666,1.2498,3.0629,2.2636,1.8865,1 
0.4221,10.062,1.1058,3.0979,0.5308,2.8773,1.5326,3.2121,2.102,2.4761,1.2749,0.0913,1.6844,2.9455,1 
0.1547,9.3548,1.1419,0.1302,2.1533,2.187,2.8781,1.0724,2.1019,2.3877,1.1657,2.7422,1.21,1.9433,1 
1.4663,9.5731,2.8485,1.773,1.7815,3.1987,1.3596,1.3969,2.3321,2.1725,2.7905,1.1752,-0.7172,1.6675,1 
-0.4372,10.305,3.0844,0.1751,1.6638,1.9182,0.8222,2.9636,2.3044,1.3106,2.4173,4.331,2.5616,1.9077,1 
-1.2208,9.8042,2.3487,-0.5813,1.2792,2.1889,1.0947,1.772,2.6018,2.6214,0.122,0.9004,1.9065,1.4303,1 
1.241,8.6922,2.5812,1.748,1.3013,1.0414,2.9736,1.4566,0.2233,2.1136,2.5761,1.8292,2.3072,1.8125,1 
-0.9154,10.9348,-0.0623,3.6295,1.3057,2.892,2.3302,0.9072,3.1094,1.9163,2.332,3.7638,2.1402,2.7733,1 
0.6612,10.8764,2.5685,2.0345,4.5299,3.999,1.1898,1.7158,1.4955,1.1473,1.1434,1.3093,0.776,2.9308,1 
0.462,10.7419,1.9988,1.2496,3.0661,2.2473,2.5412,2.9064,2.579,1.5692,1.0589,0.9435,1.1919,2.2313,1 
0.6467,10.4805,2.2397,2.1378,3.1638,2.4969,1.9347,1.3045,3.4632,1.6377,3.133,3.1762,1.8639,1.2676,1 
-1.924,9.0224,1.3593,2.8139,1.332,1.8369,1.9247,1.2076,3.6127,2.599,-0.5619,-0.5825,2.2762,2.7289,1 
0.8954,10.6474,2.2306,2.7169,1.8216,3.8434,0.4512,4.2343,1.284,1.465,1.605,3.7562,2.2372,0.9751,1 
0.5143,9.9457,2.8145,2.1113,2.167,0.7587,0.909,0.5636,2.7979,1.4558,1.5901,1.3598,2.2151,2.1105,1 
-0.4211,9.3813,4.784,2.5548,1.2927,1.5962,1.1613,3.3779,2.746,0.3861,1.881,2.0859,2.0301,3.6881,1 
-0.0853,11.129,1.307,2.6133,2.4358,2.3201,2.2792,1.6639,0.4287,2.9428,4.1619,0.4735,2.6037,3.2324,1 
-0.5797,11.4092,2.8499,1.1642,1.3104,1.2256,2.3098,2.2197,3.8309,2.3285,2.5616,0.2961,2.9279,2.2975,1 
2.127,9.5473,2.1024,2.0381,2.0634,1.5982,2.1007,2.8235,2.1316,2.9026,2.5998,1.6326,4.2994,0.3207,1 
0.9413,9.5737,3.0037,2.796,1.6794,4.5346,1.9781,3.0491,1.3816,3.8099,1.1721,1.0535,2.1463,2.2179,1 
-0.2074,9.4733,2.4973,1.2613,4.0238,3.1094,3.5971,2.3555,2.0574,1.8823,0.0504,2.0901,0.0513,0.6327,1 
-0.9661,7.8771,2.8515,2.0325,1.8499,2.6335,2.4089,1.5871,1.8966,2.5984,1.0212,2.0262,0.1978,2.098,1 
0.9581,10.2844,0.868,0.8648,1.4898,1.7052,2.4508,0.8913,-0.786,2.5546,3.1725,2.0287,0.8426,1.6248,1 
0.6841,8.6914,1.3892,3.1089,1.5297,0.9847,0.9363,1.0874,0.9232,2.1768,1.9562,2.0389,0.475,3.657,1 
1.1617,9.3864,2.0248,3.5499,3.9706,3.2276,2.3645,1.4601,3.785,1.3172,1.08,1.7293,2.0874,2.5735,1 
-0.6241,8.7983,1.5315,2.4029,3.3407,2.2679,1.4824,1.4067,3.4758,1.5382,0.6856,0.7777,3.3217,1.465,1 
1.1422,9.6424,3.5027,1.5658,2.2977,0.9954,3.3055,2.8583,2.7366,0.6062,2.8268,1.4092,1.2101,2.1548,1 
0.7296,9.2561,2.2171,3.6962,3.8529,1.6153,2.2811,2.7893,1.388,2.0103,2.2766,1.2868,-0.0054,2.2617,1 
-2.2613,9.9321,-0.1187,1.7496,0.7369,-0.5922,0.9425,1.8769,2.3436,0.9858,2.2365,2.2232,3.1002,2.3787,1 
-0.3621,8.8966,2.4356,2.3609,2.8204,2.3196,3.0426,1.0586,0.3808,1.2622,2.3895,1.9216,1.7757,1.3193,1 
-0.4542,10.1827,2.5201,2.9473,2.6123,2.3627,2.0171,1.693,1.6487,2.3399,1.7449,2.0394,3.9713,2.9966,1 
-0.1942,9.7084,0.7315,2.4446,3.1652,1.4242,0.7977,2.102,2.5658,2.4481,0.1101,1.7658,1.3984,1.7879,1 
2.3311,10.7711,0.9789,1.2701,2.127,2.1962,2.9859,0.5186,2.3534,1.1121,1.8731,2.1511,1.0734,1.5294,1 
1.2078,10.7997,2.6611,1.0345,-0.2953,1.3889,1.4396,2.1882,3.2156,-0.6386,1.7362,2.9272,1.25,1.6569,1 
-0.0881,10.5179,0.6716,0.574,2.7683,2.851,1.6646,1.7613,1.44,2.8969,3.1578,2.1671,1.5545,1.0745,1 
0.1403,10.1278,0.6384,1.972,2.3738,1.6337,4.3939,0.8897,2.6586,2.6039,2.2676,2.1938,0.7639,2.6549,1 
0.4825,10.9295,2.6701,0.7163,3.0351,3.0762,2.0663,-0.1205,1.8906,3.1834,1.2301,2.4872,0.9679,2.3041,1 
1.8147,10.258,1.7816,0.431,2.0109,2.4425,1.8999,2.9954,0.6419,2.5329,0.8541,1.8561,0.3475,1.1145,1 
2.3049,7.9134,4.2799,2.2853,0.8984,1.0447,2.7981,0.3751,4.1058,2.5244,1.6502,3.2971,2.0215,1.8424,1 
-0.2503,9.36,0.7122,3.734,2.3839,3.4495,0.6675,1.0519,1.0895,2.6261,2.1127,2.4942,3.324,3.3669,1 
-0.9292,9.8033,1.7828,2.2115,2.8888,1.6893,2.3692,3.0633,2.3396,1.4788,2.9877,4.1973,1.528,1.4126,1 
0.6603,9.3637,2.9313,2.2272,1.3753,0.3968,1.908,1.4459,0.93,1.5632,2.3276,1.987,2.7823,1.1463,1 
-2.2055,10.0515,1.6462,0.5723,2.4099,2.4878,1.412,2.2746,3.0744,0.834,2.8009,2.5563,3.2829,1.1966,1 
-1.0623,10.2127,1.3307,1.3974,1.2331,1.2945,0.9348,1.2445,1.3467,2.7115,0.6935,0.7785,0.4383,3.0444,1 
0.2734,10.5603,1.2538,2.8873,1.0153,2.2482,3.1081,1.7971,2.4053,0.401,3.5961,0.9297,2.5528,0.776,1 
-1.1175,9.4932,3.5426,0.6785,1.1111,1.3564,1.8799,2.7532,0.8907,1.5564,2.4763,2.506,2.5369,1.7497,1 
-0.3106,10.8466,1.8814,1.3635,2.6782,0.5237,2.1696,1.5152,1.2251,2.7167,5.0554,3.271,0.3111,1.4966,1 
1.013,10.5083,0.3966,1.8142,1.3643,2.6517,1.4756,4.4114,-0.3932,2.5241,2.334,3.4751,0.8308,1.6239,1 
-1.6506,9.083,0.645,3.2907,1.9056,1.5978,1.0601,1.3374,0.5903,1.2161,1.1916,3.1585,0.8391,1.6461,1 
-0.562,8.9046,1.7161,1.8642,2.4319,1.9463,2.8511,1.5928,3.648,2.4745,2.343,1.3511,0.4343,2.0294,1 
