Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Class
0.1555,-2.0114,2.3733,1.8652,2.1102,2.5437,2.7233,1.8916,1.6988,1.8077,1.2557,2.5829,1.7894,2.0572,1 
0.6834,-0.597,2.2219,3.5147,0.8301,2.0506,1.4269,1.3105,3.2847,3.0304,2.7572,1.4502,3.0764,0.6032,1 
-0.9023,-1.2087,0.9772,1.0495,2.1952,2.4461,1.7482,0.1858,1.6692,0.4625,0.9256,2.326,1.4683,2.5676,1 
0.8065,0.4136,1.6163,2.2433,0.9619,0.8942,0.6934,1.2094,1.2499,1.3433,1.8811,0.7384,2.3012,1.5297,1 
-0.7423,-0.863,2.4352,2.7443,3.9177,1.5296,1.6779,0.4382,3.5413,2.7065,1.7571,1.5603,2.6825,1.4057,1 
-0.4336,-0.3288,1.5476,1.4882,2.4828,1.5569,0.9266,0.5124,3.0276,-0.0737,1.7672,3.0351,2.3488,1.03,1 
-0.5985,-0.2431,2.1393,1.6493,0.4217,2.4798,1.7041,1.3756,2.7414,1.1762,2.189,2.3599,2.4027,0.7452,1 
-1.7615,-0.1395,2.9875,2.6316,0.8215,3.1394,2.5811,3.1963,2.506,1.4944,2.1074,1.851,2.9471,2.3974,1 
-0.1473,-1.4798,0.9856,1.1547,1.4595,1.9989,2.3083,4.4281,3.6101,2.0021,3.091,1.6089,3.1358,0.9993,1 
0.1666,-1.0321,1.6504,1.6629,2.7063,2.345,3.1522,3.0476,3.5906,1.7667,3.0708,2.2824,1.819,2.2907,1 
0.0528,-0.0042,1.0384,2.8656,1.7297,2.8257,0.6742,3.7114,2.8418,2.5365,3.3544,1.7335,2.9159,1.497,1 
-1.1557,1.3068,1.3595,2.6491,2.4978,2.7257,0.2675,1.5466,1.5309,3.409,2.9821,1.9001,2.0254,2.369,1 
0.6722,0.8593,2.428,2.4031,1.5113,3.2281,2.4172,3.2596,2.1401,1.0805,1.2818,2.8029,1.3041,1.5302,1 
0.7795,0.9423,1.5927,1.6574,3.3608,3.705,3.4936,1.2137,2.3294,0.4493,3.0544,2.0585,2.5468,2.0933,1 
-2.0054,-0.8094,3.3159,1.224,0.9273,1.8962,2.1357,2.0647,2.8643,1.7301,2.5722,-0.2836,1.0588,2.5923,1 
-2.1889,1.5737,3.8192,2.9808,2.6593,2.0716,1.2195,1.0428,0.8701,1.8987,1.2798,3.6145,1.6911,1.9821,1 
0.2989,-1.3668,1.2643,0.9848,0.1788,3.0167,0.2532,3.502,2.699,0.4981,2.7809,1.3453,0.3833,1.2772,1 
0.1584,1.8525,1.5337,0.3999,1.1913,1.2778,3.191,0.8899,1.2459,4.1388,3.2743,3.7764,0.9859,2.1815,1 
0.2544,1.1151,1.5396,2.7385,1.5763,3.3203,1.3717,1.13,1.7849,2.3378,1.2604,2.8732,1.3697,1.4917,1 
-0.4787,-0.9873,1.6858,2.7981,1.1724,2.4161,1.6054,2.166,2.4866,0.3295,3.0138,0.4966,1.1831,1.8134,1 
0.6363,-0.1537,3.712,2.3565,0.8085,1.1,2.4082,2.1726,1.1437,1.0578,3.0918,1.7435,2.1638,3.1283,1 
0.8681,0.2028,0.7859,2.5456,2.4176,1.5866,1.2652,2.739,1.8373,2.5916,1.1862,3.1985,1.5031,4.0237,1 
0.3476,0.3633,3.2827,3.275,0.5835,2.6712,1.4695,1.2801,1.3032,1.3931,2.7014,2.3006,1.7356,1.1729,1 
2.9608,-0.7032,2.1861,0.7427,3.2756,2.2019,2.2237,2.9316,-0.0991,3.0033,2.8166,4.0546,2.4012,1.7446,1 
-0.689,-1.4089,2.6388,3.4341,2.6842,0.2848,1.288,2.5411,3.2026,2.7392,3.5731,0.2709,2.5012,0.8227,1 
0.1372,-0.362,2.1117,0.5612,1.0349,1.8531,2.9431,1.444,0.9357,1.1556,2.7054,1.5306,1.0255,1.1494,1 
-0.0553,-1.0611,2.8439,2.1282,3.3763,1.3037,2.9229,1.2995,1.8762,2.8151,1.0353,1.6457,0.8724,1.9826,1 
-1.3308,-0.7746,1.5918,1.5369,2.4869,0.0057,1.4052,2.5964,2.815,1.1743,1.4484,1.0566,1.5121,3.7004,1 
-0.2111,0.8829,2.5375,2.3823,3.5105,3.8755,2.504,1.0623,1.885,2.6866,1.9942,0.8858,3.3687,1.6158,1 
-0.7056,-3.0887,1.2502,0.5332,1.6662,2.9056,2.6167,1.9816,2.0654,0.8914,2.7196,2.5074,1.4526,0.4474,1 
-1.3831,1.3989,3.6204,-0.069,1.4673,2.5896,1.6041,2.2338,1.2212,3.048,1.665,3.1127,3.2712,2.1399,1 
0.1203,0.6265,1.8824,0.9365,0.2992,0.0659,2.5008,2.4993,2.1564,2.8724,3.9544,2.5112,1.9402,2.3088,1 
2.6145,0.6686,3.1086,3.0245,3.4012,0.8278,2.7852,1.3377,1.4972,0.332,0.9889,1.9856,0.7301,2.0031,1 
0.4212,1.0069,1.1226,2.5166,3.0294,2.5234,1.1991,2.3588,2.2201,3.8877,1.2006,2.9509,3.5911,3.0379,1 
0.2588,0.4475,3.5801,1.1874,2.381,2.3383,3.8513,2.7083,1.1098,2.6485,2.3914,2.1785,2.5252,1.9753,1 
-0.2829,0.6179,1.1155,3.5925,3.1349,2.1564,1.0939,2.7571,2.6527,4.1468,0.5462,2.1713,2.0909,2.4214,1 
-0.3876,-0.1022,2.2028,3.0982,2.7603,2.3665,-0.7306,1.5731,2.8001,2.7209,1.6178,2.0696,1.6141,2.0721,1 
0.2645,0.3127,1.5276,1.9363,2.0041,2.5425,0.8114,2.7981,4.0462,1.3398,1.4667,1.4374,1.3386,1.8675,1 
-0.0872,-0.5793,1.9908,2.9567,0.5174,2.1226,1.2673,1.387,1.4216,2.7834,1.5659,-0.0946,2.1543,1.9073,1 
-0.841,0.1637,1.0663,0.2555,0.0325,1.9617,3.092,1.867,0.7316,1.6682,2.4636,1.0091,0.4245,2.7021,1 
0.7722,0.4899,1.4745,1.4006,3.2349,2.5371,3.5799,2.6493,2.5377,1.21,2.9736,2.4228,0.5912,1.8952,1 
-0.2354,0.1377,2.8346,2.4271,1.7395,0.9662,1.5966,2.5989,2.2777,2.4512,3.3602,2.5141,0.543,3.5506,1 
0.3535,1.6897,3.1297,2.4532,0.6881,2.2491,3.4171,2.5952,4.3729,1.8509,2.736,1.1923,2.1023,2.631,1 
-0.7351,0.8773,1.9985,4.293,3.5023,2.4375,2.1405,1.1817,1.7028,0.1888,2.9454,0.5028,2.4661,-0.1411,1 
-1.5728,0.4948,2.5445,1.2746,2.0549,1.4702,2.969,0.7653,1.773,1.1504,3.1239,2.3244,-0.261,2.8953,1 
-1.7713,0.4617,2.2222,2.945,0.7261,3.5531,0.7521,0.7072,3.1558,3.1501,3.4608,2.9472,2.3453,2.4711,1 
0.2576,-0.7948,1.8006,3.5633,1.7565,2.4051,2.3975,0.8765,3.0279,2.5505,2.8421,1.7466,2.1981,1.2422,1 
0.6389,-0.0098,3.4496,0.8657,1.1686,2.9052,1.6816,0.4809,3.701,1.4074,1.276,1.2657,1.9722,-0.4482,1 
-1.0351,0.2064,0.8689,2.4008,1.5296,0.131,2.0438,1.078,3.2733,2.7108,2.4873,1.6785,2.5337,0.3844,1 
-0.1949,1.1437,2.5111,-0.4774,2.6105,0.7295,1.4944,0.6354,2.4157,1.5716,2.2094,2.6858,0.8565,2.2755,1 
0.2409,0.9669,0.3179,4.4355,3.1003,0.4775,2.4446,1.3278,2.4091,1.6317,2.2535,1.3455,2.0085,2.8246,1 
-0.3309,1.5964,0.3566,2.9331,2.0322,0.53,2.2074,1.6183,3.0654,0.7934,0.612,1.9128,1.6661,0.9951,1 
0.8991,-0.6411,3.1383,2.3828,1.2158,1.7356,1.184,-0.5616,1.9512,3.0363,1.8462,2.9696,0.9474,0.9554,1 
0.7589,1.016,0.9204,1.7942,2.6812,1.8655,3.0414,3.2873,2.4258,3.5307,0.1904,3.0094,1.5822,3.3691,1 
0.3663,1.8334,1.543,1.5058,2.5409,1.7033,1.3014,1.8283,2.1569,1.5666,3.6851,2.2039,0.0849,1.4497,1 
0.0617,-0.815,1.9342,1.2643,2.0966,1.318,1.9026,1.7903,1.2774,0.5611,3.1345,2.0867,1.689,-0.5902,1 
2.303,-1.0493,1.1941,4.2973,2.9689,1.3965,2.0201,1.1951,2.4272,2.3962,0.7551,1.8453,3.8738,1.1729,1 
0.525,0.6538,1.8588,1.6671,2.4784,1.6328,0.65,3.1941,2.8852,3.2911,2.3186,1.4858,1.9937,1.0413,1 
-0.0848,-0.1523,4.104,2.1225,1.4789,3.3003,3.2531,2.568,2.1918,2.2782,4.3234,1.9195,1.6066,2.0313,1 
-0.0305,-0.3729,3.2277,2.3095,1.3804,2.3356,2.6728,2.9546,2.1251,0.7482,1.0793,4.2013,0.1825,1.9275,1 
-0.3575,-1.8613,0.7352,0.9764,2.6781,2.5044,1.9693,2.7363,2.2667,3.1001,1.17,1.9611,2.9957,0.5991,1 
2.2205,1.0718,2.396,2.5025,0.9579,2.1293,3.3409,0.5416,0.8218,1.1006,2.4253,1.6443,1.8116,0.9302,1 
-0.0661,0.503,-0.5834,1.7981,0.71,3.5522,2.147,2.2454,1.5531,1.7492,1.315,4.0835,3.0598,2.8105,1 
-1.5031,-1.05,2.7864,2.4504,2.6209,3.6011,3.0012,1.0849,1.4743,1.805,1.3415,0.7114,1.888,2.0,1 
0.3775,-0.0543,1.1623,3.0723,1.5072,0.7922,2.3057,2.4236,0.5964,1.4614,3.0305,2.6167,2.2218,1.7469,1 
0.4399,2.0707,1.6036,0.9054,2.3682,2.6201,0.6625,1.0399,0.1802,1.8185,2.9266,1.9212,3.3877,4.0126,1 
-0.0166,0.6173,3.2766,1.6253,0.1672,1.5308,0.8387,1.7807,1.461,2.7827,1.7579,2.5572,2.4261,1.4672,1 
-1.4448,-1.2876,2.6232,4.3508,1.7194,1.6291,0.7782,2.3324,3.6128,2.7519,2.209,4.1187,2.2417,2.7816,1 
0.157,1.1714,3.3039,5.7698,1.5342,0.4076,2.7294,1.6947,1.2265,1.8864,2.7286,1.2724,1.284,0.3036,1 
0.1468,0.4687,2.7626,1.2469,1.9798,-0.6649,2.7148,1.5635,1.196,2.1729,-1.062,0.2611,3.2544,1.4624,1 
-0.2565,0.0095,0.9788,1.3899,2.1119,2.3009,0.8402,3.6282,1.9728,0.7673,2.5901,1.1606,2.0615,2.6581,1 
-0.3189,0.0152,0.6665,0.4529,4.1696,1.1603,1.3133,1.0746,1.7483,1.6138,2.5001,2.3525,2.1645,0.4719,1 
1.2611,0.0127,3.399,3.7543,2.7263,1.7856,2.5953,2.4253,2.1067,2.9948,4.1818,2.2343,1.6469,2.9156,1 
0.8598,0.3452,0.8511,1.718,2.3741,2.9513,1.4692,1.9165,3.9047,1.3489,2.4056,0.7938,1.3923,0.6932,1 
-0.6258,0.8033,2.2162,2.1578,0.5917,2.1793,1.6927,1.5063,2.1055,0.7388,1.2281,1.416,1.8036,0.7904,1 
-1.3952,-0.6274,1.6132,3.5653,2.267,2.3261,1.6712,0.9857,1.8524,1.7852,3.1295,1.2571,2.7589,3.4021,1 
-1.6426,-0.2703,0.713,2.754,3.0573,1.5221,2.2629,2.5722,1.5027,0.2035,1.9408,3.7381,1.9506,0.9902,1 
-0.177,-0.6661,0.4709,2.6924,0.9424,0.545,1.421,1.6867,1.453,2.4751,1.1481,3.6517,2.56,2.0493,1 
0.5686,-0.3576,1.1736,4.4803,1.6932,1.5266,0.7391,1.5255,4.0169,1.6927,2.5775,3.7049,3.216,1.4795,1 
0.0721,0.5713,2.6993,2.2609,1.9246,2.8755,2.1275,0.4911,2.4381,2.0196,1.1148,2.9,2.2935,0.4583,1 
0.0248,-0.3536,0.5329,0.6898,2.9357,2.1741,1.6577,2.9458,2.5382,1.4712,2.0939,0.2196,1.5133,1.196,1 
0.6653,0.4917,2.5873,1.6426,2.0878,2.0076,2.0807,0.4978,3.1836,3.567,2.5433,3.2299,0.7028,1.1708,1 
0.3508,1.1682,1.8174,2.7313,1.2825,1.7479,1.7262,1.8808,3.0809,3.6009,2.134,2.0845,2.7962,1.6038,1 
0.9167,-0.2384,1.5854,2.1905,1.8433,1.1526,1.8141,2.0697,3.4259,1.4695,1.2067,2.0855,1.9131,1.8507,1 
-1.6096,-2.3703,3.099,2.4998,0.688,1.3219,2.7474,0.9809,1.9578,-0.6638,1.793,3.1157,3.8053,0.1877,1 
-0.6291,-0.6724,1.0616,1.4683,3.1009,2.0858,2.2811,2.6222,2.8895,2.3514,0.7477,3.2502,2.702,2.3665,1 
-0.3351,-0.5426,2.3064,1.905,1.338,2.6549,3.2711,0.9576,1.4964,2.569,2.4308,2.399,0.7634,4.1278,1 
-1.0521,-2.114,3.511,0.9348,1.7616,0.9392,4.5783,1.9855,2.7494,2.8155,1.3899,0.7328,2.3834,1.6704,1 
-0.1559,-0.6554,2.236,2.5983,2.573,3.1957,2.8534,2.8754,2.0572,1.1176,2.7719,1.7956,1.4565,1.613,1 
0.0675,-0.0453,1.0188,1.9823,2.6058,1.3992,2.2184,2.5122,2.5594,-1.0066,0.1201,0.9935,2.7596,2.7464,1 
-0.1686,-2.0761,1.4505,3.0527,3.1385,3.2593,3.4057,2.8987,2.2489,1.2375,3.6452,1.85,2.0034,2.953,1 
1.2906,-1.0067,1.888,1.4396,3.7051,1.6459,1.8388,0.4931,1.4309,1.5559,2.6946,2.9135,2.4183,1.0938,1 
-0.6038,-3.3152,0.708,1.7974,1.5025,1.3272,2.8329,1.6126,2.7428,1.7008,1.3583,1.6769,1.716,1.7456,1 
0.0177,-3.4461,3.3505,1.4873,1.3546,2.1015,1.4478,-0.4145,2.7555,2.5957,0.0964,2.7882,1.3099,2.3621,1 
-0.3281,0.0915,3.2515,4.2436,4.6328,1.8864,1.2987,1.559,2.3146,1.8342,0.0614,2.3925,0.7513,2.5003,1 
-1.5211,-0.045,4.159,1.123,2.3624,0.2546,1.2138,1.8721,2.9452,1.9365,4.3447,0.5738,1.8691,4.5086,1 
-0.5102,-0.2103,1.6407,0.9372,3.4222,1.1228,1.6991,1.9673,2.3183,3.1637,2.5911,2.6871,2.5446,0.7124,1 
-1.3161,0.5252,3.8888,2.7756,3.1468,2.0435,0.5483,0.8464,4.1902,1.5184,3.2275,1.2132,2.8747,2.4336,1 
1.9191,1.1825,2.4888,2.5593,1.3472,1.7341,1.9812,1.221,1.1005,2.8474,3.1352,3.8902,2.5975,1.1742,1 
-0.1273,0.1531,2.395,2.1675,2.3642,2.1381,1.1686,2.7293,2.9736,1.3298,1.4967,0.4533,1.7677,3.0751,1 
1.0517,-1.3463,-1.218,0.1047,2.12,2.3528,1.9275,3.0876,2.3368,1.9751,1.7832,0.6274,2.1165,0.8467,1 
-1.4258,-0.4491,0.71,1.1009,1.6039,2.3244,2.966,2.7213,1.3272,3.0247,2.0887,2.8886,2.2643,1.9249,1 
-0.434,-0.0481,2.2596,0.5134,2.7545,3.2231,0.6624,2.6453,1.5409,3.7225,2.938,2.9107,-0.1235,1.6555,1 
0.3933,0.0032,1.8356,0.5622,2.2726,2.844,1.3874,2.9461,1.2395,2.6067,1.8878,1.3158,0.2539,1.5771,1 
-1.5628,-0.7072,1.0415,1.1624,0.5972,1.886,2.4623,3.3124,2.2505,3.9182,1.7328,2.909,0.7172,1.4495,1 
-1.987,0.3252,2.4453,2.3636,1.0965,3.0769,1.8438,2.905,2.8319,2.705,2.452,1.2738,3.1603,1.4637,1 
-0.7435,0.7313,2.743,2.2218,3.8587,2.3658,0.3281,2.466,1.8895,0.8809,2.2602,2.4919,2.9135,0.9433,1 
-1.5869,0.4768,2.004,0.3163,2.0035,0.9839,2.7661,4.3903,1.1717,0.5326,3.2989,1.5051,1.1139,2.8491,1 
-1.9502,-0.4902,2.7703,3.4114,2.3996,1.0692,2.7747,0.6805,4.4909,0.1146,2.1935,0.9381,2.3157,1.8872,1 
2.317,-2.1177,1.4187,2.6605,1.0719,2.3073,0.1771,3.2233,0.7768,2.9731,3.5856,3.912,2.8379,0.3229,1 
0.1336,0.2051,1.5246,2.6519,2.5037,4.7206,1.5642,1.6682,0.6482,2.1605,1.7327,2.6434,1.0428,2.5031,1 
-1.5358,1.1703,2.9283,2.0284,-0.602,0.6637,2.2513,2.9822,2.4109,1.9114,2.6699,3.0834,1.4101,4.3552,1 
1.2764,0.5399,2.9768,2.7092,2.6606,0.9915,2.4569,1.7396,1.9701,1.197,0.7141,1.8551,2.3716,1.9834,1 
-0.4785,-1.0158,4.3904,1.9746,1.2262,3.1507,1.4145,1.9001,2.2767,1.7842,2.0263,2.972,3.1598,1.7751,1 
-1.0768,0.4007,1.6876,2.8979,2.2987,1.7743,1.7505,1.3815,0.6303,0.9163,1.5932,0.7469,-0.5408,0.8514,1 
0.4484,0.1597,1.9883,3.1674,2.2283,5.0556,4.3446,2.714,3.1574,0.9469,2.8667,1.1924,1.7567,2.6393,1 
-1.1748,-2.2885,1.0589,0.4083,0.4822,1.8787,3.2865,3.1243,3.1656,3.4836,2.499,2.0037,2.1645,1.9376,1 
-0.2006,-1.9915,1.8207,3.6718,0.4657,1.8255,-0.4779,1.2575,2.0153,3.6743,-0.2759,0.6153,2.4134,2.4244,1 
0.7164,-0.7669,1.2931,2.0182,3.5445,4.1985,2.349,5.1646,2.4022,3.1162,1.522,-0.2032,2.3041,0.8999,1 
-0.3608,1.0024,2.249,2.5586,1.8535,3.6357,2.3819,0.6497,0.5691,0.9433,0.9085,2.103,1.8593,3.3194,1 
0.8582,2.2115,0.7237,2.8661,2.9453,2.6143,1.5532,-0.3287,4.1151,1.0633,1.969,2.192,1.6365,2.7306,1 
1.353,1.2576,2.8009,1.8293,3.627,3.1657,1.7167,1.2241,1.7937,3.4806,2.2826,0.5174,2.5441,2.5472,1 
-0.4851,0.8651,1.5501,2.253,1.537,4.0563,2.1565,2.1838,1.3876,1.1637,2.0785,2.9558,1.9555,3.5278,1 
-0.2208,-0.4692,1.7609,0.3838,3.5768,1.0169,2.5399,2.4346,-0.3651,0.8587,2.9958,2.2216,2.5404,3.6162,1 
-0.4332,-0.274,2.0389,0.4,3.6335,0.3779,3.1241,2.3561,2.2427,3.5457,2.6681,0.5316,2.3616,1.0875,1 
-1.5333,1.7583,1.352,1.7679,2.5005,3.3319,1.765,0.9957,1.2976,2.7098,2.7855,1.7741,0.4038,0.4541,1 
0.5549,1.2156,2.3909,2.1773,1.7466,2.798,3.1955,1.686,1.0736,1.9209,0.8682,2.0665,3.165,2.8308,1 
-0.3648,0.9242,1.2021,1.8558,2.3395,3.4863,3.4188,3.3481,1.5014,1.6634,1.765,3.3025,2.7756,2.2455,1 
-0.1736,-2.6524,2.6066,1.9478,-0.0561,0.9615,1.9156,1.7495,2.5594,2.7392,0.3469,3.0117,1.9465,1.8141,1 
0.2316,-1.34,3.0778,1.6045,1.5147,2.5983,2.3046,1.4396,3.3627,1.3457,0.9528,0.0822,2.4943,1.6758,1 
0.4053,1.0955,2.5886,2.5132,2.9599,1.5128,1.8393,1.0354,2.2831,2.0469,1.1115,0.9245,1.338,1.8254,1 
-0.6512,-1.3408,2.3105,2.2275,1.3044,1.2942,-0.7591,2.1229,2.9292,3.6149,1.668,4.601,0.4282,-0.1829,1 
0.4419,0.872,0.9363,3.0513,0.9961,2.8279,0.6279,1.7095,1.7708,1.6392,1.6733,0.7387,2.4109,2.6586,1 
-0.3871,0.2168,0.0746,1.0175,1.6014,1.4217,2.0918,1.7003,1.6445,2.1006,3.3942,0.3096,3.1852,3.3923,1 
-0.4564,1.3581,2.359,0.4444,1.053,2.1921,1.7612,1.3118,0.3452,3.2764,3.0298,1.8592,2.8959,2.8523,1 
-0.9056,-1.9709,4.2036,2.1257,0.1455,2.5011,3.6786,2.1425,2.5204,4.5532,0.2699,1.1458,2.5703,1.2885,1 
0.1592,-2.1108,1.6398,2.3558,1.5781,4.3249,1.8514,1.4466,2.5142,0.508,2.6713,2.2984,3.6611,1.1142,1 
-0.7591,0.1022,2.9648,0.8374,2.7021,3.5678,1.8275,0.7285,0.1093,0.2403,3.0688,2.6026,4.5737,2.8495,1 
-1.1543,2.0249,2.3182,1.5196,2.4242,3.3438,1.735,0.7237,1.948,0.2594,2.2678,1.5612,1.8812,-0.0174,1 
-1.1214,1.1685,0.659,1.7164,1.4027,1.3984,2.0628,-0.0148,3.2105,3.103,2.6479,4.1703,1.8571,0.4239,1 
0.0645,-1.1518,3.4254,2.5625,2.2534,1.4463,1.0122,0.5715,0.8537,1.4409,1.4008,3.0547,2.9413,2.7649,1 
0.2494,0.3354,0.6234,3.0578,2.6953,2.5052,2.1292,1.9051,3.8465,3.0663,1.7149,0.7983,2.4345,2.8635,1 
0.1172,-0.1105,2.8282,2.2374,2.4704,1.4547,2.8319,2.7402,2.1418,0.5009,3.5426,1.5242,2.2838,2.16,1 
-0.901,0.8035,2.6423,0.967,1.3805,2.1135,1.4686,1.7302,2.637,1.9671,1.3181,1.1311,1.2105,1.9982,1 
0.308,-0.2433,1.6481,4.4182,1.2337,2.0039,2.5719,1.9283,0.1213,2.8006,3.1311,0.5539,4.8623,2.9448,1 
-0.1382,-0.2605,2.0477,1.8387,1.7884,0.5678,0.7945,0.593,1.1916,3.0205,1.3698,1.1261,1.609,2.691,1 
-0.9046,-0.266,1.5639,1.5272,2.5837,2.8601,2.2428,2.0388,2.9307,2.3798,1.8794,2.6045,0.3282,0.1789,1 
-1.2876,-1.5382,1.7863,0.0514,2.4843,2.2067,1.8043,2.2285,2.4812,1.6114,2.476,3.8293,1.4345,3.7206,1 
-0.4877,1.7313,1.8024,1.6424,0.8072,1.6574,0.0417,2.5714,2.2149,2.7296,3.5759,3.6219,2.8002,2.3788,1 
1.5219,-0.5623,2.9127,2.0404,2.3058,2.439,1.5497,1.1697,0.8961,3.8248,3.9394,4.009,1.9402,0.8619,1 
0.4722,-0.4995,2.5722,3.7231,1.5668,2.2151,1.9758,1.6612,2.8888,2.1829,2.0131,2.4265,0.7636,4.5013,1 
-0.5609,0.4966,2.8587,3.1239,0.857,2.5205,1.8223,0.6796,2.3784,3.2932,1.6048,2.7907,1.4939,3.1328,1 
-2.3384,-0.2521,0.0828,1.9027,1.2292,1.4611,1.9139,3.4294,1.0749,2.0706,2.2064,1.9628,1.0623,0.7178,1 
1.0434,1.3085,1.8865,1.968,3.4645,2.0436,0.6139,3.7915,3.4983,0.8412,1.7621,2.09,1.9208,1.82,1 
-0.8905,-0.0274,2.7535,1.4363,2.3399,2.687,0.3732,1.5153,0.1134,3.8659,2.1616,1.8853,2.2917,3.379,1 
1.2692,1.4063,-0.8226,-0.2979,2.7328,2.1618,1.9073,1.3111,1.6551,2.3553,2.4608,3.3725,1.1345,3.1137,1 
1.9551,0.5639,0.5776,2.9465,0.012,2.2312,1.6937,0.8789,3.8531,3.9387,0.1076,2.2238,2.3235,2.7656,1 
-1.7999,0.4869,1.8479,0.558,1.7987,3.4031,1.8343,-0.3126,3.3517,0.9315,-0.2136,1.5554,1.1525,2.2435,1 
-0.4384,-0.1006,1.4704,3.2603,0.9106,4.2892,2.6553,2.1391,2.801,3.0855,1.7777,2.8497,2.4931,-0.3823,1 
0.852,-0.4457,2.8416,2.1973,1.8491,1.9027,2.3919,2.6026,2.5165,2.0897,1.9344,1.1353,2.7113,2.7705,1 
-1.6726,-0.8227,2.0721,3.0418,3.4951,-0.8701,1.9258,2.3937,2.0037,3.0957,2.4546,1.3326,2.8159,1.9673,1 
-1.4332,-0.9489,1.7972,0.7616,2.5252,2.747,3.4745,3.719,0.9863,1.2757,3.3258,1.8722,3.2379,2.5588,1 
-0.8764,-1.3205,1.5157,2.2364,1.6691,1.17,2.6223,2.355,0.9888,1.5055,1.1205,4.7176,3.3792,1.4976,1 
-0.3106,-0.2914,2.2619,0.5211,3.285,1.5388,2.8497,3.1121,2.5343,0.183,1.951,3.2783,2.4738,3.1109,1 
-0.2824,-0.729,2.6398,3.1908,2.1775,1.9106,0.8229,2.1779,1.7361,2.8924,2.1658,2.3379,1.5764,0.4712,1 
0.6784,-0.7172,3.7999,1.9237,2.9842,3.4404,-0.9505,1.5567,-0.9463,-0.2139,0.8781,2.0215,2.6986,2.5664,1 
1.0188,-1.2664,2.2457,1.5563,0.8364,1.3471,1.6827,2.1069,2.7502,1.5925,2.7741,2.4022,1.1278,-0.2673,1 
2.4184,-1.5091,3.1833,2.9852,3.0573,2.2595,2.2967,1.9099,0.7655,3.7741,3.9447,2.3584,2.1906,2.2649,1 
0.0851,-2.7131,2.0916,1.4217,2.9207,1.9248,2.6184,1.6948,2.1294,2.2958,1.4418,1.2673,1.0435,1.5958,1 
-0.307,-0.1029,3.3555,0.672,2.2709,1.9643,0.122,1.0914,0.7283,2.0707,1.2168,1.3779,1.4048,0.3102,1 
-0.7482,-0.2317,2.1241,0.9562,1.8922,2.7877,2.1549,0.9664,2.366,2.693,1.695,1.3,2.2306,4.2451,1 
1.3477,-0.576,2.7331,0.3432,2.246,1.4947,2.3189,1.1747,2.9387,2.4865,1.8698,0.6064,2.0583,2.1064,1 
-0.6206,-0.4379,0.8282,1.4467,2.2466,2.1787,2.0554,2.3327,1.8387,1.7314,3.9424,2.1711,1.3166,2.7182,1 
0.4795,-0.1773,4.4888,1.252,2.8094,1.6956,-0.3349,1.5992,2.5807,1.9033,0.7509,3.9648,-0.3085,0.2845,1 
