Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Class
3.3104,10.9444,2.5164,2.5237,3.2022,1.6692,1.8547,2.7009,0.7537,1.9722,3.3029,0.5762,2.4507,1.1429,1 
2.0797,8.3429,2.2133,1.9925,1.4663,2.6019,0.9487,0.6501,1.4841,1.4031,2.5263,1.9724,1.5489,0.0866,1 
1.7774,12.0193,2.2869,0.783,-0.5342,3.6361,2.869,2.1073,1.5192,2.0609,1.2244,2.1182,1.1289,2.6152,1 
2.5804,11.6123,0.6609,1.4169,2.7194,3.635,1.3433,2.2395,1.5561,1.9667,2.5343,2.2049,1.5247,1.2665,1 
2.172,11.0427,2.5123,1.4054,3.3578,2.4434,4.3473,2.5008,1.5878,2.8076,2.2464,2.5527,0.7206,1.6728,1 
1.1846,10.3466,3.6372,1.7234,1.8546,1.8851,3.6767,0.6598,3.2919,2.8736,0.6492,2.1929,2.9309,2.5257,1 
1.4459,10.9327,2.4414,1.3504,2.0335,2.9615,0.5879,-0.5603,1.1642,2.1022,3.4621,-0.08,1.2875,2.4575,1 
1.2301,11.0979,2.8597,1.4074,2.628,0.7065,1.967,1.3266,1.6026,1.7396,3.3486,3.5063,-0.4352,3.1031,1 
2.3852,10.4608,2.921,0.6299,2.7123,1.3897,0.9642,0.0626,1.3266,2.3588,1.328,2.6309,2.1836,-0.53,1 
0.8231,10.8345,2.1447,2.0889,1.709,0.5685,2.4112,0.1276,-0.4236,1.8029,3.0398,-0.2913,2.8201,1.1144,1 
-0.1998,9.15,1.98,1.376,3.6029,1.9288,1.7962,2.2786,0.8917,1.7999,3.7229,2.2206,2.5119,2.5627,1 
-0.0219,10.5549,1.4917,2.9697,1.3993,1.2889,3.5908,2.3925,1.7804,1.5709,1.6345,3.9967,1.2769,2.3472,1 
1.1358,9.848,2.8121,2.3334,0.3593,2.995,3.0126,0.55,1.0526,2.8163,2.6602,0.0935,1.1058,1.4947,1 
2.095,10.2899,2.4441,0.3123,2.0517,1.6875,0.4009,2.4192,1.3264,2.2133,0.443,2.5762,3.8024,1.9034,1 
2.3911,9.4983,3.1341,2.1614,0.9746,1.7387,1.9381,0.2493,1.2843,1.3732,1.5262,2.6547,2.9275,2.0048,1 
1.5728,9.8002,2.18,1.6616,-0.5918,2.3039,1.0972,2.1491,1.8195,2.0227,1.7021,1.867,2.8516,2.1296,1 
1.9407,10.7543,1.2512,1.8698,1.6995,0.2727,0.9704,1.6028,2.7414,2.7522,0.1515,1.549,2.585,3.696,1 
1.6234,9.963,2.2364,1.9824,3.0537,0.2166,1.8605,2.6346,1.42,0.0626,2.1337,2.5313,1.24,1.8779,1 
2.6655,9.2609,1.2043,2.2578,3.1217,2.6322,2.0527,1.5394,2.1599,3.4656,1.7244,0.5459,1.8307,1.3099,1 
2.2749,8.5138,1.8337,0.6324,-0.0659,3.9096,1.17,1.9148,1.1036,3.6033,1.1024,2.7791,3.1471,1.3266,1 
1.5826,9.718,0.5357,3.4588,2.0427,1.1462,1.8548,1.532,2.2361,3.321,3.5929,2.0265,2.5929,0.8244,1 
1.8289,9.0232,2.8997,0.9696,2.7416,2.8315,2.0783,1.4046,2.821,0.3371,2.3414,1.4786,4.8901,3.6209,1 
2.2643,9.3121,2.7556,2.3162,0.7186,1.9665,0.9016,2.7955,1.7226,2.2415,1.5123,2.0137,2.5409,1.424,1 
1.9791,10.0525,2.2124,0.7526,1.0224,2.2656,2.612,2.9092,1.2818,0.5357,2.5427,2.0191,1.3399,2.2924,1 
1.6201,11.1684,1.7909,2.5833,3.1598,3.2227,2.2801,1.8782,0.899,3.4994,2.6995,2.202,0.8566,2.9891,1 
2.7026,9.8234,2.3174,4.1156,1.9198,2.0528,2.7475,2.3637,1.0727,2.5555,2.8208,2.2952,3.5079,1.8545,1 
1.8435,10.8262,0.6949,2.4843,1.4052,4.0465,1.0583,0.38,1.5542,1.625,1.9193,0.5364,3.6326,2.3983,1 
2.0892,11.4658,2.3495,3.9334,0.1897,3.9347,4.3094,2.7777,2.3282,2.1272,2.6718,3.2597,3.0267,2.5007,1 
2.1157,9.973,-0.4133,2.8938,3.0345,1.9972,2.5984,3.085,1.3966,1.3523,3.8963,0.8953,1.9185,1.5394,1 
0.6831,8.5812,0.6842,2.4019,-0.3328,0.4322,0.5863,3.3415,1.2905,1.9248,3.0122,2.5699,2.3136,0.6352,1 
3.0401,9.9528,2.568,1.7433,2.4889,2.5882,4.468,1.7234,0.8967,1.0781,0.0887,1.9393,1.7606,2.361,1 
0.1556,11.5882,3.8012,0.6987,1.7035,3.8754,1.6138,1.5578,1.6166,2.5099,2.0974,2.901,3.4868,2.5079,1 
3.3433,10.0608,4.3718,2.4611,1.209,2.3495,3.7257,2.065,1.663,3.5131,1.2025,2.4116,0.751,2.4048,1 
4.9853,9.638,3.269,2.0861,1.3167,1.7088,1.4354,1.4236,0.3453,2.6604,3.5971,0.1415,2.8737,2.1732,1 
2.2148,9.869,1.9455,1.9506,3.1199,1.7669,1.7225,0.6824,3.7938,0.8261,4.5549,0.3768,2.4422,2.033,1 
0.9078,10.5132,1.8621,1.4111,4.1814,1.3891,1.4227,0.896,4.4839,0.594,3.2798,2.1799,1.658,1.0358,1 
1.85,10.4775,3.6,0.9427,1.9184,0.4287,1.7516,2.3481,0.7992,0.5462,1.5501,1.9444,3.4741,3.3908,1 
1.8252,9.5867,2.6353,0.9819,3.1303,2.9935,3.6946,2.924,2.1061,2.7307,3.2248,2.7617,3.8522,-0.1629,1 
3.6427,9.0611,1.2057,0.6619,1.3677,0.7795,2.8765,1.0764,0.7682,1.8155,0.4384,1.6977,1.3825,0.4073,1 
2.9699,8.7472,2.6782,2.657,4.0184,2.1537,2.2955,2.2824,2.0328,1.6353,1.0801,1.3898,3.0954,1.3114,1 
1.1442,10.4105,3.4166,1.5238,0.521,2.1137,4.5827,0.9488,1.9564,1.8747,1.4566,1.5154,2.1506,2.4818,1 
2.1843,10.0636,2.7781,2.0739,2.0427,1.8423,0.7895,3.3535,2.883,1.7549,2.3409,2.1576,2.3031,2.1661,1 
1.9505,9.7398,0.6563,4.4159,1.5603,2.6703,2.6064,2.1006,1.7573,2.4393,2.2312,2.0721,2.123,0.987,1 
2.6074,7.7239,1.3021,0.1399,1.1562,2.8199,1.3969,4.8877,1.4624,2.6373,1.8292,2.8844,1.1951,2.2166,1 
1.4995,9.3553,3.3753,1.6584,2.9145,2.2218,2.2022,1.5587,1.3892,2.4133,2.6802,2.4516,1.8722,1.7565,1 
2.3392,9.3672,1.6694,-0.1034,1.2389,3.54,0.7143,2.2283,2.7466,2.7772,1.6568,2.1224,0.7579,3.8197,1 
1.553,8.8618,3.3445,2.8183,1.8452,2.6658,1.9121,2.7238,2.0248,2.358,3.9963,1.5387,0.6491,1.2948,1 
1.6334,9.5792,2.2834,1.0226,1.1925,2.6408,2.5139,2.3127,1.9102,2.6775,0.5896,3.2441,2.3443,0.9234,1 
0.1469,9.7387,2.856,2.0207,2.5215,1.3853,3.4588,1.0855,2.0226,1.1812,1.7915,1.3676,2.7263,3.9544,1 
0.5219,9.4957,2.8886,2.9618,0.5135,3.7145,0.1984,2.6578,2.1486,2.1133,0.7172,1.0733,0.7583,2.464,1 
2.4954,11.1021,2.079,1.3664,1.942,2.1647,1.6698,1.2549,2.5919,0.8012,2.5122,2.9218,1.7815,2.1865,1 
0.956,9.6294,3.5285,1.7754,1.4809,2.8437,1.8112,0.1416,2.9054,0.9974,3.0336,2.5815,0.9384,1.3253,1 
1.0696,10.7445,1.1133,1.2206,1.306,1.9067,2.2394,1.2805,3.4968,0.2495,2.8763,1.8265,2.1327,0.6041,1 
1.9137,10.703,-0.0705,2.2238,1.7318,2.342,1.7173,3.6308,2.3741,1.8186,2.2586,0.8537,2.524,1.2523,1 
3.0121,11.3846,2.2039,3.2579,0.7412,2.8032,0.9166,1.8336,1.7717,2.2491,1.015,1.8714,2.7872,0.0889,1 
2.4149,8.7239,1.4521,2.1198,3.2923,3.3865,2.7576,3.3197,2.1325,1.3319,2.0728,2.5711,2.3836,1.6726,1 
1.4893,10.3742,0.8202,2.9206,2.3977,1.2502,2.9468,2.1442,3.4634,1.2198,3.5531,2.1435,2.2606,2.5828,1 
3.0067,9.2243,2.5915,1.2647,3.3287,1.3774,0.8345,1.937,1.6325,1.8816,1.1753,1.858,0.6424,1.0591,1 
0.6117,10.8256,1.2387,1.3503,1.0202,1.7999,3.0144,1.1835,2.0641,2.0824,2.3032,1.8807,0.6732,1.7332,1 
1.5524,9.894,3.4986,0.2746,0.3396,1.993,1.6776,0.9041,2.9436,2.2203,3.4883,1.3422,1.429,3.7525,1 
2.0954,9.8335,1.017,0.8487,3.6069,2.2603,2.4116,0.967,2.3158,2.7616,0.5545,-0.1125,1.2547,2.7037,1 
-0.6367,10.2852,1.6912,2.9327,1.7379,2.4325,1.7649,3.0584,1.5266,1.7975,1.9693,1.9181,1.2368,-0.0313,1 
3.2581,11.376,1.263,3.3443,2.2349,2.2489,0.7641,1.2223,-0.1823,2.2295,0.9131,1.5986,1.4081,2.5976,1 
2.0349,9.6342,0.3837,2.7548,1.239,1.421,1.6522,1.3353,3.7015,2.8516,2.6101,1.9003,1.726,0.9494,1 
2.1283,9.1978,2.8528,3.9568,2.6619,1.0942,2.3659,0.9312,2.4413,0.4918,2.716,3.0817,1.3687,1.3623,1 
1.65,9.6284,2.587,3.705,1.85,2.3439,3.1901,2.5348,2.198,2.4232,0.7792,2.4719,1.259,2.0322,1 
1.739,13.1757,3.2068,1.6559,1.4822,3.1805,2.8088,2.0749,3.662,1.8092,1.509,1.908,3.2698,2.7875,1 
1.1989,10.5269,2.1309,1.5533,2.2028,1.785,1.9797,1.1168,3.7483,2.7406,0.4179,1.5018,2.2745,1.7777,1 
2.5809,8.042,1.4202,3.7948,1.5303,1.2626,2.0452,1.7863,2.7614,1.6859,1.8205,1.1665,2.0166,2.125,1 
1.7282,9.4393,1.3277,1.0741,1.7441,2.0143,2.8627,0.9462,2.4527,2.9809,4.0969,1.4892,1.0025,1.6839,1 
3.9411,12.7188,1.8538,3.3732,1.7024,1.2568,1.0577,2.8385,2.9256,-0.4679,1.2416,3.5727,0.3397,2.8817,1 
1.0971,9.8942,1.282,2.0344,3.7677,1.8465,1.2974,2.2703,2.4009,1.209,2.203,0.3521,0.6998,1.6797,1 
1.2504,9.8691,1.5318,1.7266,1.7176,3.7097,2.2556,2.8957,-0.2866,1.5404,0.7597,2.0312,2.6593,1.5427,1 
3.1743,9.3489,1.1052,2.5472,1.3734,2.774,1.485,3.0796,0.9074,2.8567,0.645,2.3718,2.1674,2.2962,1 
2.0241,9.4422,1.2457,1.11,4.3117,3.2149,2.2527,1.3352,1.6603,0.7793,2.1151,1.235,1.5313,1.1777,1 
1.757,10.5487,0.1661,1.5708,1.8012,2.1403,2.3946,2.4305,1.4994,3.1891,1.1976,1.4344,1.4142,1.9457,1 
3.6168,8.9204,2.0886,3.5451,1.0912,1.141,2.4441,2.2157,0.9817,1.3869,1.8828,2.1953,1.617,0.2262,1 
3.0742,9.6958,1.7467,3.51,0.7456,2.1572,0.1329,1.7165,0.987,0.549,0.9574,2.7562,1.0356,0.7875,1 
2.7748,8.7962,1.4311,3.4064,1.5488,1.4419,1.5794,1.0516,1.5826,2.4306,1.8206,2.2668,1.5184,2.8823,1 
2.2774,11.398,2.3639,3.0464,0.1368,1.0033,2.2507,1.3256,2.5556,1.1728,-0.0679,1.5297,0.6943,0.1443,1 
0.9496,10.4519,1.5832,2.5617,2.5126,2.3223,3.7068,1.2507,2.1171,0.9715,1.0596,1.646,2.0369,0.3182,1 
1.2856,9.191,2.6452,0.5428,2.0075,1.3603,2.3916,2.3079,3.6376,2.6183,2.8268,3.3983,3.9958,3.1135,1 
1.3766,8.893,1.4394,3.7595,2.0999,1.6836,1.76,2.9356,1.722,0.6928,0.9177,0.7334,1.8475,1.0743,1 
2.5806,11.4495,2.0645,1.6148,2.559,3.9622,3.5631,4.4523,3.2605,1.406,1.1387,2.6544,3.0852,2.3201,1 
1.4692,9.8483,1.2718,-0.4284,0.3853,2.5771,2.1988,2.8627,2.2131,1.6912,1.6549,1.3896,3.3435,2.5615,1 
1.7307,10.0474,1.1819,1.1841,1.793,1.8934,2.0477,1.4391,1.2858,0.2543,1.8371,1.6873,1.3728,3.473,1 
0.988,10.216,2.0131,2.0367,0.2653,1.9161,1.5201,2.3707,0.7786,1.2413,2.3823,2.5207,1.7935,0.7449,1 
1.5962,10.1901,1.8306,1.6872,2.3151,1.5826,2.837,2.245,2.6733,1.113,3.1832,2.3643,2.149,2.5327,1 
2.1118,10.338,2.879,1.8096,0.9287,3.7845,2.1853,3.0561,1.7086,3.5189,2.1075,2.3718,1.8066,2.8424,1 
1.6054,11.4049,1.2615,2.0757,3.5056,1.9166,1.856,4.1771,2.3669,1.9323,2.7709,1.955,0.9363,3.1275,1 
2.0747,9.6148,3.3076,2.0202,2.3672,2.157,0.5109,1.2633,0.8961,2.8331,0.2042,3.6182,1.0255,4.1591,1 
1.8834,8.5525,0.9751,0.6653,1.3499,1.3041,1.1208,-0.7749,3.1069,1.6296,1.4567,1.8941,3.1661,2.2674,1 
2.882,10.633,1.8459,2.2259,1.0236,2.2848,1.716,1.6693,2.2719,1.8345,2.8482,3.3627,0.7313,2.5347,1 
1.3942,10.7949,1.5684,2.9808,0.0933,0.6491,0.896,1.9479,1.6425,2.7581,2.3717,0.5112,1.0522,0.0332,1 
1.9318,10.8539,2.3916,3.0872,2.4675,3.2004,0.7608,2.1898,2.3451,1.8139,1.6099,0.9106,2.5816,4.1711,1 
1.4751,9.735,1.5848,3.419,2.5844,2.1884,-0.0123,0.5749,1.6859,0.7436,2.6701,2.0318,2.7484,2.2881,1 
1.2809,12.9179,1.5779,2.4528,3.2412,2.7662,2.725,2.8805,1.8102,0.5556,3.0279,2.581,0.7184,2.3865,1 
1.3064,11.1977,1.9656,1.8913,0.6354,0.8595,3.1868,2.4198,2.4122,4.1689,3.089,0.8574,2.0901,1.4183,1 
1.311,8.1572,2.4641,2.4731,2.4027,1.6153,2.0586,-0.2932,2.2711,1.1411,3.0338,1.2474,0.3423,2.3096,1 
2.149,9.9794,3.5627,2.1046,2.0075,2.6916,1.1815,2.0168,1.5605,3.5488,3.9509,1.1913,2.1304,1.9938,1 
2.5937,10.2552,2.0067,1.4738,1.0494,2.3789,2.5658,0.9107,3.8609,1.8349,2.3989,0.4413,2.051,1.5856,1 
1.2625,9.8024,0.3943,0.8114,2.7735,1.5898,3.4025,1.6255,2.4665,3.3237,4.1448,1.1455,1.1323,3.2344,1 
1.1059,9.5859,3.563,2.0985,0.0561,3.5983,1.7738,1.2793,2.7787,1.3368,0.363,3.3434,1.5378,2.6994,1 
-1.1737,9.8887,1.5015,2.4467,3.1599,2.1832,3.3026,2.7024,1.792,2.2931,1.9573,0.2995,1.3939,1.4708,1 
1.114,10.5945,3.1366,4.9456,3.0865,1.2919,2.2399,1.3804,0.5014,4.3277,1.8954,3.6211,1.0881,0.4427,1 
4.2827,10.2162,2.9515,1.9104,2.6544,2.753,1.7659,1.1239,0.4848,1.1017,2.5614,2.3498,2.3645,4.2683,1 
0.1943,10.3593,2.1196,2.0728,2.9658,3.3707,1.9373,2.0119,2.9367,1.3581,0.8485,2.7537,2.4226,1.124,1 
3.2264,10.4512,0.0969,1.4173,2.2839,3.0275,3.169,3.6781,0.1325,1.1437,4.542,2.9637,2.7263,1.0737,1 
2.2676,9.6555,3.4849,2.6462,0.879,1.105,1.6502,2.0963,0.9862,1.3707,4.7424,1.1374,1.5378,4.1528,1 
1.7664,9.8689,2.754,1.1051,1.881,1.1638,3.5846,1.761,0.9331,0.6263,2.8331,2.5338,1.0943,1.3136,1 
1.5384,9.3742,2.8599,3.5854,2.1346,1.0541,1.3764,2.6608,0.5782,1.0324,0.7227,2.2865,1.7549,2.6974,1 
2.1969,10.8545,0.8037,2.3112,3.4106,2.5357,1.5793,1.0518,2.3542,3.6626,3.5724,2.1779,1.2686,2.3938,1 
1.0642,9.9684,0.9124,0.61,2.257,2.6682,1.0307,0.5407,1.2912,2.1031,2.6946,2.1588,1.2649,1.152,1 
2.0142,8.9386,1.5313,0.9962,3.1233,3.1422,2.4724,0.6525,1.1266,1.3875,1.9845,1.1261,4.2992,4.2238,1 
1.3026,8.6694,3.0537,3.6139,1.7603,1.1303,2.442,2.7808,1.8106,3.9419,3.0293,2.2302,1.0062,3.9951,1 
2.4514,10.2645,2.6392,1.8587,2.4835,1.5006,1.8454,2.3849,2.9738,2.2022,3.3035,1.2087,2.358,2.0118,1 
1.3819,10.0659,1.6571,1.4583,1.5828,1.128,2.9964,2.7283,3.6778,-1.0186,1.3949,3.7362,0.9616,1.013,1 
1.2573,10.7606,1.7626,3.7993,2.0391,0.0916,2.4272,2.0621,1.9658,2.8994,3.0233,2.3815,2.9276,2.602,1 
3.4462,10.5162,2.3877,1.9849,2.1226,1.7656,1.0963,2.4057,1.6771,1.7558,1.9364,1.4154,1.8927,2.9083,1 
1.9468,11.4648,-0.0847,2.1624,2.6396,-0.0374,3.8945,0.9517,1.4546,3.3102,2.2332,1.8791,1.7081,2.3589,1 
2.5708,10.4543,2.2229,1.064,2.2562,0.0985,2.8689,0.6692,1.7712,2.7074,2.5301,1.6083,2.5578,2.2526,1 
1.8471,9.1332,2.3191,2.1142,1.8218,1.8034,2.8496,3.3532,2.6816,2.4681,1.2999,2.8923,2.5959,2.042,1 
2.2058,9.1787,2.8514,2.4721,1.467,1.1624,2.6466,3.6996,1.2818,0.8838,2.3387,2.5411,1.139,1.4533,1 
2.0111,8.4044,3.1379,0.4197,2.5865,0.8766,3.1795,0.9016,2.805,3.5846,1.0951,2.9699,2.348,2.465,1 
2.4345,8.4381,2.2877,0.1405,1.7695,1.9318,2.0738,2.2267,1.1738,-0.3601,2.0593,1.2317,1.0308,1.2091,1 
