Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Class
0.2116,10.2539,3.1873,1.7316,2.0951,2.9667,1.4566,1.4172,2.9452,1.1,2.7702,2.3569,1.4515,2.2487,3.1058,1.9656,3.3926,2.151,2.9792,1 
3.5775,8.9775,1.8126,0.2545,1.4564,1.5765,2.4577,1.1523,1.7302,2.3266,2.8855,1.7839,3.02,0.1958,3.4247,2.0975,1.1281,2.5234,2.6472,1 
1.4214,10.6058,2.039,1.1501,1.4912,1.7103,2.9057,1.781,2.5175,0.7936,1.1983,2.6959,2.9369,0.6029,3.7164,2.3167,2.7055,2.3171,2.4545,1 
2.5344,10.9431,3.5587,1.3603,2.4115,2.541,3.0211,1.0258,1.5634,3.409,2.1314,0.6578,2.3112,1.8205,3.1245,2.3336,3.6442,1.5691,1.1013,1 
0.7162,10.3875,2.057,0.2956,0.9763,1.293,0.6771,0.8552,2.3175,1.2304,1.3803,1.9188,2.8505,3.5086,0.9534,2.0731,1.8645,0.9102,1.4995,1 
2.1448,9.9991,1.4787,-0.3097,2.8885,2.093,3.2697,1.283,1.9675,2.2982,1.9213,2.2511,2.7544,3.4995,2.6671,0.0195,2.1676,2.8115,1.1245,1 
3.0397,8.645,1.8775,4.2428,3.1344,2.7018,2.2851,-0.4162,4.2318,0.975,2.2135,1.7607,2.2698,3.8629,1.4244,1.3132,2.9983,2.3194,2.8534,1 
0.9924,8.4294,2.3026,2.0567,2.8357,1.9607,1.6684,1.946,2.4586,2.9438,2.6151,0.0323,1.7132,3.641,0.7584,2.6235,2.137,3.0306,1.8631,1 
1.7277,8.8892,1.3198,2.2234,1.3832,2.4856,2.1233,3.212,3.6262,1.8812,1.1761,3.6035,0.2865,2.1374,2.51,3.3604,3.3835,1.4482,0.8891,1 
1.2432,10.6035,0.921,2.4678,1.5553,3.5404,2.5275,2.1374,1.622,4.1316,0.5947,2.5089,0.3757,2.6548,1.7432,2.4952,4.7894,1.3589,1.3827,1 
2.2829,10.479,0.0248,0.8442,0.9837,1.841,1.2686,1.8293,1.9916,0.91,2.2785,2.3443,2.7143,2.2788,0.5916,0.689,1.74,1.3513,2.7768,1 
0.6202,11.3104,1.0833,1.5462,2.4465,4.3166,0.6767,1.6457,3.6574,0.9559,0.8591,1.2862,3.1145,0.7812,1.9192,1.83,3.0431,3.2664,2.6326,1 
1.1337,10.871,0.9869,2.5083,0.4413,0.6599,3.5347,0.9727,1.7915,1.1453,1.8915,0.6405,2.5252,0.5803,1.4291,2.1319,3.3941,0.6298,1.9988,1 
2.4491,10.7077,2.8951,-0.3175,2.016,2.4216,2.5926,3.8494,1.1579,2.1798,0.6508,1.7027,1.8596,0.9723,3.9218,1.2627,1.3952,1.9224,2.3629,1 
2.5241,11.2057,2.2294,2.2415,2.3396,2.0435,2.2384,1.4313,2.4475,2.0722,0.3804,4.1943,1.886,3.5724,2.506,2.3922,1.1808,2.6338,2.3141,1 
2.6871,9.8868,1.1152,2.5502,1.9724,2.7391,0.367,1.6846,1.5563,1.3024,1.2987,2.4104,3.0021,2.6263,1.5155,2.0013,2.3416,2.4416,1.5591,1 
-0.0356,9.7592,0.7033,1.3448,1.3393,2.9052,2.9131,3.0182,2.4347,1.4101,4.0632,2.0038,4.2398,0.4745,1.8767,1.5264,1.9499,2.4774,3.6016,1 
2.2947,11.5151,1.4219,0.2494,2.6236,1.3477,0.8251,3.157,1.9063,1.0046,1.4688,1.8058,1.5181,2.3191,1.8195,2.2026,1.6573,-0.5055,2.7172,1 
1.2564,11.0091,1.5456,0.9288,2.6749,2.0981,1.1998,1.4848,1.1986,2.2542,2.2101,-0.1665,3.7828,2.7719,2.8557,1.3979,1.7449,0.2071,1.3392,1 
1.7168,8.8218,1.4143,1.9048,2.7396,3.2571,2.0543,0.7035,2.614,0.029,1.8967,3.8174,0.5785,2.3868,1.7813,0.8454,1.64,0.7953,2.7403,1 
2.6479,9.0684,2.8099,1.1804,0.6337,0.3619,1.32,4.1404,2.871,1.2458,-0.041,1.1825,1.0569,1.4619,1.4317,1.3292,1.7091,2.261,2.9489,1 
3.065,10.9396,2.4228,1.2857,3.3299,0.7363,1.2572,2.6239,1.2237,1.8344,1.3448,2.6997,2.4989,2.1681,2.7085,2.1583,1.6757,2.1834,-0.0287,1 
2.9739,9.0368,2.7627,4.4333,2.6696,2.6812,3.7112,2.5971,3.5832,2.2687,2.0505,1.4692,4.2454,1.1993,1.5829,1.7448,0.3454,1.7358,2.836,1 
2.2278,8.8768,2.1268,2.3952,2.5119,1.8078,-0.0525,2.0232,2.2908,0.6123,1.6369,2.9936,2.1176,1.0195,3.3593,3.566,1.4422,2.0474,1.4479,1 
0.698,10.6209,3.4445,2.1135,2.8444,1.082,-0.1677,2.5594,3.5337,1.8902,2.8575,3.3607,0.7749,2.7368,1.3416,1.8004,2.0823,1.2558,3.571,1 
-0.0638,9.8727,1.7834,3.167,1.7794,3.1267,2.0692,1.48,1.7484,1.0764,0.003,1.7651,1.0454,3.6915,1.2586,2.4345,0.5753,1.4456,2.6278,1 
0.6541,10.1733,1.4594,1.8378,2.1694,1.5699,2.4065,1.6147,2.0672,2.9883,0.7466,1.7218,0.0932,1.8784,0.1896,-0.7845,3.1577,3.0118,2.5165,1 
2.3326,10.1648,3.8415,1.8798,2.5217,2.7767,2.3323,2.0076,1.3343,2.2454,1.9849,1.1272,1.57,3.6671,3.6865,1.4039,3.3574,2.5892,2.7829,1 
2.0576,10.804,1.2111,2.7479,3.5611,2.3712,1.96,0.5407,1.07,1.3252,1.3193,0.9124,1.3086,0.9762,2.8951,-0.208,0.6479,1.2771,1.7276,1 
2.24,10.2115,3.4773,1.5808,3.3523,2.088,1.3829,2.5243,3.8469,1.4844,1.7473,1.7293,3.792,3.2917,2.6316,2.6903,2.2998,2.0927,0.7823,1 
1.9863,10.6097,2.2571,0.579,2.0897,2.4889,1.0338,2.2678,3.4008,1.8178,2.5991,1.8724,2.8093,3.6332,1.7024,1.8762,1.7727,1.5962,2.3003,1 
2.0309,9.5888,0.6751,1.9592,1.2307,0.442,0.7345,1.8891,2.0662,0.0905,2.4302,2.5907,1.9027,2.0535,4.0669,1.4365,3.6603,0.9831,2.5515,1 
2.7778,8.3412,2.1793,2.4391,2.6147,0.9209,2.1342,1.3152,3.4382,3.7112,3.4759,1.782,0.3499,1.2876,2.5602,2.1363,0.0616,2.3719,3.3275,1 
2.671,9.9954,2.6034,3.0267,2.3408,1.1353,0.4004,2.5723,3.222,2.9022,0.792,1.1038,1.2954,0.7874,0.7414,2.0396,1.4451,0.8765,1.8718,1 
0.6611,11.8962,2.7059,2.3666,3.1029,3.5526,1.7897,2.2171,3.2661,0.8245,2.1733,2.113,1.9138,0.6491,1.7013,2.8812,2.8453,2.0509,2.056,1 
1.8833,10.4578,3.2058,1.0885,2.8792,1.4648,1.0921,0.201,3.0872,1.9627,2.2264,2.5022,2.2109,3.3159,0.5768,0.6906,3.2249,2.399,1.8633,1 
1.3177,9.9331,3.1376,2.2411,2.2325,3.5162,1.2488,1.9158,1.8121,3.2912,3.2582,2.663,2.5614,1.7067,2.6547,3.1767,2.8599,2.5186,1.5709,1 
3.3844,9.4033,1.984,1.5842,3.4967,1.1696,1.473,2.1652,1.6528,3.0744,0.7055,0.9989,1.3873,1.2954,2.3581,3.273,1.6196,4.0697,1.5802,1 
0.9397,8.5943,1.7067,2.0469,1.3933,2.9764,0.5958,1.9146,2.6108,1.0465,3.4889,2.2702,1.71,3.8766,2.6334,2.4775,3.1067,2.808,2.9028,1 
3.1777,10.8645,2.9562,1.006,2.0162,2.1229,2.6798,1.4243,2.211,2.6986,2.1544,2.8899,3.146,4.0689,1.2424,2.626,1.8169,2.9678,2.2653,1 
0.0421,9.3148,2.384,1.4136,1.5735,2.9221,1.1465,2.0797,2.4597,1.7069,3.0387,2.4434,2.5614,2.0866,1.0965,4.2105,2.396,2.2615,2.8379,1 
0.8118,10.3386,3.2669,3.09,2.551,2.019,2.8125,3.9059,3.0444,-0.2479,1.0459,1.0993,1.0591,1.2431,2.0035,4.9011,2.9818,1.2318,1.958,1 
3.2923,10.252,0.4347,2.5581,-0.2835,1.4483,4.7399,1.452,3.0428,3.1802,0.3218,1.5831,3.5731,4.2393,0.4972,0.3995,0.9441,2.7143,1.6625,1 
0.0816,11.3771,2.5893,1.6903,2.1497,3.565,2.1648,0.8193,0.6995,0.7102,1.9526,0.578,1.2536,2.658,3.2086,4.0673,3.0615,2.1361,0.0241,1 
3.6256,8.952,1.1261,3.1503,1.9163,1.9813,3.6977,1.8937,3.786,1.1429,1.1079,2.2632,0.498,2.5211,2.3042,3.3089,2.4535,2.564,0.8917,1 
1.7763,10.1519,1.181,1.9206,1.6904,2.3867,1.0857,2.7541,2.9221,1.8061,1.0905,0.8065,3.4045,1.1769,1.6433,3.5956,0.9956,3.2564,1.1678,1 
2.8294,10.5233,2.4654,1.5685,0.7553,1.6893,2.2984,0.3394,2.0984,1.3457,3.6565,1.5799,3.4059,1.9704,1.9145,2.1187,2.9451,2.0052,0.1631,1 
0.7305,11.3923,1.3184,1.8899,1.4464,0.6045,3.397,0.2861,1.9733,2.8032,1.8035,2.9078,1.0826,3.3972,2.1718,2.1269,-0.1068,0.7744,1.7175,1 
1.8401,11.1367,1.3348,1.7937,1.9809,1.6329,0.9816,2.1449,2.1691,1.5216,3.2812,2.6883,3.1152,2.7615,3.4855,2.8498,2.4937,0.9096,1.6755,1 
2.0779,9.9071,1.4809,0.9498,-0.3028,3.4904,1.5375,1.7637,3.7924,1.8472,1.7695,2.4485,2.0807,2.2086,2.7689,1.5595,1.6809,2.1106,0.9378,1 
2.613,8.9781,0.085,0.0636,2.1371,0.5872,1.6601,0.7889,2.4836,4.8616,2.5058,1.2534,2.1936,1.6919,3.444,1.3629,2.2612,2.1479,2.7381,1 
3.4108,10.2752,1.2591,0.8063,2.073,0.1439,1.5175,2.4425,0.2833,1.8726,1.6878,0.9387,1.9006,2.5302,2.2329,4.3271,1.7939,1.5744,1.7328,1 
0.7042,8.4081,0.1156,1.793,3.8427,1.2339,2.7403,1.9605,2.1209,1.5871,1.0464,2.6911,2.5881,2.2844,1.222,1.955,0.8613,2.5508,0.8142,1 
0.8707,9.5251,1.6468,2.4278,3.5987,1.7983,1.7762,3.2388,1.2092,1.2222,1.0135,2.5264,2.3102,2.8187,2.5944,3.3196,1.2706,1.9863,2.2507,1 
1.3207,13.4054,2.8429,2.0218,0.8447,2.0038,1.3559,1.2532,1.0175,2.4053,2.9852,1.0597,3.2918,3.3525,4.2822,2.0551,0.7027,1.5037,0.7057,1 
3.5979,9.6724,3.7845,3.0513,2.6504,1.3208,2.2037,1.7509,0.3557,1.9142,2.7746,4.3623,3.507,2.019,1.0816,0.5733,2.4587,2.336,3.6705,1 
1.2684,8.9767,2.698,1.6824,3.5035,0.9596,1.5396,3.2032,0.5437,1.4889,1.4129,3.8266,2.2713,2.0551,1.0403,1.1098,2.4037,2.0815,1.5872,1 
0.4027,10.8477,0.9481,1.9791,1.8128,1.2262,1.9056,1.7488,0.881,0.5008,1.7043,1.9233,2.7601,2.1753,2.364,0.7999,2.8362,2.2277,3.1889,1 
3.0011,9.3416,1.8513,2.7632,0.8312,0.2277,2.7825,2.0216,1.3924,2.5035,-0.5301,1.8201,3.0075,2.2412,0.0741,1.2005,1.5697,1.057,3.4966,1 
4.1641,10.4828,1.877,1.798,1.8389,1.9212,3.6963,3.7905,1.7496,1.093,0.8923,2.4988,1.6801,1.5735,1.4827,0.722,3.4517,1.4962,2.384,1 
2.0378,10.5196,1.5481,-0.0095,0.6468,2.7946,-0.4881,1.3276,2.3758,2.3246,2.6962,0.5788,0.7309,2.502,2.5005,2.9886,1.1354,2.7372,1.6331,1 
2.019,9.2082,2.1379,2.319,0.7292,1.6158,1.7006,3.0721,0.4031,1.1878,2.0048,0.944,0.8179,1.9139,1.7658,2.8991,1.4113,2.1311,1.0492,1 
1.8191,10.2973,3.5829,1.6072,3.0662,3.0518,2.5521,-0.2325,2.4009,4.2093,3.4471,0.8416,2.8641,3.0859,2.3662,1.8187,2.6902,0.3175,3.249,1 
1.9771,10.7857,3.4031,1.2131,1.2225,2.2933,1.2891,3.6663,1.5845,1.7634,0.551,1.5415,3.0238,3.0086,1.6967,2.6159,3.035,2.0669,2.1365,1 
0.154,9.1916,1.6247,1.9421,3.2812,0.5613,1.8025,2.1107,1.3212,2.404,2.7165,3.7321,0.9451,2.7718,2.9516,4.2599,2.8521,0.822,0.4969,1 
1.834,10.4019,1.8244,2.9824,2.8707,2.7255,0.4801,3.1429,0.4137,2.5432,0.9151,0.2603,1.2976,2.3698,0.3739,2.3502,0.4501,2.3254,4.6534,1 
1.192,9.8493,1.7023,2.5479,2.0242,1.6463,0.6139,1.8488,1.032,1.0061,0.1776,2.1112,2.3755,1.5152,0.6223,2.8195,1.4082,2.5572,2.7091,1 
2.4248,10.227,1.5702,2.4471,0.8096,1.0392,1.8316,1.4289,1.5879,1.2701,2.2624,2.3102,0.4822,2.4245,2.2117,2.2469,-0.2856,1.6036,2.2296,1 
0.2743,10.4546,1.6686,-0.1497,2.5499,0.5096,1.2813,1.9079,1.6644,3.3211,-0.5568,2.5587,2.486,0.9639,1.0619,2.5391,1.0813,3.1763,0.5783,1 
3.5279,10.9419,0.7197,2.4673,1.4012,1.5884,0.1427,2.2391,2.7004,1.9908,1.6158,0.6363,1.8934,0.4838,0.9067,0.9783,3.6281,2.8577,2.2733,1 
3.1979,8.2613,1.1397,2.4254,1.966,2.4343,2.1239,3.239,0.3314,3.9743,3.0609,3.4806,1.2038,1.387,1.2888,1.0611,3.4978,2.6275,2.3394,1 
1.6963,12.3349,2.5732,1.0847,0.8108,1.2894,1.1322,3.1362,3.8043,2.4358,0.7231,4.0166,0.8747,1.292,3.2567,2.0531,1.2335,1.516,1.4932,1 
1.5404,9.4201,1.6865,2.2723,3.4245,1.52,3.5078,1.1903,3.3134,-0.6002,2.5388,2.0908,0.9653,2.7279,1.581,2.4039,3.5057,2.4063,2.5772,1 
2.9359,9.6725,1.6686,2.3856,-0.519,2.0881,0.373,3.3296,2.8171,4.3076,1.6105,1.0354,1.9579,1.9148,1.2379,2.6031,3.7785,2.3104,0.6381,1 
1.6244,9.6248,0.8452,2.8837,0.8388,1.6979,3.9959,0.8553,2.0115,1.9976,4.6903,0.8338,1.3343,0.3656,0.7637,2.5425,1.475,2.1476,0.9991,1 
0.7728,8.9099,1.8738,2.4282,3.6573,0.7554,1.0467,1.5584,1.9674,3.8571,1.129,2.0812,-0.9705,2.7081,2.8116,0.5945,1.3533,2.0824,1.1853,1 
3.3501,11.2858,1.8365,0.9714,3.5223,2.4929,1.4878,2.6054,-0.1009,2.0823,2.0861,1.1167,3.0107,2.163,2.0187,2.0714,2.3551,1.6451,2.122,1 
3.2343,8.7669,2.8882,2.0414,0.8504,1.3476,3.336,1.628,0.8052,1.3318,3.2668,1.5445,3.0686,2.2496,1.1459,1.5441,0.773,1.9195,3.3566,1 
1.2214,11.3477,2.7291,-0.0218,1.1783,1.635,2.8701,1.0487,1.9766,3.7468,1.9925,4.2922,1.3226,1.6092,2.3678,2.5903,1.1605,2.2567,0.4986,1 
1.3251,12.0738,2.1067,2.3183,2.1054,5.1558,1.9811,1.1188,3.3419,1.5815,2.4618,1.478,0.4657,2.4825,1.9966,3.2398,2.1451,2.4245,0.9827,1 
2.4516,10.2942,2.1667,1.1909,3.1452,1.0169,2.062,3.7057,1.2583,0.9047,3.1264,1.4514,0.8712,0.7781,1.6032,2.4136,2.515,1.98,1.8722,1 
1.4668,11.9747,2.3904,2.5531,1.0093,0.4814,0.8277,-0.2726,1.9764,2.5277,1.7412,2.9521,3.6338,1.6855,2.0621,3.4595,1.8642,1.455,2.6506,1 
1.9562,10.5799,0.9966,0.2906,3.0561,2.5346,0.2196,2.6058,1.2077,1.3331,0.7435,1.2272,2.3402,0.7844,2.1755,2.827,1.575,1.8682,-0.1574,1 
-0.0398,7.8038,1.7671,2.0795,2.3433,0.4139,2.88,1.4477,1.825,2.9086,1.0968,1.9755,3.2381,2.5988,3.5955,1.0878,2.7338,0.7908,1.794,1 
2.7053,10.6271,1.9329,2.7045,1.4408,0.6616,2.5509,2.9464,2.9917,2.8841,2.3514,1.9776,2.7874,2.4242,2.8404,3.101,3.2417,2.7911,2.3713,1 
1.8593,9.8534,1.9021,2.9413,1.0518,1.8966,2.9401,1.8397,1.0868,1.8672,2.5885,2.1416,-0.1577,2.627,0.7137,2.1455,3.1206,2.2206,3.0104,1 
1.5076,11.9936,1.7282,1.1087,2.9733,1.96,3.4006,2.1696,3.311,1.4074,1.0582,2.3128,2.1917,1.9941,2.1025,2.2398,2.1006,1.1412,2.1496,1 
1.9992,10.5278,2.9106,2.3958,2.4064,2.0637,0.9085,2.088,0.5042,0.6862,2.0288,-0.3698,0.7914,1.9958,2.6307,2.3348,2.0072,3.0125,1.51,1 
0.2393,10.0034,2.157,2.5795,2.0945,3.3805,0.4807,1.7135,0.5377,1.0134,0.4329,2.7146,2.1452,2.4378,2.7708,1.915,2.4378,1.4701,1.9473,1 
2.6197,10.4096,1.9506,2.0541,2.4409,1.1056,1.9944,-0.2053,2.1115,1.7252,1.351,1.6113,1.8598,2.8926,1.1482,3.5194,2.3485,3.5777,2.5887,1 
1.8856,10.2249,2.5244,2.1838,1.2143,3.5873,2.3883,2.1699,3.0655,2.3061,3.3577,2.4745,3.5117,0.439,3.7229,-0.6683,1.5352,2.6338,3.1011,1 
3.5283,9.9276,1.9615,1.3251,3.5349,1.4093,1.8434,2.1822,2.5595,3.2486,2.9396,1.1724,1.6619,1.4959,3.4399,1.3608,0.9387,2.8996,2.0423,1 
1.8514,9.8126,2.7718,1.0135,3.2523,3.452,1.5227,0.8932,1.4867,3.5958,2.1506,1.4926,0.3269,1.4712,0.5366,1.8768,0.5337,1.0865,2.078,1 
2.697,9.3467,2.3786,1.8712,1.9891,0.1427,2.8894,1.9397,2.1472,2.4177,1.5118,3.1032,3.4441,2.8481,1.6671,1.6434,1.9073,4.3834,0.3114,1 
1.2977,9.2087,1.9831,0.5622,1.5415,1.3926,2.2078,2.1137,2.9707,0.92,2.8774,2.0172,2.9469,0.8588,1.3103,2.9004,3.6922,0.8985,2.2133,1 
3.5366,10.8228,1.803,2.2028,0.5784,1.5434,2.7299,3.7833,3.7448,1.9187,3.2266,1.925,1.0188,1.6386,0.6491,2.8549,2.0365,1.0675,3.8901,1 
1.6132,11.4132,2.9278,1.4497,2.4646,2.8242,1.9758,3.0455,1.2874,3.1591,1.8525,2.495,1.7022,0.7836,0.9764,0.1505,4.1447,3.0157,1.0659,1 
2.331,10.2757,0.5379,2.828,2.2157,2.27,2.5408,2.5116,1.164,1.0886,2.3233,0.338,1.1195,1.2941,2.5896,2.3091,1.5577,2.1626,1.8654,1 
1.5072,7.9336,0.7132,1.7349,0.8207,2.2267,0.9148,0.5093,1.9366,3.7852,2.693,2.1708,2.3048,2.657,2.3516,2.2629,0.7864,4.2978,2.404,1 
2.1557,8.4259,1.023,1.8603,2.6533,3.2926,1.9731,1.1674,2.1627,0.4759,3.558,1.5778,-0.0105,3.9556,1.1287,2.6227,0.249,1.595,0.1138,1 
1.9551,9.6144,1.0527,1.0399,0.3286,1.8729,1.336,2.8119,1.4119,2.2803,1.7952,1.7984,1.9755,0.3002,1.7757,3.0417,2.9642,0.7939,2.3003,1 
2.355,9.7726,2.6235,1.73,2.7109,2.5087,2.4002,1.4066,1.8717,1.301,1.2685,4.0079,1.4041,2.4011,1.6379,2.3824,2.3195,1.7191,1.0816,1 
0.9996,8.3763,2.437,2.4903,2.4968,1.3466,4.0015,3.7612,1.4322,2.6307,2.4372,0.5369,1.4074,3.6268,0.6229,1.5402,0.1205,2.1842,3.5667,1 
1.8351,9.6074,2.5131,3.4807,3.5345,2.6076,2.1696,1.4197,3.007,1.103,1.4982,5.055,3.0038,2.5423,3.3559,1.3981,2.139,2.1901,1.8452,1 
2.0149,9.8047,3.2841,1.0394,2.1315,0.8206,3.1914,2.9225,3.201,2.4103,1.653,2.0936,3.0869,4.3772,1.9803,1.7876,3.4682,1.2441,1.5922,1 
3.4671,9.0034,1.2076,1.2141,0.8747,1.3765,2.6336,1.4991,1.3402,2.9294,3.4375,1.7913,1.4851,3.0895,3.56,1.411,2.2794,2.3122,2.4301,1 
1.3879,11.6249,1.7932,1.4384,3.1619,0.7896,2.7369,1.4763,2.5684,2.0375,2.5709,-0.0972,2.264,0.99,0.7102,2.3158,2.5217,0.9231,0.7642,1 
3.7205,11.179,3.8869,2.1908,2.5521,2.4047,2.1902,2.1371,1.1941,2.7465,1.6764,2.1529,1.1177,2.419,2.1584,3.3334,1.0382,0.8468,2.2969,1 
2.3498,7.9812,2.9109,1.8946,2.2699,1.8337,2.1772,1.0481,4.6662,1.9464,2.6503,1.1508,1.4219,2.8352,2.4719,3.3306,2.4034,2.3287,-0.5091,1 
2.2614,8.4533,2.7598,1.7094,2.531,3.8444,3.1959,1.9524,3.4214,4.117,2.8136,1.9674,1.2042,3.5267,0.6357,1.7735,1.7898,-0.3122,1.8769,1 
1.3004,10.6638,1.57,1.6753,2.3376,-0.0052,0.9849,1.4674,3.873,2.8744,1.037,4.1526,3.9491,2.2194,2.1136,3.0783,4.0659,2.7871,1.4099,1 
3.9221,10.2117,3.7365,1.8369,2.7698,3.1961,1.1643,1.9719,1.8396,1.0798,1.5004,2.2731,3.0338,1.7925,3.129,1.3012,1.2489,4.3067,1.23,1 
1.244,9.6516,2.3731,3.7295,3.5052,4.1409,2.2409,3.286,1.7721,2.9353,0.5695,2.7095,3.1173,2.3004,2.3878,3.1789,2.3108,2.7284,1.343,1 
0.6368,9.9786,1.9039,0.7627,3.3889,2.1252,0.0465,-0.1021,2.7544,1.4991,1.4545,2.895,1.8915,2.4,2.0903,2.8121,1.3645,2.1044,2.2519,1 
2.2973,10.5896,4.3224,1.9684,3.257,1.2193,2.4919,2.1748,0.883,1.9688,1.0446,0.5338,2.3062,2.8655,1.4952,2.2503,3.6449,2.5878,3.3093,1 
1.2661,8.9541,1.5796,2.4707,0.8495,1.2528,3.0642,1.1658,0.4599,1.4037,0.1298,1.9537,3.0371,1.6331,3.52,2.4397,4.5518,3.2346,1.3794,1 
3.7277,9.6185,2.1648,0.5887,1.826,3.678,2.6001,3.4403,1.4805,3.0017,2.7674,2.6461,1.4162,2.4863,2.4221,2.0521,2.0495,2.7614,0.8143,1 
3.3675,10.6065,1.7709,1.1502,2.8679,4.2829,3.0244,1.6231,1.688,4.389,2.4565,1.6121,0.6259,0.9379,0.2789,0.551,2.2235,1.4464,1.8441,1 
1.7837,10.3156,0.5997,2.829,2.2341,2.4087,2.2367,3.2017,3.6747,0.7472,1.5502,2.1129,1.8803,2.5193,1.5857,3.4426,2.5203,1.4899,2.5362,1 
1.162,8.4808,1.5768,0.4668,3.0764,2.368,1.5252,1.7976,2.1009,-0.3289,1.3199,2.4211,0.9748,0.739,2.3438,1.3618,1.3807,-0.0874,0.5564,1 
2.4866,11.813,1.1259,1.9004,3.4905,2.3057,2.2934,2.6702,0.9918,0.8919,0.2389,0.8534,1.7471,-0.692,1.831,1.6681,2.2428,2.0504,1.4157,1 
