Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Class
-1.0504,2.0644,0.9383,4.4146,3.4317,1.2397,0.9991,2.9559,2.9303,1.0751,1.6011,1.8101,2.0626,2.5457,3.1371,0.8254,2.8428,1.4891,1.087,0 
1.3843,0.0692,1.8199,0.1897,0.0134,1.0049,1.1314,0.0086,1.3024,2.6061,2.4523,1.4468,0.1439,-0.0733,1.9763,-0.141,1.6835,2.1467,3.13,0 
0.6262,0.8354,0.4643,2.2788,1.2363,1.8638,2.595,3.0117,2.6504,0.8644,1.7023,1.1239,2.265,3.8725,2.77,4.2653,-0.4268,2.1468,2.338,0 
0.0198,-0.3385,1.6619,1.185,1.8553,1.8572,2.9367,0.324,0.9743,2.1985,1.3638,2.2399,1.8118,2.6438,2.5239,1.7506,2.4792,-0.2857,2.0558,0 
-0.1602,-1.4899,2.0,2.3574,2.624,1.439,3.7741,2.4081,3.0408,3.5621,3.1447,1.8712,0.2761,2.0241,2.0933,2.3659,1.0643,3.6208,2.675,0 
-0.0439,-0.4308,1.7045,3.8857,2.0297,1.8311,0.181,3.7339,1.3834,0.3686,2.8455,0.5942,2.779,2.5227,1.7879,2.3399,1.2474,0.6236,1.5565,0 
-0.7742,-0.6779,2.4399,1.1688,0.2997,1.901,0.6398,0.9266,2.2822,1.1581,2.8112,1.5706,2.8529,2.6524,1.6127,1.9369,2.4545,4.5687,2.4669,0 
-1.4127,1.775,1.9112,0.7726,3.1872,0.327,4.1647,-0.3625,0.8873,1.9724,2.988,1.4839,2.1868,4.5146,2.1763,2.8377,1.5615,2.1028,0.9959,0 
0.6135,1.0126,3.1474,2.0834,1.5141,2.6372,2.7766,0.0957,2.0482,1.0896,0.638,1.9555,2.351,2.7513,0.5966,3.0206,1.2007,2.6699,0.0832,0 
0.4228,0.2168,2.2025,1.1615,0.4773,1.3535,1.8747,2.4085,0.9014,2.8203,3.1744,0.9125,1.7335,2.1347,1.9379,3.85,0.5849,3.0577,2.3142,0 
-1.9205,0.4936,0.4474,0.7272,1.9947,1.7027,0.406,2.3316,4.6894,2.5173,2.0666,3.1274,2.694,0.8172,1.3393,1.2286,2.5434,3.0763,2.2344,0 
0.4562,-0.0367,1.6357,1.9145,3.7732,3.3294,1.6224,2.7643,0.58,3.838,2.9558,2.3228,2.7114,1.6475,1.6977,2.2732,3.2351,1.0649,1.2563,0 
-0.6467,0.3287,2.0447,2.4271,1.6747,3.1009,1.9504,2.8425,2.6929,1.0447,0.2355,3.4784,2.4309,3.103,1.7184,2.3105,1.948,1.2034,0.7182,0 
1.4917,-0.0257,1.2406,0.3367,1.2669,1.2002,0.8188,3.3284,0.9749,1.9472,1.6321,2.4732,4.1547,2.6471,1.2579,1.3202,1.5336,1.0906,1.2488,0 
-0.4144,0.5256,1.5338,2.7577,1.5007,2.7677,1.4683,0.6192,1.5803,3.1282,2.666,2.8713,2.5653,2.2635,3.4496,0.935,1.5469,1.8365,2.522,0 
1.1144,1.1135,2.0007,2.9655,0.7266,2.0507,0.6696,-0.3971,0.7856,2.0043,0.3849,0.8586,1.3477,3.1085,2.6604,1.1531,1.8255,2.9779,2.0422,0 
0.1457,-0.8697,3.3048,2.0935,0.6403,1.3786,3.3059,0.6811,3.9422,2.9323,2.8204,0.482,2.235,2.6954,2.4682,2.7416,2.9043,2.0742,2.037,0 
-0.5218,-1.8133,2.1159,4.1166,1.2789,3.2675,2.7082,1.5826,2.6141,2.0235,1.5342,1.0016,1.5507,2.5226,2.217,1.6879,1.7648,2.6255,1.5588,0 
-1.7654,1.1866,1.3993,2.2671,0.9648,1.2586,2.7689,2.3046,0.6725,1.4953,3.2103,2.5753,1.8652,2.243,0.7384,1.5313,3.4018,1.2549,2.9976,0 
-0.7424,-0.582,1.4535,0.9024,1.7269,2.7963,0.6094,3.4894,2.0368,1.7737,1.0682,2.1735,-0.1536,2.6939,2.3582,0.2149,2.058,3.5103,2.2416,0 
0.928,0.1596,2.3004,3.0352,2.6972,2.2609,1.7461,0.9083,0.2947,1.3861,2.979,3.4722,2.0668,2.8853,1.7926,2.5464,1.388,1.1472,2.2916,0 
2.6229,0.3769,3.4829,2.1883,-0.1082,1.6753,0.9467,1.3477,0.1166,1.6262,1.2871,3.0824,1.3252,1.5238,3.9652,4.0141,1.874,0.7055,1.9571,0 
1.5577,1.7906,4.1092,2.5231,0.745,2.743,1.2896,2.296,1.267,4.1815,2.1578,1.808,1.806,1.9439,0.3561,3.0067,2.8094,1.6058,0.2266,0 
1.1142,0.9428,1.5204,0.3981,1.5579,1.1689,6.4938,2.3604,3.2405,0.5508,2.3367,2.8393,3.0984,3.6895,2.758,2.0876,2.0747,2.2699,2.6595,0 
-1.4835,1.3911,1.6819,1.5936,2.5439,1.6041,0.7429,-0.3322,2.0371,1.9118,2.7467,1.2811,0.7777,0.9093,1.5018,3.2714,2.7182,3.6026,1.23,0 
-0.9867,0.0357,1.6812,1.8779,2.7175,0.6495,0.6043,0.9883,0.849,1.8796,-1.1666,2.0959,2.9128,0.5222,2.6742,1.9264,3.0484,1.2052,3.6828,0 
-2.1437,-0.9686,2.0094,4.4985,3.1809,2.4734,4.0255,3.6186,3.0517,2.5636,3.7405,2.1009,1.2114,3.3171,2.3451,1.1107,2.4282,1.2451,3.252,0 
0.2635,-1.0412,1.3091,1.438,1.2278,2.9515,1.2847,0.6791,3.2768,-0.4528,1.3092,2.5171,2.3242,2.0324,0.4668,0.4449,2.398,3.288,1.5818,0 
0.968,-0.9908,3.4833,0.0543,3.4092,1.8629,1.6993,2.98,1.7052,2.7483,1.2994,2.1211,1.7678,2.271,2.7736,2.38,2.1491,1.3729,2.212,0 
0.3958,-0.3562,0.1307,1.749,3.1935,4.2047,2.9895,1.5743,1.6273,3.4185,1.7977,1.1898,1.7431,1.6904,1.9716,2.6624,2.2749,3.5177,1.2604,0 
-0.5339,0.3738,1.2542,2.7477,3.8569,2.724,1.9898,3.0983,1.18,0.8062,1.4858,1.832,2.2306,2.8961,4.2498,1.7112,1.8957,3.7149,2.3179,0 
0.469,1.2985,1.6761,2.801,3.1269,0.7326,2.352,2.6692,2.8071,1.4289,1.3923,2.6611,1.5651,2.2109,0.8926,0.9284,2.2285,3.3405,2.6225,0 
2.2038,0.1521,1.5307,2.4573,0.6599,2.8278,1.8377,0.2536,2.7831,0.6129,3.8807,1.5802,1.0799,0.983,2.3881,2.525,0.9097,1.4599,1.9956,0 
-1.2655,0.4338,2.9156,2.1211,2.5268,1.5668,2.2236,3.9817,1.8506,1.363,2.5242,1.7596,2.496,1.8063,2.1023,1.4429,1.6481,1.272,1.1462,0 
1.6738,-0.6575,0.4845,1.5623,2.1829,1.6385,2.2624,2.378,0.4032,2.6621,2.4874,1.1687,1.8335,1.9342,1.5458,1.3357,0.6531,1.4337,2.8906,0 
0.363,1.0565,3.3092,1.4409,1.3431,2.3118,4.5147,1.6207,2.512,1.045,3.4287,2.5588,1.1216,-0.4756,2.061,0.6466,2.8736,2.69,2.874,0 
0.6871,-1.6044,2.6641,1.1534,2.2383,0.6695,1.7019,3.4258,0.5644,0.0133,2.8466,0.6684,3.1671,3.6397,0.4421,0.8534,3.0608,1.9857,2.5858,0 
0.665,-1.7838,1.7479,0.7955,0.6297,1.0295,1.0829,1.8401,3.2718,1.9722,3.6297,-0.027,1.212,2.5651,0.8275,3.1247,3.4834,3.5412,3.6612,0 
0.5474,-0.7123,1.1293,1.3134,2.9522,1.4768,1.2507,0.616,1.2717,1.0103,2.3102,1.0769,0.8473,0.4992,2.8136,2.0744,1.57,1.5332,1.4786,0 
-1.7842,0.6918,1.4821,-0.622,2.1459,2.4895,0.792,2.3229,2.8156,1.6598,0.9134,2.1289,2.5008,1.7536,0.6655,2.6894,3.1721,0.8775,0.8158,0 
-0.0278,-0.7162,1.3487,1.3082,2.0479,3.1615,1.7134,1.2661,2.517,0.4259,2.9781,0.9969,1.7036,2.2304,3.1745,1.8701,1.4621,1.8898,2.0623,0 
-1.5107,0.164,4.4844,1.795,1.7716,2.2616,3.0239,1.4931,3.3418,2.2173,2.6359,2.5377,1.1459,4.5904,0.4189,2.105,2.7893,1.0617,2.9722,0 
-0.8515,-0.7913,3.3194,1.5611,-0.7674,2.0497,3.6483,2.9876,1.5818,-0.2712,3.6685,1.6908,0.8683,0.8524,1.4304,2.4851,2.5468,3.0538,2.8705,0 
0.3843,-2.4179,3.4598,1.3111,3.794,0.1744,3.4325,-0.1077,1.0718,2.8907,1.7178,2.383,2.5408,1.738,3.6932,3.9893,2.2784,0.3275,3.2978,0 
-0.2114,1.3983,-0.4956,3.5162,-0.3323,0.6733,2.0158,-0.312,0.8494,1.6944,3.9352,0.3578,0.7941,2.0839,1.3538,0.5323,2.6314,0.9977,2.5186,0 
0.5317,0.9074,0.9406,0.5692,-0.5162,1.4423,1.792,0.6543,2.2662,2.5023,1.9392,0.6518,-0.6621,2.9111,1.9267,1.4465,1.2582,2.4068,1.1027,0 
0.8394,1.1738,0.1908,2.193,2.4261,2.2413,2.3626,1.5627,3.3534,2.4796,2.0314,1.5148,3.0512,1.4981,0.3738,2.9131,2.8701,1.6671,3.2651,0 
1.2749,0.9932,1.8119,1.9883,-0.8033,0.7067,2.0287,1.5906,0.906,1.674,1.6825,1.1618,2.725,3.5416,1.5387,2.712,2.2749,1.7177,2.5654,0 
-0.1272,1.2889,0.9293,1.6223,2.4669,1.0311,0.3477,1.7981,1.3211,4.0689,2.3704,0.7927,2.3585,1.3702,1.4978,2.8463,2.2329,1.7417,1.3943,0 
-0.6323,-0.0201,1.0552,1.3696,0.569,3.0819,2.4174,1.4694,2.2529,3.1836,1.7294,3.7644,2.0405,1.0721,3.5046,3.2445,2.1134,1.2776,2.0835,0 
-1.6862,-0.6421,2.5805,1.8849,2.222,1.7688,4.0891,3.3678,3.1088,1.6406,2.232,2.6597,1.9186,1.2908,3.3606,3.6695,2.2292,2.0121,2.6311,0 
-0.2004,-0.3036,1.9034,2.1995,2.7078,3.4168,2.466,2.4872,1.635,1.1859,0.333,1.7917,4.2194,2.707,1.5786,2.3645,1.2737,0.2534,2.1228,0 
-0.2182,0.9086,2.9668,0.5246,0.4983,1.348,2.0463,1.4355,2.5649,1.9073,1.7969,1.2478,3.6642,1.4366,3.2161,2.9854,2.2845,3.788,0.2508,0 
0.6781,0.2917,2.024,2.4966,1.2456,2.1947,1.0976,2.1211,0.3673,2.0159,3.374,2.0191,0.1956,2.4919,3.3983,2.8771,2.9858,0.5933,2.3886,0 
-0.1177,0.654,1.4784,2.3857,1.6375,0.5312,1.2844,3.824,1.0159,0.3786,2.7338,2.4656,2.3517,1.3937,1.6499,2.0458,-0.072,2.8933,1.9617,0 
1.2567,-0.3266,1.3037,1.5242,1.6699,0.2694,2.0829,4.1012,1.2874,3.5179,1.192,2.2082,0.2923,0.9256,0.7402,1.3557,1.9657,1.0167,1.4924,0 
-0.8586,-1.2501,1.3392,1.1695,0.9179,1.593,1.2255,1.0774,2.54,3.1402,1.1685,-0.0268,1.9534,2.3136,1.425,2.7716,2.1391,0.8413,2.363,0 
-1.1618,-0.1415,2.1542,2.0193,1.5729,2.8412,3.297,2.7128,3.2738,1.9927,3.166,2.8112,2.1798,2.0529,3.2172,2.5453,1.7617,3.5734,1.602,0 
-1.7895,1.1087,1.9462,2.2817,1.7558,0.8935,3.0602,1.0665,1.7522,3.0584,1.7658,1.5792,2.1161,2.7192,1.937,3.1219,0.1614,2.6665,1.83,0 
0.587,-1.2488,3.2607,2.122,2.7265,2.5125,0.9167,3.1844,1.5541,0.8875,1.6648,1.2385,1.7219,0.977,4.0629,2.3795,1.3388,2.0818,1.1631,0 
-0.5394,0.2897,2.3697,2.5802,3.4988,3.6682,1.9861,2.8799,2.9078,2.3942,2.9341,2.0346,3.0573,2.2435,2.2283,3.1356,0.4014,1.8738,2.7021,0 
0.2226,-1.0421,2.2933,2.955,2.2547,0.502,0.9141,1.4611,0.7602,1.3197,2.7142,2.5747,1.6744,1.8026,2.9064,3.4958,1.4071,2.2967,1.6863,0 
-0.6249,-0.2398,2.5407,2.4443,1.3127,1.1175,1.6943,2.1557,1.304,1.4363,1.9003,4.0209,0.2881,2.3655,1.2321,1.5423,1.4606,2.3709,2.0042,0 
-0.6954,-0.7125,2.4012,1.7099,2.5278,0.4468,0.6604,1.087,2.872,2.6856,3.4117,1.0271,1.5075,1.3207,1.2769,2.5424,2.8269,2.1802,1.8017,0 
0.8347,0.1605,2.4905,2.5293,1.2,2.7065,0.5945,1.6942,1.7305,2.6313,3.2501,1.0675,2.3458,0.0627,2.0472,3.0416,0.497,1.8272,0.9583,0 
1.7263,-0.5393,1.9,2.1077,3.0191,0.9452,2.1037,2.017,2.3628,4.6877,2.7865,4.4135,2.0583,0.6483,2.359,2.2557,3.1665,0.2529,1.8816,0 
0.1734,0.9496,1.0963,3.3076,3.002,1.3395,2.5679,1.8867,1.9033,2.5005,2.1652,0.894,1.3667,3.433,0.7059,3.831,0.4369,-1.4051,1.8468,0 
-1.6423,0.5617,1.4762,1.9691,3.8347,2.5219,2.761,2.6719,-0.5252,3.0814,2.0573,-0.1578,3.4681,0.9156,2.8483,1.4403,3.132,3.2031,2.9709,0 
-0.4103,0.165,2.0406,0.7507,2.3787,2.7104,1.6542,3.6117,2.3631,2.0511,1.5141,2.5608,2.4178,2.6019,1.0023,0.1472,1.724,1.0247,2.2335,0 
0.1609,1.8848,1.1787,2.3365,2.0221,3.4615,0.5656,0.4681,2.3797,1.5426,3.1306,1.5826,1.4824,0.9125,2.2721,3.5832,1.2994,4.8463,0.9416,0 
-0.0539,0.5862,2.4086,1.4876,2.2088,2.0819,1.2557,3.3493,2.6784,4.2105,3.2492,2.3652,2.1129,1.4395,2.4811,2.0693,1.7129,3.3495,2.3824,0 
0.4578,-1.2821,1.6477,3.691,1.9356,1.8009,0.4712,2.5658,1.966,2.5201,0.6572,1.6993,0.9786,0.4966,1.9945,2.7097,2.9028,1.5344,2.1971,0 
0.7909,0.6667,1.4128,0.7158,2.0191,2.0931,2.3832,2.9432,3.1622,1.2672,1.5234,1.8968,1.1061,1.7592,2.664,2.5578,0.0256,2.2997,1.7424,0 
0.3397,1.172,0.8926,1.4644,2.1274,2.5379,1.1032,2.0228,1.4958,2.2747,0.5345,1.8463,1.0336,0.3496,1.0438,1.3255,0.9495,2.7246,1.8058,0 
-0.5116,-0.8136,0.8245,0.5956,2.336,1.4273,3.9339,-0.1999,1.0031,1.123,1.686,3.112,3.0418,0.4116,1.9743,1.0415,1.7889,3.0059,1.3043,0 
0.4558,-1.2011,3.9945,2.5381,1.7171,0.3962,4.2396,1.4908,2.4975,2.4653,1.0701,2.1084,1.7024,2.3783,1.2653,3.6814,2.3953,2.5216,1.0812,0 
-0.2078,0.1622,1.3702,1.4215,2.1257,0.1485,2.8731,3.0788,2.6166,2.3328,1.2796,1.6671,3.3947,1.937,0.9902,0.7852,2.3441,1.3904,1.2377,0 
0.5131,-0.7333,1.6138,2.6289,2.2118,1.6979,2.506,0.6586,1.7834,1.2991,2.4577,0.6011,3.1533,2.7151,0.3901,0.8216,2.9704,2.4568,1.1134,0 
-0.12,0.3386,1.4966,2.7231,3.5168,1.4251,2.9341,2.5447,2.1283,1.9208,-0.1418,1.524,1.7621,1.9117,0.5964,2.1112,1.7983,1.3155,2.8025,0 
-1.7156,0.6731,2.0557,0.6845,3.5702,1.2158,0.9324,2.6392,2.0657,3.4847,2.3884,0.814,0.814,3.1805,1.747,2.6833,2.7716,0.6042,0.6042,0 
-0.1105,0.9084,0.511,3.2683,3.0758,1.4211,0.5182,1.6819,-0.3327,2.8467,2.4832,1.8462,3.4014,2.2716,2.168,0.8054,2.7485,2.3382,0.9458,0 
0.3134,0.2309,1.118,1.4743,2.1844,0.8082,3.3268,2.6223,1.4172,0.1275,1.9045,0.862,1.3896,2.4613,2.6616,3.2902,1.9299,1.6534,1.2959,0 
-0.0662,0.0942,2.0198,1.1458,2.5114,0.9568,1.6615,1.8284,2.4066,1.5522,2.7566,2.3177,1.2917,1.7265,0.9071,1.8806,3.7227,3.0395,3.9528,0 
0.1878,-1.3081,3.0488,2.7064,2.9577,2.8544,3.4339,0.7899,2.4503,0.1531,2.6282,2.8517,2.2063,3.5542,2.1761,2.4338,1.8077,0.7113,3.3097,0 
0.2753,1.169,1.1723,0.6165,-0.2079,1.9594,1.4841,4.2908,1.9667,3.2963,1.9463,0.6764,1.003,1.871,2.9356,2.4516,2.0898,1.3024,1.4649,0 
0.1387,1.3788,2.5288,0.6988,1.7623,1.5033,3.4851,3.9212,2.7434,1.5224,0.4517,3.3192,3.0007,2.8466,0.2467,1.2417,2.4208,3.6071,2.2523,0 
0.2546,-0.773,2.1211,1.8515,2.0597,2.1177,1.0182,1.756,2.2703,2.4549,4.4344,2.2111,2.3826,1.3016,3.2765,2.3469,1.2095,1.9512,1.7641,0 
-0.0876,1.4079,1.7171,1.7821,1.5942,1.7107,2.4179,2.5157,1.7584,1.6636,1.4994,1.1778,1.3917,2.8198,2.4369,1.6018,1.7342,3.0254,2.2171,0 
-0.8361,-0.7562,3.6381,1.7614,2.7791,1.2921,1.393,2.7572,3.2401,0.7178,0.9811,2.6272,2.8832,3.0365,3.623,2.1302,2.2886,1.3868,2.4834,0 
0.7804,-0.6373,0.431,1.2352,0.0924,3.379,0.4399,2.1656,0.669,2.4169,2.374,1.2776,0.8527,3.6671,0.8568,3.4401,1.5767,2.4304,2.5419,0 
-1.1745,-0.0279,2.9911,2.5976,1.3416,0.8347,0.7978,2.3212,1.8244,2.7787,1.0908,2.0083,1.5533,2.2696,4.3901,2.125,2.623,1.4287,2.9978,0 
0.7794,-0.7501,2.9724,1.5685,2.5124,2.9798,1.1544,1.6817,1.6605,1.7757,1.5684,3.0378,1.825,0.8702,3.6463,2.7245,1.886,-0.6416,1.8644,0 
-0.0327,0.9368,2.1315,1.6539,2.0298,-0.0024,3.4144,1.2401,2.3228,2.3103,3.2129,2.4204,1.7245,1.7715,4.1808,3.0703,3.1404,4.0283,2.2669,0 
-0.9243,1.7037,2.392,4.0244,4.1502,2.1089,1.8622,2.3727,3.0807,1.54,1.9444,0.5136,1.0675,1.6571,2.753,2.6617,2.2098,1.5433,2.7584,0 
2.4152,-0.7099,2.797,2.1314,2.1102,-0.1263,0.8007,2.5176,3.0135,1.5311,3.9466,0.7217,1.3485,3.4524,2.3914,1.5555,2.8745,0.501,3.0279,0 
0.7722,-0.2915,3.1512,4.2655,-0.3453,3.189,2.8031,2.1763,0.2676,1.7271,1.5019,2.5131,1.7161,3.0384,3.0808,1.6077,2.5762,2.6427,2.732,0 
1.1941,0.5428,2.5056,0.9716,3.1978,1.3568,1.7781,1.0527,2.4153,2.8986,2.0174,1.8317,3.1036,2.0276,1.6298,0.4882,3.2383,1.9604,3.1851,0 
-0.4455,-0.7885,2.1113,1.8906,0.1129,3.6416,1.6011,2.1499,1.3087,0.5443,2.7653,1.6002,1.6483,0.9955,3.5684,2.5441,3.5819,2.0646,0.7927,0 
-0.701,-1.3363,1.9281,2.8784,0.6433,2.2717,0.429,1.5546,0.6174,2.9921,1.0697,3.3577,4.2417,2.2826,1.0937,0.9585,0.9932,2.5173,2.7785,0 
-0.8246,-2.7534,1.8642,2.0363,4.2228,1.8081,3.4604,0.7826,2.6067,1.8841,2.706,0.5335,1.4671,2.4943,1.8245,3.8459,4.332,1.887,1.1453,0 
-0.6486,0.2543,2.6282,3.0524,1.2235,1.5801,3.3109,1.7164,1.0368,0.5348,3.2,2.6524,0.7906,2.0353,1.617,2.3094,0.4587,2.409,2.998,0 
0.5055,0.1417,1.6422,1.3032,2.0323,1.0776,2.0893,2.1833,3.0644,2.7726,1.9378,0.6882,2.0735,1.2912,0.687,2.0791,2.1801,2.0274,2.2652,0 
0.6029,-2.3479,2.5417,0.9155,2.1397,2.9453,0.468,3.3132,0.4311,1.1702,2.9168,2.4602,2.0838,2.2459,1.9804,0.073,2.9286,3.0782,0.889,0 
0.9165,0.9348,0.9622,2.7437,0.9635,2.2558,3.3012,1.6598,2.1518,0.5477,2.7391,3.0676,2.9807,1.4018,2.4979,1.4965,2.56,0.7106,1.7259,0 
0.4984,0.6951,1.7162,1.1016,3.5312,3.0508,-0.1328,1.5649,0.967,0.6181,0.7553,1.3173,2.9348,1.5167,1.7029,1.3172,1.4938,3.3306,0.5347,0 
0.3711,0.3232,1.7379,2.7176,3.3279,1.3572,1.5718,1.3132,1.3156,2.3694,1.6723,2.6538,2.0278,0.9102,1.4596,2.3185,2.2125,1.4688,0.4915,0 
-1.161,1.664,2.4899,2.1776,3.3096,1.2272,1.4322,1.0164,1.465,2.0474,1.7899,1.8568,2.1621,1.431,4.022,0.9205,2.339,2.8613,3.7097,0 
0.5636,-0.0376,1.9764,2.1785,2.6245,1.9928,1.0991,0.7139,2.8219,2.0546,0.2664,1.5991,1.3695,0.8881,2.3974,1.6897,2.1429,1.9717,2.7562,0 
0.6897,-0.3418,3.729,2.0647,2.664,0.7048,2.248,2.8328,2.8149,2.0556,1.1302,4.0602,2.3185,2.4486,1.5264,1.5877,2.8988,2.2046,2.347,0 
0.1283,-1.1596,1.5193,2.3411,0.3251,1.4956,1.4421,3.6762,2.9827,1.3785,-0.1276,2.4227,-0.6052,2.8252,3.3119,1.3995,0.0825,0.5789,1.1135,0 
0.247,1.3252,1.3827,0.6213,1.7995,1.9602,0.4811,1.695,1.6137,1.7053,0.1507,0.4061,3.524,2.4658,2.2821,2.427,1.7417,2.7717,1.0697,0 
-1.1809,0.5896,3.9631,1.8295,2.4817,2.8128,2.8572,1.1616,3.1832,1.9663,0.9049,2.0847,2.5905,-0.1939,1.4661,0.7778,1.8864,2.1045,2.2184,0 
0.7079,-0.3827,3.4026,2.1267,1.9271,1.7521,0.9658,1.8017,2.3657,-0.3148,2.9314,3.7038,2.4505,2.3818,1.5332,1.2969,2.1208,2.4053,3.5553,0 
-0.5874,1.2629,2.2207,1.319,3.2278,2.606,1.1824,3.0106,3.0477,2.0238,2.3029,3.6019,2.7426,0.9159,1.9014,1.0795,0.0217,0.817,1.7432,0 
0.8615,1.3223,0.4214,2.5304,1.7275,2.8878,0.9007,3.3342,1.3613,2.3033,2.3838,0.9089,1.7516,1.1572,3.048,1.8181,2.4447,1.579,1.263,0 
1.157,0.7121,2.1688,1.1836,3.2418,-0.3109,2.0212,1.97,2.6787,2.8278,1.7068,0.6984,2.6721,1.5157,2.1386,2.968,1.0102,1.3069,2.1781,0 
-1.5726,-0.6936,0.6471,2.1744,2.2346,3.7084,3.2408,1.8117,2.9507,1.9109,2.0128,2.5432,0.2196,2.6155,0.5366,1.3764,2.9495,2.903,2.9922,0 
-0.5147,-0.2781,2.0944,0.2718,1.3056,3.7198,1.9894,2.5848,2.2129,0.3828,2.621,2.4075,1.9248,-0.3726,2.3293,1.3439,1.4566,-0.1245,-1.0441,0 
-0.2573,0.8484,1.2573,1.704,1.7514,1.4166,2.5402,1.3568,1.0103,0.259,1.9982,1.7118,1.6914,1.6542,0.6832,1.8279,0.8688,0.8972,2.1863,0 
-0.2413,2.5311,0.8205,1.1908,1.8784,2.5655,0.3008,3.3691,2.3583,2.9904,2.0284,1.6576,1.0752,2.0812,1.7943,2.1121,4.2283,1.9037,1.1468,0 
0.0387,0.5549,2.2358,2.67,3.0211,2.233,0.9379,2.1599,4.7527,2.0257,1.8235,1.045,2.1049,1.5462,0.5431,0.7474,4.34,2.7615,2.2506,0 
1.0339,-2.262,0.9194,1.6936,2.9184,1.6619,2.3048,2.2763,0.2226,2.7787,1.5897,3.5475,2.582,-0.1319,1.681,1.0421,2.1683,1.8972,1.7901,0 
-0.3805,-1.634,1.5333,3.2502,2.4326,1.9641,2.3347,2.2636,2.9737,0.3022,1.1982,1.8469,1.8128,2.9417,3.6984,0.3972,2.8463,1.0837,1.4514,0 
0.2667,-0.3411,4.0819,2.268,2.3959,0.7636,1.1973,2.218,2.6937,2.3004,1.6563,1.6087,2.1107,2.9667,1.668,1.8441,0.8049,2.7028,2.1671,0 
-0.048,-0.5391,1.3359,1.9142,3.0851,2.2169,0.9137,1.0074,2.9773,2.1728,2.3557,2.1445,2.8195,2.6468,3.0288,2.8965,2.388,1.9138,1.4595,0 
1.4927,-2.3804,2.6745,2.2665,3.7188,2.1713,3.2868,0.7774,2.8202,1.9,1.5801,1.0599,2.7872,1.3855,3.0044,1.213,4.5936,1.1422,4.1003,0 
0.4777,-0.2118,0.8886,3.4879,1.5345,-0.0325,2.5422,1.9378,3.2579,2.1574,3.4593,1.762,2.1782,2.923,2.9249,2.1631,2.1438,2.5,-0.3838,0 
1.4272,-1.6843,1.7366,4.6063,0.2072,2.5608,1.6222,2.0383,1.0567,2.2631,1.2284,3.1783,1.8219,0.6319,3.1446,1.8729,1.3925,1.2606,1.4106,0 
0.0196,-2.1209,2.0294,2.6262,3.2237,3.7982,1.3104,1.8975,0.6188,2.6804,1.1218,1.522,2.5208,0.4842,1.9743,2.6028,0.9412,0.8857,3.0447,0 
1.2874,-2.5685,0.8098,1.8364,1.4892,2.5303,1.9822,2.4138,0.9508,2.2625,3.6083,2.5827,4.4201,0.9014,3.6002,2.6437,1.8219,-0.0994,0.8095,0 
-3.6314,-0.0331,0.6033,0.8429,0.2354,2.8272,2.4606,0.8622,2.2705,-0.0328,3.5092,1.9338,2.8158,2.5281,2.2803,2.2025,2.1627,1.6422,3.2918,0 
0.2615,-0.176,3.3197,3.1378,0.8078,0.8989,-0.5979,3.3133,2.3304,1.313,1.439,2.3749,3.7728,2.8173,2.3472,1.6432,1.1818,2.0804,3.5559,0 
