Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Class
-0.3518,-0.1966,-0.6113,3.2348,1.8115,1.5532,1.0658,2.2055,1.185,0.3494,2.1499,2.9428,1.3766,1.4607,1.1502,2.7813,0.985,2.1775,3.2307,1 
0.3609,1.3253,1.8152,3.0211,1.0294,3.6838,0.7117,3.1125,1.5991,2.1519,2.7514,3.9343,2.1983,1.0589,1.623,1.1168,3.0816,0.6925,2.2399,1 
0.071,-0.5147,1.5664,2.286,1.1729,0.431,1.4482,2.8246,1.8246,2.5824,1.2834,2.6184,2.8032,1.6675,0.1033,2.2794,2.2636,0.8104,2.6006,1 
-0.01,0.2192,2.1165,0.971,2.8709,1.7558,1.764,2.3292,1.8704,0.3847,1.4399,0.7421,0.1818,1.634,1.0118,2.6346,1.4483,2.8029,2.6101,1 
-0.3749,0.1084,2.6076,2.4021,1.1341,3.4175,2.9948,2.004,2.4394,3.3161,1.0958,2.046,2.412,2.6231,1.4861,2.8171,0.7356,0.8673,2.0809,1 
1.3755,0.5129,0.489,0.7383,2.6694,1.862,0.7931,2.2508,0.3619,2.5488,2.4849,1.6078,2.6684,1.1043,1.5443,2.122,2.5041,2.3328,1.3047,1 
-0.0373,0.0127,2.6543,0.9904,1.497,2.5761,1.7191,1.7478,0.3607,2.7954,2.4717,3.5996,1.2003,2.7634,1.6259,1.9383,1.0072,1.8894,1.3539,1 
0.2093,-0.4118,2.3322,1.5727,0.3236,0.922,3.6204,1.7,0.8033,1.9299,3.055,3.2321,1.5058,2.3287,2.0746,2.1051,0.1975,1.3451,2.0754,1 
0.4967,-0.2656,-0.0993,3.0298,1.0841,2.6327,1.8481,1.7413,3.2015,2.9954,0.3222,2.2005,0.755,3.1035,1.472,3.3555,2.7754,1.7999,2.6084,1 
2.4773,1.0356,2.2439,0.5463,1.4273,2.3607,2.1015,1.2738,4.2835,1.2723,2.8456,3.0195,3.1309,1.3353,0.5755,2.0847,4.072,3.5404,2.8015,1 
1.6407,-1.1186,1.9816,1.5006,1.1828,3.6825,1.2213,1.9439,1.9565,2.5132,1.5614,1.5326,1.2198,1.7354,1.8758,1.4447,1.7164,3.0786,2.9427,1 
0.9628,-1.2943,3.4512,1.4867,3.3404,-0.2634,1.1507,2.044,3.2031,1.1737,1.4243,2.3714,0.1828,0.3631,2.1581,1.1336,3.4494,2.5262,2.6857,1 
0.646,-1.4645,2.784,0.9694,1.3184,1.6838,3.5149,1.5754,0.6578,1.8131,1.8569,1.0308,2.7827,3.8846,2.9998,1.881,0.0861,2.5769,2.3567,1 
-1.7874,0.7827,2.2551,2.0797,1.8407,4.1776,1.4346,1.3359,2.0301,1.5627,1.3546,2.6927,2.0171,3.1076,2.1008,1.9112,0.0493,1.1359,1.8464,1 
-0.8065,-2.6034,0.2756,3.1899,1.7057,1.5274,1.594,2.2761,1.8753,1.8038,2.7624,1.9348,2.7009,3.5517,3.307,0.1366,1.8416,1.6558,2.5498,1 
1.6555,-0.677,1.2346,2.0875,2.3097,1.933,1.6142,1.0245,1.6156,1.4296,2.2223,1.276,1.7242,2.3383,1.5113,1.8999,3.0707,1.6653,2.1638,1 
0.3968,-0.4079,3.0025,2.1034,1.2394,2.922,1.7988,2.274,2.0756,1.2491,1.2128,2.2691,2.0496,2.8287,0.7209,1.0095,2.9027,2.0564,-0.0702,1 
0.3528,0.4147,1.708,1.9967,1.3085,4.1029,1.5364,3.3029,0.7555,0.6588,2.6836,2.3733,3.0733,1.5796,2.9215,2.0657,1.6607,3.9726,2.6073,1 
0.5769,-0.7578,2.1659,3.1692,1.6557,1.9526,1.7168,1.2334,0.8338,2.0401,2.0967,2.49,2.2511,-0.2097,4.5181,2.8325,1.7733,1.8082,1.4735,1 
0.5077,-0.2883,1.9798,4.6292,3.177,1.9885,1.7584,0.1188,0.4982,1.899,1.6856,2.4983,3.2093,1.1638,2.8648,1.9496,2.5376,1.917,3.6789,1 
0.9071,1.0998,1.1302,0.2045,1.6246,5.1111,1.1335,1.3376,1.7693,2.1174,1.4558,1.8706,3.0991,3.145,2.645,2.4849,0.7013,3.4847,4.1212,1 
0.9228,-1.2574,1.4104,3.4255,3.4961,3.3654,3.4659,2.3105,-0.4072,0.5687,3.5212,-0.0069,2.599,1.5321,3.1061,1.6653,1.8348,3.3688,0.4417,1 
-0.0494,0.0365,0.7997,1.9745,4.7534,0.9741,2.7242,1.6312,1.8334,1.9211,2.2019,3.5,1.3495,2.8281,2.6901,1.654,1.1586,2.1249,2.6561,1 
-0.9775,-0.1155,3.4352,2.2077,1.0662,2.9929,2.3693,2.1778,1.2519,2.4313,3.4666,0.729,1.3421,4.8282,2.1459,2.9566,1.5295,2.6989,1.8584,1 
-0.4764,0.1937,3.6177,2.8405,2.6019,1.9017,0.9435,0.124,1.7377,2.7821,1.5249,1.0094,2.6995,2.8955,3.3475,1.8324,1.3487,2.705,3.4858,1 
-0.9363,-0.731,2.8501,1.6609,2.2165,1.6397,2.1164,4.4693,3.0835,2.1029,1.75,3.0928,1.4658,1.8733,3.2573,1.978,0.2804,1.309,3.8242,1 
0.5231,-0.2858,3.2879,1.8707,2.1322,2.6556,1.6761,2.1505,3.1401,0.79,1.6769,4.2533,1.8329,3.1139,2.7614,3.0141,1.1275,0.1933,1.2107,1 
-1.1512,0.7476,1.233,2.7175,2.8763,2.2659,1.5335,1.9038,2.4048,1.0831,1.2665,2.1929,0.2926,1.6414,1.6939,0.5077,2.5726,2.0625,1.8946,1 
0.0027,-0.3472,3.4556,2.8552,2.1397,2.46,1.5337,0.6884,1.6944,0.8077,2.6459,2.9309,3.4289,1.9138,1.74,2.0776,0.614,1.8568,1.9941,1 
0.7541,0.7125,2.7027,1.2618,0.2721,1.3321,1.0097,0.1196,3.4222,2.7591,1.751,4.123,2.8645,3.1561,1.0184,1.7787,1.1734,1.3147,2.6453,1 
-0.7655,0.6768,2.3584,1.4137,0.8261,2.3438,0.8745,2.6274,4.1719,1.8701,2.7151,3.3015,1.0367,2.4745,1.703,2.0287,3.2128,3.2106,0.7934,1 
-0.3269,0.4951,1.0115,2.456,1.9604,2.0693,3.0555,3.0527,2.9802,1.4081,0.7309,0.2878,2.6288,2.8552,1.4321,2.4829,1.9156,2.7834,3.387,1 
-0.2664,-0.9375,1.4329,1.9747,3.1743,2.2948,0.7581,2.6964,1.4743,1.5309,4.0667,2.3851,3.1106,3.2616,1.7409,2.3716,3.4244,2.6579,2.3127,1 
1.8344,-0.7316,1.2178,1.307,2.0559,1.2958,3.2939,2.876,0.9986,2.2655,1.833,2.9467,2.7106,0.9906,1.3159,1.6312,0.6325,2.8892,2.4016,1 
-0.3832,0.401,1.0082,1.7469,3.1811,3.0836,2.7585,3.1909,1.1698,2.0149,2.5388,1.2138,1.7931,2.1934,2.5697,3.2409,3.3654,1.5663,2.0002,1 
0.7205,-0.0347,2.4669,1.2099,2.1655,2.9789,2.0547,0.2995,1.5834,1.3565,1.8633,1.2313,1.4711,2.7167,1.6286,1.6127,3.1321,-0.2575,2.7289,1 
1.1306,-0.4649,1.5406,2.6626,0.8459,2.6536,1.7676,2.4828,2.3628,2.5627,2.2627,6.1451,3.4101,1.2152,2.6618,2.7362,3.0864,3.2491,1.9952,1 
0.1414,-0.7369,3.1237,1.1443,2.8841,0.5226,2.0426,3.1358,3.5304,2.2071,1.4224,3.6838,2.4368,2.1127,-0.3151,3.4616,1.745,1.9095,2.7597,1 
-0.9102,0.8259,1.9621,1.4099,2.2567,1.5548,2.6728,2.8908,2.7182,2.836,1.7804,1.6564,2.8501,2.6945,1.9014,1.2609,1.5121,2.382,1.895,1 
0.0297,-0.6913,1.5967,-0.3133,2.6303,3.9522,0.9908,0.9656,0.755,0.8556,3.4051,2.7679,1.046,2.2882,1.7757,1.965,3.4137,1.5533,2.7496,1 
0.5685,1.1055,1.1101,1.5396,2.4011,2.9349,2.9065,0.4758,1.8359,2.9515,2.6368,0.5244,1.0599,2.3109,2.9191,3.6816,2.5849,3.0362,1.5806,1 
-0.1327,-0.6558,1.1951,1.1173,3.1944,3.2656,1.8224,2.119,2.158,1.9231,1.7822,0.7107,1.5872,2.7888,1.8614,3.329,2.6224,3.2774,1.5805,1 
-0.5173,1.2004,0.5393,2.698,2.3121,2.7829,1.071,1.1217,1.7567,2.1285,3.8491,3.2851,2.5828,0.4714,1.97,0.3342,2.2084,2.8807,1.5338,1 
1.4308,1.5719,-0.4439,-0.0393,1.2738,3.241,1.892,2.7047,2.8413,0.9688,2.079,2.6896,1.1124,2.2769,0.3529,1.6574,1.5674,2.9126,2.2206,1 
0.4149,0.026,0.6826,2.3513,1.5953,2.325,1.5661,0.4518,2.5268,2.8505,2.4056,2.2809,2.6796,1.5144,1.7833,3.2061,2.2363,1.4737,2.804,1 
-1.6991,-1.1772,3.7881,1.5903,2.191,1.8905,2.2682,2.902,3.8653,2.0339,0.9153,0.4788,3.2413,1.7216,2.2735,2.8658,1.499,3.3785,-0.2793,1 
-0.1017,0.8198,1.8597,1.8264,1.2851,2.9147,2.2236,2.0581,1.8044,4.1506,2.4994,2.6667,2.1861,3.3054,3.508,0.9788,1.4413,0.6624,1.0609,1 
0.9061,1.1179,-0.2263,0.0912,1.2309,1.9351,1.4009,0.7167,2.3797,1.8425,-0.6147,-0.2373,1.5659,1.4315,0.3604,1.8734,0.8536,0.5482,1.0502,1 
0.5266,-0.6311,3.5482,2.6154,1.9646,2.1365,3.2632,2.5692,1.4178,2.0272,1.2804,1.8289,2.1794,1.2282,2.8155,1.8053,2.1413,1.4239,2.8883,1 
0.5681,0.8059,2.3657,1.4885,2.6134,1.0833,1.1683,1.9323,1.8912,4.388,1.4063,3.0579,3.6654,2.7856,-0.0379,2.2942,2.4812,3.171,2.1443,1 
0.0692,-0.1887,0.6475,1.848,2.4244,1.0969,3.3155,1.2226,2.4551,1.3009,1.6439,1.6726,0.9166,1.1988,2.2105,3.185,3.1814,3.435,2.4178,1 
0.6965,0.993,3.3224,1.9634,0.7592,-0.3586,1.022,1.2915,1.8442,1.2312,3.6428,3.0179,2.4803,2.7594,2.8886,1.7455,1.5784,2.7311,2.8167,1 
1.8492,0.9153,3.7747,-0.3944,1.3245,0.727,2.6618,1.4657,2.6835,1.8707,3.1123,0.3953,3.3343,1.7517,4.562,3.8248,2.3269,1.7743,0.622,1 
1.1603,0.6091,2.999,1.9187,1.4545,-0.3746,0.5597,3.3693,2.9423,1.4554,2.8356,0.9991,2.3762,0.3893,0.1846,2.8734,0.1718,2.1899,2.2142,1 
0.0026,1.1018,3.7752,1.7182,1.6361,2.5394,1.241,1.9015,-0.0856,3.6102,2.4924,2.744,0.076,3.8909,1.4565,1.253,0.8557,2.8023,2.3742,1 
-0.0607,-0.1498,2.441,0.3445,2.8655,2.0214,2.4404,1.0068,2.8363,3.7654,2.5862,2.7584,3.4148,0.1841,1.2197,0.1809,1.4662,4.3004,0.8272,1 
1.4327,-1.2227,1.5602,0.3906,2.4762,0.998,2.6507,0.9808,0.0529,1.4906,1.1641,1.2543,2.4712,1.3248,1.1506,3.3692,1.2675,1.941,1.4123,1 
1.9666,0.5766,3.3121,1.8977,0.8748,2.1545,1.7549,1.8234,1.5574,0.7568,2.5178,-0.2198,3.8115,3.3029,2.0809,1.9314,0.6129,2.4426,1.451,1 
-0.2451,0.577,0.235,0.8403,2.3291,3.6619,1.5078,2.5079,3.4785,1.6178,1.7713,1.3545,1.3914,-0.1329,0.5108,2.3729,1.71,2.1511,1.8401,1 
-0.6798,-0.0133,1.4204,2.8854,0.6228,-0.1043,1.5582,2.8177,0.7644,1.8149,1.2254,0.2057,3.8748,2.7396,2.3483,2.9383,1.9561,1.3984,1.9057,1 
0.3046,-0.9996,1.9317,3.7641,4.2058,1.4472,1.7478,1.2863,3.9906,2.4926,3.221,1.789,0.9587,1.4778,0.876,0.4358,2.6145,2.2112,1.0075,1 
0.8465,0.5447,1.3312,1.7971,1.9813,2.1362,0.8999,2.8015,0.9725,2.1137,2.3827,2.3851,0.7775,2.0504,2.0886,3.2216,0.2469,2.1558,2.2706,1 
-1.797,-1.0812,1.4813,2.1079,-0.1206,3.3597,2.6811,2.5004,0.9263,2.9051,1.7195,1.6441,1.4046,0.8076,2.0296,-0.3802,3.6216,2.5209,1.3274,1 
-0.4036,-0.4021,3.0114,2.0064,2.4819,1.3629,2.1803,3.3137,1.043,1.061,1.3231,1.624,-0.0315,1.5171,1.7286,3.1715,1.7452,2.4318,2.3203,1 
-0.6404,0.3255,1.7277,2.2443,0.7535,1.9598,1.7662,3.2154,1.2372,2.8192,1.6001,1.5399,1.8785,2.285,2.6024,1.5833,3.1306,1.2727,2.6103,1 
0.424,0.0888,3.079,1.247,2.1807,2.3031,2.1795,2.5876,3.8549,1.2108,3.0345,0.1782,4.493,0.9767,2.7591,3.7165,2.6315,0.1428,1.3074,1 
0.6175,0.7195,2.0526,-0.416,1.2865,2.6426,4.019,2.866,1.6359,2.2792,1.5863,2.2779,2.5572,3.5345,0.3744,1.4511,2.1596,0.8513,0.1979,1 
-0.1407,1.2054,1.4543,1.3376,2.0883,2.9282,5.0579,0.8901,2.1052,2.8894,2.0885,2.7652,0.509,0.7211,2.5142,2.011,1.0527,3.7257,2.7468,1 
-1.0317,-0.6093,-1.7394,0.8458,0.5595,-1.247,1.909,2.9938,2.1735,1.249,0.6417,2.248,2.7147,1.84,0.0815,1.569,2.7386,2.9773,0.6757,1 
-0.4212,-0.1623,1.3985,2.1387,1.4163,1.4828,1.3084,2.6299,3.5113,1.7029,2.2674,1.5124,2.638,2.4742,3.6765,2.1634,4.3323,0.9377,3.8005,1 
-0.9376,-0.2321,1.4694,3.2013,1.2843,1.7169,0.6832,1.6457,1.6294,3.1595,-0.2264,4.9794,2.5907,0.9421,2.3347,0.416,1.655,1.2358,-0.3925,1 
-0.789,-0.4057,-0.0426,1.7451,2.1927,1.7613,0.9637,1.6274,3.7668,1.0725,1.8353,1.5596,1.0746,3.7035,1.5565,3.2545,0.9173,1.9469,1.7308,1 
0.8515,2.1838,1.7406,1.5014,2.6025,1.4532,3.6809,3.4342,0.4264,0.6431,2.1259,0.361,3.8931,0.4494,2.1825,-0.3206,1.4287,0.1127,2.4411,1 
-2.251,-0.1817,2.252,2.2274,2.5453,1.2676,1.8272,2.9145,2.461,2.0246,-0.2494,3.1886,2.2285,1.8445,2.0853,0.8728,1.5782,1.9921,3.7649,1 
-2.1169,-0.4588,2.8758,1.7708,0.8094,3.2196,2.1613,1.0682,2.8452,3.8749,1.9544,-0.424,-0.7532,2.5731,2.3802,1.6347,1.592,1.4276,2.1887,1 
0.7958,-2.1556,2.3079,1.7826,1.8241,1.5821,2.3775,0.7143,2.2404,1.0899,1.2981,3.2477,1.0512,0.0879,0.5523,1.372,1.4782,1.9178,1.7833,1 
0.6311,-0.0741,3.1664,1.0563,1.7957,3.4227,2.143,2.5904,2.3356,1.3887,3.157,1.6369,0.9125,1.9898,2.2009,1.542,1.6891,1.5735,2.175,1 
-0.9254,-1.2674,1.1703,2.9913,1.3615,3.3378,1.8924,0.6519,1.3298,2.2727,1.8333,3.9222,0.7846,0.0584,3.2148,2.1073,1.7021,2.8029,3.3697,1 
0.7741,-1.0817,0.6062,0.6225,2.762,1.4634,2.4604,1.4981,1.1118,0.9486,2.3031,0.8109,0.7939,1.9727,0.6943,1.0185,1.3601,2.8633,2.0684,1 
-1.2059,-0.1229,2.9219,1.7097,2.89,0.9573,1.5345,1.8551,1.5863,4.3823,1.7706,2.5689,2.3886,1.7731,1.6718,-0.4167,2.8496,1.6673,1.93,1 
-1.2225,-1.2487,0.8817,3.2955,2.4885,0.3446,1.3182,1.1034,1.5323,0.0391,1.4673,2.1555,0.6101,4.2172,0.7631,1.038,0.939,2.8529,2.3026,1 
0.2925,0.7292,2.4096,2.3938,2.9095,2.2079,1.8909,2.4371,-0.324,0.8216,2.2605,2.4929,3.3467,3.8897,2.0049,4.1385,1.3127,1.3674,1.1114,1 
0.4391,1.0521,0.8583,3.544,1.4204,1.8433,0.8783,2.9119,2.3633,1.2162,1.5469,1.4198,3.46,-0.4046,3.3656,1.0831,2.5911,1.6681,1.6592,1 
0.1476,1.7882,0.0928,1.8926,2.5777,2.2178,1.6258,2.2369,2.8724,2.9222,2.4164,2.2295,2.3042,2.1993,2.6304,2.6189,1.7033,2.0472,2.2383,1 
-1.1938,0.4693,1.8338,0.1948,0.9291,2.5226,1.6741,2.8566,1.4336,1.3465,1.4628,2.5482,1.4672,1.0245,2.5163,-0.0438,1.0564,3.1342,2.858,1 
0.0558,2.4353,0.5633,0.826,3.3197,2.0938,3.496,1.2465,2.4696,1.3735,2.2509,2.1157,0.7594,1.6849,0.8213,2.166,2.6238,1.96,0.7729,1 
-0.2691,-0.9974,1.5714,1.0271,0.8814,0.8893,1.9192,1.7858,2.869,3.2219,0.9854,1.7887,4.3505,2.2015,1.3097,3.0293,1.9248,2.6846,1.3109,1 
-2.9314,-0.0207,2.1392,2.0647,2.0201,1.1132,1.7915,2.8544,2.7701,2.522,0.799,1.2595,2.9976,2.8456,2.3021,3.0318,2.4305,1.8388,0.3424,1 
0.1524,0.7965,3.1272,1.5459,1.3083,3.143,1.4251,1.6449,1.7785,2.8099,0.8587,2.8606,2.0375,2.0947,-0.1809,3.0366,3.2318,2.491,0.8088,1 
-1.7301,0.5544,3.4029,2.9773,1.6215,2.4539,1.0825,2.6458,1.0368,2.3583,1.6452,0.8473,1.6769,3.1741,2.0908,2.6277,2.0145,2.2504,2.9847,1 
* 
-0.6988,10.0106,1.0532,2.3287,2.3151,1.5972,-0.6333,2.202,1.5927,4.687,1.1161,1.5963,2.1019,3.196,3.1724,2.1691,1.5087,1.1706,1.8104,1 
0.4333,7.6315,1.6228,1.6733,2.8957,1.5968,1.9001,2.258,1.7948,1.501,4.7782,2.062,1.036,2.9348,0.726,1.2147,1.5688,0.7248,1.9544,1 
-0.5072,9.7188,1.9764,2.7727,1.1432,2.6145,1.3289,1.2381,1.5494,0.8986,1.1202,2.3028,2.3846,2.4842,2.3058,3.2774,2.039,1.4513,0.6874,1 
-1.1796,11.1669,2.3823,2.0262,0.223,1.7365,3.2332,3.6514,1.9455,2.1296,3.508,0.6083,2.8708,2.1766,2.1516,4.1691,1.1899,2.9181,1.0581,1 
-1.5238,8.8074,2.7458,3.692,2.4454,2.9458,3.7353,3.3983,1.4488,0.461,1.6859,3.3701,2.0817,1.532,2.7223,1.5588,3.1326,1.4444,1.3411,1 
0.9554,8.2276,1.4909,2.397,2.4444,1.0875,1.4766,2.6472,1.2709,2.4375,2.8382,2.6709,2.0754,1.2494,1.5417,1.3796,-0.3028,1.481,1.9753,1 
2.8134,9.9358,2.1555,2.1678,1.4238,2.0289,1.4353,1.418,1.3957,1.9799,1.7095,1.8111,1.8232,3.0776,2.1206,1.6977,3.3805,0.6734,-0.8282,1 
0.8801,9.2528,1.9623,2.6007,1.0237,1.7866,2.9854,1.0246,1.3533,2.6375,2.1659,3.3831,3.5598,2.7795,3.1644,2.8655,1.5691,1.8336,2.6617,1 
0.156,10.6079,2.9414,1.9861,2.8554,1.7874,0.7161,2.029,4.1387,2.4614,1.3425,0.5336,1.2793,3.5927,3.1627,1.4562,3.077,0.2721,2.1018,1 
0.127,9.5948,2.4019,1.47,1.7005,1.8881,2.9053,2.6987,3.6159,-0.0329,0.9828,1.774,1.3429,2.1882,0.6942,2.9325,1.3942,3.3256,3.4073,1 
0.7901,8.0939,1.9515,2.3615,2.1483,1.4039,-0.6557,2.8974,2.7578,2.8024,1.4906,3.0379,1.5538,2.7816,2.4451,1.437,2.9979,1.8825,3.9724,1 
0.3444,9.9044,1.2514,3.0299,2.9297,3.3429,1.2085,2.375,3.5175,1.3031,3.0632,0.7959,-0.0641,1.787,1.4375,3.2918,2.4626,1.054,1.968,1 
-0.7872,10.5729,2.3689,0.4477,2.051,2.4002,2.4204,1.7,4.5797,1.4359,3.1712,3.0599,2.8942,2.5356,2.4584,4.1205,2.0725,3.5155,2.7255,1 
0.2811,10.1065,3.4715,1.7277,1.9304,1.2919,2.1541,3.0801,1.3232,1.1968,2.1695,2.3314,-0.3217,1.795,2.4598,2.6061,3.4444,0.5711,1.4051,1 
-0.0081,10.4371,3.3306,3.2113,2.148,1.5223,2.9678,2.0356,2.2259,1.2706,2.1082,1.9515,1.8396,3.526,3.5282,0.3273,1.6217,1.6861,1.5631,1 
-0.3622,8.5995,1.4913,2.0134,0.9464,1.1365,4.3188,2.6085,3.3115,2.6495,2.1081,3.8189,1.7863,2.2743,1.983,2.0739,3.1193,2.2759,1.2134,1 
0.4829,9.9864,1.1555,2.5792,1.4603,1.3006,1.8902,4.0621,1.7347,0.7494,1.6033,2.3219,1.3946,1.8688,3.3075,3.4754,1.5417,1.7965,1.3475,1 
0.4928,9.7488,2.153,3.1588,2.7409,2.2382,4.0078,2.2128,3.3621,3.417,2.1437,1.228,2.1042,1.4998,1.5659,1.8292,2.8934,1.8554,0.5203,1 
-1.5694,10.1499,1.0912,2.894,3.6601,3.1216,1.6935,1.3016,2.8836,1.4256,1.7813,3.1885,3.5234,2.4587,0.8106,1.508,1.3706,0.5262,2.7894,1 
-0.0218,8.9245,2.7697,1.3865,4.1871,2.844,0.1329,1.4834,1.0555,1.526,1.5798,1.1919,1.8083,1.5413,0.1088,2.1737,2.0443,1.9154,1.8098,1 
0.1974,9.303,2.129,3.8781,3.2646,2.7315,2.8106,2.8519,1.8178,2.8875,2.6271,1.3908,1.1841,2.5617,0.4726,1.6717,2.4005,0.6669,2.4359,1 
-0.799,12.1259,-1.3485,1.6663,1.1179,1.2479,3.2094,1.4864,3.7332,1.2848,2.6906,3.1703,1.0461,0.7714,0.96,2.7649,1.9506,1.7569,1.6429,1 
0.212,10.5102,2.9257,5.2619,2.5665,1.5727,2.6781,1.9396,0.9341,3.2489,3.5343,2.1684,2.1127,0.0633,2.3873,2.7743,2.2874,3.1039,1.4164,1 
0.7311,11.0026,2.643,0.736,3.9602,1.3523,1.9821,3.2547,1.798,0.3944,1.9332,4.5268,2.5377,3.1958,2.3769,3.1233,0.7324,1.7475,2.231,1 
0.0806,10.6418,1.1387,0.1923,1.3806,0.9925,1.7408,3.0071,3.484,2.9208,3.1629,3.2677,1.9508,3.6248,3.235,3.321,0.5605,2.7399,1.7236,1 
0.2227,9.7574,1.9831,3.2959,1.4534,1.7762,2.6604,1.8752,2.0083,2.2224,1.8775,1.3391,1.1298,2.0822,3.0303,2.0612,1.855,1.6118,2.7631,1 
-0.5191,8.9623,0.4922,2.2,1.7936,3.2457,0.9249,0.3523,2.3163,2.9093,1.7862,1.2041,1.2381,0.0118,2.9126,0.9873,2.9414,1.8159,3.4945,1 
0.6793,8.6426,1.0145,1.1041,1.241,3.9773,1.5832,2.3509,1.987,1.7683,2.5277,0.6787,0.3763,2.6272,1.2153,2.9536,3.8911,2.8864,2.1794,1 
-0.9404,11.0222,2.9629,2.0961,2.5718,-0.1903,2.0008,2.5994,1.4799,3.0708,0.9727,1.8397,1.2434,1.8098,4.429,1.5636,2.1271,2.3683,1.4067,1 
-0.3516,10.3324,1.5313,2.6156,0.7037,1.5136,2.0752,2.4069,2.1491,1.5551,1.4395,3.9107,3.2243,2.2014,2.3686,2.8736,1.856,3.1383,2.8548,1 
-0.1287,9.1424,2.217,0.6539,2.4079,2.8444,3.4454,2.1068,2.5244,1.8486,4.0846,4.5571,3.081,1.3397,3.0258,0.4821,2.4382,2.5387,0.7521,1 
0.2779,9.9081,0.8901,2.2377,3.7926,1.7374,2.2165,0.9131,3.1025,-0.0428,3.0019,1.992,2.6007,2.3896,3.3705,2.5833,3.3596,2.2858,2.7403,1 
0.5293,10.1552,0.4347,2.4468,2.3304,0.9139,-0.3874,2.832,3.0045,1.0638,1.2786,2.6126,3.2393,2.3987,1.6879,4.3295,3.218,2.4223,0.4236,1 
-1.0191,10.6938,1.9964,0.9888,2.0257,3.7346,2.9486,2.2997,3.5894,1.9275,2.3696,2.0566,1.4226,1.604,1.6354,1.5532,0.8659,1.9884,1.9612,1 
-0.3195,11.3935,3.2766,3.5149,2.0496,0.679,2.8289,2.3663,-0.5235,2.8461,3.6041,2.2535,1.6344,2.9924,1.6441,0.8804,1.186,2.0383,1.4292,1 
0.9323,10.3448,1.0943,2.8415,0.8903,1.2989,2.134,2.3213,2.8984,1.7299,1.2664,2.903,2.4983,3.3317,1.8247,1.9602,3.4438,3.2556,2.051,1 
1.1948,9.9974,1.0879,4.0073,1.9935,0.8289,2.5394,1.2368,2.5082,1.6275,2.9631,1.2125,1.292,1.9826,1.7181,3.1228,2.8415,1.7009,2.4867,1 
0.6741,9.4112,1.1277,3.4578,2.0833,1.006,1.5091,0.9223,-0.4467,2.0063,1.2154,1.1856,3.1172,0.3061,3.5676,1.7073,3.0995,0.4699,3.2753,1 
-0.9133,10.8771,2.0483,0.9319,2.5937,0.2149,1.172,0.6748,0.001,2.6263,1.6763,2.9123,2.4321,3.1469,3.3158,0.7813,2.0762,1.3734,2.2216,1 
0.7314,11.0111,1.9705,1.6683,1.8484,2.3584,1.2971,1.6741,0.5689,2.6498,2.5972,2.5761,1.5483,1.7086,3.191,4.3497,0.3569,1.5876,3.0367,1 
-0.5001,9.2145,1.0223,1.1686,2.9854,2.2181,1.1776,1.9245,0.3345,2.3481,1.9397,2.0746,3.0461,1.9767,2.3355,2.1232,1.2783,3.6451,3.6028,1 
