Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Class
2.6942,11.4592,2.6861,2.2756,2.8306,0.6995,2.2877,2.8753,2.6422,2.8981,1.8543,3.1675,2.4395,3.1052,1.9738,1.5966,0.8258,1.9882,2.2363,1 
1.5255,10.8932,1.5908,3.1552,1.6533,1.7571,0.8411,1.3898,3.4136,1.1708,3.9424,2.47,2.5918,0.3692,1.9878,1.1404,2.5831,-0.5387,3.8205,1 
1.0329,8.8922,1.6409,2.5444,0.332,1.4339,2.1239,1.4714,3.6017,-0.0517,0.0964,2.7427,0.9516,1.0912,1.9771,1.9552,3.045,2.6526,3.7057,1 
3.3963,9.8342,1.8738,1.3639,2.4728,0.6691,2.6766,1.7079,2.7562,1.1728,0.839,2.6309,1.8829,2.3804,1.7808,1.0564,1.2588,2.937,2.0217,1 
1.9481,10.3201,2.2942,2.2614,2.139,1.9127,1.4322,1.2348,3.7366,2.2074,0.6318,2.7609,2.1969,2.2252,3.3665,3.095,1.0794,3.1035,1.3294,1 
1.9937,10.4337,2.7826,2.8308,2.1874,2.1527,3.1577,4.2173,2.0117,2.2336,1.9575,2.9891,2.109,0.6212,1.4969,2.9406,0.9006,3.6241,1.9867,1 
1.712,9.6537,1.7441,1.1192,1.4436,2.1469,3.3263,1.5741,2.8696,1.8558,0.4304,0.9556,1.4588,1.5019,1.4399,2.2755,2.7814,1.1034,1.3342,1 
1.6112,9.081,1.7101,1.0124,2.8216,2.323,2.1752,1.8403,2.2772,2.5274,3.1618,3.6613,1.6265,3.1176,0.5469,1.9945,2.2575,1.8023,1.1187,1 
2.0991,9.9889,2.3319,1.7329,2.6703,2.712,1.1412,3.1811,3.2463,2.6624,0.8971,1.0598,1.7073,2.5234,2.1063,1.2601,3.3913,2.7788,1.6017,1 
1.4226,10.2554,2.1914,1.0879,1.358,0.8092,2.9423,0.9653,1.7376,3.5633,2.5378,0.4746,1.0477,0.9252,3.4859,1.8453,0.2285,1.2617,0.5763,1 
2.2566,8.6593,3.8,2.2719,1.7764,0.4493,1.8461,1.808,1.4363,1.7054,4.889,1.3361,3.232,1.2339,1.7028,1.3179,2.1934,1.2562,2.0915,1 
2.4322,11.4003,0.4255,4.2921,1.5928,3.0636,0.2799,0.6179,1.7516,3.4375,3.6132,3.4305,0.2604,0.7107,1.295,1.6303,3.6993,2.363,-0.6327,1 
1.3304,9.954,0.6814,3.3768,1.4544,1.6431,1.2664,1.0821,3.074,0.8781,2.0634,2.9618,0.9882,3.1404,-0.9716,1.5932,1.8522,-0.0335,2.6123,1 
1.0432,11.0445,3.5546,2.5238,1.5343,0.6448,3.9854,2.5657,3.0867,2.4469,1.6201,3.08,1.1939,3.7426,0.6028,0.8471,2.276,0.2251,2.4505,1 
1.2967,10.014,2.4041,1.7275,1.0069,2.5457,1.8998,3.7166,1.0451,3.5082,1.0181,2.4334,2.1915,1.2128,2.9182,1.2009,1.5648,3.0782,1.2517,1 
1.6983,10.4866,2.0596,2.8592,0.8219,2.4844,2.4092,1.1681,2.3089,1.9051,1.9425,-0.3437,2.8196,1.9375,0.5151,2.432,2.3312,2.6465,2.7121,1 
2.6037,11.1421,0.1708,2.4786,0.464,0.2765,0.7943,2.5363,1.3061,2.8347,4.4362,1.3309,0.7426,1.0548,2.7004,0.2866,1.1135,1.4651,3.9541,1 
3.1159,8.6813,1.9753,1.8727,2.1898,0.8198,2.5172,1.0211,1.4114,0.218,1.1508,4.2209,-0.5997,2.7166,2.4965,1.6661,2.1262,2.0276,0.2676,1 
0.092,9.7137,2.9204,2.6775,0.7704,3.4587,1.6064,3.128,1.5119,2.5137,3.0122,1.2555,3.0427,0.8038,0.7731,1.6272,3.0417,1.725,0.7771,1 
0.171,10.9157,0.6245,0.1646,1.1228,0.8671,1.7736,3.4732,1.9869,2.2257,2.8627,2.7803,0.9263,0.9289,2.616,0.5431,3.8362,0.6913,1.8049,1 
0.534,9.7626,-0.2478,0.7323,1.2684,2.591,2.0001,1.3258,1.7251,1.728,1.4817,3.1524,0.513,2.189,4.2757,3.2458,2.1862,3.0222,1.1101,1 
1.4187,10.4926,2.5492,3.7439,1.3089,4.8399,2.0739,2.3471,2.4501,1.2044,2.6957,0.9313,2.5288,1.7674,2.0984,2.7068,2.9482,3.1491,2.9991,1 
2.6443,10.7283,2.2956,2.0145,1.4816,1.9231,2.2659,2.2851,1.5709,2.2339,2.0119,2.9528,3.7626,3.3716,1.0276,3.1863,1.4467,0.8799,1.5102,1 
0.89,9.9545,0.2318,1.3991,1.7566,0.2573,1.9935,1.9189,3.2723,3.6447,4.1643,0.671,2.9327,0.128,0.848,2.2414,3.0477,1.3074,3.0708,1 
0.6877,9.818,1.2845,1.3802,2.6349,-0.1548,1.9326,3.206,1.4909,0.9912,1.8795,2.5031,0.8956,2.5715,5.4513,1.2432,1.4131,0.3143,2.8303,1 
2.3958,11.0296,4.7684,3.3262,1.0797,1.7411,2.4516,1.3,1.7046,3.0156,2.2942,1.4453,1.8233,1.7962,0.8096,1.3993,2.5202,2.1564,0.1256,1 
1.6679,10.4749,1.0765,2.4006,4.667,0.9395,2.1818,2.9381,2.9298,2.7777,1.0807,1.8696,1.1489,2.1279,2.6128,2.6788,-0.9023,1.6648,0.766,1 
0.5912,10.895,1.0794,-0.5094,2.4168,0.3781,2.36,1.1442,2.5884,1.3946,2.2739,0.5551,2.4964,3.0585,2.5352,3.6491,2.6343,2.7529,1.4708,1 
2.3751,9.9276,1.27,2.3203,3.8124,1.2647,2.1682,1.4153,3.3912,1.5417,1.8326,1.9422,2.2757,0.4515,1.6284,1.6489,1.6104,1.6087,2.4879,1 
0.8566,10.4067,3.1738,1.8596,2.8439,2.0626,1.948,2.0485,2.0929,1.4678,2.3996,0.3304,2.3289,3.2456,0.9578,2.1999,3.2103,2.1813,2.9653,1 
2.7494,10.0439,2.2595,1.4759,0.0673,2.2479,2.6941,1.4994,2.4431,0.4811,1.2213,1.3087,0.6989,1.9582,3.1957,0.6247,1.8374,2.9552,0.4044,1 
3.0266,10.4197,1.4956,1.1596,1.8062,0.2899,2.6656,2.9432,2.448,1.0949,2.5914,1.9871,2.1793,1.5323,1.7395,3.3271,3.9579,2.092,3.3072,1 
1.3238,8.8029,2.5657,1.7211,2.1762,1.8183,2.7447,-0.1729,3.8813,0.802,0.5399,3.1983,4.8167,2.6076,1.0859,1.5072,2.1525,2.5386,2.1865,1 
0.6958,10.7216,0.3968,0.3566,3.8033,2.5469,1.891,1.2438,1.6525,3.9476,2.5872,1.5739,2.9094,1.9862,2.3595,-0.7376,1.2643,2.5079,1.7631,1 
2.8479,9.2284,0.7169,1.0175,-0.0817,2.5932,4.6248,2.5027,0.514,1.625,1.0125,2.2775,1.5771,1.2064,3.0109,2.489,2.5831,1.2977,1.4081,1 
1.8393,12.0072,2.7199,2.4216,3.329,1.1486,1.5676,-0.3168,1.8598,1.9482,1.3958,1.9747,3.4106,1.9599,0.5814,2.3742,1.6532,0.3176,1.893,1 
1.6795,9.7226,1.4899,3.176,0.9476,2.3729,2.5444,1.969,2.6128,0.6696,1.6923,3.7138,-0.6808,1.1449,0.0705,1.9159,2.262,-0.5342,2.0468,1 
0.9219,8.0329,-1.1757,1.9237,1.3448,1.0788,2.0959,4.3357,2.2107,1.523,1.3436,3.1132,2.4224,4.3842,3.1717,1.8173,2.8314,2.5002,0.8935,1 
0.8023,8.2099,1.6021,2.9215,1.8194,2.8961,3.1642,0.2173,1.473,2.4199,1.5941,0.8283,2.5675,3.3042,1.9977,1.8292,2.8075,1.7681,2.0052,1 
2.5286,10.2126,1.7497,3.2412,2.0128,2.8027,2.1156,3.0438,2.5223,0.7683,2.0911,-0.3686,2.1652,0.6074,3.4964,1.7097,3.485,0.3075,1.1613,1 
2.127,11.6612,-0.8909,2.0764,1.4061,2.1133,0.9378,-0.0965,1.1811,1.1811,2.2946,3.9006,1.6665,0.867,0.7362,3.1009,4.7193,2.3753,3.1804,1 
-0.3634,10.2282,-0.1369,0.6342,2.767,1.2468,0.3006,0.9966,3.6503,2.6562,1.2307,0.7508,0.4637,2.3085,1.4293,0.778,2.5505,1.4448,2.0241,1 
2.24,9.2214,2.4162,1.03,0.0448,2.0755,2.8548,2.138,1.6924,2.7748,1.5315,1.8095,1.9829,2.1579,0.7857,4.0769,1.7285,1.3006,1.8862,1 
1.8291,9.6116,1.3922,3.9416,3.4585,1.6348,-0.1265,1.7336,2.3843,3.6146,2.8273,0.9024,1.789,2.045,1.4952,1.0779,1.8361,0.1629,1.1828,1 
1.0146,10.1285,3.4643,2.3292,2.1944,3.7092,1.4058,2.2881,3.2226,2.5499,2.8606,2.1298,3.6815,4.011,0.2654,1.4745,1.2629,1.6806,2.9207,1 
2.2032,9.2371,3.3107,1.2327,1.8792,0.9207,3.5496,2.8411,2.331,2.6153,-0.2364,1.6054,2.2515,3.3766,0.452,1.3651,2.3485,3.4094,2.9279,1 
1.1376,11.0402,1.47,1.0573,0.7781,2.973,2.6205,2.3018,2.0994,1.6725,1.9124,3.6173,0.4224,2.3662,2.5653,2.932,2.5324,0.6209,0.7211,1 
1.3524,8.6137,2.0356,1.3419,3.0126,3.0531,3.2107,4.3058,1.0304,1.1953,1.4085,2.2518,0.8783,2.0021,1.8661,4.0218,0.4952,1.095,2.1616,1 
1.1574,10.4636,1.6393,1.604,2.2177,3.2829,1.4873,1.7746,2.9035,1.9044,2.4917,4.2092,0.5645,3.3978,1.8699,2.5503,1.9128,3.0854,1.2809,1 
2.5916,10.0413,1.6623,1.8083,3.2315,1.268,1.2077,1.3866,1.8069,1.3658,1.7193,2.3131,1.4766,0.8391,2.2179,1.4041,1.743,2.063,4.5099,1 
2.5015,9.5719,1.8791,2.2938,1.4811,1.7772,4.6648,0.6245,3.2112,4.327,2.6358,3.9159,3.1013,2.2708,2.0646,4.5446,2.2332,2.9713,3.6677,1 
3.7058,11.1318,2.0509,1.7619,3.3278,2.4099,2.0188,2.4766,2.717,0.1596,1.9517,3.1622,0.8283,2.9907,3.0308,2.5083,2.4247,0.4376,2.4386,1 
2.5912,9.1121,0.8273,1.8221,0.4724,1.2563,2.912,1.1675,2.3022,2.8728,0.0227,1.3432,1.2919,2.4704,0.9005,0.0888,1.8256,1.4859,1.1939,1 
2.5477,10.6493,0.2634,2.8788,2.4336,2.3666,1.8717,1.9962,2.7485,0.9168,1.7425,1.5052,2.2325,2.6744,3.4695,1.2967,3.007,1.8421,2.1616,1 
1.7081,11.4901,1.8425,1.3652,3.7849,0.339,1.7837,1.6655,2.5215,3.3545,2.5143,3.5759,-0.6547,4.3271,1.5719,1.404,2.313,2.6444,3.0901,1 
2.4656,11.5769,0.4944,2.5429,2.7001,2.2862,3.1199,2.3327,2.7299,3.2937,2.5536,1.8491,1.3245,3.6237,2.0314,2.8114,3.7979,3.7335,-0.1149,1 
2.2003,11.137,0.2593,3.338,2.7284,3.5496,2.1755,1.8358,1.8973,3.4163,2.246,2.5658,1.4493,2.3368,2.3139,2.7046,1.9609,2.1391,2.1696,1 
2.3375,10.2081,2.3388,1.7974,1.9649,2.5161,0.7017,1.2625,2.1107,1.1645,3.606,1.7157,0.0174,2.996,1.523,0.4592,1.5152,2.4331,1.7624,1 
2.094,13.3907,2.5376,2.5158,-0.4176,1.2474,2.3366,4.5873,0.5742,4.2475,1.0188,0.4331,2.6083,1.7181,2.5995,1.9784,1.8691,2.5382,0.8301,1 
4.4265,9.0155,1.6623,1.0352,2.9043,3.5446,0.2195,2.2101,0.8389,1.4374,0.5203,1.5121,2.4104,1.4184,1.0587,3.7278,1.2717,3.2602,3.1693,1 
0.7334,10.5403,2.475,2.9632,3.8847,1.3385,2.7187,2.2913,1.1756,2.7707,0.8284,1.1975,1.6323,3.7298,2.4353,2.1061,1.037,2.3634,0.0016,1 
1.479,10.3401,2.7438,2.0873,2.6462,0.9144,2.3386,0.0038,3.0087,2.4596,1.867,2.8386,1.0537,0.3027,2.4219,3.3009,0.0015,0.8254,1.8768,1 
2.7468,12.2583,1.3415,3.0839,2.2865,3.7846,0.8764,2.8333,0.7854,1.6411,1.9682,0.9361,2.7205,3.8132,3.6743,2.3358,2.9123,3.1356,0.9098,1 
2.948,8.8317,2.4444,1.7164,1.4122,1.8912,0.246,2.4571,-1.075,2.2854,1.2192,0.9878,2.9264,-0.1139,2.1444,0.9973,1.163,2.1871,1.9378,1 
1.0327,10.9085,1.6248,1.817,2.1974,2.7351,3.4092,1.6318,0.8099,1.547,1.7323,1.3494,1.3455,1.159,2.6281,3.5278,1.7683,3.5743,0.3924,1 
0.7546,9.4511,0.9948,1.3952,1.1396,3.7388,2.3744,1.0426,1.9257,1.8838,0.9793,0.4351,0.8193,2.9521,2.7457,3.3885,3.071,2.8908,4.3947,1 
1.6863,9.0313,3.628,2.1073,1.7021,1.3778,1.626,3.5123,1.5558,1.6764,0.3138,2.073,1.427,-0.3009,2.3147,2.4727,0.9588,1.5478,2.4746,1 
3.9889,9.6837,1.0518,1.6014,1.6658,1.9397,3.2572,2.2676,1.7437,1.864,1.7976,1.5994,1.549,4.3241,0.1692,2.5079,4.2614,2.068,1.701,1 
2.8725,10.9353,2.2487,3.8148,0.6168,3.6391,1.9183,3.1045,2.0727,1.6943,0.9631,3.3895,2.5541,3.2725,2.4997,3.3977,1.7095,1.8565,0.8536,1 
2.3489,9.974,2.3491,1.5175,2.5776,1.8751,0.7367,3.0079,1.2327,0.3143,-0.2398,1.6509,2.1314,1.8762,2.7913,0.8835,0.6285,2.747,2.8804,1 
2.4062,9.9076,0.5956,2.7727,1.6482,3.2742,2.1976,1.7403,3.1723,2.8524,2.6865,1.1378,1.9799,2.2069,1.8539,3.1593,1.8046,3.2363,3.2712,1 
2.0906,9.4725,1.167,1.609,1.7274,2.6327,2.7013,1.7307,0.6859,0.6263,1.6778,3.4615,2.3765,3.2641,3.9921,2.893,0.2199,-0.995,2.0888,1 
0.6607,9.4247,2.0993,1.404,2.37,1.1127,1.3273,2.9612,1.0147,1.7304,1.0988,1.4739,1.2893,1.074,-0.4707,2.9793,3.4723,2.0933,4.6176,1 
3.401,11.1708,0.6938,1.8041,1.9055,0.9763,4.18,0.1745,3.3577,1.9664,2.7496,2.3347,0.6229,1.5178,1.1925,2.5328,3.8609,2.1106,3.5936,1 
1.2946,9.9738,2.5522,0.2578,2.2527,2.7395,3.1287,2.1024,0.811,2.4769,1.4634,2.7409,1.4356,0.6761,1.376,0.3923,1.8205,3.751,1.4277,1 
1.389,9.5036,2.7983,3.0102,2.4643,0.5715,3.0056,2.341,3.3569,2.702,1.306,1.893,2.3555,1.2024,2.3039,1.5118,3.0161,0.7749,0.2785,1 
1.5546,10.4354,1.9512,-0.1688,2.6382,1.2453,1.4778,1.852,0.7675,1.849,2.7218,0.8882,1.4417,1.8313,1.3721,0.5711,2.0297,1.8822,2.5723,1 
2.5534,9.1761,2.1473,1.5633,1.3926,2.1959,4.1973,3.5616,2.2042,1.4927,1.4547,2.0059,3.8769,1.648,1.1208,1.2775,2.828,2.6243,1.9474,1 
1.795,11.0679,1.5072,0.5858,1.2188,0.7347,2.0889,2.518,0.9851,3.0734,1.5039,2.6261,1.5816,4.1414,1.5167,3.0619,1.7357,1.206,3.5862,1 
0.9426,10.5377,2.7627,0.3187,2.0105,1.4097,1.5621,1.4785,3.1265,3.1744,0.9465,2.1383,1.6761,2.1032,3.4676,2.1378,2.5733,0.4872,0.8299,1 
0.7603,11.0503,1.6932,1.0886,1.3788,1.7527,1.6617,1.9355,1.0292,1.673,-0.5758,2.7514,4.0218,2.6148,1.1323,2.545,0.4056,1.9986,3.4485,1 
1.4584,10.7989,2.1743,2.3523,0.7592,4.6316,3.2426,-0.7988,3.443,2.9866,2.4719,2.4124,2.1634,1.9938,1.2362,3.2414,3.2352,1.3486,1.0985,1 
3.9631,9.898,2.4757,0.7101,1.5726,2.7831,1.9421,0.8486,1.2512,3.42,1.1904,1.2946,1.2866,1.6863,3.2075,1.3642,2.956,1.0455,2.3085,1 
3.4488,10.607,3.3054,1.9991,2.5696,0.8478,1.5229,2.0609,2.3984,0.7219,2.7367,-0.4254,2.966,-0.0395,2.0186,1.623,0.5573,0.0712,1.5633,1 
3.1977,8.9718,2.4297,1.826,2.4582,1.4099,3.0594,2.1015,1.1612,1.287,2.3661,2.4584,1.5234,2.8065,0.8728,-0.0295,1.7676,1.7043,1.4361,1 
2.347,11.2387,-0.2325,1.3631,2.1606,2.2288,0.5728,3.2112,1.449,1.1762,3.0104,1.661,1.1276,2.8966,0.5048,3.5009,1.8617,3.2487,3.2268,1 
-0.1055,9.7165,3.7098,2.8657,2.8254,1.5527,1.9037,2.5207,1.5839,-0.0245,2.0312,0.7982,1.2953,2.5527,2.04,1.951,1.1461,2.357,2.6303,1 
-1.565,10.1036,2.2933,3.6939,2.5738,2.3247,0.4985,3.8398,2.5853,2.3807,1.4185,2.7916,0.9046,1.1952,2.9126,2.2696,-1.0487,1.7768,2.5455,1 
1.9461,9.8258,1.6832,1.9791,1.7127,0.654,3.239,-0.5658,2.2664,-0.6307,1.7487,1.1955,3.5008,2.7607,0.4501,0.6609,0.1936,1.2185,1.4579,1 
3.1402,11.6934,0.2892,1.9751,2.9212,2.0115,1.917,-0.9615,1.149,1.9616,2.37,3.5719,2.192,2.8155,3.063,2.8814,2.2468,0.3631,2.5244,1 
0.6952,8.1378,0.9206,2.4995,1.0541,2.1763,1.3696,2.7663,0.5522,2.0009,2.8959,0.2484,1.0344,2.9462,0.3275,2.2135,1.9018,2.1295,0.7941,1 
1.1172,10.199,1.9035,1.4584,3.5881,2.7826,3.539,2.1627,1.7757,-0.8508,1.8907,1.8267,3.6599,1.8431,2.918,2.9739,2.3329,3.0186,2.2581,1 
1.1754,9.3852,2.8344,0.8934,4.5188,1.1102,1.6289,0.1878,1.2568,0.6578,2.2734,1.8412,2.0543,1.1249,3.3663,1.6483,0.3035,0.5253,0.3574,1 
3.1958,9.783,0.6097,2.8447,0.7315,0.9488,3.2394,2.4926,3.6817,2.7138,1.158,1.7759,1.2455,2.3597,2.0769,2.0573,2.7294,1.9875,2.3926,1 
0.6976,10.1879,2.029,3.2229,0.6448,3.889,2.5777,0.5402,2.7368,2.676,2.8889,2.3196,2.9765,0.6952,0.058,1.7856,1.0535,2.4794,1.412,1 
3.289,10.4921,3.6497,0.7081,2.0849,3.7544,2.806,1.7893,0.1344,2.0474,0.6549,0.2554,1.8388,3.5513,3.0439,2.0338,2.454,1.7481,0.6273,1 
1.4807,10.5579,0.8098,0.4019,1.8423,1.1199,1.8534,4.0264,0.3025,3.0553,2.7269,2.346,0.9478,0.919,2.822,4.3072,0.4555,0.0878,1.1038,1 
2.153,11.4606,1.7134,0.6039,0.6804,2.4793,1.2242,1.2775,1.6357,2.7272,3.5032,2.6346,2.658,1.0335,2.4402,1.1436,0.9818,0.4076,0.3243,1 
1.8196,11.2883,1.4623,1.5484,1.5601,3.353,2.1278,1.3187,3.5584,2.2867,0.1375,0.8198,3.9924,2.7574,2.2145,0.2682,1.5603,2.6581,2.6657,1 
0.9058,8.9618,0.0248,2.4069,2.4782,3.6652,3.5731,2.2121,2.6726,2.3616,3.698,1.354,1.9494,1.0781,0.9397,4.8764,3.1814,2.6028,3.9013,1 
1.3739,8.6352,2.9342,2.806,0.0083,1.1156,1.9378,1.3136,1.7636,1.3604,2.7865,1.3468,1.7848,2.7975,1.7947,2.567,2.5399,2.6179,2.7015,1 
2.5379,10.0308,1.9675,0.763,1.0587,1.8327,2.3348,1.8129,1.9171,1.9493,0.34,1.0414,3.6236,3.1398,1.0835,1.5517,3.8612,2.3268,2.6573,1 
1.2367,9.0835,1.2836,2.8206,2.6263,2.8596,3.3125,1.622,1.8265,1.641,1.9298,1.1426,3.7262,0.6027,2.4457,2.4442,2.4645,0.7783,3.3421,1 
2.1445,10.5377,1.4694,2.1428,2.296,1.7883,2.7068,3.0323,1.9559,2.24,1.5702,1.8735,1.5582,1.2964,3.0959,3.7504,3.6422,0.1901,3.074,1 
3.3014,9.0591,3.7403,3.3256,3.7048,3.1917,1.5687,1.732,1.8227,3.0974,1.0273,2.56,1.2364,1.7852,2.1825,2.8028,2.8407,-0.3599,-0.2511,1 
2.1524,10.1686,0.8292,0.0459,1.7693,1.7119,1.7973,1.6467,0.6865,3.1746,2.5091,2.3298,1.6419,1.3889,4.1222,2.3812,1.7696,1.5715,2.2912,1 
2.2581,10.8443,1.9977,2.3861,2.651,1.0532,2.3558,0.7315,1.7267,2.4257,1.1923,3.3068,0.3057,1.7228,1.1589,1.1962,2.2554,2.1622,1.1115,1 
2.0873,9.9983,1.5222,1.9732,1.4698,3.1779,2.0044,0.9942,1.4388,2.2898,3.14,2.4546,1.7772,2.9152,1.7404,1.9955,1.7593,2.1063,1.2658,1 
2.8265,7.9799,3.4885,2.1443,3.1697,2.6195,2.9777,1.4122,1.5723,2.3091,2.0186,0.8591,2.5686,0.8296,1.0591,1.1877,0.3624,2.7483,3.2221,1 
1.1411,9.0966,1.3299,1.0534,1.8294,1.198,2.5549,2.1496,3.897,3.2998,2.5271,1.6635,2.5014,2.9742,2.3122,3.0886,2.8172,2.2062,1.2238,1 
1.7682,11.5912,1.6922,3.2593,0.4351,3.9333,2.6017,1.3914,0.2521,1.1804,0.9424,-0.0028,2.6738,1.6274,3.147,1.495,0.8454,1.0912,3.3071,1 
2.2857,10.1806,2.2092,1.14,2.3716,1.6704,1.3032,2.1679,3.427,2.6685,1.4305,-0.3843,4.2351,2.5124,1.5303,2.1548,-0.7586,0.1781,1.3054,1 
2.3136,10.9536,2.2068,3.5635,1.9613,1.2393,4.3832,2.5417,2.3,0.9797,2.244,2.7091,2.0319,1.0555,2.3672,3.1468,2.7253,2.7077,3.4021,1 
3.106,9.0629,3.5758,1.6345,2.8701,-0.9543,2.6408,1.8182,1.4352,1.5905,1.0449,2.4253,3.3957,2.1953,1.8851,3.7131,1.6849,2.1066,1.6995,1 
1.3023,9.7956,1.133,1.8546,2.2171,1.0221,2.7828,2.903,1.4073,2.7238,3.3282,2.3945,1.9338,3.2583,1.9607,2.8461,1.8695,0.1194,4.034,1 
1.9159,11.7873,2.5088,2.1786,3.306,2.977,1.8178,0.0692,0.244,1.6138,1.9624,1.9392,2.0967,2.6743,1.4122,2.6539,2.0521,3.6648,2.5798,1 
0.5024,10.7629,2.7329,0.3908,2.0815,3.8925,2.353,0.8667,2.6839,0.9829,2.815,1.5901,1.0877,0.5827,1.7923,1.0835,1.6406,2.4184,3.5395,1 
1.6876,9.0793,3.1756,3.5526,2.4212,2.0384,2.2045,-1.5482,2.0256,3.5657,3.6287,2.5309,2.0671,2.3302,3.0614,1.546,3.3585,1.7347,1.5183,1 
