Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Class
0.0118,-1.2608,1.5778,2.4468,1.5611,4.5681,2.2054,3.2908,2.5457,2.1404,3.8334,1.6843,1.4957,2.2465,3.0229,2.5645,2.7945,1.6352,-0.201,1 
-0.5782,-0.1207,1.4182,2.3727,1.6326,3.0717,1.2278,2.0095,1.9088,2.9678,1.4923,1.6931,2.0416,0.8304,1.5316,1.4137,1.5925,2.051,3.1594,1 
0.7717,-0.0147,2.6118,2.9495,2.8504,1.7969,2.4575,4.2614,3.4843,3.9365,2.7623,3.4918,3.3302,1.9293,2.0205,-0.454,1.4827,2.1817,2.4739,1 
-0.2324,-0.0806,1.5549,0.6341,1.8258,1.5264,2.3634,2.5564,2.0093,1.945,1.2189,1.7386,1.9519,1.4679,0.8924,1.5055,2.4507,1.5127,2.8733,1 
0.0145,0.9441,2.1329,2.8876,1.9755,1.9834,2.0451,3.3457,1.3399,1.6243,0.4357,2.3781,2.7511,3.7002,3.2732,1.4613,1.7244,2.9464,1.3674,1 
-0.1968,1.0613,2.4961,1.9666,2.1277,3.5305,2.7737,1.0128,3.7416,2.0527,1.5579,2.2905,3.8797,2.3941,2.727,1.3915,3.3627,3.1849,2.587,1 
-1.7413,0.4547,2.1297,1.2207,3.4952,2.4945,0.7802,3.1922,1.7463,0.8826,1.5552,1.4851,3.3589,2.3475,1.2032,2.3241,2.2013,2.8949,2.5067,1 
-0.9874,-1.9691,1.2514,0.961,2.4883,2.7685,2.6689,4.2865,1.7029,3.1776,3.1761,1.0965,1.8077,1.4841,2.2242,2.8517,1.897,1.9419,0.6502,1 
0.5347,1.3614,2.7367,1.9529,2.5861,2.0412,3.2211,1.6191,1.7958,2.1225,2.1373,1.9399,2.4048,4.1019,1.4681,2.076,1.4417,2.2503,1.4404,1 
-2.1506,0.3531,4.1439,2.0198,1.8777,2.9652,0.4405,1.7703,1.0302,1.1211,0.3557,2.8885,1.3303,1.3124,2.5115,0.8477,0.9926,1.7107,2.092,1 
1.0319,-0.7954,1.7752,1.9075,1.1111,1.1352,1.2139,1.7621,3.309,1.4437,2.0217,1.1065,3.1825,0.7908,1.4914,4.2505,1.594,2.0058,0.5838,1 
0.5538,0.1243,3.5394,-1.6575,1.3063,2.3553,3.699,2.736,1.9387,2.8129,0.8396,3.437,1.1762,3.1158,3.2834,-0.42,2.7099,1.8488,1.0728,1 
-0.394,-0.9758,1.4731,3.207,1.1003,4.0354,2.2946,1.3085,1.607,0.8623,3.0872,2.266,2.4849,2.6668,2.0167,4.6496,2.8162,0.0315,2.6093,1 
-0.9828,1.0229,-0.3245,3.3055,0.3908,0.2741,2.3883,2.636,1.8242,-0.2107,0.895,0.5896,0.134,2.6166,1.7258,0.8391,3.0561,2.8721,1.8501,1 
0.691,-0.5175,1.2294,3.3757,1.2498,2.6432,3.6814,1.3797,1.392,2.5457,3.49,1.7858,2.196,1.9347,1.7434,1.7163,1.8394,1.7958,2.3441,1 
0.0609,0.2666,2.0183,2.3488,2.1475,3.3433,1.2562,1.4365,1.9627,2.9616,3.3215,2.9659,1.9342,0.3594,1.5644,1.7503,0.0841,2.5796,1.7949,1 
0.5252,-1.6695,0.9908,1.2436,2.9491,1.9833,1.5014,3.0064,2.6747,1.0861,3.1921,2.2063,2.9074,2.4043,2.7825,1.7924,1.8572,1.1462,1.2603,1 
-1.1487,-0.738,2.0697,3.0118,1.5688,1.6783,1.4401,2.9402,0.8966,2.6996,3.3264,2.1027,3.2097,2.5804,3.0965,1.7079,1.4524,2.2512,2.4883,1 
0.0271,-1.5589,2.9551,2.5148,1.1607,1.8923,2.7415,2.3892,1.3018,2.7847,2.3781,2.8784,1.6757,1.8691,1.1035,1.2203,2.0402,1.2106,2.4046,1 
1.3288,-0.5593,1.0178,0.3575,1.9655,2.8707,3.5972,1.8732,1.7017,2.476,0.8723,1.1585,1.5119,2.9556,2.7972,2.3712,0.8311,1.212,2.7276,1 
0.3429,1.0041,1.5801,1.604,2.2474,1.6321,2.4038,1.9261,1.9522,1.631,2.4381,2.3062,2.0278,2.4344,3.183,2.3521,0.8818,2.7542,2.1743,1 
-0.2329,0.2603,3.1325,3.7596,2.9453,3.5823,3.2228,3.0838,0.7243,1.7121,2.0199,3.9607,2.0889,3.0651,2.8217,2.3327,2.7362,1.3033,3.8579,1 
0.8146,-0.9133,1.9073,1.1321,2.5518,1.9399,1.971,2.4845,1.8474,1.0115,2.575,3.1411,1.256,1.5034,0.4577,1.1913,1.7746,1.9018,1.7716,1 
-0.332,-0.064,2.1632,1.5177,1.6056,2.8368,0.7084,2.0419,2.7493,1.715,1.3748,2.1518,0.8197,1.0682,3.4346,3.2868,3.261,2.9631,3.1043,1 
0.4693,1.1635,1.1768,1.4248,2.7772,2.7644,1.5968,1.8536,2.2042,3.9613,1.741,1.7956,2.1511,2.1375,1.7212,1.2909,4.7475,1.6494,2.4205,1 
0.3987,-0.8463,1.8384,2.5373,1.8336,2.0681,1.8493,2.5252,1.2772,1.4109,2.1952,2.4647,2.8617,1.4035,2.6254,2.9172,3.0253,1.9603,2.6315,1 
0.3734,0.2377,1.7473,2.3268,3.4101,3.5983,1.9094,1.4496,1.7551,2.237,1.2099,1.4668,1.8712,2.6458,2.5437,4.5597,0.5927,2.7439,2.4691,1 
1.0136,0.5094,2.5092,1.6112,2.273,1.6609,1.6651,1.8922,1.5987,1.4453,1.4204,1.9876,2.5008,2.2577,2.4409,1.8074,3.2594,1.5992,1.6324,1 
0.6024,0.506,2.5199,1.7309,2.4709,1.5735,2.5503,2.2616,2.7645,2.3486,-0.26,2.5885,2.8768,1.2532,1.2405,3.4488,3.4423,2.2006,2.7248,1 
-0.7746,0.0656,3.6435,2.1212,2.1942,2.1037,2.8603,0.3264,2.3253,0.3296,3.4562,0.8179,2.289,2.7902,1.0306,0.3509,1.6767,1.9162,1.2262,1 
-0.7539,1.4228,0.545,3.1399,1.7321,0.9421,1.9679,2.3049,1.1681,1.2888,5.2387,2.392,0.3763,0.6684,2.4534,1.1316,1.6635,0.6201,2.1124,1 
0.7627,-0.8847,2.1897,0.9655,2.27,1.5784,1.7362,2.1656,-0.621,3.6247,2.0043,0.2534,2.6617,3.3444,2.0634,-0.2995,2.3593,2.5115,3.9835,1 
0.2285,0.4029,4.1804,1.6953,3.2829,2.2528,3.4524,3.2095,3.242,1.86,1.7292,0.6666,1.301,2.8095,1.1529,0.4925,2.7949,2.0451,1.4818,1 
0.9616,-0.4414,2.2883,0.7236,1.0123,3.1525,1.2017,1.0026,4.7047,2.4746,1.9528,1.6436,2.8709,1.4719,1.7461,2.4179,2.9156,1.1522,1.6615,1 
-0.8134,0.6062,2.9301,2.7272,2.372,3.6482,0.7789,2.2359,3.2007,1.7748,2.996,2.7915,1.4008,1.4019,1.4145,1.618,3.0698,1.6587,2.0367,1 
-0.4855,0.1626,1.8391,1.7627,1.2513,1.9096,1.3535,1.7272,5.019,2.9879,0.4558,1.0932,1.6419,1.7643,2.8158,1.2273,1.4435,3.2633,1.6461,1 
-1.6329,0.5917,1.2519,1.3176,2.3146,2.2917,2.5185,3.223,1.1865,1.8255,2.3191,3.0663,1.7818,1.0031,0.9909,2.7877,1.9118,1.3817,1.8761,1 
-0.067,-0.201,1.3498,2.4839,3.2622,0.6015,1.2257,3.7423,2.0138,2.3503,0.701,3.0985,2.7107,1.3921,2.1829,0.4269,1.0805,3.7924,2.162,1 
0.0696,0.2542,1.8832,1.223,2.9764,3.7684,1.5544,0.0582,2.9653,1.5616,1.3568,0.3489,2.4308,1.8309,2.1415,2.5768,1.8511,2.369,0.4378,1 
0.7362,-1.6483,2.5045,1.2928,2.9785,1.596,0.5022,1.7933,1.0779,1.4793,1.2504,0.1712,1.4157,0.9228,1.9211,1.1945,1.8743,3.5676,2.9159,1 
1.1238,0.1103,-0.1035,3.3156,1.5829,2.6469,1.6888,2.6646,1.8555,2.1441,3.235,0.1845,2.5438,2.2438,1.3507,2.135,2.8256,2.1773,1.8983,1 
-0.1632,-0.0199,1.2409,2.7535,2.0889,0.9271,0.6803,1.6649,1.413,1.8661,0.6545,2.2459,1.2367,0.2006,0.805,1.151,3.1931,2.1541,2.7132,1 
-0.5355,0.3218,1.6146,1.5393,2.5293,2.7167,4.2981,0.9811,1.4603,1.4962,1.9026,-0.0359,2.1363,1.5615,1.8334,1.71,2.7513,3.0745,3.7026,1 
-0.6683,-1.0518,2.6641,2.7553,2.43,3.5687,2.2363,2.6173,2.8464,3.646,2.8391,2.4171,2.4751,0.9636,1.8833,1.2885,2.3364,1.3615,1.9493,1 
-0.1646,0.5483,1.5665,3.8475,1.94,1.283,3.2804,2.4368,2.0908,1.9079,1.1751,-0.3907,2.3421,1.6066,1.8489,4.0334,1.8033,2.3978,1.9195,1 
0.3572,-2.5137,0.6192,1.4647,2.5035,1.3385,2.1615,0.7329,2.2034,2.8783,0.539,1.2057,0.6323,2.093,2.2181,-0.0079,2.6604,1.8898,2.2297,1 
-0.2138,-0.1459,0.3286,1.3849,1.9143,1.7143,2.2175,0.835,2.6642,3.1121,0.4003,2.9477,3.2381,1.3271,0.9579,0.4472,3.5395,1.934,0.5958,1 
-0.7723,0.0033,1.958,2.0625,0.9733,1.8513,1.1258,2.2836,3.5888,1.9171,1.2049,1.8716,2.0905,2.0175,2.6376,2.2323,2.7703,1.7846,0.9745,1 
-1.6178,0.6339,3.3474,2.7714,2.9614,2.2735,1.1466,1.7416,0.9163,0.7813,0.7519,1.3343,4.6819,1.8722,0.9264,0.5569,0.1747,1.826,1.8439,1 
-0.6772,-1.9707,2.3877,3.951,2.2109,3.5376,3.0967,1.6491,0.9662,3.142,2.195,2.0508,2.1946,-0.4684,0.0203,1.2491,1.8684,3.3275,0.8752,1 
0.3507,0.8201,3.3475,1.0214,1.8107,2.4248,1.3418,1.2567,2.4713,2.5771,2.2716,1.5441,0.0254,2.4392,2.5274,2.7668,1.8769,1.1492,2.5853,1 
0.4095,0.6499,0.7708,1.557,1.6427,3.0596,2.3772,1.7433,0.8746,0.481,1.4968,-0.1598,2.02,2.5902,1.523,3.4768,2.3047,-0.1098,1.8489,1 
-1.2145,-0.2095,3.2297,1.3639,1.9396,4.0556,2.5612,1.8124,1.469,1.2809,1.2237,2.3439,3.0115,3.575,0.0607,3.0507,1.662,2.5656,1.0683,1 
2.1643,0.8787,1.8461,1.8356,3.1929,1.8249,2.7479,1.7957,2.2758,1.5852,1.7491,2.4717,0.8371,1.2635,2.3319,1.9625,1.3493,0.0413,2.108,1 
1.178,1.3451,3.5391,1.6303,2.5913,2.3942,1.2954,3.6055,1.5032,1.8745,-0.1093,2.2626,2.4129,2.5369,2.6297,1.9834,2.5441,1.3033,1.6016,1 
-0.9939,-0.8119,-0.347,3.6638,2.2351,1.0611,0.4366,2.3473,3.8167,2.0668,1.2156,3.8259,1.9107,0.9493,0.7194,0.0513,1.5017,2.0859,1.6305,1 
-0.1625,0.325,2.0947,2.7853,2.6046,2.6223,0.8872,1.5275,0.4928,1.7161,0.7931,1.4048,3.3668,1.5309,3.82,2.0611,3.866,1.0175,1.8089,1 
-0.0416,-0.9132,2.2716,2.0218,1.7313,2.5268,1.6595,2.1305,2.2497,0.9606,1.3562,1.9558,1.0462,2.6518,3.2086,1.3122,0.9827,0.0848,1.6358,1 
-0.3726,0.3852,2.1077,1.2899,1.3712,1.9137,2.3665,2.7999,1.1852,2.0536,0.8952,1.1221,4.4015,0.7649,0.8654,2.5654,1.3756,3.5127,2.1544,1 
0.0403,-0.5209,3.7715,-0.3094,2.263,-0.11,2.0521,-0.837,2.009,3.4159,2.4966,2.3244,2.1377,2.5059,2.8185,1.7637,0.9094,2.0001,2.898,1 
0.1768,0.2215,1.2073,3.1875,3.6119,0.7837,1.6212,1.6054,2.6518,0.9553,2.5665,1.3843,2.4345,1.6133,3.7254,2.6039,1.5392,1.2848,2.2773,1 
1.177,-0.1609,3.114,1.6282,0.9975,3.0958,1.503,3.5077,-0.2281,0.6971,1.8159,2.2883,2.8174,3.2806,0.7754,2.432,1.5693,1.8708,2.0461,1 
-0.6674,-1.4318,1.1824,1.7304,3.8989,0.6432,2.4299,0.9033,1.7841,0.5526,2.0516,2.1423,0.7933,1.8589,2.1223,1.7477,0.3126,2.3638,2.6149,1 
1.3812,-0.4474,2.1061,0.3219,2.591,1.6154,2.2518,2.6486,2.0258,2.123,1.7998,2.8593,2.1444,0.7896,2.3717,2.0465,2.7381,2.3349,2.2321,1 
0.2922,1.077,1.164,1.7294,2.5356,2.4125,2.3851,2.4572,0.7971,1.7194,2.8628,2.1343,2.3334,2.9955,2.31,0.1827,3.4412,2.6662,-0.0091,1 
0.4615,0.8332,1.6653,3.6964,1.2133,1.1282,2.1149,3.2591,2.0904,0.6377,1.5743,2.5836,1.4987,2.3485,1.8534,4.3536,1.7265,3.6294,2.4015,1 
0.2533,-0.181,0.9308,1.8797,3.1862,0.9145,2.0117,2.5654,2.7234,2.8858,2.3631,2.627,1.5299,2.8968,1.3463,2.2673,-0.1704,1.4975,0.8465,1 
-0.9228,-0.9225,3.1117,2.1895,2.4095,3.5258,1.1974,0.4482,0.8968,1.2278,1.2778,0.7877,1.954,2.7558,2.1511,2.1574,2.0151,0.8403,3.4074,1 
-1.3229,-0.4955,1.3128,1.8096,3.3451,2.8378,0.9905,0.5435,2.0207,2.7784,1.6554,3.0001,2.3181,2.7739,1.3019,1.0917,2.4263,1.4431,2.6602,1 
-1.6064,-0.3375,3.3663,2.1705,1.3727,-0.0641,1.9633,1.9505,1.4709,3.4537,1.6151,1.69,1.9227,1.2888,1.1782,1.5439,0.2386,-0.5574,3.5644,1 
-0.7615,0.812,3.2333,1.7415,0.9284,3.0827,2.4093,1.4107,2.509,1.3199,2.0182,1.9214,1.8037,2.0958,2.3656,2.0122,2.3331,2.1472,3.3815,1 
0.5155,-0.8159,3.0542,2.6672,2.0544,2.8532,3.0266,2.1051,0.9219,-0.2003,1.1414,1.3264,2.5031,3.5355,-0.1694,1.6439,3.4437,2.1542,0.3225,1 
-0.1538,0.5854,0.3062,1.7516,1.4028,2.5636,2.2099,1.9676,1.9486,1.5136,1.7632,2.2405,2.404,0.8852,1.0863,1.9568,2.6001,3.6036,2.7391,1 
0.3962,0.9663,3.81,2.5941,0.4971,0.8778,2.5372,3.2109,1.1623,1.9328,1.2397,1.8758,2.5896,2.4824,3.6821,2.5172,3.0346,2.4577,3.328,1 
-0.2622,1.1921,2.974,2.1724,2.9249,2.7879,2.0357,0.6923,2.7824,2.7296,1.4336,1.2807,3.8423,3.1672,3.3912,1.6589,1.5584,1.5455,3.0316,1 
-1.1938,0.9766,1.6155,1.2519,3.2396,2.4132,1.9665,1.447,2.8959,2.5206,2.8419,3.4793,1.9675,2.3171,1.9874,2.9513,3.0353,1.6647,0.8958,1 
0.2974,0.0364,1.9302,1.1384,2.1257,0.7521,3.0931,1.8967,2.5698,2.028,2.413,0.7791,1.7195,1.3729,1.1498,3.2824,1.5934,2.9636,1.7762,1 
0.7737,0.7022,2.4096,1.8924,3.6925,3.244,0.3249,1.8958,2.5331,3.3129,1.3959,2.4988,2.1297,2.0284,2.5474,2.3508,1.3167,2.3662,2.6891,1 
0.4236,-0.9842,-0.0966,3.3175,-0.0193,1.2595,2.0825,1.3869,2.7143,1.2385,-0.1027,2.4253,2.1728,1.4234,1.3644,2.266,1.6937,1.7165,0.0124,1 
0.7229,0.6818,4.205,3.3955,2.9465,1.2305,1.5273,1.9299,1.2106,4.3218,-0.4293,0.6271,3.7466,2.9202,2.2274,2.8313,2.3146,3.4021,1.5745,1 
-1.6676,0.0993,-0.1738,3.1655,1.0389,1.6887,2.4324,1.5202,1.5773,3.0682,2.2777,1.2485,0.6821,0.2299,3.1584,2.6511,1.1812,1.4585,2.7576,1 
0.7814,-0.8464,2.3748,1.0082,3.0901,0.6173,2.0912,2.4928,1.9361,1.5022,0.9124,3.7194,1.0259,2.2858,1.5423,0.0071,1.5029,1.7596,2.8006,1 
-0.283,-0.4273,0.5093,1.9808,1.493,1.2711,1.3563,-0.3064,1.321,2.6255,1.4699,1.82,2.5402,1.4571,3.3024,1.0847,3.3515,3.4401,2.8017,1 
-1.4168,0.1611,1.6862,1.6871,3.3267,0.2464,3.2412,2.6458,1.1532,1.2068,0.9122,2.6951,2.145,2.1468,0.0715,2.3641,2.1717,2.2531,1.5633,1 
-0.1504,-0.5632,1.829,2.446,2.1221,2.3587,2.1697,3.5761,0.5165,1.3034,1.59,3.1189,1.3808,2.5264,1.9828,1.2355,4.8565,1.715,2.9799,1 
0.5872,1.4985,2.0236,2.6289,1.2774,0.5305,2.0841,2.4209,2.0226,1.2066,1.1169,2.3649,3.0204,2.115,3.4521,2.3201,2.0825,1.1441,2.62,1 
-0.8554,0.1806,1.82,3.3683,2.2513,3.1346,0.2496,3.6699,1.5919,1.1341,0.2322,2.9996,1.3984,2.3531,1.5308,2.4534,2.058,1.6924,3.0065,1 
0.2165,-0.067,0.7387,3.375,2.5465,0.4242,3.1291,3.4179,1.0845,1.1593,2.4829,1.6018,0.1625,3.4249,1.9071,-0.1972,3.0784,0.6183,1.619,1 
0.3263,-0.4046,2.6023,1.1064,0.2041,-0.7914,2.7479,3.1159,1.9304,2.6763,1.5644,3.7828,2.2621,3.2294,1.583,3.054,1.961,1.6637,2.4586,1 
-0.5727,-0.739,2.125,3.2641,3.923,-0.1529,2.8303,1.943,3.3048,-0.1146,1.3959,3.4948,1.7719,2.3292,1.7824,3.0253,1.7921,1.7252,2.3643,1 
-0.2338,-0.5303,0.5665,1.9798,1.6166,1.8698,1.071,4.0246,1.84,1.9136,3.2944,1.418,3.3519,1.2698,2.3611,3.0381,3.2187,2.4001,1.3807,1 
0.7757,0.2763,4.1867,2.6868,0.9628,0.7681,1.0686,2.8659,3.5048,1.2714,2.4743,0.9786,3.3033,1.6355,2.2122,1.1739,2.3777,2.9672,0.2341,1 
-2.4338,-1.0085,1.4893,1.561,1.195,2.0166,2.1546,1.4755,2.8623,3.1862,2.8943,1.1766,2.2102,1.8602,3.0086,1.1334,2.7508,1.7478,1.4693,1 
-0.7392,0.1066,1.0291,2.2603,2.4592,1.5054,2.4684,2.2633,1.1938,2.502,1.2763,2.7803,1.1358,1.7707,0.8159,1.3181,1.7075,2.7383,1.0366,1 
1.1557,0.1671,2.5937,1.8383,2.1509,2.7867,2.105,2.4891,3.368,2.0485,2.2104,2.9991,1.6284,-0.1677,1.4628,1.4358,2.6031,0.2406,4.8987,1 
-1.8311,0.8321,1.6598,1.8821,3.1347,2.6895,0.6356,2.0915,0.8641,2.9142,3.5987,3.8336,0.74,1.4685,1.515,2.5786,2.0733,2.5643,0.5791,1 
-2.2129,1.198,1.8221,1.9925,1.1609,1.7536,1.1793,1.8901,2.1708,1.2204,1.8849,3.087,2.8125,1.0089,4.4866,1.5618,3.9078,2.9617,0.2865,1 
0.1886,0.2696,2.0269,0.5797,0.7822,2.4092,0.6432,2.286,3.4011,0.5547,1.6399,1.6285,2.0701,4.5806,1.2575,0.3781,3.5278,1.6022,-0.4615,1 
-0.561,-0.845,0.4756,1.4232,1.0319,0.1393,1.8219,3.0815,0.0073,1.9308,1.593,0.2263,0.8656,1.5432,1.4146,2.4169,3.0341,3.1541,2.9499,1 
-0.8185,-0.0303,1.1878,0.5022,1.575,2.1748,0.8874,2.0681,0.4752,0.8494,2.8035,1.4559,1.7797,2.3673,1.0143,2.0469,2.122,3.0428,1.2264,1 
1.3797,-0.2044,3.3576,2.0196,-0.5347,2.2341,2.3324,2.1474,0.6963,3.2831,0.9701,1.4647,-0.03,0.7075,0.3086,1.6497,2.0279,1.7314,0.9236,1 
-0.6646,1.1934,0.3113,3.1076,2.5298,2.8908,0.1126,2.2843,2.6175,1.217,1.4962,2.1856,2.2933,2.555,1.1086,2.8137,2.6536,2.4416,-0.3054,1 
-1.3298,-0.7313,1.6538,0.8971,1.0656,3.1023,1.6812,1.3244,0.5567,1.4425,1.8064,2.7957,2.4144,1.4179,2.0932,1.4001,2.1127,1.5344,2.3735,1 
0.7886,0.382,1.8009,1.211,1.0856,1.5534,2.0933,2.325,2.7896,2.9632,1.6419,2.2572,2.4983,2.8775,1.6894,1.8944,2.3802,1.2995,2.8586,1 
-0.4238,1.0122,0.3512,1.5563,2.2546,1.727,1.3586,3.5752,1.0466,3.2464,2.9215,0.5166,1.6317,2.3672,0.0172,2.774,1.8351,2.0954,1.4871,1 
0.4686,1.5898,2.1665,4.0892,2.3745,2.9019,0.6589,2.065,1.8393,3.4714,2.9928,3.1521,1.7819,3.4192,-0.0195,2.8222,2.4181,2.6313,3.0619,1 
1.3404,0.3601,3.8321,-0.484,1.0731,2.3352,2.2986,1.708,1.2777,-0.2429,2.1132,1.5411,1.4272,2.3748,1.0669,1.0753,2.7366,0.4012,2.5443,1 
0.7002,1.7904,0.9256,1.6303,2.6002,2.7564,2.2068,1.3913,3.2022,1.9546,2.3984,0.5436,3.4621,2.849,0.879,3.2516,0.9685,1.7387,0.6999,1 
0.0871,-0.4256,0.7764,3.5263,2.1276,0.3688,1.7354,2.7113,2.1376,3.6732,2.2268,0.9003,3.0258,2.3998,1.4483,0.8973,2.2188,2.2937,1.9237,1 
0.2775,-0.8887,0.7955,2.881,4.2777,2.1372,2.6809,2.1841,1.4885,1.5038,3.176,1.4579,3.1883,2.5432,0.2627,1.3556,1.0294,2.6959,0.1185,1 
-1.1559,1.5006,3.3391,2.1547,2.8405,2.9003,1.7411,2.8668,1.8346,1.1627,2.5714,0.6177,2.1994,0.8099,0.8287,1.6263,2.3134,2.5768,1.5322,1 
0.5193,0.7067,2.5214,3.4216,2.2916,1.7446,2.9066,0.7775,1.2385,2.2596,1.7119,-0.2366,3.2232,3.8847,2.1138,0.8214,1.1521,3.5282,1.7883,1 
1.2214,-0.0638,-0.7029,3.176,4.1712,2.796,2.0115,1.7527,2.7307,2.4809,0.8785,3.5265,2.8038,0.8067,1.8017,2.1824,1.8946,1.3933,0.6562,1 
-0.2818,0.8157,3.0616,3.0104,3.0389,0.945,1.9993,3.5607,0.7912,1.7678,1.7326,2.8901,1.3018,-0.2312,0.5629,1.0563,1.1939,2.4452,0.599,1 
0.3028,-0.4982,1.3779,1.926,1.5269,1.0055,3.2079,0.38,0.4874,2.0356,1.9789,3.167,1.0014,3.4094,1.9965,2.3679,2.1728,1.0009,1.7132,1 
0.8097,0.7564,4.6454,5.1947,4.0247,2.3281,1.247,1.0198,2.0907,0.5846,1.9165,0.475,-0.0768,3.4004,1.9047,0.4766,3.6055,1.8515,0.0641,1 
-1.3578,-0.6709,3.0401,3.9044,2.1695,2.0904,2.1831,2.0944,1.569,2.1235,2.2725,3.0076,2.4355,2.9991,1.8181,2.7976,2.2841,2.701,2.2965,1 
-0.0021,2.5359,2.6611,2.4535,1.0508,1.4562,2.6091,2.473,0.6049,2.7376,1.2801,1.1296,1.9255,3.8682,0.8252,1.59,2.012,1.6779,3.4709,1 
-0.4028,-0.9834,2.5823,-0.016,2.2647,2.4225,1.5103,1.9834,1.7574,1.5136,1.1638,3.208,0.742,0.6316,0.8296,2.4014,1.472,3.1179,2.2554,1 
0.8729,-0.4941,1.03,3.1173,1.3118,2.9763,4.1422,3.6199,1.187,3.4739,0.6964,2.5055,3.6184,4.0156,2.0718,3.1754,0.05,1.8993,2.2952,1 
-0.118,-0.6364,0.5666,1.9871,2.547,2.1065,1.3823,1.2034,1.8686,3.1869,2.6427,1.6201,3.1575,2.5469,2.4604,4.1657,2.414,1.8856,2.0354,1 
-1.5862,-0.7713,1.9901,1.6834,3.7427,3.1394,2.0519,1.0614,2.8962,1.4299,2.6869,1.2432,1.7715,2.7093,0.721,1.7423,4.0671,2.5812,1.6957,1 
2.0166,0.2549,1.6122,2.6668,0.3175,3.1772,3.2477,-0.2643,3.3938,1.2456,2.221,1.9729,3.8599,1.7769,1.6872,2.4069,2.6303,1.51,3.085,1 
0.5814,2.1399,1.1653,0.7565,3.0082,2.5721,0.2708,0.7388,2.1102,0.5039,1.5341,1.1157,3.2949,1.5728,0.0433,2.8161,2.6147,2.778,1.6609,1 
0.7439,-1.4929,3.4252,0.6298,1.6861,1.0653,3.9792,3.0428,1.5711,2.8235,1.1453,1.6761,1.9832,2.3256,2.0597,2.6767,-0.2854,3.4534,2.718,1 
-0.9525,0.0472,1.9126,1.2796,1.7525,2.3992,2.3985,2.6507,1.1993,2.8568,2.7155,2.8119,1.8418,2.9071,1.4436,4.0378,1.2714,1.9749,1.6814,1 
-0.1563,0.6621,-0.2905,1.9644,2.2979,2.0289,3.0484,2.2017,2.1234,3.2099,0.9903,2.4258,1.1224,1.3992,0.6771,1.7078,1.1212,3.3239,1.4068,1 
-0.2025,-0.038,1.7607,0.7245,1.5611,0.9874,1.6391,3.3281,2.2688,2.0684,1.781,-0.0792,2.7991,0.7364,2.9393,0.6489,0.4617,0.9266,0.6521,1 
