Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Class
0.8007,-1.6908,1.4532,2.3915,0.9155,1.8756,2.751,2.2554,1.4851,1.8309,1.5385,0.8083,2.4833,1.7196,2.8522,1.3831,1.3028,1.5965,2.9725,1.2751,1.2251,3.0944,0.7316,0.0627,2.6194,0.1794,2.0488,3.2169,2.3037,1.9957,1 
1.3314,-0.8402,1.5138,3.0633,2.8377,2.0115,0.4501,1.1678,1.4922,3.327,1.4897,1.6102,1.1182,-0.0718,1.5866,3.1607,1.2692,2.6241,2.0496,2.5833,2.8244,1.21,2.5835,2.2214,0.9367,2.0131,1.6028,3.6432,2.0859,2.5718,1 
-1.0702,0.4296,2.0243,0.9611,0.5806,2.5732,4.9384,2.2197,2.471,3.536,1.7561,3.7593,1.8608,0.8471,0.0295,-1.2687,2.3741,0.8422,2.6608,0.7823,1.3019,1.6404,1.8902,1.5737,3.4494,2.9756,2.9812,4.0187,2.4368,0.4091,1 
-2.1616,-0.3282,2.4721,2.1712,2.6332,1.9724,1.7926,1.917,0.4061,1.852,2.5121,0.5284,3.7234,1.7404,2.234,3.1789,2.2537,2.224,2.7214,4.1019,0.0357,1.7349,0.6216,2.8907,0.3797,1.4113,1.3244,2.6365,2.5778,2.4042,1 
-0.278,0.6057,0.1966,0.8225,2.3369,0.9212,1.4304,0.4759,2.3761,1.9755,0.6238,3.4968,3.1964,0.025,2.246,1.1251,1.4935,1.2176,1.0465,3.1385,2.7322,1.7717,2.276,1.7539,3.0289,2.4814,1.2231,2.7696,0.4966,0.8768,1 
0.5693,-1.0683,2.6375,2.0349,2.1387,2.8046,1.7278,1.5756,1.8757,1.2553,1.2482,2.3079,0.5014,1.4444,2.948,2.6699,1.0171,2.2631,1.4442,2.2545,1.8852,2.7881,1.727,1.4487,1.0707,3.2201,4.9558,1.2535,3.2379,3.7202,1 
0.8573,0.4538,1.8913,1.3587,0.684,0.3832,2.6598,4.1798,1.467,0.9701,0.94,1.9439,1.9572,1.4914,2.9425,2.1845,2.4496,3.6807,1.3427,1.8559,1.7709,0.0378,2.6558,2.2916,3.2838,2.3684,2.1581,0.335,0.4499,1.9305,1 
0.9673,0.7854,0.8698,2.5639,2.9657,2.5613,2.5348,1.904,4.2417,2.2936,1.2185,2.5465,1.3555,0.7921,1.4838,3.3688,2.3978,2.1502,2.5129,1.3881,1.0103,2.2966,0.0793,0.1867,1.4807,2.3911,0.7631,3.4249,1.0339,3.6099,1 
0.5283,-0.4582,1.3386,2.2979,1.5475,1.3785,1.7617,2.0887,1.0924,2.9918,0.4297,3.2631,2.4942,0.795,1.8365,-0.3767,0.8086,2.3959,1.0328,3.4727,2.3581,1.2758,1.5279,3.3207,1.2015,3.4352,1.537,4.0556,0.9767,1.2719,1 
0.9622,0.2006,0.9853,0.9955,3.6433,1.8451,2.2776,0.8295,2.7685,0.5829,1.8864,1.6716,-0.4818,1.978,1.7034,1.1237,0.6748,0.9164,1.2147,0.6318,1.7186,1.551,2.3871,3.2521,0.7962,3.2982,1.7126,0.7776,2.84,2.492,1 
0.4409,2.3586,1.0762,0.9933,3.4201,1.6231,2.7203,2.6328,2.6515,1.4768,2.5313,3.09,0.5061,1.7788,2.1752,2.6182,2.6658,3.2845,1.3226,3.0788,1.1118,0.9207,2.7169,1.1355,-0.024,2.3008,1.4812,1.5357,3.6835,2.7573,1 
0.3787,-0.1572,0.4851,4.3745,2.1057,1.7927,3.0576,2.3826,2.0263,3.2074,1.9002,4.2535,1.5424,2.0708,2.209,1.626,1.3293,3.6054,1.5965,3.1094,0.2056,2.046,2.2258,0.4176,1.0598,2.8838,2.0641,2.8798,0.627,2.3795,1 
-0.3487,-1.1722,3.1214,2.4303,2.4255,3.235,3.0159,1.1388,2.6694,2.7108,1.3031,1.5056,2.1933,3.588,2.5457,2.429,2.6672,1.65,1.6426,1.2863,2.1561,1.7222,3.0822,2.9522,3.9802,4.5252,4.4052,2.3194,3.6252,2.2086,1 
-0.7751,-0.0672,1.6445,1.3153,2.2971,0.9184,2.5813,1.2935,1.7147,2.7864,1.2545,1.7527,2.0563,0.3055,3.0962,0.5638,1.5482,1.2132,1.7116,2.4319,3.3028,1.3984,3.0398,1.5929,2.2041,1.336,3.3525,1.0225,2.7018,0.0266,1 
-0.2279,1.5075,1.3852,2.2478,2.5287,2.5512,2.6012,3.5266,2.0203,3.2448,2.873,3.9509,3.4372,0.1641,1.4122,1.8926,1.9422,1.7306,2.0207,0.8843,-0.0076,2.8743,2.3937,2.0826,1.626,1.5136,2.3019,3.386,1.9794,2.4889,1 
-0.2113,-0.2162,3.4153,1.0805,0.4951,2.4417,1.664,3.3694,2.2556,2.0314,2.1272,2.1958,2.2633,1.6203,2.6178,1.6583,0.7399,4.1994,1.9529,2.4581,2.3466,2.1765,1.0143,2.8112,1.2724,1.8148,2.625,1.2578,2.9302,3.7718,1 
0.8118,0.2353,1.74,3.6531,1.1111,0.7648,2.5155,2.8829,0.3311,1.8166,1.9428,1.404,2.8437,0.6958,3.9334,1.16,2.062,0.8321,2.1199,2.1575,3.3056,2.2878,3.0993,1.8361,0.4588,3.7474,2.5442,2.6149,0.7548,-0.2006,1 
-0.3347,0.2102,3.4357,2.1861,-0.042,0.5149,3.3953,1.069,2.7,1.8137,1.3519,1.5978,2.4921,1.613,1.6264,3.5285,4.0243,1.9201,3.1242,2.7587,0.5698,1.2509,1.5445,2.388,2.0699,1.5609,1.0221,1.0285,3.6919,4.1643,1 
-0.0128,-0.3546,1.5344,2.8756,1.5242,2.0668,1.9899,2.3897,2.541,1.307,2.3856,1.8238,0.7355,1.8645,0.5727,1.282,2.3929,3.2435,2.5969,1.9093,2.0367,3.6453,1.4456,1.5241,3.6491,3.3414,0.3695,0.5317,1.6101,4.0104,1 
0.1254,-1.4617,3.7637,2.5254,0.681,0.266,1.6394,2.5191,1.4112,2.1925,2.316,2.2674,2.4841,0.133,1.846,1.2233,0.4877,2.1248,2.2689,2.6264,2.9727,-0.9292,1.3749,1.3999,0.2865,1.4993,1.7091,4.4009,2.6388,1.2978,1 
-0.2288,0.5339,3.2559,1.1127,4.8989,3.184,3.19,2.6712,2.2527,1.7967,1.6475,0.6471,1.4048,2.8246,2.9761,1.6241,1.5089,2.4046,1.9827,2.1762,1.5914,3.0422,3.3943,1.952,1.9251,2.9182,2.8637,1.9875,2.4395,0.9364,1 
0.9833,0.5884,1.5875,2.1385,2.696,1.8035,1.9386,1.3535,0.7058,1.9013,2.7661,3.2001,1.9117,1.2005,3.9451,2.8701,1.0935,1.4949,0.3865,2.5594,1.9028,1.3667,1.2367,-0.0699,3.5984,2.6302,2.2466,3.2902,3.5757,0.7636,1 
-0.5256,0.5124,1.5148,3.2153,3.8158,2.3889,1.8858,-0.1303,0.0258,1.6532,0.5986,2.2021,2.142,2.543,2.4163,0.8394,0.3054,1.3662,3.4168,1.5785,1.5523,2.423,2.1314,2.4281,2.414,4.7799,0.577,2.5662,2.8756,2.9448,1 
-1.1701,0.2327,1.6669,2.7455,3.1324,2.1191,3.6012,2.0069,0.3794,1.9111,1.7611,1.264,0.4246,2.4133,0.2719,1.2249,2.25,1.7702,1.6976,0.7951,-0.3971,2.6205,1.9785,-0.3305,2.7859,2.0446,3.2136,1.5107,1.7874,3.5513,1 
0.9089,-1.1997,0.8084,-0.7135,2.48,1.9082,2.3735,1.2287,2.8745,2.1439,2.0476,3.2745,1.0813,1.9908,1.6473,1.1964,2.8278,1.9563,2.7774,1.5149,3.3073,2.4195,1.0724,1.5308,1.9464,2.3189,1.9123,2.3564,2.368,0.3819,1 
-0.5283,-1.8022,1.9051,2.4589,1.8276,3.0109,1.0673,1.8953,1.9281,1.4705,0.9829,3.2852,2.0044,-0.4637,3.5076,1.7641,1.7445,2.3745,3.1568,2.7228,2.8944,0.7388,2.4286,1.9896,2.0372,3.087,2.1752,2.1107,3.9246,1.3036,1 
0.8303,-0.7541,2.6159,0.2042,1.3632,2.5502,1.2134,2.1376,1.2483,3.0472,2.0786,0.4805,1.8808,1.705,1.5431,1.8179,2.8196,2.25,2.1417,0.4038,2.5244,2.9413,2.2546,1.1497,2.1027,2.8444,2.0629,3.12,3.5846,3.029,1 
-1.2502,-0.0027,1.5784,3.5702,2.9649,2.5781,3.6624,1.967,1.5007,1.6976,0.4605,2.7891,2.7662,1.1629,3.1547,1.3663,2.7622,2.8078,1.3774,2.9626,2.7414,3.6794,2.2676,1.5295,2.5698,2.8714,1.1342,2.3072,2.2229,3.9713,1 
0.9269,-0.7391,2.5619,1.57,2.7743,0.4866,2.7804,2.4492,1.7648,2.553,2.4876,2.2988,1.9303,1.9638,2.0228,1.2636,2.9938,2.494,0.825,2.7407,1.3334,1.4371,1.0799,0.8584,0.7664,1.0532,1.7854,0.8632,3.1515,3.6059,1 
0.1645,-0.3976,1.2341,1.9872,1.1841,2.0355,1.5359,2.079,1.6995,2.9818,1.9428,1.8618,3.1043,2.9486,1.2475,2.4527,2.2772,4.0865,2.3669,1.8151,1.8122,2.89,1.1119,2.9971,2.7764,0.15,2.036,2.0268,1.4174,2.3424,1 
-1.6903,-0.6649,1.913,1.1476,2.1897,1.7169,2.3015,3.1469,2.0222,2.2542,2.9808,3.0232,2.5239,3.1868,2.9435,2.333,-0.5613,1.8318,2.978,2.4513,3.7941,0.0523,2.5475,0.6368,2.0001,0.8288,1.8552,2.2681,3.1423,1.8597,1 
-0.0599,0.2127,0.1728,0.8812,1.6144,1.2987,1.7875,0.7999,0.8978,3.5522,1.019,1.0411,0.5979,1.201,2.0097,2.6711,2.6524,2.2723,1.8395,3.3605,1.9412,3.0374,2.7106,1.8776,3.2814,1.7366,2.7353,3.8109,2.3784,0.9545,1 
1.2143,0.703,1.9994,2.0258,1.9559,1.2769,2.1551,2.3016,1.8267,3.1433,2.618,2.0464,1.992,3.201,1.8989,1.5533,3.2335,1.2413,2.1493,0.9639,2.3242,2.13,2.2596,2.2147,1.9391,-0.4999,3.1222,2.4829,2.6717,1.3863,1 
0.7493,0.4022,-0.4478,1.7193,1.4459,1.355,1.4228,2.0926,2.4069,2.093,2.1098,2.6116,2.8989,1.3549,0.9858,2.0735,0.54,1.3197,2.7432,1.2712,0.4064,2.0828,3.2266,1.6345,1.9742,1.1311,2.7845,1.8885,3.2696,0.5417,1 
-1.252,-0.7686,1.4879,3.8163,2.5106,2.4366,2.7626,2.9174,3.5927,2.0679,2.5341,4.5129,1.7786,1.6602,2.108,1.9136,1.3902,2.3298,2.4489,2.5511,4.0211,1.7361,2.7808,0.1863,3.925,1.2935,1.2765,0.9816,2.3927,1.5125,1 
-0.0098,1.9095,1.8714,1.8392,1.9124,2.309,2.4685,1.6666,3.2545,2.5956,1.9974,1.9724,1.2237,3.504,3.7249,1.0401,0.9814,0.8346,1.7167,1.4091,2.7077,1.2671,4.4571,2.8534,-0.2475,1.7205,2.2459,3.8879,2.6738,1.4478,1 
0.3925,0.7085,2.7688,1.7959,2.5233,3.1388,0.7459,0.1966,2.7965,3.2335,2.786,2.6545,1.6861,1.2383,1.6825,2.1086,0.8561,2.3367,0.068,2.1491,2.6464,1.8404,2.8556,3.7893,2.4888,2.4656,0.854,2.2825,0.8376,2.051,1 
1.003,-0.2343,2.1784,0.469,1.162,2.9021,1.8372,0.5017,2.2609,2.851,2.0215,0.9979,0.7373,0.8297,1.7282,1.4247,3.2115,3.2166,3.7028,1.2576,2.2536,1.8139,2.6651,2.194,2.5796,2.7348,1.3309,4.2287,1.0053,1.7571,1 
-0.7085,0.308,2.2908,0.9735,1.0747,3.4605,-0.3477,3.4335,2.3475,2.1765,1.4507,0.2268,3.9786,-0.1231,2.9938,1.5471,1.417,0.5091,1.6042,2.4585,2.2655,3.5049,0.8472,2.2075,2.442,1.1676,1.3172,0.7362,3.5641,2.2206,1 
1.1837,-0.7101,2.2114,2.8195,0.3761,3.7259,3.8991,2.6888,1.3855,1.6203,3.401,0.4139,2.4308,1.7705,2.6598,2.5761,2.7233,1.6615,2.9369,0.209,1.8515,0.7004,0.8096,3.2743,-0.6291,2.5067,2.2018,0.5213,2.4214,2.9213,1 
-0.9983,0.3069,2.8626,2.2411,2.766,0.3993,2.2667,2.6727,3.8048,2.6237,1.4939,2.3692,2.8339,1.5367,1.5636,0.6972,2.2035,1.6718,1.362,1.4603,1.0749,0.8652,1.2668,1.4465,1.8874,1.9546,1.9568,2.1582,1.3321,0.8096,1 
0.3789,1.1052,2.4439,3.7132,1.6674,2.8715,1.1963,1.464,1.5299,3.0065,3.1963,1.8257,0.4476,2.0514,2.1929,2.4202,1.0339,2.7606,1.9164,1.7502,1.3215,3.5684,1.693,0.7038,1.8007,2.8453,2.4412,0.0455,1.2933,0.5102,1 
-1.6609,-0.9839,3.3165,2.087,1.2659,4.2794,4.4494,1.5077,1.6701,1.3444,1.4556,2.1819,3.0403,1.2001,2.812,1.1426,2.73,3.0935,1.7433,1.5372,4.2138,1.4492,2.6912,0.1123,0.9605,1.5879,3.6326,-0.1043,2.8692,2.2172,1 
-0.8791,-1.2113,1.7789,1.6626,2.3777,1.9089,3.3983,1.0614,1.6606,0.5317,1.0741,1.7991,3.0202,1.6206,2.186,2.7226,2.2245,4.3109,1.1244,1.2396,2.4465,1.3431,1.6246,2.6338,0.5546,1.699,4.3282,1.9304,3.373,3.3771,1 
-0.1705,-0.9412,2.8329,1.3846,1.1409,2.9877,2.3797,0.4593,2.8515,3.916,2.7745,3.2213,3.206,2.9409,2.7623,0.8713,2.0788,4.0545,1.5648,1.1829,3.0581,3.9361,2.8336,1.4689,1.9552,1.4241,1.523,-0.2293,3.131,2.7243,1 
-1.2638,-0.6628,-0.4396,4.5163,2.8861,2.0113,4.5736,3.2477,2.851,1.9544,3.1694,1.0582,3.7851,1.3259,2.9225,2.1001,2.0607,1.8703,0.3856,3.1752,1.7374,2.1596,1.8003,1.2304,1.6676,1.9878,1.835,2.8745,2.1422,1.8698,1 
-0.2104,-0.3838,3.6588,3.4845,2.737,1.0609,1.2354,1.9023,0.1983,1.9009,2.3769,3.156,0.7839,2.0816,2.6107,1.9631,2.1998,1.7833,1.7156,1.2938,0.5856,0.1991,1.9339,0.8521,1.7154,2.5951,1.6962,2.1724,2.1262,1.3175,1 
0.145,-2.1122,2.1545,1.8491,1.6195,1.8891,3.8358,1.7178,0.4755,3.4609,1.4505,1.7623,0.3722,2.5196,1.7295,1.3405,2.1188,2.6054,1.2448,5.1726,1.806,1.0505,1.9232,0.2851,2.3983,2.4355,1.5334,1.4821,2.9628,2.4123,1 
-0.5985,0.4574,0.973,1.6938,2.2794,0.9183,2.4419,3.2983,1.8169,2.805,2.7566,3.6994,1.7722,1.3903,1.2856,2.5424,1.4379,3.5773,1.0553,2.8661,2.999,1.976,4.2366,2.5834,0.9024,2.0295,1.8793,2.6121,1.5051,2.1827,1 
0.4284,0.6131,2.8697,2.4485,3.2,1.9985,4.1666,3.6297,2.1454,2.9311,2.0694,1.1698,2.0709,1.6476,3.5085,1.6981,1.2624,2.2136,2.1825,2.7501,0.9622,1.6243,1.5798,2.2347,0.506,1.2988,3.1935,4.6052,3.2281,1.1788,1 
-1.6699,-0.7031,2.8873,1.9958,1.2154,1.333,1.3182,2.1735,2.8179,2.1621,1.9797,1.9898,2.6933,2.1482,1.4677,1.0989,2.2351,1.7876,1.0913,4.0957,-0.4983,2.2818,2.4028,1.1141,2.1144,1.9754,1.6868,2.1,1.57,2.2401,1 
1.7552,-0.574,1.1014,1.3866,1.9794,1.7053,2.7673,2.3651,0.8696,1.5144,2.6372,2.5529,1.3307,2.8981,1.758,2.3057,2.444,2.3457,2.0887,0.9485,3.2975,2.9408,2.0339,2.6363,1.9506,1.0033,2.3225,1.4813,1.0321,1.6508,1 
2.5276,1.0227,1.587,1.3197,2.4251,0.0463,3.5028,2.7689,2.2375,1.0549,0.7051,3.8,0.8223,2.7103,1.2296,0.6117,1.4099,3.2102,2.2224,2.9394,0.8837,1.9001,1.8204,1.5072,2.9372,3.4849,0.6932,2.6028,1.7364,1.2205,1 
-0.0753,-0.8445,0.4303,1.1153,3.426,2.1498,0.254,1.6956,1.6683,1.9778,1.0288,1.3135,2.7842,1.1234,3.5011,2.82,2.3981,2.3284,1.2766,2.3405,3.4044,1.0508,2.2448,3.3169,2.3728,1.6014,2.8398,1.4859,0.1945,1.5242,1 
1.1365,0.4427,2.486,2.9111,3.3649,0.5481,3.2946,1.7953,5.3316,0.7865,1.8524,2.5224,1.4531,2.9883,2.6798,2.2938,2.4003,0.2404,2.2493,3.234,2.1746,2.3128,2.3709,3.1331,1.7971,0.752,2.721,2.3251,1.8364,3.1843,1 
0.0501,0.0418,2.9785,2.6625,1.3912,2.4991,0.7553,2.5492,3.1157,2.4492,1.6405,2.3683,2.1188,2.4633,1.0588,1.6795,2.1006,1.9799,1.4732,1.6086,0.8831,1.739,2.7567,2.111,2.6918,1.3824,2.5815,1.4262,0.8424,4.7006,1 
0.7133,2.024,3.5218,1.6983,2.3139,3.4596,0.0581,1.1525,0.1816,2.3029,1.1559,2.3164,2.6704,1.9079,2.5603,2.6577,0.7227,3.0359,1.9763,3.6119,4.042,2.4243,2.1614,0.9109,2.5883,2.6648,3.0383,1.4,3.9353,0.6276,1 
0.9334,0.9484,2.0403,3.6931,1.2435,3.237,0.6495,1.4543,2.4492,3.0409,1.4361,3.4357,1.8565,2.3556,1.6751,1.9878,0.3445,1.9027,2.7193,1.8431,3.8492,3.9046,0.2993,1.6019,3.2177,2.0752,1.9577,4.1036,3.0497,1.68,1 
0.6434,1.3901,3.7261,1.6846,2.7909,1.1488,3.425,0.8866,1.2182,0.8236,2.2325,1.6163,1.1328,3.0712,1.9985,2.5825,2.2442,3.0488,1.4951,1.555,1.0238,0.942,2.2677,1.7385,0.3804,1.6871,3.0848,2.7156,2.4396,1.5001,1 
-0.0569,0.6692,2.678,2.7964,2.443,-0.3173,0.9473,1.0852,1.8687,1.1309,1.2355,0.7005,2.7692,0.0014,4.5582,2.9892,3.7443,2.8156,2.499,1.5674,0.3692,1.6816,0.6779,1.4647,3.6599,2.6077,2.8602,2.7451,3.0987,2.5078,1 
-0.9977,-0.1906,3.0086,0.9604,2.6703,1.2592,2.3509,1.052,2.5238,3.0926,1.2523,1.3699,2.1129,3.1372,1.2354,4.1546,2.0714,1.3144,0.7941,0.7907,2.7941,2.3864,1.3167,3.152,1.9413,2.7039,2.1156,1.8512,2.6413,0.9671,1 
1.6131,-0.7454,1.4363,1.5154,2.5666,2.1597,2.2994,2.1878,3.1055,1.7743,2.7766,1.7811,1.6315,3.02,2.1947,1.5609,2.0526,3.3807,2.3978,2.0067,3.3027,2.412,2.2999,0.4733,1.4375,1.5438,2.0659,-0.1401,3.6817,1.4161,1 
1.1002,1.3565,1.3886,3.2521,0.3189,2.0232,2.2258,2.7562,0.4111,0.682,0.5003,2.1675,1.3795,3.9616,3.2309,3.019,0.9856,1.1465,3.1521,2.1914,2.6242,1.1078,2.296,2.7141,2.4311,1.3375,2.1907,1.6943,-0.0256,1.3381,1 
0.3926,-2.1441,1.8937,0.8573,1.4362,2.1038,3.046,4.2243,3.2026,3.0287,2.3862,1.7717,2.6472,1.9281,2.285,2.4044,0.4279,0.9822,2.9039,2.53,1.5199,1.0844,3.0591,1.8906,0.0781,0.1959,2.7523,2.2898,2.7453,2.9902,1 
-0.3352,0.4121,1.0615,1.5055,3.2469,2.3414,2.8916,1.5833,2.6509,3.4755,3.1486,2.9005,2.6921,2.0713,2.2461,0.4032,1.4218,1.2222,2.1207,2.9422,2.1386,1.8215,2.0559,1.9524,0.7322,1.6481,2.7768,3.0027,1.5485,2.6308,1 
-1.0526,0.1927,0.4501,0.9172,2.0382,1.9679,1.3133,0.9525,4.0888,2.8604,2.1333,2.746,3.0385,4.3844,0.6778,2.9142,3.4756,0.6036,2.5722,2.6045,1.2397,1.3866,1.6017,-0.666,1.5189,2.8923,2.3057,1.4978,2.5308,4.1951,1 
-0.5807,-0.9257,0.653,0.3333,2.2709,0.6307,2.8455,1.872,0.7107,1.0398,2.7751,3.8405,1.5626,2.5105,1.847,1.3817,1.2808,1.307,-0.4246,2.4174,3.0743,2.8448,0.3868,0.1083,0.8457,2.0648,1.5406,2.5573,2.3136,2.9259,1 
-0.513,1.109,0.9096,4.5242,2.4321,2.7003,1.9275,2.1192,2.4325,1.0248,0.8826,0.3568,1.8949,1.463,1.8131,2.8176,2.9904,0.8172,2.9385,2.0633,0.7479,0.9217,2.8403,2.6262,3.4558,1.8047,3.7338,0.7877,0.5533,2.1254,1 
-0.8548,-1.468,3.5342,2.458,1.4796,2.9612,2.1948,3.2312,1.5445,3.7933,1.1675,2.744,1.6792,2.5615,1.5131,0.8038,2.5796,3.5252,3.4534,1.2375,3.4199,2.533,0.3659,1.0364,3.3965,1.951,3.1311,2.0281,1.6049,0.939,1 
1.1595,-0.016,3.282,1.5718,1.2126,2.0862,1.2872,1.612,1.0194,3.5831,2.653,2.3599,3.1197,1.0725,1.6429,2.7877,2.1185,2.3147,2.4552,2.225,0.677,2.3234,2.1831,1.2822,2.94,2.0942,0.2758,0.6091,0.0989,2.2906,1 
-0.062,-0.4507,0.197,2.8636,3.1774,2.0271,1.8875,3.0037,3.6179,1.7863,2.1571,2.1928,2.142,1.6924,1.4074,0.9375,1.3724,2.3443,2.0249,1.8688,2.0818,1.2393,3.1618,4.7017,1.4108,4.3749,1.7175,1.0885,2.8712,2.0606,1 
-0.0823,0.7169,2.6328,4.012,1.1159,0.7624,0.8713,1.2544,3.1345,3.3784,2.0612,0.7068,3.3158,3.1793,2.8416,2.8138,1.8821,3.1023,2.7412,3.4201,-0.4774,1.1414,1.6229,2.8236,1.9072,2.0263,2.0804,3.0994,3.7802,1.4121,1 
1.059,0.4202,2.9756,2.5673,1.6127,1.275,1.9014,2.4196,0.3589,4.2808,2.3698,3.7452,2.416,1.5519,2.6954,2.6448,1.4764,1.3017,2.2099,0.5461,2.0527,1.2837,1.8059,1.3046,1.9112,3.5278,0.2396,1.8573,2.4506,1.4164,1 
0.8041,-0.4286,1.4364,2.5272,2.6921,1.4952,2.8955,2.0317,1.7606,0.4922,1.2194,1.3124,1.0634,1.9432,2.1752,1.4569,2.5683,-0.4723,2.0186,2.5624,1.6094,2.5223,2.0779,1.9849,1.307,1.8778,3.8868,1.0011,2.0383,1.5613,1 
-1.3785,-0.5433,1.3241,2.1462,1.3232,-1.3313,2.2185,0.9385,2.1286,1.6584,2.1931,3.7715,2.2824,1.9881,1.4687,0.8644,2.1233,1.7987,0.7926,2.9461,0.9522,3.0331,2.6908,-0.1101,1.3542,1.561,2.0738,1.4629,1.8131,3.2271,1 
