Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Feature11,Feature12,Feature13,Feature14,Feature15,Feature16,Feature17,Feature18,Feature19,Feature20,Feature21,Feature22,Feature23,Feature24,Feature25,Feature26,Feature27,Feature28,Feature29,Feature30,Class
2.5053,0.4902,1.4864,1.7205,0.3553,1.1279,2.1799,1.25,2.5541,1.5745,0.5191,0.7134,3.1549,1.9101,2.5947,2.1327,0.0721,2.3862,1.5852,2.7426,1.8981,2.0659,1.6192,2.3883,2.8581,1.3173,3.8357,2.1925,2.574,1.6126,1 
-0.8219,2.6512,5.0332,0.9276,2.309,0.558,1.1517,1.6068,1.6632,-0.2971,1.1028,2.5473,2.6632,0.0177,1.0213,2.1614,3.4674,2.9071,2.1338,2.3898,2.6817,2.3883,0.9038,2.8224,0.3514,3.3589,0.5705,1.1751,0.9805,1.7698,1 
-0.377,0.5929,2.398,1.5374,2.1365,2.2326,-0.0181,0.5764,2.7195,3.6048,0.8213,2.0441,3.1151,1.2249,2.4072,2.6007,2.8512,2.9946,2.3184,2.4933,0.9686,3.3677,2.0683,2.9125,0.2714,1.6798,0.2885,0.7363,3.2747,1.8263,1 
-0.0417,-0.4506,3.729,1.2868,2.2644,1.1957,-0.0435,2.6168,2.1463,2.013,2.9648,0.771,2.4981,3.2115,2.3518,2.5083,1.0964,1.3696,3.6542,1.1706,2.2128,2.9266,2.7328,0.3799,2.3366,2.4138,1.9878,2.3953,2.0533,2.1447,1 
-0.1755,1.6298,0.6995,2.2781,1.9258,1.5069,4.3727,2.9645,2.821,2.2764,1.8406,0.5336,2.1077,3.5495,1.1976,3.7856,2.0955,3.5112,1.7589,0.7355,2.038,3.0654,1.5829,1.4107,0.7047,1.9681,0.9514,0.8258,2.8024,1.8036,1 
-1.4113,-0.2954,1.1144,2.6858,2.0836,2.3781,1.3902,2.5321,2.3919,1.7582,1.9377,2.6464,0.8733,2.5269,3.9377,0.9705,2.3451,2.2152,1.0306,0.7595,2.0086,3.5475,2.2279,0.9852,1.093,2.9098,3.496,2.5269,3.8556,2.1932,1 
0.9979,-0.3177,1.0202,3.1965,1.771,1.6766,3.0768,1.3856,1.4597,2.2468,1.54,1.0928,1.4672,-0.0109,3.5862,2.6262,2.1524,1.8476,2.5593,1.1687,1.7213,2.557,1.1463,2.5004,0.4092,2.5261,2.0007,2.4983,2.6127,2.163,1 
0.4456,-0.6104,1.727,1.2956,3.12,3.2161,1.117,2.4072,2.9753,2.1289,-0.2551,0.5448,1.7547,2.2934,-0.1604,2.3616,0.6986,1.5498,1.1758,1.4106,1.7982,1.5987,0.7468,2.4018,2.8651,3.4651,2.3602,2.0997,2.2332,0.8859,1 
-0.6616,1.4201,2.6116,1.9041,2.0806,3.6189,0.7306,0.6956,1.3571,3.506,1.3417,1.9825,0.8851,0.5421,2.8795,3.1369,0.9661,1.8691,1.1722,2.2666,2.4813,2.3668,1.4156,1.5502,1.0285,2.2598,2.872,-0.6755,2.8576,1.4124,1 
-0.4213,0.0321,4.3391,3.2192,2.8934,3.0265,5.4279,1.2549,3.4152,1.756,1.8011,0.9249,1.9135,0.6076,4.1003,1.668,1.1739,2.3018,1.3934,2.4748,2.1959,0.7046,1.2111,2.3277,1.4549,0.7231,2.4907,1.9611,1.8213,4.1865,1 
0.0007,0.0807,0.1724,-0.3902,1.4945,1.0538,0.7388,1.2267,3.5037,1.7925,2.3742,2.3068,2.4904,3.3456,2.111,1.454,0.9334,1.3902,0.1227,0.7305,2.2071,0.7959,1.2289,1.741,-0.0563,0.9896,2.8031,2.6869,2.4615,2.8228,1 
0.6118,-1.7377,1.4653,1.4584,4.1055,3.4058,3.6952,2.3247,0.8656,0.0537,1.4329,2.4918,0.9533,2.8046,1.8673,3.3552,3.5991,1.3609,0.6257,1.232,1.6947,1.3093,1.002,2.8884,2.8203,2.964,2.9856,0.9871,-0.5745,1.639,1 
0.6693,-1.5074,1.7594,3.0462,1.056,2.1181,1.2476,2.3719,0.2785,3.1347,2.6766,2.8597,1.6456,1.2573,1.9773,2.895,2.7977,1.6865,3.8124,2.4407,1.0234,2.0732,1.1283,1.5092,3.5389,2.3784,0.6869,-0.0459,1.667,1.3693,1 
-1.3953,1.8593,3.3423,1.6821,0.5561,2.3478,1.9399,2.4992,3.1563,1.6963,1.3368,3.0321,2.8688,1.5527,1.1974,2.7597,2.2892,0.907,-0.9987,2.5603,1.4227,1.6669,1.5529,1.5383,3.1113,2.9587,2.2442,1.9965,1.945,1.7495,1 
0.2976,2.9932,3.2804,2.5104,2.7593,2.1885,0.4811,1.7891,2.194,2.0525,0.6849,1.038,1.9975,1.0962,2.8846,3.0894,2.7744,2.9145,1.8378,2.7008,1.7492,-0.2478,1.0806,1.8292,2.0204,1.5532,0.1568,1.1158,2.0048,2.1168,1 
0.0782,-0.6233,3.6271,0.1384,1.779,0.7496,1.0841,1.7534,1.5367,1.3362,1.9894,2.5436,1.8591,1.9471,2.6791,1.931,1.8832,2.7398,3.3598,1.4558,3.1423,-0.1891,2.9772,1.4731,-0.0009,1.4084,3.1793,1.5563,0.7138,2.1606,1 
2.5767,0.7441,1.8287,2.2683,1.8192,3.3832,2.6801,2.6593,2.7215,1.8667,1.5305,2.0497,0.2921,2.5063,2.03,1.5742,2.5058,1.9742,0.695,0.6477,1.5674,3.0254,1.6151,2.8928,2.0153,2.9108,2.4047,2.3081,0.8959,1.535,1 
-0.0498,0.8499,3.1222,2.8933,1.3633,1.4219,1.2783,2.1771,2.0365,0.5896,2.3079,2.2974,0.9905,3.5806,2.1295,3.2567,3.4359,1.61,1.2017,2.1206,2.6084,1.2243,0.9143,4.253,1.6214,2.1514,2.1151,1.2011,2.7834,1.2351,1 
-0.0707,1.4603,1.9147,2.5464,3.3888,0.0758,1.0775,2.7225,2.3302,2.2014,2.5416,2.1709,2.6059,2.7001,1.1853,1.7231,-0.1816,1.1708,0.4041,1.0543,1.4917,3.5461,3.0436,2.6368,2.2675,3.754,2.1533,1.0322,1.4403,2.5696,1 
0.2488,-1.535,1.8182,3.8854,2.5103,0.1182,2.647,1.4847,1.7434,1.128,0.8366,1.739,1.3453,1.8996,1.0892,2.5962,1.8131,1.8943,0.5768,3.5848,1.4965,1.364,0.126,2.1096,1.8731,1.4777,2.6779,0.4054,2.6759,1.6436,1 
0.562,-1.3445,1.9507,2.2296,1.4075,1.9314,-0.0031,1.8125,3.6172,2.9401,1.4365,0.7577,0.9938,1.9644,3.2099,1.7222,2.6919,3.9939,1.2742,1.1069,2.4034,2.0095,1.2145,2.4145,1.805,1.318,3.5206,3.2733,0.6203,3.0165,1 
0.9639,-0.4426,0.5813,1.9008,3.4915,1.3585,2.0707,1.1218,2.6395,3.5853,1.6203,0.8693,2.3605,4.709,3.1471,0.049,0.9253,1.3212,1.6032,0.512,1.6197,0.8638,1.328,1.4832,1.7968,1.7348,4.0873,0.4926,0.8258,2.1221,1 
-0.8094,0.5169,2.3217,0.98,4.347,1.3389,3.7539,1.8524,0.4007,1.3358,1.0401,2.1756,1.1714,2.1199,2.142,2.7177,1.8788,2.1823,2.6669,2.1584,3.2377,0.545,3.5068,2.6516,2.6683,1.3861,1.2343,1.2023,0.5107,1.4781,1 
0.9083,-0.2788,3.4235,5.0317,2.3967,3.3228,-0.0928,3.1412,3.2429,1.693,0.4742,0.1609,2.3088,2.9544,3.8454,0.5678,0.0161,2.1421,2.144,1.8981,3.2134,2.9924,1.9098,1.5753,2.8668,3.5773,1.9798,2.1073,3.7061,2.6156,1 
-0.6148,0.4201,1.7078,3.1227,1.086,4.8843,2.6454,1.8848,2.165,1.3533,1.4089,1.8269,3.4854,2.1591,1.6877,0.7281,1.5997,0.6358,2.8574,2.8315,2.2803,0.414,2.4663,3.8876,1.6417,2.0645,1.6268,1.2697,3.2049,0.9687,1 
-0.5692,-0.9775,2.9477,1.4008,2.092,0.9344,4.1563,3.5614,2.1455,-0.9838,1.39,4.0103,3.2112,1.6814,2.7928,2.4966,1.9631,-0.0621,2.7663,1.4186,2.698,2.2694,2.6398,0.8289,1.7252,2.2365,3.5504,1.7308,1.2329,3.2116,1 
0.0011,-1.2483,2.3087,1.6356,2.205,2.713,0.9808,1.07,1.2275,-0.358,3.1455,1.9048,2.8951,3.703,1.4094,2.8303,2.0421,1.4591,1.886,1.7927,3.0622,-0.1844,2.8668,1.1336,3.3764,1.7703,0.9293,1.883,1.7383,1.3425,1 
-1.2303,-1.3891,2.3769,1.1284,2.3589,2.8423,2.3491,0.9109,2.4396,1.8053,1.4458,1.0847,3.5763,1.0742,0.4185,-0.2538,2.0411,4.1803,2.5211,1.5102,0.9699,3.7704,1.6072,2.3319,3.7768,1.9628,1.9692,1.2556,2.7144,2.9482,1 
-1.2301,1.0409,2.9194,1.6616,1.863,2.1998,1.0067,1.9616,2.7556,2.5182,4.3553,0.7272,3.3083,3.0937,3.1861,-0.0207,0.3397,2.5442,2.1252,3.3179,3.0106,1.969,3.2362,1.1015,2.1644,0.1006,4.0043,2.1496,1.5707,1.1921,1 
-0.8635,-1.3322,3.4977,2.2532,2.0372,3.4434,1.6006,1.5547,1.8468,1.9476,2.1921,3.406,3.3462,3.4944,2.0076,1.4844,1.3806,2.6911,1.7314,3.2413,2.9578,3.1473,2.7795,1.5058,4.1885,1.2659,1.7638,1.4102,0.7104,2.9178,1 
0.1476,0.4666,1.8503,2.3871,1.8451,2.0395,1.4746,2.5301,2.3371,2.4211,1.8494,2.059,1.592,1.0156,1.8577,1.6055,1.9954,1.4079,3.6815,2.179,1.5164,1.7502,3.4521,2.6487,3.7051,2.7452,4.9667,2.2155,1.7186,0.4017,1 
-0.2478,-1.245,1.944,3.0809,2.0166,0.9702,0.5651,1.9908,1.1343,2.9181,2.4936,1.4694,2.2611,1.4578,0.495,3.6018,2.5499,2.4804,1.1804,1.7293,4.6745,0.4469,2.5376,0.4046,0.8781,2.6123,3.8336,1.3075,3.8357,2.4856,1 
0.6022,0.5702,0.5544,2.4709,0.4573,2.309,2.2521,2.6995,1.5343,2.998,-0.3964,0.2619,0.7857,0.7017,2.9685,2.1776,2.3472,0.8913,2.1029,3.0284,2.8527,2.1181,1.2683,2.2706,1.5546,0.9244,1.9671,2.8226,1.5463,3.5264,1 
-1.2393,-0.0744,0.0502,3.9493,2.524,0.4408,2.3696,4.0231,2.7871,1.6863,2.6067,1.3257,2.4473,2.9917,-1.1404,0.5334,2.1682,1.5516,2.1968,3.0876,1.6157,3.3047,1.9359,1.2112,2.1189,3.0741,1.0685,2.2195,3.428,1.3287,1 
0.0427,1.4625,1.8783,1.498,3.3484,1.3977,1.4212,1.206,1.4025,2.7924,4.0438,1.6205,0.1063,1.7698,2.1619,2.1694,2.688,1.1571,2.922,2.3139,0.4525,1.0174,3.84,0.909,2.2294,2.9724,1.6422,0.3927,2.6633,2.1466,1 
-2.0537,-0.4277,2.2903,2.4106,0.9456,3.8698,2.1323,1.3848,2.7589,2.5745,2.9769,2.0604,1.5723,1.9576,1.2594,0.4476,1.6311,2.042,2.2684,1.0857,2.4371,0.9921,1.0086,2.2795,1.5462,2.5307,3.2118,2.506,1.3128,2.6897,1 
-0.8005,0.7121,2.7588,2.0554,1.6748,1.3675,1.955,1.8785,2.3764,1.3246,2.8517,2.2499,1.3204,2.5179,1.7523,2.4647,2.6627,2.789,3.7541,-0.6123,1.9845,2.3604,0.4504,1.5669,2.194,3.2051,1.2908,0.7192,2.9414,3.4881,1 
-0.4585,-0.0959,1.8629,3.3766,1.6147,2.3446,2.4525,1.997,0.7098,1.6805,3.1981,2.0044,2.4696,3.194,0.1496,3.3375,1.3003,2.4547,0.6444,2.7869,2.6655,2.3186,2.0616,0.8792,1.4255,1.9359,0.985,2.4296,2.9107,2.6194,1 
0.4524,-0.8915,2.3779,2.0894,2.5969,1.9484,2.0582,1.6305,2.8578,3.1328,2.2209,1.0654,2.7923,1.2414,0.5266,1.8067,2.9204,-0.0746,-0.3183,0.8146,0.0663,2.5572,2.3254,2.7088,2.9139,2.1148,4.7605,0.8503,2.4266,2.638,1 
0.0352,-1.422,2.0974,1.5187,0.9724,2.583,1.1165,0.6505,0.1509,-0.1933,2.3732,1.8028,0.6814,1.6125,1.8438,0.9391,1.5536,1.1224,1.3473,2.2279,0.3726,1.9237,2.3179,2.4381,2.8553,1.0552,2.6113,3.2407,1.629,1.4023,1 
1.7312,-2.0029,-0.2089,2.6018,3.7379,1.3813,2.1284,2.7736,-0.5725,1.0911,1.6406,4.1224,1.1635,1.4805,2.3151,3.3432,2.9206,2.6984,0.5475,1.6317,1.6984,-0.6641,3.3219,-0.2606,3.4979,1.4218,1.1256,2.4151,2.1583,1.5188,1 
0.9854,-1.3663,1.8395,1.8097,1.913,2.7505,1.8892,2.4085,2.0814,3.2355,1.4758,1.9679,2.5404,1.4454,2.4826,2.8002,1.9855,1.209,1.6727,2.2947,3.2687,1.9868,1.0028,1.835,0.7386,0.8191,2.2275,1.9807,0.3233,2.8781,1 
0.7136,-1.0433,2.3094,1.3751,1.8861,1.3737,3.882,1.9007,1.6153,1.8428,2.1328,1.3637,1.0603,1.4168,1.5308,1.0128,0.879,2.9087,1.4767,1.2818,2.8885,2.7611,4.0481,0.2248,4.6577,2.4243,3.1474,1.4075,3.2216,2.444,1 
-0.4997,-1.0,4.1272,0.8873,3.1584,2.5059,1.2298,2.0412,0.8916,3.5025,1.0329,1.1954,3.6911,0.0453,0.5721,1.2298,0.9379,0.7781,3.1295,0.8541,2.2191,2.3856,1.1865,1.4174,1.2882,2.2843,1.9534,1.6912,1.9256,1.7045,1 
0.9862,-1.6715,2.9694,3.0699,3.4632,4.3588,0.565,2.7821,0.6307,4.1735,0.7255,2.8131,4.3071,1.0936,1.9392,2.9187,0.8287,1.2192,0.3244,0.2983,2.7511,0.6018,0.759,2.5741,3.5364,2.729,0.6299,1.2839,3.8049,1.6778,1 
-0.6639,-0.3774,2.2,2.5598,1.7856,0.2187,0.1787,1.6183,1.4065,2.7957,1.2507,1.2043,2.0956,-0.2364,1.7571,2.36,2.1022,1.7162,-0.2396,2.134,1.8,0.7567,2.2264,2.2154,2.8659,1.5916,1.4821,2.5011,1.6671,1.8585,1 
-0.9113,-0.9544,2.7145,0.733,1.1479,0.8893,-0.5583,4.0684,2.1085,2.8754,1.932,2.6471,1.6971,3.3208,2.0502,0.2789,0.4917,2.9199,2.221,2.434,-0.5568,2.2033,2.26,2.5461,0.6901,2.9132,2.2081,1.5037,3.7004,2.9743,1 
1.4737,1.2085,2.6575,3.7569,2.7476,1.0881,4.085,3.1468,-0.3746,1.1675,2.5906,3.5174,1.7752,3.9198,0.7878,1.1393,3.8666,1.8493,2.9663,2.4362,3.983,1.6246,0.1109,1.6763,2.8815,2.4715,2.2311,1.1725,1.9243,1.5409,1 
0.0237,0.2314,2.0579,2.2372,3.1386,2.8417,1.8073,1.1454,3.036,0.3091,4.5233,1.962,0.4102,2.0934,1.959,1.8821,2.9694,1.8488,1.4691,1.7715,0.6402,0.2833,2.1733,2.5832,2.2047,1.899,1.9827,2.5202,1.4515,1.5067,1 
-0.3015,1.3296,2.0099,1.8481,2.0544,0.7279,2.202,2.3895,3.4219,1.8271,-0.1735,2.1122,2.0803,1.8415,3.4291,2.8743,2.0534,1.8047,2.3059,3.4627,3.9351,1.396,2.1551,2.4308,1.5268,2.8343,2.9222,1.4886,4.5772,4.491,1 
1.0432,0.7124,2.1886,1.1571,3.0689,3.3548,2.8859,1.5904,3.0322,1.1221,2.1126,-0.8599,1.3449,1.5883,2.7399,1.7882,2.0767,1.2262,1.8591,2.5742,2.8467,2.2465,1.8243,3.2941,0.7951,0.9131,0.7833,-0.7355,1.6701,1.4225,1 
0.1794,0.4292,1.495,1.0925,2.7892,2.22,2.9826,2.1181,0.5149,0.6775,2.6602,3.4524,2.7759,3.166,3.4763,1.6249,3.268,1.2016,1.9373,2.1733,2.3316,0.9859,2.7687,2.7589,2.3686,1.2213,4.4334,0.6173,0.8848,2.3382,1 
0.0565,0.969,0.677,3.4524,1.1907,2.5234,-0.068,2.4083,2.0529,2.6795,2.8609,2.43,3.4273,0.4198,0.9429,0.7961,2.4838,1.0233,2.1062,1.497,2.5254,0.6861,2.0999,2.4905,2.0689,1.3601,2.267,3.2301,2.3994,2.3724,1 
-0.2158,1.7989,3.1744,2.5576,-0.6747,1.6868,1.697,1.4984,2.8586,2.9886,2.326,1.2105,1.1225,2.1404,0.2355,2.0492,2.0845,1.1745,2.7124,4.4786,0.9064,2.6241,2.0001,2.1495,1.8187,2.3128,2.3445,1.8716,1.639,2.8559,1 
1.6724,0.8541,1.3964,1.3549,3.564,1.9785,1.9831,1.5545,-0.4863,1.4625,3.8292,2.535,1.2945,1.5141,1.8818,3.3505,1.4515,1.286,0.4097,1.0753,2.2169,1.6332,0.4155,1.8875,2.6683,2.573,-0.7167,-0.4712,1.8416,3.1353,1 
-0.4586,0.0668,1.2641,0.9138,1.0774,2.586,3.4289,-0.2363,3.0592,4.2911,1.5194,2.0749,1.8241,2.4046,1.4095,3.9324,1.1637,1.4096,1.581,0.33,2.0359,2.0623,1.507,4.7692,1.9233,1.4841,3.5722,2.0012,2.4153,2.0471,1 
-0.077,1.1421,4.1302,2.8833,2.7804,0.8971,2.1975,2.5512,1.8464,1.9743,3.3558,2.525,1.7804,3.6876,0.5729,0.4642,2.1325,3.1636,2.0015,3.1124,2.0731,2.3798,2.6291,2.7989,2.213,1.4818,2.582,2.6094,2.3681,1.9021,1 
-0.1195,-0.189,4.0942,1.3848,1.2544,2.4077,2.3755,1.4083,3.415,2.0342,0.7354,2.4321,1.713,2.1162,3.3854,2.5178,1.8838,3.0708,2.048,2.4829,1.5975,0.2411,2.9665,2.2301,0.7783,1.8836,0.7558,2.0105,2.8524,1.6856,1 
-1.8823,-0.6853,2.1662,1.6734,1.2727,2.7294,1.2319,3.1913,0.4652,1.9877,1.5484,1.6352,3.429,3.438,2.7706,1.5102,0.6128,1.8487,0.2984,1.966,1.5734,3.6544,1.4388,2.5938,3.2461,3.9048,2.0278,4.4748,0.6402,2.5338,1 
-0.0137,0.0781,3.6488,2.3076,1.4335,2.3044,1.9515,0.0487,2.9027,2.2403,2.7863,2.8967,1.7989,3.4913,1.7929,1.6525,2.6614,2.9894,2.7129,3.2541,3.0253,2.5079,3.5736,2.2875,2.1896,1.6321,1.8285,0.9524,1.7997,0.6368,1 
-0.4273,-0.0047,0.5723,3.1472,2.4437,1.3497,2.5044,1.461,2.2586,2.9377,2.5732,0.7015,0.9861,1.1485,2.7748,1.1248,3.0573,2.6067,1.2827,1.7577,0.7543,1.4917,-0.8717,2.5704,0.509,1.6296,2.3336,2.7976,-0.3245,0.7152,1 
-1.1714,-1.2559,1.5085,2.8932,3.5706,1.8747,1.4469,0.7297,1.8227,1.3327,2.1416,1.7859,1.6952,2.2627,3.5521,3.0269,0.9866,2.9188,1.7647,3.3895,2.512,3.7533,1.9201,2.526,0.5578,1.5455,3.1025,2.1025,2.288,1.8974,1 
-0.5587,-0.0505,-0.1068,2.1489,1.3344,1.2413,1.51,3.2722,0.4534,-0.7612,1.4945,2.2938,1.2874,0.5776,1.4116,2.6464,1.55,2.2778,1.0193,0.2851,1.8422,1.3487,2.0891,2.0216,2.1495,3.2192,0.7371,0.4912,1.7494,2.3545,1 
-0.8973,1.5699,3.303,3.0543,2.0866,3.0,0.4984,1.7738,1.7645,2.169,0.6085,0.9207,2.9718,2.1444,2.0554,1.7688,0.2591,1.49,0.9963,2.8665,0.9048,1.3529,2.4649,2.859,0.2365,0.6831,3.1813,2.3948,2.1478,2.6821,1 
0.0378,-1.075,2.3509,1.9274,1.7885,1.7808,2.5732,1.9451,1.3416,2.2605,1.8661,3.8813,0.7025,1.4012,3.4171,0.1925,1.1575,2.4314,2.1426,2.6963,2.8573,2.4614,1.7014,2.6923,2.3883,1.0932,3.58,1.5303,1.2442,0.0178,1 
