Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class
-0.0441,-0.316,3.2969,1.8607,3.1792,2.3424,1.0125,2.3115,2.6033,0.6137,1 
-0.7552,-2.3487,1.4205,1.0538,0.6692,2.1343,2.6023,2.1161,2.112,3.1609,1 
-0.2766,-0.6042,3.2077,1.8983,2.8911,1.8505,2.6036,2.2471,1.9674,1.8032,1 
-0.618,-0.8528,2.1445,1.5643,2.4851,1.5646,0.3233,1.8926,2.1964,2.5078,1 
1.0274,0.347,1.947,1.8634,3.1935,3.5511,-0.224,2.3262,2.4436,1.6135,1 
0.6392,1.8143,0.0746,1.1437,1.5029,3.447,1.0496,0.8874,2.9722,2.5062,1 
-0.9356,0.7569,3.7723,2.6027,2.0991,1.9599,0.7045,3.1753,2.9084,1.8776,1 
-0.0362,0.3049,3.8845,3.074,2.0931,0.1305,1.0898,2.3368,1.3447,2.427,1 
-0.236,0.5884,3.4458,2.6973,1.7571,2.4323,2.3558,0.3465,1.0811,0.2656,1 
-1.114,1.1796,3.1205,2.0867,2.5948,1.4728,1.3646,2.9009,4.2047,3.437,1 
-0.7,1.137,0.064,1.8774,2.9309,0.0311,3.7671,3.1398,1.5951,2.2228,1 
1.2195,1.6088,2.4084,2.5801,4.4677,2.4937,0.547,0.9644,2.9377,1.3468,1 
-0.4377,0.0457,2.6823,1.7169,0.3708,4.4696,1.4462,1.2225,2.6863,-0.0083,1 
1.2592,-1.9561,1.2696,1.4702,2.376,3.9881,1.7724,-0.2721,1.5237,1.2944,1 
-0.0758,0.3074,1.6443,0.157,2.2177,0.3508,3.8684,3.9295,2.0073,1.9256,1 
-1.3648,-0.8304,2.0836,3.6729,1.9809,3.081,1.639,1.9445,1.9425,0.6607,1 
-0.3676,-0.2329,0.9421,2.7065,2.5759,2.8419,2.9916,1.9053,0.7625,1.7448,1 
0.4515,-0.3853,2.1439,0.5489,0.0982,2.0594,1.7635,0.5328,2.3462,3.3494,1 
-0.3344,0.1202,2.4371,1.1323,1.5561,2.7828,3.0969,1.1401,1.4016,1.0995,1 
-0.9975,-0.3285,3.4337,2.0481,2.125,2.3237,2.4595,3.0304,2.2269,1.3046,1 
1.3115,0.3684,3.7321,1.8675,0.7358,3.5534,2.4569,2.8111,2.8578,2.5203,1 
-0.1844,-1.4584,1.6087,1.8625,2.5539,1.5522,3.6685,0.6706,0.0956,3.0237,1 
-0.4925,0.8336,1.7501,1.5511,1.069,1.4931,1.1243,3.1265,2.4072,0.3946,1 
-0.5915,0.0294,-0.3033,3.5429,3.5814,2.9417,2.7169,1.4196,2.3375,0.97,1 
1.2289,0.2705,1.8595,2.3361,1.7469,2.2793,1.4482,1.73,2.3435,2.3645,1 
-0.8417,1.0062,0.594,3.582,1.4789,2.9508,2.0719,2.6332,-0.1364,2.9127,1 
0.1721,0.1248,2.3445,1.8167,1.38,2.3061,1.0382,0.7601,1.818,2.4046,1 
-0.0041,-0.5108,2.5633,2.7907,1.6776,1.5348,1.607,1.5523,2.4416,3.1299,1 
0.9077,-0.1134,1.4286,2.4306,3.6309,1.898,3.495,0.9335,1.7507,2.1202,1 
0.3641,1.2354,2.5789,1.9207,1.4919,4.1774,1.716,4.455,0.0996,3.5849,1 
-0.6461,-0.1241,0.911,0.7335,0.5313,2.6795,1.187,3.2951,1.0869,2.2551,1 
-0.6853,0.0968,2.589,1.2974,2.2674,3.9455,1.5713,3.6827,1.8278,2.0265,1 
1.722,0.2864,1.821,2.1073,1.6413,1.6454,1.978,2.2998,-0.6375,2.2236,1 
-1.1769,0.7508,0.4719,2.6556,2.947,1.7604,3.2312,3.1027,1.493,3.0924,1 
-0.4693,0.496,0.5415,2.5871,0.3397,1.421,0.384,3.0379,1.6242,2.7753,1 
-0.5567,0.2635,2.3069,2.263,3.2705,-0.1016,2.4419,2.8164,1.5514,0.7518,1 
0.237,-2.0324,1.8106,1.2412,3.4015,2.5068,1.5398,0.7125,2.1094,2.9894,1 
-0.3706,-2.2146,0.5949,2.6991,1.9568,1.7609,2.8547,2.2184,2.3585,0.3339,1 
0.169,0.1862,2.8735,0.9488,3.5412,2.2996,1.5269,2.9125,1.7047,1.2805,1 
0.4162,1.6404,3.184,1.9903,1.6383,3.0019,1.3583,1.8172,1.2457,1.7611,1 
0.7224,-0.3447,2.6951,1.9689,2.9541,3.0268,2.3927,2.5067,1.7402,1.733,1 
-1.7078,1.6236,1.8242,2.8271,1.3857,0.8627,2.662,2.0066,2.9844,1.1873,1 
2.4408,1.6228,2.2652,2.4091,1.8016,0.173,0.2822,0.0276,0.989,3.0154,1 
-0.1691,1.2043,0.7739,0.2122,0.7124,1.8039,1.4838,2.9332,3.836,2.3781,1 
-0.2659,1.1812,2.2133,2.7852,1.7224,1.5989,3.3451,1.4878,0.2049,2.3219,1 
1.968,0.7453,3.3577,2.1438,1.4595,2.3239,2.3488,2.5133,3.0011,2.4122,1 
0.8675,0.2437,2.6219,2.4614,1.1053,3.1867,3.4326,1.254,3.205,2.1085,1 
-1.8736,0.3324,2.8286,2.7641,1.9314,3.2835,1.3551,2.8513,0.3367,1.6882,1 
-1.3816,-0.8534,1.9415,1.63,-0.4286,1.945,1.3393,1.4129,2.2142,2.7169,1 
-0.47,2.1063,0.5956,0.6769,1.3481,4.4754,2.9835,1.5355,3.0381,0.7191,1 
-0.3915,0.0407,1.8785,2.1534,4.6728,2.1273,3.6395,2.346,0.8043,2.2017,1 
0.2554,1.5643,2.8191,1.4538,1.6668,2.1472,1.2276,1.0386,1.3618,1.9549,1 
-1.7209,0.7128,1.562,1.6352,0.7816,1.5099,1.0544,1.8756,0.1562,1.3195,1 
2.319,0.634,4.0422,0.8655,4.3087,1.9698,1.9666,1.8215,1.9798,3.8306,1 
-2.1607,-1.4871,3.9975,2.4805,1.6464,1.037,1.7809,0.2993,1.3563,1.307,1 
0.5159,-0.0716,2.24,-0.5606,1.2271,1.0514,0.7798,2.8848,1.6349,2.3138,1 
-1.3759,-0.0157,1.5231,2.58,3.4888,3.279,3.8491,3.1688,3.3146,1.7198,1 
-0.0597,0.6325,2.0922,1.1188,3.3669,1.1915,2.0488,1.5533,1.02,1.399,1 
-0.3784,0.9979,0.468,-0.425,-0.0276,2.438,2.2703,1.7796,2.7885,2.6981,1 
0.5395,-1.8021,2.8369,3.4227,1.3965,2.8705,1.0855,1.5645,0.2124,1.9811,1 
0.3736,-1.4877,3.1599,1.1932,0.83,1.3341,1.5619,3.2311,3.192,2.6003,1 
1.7274,0.5373,1.6554,0.769,2.8016,1.9581,1.1185,2.2271,1.5077,2.0075,1 
-0.0715,-0.4414,1.6206,2.3058,2.1228,3.1668,0.4879,2.5954,2.1261,0.4922,1 
-0.4406,0.4684,2.5291,1.0044,2.9459,1.0896,2.5357,3.708,2.1937,3.632,1 
-1.8303,-0.7813,2.059,1.0116,1.877,4.4738,4.4587,0.6966,2.6049,0.6045,1 
0.8485,1.0209,1.9837,3.0139,1.2914,3.3725,1.0672,2.2338,1.977,3.2183,1 
2.0187,-0.1009,3.0781,1.1811,2.3487,1.673,2.4701,2.0912,0.6663,3.9572,1 
-1.1476,0.7354,2.148,2.1575,1.5165,1.0966,2.0543,2.3,2.2702,1.2046,1 
-0.2551,-0.8246,3.46,1.0866,2.0735,4.3576,1.9353,2.4015,1.4599,2.3881,1 
-0.993,0.3427,3.3236,2.1846,2.3247,0.7192,2.1143,1.9491,1.3882,2.1237,1 
0.1707,-0.065,2.8898,0.6588,2.4677,0.8941,2.7723,1.2198,2.767,1.4201,1 
0.7987,-1.2611,1.3123,2.373,2.0294,1.654,2.0188,2.3011,2.1744,2.918,1 
-0.161,0.9765,0.6902,1.4415,3.3669,1.0732,3.1436,2.8062,2.1499,2.5985,1 
0.4354,1.0702,2.8644,3.0267,3.1609,1.247,4.0018,1.0265,4.2984,3.5929,1 
0.5744,-1.4663,2.5467,0.967,2.5567,0.5685,3.9812,0.5723,-0.6705,1.5823,1 
0.1106,-1.3277,2.3879,0.9161,1.1298,2.0504,2.0279,1.8316,1.2332,1.2656,1 
0.0858,1.4566,2.864,2.9599,2.3449,1.9345,2.4587,2.5179,3.0045,3.0509,1 
-0.73,-0.2096,0.9606,1.7778,3.3374,1.8411,1.5774,2.0528,1.0198,0.5124,1 
0.5856,-1.6713,0.649,1.947,2.8685,2.4493,1.4323,1.485,2.124,2.3511,1 
-0.7973,-0.5399,2.6564,3.4548,1.5923,0.8358,2.6498,0.935,1.5467,2.5612,1 
0.2873,-0.1013,2.5443,2.4557,2.7594,2.289,2.815,1.6763,3.7263,1.8504,1 
0.1354,1.5109,2.0939,3.2386,0.3235,3.1831,2.1407,0.809,1.3192,1.1521,1 
1.6277,10.3062,2.2116,1.7876,3.1936,3.1667,2.4234,3.8515,3.2997,0.3025,1 
0.5564,12.1574,3.3347,2.3226,1.2331,1.1137,2.1678,2.7501,1.4952,2.7914,1 
0.3641,9.5657,3.293,2.5403,2.5438,2.0867,1.2713,2.1644,2.1925,2.8647,1 
-0.5517,7.866,1.1785,0.7412,3.6301,3.2126,1.9484,2.0655,2.5262,2.1401,1 
-1.4366,9.4004,2.4549,2.2014,3.5053,1.2336,3.2188,1.502,2.4507,1.6253,1 
-0.6891,8.382,1.4829,1.9428,2.5404,2.3745,2.8857,0.8318,1.1139,2.5275,1 
0.4686,9.9735,1.9929,3.4261,-0.8781,1.8674,3.6228,1.3026,2.0958,1.3668,1 
-0.0413,11.389,1.4988,2.6772,1.334,3.0218,2.8173,1.886,1.7403,2.4853,1 
-0.4615,11.0622,2.4442,0.3747,2.2851,2.4871,0.7584,0.2528,0.945,1.0405,1 
0.8211,10.3555,2.6915,2.8547,2.2058,2.0868,3.2193,-0.9746,2.8692,0.5877,1 
-0.7959,10.9732,2.1889,2.427,2.7808,-0.0411,2.0498,3.0325,2.9818,2.9843,1 
-0.021,11.1259,1.6261,3.4141,1.8032,1.6188,2.0014,0.9907,3.3354,0.2907,1 
0.6177,11.1773,1.1225,1.8136,2.0802,1.6539,0.7364,3.3668,1.8629,3.2669,1 
-0.1215,9.6407,0.4534,2.2517,4.0254,0.7985,2.5568,1.945,2.4353,1.1047,1 
-0.2571,10.325,1.4621,1.5188,2.653,2.746,1.0937,4.15,0.5147,1.9143,1 
2.8962,10.9053,2.349,2.8186,1.3487,1.0373,1.0052,2.0219,3.3916,1.9839,1 
-0.4128,9.0928,1.5155,1.0542,0.8966,2.6827,1.2977,4.3596,1.8053,1.6602,1 
0.3928,10.4698,1.8624,2.1795,2.9141,-0.2962,1.3663,2.17,1.7654,1.7377,1 
0.3525,10.8529,4.0332,2.0549,2.0607,3.1793,4.0863,1.0925,2.4012,1.7694,1 
-0.9217,11.7209,2.5673,1.8607,2.0976,2.8496,3.3744,3.0105,1.6042,4.011,1 
-0.1233,9.5176,2.1797,2.3023,1.9415,2.0523,2.5644,3.9049,4.1558,2.3373,1 
-0.0612,9.323,3.138,1.7491,1.6822,0.5352,2.2224,0.8614,2.2462,3.2469,1 
0.9572,9.3505,1.9451,2.7072,2.1403,3.177,1.6852,-0.003,1.2794,3.6577,1 
1.081,8.3586,2.3535,-0.2651,0.8619,1.7988,3.7975,0.994,1.7382,2.6536,1 
0.2811,9.7056,2.0226,0.8109,3.3278,3.0898,2.3726,3.3165,2.4939,2.3048,1 
-1.1471,10.6801,0.3888,2.6355,2.6748,0.2664,0.6983,1.3091,2.7577,4.4013,1 
1.3278,10.5071,2.5522,2.0123,3.139,0.632,1.683,1.1972,1.2768,2.5529,1 
1.6782,9.1806,4.1659,2.925,0.0297,2.2411,2.0082,1.0734,2.0382,2.0544,1 
1.6277,9.9515,1.6055,3.5659,2.3009,3.2576,0.3121,1.3845,2.6223,1.9209,1 
0.8707,8.6178,0.9958,1.4526,1.2266,1.132,2.7929,0.4674,0.2205,1.6051,1 
1.485,8.5777,0.7664,0.267,0.6422,2.2194,2.7322,1.5609,2.5327,0.4086,1 
0.1523,11.5301,1.4632,1.2958,2.0718,1.1796,2.6566,2.0943,2.3111,3.0767,1 
0.7035,10.1824,2.1217,0.8189,2.6015,0.7135,1.9108,0.9422,1.0109,0.5344,1 
0.0355,9.9814,1.5242,1.4463,3.9273,2.1007,1.3746,1.1835,0.7898,0.8035,1 
0.113,9.4723,1.3115,2.2254,1.7584,2.0407,1.6221,2.1824,2.0949,1.4654,1 
-0.3346,10.2083,3.3461,1.0297,2.0472,2.2318,1.8718,-0.3993,2.5967,2.3259,1 
0.3621,10.5335,2.0884,2.2315,0.4208,2.6933,2.1713,1.9908,2.3595,2.5874,1 
0.3716,10.3752,0.8571,1.7023,2.0359,1.8442,0.5861,2.3831,2.394,1.5428,1 
-1.2924,10.2114,3.1313,2.1548,0.6067,3.1566,0.4883,1.3029,3.5681,2.0737,1 
-1.1901,11.2631,3.4556,1.5558,2.4,0.9067,2.0343,0.8575,1.735,2.472,1 
-0.9277,12.2711,2.7876,3.4117,3.1699,3.2363,2.084,2.3896,3.454,1.0351,1 
0.9226,8.7499,1.0268,3.3086,2.4438,2.5328,1.7127,3.0006,4.2794,2.761,1 
-1.7632,9.3213,3.781,0.6163,2.3923,-0.5337,2.6448,2.0331,3.7912,3.0232,1 
-0.758,10.2534,1.5009,3.5177,2.8171,2.0555,2.2635,0.9495,2.2459,1.0145,1 
-0.8186,9.8032,3.1092,3.2566,0.8374,2.5372,2.6144,0.8049,2.7947,2.3671,1 
0.4303,9.0568,3.1577,3.7838,2.977,2.0569,3.3423,1.0383,2.4078,4.1408,1 
-0.0183,9.3193,0.5256,2.7742,1.2793,2.5411,1.1077,3.8515,2.6531,2.3894,1 
0.821,8.76,1.7862,0.3589,2.1904,2.8495,2.2121,2.3789,3.5582,3.4874,1 
1.9296,11.3105,0.7027,1.8773,1.3404,1.8908,-0.1446,1.4171,1.6315,1.7389,1 
-2.6748,8.9361,2.6797,2.8955,1.1124,1.0773,2.2069,3.0644,0.7148,0.9813,1 
1.8064,8.9766,3.459,2.3504,1.7469,1.5067,1.3869,0.9385,3.509,1.9672,1 
-1.038,9.9406,2.5756,0.4849,2.7999,0.5634,1.9352,1.2584,0.6868,2.1315,1 
-0.7892,11.4029,1.3707,0.2592,1.4941,1.5265,3.6691,1.2038,2.5567,1.2433,1 
-0.8981,10.6838,3.6046,0.3708,1.1845,0.5644,0.2385,1.9602,2.2829,3.3395,1 
0.4438,9.4356,0.3498,1.0558,3.357,2.1513,3.5672,1.5887,1.6983,2.3041,1 
-1.8944,9.3525,1.7674,2.4206,0.768,3.9604,1.7939,0.3029,1.669,2.2941,1 
1.0907,10.1274,4.0235,2.3015,0.7194,0.3754,2.554,1.3381,3.0661,0.6062,1 
0.7399,10.319,2.9963,1.0724,1.696,1.8747,1.4113,2.5262,2.3708,1.4332,1 
-0.7503,9.0636,1.1997,2.0856,3.1439,3.1241,1.6315,0.8591,2.1576,1.7776,1 
0.3585,9.5987,3.5262,3.1407,1.1328,3.691,3.4879,1.3172,1.2321,2.8099,1 
0.8881,11.7849,3.0611,1.2074,1.6937,1.5778,1.5538,3.9361,4.0691,4.0137,1 
0.066,9.4408,3.3742,3.9231,1.5064,2.5662,3.5271,3.4284,-0.3252,1.6109,1 
-0.3369,11.735,1.1176,1.5311,2.665,1.5052,1.1592,2.6499,0.8525,2.4417,1 
0.7579,10.1603,0.3209,1.1658,3.1698,3.095,1.8154,3.1614,2.887,1.6759,1 
-2.4239,9.2114,1.3206,1.5348,0.8168,4.6123,2.6904,3.2746,0.908,2.0247,1 
-0.3272,10.8286,1.0464,1.7442,2.7202,1.3672,3.7025,2.2702,3.0073,2.5206,1 
0.9603,8.9,3.5934,0.965,2.4518,1.7012,1.1838,1.4695,2.3953,3.4852,1 
0.4056,10.5274,1.0894,2.5035,2.0731,1.4793,0.8837,2.7193,0.5134,1.8173,1 
-0.1586,11.267,2.1694,0.4961,2.326,2.1521,-0.487,1.1639,1.1129,0.8204,1 
0.0229,8.5158,0.1369,2.7539,3.6995,1.3467,1.7378,2.1437,3.114,2.3142,1 
0.9639,10.7561,3.014,1.3584,2.6795,1.4647,2.7968,0.2366,2.0744,1.8957,1 
-0.1626,8.7298,2.0284,2.8659,0.4091,2.4559,2.3824,3.6369,3.9205,1.6392,1 
2.3991,9.4812,2.7283,2.1964,4.0205,2.187,0.7969,4.0736,2.1212,1.8227,1 
0.8917,10.5014,2.2474,3.2019,0.657,1.3523,2.3428,2.6419,2.2423,2.1764,1 
0.2149,10.1912,0.7834,2.9692,1.2026,2.9101,2.1019,2.5097,1.6657,2.9918,1 
1.2834,10.2262,1.7017,2.2302,1.1232,2.4532,3.5492,1.4309,2.5876,0.9338,1 
-0.3248,11.0455,1.94,0.1487,2.1828,2.2563,0.9522,2.9481,0.4576,2.4805,1 
0.3018,9.4152,0.8626,-0.422,0.0865,0.9674,4.4574,2.6212,1.4443,1.1865,1 
0.6834,9.6028,1.3679,2.0915,2.5891,3.7229,4.2109,2.1572,0.6603,4.9325,1 
1.0129,10.8955,2.5986,1.6771,2.4533,2.1045,3.017,1.9975,1.4988,2.1289,1 
0.9175,10.4258,2.4047,3.0145,2.7039,2.1327,1.7423,0.9395,2.6053,3.0964,1 
-0.7507,10.0955,1.6906,1.0511,2.9704,1.3364,2.5071,2.3167,0.8779,1.7976,1 
-0.636,8.8693,2.7111,0.8174,2.5574,3.177,1.2057,1.793,0.1264,2.0583,1 
0.0855,10.3707,1.2377,2.2117,1.3394,2.7529,1.667,2.2735,1.7601,1.5393,1 
-0.0422,10.1804,1.3552,2.5769,2.2439,2.2765,2.9641,1.2771,3.143,3.9548,1 
-0.9336,9.5019,3.0911,0.7612,0.5127,2.8979,2.8033,2.9521,1.6209,2.6533,1 
-0.377,8.202,1.7936,0.7033,2.8882,3.0929,1.3106,0.5847,1.1573,0.3614,1 
-1.2715,12.1322,3.2078,1.2158,3.3595,2.0412,2.0955,2.0254,1.183,3.3431,1 
-0.3187,10.6598,0.7748,2.6309,1.7319,1.8225,0.3,1.659,2.2922,0.0435,1 
0.4485,8.2041,1.427,0.6735,2.8789,3.0656,0.9034,0.6018,1.0445,1.1934,1 
2.0704,10.4222,2.0146,0.8911,0.7648,3.4418,1.3005,1.3525,2.8598,2.6287,1 
0.2715,9.6239,1.647,3.3165,2.404,2.5159,3.2659,0.5781,1.223,2.6731,1 
-0.3904,10.0795,0.4915,0.9373,1.369,1.3079,1.2951,0.8126,2.4717,1.1345,1 
0.4485,10.4649,3.0995,1.2194,1.4461,3.3422,1.707,0.0362,0.4242,1.3735,1 
-0.177,10.6788,2.088,-0.4287,1.2167,0.6155,2.3916,1.2026,2.1511,2.2052,1 
0.3314,11.3467,-0.424,0.0257,2.5249,0.0532,1.77,1.5725,2.8208,0.49,1 
0.9058,9.5815,3.0243,2.1075,0.7165,2.9971,1.0505,3.5697,2.9788,2.1672,1 
-1.4118,9.7429,1.6398,0.4917,3.4764,1.8931,-0.0322,2.059,1.8626,2.6628,1 
0.0478,11.1648,1.7691,1.6165,2.6912,1.4689,2.9026,1.5221,2.3796,0.9532,1 
-0.4136,9.991,2.316,1.137,3.4598,1.4139,0.9671,-0.1922,3.5011,2.8741,1 
5.31,3.1673,1.391,0.6975,2.8884,2.2082,0.591,3.8722,2.3434,1.6361,0 
4.8137,5.4256,4.7737,2.9893,3.1884,0.3456,2.898,1.4994,1.76,2.1236,0 
5.4613,3.8947,2.5849,1.945,3.3041,3.2835,1.8192,1.5851,3.4219,0.9968,0 
4.1954,5.4089,3.6976,2.1041,1.4177,2.7066,2.1976,1.0717,0.818,1.1698,0 
5.432,5.0018,2.9484,2.0687,1.1871,1.4765,-0.211,2.8662,2.2236,1.5359,0 
5.8365,4.6541,1.2903,2.1077,1.9737,3.4272,2.2581,3.8271,2.2845,1.7128,0 
3.9211,4.8908,1.4964,2.9398,2.5875,1.4588,1.534,3.1876,1.5013,2.5225,0 
4.5333,4.5607,2.1474,2.1331,1.1895,4.0095,0.8715,2.0382,2.256,0.428,0 
3.9745,4.4507,2.2426,1.1567,4.5351,3.2394,3.7759,2.7005,1.2361,3.0719,0 
3.0407,7.7636,3.2714,3.1593,2.3783,4.0769,-0.2745,2.43,0.2047,1.2056,0 
4.3994,4.4764,0.7819,1.7607,-0.4038,-0.0851,2.0067,1.5917,2.3541,2.933,0 
5.2211,5.7753,1.8268,1.9823,2.2202,2.4026,2.4886,1.7019,4.1275,1.9686,0 
6.2055,5.3198,2.0626,0.5168,1.9429,1.9308,1.7992,3.4664,3.3539,2.9741,0 
5.9024,4.797,0.3514,0.6332,3.2964,2.5245,2.4661,2.795,1.1632,1.4376,0 
5.4645,6.6406,2.5256,1.1264,2.3622,1.5042,1.636,1.9898,1.4721,2.0313,0 
3.0156,3.1183,2.2101,2.1349,2.0532,1.1981,1.6559,2.1578,1.7675,2.2922,0 
5.5546,7.5401,1.1468,3.2027,1.8333,0.9467,2.2736,2.9908,0.9182,-0.2261,0 
4.6995,6.5765,2.3768,1.6208,2.8782,-0.245,1.4134,1.7471,2.4813,0.7076,0 
4.3734,5.5774,1.2144,0.1427,1.2037,-0.4264,0.6265,0.8974,1.0873,-0.0285,0 
4.9457,5.1207,2.4048,2.0285,2.2583,1.094,2.4949,2.2348,1.9556,1.896,0 
4.6337,5.6742,2.8398,1.1395,1.2064,0.4965,2.676,2.3471,0.0985,1.0779,0 
4.4006,2.5885,0.4413,0.9383,1.3612,2.0551,1.8822,2.5556,2.1697,0.4562,0 
5.0071,6.2295,2.7433,2.2872,2.8127,2.0358,2.1139,1.991,3.3856,1.2537,0 
5.3362,4.6731,2.3378,1.0315,3.7791,1.9351,0.7418,0.9926,1.0631,1.4495,0 
5.9709,3.2166,0.9779,3.2841,2.0731,1.9424,1.5265,2.8008,1.5631,1.9678,0 
4.5984,4.5147,1.5869,2.5217,2.5025,1.1004,1.8105,1.6625,1.9147,1.2461,0 
5.2597,4.465,0.6888,2.5826,1.1952,3.9779,2.4127,1.7602,2.7779,3.0054,0 
6.9216,4.7574,2.9803,2.9146,2.1141,2.1507,2.2686,0.472,2.3005,2.429,0 
3.9028,5.2323,1.9229,4.0106,2.5347,1.5303,1.0573,1.2867,0.9231,1.9215,0 
5.2051,5.0341,2.9849,2.0216,1.6076,1.5319,1.0287,3.4193,2.9167,3.0562,0 
5.6928,6.1806,2.1964,2.8248,2.7184,2.7025,1.2757,1.1492,1.4687,3.3526,0 
6.5677,6.559,3.4219,2.6706,0.1771,3.0966,2.412,2.204,0.9608,2.7208,0 
5.2223,4.9968,1.1281,3.8527,0.5736,0.2312,3.1636,2.2811,3.46,2.9631,0 
4.6661,5.0486,1.202,1.9963,1.8207,2.4949,2.0127,2.5161,0.8389,0.458,0 
4.183,7.3571,2.289,1.5371,1.9897,1.8689,2.8843,2.1432,3.1951,0.5641,0 
5.3611,6.1383,2.0272,1.9744,2.0483,2.4155,1.2362,2.9114,-0.1835,2.0689,0 
4.3256,4.9934,2.9094,2.2712,3.0526,1.6153,4.0124,3.9674,2.6352,1.2097,0 
3.442,4.4092,1.0279,1.8198,0.9741,2.6254,2.4914,3.6924,3.4179,2.7504,0 
5.6486,5.9692,1.5285,2.1523,3.4877,2.4066,1.2758,1.2761,1.636,2.2679,0 
4.8203,5.3022,2.8384,2.9972,3.1666,0.0745,1.514,1.8026,1.4441,2.5079,0 
4.1884,5.0513,1.6817,1.6203,2.6057,3.0665,0.7224,1.64,0.7238,0.9847,0 
6.4419,4.8289,3.4429,3.2227,3.6772,1.2288,0.4385,0.9564,2.9116,-0.0714,0 
5.6455,3.8072,2.7755,2.846,0.6463,1.542,1.0229,3.0561,0.3352,-0.4755,0 
6.1963,5.4361,2.2802,2.4354,1.0608,2.26,2.5696,2.5498,3.6112,3.166,0 
4.5658,5.1652,2.9564,1.1913,0.6543,1.611,2.9274,1.5369,2.8574,2.0152,0 
5.0823,3.3551,2.141,2.5423,-0.3746,1.4246,1.48,1.635,2.7207,0.7687,0 
4.9278,7.0468,0.5052,1.363,2.8622,0.7749,2.4819,2.3878,1.9479,0.9172,0 
5.0644,5.0956,0.7827,2.5284,2.1108,3.1746,1.1048,1.1255,1.4371,2.8176,0 
6.0773,7.3105,3.7432,3.0286,2.7368,2.8065,1.8738,1.7893,0.7428,1.8757,0 
5.3243,2.65,-0.1522,3.1121,0.3207,0.8606,1.4135,1.4371,0.677,2.7314,0 
6.762,6.2706,1.2303,2.1331,0.4557,0.9175,2.8812,0.78,0.9294,1.6706,0 
5.8253,5.1063,1.9214,2.4318,2.3485,3.2079,2.2537,2.7611,1.597,2.8335,0 
3.6447,6.91,4.0553,2.6798,0.0609,2.3375,0.8306,2.0784,3.5851,3.3959,0 
5.4987,4.285,1.9632,1.7604,3.081,0.71,2.9732,1.7748,2.1455,0.4954,0 
6.7726,4.1479,3.2765,2.2427,2.2829,2.2172,3.9792,0.2344,3.8277,1.6269,0 
4.521,5.0946,4.2871,2.3864,1.1927,2.7825,1.3315,1.8676,2.2281,2.6047,0 
5.7913,3.2188,2.4519,1.004,3.9098,1.099,2.4727,3.168,2.7482,2.8054,0 
3.9469,5.055,2.4233,1.3091,1.9439,1.478,3.5467,1.8838,1.768,1.0862,0 
3.6162,4.7831,1.4727,0.0364,2.2238,1.7367,3.068,3.2496,2.3716,3.4262,0 
5.5644,5.9378,3.4519,2.9951,2.0602,1.514,0.5757,2.7093,1.572,2.8285,0 
6.9253,5.2258,2.3916,2.0342,1.7532,3.2867,1.6524,1.2316,1.9295,3.1132,0 
5.3547,3.6393,2.2372,2.3417,2.7509,1.199,1.7422,0.9079,3.142,2.2434,0 
6.9034,5.8606,1.648,2.4177,1.3859,1.9579,4.2341,0.9878,2.854,4.5673,0 
5.5538,5.5658,1.5056,2.0139,1.5063,2.5156,2.5443,5.0269,3.234,3.1722,0 
