Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Feature10,Class
0.5302,0.204,2.3327,2.0239,2.596,1.8297,1.0656,3.8746,3.3138,2.4442,1 
1.5327,-0.6059,2.7474,-0.0842,2.4231,1.3509,2.2507,1.9621,1.8363,0.3955,1 
2.149,-0.0737,-1.3379,1.5702,1.4928,2.1534,3.0226,2.5663,4.7526,3.3235,1 
2.4603,0.8382,1.7023,2.1029,2.6145,2.1455,2.564,5.0256,0.3304,2.5685,1 
-2.0961,0.4026,2.5532,2.3812,2.0688,1.2192,2.1722,1.8195,3.0353,1.9744,1 
-0.1835,-0.3983,2.1723,0.8579,3.0453,3.1802,4.114,1.5943,2.834,2.6768,1 
-0.8451,-0.583,1.1288,3.721,1.6623,1.8894,0.895,2.2035,1.8057,1.7946,1 
-0.6713,0.562,1.8116,0.7181,2.1793,0.2568,1.807,1.4224,1.8208,2.0514,1 
1.5015,-1.5374,1.3447,1.2413,1.3366,2.3915,1.5111,2.2437,0.527,-0.2087,1 
-0.4887,-0.0269,1.0745,1.0575,2.9119,4.3804,1.1946,3.2689,2.2325,1.7817,1 
1.151,0.9654,0.1906,2.5894,2.2339,2.7584,1.5695,2.6433,3.8167,2.7908,1 
-0.5572,-1.1321,0.8476,1.4246,2.2083,2.7678,4.0841,2.4757,1.2901,1.6937,1 
-0.7754,-2.0168,3.2068,1.5412,2.7325,1.6527,0.783,1.3357,3.13,2.407,1 
0.6242,-0.3721,2.2094,2.9706,0.2686,2.2961,2.6701,4.4649,1.6146,1.8057,1 
-1.2176,-1.4592,1.4993,1.4269,1.9376,2.0104,2.6624,1.8944,1.7802,0.4407,1 
-0.9261,-0.0924,3.1395,0.5907,2.0647,2.0282,1.1852,-0.0703,1.7517,1.5161,1 
0.7723,-0.4858,0.8707,1.0095,1.57,2.3512,1.2108,4.9819,4.162,3.9737,1 
-0.5668,-0.5728,1.2016,2.226,2.1944,2.5772,2.4857,3.3232,3.1447,3.5437,1 
1.1134,-2.2294,2.9849,0.7726,2.0154,1.757,1.8433,2.4607,0.7259,0.3625,1 
1.7365,0.8516,2.7031,4.0181,2.0759,1.9285,0.6653,1.8819,3.0459,2.2654,1 
-0.883,0.3846,0.5893,-0.5641,1.6536,1.3639,2.0308,2.3454,3.4737,1.9003,1 
0.9342,0.2169,2.6538,0.3502,3.089,1.3534,2.0384,1.925,2.134,3.5606,1 
-1.412,-0.3903,2.0228,3.3408,0.178,1.7044,2.951,0.066,1.9141,2.6087,1 
-0.2525,-0.1303,3.2639,-0.0652,2.3751,1.6391,2.2379,2.9018,1.8968,0.4572,1 
0.564,-0.9211,2.5683,3.5619,0.8181,3.0756,2.2964,1.0768,-0.1264,1.959,1 
-1.8276,1.106,2.8957,2.4829,3.9563,4.243,1.044,1.4478,0.8963,1.7794,1 
-0.6187,-0.692,2.3699,-0.013,1.5877,2.8101,-0.0739,2.1231,1.3405,1.7439,1 
1.4211,-0.381,2.7252,3.4081,1.7521,0.9164,2.6041,3.1297,2.2311,2.4269,1 
0.9964,-0.1845,4.086,0.4145,2.8438,3.0996,0.375,1.946,2.6805,3.701,1 
-1.8689,0.2531,2.6243,2.116,1.8421,2.0907,1.932,1.6986,1.5724,0.8536,1 
1.8613,-0.8846,1.3516,1.958,1.9686,1.2357,1.9327,2.4728,-0.0662,2.0585,1 
-0.5161,-1.9002,1.9127,2.0699,1.7577,3.0767,1.0913,1.6089,0.0461,1.5663,1 
1.7546,0.3586,2.402,1.5265,1.5388,1.3675,0.2154,-0.0404,1.9416,2.3555,1 
0.1342,0.7404,2.3139,1.7872,2.0299,1.4323,2.0557,2.2066,0.7164,1.1607,1 
-0.799,0.0061,3.362,1.6729,1.3872,1.5166,3.3273,2.8894,0.8854,2.0047,1 
1.0178,0.5185,3.4605,2.9097,3.1868,4.9946,0.6525,1.4559,3.9283,1.2613,1 
-0.8048,0.2156,1.565,1.6777,1.663,0.0484,1.2719,0.3585,2.6877,3.2582,1 
-0.6684,0.039,1.9377,1.6425,1.9411,0.5811,1.3468,0.4211,1.772,0.6583,1 
0.4207,1.6654,2.6636,2.7328,1.803,0.6586,1.5165,1.1321,0.4792,1.6496,1 
1.9452,-0.2135,1.9352,0.9495,0.6251,1.9008,2.5696,2.8007,0.0198,0.7944,1 
0.8647,0.3675,3.721,2.6953,0.6808,1.7293,2.609,1.8309,1.3201,2.2207,1 
0.5069,-0.1138,1.8763,3.0002,3.5883,2.5801,1.5506,1.0528,0.7802,2.0252,1 
0.8817,-2.2272,1.6192,2.7754,1.122,1.2546,0.269,2.5282,1.0439,1.3725,1 
-0.4774,-0.8815,0.9,0.2068,0.9171,1.5272,2.5488,3.15,1.0246,1.5971,1 
-0.6287,0.44,1.609,2.3773,1.9082,0.9767,2.209,2.4931,0.0542,3.0337,1 
-0.7705,-0.9092,1.225,2.0996,0.1664,-0.1229,2.1468,-0.0255,2.4382,0.9192,1 
0.7964,-0.319,1.7836,0.2631,0.3869,3.0735,-0.3651,2.8957,1.057,3.4737,1 
0.1331,-0.1408,3.6365,1.9927,2.6587,3.6129,1.8771,2.2885,3.254,1.4057,1 
0.6159,2.1065,3.5341,2.0406,1.7884,3.0578,-0.5452,0.3608,2.6629,1.6346,1 
1.1009,-0.9614,3.3899,3.2915,3.0187,2.5167,2.8187,2.191,1.6761,2.9663,1 
1.1911,-2.0203,2.6396,3.466,1.9685,1.0038,2.9069,1.6343,2.3509,2.3914,1 
2.4689,0.8134,1.1184,0.6237,3.0662,0.7334,0.6006,2.681,1.9177,2.6615,1 
-0.4076,0.513,3.6803,2.4455,1.0029,2.6323,2.2725,5.0998,1.0822,1.0532,1 
-0.6233,1.8944,3.5203,-0.0326,2.0586,1.6499,2.1619,2.4535,2.0317,1.3493,1 
0.6157,2.4951,3.2074,-0.4116,1.0608,1.5293,3.4387,2.9491,0.8651,0.8527,1 
0.3651,0.1406,2.7718,2.1763,2.1369,-0.1081,1.7364,0.5463,1.6009,1.4837,1 
-1.8534,1.5075,1.3879,0.9697,1.7442,5.3325,1.4383,0.6099,0.8603,1.8908,1 
0.1493,-0.7653,1.874,3.6759,2.6503,1.9215,2.051,1.1295,3.4444,2.8313,1 
0.9445,1.294,2.2043,2.8659,1.3528,2.2264,2.1009,3.5896,2.8707,4.3028,1 
-0.6862,-0.0656,3.0102,2.081,2.4255,0.9939,2.6974,2.791,2.4486,0.235,1 
-0.9109,1.5162,0.1161,2.1854,2.2152,2.6331,0.5053,0.9556,2.9243,0.7721,1 
-1.016,-1.3161,0.4796,1.5834,1.7342,0.6837,1.2165,2.385,1.3841,2.0902,1 
1.2988,-1.4224,3.0064,2.1313,1.2792,1.682,1.9533,2.8523,3.446,3.0878,1 
-0.1711,1.4583,1.9133,2.5743,1.7753,1.0683,0.5196,0.6229,2.0348,3.5895,1 
-0.7685,1.0466,2.1533,-0.9247,1.7711,2.7224,2.4838,1.6088,1.092,3.724,1 
0.7737,-0.3592,1.9438,2.2107,2.2281,2.1984,1.7669,1.5828,2.3885,2.0019,1 
1.4106,1.5953,1.9356,3.7873,1.1521,2.5081,1.3,1.9832,3.1574,1.0741,1 
-0.2023,0.3192,3.019,2.1448,1.567,1.8108,1.2683,4.3363,4.0036,3.3163,1 
0.2634,-2.1847,2.9416,1.9057,3.0796,2.2572,3.3177,0.4444,2.0454,1.3317,1 
1.2893,-1.2763,2.2883,1.4627,0.5602,2.4196,1.8552,1.7158,0.5016,1.2158,1 
1.4306,-0.2222,1.1564,3.1691,1.731,2.2351,1.7818,1.9217,2.2777,2.1452,1 
-0.6008,0.9081,2.8745,1.6336,1.3275,4.1885,2.5226,3.1203,3.1074,1.5638,1 
-0.7357,0.3237,0.7018,3.071,1.9105,2.3579,1.9608,2.7708,2.3158,3.2117,1 
1.0083,1.4791,0.7414,1.9776,2.7265,2.6911,1.867,1.9232,3.3813,2.4924,1 
1.6188,-0.1851,0.6447,2.9571,2.4186,1.6749,2.0991,0.6526,1.5271,-0.5937,1 
-0.0257,-0.0267,2.0178,2.6779,2.9291,2.3606,3.7415,2.4666,2.2708,0.6007,1 
0.1236,-0.4514,-0.3604,2.0643,1.1703,3.2944,2.8042,2.6836,1.8315,2.0279,1 
0.2265,-0.6313,4.5547,1.7472,3.178,0.6415,2.125,0.5483,1.727,3.0882,1 
0.9582,0.7491,2.7042,1.7685,3.4433,3.0124,2.768,3.0882,3.1175,2.6517,1 
-0.4603,-0.1072,2.7589,-0.1491,2.1482,2.5123,2.7666,2.1586,0.9542,2.2029,1 
0.3183,0.5406,2.3318,1.8242,4.1318,0.6842,2.8615,1.2909,0.0366,1.6122,1 
-0.4891,1.0853,2.2162,2.2729,3.5177,0.6415,2.6883,3.8812,2.3644,3.3295,1 
-1.4849,0.2429,2.6952,0.8996,2.5814,2.9684,1.1362,0.352,2.112,2.0353,1 
0.2328,-0.0543,-0.2605,3.4566,1.525,1.7591,0.8554,2.4665,2.3047,2.4198,1 
-0.543,-0.4315,2.3327,1.7587,2.1871,1.8686,1.6008,3.1146,2.6914,2.1843,1 
1.3945,-1.0325,0.2867,0.341,1.5176,1.883,1.6962,2.068,1.7836,2.4143,1 
-0.6128,1.9161,0.8576,1.6082,1.8336,2.731,2.4594,2.9539,2.473,1.9189,1 
-2.0953,1.6948,1.3176,3.2942,0.4901,1.8242,1.0148,3.1981,1.486,2.0996,1 
-0.6616,-1.444,3.5333,1.7808,1.4307,3.1616,2.4223,1.2572,1.3467,1.3508,1 
1.1709,-1.4403,1.5868,1.8713,0.9541,1.3303,1.37,0.7895,1.6237,0.8746,1 
1.0152,-1.2469,2.2759,0.5566,3.1718,1.5104,3.1508,1.4623,1.0635,0.8163,1 
1.0457,-0.9068,1.2786,0.9845,2.4709,1.3362,3.3234,3.0434,1.1124,0.6622,1 
0.5476,0.3882,1.7326,0.0549,3.3341,1.6963,2.7961,2.5096,2.343,1.3871,1 
0.245,-0.0001,2.408,1.3199,1.2015,-0.1281,3.1897,1.3815,3.0862,1.726,1 
0.6261,1.0625,1.8635,1.7392,1.8509,2.3602,1.4343,0.6301,1.8157,1.9396,1 
0.1898,2.1529,1.2288,1.8607,1.264,1.5992,1.4753,1.0985,1.3455,2.0953,1 
0.2523,-0.1965,3.1414,2.981,2.2611,1.5453,1.3096,3.2521,1.1401,2.0589,1 
1.2847,0.5773,0.3913,2.2488,3.1377,0.6731,2.7599,2.1392,2.1491,2.0181,1 
1.533,1.4196,0.2175,2.0584,2.9552,3.8666,1.7255,3.2985,1.5449,1.8293,1 
0.1113,1.4396,3.8536,1.1291,3.5949,0.9833,0.5211,1.9723,1.6007,1.3441,1 
0.0415,-0.9298,0.5754,1.7098,2.619,2.9503,0.4551,3.2931,0.2301,2.9105,1 
-1.0699,0.8881,1.63,1.7169,3.885,0.946,1.883,0.697,3.6171,3.3103,1 
-0.2948,-0.8493,0.1511,1.6586,2.3039,-1.6325,1.6794,2.8876,3.1681,3.26,1 
-0.622,0.5504,2.3511,1.5063,2.1235,0.7331,0.6339,2.8211,3.2036,1.3065,1 
0.4036,0.8291,1.9955,2.8637,1.8824,2.9136,2.3161,1.2671,1.1478,1.8187,1 
-0.0817,0.2942,1.4743,1.965,1.9069,1.3654,2.78,1.423,4.1959,3.1215,1 
1.7254,0.8085,-0.5693,2.2373,3.1432,-0.2898,3.5025,2.2231,1.0879,2.7623,1 
-0.4579,0.347,2.4463,3.6329,1.6369,2.2091,1.2158,1.4928,0.9371,1.3698,1 
-1.4323,0.2531,0.9477,2.5062,0.5571,1.5486,0.4939,1.7914,3.0691,0.8683,1 
-1.5458,1.4994,2.8746,2.5049,2.958,1.4949,2.831,0.3537,3.3341,1.1457,1 
-1.7302,1.5778,-0.2158,3.2752,4.2208,2.1002,0.0436,0.4439,4.0546,0.5809,1 
-0.3117,-0.0431,0.3559,2.7251,0.0799,1.9127,3.0597,2.4739,0.0942,3.6857,1 
0.7238,0.5537,2.8371,2.8416,1.9371,0.7147,1.5979,2.9657,-0.0915,1.0454,1 
-0.6387,-0.0518,2.8829,2.4101,4.6545,2.7913,2.8108,2.7575,1.9712,2.2275,1 
1.005,1.7942,2.8476,2.4598,1.1512,1.9071,0.7349,1.9168,2.4379,3.3532,1 
0.4907,-0.1651,3.2024,2.7929,2.4584,2.844,2.571,2.9692,2.0467,1.1054,1 
0.7145,1.5829,2.8593,1.9473,1.6927,-0.624,0.3736,3.4833,4.1941,2.2425,1 
-0.0042,0.6659,2.0091,2.7742,-0.537,2.3928,1.4916,3.2162,1.9241,3.8133,1 
1.0406,0.0578,2.7596,2.5945,2.894,3.6269,1.6457,1.3209,3.344,1.5525,1 
-0.7291,-0.0933,3.4866,2.9198,1.6131,2.9714,3.0717,4.1225,2.9549,1.0698,1 
0.5171,0.2723,3.9758,0.8588,0.7195,2.1337,0.9858,2.3252,1.7018,1.119,1 
-0.5871,-0.5105,0.7557,1.8593,0.1791,1.6536,0.9526,1.4565,1.4375,1.3848,1 
-0.8295,-0.6848,1.7989,1.0778,2.6167,1.9277,2.3699,2.2888,1.7393,3.0216,1 
1.0144,-0.1547,0.686,1.7567,1.8606,1.4814,3.2056,2.1093,4.4335,2.7782,1 
-0.0431,0.2748,2.1059,2.8467,2.7092,2.3115,1.5753,2.3525,1.4607,2.0289,1 
-0.4029,-0.1336,2.1379,2.7057,1.7853,2.1191,2.5838,2.8682,3.2764,0.0748,1 
-1.7957,-0.8134,2.2115,1.8571,-0.3349,1.866,2.4884,2.7756,2.4954,1.1743,1 
-0.9189,-0.213,2.4146,3.6012,-0.4851,1.5499,2.3165,0.0651,2.4816,1.8629,1 
1.98,0.5167,1.2636,1.3024,2.8922,2.1369,2.0065,2.852,2.7323,2.6693,1 
1.1601,-0.8061,0.9202,2.4694,0.3344,2.0457,2.7899,1.5525,0.981,1.5229,1 
-1.1881,0.3327,1.6982,2.8056,1.4634,1.5962,2.4161,1.5098,2.3831,2.1672,1 
0.5183,-0.1414,1.1732,0.3519,2.4212,2.0529,-1.006,2.0146,1.7102,2.4116,1 
1.4969,-1.4023,3.5092,1.7732,-0.1879,2.5314,2.8345,1.1843,1.4309,3.4693,1 
1.1718,-0.9777,1.594,3.7322,1.8964,0.4606,1.7723,1.9739,2.807,2.3295,1 
1.2308,-0.4753,2.4656,0.1885,1.6697,1.7884,0.8351,0.8337,0.6813,3.2553,1 
-1.7306,-0.5361,1.6409,0.6545,1.3851,3.3497,2.1914,2.0928,2.1636,0.7532,1 
0.6123,-0.1946,0.2469,0.6723,2.0871,2.2861,3.3946,1.3229,1.4296,3.4417,1 
1.8447,0.4695,1.2507,1.9751,2.1617,2.5122,2.8169,2.5572,1.6805,2.2399,1 
-0.4646,-0.2095,2.7556,2.6083,2.1292,2.307,0.7268,2.5671,2.0379,1.4095,1 
0.5684,-0.5268,2.0102,1.0107,2.0789,3.2215,1.3887,2.4464,1.3255,2.4097,1 
-2.2229,1.5085,2.5442,3.3979,2.0466,2.1785,3.0605,3.3125,1.4033,2.1016,1 
-0.1915,0.0031,1.4694,2.9414,1.4191,1.7937,3.1371,2.7217,1.7833,2.6903,1 
0.2364,0.5661,2.8421,1.5603,2.0367,1.5961,2.0943,2.2433,3.0359,4.2987,1 
-0.8778,0.0577,2.7252,0.8088,1.5756,2.3437,3.7082,0.9557,3.56,2.7811,1 
0.9793,-0.4279,2.2528,-0.1092,2.5428,1.5449,0.8581,0.3698,1.8934,4.062,1 
0.1648,2.0925,1.2282,0.691,2.6574,3.0449,2.0764,0.8529,3.6067,1.8221,1 
-0.3273,1.1801,-0.0884,1.6484,0.3508,3.2626,2.8129,1.0075,1.3398,0.7047,1 
0.8077,0.6616,3.7731,2.7328,2.8297,1.4817,1.2497,0.9985,1.7034,0.6233,1 
0.5581,-1.074,0.7649,1.6321,1.3618,3.445,2.0229,1.4119,3.5466,3.3121,1 
1.5656,-1.7809,2.3074,0.6251,0.9274,2.1201,0.8744,2.9552,2.9358,1.9478,1 
2.37,1.3111,4.1834,4.0477,2.3286,2.6535,2.4533,0.1485,2.5541,2.8336,1 
1.3404,1.2266,2.7128,2.1879,1.2973,2.3196,1.6389,1.3959,1.9396,2.523,1 
0.0851,2.4039,2.7432,1.7112,1.8311,3.0004,1.3485,1.6547,2.6172,2.1361,1 
-0.1522,-0.1214,2.0224,2.9898,1.8111,2.7306,1.5661,1.8196,1.6203,2.8913,1 
1.424,-1.119,1.6839,1.08,2.5918,1.1369,2.7333,0.6741,1.9343,1.903,1 
-1.006,0.9935,3.0334,2.0321,1.4737,2.6295,0.9498,1.9721,1.32,2.9166,1 
-0.5629,2.0917,2.5948,0.6051,2.7834,1.8371,2.0102,1.7816,1.1856,3.5589,1 
-0.6946,-0.0224,1.5325,1.6315,1.1284,2.749,2.0282,0.6721,0.7398,1.945,1 
1.2391,-0.6115,2.2239,0.105,1.8308,1.7797,1.2856,2.3388,3.5905,1.3682,1 
-0.465,-1.1799,2.6511,2.5856,1.979,1.9216,2.3921,1.3419,2.5754,1.2312,1 
