Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Feature8,Feature9,Class
-1.2506,1.253,2.2573,1.7342,2.0623,2.367,2.3144,3.1836,3.6664,1 
0.4415,-0.4659,-1.0653,1.3823,2.5973,2.8721,2.4106,2.3466,2.0054,1 
0.3012,-1.8655,1.9057,2.1454,2.963,1.8159,2.9984,3.0679,3.044,1 
1.7128,1.6251,1.364,2.196,2.274,2.2637,2.477,1.9378,2.3634,1 
-2.6531,-2.3435,3.0811,2.1585,0.4883,3.3483,1.3048,2.8599,2.4749,1 
0.0861,1.1756,3.0187,1.7044,3.3671,1.775,1.5034,5.4154,1.9907,1 
-2.3293,0.5852,2.4093,2.4654,2.315,3.9423,1.8458,2.3157,1.9154,1 
0.3153,-0.0357,3.2532,2.6092,2.5984,1.7956,2.3206,1.6994,0.4384,1 
-0.1784,-0.4244,1.5777,1.9417,2.7528,2.8983,2.7547,1.5204,2.2713,1 
-1.4213,0.3388,2.2515,1.2816,2.7168,3.2828,2.9408,2.804,2.6537,1 
-1.6612,-0.3457,-0.3749,3.038,1.4755,3.2919,1.3367,1.8226,2.962,1 
1.0088,1.1312,2.3742,2.268,2.1894,1.2704,0.4918,3.258,2.4925,1 
-1.2752,0.0899,2.4846,2.783,-0.1294,1.0741,1.0663,1.5484,1.942,1 
0.14,0.2635,1.0506,1.3345,0.9065,2.9197,1.6605,0.769,2.4694,1 
-0.7385,0.3773,0.4127,0.8524,2.2618,3.4486,2.5298,2.3143,1.821,1 
-0.0571,-0.8421,0.9274,2.4796,1.3955,1.6803,2.9375,1.3845,1.6001,1 
2.2997,0.3778,0.6763,2.6418,1.6668,0.8866,1.1175,1.5117,1.4384,1 
1.305,0.6893,2.397,1.6597,2.438,0.5011,3.2429,3.0847,0.7241,1 
0.4747,0.3817,2.2507,2.2738,2.46,3.0712,1.2629,3.4209,3.2115,1 
0.6533,-0.941,3.9398,3.0386,2.9088,0.4169,2.9514,1.7178,2.6524,1 
1.231,3.1809,1.7945,0.0627,2.4759,1.8628,2.3411,1.8928,2.81,1 
-3.0551,1.6712,3.0398,0.9704,1.9745,3.6573,1.7623,1.4631,-0.0426,1 
-1.5798,-0.8984,3.2032,2.8624,0.2385,2.523,2.0732,0.5991,3.637,1 
-0.0409,-0.0058,1.2505,1.2101,2.1511,2.0243,0.6392,2.3209,4.3717,1 
-0.8684,0.3269,1.9017,0.3699,2.5275,1.6042,1.4619,2.1634,3.5875,1 
0.0326,1.9555,1.7136,2.1156,1.2051,2.0498,1.9191,1.5322,1.9745,1 
0.8769,-0.1918,1.1762,0.2735,1.1821,2.2116,1.3358,1.6754,1.2054,1 
0.2846,0.5461,3.5838,1.485,2.5031,0.4301,2.0722,3.4108,3.6598,1 
0.4208,0.3216,2.5052,1.9654,2.8246,2.1209,2.982,1.1345,0.557,1 
-0.7802,0.0157,1.5533,1.3475,2.5813,3.6032,2.0169,1.3183,1.1836,1 
-0.6589,0.4599,2.6485,1.1216,1.5002,0.6402,3.1708,1.3528,1.3428,1 
-0.0837,1.7794,2.598,1.9736,2.6367,2.0375,1.4479,2.4733,3.7974,1 
-0.6122,-0.6082,1.3785,1.6668,1.1923,1.5188,0.71,1.3778,1.9809,1 
-0.3229,0.6716,1.5239,0.9904,1.4513,1.0573,2.4619,1.1215,0.2184,1 
-0.3599,0.5809,1.7918,2.3921,-0.4339,3.4638,2.7995,2.3936,2.8089,1 
0.8958,-0.3631,1.52,3.485,1.9319,2.0199,0.7923,1.4079,1.9239,1 
1.0891,0.0019,2.3109,2.0133,1.6308,1.7393,1.8678,2.4532,0.1043,1 
0.0096,-1.2783,1.7196,1.2307,0.548,2.6899,1.4848,2.2375,1.5648,1 
-0.3114,0.1473,1.9257,4.0591,1.5589,0.8516,3.4983,0.1972,1.6464,1 
-0.1679,0.3266,2.9442,2.6993,1.7106,2.4967,2.6867,0.6881,1.3911,1 
0.9105,-1.3383,1.8843,1.5035,2.4942,1.35,2.6941,1.7517,3.83,1 
-0.604,1.5831,2.1053,0.4059,3.2513,2.4228,2.4547,1.4102,2.3948,1 
0.6668,-0.447,-0.2299,3.2074,3.4588,2.4979,1.9857,1.4416,1.4136,1 
-0.6464,0.7368,1.7868,3.0631,2.5066,-0.9998,2.6892,2.712,2.4092,1 
0.3542,0.3854,2.8171,0.4331,3.1166,1.1209,2.4992,4.1136,2.2593,1 
-1.5242,0.5348,1.9851,2.2459,2.6703,1.0693,1.4283,1.9333,0.7142,1 
-0.7006,0.3994,2.2696,1.2048,1.9203,0.3019,2.7001,2.1844,0.3715,1 
0.9117,0.4876,2.5538,1.6802,2.2248,1.0295,1.4456,2.5048,1.9025,1 
1.1291,-0.986,2.9875,1.2808,1.3745,2.5862,1.9438,0.3412,1.6133,1 
-0.9159,-0.6128,1.0808,3.3096,2.0107,1.0857,1.3846,2.1792,0.5848,1 
2.0945,-0.631,0.5989,1.9447,1.6835,2.6248,1.3529,3.1035,2.5041,1 
1.4815,0.4074,0.2494,4.6489,1.5696,1.6368,2.6795,0.7923,1.0841,1 
-0.2414,1.3006,0.3314,2.4251,0.3903,1.0858,2.2202,3.5189,2.0219,1 
0.082,1.6049,1.7352,3.1258,1.6761,2.3305,3.3711,0.9877,0.9665,1 
0.0069,0.3258,1.5224,3.2874,2.6028,0.4536,2.4521,1.1551,2.8201,1 
0.0982,0.1236,3.3634,1.4098,1.9002,2.8314,3.004,2.6584,2.4169,1 
-0.2339,0.5776,2.3291,2.4391,2.2899,1.2278,3.9179,1.5681,1.5668,1 
-0.3287,-2.2013,1.6153,1.2688,2.0611,1.975,1.4922,2.07,1.1429,1 
-0.1503,-0.3787,0.3928,1.7585,3.0128,2.2517,3.0406,1.7489,2.8529,1 
-1.1446,0.789,0.5099,0.8628,0.5042,2.1646,0.6811,2.6977,3.3015,1 
1.0439,1.018,-0.0509,1.8126,2.8064,3.2534,2.7096,-0.0343,2.3299,1 
0.3502,-0.6051,3.0545,1.6139,2.1917,1.7341,1.5647,1.8005,0.3927,1 
0.2435,-0.1569,1.0829,1.8575,0.8484,2.5895,2.4417,1.5747,1.7876,1 
1.5352,0.252,0.4844,1.0764,1.8133,2.007,2.7769,1.9748,3.4174,1 
0.1559,1.6431,1.3713,2.4708,0.9985,2.5888,1.126,0.9886,2.1323,1 
0.5732,1.0739,1.8734,2.0752,2.6645,3.372,0.2249,2.4948,1.6319,1 
-0.1718,0.9884,1.7709,2.3834,2.2767,2.2836,-0.3531,1.8546,1.3511,1 
0.5889,-1.1631,2.604,2.7335,1.1406,2.7996,0.8098,2.9693,3.6338,1 
0.7432,1.3509,1.2126,1.1598,1.0647,1.0889,1.6026,2.1978,0.9456,1 
-0.2185,-0.3193,0.8938,1.6128,2.1564,2.5081,2.4388,2.6391,1.0466,1 
1.0545,-0.6295,2.5104,0.5617,1.9716,2.2557,3.398,1.2032,0.8281,1 
0.8559,1.2725,3.2704,0.4872,1.9465,1.4483,1.9547,3.8878,1.5904,1 
-0.4115,-0.0462,1.4288,1.9706,3.5014,3.2298,2.1463,3.5845,1.7918,1 
0.6712,-0.8986,2.6096,0.4845,1.3116,1.8795,1.7075,1.7716,1.4878,1 
0.8906,1.3022,3.1741,0.4554,1.0564,3.5872,1.1226,1.4574,1.3165,1 
-0.8466,-0.2134,2.2903,3.3926,2.7176,1.1668,2.1321,3.9803,2.5939,1 
-1.417,1.1051,2.354,0.4816,3.2071,-0.5325,3.7104,1.3867,2.258,1 
1.0546,-0.3834,2.1153,0.9155,0.4523,2.3398,0.7825,1.5,0.943,1 
0.9602,-1.7836,0.0928,1.5132,1.4428,1.4347,0.8164,1.5268,3.6542,1 
-1.308,-0.2978,0.436,1.9299,1.5673,2.0384,2.5305,1.3105,2.856,1 
1.4706,0.1333,3.4345,1.7234,0.2654,3.5042,1.9956,2.1981,3.4255,1 
0.7204,-0.7127,2.3922,2.19,2.583,2.8108,2.0663,2.2881,1.3778,1 
-0.5473,0.1794,2.4268,3.4703,1.3034,2.4717,2.19,3.452,2.4617,1 
-1.1793,-0.3136,1.0353,2.5629,1.4135,2.2188,1.8143,1.3383,4.3656,1 
-0.8897,1.9777,0.828,2.9309,2.6381,1.5547,3.7118,3.9852,2.4622,1 
-1.3349,-0.4566,2.3533,2.2526,3.428,3.052,2.2837,3.4802,1.9805,1 
-0.1938,0.1473,2.9293,1.3175,2.5878,3.9394,1.9393,2.9785,0.8843,1 
0.0197,1.6857,0.2202,2.1,2.8538,1.9126,3.3115,0.4196,1.0643,1 
0.0003,-0.3732,1.8309,3.0732,3.1939,0.443,2.6148,1.5666,1.6327,1 
0.0635,0.8302,2.061,0.8683,2.2163,2.404,1.1858,1.4044,2.4531,1 
1.2029,-1.6252,1.6705,2.6459,3.5644,2.791,2.9549,3.3779,1.4609,1 
1.0186,-0.176,2.6459,0.7859,1.2804,0.9363,1.7817,1.7307,2.0041,1 
0.4492,0.3241,1.4537,1.1888,2.3664,4.2491,1.4636,3.2561,3.0021,1 
1.0312,0.7982,2.6434,1.6653,1.2849,1.5315,3.1551,1.7714,3.2302,1 
0.5641,2.785,1.9085,2.5072,2.4965,1.8986,2.2212,1.4771,2.7112,1 
-0.5002,0.4402,1.9724,1.9374,1.4548,1.67,1.5907,4.5404,2.525,1 
-1.6445,0.3144,2.8988,1.3506,1.1611,3.0379,1.367,2.6139,2.5137,1 
-1.8587,0.1062,1.6026,1.1304,0.4744,2.2089,1.4535,1.6244,2.0557,1 
0.2969,-0.0169,1.245,2.06,4.5523,2.3211,3.1445,2.8204,1.4322,1 
0.989,0.2348,2.976,1.2895,0.9729,2.4194,2.9901,0.1947,2.8411,1 
0.7137,-0.9711,1.9082,1.8907,0.6088,3.0609,1.9926,1.1027,2.7388,1 
-0.0527,0.0154,2.8459,2.7752,2.1898,1.1686,2.2509,-0.4546,1.5412,1 
0.5581,-2.6614,2.8696,2.4488,1.2429,1.405,2.5862,2.7662,3.6931,1 
-0.5216,0.7009,2.2411,1.2836,1.6406,1.7527,2.4061,1.1626,2.1672,1 
-0.9878,-0.8473,3.2987,1.6241,1.5987,2.6482,2.8396,1.1169,3.3561,1 
0.1717,-0.4564,0.1274,1.7992,2.6877,0.495,2.269,2.8348,0.7146,1 
-0.6229,-0.5855,1.2039,2.6478,1.0147,2.8783,1.0945,2.68,1.829,1 
-0.188,-0.5008,0.9069,2.6219,1.543,2.956,2.9393,1.7958,2.435,1 
-0.091,0.2517,0.7576,1.4603,4.2171,3.2329,2.8396,1.9006,2.8396,1 
0.5153,1.4888,2.256,1.3553,2.6152,2.5756,0.419,3.1559,1.1929,1 
-0.7044,-0.0005,3.2124,1.3332,1.5661,1.3581,1.9076,3.0398,2.9959,1 
-0.6654,-0.8998,2.0242,2.1163,2.4371,2.7845,-0.387,1.0604,2.2089,1 
-0.9918,-1.3014,3.5741,1.0458,2.3288,2.2646,2.718,1.2815,1.736,1 
-0.794,-1.6661,2.0674,2.7814,3.3045,3.8883,2.0359,2.0768,1.477,1 
-0.9695,0.2396,2.4945,-0.8139,1.0333,-0.4039,2.3149,3.1341,1.4974,1 
1.2114,0.0691,1.7902,0.0482,2.4239,3.5803,1.7579,2.0886,4.4527,1 
-0.6041,0.4147,1.4641,3.4797,2.0067,0.971,1.199,1.9288,3.668,1 
0.5788,-0.9491,2.6802,1.6868,2.3711,2.1926,0.5832,2.4838,1.5738,1 
-0.3111,-2.0149,2.6283,2.0047,0.3764,1.8324,3.0637,2.9116,0.4415,1 
0.316,0.7749,3.5795,2.3299,1.2964,1.8109,2.9025,0.718,1.4967,1 
-0.2715,0.2403,1.9844,2.06,1.7441,2.4032,1.8293,1.2095,1.4583,1 
-0.3928,-0.8642,1.748,1.9337,1.8887,2.4704,1.6035,1.6117,3.0109,1 
0.5281,-0.4757,0.0012,3.4274,4.1678,2.0685,2.0406,2.8805,0.4772,1 
-0.3843,-0.5865,2.5449,-0.0235,0.7564,1.7941,2.9322,-0.3493,2.7777,1 
0.6303,-0.3545,1.0821,1.7701,1.377,3.4582,4.2303,2.5875,1.5931,1 
-0.4553,1.174,1.1552,2.881,1.7741,2.2452,3.4479,3.9521,2.9707,1 
-0.8834,0.9362,3.3836,2.1545,3.201,1.2444,1.5412,1.7784,1.5751,1 
1.2899,-0.5184,2.2454,2.1321,2.6888,1.7217,1.3489,1.8645,0.5581,1 
2.2346,-0.7433,2.7026,1.7898,2.646,3.2353,1.2301,0.3872,2.6166,1 
-1.6445,0.3317,1.4302,2.1781,2.7262,3.0555,0.7275,1.763,2.261,1 
-1.4485,-1.036,1.8085,3.2061,2.0656,2.605,0.1105,1.6418,3.4729,1 
0.3375,0.8007,0.7938,0.1307,3.6626,4.2148,0.6106,2.9632,2.3236,1 
-0.6033,0.3808,-0.9328,1.3297,2.3344,2.0565,1.7386,0.7151,3.4382,1 
0.2329,-1.2865,2.5658,1.4377,2.51,2.3223,2.3138,4.6077,3.647,1 
-0.8977,0.0485,0.8971,2.3327,0.958,2.9434,2.7624,1.9753,1.1836,1 
0.3428,0.0887,3.1286,1.0871,1.756,1.9459,2.3312,-0.1165,0.0571,1 
0.17,1.0686,0.2801,1.2798,1.2699,1.3438,3.8001,1.2344,2.3375,1 
-1.0479,1.1695,1.3902,1.1178,2.366,1.2047,0.6323,1.871,0.2868,1 
0.9209,1.4273,1.4847,0.9756,0.7244,2.3278,1.5055,2.8177,1.8505,1 
-2.4447,0.5979,1.2241,0.523,2.0006,1.6792,3.2224,2.6955,3.0789,1 
-0.6835,-0.2126,2.4038,2.5592,1.6378,1.4419,1.5496,1.7752,2.8042,1 
0.0732,-0.8401,2.3354,2.5992,1.7869,1.0973,1.3348,4.5827,2.2639,1 
-0.5241,-0.5387,1.5677,1.0442,2.8746,1.5056,1.7679,0.5031,2.5571,1 
-1.33,0.2301,0.7617,1.7773,3.0525,3.3608,2.9093,2.5222,0.9807,1 
-0.8826,-0.8529,3.359,2.8552,3.3564,2.1213,2.3084,1.4274,2.8815,1 
0.4298,-1.2064,3.0815,3.2274,1.8611,1.5724,1.8545,2.3528,0.4794,1 
-0.7304,0.4326,1.6984,2.578,3.3584,1.9272,1.8075,3.8972,2.1974,1 
-1.042,0.2436,1.5457,0.9272,3.4595,1.7613,2.0092,1.895,2.3785,1 
0.4874,-0.758,1.6421,2.2559,1.9752,1.5272,1.7399,1.5016,2.2345,1 
0.0775,-0.1642,2.2116,1.0005,0.6251,2.5756,2.1034,1.8303,2.716,1 
0.2241,1.3294,1.8817,1.8206,0.7899,0.7632,1.6553,1.3626,1.8425,1 
0.4406,-1.169,3.2125,3.059,2.6178,1.8799,3.6942,2.5858,3.0927,1 
-0.1144,0.7084,2.4133,2.0276,2.117,2.3318,2.5892,2.2724,2.9309,1 
0.1194,2.4811,1.7326,1.986,0.4114,2.3657,2.38,2.3433,2.605,1 
0.644,-0.698,0.6956,2.9716,1.2796,1.5338,2.2566,1.0502,0.9877,1 
-0.6272,-0.3006,1.7015,2.6083,3.3245,2.989,2.8065,2.3511,3.1664,1 
0.1771,2.1188,1.9995,4.3467,1.7057,2.5146,2.5713,2.7454,1.5241,1 
0.3915,0.7345,1.018,0.9643,0.6483,1.5009,2.4381,1.3447,0.2707,1 
-0.9891,1.5911,1.8713,3.4031,3.947,3.3358,1.6679,1.6201,2.222,1 
1.0619,0.009,2.7401,2.3437,1.315,1.8893,0.8496,0.9038,0.6904,1 
-0.1624,1.0831,3.4588,1.2109,1.9684,4.9003,0.9169,2.6885,2.9192,1 
-0.4972,0.9647,2.7706,2.5686,3.3882,2.5721,2.8827,2.0356,3.6459,1 
-0.8355,-0.4191,-0.1881,2.5054,2.9548,2.274,0.299,1.9708,1.0857,1 
0.6001,0.4121,3.3828,1.2275,2.6079,2.3035,2.1587,1.5708,1.1819,1 
0.5435,0.8353,2.6108,3.0233,1.4984,1.1457,2.0534,0.5421,1.952,1 
-0.2071,1.6489,1.6701,1.9232,1.276,4.3558,2.3506,2.9915,2.3676,1 
-0.1069,1.0152,2.7828,0.5807,3.0826,2.4494,0.9743,2.4248,2.6984,1 
-0.7076,0.0117,0.7948,2.5395,2.1472,2.3024,1.8745,0.928,2.0412,1 
0.384,-0.5126,1.0738,1.9061,0.9742,3.4566,3.2203,3.6195,1.9765,1 
-1.0703,-0.1093,2.141,0.0663,0.6035,1.8424,1.7252,3.0861,-0.0601,1 
-0.5803,-0.7317,2.5618,0.6128,0.1017,0.9079,-0.3826,2.3231,1.3761,1 
-0.0498,-1.0851,2.6502,2.0995,1.9495,3.5515,2.643,2.3104,2.9447,1 
-1.1087,-0.1475,2.0174,2.6359,2.2059,1.1599,3.0328,3.0356,2.7149,1 
-0.6426,0.7528,2.6824,3.52,1.9784,2.7743,2.2823,2.142,-0.0252,1 
-0.8774,-0.3089,2.2282,2.9428,1.189,2.5994,2.3885,2.4017,1.5817,1 
0.5141,-0.6495,1.2271,2.7499,3.283,0.4427,1.5469,1.065,2.2164,1 
-1.6219,-0.8112,1.38,1.7204,2.7232,1.2991,2.209,2.0195,2.7479,1 
-0.4323,-2.2616,3.711,0.2538,2.3071,2.6128,1.2105,0.3858,2.7094,1 
-0.7279,0.1342,1.0811,0.7679,3.4509,0.0207,1.9449,2.6637,2.8196,1 
-0.3658,1.3328,0.978,4.1119,0.8539,1.4213,1.8835,3.0113,1.1303,1 
1.0948,0.5181,1.1246,-0.1677,2.1665,1.0618,0.6639,0.8646,2.6473,1 
0.5497,-1.5936,1.1573,2.2949,1.5456,3.6732,4.2904,1.9388,1.4412,1 
-0.8778,1.7387,-1.2081,1.4729,3.4308,2.7059,0.8646,1.683,1.69,1 
0.4178,-0.3177,2.7149,0.7135,1.2735,1.5376,3.7082,2.4522,2.7441,1 
0.1234,0.6173,2.7358,1.1777,2.8446,2.0054,3.5946,1.4468,1.97,1 
-0.6981,-0.0735,2.2094,0.0967,1.2156,2.6571,2.9672,0.8359,0.6804,1 
1.4124,-2.1366,3.0593,2.0197,3.0012,1.0478,3.5146,1.4203,2.7802,1 
-2.2407,1.7836,2.2016,2.1393,0.1757,0.1786,1.8139,1.3655,3.629,1 
0.8588,-0.7092,2.824,0.4106,1.5214,1.2613,3.3961,0.5029,1.787,1 
-0.0869,0.0915,-0.0809,2.43,3.5372,2.1571,2.9031,1.4332,3.2609,1 
1.21,-1.2255,0.7828,0.5603,1.8986,1.1039,2.7361,2.945,1.6091,1 
-2.1063,1.6588,2.3127,2.6831,1.4229,1.4723,1.9055,1.2405,2.7514,1 
-0.2324,0.2043,1.4926,1.9137,0.3858,1.2915,1.7605,2.5733,1.6399,1 
1.2189,-0.188,3.3061,2.0696,1.041,3.0219,1.2253,1.5501,2.2012,1 
-0.0929,0.0376,0.8896,1.9928,1.6761,1.4839,2.5006,1.3352,4.3253,1 
2.5308,-1.0516,2.2922,1.3404,2.591,2.2789,2.6017,1.756,1.1454,1 
0.674,-0.173,2.2409,2.9322,3.5338,0.4996,2.0221,3.125,1.4922,1 
0.0983,1.7093,1.6092,1.2121,1.7815,2.7662,3.893,3.077,1.6525,1 
-0.2269,-1.8924,1.7039,2.7371,1.3025,2.5292,2.4718,1.7022,0.7867,1 
0.1976,-0.8248,3.0101,2.7386,1.8718,1.7567,2.2888,1.7354,0.3997,1 
1.5135,2.7395,2.3057,2.1266,2.8797,2.5778,1.2653,0.8976,1.0319,1 
-0.2341,-0.0889,2.5324,3.3525,2.5014,2.4067,2.0901,1.6683,1.6793,1 
1.086,2.0706,2.6563,2.7001,2.9943,1.1344,1.7503,0.3752,0.9852,1 
0.5669,0.313,1.4269,2.3376,0.9311,1.2086,1.274,2.741,1.2188,1 
0.1382,-0.8221,1.5569,0.5585,3.0814,2.175,0.8119,1.2713,0.8721,1 
-0.3244,0.94,2.8496,1.2665,2.414,3.1947,0.8415,2.5193,1.9558,1 
1.1364,0.4654,3.0413,1.3903,1.5048,2.8259,1.8962,2.1303,2.9343,1 
0.6066,-1.3809,3.0655,-0.5299,1.713,2.5486,1.0902,2.4262,1.8058,1 
0.4375,1.0589,1.7136,1.602,2.6531,3.1285,3.0167,3.2484,3.0491,1 
0.6076,1.6903,1.5524,1.5881,2.6178,0.7869,3.5198,2.4769,2.797,1 
-0.6112,1.2989,2.02,2.2054,2.7164,1.4641,2.4187,3.2676,2.1089,1 
-0.0896,0.518,2.3747,1.3319,1.2573,2.3947,1.5926,1.6406,1.4109,1 
0.6639,-0.5311,2.6883,0.9345,2.9349,1.1347,0.2471,1.5026,1.2793,1 
2.0814,-1.9089,1.8135,2.679,-0.4022,2.4992,1.8649,2.2009,2.6569,1 
0.722,1.208,0.3173,2.1052,3.2586,2.0221,0.8466,2.4972,3.3311,1 
0.4359,-0.1186,2.6971,2.3699,1.4793,1.5135,1.5043,2.3929,1.8826,1 
-0.0609,-0.4357,1.9262,0.8109,1.2645,1.3876,3.0651,1.414,2.3172,1 
-0.2011,-0.8522,3.7525,1.9745,4.514,3.4038,0.1962,2.6785,2.4437,1 
0.1649,-0.8234,3.5292,3.5525,2.837,2.8798,3.1538,1.7536,1.1767,1 
0.2369,-0.0973,2.8287,2.3849,2.157,1.1368,-1.0289,2.4586,3.353,1 
-0.5322,1.313,1.8533,3.1676,1.8659,3.2155,2.4042,1.7659,1.3812,1 
0.8376,1.3185,2.7544,1.2485,2.3319,1.5957,3.453,1.7369,2.6634,1 
0.8245,-1.4421,1.6696,1.954,2.6976,1.1352,0.9185,1.1626,1.8368,1 
0.2078,-0.1544,2.1151,1.9309,2.5119,3.3315,2.3778,2.5439,1.8073,1 
-3.1316,0.8452,1.9108,1.9454,3.6197,3.24,2.6694,2.5558,1.6564,1 
-0.2072,-0.223,1.6116,2.0285,4.0645,1.7706,1.5122,3.1606,1.9804,1 
-0.0233,-0.7543,4.672,2.6087,0.6548,3.1823,3.681,1.3216,0.8077,1 
0.1527,-0.3876,1.5758,1.5477,4.0814,1.6828,1.8884,1.3947,1.7206,1 
-1.4391,-1.6682,1.7897,3.011,2.7243,1.911,2.2788,1.6634,2.6648,1 
-1.8637,-1.0865,2.152,3.7563,1.0113,2.7082,1.9495,2.1487,1.2452,1 
0.381,0.7782,1.914,2.6226,3.0961,2.2744,2.3257,1.4629,2.2031,1 
0.6743,-1.5977,2.4614,1.4088,1.3695,4.7007,1.7971,1.1627,1.4595,1 
-0.7716,1.8996,0.9974,1.5077,4.3756,3.1334,1.3771,1.8085,3.417,1 
-0.356,0.8866,1.6644,1.1316,1.4626,0.6026,3.6848,4.018,2.7248,1 
-0.7475,1.508,0.8197,3.3263,2.2667,0.8038,0.8103,2.2598,3.1453,1 
-0.7156,-0.0486,-0.0131,0.9308,0.6693,1.9326,1.4049,3.3287,3.002,1 
-1.4997,-1.6315,2.0722,4.1671,2.3277,4.4297,1.938,1.2301,1.679,1 
-0.6661,-0.7087,3.3842,3.9634,2.945,4.1325,1.9953,3.138,2.0083,1 
-0.8409,1.0698,3.177,2.0932,2.927,0.7974,3.8218,1.1312,1.8884,1 
-0.1927,-0.3228,2.6031,2.2168,2.0182,1.8005,1.4902,0.6958,2.8234,1 
0.9324,0.0948,3.2623,1.6536,1.5568,0.9013,1.6091,1.3999,3.9654,1 
0.6519,-0.2514,5.2015,3.0305,2.4745,1.6827,1.8237,1.7692,3.3017,1 
0.048,-0.9967,2.7019,1.4846,1.6583,1.222,1.1116,2.7276,1.3894,1 
0.9809,0.5948,1.4939,3.2261,0.7691,1.915,3.6926,2.8779,1.825,1 
1.8583,1.4077,1.83,0.4036,1.2648,0.622,2.2683,2.8797,0.1292,1 
-1.7707,2.1916,1.4879,1.5895,2.2864,2.5132,1.0079,3.1862,3.6151,1 
2.3299,-1.0113,1.4194,1.7849,2.8125,0.8276,1.3375,1.1028,2.708,1 
-0.3347,1.0037,0.9176,1.9649,0.7798,3.0619,1.5188,2.8482,1.3315,1 
0.089,0.4869,0.3742,3.0801,2.6136,1.9375,2.8439,3.4535,2.451,1 
-1.3238,0.8242,3.3074,1.8063,1.5093,1.9794,2.6189,3.2252,1.2784,1 
-0.9031,-0.2481,0.7757,4.7671,1.9622,0.0838,2.6783,1.9199,0.2998,1 
0.8378,-1.4701,2.164,1.604,2.8012,0.7089,3.4565,1.2862,0.7828,1 
-0.5481,-0.1567,1.622,1.7723,4.0085,2.3947,0.608,2.9106,2.3924,1 
-0.2385,-1.2476,3.6018,4.1832,1.9171,1.7121,1.3337,1.1145,2.5772,1 
-0.4363,0.2231,2.4316,2.6056,1.0089,1.7268,0.9566,4.0706,0.9397,1 
1.1893,0.5258,2.2342,3.3873,2.1238,0.9738,2.307,1.805,2.9319,1 
-1.7656,-0.9902,2.9594,1.9139,1.9471,1.8041,2.3311,3.7051,1.9527,1 
-0.2017,-0.6995,4.5969,2.2994,2.701,1.0332,2.0985,3.4649,2.1646,1 
0.0538,-0.696,2.1314,0.7187,2.0916,1.0173,1.7644,2.4023,2.6454,1 
-0.4653,0.7572,2.4447,2.9579,2.1491,0.5717,1.3915,1.4664,1.7134,1 
0.7907,-1.8861,0.5949,1.8479,0.7972,2.9824,2.1732,2.7618,2.4476,1 
1.0727,-0.1544,2.1357,2.2032,1.6308,2.0059,2.4913,1.7927,1.4876,1 
1.6213,0.8042,1.1956,3.0631,1.1439,1.8291,0.7444,0.9377,1.5012,1 
-0.3014,0.6296,2.7966,2.3681,0.9451,0.5417,1.6909,0.4213,2.5883,1 
