Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Class
5.528,-0.112,1.58,3.406,1.9871,0.9686,0.354,1 
4.7959,0.7959,2.4987,1.7688,2.1456,2.4799,2.4116,1 
5.0137,-0.0623,2.8222,2.0868,2.9718,3.2056,2.8432,1 
5.1204,1.7762,-0.0978,1.7675,1.0598,1.7484,3.4134,1 
4.867,0.3359,0.9524,2.2993,2.6144,0.872,1.4676,1 
4.3922,0.0717,4.134,2.1451,2.2241,2.0644,2.0428,1 
4.1416,2.5657,2.5714,2.5251,1.9905,2.7068,2.206,1 
5.5988,-1.6639,0.6566,3.4045,3.0196,1.0301,1.385,1 
4.9147,2.0692,0.6781,1.215,3.6248,4.5141,3.1891,1 
4.1703,2.1533,2.5888,3.0745,3.998,2.9573,1.454,1 
5.1322,0.6199,1.5518,1.3689,1.1374,0.9051,2.9661,1 
3.4677,-0.4617,2.2177,0.3497,1.0059,2.7007,1.4881,1 
4.7538,-1.1467,2.1944,1.6748,1.2984,1.3843,2.8879,1 
5.5559,-0.7513,0.3782,0.9258,3.3316,3.5746,1.3184,1 
6.3492,0.9314,1.5292,3.2007,1.7471,0.5668,1.0802,1 
2.9812,-1.0798,2.2441,1.487,1.3002,3.1868,-1.2776,1 
3.6873,0.9647,2.3279,1.6827,1.9349,0.6446,1.5965,1 
5.0963,2.0204,1.6392,2.2141,1.0341,2.6548,2.0715,1 
3.8804,-0.9404,1.4741,2.0849,1.4885,2.4329,-0.0291,1 
4.2882,0.9053,2.5042,2.0379,1.3449,3.358,3.7617,1 
4.1254,1.1243,2.9731,0.7091,3.0982,1.803,2.7179,1 
3.7541,0.4441,3.0378,1.664,2.1162,1.8668,1.5711,1 
4.6366,0.68,2.3814,0.7345,3.0496,2.055,1.9394,1 
5.0655,-1.396,2.554,2.5692,2.2693,0.5483,0.3893,1 
6.6285,1.5882,2.4807,3.2212,1.5103,3.0785,2.9983,1 
5.0286,-0.0242,-0.3625,1.649,1.5317,2.4193,2.1105,1 
4.0242,-0.8072,1.8948,2.2935,-0.4946,0.8883,1.6357,1 
4.2763,-1.5563,3.2693,2.525,1.9151,2.4797,2.8051,1 
3.8195,-0.4881,2.9636,1.211,3.1423,3.0085,3.4349,1 
5.2016,-1.4493,2.491,3.3393,0.987,2.1803,2.5135,1 
4.296,-1.1504,1.9652,2.5823,0.5011,2.8416,1.2496,1 
6.217,0.812,2.9696,1.1895,1.4821,2.4275,1.4367,1 
4.1401,0.5456,0.277,1.5491,2.6188,1.7748,2.9946,1 
4.3552,-0.2332,1.1576,0.7348,2.9756,3.6284,4.3854,1 
4.4787,0.5883,3.8124,2.071,2.1609,0.09,1.2326,1 
3.3441,-0.1795,1.7372,0.2094,1.9807,2.367,2.1394,1 
4.7949,-0.6848,2.5435,0.2245,2.8597,2.8528,2.1091,1 
* 
0.4581,2.3094,2.5593,1.1168,3.4712,2.0731,2.4881,1 
3.6521,0.6292,0.6667,1.0939,1.5027,2.6899,0.9985,1 
-0.7281,1.6602,2.1516,2.1602,1.7642,2.0525,1.8982,1 
1.3383,0.0105,1.4242,2.7398,0.581,2.0083,1.5893,1 
2.507,0.5063,2.5106,2.1272,3.3642,1.4741,1.5878,1 
3.1972,1.4795,0.6869,3.8127,2.9688,-0.3587,1.1091,1 
2.5267,2.5521,1.9597,4.0868,2.6172,1.94,2.2333,1 
0.9553,2.1895,1.8092,2.0834,2.9025,0.8207,2.5066,1 
2.0603,1.7055,2.5681,3.2582,1.7689,2.7895,3.3514,1 
0.6562,0.4812,1.0376,0.3572,0.2182,1.776,1.8645,1 
2.7406,1.9723,3.3828,0.9612,3.0963,2.6586,3.5789,1 
2.0919,0.7591,1.5382,1.8402,-0.4084,0.8577,1.949,1 
1.4842,2.1305,2.5197,2.8656,3.8922,0.9499,1.7085,1 
1.1421,1.3886,1.6252,1.7992,1.3402,2.8774,0.7126,1 
2.1699,5.067,2.0126,2.6079,0.9824,1.8483,1.4845,1 
2.1555,0.89,1.5728,1.9953,3.0457,1.5292,3.0929,1 
3.015,2.081,4.2219,0.9693,3.3278,0.1259,1.9667,1 
0.8939,2.4011,1.8709,-0.2009,2.4113,1.3151,1.8946,1 
3.036,0.8944,1.4865,2.1118,3.7395,2.7126,1.1099,1 
2.1557,0.4087,1.6685,2.7672,1.2546,3.4501,3.017,1 
2.9406,3.1972,2.094,1.8249,1.9823,2.6845,2.656,1 
2.2545,2.5475,2.9291,1.562,4.0915,1.4198,1.1668,1 
0.4177,2.9398,1.1514,2.8678,1.2495,4.155,3.2522,1 
2.0812,1.6539,1.6896,1.569,2.2621,2.0077,1.8988,1 
1.7307,3.3857,0.4581,1.5799,2.824,0.8877,1.4734,1 
1.3655,3.1472,2.1953,1.1034,3.3764,0.875,1.6312,1 
2.4341,1.8279,1.9603,1.6163,1.4654,2.2947,3.2639,1 
2.0088,2.6198,2.2945,1.6931,2.075,0.0335,0.3806,1 
2.761,1.9907,1.8726,1.2524,2.1583,1.7404,0.5569,1 
0.5321,0.4743,3.7486,2.2565,3.6474,3.126,2.4462,1 
2.2366,1.1786,1.7789,2.0395,3.1719,1.3277,1.9302,1 
1.8005,3.3403,1.4926,0.9998,0.3998,2.0606,0.2971,1 
4.357,2.9001,0.9466,3.6815,0.877,2.9687,1.8517,1 
2.4258,2.7719,0.241,0.9471,3.4717,2.4094,1.6166,1 
1.6732,2.3796,2.8975,-0.7357,2.0372,2.8263,1.7476,1 
2.0371,2.2655,1.0303,4.2043,0.8625,4.2758,2.5551,1 
2.1846,0.3545,2.0618,2.9991,-0.4496,3.2247,0.2954,1 
2.4896,1.0962,1.6882,1.1541,2.447,2.7744,3.3541,1 
1.2965,0.2805,2.2729,1.8566,0.5245,2.3909,0.5297,1 
3.1015,2.9233,3.4201,2.9967,1.4997,2.004,1.3264,1 
3.6804,2.0053,2.7865,3.7884,1.1464,3.6935,3.3241,1 
1.7412,2.0441,2.4443,2.1351,3.4401,1.7632,3.5568,1 
1.7503,1.4274,1.4389,2.4745,4.3015,1.2078,1.7086,1 
1.9385,0.8166,1.2709,1.9954,3.7407,3.2197,3.6058,1 
1.7654,1.5234,3.4051,2.1799,2.7475,3.464,3.313,1 
1.403,3.0945,2.3049,3.4517,0.7653,1.4216,1.5591,1 
3.3164,2.4018,0.5731,2.4396,1.9718,1.5049,2.9336,1 
1.2792,3.0056,0.4914,2.2139,2.1012,3.2046,0.2621,1 
3.4335,1.9924,0.9028,1.4185,1.0124,1.3363,3.4431,1 
4.2821,0.7931,1.2109,3.5975,1.5549,1.0645,1.2457,1 
2.2841,1.859,2.5377,0.4023,3.1571,1.8587,1.9592,1 
2.3651,2.4886,2.4688,1.129,1.9701,1.7145,2.2621,1 
2.0492,4.0878,1.749,2.766,0.8949,1.7858,2.9053,1 
2.9241,1.7642,0.5474,3.4307,1.5644,1.6337,4.1848,1 
2.6214,2.797,1.8696,1.6835,2.5064,0.1172,2.6174,1 
2.7365,0.9768,4.8574,3.1266,2.8399,2.5757,0.5717,1 
1.4725,1.8038,-0.0596,0.9305,1.9435,3.495,0.7611,1 
1.3143,3.4819,2.2204,0.0721,1.3771,1.3767,3.6231,1 
4.0406,1.446,0.0069,2.3779,1.1411,2.7813,1.9248,1 
3.3573,2.784,0.8833,2.4895,3.0656,2.1372,0.8607,1 
4.4193,1.2424,3.4344,2.206,2.8239,1.5619,3.0107,1 
0.8162,3.7708,2.5633,1.7426,3.2269,1.6103,1.7254,1 
2.3441,2.3793,2.5376,1.5599,1.3486,1.2717,1.2942,1 
2.2531,1.8797,2.2309,1.7719,1.1742,1.825,0.5486,1 
3.5042,1.6188,2.4164,1.7771,1.0413,1.9181,2.406,1 
2.6609,0.5716,0.2116,1.5053,0.6938,2.6088,1.6361,1 
0.8861,2.9145,1.4137,2.2152,2.2172,1.3665,3.6315,1 
1.093,1.3415,2.4358,0.4441,0.8162,0.0688,2.6831,1 
1.6809,3.0684,2.2133,3.3337,3.8317,0.8339,3.23,1 
3.2502,1.2057,1.4654,2.1613,2.9182,2.7481,1.783,1 
3.224,0.8347,2.8703,2.604,1.8506,0.7944,2.6809,1 
2.2389,1.3096,2.2963,2.3787,2.5298,1.3888,1.4279,1 
1.7444,1.1553,2.9,1.8155,2.533,2.479,1.5653,1 
2.978,2.0715,2.3141,2.7304,1.481,2.02,2.1038,1 
3.074,2.2715,2.3978,0.7369,1.5707,2.6719,3.0565,1 
1.3557,1.1413,2.3428,2.7765,0.9942,2.5126,0.6082,1 
4.5845,1.5991,4.1334,1.6742,1.7992,3.0864,4.5553,1 
2.4574,1.9119,2.3271,0.4839,3.6646,1.0596,3.7786,1 
2.4695,1.318,3.9802,2.2105,0.8989,0.7503,0.3366,1 
2.7645,1.1728,3.7475,0.8294,1.4254,2.4259,2.705,1 
1.8884,2.2428,1.2171,1.447,0.6153,1.7757,1.5451,1 
1.2061,2.1493,1.9694,1.7275,3.8065,2.1747,1.0271,1 
1.3283,3.5835,1.927,3.389,2.6568,2.8525,4.0067,1 
1.5307,2.1188,2.635,2.2562,1.2087,2.1349,2.7876,1 
2.6608,2.9007,2.8353,1.5308,1.4799,2.2788,1.325,1 
1.5666,1.7337,1.7804,3.2809,1.6306,0.9139,0.0974,1 
1.6067,1.3084,3.141,1.3449,3.1495,0.766,2.128,1 
3.5968,3.6488,0.906,2.7114,0.9522,2.5628,2.14,1 
2.5126,1.9733,0.9112,1.5243,4.3691,1.8528,2.6607,1 
2.4847,1.7471,2.2777,-0.8896,0.036,1.8698,0.0453,1 
2.1832,1.9786,1.8688,2.3129,1.2814,1.5514,2.2431,1 
1.4392,-0.63,2.2362,2.358,2.3183,2.5406,1.3271,1 
2.6882,3.3592,2.2014,0.7793,0.8116,0.5456,0.956,1 
2.1008,2.0647,1.7066,2.3667,3.3254,-0.0053,1.2467,1 
2.1842,1.2506,1.0047,3.0388,2.5971,3.2365,4.6024,1 
0.739,1.2505,3.3798,1.3179,2.3526,3.8301,1.0751,1 
2.7241,3.2572,1.7709,2.0072,3.5354,2.1515,3.1965,1 
0.9523,1.2909,2.3716,1.6476,1.46,2.7109,3.0064,1 
1.011,0.5743,2.4593,2.2473,0.2942,2.8655,2.0987,1 
3.5919,1.6553,2.6763,3.053,2.2567,2.182,3.0381,1 
* 
7.8941,2.9877,2.3074,0.9059,2.6968,0.8853,2.7547,1 
7.2225,1.9285,1.1975,0.7845,1.2452,1.9054,2.3724,1 
8.7889,1.6531,2.142,3.0335,-0.1391,3.4566,1.1589,1 
8.9894,0.9797,0.8981,1.5481,0.5463,3.7465,2.1491,1 
8.8511,2.1301,2.3238,2.7103,2.7705,3.6943,2.4175,1 
7.8977,1.7837,1.4951,2.4065,1.971,2.6511,2.1261,1 
6.8836,1.637,3.173,3.0942,0.7998,2.8721,1.8107,1 
7.5456,2.4529,1.1161,2.0939,3.3096,2.0962,3.6489,1 
9.1918,3.064,1.4689,2.6397,1.3744,3.2177,0.3296,1 
8.5667,2.4327,1.582,1.9637,1.9039,1.5183,3.271,1 
7.4832,2.011,2.9428,3.7813,1.8149,2.0136,3.0777,1 
7.9188,1.4366,0.7978,3.6692,2.3515,2.0487,2.1036,1 
7.7683,2.7037,1.745,1.8453,3.0766,1.3292,1.2785,1 
8.982,3.1095,1.3479,1.3188,0.8166,1.3942,1.6185,1 
10.2109,0.3418,1.2493,3.7471,0.9705,1.9144,0.4909,1 
8.2036,0.2454,3.1375,4.3844,1.7949,1.4124,3.3643,1 
7.5493,3.3951,1.044,2.1947,0.9644,1.6287,3.4191,1 
8.6582,0.7237,2.1748,0.9985,2.1137,0.7236,2.2428,1 
7.4764,0.6748,2.9549,1.8439,1.5979,1.6174,2.6479,1 
6.3171,2.3364,1.4459,1.4471,0.5781,4.5866,2.2086,1 
8.1813,2.9778,0.5172,3.534,0.4471,2.2147,2.6473,1 
7.8739,2.0264,2.6567,2.9324,0.7096,0.3244,3.3036,1 
10.0363,1.7687,2.4365,1.7128,2.1901,1.5105,2.2311,1 
6.9961,0.6323,1.3675,1.6681,2.2755,0.4704,2.4593,1 
6.0767,1.5953,0.6784,1.402,0.9644,1.7906,0.6479,1 
7.0245,2.9164,2.399,2.7817,2.075,2.9767,2.3583,1 
7.9287,0.2913,1.7305,0.1977,2.1327,2.8907,0.3438,1 
8.1113,2.6498,1.3188,3.3748,0.7466,3.0633,2.4397,1 
8.5822,2.2484,1.9397,2.6657,0.7318,1.5047,3.1782,1 
9.3311,-0.2716,1.9178,1.7239,1.8324,3.0144,1.562,1 
8.3166,2.4924,2.7387,3.1888,1.9989,1.9403,1.5595,1 
8.5374,1.7477,1.1362,2.5679,2.5752,2.1426,1.4385,1 
7.8548,2.4356,1.9674,2.4884,2.8292,1.5271,2.3346,1 
9.8328,2.6358,-0.1905,2.5178,3.0027,0.3647,3.2323,1 
7.2882,2.2421,3.3032,2.7196,3.6173,1.598,0.4766,1 
8.0092,1.2427,2.5108,3.6017,1.512,2.1904,3.6544,1 
6.513,1.9391,0.3391,1.2625,2.1684,1.3179,2.1692,1 
8.0817,2.0562,1.1326,1.5599,2.2377,1.8599,1.8246,1 
8.2831,2.8276,1.5792,2.3766,0.3625,1.0991,1.0599,1 
7.2214,1.6417,3.7011,1.6452,2.5503,3.3568,1.4336,1 
8.3152,2.3525,2.735,3.0191,1.7128,1.6533,3.7358,1 
7.0669,1.5879,1.1514,3.0615,3.8992,2.5062,4.3092,1 
8.3998,1.8247,2.0165,0.7166,2.8889,2.6788,1.7789,1 
7.8293,2.3518,0.5346,3.2992,1.5045,1.4834,3.6341,1 
9.748,1.6202,0.4721,2.243,0.4987,1.2559,1.8737,1 
8.4724,3.6397,1.4335,0.092,2.4267,3.8356,-0.1497,1 
9.0946,0.3988,1.949,1.519,1.7582,4.118,3.6514,1 
7.3701,1.9542,3.5395,2.7259,2.2705,1.4701,2.648,1 
6.5942,2.1385,1.2625,3.2266,2.4483,0.5436,1.9749,1 
8.4244,3.0509,2.1396,3.0752,0.5497,3.4737,1.6068,1 
9.258,3.1071,3.5337,0.7409,1.7057,2.9179,0.9484,1 
7.9315,0.7329,1.5509,1.7235,0.4682,2.0202,1.9679,1 
7.8245,3.8613,0.6109,1.7675,2.1335,0.7817,2.6807,1 
6.7388,1.1995,0.7948,1.7052,1.0629,1.9001,1.9229,1 
7.7585,1.3066,1.4561,1.7663,-0.3199,1.2961,1.4761,1 
8.6409,4.7951,2.3958,2.2477,2.8054,2.4643,2.8535,1 
8.2702,1.2356,2.6538,2.3783,2.4824,2.3068,2.5376,1 
7.4168,0.9943,0.5932,4.5878,2.0731,2.4196,0.9565,1 
8.5851,3.1019,2.1957,1.613,1.8872,2.7685,3.3699,1 
9.3764,1.3107,0.2332,1.3899,1.585,1.9028,2.5622,1 
8.4605,1.649,2.0102,2.4035,2.278,1.9954,1.8623,1 
7.1198,0.027,2.3096,0.9279,2.0354,1.9341,2.724,1 
6.722,1.3021,3.7094,3.4698,2.9527,3.1004,2.2926,1 
6.8456,2.0824,2.3959,1.1649,0.4989,2.3184,0.0951,1 
8.2649,0.1443,2.5769,3.0337,1.5776,2.7387,2.5254,1 
7.7213,-0.6854,2.9517,0.1317,3.4349,1.1467,1.4718,1 
8.4357,1.3407,2.7813,1.7298,2.7215,3.2904,2.7889,1 
8.2019,-0.1777,1.5687,0.4743,0.981,3.3223,2.1628,1 
6.9281,1.4725,2.1215,1.5484,1.7095,1.6006,2.2249,1 
9.5784,1.7998,2.3432,2.3002,-0.0259,1.6844,1.2274,1 
7.9103,2.5627,2.0419,1.8066,2.185,2.2996,0.5124,1 
10.6856,2.5647,2.8546,3.8278,1.4823,2.3205,2.2342,1 
8.1334,3.16,0.3927,1.9703,4.834,0.6213,3.0212,1 
6.3321,1.2405,2.0624,2.7672,0.0344,3.0522,2.7229,1 
8.5597,1.0398,1.8916,-0.1399,3.8062,2.2217,2.9152,1 
7.4935,3.9279,1.3075,2.3717,1.6015,2.8075,2.4561,1 
6.6641,2.5888,1.4396,2.2739,1.7432,1.1028,4.914,1 
9.7931,2.2955,0.9049,1.6717,2.9512,1.5968,3.1368,1 
9.1172,1.9369,1.7311,3.4584,0.9705,2.3554,2.0314,1 
5.8471,2.9424,1.7001,1.8817,2.1483,2.4159,3.1168,1 
7.1265,2.2106,3.5151,2.1636,1.6622,0.3744,2.233,1 
7.2827,2.3261,1.997,0.9977,0.385,2.3074,1.5016,1 
6.4802,2.8988,2.1841,1.9371,2.9069,1.6358,3.2235,1 
9.0532,2.5085,1.6163,2.9587,-1.0418,2.5873,2.7887,1 
6.8427,1.8865,1.2732,1.3129,1.2256,1.6386,1.9077,1 
8.073,2.291,3.3829,2.4368,2.331,3.9111,4.232,1 
8.847,1.9195,2.9028,1.9486,2.6043,1.0161,2.4359,1 
7.3371,3.1258,-0.8949,-0.3726,0.6311,2.265,1.4986,1 
8.3516,1.432,0.6884,2.7344,3.253,0.9295,2.0377,1 
9.6811,1.3834,1.2536,1.4875,2.7432,1.2205,0.5549,1 
8.0955,2.9412,1.1025,1.5172,3.0166,1.7773,1.7022,1 
8.8295,1.9085,2.2422,4.2143,1.6919,2.3179,3.5124,1 
9.3227,1.3424,3.0338,1.0242,2.1481,0.5038,1.2582,1 
7.7385,3.4335,1.7767,1.8548,1.3808,1.4013,2.5284,1 
6.8558,1.4125,2.3371,1.0874,-0.2834,0.8597,2.5459,1 
8.5351,2.1981,2.6297,2.6857,0.8079,3.1429,2.1698,1 
7.677,0.3097,4.0672,2.0642,4.3107,2.7622,2.996,1 
7.6331,1.7918,2.4093,2.9176,3.363,1.512,1.9476,1 
8.8084,0.7038,2.5953,1.3827,2.0464,1.2906,1.1174,1 
10.4868,1.8402,2.8911,2.5575,1.2223,1.5331,3.0775,1 
* 
5.6244,4.2258,2.4162,0.8723,1.8796,0.3901,2.7506,0 
2.5281,4.8063,2.5848,3.457,1.9284,3.497,1.3196,0 
6.7522,3.219,1.9281,1.7372,0.9389,2.421,1.0773,0 
3.3536,4.433,2.1683,2.0,2.4733,2.9786,0.8718,0 
4.0294,3.9672,1.2868,3.8551,1.3507,2.5095,1.0454,0 
5.2132,3.8452,2.0752,1.8554,0.3917,1.2356,1.4955,0 
5.0693,3.6401,2.0735,1.5083,3.5053,3.119,2.7084,0 
3.4809,3.0675,0.0881,1.6827,3.4238,0.7168,1.3967,0 
5.621,2.61,1.9309,2.2805,2.7343,2.0632,2.4903,0 
5.3917,1.8354,1.0016,4.414,1.1558,3.1981,1.3967,0 
4.9457,2.95,0.9134,1.8478,2.7654,1.3169,1.5489,0 
5.6174,3.8844,2.0492,1.0259,4.3449,2.8239,0.7914,0 
6.3295,5.0484,1.1136,3.2668,0.0666,2.5485,1.4963,0 
2.202,3.5332,0.2064,3.2052,2.5568,2.3685,1.6185,0 
5.5458,3.3774,-0.4325,3.0976,1.2285,2.8155,1.7338,0 
4.6757,5.0228,1.6001,0.3804,1.1517,1.5115,2.9441,0 
5.4534,4.1033,2.8299,1.885,3.1459,2.0118,2.0044,0 
4.817,3.1834,2.2495,2.9352,3.2867,2.4338,3.4748,0 
4.2827,3.411,1.2072,2.1932,2.4561,0.8602,1.4709,0 
3.977,5.0513,1.0283,1.9311,0.19,2.9277,0.1157,0 
6.3282,4.8149,0.6905,2.0998,1.5521,0.8958,3.5833,0 
5.4242,4.8454,1.4828,1.1661,0.8081,1.1028,0.6453,0 
3.558,4.7631,3.5666,1.9079,1.7789,1.9103,0.9426,0 
4.5325,5.1217,2.9477,1.3137,2.0312,1.0932,2.4563,0 
5.3315,4.3369,2.0492,2.3388,0.3508,2.4637,2.5823,0 
4.8981,3.695,2.1453,2.7981,2.5701,3.483,1.7434,0 
4.2123,4.4172,3.1247,3.309,2.4826,3.5516,2.3848,0 
4.8992,2.7878,2.4717,1.7077,3.4467,0.4475,0.5969,0 
4.019,4.0446,2.873,2.8104,3.4553,2.1086,2.4398,0 
5.7519,4.1695,0.1574,1.4308,2.9321,3.2641,2.1295,0 
6.9634,4.6524,2.0235,-0.2064,2.2336,1.8758,2.4265,0 
4.8487,2.4399,-0.6301,1.1142,2.6813,1.1165,1.2715,0 
2.5486,5.062,1.4513,1.3614,1.1593,3.2371,0.9013,0 
5.2188,4.8913,2.1037,1.7175,2.234,0.5026,1.8815,0 
4.5981,3.8599,0.9358,2.9907,1.7348,2.4611,1.5821,0 
4.5013,4.085,0.875,0.7261,0.0285,1.6051,1.8934,0 
4.7321,4.3471,2.7848,2.4058,3.4117,2.7785,1.7195,0 
5.8778,2.7918,2.8314,4.0375,2.6367,2.0566,3.1848,0 
4.9485,6.4075,1.5015,1.2494,2.3369,2.3129,1.327,0 
4.7295,3.1391,2.111,1.8148,2.4784,4.3932,3.1134,0 
5.8481,4.9512,2.8918,4.3027,3.4885,1.6457,2.6703,0 
3.6726,4.9742,1.2809,3.2962,1.2113,2.3979,2.5968,0 
4.9549,3.1723,2.9148,2.4311,2.2886,1.658,1.3077,0 
5.3162,3.0776,1.3272,1.1408,1.8559,3.0104,1.9966,0 
4.163,4.7402,0.6222,0.9071,2.5717,0.5389,2.8898,0 
4.2039,3.2936,-0.1978,2.028,3.4831,1.4116,2.7934,0 
4.6281,3.7452,1.5074,1.8077,2.4991,3.1728,-0.2213,0 
5.3551,4.4822,1.7889,2.464,1.9506,3.7897,0.6209,0 
5.7022,5.0941,2.154,2.0437,3.6363,2.1123,2.8539,0 
5.3307,1.6882,2.6095,2.2006,1.6461,0.3517,3.5585,0 
5.5917,3.7253,0.131,1.0435,3.2449,0.4266,2.2029,0 
3.5913,3.9238,1.9182,1.5714,1.628,1.7036,0.7031,0 
3.9907,4.4733,1.5222,2.1581,2.0637,0.6578,1.5149,0 
5.5166,4.0343,1.441,2.7521,3.5459,3.0795,2.4802,0 
4.7199,4.2471,0.7045,2.4464,1.2449,1.94,2.3144,0 
4.3231,3.0081,2.0291,1.5391,2.9949,1.8607,0.6994,0 
3.9705,3.6496,1.0612,2.6704,1.4369,0.5696,2.7525,0 
4.3857,3.1714,2.5223,1.4975,2.7316,0.3987,0.617,0 
2.587,3.8224,0.6211,2.3955,1.5892,1.2658,1.0319,0 
5.9345,1.3802,2.485,3.3243,1.893,4.0014,2.2567,0 
4.7954,2.5731,0.4249,2.8678,1.8875,2.1538,3.1001,0 
6.1273,4.599,0.6639,1.7067,1.1688,2.0101,2.77,0 
6.8522,3.3741,1.5353,1.0659,3.61,1.1799,1.4145,0 
4.5442,4.6966,2.7113,2.2464,1.7585,1.7246,2.7004,0 
4.3487,4.6042,0.7413,2.7116,2.4917,1.8561,3.0475,0 
6.1661,3.657,3.1618,1.0248,2.5416,2.5237,2.378,0 
7.1879,3.9165,3.7361,1.3777,2.4528,2.1318,3.4947,0 
5.0791,4.3675,2.208,2.1807,2.7613,3.5275,1.0865,0 
2.7788,3.9407,2.7781,2.6252,2.8871,2.7144,1.6644,0 
1.8194,5.5903,3.5216,3.0468,1.5495,1.7698,3.913,0 
