Feature1,Feature2,Feature3,Feature4,Feature5,Feature6,Feature7,Class
1.2728,0.3889,2.4625,2.3551,1.9605,2.7436,3.3863,1 
-1.0687,0.4942,1.8809,1.254,1.6179,3.0535,2.7536,1 
1.1946,0.564,2.3478,3.364,1.7542,2.5084,2.7994,1 
-1.8291,0.33,0.6539,1.7291,0.7431,2.3557,4.507,1 
-1.3325,1.3303,0.9616,1.4834,1.7433,1.5554,1.8261,1 
-0.4374,0.6151,2.8962,1.6945,1.1108,1.7178,2.0016,1 
0.2826,-2.3689,0.9953,2.8266,2.1476,1.3492,3.5094,1 
0.5197,-0.0208,2.4051,1.5386,1.4542,2.7889,2.445,1 
-0.8904,-0.0714,1.3549,3.6507,2.259,0.4696,2.5939,1 
0.2951,0.3124,1.1959,2.5957,1.5983,0.9819,1.3534,1 
-0.0071,-1.611,2.5293,1.2715,3.0539,1.5123,1.0164,1 
-0.656,1.0506,0.2012,2.1026,1.5992,1.9734,1.9205,1 
-0.3771,3.309,2.9299,2.1561,1.1518,0.3269,3.3163,1 
1.0972,-1.0079,4.1553,0.9818,1.0032,1.5644,1.3017,1 
-0.8816,1.4818,0.792,3.2795,1.8971,2.4882,0.5833,1 
0.5178,-0.6955,3.5356,4.6999,1.0698,2.2822,2.4034,1 
1.8092,-0.4409,3.292,2.2196,1.1669,2.1942,1.9325,1 
1.7777,-1.3359,2.9524,2.6439,0.6693,3.4229,3.2901,1 
-1.0665,1.7755,1.9259,1.5064,1.7414,-0.6762,1.5731,1 
-0.1603,-0.1151,2.7196,1.305,1.2646,2.8731,2.3579,1 
1.3446,0.2384,1.1093,1.4005,3.4632,4.2694,2.8627,1 
-0.4931,-0.1734,2.4079,2.1969,1.2709,0.055,2.8063,1 
0.456,0.2322,0.451,3.4003,0.256,2.1328,2.5995,1 
-0.0335,-0.318,1.5309,2.8061,0.564,4.4799,2.1009,1 
0.2712,-0.1941,2.6851,1.2814,0.7039,0.8206,2.0384,1 
-1.3887,0.6227,1.8554,1.9674,-0.4753,3.7435,2.2658,1 
-0.2152,-0.0909,2.3792,2.1209,1.0611,1.4745,2.4825,1 
-0.4187,0.1798,3.0607,1.1257,3.6219,2.2239,-0.4012,1 
-0.3777,-1.8355,1.8248,1.6615,1.6814,2.5908,2.482,1 
1.4227,0.7413,4.1171,3.5516,0.7516,1.6839,3.2719,1 
0.2353,0.9211,2.2586,2.691,2.6419,1.003,1.718,1 
0.2923,-1.22,0.8165,1.4226,0.7163,1.0783,1.2025,1 
-0.5007,-0.3045,2.3497,1.7444,3.5385,2.4917,2.9772,1 
0.5875,-1.4653,1.5254,1.7088,2.3161,2.474,2.9501,1 
-0.5183,0.0132,0.8764,3.4703,1.104,0.9952,4.1753,1 
0.7999,-0.6538,2.9701,2.1398,1.8843,0.4283,1.271,1 
0.3042,-1.1494,2.6552,2.2907,2.9486,1.8628,2.2168,1 
-0.6557,-0.2998,3.035,3.2593,2.3186,0.5041,1.9252,1 
0.0979,0.7372,1.5523,-0.0472,2.2832,-0.1721,1.4298,1 
0.0507,0.6046,0.1103,1.8663,2.7593,2.7598,1.3197,1 
0.5879,-1.3866,2.9544,3.448,2.3658,2.1737,3.9283,1 
2.0668,0.9751,2.4087,2.2105,2.3604,3.9684,3.2423,1 
0.4027,0.6681,3.4083,1.6171,2.0785,1.406,1.9751,1 
1.0724,0.5745,1.8079,1.2681,0.7676,2.7584,2.4438,1 
-1.0765,0.4649,2.7099,2.3027,1.9968,2.1811,3.0341,1 
0.2824,0.9785,3.1634,0.3879,2.4955,3.244,1.5496,1 
0.3694,-1.6243,1.7854,1.0281,3.9472,3.9414,1.875,1 
0.6797,-0.687,3.2928,2.2886,2.2603,1.8415,2.9577,1 
-0.164,1.543,0.872,2.0455,2.3928,1.8771,2.4638,1 
-0.3481,-0.0835,0.769,2.6604,1.1677,2.2562,1.2811,1 
0.8477,-0.2834,0.397,1.9293,1.0452,1.3502,2.1685,1 
0.7358,1.1451,1.1899,0.0176,1.4962,3.0354,1.8233,1 
-0.5834,-0.1799,1.2804,2.6693,2.8248,1.0681,2.0479,1 
-0.2369,-1.0455,2.5795,0.8591,1.4353,2.3818,0.8758,1 
0.3235,-1.7701,0.761,2.6321,1.6762,3.5212,1.2649,1 
-0.5033,-1.6607,1.5283,0.9,3.9988,2.096,2.4648,1 
-0.2834,-0.1186,1.1894,2.0462,-0.5321,2.238,1.0844,1 
0.3351,-0.7905,2.4275,1.7281,2.0022,1.4135,1.4601,1 
-0.7578,-2.5198,-0.4568,2.7971,2.7206,2.706,1.2798,1 
-0.5618,1.7799,0.4446,2.8408,1.753,4.0857,1.0789,1 
1.5178,0.0662,2.8413,2.1346,1.3826,2.1258,1.3088,1 
0.6317,0.6675,1.5401,2.5485,2.6968,1.9386,1.5264,1 
-0.2012,0.4815,3.185,2.0225,2.7418,2.7416,3.3409,1 
-0.4407,0.2909,2.6842,1.1846,0.8165,2.6429,1.3685,1 
-0.4264,1.1642,2.7962,4.0439,1.6062,1.6662,3.733,1 
0.5191,-0.8057,2.3754,0.6146,2.5775,-0.154,1.7122,1 
2.834,-1.8491,1.3212,2.1473,1.6344,3.6549,4.3839,1 
0.226,-0.559,1.869,0.499,2.5565,1.7767,2.9762,1 
-0.6146,0.0498,3.0517,1.9362,2.1614,1.4208,2.5204,1 
-0.7075,0.1951,2.0546,2.5677,1.6094,2.5472,0.3848,1 
-0.7321,-0.0581,3.2777,-0.3787,2.0347,3.3134,2.4606,1 
-0.0566,-0.7505,2.0385,1.4837,0.1812,2.9125,1.6464,1 
0.4115,-0.5957,2.9446,2.9756,2.4236,1.4669,1.8706,1 
-0.1898,-0.8434,2.2114,1.6388,3.0467,2.1774,1.5118,1 
1.1995,-0.3987,1.2958,0.6736,1.0554,1.919,1.5812,1 
-0.0557,0.3434,3.0486,0.909,1.0392,0.809,1.864,1 
1.5647,-0.2088,2.5399,2.7729,2.5997,3.6834,1.5181,1 
-1.0803,1.0445,2.3758,3.0626,2.5899,2.1551,2.7171,1 
-0.392,-1.102,3.1615,0.6467,2.2852,2.0263,2.0794,1 
-0.0268,-0.1726,2.8563,-0.285,0.7344,1.2989,2.7832,1 
0.7719,-1.4067,-0.0722,4.5639,3.856,2.226,2.7157,1 
-1.1043,0.0512,2.0031,0.5205,2.717,1.0158,2.1899,1 
1.6,-0.6635,2.629,2.2391,1.896,0.7737,1.669,1 
-0.279,-0.3027,2.9431,1.7251,4.3892,2.7025,2.8404,1 
0.1702,0.0102,4.9125,0.9042,1.1438,2.8368,2.4628,1 
-0.0793,0.9207,2.1215,3.2555,1.9172,2.2887,1.2159,1 
0.5762,0.1644,3.1936,2.7518,0.9472,1.6303,3.0217,1 
-0.5471,0.7927,1.8791,2.3225,2.7077,2.9355,2.5351,1 
-0.6613,-0.4726,2.1992,2.8125,3.3134,2.4187,2.7437,1 
-0.2751,1.277,3.1757,2.5527,0.8681,2.4168,2.531,1 
1.3572,0.209,1.6452,0.0689,2.7437,2.1398,2.079,1 
0.2472,1.0957,2.9517,1.1976,2.3881,2.7714,2.0796,1 
-0.3225,-0.7666,2.1499,3.888,2.691,1.6892,2.8774,1 
-0.5911,-0.4211,2.6396,2.3486,2.2611,0.1511,1.5513,1 
1.2677,-1.6904,0.4395,1.3746,1.9372,2.1287,2.0946,1 
-0.6618,-0.1536,2.3465,2.3941,1.7787,3.1551,4.0424,1 
1.3315,0.9062,1.8005,1.5376,1.7376,2.0162,3.9981,1 
0.8043,-0.7064,2.6888,2.6305,2.6398,1.9624,3.0075,1 
1.3718,0.1313,1.879,1.8531,1.4017,1.8728,-0.3246,1 
-0.3467,0.389,2.7186,1.7452,1.1311,3.3935,1.9198,1 
0.3844,-1.9279,3.4511,1.9781,1.3641,0.0578,1.7008,1 
1.5664,-0.0622,1.5389,3.6963,1.3878,2.5636,2.3203,1 
0.9166,1.4927,3.6023,-0.408,0.5549,0.9735,2.5842,1 
0.118,-1.3289,0.8056,1.9304,3.3475,3.4763,3.1008,1 
-1.7684,1.4453,0.3988,4.018,1.8005,1.9926,2.8039,1 
-1.3116,0.435,1.4163,1.7684,2.5966,1.3512,3.0999,1 
1.2339,0.7268,1.1336,1.7428,2.7129,1.9092,2.95,1 
-2.429,0.9032,2.4669,1.0652,1.4457,2.5665,0.7325,1 
0.1305,0.6623,2.7117,3.5043,1.1549,2.2085,2.0679,1 
0.0081,-0.4899,4.4021,1.3892,1.5447,0.7417,2.0113,1 
-1.7735,0.5148,1.2586,3.2175,1.6675,1.2783,1.0618,1 
-0.3318,-1.2465,2.1024,1.7179,1.6221,1.8271,1.5772,1 
0.9634,-0.5033,2.9577,1.8199,1.6964,-0.2871,1.0787,1 
-2.4881,-0.3288,2.6177,3.2841,0.6192,3.2996,-0.056,1 
1.1278,-1.8829,2.2644,2.4705,1.6516,2.0153,2.2069,1 
2.0695,0.7581,2.512,2.3972,2.1098,1.0744,1.2902,1 
-0.4903,0.4889,-1.4317,3.5377,1.3373,2.4021,1.8011,1 
-1.1917,-1.1528,1.2373,3.2195,1.1742,2.1682,3.9772,1 
1.2439,-0.9766,2.9621,0.5237,2.045,-0.0486,1.9104,1 
1.1244,-1.8867,2.9737,1.2181,2.052,2.1519,1.5905,1 
0.1261,-0.1408,3.5209,1.7013,1.6064,2.5817,2.905,1 
0.2577,-1.2865,1.8665,3.149,3.5618,1.099,2.4554,1 
1.24,0.2987,2.2852,4.3334,2.9153,2.2595,1.2137,1 
-3.4254,1.044,3.006,2.3604,1.5637,2.8654,3.2229,1 
0.1615,1.7529,2.062,2.3286,1.3231,3.1376,0.5454,1 
0.5529,-0.6055,2.0078,4.5236,1.4956,3.6634,2.7398,1 
0.2304,-2.569,3.1126,1.1425,0.128,2.6333,1.1344,1 
1.2879,0.4545,2.1365,3.0658,2.7384,3.6878,1.5383,1 
0.7205,-2.1463,3.5004,1.3457,3.4939,1.761,1.2436,1 
0.8095,-0.8912,2.8549,3.3647,0.4654,0.087,3.0795,1 
-0.4663,-0.2282,1.8929,2.5042,1.563,4.4319,0.5511,1 
-1.1536,-0.511,2.0844,2.4126,2.2176,2.5998,3.0218,1 
2.5992,0.7138,1.5768,0.9115,2.2665,3.705,2.1816,1 
0.4717,-0.8335,1.0272,2.1381,1.0788,3.463,1.3786,1 
-0.9272,0.1472,2.1919,1.1518,1.8806,2.3279,2.5085,1 
0.7102,-1.8441,4.0388,1.5809,2.1783,1.3803,1.3398,1 
-0.1871,-1.3067,1.3512,1.0241,0.8829,2.6259,3.6819,1 
-0.2574,0.802,2.3292,0.6723,0.6297,1.2467,1.0949,1 
-0.6522,-1.2454,1.7964,1.6854,0.8167,0.8966,0.2035,1 
0.7963,0.4548,0.653,2.7276,2.5513,1.3733,0.3462,1 
-0.5141,0.9139,2.6851,1.7498,3.9126,1.6201,2.8049,1 
0.5,1.2513,2.6959,1.3206,1.3864,3.0425,1.5835,1 
-0.4799,-0.7591,3.2158,0.5375,0.8499,2.3699,2.3191,1 
-0.5492,-0.8956,1.0759,-0.3836,2.3942,2.7501,0.9409,1 
-0.578,-0.2846,2.464,2.2011,3.0172,4.1026,2.473,1 
-1.1295,-1.2999,2.0222,2.4878,2.332,2.4462,3.5604,1 
-1.637,1.4806,1.0521,1.964,2.5513,1.9381,-0.4923,1 
-1.042,-1.2494,0.5234,2.3577,1.5186,2.7531,2.7994,1 
-0.5485,-0.1634,1.608,1.3466,0.7223,2.3727,2.2193,1 
0.6198,1.781,3.0808,1.3473,3.2699,0.9175,4.0965,1 
-1.2533,-0.9273,2.0338,1.2697,1.2406,2.4851,1.2341,1 
0.6077,0.601,2.9933,2.2029,1.5966,0.8532,0.7338,1 
0.6488,-0.0859,1.2854,0.9467,0.1344,2.6566,1.5264,1 
-0.9411,-0.9536,2.3765,2.3134,0.5726,1.489,1.7619,1 
0.6543,-1.4311,-0.1302,1.906,2.0923,1.0278,3.0473,1 
0.1321,0.5618,2.4051,2.3647,2.2272,2.324,-0.4926,1 
-0.0548,0.1514,1.933,0.9422,-0.4968,3.1808,1.7106,1 
-1.1244,-0.7372,1.6558,1.1118,1.7499,2.2986,3.0941,1 
-0.0639,0.0383,1.9869,0.3119,0.2733,2.8907,3.2973,1 
-0.4451,0.7753,1.9187,1.2976,3.1013,0.8674,3.0545,1 
-1.2329,-0.1686,0.8258,1.8796,3.089,1.8569,1.5278,1 
1.0284,-0.1658,3.3895,1.9667,2.3579,2.2778,1.7821,1 
-2.6496,-0.053,1.2875,0.7329,1.5519,3.6084,2.9347,1 
-0.3685,1.1779,0.7762,2.8684,1.69,1.9534,2.6254,1 
-1.787,-0.0365,2.7157,3.149,3.1856,-0.1935,1.5702,1 
0.7208,-0.1598,2.8326,2.2711,2.6935,2.633,0.7781,1 
-1.3172,-0.6459,3.3655,2.2507,1.9121,1.8833,2.2494,1 
0.1369,1.2413,3.0338,1.371,1.5703,0.3789,1.9861,1 
-0.0858,-0.216,2.6964,1.2412,0.3104,1.6446,1.9577,1 
-1.052,2.009,2.7562,2.3211,1.7888,1.8572,1.6015,1 
0.3111,-0.9471,2.9579,2.8644,2.0025,2.492,2.7966,1 
0.6947,-0.5516,3.642,2.9413,0.6709,2.2696,0.9459,1 
-1.065,-0.2921,3.3905,1.7408,1.1151,1.1657,2.3841,1 
-1.4057,-0.3736,1.117,3.7062,3.1438,2.0607,2.7312,1 
-0.9639,-1.1259,0.881,3.293,1.6356,2.2044,1.9199,1 
-0.4784,2.5882,2.7407,1.567,2.3836,2.6645,4.0295,1 
-0.4467,-0.1959,0.8908,2.0902,3.1352,0.889,0.8508,1 
-0.3331,-0.6911,2.2506,1.563,3.2624,2.8777,2.0181,1 
-0.367,-0.3757,1.2957,1.5246,3.6697,3.0441,2.438,1 
0.9408,0.6752,0.4917,3.0541,0.2675,4.079,3.3508,1 
-0.8918,0.5755,1.5027,1.4979,1.7147,1.9137,1.9092,1 
-1.3682,-1.6623,3.7365,1.6314,2.1206,2.3872,2.1805,1 
0.2638,0.6269,2.866,2.929,1.4869,2.4516,4.2513,1 
-0.0467,0.0271,2.146,3.2452,0.3488,2.6203,2.7035,1 
0.6385,0.1502,1.493,2.1656,3.4701,2.2911,2.1617,1 
-0.3365,0.0639,1.5838,1.5189,2.1347,1.8485,2.0099,1 
-0.9165,-0.7117,2.8288,2.9234,0.6519,3.2574,2.446,1 
0.0019,0.1699,1.2009,2.0957,2.5863,1.369,3.6274,1 
1.7126,0.3662,1.1002,1.0463,2.6733,1.8696,3.3961,1 
0.4222,0.3838,-0.3682,1.0124,1.6395,1.2272,2.8853,1 
0.3779,-1.0145,2.921,0.703,2.1988,2.1147,3.2275,1 
0.2244,0.0968,2.4974,2.1118,1.8492,1.9742,1.6871,1 
-0.5359,-0.3792,1.816,1.3857,2.1032,2.4074,3.2975,1 
-0.6126,-2.1611,1.8948,2.1163,0.5224,2.2472,-0.4957,1 
2.0959,0.9199,3.1426,0.8269,2.2412,0.7703,2.2119,1 
1.0599,0.1755,3.1642,1.9249,1.0198,1.082,1.4501,1 
0.1002,-1.6343,1.3645,3.4816,3.5746,1.8296,3.0152,1 
0.8384,0.9492,3.6702,1.867,2.0816,2.3529,3.5959,1 
0.2,1.125,3.1238,2.7637,2.7972,2.3025,1.5686,1 
-1.1007,-0.0901,1.01,2.4266,1.6201,2.2819,0.489,1 
-0.8871,0.6031,2.8839,1.3346,1.6124,1.6019,2.745,1 
-0.6561,-0.5166,2.4522,2.26,0.5294,3.3578,3.0721,1 
0.9725,-0.7846,1.7836,0.9457,2.9804,0.95,1.9042,1 
-0.8684,-0.0452,2.5415,-0.0284,4.8367,1.6504,2.3526,1 
-1.5761,-1.4851,2.1451,0.6525,0.201,2.9132,3.1109,1 
0.4315,0.4159,2.4953,0.6523,2.9279,1.415,0.2043,1 
2.2801,-0.7635,3.8306,0.3282,3.1838,2.4386,0.5574,1 
-0.313,-1.0879,1.6916,1.7849,0.4351,3.6616,2.1923,1 
-0.034,-1.3292,3.3181,2.0685,2.2627,2.4189,0.9344,1 
0.4613,-0.3868,2.206,0.0836,2.7981,1.3114,2.6383,1 
0.8267,-1.5165,1.3154,2.256,1.8294,2.087,2.1469,1 
0.0193,0.573,1.0473,4.1119,2.2332,2.7493,3.1183,1 
0.3084,-0.0516,0.6581,3.365,0.5378,0.7296,2.5449,1 
0.5953,-0.2916,5.9006,1.0171,2.4776,0.7961,4.3931,1 
0.6451,0.8067,3.6262,1.0024,1.0863,1.5143,1.6345,1 
-1.0638,-0.986,2.6986,0.9627,1.5438,3.492,2.9683,1 
1.3507,-1.416,1.5695,2.2534,2.2351,2.1776,1.0615,1 
-0.3625,0.7719,2.1795,1.4414,1.5476,2.499,3.0416,1 
1.6629,-0.0686,1.8938,2.5699,2.1596,1.8748,3.6674,1 
-0.1931,-0.1927,0.1234,2.7715,0.7032,1.4874,2.2825,1 
-0.6481,-1.8463,1.3358,2.1325,2.9979,2.3946,2.9033,1 
-0.6758,0.4245,3.3032,2.385,3.192,2.2656,2.0515,1 
-0.4704,1.1164,3.373,3.7013,2.5804,2.5982,1.317,1 
0.4524,0.0101,1.6567,2.9766,0.8698,3.1409,1.2884,1 
0.3618,-0.7086,0.914,2.0236,0.5887,2.7855,1.7579,1 
-0.2737,2.1416,1.3151,2.3808,0.8464,1.7281,1.3457,1 
1.7714,0.8481,1.9717,1.6095,1.2043,1.7782,1.2205,1 
-0.8755,-0.5229,2.5468,2.6737,3.4669,1.0339,0.5908,1 
-0.603,-0.2178,3.0757,0.7782,1.5628,3.5768,3.246,1 
-0.0438,1.5694,2.1763,2.1149,1.9638,1.5575,0.9046,1 
2.4523,-1.8571,2.4391,1.5097,0.6304,3.0292,-0.5212,1 
-0.8352,-1.0298,3.3542,2.3671,2.6002,0.8157,1.5206,1 
-0.2517,-0.3493,0.5293,2.398,3.8923,1.043,2.5857,1 
0.5733,-1.3025,2.8398,2.4471,3.2094,0.8418,3.9689,1 
0.0601,1.8582,0.8021,2.5292,2.4609,2.702,2.6913,1 
-1.0204,-0.2313,3.1561,2.5869,2.164,2.7324,3.0174,1 
-0.265,-2.0644,2.0724,4.3334,0.8868,3.8738,0.3749,1 
1.2236,1.5793,2.6731,1.8198,1.3557,1.3225,0.8737,1 
0.1748,0.5407,2.7393,0.6366,1.3055,1.5258,1.8555,1 
1.1207,0.823,3.3719,0.8639,2.2657,2.3232,3.1692,1 
1.3819,1.4747,2.8259,2.6697,1.3404,1.8,3.4711,1 
1.3226,-0.5029,3.0738,1.8028,2.4287,3.2389,2.9473,1 
0.5417,1.2882,1.9136,2.4885,4.4902,3.0773,2.2487,1 
-0.3128,-1.4168,2.702,0.5608,1.7497,2.2711,1.397,1 
-0.5421,-0.6954,1.1112,1.4147,1.5794,0.3929,1.7135,1 
0.322,1.1755,1.2295,1.7907,1.9806,2.7277,1.881,1 
-0.2137,1.0906,2.13,0.4248,4.7236,2.7358,3.0992,1 
-0.6911,-0.7072,1.3587,-0.8253,1.1174,3.5125,1.5811,1 
0.9011,0.8719,3.6738,1.7267,0.8682,0.5145,2.572,1 
-1.2337,0.1332,1.5684,2.9502,3.7104,1.6107,2.4904,1 
-0.0758,0.4499,3.1289,0.6492,0.6372,2.2464,2.5473,1 
-1.6222,-0.1973,1.8356,2.5897,0.9145,2.104,3.3852,1 
-1.4755,0.7455,2.8975,2.6433,4.3506,3.2805,2.4781,1 
-0.999,0.5951,2.356,1.1922,3.1198,2.0352,1.2311,1 
1.3545,-0.4692,3.1486,2.173,1.9939,0.5318,1.8527,1 
1.0249,-0.4048,1.4381,2.3866,3.0092,0.8846,1.3037,1 
-0.1148,0.0943,1.0355,2.4652,1.9042,1.8827,1.4957,1 
0.7033,-1.7528,0.3271,0.4238,2.2909,2.8476,2.7001,1 
-1.0411,-0.2015,1.6389,1.0183,3.3423,0.79,1.6362,1 
2.1063,-0.8145,2.891,1.3844,1.6875,2.7929,2.7334,1 
1.8734,1.1133,2.6259,1.6917,2.1993,1.2002,2.8734,1 
-0.1061,-2.0912,2.557,1.0349,3.4548,1.8757,3.4589,1 
0.0298,0.2217,2.1519,1.7195,0.0265,2.0551,2.9274,1 
-1.0856,0.3202,3.2301,3.0105,2.2428,1.021,0.4917,1 
-0.1771,-1.0099,1.9458,0.2927,1.3932,3.4234,2.6554,1 
-0.1002,-1.6367,2.8289,-0.3654,2.2472,3.2682,3.9821,1 
0.7531,1.2294,3.5436,2.2008,2.1857,4.074,1.9802,1 
0.1425,2.4656,3.6128,2.5551,1.1876,2.8802,2.295,1 
0.7567,-0.5356,3.802,0.7748,0.1418,2.2242,3.0313,1 
-1.3087,0.1999,0.3628,1.3564,3.8226,1.4136,1.8293,1 
0.3177,-0.1881,0.5064,2.1431,1.1054,1.9352,1.5407,1 
0.8075,-0.2682,2.5799,2.5427,1.1611,3.1779,2.7674,1 
1.2756,-0.7527,1.1532,1.7513,1.9879,0.7147,1.2351,1 
0.6891,-2.1389,1.8152,2.4142,2.6135,2.9131,2.2006,1 
0.3154,-1.0165,3.08,0.3395,1.8219,1.2097,1.099,1 
-1.8761,0.2162,3.6207,0.3292,0.3562,2.25,3.3829,1 
-0.1555,-0.7756,3.1025,3.011,1.6337,3.221,2.0651,1 
-1.9515,0.4805,1.6408,1.5504,2.6854,0.2804,1.3301,1 
-1.2012,-0.618,1.7192,0.8677,2.9909,1.6235,2.8731,1 
0.1833,0.343,1.839,0.7101,2.0522,3.8836,1.7138,1 
1.9248,0.0641,2.4673,2.099,2.0449,0.216,2.2897,1 
-0.381,0.6356,0.5776,2.4699,2.631,0.7659,2.1482,1 
-2.2863,0.1371,1.3989,1.3705,1.1471,1.2695,2.5684,1 
0.2897,-0.2103,1.524,1.9701,2.9901,0.0263,0.8458,1 
0.2055,0.6015,1.4487,2.5214,3.2245,0.9553,4.3006,1 
-0.3958,-0.3979,3.9476,2.2916,4.1465,2.1163,1.6508,1 
-0.3887,0.4615,2.0974,2.7384,2.243,1.3764,2.2412,1 
0.5471,-0.0212,0.9967,2.1315,2.6678,2.3308,1.9215,1 
0.5019,-0.5047,1.6298,4.1378,2.3341,1.2226,1.466,1 
1.1672,0.539,1.7899,2.0414,2.988,1.8837,2.0949,1 
1.9057,2.1126,1.8402,2.9314,1.0122,0.1536,1.3609,1 
-1.6323,-0.6648,0.4815,2.2096,0.5457,1.1663,2.7932,1 
0.8799,0.0191,1.8339,-0.4403,0.9461,2.6942,0.7045,1 
